	!/name	'96/noun	1/noun	1973/noun	1986/noun	1993/noun	2001/noun	A./name	Al/name	Amerikaans/adj	Arafat/name	Bill/name	Blatter/name	Britney/name	Bush/name	Clinton/name	Collection/name	Dierckxsens/name	EADS/name	Europees/name	Europese/name	Florida/name	Fortuyn/name	George/name	Gore/name	Greenpeace/name	Groen/name	Hecke/name	Hof/name	Hooggerechtshof/name	Inbeschuldigingstelling/name	Jan/name	Kamer/name	LPF/name	Lagos/name	Leterme/name	Lodewijk/name	Microsoft/name	NIOD/name	Nantes/name	Pharming/name	Pinochets/det	Raad/name	Ray/name	Roe/name	Spears/name	Supreme/name	Turnhout/name	Tweede/name	Volkscongres/name	Wahid/name	aanklager/noun	aankoop/noun	aantijging/noun	acht/num	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	alle/det	alles/noun	alsnog/adv	altijd/adv	ambitie/noun	amnestie_wet/noun	ander/adj	anders/adj	angst/prep	antwoord/noun	arrest/noun	baseer/verb	bedoeling/noun	begin/adv	bekentenis/noun	belangrijk/adj	belast/adj	belofte/noun	benoeming/noun	bereid/adj	beroep/noun	beschuldiging/noun	beslis/verb	beslissing/noun	besluit/noun	bestrijd/verb	bestuur_accoord/noun	betaal/verb	betref/verb	betrokken/adj	bevel/noun	bewering/noun	bezwaar/noun	blij/adj	blijf_uit/verb	blijk/verb	bond/noun	boycot/noun	braaf/adj	brandweer/noun	brief/noun	bron/noun	buiten/prep	capitulatie/noun	charter_maatschappij/noun	comité/noun	commissie/noun	constitutioneel/adj	contact/noun	controversieel/adj	daarmee/pp	daarna/adv	daarna/pp	daarom/pp	dag/noun	dan/adv	dat/comp	dat/det	de/det	december/noun	decreet/noun	deels/adv	definitief/adj	desnoods/adv	deze/det	die/det	dien/verb	dien_in/verb	diezelfde/det	dinsdag/noun	directeur/noun	distantieer/verb	dit/det	dochter/noun	doe/verb	doende/adj	doodvonnis/noun	door/prep	dreiging/noun	dring_aan/verb	druk/noun	dus/adv	duur_voort/adj	dwing/verb	echter/adv	eerder/adj	eerste/num	enzovoorts/vg	eventueel/adj	fatwa/noun	februari/noun	federaal/adj	federatie/noun	feit/noun	foltering/noun	formeel/adj	foutief/adj	ga_in/verb	gebrek/noun	gebruik/verb	gedaan/adj	gedeeltelijk/adj	geef_aan/verb	geef_toe/verb	gegeven/noun	geleden/adj	gelijk/noun	gemaakt/adj	gemeente/noun	gemeenteraad/noun	genomen/adj	gepubliceerd/adj	gerechtshof/noun	gesteld/adj	getuige/noun	getuigenis/noun	gisteren/adv	haar/det	haast/adv	haastig/adj	half/adj	handtekening/noun	heb/verb	het/det	hij/pron	historisch/adj	hoewel/comp	hof/noun	hoog/adj	hun/det	iets/adv	ijlings/adv	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	instructie/noun	international/noun	intussen/adv	invoering/noun	jaar_cijfer/noun	kamer/noun	kan/verb	keer/noun	keer_terug/verb	klacht/noun	kondig_aan/verb	kort/adv	laat/adj	laat/verb	leugen/noun	lijnrechter/noun	luid/verb	maal/noun	maandag/noun	maar/comp	maar/vg	maatregel/noun	mededeling/noun	meer/adv	meld/verb	mening/noun	mijn/det	militair/adj	min/adv	minister/noun	ministerie/noun	mode/noun	moet/verb	mogelijk/adj	moment/noun	na/prep	nadat/comp	niet/adv	nieuws/noun	noch/vg	nooit/adv	nu/adv	of/adv	of/vg	om/comp	om/prep	omdat/comp	onder/adv	onderschrijf/verb	ongelukkig/adj	ongestraft/adj	onlangs/adv	onmiddellijk/adj	ontslag/noun	ook/adv	oordeel/noun	oorspronkelijk/adj	opgelegd/adj	orde/noun	overigens/adv	overname/noun	overtuiging/noun	passage/noun	patent/noun	persbericht/noun	plan/noun	plots/adj	poging/noun	president/noun	probatie_uitstel/noun	probeer/verb	programma/noun	protest/noun	publiekelijk/adj	punt/noun	raad/noun	raadpleeg/verb	rechtbank/noun	reden/noun	referendum/noun	refs/noun	regel/noun	regeling/noun	regering/noun	richtlijn/noun	roep_op/verb	roep_uit/verb	samenvatting/noun	scheidsrechter/noun	schielijk/adj	schip/noun	schoon_vader/noun	schorsing/noun	schort_op/verb	schriftelijk/adj	september/noun	snel/adj	sta_vast/verb	staking/noun	stam_nummer/noun	standpunt/noun	stap/adv	steeds/adv	stelling/noun	stellingname/noun	stem/noun	straf_af/verb	stuntelig/adj	te/comp	telefoon_gesprek/noun	termijn/noun	toekenning/noun	toen/comp	tweede/num	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	uitstel/noun	valreep/noun	vals/adj	vandaag/adv	veiligheidsmaatregel/noun	verband/noun	verbied/verb	verbod/noun	verboden/adj	verdachte/noun	vergissing/noun	verhaal/noun	verklaar/verb	verklaring/noun	veroordeling/noun	verschiet/noun	verschijn/verb	versoepeling/noun	vervolgens/adv	volgens/prep	voltallig/adj	vonnis/noun	voor/adv	voordat/comp	voorganger/noun	voorstel/noun	voorwaardelijk/adj	vorig/adj	vraag/noun	vraag/verb	vrijlating/noun	vroeg/adj	waardoor/pp	waarin/pp	waarmee/pp	waarschuwing/noun	wapen/noun	week/noun	weekeinde/noun	weer/adv	wegens/prep	weiger/verb	westen/noun	wet/noun	wetswijziging/noun	wijsheid/noun	wijzig/verb	wil/verb	woensdag/noun	woord/noun	woordvoerder/noun	word/verb	zaak/noun	zal/verb	zaterdag/noun	ze/pron	zet_om/verb	zij/pron	zijn/det	zinvol/adj	zitting/noun	zoiets/pron	zolang/comp	zondag_avond/noun	zoveel/det	zulk/det	zwak_af/verb	Öcalan/name	één/num	één/pron
!/name	0.0	0.8611474	0.9609025	0.9171446	0.8316703	0.88853663	0.9340144	0.9458838	0.79041314	0.8109299	0.8864465	0.7718508	0.9516203	0.776482	0.82374567	0.80555475	0.93536294	0.9812669	0.9912009	0.901937	0.9310291	0.8474276	0.87897855	0.81335735	0.787214	0.92755914	0.40088922	0.78836685	0.96831036	0.9276115	0.9827445	0.75961363	0.9683414	0.9267746	0.8897227	0.89804476	0.9324493	0.78082573	0.97904	0.8222966	0.98735976	0.9489172	0.9795897	0.84498787	0.97440165	0.7853652	0.94805634	0.8946079	0.9793509	0.9405358	0.90535104	0.9371585	0.87910604	0.8656211	0.94623023	0.9468305	0.95402676	0.94317245	0.9397162	0.9627448	0.9561057	0.97662264	0.89200693	0.96229637	0.9549764	0.9312926	0.9769642	0.95235175	0.9765376	0.882043	0.9533553	0.9667101	0.9448618	0.94601524	0.92493	0.9641082	0.9792609	0.91586804	0.89607924	0.9630625	0.97136754	0.87951684	0.9371293	0.94244075	0.9023746	0.94627905	0.9676676	0.9778213	0.9555076	0.9795822	0.9533981	0.91291016	0.88483083	0.9364482	0.9563754	0.9710128	0.9451303	0.90736574	0.85031736	0.9849484	0.9046079	0.95733386	0.97041744	0.9744308	0.9939557	0.9036316	0.94536674	0.9256769	0.97742945	0.89152753	0.9174396	0.95702267	0.9768227	0.92679274	0.9622415	0.96868783	0.92732453	0.9858825	0.949816	0.91986805	0.89217603	0.9739032	0.9418189	0.96409374	0.9519481	0.96337336	0.9257151	0.8912839	0.88260174	0.9227718	0.8615002	0.8800162	0.9690185	0.9365046	0.97721213	0.967745	0.9690843	0.9243293	0.9448214	0.90154296	0.90957177	0.9810624	0.94538367	0.91323936	0.95798784	0.9347257	0.9312496	0.94360715	0.9568629	0.8952917	0.9106853	0.93397987	0.9554976	0.968324	0.97586465	0.9075948	0.96605974	0.9695483	0.97566617	0.9529075	0.8988482	0.919919	0.940957	0.85149705	0.95453006	0.9113416	0.87833166	0.92827386	0.90916723	0.8840035	0.9390817	0.9385817	0.96875393	0.9164041	0.95738006	0.93685937	0.86637926	0.8678378	0.97152674	0.9155496	0.975541	0.9322851	0.89120835	0.9424509	0.90669686	0.95230484	0.9242281	0.953628	0.9911833	0.9417065	0.9251055	0.85091686	0.97264713	0.87697315	0.8827847	0.91923165	0.90440047	0.8445696	0.97880334	0.9807223	0.9745626	0.9819922	0.9318633	0.9385195	0.8970358	0.8632161	0.9441224	0.9589112	0.9274421	0.8694294	0.97712994	0.8731686	0.8979758	0.93389463	0.94797564	0.9713199	0.95122975	0.8173929	0.9845811	0.93460804	0.9126863	0.95451355	0.91843593	0.949363	0.8903987	0.88404256	0.8823949	0.97097397	0.97805387	0.97952235	0.958978	0.8879093	0.98422515	0.9490579	0.8811091	0.9685315	0.9719639	0.97700006	0.93631566	0.9683917	0.9811086	0.9632566	0.8607304	0.922601	0.9673264	0.92376226	0.75845194	0.96781564	0.88336515	0.969163	0.88875	0.9397635	0.95335686	0.9611861	0.84449166	0.9342829	0.8802301	0.9099103	0.90819895	0.8984366	0.9222107	0.92368317	0.9501656	0.8242364	0.91713274	0.9094903	0.78387815	0.9107576	0.8161534	0.9176351	0.94528115	0.9481116	0.9633467	0.96862876	0.9205219	0.9694875	0.9436711	0.97544646	0.92553735	0.9481511	0.90894604	0.7795817	0.9189162	0.92383236	0.9714302	0.7928678	0.9544613	0.9787209	0.95546883	0.8963478	0.9232798	0.97910815	0.93789566	0.8936343	0.991115	0.8684174	0.9406275	0.94132763	0.8810748	0.8416313	0.7575792	0.9815852	0.9740162	0.9632301	0.9232286	0.9747605	0.89481485	0.9123521	0.9483265	0.9272556	0.97998434	0.906299	0.8816633	0.96644557	0.81203467	0.97128	0.9149613	0.95105946	0.96913373	0.96416706	0.96158165	0.93046594	0.9720554	0.94286937	0.93707895	0.89203095	0.88986754	0.93300337	0.96644586	0.93460023	0.97054505	0.86692894	0.91540515	0.93987167	0.90921074	0.93977445	0.9208738	0.70966595	0.87307554	0.98031396	0.8768271	0.89666283	0.93016326	0.96872157	0.9530743	0.98012656	0.8946092	0.8336678	0.8955171	0.9582828	0.9469693	0.80792487	0.9622846	0.9565892	0.9017465	0.9240419	0.9447371	0.93620616	0.8974885	0.9457482	0.86467624	0.92104805	0.9351708	0.9031008	0.90531874	0.95104	0.93443614	0.9029415	0.9554331	0.9499386	0.9388542	0.8837638	0.97409654	0.9354701	0.9839046	0.9425597	0.85395914	0.93902737	0.94786936	0.9382126	0.95324117	0.9606874	0.8560379
'96/noun	0.8611474	0.0	0.70814955	0.7084975	0.5575659	0.45345628	0.57326925	0.9126466	0.7853024	0.78477305	0.7647203	0.6796653	0.85301244	0.96480155	0.7354765	0.69367504	0.9251888	0.9454463	0.9309683	0.69126487	0.7187109	0.7641813	0.9122818	0.7831684	0.72925663	0.88119423	0.8337336	0.84580046	0.6639757	0.7081023	0.9027972	0.8612382	0.88559216	0.94082195	0.83203006	0.82150733	0.8992532	0.7728889	0.9060609	0.86439025	0.8999267	0.76007533	0.7167659	0.8855731	0.8799182	0.96986014	0.76958793	0.7232637	0.890595	0.8737184	0.7916984	0.80190235	0.9486999	0.9246858	0.6856329	0.87798095	0.8681482	0.91346097	0.71645325	0.9174506	0.886188	0.966681	0.71744245	0.94645125	0.9247536	0.8471418	0.9545277	0.90356827	0.88346595	0.86428297	0.70417786	0.79820085	0.95093006	0.53360593	0.8599988	0.9397474	0.8930673	0.8859128	0.8305149	0.9292968	0.7879721	0.8513018	0.8076215	0.85380656	0.78587854	0.93013257	0.91108936	0.9379481	0.88807386	0.8812728	0.86856544	0.8977667	0.8500632	0.8800146	0.80432963	0.80765986	0.8755528	0.83193624	0.91051036	0.9297687	0.8339708	0.9168727	0.95789033	0.82817996	0.83969927	0.8815757	0.8329513	0.8020135	0.900899	0.80739784	0.87538815	0.8740033	0.89239615	0.8800376	0.87524897	0.91480845	0.8576801	0.91563314	0.9222038	0.57455176	0.71293795	0.7901788	0.70608747	0.8305439	0.82571876	0.8971021	0.9030864	0.7048814	0.8882574	0.71283495	0.91984	0.8743446	0.74611783	0.8777288	0.9210149	0.95065695	0.81486356	0.8267537	0.92295355	0.84287167	0.9037398	0.9279494	0.94392407	0.8995365	0.8392355	0.73173356	0.74294364	0.97155803	0.7800604	0.8343327	0.5728882	0.8340068	0.87256765	0.8240874	0.8713399	0.7451604	0.869429	0.8151357	0.9262439	0.9480188	0.9000255	0.8531188	0.8672898	0.91456234	0.849746	0.7526516	0.80038935	0.897087	0.8533684	0.81152564	0.8877298	0.7774768	0.71893644	0.8054999	0.87336165	0.8361434	0.7142406	0.791721	0.9664111	0.84147024	0.94423366	0.8026992	0.7866224	0.80086994	0.67226523	0.8944082	0.8827291	0.7534785	0.9047724	0.8004818	0.9396265	0.87175864	0.8529893	0.9210889	0.84089136	0.90263873	0.9086386	0.84716135	0.84086347	0.81522775	0.90686727	0.9102771	0.8799772	0.8623706	0.73651004	0.7583803	0.78909576	0.85020596	0.9066862	0.92095673	0.94019085	0.8184969	0.8261594	0.74085486	0.8892564	0.8980051	0.8695703	0.8994246	0.96630895	0.89686143	0.95869225	0.84404063	0.9120723	0.9378216	0.8283905	0.86232257	0.98587376	0.82251465	0.9187461	0.96763086	0.787452	0.6830567	0.94600046	0.9067901	0.8604927	0.90574247	0.89341426	0.9408753	0.922715	0.8626436	0.84990203	0.8394179	0.8373464	0.9003355	0.9342659	0.9133965	0.6969286	0.7785387	0.7411391	0.9437453	0.8958553	0.7984799	0.8466414	0.9796535	0.90277267	0.9301307	0.83512676	0.8772839	0.85675865	0.8929998	0.84844005	0.8369311	0.7789845	0.7372157	0.71370625	0.84054905	0.95030874	0.7543466	0.8318338	0.93022	0.87862575	0.87400323	0.6913322	0.91513425	0.812933	0.9626503	0.92596745	0.87323844	0.82130945	0.84483683	0.88035965	0.7403488	0.8833759	0.90740645	0.8533364	0.9095958	0.9038849	0.8820505	0.76431644	0.7826928	0.6343012	0.93863857	0.8683805	0.7936963	0.89780915	0.88053524	0.9745393	0.9433548	0.93398666	0.887883	0.83468974	0.88750416	0.882983	0.89002275	0.82703686	0.80553937	0.88424206	0.65113485	0.8444686	0.8328542	0.8531899	0.8104996	0.7934421	0.72139585	0.80925554	0.891302	0.75670433	0.8703243	0.9130001	0.8280434	0.76884085	0.9001133	0.8549172	0.89350545	0.9164678	0.833585	0.8392726	0.6399703	0.849538	0.7172439	0.89084303	0.8439469	0.8312648	0.8527665	0.6179235	0.9595858	0.808936	0.7611693	0.7861525	0.7239238	0.6068479	0.9139165	0.78937024	0.8483962	0.8672432	0.86837965	0.82335544	0.81850594	0.83084476	0.9230957	0.74376446	0.8316715	0.9387333	0.7321522	0.8387593	0.9450442	0.80805445	0.775609	0.9483361	0.84888726	0.9114258	0.72185844	0.9350544	0.9662258	0.74106526	0.86479545	0.8072228	0.7651491	0.84478456	0.81735796	0.8294562	0.6961208	0.8989129	0.8150883	0.9653034	0.83911824	0.8260238	0.9114423	0.9449471	0.8263725	0.79362845	0.8075045	0.91217935
1/noun	0.9609025	0.70814955	0.0	0.6524693	0.65729266	0.5127046	0.3838824	0.862784	0.95093244	0.9233781	0.8497453	0.9299177	0.9048869	0.90852785	0.8732586	0.8764351	0.7507571	0.9177507	0.82382655	0.8278998	0.8013885	0.90853995	0.9017093	0.91526574	0.9421861	0.8851082	0.91704637	0.878062	0.82884705	0.7726823	0.93926436	0.9050114	0.79304194	0.89728856	0.8715707	0.9010623	0.8800169	0.8719605	0.9054685	0.85071164	0.78083384	0.84063244	0.81226933	0.8936671	0.8795483	0.91958445	0.8276994	0.76500314	0.8172859	0.7088693	0.74899226	0.8796254	0.91196996	0.92268145	0.92696244	0.7524278	0.7837646	0.78716916	0.8230684	0.9348671	0.8641113	0.956822	0.807059	0.97456306	0.9590887	0.82195616	0.93294615	0.94976944	0.9004017	0.9086559	0.78362656	0.9160552	0.9061877	0.39946407	0.9327063	0.93015075	0.9393777	0.91168696	0.70615935	0.8659832	0.9041656	0.88531	0.7265527	0.82924277	0.6929839	0.87797827	0.8972336	0.9117251	0.8691175	0.89979035	0.89004123	0.9293657	0.8033981	0.8914697	0.832413	0.9411361	0.7812459	0.8702396	0.8872557	0.90105724	0.87348276	0.95464104	0.841758	0.9045406	0.7826231	0.84753597	0.814506	0.83320117	0.92303425	0.80267173	0.8481577	0.8991068	0.88521653	0.8369601	0.85152876	0.91761523	0.9010968	0.94843656	0.80680907	0.4234525	0.642853	0.9258305	0.68000007	0.8237711	0.8366563	0.87387466	0.8428274	0.7298758	0.87082374	0.50996757	0.81287134	0.9309826	0.87847155	0.95889527	0.985578	0.9500446	0.87191963	0.8408311	0.92854136	0.7821746	0.904434	0.88894707	0.9153955	0.8577126	0.8276955	0.8751871	0.77675927	0.97059304	0.7776553	0.8962042	0.40663826	0.80656624	0.88466805	0.92612803	0.88072354	0.70591515	0.9480926	0.6586513	0.9802059	0.9614231	0.9648548	0.81955266	0.9112851	0.9164618	0.947467	0.90771794	0.94119006	0.90469813	0.81137824	0.6231264	0.8349284	0.7672606	0.81349885	0.88642097	0.9288796	0.9257525	0.8316755	0.90558875	0.9461858	0.8719533	0.9244872	0.8771502	0.8999779	0.8761396	0.8923552	0.95797354	0.8631013	0.8344548	0.92584336	0.94528663	0.9631127	0.9079305	0.8041993	0.9188291	0.84131354	0.9199354	0.89438075	0.8786073	0.6883793	0.6860458	0.9589776	0.9354662	0.95363843	0.8453681	0.8815259	0.6429099	0.80728406	0.89380014	0.949906	0.97092015	0.9407097	0.93804586	0.90766245	0.4971419	0.95967627	0.9259425	0.76773447	0.8975624	0.9637097	0.80807304	0.9311602	0.9777603	0.90606034	0.93644446	0.81212884	0.8654516	0.93054324	0.8049464	0.82610077	0.9655216	0.7598441	0.6785151	0.8951608	0.9028911	0.9097582	0.96473396	0.9143506	0.9557704	0.9238957	0.87028134	0.6212381	0.808569	0.8917914	0.883638	0.9556144	0.93688816	0.8043042	0.83942086	0.7076115	0.9534098	0.87623364	0.83865917	0.79921305	0.9125105	0.8389658	0.8404558	0.9509117	0.9341997	0.87482196	0.8806764	0.80896944	0.9106452	0.90662676	0.80686647	0.8831482	0.96103674	0.8549079	0.81754327	0.8930547	0.93508416	0.82251656	0.89083976	0.7712579	0.8079604	0.6953083	0.9668821	0.7723106	0.67646694	0.7752795	0.7004945	0.9025118	0.7269578	0.962178	0.9176089	0.84919465	0.853873	0.94159895	0.8072026	0.66161346	0.84054637	0.39866793	0.90324295	0.9258906	0.7141069	0.9016244	0.88697034	0.97153497	0.9505321	0.92761433	0.8964399	0.9434831	0.92845196	0.9369857	0.8704431	0.8684252	0.7967072	0.8773496	0.7024674	0.8799944	0.81715614	0.91984427	0.8204944	0.8393175	0.7065015	0.84947646	0.95828253	0.73150045	0.81557983	0.9122438	0.75472736	0.68621457	0.85800844	0.9039574	0.9457847	0.9711361	0.84897	0.9221358	0.8533085	0.8411123	0.6506695	0.72546625	0.89948416	0.82249075	0.8030448	0.7679968	0.96955615	0.7379595	0.9281732	0.70814604	0.8611018	0.6130516	0.8833495	0.84624183	0.84058505	0.9400264	0.8133167	0.8685333	0.86412543	0.86750156	0.9075808	0.79652655	0.797302	0.93973714	0.8409302	0.8074534	0.9808993	0.66449976	0.70406115	0.9712797	0.8086613	0.8091805	0.5188747	0.97933567	0.9046395	0.6812229	0.9141288	0.7098547	0.44071037	0.9675929	0.77714485	0.88949025	0.90187716	0.8929562	0.7167541	0.9458085	0.78616273	0.8419126	0.966144	0.8776591	0.809368	0.82387066	0.9534855	0.97657615
1973/noun	0.9171446	0.7084975	0.6524693	0.0	0.5677898	0.5358454	0.640677	0.8524176	0.7892773	0.6919323	0.6660002	0.8154402	0.9396771	0.976896	0.65764844	0.72936994	0.9113542	0.9603316	0.9550136	0.8840832	0.82688093	0.68881845	0.891696	0.7033193	0.7255477	0.9053151	0.9496905	0.8757907	0.7639312	0.53556776	0.9270834	0.92856395	0.87742347	0.9294617	0.5553218	0.9591917	0.8119381	0.85788095	0.91708267	0.9023929	0.8946639	0.70362514	0.830519	0.8183499	0.6924648	0.94796246	0.76609343	0.8600719	0.86275053	0.83151513	0.7753253	0.7061131	0.9124078	0.921593	0.83590925	0.85839874	0.80055517	0.8688253	0.82424194	0.9528056	0.8207725	0.9476016	0.7988777	0.93934107	0.96210027	0.590134	0.97560704	0.9184777	0.8866407	0.888915	0.6247356	0.8145764	0.94226635	0.67051435	0.85452545	0.87677175	0.8415357	0.88574606	0.70145285	0.9003604	0.7070178	0.8392966	0.7491424	0.702449	0.703177	0.7948182	0.9479735	0.9394058	0.851937	0.88432264	0.5926894	0.8214506	0.7474743	0.8564333	0.8370281	0.82017964	0.87038195	0.8526701	0.9077309	0.89510465	0.7647898	0.83682036	0.857551	0.85483843	0.8990407	0.89033115	0.85516834	0.79483175	0.83465886	0.78160834	0.743544	0.8105128	0.79017484	0.8993233	0.7649294	0.96327275	0.8835334	0.9597563	0.83741605	0.53611207	0.7294991	0.8688562	0.75052464	0.79891706	0.815907	0.9009906	0.84041816	0.7404773	0.84051406	0.6579663	0.78937364	0.9075502	0.8771893	0.7984829	0.97540796	0.9470288	0.76091784	0.7223586	0.86723214	0.7633328	0.84715056	0.90531766	0.82161117	0.8067662	0.8182646	0.7272525	0.75603604	0.9022263	0.7932991	0.78817713	0.6943084	0.707495	0.7965777	0.8446721	0.87706375	0.6709068	0.87851566	0.7551723	0.9105459	0.91258615	0.8772045	0.7989515	0.88595223	0.86603147	0.8596914	0.7062024	0.7198833	0.8783156	0.9184906	0.85680956	0.85557103	0.8395774	0.7220797	0.8081679	0.8603338	0.86141086	0.69376457	0.8116819	0.8984185	0.7768792	0.92840517	0.77009153	0.82510716	0.7870468	0.760837	0.8281924	0.7381053	0.6764404	0.8600194	0.8189707	0.94439036	0.79568446	0.81831616	0.90928745	0.8449985	0.8685871	0.8562917	0.8117876	0.80523735	0.85008055	0.8963208	0.9558263	0.9091898	0.8115208	0.82459486	0.6888739	0.5851479	0.81897473	0.880022	0.90340906	0.93558127	0.9136386	0.8262788	0.67713165	0.9248365	0.9333764	0.76970434	0.90799594	0.87875307	0.87688845	0.83973527	0.9259354	0.6502512	0.885759	0.8231966	0.799312	0.95718145	0.9039185	0.839539	0.9490889	0.677858	0.64644027	0.939292	0.8397489	0.90906096	0.89401096	0.9097191	0.88348126	0.9343905	0.8690059	0.7699881	0.81675315	0.82642025	0.86964494	0.8908111	0.9338113	0.6971297	0.78793776	0.71209437	0.96134645	0.7161794	0.7663961	0.79467696	0.8979755	0.78458714	0.9065559	0.9360251	0.8301242	0.8464932	0.88657725	0.86268854	0.84455043	0.7489756	0.599101	0.897644	0.89149153	0.8976439	0.760802	0.80601364	0.9635971	0.9221415	0.8436079	0.69824517	0.8301375	0.7829714	0.9178782	0.80776566	0.8065351	0.69098496	0.77110505	0.8523426	0.7614169	0.7655883	0.9044751	0.7670543	0.8463235	0.8680611	0.8373996	0.6755854	0.7897589	0.63770866	0.87449807	0.8756326	0.75364685	0.9692454	0.87675625	0.95998335	0.93278706	0.87723076	0.884056	0.79503644	0.84186625	0.91334695	0.87246954	0.8364021	0.79099876	0.9054258	0.69796216	0.9195891	0.81722414	0.8944808	0.8574405	0.6761112	0.7940229	0.8513503	0.9034929	0.7280222	0.8335558	0.75341797	0.6051611	0.66876745	0.82924545	0.7969028	0.8845978	0.8592711	0.7136723	0.8675453	0.7126165	0.86034906	0.793901	0.8397122	0.8020846	0.7850321	0.85526097	0.5892601	0.94800717	0.6525371	0.6984632	0.84974927	0.821158	0.633006	0.9159947	0.7575264	0.60743946	0.8837738	0.8647312	0.74334764	0.8051523	0.78702706	0.83302444	0.7903838	0.8072205	0.9083459	0.72626674	0.71740615	0.9312788	0.74281263	0.8031519	0.94929206	0.80400854	0.90417063	0.73254156	0.9389992	0.85808337	0.7401065	0.7609367	0.7433491	0.72833717	0.8913854	0.763563	0.84628206	0.7399082	0.8943253	0.76360214	0.96908975	0.7895895	0.7460749	0.914769	0.91347337	0.79396063	0.67568684	0.9286365	0.84658164
