	1/num	4,1/num	43/num	5/noun	België/name	Chinees/noun	Europees/adj	Irma/name	Kampioenschap/name	Lanaken/name	Nederlands/adj	PSV/name	Richter/name	aandeel/noun	achterland/noun	alcohol_controle/noun	angstaanjagend/adj	apotheker/noun	atoom/noun	bank/noun	bedrijf/noun	begin/verb	bekendmaking/noun	beker/noun	belegger/noun	belegging/noun	beperkt/adj	bereid/verb	bescheiden/adj	beschuldig/verb	betrekkelijk/adj	bied_aan/verb	bier/noun	bord/noun	breed/adj	breid_uit/verb	breng_uit/verb	chemisch/adj	dag_blad/noun	de/det	decoder/noun	dergelijk/adj	deze/det	dezelfde/det	die/pron	dien_toe/verb	doe/verb	doe_voor/verb	doorkruis/verb	drug/noun	een/det	eerder/adj	ei/noun	electoraal/adj	emmer/noun	en/vg	energiebron/noun	erosie/noun	experiment/noun	flink/adj	floreer/verb	fouilleer/verb	fraudeer/verb	fruit/noun	ga_rond/verb	gas/noun	gebeur/verb	gebruik/verb	geef_aan/verb	geef_vrij/verb	geproduceerd/adj	gewicht/noun	gezondheid_klacht/noun	gigantisch/adj	glazen/adj	glijd/adj	globalisering/noun	groot/adj	haal/verb	halfrond/adj	hap_DIM/noun	heb_plaats/verb	het/adj	hoog/adj	hot/adj	ijzeren/adj	in/prep	industrieel/adj	ingreep/noun	internet/noun	investeer/verb	jacht/noun	kabel/noun	klein/adj	kleur/noun	knoei/verb	kom_DIM/noun	koop/verb	koop_in/verb	kopieer/verb	laag/adj	lanceer/verb	land/noun	landelijk/adj	leg/verb	lekkers/noun	lever/verb	lijd/verb	maak/verb	maak_gebruik/verb	maak_mee/verb	maak_na/verb	maak_schuldig/verb	maat/noun	manifesteer/verb	maquette/noun	meng/verb	menselijk/adj	mensenrechten/noun	met/prep	methaan/noun	milieu/noun	misbruik/noun	misbruik/verb	model/noun	mondiaal/adj	mooi/adj	moord/noun	moord/verb	nano_meter/noun	nationaal/adj	navolging/noun	negen/noun	of/vg	olijf/noun	onderzoeker/noun	ongekend/adj	ontwikkel/verb	onwetendheid/noun	op/prep	operatie/noun	oppervlak/noun	organisatie/noun	organiseer/verb	oven/noun	overal/adv	pak_af/verb	pan_Europees/adj	plant/noun	plant_aan/verb	plat/adj	pleeg/verb	plunder/verb	plundering/noun	politie_optreden/noun	probleem/noun	produceer/verb	productie/noun	profiteer/verb	project/noun	regeling/noun	regionaal/adj	reëel/adj	richt_aan/verb	ruim/adj	saneer/verb	schaf_aan/verb	schud/verb	scoor/verb	serveer/verb	slechts/adv	slijt/verb	slik/verb	smokkel/verb	sneuvel/verb	soevereiniteit/noun	spoor_aan/verb	sta_toe/verb	staat/noun	steeds/adv	steel/verb	stook/verb	stoot_uit/verb	stort/verb	straks/adv	tegelijk/adj	toon_aan/verb	tot/vg	tref/verb	uiteinde/noun	uitreiking/noun	vaas/noun	van/prep	vang/verb	varken/noun	vat_post/verb	veel/adj	veel/det	verantwoord/adj	verdring/verb	vergrijp/verb	verhandel/verb	verkoop/verb	verniel/verb	verspreid/verb	verstrek/verb	vertoond/adj	vervuild/adj	vervuiling/noun	via/prep	voer/verb	voer_in/verb	voer_uit/verb	vol/prep	vrij/verb	vuur/noun	waarop/pp	wat/det	water/noun	welk/det	werf/verb	werk/verb	werp/verb	win_in/verb	word/verb	zet/verb	zet_in/verb	zet_voort/verb	zilveren/adj	zo'n/det	zojuist/adv	zuivering/noun
1/num	0.0	0.8776866	0.8255372	0.9047234	0.86160624	0.9257131	0.912692	0.9638689	0.9529818	0.94173634	0.9016923	0.9467809	0.975841	0.87408817	0.97543734	0.98184806	0.9645612	0.9539225	0.945282	0.92372334	0.92646354	0.9428279	0.9405542	0.86290073	0.9159278	0.91582704	0.90054286	0.83349955	0.90919054	0.9680131	0.9432631	0.8642111	0.7946825	0.7759271	0.9259285	0.92888165	0.90634114	0.9346495	0.94731086	0.88915676	0.96531445	0.9283417	0.8957673	0.9073608	0.9192525	0.934728	0.9603063	0.96732634	0.94110954	0.9331509	0.82481444	0.9135737	0.6807209	0.9676358	0.8901768	0.8018919	0.9745292	0.9719059	0.9311392	0.81773734	0.97279584	0.9803405	0.9582961	0.77950954	0.92071325	0.9279465	0.949641	0.84899855	0.8976346	0.93894684	0.87857896	0.86397123	0.9684095	0.90023565	0.86764467	0.99100614	0.97839236	0.89812183	0.79589856	0.9800325	0.8878419	0.9496619	0.92592806	0.8572264	0.91711247	0.9369625	0.87646395	0.9060286	0.9441749	0.93968254	0.9127226	0.94478935	0.94937396	0.8201196	0.8787712	0.9467117	0.72957134	0.8095549	0.8985918	0.93854785	0.83942854	0.92359114	0.92508984	0.9372097	0.82379615	0.933833	0.88216686	0.9293314	0.9273079	0.94381493	0.9534213	0.91017	0.98343396	0.8980291	0.9574935	0.9567439	0.710269	0.9373793	0.97163355	0.79511666	0.9565573	0.952286	0.9727731	0.96320754	0.9270536	0.93786603	0.8903945	0.97433585	0.98793316	0.9014562	0.8911012	0.982539	0.94604045	0.73371994	0.6459441	0.9304704	0.9521645	0.920085	0.97765845	0.89371866	0.9487842	0.92070466	0.97045887	0.9370438	0.78108513	0.8861656	0.961256	0.97388107	0.90295607	0.93481266	0.8611984	0.9579079	0.96890616	0.9767484	0.97923917	0.9710002	0.8511161	0.8656081	0.92092	0.95491904	0.9343839	0.92815095	0.9092087	0.9591942	0.8438463	0.9432578	0.91615164	0.9123046	0.8963748	0.72925895	0.81912506	0.91336495	0.9084307	0.9243919	0.9106739	0.97963566	0.95534366	0.91582334	0.9427488	0.94005555	0.9164432	0.93939424	0.9473969	0.8928363	0.87867725	0.9191832	0.92941314	0.74737084	0.9279933	0.9011716	0.9626548	0.93295306	0.8604308	0.91893226	0.90446204	0.9711935	0.93895143	0.9303316	0.9472091	0.916571	0.9627992	0.88097435	0.7991778	0.95044726	0.8924489	0.8959067	0.9527279	0.9330778	0.94675934	0.9094198	0.9454874	0.863815	0.9473565	0.86423135	0.97773963	0.8725614	0.8896236	0.8266779	0.74471855	0.911059	0.9627609	0.9455139	0.9168428	0.97946465	0.9115086	0.90716183	0.9456124	0.95221776	0.90503716	0.82729954	0.90851605	0.9840076
4,1/num	0.8776866	0.0	0.8341688	0.967494	0.9163259	0.95132464	0.8840141	0.9762475	0.96799445	0.96734625	0.90548503	0.95775086	0.9736105	0.7422569	0.96316904	0.97240806	0.97387034	0.947092	0.9837264	0.8413774	0.8316046	0.961947	0.85358566	0.9749509	0.8267575	0.82380575	0.90650547	0.9349642	0.8917354	0.9523642	0.9527604	0.93336123	0.9524442	0.967341	0.9649301	0.9255088	0.91711694	0.9445827	0.9401117	0.8765434	0.9372577	0.935467	0.9236478	0.9326883	0.9397727	0.9660663	0.9608707	0.9508396	0.9474977	0.9625379	0.91607594	0.887796	0.95806485	0.9219996	0.9817115	0.92809045	0.93506825	0.9777968	0.9766209	0.8398791	0.9293508	0.98253274	0.9384379	0.9535131	0.9649083	0.9331478	0.9814863	0.9410908	0.92765796	0.94776726	0.9457189	0.9100782	0.9750482	0.9355799	0.98307055	0.9594208	0.94991964	0.8703769	0.9189664	0.9819084	0.9755478	0.9707635	0.9322972	0.82922286	0.9646486	0.9834016	0.94866645	0.8867283	0.95322204	0.94579405	0.86924195	0.93328094	0.9552629	0.9215309	0.9693548	0.95705914	0.97735375	0.90354985	0.8763435	0.95457286	0.7853712	0.9390425	0.91645336	0.91979223	0.96679664	0.9604518	0.92077106	0.90895164	0.96733165	0.96187997	0.96553105	0.9231232	0.97881895	0.96670264	0.97062904	0.9662593	0.967363	0.9512922	0.97662157	0.92579085	0.96183455	0.9413127	0.9742406	0.9718725	0.9255149	0.90919966	0.9700585	0.9709075	0.9720083	0.9482721	0.89266664	0.96430326	0.9450047	0.9342839	0.97656953	0.9404589	0.9255529	0.9687655	0.97899145	0.91817373	0.9660969	0.95513815	0.9622464	0.98975015	0.9559891	0.9578643	0.96758586	0.91598105	0.9592962	0.96617407	0.96537626	0.975649	0.95987594	0.96519387	0.9768463	0.9717735	0.92752516	0.87298197	0.8772158	0.93371445	0.9332965	0.9272076	0.8550741	0.9479007	0.907492	0.8989854	0.9368351	0.96878016	0.9507059	0.96945244	0.8799948	0.9388577	0.9211546	0.977699	0.9586803	0.95463747	0.9581006	0.9258679	0.92369527	0.93242925	0.9663546	0.96224505	0.96688807	0.91035354	0.9305041	0.9517275	0.94750977	0.8925482	0.945391	0.9804874	0.9740954	0.97878575	0.8427352	0.9415455	0.96281976	0.9829634	0.92959374	0.9265066	0.9240129	0.96447676	0.97753274	0.8776537	0.89035875	0.9809534	0.9526679	0.9316281	0.96983	0.9631348	0.94808984	0.9299613	0.9691155	0.93782336	0.96047497	0.96565837	0.9764393	0.9872517	0.9429557	0.96142924	0.96409565	0.9422205	0.9450837	0.9443861	0.9673568	0.9525316	0.9366916	0.9799105	0.95628417	0.9443544	0.9598391	0.90659076	0.9317241	0.96873415
43/num	0.8255372	0.8341688	0.0	0.88880247	0.8712405	0.8755355	0.88873744	0.92939866	0.95227873	0.93245876	0.8716941	0.925453	0.9094174	0.8076129	0.96309197	0.94024956	0.9530676	0.928951	0.9663278	0.891324	0.858893	0.9089479	0.8700486	0.94522315	0.87458205	0.89057684	0.8723198	0.93285745	0.8903353	0.9010828	0.9047594	0.8868599	0.9433156	0.9189873	0.92153645	0.9068627	0.92606	0.9273159	0.9206935	0.83088934	0.97951156	0.90221906	0.9060128	0.89830756	0.8170358	0.92255014	0.95220643	0.90749407	0.9567612	0.8834299	0.848269	0.85507345	0.9146499	0.9524283	0.9458408	0.8338379	0.94802815	0.9636593	0.9170071	0.86607045	0.9165702	0.94621766	0.9446903	0.944832	0.95390165	0.91286504	0.9457291	0.90465915	0.8644866	0.87925744	0.93634087	0.88773394	0.96335727	0.8874929	0.93089134	0.97519195	0.96406573	0.87126	0.88553435	0.98374546	0.9642075	0.90451604	0.906906	0.82968754	0.9532836	0.9304042	0.88267696	0.8922176	0.9242705	0.90013295	0.91408116	0.8665371	0.92144406	0.88376665	0.93256533	0.9377458	0.97487247	0.8612131	0.89927983	0.9488637	0.8128625	0.9093559	0.89618343	0.88109404	0.91838866	0.9750104	0.90680075	0.8912307	0.9457133	0.8947377	0.9005877	0.96297514	0.9219333	0.9445971	0.9286337	0.9608953	0.9103504	0.9393055	0.9567439	0.8619137	0.9638436	0.9222988	0.92598414	0.9089809	0.8898847	0.91775477	0.9154359	0.91374606	0.95176387	0.9551443	0.9041435	0.9647551	0.86754036	0.842892	0.9597419	0.9103507	0.89557064	0.91867495	0.9665509	0.8910672	0.90998614	0.9267299	0.91756207	0.94278425	0.9346032	0.90242606	0.9433558	0.9658289	0.93019456	0.9556046	0.9186068	0.8968638	0.92374045	0.94568604	0.9334946	0.9534518	0.90277636	0.8836861	0.8833316	0.90550774	0.92231363	0.89906156	0.91143274	0.9032877	0.8459996	0.9162465	0.9345832	0.9143049	0.9080461	0.93819666	0.8052822	0.9142457	0.8849888	0.90089655	0.88622755	0.9464805	0.92944264	0.87120837	0.8788545	0.89481145	0.8995261	0.93993044	0.9693618	0.9014754	0.87355196	0.8778576	0.9051068	0.83127064	0.8865708	0.9653698	0.9594886	0.9406046	0.8307493	0.8700262	0.90368927	0.96452075	0.90128106	0.8908015	0.9286909	0.92097443	0.9533752	0.8421909	0.87677056	0.90303206	0.9187113	0.8892186	0.94917727	0.9378292	0.9345252	0.8830624	0.90664953	0.88731873	0.90989816	0.9029878	0.93479	0.90940243	0.8807677	0.9126598	0.89001906	0.9062595	0.91693693	0.91947407	0.92885137	0.95543134	0.8628616	0.92886496	0.9071338	0.9141172	0.9156251	0.842076	0.91126883	0.945511
5/noun	0.9047234	0.967494	0.88880247	0.0	0.8909812	0.91035	0.91821647	0.92611116	0.925539	0.8911395	0.91028047	0.89923614	0.96602076	0.9449064	0.97274363	0.8924771	0.9351257	0.9329711	0.97614086	0.92248476	0.92713434	0.83349144	0.9063366	0.9311973	0.924341	0.9703337	0.9205845	0.92939574	0.90198594	0.9101206	0.9381488	0.8912837	0.9309114	0.92208976	0.9304662	0.9374611	0.8930635	0.93417436	0.9236337	0.8204937	0.96591175	0.9064765	0.8559343	0.9004162	0.87528336	0.92071295	0.9397763	0.90011567	0.9235419	0.92949164	0.82992023	0.85179	0.94943374	0.95838565	0.9427227	0.8569447	0.96832937	0.97647756	0.9005866	0.8999774	0.92777675	0.9551328	0.9558286	0.9500209	0.95657253	0.93267065	0.88935053	0.9241505	0.8920775	0.89716876	0.9722808	0.9275627	0.9745275	0.90146214	0.9261789	0.9699547	0.9613024	0.9404866	0.9326729	0.98617774	0.9162947	0.7882879	0.92463535	0.93515456	0.95708203	0.9162766	0.8362582	0.93419963	0.9258593	0.9152121	0.9552035	0.90833265	0.94323957	0.9098093	0.9245646	0.9125109	0.9891906	0.9496733	0.95590943	0.9423309	0.93701035	0.9035598	0.92795366	0.92276365	0.92842513	0.97940433	0.9338439	0.9279012	0.93529564	0.910253	0.8606565	0.9512507	0.9687868	0.91795045	0.95226777	0.9304899	0.9068966	0.9259792	0.9433813	0.8679264	0.99127614	0.9510814	0.94934577	0.93633914	0.9140623	0.93766576	0.9260436	0.9134719	0.92547965	0.9572273	0.868556	0.96187544	0.83152544	0.86565447	0.9881678	0.9264171	0.92386824	0.9317776	0.9649013	0.8305193	0.9016999	0.9666541	0.9257954	0.79425734	0.94023615	0.86753786	0.9584509	0.98225605	0.9506581	0.9710573	0.9318467	0.888775	0.9360124	0.91215956	0.96616	0.97136676	0.9514283	0.9178258	0.94417727	0.92525846	0.93179053	0.91497827	0.91546893	0.91059685	0.89569616	0.96483266	0.97126067	0.9116027	0.9234477	0.9214606	0.8976499	0.95037585	0.92842835	0.94169766	0.92154694	0.9526611	0.9557097	0.904779	0.92071253	0.91425556	0.8953489	0.9693893	0.9809427	0.9288251	0.8485854	0.8713008	0.90054655	0.8452498	0.90803695	0.96037054	0.90656215	0.93756664	0.85460055	0.9277544	0.9435244	0.9374708	0.94193876	0.92781264	0.9498088	0.9323255	0.96344244	0.9601086	0.9449429	0.90330124	0.909573	0.92755914	0.9592835	0.9507634	0.93303007	0.8798709	0.8994058	0.91706496	0.89979863	0.8918967	0.9495344	0.9185156	0.8630575	0.91460854	0.9128224	0.9199296	0.96364033	0.9370683	0.90089124	0.95058244	0.8082459	0.9191215	0.9042512	0.88901275	0.9050219	0.89539754	0.90061706	0.9394912
België/name	0.86160624	0.9163259	0.8712405	0.8909812	0.0	0.814688	0.66443753	0.9458968	0.9076435	0.8703849	0.6854973	0.88384265	0.9351411	0.8762626	0.9314044	0.95915794	0.96224594	0.8643466	0.96134484	0.81590724	0.76219314	0.883355	0.8986598	0.85725725	0.8472436	0.85750675	0.8269754	0.88547915	0.8640964	0.8439919	0.8922987	0.8178626	0.8728001	0.90455276	0.89210784	0.79028326	0.8777179	0.8845545	0.8932449	0.7346854	0.9469746	0.81817394	0.85360885	0.86380196	0.75927734	0.9228815	0.9235559	0.87175506	0.88232917	0.87108696	0.82956696	0.84464717	0.8865492	0.9096799	0.94689256	0.78723276	0.92293775	0.92420316	0.89451265	0.848451	0.8987302	0.94186455	0.9240364	0.9036129	0.93293756	0.8862636	0.8973807	0.8444793	0.85591006	0.8728732	0.88568205	0.90059257	0.96764946	0.87351775	0.934283	0.95440185	0.9053499	0.8374114	0.85053134	0.97415596	0.9407669	0.8557693	0.85595524	0.8596897	0.9579395	0.9281589	0.7703402	0.8226371	0.9060778	0.825546	0.8175581	0.87292325	0.92427737	0.85531765	0.92442465	0.939658	0.97222006	0.84859324	0.8810744	0.9037119	0.8283973	0.8552531	0.5444102	0.8170107	0.8971202	0.9562793	0.8037555	0.8612409	0.90131336	0.83221006	0.8849741	0.9383156	0.8921033	0.9046599	0.8965587	0.9542574	0.89069355	0.8859395	0.84111047	0.8415517	0.94541556	0.85693794	0.8593418	0.85494363	0.87221974	0.81539965	0.9195734	0.8860698	0.94147843	0.9724798	0.76088756	0.9231854	0.8841413	0.8187734	0.9713726	0.88535154	0.8629896	0.84921753	0.9241957	0.86883074	0.8718198	0.9606562	0.81780106	0.83078843	0.9241048	0.82505053	0.91862917	0.91152227	0.90122247	0.947805	0.915046	0.8434568	0.90995073	0.919993	0.9133404	0.86753595	0.8399072	0.81779194	0.82257223	0.88576096	0.8215034	0.7923458	0.864161	0.88002366	0.82829213	0.8996465	0.8938783	0.92432237	0.883728	0.91131264	0.8200767	0.90486455	0.9169217	0.87043244	0.86014557	0.90304637	0.87006867	0.8020476	0.7782352	0.8179385	0.9109197	0.92146814	0.92360306	0.8901965	0.77208126	0.8399786	0.84106934	0.8604338	0.8384345	0.9533042	0.9156192	0.95024043	0.7619692	0.8850119	0.88233536	0.9343487	0.87424684	0.84940076	0.8933911	0.90030366	0.9463155	0.83113074	0.81702495	0.9274219	0.85725546	0.8644147	0.9403479	0.9137178	0.8955446	0.78108096	0.8443296	0.76536524	0.84413743	0.899782	0.9510086	0.91677094	0.8695304	0.9032282	0.9142854	0.8586972	0.83890224	0.86438215	0.9042643	0.90856105	0.79109424	0.9196508	0.843413	0.8399726	0.9114762	0.81494564	0.88090396	0.90993196
Chinees/noun	0.9257131	0.95132464	0.8755355	0.91035	0.814688	0.0	0.8869486	0.92947656	0.9555524	0.92940784	0.8346991	0.8973055	0.91521186	0.92812306	0.9359169	0.947759	0.9101554	0.87978876	0.94950926	0.905386	0.8720902	0.864899	0.9340701	0.91965836	0.8684411	0.9339285	0.8808954	0.8444486	0.8534008	0.81255794	0.87286794	0.86838317	0.8510657	0.85253376	0.8822525	0.9091149	0.9100549	0.88122416	0.9134533	0.77805036	0.9429966	0.847836	0.8468191	0.86610526	0.7003782	0.9023255	0.91585636	0.8919583	0.90113574	0.83786094	0.80523664	0.8798943	0.8724203	0.9222151	0.9142372	0.7136824	0.9311594	0.9503293	0.89258045	0.8912342	0.9030811	0.90243137	0.927091	0.8680301	0.906505	0.8954129	0.919021	0.8734145	0.89744663	0.9001307	0.9371345	0.9019987	0.95083565	0.8784742	0.896179	0.95650727	0.9052981	0.88899803	0.8850336	0.9683231	0.853824	0.88383627	0.8790178	0.91193277	0.9280663	0.87595296	0.8312497	0.9021169	0.9183833	0.8797391	0.8903632	0.82558537	0.934738	0.85449505	0.8918471	0.93672353	0.93667364	0.87033665	0.89319646	0.88924474	0.9080942	0.895546	0.78038424	0.91511667	0.89230776	0.9322257	0.88371664	0.8723364	0.89122033	0.8698767	0.86529857	0.9336139	0.858082	0.8778975	0.8934305	0.9346625	0.84516793	0.8405348	0.8791661	0.8184804	0.9699461	0.8729527	0.88512635	0.84196347	0.8577919	0.88075215	0.87314147	0.8416058	0.8798383	0.97584444	0.8962029	0.894903	0.8919471	0.7419536	0.9176799	0.86426103	0.85942745	0.86985046	0.8929695	0.89083683	0.9069899	0.9495435	0.87444305	0.9156449	0.91375285	0.8244683	0.8640774	0.9547071	0.86878777	0.9502587	0.87671274	0.8448814	0.8467059	0.87665766	0.9326896	0.9078209	0.89391565	0.8863511	0.87703025	0.9194404	0.9159122	0.87897635	0.90366274	0.8542774	0.86222535	0.9293108	0.9160497	0.8687687	0.87205946	0.85657585	0.86549604	0.88358283	0.89897066	0.78812104	0.86310065	0.9061449	0.8628324	0.8358424	0.8360374	0.8140759	0.87663394	0.9117565	0.9254482	0.873774	0.844156	0.8174033	0.8540894	0.84436285	0.86290556	0.9258447	0.93795246	0.8993465	0.8441543	0.8605497	0.8401552	0.9170327	0.8179523	0.7387309	0.89013255	0.8353279	0.8988193	0.87214845	0.87461036	0.8898217	0.85458577	0.8823525	0.9289223	0.9107173	0.9205526	0.88540715	0.8758502	0.8916618	0.8940048	0.80918086	0.88790566	0.87617266	0.8326709	0.84416866	0.85532844	0.8502051	0.8749764	0.8932719	0.8568295	0.9502929	0.8152236	0.90775526	0.8706143	0.88244927	0.90250605	0.8049623	0.8404846	0.8670509
Europees/adj	0.912692	0.8840141	0.88873744	0.91821647	0.66443753	0.8869486	0.0	0.9388569	0.90047586	0.9173731	0.6146598	0.85734165	0.9495561	0.7773033	0.8943433	0.9420968	0.93123007	0.8988891	0.9460663	0.7276982	0.68805355	0.88062763	0.8376779	0.8409007	0.7612374	0.80584186	0.7751225	0.89068705	0.835635	0.85847324	0.8591237	0.8282815	0.9124927	0.94384605	0.8079495	0.76128113	0.8381578	0.8808818	0.8802617	0.6321542	0.9355322	0.7279875	0.7503863	0.8500552	0.7931939	0.9441689	0.93473643	0.8830628	0.8558518	0.91381377	0.7909695	0.8007164	0.9431739	0.83194625	0.97215945	0.80951536	0.8993416	0.8916276	0.87748855	0.8425466	0.85763973	0.94876444	0.9136448	0.91962254	0.9450226	0.90152663	0.9066075	0.8643327	0.8312533	0.8703186	0.88362604	0.8798432	0.9519531	0.8640218	0.934947	0.9699058	0.7973118	0.7453663	0.8631798	0.9793563	0.9514659	0.82509196	0.90339273	0.8033446	0.94371265	0.92346627	0.802688	0.75255823	0.887219	0.8253659	0.7499051	0.90023184	0.8987076	0.8735188	0.92837083	0.93097574	0.9842707	0.86413556	0.8700881	0.8956533	0.77950716	0.7723299	0.6559924	0.74256706	0.8866096	0.94765973	0.80357736	0.8505719	0.8696498	0.84742594	0.9088128	0.94332033	0.905658	0.8876205	0.8681341	0.94661593	0.89661574	0.8490146	0.7465482	0.8440846	0.94249433	0.81863344	0.8748795	0.87197477	0.8089745	0.6020436	0.92411625	0.9383091	0.9527513	0.9583976	0.59398985	0.8947982	0.91850865	0.8807327	0.9726316	0.85741174	0.82764626	0.75291187	0.9200119	0.8326151	0.83333087	0.96110755	0.7455302	0.8082186	0.9490153	0.8739148	0.9340519	0.73976386	0.8968637	0.9466617	0.91074824	0.9181044	0.92726064	0.9288406	0.9084806	0.86276704	0.83119094	0.790496	0.7516228	0.7786366	0.7618839	0.6627042	0.80687994	0.90371686	0.83583134	0.8526825	0.9021714	0.91123927	0.89359826	0.93527067	0.85770404	0.9098071	0.93024313	0.94985294	0.8813889	0.8451657	0.86967814	0.80930144	0.7406282	0.7855727	0.94673383	0.94286686	0.95011157	0.86804163	0.81368333	0.83467174	0.8272151	0.89818585	0.8398372	0.96014005	0.90407926	0.946253	0.66282326	0.92300034	0.9162945	0.9376293	0.8882422	0.8751593	0.8529173	0.86571294	0.95611656	0.84818494	0.82150877	0.9326762	0.8663647	0.8431881	0.92313707	0.9402392	0.91566634	0.8062078	0.79531264	0.7721435	0.8417969	0.9113974	0.9432081	0.9450417	0.8503493	0.91723514	0.9385691	0.8269047	0.8761885	0.8586892	0.8908412	0.90507215	0.8441658	0.9235586	0.8409859	0.8125061	0.92679065	0.8079114	0.9020506	0.92339146
Irma/name	0.9638689	0.9762475	0.92939866	0.92611116	0.9458968	0.92947656	0.9388569	0.0	0.9481064	0.9253725	0.91885656	0.94909245	0.9266964	0.95959496	0.9575236	0.95473945	0.9418207	0.9452168	0.95310557	0.96522075	0.95089835	0.9392091	0.9499564	0.9299123	0.9478998	0.96237797	0.9544386	0.93374646	0.91993654	0.9493476	0.93762225	0.93180907	0.9232988	0.9355139	0.96212566	0.9504246	0.9492919	0.95678896	0.94920766	0.91617125	0.9576759	0.95232743	0.9137119	0.9347819	0.8849069	0.9353144	0.9745468	0.95766056	0.95982516	0.94172347	0.8784765	0.94446963	0.90883875	0.9508149	0.9446954	0.8763344	0.9591761	0.9721921	0.9385523	0.9548415	0.9331649	0.961587	0.965628	0.9419674	0.93917495	0.9426978	0.95907307	0.9637738	0.9615243	0.9637363	0.936888	0.9420588	0.96207416	0.9664653	0.94665885	0.96246564	0.9441276	0.95450395	0.95333356	0.9704519	0.8863627	0.9482575	0.9571803	0.9624268	0.92558414	0.9099519	0.91397536	0.94836676	0.9457542	0.9430459	0.9727934	0.92758423	0.96296394	0.94479054	0.9276515	0.95546573	0.9508436	0.940649	0.95600885	0.9573877	0.9726551	0.96120274	0.9680858	0.93060875	0.96513975	0.9388238	0.96695375	0.9823594	0.939821	0.96108973	0.9286976	0.94008833	0.95970774	0.9224034	0.95852953	0.95460075	0.9370461	0.95658326	0.9624558	0.8942766	0.96156746	0.95925367	0.9755008	0.94908357	0.915462	0.94802195	0.8964273	0.938828	0.9491165	0.9750223	0.9315807	0.9525874	0.94687486	0.8986055	0.9426234	0.9558365	0.9472101	0.9445473	0.9375331	0.93940735	0.94354886	0.9604007	0.96379876	0.9290418	0.9239698	0.9317882	0.9491274	0.983495	0.95749795	0.9679851	0.91995466	0.94694835	0.9347815	0.9452622	0.9682818	0.988464	0.96192545	0.9352452	0.95802736	0.93876547	0.9603337	0.94153535	0.96418226	0.94076043	0.9244673	0.96807206	0.963488	0.91564435	0.95551485	0.91080177	0.9282861	0.9323033	0.92914385	0.9474354	0.9479438	0.96140134	0.961702	0.95929736	0.9665325	0.94450486	0.93142796	0.92818975	0.98337764	0.94218695	0.9242988	0.928047	0.96628726	0.9528935	0.9630302	0.947944	0.9152008	0.908034	0.913599	0.94764876	0.94854915	0.9406166	0.91000533	0.9451664	0.94310266	0.9173596	0.9228789	0.95654404	0.94233805	0.93924856	0.95584595	0.9661834	0.95141774	0.9586055	0.979854	0.95356613	0.9467653	0.96500707	0.9609566	0.9201919	0.9008263	0.9500678	0.9457852	0.9179565	0.94009864	0.92911184	0.9570155	0.94399935	0.93461365	0.96628916	0.9213274	0.9622132	0.96449316	0.96334493	0.9280913	0.9212321	0.91858405	0.9650568
