	kort/adj	begeleid/adj	D./name	Londen/name	gevuld/adj	onmiddellijk/adv	haar/det	druk_uit/verb	klinker/noun	lens/noun	een/det	oppervlak/noun	gevoel/noun	door/prep	in/comp	word/verb	droef/adj	finaal/adj	eufemistisch/adj	zo/adv	tweedehands/adj	moment/noun	oog/verb	radeloosheid/noun	stralend/adj	Rafter/name	zodat/comp	kerkklok/noun	subliem/adj	oor/noun	hoog_oven/noun	veld/noun	plotseling/adj	dof/adj	vervolgens/adv	naar/adj	werkelijkheid/noun	kreet/noun	licht/adj	glans/noun	haar/noun	zender/noun	onder/fixed	dier/noun	één/num	aan/part	streep/noun	somber/adj	klap/noun	mijn/det	kogel/noun	ondoordringbaar/adj	ga_samen/verb	je/pron	breek_af/verb	dan/comparative	meisje/noun	ruk/verb	Barcelona/name	Marco/name	bonk/verb	schouw/noun	hoop_DIM/noun	dooier/noun	tegelijk/adj	wek/verb	vloek/verb	mislukkeling/noun	onderbouwd/adj	opgenomen/adj	veredeld/adj	vorm/noun	beetje/noun	explosie/noun	leegte/noun	bom/noun	waardoor/pp	staar/verb	piano/noun	boven/prep	begin/verb	vaak/adj	koud/adj	achter/prep	karakter/noun	blik/noun	dik/adj	by/noun	geheel/noun	maak/verb	plomp/adj	strijker/noun	het/det	buur/noun	vlot/adj	geklets/verb	heers/verb	maar/vg	waarmee/pp	vluchteling/noun	teleurstelling/noun	of/vg	laat/adj	regen/noun	laat_af/adj	teken/noun	dringend/adj	theater_zaal/noun	veraf/adj	kalm/adj	anderhalf/num	verkeer_ellende/noun	merkwaardig/adj	droog/adj	ceremonieel/noun	verdwijn/verb	hoe/adj	altijd/adv	hard/adj	stijg_op/adj	zie/verb	poeder/noun	blad/noun	hun/det	toon/noun	o/noun	goud/noun	enigszins/adv	zand/noun	wanhoop/noun	doods/adj	glijd/verb	plaats/fixed	dreun/verb	bol/noun	beland/verb	nauwelijks/adv	te/adv	been/noun	gezoem/verb	vies/adj	rafelig/adj	ogen/fixed	kom_neer/verb	deels/adv	ik/pron	veeleer/adv	prettig/adj	den/adv	en/adv	autistisch/adj	alsof/comp	klink/verb	wat/det	bas_lijn/noun	bedoening/noun	keel/noun	en/vg	indruk/noun	wentel_af/verb	hol/adj	neer/part	doorbraak/noun	zwart/adj	als/comparative	beton_blok/noun	auto/noun	geworden/adj	percussie/noun	uitgewoond/adj	enig/det	punt/noun	smak/verb	stof/noun	veranderlijk/adj	schoot/noun	rinkel/adj	huid/noun	dan/adv	gruwel/noun	veroorzaakt/adj	zwart/noun	e/noun	nauw/adj	gestommel/verb	muziek/noun	ze/pron	zelfs/adv	Jagger/name	coupé/noun	plots/adj	zijn/det	ruw/adj	spring/verb	bewust/adj	toen/comp	gek/adj	toe/adv	druif/noun	bijna/adv	dauw/noun	droog/verb	drie/num	kleur/noun	schot/noun	overdreven/adj	met/name	akelig/adj	vloer/noun	dat/pron	bont/noun	sluit_af/verb	enthousiasme/noun	weinig/adj	15.30/noun	moedeloosheid/noun	van/comp	die/pron	gezicht/noun	tempo/noun	anti_climax/noun	loop_vast/verb	hoofd/noun	ondersteund/adj	50/num	zich/pron	electronisch/adj	verword/verb	soms/adv	verf/noun	verontwaardigd/adj	plaats/comp	laat/verb	krokus_vakantie/noun	tamelijk/adj	zit_op/verb	val/adj	ondersteun/verb	pijn/noun	kaal/adj	zeurderig/adj	spierwit/adj	nadruk/noun	neerslachtig/adj	wissel_af/verb	periode/noun	song/noun	onduidelijk/adj	ellende/noun	oog_lid/noun	pas/verb	vier/num	oog/noun	duur/adv	laag_DIM/noun	ga_schuil/verb	voorstelling/noun	vulpen/noun	slechts/adv	als/comp	sport/noun	verdriet/noun	herhaling/noun	steevast/adj	paar/noun	nacht/noun	zoet/adj	heerlijk/adj	oud/adj	die/det	lig/verb	geel_groen/adj	talent/noun	Bart/name	donker/adj	opeens/adv	klater/adj	hang/verb	er/adv	hand/fixed	storing/noun	kijker/noun	lethargie/noun	verte/noun	praat/verb	het/noun	drum/noun	knal/noun	hevig/adj	signaal/noun	dreun/adj	daar/adv	zucht/noun	even/adj	diep/adj	klop/noun	wat/adv	papier/noun	Man/name	zwaar/adj	Safin/name	acteur/noun	een/pron	voortreffelijk/adj	trom/noun	dreun/noun	geluid/noun	slag/noun	variant/noun	staart/noun	sta/verb	veelvuldig/adj	iets/adv	koper/noun	terwijl/comp	storend/adj	verweerd/adj	illustreer/verb	razernij/noun	glas/noun	helderheid/noun	net/adj	wit/adj	met/prep	Bailliu/name	gekweld/adj	Marat/name	recept/noun	uit/part	avond/noun	gevolgd/adj	waai_aan/verb	vuil/adj	weggebruiker/noun	schitter/verb	contrasteer/verb	ritme/noun	schoen/noun	troosteloos/adj	dikwijls/adj	verdrietig/adj	na/prep	vals/adj	1998/noun	twintigjarige/adj	helder/adj	loutering/noun	besneeuwd/adj	antwoord/noun	kant/noun	zege/noun	eerlijk/adj	dwaal/verb	soundtrack/noun	aanmoediging/noun	kijk/verb	loop_uit/verb	butler/noun	verkrampt/adj	auteur/noun	wen/verb	rond/prep	vloek/noun	berusting/noun	zoandapos;n/det	noem/verb	mag/verb	leer/noun	brok/noun	beteken/verb	roffel/verb	boor/verb	streep_DIM/noun	appel/noun	vreemd/adj	stil/adj	zend/verb	last/noun	kleur/verb	onverschillig/adj	zelfmedelijden/noun	oog_DIM/noun	cd/noun	vertolk/verb	almaar/adv	neem_in/verb	shirt/noun	dring_door/verb	lees_voor/verb	spiegel/noun	tintel/adj	volg/verb	vlak/adj	uittocht/noun	miserie/noun	bleek/adj	voorraad/noun	vermoeidheid/noun	ster/noun	zang_stem/noun	haar/pron	om/part	lijden/noun	gelatenheid/noun	weerklink/verb	geef/verb	sfeer/noun	wat/pron	trots/noun	weer/adv	poging/noun	klik/noun	Dockx/name	kas/noun	schilderij/noun	Revisor/name	stijf/adj	seconde/noun	hoor/verb	op/adv	redding/noun	al/det	Gullegem/name	klank/noun
kort/adj	0.0	0.80847716	0.91812515	0.9354812	0.8351463	0.7909064	0.7235356	0.8686075	0.7869034	0.8349293	0.67730397	0.8183538	0.85541517	0.7348001	0.93972814	0.75665236	0.8453998	0.8950672	0.8809969	0.8446848	0.81705123	0.76131773	0.68272156	0.89800143	0.7435149	0.85469055	0.72174186	0.8974636	0.8681487	0.72969615	0.8261937	0.7778244	0.7179641	0.5942836	0.80336225	0.7626507	0.7803969	0.78519905	0.608762	0.759745	0.6929331	0.8201406	0.9072295	0.771325	0.7717576	0.881031	0.7640978	0.740561	0.7313711	0.7685654	0.8634218	0.8400184	0.8335053	0.8561771	0.826465	0.77188027	0.6962292	0.7319124	0.8955739	0.905794	0.7513497	0.81543905	0.81765276	0.8962837	0.81853986	0.86880344	0.8061805	0.87577045	0.7752314	0.8680557	0.8569173	0.7662188	0.74679667	0.7194874	0.84411883	0.83411324	0.68540967	0.7964641	0.8332055	0.73914695	0.81667554	0.6411327	0.68704784	0.8233019	0.7778071	0.7836383	0.62868434	0.92342305	0.77426106	0.877953	0.7639384	0.8589642	0.7522702	0.88968414	0.78632754	0.9302121	0.88813245	0.76984084	0.8084331	0.87525314	0.82459843	0.6945347	0.7216755	0.64704025	0.82258606	0.89955264	0.88684237	0.89652526	0.824678	0.7654878	0.769893	0.8411945	0.8299863	0.5726327	0.90643656	0.7856138	0.8889604	0.76346076	0.72093374	0.73228264	0.8445757	0.8209338	0.8321246	0.7808153	0.7606636	0.788865	0.8593405	0.7792997	0.76622486	0.84581727	0.779907	0.6960428	0.7779729	0.8535455	0.7183412	0.8143226	0.82571197	0.7338309	0.7335159	0.8271255	0.7403323	0.7614615	0.8716235	0.8411946	0.84665644	0.83728564	0.86849844	0.8439096	0.8619913	0.73020935	0.87597954	0.7571482	0.7139548	0.7764078	0.8531786	0.8414126	0.8274903	0.6467474	0.8238124	0.9035578	0.7475707	0.7431061	0.9219545	0.6612669	0.7277419	0.7896522	0.82597184	0.7357366	0.83264244	0.8815071	0.7977205	0.89735377	0.8761408	0.7964823	0.8490938	0.8497176	0.8552563	0.7381081	0.80125666	0.88806915	0.7312551	0.7262203	0.75252223	0.81390834	0.8889581	0.8066458	0.7882165	0.7636567	0.8249437	0.6803967	0.69832385	0.7521921	0.7457816	0.8351166	0.82064426	0.82218164	0.78987265	0.7585013	0.8575622	0.8149485	0.8653953	0.7989552	0.78436756	0.6565425	0.8490038	0.7632311	0.8682514	0.82547104	0.74908495	0.73989	0.8126178	0.8245305	0.89380115	0.7735972	0.80798733	0.841224	0.85221124	0.77259976	0.7183335	0.7392471	0.83061635	0.8262477	0.6988454	0.8557019	0.8073151	0.86765605	0.8111125	0.83746624	0.6461126	0.8158995	0.8068707	0.91741854	0.8466414	0.8912988	0.81840897	0.85317814	0.79949147	0.85452163	0.78117865	0.69588816	0.78539145	0.7151129	0.76474535	0.86077595	0.73976624	0.7501817	0.7984652	0.8073288	0.84843576	0.8240156	0.8107625	0.7648386	0.7166264	0.87218523	0.78677464	0.839843	0.80117786	0.88634616	0.81207776	0.8101475	0.8802599	0.8458687	0.8560312	0.63631773	0.6930884	0.7619054	0.7594042	0.74894667	0.7578256	0.7209761	0.8198594	0.8566905	0.8949673	0.9435565	0.6358931	0.7036672	0.77097154	0.7963956	0.8130996	0.9631884	0.79106474	0.7970215	0.8910147	0.76431125	0.9260232	0.9071275	0.83249235	0.70100045	0.70673394	0.8416189	0.89807475	0.8225453	0.8219482	0.77576107	0.7783889	0.87680036	0.73564494	0.7826009	0.8403094	0.687503	0.9079412	0.8103342	0.8566613	0.86411864	0.8644995	0.7705989	0.7239155	0.85747695	0.75236356	0.7235718	0.84354013	0.769773	0.7250248	0.8764315	0.71317005	0.756356	0.83269185	0.81109035	0.89241207	0.7706161	0.84353805	0.738124	0.672636	0.64880085	0.9448494	0.84768295	0.93512875	0.80050063	0.86292624	0.7638459	0.7335294	0.8532175	0.7508569	0.8950208	0.80958015	0.7810219	0.82905185	0.7305531	0.7782346	0.66926426	0.89461374	0.7832186	0.88450515	0.81994414	0.9150393	0.727526	0.8638827	0.82928324	0.7522571	0.753332	0.8885853	0.8589447	0.82016253	0.8769028	0.83316135	0.88779163	0.8359452	0.89126015	0.74341017	0.8656674	0.9112133	0.7956597	0.81361806	0.8458456	0.7978878	0.8974075	0.8184513	0.78842974	0.7776242	0.92533255	0.85717785	0.84425974	0.7212224	0.89793116	0.7714026	0.8185972	0.8765053	0.76935625	0.68117195	0.82169324	0.8699293	0.73452306	0.82909703	0.88387805	0.78108287	0.84804803	0.77087104	0.82981455	0.7780803	0.80195	0.8134686	0.7263864	0.71339643	0.8972824	0.84811276	0.7349975	0.82049954	0.7806344	0.8280777	0.83315265	0.6872244	0.8833499	0.8793644	0.8663911	0.7618091	0.84019744	0.847903	0.86237204	0.8784204	0.7726644	0.89368	0.78332466	0.89001215	0.8761829	0.85746926	0.8968881	0.74633276	0.77656263	0.76790714	0.8720691	0.8452869	0.77803993	0.8984234	0.7251355
begeleid/adj	0.80847716	0.0	0.90628487	0.86157984	0.69516563	0.867398	0.8281303	0.8516542	0.8542092	0.81906843	0.64363134	0.80969405	0.89023006	0.61599493	0.8542191	0.83208776	0.7807887	0.86171675	0.89514893	0.88104606	0.8221549	0.85305727	0.7909204	0.9162842	0.81429386	0.9105427	0.7693176	0.6521743	0.60469854	0.6941367	0.91163	0.7649699	0.75663805	0.56160647	0.7145769	0.80107415	0.8289205	0.6827811	0.6527201	0.821359	0.8507695	0.90567553	0.8984945	0.8792118	0.8486086	0.87469625	0.8033586	0.8181319	0.72828174	0.8436933	0.80736625	0.7840287	0.70634174	0.8551332	0.9001794	0.82123756	0.8744718	0.88348025	0.94890666	0.81393504	0.87835073	0.90111244	0.8417258	0.86805993	0.76472497	0.78378576	0.800834	0.8494321	0.7562107	0.57763827	0.80243003	0.75858414	0.81262255	0.67046195	0.7903435	0.83925486	0.7693503	0.7758404	0.33360213	0.76503825	0.83795774	0.7679346	0.8474177	0.69922715	0.72996026	0.7643639	0.6940377	0.7826793	0.7106932	0.8398085	0.8544365	0.4403711	0.84348917	0.8562931	0.8732198	0.85919756	0.77460563	0.8258791	0.6831285	0.86058223	0.9071492	0.63536745	0.90852165	0.76831174	0.75906694	0.8403924	0.90970266	0.8288741	0.8734288	0.78247035	0.8398721	0.84395003	0.7359139	0.8030142	0.8272868	0.81570506	0.90362066	0.85773784	0.67371786	0.78786045	0.88794225	0.8702617	0.8056547	0.8456814	0.5847931	0.80326486	0.8630173	0.841746	0.80548203	0.829245	0.7371079	0.6756616	0.74802047	0.74673486	0.73244095	0.88624084	0.79802454	0.8802615	0.85136116	0.70604205	0.8038182	0.7899657	0.890554	0.8801628	0.86499846	0.90612525	0.745091	0.83421975	0.91660064	0.7101661	0.8532849	0.639461	0.45506322	0.7750992	0.5272947	0.83940846	0.7747759	0.4898622	0.8519925	0.89030707	0.62454176	0.77361846	0.8573935	0.776538	0.76200974	0.81676453	0.7808786	0.69464874	0.4225278	0.83503056	0.9066696	0.9544885	0.8633317	0.81192255	0.8456788	0.8487115	0.63484675	0.81911504	0.914305	0.8765534	0.8095552	0.8291495	0.7888981	0.8882308	0.8324107	0.48113078	0.9011176	0.70624346	0.79609776	0.8291769	0.7380719	0.8172153	0.68393075	0.7843617	0.8728959	0.85840136	0.76844895	0.6260841	0.8769455	0.8070134	0.8965673	0.8433449	0.8342948	0.7471328	0.85028183	0.80687857	0.85976136	0.78023326	0.7407031	0.7892647	0.85922885	0.919862	0.8425639	0.89614844	0.8446401	0.8839708	0.914045	0.7199744	0.86284035	0.7001005	0.914383	0.86487794	0.7995973	0.42881775	0.9433348	0.9173423	0.39391738	0.6985681	0.65533704	0.8598157	0.81512505	0.83755165	0.8700231	0.9179801	0.7718825	0.8538668	0.7434782	0.52014667	0.90030605	0.6173951	0.8189709	0.9101171	0.68295777	0.8944801	0.6428633	0.9182208	0.52153605	0.9041027	0.88637424	0.83879244	0.76361465	0.81354505	0.7885351	0.9105704	0.82651055	0.80744827	0.69941926	0.7802245	0.77787024	0.92503154	0.9312886	0.89072853	0.792391	0.6897619	0.76527506	0.743471	0.7636473	0.5995707	0.7539736	0.79736817	0.882177	0.8622185	0.8587139	0.87766695	0.64963895	0.7503458	0.5735292	0.8431744	0.90677905	0.9004127	0.8565977	0.86234605	0.88407063	0.66190124	0.85104644	0.97865707	0.4756812	0.80296177	0.82071865	0.75255823	0.5581871	0.80821854	0.8050583	0.7989024	0.73416173	0.86113966	0.7310275	0.7477032	0.82940215	0.8188759	0.94038004	0.7326637	0.7998429	0.6068991	0.7009362	0.708057	0.4435742	0.84173703	0.7964164	0.8605468	0.86231995	0.7119309	0.8062595	0.60513735	0.66307425	0.6842197	0.9007925	0.7803685	0.89751256	0.7275281	0.68081826	0.8342651	0.7781887	0.6186948	0.9197707	0.78034544	0.943075	0.8377997	0.8902929	0.75753343	0.715067	0.8152491	0.7956191	0.8964696	0.81384695	0.740306	0.40670478	0.83928746	0.86455643	0.8461401	0.88127214	0.8826611	0.81754917	0.9262003	0.9019082	0.63372827	0.9135998	0.8171284	0.8763593	0.86172414	0.9068805	0.88012296	0.8069875	0.5282535	0.7860978	0.8612063	0.8958421	0.7640133	0.8750779	0.84038055	0.8029358	0.8299979	0.7563628	0.84801143	0.91435623	0.94006366	0.9380888	0.82709664	0.79778033	0.8969988	0.6763265	0.75460577	0.8035306	0.83141065	0.77645874	0.71708345	0.8371086	0.8548913	0.7804595	0.8602268	0.8438608	0.90175736	0.5399131	0.6780743	0.71684825	0.8306613	0.855094	0.7751036	0.72920954	0.85308564	0.7201202	0.7242298	0.8194232	0.88337153	0.91598696	0.82526386	0.856976	0.86426604	0.7586614	0.6776671	0.8615873	0.890869	0.9010731	0.89598906	0.48967838	0.9108349	0.6703068	0.95983905	0.9080201	0.81035364	0.9585701	0.7413855	0.9126695	0.8583961	0.8897769	0.86081606	0.91735274	0.89672035	0.53482115	0.87087697	0.8884059	0.7712403	0.92330486	0.40715456
D./name	0.91812515	0.90628487	0.0	0.95050687	0.93928033	0.86209893	0.90868485	0.9625707	0.80441934	0.915165	0.91141915	0.9524791	0.92700255	0.9106715	0.9883437	0.93121904	0.91224486	0.79405373	0.9484715	0.9977471	0.9144798	0.9751432	0.942508	0.8940636	0.9490506	0.95626265	0.9290444	0.95887154	0.8115213	0.90429145	0.93332136	0.89108276	0.9418729	0.7997582	0.93227136	0.9435868	0.9602658	0.8914637	0.93941003	0.9153961	0.9541974	0.9720783	0.8407628	0.98435724	0.92514503	0.9602478	0.86740756	0.9245832	0.86938214	0.95993006	0.9269346	0.96630466	0.94255245	0.98200566	0.92207456	0.94205284	0.91854453	0.8976471	0.9314616	0.704238	0.93414295	0.91803676	0.93520993	0.9505283	0.93902117	0.8843488	0.9475882	0.926678	0.9520541	0.90227723	0.870969	0.9468254	0.945702	0.8714215	0.9423157	0.91350627	0.9357944	0.92277575	0.9072893	0.9374143	0.927073	0.962767	0.9654536	0.96150213	0.9263604	0.8900381	0.94932204	0.8976445	0.92595184	0.95138144	0.92669153	0.9020932	0.992614	0.8382492	0.9256447	0.9453068	0.91860586	0.97407514	0.8968716	0.9130713	0.88297224	0.8888884	0.9730636	0.950771	0.9415495	0.9124437	0.9294572	0.95229584	0.93688333	0.87378836	0.96626186	0.89070344	0.8818863	0.95725226	0.9324263	0.9566546	0.99106336	0.98976856	0.9400749	0.9362086	0.9720147	0.9332986	0.96844864	0.96058285	0.8941593	0.7851294	0.9476912	0.9553381	0.9359568	0.8737984	0.9660221	0.9160234	0.8277785	0.9261659	0.90013087	0.88628864	0.90311646	0.98360354	0.97708184	0.9491057	0.9569812	0.9590039	0.95576054	0.8926635	0.9667352	0.9867871	0.8729995	0.95057	0.9761281	0.9429867	0.8269466	0.943021	0.8631977	0.9672692	0.9386913	0.9660973	0.91674954	0.877932	0.9344573	0.9275926	0.9296243	0.9245856	0.80855316	0.9247733	0.94726545	0.87374264	0.8649696	0.9031588	0.9155257	0.9273999	0.94062805	0.9137454	0.8586513	0.9724848	0.9497061	0.93823653	0.95605946	0.93874574	0.98689216	0.95626074	0.9037335	0.92052805	0.6987709	0.95126927	0.8684031	0.93018836	0.98162174	0.92871857	0.8561453	0.91399366	0.9339866	0.9096438	0.9631991	0.89607877	0.95124197	0.89822084	0.9510124	0.9405434	0.95566076	0.90477043	0.93975437	0.9328933	0.95440876	0.933091	0.8299015	0.9391955	0.91875106	0.945998	0.92469656	0.9841961	0.9209352	0.93479776	0.924368	0.9518256	0.89545083	0.8978691	0.99255794	0.90713114	0.9176618	0.9430378	0.8370377	0.92215055	0.9552319	0.9133298	0.7788919	0.98047715	0.91816944	0.96336555	0.9560941	0.9701014	0.96054465	0.97917247	0.97821355	0.9466399	0.9386114	0.8744507	0.9515575	0.8976972	0.9481075	0.94647104	0.94281906	0.9571078	0.888102	0.9551331	0.96802086	0.9793063	0.91270417	0.96211296	0.84880054	0.96812946	0.9489232	0.9291944	0.9241524	0.9767169	0.9173236	0.9584623	0.9514315	0.9545577	0.91041136	0.9724387	0.95944464	0.9112541	0.9601456	0.9260935	0.95498717	0.97317475	0.8932848	0.9270594	0.942308	0.9560134	0.95782775	0.95313364	0.9002375	0.7054259	0.9535941	0.93687266	0.9650873	0.9632382	0.97088885	0.91525215	0.9609726	0.9532565	0.9149785	0.9461758	0.976321	0.9983802	0.92416525	0.9054588	0.94187355	0.92579234	0.8860607	0.9417587	0.90078133	0.96162874	0.9639674	0.82963395	0.9660466	0.93751496	0.8806994	0.9265812	0.852262	0.8964848	0.891018	0.877206	0.9457455	0.8541465	0.91691273	0.8304887	0.9563623	0.9014179	0.95733047	0.91487443	0.962926	0.89647037	0.92245716	0.94141215	0.9380718	0.9715266	0.9453081	0.96811503	0.9487592	0.9370107	0.9649979	0.91701263	0.7159959	0.8811007	0.8388008	0.92464083	0.9665185	0.97070056	0.8920862	0.9407003	0.9524591	0.8892616	0.88946056	0.8721987	0.9178106	0.9840846	0.95620596	0.96006763	0.9203315	0.89093524	0.7387329	0.89107263	0.7967396	0.9390707	0.8360011	0.9619953	0.9564276	0.9598824	0.8630605	0.90876	0.9613614	0.859421	0.9025268	0.9539993	0.8271895	0.9429884	0.9534344	0.94689816	0.9634969	0.93688655	0.9351993	0.8449497	0.895073	0.9577261	0.95301855	0.9353473	0.88427466	0.9239779	0.9470519	0.9361166	0.92910266	0.91933477	0.90633404	0.92645276	0.88852465	0.91818523	0.93514824	0.9701118	0.9503971	0.9353968	0.8750161	0.9020774	0.91220415	0.94470274	0.961122	0.9380857	0.89361703	0.93865603	0.92730343	0.9115347	0.8950305	0.93799967	0.94321406	0.9527802	0.95880276	0.9031031	0.9468768	0.9562282	0.95685095	0.9328979	0.93438375	0.8889426	0.90297306	0.9523531	0.9314527	0.9861673	0.9006407	0.9648864	0.9205511	0.874347	0.86577374	0.91443956	0.9506972	0.9306657	0.9578662	0.8980647	0.9209292	0.96228224	0.95153415	0.9536272	0.5769572	0.8811886
Londen/name	0.9354812	0.86157984	0.95050687	0.0	0.7337398	0.9090317	0.84987247	0.95257795	0.89349127	0.909192	0.7532482	0.8862691	0.93517894	0.7924955	0.9042288	0.9050243	0.8128196	0.9154362	0.9780534	0.9439082	0.9188718	0.8747841	0.8307085	0.9381747	0.93552697	0.9547527	0.92488754	0.9571146	0.8610281	0.864102	0.9466299	0.8562349	0.87364566	0.7250343	0.80795157	0.9204147	0.83677477	0.88848096	0.9083419	0.90237284	0.9315928	0.954899	0.923136	0.97456867	0.91942847	0.8927317	0.9073635	0.9105425	0.8979598	0.88936615	0.84095275	0.89642847	0.92165625	0.88245326	0.88496333	0.8874295	0.9448607	0.9141246	0.62402403	0.85637975	0.9579816	0.8796708	0.8816067	0.95313126	0.8633199	0.8911507	0.92969096	0.96723056	0.93482935	0.89908123	0.8621212	0.8675452	0.8723618	0.858234	0.905224	0.81040424	0.9078373	0.85256374	0.8011824	0.8528633	0.8753733	0.8648034	0.8943835	0.9411235	0.8422205	0.81755435	0.895082	0.8709552	0.9057943	0.8840709	0.9618665	0.9044138	0.897923	0.9067037	0.9560224	0.9487768	0.86725897	0.92997986	0.87658703	0.8781258	0.8489592	0.79964745	0.88023263	0.87909144	0.9591455	0.9449461	0.9257808	0.9300972	0.8633385	0.9248897	0.8561182	0.95846915	0.86875737	0.87658	0.97063285	0.94386166	0.94066405	0.90618694	0.9048701	0.9083915	0.9232553	0.94947344	0.90406907	0.9433611	0.85660106	0.89631236	0.7594687	0.83568007	0.8758472	0.9213031	0.9317539	0.90087855	0.93377596	0.9309186	0.9346449	0.8535437	0.876343	0.920425	0.89792025	0.9434372	0.880303	0.9171633	0.96179384	0.873232	0.8327204	0.931756	0.9260427	0.9298164	0.9470226	0.8921203	0.8871194	0.8417563	0.86225706	0.9344155	0.9451499	0.8775682	0.93041384	0.77719146	0.8866522	0.9219791	0.89958286	0.87807864	0.910061	0.8327957	0.8587576	0.9065541	0.85193676	0.82256985	0.91652703	0.9102061	0.89976823	0.8838224	0.9012881	0.8781779	0.9647045	0.94764555	0.9425584	0.85655713	0.91766775	0.9528998	0.9234412	0.8819762	0.95349175	0.85716665	0.8981475	0.89552385	0.90062237	0.7976058	0.77070886	0.88888633	0.8084712	0.8146589	0.81111866	0.85869896	0.9422383	0.77810764	0.92819035	0.8967827	0.9433706	0.8412674	0.88079125	0.9177877	0.8684725	0.89747775	0.90745735	0.8771543	0.847401	0.8858602	0.8639016	0.83829504	0.8926636	0.84587896	0.9063994	0.9693909	0.9180762	0.927684	0.89214265	0.79834914	0.82646984	0.89780164	0.9105237	0.95327604	0.8549478	0.9487351	0.8525549	0.94608366	0.8338163	0.86902416	0.87291807	0.90083116	0.9501371	0.87520015	0.8552527	0.9475035	0.87192893	0.8993776	0.85504186	0.92121387	0.95995665	0.8506637	0.9748037	0.9686276	0.9776341	0.95178074	0.931313	0.9207176	0.84035665	0.94538516	0.92229	0.92757946	0.9358758	0.8594099	0.85978246	0.920654	0.8816392	0.94593865	0.88983685	0.77955085	0.85461164	0.93876845	0.90330756	0.9348219	0.8626852	0.8858828	0.8613893	0.83233184	0.89045084	0.8881823	0.8579743	0.9005038	0.83796644	0.978228	0.826381	0.93583935	0.834919	0.82267547	0.9486565	0.7971958	0.8706492	0.8867614	0.89913845	0.9108137	0.9515796	0.9321913	0.96679187	0.97343135	0.8935459	0.8290561	0.92642534	0.92979187	0.9011718	0.8399138	0.84031767	0.85797083	0.88544494	0.93456143	0.8856994	0.85039276	0.83465004	0.8459326	0.9220097	0.8550522	0.8909621	0.8343641	0.9198518	0.78069776	0.8593141	0.8534017	0.92973834	0.93217266	0.92935187	0.9385246	0.9002854	0.8495524	0.8495246	0.96438175	0.92686516	0.8648687	0.9662294	0.8622796	0.92257875	0.8992172	0.8541793	0.8402356	0.9341182	0.9402708	0.9550745	0.87443095	0.9146111	0.8863096	0.855709	0.97297126	0.8553508	0.9630935	0.89285105	0.8673211	0.89975786	0.8185114	0.89588696	0.9098371	0.9301622	0.82072586	0.88263106	0.77490014	0.9361608	0.93636453	0.9422746	0.8530253	0.93034047	0.839677	0.9163674	0.88919157	0.8461868	0.8083082	0.97589934	0.9005593	0.90308064	0.74510485	0.93697953	0.86518	0.9049798	0.87142915	0.8468304	0.9328404	0.80801934	0.9175209	0.92135525	0.8847773	0.9321798	0.84501195	0.9206925	0.8800477	0.9541707	0.88956237	0.94868463	0.8413593	0.9107286	0.95090806	0.93911815	0.8837402	0.9755396	0.9742282	0.7844046	0.85374534	0.9268768	0.8958847	0.90146095	0.9239303	0.8748367	0.9214768	0.9688034	0.8575449	0.8815386	0.9473341	0.96718556	0.87634635	0.8453286	0.9234501	0.849776	0.9607047	0.9136655	0.931139	0.94200194	0.91687477	0.87275493	0.9270462	0.841367	0.9545916	0.9243247	0.90584594	0.9086442	0.9704127	0.967475	0.93700325	0.8296695	0.95633054	0.83777714	0.8580087	0.8980693	0.9565909	0.8858779	0.89477986	0.9818721	0.849649
