	kort/adj	begeleid/adj	gevuld/adj	onmiddellijk/adv	druk_uit/verb	klinker/noun	lens/noun	oppervlak/noun	gevoel/noun	word/verb	droef/adj	finaal/adj	eufemistisch/adj	zo/adv	tweedehands/adj	moment/noun	oog/verb	radeloosheid/noun	stralend/adj	kerkklok/noun	subliem/adj	oor/noun	hoog_oven/noun	veld/noun	plotseling/adj	dof/adj	vervolgens/adv	naar/adj	werkelijkheid/noun	kreet/noun	licht/adj	glans/noun	haar/noun	zender/noun	dier/noun	streep/noun	somber/adj	klap/noun	kogel/noun	ondoordringbaar/adj	ga_samen/verb	breek_af/verb	meisje/noun	ruk/verb	bonk/verb	schouw/noun	hoop_DIM/noun	dooier/noun	tegelijk/adj	wek/verb	vloek/verb	mislukkeling/noun	onderbouwd/adj	opgenomen/adj	veredeld/adj	vorm/noun	beetje/noun	explosie/noun	leegte/noun	bom/noun	staar/verb	piano/noun	begin/verb	vaak/adj	koud/adj	karakter/noun	blik/noun	dik/adj	by/noun	geheel/noun	maak/verb	plomp/adj	strijker/noun	buur/noun	vlot/adj	geklets/verb	heers/verb	vluchteling/noun	teleurstelling/noun	laat/adj	regen/noun	laat_af/adj	teken/noun	dringend/adj	theater_zaal/noun	veraf/adj	kalm/adj	verkeer_ellende/noun	merkwaardig/adj	droog/adj	ceremonieel/noun	verdwijn/verb	hoe/adj	altijd/adv	hard/adj	stijg_op/adj	zie/verb	poeder/noun	blad/noun	toon/noun	o/noun	goud/noun	enigszins/adv	zand/noun	wanhoop/noun	doods/adj	glijd/verb	dreun/verb	bol/noun	beland/verb	nauwelijks/adv	te/adv	been/noun	gezoem/verb	vies/adj	rafelig/adj	kom_neer/verb	deels/adv	veeleer/adv	prettig/adj	den/adv	en/adv	autistisch/adj	klink/verb	bas_lijn/noun	bedoening/noun	keel/noun	indruk/noun	wentel_af/verb	hol/adj	doorbraak/noun	zwart/adj	beton_blok/noun	auto/noun	geworden/adj	percussie/noun	uitgewoond/adj	punt/noun	smak/verb	stof/noun	veranderlijk/adj	schoot/noun	rinkel/adj	huid/noun	dan/adv	gruwel/noun	veroorzaakt/adj	zwart/noun	e/noun	nauw/adj	gestommel/verb	muziek/noun	zelfs/adv	coupé/noun	plots/adj	ruw/adj	spring/verb	bewust/adj	gek/adj	toe/adv	druif/noun	bijna/adv	dauw/noun	droog/verb	kleur/noun	schot/noun	overdreven/adj	akelig/adj	vloer/noun	bont/noun	sluit_af/verb	enthousiasme/noun	weinig/adj	15.30/noun	moedeloosheid/noun	gezicht/noun	tempo/noun	anti_climax/noun	loop_vast/verb	hoofd/noun	ondersteund/adj	electronisch/adj	verword/verb	soms/adv	verf/noun	verontwaardigd/adj	laat/verb	krokus_vakantie/noun	tamelijk/adj	zit_op/verb	val/adj	ondersteun/verb	pijn/noun	kaal/adj	zeurderig/adj	spierwit/adj	nadruk/noun	neerslachtig/adj	wissel_af/verb	periode/noun	song/noun	onduidelijk/adj	ellende/noun	oog_lid/noun	pas/verb	oog/noun	duur/adv	laag_DIM/noun	ga_schuil/verb	voorstelling/noun	vulpen/noun	slechts/adv	sport/noun	verdriet/noun	herhaling/noun	steevast/adj	paar/noun	nacht/noun	zoet/adj	heerlijk/adj	oud/adj	lig/verb	geel_groen/adj	talent/noun	donker/adj	opeens/adv	klater/adj	hang/verb	er/adv	storing/noun	kijker/noun	lethargie/noun	verte/noun	praat/verb	het/noun	drum/noun	knal/noun	hevig/adj	signaal/noun	dreun/adj	daar/adv	zucht/noun	even/adj	diep/adj	klop/noun	wat/adv	papier/noun	zwaar/adj	acteur/noun	voortreffelijk/adj	trom/noun	dreun/noun	geluid/noun	slag/noun	variant/noun	staart/noun	sta/verb	veelvuldig/adj	iets/adv	koper/noun	storend/adj	verweerd/adj	illustreer/verb	razernij/noun	glas/noun	helderheid/noun	net/adj	wit/adj	gekweld/adj	recept/noun	avond/noun	gevolgd/adj	waai_aan/verb	vuil/adj	weggebruiker/noun	schitter/verb	contrasteer/verb	ritme/noun	schoen/noun	troosteloos/adj	dikwijls/adj	verdrietig/adj	vals/adj	1998/noun	twintigjarige/adj	helder/adj	loutering/noun	besneeuwd/adj	antwoord/noun	kant/noun	zege/noun	eerlijk/adj	dwaal/verb	soundtrack/noun	aanmoediging/noun	kijk/verb	loop_uit/verb	butler/noun	verkrampt/adj	auteur/noun	wen/verb	vloek/noun	berusting/noun	noem/verb	mag/verb	leer/noun	brok/noun	beteken/verb	roffel/verb	boor/verb	streep_DIM/noun	appel/noun	vreemd/adj	stil/adj	zend/verb	last/noun	kleur/verb	onverschillig/adj	zelfmedelijden/noun	oog_DIM/noun	cd/noun	vertolk/verb	almaar/adv	neem_in/verb	shirt/noun	dring_door/verb	lees_voor/verb	spiegel/noun	tintel/adj	volg/verb	vlak/adj	uittocht/noun	miserie/noun	bleek/adj	voorraad/noun	vermoeidheid/noun	ster/noun	zang_stem/noun	gelatenheid/noun	lijden/noun	weerklink/verb	geef/verb	sfeer/noun	trots/noun	weer/adv	poging/noun	klik/noun	kas/noun	schilderij/noun	stijf/adj	seconde/noun	hoor/verb	op/adv	redding/noun	klank/noun
kort/adj	0.0	0.8052529	0.83437306	0.82038826	0.8584667	0.77835584	0.83917856	0.82357323	0.856283	0.7519736	0.8478748	0.89511967	0.87585443	0.8290956	0.8181835	0.7689107	0.6731829	0.8938097	0.73691	0.89767027	0.87707484	0.71505564	0.8447757	0.7792623	0.7200529	0.58759165	0.81140983	0.7572686	0.76541716	0.77478737	0.60363805	0.7517952	0.6830647	0.81910294	0.7914115	0.75809115	0.73265624	0.73720634	0.8684753	0.8432985	0.82532096	0.82574505	0.6946657	0.7215669	0.7393557	0.8219621	0.8258334	0.8948421	0.8229963	0.86411035	0.79446095	0.90460294	0.7804369	0.86497337	0.8669112	0.7653659	0.7489487	0.72895586	0.84367555	0.83896905	0.7891331	0.8287981	0.81282306	0.6329678	0.69134253	0.7805291	0.77833736	0.6267072	0.92230695	0.7834624	0.86910164	0.7690177	0.8552659	0.89717543	0.80270386	0.92913973	0.88956374	0.87541896	0.82261574	0.69235367	0.6371145	0.81848145	0.9020176	0.89271563	0.9068807	0.8233622	0.7782955	0.8293003	0.8372121	0.5663425	0.9054754	0.7860491	0.894616	0.75703025	0.72183645	0.73961204	0.82971025	0.8337395	0.83665794	0.75741845	0.7760366	0.8535577	0.7827575	0.76684225	0.84261465	0.7803823	0.68665457	0.8482127	0.7125193	0.81969804	0.83282816	0.73672074	0.7246387	0.82270384	0.7349925	0.76216674	0.86681974	0.8457736	0.87282467	0.8500385	0.868104	0.7225113	0.875559	0.7076937	0.84968984	0.8534309	0.82913226	0.83439535	0.9003691	0.74712515	0.93488175	0.65600276	0.80174	0.831087	0.73041195	0.82836366	0.89073044	0.8905139	0.87798214	0.7962639	0.84093565	0.85292715	0.8608154	0.74374497	0.79140186	0.90398484	0.7259667	0.7282341	0.7508634	0.8248671	0.8905712	0.80125517	0.763719	0.6727465	0.7006319	0.7427796	0.8322395	0.80122924	0.78190535	0.7535101	0.8638305	0.8049695	0.86956203	0.8055561	0.6486635	0.8587168	0.7601678	0.8225334	0.7501477	0.8062534	0.83727354	0.889078	0.786005	0.78963965	0.8347092	0.70931745	0.7499174	0.8304699	0.85439724	0.6764059	0.85180837	0.8128046	0.8367729	0.63959146	0.8158344	0.790853	0.84670454	0.91086257	0.81769973	0.8578119	0.8006036	0.85884297	0.7865099	0.6891416	0.7793324	0.7143684	0.7552659	0.8673105	0.7325042	0.7581302	0.7925448	0.8068864	0.8464421	0.8388119	0.8193804	0.7137861	0.87612367	0.7913974	0.8296506	0.81869096	0.89324677	0.7938714	0.88011086	0.8448718	0.8618674	0.6324872	0.7072532	0.76275104	0.7568485	0.7482519	0.7523354	0.8157193	0.86273134	0.9002939	0.6271113	0.6933876	0.7732003	0.7912022	0.80823207	0.8018034	0.7936212	0.8879807	0.7564719	0.92999595	0.90954304	0.82892567	0.70786256	0.71657526	0.84621245	0.89641	0.82177913	0.8253863	0.7721343	0.78370833	0.88497037	0.7365848	0.78839	0.70399064	0.8039101	0.8757672	0.8627906	0.7942946	0.7197124	0.8522186	0.74770105	0.71646905	0.81552804	0.7671493	0.71695364	0.8886655	0.76547325	0.83027583	0.7992249	0.9029984	0.77293414	0.8396317	0.7058625	0.6674852	0.8481225	0.79961425	0.77377886	0.71243894	0.86456376	0.75376713	0.91238755	0.79904824	0.7722567	0.82939106	0.72391355	0.7815102	0.6783558	0.9004927	0.89303124	0.812836	0.8963973	0.7199348	0.8824484	0.83505845	0.74033403	0.739328	0.923533	0.85271573	0.8094858	0.8737474	0.8287327	0.8895327	0.8379439	0.9108186	0.7303144	0.8721806	0.916628	0.8191154	0.84007204	0.9007201	0.83371013	0.7826079	0.7792772	0.92966455	0.8580344	0.8444147	0.7136332	0.90282774	0.7707379	0.81425565	0.8784397	0.7597084	0.68740076	0.8237581	0.87759495	0.73414564	0.8210833	0.8807902	0.77826965	0.8433392	0.76935494	0.83552325	0.7749836	0.8089156	0.8199198	0.7376739	0.71882653	0.91640174	0.851043	0.73203737	0.82962906	0.78196436	0.82280415	0.8385554	0.85791415	0.88802254	0.75335586	0.8500252	0.8559552	0.8674243	0.7824108	0.91638607	0.7865813	0.8736717	0.85334826	0.74533117	0.7860402	0.7606212	0.87628436	0.85410523	0.7186029
begeleid/adj	0.8052529	0.0	0.6903642	0.8566612	0.8431978	0.8570742	0.82814455	0.8094641	0.88857985	0.8619304	0.77858627	0.85433453	0.89614177	0.8698226	0.8209667	0.84576124	0.78445417	0.92333746	0.8097548	0.6505698	0.59240854	0.680123	0.9122581	0.75521964	0.7489473	0.5504195	0.71397066	0.7969042	0.82662743	0.6734201	0.6487615	0.82315016	0.852267	0.9119411	0.8791796	0.8182256	0.8135392	0.72428656	0.83438087	0.7848376	0.6978668	0.90141064	0.88006973	0.88366205	0.87816703	0.9061553	0.8409228	0.87407124	0.7609756	0.7894455	0.7918696	0.8429787	0.75214946	0.5773178	0.7917675	0.75395775	0.8092048	0.6750154	0.79025275	0.84740305	0.7677634	0.31496787	0.8341645	0.7625787	0.84612477	0.7255763	0.75759315	0.6915749	0.77632844	0.6961502	0.81850284	0.85460645	0.4318403	0.8574272	0.86919284	0.8590621	0.7704079	0.8617284	0.9057709	0.9132931	0.7725619	0.7701268	0.843679	0.90918505	0.82489216	0.8743005	0.77285814	0.84134156	0.7183203	0.80021715	0.8162108	0.80268157	0.8961164	0.850883	0.66272855	0.7841575	0.8893117	0.8721788	0.80417657	0.5731236	0.7963666	0.86127067	0.84492606	0.8092587	0.8302311	0.7317747	0.6761689	0.7520853	0.7287965	0.88440114	0.7874714	0.87946373	0.8542892	0.69725955	0.79963094	0.7891168	0.84615266	0.8844357	0.7404393	0.8282679	0.91513264	0.70335436	0.8559196	0.4373495	0.52421486	0.83541816	0.7768877	0.84872764	0.8831254	0.6217176	0.8459589	0.77854663	0.82625073	0.78802806	0.7032651	0.41701055	0.8333126	0.9639278	0.8584414	0.81673753	0.8441408	0.849108	0.6365821	0.8206989	0.9080131	0.8799358	0.83976173	0.8310617	0.783157	0.8826908	0.8421016	0.47432822	0.6966256	0.83573735	0.73078597	0.6820513	0.7791126	0.86310554	0.75090253	0.6167214	0.87705475	0.7943866	0.8994645	0.83866394	0.7462326	0.8515359	0.80432856	0.7794756	0.7339654	0.8571957	0.92340547	0.84405947	0.89530295	0.8306889	0.8866273	0.8606939	0.6917225	0.909377	0.85604787	0.79355323	0.435072	0.38332635	0.69546187	0.64555544	0.8633083	0.8018891	0.8796872	0.9181685	0.7714124	0.85085917	0.75113875	0.52062964	0.8986589	0.61110127	0.8143017	0.9135161	0.6807749	0.8930837	0.64499295	0.91865885	0.50736296	0.899726	0.88621944	0.8352556	0.7547399	0.7868724	0.9091027	0.82866156	0.7978009	0.6895294	0.768916	0.75744534	0.9331654	0.894084	0.7943187	0.69119865	0.75852984	0.73948777	0.76079893	0.58856356	0.74167085	0.87722886	0.8625211	0.846436	0.64447165	0.73918784	0.5593458	0.8356255	0.9012148	0.8722089	0.8609602	0.8840239	0.6546519	0.8330147	0.9776676	0.46495652	0.81026936	0.82936037	0.74927783	0.55705416	0.7955239	0.8088422	0.7884063	0.73228633	0.84771645	0.7221148	0.7423584	0.8244154	0.73622596	0.6015936	0.6943348	0.7012187	0.43470156	0.8405827	0.79698193	0.8605249	0.85870814	0.71910495	0.79212606	0.5966165	0.6794169	0.9089925	0.7846467	0.9037448	0.7256137	0.6751493	0.81319755	0.7783805	0.78274465	0.8341402	0.7509065	0.7368214	0.8041064	0.79417425	0.90211177	0.8205241	0.7349528	0.39403635	0.83556414	0.8659201	0.8419908	0.87975776	0.8188902	0.90939915	0.88157165	0.6278125	0.92749244	0.82304287	0.8724864	0.8552349	0.90907073	0.8723535	0.8248806	0.51595163	0.7861655	0.8526477	0.8893326	0.76112926	0.87474215	0.8364352	0.7942543	0.75235575	0.84487486	0.93762845	0.9318434	0.8238373	0.793124	0.8910072	0.6648371	0.76525486	0.80250204	0.8385604	0.7682451	0.708042	0.8453152	0.8481232	0.7805506	0.8553943	0.84180665	0.90051603	0.51898706	0.68875	0.7093909	0.8605608	0.8489127	0.77055407	0.7197248	0.8538898	0.7086768	0.73555386	0.8159807	0.8901324	0.9211829	0.82216644	0.8654257	0.8720542	0.7525424	0.67519987	0.8959763	0.9107136	0.4797324	0.913789	0.65692806	0.9102339	0.803443	0.9662505	0.73565793	0.8572203	0.8913813	0.9179601	0.8928291	0.51389575	0.87055326	0.8908238	0.40031826
gevuld/adj	0.83437306	0.6903642	0.0	0.8434448	0.81245387	0.7387302	0.7016474	0.58507997	0.8347308	0.8418098	0.75453657	0.8569901	0.8767798	0.795999	0.83045197	0.8581815	0.6521232	0.8840077	0.65803874	0.877174	0.7487614	0.8107	0.8956624	0.7551291	0.7648884	0.56136835	0.7059572	0.81120586	0.73274755	0.74832034	0.67807204	0.7097038	0.7238685	0.91614604	0.89392835	0.6914427	0.7714945	0.880316	0.80210644	0.6525818	0.81405896	0.84079134	0.8212708	0.850727	0.8009254	0.810784	0.6278129	0.77541834	0.75654817	0.8592213	0.7816616	0.9041689	0.7905102	0.75084925	0.7138906	0.6322865	0.75554484	0.7685751	0.7274029	0.77945364	0.6536621	0.7313901	0.8856079	0.7481569	0.64525187	0.7221864	0.64498866	0.5974096	0.81422377	0.7416043	0.79319215	0.7990314	0.682462	0.9034056	0.76365095	0.7913414	0.8664597	0.8677522	0.87848514	0.87155837	0.76606816	0.8889107	0.84929764	0.81953996	0.7606751	0.89403343	0.7798742	0.9186461	0.7915893	0.57846195	0.87798995	0.81583136	0.8696224	0.82839227	0.82324064	0.86046016	0.8556178	0.544586	0.6344905	0.7154496	0.8280061	0.71655977	0.73667973	0.577451	0.8668137	0.7350423	0.6734177	0.86771214	0.5875095	0.75303924	0.83100975	0.7877525	0.80577016	0.8250736	0.69276965	0.69662786	0.81951874	0.71097684	0.75530845	0.76696765	0.8883436	0.72140884	0.8794668	0.73905635	0.79659015	0.80649173	0.7027558	0.8153877	0.9054659	0.63783544	0.91787666	0.5599395	0.8053613	0.8239198	0.69103265	0.774622	0.8356608	0.8712257	0.809654	0.561878	0.77744496	0.81837785	0.7972744	0.5993204	0.88088095	0.87454164	0.8237068	0.68199646	0.80857825	0.87887585	0.9078622	0.7514641	0.7700878	0.6588956	0.72375786	0.65812063	0.78349763	0.8810686	0.89785516	0.78237724	0.56228745	0.77334625	0.7239641	0.5809728	0.5410835	0.87161076	0.8402877	0.79889476	0.6913519	0.7604178	0.8909434	0.84142524	0.8739826	0.7436478	0.9031356	0.7123804	0.7199997	0.88526475	0.83951235	0.80229366	0.70809186	0.7478714	0.7429283	0.69611335	0.57598484	0.86827815	0.7989676	0.8490102	0.72665477	0.7524653	0.683566	0.8250822	0.90336657	0.6552503	0.87067187	0.7613443	0.8176321	0.8768014	0.692258	0.86169255	0.69035447	0.8818453	0.8569498	0.74409354	0.699805	0.64763635	0.8777083	0.5192714	0.7333261	0.7292811	0.7009407	0.70489776	0.9039011	0.8608918	0.8001848	0.7280376	0.73398733	0.72058314	0.51498264	0.5037472	0.7808002	0.7240603	0.7331414	0.8502478	0.5647923	0.6896149	0.79685956	0.6885613	0.7745933	0.87244695	0.8607225	0.835984	0.7291762	0.9262618	0.92408204	0.7828706	0.8138009	0.88594496	0.908504	0.7843795	0.79668796	0.81724507	0.6931009	0.69075257	0.86331165	0.7145674	0.6403911	0.8508997	0.80183506	0.6386592	0.86179113	0.77390164	0.6847719	0.8551718	0.6886422	0.78590184	0.80311406	0.8227888	0.7838628	0.78382397	0.85749876	0.7891817	0.8350241	0.83859897	0.51693344	0.6937878	0.78019595	0.48036855	0.8177486	0.61864793	0.7093431	0.7167374	0.88788176	0.67201924	0.9187861	0.71273124	0.7788455	0.74453217	0.7109556	0.7560775	0.82485163	0.91954094	0.79939395	0.9484049	0.86304903	0.59360904	0.94959927	0.6884985	0.90854424	0.7768839	0.861187	0.83576196	0.6310874	0.73930347	0.8817479	0.7773994	0.77417624	0.77039105	0.88845974	0.8541411	0.82774353	0.85659146	0.848485	0.9097777	0.8761374	0.71514386	0.7576683	0.92320454	0.85162526	0.70112437	0.6589749	0.5283314	0.8133961	0.7519803	0.7921936	0.91853356	0.60007846	0.77709377	0.8738422	0.7216003	0.75396323	0.7824931	0.7597731	0.9050914	0.7592504	0.8138385	0.7764086	0.73751235	0.77056444	0.83893317	0.69089544	0.90913945	0.8340722	0.6585045	0.6613004	0.88920355	0.7277175	0.81265545	0.89843714	0.93834585	0.6906316	0.8573434	0.7851032	0.8371953	0.7922456	0.9530615	0.8443754	0.6668496	0.72390807	0.74984396	0.8416488	0.8247943	0.86693853	0.86823857	0.6500324
onmiddellijk/adv	0.82038826	0.8566612	0.8434448	0.0	0.8688548	0.89845645	0.882443	0.85310274	0.8884695	0.81321144	0.882385	0.7500489	0.90127283	0.920555	0.9270576	0.7391122	0.88010305	0.85282975	0.89108807	0.83958805	0.758602	0.784544	0.8029034	0.8444646	0.6658052	0.6699976	0.6310072	0.8833828	0.89329505	0.7532057	0.88353384	0.8181839	0.8609539	0.8785141	0.83878624	0.8978675	0.8895302	0.7476603	0.80095124	0.90362763	0.7893553	0.8327353	0.8271061	0.7244316	0.8668641	0.7130281	0.8695763	0.89610845	0.8246623	0.71749336	0.7862896	0.86332434	0.87542003	0.90499145	0.8619218	0.8711774	0.8596587	0.64498806	0.8421303	0.7458999	0.85400623	0.84920454	0.79883814	0.8255273	0.8916428	0.89776456	0.8613384	0.87991273	0.8621345	0.8282442	0.9291273	0.85505533	0.86179626	0.6902733	0.7725804	0.82976073	0.906228	0.7541413	0.796188	0.79133147	0.7811189	0.8423465	0.8695895	0.8073789	0.8597815	0.8614573	0.77557355	0.6367816	0.8660545	0.7555054	0.82852787	0.8797346	0.8971282	0.91684556	0.7600331	0.79903287	0.8587941	0.84114134	0.8911703	0.840107	0.86939067	0.91511154	0.88988656	0.83586633	0.79090965	0.89219224	0.8149732	0.8082278	0.84568244	0.7644842	0.8578061	0.91913086	0.8739098	0.80512387	0.87441903	0.8608735	0.8474066	0.90059507	0.8985668	0.9368263	0.8992941	0.801657	0.88068503	0.7364451	0.8630905	0.9071619	0.8037057	0.94480914	0.87861395	0.812806	0.8852114	0.9039737	0.78515875	0.8228422	0.8721681	0.86234605	0.87191945	0.82204366	0.7760439	0.8390915	0.8998911	0.7238227	0.86994827	0.8631947	0.8448828	0.8163171	0.63213474	0.83846223	0.88341224	0.8821636	0.806903	0.8030611	0.8251657	0.8444942	0.55575657	0.83439124	0.7805387	0.92912406	0.9279516	0.8126091	0.817086	0.8441168	0.89191604	0.85385966	0.85564595	0.76468223	0.85206485	0.8668636	0.9180919	0.91434366	0.83802587	0.8149904	0.928448	0.5694232	0.8559805	0.8379475	0.8586769	0.7482133	0.83596367	0.8012013	0.81590724	0.85222685	0.90943277	0.80213195	0.81960166	0.8484001	0.829917	0.8206544	0.8828542	0.8085759	0.83999735	0.84557664	0.8457949	0.86042297	0.91289234	0.9063034	0.8701956	0.87492126	0.8278734	0.83510476	0.8215376	0.82428813	0.74485874	0.89297175	0.95582527	0.8628679	0.8994432	0.91036236	0.90203476	0.84614015	0.9009504	0.9201827	0.9305209	0.84627426	0.8543439	0.76349896	0.8090106	0.8470272	0.83941466	0.82045335	0.92911386	0.89243305	0.81842196	0.9000443	0.88039696	0.6983113	0.85287774	0.8480782	0.78062713	0.86871874	0.90781116	0.8344756	0.79260594	0.886332	0.93118906	0.8606482	0.6590119	0.62795603	0.8335807	0.7980722	0.8205116	0.8078761	0.78010213	0.86690706	0.86015	0.86827105	0.86527073	0.7654803	0.8640448	0.8203903	0.87718886	0.6620022	0.7374165	0.7497461	0.92779106	0.78145015	0.9095107	0.67538226	0.94055957	0.8745927	0.87809205	0.90372455	0.8450633	0.81603014	0.8090907	0.8158051	0.8314072	0.89165545	0.87823814	0.82068664	0.8531537	0.60665596	0.8549694	0.8430534	0.82321626	0.85200346	0.87554663	0.8410356	0.9058516	0.87634516	0.79981166	0.9047946	0.82461625	0.79506063	0.75854266	0.8652196	0.7969238	0.8152693	0.91505504	0.85994023	0.88657534	0.916697	0.92133915	0.77676755	0.8084315	0.8502576	0.7202215	0.9022309	0.84086335	0.9147914	0.88253003	0.780609	0.85975873	0.94630677	0.931372	0.8855767	0.7637389	0.76175845	0.8530905	0.78518677	0.9204889	0.8527016	0.90758246	0.8636156	0.84644365	0.9555732	0.86062473	0.86707985	0.8656395	0.8732971	0.87583125	0.8286724	0.83858657	0.935754	0.8649913	0.82797956	0.8567221	0.860626	0.90557766	0.69143575	0.85254776	0.8569536	0.7837217	0.86983573	0.89299333	0.85202146	0.8181217	0.8779947	0.85615563	0.7383754	0.7171701	0.90656126	0.86043453	0.83785623	0.78037417	0.76668465	0.8140609	0.8876943	0.92820394	0.8690578	0.7599672	0.6224792	0.86078143	0.73923194	0.790413
druk_uit/verb	0.8584667	0.8431978	0.81245387	0.8688548	0.0	0.8639618	0.8274564	0.7597074	0.62926865	0.8015299	0.7326348	0.83252525	0.6796123	0.8052604	0.91464496	0.81876296	0.7028049	0.67570996	0.7901684	0.8608722	0.8066305	0.8412379	0.89840066	0.9022672	0.77689695	0.66399634	0.8095958	0.7020023	0.7176491	0.706069	0.6401521	0.80635333	0.8066115	0.90293086	0.86818683	0.8880074	0.74002266	0.8699267	0.91494435	0.8119765	0.7834861	0.89037114	0.83505094	0.84663045	0.89467317	0.92351437	0.83984125	0.8371589	0.70184726	0.72238255	0.7857679	0.7704974	0.76268864	0.8389043	0.8877253	0.69723606	0.71446955	0.8642821	0.6265322	0.9106302	0.7761537	0.8774601	0.8397089	0.633903	0.8083348	0.7604283	0.7455337	0.8137631	0.89499646	0.7936123	0.8092469	0.8232381	0.7923916	0.9046649	0.8207591	0.8028109	0.70373666	0.8426179	0.60053456	0.8987432	0.8634323	0.79719836	0.7690493	0.926983	0.88362324	0.80579257	0.80293804	0.86553603	0.7176032	0.7936344	0.7708839	0.80491	0.7805578	0.82753074	0.79797703	0.87453663	0.8088799	0.8601184	0.8835654	0.7452105	0.78651494	0.9063747	0.6387332	0.8777233	0.54348683	0.78140366	0.793677	0.85907817	0.82251996	0.87651074	0.8322103	0.75221956	0.8674253	0.90627	0.8242982	0.80138004	0.86781776	0.8308989	0.58606374	0.73475707	0.8347662	0.85146385	0.8611944	0.68044114	0.85543686	0.84260416	0.74291325	0.80208147	0.83152163	0.7372315	0.8369498	0.8523732	0.8705312	0.95705	0.719553	0.8801918	0.8024551	0.929302	0.81277496	0.8677793	0.85487074	0.9100027	0.8664745	0.82790446	0.7883668	0.78486633	0.77878135	0.8431343	0.88663524	0.85490215	0.88374627	0.8447832	0.8022899	0.84392786	0.8697187	0.7860046	0.8502158	0.880581	0.79303086	0.8452153	0.8110652	0.8777924	0.8353584	0.76061684	0.7458835	0.94973546	0.7688532	0.7567514	0.9020768	0.8769419	0.9627213	0.75478095	0.81835765	0.909543	0.65527415	0.76050204	0.8098833	0.8292228	0.8225796	0.8857068	0.7980771	0.85108703	0.83784676	0.63339067	0.77814543	0.7953334	0.81186163	0.8749746	0.6209766	0.87409574	0.87271744	0.88797593	0.64019513	0.8096376	0.7642926	0.83532953	0.7966776	0.76733196	0.696046	0.92045057	0.76893616	0.7626246	0.75089985	0.8119242	0.82180274	0.753707	0.8366153	0.83549	0.7537551	0.8010093	0.89118665	0.8153335	0.88719404	0.6082201	0.83044577	0.6618199	0.90013516	0.89151025	0.6866897	0.77350676	0.7984701	0.8861959	0.8165225	0.9186723	0.77702355	0.8011764	0.82088304	0.8322947	0.8895982	0.8805599	0.8216722	0.76925325	0.8453813	0.76100004	0.8062932	0.8683356	0.89497465	0.84581447	0.85602283	0.87087387	0.884521	0.7409855	0.8010365	0.67888194	0.8884491	0.6542958	0.7778821	0.8513355	0.8385054	0.86416346	0.87412524	0.82010746	0.8238012	0.8646381	0.6989516	0.855004	0.87282264	0.8874722	0.76691145	0.8628376	0.7548342	0.78627527	0.6972605	0.6082109	0.80845964	0.8021637	0.8398936	0.8593523	0.7722111	0.822559	0.8738111	0.8665635	0.786265	0.8764745	0.84510237	0.81676126	0.72139215	0.8107619	0.9053076	0.7740123	0.73909163	0.6770339	0.76627207	0.96468	0.84838057	0.7689122	0.77328694	0.8333653	0.8201107	0.8778664	0.8547189	0.7812822	0.8358466	0.8424361	0.78977036	0.8392553	0.74051714	0.90581965	0.7808648	0.87024236	0.7903687	0.8510745	0.61257094	0.50850594	0.910443	0.8763842	0.765717	0.7853986	0.90008646	0.8551575	0.84619534	0.8595781	0.70233595	0.7683759	0.90451425	0.8683679	0.7249688	0.6816465	0.64254785	0.8809764	0.8838328	0.7110386	0.8161665	0.9132578	0.91155374	0.8231857	0.8488872	0.7900091	0.79730266	0.9153913	0.7639171	0.8216218	0.7652024	0.74620163	0.8650304	0.6873735	0.8759229	0.79600894	0.64302707	0.7221479	0.78327775	0.82337594	0.77784085	0.65666366	0.81171525	0.8542234	0.8753137	0.7982184	0.83122146	0.8218144	0.91498345	0.85976356	0.86532867	0.8603916	0.746346
