	kort/adj	begeleid/adj	ontbloot/verb	matig/adj	gevuld/adj	onmiddellijk/adv	druk_uit/verb	klinker/noun	lens/noun	oppervlak/noun	gevoel/noun	kamer/noun	word/verb	haal_over/verb	bus/noun	droef/adj	finaal/adj	eufemistisch/adj	sla_toe/verb	zo/adv	tweedehands/adj	moment/noun	oog/verb	radeloosheid/noun	opwinding/noun	stralend/adj	vlak/adv	kerkklok/noun	subliem/adj	oor/noun	hoog_oven/noun	verdacht/adj	portier/noun	laag/adj	veld/noun	plotseling/adj	omschrijf/verb	dof/adj	vervolgens/adv	naar/adj	werkelijkheid/noun	kreet/noun	licht/adj	uitlaat/noun	bezitter/noun	metaal/noun	glans/noun	fluit/adj	onthul/verb	haar/noun	zender/noun	ondervoed/adj	exclusief/adj	korrel/noun	dier/noun	streep/noun	populair/adj	somber/adj	klap/noun	kogel/noun	ondoordringbaar/adj	sta_caravan/noun	ga_samen/verb	breek_af/verb	meisje/noun	ruk/verb	metalen/adj	grauw/adj	onderscheid/verb	zorgwekkend/adj	bonk/verb	schouw/noun	hoop_DIM/noun	dooier/noun	tegelijk/adj	wek/verb	vloek/verb	mislukkeling/noun	onderbouwd/adj	opgenomen/adj	veredeld/adj	vorm/noun	beetje/noun	veroorzaak/verb	explosie/noun	af/adv	leegte/noun	bom/noun	gespannen/adj	gedrag/noun	verschijn/verb	staar/verb	piano/noun	naakt/adj	begin/verb	vaak/adj	koud/adj	karakter/noun	blik/noun	waas/noun	onophoudelijk/adj	dik/adj	by/noun	geheel/noun	ruis/noun	groen/adj	maak/verb	plomp/adj	strijker/noun	buur/noun	vlot/adj	geklets/verb	heers/verb	koel/adj	vluchteling/noun	teleurstelling/noun	laat/adj	regen/noun	laat_af/adj	teken/noun	dringend/adj	theater_zaal/noun	strak/adj	veraf/adj	kalm/adj	kraan/noun	verkeer_ellende/noun	muur/noun	merkwaardig/adj	droog/adj	verdwijn/verb	ceremonieel/noun	hoe/adj	altijd/adv	hard/adj	stijg_op/adj	zie/verb	poeder/noun	blad/noun	toon/noun	o/noun	goud/noun	weet/verb	enigszins/adv	zand/noun	allemaal/adv	wanhoop/noun	doods/adj	glijd/verb	dreun/verb	bol/noun	beland/verb	nauwelijks/adv	te/adv	been/noun	gezoem/verb	vies/adj	grond/noun	rafelig/adj	zeker/adv	kom_neer/verb	deels/adv	veeleer/adv	prettig/adj	beuk/verb	den/adv	en/adv	autistisch/adj	klink/verb	bas_lijn/noun	aanhoudend/adj	bedoening/noun	keel/noun	indruk/noun	buiten/adv	wentel_af/verb	hol/adj	doorbraak/noun	bederf/verb	zwart/adj	beton_blok/noun	lijk/verb	auto/noun	geworden/adj	percussie/noun	uitgewoond/adj	punt/noun	smak/verb	stof/noun	veranderlijk/adj	schoot/noun	rinkel/adj	huid/noun	dan/adv	gruwel/noun	veroorzaakt/adj	zwart/noun	e/noun	nauw/adj	gestommel/verb	vlakte/noun	muziek/noun	zelfs/adv	Brit/noun	coupé/noun	hart/noun	plots/adj	ruw/adj	spring/verb	bewust/adj	stoffig/adj	gek/adj	begin/noun	verontwaardiging/noun	toe/adv	ver/adj	druif/noun	bijna/adv	echt/adj	2/noun	dauw/noun	droog/verb	kleur/noun	schot/noun	maak_schoon/verb	overdreven/adj	horde/noun	akelig/adj	vloer/noun	bont/noun	maal/noun	sluit_af/verb	enthousiasme/noun	soort/noun	tafel/noun	weinig/adj	15.30/noun	moedeloosheid/noun	licht/noun	gezicht/noun	tempo/noun	anti_climax/noun	loop_vast/verb	hoofd/noun	beeld/noun	ondersteund/adj	bril_glas/noun	weg_versperring/noun	sommig/adj	electronisch/adj	verword/verb	slapeloos/adj	soms/adv	verf/noun	Rus/noun	verontwaardigd/adj	laat/verb	krokus_vakantie/noun	tamelijk/adj	zit_op/verb	val/adj	plaat/noun	ondersteun/verb	pijn/noun	dicht/adj	kaal/adj	zeurderig/adj	blazoen/noun	tand/noun	spierwit/adj	nadruk/noun	gitaar/noun	neerslachtig/adj	wissel_af/verb	periode/noun	song/noun	onduidelijk/adj	ellende/noun	oog_lid/noun	pas/verb	herinner/verb	oog/noun	duur/adv	laag_DIM/noun	triomfantelijk/adj	ga_schuil/verb	voorstelling/noun	alleen/adv	vulpen/noun	slechts/adv	afgewisseld/adj	sport/noun	verdriet/noun	herhaling/noun	steevast/adj	paar/noun	nacht/noun	zoet/adj	heerlijk/adj	oud/adj	lig/verb	geel_groen/adj	talent/noun	donker/adj	opeens/adv	ratel/adj	klater/adj	hang/verb	krul/noun	er/adv	val_af/verb	storing/noun	ongekend/adj	kijker/noun	kunststof/noun	lethargie/noun	verte/noun	praat/verb	het/noun	gast/noun	drum/noun	knal/noun	hevig/adj	signaal/noun	dreun/adj	vergeet/verb	daar/adv	zucht/noun	even/adj	diep/adj	klop/noun	wat/adv	papier/noun	zwaar/adj	operatie/noun	acteur/noun	voortreffelijk/adj	trom/noun	daarna/adv	dreun/noun	geluid/noun	slag/noun	verwijt/verb	variant/noun	staart/noun	sta/verb	veelvuldig/adj	iets/adv	eindig/verb	nipt/adj	koper/noun	waarschuw/verb	gras/noun	storend/adj	verweerd/adj	veel/adj	illustreer/verb	blazer/noun	razernij/noun	glas/noun	kom_terecht/verb	voel/verb	helderheid/noun	net/adj	wit/adj	onzeker/adj	val/verb	gekweld/adj	rook/noun	recept/noun	avond/noun	gevolgd/adj	zwak/noun	waai_aan/verb	vuil/adj	weggebruiker/noun	voet/noun	schitter/verb	contrasteer/verb	ritme/noun	parel/noun	schoen/noun	troosteloos/adj	dikwijls/adj	verdrietig/adj	vals/adj	1998/noun	twintigjarige/adj	helder/adj	loutering/noun	besneeuwd/adj	overloop/noun	antwoord/noun	kant/noun	zege/noun	eerlijk/adj	dwaal/verb	soundtrack/noun	aanmoediging/noun	kijk/verb	loop_uit/verb	butler/noun	verkrampt/adj	auteur/noun	wen/verb	vloek/noun	berusting/noun	geweer_schot/noun	noem/verb	mag/verb	leer/noun	brok/noun	bloedserieus/adj	beteken/verb	roffel/verb	boor/verb	ontplof/adj	streep_DIM/noun	appel/noun	maart/noun	vreemd/adj	stil/adj	kras/noun	zend/verb	kleur/verb	last/noun	raak_kwijt/verb	wakker/adj	onverschillig/adj	zelfmedelijden/noun	oog_DIM/noun	cd/noun	vertolk/verb	almaar/adv	vlijmscherp/adj	neem_in/verb	shirt/noun	dring_door/verb	lees_voor/verb	spiegel/noun	tintel/adj	nergens/adv	volg/verb	vlak/adj	uittocht/noun	miserie/noun	bleek/adj	voorraad/noun	vermoeidheid/noun	ster/noun	lach/noun	min/adj	zang_stem/noun	overal/adv	lijden/noun	gelatenheid/noun	voortijdig/adj	weerklink/verb	geef/verb	sfeer/noun	trots/noun	akoestisch/adj	weer/adv	poging/noun	klik/noun	niets/noun	kas/noun	schilderij/noun	schaamte/noun	jas/noun	water/noun	slaap/noun	stijf/adj	seconde/noun	hoor/verb	op/adv	glazuur/noun	redding/noun	sla_om/verb	hond/noun	baas/noun	klank/noun	saai/adj
kort/adj	0.0	0.76670456	0.8121097	0.7133373	0.8389282	0.8434917	0.8805581	0.7300762	0.82284164	0.81485	0.8670869	0.84159267	0.756468	0.92561567	0.8821862	0.85844564	0.8972229	0.88648146	0.8628886	0.8211119	0.81949335	0.74481374	0.69144785	0.90727186	0.79011655	0.70285255	0.8128171	0.90769535	0.8687624	0.7370781	0.88998306	0.8384924	0.85286105	0.80910087	0.7742326	0.7132935	0.8010895	0.59102863	0.8104907	0.7490793	0.7912838	0.76224494	0.62201643	0.88271236	0.92205286	0.84045756	0.7717442	0.88747245	0.8685957	0.66380334	0.83522916	0.8719811	0.78135467	0.86928904	0.8311597	0.7405991	0.7874082	0.7466365	0.769459	0.8853177	0.8561722	0.94295925	0.8197794	0.8508977	0.6985066	0.7683704	0.8475528	0.7695364	0.83278275	0.9235292	0.8048389	0.848739	0.8247692	0.9094395	0.82770455	0.858864	0.8012592	0.9106895	0.8051295	0.8064006	0.8664087	0.7585383	0.77216774	0.77627933	0.78752714	0.73106533	0.8146944	0.8780695	0.7972187	0.9084023	0.80197877	0.78519297	0.8265785	0.84740937	0.8281961	0.68080854	0.7052481	0.7802002	0.74158454	0.86059606	0.75045615	0.63596845	0.90840924	0.7564981	0.7967006	0.7252035	0.8523421	0.801574	0.83719236	0.8854576	0.7517772	0.9366683	0.865895	0.69882894	0.8943939	0.8406737	0.724842	0.6539316	0.8410511	0.87034786	0.9077909	0.8911083	0.57467926	0.8402903	0.79806024	0.89931273	0.8567788	0.7837558	0.80131197	0.5625833	0.7867552	0.8901094	0.89278334	0.77617025	0.72483337	0.8181802	0.836318	0.85711896	0.8052902	0.7565274	0.79770386	0.85273975	0.94050187	0.8168563	0.7619553	0.81318647	0.85664535	0.8103837	0.7188406	0.85846406	0.70154727	0.83514977	0.8461838	0.75362664	0.71902496	0.8541225	0.77510923	0.7907634	0.77926546	0.8941319	0.87448674	0.8509747	0.8533838	0.8473259	0.9015478	0.8719634	0.716498	0.8899897	0.72807527	0.84387994	0.8141978	0.8740519	0.80013496	0.8232862	0.78720546	0.90771806	0.78016067	0.946629	0.91881466	0.64411306	0.8564957	0.7973936	0.8528224	0.765272	0.8218104	0.9190485	0.90725505	0.8830796	0.78954136	0.8760799	0.84566784	0.83786505	0.7358154	0.8093921	0.9103999	0.7759945	0.69702244	0.77531195	0.852764	0.9053831	0.78580207	0.7429287	0.77650183	0.85444224	0.70871145	0.8670788	0.7348994	0.7231778	0.86559415	0.80819213	0.7735522	0.80193156	0.88298374	0.825068	0.7348583	0.82364583	0.8698608	0.82916415	0.8498639	0.93289894	0.8556979	0.7713121	0.6588354	0.8461462	0.85485005	0.7827773	0.82309395	0.8338275	0.7310561	0.8075944	0.78505504	0.8599153	0.876279	0.7782076	0.80324835	0.8026587	0.82260394	0.8545561	0.8125798	0.6975494	0.72298306	0.85117483	0.8529494	0.6968465	0.72741616	0.83274055	0.8520968	0.9183351	0.7897693	0.7965386	0.8507415	0.78712213	0.6225172	0.8206848	0.8948878	0.8059458	0.8349112	0.90963197	0.77962005	0.853624	0.7951351	0.79321724	0.87090605	0.80543256	0.7875565	0.68085074	0.8134992	0.85692954	0.7606094	0.70878816	0.7520499	0.75343806	0.8237398	0.7461388	0.73030335	0.7463988	0.83517027	0.86223257	0.8206248	0.8129146	0.7872203	0.72278845	0.8805108	0.76160884	0.8227855	0.83014524	0.7927335	0.7682077	0.914039	0.79839015	0.68115115	0.86703026	0.8306818	0.802115	0.63712955	0.6769111	0.7792313	0.7301991	0.6945277	0.7485311	0.8309862	0.8529852	0.85490316	0.619262	0.7154341	0.80492157	0.7846319	0.8005504	0.7076633	0.8130479	0.8670685	0.81718385	0.77692556	0.7768495	0.805108	0.8331413	0.7617969	0.91323614	0.9155366	0.8058576	0.82456404	0.7131903	0.72254014	0.85910684	0.8879553	0.85936403	0.8248322	0.8317447	0.772522	0.7654142	0.8998721	0.75368637	0.7990395	0.74182296	0.8704059	0.7992356	0.8133701	0.86084145	0.84473157	0.7697034	0.73747784	0.8583335	0.89213836	0.7401002	0.7293884	0.822111	0.76491404	0.7241924	0.8114147	0.87285733	0.88723713	0.87539196	0.7724588	0.78213334	0.8552311	0.75011635	0.82317907	0.78937984	0.9160124	0.74519277	0.8709353	0.8329897	0.83232355	0.72135806	0.65774405	0.80642605	0.87362194	0.8499799	0.82672775	0.7589873	0.776186	0.7517789	0.87031406	0.8866978	0.7904191	0.93013096	0.7287339	0.7962145	0.7824154	0.7901425	0.79077005	0.714622	0.81118584	0.7359884	0.90069985	0.87152463	0.87388706	0.89863455	0.7303961	0.8968038	0.8440168	0.9173465	0.76931185	0.7773795	0.93390536	0.87788844	0.82877696	0.8758787	0.849771	0.86876965	0.856436	0.86787546	0.7386927	0.85858655	0.87908417	0.83150953	0.8522739	0.87122154	0.9155568	0.8464521	0.71663356	0.7559913	0.8966365	0.92390454	0.86316717	0.8547183	0.89462477	0.6802027	0.8953584	0.8797287	0.791646	0.82966995	0.87580025	0.8747206	0.71687114	0.7850313	0.8302266	0.84043866	0.8286416	0.8987114	0.76622105	0.796929	0.872491	0.79263186	0.811501	0.869066	0.7563374	0.86091745	0.75850683	0.80410075	0.8357439	0.7854659	0.7337035	0.72536945	0.9270269	0.86562216	0.7049459	0.85763425	0.7941904	0.8256344	0.7941567	0.71893203	0.85689193	0.7347643	0.89972365	0.86412656	0.846313	0.78537214	0.8601382	0.8545489	0.871233	0.8004767	0.78683275	0.9164978	0.7999165	0.94107854	0.8674599	0.87188625	0.8289522	0.71638423	0.8459754	0.768674	0.7352333	0.79469866	0.7813778	0.88018525	0.92774755	0.86768126	0.878614	0.82624334	0.9403263	0.70638794	0.73742276
begeleid/adj	0.76670456	0.0	0.9018825	0.7911335	0.7199202	0.85893476	0.8696765	0.8526795	0.82290244	0.80898273	0.8896125	0.8419868	0.8783287	0.8236405	0.8136659	0.76114553	0.8423017	0.9153259	0.87079114	0.88083225	0.82168734	0.85516644	0.8061713	0.9325913	0.8760358	0.79511726	0.87607074	0.704107	0.6346266	0.69421643	0.93367577	0.8597778	0.8681301	0.80831283	0.8033042	0.75261503	0.7865277	0.5615185	0.72410476	0.78482085	0.8510947	0.70129097	0.66256	0.84751344	0.8653469	0.77921784	0.84565467	0.7797942	0.8625972	0.84049433	0.88148963	0.86172414	0.7514949	0.8961942	0.9128242	0.8016159	0.7734712	0.8047712	0.7694588	0.84843755	0.8102095	0.936175	0.6930748	0.91641337	0.8572058	0.8795155	0.7400032	0.82578135	0.7762386	0.8783034	0.8812804	0.9090315	0.8668429	0.88881516	0.74786603	0.8141415	0.80285966	0.8413284	0.79157645	0.54714954	0.8193296	0.75281245	0.8144043	0.82794976	0.70258576	0.71503806	0.77215743	0.870949	0.87406766	0.95388335	0.794609	0.8030658	0.30182582	0.8307009	0.8402475	0.7550701	0.83904916	0.7487357	0.7109244	0.8765749	0.60895854	0.74169505	0.79973626	0.700994	0.73059213	0.84953475	0.81963444	0.8773744	0.39955628	0.889835	0.8123721	0.8424159	0.75325245	0.8505001	0.8685519	0.9234473	0.9003736	0.7893261	0.79928553	0.83247554	0.9190167	0.8059207	0.6209317	0.86023724	0.7889252	0.85215163	0.8695315	0.78330183	0.71157074	0.7899649	0.7902988	0.8449087	0.89974934	0.84375966	0.6571087	0.8377058	0.8835706	0.89652574	0.80273116	0.55289054	0.8226818	0.884929	0.9819912	0.8503271	0.8387464	0.8831589	0.8441562	0.749962	0.6740303	0.72825134	0.7459355	0.9109522	0.82500863	0.8778953	0.850821	0.7069086	0.8186886	0.8605087	0.7757465	0.88863534	0.86209077	0.87922317	0.72259533	0.8356375	0.7265168	0.906359	0.67746735	0.8783821	0.4305548	0.5211921	0.87040764	0.84227145	0.7686385	0.84623206	0.85634816	0.8953777	0.66093016	0.8826489	0.87012744	0.7814706	0.8720018	0.8455121	0.8372166	0.7441164	0.3786456	0.85356647	0.9531328	0.8924291	0.8091324	0.8819246	0.7880617	0.60777897	0.84632003	0.90493375	0.8936448	0.84891915	0.8188805	0.7807201	0.8994031	0.86890495	0.82983965	0.46767193	0.7271036	0.87135965	0.83446926	0.85480976	0.7677522	0.6603088	0.79067457	0.82413805	0.8465477	0.77086836	0.9026255	0.86388993	0.6332028	0.9094902	0.9018611	0.78099275	0.8344363	0.85677445	0.91741085	0.8570674	0.75214607	0.8517135	0.8631983	0.8337382	0.83398604	0.7297936	0.75685793	0.8556056	0.8371153	0.9106057	0.85785437	0.7776681	0.8958611	0.89226514	0.8466106	0.907266	0.7401054	0.8480718	0.6992613	0.93080807	0.8856182	0.81328005	0.6645761	0.42387617	0.889737	0.88672364	0.8739419	0.36996448	0.7014052	0.9304352	0.6171321	0.8616252	0.8846615	0.8126659	0.8661596	0.93021387	0.748129	0.8641876	0.78995883	0.5428885	0.58166444	0.903324	0.871851	0.6477068	0.792771	0.89577127	0.8249039	0.91077274	0.6411827	0.27213436	0.8788381	0.59806967	0.90814507	0.48009658	0.915788	0.8839581	0.85664815	0.72280204	0.71296585	0.8025235	0.9029166	0.81437933	0.7871381	0.8113558	0.6617304	0.6860929	0.8190975	0.7638994	0.7120547	0.94395834	0.89090735	0.790202	0.66315246	0.7471713	0.7867743	0.755455	0.5968877	0.7431642	0.90040696	0.88819814	0.8456638	0.6699804	0.76228523	0.54815966	0.56344444	0.8242659	0.8802987	0.89601946	0.8973904	0.823796	0.8207091	0.84077054	0.86298513	0.88283175	0.6946578	0.8090517	0.97430724	0.810891	0.41338038	0.8107109	0.83086854	0.7180933	0.5483196	0.9189276	0.80991256	0.7903914	0.7960293	0.76936984	0.87318194	0.7605432	0.77856785	0.8458083	0.9377695	0.7553917	0.5638575	0.64548206	0.81708056	0.71613663	0.44443053	0.86477274	0.94509876	0.7737876	0.82632864	0.8757728	0.73679477	0.7949569	0.88334286	0.8722379	0.6384707	0.8694835	0.86471725	0.69293344	0.8699781	0.85755754	0.79826665	0.3861367	0.89485645	0.7346192	0.88483834	0.93561316	0.697436	0.828248	0.7657734	0.9258938	0.8729961	0.7392844	0.86746186	0.824792	0.727059	0.73323464	0.91086864	0.8399213	0.81680465	0.91570234	0.85721886	0.8207716	0.7516984	0.362499	0.8546932	0.8410287	0.8836016	0.85462856	0.88399696	0.80459327	0.9261171	0.88449305	0.6086991	0.9362252	0.85173947	0.8883163	0.870719	0.8617962	0.9189964	0.8940694	0.8127253	0.5588574	0.81086075	0.8514041	0.8950084	0.80148387	0.8440322	0.8371258	0.78796124	0.7902789	0.8623844	0.8151375	0.94887924	0.9410078	0.8186408	0.79516625	0.81486917	0.9091406	0.7047024	0.74869287	0.80999273	0.7515845	0.8443756	0.922832	0.75343704	0.721715	0.87831306	0.8339259	0.80575967	0.85111105	0.8428297	0.8010298	0.8656782	0.8702216	0.91418844	0.52310216	0.7030307	0.7200495	0.75730383	0.8776059	0.85896313	0.7945308	0.71621245	0.8544074	0.7319751	0.8102065	0.7715674	0.81912273	0.90386224	0.93408513	0.8478059	0.87195647	0.8895265	0.7994294	0.69757766	0.8780786	0.67133594	0.7313712	0.91451836	0.8993177	0.93862695	0.502288	0.89361733	0.70558155	0.9155862	0.3566841	0.80732346	0.94981045	0.71485126	0.9239541	0.88898575	0.8703826	0.92053676	0.80921125	0.81488943	0.8070204	0.89218676	0.8648952	0.5277815	0.8538384	0.91492707	0.9112676	0.85953677	0.89348716	0.86229146	0.36799693	0.81939876
ontbloot/verb	0.8121097	0.9018825	0.0	0.9069692	0.7860205	0.9291837	0.85665923	0.8190576	0.7982216	0.8027523	0.8319705	0.9544399	0.83500236	0.8554998	0.9497267	0.8173486	0.92614067	0.8577809	0.86281705	0.8285141	0.86846036	0.9026691	0.7217564	0.8290931	0.83796453	0.7009311	0.81727713	0.8871951	0.89511156	0.7777693	0.9032959	0.80736136	0.8796174	0.93362516	0.82348275	0.77053297	0.90464765	0.7480197	0.8007877	0.71739686	0.8199835	0.8398328	0.7969541	0.8605615	0.84565306	0.811515	0.7600559	0.8452567	0.8356722	0.65328825	0.88911384	0.8381189	0.9063461	0.8315814	0.84676194	0.7687289	0.89208305	0.8196728	0.8521205	0.8281709	0.7647178	0.86646414	0.86863476	0.8529718	0.70312786	0.7682214	0.8203647	0.7792139	0.8341619	0.8608944	0.8184626	0.8826954	0.79005754	0.77849555	0.88063985	0.863326	0.73573923	0.8582742	0.87242067	0.9142297	0.806894	0.8977357	0.7847085	0.8923991	0.9064281	0.7954098	0.834231	0.9248826	0.756791	0.8765396	0.8108288	0.7683809	0.9165787	0.6845506	0.93674535	0.83988726	0.772493	0.9053602	0.76738644	0.8308786	0.8831389	0.69772303	0.86954355	0.83329386	0.8332156	0.80567116	0.86533225	0.78425837	0.8681331	0.82918906	0.9243824	0.85621893	0.8823731	0.8427349	0.9502759	0.8553189	0.881665	0.87807304	0.89447385	0.77697086	0.89906603	0.90333253	0.71459603	0.85789275	0.870128	0.8309122	0.85492975	0.8689836	0.8161919	0.81131446	0.82537454	0.86641693	0.8924355	0.8439406	0.8115449	0.8097702	0.70007503	0.7637533	0.8022761	0.92084324	0.8797703	0.7444659	0.9578539	0.8418132	0.73644924	0.90813315	0.85061693	0.8036425	0.7247761	0.85501826	0.8146193	0.86190295	0.8061273	0.809906	0.68729687	0.8669746	0.78020245	0.7306242	0.78365535	0.9129442	0.90212935	0.90278834	0.9293617	0.8363293	0.8624936	0.89910036	0.78040457	0.8618755	0.8813159	0.9084858	0.84238076	0.86598563	0.82844996	0.8390873	0.7780631	0.864953	0.816166	0.93351024	0.8329209	0.6401049	0.8751389	0.77291036	0.9271354	0.82028365	0.92075443	0.8131492	0.96827066	0.80548185	0.7805315	0.8365736	0.8345002	0.78704613	0.6090766	0.90335375	0.80757	0.8408992	0.731055	0.90116566	0.9325809	0.83448714	0.8958253	0.9210904	0.8344058	0.8933537	0.8117494	0.9082562	0.83816004	0.82481813	0.807945	0.8754418	0.78155947	0.8984869	0.94760215	0.8472039	0.7407482	0.92941463	0.8306042	0.88173705	0.85362774	0.961179	0.6797114	0.7942777	0.73951256	0.90027124	0.8135455	0.8503787	0.90476966	0.8243515	0.8469008	0.79572994	0.82374763	0.9676561	0.9023226	0.9036153	0.8830117	0.90368545	0.9274159	0.8829107	0.7992158	0.70330906	0.92237806	0.88481194	0.8792565	0.75867236	0.84316975	0.8752648	0.7731026	0.8407926	0.7719847	0.9194483	0.8170433	0.86605287	0.7708046	0.8202947	0.8841173	0.8639829	0.78414524	0.8459448	0.83874893	0.89968693	0.7426983	0.89314455	0.946029	0.79463863	0.75222385	0.7817201	0.8354304	0.8972727	0.60027254	0.6859045	0.94561094	0.9094435	0.86228293	0.8414381	0.91505367	0.88427156	0.8230817	0.8740346	0.6365331	0.8535528	0.8830773	0.6838614	0.9175817	0.7018915	0.8146802	0.70799017	0.93977964	0.79664004	0.8873876	0.8176214	0.7976134	0.8675483	0.85083103	0.8926355	0.8357562	0.84444493	0.9026733	0.7939358	0.82120496	0.8814371	0.8495684	0.7767935	0.92059016	0.7199154	0.73381066	0.8726279	0.87263834	0.79239804	0.60591817	0.8580192	0.8594448	0.87934285	0.89406496	0.80703986	0.77574503	0.8336385	0.85712993	0.84863865	0.8837626	0.8822014	0.89845705	0.87098545	0.9016101	0.90917766	0.8951997	0.8527625	0.86530614	0.91684955	0.7846728	0.8317789	0.83132684	0.7675582	0.88092935	0.86585975	0.8620792	0.85089886	0.8906803	0.90370786	0.8977477	0.8415367	0.85314846	0.82239646	0.91252303	0.7244795	0.6682371	0.7569698	0.79845417	0.8166739	0.9268532	0.9036944	0.8607536	0.8525812	0.7536325	0.816005	0.81355953	0.8616173	0.86860925	0.89594734	0.92609733	0.80043733	0.8717998	0.7704731	0.8897991	0.8530636	0.67001355	0.72332835	0.8449724	0.8304279	0.8640888	0.8955313	0.8889928	0.8668002	0.90490526	0.8488561	0.8432994	0.88500416	0.7452179	0.72922605	0.79766333	0.91127264	0.7438834	0.83772355	0.8795047	0.84214103	0.834528	0.72272164	0.95519334	0.85245323	0.84170085	0.8389094	0.7841091	0.83279806	0.9468624	0.8619056	0.93937165	0.8379678	0.7710202	0.93401235	0.7999303	0.8027545	0.9092153	0.72221375	0.73258287	0.83976823	0.84474814	0.8405387	0.842089	0.8602164	0.8897769	0.8318343	0.7157918	0.87273145	0.7603686	0.9474495	0.81329036	0.75174	0.8487303	0.7608359	0.81169426	0.9589282	0.8486296	0.8330786	0.8465922	0.8513941	0.71689385	0.8192736	0.75943255	0.8585882	0.7994827	0.7973177	0.7975394	0.9235082	0.88631165	0.8615781	0.7841097	0.91505945	0.76004815	0.80767643	0.8532258	0.7805443	0.78108084	0.8015267	0.91073674	0.8230562	0.86604846	0.8767451	0.6274418	0.8792305	0.78441846	0.83840585	0.8060306	0.8849694	0.88916814	0.8239503	0.92586035	0.8902152	0.86831206	0.8727317	0.91948795	0.91111714	0.7908983	0.88208455	0.7980412	0.9212793	0.8072859	0.9295091	0.7494916	0.8757872	0.7338894	0.7108371	0.8241784	0.8307449	0.73240036	0.83560777	0.8728595	0.89064926	0.6901659	0.8948729	0.86129147	0.8492194	0.9325262	0.9095127	0.8346013
