	2003/noun	Gelders/adj	Pakistaans/adj	Turks/adj	aanblik/noun	aangeschaft/adj	actrice/noun	afloop/noun	alleszins/adv	alom/adv	alweer/adv	analist/noun	auteur/noun	begin/noun	begin/verb	beken/verb	belofte/noun	ben/verb	besluit/verb	beteken/verb	betoon/verb	bevolking/noun	bewoording/noun	bezegel/verb	bied/verb	bijzonder/adj	blijf/verb	blik/noun	blik/verb	blik_vooruit/verb	boek/noun	boodschap/noun	brief/noun	buitengewoon/adj	buurtbewoner/noun	cd/noun	coach/noun	cohabitation/noun	competitie_start/noun	constatering/noun	crediteur/noun	dag/noun	dan/adv	dansbare/adj	denk/verb	dichter/noun	diep/adj	direct/adj	dj/noun	dorp_DIM/noun	draai/verb	droef/adj	duizenden/noun	durf/verb	dus/adv	echt/adj	einde/noun	er/adv	erg/adj	even/adj	extreem-rechts/adj	felicitatie/noun	film/noun	firma/noun	fluister/verb	gegeven/noun	gelijkspel/noun	geluid/noun	generatie/noun	gericht/adj	geschiedenis/noun	gestemd/adj	geval/noun	gisteravond/adv	gisteren/adv	gloor/verb	glorieus/adj	hacker/noun	hedendaags/adj	herdershond/noun	het/noun	iets/adv	indicator/noun	ingewijd/adj	integratie/noun	jas_DIM/noun	jong/adj	kansloos/adj	kant/noun	keer/verb	kijk/verb	kijk_aan/verb	kijk_op/verb	kijk_uit/verb	kind_DIM/noun	klim/verb	klink/verb	kom/adj	kondig_aan/verb	kort/adj	kwalificatie_reeks/noun	kwartaal/noun	kwetsbaar/adj	laat_af/adj	laat_uit/verb	liberalisering/noun	lied_DIM/noun	liefde_verhaal/noun	lijk/verb	luchtig/adj	luid/verb	maak_plaats/verb	macro_economisch/adj	mag/verb	markt/noun	mevrouw/noun	minder/adj	moedig/adj	mond/noun	natie/noun	niettemin/adv	nieuw/adj	noem/verb	nog/adv	ondertitel/noun	onderuit/adv	ontwikkeling/noun	ontzettend/adj	ook/adv	opgewekt/adj	oplossing/noun	opnieuw/adv	opper/verb	oppositie/noun	optimistisch/adj	ouder/noun	overigens/adv	overwinnaar/noun	perspectief/noun	plak_boek/noun	plus/noun	poseer/verb	positief/adj	project/noun	promotie/noun	raad/verb	reageer/verb	reddeloos/adj	regisseur/noun	rots/noun	sarcastisch/adj	schrijf/verb	signaal/noun	spierwit/adj	spreek/verb	steeds/adv	stem/verb	stem_voor/verb	sterf/verb	stilaan/adv	strohalm/noun	stroom/noun	student/noun	tegelijk/adj	teken/noun	tekenend/adj	telefoontje/noun	tendens/noun	teneur/noun	tik_weg/verb	titelstrijd/noun	toch/adv	toegang_kaart/noun	toekomst/noun	toneel/noun	toon/verb	trip/noun	twee/noun	veel/noun	veelbelovend/adj	verandering/noun	verklaring/noun	verkondig/verb	vermager/verb	vertrouwen/noun	vertwijfeld/adj	verwacht/verb	verwachting/noun	vlak/noun	volg/adj	vooraf/adv	voorbeeld/noun	vrede/noun	vrolijk/adj	waarschuw/verb	wacht/verb	wanhoop/noun	week/noun	weekeinde/noun	weer/adv	weinig/adj	wel/adv	wending/noun	zeer/adv	zeg/verb	zege/noun	zie/verb	zie_tegemoet/verb	zie_uit/verb	ziekte/noun	zo/adv	zomermaand/noun
2003/noun	0.0	0.94731593	0.9324816	0.9400271	0.9823914	0.9452584	0.9641908	0.8880587	0.75791067	0.8466343	0.74328434	0.5059267	0.9389307	0.5356504	0.6851021	0.9574413	0.67243516	0.839346	0.81619793	0.77332383	0.94099325	0.84019256	0.9265019	0.886159	0.8962488	0.8879967	0.81635743	0.9195437	0.92760193	0.7081592	0.951589	0.9036605	0.9408397	0.8524847	0.931428	0.9523033	0.83817405	0.8233948	0.77491426	0.9371496	0.8350429	0.86148614	0.87806475	0.97265553	0.914419	0.9270216	0.8981776	0.84621596	0.9352713	0.9848036	0.85803616	0.93439794	0.88204503	0.87816334	0.8119553	0.9383501	0.60595524	0.80827475	0.9080644	0.84635425	0.8786907	0.93827707	0.90857553	0.9791295	0.9635891	0.88663477	0.7788057	0.894446	0.839684	0.89482254	0.9648191	0.8049059	0.8536849	0.82204634	0.81589764	0.7969075	0.84030855	0.9879569	0.93967605	0.9709577	0.97638917	0.6601323	0.7386096	0.85611475	0.82876384	0.9715043	0.8938782	0.8326743	0.9202379	0.8575134	0.9455039	0.92578167	0.93799186	0.8092508	0.9108515	0.7893004	0.88257396	0.56447643	0.70016253	0.9320218	0.7100731	0.39930177	0.93817294	0.94323224	0.8611428	0.70855355	0.91325575	0.91113085	0.8384939	0.9434426	0.8920637	0.8971383	0.7451242	0.8526898	0.5677924	0.9397454	0.7168847	0.9436438	0.92083627	0.96037585	0.6604167	0.7779639	0.87378126	0.8571347	0.9552383	0.84035033	0.7026589	0.9359841	0.8666469	0.8393053	0.88929564	0.7417903	0.9454822	0.8985296	0.694125	0.9254767	0.69990337	0.91650313	0.8523096	0.97407556	0.79506314	0.988411	0.70100486	0.7894887	0.89376545	0.9511705	0.8717291	0.93892914	0.95868003	0.98444676	0.9285862	0.95842284	0.82085055	0.98947793	0.9015778	0.8101737	0.8343244	0.84856784	0.9906047	0.72838247	0.94980603	0.8181014	0.83318347	0.8870789	0.7654301	0.9672868	0.8861868	0.7497262	0.9097264	0.9845104	0.64556426	0.7891741	0.9731929	0.75699663	0.8738407	0.8721262	0.92574245	0.9067524	0.7830869	0.715671	0.71654665	0.9521942	0.94172364	0.8930732	0.80715054	0.98178625	0.6505828	0.5815109	0.7980696	0.50547135	0.79357237	0.9218744	0.9239006	0.88946915	0.8438026	0.83325154	0.9218095	0.69723886	0.7085836	0.8132347	0.8480232	0.92228174	0.8443406	0.8747015	0.9302017	0.8424029	0.8053784	0.775769	0.8866676	0.9530165	0.9212835	0.80739737
Gelders/adj	0.94731593	0.0	0.78138185	0.8535842	0.7583653	0.9810685	0.9624825	0.87773675	0.94081634	0.87413085	0.92313987	0.8802927	0.8360222	0.8765999	0.9533519	0.6872106	0.9569259	0.9592628	0.7928411	0.98095274	0.9472003	0.85899216	0.7344828	0.74957	0.84944856	0.9104804	0.9885848	0.9447906	0.9100188	0.9540163	0.95155716	0.95661837	0.8681824	0.73316205	0.805117	0.9878789	0.84575236	0.87610185	0.94397223	0.9633051	0.9273447	0.94508576	0.9686481	0.9291412	0.98956037	0.91094905	0.9446698	0.939758	0.9854732	0.5066181	0.9801385	0.9532466	0.85368085	0.8039266	0.9369054	0.93774474	0.8529297	0.9599256	0.93286675	0.88403136	0.8471135	0.9531543	0.9645748	0.97485644	0.97273654	0.94784147	0.943321	0.9304591	0.91310555	0.9551148	0.8591796	0.9307926	0.9641966	0.70053697	0.6457799	0.92229414	0.91112584	0.8106004	0.80447316	0.81301403	0.96756756	0.8646281	0.95693904	0.8586264	0.94024706	0.87109566	0.9352088	0.9220764	0.8610427	0.94430906	0.97359115	0.9515717	0.8353077	0.9584315	0.94443095	0.9756521	0.950195	0.8723036	0.7795744	0.9512885	0.9614756	0.90894	0.9333709	0.92016256	0.8179289	0.9323657	0.96952266	0.8917704	0.8658446	0.9009694	0.9310671	0.94631046	0.8973638	0.98375326	0.96019983	0.90999424	0.9804514	0.8534113	0.9672383	0.9798167	0.827515	0.9026525	0.9158642	0.8988003	0.9107135	0.88805395	0.8907661	0.9442127	0.9008531	0.9108057	0.8793667	0.8724315	0.7065209	0.87592256	0.84790486	0.9040511	0.8773995	0.9520812	0.8300864	0.9435728	0.9438945	0.88333094	0.8983104	0.9447778	0.9435434	0.990469	0.910303	0.97476107	0.9297816	0.7491634	0.85104436	0.9460646	0.9533125	0.951673	0.93338525	0.96900195	0.9634631	0.983211	0.9253878	0.9392628	0.89107513	0.9043662	0.8810001	0.834307	0.9617937	0.90358245	0.8271238	0.9209469	0.9178516	0.94411665	0.9168564	0.9276236	0.96307504	0.91120833	0.93693763	0.84760594	0.921195	0.9465736	0.94475543	0.83999115	0.8778032	0.8197059	0.9671591	0.9311902	0.9894251	0.8770131	0.9520718	0.9224938	0.921812	0.9118118	0.8722113	0.9155185	0.8382504	0.88769674	0.89077115	0.9799372	0.9646692	0.8505867	0.71448725	0.9081462	0.8745445	0.8886526	0.8149067	0.9089922	0.9319036	0.8821243	0.91542685	0.9629505	0.95202607	0.93375325	0.88510835	0.8940145
Pakistaans/adj	0.9324816	0.78138185	0.0	0.49758178	0.8193882	0.93299913	0.81236374	0.84405255	0.9335029	0.85610574	0.8970324	0.81424224	0.7936738	0.84523237	0.87190896	0.6925932	0.72605956	0.96342033	0.810585	0.9781699	0.85670185	0.6572019	0.70702386	0.73189497	0.92928296	0.86757416	0.85030454	0.9494742	0.78394705	0.8590776	0.9049918	0.90102583	0.7750175	0.83505464	0.7960038	0.9443644	0.8018949	0.9036454	0.9276987	0.8919779	0.8592324	0.8066877	0.9782492	0.97958034	0.9572691	0.9091112	0.91356033	0.78244853	0.9751689	0.8945303	0.91970253	0.87264085	0.65063024	0.81644666	0.9728793	0.9461958	0.81121427	0.94360346	0.93214935	0.9659483	0.82562727	0.8400519	0.9323462	0.79449224	0.95893484	0.95605445	0.92801714	0.9055938	0.8894402	0.9054707	0.7167551	0.90127903	0.9827526	0.6545669	0.5207681	0.8613985	0.8208885	0.87204635	0.8803429	0.8986358	0.9549207	0.88664216	0.9328001	0.87917954	0.84244156	0.9490733	0.8449943	0.8480781	0.83782345	0.7292565	0.97216666	0.96668816	0.8755799	0.84565854	0.9169724	0.9262839	0.9243745	0.8619177	0.7133849	0.9071965	0.8761961	0.9241079	0.9020865	0.8670453	0.84106547	0.9471201	0.95353526	0.8717256	0.83894026	0.9085271	0.92146754	0.97430366	0.92944694	0.9531599	0.94092053	0.8357633	0.8769533	0.776018	0.93501204	0.7392156	0.80197585	0.9421911	0.7944752	0.9114818	0.9322495	0.8057587	0.8829143	0.9200631	0.9352331	0.88933265	0.9780258	0.7862967	0.75781107	0.7103247	0.86329174	0.87203956	0.9001636	0.7350205	0.9281399	0.981004	0.9418701	0.8969009	0.8742675	0.97075063	0.9860065	0.96162623	0.75083137	0.8774705	0.9023499	0.85457265	0.9170351	0.89564055	0.8576435	0.9722608	0.7291069	0.89335304	0.91143453	0.9200071	0.8331091	0.9289491	0.7669887	0.9109422	0.82673335	0.77415806	0.9526799	0.9141439	0.777972	0.89351034	0.88380176	0.9272117	0.8236125	0.9526543	0.8553979	0.8857284	0.9021297	0.84168833	0.95121306	0.9804958	0.9576013	0.8853726	0.91089237	0.75280136	0.85398483	0.97220266	0.9047348	0.878534	0.8750108	0.8587173	0.976101	0.90075934	0.79626906	0.85810393	0.78103924	0.95670736	0.6377275	0.8761644	0.9441042	0.83963436	0.7045604	0.8541019	0.82543635	0.93995327	0.7970085	0.8538665	0.7724271	0.79246	0.9453902	0.848246	0.9603852	0.8512835	0.84196144	0.9371675
Turks/adj	0.9400271	0.8535842	0.49758178	0.0	0.8697926	0.9933296	0.81652576	0.9026647	0.9002667	0.88173115	0.8699353	0.89940673	0.766533	0.93930787	0.90290487	0.827781	0.8732622	0.9154047	0.80354255	0.8836256	0.855901	0.5583271	0.8180851	0.7955322	0.87821686	0.9182548	0.9669616	0.9159094	0.844283	0.9514582	0.87800616	0.8135594	0.7994376	0.91862404	0.8041425	0.87911725	0.8619198	0.93228036	0.94157565	0.8421109	0.9322618	0.8638999	0.923621	0.898475	0.9560301	0.74583244	0.8623527	0.8107039	0.8105988	0.85639864	0.8595476	0.8652823	0.73246765	0.91623896	0.9134561	0.95028245	0.92091644	0.95988727	0.9347364	0.9514601	0.6587218	0.82463896	0.876187	0.9150637	0.96137214	0.95478046	0.9778129	0.8373522	0.70016056	0.77028877	0.70116115	0.84488356	0.94113874	0.75736403	0.6929221	0.8968098	0.80132747	0.88881105	0.72269803	0.8394407	0.986884	0.95110995	0.9214819	0.8806406	0.69506705	0.9487609	0.6705183	0.9112917	0.90937823	0.8070294	0.9558357	0.9007689	0.8336423	0.96032435	0.751055	0.96164703	0.91914845	0.9274343	0.7978005	0.8787972	0.973624	0.9910979	0.9014963	0.93858194	0.7991458	0.83951205	0.9223965	0.86412275	0.9106996	0.86989486	0.90701836	0.8554461	0.945704	0.863033	0.8629575	0.9027844	0.88448423	0.88584775	0.92981744	0.61948633	0.8098137	0.9071622	0.8011992	0.92691755	0.82617927	0.9004561	0.84130716	0.93817276	0.9108879	0.9162247	0.93750685	0.8788294	0.8488982	0.6869689	0.902388	0.6210193	0.872234	0.7308431	0.90011394	0.94347554	0.96794575	0.9049851	0.9071558	0.8663557	0.87047607	0.91929185	0.8170673	0.7990618	0.7967036	0.8671835	0.9554293	0.8618506	0.8778178	0.95133376	0.76751864	0.86157334	0.7646015	0.6833403	0.7847363	0.90336925	0.7685529	0.93649906	0.6193001	0.88168514	0.8532182	0.8843152	0.86330116	0.73809624	0.93305093	0.9725004	0.9486868	0.891641	0.592165	0.8819375	0.9176049	0.86403984	0.969446	0.9203407	0.9634751	0.8605082	0.866275	0.86734027	0.8294648	0.97526	0.9151478	0.81852853	0.9113621	0.8963665	0.91672957	0.93791723	0.89524084	0.76996005	0.8195282	0.8943025	0.660147	0.9369742	0.88275737	0.9243581	0.8370552	0.94663393	0.87293255	0.9611356	0.8750256	0.86641264	0.87472665	0.8743403	0.9000404	0.9455868	0.9356023	0.9353589	0.92781544	0.92502475
aanblik/noun	0.9823914	0.7583653	0.8193882	0.8697926	0.0	0.9418332	0.8685308	0.83802366	0.828052	0.8154532	0.83345443	0.91115403	0.8708501	0.9304774	0.88386333	0.87144524	0.96904004	0.8021477	0.94114745	0.93880713	0.83950675	0.8348855	0.77000046	0.86652416	0.8121358	0.7402171	0.82637	0.6016488	0.7929176	0.8569795	0.8321846	0.8575549	0.9452381	0.6553228	0.8950591	0.8130076	0.9250619	0.895947	0.9136335	0.6638065	0.76271623	0.7856898	0.90084416	0.79455644	0.9427096	0.8642202	0.76595384	0.8955798	0.9523179	0.83394295	0.94602287	0.5520491	0.7873738	0.8038528	0.8497188	0.8058256	0.84171766	0.85149443	0.7265829	0.81226563	0.95066464	0.9615086	0.7909398	0.94673735	0.7417257	0.9205513	0.8549035	0.627391	0.939252	0.8949777	0.7461299	0.7797425	0.83367234	0.8875358	0.8954901	0.79851234	0.81333435	0.8062636	0.8366452	0.9101126	0.7671283	0.78399104	0.95353645	0.9168467	0.8779563	0.7838387	0.8168013	0.8554675	0.7548966	0.87229437	0.7103925	0.76064086	0.8247676	0.82325226	0.6735289	0.93872625	0.57253826	0.9583652	0.8687429	0.8326479	0.9765575	0.97565466	0.7423061	0.88448864	0.89456415	0.9474052	0.61401075	0.77606374	0.8018563	0.676345	0.97062933	0.69790053	0.9310139	0.9159467	0.9296621	0.78350455	0.768482	0.65475214	0.7658957	0.86497086	0.7464167	0.92912513	0.90275353	0.86605066	0.9153007	0.8070941	0.8971591	0.74144936	0.8487506	0.61666036	0.69812405	0.9280953	0.928996	0.8267341	0.74948835	0.82064503	0.8698661	0.85323	0.7317434	0.97904	0.945262	0.7897996	0.8414571	0.9026791	0.85500884	0.95748436	0.8477752	0.9314124	0.80657864	0.6818135	0.8164092	0.8872477	0.8803201	0.7538243	0.81924516	0.8767587	0.65003645	0.8652264	0.7605698	0.8593032	0.80765486	0.69607574	0.8278372	0.54743546	0.90459913	0.8961265	0.88895965	0.8865104	0.9349795	0.8339865	0.9485542	0.7772075	0.94766045	0.82818925	0.7784815	0.7865662	0.88379943	0.92959327	0.7719436	0.88010406	0.86259985	0.7881977	0.8536824	0.91655076	0.9031549	0.8680439	0.90223193	0.90304625	0.80869293	0.9592183	0.9165963	0.77569586	0.8911121	0.5962	0.9510908	0.8287769	0.7389813	0.95736307	0.8776704	0.772465	0.67159307	0.8211783	0.850703	0.77164584	0.9136534	0.8554703	0.86780775	0.8521524	0.7160598	0.8549406	0.6846288	0.7500477
aangeschaft/adj	0.9452584	0.9810685	0.93299913	0.9933296	0.9418332	0.0	0.9441886	0.9103523	0.9329208	0.87528473	0.88553965	0.96098155	0.8785029	0.9461775	0.8406856	0.9106864	0.99927247	0.9288104	0.9524371	0.93247616	0.9019166	0.91488093	0.8989105	0.8440529	0.87046254	0.9224701	0.9090071	0.9650485	0.864107	0.9241909	0.78928334	0.91684437	0.7733646	0.96345264	0.8275426	0.7004586	0.88479626	0.91149074	0.95065063	0.9156216	0.6946037	0.842855	0.8423357	0.8452289	0.8980083	0.9775671	0.94272405	0.8733863	0.87986565	0.9970756	0.84567976	0.9117627	0.74955434	0.95941705	0.89970315	0.9723941	0.98049885	0.8717778	0.9342585	0.91372675	0.9814067	0.7793132	0.8026481	0.66185683	0.83620924	0.93015563	0.97890466	0.8928819	0.92257214	0.91779774	0.90903264	0.8968745	0.9532377	0.90755033	0.91285205	0.8534274	0.93046665	0.97875315	0.9531356	0.9618952	0.95537126	0.94759995	0.9446834	0.98024017	0.9628522	0.8715533	0.93468887	0.99166006	0.94251376	0.88477355	0.93544877	0.92793506	0.9465164	0.8688508	0.93418854	0.95526195	0.86787987	0.9516666	0.8831514	0.92904186	0.96577924	0.96581006	0.9051692	0.92285144	0.9714502	0.92759675	0.8035427	0.8392081	0.9532973	0.85570216	0.96852595	0.9042751	0.94422895	0.94546086	0.89570725	0.7342106	0.9481176	0.904614	0.9612466	0.9705921	0.93342906	0.78893125	0.917015	0.96111524	0.8362147	0.9528632	0.9260886	0.77221024	0.8257837	0.84868526	0.92459065	0.9178279	0.9284899	0.98892003	0.95717716	0.8701412	0.9536256	0.9764637	0.9234796	0.9325274	0.9485665	0.89757216	0.97758955	0.883362	0.7426074	0.96427536	0.88760513	0.97089684	0.95054615	0.9780321	0.89789575	0.85350823	0.8839809	0.9720046	0.952644	0.86762184	0.97620976	0.9799181	0.95533836	0.8880901	0.9808427	0.8324986	0.9947026	0.9253362	0.9038041	0.88044	0.80123293	0.93909836	0.83393306	0.9679321	0.9428639	0.8904124	0.9211326	0.9300239	0.9679137	0.93813705	0.9397357	0.8984826	0.87210274	0.90886396	0.96223474	0.9290165	0.9239606	0.95680326	0.93129456	0.8500969	0.87248635	0.9738639	0.9995771	0.90007395	0.907989	0.9874407	0.9836162	0.87867737	0.8335874	0.79350877	0.9495665	0.8896488	0.9195522	0.8700356	0.9319758	0.9170826	0.8534781	0.93797994	0.89512074	0.9450604	0.936988	0.8426609	0.94399136	0.9871657	0.95596576	0.9723583
actrice/noun	0.9641908	0.9624825	0.81236374	0.81652576	0.8685308	0.9441886	0.0	0.8552799	0.85583675	0.7070308	0.84765065	0.95450705	0.57548916	0.8450874	0.84125775	0.7724733	0.87439764	0.8826338	0.9123826	0.9618488	0.88410556	0.92206234	0.8894339	0.74407625	0.89824545	0.8624238	0.9663399	0.8849401	0.82252944	0.9140171	0.8616662	0.9379757	0.9134495	0.8795527	0.951308	0.8542314	0.9676174	0.9892552	0.85970914	0.91320384	0.9900328	0.9372346	0.96515906	0.96547216	0.93774664	0.60727954	0.90421516	0.9304535	0.90900314	0.9243861	0.80209744	0.8655191	0.91088945	0.8879273	0.9179095	0.86973107	0.9182315	0.9546385	0.89792955	0.8894934	0.9886544	0.92717415	0.55019784	0.95251745	0.87965596	0.9263779	0.9952595	0.9240226	0.6444794	0.95204866	0.8500769	0.96782035	0.89935577	0.88875425	0.8660275	0.8662364	0.92228734	0.9052249	0.7882655	0.8204677	0.95455915	0.88821995	0.9476334	0.9610322	0.940876	0.90293664	0.4753582	0.9641678	0.9755715	0.8568464	0.8811454	0.8659897	0.87036324	0.9661342	0.6482302	0.9824748	0.82746536	0.9499264	0.8593472	0.8882488	0.96707636	0.9916393	0.886321	0.8296685	0.8742294	0.93538153	0.8380952	0.7452358	0.8491538	0.7282968	0.94094396	0.78516454	0.9260719	0.9279945	0.921407	0.6981802	0.9215465	0.7829424	0.9389754	0.89833367	0.899471	0.8233317	0.7976103	0.9419598	0.80412394	0.9648373	0.8668624	0.85937035	0.9596188	0.8186537	0.9807273	0.9511037	0.8582982	0.953471	0.9284713	0.7665725	0.93456036	0.92841935	0.87986374	0.99121344	0.9896935	0.6348233	0.9456519	0.8544525	0.89066434	0.9726772	0.9048753	0.9851617	0.27232587	0.9549134	0.946645	0.81817174	0.9425352	0.9913174	0.8188133	0.87547994	0.96365964	0.99658227	0.7295667	0.88843054	0.99858505	0.9666197	0.81491727	0.8244358	0.86120915	0.8741181	0.9446181	0.9149974	0.95732164	0.99286586	0.9269757	0.92801297	0.9682358	0.9183495	0.5428839	0.8119799	0.95626205	0.86476564	0.94013345	0.6733186	0.97253245	0.9049625	0.8529226	0.9506436	0.9819377	0.86743456	0.91295016	0.94104207	0.9618173	0.9240358	0.8882431	0.8871647	0.90498346	0.7732874	0.9097473	0.92944455	0.7359057	0.8893604	0.8856146	0.9402788	0.8971266	0.9649287	0.774485	0.8315489	0.8816214	0.9967077	0.82512844	0.95284104	0.7862284	0.92953473	0.87177765	0.99554586
afloop/noun	0.8880587	0.87773675	0.84405255	0.9026647	0.83802366	0.9103523	0.8552799	0.0	0.73364055	0.65103006	0.7585742	0.6082218	0.73811173	0.8632594	0.8791648	0.8483966	0.8564935	0.7236407	0.77542984	0.86418146	0.7937385	0.78087515	0.67177576	0.8803287	0.9308373	0.6959145	0.5995027	0.64011705	0.5763551	0.61298776	0.79022217	0.6072204	0.7017148	0.60639787	0.71602315	0.88220835	0.5134263	0.90051204	0.736177	0.7302382	0.85429573	0.87847495	0.77301913	0.8921852	0.7455961	0.8410108	0.8263542	0.72818756	0.9006337	0.9704774	0.89451754	0.7541175	0.86725473	0.6354413	0.7653522	0.77807313	0.8416479	0.8347775	0.66887975	0.7028325	0.76108426	0.8664525	0.76231045	0.976724	0.6612797	0.88473076	0.7106538	0.62469757	0.89560395	0.8498962	0.836998	0.68372834	0.8061402	0.5707531	0.5597389	0.8589991	0.8334471	0.9498015	0.8060997	0.85113454	0.73552835	0.71113455	0.8867381	0.6100172	0.8776538	0.8853365	0.84620476	0.87422025	0.762872	0.8394279	0.7311877	0.66237116	0.80626047	0.760409	0.8398264	0.8892721	0.6124766	0.8463739	0.8167312	0.89205414	0.834421	0.90801764	0.81701136	0.822858	0.6579574	0.95157504	0.6979323	0.9316542	0.76725876	0.6945847	0.6549983	0.67672145	0.85670656	0.672132	0.88958514	0.6160492	0.7802506	0.7041056	0.66681075	0.8349079	0.5421165	0.922942	0.78680694	0.79824775	0.9131152	0.88544905	0.7750078	0.8352181	0.7692308	0.6600969	0.85373306	0.81261265	0.7358935	0.70135766	0.6067133	0.8197199	0.59308046	0.8326051	0.81973267	0.82215244	0.870873	0.88430303	0.70275855	0.9177339	0.9228334	0.739037	0.6301719	0.8896308	0.83551764	0.96022534	0.6936952	0.8047684	0.7323241	0.9205838	0.6685838	0.7527052	0.7062316	0.8896838	0.92108154	0.83581734	0.91796345	0.8215333	0.9309126	0.63715625	0.75526726	0.80624735	0.72041637	0.8694557	0.6516423	0.93179107	0.8019242	0.7044567	0.933765	0.7350157	0.82934403	0.7374923	0.8254937	0.8597789	0.65052104	0.8312216	0.83167017	0.62103665	0.74827844	0.94362664	0.7288139	0.7540186	0.7837619	0.75611687	0.85152614	0.86419785	0.5838741	0.871054	0.8269976	0.66930634	0.8130576	0.83417237	0.80957	0.83602935	0.71879524	0.7675207	0.64397204	0.7118787	0.76928985	0.6443782	0.6951398	0.7533436	0.8731557	0.674636	0.82584465	0.9363705	0.6596806	0.9032141
alleszins/adv	0.75791067	0.94081634	0.9335029	0.9002667	0.828052	0.9329208	0.85583675	0.73364055	0.0	0.7368792	0.60969806	0.69135624	0.85474426	0.7882818	0.78537655	0.85611403	0.79709715	0.65880144	0.8077781	0.7080802	0.7687822	0.737378	0.832611	0.7965622	0.6805101	0.62246	0.68250185	0.8949639	0.7709232	0.6474246	0.9234772	0.824092	0.9252597	0.7689874	0.873026	0.85903513	0.6264505	0.80560565	0.5405977	0.8370384	0.7403623	0.84950286	0.71627784	0.86467695	0.8398528	0.84722984	0.89652336	0.84605426	0.94078064	0.8546272	0.9261085	0.776665	0.84396505	0.77827907	0.4750638	0.71760386	0.88716185	0.67480886	0.6115205	0.6874193	0.72604823	0.90716803	0.8825719	0.9194184	0.94579804	0.86401635	0.78190917	0.7345406	0.85808057	0.7516522	0.91683435	0.7331947	0.49314034	0.7683004	0.85425115	0.7650813	0.72009265	0.9114225	0.8211852	0.91222346	0.70589244	0.78970873	0.7042999	0.7485142	0.7702378	0.9150412	0.7465743	0.83934003	0.74447227	0.8071575	0.888091	0.8675809	0.9298972	0.7151824	0.82209456	0.83296084	0.7264392	0.6788664	0.820117	0.8821569	0.78762364	0.80359304	0.72896445	0.8611276	0.7734635	0.67080116	0.909066	0.8330305	0.6038327	0.75267786	0.9037654	0.74532187	0.6609549	0.6998819	0.6848683	0.85105824	0.63254344	0.63539946	0.8848342	0.9209986	0.47020566	0.7894983	0.7799404	0.79734725	0.8724049	0.8029558	0.6788758	0.700976	0.576159	0.64562786	0.8298583	0.7188946	0.8469586	0.6828786	0.5482068	0.93726057	0.582785	0.90523744	0.6361909	0.96344167	0.8950222	0.8643212	0.621202	0.69117975	0.70137286	0.86091125	0.7308253	0.89155525	0.8627953	0.884567	0.866854	0.92730105	0.66416913	0.9070863	0.7634299	0.6917523	0.6943885	0.7394664	0.9368529	0.63594544	0.7975476	0.86487657	0.7197405	0.69506305	0.6885803	0.80450886	0.91840535	0.7026512	0.84259534	0.8763845	0.62711406	0.4533744	0.9724362	0.4981926	0.8144724	0.7067425	0.842606	0.9162841	0.6949061	0.65076256	0.65146255	0.88311577	0.7791384	0.8395274	0.52533853	0.88765776	0.760753	0.64745986	0.7240386	0.76509345	0.73250246	0.8418187	0.84594977	0.71111065	0.8873416	0.76610863	0.8681267	0.7608784	0.7858522	0.7685831	0.6242435	0.6263281	0.70520616	0.614586	0.8418449	0.7125912	0.77574277	0.57117605	0.6265311	0.8717402	0.6898026	0.6800646
