	24/noun	Amsterdams/adj	Caraïbische/adj	aanvankelijk/adj	aardappel/noun	aarde/noun	aards/adj	afgezant/noun	alleen/adj	allesbehalve/adv	aureool/noun	bed/noun	begrip/noun	belofte/noun	beloof/verb	beloon/verb	benader/verb	benut/verb	beperkt/adj	bereik/verb	bericht/noun	beschik/verb	bijna/adv	bijstand/noun	bis_nummer/noun	blauw/adj	blauw/noun	blink_uit/verb	boodschap/noun	breng/verb	combinatie/noun	commentaar/noun	compliment/noun	cru/adj	daadwerkelijk/adj	daal_neer/verb	dag/noun	dauw/noun	ding/noun	doe/verb	dol/adj	drank/noun	dressing/noun	dring/verb	droefheid/noun	duik_op/verb	een/adj	eeneiig/adj	eeuwig/adj	ervaring/noun	euforie/noun	financier/verb	fontein/noun	garnaal/noun	gave/noun	gebarsten/adj	geef/verb	gegarandeerd/adj	geluid/noun	geluk/noun	geniet/verb	gerecht/noun	gerust/adj	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	gitaar/noun	glas_DIM/noun	glimlach/noun	goddelijk/adj	gooi/verb	groente/noun	haast/adv	harmonie/noun	haven/noun	heerlijkheid/noun	heilig/adj	hel/noun	helderheid/noun	hels/adj	herken/verb	herrie/noun	het/adv	hier/adv	hoor/verb	horror/noun	hulp/noun	iets/adv	iets/noun	ijl/adj	interventie/noun	intro/noun	kant/noun	keer_terug/verb	kijk/verb	klank/noun	kleur/noun	kleurrijk/adj	klink/adj	klink/verb	komedie/noun	komst/noun	koor/noun	koor_DIM/noun	koppel/verb	kroon/noun	kunst/noun	laag/noun	laat/verb	landschap/noun	legende/noun	leid/verb	lekkers/noun	leven/noun	lever_op/verb	lichaam/noun	licht/adj	licht/noun	lied/noun	lief_DIM/noun	liefde/noun	literair/adj	lof_trompet/noun	lucht/noun	maak_waar/verb	maal/noun	maar/adv	maatschappelijk/adj	mag/verb	mandaat/noun	meest/adj	melancholiek/adj	melodie/noun	menselijk/adj	menu/noun	minstens/adv	missie/noun	modder/noun	moeder/noun	moment/noun	monument/noun	monumentaal/adj	musicus/noun	muziek/noun	muzikaal/adj	naam/noun	naar/adj	natuur/noun	neem_op/verb	noop/verb	nul/noun	of/adj	om/adv	omarm/verb	onbezorgd/adj	onderwerp/noun	onthul/verb	ontken/verb	ontluik/adj	ontsteek/verb	ooit/adv	oor/noun	op/adj	optreden/noun	orgasme/noun	overkant/noun	pad/noun	palet/noun	paradijs/noun	partner/noun	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plaats/verb	plafond/noun	plek/noun	plezier/noun	pose/noun	presentator/noun	probleemloos/adj	proef/verb	refrein/noun	rein/adj	republiek/noun	rijk/noun	ritme/noun	roman/noun	ruimte/noun	rust/noun	rustgevend/adj	sauna/noun	schijf_DIM/noun	schilderij/noun	schitter/verb	schitterend/adj	schoonheid/noun	sereniteit/noun	sfeer/noun	slinger/verb	sluier/noun	smaak/noun	smaak/verb	sopraan/noun	spaghetti/noun	specialiseer/verb	staat/noun	stad/noun	stap_binnen/verb	status/noun	steek/verb	stem/noun	stil/adj	symboliseer/verb	symbool/noun	tafereel/noun	talent/noun	tegelijk/adj	tip/noun	toch/adv	toeschouwer/noun	tomaat/noun	tribunaal/noun	tribune/noun	tuin/noun	tunnel/noun	tweeling/noun	tweetal/noun	uiteindelijk/adj	uiterst/adj	uitgekiend/adj	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	val_samen/verb	veeleer/adv	verander/verb	verheven/adj	verkeer/verb	verkneukel/verb	verlicht/verb	verlies/verb	vermoed/verb	vermoeid/adj	verras/verb	vertaling/noun	verte/noun	vertegenwoordig/verb	visioen/noun	vlak_uit/verb	voed/verb	voel/verb	voet/noun	voetbal_tempel/noun	vogel/noun	vooral/adv	voorbereiding/noun	vorst/noun	vrede/noun	vrijheid/noun	vuur/noun	vuurwerk/noun	waar/adv	wapen/noun	wat/adv	waterval/noun	weer/adv	weerklink/verb	wenk/verb	wereldlijk/adj	werkster/noun	wezen/noun	wissel_af/adj	wolk/noun	zaak/noun	zaligheid/noun	zangeres/noun	zeil/verb	zeldzaam/adj	zie/verb	zing/verb	zo/adv	zodoende/adv	zoek/adj	zoet/adj	zondaar/noun	zorg/verb	zweep_op/adj
24/noun	0.0	0.87314487	0.8709261	0.9506348	0.8996185	0.9637896	0.92309034	0.9926834	0.87337	0.9355401	0.97093904	0.96374524	0.9149444	0.895559	0.7483808	0.80702704	0.95644116	0.93696606	0.9155604	0.8998034	0.9489554	0.9704815	0.9026833	0.97637445	0.8701304	0.941297	0.9062164	0.900067	0.86098135	0.7944608	0.9091389	0.9371104	0.93594915	0.9377201	0.90293	0.95489687	0.7903465	0.90134454	0.98339695	0.97912395	0.83654493	0.8784827	0.97757685	0.94412076	0.99618226	0.8734569	0.93063056	0.9301083	0.92209524	0.9628764	0.88892484	0.9065317	0.94889885	0.8923083	0.9732946	0.98921275	0.8731917	0.81344783	0.83979034	0.95283437	0.89255184	0.9083753	0.81958693	0.9340579	0.9862806	0.9318718	0.9742473	0.924139	0.8446976	0.82688624	0.8758424	0.9809817	0.92704177	0.95087236	0.9157085	0.93161637	0.9175049	0.8173967	0.89970607	0.9900898	0.9195193	0.9216917	0.9167701	0.8284114	0.96631163	0.8942731	0.84723073	0.8661839	0.83477503	0.92473423	0.9770492	0.94450486	0.9761067	0.92450756	0.89061147	0.88541627	0.85869426	0.8908227	0.91758716	0.8666658	0.90604335	0.8418413	0.83211386	0.9150559	0.89713717	0.8951244	0.76300853	0.9660151	0.8778392	0.9890215	0.91776496	0.9238799	0.9079113	0.8838204	0.9013074	0.8896524	0.95357037	0.9233614	0.7151458	0.94652855	0.9057133	0.8355657	0.7774186	0.9580979	0.94187987	0.8580304	0.9371433	0.8463808	0.9532838	0.70682347	0.9813212	0.9521336	0.8994895	0.9250987	0.93198687	0.92785436	0.87086856	0.94770324	0.82787716	0.87737256	0.8629717	0.9354618	0.92458254	0.8972579	0.956396	0.91992396	0.8909553	0.7894602	0.7292681	0.902801	0.9349183	0.90601707	0.9273136	0.87146944	0.92450637	0.92535937	0.9332285	0.9592411	0.9160526	0.9425784	0.89922744	0.9783953	0.97098833	0.8237738	0.9086283	0.873888	0.9416358	0.7278383	0.9330135	0.7877095	0.93004924	0.9161062	0.9796949	0.97860754	0.9138838	0.939597	0.9497027	0.9633067	0.9101826	0.91825706	0.9565964	0.85492486	0.9838641	0.7944911	0.85833865	0.9189856	0.91053104	0.9327718	0.9662508	0.95141923	0.8718231	0.9337673	0.9103011	0.91412234	0.9969202	0.85578156	0.97121996	0.92515254	0.86694515	0.9076568	0.92298144	0.951936	0.90194243	0.96587235	0.9633692	0.93375975	0.93306595	0.88393986	0.93832654	0.8989904	0.9348798	0.9380368	0.72560847	0.9400466	0.9422538	0.8267233	0.93309414	0.97711855	0.9591314	0.8989246	0.9722205	0.8762335	0.88455814	0.9657935	0.8598563	0.9206253	0.97154015	0.83750427	0.92553604	0.7183566	0.8942662	0.8353779	0.9494787	0.8725168	0.85790837	0.9037377	0.894037	0.91087097	0.9476003	0.9339719	0.95155525	0.9443866	0.90551645	0.97392863	0.9991886	0.87201333	0.915236	0.9263032	0.9714556	0.85926133	0.9248261	0.9132683	0.95671964	0.87897724	0.9774594	0.95054096	0.9495119	0.94345564	0.98064935	0.9623405	0.94795376	0.929444	0.8971106	0.9229345	0.85740167	0.7791521	0.69407976	0.87859756	0.84455425	0.987198	0.9090625	0.8888003	0.8749715	0.960735	0.8917538	0.9864784	0.9546372	0.85210973	0.873054	0.91130006	0.99568146	0.8602152	0.9016194	0.9193841	0.94882077	0.8258856	0.96694297	0.95638895	0.91256785	0.9150848	0.96882635	0.6888801	0.8832582
Amsterdams/adj	0.87314487	0.0	0.9135791	0.7931809	0.99208295	0.9433132	0.9173481	0.98607814	0.9360228	0.9254314	0.88963866	0.89304876	0.9257023	0.96214956	0.8653325	0.94685495	0.87925106	0.9084605	0.91326475	0.88302064	0.8267907	0.9363754	0.92477006	0.972133	0.93858314	0.92137516	0.96140975	0.9368945	0.9213525	0.88498485	0.90522116	0.96145993	0.9762214	0.98154515	0.94719666	0.9336798	0.83674824	0.8405191	0.9665924	0.9904588	0.86633515	0.93271434	0.99627364	0.8923262	0.9826895	0.83816725	0.9407773	0.98121864	0.9200219	0.9706132	0.81821096	0.88507605	0.8601679	0.9897529	0.9127329	0.87780887	0.9487519	0.89087623	0.91835535	0.9515934	0.9175865	0.98651135	0.8744502	0.9177221	0.8028717	0.9008653	0.95586544	0.9337194	0.8795559	0.83802086	0.9455548	0.9788885	0.9347169	0.9116699	0.98036325	0.9132274	0.90872633	0.93561524	0.6079406	0.9508918	0.869679	0.8859606	0.9503455	0.88501567	0.94142234	0.83047366	0.9256244	0.8222664	0.91150385	0.9640487	0.9497915	0.94912964	0.96242094	0.9313561	0.8998957	0.9031698	0.92252314	0.8538163	0.94846994	0.9338968	0.90034837	0.8944226	0.907967	0.8728847	0.9422633	0.84633136	0.85488945	0.93305606	0.9086052	0.9794961	0.7820803	0.9597013	0.9574372	0.7987808	0.8497758	0.92083895	0.9327681	0.9135241	0.8888674	0.929048	0.9303093	0.91839594	0.86247313	0.82474524	0.89686894	0.889274	0.872622	0.92678785	0.9318234	0.9596101	0.9796017	0.8934366	0.9011801	0.9816	0.8227542	0.9171876	0.9030191	0.9383606	0.9352898	0.7395551	0.96179324	0.9434607	0.8959622	0.9558614	0.8187891	0.7860457	0.86608505	0.9135253	0.8772036	0.8732288	0.9041057	0.937956	0.93987364	0.91942203	0.99408704	0.9397298	0.9441777	0.83101565	0.9814345	0.9537802	0.7716036	0.9475206	0.9075686	0.88904244	0.7760968	0.9547207	0.94257	0.91252947	0.96721506	0.75112635	0.90362215	0.9562269	0.9075234	0.923788	0.9102065	0.9328711	0.9785396	0.9152355	0.87656564	0.91527987	0.7557236	0.9129712	0.93376774	0.91790706	0.9120016	0.9517411	0.88999385	0.92646134	0.9460371	0.94640255	0.94698656	0.8685894	0.9059502	0.9764197	0.9443004	0.92832655	0.96931565	0.8044355	0.77516145	0.73998636	0.8845627	0.9579362	0.90983987	0.97214514	0.9297777	0.9831349	0.976535	0.908405	0.9642741	0.87184715	0.9449477	0.6748993	0.865078	0.8813068	0.81343114	0.91899616	0.709087	0.8669039	0.88662916	0.853286	0.95127964	0.8304278	0.96806973	0.9786986	0.68111366	0.9876394	0.88737106	0.772636	0.85764074	0.8061661	0.9451198	0.8934999	0.94305575	0.9342122	0.9266103	0.8137407	0.91385114	0.90930843	0.8986707	0.89761126	0.9463944	0.97205555	0.9151305	0.7387762	0.8140875	0.9131311	0.85916203	0.9143326	0.9500735	0.9299023	0.82990193	0.7787803	0.8708887	0.7802947	0.9226412	0.9097657	0.9599745	0.96575564	0.92638373	0.9333332	0.8368668	0.88607544	0.94716537	0.9355835	0.8686027	0.9739362	0.9345255	0.7489654	0.9358486	0.95536315	0.93033326	0.84852016	0.84982455	0.9709816	0.9005079	0.95772845	0.91244066	0.9213575	0.83928293	0.90209	0.99203485	0.862508	0.82745945	0.87930036	0.84975106	0.8616433	0.909424	0.87028253	0.9470728	0.9356825	0.9336492	0.8468363	0.9191791
Caraïbische/adj	0.8709261	0.9135791	0.0	0.8961642	0.9652388	0.8859565	0.8316949	0.9670511	0.8410034	0.82760173	0.89356905	0.9803316	0.90070075	0.91090465	0.95760584	0.9566124	0.8403899	0.9672298	0.92848366	0.9785365	0.9702645	0.96619064	0.9016852	0.9058017	0.7690867	0.9585183	0.91803145	0.85180986	0.8393276	0.7358991	0.79671687	0.8814423	0.92657316	0.93340415	0.8252324	0.8920326	0.9762103	0.92009705	0.96466374	0.9420644	0.8054756	0.75284344	0.99192876	0.9486391	0.9146997	0.8931862	0.93573725	0.9602169	0.8958966	0.8648441	0.8980668	0.8674101	0.90858054	0.9879391	0.89366	0.88067913	0.9350345	0.86239356	0.66798675	0.9631378	0.8186861	0.9322025	0.9750301	0.9094676	0.7332728	0.95707434	0.8426988	0.94642884	0.82450426	0.6575196	0.6681241	0.9764422	0.97091043	0.8514278	0.9574524	0.9754395	0.7708035	0.72330886	0.96142215	0.8834804	0.9218125	0.94660705	0.75943553	0.6580851	0.8214448	0.883645	0.848778	0.86318374	0.71656287	0.7599412	0.88046503	0.9222069	0.9416528	0.7924061	0.83934927	0.67983985	0.90612805	0.98222905	0.9663219	0.62613285	0.8322683	0.74171495	0.84452623	0.75669587	0.9169333	0.9621481	0.67272794	0.739081	0.7517795	0.9643317	0.88155496	0.8602265	0.8434081	0.882253	0.84749866	0.9297857	0.87994725	0.88664037	0.8099672	0.85351336	0.86038494	0.8564416	0.6829796	0.947448	0.85302764	0.8441314	0.9316246	0.9702719	0.87258846	0.90190953	0.9755077	0.9299318	0.9680509	0.9292258	0.711143	0.59378046	0.6141553	0.9234787	0.94144475	0.942729	0.98882467	0.9473505	0.9590783	0.88346684	0.9134791	0.8644952	0.75746787	0.5872762	0.6382929	0.8538652	0.88372505	0.8770406	0.8557269	0.9588996	0.9571639	0.91727734	0.87024283	0.82293135	0.85018456	0.90290046	0.8023088	0.9885888	0.90331197	0.9350411	0.8337829	0.7459729	0.93001294	0.7209388	0.9531863	0.9300658	0.9301331	0.84030545	0.8416438	0.913751	0.73580056	0.95705163	0.9024508	0.60061836	0.9862791	0.9580568	0.9342947	0.81088495	0.8412922	0.7394168	0.8872028	0.8626795	0.71330285	0.9302961	0.82389194	0.88967294	0.60623354	0.80243653	0.9081243	0.92993164	0.6474111	0.916666	0.81965667	0.9174462	0.9429725	0.78960395	0.88449174	0.89640635	0.74760455	0.97537506	0.97466487	0.89251137	0.9556373	0.81063986	0.9449322	0.8700291	0.8325528	0.8227535	0.88205415	0.904154	0.975616	0.7229446	0.8685107	0.8692174	0.86697924	0.8678075	0.8306931	0.76854235	0.93574446	0.935893	0.82508767	0.9828758	0.93436277	0.75992274	0.9579639	0.9076911	0.93303806	0.8800433	0.9235468	0.7452843	0.7368113	0.9624	0.81107056	0.92783695	0.9025525	0.80713254	0.79945153	0.85202646	0.7842174	0.867216	0.96691006	0.96274835	0.95629257	0.9668693	0.91459006	0.78959036	0.75085413	0.8406193	0.7958179	0.83799064	0.88444763	0.91519	0.9392556	0.9550998	0.9134031	0.938552	0.7196999	0.9545062	0.90667063	0.86115366	0.82129794	0.952021	0.7232816	0.8122992	0.8992359	0.872849	0.9336121	0.8901566	0.6845728	0.89678323	0.82261467	0.93577373	0.93477386	0.7743319	0.89042866	0.97587544	0.90896726	0.71700037	0.9528401	0.78165776	0.9768621	0.75403756	0.93289304	0.9083417	0.9173688	0.8986477	0.9795355	0.72641385	0.5734645
aanvankelijk/adj	0.9506348	0.7931809	0.8961642	0.0	0.8997093	0.8925201	0.8123318	0.79144335	0.8604316	0.79403925	0.84683883	0.92630714	0.82376367	0.80963343	0.81207764	0.8742908	0.86491716	0.84499866	0.7324544	0.8604263	0.6723187	0.8410199	0.82754654	0.906858	0.8724487	0.8914298	0.856183	0.90804636	0.90626425	0.8311484	0.75943017	0.76757735	0.91637826	0.8703267	0.83881843	0.8726666	0.8602324	0.9269904	0.88803893	0.8393743	0.8269176	0.807836	0.92152345	0.88104624	0.83933747	0.788259	0.89503515	0.9354472	0.7894648	0.89469373	0.60242856	0.8559515	0.8836725	0.93783814	0.8489395	0.83597845	0.8929422	0.8713752	0.82038045	0.8377196	0.83634746	0.7492898	0.8952329	0.78827024	0.9557818	0.90360135	0.78052944	0.91577256	0.9699816	0.7937869	0.74208903	0.9110627	0.8316605	0.82449454	0.9084908	0.9036282	0.7827604	0.88556904	0.91128075	0.9140605	0.8494467	0.88166213	0.8222383	0.8520323	0.7988788	0.86811155	0.8491378	0.85307556	0.78298885	0.9534997	0.8698917	0.8355067	0.7775417	0.79101515	0.8247322	0.8810814	0.79877573	0.7938969	0.8608961	0.7775383	0.7887362	0.81676275	0.7295054	0.75801146	0.8867306	0.7627404	0.817006	0.8576702	0.87281835	0.8827828	0.8034516	0.90648425	0.75710857	0.8805963	0.883655	0.801849	0.8603656	0.8369585	0.84416616	0.89053947	0.70043683	0.81895256	0.77096844	0.8216387	0.7671703	0.87279147	0.9415376	0.84252524	0.8323722	0.87982184	0.7801425	0.838529	0.77530396	0.88151866	0.7963929	0.80909115	0.7185017	0.8989904	0.8661188	0.75777775	0.78396815	0.8932929	0.8566892	0.7499305	0.92904735	0.86757576	0.8384861	0.7521219	0.7365556	0.7758295	0.8874678	0.88908553	0.81590056	0.8634826	0.8941619	0.9117334	0.9159103	0.80951995	0.92868876	0.8204677	0.7936549	0.74113554	0.7981765	0.7579917	0.71306205	0.8670358	0.92367303	0.85895777	0.8346673	0.851933	0.8910322	0.86655045	0.8551193	0.90785676	0.8527341	0.9272697	0.8690899	0.7975512	0.83473927	0.9399487	0.87315726	0.85950124	0.8948646	0.89085174	0.81760454	0.85107213	0.8768842	0.9070294	0.83574665	0.8119242	0.82567984	0.9205355	0.8604796	0.84018725	0.8917235	0.9555822	0.9193362	0.861603	0.81066304	0.7420192	0.8804831	0.7706014	0.8259163	0.82328606	0.9122999	0.8453322	0.83912903	0.81814563	0.8687529	0.8362463	0.72761136	0.91104466	0.8707888	0.8597082	0.8981731	0.77156246	0.75360215	0.8577037	0.92322606	0.8376725	0.810556	0.766745	0.89696217	0.72102755	0.7842703	0.94936293	0.85022306	0.73320377	0.8849734	0.94453675	0.9141273	0.8210461	0.68575114	0.77092814	0.74552083	0.8995782	0.7943727	0.8421932	0.8622064	0.8376707	0.77468336	0.864427	0.8074999	0.66864794	0.9011911	0.8518241	0.8305793	0.8782045	0.7295549	0.8364676	0.9282697	0.7461718	0.8908981	0.84637916	0.90679914	0.83478713	0.81523514	0.8818519	0.75793	0.8560339	0.7923498	0.84796643	0.7718577	0.85087454	0.82778	0.8550269	0.7667203	0.8532074	0.8353138	0.7731113	0.8838264	0.7265539	0.84109104	0.90142345	0.9103757	0.9302075	0.9121683	0.7780899	0.73763645	0.80349594	0.86105883	0.70803875	0.8695997	0.82240343	0.8616318	0.7476923	0.7814082	0.83741724	0.9191104	0.74946046	0.7943597	0.75193745	0.78139883
aardappel/noun	0.8996185	0.99208295	0.9652388	0.8997093	0.0	0.88036025	0.7958118	0.9832059	0.90342486	0.8751838	0.96449876	0.95001966	0.95818454	0.9483039	0.92753077	0.9421286	0.9353856	0.9703223	0.9021776	0.9569224	0.96406674	0.9619964	0.90031046	0.9117837	0.96816707	0.75767857	0.8057421	0.9273743	0.9795424	0.89602983	0.7188667	0.95318997	0.88978076	0.91003406	0.94072855	0.885268	0.8638424	0.99028975	0.87574893	0.93776023	0.8567648	0.6262441	0.3487692	0.9465375	0.8851371	0.9227905	0.93966055	0.96314573	0.8717762	0.9296108	0.9368568	0.9713544	0.90938175	0.25663745	0.9203987	0.96598023	0.9428985	0.83225286	0.87706953	0.91654915	0.8395821	0.33678085	0.85795426	0.912695	0.9402056	0.90480494	0.9055451	0.9008224	0.94194704	0.9208045	0.9189579	0.6309252	0.88800305	0.8269277	0.6596277	0.2231164	0.8845957	0.8629948	0.9846512	0.74259174	0.91323817	0.88975465	0.91789085	0.9030635	0.87096494	0.89457315	0.91354036	0.87048066	0.9583402	0.9431012	0.9824263	0.611413	0.860005	0.87311935	0.9856877	0.94424665	0.9061904	0.98211765	0.9460036	0.8609703	0.6797246	0.7917823	0.8568886	0.92584205	0.84830344	0.9265098	0.89139766	0.86853	0.9555243	0.98071456	0.92350155	0.6924978	0.81448007	0.90350646	0.9006909	0.91619545	0.6079116	0.88016075	0.9139552	0.92140275	0.6770221	0.9104029	0.90377617	0.8913869	0.8624223	0.9441993	0.8950731	0.79791915	0.96876204	0.8238231	0.84096867	0.9498116	0.8991302	0.97180456	0.92307544	0.92835885	0.88080394	0.91477853	0.37082523	0.7476502	0.90476966	0.75728905	0.92532164	0.9884711	0.97593963	0.94547296	0.9087052	0.86371636	0.86535406	0.95181453	0.77170765	0.89921063	0.912557	0.99028444	0.86184335	0.9208244	0.85777295	0.8683276	0.96710163	0.9332329	0.92805105	0.96723217	0.90078616	0.94222546	0.922843	0.9136591	0.9579757	0.9212403	0.9173802	0.8817104	0.94462377	0.7897944	0.8658312	0.96644926	0.92913616	0.9800069	0.9420057	0.9852542	0.88880897	0.85179365	0.9239495	0.85883325	0.9283222	0.9316579	0.8195253	0.4349721	0.9622444	0.8564858	0.93051445	0.8926455	0.91951007	0.97393537	0.9175712	0.9753872	0.8316273	0.8202863	0.35521746	0.9418305	0.92818606	0.8791419	0.9189866	0.9436962	0.89207536	0.84694755	0.93596536	0.37985522	0.3224113	0.94780624	0.47115678	0.84082717	0.96219194	0.9823905	0.91913915	0.94361925	0.8985364	0.9155392	0.9476312	0.83771527	0.8836461	0.8560045	0.9670012	0.83761775	0.8396516	0.90587366	0.9238655	0.09955919	0.96416223	0.9673585	0.74628294	0.9318659	0.93964636	0.9084894	0.9433582	0.92568946	0.8331926	0.88128734	0.9142353	0.98048437	0.8861091	0.9191955	0.7767692	0.8839276	0.84757334	0.99435973	0.9762453	0.91131836	0.9366973	0.8889463	0.92311287	0.8482537	0.9761267	0.8732049	0.89570326	0.8648045	0.85963905	0.8313131	0.9617032	0.893575	0.9944199	0.8799392	0.7426815	0.9556694	0.84284556	0.96251637	0.8752021	0.77362674	0.89960545	0.9002368	0.93609077	0.80758506	0.9089769	0.9173684	0.92215	0.91864973	0.9718799	0.97950923	0.9079314	0.81357706	0.8015722	0.90607643	0.8026671	0.91814625	0.96852076	0.8689511	0.94485974	0.9325616	0.8699333	0.8599271	0.9202788	0.45662647	0.8818587	0.85502994	0.91037554
aarde/noun	0.9637896	0.9433132	0.8859565	0.8925201	0.88036025	0.0	0.4195724	0.7816035	0.78261113	0.7737214	0.7802875	0.8959156	0.74213207	0.8178542	0.76391846	0.86660016	0.8201627	0.8840563	0.9395708	0.7411532	0.8684379	0.86317295	0.79053026	0.86553335	0.83117634	0.553798	0.6961601	0.8847897	0.7289894	0.79223824	0.79093444	0.9668857	0.8721092	0.8967511	0.79225904	0.4735524	0.84175944	0.7819363	0.74116254	0.9667354	0.893393	0.8834686	0.9360977	0.76041424	0.88224113	0.76348734	0.79225636	0.98899835	0.486189	0.8316342	0.86356866	0.860374	0.8226716	0.924938	0.74496675	0.8515508	0.87841946	0.8508553	0.71213496	0.69358987	0.7844361	0.9106052	0.9566201	0.76691484	0.89313185	0.8362595	0.7563067	0.78257084	0.8173145	0.7709827	0.87161106	0.9163029	0.7498542	0.6001936	0.76089257	0.8881358	0.6901489	0.70107645	0.8666536	0.7760453	0.61257195	0.4468578	0.76058054	0.6348451	0.8199297	0.8029535	0.73760426	0.6721549	0.86921126	0.85162073	0.8673555	0.84840214	0.8167652	0.6975828	0.86831295	0.9101133	0.83760476	0.7479205	0.8490877	0.72445214	0.6837625	0.7648299	0.869902	0.80828977	0.82663584	0.8283978	0.83762985	0.89008796	0.8872263	0.8684078	0.7246306	0.5862435	0.7622597	0.6251758	0.69709337	0.8409544	0.91409117	0.6433394	0.948736	0.6171838	0.7242547	0.5741732	0.81695336	0.86124694	0.58727	0.8329674	0.9418759	0.54804635	0.90873206	0.84846175	0.9087722	0.8607292	0.9005978	0.8820307	0.81165135	0.8717343	0.74026835	0.5948031	0.9424885	0.9030881	0.744671	0.6504149	0.8121603	0.7769869	0.76481974	0.75565004	0.8729083	0.83993924	0.7923982	0.8883141	0.8127882	0.57837355	0.89246094	0.93180543	0.91191036	0.7960574	0.8795786	0.7267388	0.8264905	0.8559103	0.83325016	0.97154576	0.84406567	0.78274107	0.6539848	0.8832701	0.8414207	0.9338489	0.8278917	0.7671915	0.72347355	0.84942204	0.50418246	0.94628274	0.80822814	0.887581	0.7465333	0.92131335	0.88405484	0.6597809	0.6711892	0.8088996	0.8435525	0.9393979	0.82329285	0.7790806	0.86578995	0.8415173	0.8704289	0.615179	0.84692484	0.80873096	0.7280798	0.68001086	0.7799571	0.8884945	0.9045781	0.749761	0.7582679	0.80493534	0.6387599	0.7368585	0.7867056	0.7052766	0.67281383	0.7966999	0.80273145	0.8656043	0.8640898	0.91142094	0.8251717	0.6814201	0.87804717	0.7655438	0.8389504	0.7598984	0.8067854	0.59966457	0.5735445	0.7525312	0.88524866	0.683219	0.9580554	0.89608383	0.8474532	0.9163192	0.90282357	0.7954467	0.7213146	0.83548677	0.93304104	0.86752	0.7997924	0.8053731	0.9025152	0.7227362	0.82565594	0.7901037	0.6429249	0.7671527	0.7894709	0.7318176	0.71431226	0.77241457	0.97445554	0.7620254	0.88652	0.8302466	0.76634514	0.8818716	0.8951827	0.7020227	0.7897121	0.6230818	0.8929527	0.74520445	0.85367405	0.6854869	0.85568684	0.5940394	0.89201665	0.9669109	0.7454436	0.5965129	0.66609454	0.65387076	0.81424445	0.6348683	0.88433886	0.78599644	0.7609912	0.66576654	0.83569574	0.77171886	0.76401687	0.9097013	0.50459826	0.7414869	0.54144573	0.8836176	0.75241584	0.85513	0.8132361	0.7942713	0.72194135	0.80568135	0.8112537	0.8180521	0.75283957	0.7375344	0.6500037	0.87462366	0.8709993
