	18-jarigen/adj	1940/noun	1948/noun	1966/noun	1992/noun	1996/noun	400_meter/noun	Afrikaans/adj	Amerikaan/noun	Aziatisch/adj	Breese/adj	Brit/noun	Brusselaars/noun	Deens/adj	Engelsman/noun	Japanner/noun	Japans/adj	Mongools/adj	Pool/noun	Servisch/adj	Slowaak/noun	Zweeds/adj	aanbieder/noun	aannemelijk/adj	aap/noun	accoord/adj	achtervolg/verb	achtervolgd/adj	adverteerder/noun	advocaat/noun	allen/adv	andapos;s/adv	angst/noun	arm/adj	asielzoeker/noun	atleet/noun	baby/noun	bacterie/noun	barbaar/noun	barbaars/adj	becommentarieer/verb	bedreig/verb	beeld/noun	begeleider/noun	behoorlijk/adj	belaag/verb	belangrijk/adj	belegger/noun	bescherm/verb	bestorm/verb	betoger/noun	bewonderaar/noun	bewondering/noun	bezit/noun	bezoeker/noun	bezwijk/verb	blank/adj	blauw/adj	blijf_thuis/verb	blijk/verb	blok/noun	bloot/adj	bodem/noun	boomgaard/noun	boos/adj	bos/noun	buitenaards/adj	buitenlands/adj	burger/noun	camera/noun	camera_mens/noun	cameraploeg/noun	champagne/noun	christen/noun	cola/noun	combineer/verb	concentreer/verb	confrontatie/noun	confronteer/verb	daadwerkelijk/adj	daal_af/verb	dag/noun	dagelijks/adj	dakloze/noun	daling/noun	dam_in/verb	dame/noun	dijk/noun	discipline/noun	divers/adj	doek/noun	driftig/adj	dringend/adj	drink/verb	dronken/adj	drop/verb	dubbel/verb	dubieus/adj	elk/adv	enerzijds/adv	enig/adj	enorm/adj	er/adv	ere_podium/noun	ergernis/noun	even/adj	exotisch/adj	familie_lid/noun	fan/noun	favoriet/noun	fond/noun	formeel/adj	fotograaf/noun	foutloos/adj	gebied/noun	gecharmeerd/adj	gekleed/adj	gelovig/adj	geluk_zoeker/noun	gelukkig/adj	geplunderd/adj	gesteund/adj	geval_wel/verb	gevecht/noun	gevolgd/adj	gewillig/adj	gezicht/noun	gil/adj	gisteren/adv	glimlach/adj	gratis/adj	gretig/adj	grijp_aan/verb	grond_gebied/noun	grootouder/noun	grut/noun	haalbaar/adj	half/adj	heel/adj	heer/noun	hoede/noun	hoef/verb	hoog/adj	hoogspringen/verb	hoogstwaarschijnlijk/adj	hooligan/noun	hos/verb	huiswaarts/adv	hulpverlener/noun	huurling/noun	iets/adv	immigrant/noun	indrukwekkend/adj	industrie/noun	inheems/adj	inmiddels/adv	insect/noun	instantie/noun	jaarlijks/adj	jong/adj	jongere/noun	journalist/noun	juich_toe/verb	juist/adv	kakkerlak/noun	kam/verb	kampioenschap/noun	kansloos/adj	kat/noun	keer/verb	ken/verb	kennis/noun	kielzog/noun	kies/verb	kijk_toe/verb	kind/noun	koffie/noun	kom/verb	kom_binnen/verb	kom_terecht/verb	kom_uit/verb	kondig_aan/verb	krijg_heen/verb	krijg_heer/noun	kwaadaardig/adj	laag/adj	laat/adj	laat_toe/verb	langs/adv	lastig/adj	leg/verb	lok/verb	lol_broek/noun	loop/verb	loop_rond/verb	loop_uit/verb	luidruchtig/adj	man/noun	medaille/noun	mee/adv	meester/noun	meid/noun	meisje/noun	mens/noun	mentaal/adj	meteen/adv	meter/noun	middag/noun	militair/noun	missie/noun	moeilijk/adj	moeiteloos/adj	moet/verb	nachts/adv	natie/noun	nationalist/noun	nauw/adj	nauwlettend/adj	neem/verb	neem_weg/verb	nek_slag/noun	nietsvermoedend/adj	niks/noun	nog/adv	nu/adv	olympisch/adj	omring/verb	omringd/adj	ondernemer/noun	onmiddellijk/adj	onrust/noun	onttrek/verb	onverdeeld/adj	op/adj	opeens/adv	opgefokt/adj	opgejaagd/adj	opnieuw/adv	opstand/noun	overrompel/verb	overspoel/verb	overwin/verb	paparazzi/noun	parkoers/noun	particulier/adj	pelgrim/noun	plaag/verb	pluimage/noun	podium/noun	poets_vrouw/noun	poging/noun	pol_stok/noun	politicus/noun	poort/noun	poseer/verb	potentieel/adj	procedureel/adj	professioneel/adj	punt/noun	raak/verb	race/noun	razend/adj	realiseer/verb	record/noun	reeks/noun	ren/verb	rep/verb	schaap/noun	scheid/verb	scholier/noun	schuifel/verb	seconde/noun	skater/noun	sla_weg/verb	slaaf/noun	slecht/verb	snel/adj	snel_toe/verb	soms/adv	spraak_technologie_bedrijf/noun	spreiding/noun	spring/verb	sprinkhaan/noun	sprint/noun	sprong/noun	spurt/noun	sta/verb	sta_klaar/verb	staart/noun	stad/noun	stedebouwkundig/adj	steeds/adv	stel_in/verb	stem_recht/noun	steward/noun	stink/adj	storm_aan/adj	stouw_vol/verb	straat_DIM/noun	straat_beeld/noun	straks/adv	strand/noun	stroom_toe/verb	struikel/verb	stuur_af/verb	supporter/noun	te/adv	techniek/noun	tegelijk/adj	teleurstellend/adj	tent_DIM/noun	territorium/noun	test/noun	tien/noun	tiener/noun	tiener_meisje/noun	tientallen/noun	tijdstip/noun	timmer/verb	toerist/noun	toeschouwer/noun	toevallig/adj	trek/verb	trek_aan/verb	tribune/noun	trouw/adj	tuin/noun	tv_camera/noun	twee/noun	uitdrukking/noun	uitzinnig/adj	ultiem/adj	unionist/noun	vaderlands/adj	val_aan/verb	val_binnen/verb	vandaag/adv	verbaasd/adj	verdeling/noun	verdring/verb	vergezel/verb	vermom/verb	verscholen/adj	versla/verb	verslaggever/noun	verspring/verb	verwacht/adj	verwacht/verb	verzamel/verb	vier/verb	vijf/noun	visser/noun	vlieg/noun	vloeibaar/adj	vlot/adj	vluchteling/noun	voet/noun	voetbalelftal/noun	volg/adj	volg/verb	volstrekt/adj	vooral/adv	voorlaatst/adj	voorspelbaar/adj	vooruitzicht/noun	vracht_wagen/noun	vrede_proces/noun	vul/verb	waar/adv	wacht/verb	wacht_op/verb	wanhopig/adj	weer/adv	weerzinwekkend/adj	weg/adj	weg/adv	wek/verb	wereldkampioen/noun	werp_op/verb	wetenschap/noun	wetenschapper/noun	wild/adj	win/verb	winkel_DIM/noun	woedend/adj	woest/adj	word/verb	zaag/verb	zenuwslopend/adj	zet_neer/verb	zie/verb	zie_af/verb	zit_achterna/verb	zodoende/adv	zwaai/adj	zwaar/adj	zwart/adj	zweef/verb	zweep/noun	zwerm/verb	zwijg/verb	zwijn/noun
18-jarigen/adj	0.0	0.97007835	0.98790646	0.9599153	0.96932477	0.9740264	0.9972543	0.98632014	0.968856	0.982396	0.98433477	0.9718826	0.98219097	0.97874993	0.9687789	0.97494745	0.9875425	0.98483557	0.9627333	0.9947467	0.97178245	0.9787507	0.99838716	0.99536824	0.96889704	0.9959829	0.9502925	0.998081	0.93749905	0.98243946	0.93874496	0.97441566	0.9883994	0.97471535	0.961503	0.9653823	0.93891466	1.0	0.999791	0.99427044	0.9729152	0.9611434	0.9854165	0.9188639	0.96672785	0.99498147	0.9536718	0.9721742	0.95767033	0.98905414	0.9511322	0.97417027	0.9965497	0.97194844	0.9511675	0.9584399	0.9922821	0.9970291	0.98471236	0.93302906	0.9908793	0.9456072	0.9956971	0.9218824	0.9896932	0.98027074	0.98298967	0.99890447	0.99693185	0.9866732	0.9791909	0.966624	0.9694929	0.98117274	0.9785318	0.9808171	0.97920465	0.9800257	0.9550289	0.97077924	0.9605031	0.95189995	0.9332734	0.9779063	0.93660754	0.9999302	0.96371293	0.99990535	0.98244965	0.94652736	0.9840131	0.9986154	0.9929432	0.93800104	0.9715177	0.97547376	0.9799141	0.9884485	0.9415735	0.9833307	0.9715233	0.9721371	0.9814883	0.982062	0.9887963	0.98859805	0.9986213	0.98376995	0.9628308	0.9685656	0.98871744	0.9922419	0.97208124	0.96048045	0.99711764	0.97156364	0.99268323	0.9758933	0.9906111	0.96955806	0.9956566	0.9675714	0.9948886	0.9529856	0.9756603	0.9889374	0.9943487	0.9946531	0.9616027	0.99254596	0.9051993	0.9828869	0.980672	0.99450916	0.9619768	1.0	0.9740543	0.9730231	0.9925519	0.97195864	0.98817307	0.975679	0.9548002	0.9971147	0.9653557	0.9590462	0.9654416	0.98321015	0.99537057	0.99351096	0.9961446	0.9811073	0.9702141	0.99634725	0.98672616	0.9538351	0.9860359	0.9998252	0.92524564	0.92246914	0.82130224	0.98989046	0.9884225	0.9590223	0.96685666	0.99632907	0.9606861	0.9705671	0.98328954	0.99490434	0.96146494	0.96746165	0.99756604	0.94783986	0.99032605	0.89985585	0.9467582	0.9776495	0.9781945	0.9674233	0.95033854	0.9816578	0.99332124	0.98374194	0.9988463	0.9567506	0.9909559	0.98223126	0.9775201	0.9935664	0.97230965	0.95307577	1.0	0.9649229	0.98818946	0.9423769	0.9840153	0.9483012	0.9565689	0.9537667	0.9826694	0.97425014	0.9016329	0.9776045	0.9843503	0.9644033	0.93158996	0.98402613	0.96995544	0.9654299	0.9568115	0.983146	0.99481285	0.993899	0.9851475	0.9993031	0.9927761	0.97960657	0.96326596	0.9964223	0.9874993	0.98763657	0.9888885	0.98794603	0.96393764	0.98420334	0.9908872	0.9976752	0.9847175	0.94404894	0.9552687	0.97584784	0.9797123	0.9624556	0.9929075	0.98138684	0.9935948	0.9683597	0.9713928	0.9984572	0.97206974	0.9835774	0.9776787	0.9662442	0.97960526	0.96514946	0.99320793	0.97011805	0.9939567	0.9709378	0.9728252	0.9969695	0.976767	0.98314357	0.97921443	0.98880374	0.99680275	0.989616	0.92628425	0.9479813	0.9841813	0.99495214	0.96964777	0.96749043	0.9724864	0.98327494	0.9805929	0.9842833	0.97711855	0.9034783	0.9976752	0.90934634	0.98030126	0.94349724	0.9898795	0.96919954	0.995322	0.98121476	0.97482777	0.9250988	0.9990394	0.99037844	0.99653447	0.9824845	0.950361	0.9949046	0.9849399	0.98333853	0.98873997	0.9871594	0.993207	0.9643627	0.9703224	0.9496858	0.96827114	0.9892011	0.98014015	0.9965776	0.99483705	0.9926755	0.958561	0.99844885	0.9986305	0.9846077	0.9792143	0.96964616	0.9925784	0.9963827	0.9398607	0.99227023	0.9377755	0.94616336	0.96137303	0.89995754	0.86609864	0.9648875	0.9963004	0.969786	0.99790394	0.98015904	0.9558263	0.954944	0.95882577	0.9022316	0.98894227	0.9947245	0.9948866	0.989373	0.95748997	0.96264493	0.97367597	0.9857576	0.9979193	0.98743194	0.98536754	0.9737895	0.95667505	0.9915145	0.9903417	0.9848262	0.956958	0.98492724	0.9788092	0.9628893	0.9877606	0.9800314	0.9558028	0.9783837	0.97303176	0.95741546	0.9516509	0.9820564	0.9874005	0.9758992	0.95854247	0.9693171	0.97647756	0.97715497	0.96498483	0.9565716	0.99326026	0.9330315	0.9823292	0.9905544	0.9884943	0.9545488	0.9918569	0.9941311	0.95835495	0.9910018	0.98599887	0.9807579	0.9812241	0.9954186	0.96338224	0.99434376	0.9829958	0.9747458	0.9728246	0.9972594	0.98064643	0.98431915	0.9342792	0.9930079	0.9697592	0.978266	0.9655902	0.9868013	0.9938762	0.9859881	0.9660524	0.9943985	0.96079975	0.9800935	0.9779347	0.9430118	0.99947506	0.9651112	0.9842377	0.9849378	0.99379987	0.9764449
1940/noun	0.97007835	0.0	0.6615362	0.7782828	0.8666594	0.8509493	0.98619014	0.9133048	0.8485769	0.9506246	0.9701902	0.83311903	0.9700893	0.91114306	0.843746	0.87932616	0.8635713	0.9625221	0.90145284	0.8960216	0.95699215	0.9030551	0.9933121	0.9710687	0.91730946	0.9621768	0.94132066	0.9797206	0.96481663	0.9504899	0.94600457	0.89819276	0.97558206	0.9271587	0.92870367	0.929475	0.94818497	0.985536	0.9679035	0.95179904	0.95100254	0.94152296	0.9398159	0.9491342	0.9551209	0.94603914	0.9823738	0.96552044	0.8932197	0.9199957	0.93397415	0.9467974	0.9306246	0.85992604	0.91581845	0.9066164	0.9191483	0.95170105	0.9554504	0.9648296	0.92916614	0.9595993	0.9294075	0.9559761	0.9617415	0.9543784	0.95461804	0.96577066	0.94345486	0.9606754	0.97900105	0.9787087	0.94862616	0.95407677	0.9889562	0.9672289	0.96027845	0.94612867	0.9620332	0.91963387	0.9716825	0.9181147	0.90167874	0.94876605	0.9640094	0.9645443	0.9343295	0.93155646	0.96897626	0.9217489	0.8309475	0.9542107	0.95518994	0.9610437	0.9119419	0.92451674	0.9711499	0.9402603	0.9496003	0.9765771	0.96233344	0.9495341	0.8979981	0.98610914	0.9627258	0.99140763	0.9510201	0.92088085	0.92725515	0.9478058	0.98769253	0.92243534	0.8276278	0.9780788	0.8853036	0.94615614	0.9700699	0.9486652	0.9898414	0.94496536	0.9810976	0.96139723	0.967179	0.94008625	0.9466297	0.976486	0.95660675	0.96666276	0.9364837	0.9900005	0.9225358	0.9557569	0.9538082	0.92001164	0.8686602	0.99339384	0.9826649	0.95426965	0.9750862	0.93065965	0.9705718	0.947728	0.9763149	0.9771376	0.9560429	0.96804935	0.9442384	0.9720003	0.96381986	0.9840552	0.93369704	0.8316428	0.9120558	0.9545728	0.9260129	0.90573335	0.9751784	0.9581331	0.88223505	0.9100044	0.9532255	0.89220977	0.94778985	0.9211903	0.9924692	0.98648816	0.8970969	0.9702772	0.96369576	0.9424627	0.9178339	0.9582983	0.9605887	0.9306796	0.94928306	0.9647739	0.97496325	0.9098656	0.9250065	0.8973021	0.9406853	0.9427722	0.9289136	0.98348314	0.93324184	0.96159506	0.88916916	0.9267128	0.9618727	0.9608825	0.91200227	0.9079289	0.9815848	0.8842376	0.93695354	0.9672651	0.9545175	0.9275534	0.89138174	0.9363455	0.9017794	0.9728165	0.9652034	0.9083596	0.95778304	0.95984423	0.92354417	0.93190366	0.8808255	0.93610084	0.9702632	0.9588637	0.9753381	0.9396304	0.8799728	0.88260776	0.9202437	0.9620317	0.9627781	0.9886824	0.9468587	0.9259355	0.97912425	0.94115806	0.9500431	0.8985576	0.96756274	0.95586085	0.9161473	0.9564614	0.96424097	0.97335416	0.98630327	0.95018035	0.9310645	0.9854636	0.9702898	0.93951833	0.82723695	0.967397	0.9105917	0.9220053	0.99997264	0.96012485	0.91002315	0.96250266	0.95565784	0.98581094	0.95832396	0.98181593	0.9465037	0.97759867	0.97044295	0.9167724	0.894192	0.9620194	0.9818244	0.9500584	0.9568589	0.9321802	0.9250894	0.9484691	0.9573785	0.8967851	0.9522723	0.96058595	0.9237544	0.9501854	0.9072471	0.93775946	0.9567632	0.952765	0.9341344	0.98085576	0.8878126	0.95234036	0.97410524	0.96983916	0.9810452	0.95885926	0.981569	0.944816	0.9819678	0.92903715	0.9365425	0.9855089	0.9418257	0.9264196	0.96962553	0.897451	0.94020534	0.9589398	0.92620134	0.9168613	0.96885514	0.9593729	0.9569847	0.9492575	0.95693356	0.9123704	0.9457353	0.9087991	0.90477806	0.9500954	0.96266973	0.93198735	0.9887601	0.9381571	0.974678	0.94999623	0.9687391	0.94855404	0.968565	0.9453719	0.92135566	0.93539965	0.927644	0.9537649	0.93856156	0.93004036	0.89334273	0.928576	0.86285365	0.95118004	0.944815	0.95950663	0.92705435	0.9968365	0.94069076	0.9455472	0.9403094	0.96506953	0.98782	0.9043406	0.9159013	0.7967603	0.88937914	0.9657145	0.95088434	0.9355606	0.9036683	0.9586707	0.98232675	0.93040496	0.94208646	0.945025	0.9469437	0.95047235	0.8744481	0.8598488	0.94164926	0.92098093	0.97958	0.9781973	0.98180157	0.8985503	0.9603054	0.89133	0.9319425	0.86851656	0.96415836	0.95377135	0.9214408	0.969237	0.9617942	0.9432578	0.997084	0.93784463	0.8459237	0.9405161	0.9530407	0.9545488	0.9750891	0.9467213	0.9397053	0.95357066	0.9430344	0.86310095	0.9542189	0.93816406	0.9263878	0.92854095	0.910303	0.9337725	0.96662	0.94448954	0.6391195	0.9496057	0.9566567	0.9044429	0.9619222	0.95261294	0.97460425	0.9485564	0.9761101	0.96466374	0.93371296	0.96227634	0.9518575	0.9477419	0.94189703	0.9841819
1948/noun	0.98790646	0.6615362	0.0	0.7257323	0.85014755	0.8620534	0.96986824	0.9180631	0.83593553	0.9475912	0.97297585	0.83967537	0.9751587	0.93353593	0.88004637	0.8827206	0.912752	0.95409733	0.93741786	0.94758916	0.98789996	0.8905952	0.987415	0.98810714	0.92864627	0.950573	0.9190619	0.97171646	0.96313363	0.92619264	0.9028224	0.9312296	0.95173347	0.9150625	0.98475283	0.92094094	0.92344713	0.97774816	0.9701754	0.897985	0.9612176	0.91341317	0.9306117	0.9326123	0.97896653	0.95454544	0.9559512	0.9708338	0.8993288	0.87230253	0.93308306	0.93338734	0.90928817	0.8567889	0.95059437	0.8632147	0.91707736	0.9308674	0.9629614	0.9596525	0.9516595	0.941944	0.94124186	0.95576006	0.9513675	0.9304722	0.9404907	0.9425862	0.9262147	0.94180274	0.9718273	0.97216624	0.94036335	0.92971385	0.98796886	0.96448255	0.9615063	0.93483007	0.9450272	0.9354154	0.9670547	0.9373228	0.92167246	0.9187964	0.9620562	0.98848146	0.901633	0.92306393	0.9604692	0.94357526	0.83178085	0.97763366	0.9528482	0.9671629	0.90445256	0.9287259	0.97409934	0.96363956	0.96156293	0.9676218	0.957301	0.9519296	0.9661344	0.9581807	0.9428011	0.96633327	0.9675457	0.91414386	0.9416282	0.9538705	0.9774859	0.92700577	0.826431	0.9883927	0.8765536	0.9435759	0.9205412	0.9555125	0.9927488	0.9632647	1.0	0.95958155	0.97430646	0.9280178	0.92818224	0.97666806	0.9328729	0.97320163	0.9096754	0.9626301	0.94571537	0.96381116	0.9506253	0.9238922	0.9082955	0.9722373	0.9723695	0.9581192	0.9654321	0.9451607	0.9415083	0.9778272	0.9715563	0.9834955	0.9582354	0.9616643	0.99378955	0.9697751	0.96518767	0.9532291	0.95563805	0.888533	0.9196656	0.97117716	0.97179437	0.9220253	0.981287	0.9588115	0.91633296	0.9070651	0.95870316	0.9076328	0.9466791	0.9602172	0.99992317	0.9983739	0.89036655	0.9658112	0.9745863	0.91042525	0.8956625	0.9511579	0.93591577	0.9328443	0.94754726	0.98022	0.96889627	0.90231246	0.92811024	0.9037098	0.91956896	0.9282435	0.93758607	0.97114587	0.96569955	0.9675261	0.89512557	0.9526708	0.9406686	0.96704227	0.9302296	0.934956	0.9796528	0.91164726	0.9524177	0.95956135	0.96481794	0.9115063	0.86908287	0.9531737	0.90524364	0.9381505	0.9644864	0.96621287	0.95305264	0.9633133	0.93901896	0.9374193	0.89693135	0.94685125	0.98289174	0.95028454	0.99115896	0.9650193	0.91181964	0.85192907	0.9267558	0.97689617	0.9536672	0.98232675	0.98845834	0.9218041	0.96349084	0.9824795	0.9329293	0.8628141	0.9545935	0.97319525	0.9519724	0.966424	0.94444907	0.96508276	0.9813292	0.93723905	0.9406464	0.96963996	0.95949376	0.93509257	0.83044136	0.96154946	0.93529814	0.92931926	0.9769513	0.9562182	0.9224125	0.98005277	0.95574653	0.9850494	0.9320948	0.97008693	0.94094014	0.98309135	0.9548434	0.93389636	0.90910125	0.9797232	0.982695	0.95909053	0.9485884	0.92339075	0.91531146	0.95031637	0.9473043	0.88948166	0.93895954	0.95441043	0.95370114	0.9745047	0.8628111	0.94742143	0.97324336	0.9601323	0.9326773	0.9545068	0.92122036	0.952734	0.97865033	0.97054684	0.9671595	0.992357	0.94448507	0.94406825	0.980481	0.93975794	0.9542035	0.97168756	0.9524877	0.93755156	0.98860216	0.9086983	0.9451424	0.97036004	0.9034816	0.90660393	0.9484118	0.9744519	0.9480498	0.9478118	0.97527725	0.9154882	0.9727271	0.92558366	0.94596606	0.9187731	0.9433235	0.9622443	0.9816894	0.96057713	0.98333824	0.9404814	0.9723356	0.9269092	0.96120155	0.93388176	0.92446464	0.95147634	0.917812	0.9671207	0.9268136	0.9298625	0.9608692	0.9405041	0.90857023	0.9651146	0.96606845	0.951689	0.9301641	0.9926937	0.9465997	0.95720696	0.95790756	0.9663937	0.9504009	0.8951935	0.9147816	0.8123262	0.90666115	0.9703625	0.94294083	0.92065257	0.9251177	0.9491885	0.9323796	0.92155576	0.9056335	0.94722164	0.9782053	0.96630204	0.8948647	0.8690035	0.93526757	0.924031	0.96206766	0.9587674	0.9787221	0.91661835	0.9731385	0.8995576	0.9613115	0.8723326	0.9120897	0.95868176	0.9358666	0.95855916	0.9777683	0.95159733	0.93792784	0.9515764	0.84313107	0.9716841	0.95735335	0.9466008	0.9604615	0.8978766	0.9073207	0.9444662	0.9115754	0.83328485	0.9240383	0.9613104	0.8804308	0.925917	0.88356096	0.94873947	0.9291617	0.97071725	0.68135166	0.9192142	0.97824246	0.92923	0.9688992	0.9487616	0.96841264	0.94326067	0.96461606	0.95936877	0.9255943	0.96043324	0.95668584	0.99177593	0.9495862	0.98429275
1966/noun	0.9599153	0.7782828	0.7257323	0.0	0.8029897	0.8111118	0.9619645	0.9186275	0.85734767	0.94257075	0.979724	0.8742873	0.9577945	0.9132831	0.8902464	0.9132865	0.90708286	0.95255065	0.92793655	0.96000445	0.9520768	0.91450065	0.9688439	0.97030336	0.9473567	0.9628148	0.9422916	0.9783479	0.98009497	0.9298583	0.9408967	0.9141145	0.9699501	0.9161972	0.9689078	0.9383938	0.8874002	0.9896278	0.98590857	0.97971594	0.95946443	0.9459787	0.9332981	0.9098236	0.95523816	0.9582596	0.9792173	0.97646034	0.9350013	0.9004373	0.9492014	0.9547587	0.9286287	0.91058004	0.9485797	0.8910529	0.9511966	0.9226541	0.9364177	0.95721674	0.9512404	0.94359046	0.96352476	0.96937436	0.93774897	0.9719845	0.937857	0.9472171	0.9657058	0.97095245	0.9447232	0.9417448	0.94138986	0.95604527	0.96231127	0.93184906	0.9393865	0.95388836	0.9468148	0.94775385	0.93579674	0.95841134	0.9241539	0.9250562	0.96512634	0.9741003	0.9231626	0.94607806	0.9657579	0.9443398	0.87727344	0.968392	0.94077104	0.9643196	0.9393865	0.92149615	0.9618777	0.9696809	0.9613811	0.976945	0.9500754	0.95072806	0.96766096	0.9625511	0.9198303	0.9208305	0.9650029	0.9363856	0.92559046	0.92812467	0.95812947	0.9451216	0.83989924	0.9727636	0.93793297	0.9265684	0.951126	0.9690545	0.97797424	0.94153374	0.99314535	0.96265405	0.9747897	0.9296601	0.9153212	0.9810613	0.9327634	0.95632344	0.92905426	0.96442074	0.9376738	0.96036613	0.9575536	0.9635264	0.9192711	0.9904398	0.97660524	0.9302101	0.96426827	0.93634236	0.94044584	0.9482714	0.9666471	0.9850637	0.97424835	0.96271354	0.963142	0.95750046	0.9774345	0.9569937	0.9362227	0.9230043	0.9218319	0.95332867	0.96865106	0.9226413	0.96033275	0.97981906	0.9252154	0.9057222	0.9764182	0.8839584	0.9309235	0.9511809	0.99521625	0.9825524	0.86922646	0.94223124	0.9801853	0.92415106	0.89367646	0.96151036	0.9070406	0.9424535	0.95856977	0.97199994	0.9696238	0.92006123	0.92581487	0.902443	0.9260571	0.94562155	0.9610168	0.9781874	0.95282173	0.96351933	0.87261623	0.9560235	0.9132007	0.9726732	0.9133079	0.93808883	0.9773217	0.9038679	0.95165616	0.95537287	0.94027627	0.93975115	0.9159292	0.93686444	0.91526836	0.9449038	0.9350011	0.9611913	0.9324974	0.9572064	0.93905413	0.91755307	0.9066634	0.94349056	0.9764858	0.91586393	0.9916381	0.94794804	0.9304583	0.9400682	0.9225956	0.97202146	0.9476421	0.9881375	0.98313934	0.9328141	0.97661936	0.97344756	0.9688856	0.88956	0.94234747	0.95868325	0.95541674	0.9715432	0.9639503	0.9509855	0.96525854	0.9490039	0.9289146	0.9566133	0.94983107	0.9247864	0.851194	0.9603486	0.94215554	0.9583081	0.9489553	0.94791234	0.9463047	0.9781001	0.9188421	0.9845612	0.9084301	0.9537649	0.9356386	0.9777271	0.9683205	0.947786	0.9173029	0.9682167	0.9734622	0.9659305	0.9538942	0.93533075	0.9264824	0.9058099	0.9465365	0.8740011	0.9329767	0.9379028	0.93175495	0.9622808	0.87225705	0.94334394	0.9724759	0.9414577	0.9398431	0.9288075	0.9544237	0.9585951	0.95509523	0.98716056	0.9598098	0.9873066	0.9669154	0.9472444	0.9745417	0.92566806	0.9353778	0.95055807	0.92896605	0.9622894	0.9664848	0.9232434	0.95104414	0.9630096	0.88791025	0.94262624	0.97636783	0.9623373	0.93868047	0.95465314	0.96725595	0.9529681	0.9539876	0.9419605	0.9507785	0.9261098	0.9519135	0.9531812	0.95618	0.9400197	0.9694419	0.93905	0.97446907	0.95566124	0.9460815	0.9468691	0.93255484	0.9219216	0.9339647	0.93978584	0.9592435	0.9494693	0.9555118	0.91556114	0.90770483	0.93021417	0.9628844	0.9467619	0.9389079	0.9724368	0.96103317	0.9469477	0.9557805	0.93290216	0.9479181	0.92032254	0.9443253	0.8366143	0.8883146	0.9649458	0.9453246	0.93446386	0.90882874	0.97448725	0.95488584	0.8905258	0.89531475	0.94947624	0.9683931	0.9654962	0.89989614	0.87439036	0.9514907	0.93523693	0.97602916	0.9705605	0.95877236	0.93893826	0.9349114	0.87912977	0.9446932	0.89200354	0.9691913	0.9559569	0.93297124	0.9605403	0.97143304	0.96404064	0.9884009	0.96668774	0.88357353	0.9457533	0.93975323	0.9267984	0.96149206	0.95635015	0.9505394	0.96131134	0.932212	0.77674985	0.93809414	0.9598112	0.9281913	0.9311963	0.8540373	0.9315319	0.96698195	0.98683584	0.7501662	0.94527054	0.9550843	0.8993112	0.9567069	0.95923907	0.96157396	0.9626493	0.91284156	0.95016533	0.9349434	0.94578904	0.96724385	0.98167515	0.9348612	0.9771121
