	100/num	110/num	18-jarigen/adj	400/num	400_meter/noun	60/num	610/num	Allen/name	Amerikaan/noun	Aziatisch/adj	BMW/name	Brit/noun	Brusselaars/noun	Duitsland/name	El/name	Engelsman/noun	Mongools/adj	München/name	Osama/name	Robin/name	Sisters/name	Stephanie/name	VTM/name	Westen/name	aanbieder/noun	aap/noun	achter/prep	achtervolg/verb	achtervolgd/adj	advocaat/noun	als/prep	angst/noun	arm/adj	atleet/noun	bacterie/noun	barbaar/noun	barbaars/adj	bedreig/verb	beeld/noun	belaag/verb	belangrijk/adj	belegger/noun	bestorm/verb	betoger/noun	bewonderaar/noun	bewondering/noun	bezoek/verb	bezoeker/noun	blank/adj	blauw/adj	blijf_thuis/verb	bodem/noun	boos/adj	breng_op/verb	buitenlands/adj	burger/noun	cameraploeg/noun	christen/noun	concentreer/verb	confrontatie/noun	daal_af/verb	dakloze/noun	dam_in/verb	dame/noun	de/det	deze/det	die/det	die/pron	dijk/noun	door/prep	dronken/adj	drop/verb	een/det	eerste/num	en/vg	enig/adj	enorm/adj	ere_podium/noun	fan/noun	formeel/adj	fotograaf/noun	gebied/noun	geluk_zoeker/noun	geplunderd/adj	gesteund/adj	gevecht/noun	gevolgd/adj	grijp_aan/verb	grootouder/noun	grut/noun	heel/adj	hoef/verb	hoog/adj	hooligan/noun	hos/verb	hulpverlener/noun	huurling/noun	immigrant/noun	indrukwekkend/adj	insect/noun	jongere/noun	journalist/noun	juich_toe/verb	kakkerlak/noun	kat/noun	ken/verb	kijk_toe/verb	kind/noun	kom/verb	kom_terecht/verb	kom_uit/verb	krijg_heen/verb	krijg_heer/noun	laag/adj	laat/adj	laat_los/verb	langs/prep	lastig/adj	leg_af/verb	lok/verb	lol_broek/noun	loop/verb	loop_rond/verb	loop_uit/verb	man/noun	medaille/noun	meid/noun	meisje/noun	mens/noun	mentaal/adj	meter/noun	militair/noun	moet/verb	naar/prep	natie/noun	nationalist/noun	neem/verb	neem_weg/verb	negende/num	nog/adv	omring/verb	omringd/adj	ondernemer/noun	onttrek/verb	op/prep	opgejaagd/adj	opstand/noun	over/prep	overleef/verb	overrompel/verb	overspoel/verb	paparazzi/noun	parkoers/noun	pelgrim/noun	pers/noun	plaag/verb	pluimage/noun	podium/noun	poets_vrouw/noun	poging/noun	politicus/noun	procedureel/adj	punt/noun	razend/adj	realiseer/verb	reeks/noun	ren/verb	rep/verb	rond/prep	scholier/noun	schuifel/verb	sla_weg/verb	slaaf/noun	snel_toe/verb	spreiding/noun	spring/verb	sprinkhaan/noun	sprint/noun	sprint/verb	sprong/noun	spurt/noun	sta/verb	sta_klaar/verb	stad/noun	stedebouwkundig/adj	steward/noun	storm_aan/adj	stouw_vol/verb	stroom_toe/verb	struikel/verb	stuif/verb	stuur_af/verb	supporter/noun	tegen/prep	tien/num	tiener/noun	tiener_meisje/noun	tientallen/noun	toerist/noun	toeschouwer/noun	trek/verb	trek_aan/verb	trouw/adj	tussen/prep	tweede/num	ultiem/adj	val_aan/verb	val_binnen/verb	verdring/verb	vergezel/verb	vermom/verb	verscholen/adj	versla/verb	verslaggever/noun	verspring/verb	verzamel/verb	vierhonderdduizend/num	vlieg/noun	vluchteling/noun	voetbalelftal/noun	volg/adj	volg/verb	voor/prep	voorlaatst/adj	voorspelbaar/adj	vooruitzicht/noun	vorm/verb	vracht_wagen/noun	vrouw/noun	vul/verb	wacht/verb	wacht_op/verb	wat/det	wek/verb	werp_op/verb	wetenschapper/noun	win/verb	woest/adj	word/verb	zet_neer/verb	zie/verb	zit_achterna/verb	zo'n/det	zonder/prep	zoveel/det	zwaai/adj	zwart/adj	zwerm/verb	zwijn/noun
100/num	0.0	0.4353159	0.9591437	0.3125043	0.6576548	0.19061524	0.674307	0.9154607	0.91037524	0.9141234	0.9068116	0.80524004	0.88161755	0.9327097	0.8034299	0.93625844	0.9650831	0.8723513	0.9301503	0.6975487	0.98642695	0.6633876	0.84777355	0.96874535	0.96977055	0.8777769	0.78611445	0.92877984	0.88306385	0.9339426	0.8956013	0.94995916	0.823944	0.58093166	0.9177583	0.95385796	0.95623755	0.863238	0.8097631	0.8832559	0.9048017	0.8910207	0.8584746	0.8419552	0.94294447	0.90107787	0.8902366	0.90520394	0.8475375	0.9204099	0.8062159	0.85379416	0.9166113	0.7642629	0.9115396	0.92518437	0.8324152	0.94559675	0.86072975	0.8671601	0.7705729	0.88164747	0.8927242	0.874167	0.79375005	0.9108576	0.8659162	0.83573544	0.862325	0.90204996	0.8643739	0.87279356	0.82538545	0.8125025	0.7350279	0.8780188	0.9017576	0.7212236	0.8945745	0.95530695	0.88459444	0.9115133	0.9521714	0.9367919	0.94754195	0.88102686	0.92659914	0.8943095	0.9640149	0.9770316	0.8678675	0.8719965	0.7029786	0.8194034	0.8869062	0.82948333	0.9522017	0.9119244	0.7466333	0.946165	0.8578339	0.89742297	0.8874792	0.9581769	0.93800783	0.8795519	0.8826252	0.8159126	0.88212246	0.8441106	0.7533234	0.9862181	0.9567436	0.7931166	0.7551465	0.9306956	0.8471005	0.848427	0.69093806	0.85660726	0.8991629	0.6716726	0.85030466	0.8304404	0.75440353	0.52900946	0.8794832	0.85308933	0.82197994	0.88479024	0.3246228	0.8127331	0.8156684	0.80088246	0.9525372	0.8970851	0.89757484	0.9156409	0.7194005	0.86338806	0.904544	0.8613219	0.9347827	0.96296054	0.7633476	0.9565887	0.9383583	0.9304968	0.9400033	0.9362938	0.90324086	0.9629378	0.75325584	0.89176136	0.94582736	0.94629014	0.8703265	0.83637905	0.94284654	0.90476197	0.93399656	0.9394706	0.7380042	0.8897655	0.8286989	0.81645346	0.8083059	0.93911034	0.81790537	0.66958094	0.8543204	0.9334995	0.89391696	0.85164094	0.9665406	0.6568661	0.9307439	0.47354668	0.53636724	0.6438715	0.6175555	0.83237475	0.8234167	0.9224603	0.98371875	0.7594004	0.8634416	0.87232304	0.91223127	0.94219595	0.8942346	0.8951011	0.82577354	0.8673235	0.5394666	0.9341064	0.94922495	0.7321602	0.9018452	0.78281456	0.7954761	0.76851505	0.84088886	0.8158896	0.59811956	0.8807192	0.84138566	0.967896	0.90855	0.9159388	0.9315394	0.90901977	0.7743855	0.93889046	0.35506976	0.7684449	0.7970964	0.9726284	0.86385584	0.9193364	0.9152978	0.8696202	0.7174835	0.7069702	0.7853998	0.9780911	0.92425096	0.7963912	0.77649575	0.8455392	0.8881404	0.8916998	0.8704347	0.9623109	0.943292	0.94388163	0.5382205	0.8680185	0.93276703	0.7677016	0.86572456	0.95401794	0.5380962	0.8878596	0.8674939	0.9146545	0.89151657	0.91477	0.9111231
110/num	0.4353159	0.0	0.93894315	0.4838431	0.7494606	0.33357275	0.7399544	0.8071384	0.90962255	0.8593506	0.91971934	0.878551	0.8349646	0.8925115	0.78791386	0.85418904	0.95222574	0.8901819	0.96727157	0.65820324	0.92068374	0.7926688	0.8276619	0.8751756	0.9519059	0.890547	0.8680379	0.89857733	0.9369336	0.88070816	0.839694	0.85552925	0.78073174	0.68345344	0.8983364	0.8729689	0.9175255	0.88716334	0.82143605	0.83297753	0.8751166	0.9111463	0.84762	0.8215241	0.88783264	0.9226601	0.88442504	0.9000495	0.76877475	0.89699316	0.88471556	0.8026327	0.87124234	0.79212	0.8720484	0.8679663	0.9506348	0.8604803	0.895778	0.8403692	0.7867899	0.7903944	0.84208703	0.91607404	0.78383595	0.8478459	0.8602478	0.7737198	0.84831417	0.8925934	0.80555165	0.8026992	0.82980895	0.91886914	0.7395947	0.9102865	0.85147727	0.9327601	0.88222057	0.89067465	0.96432906	0.82563055	0.90434915	0.8804088	0.864998	0.8185028	0.89399743	0.8380094	0.9557215	0.9503957	0.9217829	0.9182014	0.6806637	0.84654367	0.91155773	0.8572408	0.88977814	0.8017795	0.8259532	0.9626848	0.86529803	0.9233039	0.8210781	0.87964576	0.93540764	0.86597705	0.91333437	0.90580785	0.91713846	0.7573353	0.82665384	0.921786	0.862052	0.7430645	0.8915067	0.9537227	0.8552675	0.85804564	0.8004166	0.9061093	0.9588182	0.79658365	0.85089606	0.84768426	0.8340417	0.70721364	0.7931684	0.9081598	0.8527786	0.90864885	0.4884466	0.8028867	0.8501488	0.8260672	0.92802846	0.7901554	0.9301696	0.93507177	0.83767945	0.93867826	0.83612394	0.8741107	0.8632704	0.9290477	0.8230244	0.9119963	0.863133	0.9382665	0.8839693	0.92138225	0.82017255	0.9889116	0.8437327	0.90289855	0.9428116	0.91401315	0.88522744	0.88332933	0.9946744	0.87081563	0.89612347	0.9455173	0.69009244	0.8463211	0.7836036	0.83574384	0.8789492	0.9085209	0.86888826	0.6240117	0.8980325	0.92267954	0.91373855	0.88639784	0.86869544	0.747982	0.9678258	0.7467154	0.6574662	0.65055656	0.7330809	0.89287853	0.82927907	0.87455386	0.95443326	0.9009661	0.8660247	0.7927262	0.88898796	0.81598675	0.8352144	0.7575707	0.8985671	0.85264957	0.6924716	0.8952616	0.9451883	0.7849318	0.9208131	0.8694534	0.9274435	0.91702104	0.9226114	0.7996266	0.8604625	0.931868	0.8497426	0.88801825	0.9063606	0.92050827	0.84064615	0.9103753	0.87221295	0.91422087	0.61971486	0.77997684	0.80064696	0.97008854	0.79023063	0.9461049	0.9382747	0.92537224	0.8249202	0.89373285	0.85411066	0.958635	0.89211863	0.81240475	0.8749676	0.87355757	0.8912214	0.88762796	0.8927187	0.9041323	0.90012264	0.8771864	0.76095176	0.835377	0.9001031	0.81195533	0.87826186	0.9010882	0.5969112	0.8459755	0.88177323	0.92535645	0.8335609	0.86343026	0.8627551
18-jarigen/adj	0.9591437	0.93894315	0.0	0.9038023	0.9167359	0.92526835	0.9666014	0.9743874	0.95192444	0.9195566	0.9865872	0.95942783	0.96259654	0.8175148	0.998211	0.9733625	0.97730994	0.9602662	0.9879677	0.96446705	0.9781666	0.97898144	0.97003675	0.9708827	0.91672575	0.98228985	0.98103595	0.9529553	0.93383646	0.9879583	0.87901694	0.94423103	0.94760305	0.9501968	0.9546618	0.9536456	0.93240714	0.9150509	0.96388394	0.893344	0.8224103	0.946321	0.8970549	0.95652646	0.97645766	0.89849496	0.93162125	0.9684775	0.8959339	0.9916824	0.91293883	0.9795999	0.9590657	0.92511666	0.92446756	0.885087	0.95224863	0.9470263	0.94346774	0.8992711	0.94837904	0.88138753	0.9741746	0.96338373	0.87560505	0.7978949	0.91365725	0.82638824	0.9667035	0.9473927	0.8707905	0.944423	0.91314846	0.8635628	0.8426647	0.95904434	0.98006696	0.98795426	0.95194703	0.95960766	0.9813935	0.94394654	0.9507263	0.95280266	0.9403076	0.9249902	0.96899223	0.9544465	0.8973242	0.984451	0.94784886	0.85001254	0.89123553	0.97154933	0.9725216	0.91606086	0.9431996	0.9481159	0.9522053	0.9829038	0.7099731	0.9622106	0.97307223	0.9682482	0.9793685	0.88208497	0.9438372	0.818008	0.9751562	0.942081	0.8965063	0.95324534	0.97274023	0.85441244	0.9496009	0.9936653	0.962381	0.9183778	0.9677612	0.9023173	0.8382867	0.8400089	0.8794229	0.98540056	0.96828294	0.9575828	0.9216508	0.9179589	0.90949404	0.88451767	0.96771175	0.82897025	0.93418115	0.92811835	0.9581385	0.9464006	0.98423475	0.98888284	0.92360073	0.8950742	0.91415656	0.9593669	0.9296006	0.96455944	0.9626563	0.9544207	0.9449588	0.93867165	0.9690544	0.9111114	0.9406985	0.91114396	0.97197586	0.9711649	0.9823635	0.9194535	0.9497507	0.98482215	0.96733326	0.97342145	0.9009306	0.984195	0.95779777	0.9470583	0.67375755	0.8664402	0.95431805	0.99605066	0.96306	0.93941206	0.9512296	0.99901706	0.95597893	0.924187	0.9165342	0.9779213	0.97250676	0.9845776	0.9850159	0.97091806	0.9805991	0.97676	0.9114924	0.9403027	0.9416275	0.9665517	0.92750615	0.95158094	0.9606572	0.9660466	0.9773833	0.93091583	0.9720461	0.9148715	0.8510116	0.6499095	0.92578965	0.9234957	0.9675173	0.96658444	0.9279073	0.91756475	0.9683627	0.84718776	0.9353364	0.9504457	0.9142254	0.9398016	0.96990716	0.90019125	0.9652435	0.9724834	0.9652939	0.98231584	0.98592806	0.9253702	0.92877823	0.9908629	0.9487208	0.9318752	0.8406783	0.89500135	0.7742621	0.9669373	0.9645357	0.92811865	0.89819497	0.9663168	0.93639666	0.9774478	0.96151185	0.9705766	0.9205361	0.9326844	0.92772794	0.9522754	0.9619651	0.9888156	0.9508667	0.9431781	0.9125903	0.95002645	0.91883564	0.9461601	0.705657	0.96794504	0.93285877	0.88729274	0.9757293
400/num	0.3125043	0.4838431	0.9038023	0.0	0.6194711	0.30527884	0.6531041	0.93728656	0.89232475	0.7624124	0.9823529	0.89354163	0.8859132	0.83595335	0.8251182	0.87115216	0.94669545	0.8839924	0.93146884	0.8673942	0.9792002	0.69511884	0.8607029	0.8903481	0.923875	0.85949826	0.8655492	0.84760404	0.7959974	0.9324233	0.82103807	0.89839685	0.7888772	0.61364794	0.95465446	0.8544487	0.8963929	0.82196206	0.76308763	0.7570008	0.88124925	0.90668213	0.68395305	0.7290645	0.89451575	0.8323454	0.75075656	0.8313884	0.7076219	0.88305616	0.73520535	0.85414994	0.8055697	0.77000177	0.7839138	0.8018079	0.86239004	0.81814224	0.7761392	0.771211	0.800637	0.8397454	0.7672874	0.88633364	0.75525975	0.8743919	0.8592473	0.714805	0.80848753	0.81167096	0.81242055	0.7908431	0.81380045	0.85419244	0.6747404	0.8947795	0.84484684	0.8805472	0.8080958	0.88874197	0.88281864	0.7511394	0.76324415	0.84075105	0.85305035	0.763005	0.88434523	0.73439837	0.891199	0.9327671	0.8811723	0.93479514	0.65172815	0.760326	0.9146688	0.78686583	0.8788971	0.80233896	0.7995857	0.9199273	0.7538402	0.79617	0.78757155	0.94957656	0.8785161	0.8899931	0.7409493	0.8343195	0.86986333	0.77647996	0.8093419	0.9550588	0.94324857	0.73683584	0.8767514	0.91451573	0.8289654	0.903171	0.80305016	0.68279874	0.86927366	0.6754602	0.7591541	0.8527502	0.8645454	0.6109904	0.8956582	0.8784199	0.7685009	0.8621881	0.51202697	0.8143417	0.80592334	0.7923786	0.906966	0.87106276	0.8912789	0.9423971	0.81457835	0.901353	0.8453808	0.78165	0.9314529	0.88245404	0.77608746	0.8304187	0.85299134	0.9477478	0.9082015	0.7901132	0.75168	0.895463	0.7532403	0.8417945	0.9228766	0.9352339	0.70894206	0.8344119	0.8594724	0.88581073	0.83458	0.9380016	0.8163584	0.89216775	0.88733745	0.818875	0.8114812	0.86808646	0.7836351	0.59194887	0.84840804	0.9378636	0.80464387	0.7287227	0.89395034	0.7641924	0.890134	0.7099433	0.6784497	0.6591813	0.73775584	0.8985013	0.77555543	0.80240834	0.9592122	0.70726776	0.92883426	0.79179734	0.716576	0.9023331	0.8611674	0.808342	0.774891	0.8608406	0.52640456	0.87500983	0.90483254	0.5775347	0.7955991	0.70313287	0.7559761	0.80059874	0.7834871	0.7596965	0.79587334	0.94226825	0.76866984	0.8945265	0.7916564	0.860231	0.86425567	0.8552596	0.88217837	0.8892474	0.5750169	0.5881188	0.61779106	0.9161431	0.79206634	0.8728043	0.9130099	0.8498564	0.70833445	0.922658	0.9325154	0.92778397	0.8543295	0.8072116	0.8239841	0.71709675	0.86684984	0.7751198	0.7571219	0.91205007	0.8578327	0.8794603	0.7153932	0.84106493	0.8759454	0.75623816	0.8285037	0.9358131	0.4615265	0.87267417	0.73032355	0.8420369	0.82467014	0.8204585	0.805895
400_meter/noun	0.6576548	0.7494606	0.9167359	0.6194711	0.0	0.6650562	0.8056686	0.9823929	0.9526353	0.9431994	0.9947446	0.92109746	0.92131567	0.9651054	0.7143723	0.9503845	0.8625948	0.8261144	0.97507155	0.7770215	0.969467	0.5989158	0.9024656	0.94757116	0.95748085	0.986068	0.9114788	0.9407077	0.9249495	0.92073256	0.8395591	0.99100244	0.9186185	0.648708	0.96240354	0.93087786	0.94639885	0.97194	0.8361637	0.95379174	0.93121487	0.9886061	0.89875543	0.878831	0.97408265	0.9488321	0.925063	0.9496467	0.83869576	0.97292405	0.8710577	0.8782576	0.9387679	0.99352306	0.9354937	0.98637486	0.96357805	0.9672991	0.95239174	0.9132714	0.9323089	0.9913677	0.9179035	0.9498913	0.8587511	0.77485996	0.9065785	0.84201676	0.85577536	0.9627737	0.9308825	0.88723284	0.78655946	0.70632374	0.88039786	0.85120887	0.97244364	0.90227854	0.97751033	0.9387644	0.98648596	0.97855985	0.96541935	0.8757395	0.980355	0.9304247	0.8766632	0.89638823	0.9351897	0.9785185	0.8050581	0.9915532	0.79903316	0.99076587	0.9241195	0.9543687	0.9643353	0.9444732	0.7759223	0.98316914	0.92765677	0.986271	0.91501707	0.9436148	0.9722694	0.86733425	0.95221096	0.9629896	0.95724833	0.9245464	0.8616236	0.8995567	0.94039744	0.7523461	0.8977814	0.9486068	0.8638182	0.8448695	0.8148242	0.89558125	0.9216976	0.75036466	0.94688565	0.88779324	0.9207154	0.59340644	0.94507086	0.8486434	0.9812785	0.90136343	0.6089033	0.9866816	0.94502574	0.91222334	0.9242904	0.98031765	0.9646833	0.9943514	0.7739487	0.9213305	0.9292207	0.9411796	0.9577856	0.91936576	0.85444355	0.95315045	0.9302114	0.91994995	0.9233724	0.93359387	0.9442231	0.9896297	0.8357197	0.9714414	0.98160475	0.88009506	0.87080365	0.90102893	0.9660528	0.8622557	0.9609773	0.8390819	0.88634163	0.9274852	0.98552233	0.7978393	0.84311473	0.9478004	0.8815703	0.7119902	0.9483008	0.9674352	0.9879135	0.9729478	0.8894298	0.80477816	0.9560339	0.71481705	0.7255746	0.6620854	0.7069404	0.89911544	0.9568814	0.9888931	0.9087624	0.966296	0.9318131	0.93486786	0.9428774	0.85259527	0.9054364	0.9608856	0.9809908	0.86123925	0.7102171	0.9807987	0.9575875	0.8760538	0.95187527	0.91352314	0.9402547	0.96120983	0.96710294	0.93512076	0.647995	0.95026565	0.9801258	0.9558891	0.91176397	0.9034954	0.97691065	0.96215206	0.8851827	0.9535705	0.60205686	0.87758213	0.9038011	0.97505033	0.9923706	0.9213101	0.88059354	0.7708321	0.87935436	0.84994763	0.9084851	0.979798	0.9743744	0.95402384	0.9018026	0.82291096	0.9431023	0.94237435	0.9323545	0.95979345	0.9806471	0.9309317	0.6353637	0.962856	0.97863656	0.6531081	0.9343755	0.97060883	0.8733282	0.85553956	0.90329176	0.9210144	0.91362995	0.8778269	0.95437473
60/num	0.19061524	0.33357275	0.92526835	0.30527884	0.6650562	0.0	0.7067532	0.916085	0.8919973	0.8844544	0.88017404	0.8495538	0.91409034	0.9225697	0.71963894	0.9169024	0.9754885	0.9311112	0.9572027	0.7727114	0.9883368	0.7104645	0.9084907	0.92810863	0.9204534	0.9232868	0.8036663	0.9202267	0.88086855	0.9516107	0.886521	0.93786275	0.8507749	0.66049254	0.9572866	0.93365484	0.9376546	0.9006835	0.82199806	0.90111667	0.91279197	0.90073466	0.8420088	0.83706594	0.9658401	0.9048249	0.900708	0.8827356	0.7957556	0.93745524	0.82516897	0.83055335	0.9054766	0.7527394	0.9049415	0.9004954	0.88933295	0.93010664	0.9160157	0.87726074	0.7803997	0.903843	0.8867524	0.9239754	0.81064594	0.92560625	0.9265477	0.8388256	0.84115064	0.8870138	0.85892326	0.7794869	0.8610426	0.8285289	0.73193085	0.9406424	0.8842236	0.76704496	0.9133124	0.9279882	0.94735265	0.865717	0.9160961	0.92991465	0.9171403	0.84862214	0.9167881	0.9196009	0.9239178	0.98646474	0.912281	0.9390192	0.64051026	0.8690421	0.9234707	0.8982453	0.8897627	0.889465	0.7848449	0.939173	0.8586961	0.9210544	0.91311705	0.935701	0.9269158	0.92189014	0.89386594	0.8562269	0.929388	0.7911185	0.7694911	0.97494656	0.9461807	0.7178433	0.7853532	0.9654736	0.84174675	0.9079508	0.7990365	0.90860456	0.93323034	0.7441713	0.8870906	0.86416185	0.80014676	0.6228584	0.8751049	0.87229306	0.85254353	0.8969242	0.34871918	0.83496517	0.8426932	0.7662083	0.9326067	0.8891221	0.95922333	0.96817434	0.81993484	0.87561166	0.94201213	0.87419784	0.95014906	0.9597505	0.8242516	0.92719656	0.88294303	0.94717664	0.93172246	0.8857081	0.89742553	0.96264505	0.81395954	0.90778685	0.9568567	0.95104957	0.89928406	0.8815546	0.9245658	0.893112	0.9439074	0.9568263	0.7521194	0.892708	0.8429647	0.83026445	0.79757214	0.94718695	0.87254614	0.63604105	0.9059274	0.94260454	0.881768	0.8412635	0.96844125	0.70166	0.928551	0.59874165	0.5505834	0.6561236	0.7002698	0.92711097	0.8430717	0.8785606	0.98581165	0.85198426	0.8508284	0.82589614	0.9227196	0.9419738	0.89985675	0.9116224	0.9026557	0.8800358	0.5245577	0.8943998	0.9554167	0.75582665	0.9107271	0.8386488	0.89543664	0.8800674	0.9519901	0.8152582	0.7443681	0.9439969	0.8880714	0.9115795	0.91825616	0.89237785	0.9284584	0.89530206	0.8571886	0.92907786	0.44848728	0.79241943	0.7709034	0.9793511	0.84376806	0.9768429	0.9386827	0.91829765	0.806929	0.7640289	0.8463686	0.9774064	0.9225946	0.78632784	0.8284945	0.83372414	0.9039603	0.9114918	0.90222013	0.93207085	0.91209126	0.9476419	0.6853173	0.8971193	0.9030347	0.7581811	0.886274	0.9550308	0.56194794	0.8954704	0.8788791	0.9464477	0.88219774	0.89851516	0.9371018
610/num	0.674307	0.7399544	0.9666014	0.6531041	0.8056686	0.7067532	0.0	0.9472687	0.9808235	0.9703586	0.97385633	0.9854496	0.8741459	0.874232	0.8420975	0.966768	0.97021484	0.681015	0.97912645	0.7888143	0.9819597	0.80754095	0.97871244	0.9734596	0.94130605	0.96242917	0.8416127	0.9634906	0.9807702	1.0	0.9283278	0.9682953	0.9514147	0.8300985	0.9865994	0.9728474	0.9859888	0.973064	0.9505042	0.9572763	0.77031374	0.931945	0.98085827	0.99308175	0.9574034	0.93310755	0.9269954	0.9725316	0.9278323	0.9965456	0.92922556	0.9353308	0.97943664	0.9260642	0.9079753	0.99581784	0.9732882	0.9923062	0.9163944	0.9415332	0.86536187	0.9732792	1.0	0.97998875	0.8708942	0.9283353	0.9196778	0.8616549	0.88763356	0.98616207	0.96178675	0.9597991	0.90328103	0.80676174	0.90830594	0.9100497	0.97982866	0.9092027	0.99619585	0.9770465	0.9717929	0.94448364	0.9933119	0.95739263	0.96026826	0.93557173	0.8933133	0.93898565	0.9905045	0.99868727	0.9633436	0.9863086	0.6392225	0.9464038	0.9544389	0.9691806	0.98063624	0.95843875	0.91152567	0.9949293	0.9838737	0.9800554	0.9863932	0.9962022	0.99073136	0.8838328	0.9615119	0.9763763	0.8848045	0.9082088	0.7526221	0.97371364	0.9939702	0.60594714	0.87613004	0.986963	0.94292784	0.98511904	0.83125144	0.8450918	0.9705371	0.77585584	0.91157955	0.7113536	0.94714063	0.6937611	0.9929321	0.978268	0.98349965	0.8550465	0.8005303	0.9651536	0.9297519	0.92100495	0.9403389	0.98752946	0.9303146	0.99097157	0.7807004	0.87795943	0.8899921	0.9409966	0.98777103	0.9437069	0.7822278	0.9698677	0.98743844	0.9967878	0.9703393	0.9250539	0.9383548	0.9893037	0.7854601	0.9885198	0.9749588	0.97527117	0.91753894	0.91653436	0.99359685	0.9449945	0.97716665	0.9652058	0.75343204	0.98061764	0.9654479	0.8463654	0.9016054	0.9953475	0.96204436	0.916245	0.9242824	0.95416105	0.9828733	0.97588605	0.95992666	0.87298036	0.9727275	0.82262015	0.7897662	0.75868875	0.84562117	0.89498514	0.946804	0.9425633	0.98310924	0.99140567	0.9846755	0.89501494	0.8938375	0.9149455	0.923906	0.97406346	0.97980165	0.87064505	0.5523074	0.9853285	0.98925734	0.84471893	0.97087514	0.9106843	0.89325273	0.9386304	0.92901963	0.951757	0.83864117	0.9813572	0.986992	0.918812	0.8965461	0.9534277	0.98877436	0.9775675	0.8336488	0.9929889	0.7245792	0.79272646	0.8338931	0.98208517	0.9598428	0.84858286	0.87204844	0.90943056	0.89075214	0.8286413	0.98727596	0.97063076	0.95203525	0.93812376	0.9516974	0.9430592	0.9792081	0.9684293	0.85016894	0.9836772	0.9780853	0.97635067	0.7833175	0.9845462	0.98651695	0.9018268	0.91073054	0.974875	0.81812096	0.9399105	0.8944243	0.925398	0.87694734	0.8488978	0.97510344
Allen/name	0.9154607	0.8071384	0.9743874	0.93728656	0.9823929	0.916085	0.9472687	0.0	0.7039814	0.882804	0.8984116	0.7026204	0.90157044	0.9471227	0.8684135	0.7158903	0.9395791	0.9483454	0.7121599	0.6953323	0.46482092	0.9556509	0.91675127	0.95954525	0.93339825	0.9416518	0.94099575	0.8321886	0.8580954	0.75190324	0.730716	0.8720857	0.84264815	0.8611723	0.9370696	0.9206744	0.9669754	0.8670266	0.8529571	0.7880157	0.943235	0.9042033	0.913965	0.9227954	0.64250994	0.83401346	0.8208926	0.95218027	0.7882078	0.82002264	0.8762071	0.9420759	0.8449165	0.8715475	0.90040123	0.94164824	0.9048891	0.9389154	0.9624924	0.7716863	0.9380689	0.903303	0.9416778	0.83431166	0.87824166	0.91210216	0.9377207	0.80606353	0.8882103	0.8225074	0.7937727	0.9208334	0.811878	0.9353872	0.78437656	0.8832779	0.9038336	0.9661211	0.7892436	0.9331204	0.75669694	0.9752663	0.9062944	0.9702899	0.8732983	0.9544826	0.7387999	0.9241643	0.91315496	0.97601116	0.9306644	0.9218465	0.957679	0.8881787	0.9835649	0.91679686	0.8648001	0.8965375	0.91248417	0.91848004	0.88840365	0.83271587	0.8815253	0.90896463	0.87076175	0.8634683	0.85064995	0.90457237	0.9844725	0.9095406	0.967566	0.8902454	0.9380414	0.9457974	0.93688995	0.7619144	0.94660646	0.92002803	0.9491665	0.9359824	0.8840773	0.94379073	0.8608248	0.9351538	0.8424616	0.97145677	0.87355924	0.87812376	0.9193672	0.8645098	0.95760083	0.9139968	0.93977946	0.9803098	0.9167739	0.9157083	0.92575085	0.95059663	0.95580274	0.91217077	0.67746234	0.8196908	0.83411765	0.9334684	0.94018525	0.7010637	0.85036904	0.9056722	0.92806554	0.9691406	0.9236621	0.8936044	0.9334955	0.91801226	0.857074	0.9020529	0.9443157	0.868359	0.9581197	0.9169353	0.8890337	0.9519529	0.8406197	0.7633375	0.9520886	0.90027934	0.8655072	0.9106377	0.9666959	0.8960446	0.85661066	0.90561163	0.8165042	0.9712314	0.9259	0.902019	0.91842073	0.95253843	0.9444391	0.9582876	0.9327543	0.92395854	0.93264174	0.96212983	0.97087824	0.9619476	0.91103846	0.8935585	0.9021915	0.74367523	0.95422053	0.8388853	0.9022993	0.89623845	0.91377795	0.87148076	0.8427787	0.8817504	0.87618876	0.9361472	0.93069196	0.9069079	0.80544174	0.9417719	0.9411641	0.91671604	0.88587683	0.91682506	0.90650177	0.91915363	0.90807813	0.9638831	0.88506716	0.89925265	0.94569296	0.86352867	0.94689965	0.8824597	0.89262587	0.6920891	0.98908544	0.9131425	0.9373667	0.9084477	0.7751747	0.99135435	0.8821713	0.94862396	0.80920666	0.90131676	0.9534037	0.8237674	0.8898608	0.90903884	0.89128935	0.8456733	0.89850676	0.9312748	0.9071656	0.8227631	0.8596207	0.91617	0.8662892	0.87145245	0.8224903	0.8502255	0.7680572	0.9095384	0.82838905
