	Smith/name	tv_camera/noun	mee/adv	aap/noun	Pieter/name	jongere/noun	hooligan/noun	tussen/prep	afstammeling/noun	400/num	langs/adv	vol/part	spurt/noun	camera_mens/noun	een/det	Jef/name	nu/adv	juich_toe/verb	Khan/name	door/prep	parkoers/noun	Amerikaans/adj	word/verb	Pieters/name	angst/noun	loop/verb	favoriet/noun	belangrijk/adj	Thompson/name	tweede/num	enorm/adj	Brusselaars/noun	verbaasd/adj	pers/noun	Congo/name	Europa/name	hitte/noun	Sven/name	hoogstwaarschijnlijk/adj	bezoek/verb	hos/verb	sta_klaar/verb	18-jarigen/adj	Charles/name	becommentarieer/verb	omring/verb	blauw/adj	laag/adj	grut/noun	snel/adj	Allen/name	territorium/noun	winkel_DIM/noun	Korving/name	verslaggever/noun	horden/noun	militair/noun	beneden/prep	kampioen/noun	610/num	breng_op/verb	zonder/prep	pluimage/noun	München/name	paparazzi/noun	daarna/pp	opnieuw/adv	Amerikaan/noun	natie/noun	hoewel/comp	nummer/noun	trouw/adj	supporter/noun	aan/part	zwaai/adj	Sisters/name	hulpverlener/noun	geval_wel/verb	bezoeker/noun	sprint/verb	politicus/noun	bedreig/verb	nationalist/noun	neem_weg/verb	schuifel/verb	vermom/verb	meisje/noun	bega/verb	steward/noun	negende/num	nabij/adj	zie_af/verb	ga_voor/verb	keer/verb	330/num	arm/adj	wek/verb	foutloos/adj	wacht_op/verb	kom/verb	kwaadaardig/adj	tegen/prep	reeks/noun	Mongools/adj	Morgens/adv	doek/noun	gelukkig/adj	pas/fixed	Japanner/noun	Sch/name	Gert-Jan/name	achter/prep	christen/noun	volg/adj	Phillips/name	missie/noun	vlot/adj	4de/num	Lewis/name	advocaat/noun	elk/det	steeds/adv	blijk/verb	waarmee/pp	zwijg/verb	meid/noun	en/comp	opstand/noun	vluchteling/noun	gratis/adj	laat/adj	Italiaan/noun	nek_slag/noun	dringend/adj	ergernis/noun	slecht/verb	weg/adj	tiener_meisje/noun	Leslie/name	slaaf/noun	medaille/noun	Kohl/name	formeel/adj	op/fixed	zweep/noun	leg/verb	werp_op/verb	immigrant/noun	dame/noun	toerist/noun	tribune/noun	procedureel/adj	barbaars/adj	raak/verb	toevallig/adj	razend/adj	zie/verb	Morrison/name	60/num	potentieel/adj	poseer/verb	belegger/noun	bewonderaar/noun	stedebouwkundig/adj	overleef/verb	post/noun	opgejaagd/adj	zweef/verb	te/adv	achtervolg/verb	bescherm/verb	jaarlijks/adj	onttrek/verb	stink/adj	voorspelbaar/adj	zit_achterna/verb	overwin/verb	Nsenga/name	scheid/verb	straat_beeld/noun	stuur_af/verb	Jacobs/name	gretig/adj	kom_binnen/verb	enig/adj	Japans/adj	hoogspringen/verb	bin/name	onmiddellijk/adj	Ouedraogo/name	lok/verb	wild/adj	krijg_heen/verb	confronteer/verb	wat/det	zeg/tag	en/vg	vergezel/verb	Hubert/name	dam_in/verb	buiten/adv	bevolk/verb	naar/prep	zwart/adj	zwerm/verb	buitenaards/adj	Euronext/name	bedwing/verb	vlieg/noun	huiswaarts/adv	struikel/verb	been/fixed	vecht/verb	punt/noun	Dow/noun	Tim/name	Zweeds/adj	wanhopig/adj	vrede_proces/noun	Serena/name	stel_in/verb	stort/verb	versla/verb	voor/comp	heer/noun	concentreer/verb	zenuwslopend/adj	VTM/name	ze/pron	insect/noun	Brit/noun	Nico/name	kat/noun	bloot/adj	sinds/comp	heel/adj	middag/noun	spring/verb	goedkeuring/noun	Duitsland/name	zodoende/adv	Austin/name	Pool/noun	als/prep	over/prep	toen/comp	Bourgeois/name	Damien/name	cameraploeg/noun	ere_podium/noun	teister/verb	bodem/noun	Lafeber/name	ver/adj	journalist/noun	scholier/noun	timmer/verb	Jo/name	stad/noun	1940/noun	dronken/adj	stroom_toe/verb	Jonathan/name	verspring/verb	fotograaf/noun	lijd/verb	kijk_toe/verb	ren/verb	Robin/name	Strauss/name	sprong/noun	die/pron	tien/num	toestemming/noun	podium/noun	geplunderd/adj	aanbieder/noun	slaags/fixed	El/name	jong/adj	voetbalelftal/noun	bacterie/noun	olympisch/adj	zaag/verb	11.000/num	beeld/noun	atleet/noun	achtervolgd/adj	storm_aan/adj	vaderlands/adj	kakkerlak/noun	voorlaatst/adj	zich/pron	vorm/verb	soms/adv	behoorlijk/adj	100/num	ingang/noun	gelovig/adj	Smedt/name	zet_neer/verb	aanvoering/prep	zoveel/det	stouw_vol/verb	in/adj	vloeibaar/adj	langs/prep	verwacht/verb	vandaag/adv	voor/prep	val_binnen/verb	ACHL/name	op/part	zogenaamd/adj	verdring/verb	80/num	zwijn/noun	kom_tegen/verb	fond/noun	verscholen/adj	stuif/verb	buiten/prep	gewillig/adj	lastig/adj	Dubrovnik/name	James/name	snel_toe/verb	Monique/name	verzamel/verb	vrouw/noun	inheems/adj	moet/verb	poets_vrouw/noun	lol_broek/noun	uitzinnig/adj	huurling/noun	particulier/adj	nauwlettend/adj	thuis/part	realiseer/verb	die/det	opeens/adv	man/noun	sprint/noun	er/adv	gesteund/adj	waar/adv	onverdeeld/adj	zodra/comp	terecht/part	sla_weg/verb	leg_af/verb	weerzinwekkend/adj	Osama/name	buis/noun	AT84/name	ultiem/adj	win/verb	negeer/verb	luidruchtig/adj	rep/verb	loop/prep	tijdstip/noun	burger/noun	Prinsjesdag/name	daar/adv	daling/noun	even/adj	Tom/name	de/det	Lierde/name	op/prep	Aziatisch/adj	confrontatie/noun	kom_uit/verb	daal_af/verb	eerste/num	zwaar/adj	blank/adj	Afrikaans/adj	camera/noun	wetenschap/noun	zestig/num	ondanks/prep	wacht/verb	omringd/adj	pelgrim/noun	haalbaar/adj	professioneel/adj	waarvoor/pp	boos/adj	wetenschapper/noun	wereldkampioen/noun	bewondering/noun	grootouder/noun	sta/verb	EK/noun	uitdrukking/noun	iets/adv	Stephanie/name	hoede/noun	hoef/verb	industrie/noun	toeschouwer/noun	terwijl/comp	fan/noun	AFP/name	record/noun	enkel/det	kind/noun	buitenlands/adj	kom_terecht/verb	spreiding/noun	Gail/name	Versatel/name	Leipzig/name	trek/verb	Annelies/name	gisteren/adv	meter/noun	Laden/name	dagelijks/adj	krijg_heer/noun	strijk_neer/verb	aantocht/fixed	hoog/adj	Steven/name	ieder/det	tiener/noun	13.20/num	barbaar/noun	deze/det	gevolgd/adj	niks/noun	vierhonderdduizend/num	kielzog/noun	vul/verb	discipline/noun	Engelsman/noun	loop_rond/verb	meteen/adv	strand/noun	Johnson/name	BMW/name	daadwerkelijk/adj	blijf_thuis/verb	dag/noun	sprinkhaan/noun	straat_DIM/noun	indrukwekkend/adj	Geens/name	eén/num	overrompel/verb	neem/verb	heen/part	200/num	betoger/noun	loop_uit/verb	driftig/adj	bezit/noun	zo'n/det	daarmee/pp	val_aan/verb	cola/noun	rond/prep	KTM/name	mentaal/adj	Slowaak/noun	gebied/noun	gil/adj	110/num	Sex/name	trek_aan/verb	accoord/adj	belaag/verb	vooruitzicht/noun	test/noun	Schröder/name	China/det	vracht_wagen/noun	moeiteloos/adj	Deens/adj	Thailand/name	Michael/name	nog/adv	bestorm/verb	nu/comp	voordat/comp	verdeling/noun	Westen/name	drop/verb	dubbel/verb	grijp_aan/verb	teleurstellend/adj	de/fixed	dijk/noun	tientallen/noun	gevecht/noun	laat_los/verb	op/adj	Piet/name	ken/verb	half/adj	meester/noun	straks/adv	dakloze/noun	volg/verb	Kristof/name	divers/adj	haar/pron	woest/adj	1./num	open/verb	laat_toe/verb	Ibiza/name	weer/adv	agent/noun	Servisch/adj	geluk_zoeker/noun	poging/noun	weg/adv	400_meter/noun	ondernemer/noun	baby/noun	combineer/verb	evenement/noun	plaag/verb	genoeg/det	overspoel/verb	seconde/noun	allen/adv	mens/noun	opgefokt/adj	woedend/adj	weg/part	Breese/adj
Smith/name	0.0	0.8698409	0.8767641	0.9276725	0.7712903	0.89950645	0.87478673	0.8904064	0.8319378	0.8132211	0.7986189	0.89309925	0.75773305	0.8995153	0.83549976	0.88103807	0.92320395	0.8264351	0.8900665	0.78932214	0.9045322	0.58078635	0.8853437	0.7419528	0.86561084	0.7495314	0.6658482	0.95641255	0.52044845	0.8006698	0.89345586	0.90404516	0.89705104	0.8441375	0.88267183	0.9074847	0.910917	0.72096956	0.87378734	0.8154417	0.9496218	0.89544845	0.9932005	0.48605454	0.79686695	0.8309921	0.8551632	0.97955453	0.93091637	0.845634	0.5147598	0.88384944	0.9641999	0.6770472	0.7945079	0.58848286	0.8545156	0.8266708	0.6287163	0.9039636	0.9138813	0.9003354	0.92076963	0.80178773	0.8896582	0.8694176	0.86773705	0.5458669	0.85474515	0.8194599	0.79305255	0.82564914	0.89121056	0.93061507	0.837618	0.8834493	0.8615957	0.8562313	0.9312448	0.72982645	0.8123363	0.8671122	0.79107195	0.92417884	0.88511866	0.8982517	0.8050457	0.88225317	0.89735025	0.80896705	0.8543233	0.8639622	0.73264086	0.89381236	0.91723156	0.88233185	0.89348745	0.9027512	0.84911525	0.9152313	0.92458135	0.80365443	0.75771666	0.9405437	0.9359511	0.9094292	0.9569634	0.89180297	0.8092767	0.8276487	0.6720261	0.81265867	0.87674725	0.9855209	0.6431177	0.89079434	0.88130885	0.7085663	0.50277793	0.76826966	0.885179	0.8787886	0.9677121	0.85977054	0.8807289	0.8672122	0.9217204	0.8084264	0.966174	0.98721313	0.8789605	0.7347356	0.9602002	0.9417926	0.87920094	0.8572773	0.90332514	0.8695253	0.7098948	0.86746645	0.72114515	0.8049983	0.9045163	0.9561308	0.9030879	0.9192027	0.8906521	0.8817041	0.8018675	0.8797818	0.9054571	0.9357654	0.91636175	0.86997616	0.9268793	0.77458394	0.88795215	0.5353263	0.7908953	0.8973881	0.83776224	0.9139729	0.6603936	0.9307751	0.8983435	0.90701777	0.8944769	0.86785376	0.9727577	0.815783	0.9184622	0.96279573	0.9157471	0.94403696	0.8256354	0.8542237	0.8905091	0.7727102	0.91905487	0.91763115	0.83155864	0.7668905	0.86404294	0.9018648	0.8262676	0.86436355	0.6292629	0.88699853	0.8868788	0.8431022	0.92513925	0.92724574	0.8910931	0.89995754	0.94665366	0.9251373	0.6840728	0.87579083	0.70433086	0.95431834	0.883031	0.8760724	0.90319407	0.7379593	0.9221153	0.80392253	0.9532889	0.8184691	0.93386966	0.89403886	0.78688335	0.92786133	0.74010336	0.87328583	0.9107797	0.5785721	0.7859134	0.8502444	0.86798203	0.8259678	0.9475288	0.9320915	0.6498693	0.93709785	0.8463548	0.9643792	0.84833837	0.8678378	0.86150664	0.93063235	0.5382061	0.7807406	0.91291845	0.87287396	0.6877398	0.9371817	0.9550034	0.80454814	0.92843294	0.84553456	0.85320544	0.5833663	0.805144	0.7148952	0.9301412	0.8011972	0.861878	0.6840657	0.8600833	0.8626573	0.9682624	0.9174545	0.96365017	0.9247022	0.80042803	0.80350804	0.9492101	0.70030254	0.9178225	0.81860226	0.8431416	0.89550567	0.4825583	0.6972391	0.80659854	0.9629121	0.737219	0.7849819	0.69030935	0.8336189	0.8211186	0.79000264	0.87516034	0.8530328	0.8348901	0.9528173	0.9539861	0.8605714	0.83361226	0.7774875	0.8539645	0.90909296	0.6273779	0.8587115	0.9317162	0.8944227	0.58986056	0.9251399	0.77289325	0.8792322	0.92078096	0.78196144	0.8825867	0.8572258	0.8661282	0.8955095	0.7755594	0.8938924	0.90146315	0.89347464	0.7587067	0.65097374	0.9123379	0.9466282	0.9170246	0.94115484	0.9169262	0.8793374	0.8852909	0.89068645	0.84541535	0.87682575	0.912701	0.9020679	0.8948635	0.92100805	0.9070573	0.8802226	0.8639994	0.9402695	0.8544959	0.9682747	0.8611159	0.8622571	0.9629277	0.46302933	0.95194054	0.86699045	0.88166475	0.7606054	0.9097737	0.90579325	0.92182446	0.8764672	0.7723561	0.71771425	0.94650626	0.89743036	0.92579615	0.90590936	0.9062222	0.8706258	0.79247373	0.7221532	0.9705486	0.7450392	0.8863636	0.9454172	0.88260007	0.9438785	0.9337075	0.8943864	0.89976275	0.8886266	0.8801747	0.9075346	0.8287671	0.66218734	0.8292312	0.7968268	0.8960664	0.98418486	0.90909714	0.89354974	0.9361918	0.9047285	0.9495167	0.8977866	0.56033635	0.8152809	0.8321353	0.88654953	0.8255394	0.8441987	0.9054441	0.9333839	0.9187674	0.91785413	0.6583439	0.83887076	0.86458945	0.8811956	0.8177766	0.90354156	0.88251865	0.8256779	0.9350823	0.9141196	0.88460803	0.9002577	0.8349143	0.76866955	0.6030003	0.84670055	0.9541516	0.9306656	0.8058158	0.9028753	0.91631466	0.775191	0.8517729	0.9329111	0.89619285	0.8606882	0.8064321	0.8067926	0.8203001	0.6491488	0.87575567	0.8871158	0.8572825	0.9321796	0.9300114	0.47738492	0.93531865	0.8394666	0.92332655	0.84251547	0.81617296	0.70007366	0.89334893	0.9209266	0.8704181	0.8188615	0.89146626	0.96232784	0.6389924	0.8517184	0.7853699	0.87219894	0.9340471	0.90032	0.8034006	0.96577036	0.95979977	0.87450683	0.89206374	0.777895	0.5636264	0.8907707	0.86171174	0.9386778	0.454646	0.9069176	0.9043825	0.9386728	0.9089149	0.95757866	0.9273844	0.7849926	0.81271225	0.83394235	0.9452888	0.8729732	0.8987267	0.8326074	0.8687287	0.88583195	0.85459256	0.8593144	0.9283874	0.8830668	0.8281788	0.95394975	0.9315154	0.9023541	0.89061415	0.878826	0.94059134	0.85697865	0.64404833	0.76092243	0.91791695	0.86873907	0.79923487	0.87922066	0.9093704	0.786181	0.9230733	0.9493716	0.8616171	0.8108045	0.90916824	0.44516563	0.9297212	0.81272835	0.8729602	0.8259845	0.9671804	0.8218113	0.8150714	0.92314416	0.8852182	0.8001118	0.9116506	0.9510023	0.8575348	0.820022	0.81503636	0.89828736	0.65012306	0.8634027	0.80498886	0.8379919	0.8269732	0.899116	0.84280133	0.81486374	0.90034324	0.81331134	0.8520687	0.6756336	0.9336192	0.94119805	0.8664062	0.92042327	0.8055086	0.8790895	0.9123656	0.8210571	0.8487715	0.6760014	0.89645785	0.8131952	0.9252114	0.91969264	0.904863	0.8724144	0.86401916	0.7184375	0.8202037	0.94419324	0.8703215	0.8231081	0.8935734	0.8847915
tv_camera/noun	0.8698409	0.0	0.8225632	0.82818353	0.8831283	0.7916737	0.8103216	0.93337965	0.96327156	0.8926136	0.8391631	0.880173	0.9183185	0.5628671	0.8095552	0.9009879	0.9227771	0.8821985	0.8804635	0.6487466	0.8104292	0.82665235	0.79062164	0.8998327	0.821022	0.7990095	0.90194476	0.9441899	0.8799587	0.87040603	0.8326391	0.7837032	0.7853197	0.61643696	0.8899149	0.8987491	0.8134355	0.89695156	0.8206996	0.80159426	0.78720963	0.83452463	0.93043953	0.8708105	0.77721965	0.7415414	0.8551824	0.9491221	0.9139193	0.85782623	0.9390639	0.856399	0.9064522	0.9438933	0.6836541	0.9577176	0.73015475	0.88300216	0.9394375	0.9312135	0.9612294	0.9177955	0.7953868	0.9293186	0.61692584	0.7943021	0.8282552	0.8799691	0.8024682	0.86113036	0.920419	0.80461794	0.691461	0.8523324	0.8104313	0.88283885	0.6927353	0.86735	0.7960057	0.872793	0.7094134	0.82648873	0.8233018	0.9004497	0.78521717	0.6994772	0.79221594	0.9048929	0.6932153	0.9303622	0.85335404	0.9663079	0.8681588	0.88160944	0.91449046	0.93238205	0.9136746	0.8824846	0.7308563	0.768011	0.89251804	0.8903807	0.8677292	0.84142685	0.89655775	0.8296319	0.8908092	0.8882316	0.7743945	0.9473791	0.84101737	0.8487146	0.90540963	0.9372559	0.937183	0.87975115	0.9162307	0.94518465	0.896892	0.7581383	0.8238481	0.8332546	0.9175913	0.9148902	0.8374538	0.8107672	0.8291147	0.8764471	0.817565	0.8778352	0.88278496	0.8511212	0.860146	0.92502797	0.8640469	0.90926605	0.8696658	0.83302844	0.9727687	0.94806695	0.9305054	0.8686168	0.9001881	0.87693614	0.86334693	0.93214947	0.89160264	0.869902	0.71578574	0.71880966	0.7528193	0.9215944	0.8951779	0.86324286	0.824172	0.76368916	0.80030084	0.8941116	0.963927	0.8691696	0.80248094	0.8261808	0.750924	0.8759315	0.92262673	0.8390639	0.7706069	0.83835113	0.9058982	0.78730685	0.86084867	0.90403885	0.9116945	0.9154281	0.8080058	0.85971147	0.9246741	0.96538717	0.90546143	0.8330307	0.77083105	0.8788359	0.7712535	0.7900468	0.89666	0.7828085	0.96395016	0.94285774	0.78398216	0.9744183	0.8357451	0.8081988	0.8270888	0.83004904	0.852353	0.8785166	0.7574807	0.81400275	0.9175301	0.8773841	0.753356	0.833213	0.8433142	0.8081634	0.76720977	0.8781988	0.9343253	0.9063768	0.8218548	0.8121468	0.836521	0.8676532	0.88604355	0.93066144	0.9406746	0.9146654	0.8475902	0.72358227	0.8979277	0.8662145	0.91179	0.779176	0.92741394	0.871836	0.8271761	0.9306256	0.86233246	0.8159937	0.7657196	0.84199107	0.8694482	0.8670986	0.84675264	0.8394819	0.85938925	0.8253269	0.79469645	0.848984	0.82548654	0.8990497	0.8459805	0.91504264	0.88534737	0.8506224	0.87880266	0.7623011	0.8474807	0.9605887	0.47191274	0.81876326	0.8838097	0.84734964	0.9391553	0.9215151	0.5868114	0.8370336	0.86026406	0.8749203	0.88257575	0.9022346	0.82396567	0.79160947	0.9333228	0.95775396	0.6484987	0.95674527	0.77630687	0.7137367	0.87602055	0.9149612	0.8052494	0.73695606	0.8929432	0.8390821	0.7728157	0.8540018	0.8632593	0.7569506	0.95777434	0.81475174	0.844534	0.8614594	0.93209016	0.7758409	0.88633347	0.8096041	0.8219103	0.8235322	0.78767663	0.8113117	0.90741295	0.9052244	0.76324683	0.9299207	0.82164675	0.86995554	0.93295443	0.84466326	0.82268655	0.86724865	0.9127823	0.9121509	0.8557215	0.84473485	0.9511318	0.90836304	0.7981746	0.9128327	0.87895685	0.9144685	0.85735214	0.95834583	0.9113832	0.89399993	0.74311423	0.94608897	0.83552206	0.82542837	0.92356294	0.8593361	0.7069237	0.89636236	0.8002391	0.9084773	0.9264537	0.8938566	0.8242275	0.8675258	0.8107963	0.7969097	0.8681994	0.8571037	0.9292196	0.7929052	0.7024815	0.88453746	0.89038146	0.737458	0.86998236	0.9533935	0.82726	0.82444537	0.7322674	0.90562975	0.8982673	0.7667866	0.79265785	0.9055045	0.8222778	0.91165495	0.8365377	0.89200836	0.90062374	0.9244518	0.7438005	0.9984007	0.9372542	0.9753975	0.8264568	0.78881013	0.8928488	0.9207473	0.8740177	0.7643427	0.8171811	0.8543128	0.9162063	0.76018476	0.9181051	0.7825756	0.88341105	0.8789413	0.7914151	0.84778494	0.8909546	0.8070694	0.90079623	0.8999431	0.8216131	0.8499773	0.49244058	0.87542623	0.8000661	0.935204	0.8808588	0.71076006	0.80395734	0.9573183	0.827796	0.9265446	0.74871373	0.81879896	0.9228642	0.8388165	0.8720342	0.8278004	0.9263863	0.84516996	0.8832988	0.87485754	0.9577383	0.8899364	0.806921	0.77172214	0.75775814	0.66166264	0.8939687	0.92248154	0.7263875	0.84032404	0.7291399	0.87658006	0.96060246	0.95197326	0.92561996	0.9113772	0.7977437	0.9615036	0.83497965	0.93359613	0.9002376	0.8082961	0.90874034	0.812213	0.84467983	0.9098981	0.93625706	0.81953317	0.7943871	0.9913274	0.875748	0.85484374	0.7658813	0.93668866	0.8862198	0.7522162	0.84280133	0.89892775	0.82610536	0.82022893	0.84199846	0.80732036	0.8931124	0.86794984	0.8752868	0.9111288	0.89250684	0.90387756	0.8354393	0.7846649	0.9103465	0.83491045	0.77700806	0.9132992	0.8445629	0.91755164	0.7518233	0.8584281	0.72376084	0.9381626	0.91635436	0.8877631	0.8072777	0.87790835	0.88780034	0.93001175	0.9220857	0.8871676	0.86317354	0.7777463	0.9345239	0.8991141	0.9116244	0.9255034	0.73797154	0.93321455	0.8608283	0.841242	0.92095983	0.83894956	0.86079425	0.744858	0.8210059	0.87657464	0.91462123	0.72744024	0.882092	0.8541589	0.93591684	0.8560828	0.7965287	0.95978034	0.83910775	0.9133447	0.93214846	0.8821293	0.67204607	0.89232594	0.8508595	0.90995365	0.8252844	0.8731736	0.952175	0.83192956	0.85335296	0.8413347	0.8211454	0.9391776	0.8170692	0.7262156	0.82033825	0.9754373	0.8911362	0.8474399	0.89928985	0.84056157	0.6957055	0.82480556	0.80312586	0.90975654	0.8805746	0.9633953	0.8761207	0.8638139	0.94612956	0.80392563	0.9276274	0.9105954	0.7993498	0.9110701	0.8419916	0.80964756	0.8302503	0.71831715	0.86476386	0.91376364
mee/adv	0.8767641	0.8225632	0.0	0.8379008	0.8649718	0.7984698	0.80131114	0.8937197	0.9314671	0.87334377	0.7775366	0.734526	0.80365247	0.7755296	0.82337993	0.9269885	0.78149694	0.83923167	0.89266276	0.78728914	0.85671353	0.891325	0.81776667	0.9266117	0.8682689	0.6996038	0.8469981	0.90931106	0.9388537	0.75023514	0.8406559	0.868696	0.840696	0.8038982	0.8984679	0.90737706	0.812481	0.88391715	0.86870307	0.77206147	0.72636783	0.78650296	0.9342479	0.91347075	0.9464216	0.8512189	0.8094545	0.85689086	0.83051693	0.7301857	0.93985397	0.82187045	0.8214725	0.8797085	0.8404081	0.9382512	0.8448117	0.93044984	0.8360177	0.9684749	0.87098324	0.8616966	0.8494116	0.810344	0.835544	0.7063075	0.75306976	0.8935227	0.9129512	0.770694	0.8704252	0.8033353	0.74961966	0.808853	0.7472106	0.9632182	0.8677614	0.8205293	0.7614955	0.7120172	0.8363168	0.88270825	0.93854964	0.8575069	0.67458236	0.88067335	0.77252847	0.8952303	0.8190806	0.7933141	0.8396806	0.8544934	0.83167225	0.8409711	0.880389	0.8150643	0.8476895	0.89604294	0.7653046	0.81447685	0.89409614	0.87446064	0.9203042	0.84234804	0.7810937	0.7949534	0.8147385	0.8828652	0.8648309	0.93401283	0.9073707	0.68716717	0.8972468	0.8962596	0.9338517	0.7724292	0.7736784	0.8740629	0.9154208	0.90668225	0.72178245	0.83188677	0.90983456	0.76006615	0.9094304	0.8111644	0.67682385	0.9552488	0.85284376	0.7559601	0.82386065	0.8150416	0.96870637	0.84351707	0.8517053	0.9297111	0.7580574	0.7771188	0.9379014	0.87783533	0.8028166	0.9103128	0.8980808	0.8609555	0.90236163	0.9127259	0.90620327	0.9042944	0.69496334	0.7644789	0.7119109	0.9571879	0.9450863	0.87186253	0.79835624	0.7921511	0.73729444	0.9233088	0.8891562	0.8598645	0.76228714	0.8703712	0.8484833	0.9630252	0.82648003	0.8924677	0.8341496	0.7948763	0.8862141	0.82926005	0.9251333	0.8529994	0.9322995	0.8822593	0.85806984	0.91973096	0.87326044	0.9417744	0.8672653	0.8276419	0.8675927	0.9114807	0.72787505	0.80953085	0.8098838	0.8002461	0.86780065	0.9391879	0.78935635	0.9361585	0.78542584	0.8370563	0.8867421	0.87982255	0.7868227	0.8051752	0.68151224	0.77502126	0.9217687	0.9545809	0.6585704	0.7803456	0.5890274	0.8769816	0.81395125	0.8737603	0.91499376	0.8297459	0.8418555	0.88013154	0.80750126	0.85707885	0.7822738	0.9228959	0.9276819	0.91328764	0.8885253	0.7996726	0.90944016	0.82458496	0.9311125	0.82459646	0.8686651	0.7057754	0.8315789	0.924924	0.913049	0.80301565	0.62629426	0.90128154	0.86488557	0.9106738	0.8421699	0.6654619	0.84062517	0.7415542	0.7985928	0.60574377	0.94059885	0.8940112	0.8795893	0.8923563	0.9355507	0.8349775	0.8750227	0.7921753	0.88863075	0.94302887	0.71586406	0.7451917	0.9331995	0.93426675	0.9353001	0.8438409	0.7675489	0.84002495	0.7783803	0.86290336	0.8234098	0.91017723	0.8137606	0.8429614	0.94415796	0.81272864	0.74897027	0.8923486	0.816429	0.6289433	0.9279046	0.93208164	0.7793748	0.78669393	0.80256855	0.8914746	0.59089744	0.85721755	0.89553696	0.9070394	0.91629714	0.82491815	0.9240785	0.9379926	0.77909833	0.73574364	0.80977327	0.7609676	0.8093416	0.80403495	0.79351014	0.9351064	0.8579153	0.8052906	0.81802654	0.91444105	0.7668715	0.7902247	0.82457465	0.7544715	0.85223484	0.92627424	0.812914	0.9237845	0.8277494	0.9260187	0.74464077	0.871819	0.7068456	0.8628502	0.85351264	0.7890042	0.91292185	0.9459448	0.8110675	0.88543	0.75135475	0.8819	0.89015186	0.8265463	0.9311122	0.8885947	0.7225479	0.85880554	0.80588794	0.8276869	0.8472309	0.931506	0.8282908	0.8773322	0.84301233	0.7910214	0.9227283	0.75515187	0.7942592	0.8729096	0.777472	0.91382486	0.9130957	0.94500905	0.7824234	0.93139654	0.8360151	0.7059418	0.7895161	0.79725766	0.7824157	0.90583885	0.7541485	0.9656281	0.7176503	0.83869326	0.85792994	0.883506	0.90037775	0.9309147	0.80026186	0.9837892	0.9205235	0.8375022	0.9222462	0.8000017	0.8696036	0.9371097	0.88245595	0.91173446	0.8870579	0.74690235	0.8942793	0.74067765	0.86349165	0.8812618	0.87871575	0.7896484	0.8052597	0.90512115	0.89112675	0.8026061	0.8772664	0.912233	0.84423035	0.8900662	0.69291484	0.78758645	0.84957623	0.8593332	0.7646678	0.7693366	0.7962834	0.86579114	0.8430749	0.84298176	0.8647408	0.86013067	0.8299096	0.85244197	0.84818184	0.6182897	0.8615643	0.92653567	0.8461623	0.8710059	0.803314	0.75067985	0.92015743	0.70957613	0.63842064	0.7402609	0.95823944	0.8412544	0.8439998	0.74808633	0.8419175	0.8766513	0.94309396	0.9265243	0.90644246	0.9239561	0.74005675	0.9320856	0.84454405	0.83649206	0.9327718	0.76467943	0.9066575	0.8189879	0.892659	0.8217414	0.914689	0.74512535	0.7850754	0.99093336	0.92840654	0.8959479	0.7755114	0.8086754	0.88530385	0.7875353	0.7071213	0.8534927	0.8699317	0.770291	0.72193605	0.7581109	0.87474597	0.8229545	0.8844374	0.8261883	0.7998822	0.91511214	0.784047	0.78464293	0.87334466	0.7993547	0.82865286	0.87786496	0.74047375	0.7713096	0.8530699	0.8425325	0.81651306	0.8331121	0.8565324	0.8005837	0.8514548	0.784155	0.8496964	0.9747188	0.92231727	0.96717656	0.89340496	0.80285746	0.9352012	0.9340414	0.7272889	0.9480063	0.8278957	0.8826845	0.94022626	0.9175669	0.97778076	0.80442584	0.7931048	0.8795549	0.84167933	0.8778853	0.81800544	0.77565145	0.86440635	0.7932795	0.9337297	0.90202844	0.8475405	0.9095425	0.9120599	0.90874577	0.82611585	0.8390176	0.69143736	0.8928844	0.8392771	0.76366985	0.8855828	0.8792628	0.85297644	0.8896253	0.7497153	0.85952795	0.7655967	0.92676616	0.8140836	0.7828032	0.77335507	0.9511388	0.8999164	0.8668095	0.8361057	0.6304468	0.77676195	0.84198165	0.86218125	0.9385596	0.64306355	0.94892806	0.9144286	0.8624591	0.86244184	0.7590864	0.91439086	0.8187423	0.8956334	0.8055653	0.83081776	0.79793984	0.904336	0.8638919	0.7878166	0.8579678
