	rand/noun	plein/noun	cowboy_hoed/noun	jurk/noun	prachtig/adj	aantal/noun	als/prep	feestelijk/adj	scherm/noun	waaronder/pp	vis/noun	benadering/noun	rose/adj	eenzijdig/adj	gelijkwaardig/adj	projector/noun	Parma/name	ofwel/vg	minderheid/noun	ornament/noun	bal_DIM/noun	tatoeages/noun	blauw/adj	bedek/verb	achter/prep	blok_DIM/noun	mascara/noun	fruit/noun	samenleving/noun	zee/noun	overstroming/noun	veel/det	stuk/noun	scholier/noun	knipper/verb	dan/comparative	smaak/noun	podium/noun	elkaar/pron	dier/noun	bijvoorbeeld/adv	die/det	volgorde/noun	streep/noun	zangeres/noun	bontjas/noun	jeans/noun	model/noun	Potsdam/name	unilateralisme/noun	kleding/noun	en/vg	slinger_rond/verb	ding_DIM/noun	zeil/noun	symbool/noun	laan/noun	spaarzaam/adj	furore/fixed	biologisch/adj	wat/det	variant/noun	combi/noun	welk/det	weer/adv	dus/comp	huiskamer/noun	wie/det	Mechelaar/noun	geel/adj	oranje/adj	wit/adj	zie/verb	verhaal/noun	baseer/verb	rood/noun	apparaat_DIM/noun	gespierd/adj	rock/adj	behalve/comp	lig/verb	bevolking/noun	voorbij/adv	wereld/noun	paars/adj	haar/pron	omvat/verb	vloeistof/noun	op/prep	voorstelling/noun	te/adv	toneel/noun	groente/noun	licht/adj	raar/adj	boven/prep	ideologisch/adj	gun/verb	dat/pron	bekijk/verb	melancholisch/adj	rookwolk/noun	groen/adj	licht/noun	kop/noun	huis/noun	ontsta/verb	ronde_DIM/noun	fraai/adj	fles/noun	beschimp/verb	communautair/adj	bovenop/prep	monster/noun	blaas/verb	lang/adj	gigantisch/adj	sommige/det	vergeleken/adj	glim/adj	kaars_DIM/noun	kous/noun	spreekkoor/noun	cast/noun	langs/prep	vaak/adj	versierd/adj	herinner/verb	opvallend/adj	borst/noun	grillig/adj	rechthoek/noun	beeld/noun	band_DIM/noun	lichaam/noun	waarvan/pp	bedevaart/noun	vleugel/noun	er/fixed	gedoseerd/adj	traditie/noun	bind/verb	voering/noun	naargelang/comp	glasplaat/noun	noot/noun	zwart/adj	markeer/verb	afkomst/noun	Thuram/name	die/pron	eraan/pp	stadion/noun	anoniem/adj	zoals/comp	substantie/noun	ga_schuil/verb	vlak/noun	stoel_DIM/noun	spiegel/noun	viltstift/noun	Braziliaans/adj	plek/noun	zoveel/det	natuur_steen/noun	word/adj	installatie/noun	hand/noun	oog/noun	duizenden/noun	lingerie/noun	vredig/adj	altijd/adv	klein/adj	allemaal/pron	Mexicaans/adj	buik/noun	beplak/verb	Caraïbische/adj	J.G./name	hul/verb	kop_DIM/noun	snel/verb	trui/noun	jongen/noun	glas/noun	Rotterdam/name	bord_DIM/noun	hotelkamer/noun	groot/adj	bruin/adj	jong/adj	kunst_werk/noun	tropisch/adj	plastic/noun	sta_op/verb	blank/adj	matras/noun	weef/verb	breng_aan/verb	begrip/noun	hemd/noun	autentiek/adj	reis_rond/verb	herken/verb	thee/noun	vrolijk/adj	bril/noun	visie/noun	lantaarn/noun	bloed/noun	klodder/noun	zilver/noun	duurzaam/adj	links/adj	door/prep	bord/noun	opdrachtgever/noun	jas_DIM/noun	sluier/noun	lokaal/adj	gebruik/verb	kaas/noun	riskeer/verb	volledig/adj	vele/adj	olympisch/adj	bal/noun	gevuld/adj	inzending/noun	alge/noun	bliksem/noun	foto/noun	hemel/noun	scheidsrechter/noun	hun/det	ring/noun	her/adv	instrumentatie/noun	waar/noun	huid/noun	tol/noun	herinnering/noun	allemaal/adv	donker/adj	waarop/pp	dans/verb	voorkeur/noun	sta/verb	honderden/noun	vlok/noun	bizar/adj	Frans/noun	elite/noun	inkt/noun	giftig/adj	varieer/verb	speler/noun	Wax/name	weerstand/noun	neutraal/adj	rood-groen/adj	stedelijk/adj	naast/prep	zo'n/det	pasta/noun	reliëf/noun	boei/noun	T-shirt/noun	geef/verb	dissonanten/noun	tegel/noun	beweeg/verb	wollig/adj	katholiek/noun	identiteit_crisis/noun	werknemer/noun	der/adv	voorraad/noun	subtiel/adj	nestel/verb	waarin/pp	ineen/pp	Feyenoord/name	historisch/adj	benader/verb	vervang/verb	versie/noun	lik_DIM/noun	straat_beeld/noun	water/noun	definitie/noun	compleet/adj	wapper/adj	toon/verb	meng/verb	hang_uit/verb	één/adv	je/pron	overhemd/noun	gevel/noun	kunstmatig/adj	origineel/adj	wijk/noun	geparfumeerd/adj	tekst/noun	nostalgie/noun	bont/adj	temidden/prep	erg/adj	lijn/noun	kaart/noun	gezien/adj	rond/part	tros/noun	naamloos/adj	plastic/adj	helder/adj	stof_DIM/noun	rundvlees/noun	vrouw/noun	winkel/noun	bol_DIM/noun	cadeau/fixed	hilariteit/noun	trappenhuis/noun	rood-wit_blauw/adj	typerend/adj	Sint/name	stip_DIM/noun	haar/noun	exemplaar/noun	papier/noun	lichtbruin/adj	kauwgum/noun	reeks/noun	maak/verb	tint/noun	levendig/adj	pastel/noun	selecteer/verb	vaar/verb	plak/verb	perspectief/noun	touw/noun	glas_DIM/noun	wellicht/adv	bamboe/noun	krul/verb	onder/prep	Studio/noun	bank_DIM/noun	staaf_DIM/noun	lamp/noun	baksteen/noun	regionaal/adj	pols/noun	waar/adv	sowieso/adv	vriendin/noun	brok_DIM/noun	genre/noun	intiem/adj	contour/noun	patroon/noun	blad/noun	grauw/adj	barst_DIM/noun	veel/adj	boot_DIM/noun	onderdaan/noun	huis_DIM/noun	berichtgeving/noun	warm/adj	voorganger/noun	geschiedenis/noun	kook/verb	wilg/noun	inhoud/noun	goud/noun	gestapeld/adj	gen_therapie/noun	manschappen/noun	pantoffel/noun	stam/noun	bij/noun	vlag/noun	genoeg/det	vlag_DIM/noun	broek/noun	vol/prep	bloedrood/adj	religie/noun	verwissel/verb	bak_DIM/noun	rosé/noun	vergelijkbaar/adj	divers/adj	kip/noun	op/adj	kenmerk/verb	recept/noun	stralend/adj	uit/prep	cultureel/adj	kind/noun	onder_klasse/noun	week/verb	bril_DIM/noun	plooi/noun	intens/adj	en/adv	stad/noun	letterlijk/adj	zoek_uit/verb	dien/verb	lippenstift/noun	motief/noun	publiek/noun	zand/noun	potlood/noun	medaille/noun	mysterieus/adj	flard/noun	aquarel/noun	elk/adv	Hilde/name	sterk/adj	bovenlaag/noun	trek/noun	gekleed/adj	imago/noun	informatie/noun	chocolade/noun	mythologie/noun	accent/noun	afkomstig/adj	politiek/adj	anders/adj	geheel/adj	verschuif/verb	wand/noun	medemens/noun	strooi/verb	hang/verb	episode/noun	thema/noun	tatoeage/noun	kaart_DIM/noun	vreemd/adj	voetballer/noun	op/part	moralistisch/adj	richting/noun	wit/noun	draag/verb	sluit_uit/adj	diamant/noun	persoonlijk/adj	plexiglas/noun	zie_terug/verb	daarop/pp	voorzien/prep	lantaarnpaal/noun	met/prep	afval_water/noun	verschil/adj	tover_om/verb	mens/noun	bloemlezing/noun	vlieg/verb	tafel/noun	Koning/name	fris_op/verb	vrouw_DIM/noun	hagel_slag/noun	tamelijk/adj	doek/noun	set/noun	ergernis/noun	vlek/noun	ets/noun	hele/adv	straat/noun	zie_uit/verb	zwart/noun	trek/verb	kamer/noun	geheugen/noun	meer/adj	meter/noun	sfeer/noun	tussen/prep	naar/adj	ballon/noun	bezet/adj	waarover/pp	straal_uit/verb	in/adj	traditioneel/adj	fel/adj	standpunt/noun	shirt/noun	tint_DIM/noun	folk/noun	metaal/noun	een/det	rood/adj	vorm/noun	Corneille/name	rood_wit/adj	muziek/noun	tapijt/noun	fles_DIM/noun	elk/det	of/vg
rand/noun	0.0	0.60510814	0.7822864	0.62519777	0.5979713	0.8832679	0.85293376	0.74733365	0.6533223	0.84531146	0.7101045	0.93383896	0.5160742	0.9185259	0.96444994	0.8205016	0.9077364	0.8111511	0.9112809	0.69662744	0.66628194	0.8335357	0.539152	0.58642715	0.600349	0.6595521	0.7245656	0.6978649	0.8384356	0.6293051	0.8284606	0.8089272	0.69401383	0.8245405	0.7933625	0.9218776	0.8121783	0.6484055	0.71592796	0.80790055	0.7697651	0.7967998	0.7975943	0.63954914	0.844648	0.7713433	0.71772194	0.8281479	0.8748127	0.9739366	0.69526833	0.57286376	0.79627204	0.8387315	0.64290845	0.73564243	0.70735466	0.77123874	0.8579561	0.8698393	0.7254601	0.80610573	0.8355208	0.86595386	0.8300847	0.89349955	0.7018579	0.87066734	0.83295333	0.5199749	0.53240806	0.46452773	0.7536689	0.8983054	0.92717063	0.6326698	0.80557203	0.7844215	0.87883437	0.8083902	0.6078404	0.87722164	0.76857746	0.869519	0.5659754	0.7303349	0.86780524	0.63393784	0.6420779	0.8315349	0.8743423	0.75284845	0.7480422	0.7205936	0.82145166	0.5681773	0.910667	0.86578256	0.71920234	0.832362	0.91189694	0.73485583	0.47726482	0.6329535	0.7207989	0.6324756	0.8011892	0.6719097	0.6551311	0.6154018	0.9428148	0.93093634	0.65139896	0.7166548	0.79225695	0.78801036	0.60358626	0.7459111	0.8780762	0.5689008	0.7774428	0.73906946	0.9338271	0.9196885	0.54525757	0.8436683	0.6344715	0.86569905	0.7193196	0.6664406	0.7325577	0.57307816	0.7118766	0.7869363	0.69809985	0.7288133	0.8528254	0.70824313	0.78063345	0.8627146	0.8679817	0.83735305	0.7521205	0.90388405	0.67747283	0.79605776	0.5419802	0.60780734	0.8708514	0.93933976	0.7664853	0.86372083	0.7025325	0.89799476	0.7800672	0.7753968	0.7721956	0.7243393	0.58490074	0.6377273	0.73420596	0.85211647	0.63723963	0.8394892	0.5892334	0.75993025	0.7648059	0.70751566	0.69954515	0.71246886	0.8430783	0.74967414	0.8056527	0.6066045	0.717216	0.7976284	0.69855493	0.71318424	0.8974887	0.98813623	0.7281965	0.633131	0.7364073	0.7059684	0.82767224	0.48649132	0.868255	0.63737655	0.7705703	0.61058414	0.5477423	0.9257536	0.7174837	0.7861515	0.60881305	0.77487075	0.74857605	0.6768061	0.84340894	0.65355563	0.92703116	0.6918528	0.8289926	0.93451023	0.76087946	0.70157015	0.65634024	0.7223684	0.91625786	0.7809932	0.6889481	0.71980476	0.7189572	0.8388002	0.77717465	0.7521044	0.541004	0.90345424	0.7110341	0.7567831	0.91425145	0.7095692	0.72813934	0.86203265	0.79070455	0.773877	0.86870056	0.67692286	0.59558916	0.89162207	0.7911108	0.88833636	0.803272	0.70955336	0.79479086	0.8033723	0.6162381	0.68237686	0.93598795	0.7138642	0.6243143	0.90968513	0.83619475	0.8417606	0.5529876	0.60876757	0.7029969	0.81790173	0.6218506	0.68727684	0.8591174	0.8853026	0.96697694	0.9122864	0.63317335	0.76700985	0.85784185	0.9017178	0.92181337	0.871762	0.7822488	0.8312255	0.7800143	0.56047386	0.6962031	0.741459	0.70463336	0.69687533	0.7059971	0.8636186	0.911196	0.4947648	0.69850755	0.8050597	0.8774749	0.9110724	0.940049	0.6560347	0.7871195	0.7566631	0.7451813	0.7251185	0.7513503	0.93686396	0.7894231	0.89797294	0.65142447	0.88181067	0.8304313	0.66597587	0.598941	0.9091632	0.74432087	0.7236644	0.77786976	0.7866248	0.7534611	0.88205785	0.81806254	0.65525174	0.5878922	0.76277995	0.82274026	0.66896224	0.8571678	0.79089046	0.85934144	0.68578744	0.63477904	0.85683167	0.5945242	0.7074327	0.87895155	0.7337446	0.744017	0.8182992	0.5333276	0.6534621	0.8484156	0.8474345	0.89771265	0.7221411	0.6542035	0.8019853	0.8571044	0.74081707	0.80221045	0.84892106	0.82279277	0.6294807	0.59025043	0.73404324	0.55361414	0.73041487	0.82399917	0.89770687	0.873155	0.60225534	0.78193194	0.74042284	0.94632864	0.8299558	0.65053093	0.87019145	0.6628213	0.701633	0.8994508	0.6965853	0.71537566	0.6816146	0.91445196	0.6783285	0.7296666	0.6280304	0.58332217	0.9462956	0.7845478	0.59230715	0.8581254	0.89183736	0.7204457	0.9123919	0.8529408	0.67541033	0.62812984	0.6230557	0.5780367	0.8768517	0.85703343	0.68538535	0.91135424	0.5973985	0.8846861	0.6647469	0.8948008	0.8614046	0.7759154	0.80506253	0.83288634	0.719771	0.6170937	0.9783128	0.8699653	0.8421302	0.7409788	0.7124846	0.71589375	0.83220005	0.70112205	0.6694459	0.56713253	0.689611	0.9076446	0.8126702	0.6394479	0.78952706	0.83466554	0.7676502	0.74832004	0.767324	0.8190783	0.8311974	0.6900917	0.78928876	0.865332	0.91499543	0.8786676	0.8720649	0.77376425	0.77791893	0.6877869	0.70878375	0.69164515	0.7236891	0.8597889	0.8294912	0.7761193	0.8011601	0.80736613	0.5697044	0.72002465	0.9000404	0.79398036	0.7568206	0.83048546	0.73128057	0.93353647	0.9227955	0.8037505	0.76142037	0.6852768	0.84289706	0.9252576	0.7831305	0.90984213	0.7357387	0.84391725	0.9207152	0.9202633	0.7326118	0.8878214	0.4757895	0.85215306	0.68864954	0.6123841	0.86018455	0.88501704	0.8362041	0.75832665	0.8182924	0.9072091	0.84124136	0.903754	0.75099206	0.5948382	0.6860727	0.76473254	0.71755254	0.934747	0.6827264	0.8878154	0.64624596	0.609077	0.7105659	0.5587358	0.8382884	0.75729513	0.7015052	0.90389645	0.91775024	0.766124	0.60101247	0.85077375	0.7820795	0.79859585	0.8615763	0.798844	0.5585406	0.9081595	0.8067523	0.61165035	0.89491713	0.8425325	0.5960741	0.7509537	0.62568986	0.75843257	0.645593	0.7601762	0.9358673	0.6402906	0.81296587	0.7369293	0.76310164	0.67750347	0.82305515	0.86979055	0.77170134	0.8540406	0.80609965	0.6858938	0.93475354	0.7140236	0.78216267	0.9431697	0.6936182	0.5608343	0.49432445	0.71369237	0.90717113	0.7194978	0.83610916	0.5829329	0.6600936	0.7539909	0.612761
plein/noun	0.60510814	0.0	0.86140186	0.7887695	0.5790106	0.80679154	0.83026105	0.6103631	0.70509064	0.75584376	0.845632	0.8665494	0.72503555	0.88164246	0.8903178	0.7975353	0.8647984	0.81487375	0.9080421	0.6693465	0.79937994	0.80747414	0.70180863	0.7250806	0.73601294	0.8248249	0.9129916	0.81798446	0.8412499	0.7492108	0.8148724	0.82476914	0.7246181	0.8371814	0.8528965	0.9016689	0.86453325	0.586377	0.77109754	0.831782	0.83128536	0.76638615	0.87145734	0.8102411	0.83751684	0.84239197	0.8713021	0.7701392	0.8743845	0.90941554	0.7949923	0.682488	0.7302895	0.8299825	0.77919716	0.68918943	0.52815413	0.81444913	0.85266536	0.8757006	0.74969083	0.83858424	0.88340706	0.8476324	0.7827326	0.894506	0.68021923	0.84074223	0.80575556	0.73917615	0.6836026	0.6833025	0.76716465	0.77206004	0.9029565	0.7837323	0.8343815	0.82477725	0.88462824	0.7989302	0.66227937	0.8849217	0.81214994	0.8011148	0.7695189	0.87278247	0.72436714	0.7850107	0.6855917	0.72195864	0.89436454	0.6301194	0.869563	0.7898485	0.8386341	0.72374344	0.85406184	0.8584982	0.7361002	0.84860003	0.80077493	0.7845779	0.65183836	0.6850547	0.8633577	0.49573237	0.756207	0.70394385	0.5928373	0.759421	0.88428766	0.8766607	0.7690996	0.7906828	0.7687138	0.848387	0.6302686	0.69983673	0.89266866	0.6591842	0.6758778	0.87026066	0.82207274	0.83108443	0.46689242	0.78103507	0.63843447	0.78036547	0.75382787	0.838897	0.69642305	0.7763777	0.6956327	0.848331	0.8154905	0.76931703	0.78881574	0.68347025	0.7209675	0.8243494	0.7811793	0.86707735	0.92782545	0.85373944	0.68400943	0.8205484	0.7584508	0.6727396	0.92384803	0.9428901	0.7282305	0.8933519	0.6624462	0.8250462	0.813525	0.85222733	0.7349956	0.8537432	0.6613545	0.6814961	0.8216656	0.8201739	0.55808574	0.81945544	0.59002155	0.84811413	0.70394295	0.8620144	0.82188416	0.6310941	0.7667867	0.6837094	0.7891513	0.7513695	0.7725605	0.8120371	0.8230655	0.84132123	0.81886303	0.97487223	0.8004056	0.80401397	0.84472305	0.86806643	0.81256795	0.69043255	0.7993385	0.7664467	0.6920329	0.7586292	0.74936104	0.8337286	0.5549314	0.75500965	0.7369667	0.8298837	0.8098392	0.82197154	0.8639431	0.69565314	0.8751572	0.8417312	0.674891	0.90306234	0.7362859	0.87272424	0.63580865	0.8388052	0.8443872	0.76212275	0.7891004	0.8374726	0.81434023	0.8184688	0.7628815	0.71797276	0.6757199	0.8352157	0.79722196	0.8328161	0.8587309	0.84440476	0.87269884	0.8379808	0.72651744	0.6807557	0.84616923	0.85553217	0.7547555	0.8305932	0.8658384	0.86799014	0.6644315	0.8052058	0.9045435	0.7881414	0.6685777	0.66340786	0.88114876	0.8084877	0.7993392	0.880042	0.7246735	0.8011244	0.6675917	0.7070983	0.71254605	0.84659404	0.60153985	0.6391636	0.85177386	0.7584374	0.8943874	0.8866824	0.8224142	0.86580884	0.80592465	0.87415767	0.8829904	0.85029125	0.72318596	0.89578795	0.7056948	0.6365734	0.75698054	0.84958714	0.70025706	0.8302188	0.82145876	0.8357968	0.914286	0.58985806	0.76771104	0.90219814	0.8362267	0.898755	0.7707783	0.71763194	0.8217418	0.74914175	0.7405393	0.6987115	0.8089045	0.89717054	0.5683609	0.8592536	0.7090808	0.849911	0.8360418	0.61558455	0.771981	0.83610827	0.7059903	0.7715279	0.78858066	0.8173672	0.7354232	0.79911065	0.8337239	0.8586477	0.49369705	0.7698171	0.70966786	0.455886	0.9255367	0.78054297	0.72263175	0.7165575	0.6760105	0.86145234	0.7836104	0.85899514	0.8130202	0.72939086	0.8107742	0.7405596	0.7086506	0.7543745	0.867276	0.9255878	0.86121345	0.6254245	0.81481254	0.83191216	0.7711494	0.6953282	0.8429021	0.8294848	0.6323414	0.8059472	0.84761435	0.80004144	0.7873214	0.8545562	0.87037617	0.8050536	0.83142006	0.7079746	0.6546225	0.8551374	0.8454657	0.86820436	0.72187495	0.84456956	0.79493785	0.89598054	0.84554935	0.78679806	0.8500395	0.8110323	0.8543484	0.60779226	0.8732897	0.6841907	0.6730375	0.8542831	0.9181286	0.5760516	0.85931396	0.87553555	0.8068726	0.7780058	0.7103954	0.7235171	0.67534924	0.7649375	0.6033542	0.86945164	0.849175	0.77806705	0.8602094	0.6193849	0.94160837	0.76433283	0.8379959	0.7882457	0.8659242	0.8232602	0.8857134	0.80123305	0.66968954	0.9697427	0.85501355	0.88880795	0.810552	0.9055226	0.70670056	0.91007817	0.7132337	0.84696496	0.6339226	0.8277142	0.9069071	0.8697965	0.8325516	0.8965108	0.86952114	0.6647271	0.83509725	0.91246265	0.7597314	0.8304619	0.67758805	0.78924906	0.7302766	0.78946084	0.89877397	0.92820656	0.8629601	0.8827137	0.71713865	0.77029514	0.4682204	0.7415613	0.87550163	0.8328522	0.89051807	0.8154566	0.7351072	0.70491326	0.8144482	0.87600064	0.7300425	0.7460604	0.7961293	0.78699535	0.8987001	0.89034307	0.8331673	0.855727	0.7836095	0.8048373	0.8844368	0.864355	0.87408197	0.7584492	0.8716641	0.8672452	0.85649586	0.76174104	0.86619306	0.62196505	0.91478896	0.79387534	0.6776558	0.8206634	0.82647467	0.8537887	0.7913894	0.8088509	0.86268383	0.77857614	0.9046757	0.85897404	0.8006414	0.87002313	0.84180176	0.77251446	0.86504513	0.8231034	0.86815035	0.77781534	0.7598131	0.62870014	0.73258376	0.882865	0.7169502	0.6206343	0.7933453	0.8693204	0.7967586	0.64808047	0.65275514	0.7421577	0.8076868	0.92168254	0.78652656	0.69577324	0.88117087	0.7515707	0.73915195	0.8074516	0.8297946	0.42894584	0.73114634	0.7907565	0.819596	0.62633693	0.7515392	0.8883782	0.713296	0.65491176	0.69711614	0.8503816	0.6973229	0.80904853	0.8926489	0.67881775	0.8962769	0.7642542	0.78207684	0.86955	0.84546435	0.8065124	0.8348851	0.7610111	0.61941135	0.72787464	0.80556464	0.9132305	0.77577734	0.76020956	0.69350314	0.7807891	0.6949559	0.7764199
cowboy_hoed/noun	0.7822864	0.86140186	0.0	0.45263743	0.7228003	0.95669246	0.8682559	0.7743574	0.82125205	0.8781543	0.83531725	0.945402	0.5667592	0.96918553	0.9182307	0.8678073	0.93036944	0.8587332	0.9431126	0.8581245	0.7795965	0.7633819	0.5467746	0.69421834	0.8490695	0.8201894	0.81389314	0.8207772	0.91418976	0.8413937	0.9487038	0.8645786	0.8988278	0.879481	0.773042	0.9482596	0.8510342	0.72157663	0.9236966	0.8580244	0.8603153	0.85730433	0.91631854	0.6136412	0.69090855	0.6041023	0.4827478	0.6055459	0.9184376	0.95034504	0.54787904	0.6852474	0.90662414	0.830944	0.8383875	0.759299	0.8799992	0.8151603	0.85890424	0.94818825	0.89452404	0.78206605	0.86772287	0.87636065	0.8289074	0.874172	0.83991987	0.77992964	0.84529704	0.58228046	0.5577768	0.550817	0.78472996	0.9182378	0.9741205	0.64676565	0.8017148	0.6348476	0.8378252	0.89227533	0.8973422	0.8810629	0.76723325	0.9287197	0.5497362	0.7322917	0.8982479	0.81416655	0.86722016	0.89629525	0.850553	0.8603656	0.84923255	0.7235392	0.78022206	0.7921125	0.9225887	0.93920803	0.8649272	0.9002022	0.92329943	0.77379465	0.62796706	0.7881241	0.81541955	0.8863002	0.93934536	0.8264299	0.7706456	0.8364722	0.8831385	0.9433978	0.8877565	0.83349323	0.88170075	0.63778216	0.7738478	0.90858436	0.8948367	0.5743815	0.87287015	0.55815625	0.8524305	0.83046293	0.84989136	0.8672105	0.66171706	0.9056555	0.65897334	0.69896096	0.8331194	0.79867005	0.8673156	0.7804444	0.8333106	0.85150117	0.8306807	0.8003632	0.7600252	0.9352413	0.9169592	0.87672687	0.6711741	0.9212111	0.87332004	0.81434995	0.541158	0.825557	0.8358871	0.9034363	0.84447545	0.9578778	0.8630118	0.95413804	0.9085561	0.8998963	0.7941798	0.85402787	0.7638976	0.7539761	0.80315244	0.78974515	0.8546942	0.9076965	0.8047268	0.8782362	0.927935	0.81482846	0.74747753	0.85937613	0.62027645	0.85542005	0.7930391	0.89874834	0.8153241	0.7260613	0.67189103	0.78960997	0.8457207	0.9474484	0.5670078	0.81185067	0.83057415	0.48227835	0.66213113	0.82334113	0.975259	0.79451895	0.7934499	0.8671686	0.5828653	0.8126123	0.88633937	0.84831715	0.74351954	0.8949356	0.7389295	0.82946384	0.7486925	0.87045175	0.9401317	0.44624633	0.78114504	0.8788694	0.7864844	0.84243315	0.7146236	0.5416329	0.94238347	0.81964463	0.7625781	0.73796403	0.80313677	0.93470955	0.8344375	0.86062336	0.8036204	0.9455115	0.4028793	0.63589054	0.9722853	0.93008834	0.84984505	0.88351536	0.8452366	0.9326305	0.89846665	0.80543435	0.7834472	0.9077139	0.87295556	0.9522531	0.86698604	0.86159086	0.85008854	0.7327583	0.700575	0.8951912	0.93392444	0.9164044	0.7192478	0.9668987	0.92467225	0.85328066	0.66548514	0.8103459	0.7083453	0.7599256	0.7830796	0.87425363	0.8909981	0.85537195	0.9020797	0.869509	0.8014685	0.8503161	0.8833363	0.8345158	0.9718399	0.9227776	0.78697544	0.7896105	0.94724137	0.8033953	0.8287182	0.8376895	0.89212376	0.86847925	0.49365813	0.923699	0.86840147	0.7898287	0.81566715	0.67062134	0.86143094	0.85342205	0.9312482	0.8825667	0.8735947	0.7908253	0.8915803	0.82240355	0.8970749	0.88129693	0.94371015	0.923661	0.8491194	0.90406626	0.8551489	0.79329157	0.88987166	0.9339057	0.7675327	0.60227716	0.78878486	0.89181864	0.79298866	0.8616485	0.86245674	0.42574966	0.8172765	0.8673219	0.8341008	0.8559011	0.8236948	0.8190646	0.8437731	0.6757288	0.71726614	0.8860616	0.83282995	0.80683124	0.93922627	0.7129048	0.7493807	0.9413522	0.69923687	0.86688614	0.8197273	0.92594886	0.64121455	0.79048806	0.73676646	0.7472344	0.836445	0.8680719	0.66333824	0.8750493	0.87488943	0.6913023	0.60422885	0.83635837	0.83800733	0.7384565	0.82338345	0.93658775	0.8289299	0.66915095	0.8779934	0.8698888	0.94995475	0.90344447	0.7609724	0.9619881	0.86616665	0.8480551	0.9347641	0.9027438	0.82304364	0.8309767	0.9165441	0.7747359	0.81720954	0.8185554	0.817853	0.96234995	0.8018019	0.88239914	0.8743509	0.8363526	0.8742253	0.87617755	0.9121944	0.81651026	0.7837838	0.7855644	0.74268866	0.9267867	0.93115604	0.8676368	0.8884038	0.80720556	0.97921675	0.867152	0.9327673	0.909623	0.8804881	0.9100827	0.9292999	0.75202	0.8197783	0.93266	0.8829246	0.6482913	0.7897774	0.8339858	0.65257055	0.9675037	0.7285577	0.42894012	0.7492241	0.6721094	0.9013839	0.69516474	0.8216986	0.7961984	0.91860485	0.92226845	0.88446885	0.933661	0.86664903	0.8847634	0.7244953	0.8625181	0.9473913	0.8502088	0.8665509	0.84002113	0.61365414	0.73550475	0.8469722	0.9053493	0.8460085	0.7942031	0.8910988	0.9438838	0.6292482	0.8368549	0.8128725	0.7965872	0.8536792	0.88048244	0.86296606	0.7484764	0.96965426	0.92192554	0.9789021	0.9450759	0.85010463	0.8293756	0.4774481	0.88776886	0.9377762	0.8075767	0.9188942	0.75877327	0.91897947	0.9552143	0.9124871	0.81564724	0.93372285	0.8185674	0.81532675	0.8435911	0.72741234	0.93311626	0.932299	0.75563496	0.84186333	0.88205653	0.80370724	0.9207668	0.907558	0.9273925	0.6318485	0.5001698	0.80542415	0.7831332	0.97049665	0.81439185	0.89113545	0.7686319	0.7615066	0.8820913	0.68419445	0.9554211	0.910249	0.8509153	0.8500521	0.9120902	0.90939075	0.8153785	0.9507851	0.89232546	0.7304342	0.8722052	0.8578308	0.7125112	0.93692696	0.8885734	0.58609843	0.93796575	0.8569814	0.7880456	0.6912248	0.6194775	0.7544825	0.87160796	0.93237907	0.91230375	0.9372059	0.872635	0.9027784	0.8554807	0.716321	0.87868303	0.9350852	0.7991035	0.82260996	0.76030403	0.67735064	0.95508826	0.47732008	0.7614372	0.89919436	0.8690784	0.72233784	0.59020317	0.8880113	0.9565677	0.6430653	0.8537483	0.7206881	0.81463134	0.9584899	0.7017875
