	5.000/num	Braziliaans/adj	Caraïbische/adj	Cock/name	Corneille/name	Engels/adj	Feyenoord/name	Frans/noun	Hecke/name	Hilde/name	Indisch/adj	J.G./name	Jeroen/name	Koning/name	KunstRAI/name	Mechelaar/noun	Mexicaans/adj	Noordbrabants/name	Parma/name	Potsdam/name	Rotterdam/name	Schoolstraat/name	Sint/name	Studio/noun	T-shirt/noun	Wax/name	Zuidafrikaans/adj	aan/part	aanblik/noun	aangezet/adj	aantal/noun	accent/noun	accessoire/noun	achter/prep	afkomst/noun	afkomstig/adj	afval_water/noun	afzonderlijk/adj	alge/noun	alleen/adv	allemaal/adv	allemaal/pron	allerlei/det	als/prep	altijd/adv	anders/adj	anoniem/adj	antilichaam/noun	apartheid/noun	apparaat_DIM/noun	aquarel/noun	armband/noun	autentiek/adj	bak_DIM/noun	baksteen/noun	bal/noun	bal_DIM/noun	ballon/noun	bamboe/noun	banaan/noun	band_DIM/noun	barst_DIM/noun	baseer/verb	bastaard/noun	bedevaart/noun	bedien/verb	beeld/noun	begrip/noun	bekijk/verb	bekleed/verb	benader/verb	benadering/noun	beplak/verb	berichtgeving/noun	bescherming/noun	beschimp/verb	bestelling/noun	bevolking/noun	beweeg/verb	bezet/adj	bij/noun	bijeen/adj	bijt/verb	bijvoorbeeld/adv	bijzonder/adj	bind/verb	biologisch/adj	bizar/adj	blaas/verb	blad/noun	blank/adj	blauw/adj	bliksem/noun	bloed/noun	bloedrood/adj	bloem/noun	blok_DIM/noun	blond/adj	bodemloos/adj	boei/noun	bol_DIM/noun	bont/adj	bontjas/noun	boodschap/noun	boot_DIM/noun	bord/noun	bord_DIM/noun	boven/prep	bovenlaag/noun	bovenop/prep	breed/adj	breng_aan/verb	bril/noun	bril_DIM/noun	brok_DIM/noun	bruin/adj	buik/noun	buiten/adv	buurt/noun	cadeau/fixed	cast/noun	chocolade/noun	colbert/noun	combi/noun	commentaar/noun	communautair/adj	compleet/adj	concept/noun	contour/noun	cowboy_hoed/noun	crew/noun	cultureel/adj	daarop/pp	dan/comparative	dat/pron	decennium/noun	decoratief/adj	definitie/noun	der/adv	diamant/noun	die/det	die/pron	dien/verb	dier/noun	ding_DIM/noun	dissonanten/noun	divers/adj	doek/noun	donker/adj	door/comp	door/prep	doorn/noun	doorzichtig/adj	draag/verb	drijf/verb	drummer/noun	duizenden/noun	dus/comp	duurzaam/adj	een/det	eenzijdig/adj	effen/adj	elite/noun	elk/adv	elk/det	elkaar/pron	en/adv	en/vg	episode/noun	er/fixed	eraan/pp	erg/adj	erger/verb	ergernis/noun	ets/noun	eveneens/adv	exemplaar/noun	farmaceutisch/adj	feestelijk/adj	fel/adj	felgekleurd/adj	figuur/noun	flard/noun	fles/noun	fles_DIM/noun	fonkel/adj	fontein_DIM/noun	foto/noun	fraai/adj	fris_op/verb	fruit/noun	furore/fixed	ga_schuil/verb	gebruik/noun	gebruik/verb	geconcentreerd/adj	gedetailleerd/adj	gedoseerd/adj	geef/verb	geel/adj	geheel/adj	gehuld/adj	gen_therapie/noun	genoeg/det	genre/noun	geparfumeerd/adj	geschiedenis/noun	gespierd/adj	gestapeld/adj	gevel/noun	gevolge/prep	gevuld/adj	gezien/adj	giet_af/verb	giftig/adj	gigantisch/adj	glas/noun	glas_DIM/noun	glasplaat/noun	glim/adj	goal/noun	gracht/noun	grijs/adj	grillig/adj	groen/adj	groente/noun	grond/noun	groot/adj	gun/verb	haar/noun	haar/pron	hagel_slag/noun	hang/verb	helder/adj	hele/adv	hemd/noun	hemel/noun	her/adv	herinner/verb	herken/verb	hilariteit/noun	historisch/adj	honderden/noun	horizontaal/adj	hotelkamer/noun	houten/adj	huid/noun	huis/noun	huis_DIM/noun	huiskamer/noun	hul/verb	hun/det	hun/pron	identiteit_crisis/noun	ideologisch/adj	imago/noun	in/adj	in/comp	inderdaad/adv	ineen/pp	informatie/noun	inhoud/noun	inkt/noun	inmiddels/adv	instrumentatie/noun	intens/adj	intiem/adj	inzending/noun	jas_DIM/noun	je/det	je/pron	jeans/noun	jong/adj	jongen/noun	jubel/adj	jurk/noun	kaars_DIM/noun	kaart/noun	kaart_DIM/noun	kamer/noun	kartel/noun	katholiek/noun	kauwgum/noun	kenmerk/verb	kil/adj	kind/noun	kip/noun	kleding/noun	klein/adj	kleur/noun	kleurig/adj	klodder/noun	knot_gek/adj	knus/adj	kook/verb	kop/noun	kop_DIM/noun	kous/noun	krul/verb	kunstmatig/adj	laan/noun	lang/adj	langs/prep	lantaarnpaal/noun	leeuw/noun	letterlijk/adj	levendig/adj	lichaam/noun	licht/adj	licht/noun	lichtbruin/adj	lig/verb	lijn/noun	lik_DIM/noun	lingerie/noun	links/adj	lippenstift/noun	lokaal/adj	loop_af/adj	maak/verb	maatschappij/noun	manschappen/noun	markeer/verb	marketing/noun	mascara/noun	matras/noun	medemens/noun	meer/adj	meisje/noun	melancholisch/adj	mens/noun	met/prep	metaal/noun	meter/noun	metropool/noun	min/adj	minderheid/noun	mobieltje/noun	model/noun	monster/noun	moralistisch/adj	mysterieus/adj	mythologie/noun	naam/noun	naamloos/adj	naar/adj	naargelang/comp	naast/prep	nationalisme/noun	natuur_steen/noun	nestel/verb	net/adj	neutraal/adj	nieuws/noun	noot/noun	nostalgie/noun	noteer/verb	of/vg	ofwel/vg	olympisch/adj	om/part	onder/part	onder/prep	onder_klasse/noun	onderaan/adv	onderdaan/noun	onschuld/noun	oog/noun	oorspronkelijk/adj	op/adj	op/part	op/prep	opdrachtgever/noun	opereer/verb	opvallend/adj	origineel/adj	ouderwets/adj	overhemd/noun	overstroming/noun	overtuigend/adj	paars/adj	paars_groen/adj	pantoffel/noun	papier/noun	pas/fixed	pasta/noun	pastel/noun	patroon/noun	persoonlijk/adj	perspectief/noun	plaats/comp	plak/verb	plastic/adj	plastic/noun	plein/noun	plek/noun	plexiglas/noun	plooi/noun	plus/prep	podium/noun	politiek/adj	pols/noun	portret/noun	pot_DIM/noun	potlood/noun	prachtig/adj	projector/noun	publiek/noun	raar/adj	rand/noun	rechthoek/noun	reeks/noun	regionaal/adj	reis_rond/verb	relaxt/adj	religie/noun	reliëf/noun	richting/noun	ring/noun	riskeer/verb	ritme/noun	rock/adj	rond/part	ronde_DIM/noun	rood-groen/adj	rood-wit_blauw/adj	rood/adj	rood/noun	rood_wit/adj	rookwolk/noun	rose/adj	rosé/noun	ruik/verb	ruis/verb	rundvlees/noun	samenleving/noun	scheidsrechter/noun	schelp/noun	scherm/noun	schittering/noun	schoen/noun	scholier/noun	schreeuw/adj	selecteer/verb	set/noun	sfeer/noun	shirt/noun	sierlijk/adj	sla_op/verb	slim/adj	slinger_rond/verb	sluier/noun	sluit_uit/adj	snel/verb	sommige/det	soms/adv	soort/noun	sorteer/verb	sowieso/adv	spaarzaam/adj	speler/noun	spiegel/noun	spiegel_DIM/noun	spreekkoor/noun	sta/verb	sta_op/verb	staaf_DIM/noun	stad/noun	stadion/noun	stalen/adj	stam/noun	standpunt/noun	stap_pers/noun	stedelijk/adj	sterk/adj	stip_DIM/noun	stoel_DIM/noun	stoer/adj	stof_DIM/noun	straat/noun	stralend/adj	strand/noun	streep/noun	stuk/noun	substantie/noun	symbool/noun	tafel/noun	tafel_DIM/noun	tamelijk/adj	tapijt/noun	tatoeage/noun	tatoeages/noun	te/adv	tegel/noun	tekst/noun	temidden/prep	tenger/adj	thee/noun	thema/noun	tint_DIM/noun	toef_DIM/noun	toevoeging/noun	tol/noun	toneel/noun	toon/verb	touroperator/noun	touw/noun	tover_om/verb	traag/adj	traditie/noun	traditioneel/adj	tragisch/adj	trap/noun	trappenhuis/noun	trek/noun	trek/verb	tropisch/adj	tros/noun	trui/noun	uit/prep	unilateralisme/noun	vaak/adj	vaar/verb	van/comp	vang/verb	vanwege/prep	varieer/adj	veel/adj	veel/det	vele/adj	vergeleken/adj	vergelijkbaar/adj	verhaal/noun	verschijnsel/noun	verschil/adj	verschuif/verb	versie/noun	versier/verb	versierd/adj	versleten/adj	verstik/adj	vervang/verb	verwerk/verb	verwissel/verb	vier/noun	vier/num	vijver/noun	viltstift/noun	vis/noun	visie/noun	vlag_DIM/noun	vlak/noun	vlek/noun	vlek_DIM/noun	vleugel/noun	vlieg/verb	vlinder/noun	vloeistof/noun	voeling/noun	voering/noun	voetballer/noun	vol/prep	volgorde/noun	volledig/adj	voor/adv	voorbij/adv	voorganger/noun	voorhoofd/noun	voorkeur/noun	voorraad/noun	voorstelling/noun	voorwerp/noun	voorzien/prep	vorm/noun	vredig/adj	vreemd/adj	vriendin/noun	vrolijk/adj	vrouw/noun	vrouw_DIM/noun	waar/adv	waar/noun	waarheid/noun	waarna/pp	waaronder/pp	waarop/pp	waarover/pp	waarschijnlijk/adj	waarvan/pp	wand/noun	wapper/adj	warm/adj	warmte/noun	was_middel/noun	wat/det	water/noun	weef/verb	week/verb	weer/adv	weerstand/noun	welk/det	wellicht/adv	wereld/noun	werknemer/noun	wijk/noun	wijlen/adv	wild/adj	wilg/noun	winkel/noun	wit/adj	wit/noun	wol/noun	wollig/adj	woord/noun	word/adj	zaal/noun	zacht/adj	zand/noun	zangeres/noun	zee/noun	zeer/adv	zeil/noun	zeur/verb	zie/verb	zie_terug/verb	zie_uit/verb	zit_DIM/noun	zit_aan/verb	zo'n/det	zoals/comp	zoek_uit/verb	zoveel/det	zwart/adj	één/adv
5.000/num	0.0	0.9354266	0.9663121	0.9476412	0.97836286	0.9371681	0.9569137	0.98319316	0.9704771	0.94257766	0.93685746	0.9915257	0.9334417	0.9386784	0.9720246	0.9413111	0.9477405	0.9954603	0.9461488	0.9253967	0.9136461	0.9847258	0.94541013	0.98663515	0.9156584	0.9864014	0.94487643	0.90194696	0.9653901	0.9609564	0.7871259	0.9641274	0.93519247	0.9305244	0.9404229	0.92279696	0.8510218	0.94829583	0.9978404	0.960915	0.9463694	0.94448227	0.9459098	0.94670266	0.96803886	0.95473593	0.9440355	0.99406964	0.975806	0.8908603	0.93268955	0.92245483	0.93677646	0.94213027	0.9598074	0.96624047	0.9419319	0.8983421	0.9665045	0.9009909	0.9763372	0.92692196	0.9412358	0.98823243	0.9401372	0.9157977	0.9389225	0.9803311	0.9360775	0.9413661	0.9270787	0.9653947	0.99668884	0.93132937	0.9431203	0.9779943	0.826131	0.8999253	0.96970576	0.8930877	0.921445	0.8204889	0.9673686	0.9030732	0.9571787	0.9622388	0.9590521	0.9706625	0.92579925	0.9610576	0.93750566	0.94981104	0.9728396	0.9385722	0.9726866	0.88248575	0.91613394	0.9564406	0.9902228	0.9893257	0.93809104	0.9378844	0.9712169	0.96136904	0.9584186	0.9247689	0.9762136	0.7906558	0.9952772	0.7877933	0.9563913	0.9161912	0.9520979	0.947151	0.9857585	0.95397764	0.98277944	0.9463149	0.925091	0.88429606	0.97094935	0.90893465	0.9771904	0.94612825	0.93343675	0.9801469	0.9468483	0.9559044	0.96532845	0.9970838	0.95529115	0.9408015	0.93735075	0.6709053	0.9132841	0.95428395	0.9821969	0.97733676	0.965571	0.8973083	0.95213896	0.90776587	0.9234607	0.81195635	0.9615554	0.99127996	0.9252048	0.9522535	0.9751375	0.9599146	0.94382155	0.97094446	0.97167933	0.9335975	0.9412689	0.98040074	0.8951125	0.94602215	0.9488164	0.9281481	0.9810162	0.9932226	0.92949265	0.7172869	0.8390534	0.9660338	0.9495234	0.877811	0.97244674	0.94528514	0.9482428	0.9461968	0.9642357	0.9803105	0.9127375	0.88950586	0.6630319	0.9499962	0.93036723	0.9296859	0.98488635	0.96221036	0.9799281	0.8090713	0.90309006	0.9743234	0.95302856	0.9483233	0.94472575	0.9929441	0.9535773	0.965087	0.97772634	0.94731224	0.9351811	0.9437802	0.9552335	0.9996549	0.97120917	0.9199007	0.9246094	0.99223447	0.97460693	0.91683656	0.96217656	0.9912125	0.9328508	0.97826207	0.99683106	0.9392174	0.9154654	0.87230754	0.959236	0.9675635	0.88900685	0.8752613	0.9411285	0.974742	0.9943909	0.96332777	0.9301895	0.9615276	0.9491158	0.985713	0.90797544	0.9530054	0.86039674	0.93663234	0.9533413	0.96444494	0.97018194	0.97804755	0.90340626	0.9822925	0.9594449	0.96797127	0.9730244	0.97556907	0.9598526	0.9756716	0.9963302	0.94394076	0.89724076	0.96554434	0.86398435	0.95371765	0.94477826	0.86754036	0.94501626	0.9702586	0.9632883	0.95616484	0.96573675	0.9913008	0.98203105	0.94460094	0.91526467	0.9419778	0.95469415	0.97566885	0.9317736	0.91573447	0.9691616	0.81708574	1.0	0.964741	0.97713953	0.8628624	0.98457676	0.950335	0.9717234	0.9611773	0.94871	0.95749384	0.986788	0.9046801	0.91382176	0.81736416	0.75237966	0.8739197	0.9483769	0.93673766	0.9949207	0.9569746	0.9785062	0.8520974	0.80640054	0.9218819	0.92966	0.950696	0.962163	0.99000645	0.9630905	0.9613078	0.9654926	0.9343778	0.9688214	0.9848335	0.9914214	0.93836117	0.8861801	0.9216236	0.9469729	0.9846179	0.95328766	0.9721219	0.98615694	0.94011295	0.9151799	0.9504791	0.9643623	0.9094563	0.9066175	0.9814735	0.96242255	0.95244086	0.94374293	0.93362415	0.9661417	0.97381365	0.8964624	0.72369576	0.96676064	0.9346793	0.990505	0.93254757	0.9621203	0.6215513	0.94878286	0.9859998	0.6538831	0.9091667	0.91504055	0.6904265	0.9576019	0.93050015	0.9227708	0.9448631	0.89744055	0.948427	0.9966055	0.97842	0.9861573	0.93708766	0.9610453	0.9309555	0.92663026	0.90682304	0.9468805	0.94079477	0.94889057	0.958966	0.9609392	0.91677636	0.97134256	0.96582425	0.87595135	0.89719814	0.8980278	0.9016536	0.8938113	0.92969453	0.84284776	0.9728239	0.9589456	0.92777944	0.97067755	0.96448386	0.8940309	0.92036337	0.82308376	0.9210365	0.9543743	0.9518796	0.9440635	0.9370916	0.97569233	0.9764601	0.92510694	0.96449924	0.95852566	0.9599785	0.96178037	0.9127951	0.9713269	0.9329628	0.99041677	0.9568338	0.942912	0.96501607	0.9420302	0.94743437	0.90740865	0.93166673	0.94797647	0.93661284	0.96674776	0.9585964	0.7846533	0.92304826	0.9561847	0.97369367	0.96115065	0.9318506	0.973341	0.9564492	0.85045135	0.8560834	0.98032093	0.90517366	0.97478527	0.906901	0.9307493	0.9633727	0.96730065	0.9818773	0.9711658	0.94852287	0.88301086	0.82058275	0.95877695	0.97967845	0.8998746	0.91746366	0.9799209	0.9960027	0.918532	0.93484354	0.9536772	0.96343386	0.9612791	0.97422534	0.98363346	0.99964845	0.88881516	0.9639167	0.7766481	0.93866396	0.94084686	0.96641594	0.926084	0.7789427	0.983373	0.8840362	0.9769685	0.9369183	0.9356938	0.9834092	0.8496947	0.97568184	0.9929022	0.9705912	0.91961277	0.93707526	0.9374259	0.97409457	0.9459905	0.9160756	0.9378677	0.9907964	0.96548265	0.938867	0.9740968	0.9729079	0.9444152	0.9532379	0.95695686	0.8395422	0.8198346	0.90196943	0.9357855	0.96966976	0.8426491	0.89176184	0.92500806	0.9997643	0.8933572	0.97611135	0.9666926	0.91339254	0.9677723	0.9410117	0.9349158	0.7593277	0.9409376	0.9592952	0.9364242	0.98006463	0.97176933	0.9310183	0.99085486	0.99438465	0.9799566	0.9182804	0.9706613	0.91510355	0.99065846	0.9606844	0.9603443	0.95763755	0.9854816	0.96602386	0.94869906	0.9684341	0.9361596	0.9481149	0.94129723	0.9324205	0.9707898	0.94159704	0.9491051	0.97219306	0.9760908	0.99562544	0.93919754	0.79391825	0.94498134	0.97367173	0.94092023	0.9218765	0.9964299	0.9843743	0.917502	0.9397677	0.8469607	0.93592966	0.8143004	0.9538872	0.9836649	0.9449192	0.90711856	0.9143311	0.95887756	0.95779675	0.8792836	0.947845	0.92308843	0.9609467	0.9254173	0.9385771	0.9908743	0.9337227	0.81751436	0.9345302	0.9342614	0.91219974	0.9402463	0.99225235	0.90982616	0.9759081	0.9346057	0.9570042	0.92243373	0.9839353	0.9378438	0.9064766	0.97217065	0.9169552	0.985003	0.9991735	0.952283	0.94588923	0.96604955	0.8991286	0.954519	0.94927865	0.9465876	0.9957153	0.9686104	0.8188639	0.93297774	0.8290091	0.9408211	0.98235196	0.9403386	0.92967457	0.9646732	0.94896436	0.9219701	0.9679621	0.8870548	0.94114256	0.98535323	0.95705366	0.81269383	0.96121234	0.92562205	0.9242753	0.71480614	0.9393274	0.9734256	0.95263255	0.9738459	0.9832077	0.9563114	0.89655083	0.97592556	0.9472647	0.9435112	0.9796583	0.9272823	0.9372045	0.9517584	0.6673059	0.9176731	0.9791363	0.9225874	0.9557106	0.85752666	0.9287777	0.9867401	0.96855825	0.96436363	0.96639544	0.9688806	0.8808553	0.94465744	0.8969024	0.95558804	0.91108763	0.9413897	0.96979755	0.95493525	0.96540064	0.96854585	0.9316368	0.7026265	0.9920565	0.6177304	0.9334313	0.96401095	0.9453748	0.94318485	0.9434495
Braziliaans/adj	0.9354266	0.0	0.9535185	0.93134624	0.95827556	0.9096788	0.8749654	0.9567327	0.9634218	0.95452404	0.93051684	0.9755307	0.93501174	0.9461216	0.9843551	0.85648197	0.82788855	0.9986921	0.87634784	0.9773076	0.9021002	0.9736889	0.9556672	0.9713998	0.91899174	0.96280605	0.8851092	0.94475347	0.951739	0.9696127	0.92367613	0.95930463	0.98159045	0.9242183	0.8367827	0.8302023	0.96964246	0.9610187	0.9980943	0.93933773	0.9648957	0.95772976	0.9736543	0.8753098	0.97241277	0.9529086	0.9484901	0.9900262	0.9539802	0.9852694	0.9712079	0.94730467	0.92710495	0.984354	0.964251	0.91962606	0.97396696	0.9626638	0.9862781	0.9568818	0.9571453	0.99957615	0.94522184	0.9875748	0.94623095	0.9471131	0.92776513	0.9711866	0.9486736	0.91946065	0.9219925	0.95934224	0.9862965	0.91060036	0.93933934	0.99242866	0.94011474	0.9211127	0.91494876	0.92640126	0.92004347	0.93985856	0.92933583	0.90169173	0.96432114	0.9280763	0.9407467	0.94259334	0.9417994	0.9282585	0.92016315	0.958128	0.9901108	0.9559221	0.997793	0.93284476	0.98326695	0.90718836	0.9822195	0.9041591	0.96158636	0.9491281	0.95837617	0.9438552	0.9339982	0.9535821	0.97287416	0.9196678	0.9782678	0.94138217	0.9410219	0.9372535	0.9681602	0.978638	0.9639115	0.97384155	0.95384264	0.95201725	0.9436259	0.9412859	0.9633177	0.9562426	0.9975987	0.9723653	0.9456558	0.97165596	0.9269116	0.9714351	0.9627121	0.9324226	0.9818699	0.96218395	0.9311449	0.9271863	0.8931092	0.9272198	0.99101406	0.967185	0.98608506	0.9378866	0.9755869	0.8231239	0.9629689	0.9443529	0.9808356	1.0	0.9282575	0.95043385	0.9184918	0.9448715	0.87421834	0.9825443	0.9792667	0.9048725	0.9507399	0.89488286	0.8919913	0.9444187	0.91526437	0.88877815	0.96395236	0.9809395	0.9169177	0.9335064	0.9465145	0.9563551	0.9460154	0.872104	0.979365	0.94432515	0.9617429	0.96219844	0.9485891	0.9636345	0.96781945	0.8613187	0.9218172	0.9810773	0.96400356	0.939074	0.97067994	0.9433628	0.9383326	0.9483974	0.9149328	0.9848979	0.9940413	0.9197355	0.9258177	0.97935516	0.9795853	0.90419894	0.9423091	0.9526856	0.9509277	0.9449364	0.96652913	0.98961353	0.94243807	0.91879505	0.9458544	0.91848725	0.99989927	0.9647945	0.9397278	0.9889884	0.9053161	0.9462939	0.9971746	0.9561406	0.9542256	0.97055346	0.94395506	0.99977183	0.9668623	0.9264127	0.95500773	0.968299	0.99424547	0.9576497	0.89190507	0.9257117	0.9527887	0.9353315	0.9218268	0.9553309	0.90501034	0.9160953	0.93821365	0.95662713	0.9372687	0.94155985	0.92504025	0.9687998	0.97218275	0.9741362	0.94605386	0.95997965	0.9009033	0.95612764	0.9785877	0.9386029	0.92354625	0.9901641	0.94844264	0.935757	0.96659595	0.9131415	0.9696362	0.94344604	0.9477533	0.96189404	0.9405303	0.96794814	0.976626	0.94050264	0.93662137	0.9447664	0.9589783	0.9719695	0.9711646	0.9763389	0.98923004	0.8428977	0.9571174	0.96515065	0.9689318	0.94236094	0.94848865	0.98067415	0.9920307	0.9592018	0.88738304	0.88460124	0.97708976	0.9358555	0.9606171	0.9248322	0.94464374	0.94718915	0.9813924	0.95336336	0.9746114	0.95787317	0.9671851	0.94800466	0.93836296	0.94360703	0.9240607	0.9667184	0.97342646	1.0	0.9635676	0.9885029	0.9336648	0.95087254	0.9469356	0.9465529	0.98250973	0.968772	0.9401536	0.94209677	0.9507509	0.9626324	0.9585587	0.9445105	0.9513397	0.9032291	0.9214691	0.977688	0.98665315	0.92115843	0.94735825	1.0	0.9796544	0.92222625	0.9940745	0.9311846	0.9438587	0.90867573	0.91351414	0.9422326	0.9641436	0.94592	0.9744276	0.959704	0.9706963	0.930282	0.8957464	0.98813564	0.94196635	0.9077352	0.96769214	0.9211629	0.9358484	0.92513716	0.9588692	0.98106104	0.9273192	0.96051836	0.9858715	0.9525987	0.97684276	0.89915323	0.975669	0.96269673	0.9989842	0.9045958	0.96229583	0.98727864	0.9204206	0.9104595	0.98078513	0.92185277	0.96977454	0.9598765	0.9323664	0.9315466	0.9391875	0.9076575	0.9177743	0.95653737	0.9060526	0.9591927	0.96450627	0.9500434	0.9594904	0.96274734	0.94856495	0.9355831	0.9240302	0.9290248	0.9631596	0.8994076	0.91326964	0.9263718	0.96309245	0.9670702	0.91547287	0.92324495	0.9626988	0.9896112	0.9976991	0.9682557	0.93863034	0.96342325	0.9920604	0.9643495	0.9487227	0.9459985	0.9494344	0.9416349	0.9539428	0.9469894	0.9686918	0.9502369	0.999955	0.9369627	0.92425025	0.9529895	0.9703469	0.97131824	0.91119623	0.96619594	0.9989812	0.9300285	0.98488045	0.9446234	0.91996735	0.9189809	0.9842324	0.957595	0.9519305	0.9699142	0.9178764	0.96735704	0.95946306	0.960362	0.9341875	0.90882117	0.8912555	0.98198324	0.9339901	0.97331274	0.9744792	0.97803366	0.9327041	0.92631304	0.93708086	0.9771373	0.94155616	0.9903146	0.96679854	0.941582	0.94692093	0.95409364	0.9075144	0.9713985	0.9584259	0.982875	0.9576755	0.9380822	0.973857	0.9225492	0.9445293	0.9357513	0.8994969	0.98515373	0.9421407	0.951737	0.98921674	0.98617107	0.9628968	0.93918395	0.96552825	0.9731467	0.9613265	0.96634555	0.9413678	0.9823408	0.84103394	0.952298	0.99621814	0.9916529	0.93198454	0.96839213	0.9951529	0.8926751	0.8787631	0.9669097	0.9333121	0.9659312	0.98026407	0.9624709	0.91656625	0.95297146	0.9672868	0.9583608	0.9933722	0.9402138	0.9606615	0.95834565	0.94480866	0.9139913	0.983465	0.93178326	0.973851	0.94734186	0.9433492	0.97994727	0.9657597	0.98265624	0.98423433	0.96526086	0.96057135	0.97540987	0.90807486	0.95776933	0.9606479	0.9425751	1.0	0.9807099	0.97162366	0.97411466	0.914928	0.9533308	0.96303993	0.95665574	0.9521764	0.9276116	0.9173308	0.90028024	0.9098788	0.9932414	0.960969	0.8934978	0.908785	0.9827645	0.92936933	0.82294035	0.99703974	0.95598125	0.92601377	0.95661116	0.9211617	0.91674525	0.9576848	0.9197909	0.9373804	0.93725395	0.937514	0.92079574	0.93446004	0.95829725	0.9547368	0.97949326	0.9214321	0.95428	0.9807281	0.9722641	0.9955839	0.9072676	0.9405747	0.95476353	0.91392416	0.92205894	0.9586984	0.9852886	0.9529781	0.96650034	0.98367095	0.94229233	0.97765625	0.9999862	0.9458366	0.90226555	0.95091575	0.99646944	0.96400183	0.9983473	0.8049	0.94630194	0.98560494	0.94464034	0.9697844	0.8928747	0.9346415	0.9883664	0.9440683	0.9627821	0.93816066	0.9337543	0.9743501	0.93943965	0.97980934	0.9383298	0.8519733	0.92648983	0.8385376	0.96970993	0.8896624	0.9223836	0.9641414	0.9166397	0.8651983	0.9193968	0.9497931	0.9156835	0.90205866	0.9792909	0.98924387	0.93485963	0.9603345	0.9892695	0.9679784	0.93931293	0.9846113	0.9691162	0.9493181	0.9558255	0.9641863	0.9575896	0.93936837	0.9262843	0.9355211	0.9238566	0.9402555	0.9865729	0.9323208	0.952483	0.9700458	0.949235	0.9960087	0.95889205	0.9515478	0.9576262	0.97473073	0.95214677	0.8470142	0.9523258	0.9377028	0.99039495	0.93275607	0.9500123	0.9498153	0.9638526	0.94952875	0.9386848	0.9343426	0.91919786	0.9611663	0.92676306	0.90176713	0.97319436
