	zand/noun	gezien/adj	mag/verb	origineel/adj	wijk/noun	chocolade/noun	straat/noun	naargelang/comp	herken/verb	gevuld/adj	ander/adj	één/adv	even/adj	zes/num	hagel_slag/noun	ga/verb	cast/noun	fontein_DIM/noun	ontslag/noun	volgorde/noun	eigen/adj	geheugen/noun	om/prep	elk/adv	historisch/adj	mysterieus/adj	wel/adv	slechts/adv	eet/verb	toon/verb	bijvoorbeeld/adv	per/prep	doe/verb	waarop/pp	prachtig/adj	The/name	anders/adj	kip/noun	Hilde/name	onschuld/noun	begrip/noun	regionaal/adj	vredig/adj	foto/noun	buiten/adv	100/num	werknemer/noun	plexiglas/noun	inmiddels/adv	licht/noun	vleugel/noun	Feyenoord/name	onder_klasse/noun	op/part	sluier/noun	Mexicaans/adj	trappenhuis/noun	waarschijnlijk/adj	rood/adj	knot_gek/adj	dat/comp	diamant/noun	pantoffel/noun	weinig/adj	gigantisch/adj	kaart_DIM/noun	van/prep	niet/adv	tol/noun	bizar/adj	Mechelaar/noun	coalitie/noun	week/verb	vriendin/noun	van/name	rood_wit/adj	riskeer/verb	kleding/noun	houd/verb	maar/comp	lichtbruin/adj	tros/noun	geparfumeerd/adj	waar/noun	blok_DIM/noun	heb/verb	sluit_uit/adj	intens/adj	bril/noun	kook/verb	letterlijk/adj	verover/verb	geschiedenis/noun	me/pron	ben/verb	haar/noun	goed/adj	en/comp	welk/det	tot/prep	klodder/noun	vlieg/verb	naast/prep	stad/noun	voer/verb	raak/verb	werk/verb	bont/adj	minderheid/noun	zijn/det	te/adv	thema/noun	er/fixed	achter/prep	tegel/noun	mogelijkheid/noun	inhoud/noun	blauw/adj	boven/prep	zie/verb	afkomst/noun	donker/adj	soort/noun	overstroming/noun	vrolijk/adj	zo'n/det	gehuld/adj	wit/adj	vol/prep	wil/verb	kleur/noun	schreeuw/adj	echt/adj	fruit/noun	ergernis/noun	stedelijk/adj	bekleed/verb	bijna/adv	zwart/adj	bord_DIM/noun	kous/noun	vreemd/adj	haar/det	fles_DIM/noun	beeld/noun	cadeau/fixed	waar/adv	toneel/noun	paars/adj	stadion/noun	eenzijdig/adj	Parma/name	bij/noun	voor/prep	ook/adv	spaarzaam/adj	geheel/adj	lik_DIM/noun	weef/verb	maak/verb	hele/adv	glim/adj	kop_DIM/noun	of/vg	gebruik/verb	wand/noun	decoratief/adj	eerste/num	zeil/noun	tekst/noun	minder/adj	herinnering/noun	bekijk/verb	leer/verb	politiek/adj	opvallend/adj	groente/noun	sommige/det	links/adj	in/prep	allemaal/pron	kan/verb	laat/verb	vriend/noun	bevolking/noun	oog/noun	breng_aan/verb	manschappen/noun	altijd/adv	breng/verb	wild/adj	Franstalig/adj	scholier/noun	doek/noun	onderaan/adv	paars_groen/adj	rij/verb	versierd/adj	allerlei/det	glas_DIM/noun	furore/fixed	genre/noun	versie/noun	sterk/adj	raar/adj	kaart/noun	vanwege/prep	bovenop/prep	plak/verb	aquarel/noun	berichtgeving/noun	slinger_rond/verb	spiegel/noun	jas_DIM/noun	zij/pron	voor/adv	afval_water/noun	zoals/comp	stap_pers/noun	volledig/adj	boei/noun	tropisch/adj	gezond/adj	huis/noun	reliëf/noun	ze/pron	moeilijk/adj	want/vg	krul/verb	vier/num	groen/adj	T-shirt/noun	houten/adj	helder/adj	huid/noun	Corneille/name	opdrachtgever/noun	daar/adv	overhemd/noun	perspectief/noun	bril_DIM/noun	je/det	waarheid/noun	keer/noun	matras/noun	we/pron	klein/adj	voorzien/prep	reeks/noun	dan/adv	op/prep	regering/noun	omdat/comp	model/noun	nu/adv	nieuw/adj	elkaar/pron	vergelijkbaar/adj	vele/adj	her/adv	nostalgie/noun	slim/adj	van/comp	Vlaams/adj	jurk/noun	kil/adj	naar/prep	lokaal/adj	draag/verb	doorzichtig/adj	een/det	identiteit_crisis/noun	schip/noun	Nederlands/adj	duidelijk/adj	tegen/prep	KunstRAI/name	jong/adj	potlood/noun	communautair/adj	Koning/name	speler/noun	anoniem/adj	verschuif/verb	lichaam/noun	door/prep	één/pron	twee/num	Braziliaans/adj	je/pron	bezet/adj	trek/noun	pastel/noun	schittering/noun	bij/prep	wereld/noun	tijdens/prep	veel/adj	Hecke/name	baseer/verb	spiegel_DIM/noun	weinig/det	voorkeur/noun	hij/pron	dan/comparative	ets/noun	brok_DIM/noun	vis/noun	overtuigend/adj	zeven/num	verschil/adj	aan/prep	ding_DIM/noun	verstik/adj	hilariteit/noun	traag/adj	blank/adj	zangeres/noun	lang/adj	stralend/adj	verwissel/verb	meer/adj	en/adv	plastic/noun	flard/noun	pasta/noun	scheidsrechter/noun	cowboy_hoed/noun	feit/noun	eens/adv	krijg/verb	biologisch/adj	Frans/noun	dat/pron	bord/noun	gedoseerd/adj	standpunt/noun	allemaal/adv	temidden/prep	vrouw_DIM/noun	Rotterdam/name	beschimp/verb	rood-groen/adj	weer/adv	trui/noun	moralistisch/adj	band_DIM/noun	voorbij/adv	beweeg/verb	snel/adj	voetballer/noun	om/part	wit/noun	olympisch/adj	definitie/noun	varieer/adj	sowieso/adv	rood-wit_blauw/adj	ruik/verb	jongen/noun	word/verb	eventueel/adj	uit/prep	staaf_DIM/noun	hoog/adj	wat/det	vier/noun	uit/part	rechthoek/noun	zelf/adv	er/adv	ken/verb	ruis/verb	vlek/noun	vanuit/prep	bliksem/noun	sta/verb	monster/noun	vloeistof/noun	combi/noun	inkt/noun	tatoeages/noun	te/comp	die/det	neutraal/adj	dit/det	dicht/adj	zee/noun	duurzaam/adj	over/prep	giet_af/verb	zelden/adj	vlak/noun	ten/prep	bovenlaag/noun	zit/verb	natuur_steen/noun	tapijt/noun	vijftien/num	selecteer/verb	kom/verb	inzending/noun	naamloos/adj	thee/noun	wollig/adj	traditie/noun	bamboe/noun	noot/noun	hun/det	kind/noun	stoel_DIM/noun	plastic/adj	plooi/noun	accent/noun	om/comp	waarover/pp	streep/noun	bak_DIM/noun	neem/verb	hemd/noun	fles/noun	woon/verb	portret/noun	bruin/adj	drijf/verb	Potsdam/name	groot/adj	uur/noun	episode/noun	boot_DIM/noun	ronde_DIM/noun	alvast/adv	markeer/verb	glas/noun	die/pron	gespierd/adj	zaal/noun	spreekkoor/noun	ring/noun	kamer/noun	3/num	lippenstift/noun	bedevaart/noun	waarvan/pp	scoor/verb	mens/noun	barst_DIM/noun	lingerie/noun	het/det	rand/noun	visie/noun	zowel/adv	zal/verb	scherm/noun	geen/det	zit_DIM/noun	laan/noun	fel/adj	colbert/noun	belangstelling/noun	bol_DIM/noun	dissonanten/noun	accessoire/noun	en/vg	meer/adv	fris_op/verb	open/adj	rose/adj	speel/verb	banaan/noun	bijeen/adj	grillig/adj	bontjas/noun	melancholisch/adj	er/noun	hotelkamer/noun	extra/adj	katholiek/noun	Cock/name	verhaal/noun	podium/noun	kijk/verb	trek/verb	rust/noun	hang/verb	sta_op/verb	informatie/noun	benadering/noun	gegeven/noun	medemens/noun	ideologisch/adj	zeer/adv	knus/adj	kenmerk/verb	wedstrijd/noun	papier/noun	rookwolk/noun	cultureel/adj	huis_DIM/noun	kennis/noun	divers/adj	ton/noun	vijver/noun	autentiek/adj	stoer/adj	persoonlijk/adj	vlag_DIM/noun	in/adj	benader/verb	wellicht/adv	symbool/noun	ballon/noun	negatief/adj	tamelijk/adj	wilg/noun	jeans/noun	geef/verb	bloedrood/adj	noteer/verb	vandaag/adv	ouderwets/adj	steeds/adv	unilateralisme/noun	tegenover/prep	elite/noun	als/prep	voering/noun	stuk/noun	haar/pron	water/noun	veel/det	hul/verb	de/det	hemel/noun	herinner/verb	drummer/noun	gestapeld/adj	crew/noun	te/fixed	blond/adj	ik/pron	op/adj	zoveel/det	tint_DIM/noun	campagne/noun	Jeroen/name	word/adj	blaas/verb	met/prep	traditioneel/adj	april/noun	Schoolstraat/name	stip_DIM/noun	ineen/pp	als/comparative	set/noun	genoeg/det	mascara/noun	projector/noun	fraai/adj	maar/vg	min/adj	naar/adj	compleet/adj	mythologie/noun	feestelijk/adj	gevolge/prep	substantie/noun	samenleving/noun	krant/noun	begin/noun	tatoeage/noun	of/comp	team/noun	bastaard/noun	giftig/adj	zo/adv	blad/noun	drie/num	Caraïbische/adj	glasplaat/noun	dien/verb	licht/adj	langs/prep	baksteen/noun	vrouw/noun	maar/adv	kunstmatig/adj	gevel/noun	nog/adv	vaar/verb	familie/noun	bal/noun	touw/noun	Engels/adj	sfeer/noun	deel/verb	onder/prep	toevoeging/noun	nestel/verb	goal/noun	waaronder/pp	zelfs/adv	net/adv	onderdaan/noun	lief/adj	bal_DIM/noun	lijn/noun	publiek/noun	rood/noun	pas/verb	zondag/noun	rosé/noun	was_middel/noun
zand/noun	0.0	0.89074206	0.83472204	0.7660905	0.8427654	0.6180846	0.71246564	0.8594479	0.82305765	0.5023487	0.8904739	0.77449185	0.7694209	0.76967573	0.7333144	0.8697487	0.9007877	0.65361756	0.95481795	0.80152154	0.89859986	0.79581046	0.8995763	0.74780774	0.8969605	0.73486996	0.93982965	0.82251656	0.78116035	0.8873561	0.6399073	0.7574791	0.8778795	0.6795034	0.6414286	0.9747868	0.91582793	0.7202679	0.941861	0.85712445	0.9592881	0.95383745	0.69333816	0.8099664	0.61884344	0.7768487	0.959	0.6090039	0.8458044	0.6413377	0.7301203	0.9498234	0.9250854	0.8672802	0.7247139	0.8302611	0.7111895	0.8852191	0.5248354	0.9186456	0.99070174	0.7693275	0.7106284	0.9083158	0.5818263	0.7507416	0.84565425	0.95781416	0.8160552	0.9060667	0.9350729	0.95028657	0.7557944	0.8472194	1.0	0.73280764	0.84655917	0.6577096	0.87002164	0.90719754	0.68119365	0.63811076	0.77090406	0.70112014	0.61814725	0.91491693	0.72411585	0.8155558	0.692099	0.7435292	0.6455034	0.8955638	0.90902436	0.90116185	0.89680296	0.65051556	0.8586395	0.8102056	0.8470493	0.84506524	0.58549905	0.6675608	0.60579264	0.8948638	0.96971434	0.8363275	0.92411184	0.69550574	0.97935617	0.83635247	0.8688108	0.83999026	0.81084687	0.69913185	0.5092967	0.9372665	0.71818185	0.4871906	0.5250303	0.7972311	0.9279824	0.52916646	0.65806496	0.80736375	0.69277006	0.73547465	0.72192764	0.4650082	0.50484836	0.9300072	0.54525113	0.80235016	0.9031166	0.597083	0.91612995	0.9154625	0.6132187	0.7500758	0.58361685	0.65231264	0.79627246	0.82423383	0.7993179	0.53274924	0.77352524	0.7788503	0.6794368	0.8067894	0.66027683	0.8520626	0.9190728	0.89527124	0.7988876	0.8956492	0.9096912	0.6821945	0.7870864	0.77885365	0.7670587	0.8722241	0.83125514	0.56253004	0.5626307	0.5661142	0.6178644	0.4473818	0.6400564	0.91159326	0.54406077	0.8204464	0.84785724	0.8407233	0.93245023	0.9388775	0.9518323	0.78628975	0.69970703	0.7450317	0.90052587	0.6408136	0.78899014	0.8141065	0.7516266	0.9541541	0.9635916	0.725934	0.5613901	0.84550875	0.866645	0.8041095	0.67257845	0.9447759	0.83497036	0.49355698	0.5303306	0.9127339	0.8681791	0.640591	0.7198873	0.63418996	0.93139154	0.9278931	0.91014695	0.9173252	0.7886735	0.81156313	0.872453	0.6401676	0.5103693	0.78737915	0.97452754	0.6655336	0.6477033	0.72485965	0.89694494	0.75918674	0.74365735	0.8084453	0.90321004	0.7937811	0.6502985	0.679615	0.8296383	0.70702195	0.6140087	0.7415819	0.9378528	0.8411641	0.75595444	0.73565066	0.5697627	0.7177549	0.45317757	0.6342754	0.5445782	0.8916643	0.86196166	0.7269386	0.7193559	0.86847425	0.80669904	0.64789426	0.9429133	0.913874	0.599784	0.9097983	0.64943683	0.59553593	0.91626143	0.8357347	0.71275914	0.9695103	0.8954889	0.7867745	0.890946	0.9129223	0.73835987	0.8473438	0.78812885	0.6012578	0.80636775	0.8811003	0.85773075	0.97160375	0.7243023	0.70516324	0.78142464	0.92737144	0.75480497	0.50144744	0.587482	0.9152328	0.6695062	0.9787416	0.9163152	0.8203491	0.8538108	0.92414814	0.7101792	0.9072468	0.86511326	0.9248988	0.8992594	0.7965373	0.6345499	0.7316823	0.8904364	0.7209487	0.9275758	0.78385717	0.93287176	0.79310715	0.75559205	0.6894939	0.9294975	0.87263834	0.9299241	0.84944355	0.9095821	0.88170236	0.6952822	0.87897676	0.82971394	0.8454905	0.8751805	0.85659856	0.5658963	0.56600475	0.92040384	0.7591847	0.7732705	0.74994016	0.76410896	0.82151926	0.87130976	0.78378224	0.7821794	0.90914917	0.7743565	0.61772835	0.7756738	0.82730883	0.64809275	0.44379252	0.72772664	0.7019777	0.8988255	0.83528185	0.973296	0.8540526	0.8414422	0.8014889	0.94108737	0.667037	0.6019687	0.8689444	0.9404685	0.8108031	0.6456827	0.8106012	0.9278194	0.9821471	0.9085088	0.80422264	0.7359328	0.9146678	0.7518307	0.72756743	0.67700547	0.8522501	0.9329598	0.76386875	0.64324605	0.93340766	0.8809276	0.77801305	0.83720446	0.7797582	0.58397555	0.8551068	0.75959194	0.8309854	0.59197307	0.68554974	0.77476704	0.60706526	0.8917568	0.93046176	0.7298945	0.8874856	0.8478981	0.9727139	0.74417174	0.57127726	0.8723026	0.7646873	0.7566998	0.7376829	0.46245742	0.8274944	0.5274865	0.8151022	0.7740924	0.79836655	0.7639141	0.94084644	0.73012084	0.544477	0.8587985	0.8004166	0.8386624	0.8647861	0.7689929	0.9037469	0.74901414	0.6320268	0.5747183	0.57284313	0.77601	0.9448725	0.893239	0.95148623	0.84970987	0.64317	0.8071605	0.9006594	0.72755605	0.7542033	0.8033293	0.9227094	0.63473386	0.4062627	0.8320905	0.74424124	0.80616033	0.8405019	0.6526299	0.5177138	0.888763	0.69514686	0.50233084	0.91139466	0.7987377	0.48081547	0.5940075	0.8574967	0.83292544	0.92486686	0.8984531	0.6159295	0.74391973	0.87732065	0.63966596	0.42725658	0.78680813	0.74651015	0.7473452	0.9619083	0.6778861	0.649715	0.7769194	0.6813329	0.87555194	0.69076157	0.958408	0.9053924	0.84427565	0.80753314	0.7197327	0.4820596	0.9388848	0.8825498	0.9235445	0.66924596	0.8516081	0.7374792	0.82153463	0.7481377	0.7935773	0.9299362	0.5431576	0.86535084	0.76613194	0.578059	0.87797755	0.8867214	0.7232722	0.5214546	0.9342479	0.68006504	0.7106726	0.71243894	0.77240527	0.87766427	0.85326487	0.69976383	0.7730883	0.928684	0.88128567	0.8807002	0.75351846	0.83498085	0.7199763	0.9046765	0.6485079	0.8407892	0.93170387	0.9506485	0.8974771	0.87969625	0.90472484	0.87631977	0.74582183	0.8253176	0.9454913	0.52729446	0.77957004	0.9664411	0.6212663	0.9209685	0.81416744	0.51330423	0.5516757	0.7797258	0.75990844	0.93864906	0.69256043	0.82659656	0.948112	0.90021855	0.7057236	0.67385876	0.9492492	0.7661652	0.77925646	0.7800758	0.8945459	0.6074301	0.8614956	0.89000815	0.66981715	0.87713665	0.92548513	0.9075078	0.9078434	0.809905	0.7762915	0.65112126	0.7584579	0.44532448	0.85281354	0.7655159	0.7579498	0.6945312	0.88226634	0.9026092	0.6048908	0.89544564	0.925196	0.70510995	0.918989	0.90134627	0.8573823	0.8360393	0.9538404	0.94291013	0.7448205	0.6495472	0.55569327	0.7642672	0.9460593	0.9817557	0.61138356	0.85333943	0.7798269	0.9493504	0.7349056	0.7257337	0.8604947	0.659068	0.91572934	0.8693332	0.7803059	0.7735839	0.8626834	0.8434206	0.913212	0.60997987	0.90450007	0.9608273	0.96622497	0.7517261	0.9557092	0.9377565	0.8689329	0.61723363	0.87306243	0.6583939	0.7998377	0.8126867	0.733065	0.76810116	0.68338776	0.64966273	0.44718587	0.85548717	0.8718568	0.670973	0.60625803	0.89183784	0.75861204	0.95725733	0.77956545	0.54740965	0.9057743	0.82349545	0.89238566	0.6107198	0.6868031	0.70969117	0.8522643	0.7660361	0.7653189	0.8484038	0.9093734	0.78787845	0.5724722	0.70236886	0.9222158	0.7313645	0.8185258	0.883438	0.79518306	0.68031347
gezien/adj	0.89074206	0.0	0.92594945	0.7416484	0.8838294	0.84669715	0.8875561	0.8365867	0.80008984	0.86542696	0.7700877	0.8580426	0.82785034	0.9578501	0.9542949	0.90643156	0.86620384	0.9528044	0.9635668	0.91301394	0.8754634	0.79007256	0.89475244	0.8887961	0.6237662	0.8483207	0.83707094	0.756778	0.8357427	0.77579176	0.8201225	0.95806164	0.8480254	0.82419336	0.7763177	0.94084543	0.9009229	0.84263587	0.9481114	0.8462611	0.73056316	0.87795895	0.83380866	0.8599716	0.82699376	0.8824763	0.9062909	0.9350581	0.9056167	0.831553	0.8617903	0.8456531	0.8890474	0.82585204	0.8848652	0.83897567	0.9245869	0.80989295	0.78359824	0.9024974	0.84816015	0.90966374	0.86302847	0.76997226	0.84321713	0.8740801	0.83405876	0.8294344	0.86918956	0.7244899	0.919381	0.850071	0.8541428	0.919014	0.9977819	0.8424172	0.8820366	0.7992707	0.86820227	0.69798183	0.904821	0.9060938	0.8948488	0.8128562	0.9194235	0.80650705	0.80107784	0.81479967	0.6966057	0.8778824	0.7673363	0.93443274	0.7253466	0.8723595	0.75444597	0.79489076	0.8607876	0.77178645	0.78159904	0.92577696	0.94216657	0.872015	0.8585209	0.822529	0.8202207	0.9252801	0.8874923	0.88822275	0.836263	0.81266737	0.7613379	0.7600675	0.8103937	0.8539786	0.85457313	0.876206	0.75626147	0.7711586	0.82251835	0.6493266	0.8581563	0.74628043	0.84404016	0.8873069	0.7532717	0.71832365	0.8401578	0.79555166	0.8070352	0.91394275	0.7685877	0.86465085	0.78989625	0.79828703	0.86668056	0.86485094	0.8682916	0.93509305	0.7918123	0.912324	0.85034657	0.8018819	0.7821648	0.9095114	0.7722569	0.83124614	0.8669965	0.7377206	0.7984396	0.9238401	0.8154348	0.9284834	0.7563334	0.8125666	0.7414386	0.86094594	0.8179544	0.93551666	0.854766	0.8141726	0.8191581	0.8791551	0.932441	0.6677754	0.7365744	0.8801885	0.88182116	0.9594407	0.9175663	0.78429824	0.838943	0.7940462	0.63837975	0.90650284	0.6901715	0.73925626	0.8417891	0.8559277	0.75973576	0.85821015	0.8162986	0.89772785	0.8555448	0.92085433	0.899988	0.7959629	0.8499452	0.8927325	0.78643525	0.881502	0.86938876	0.910884	0.8512031	0.82283527	0.90755206	0.8864617	0.8422809	0.8584552	0.76897067	0.9231496	0.8983219	0.74527395	0.9174142	0.8303652	0.80582064	0.8882805	0.7494571	0.9106994	0.8393479	0.92042893	0.8798558	0.87205267	0.82012784	0.84906936	0.8683681	0.86114264	0.8463458	0.78717256	0.9204769	0.8745345	0.90983623	0.8616571	0.806982	0.90090984	0.74096155	0.79760575	0.8710371	0.6972939	0.8370601	0.9413518	0.8023565	0.8143243	0.84800243	0.69113815	0.8346749	0.8338049	0.8575925	0.88548344	0.8525143	0.6024013	0.7782902	0.79736954	0.7322276	0.92674744	0.9222321	0.841871	0.86676794	0.8064563	0.864776	0.83227557	0.90810853	0.9023255	0.73921907	0.7841719	0.9253114	0.8022422	0.82865465	0.8287918	0.8020497	0.8422675	0.8040964	0.7244599	0.90561223	0.89737123	0.836509	0.7992283	0.9221075	0.8854443	0.7576772	0.7513718	0.6887286	0.9129915	0.8966919	0.8906442	0.75505555	0.9015058	0.9728441	0.89421797	0.84507513	0.69618523	0.94455874	0.86000085	0.8963687	0.7599602	0.81608206	0.7809558	0.8508485	0.93913484	0.89861083	0.7481624	0.88526714	0.8064201	0.9250397	0.7546723	0.92529565	0.76097095	0.9238412	0.783448	0.9330635	0.83212715	0.88215274	0.77050775	0.7160394	0.8097638	0.7782241	0.92682517	0.94601166	0.83830833	0.772162	0.9305589	0.78320456	0.86824423	0.834845	0.89166373	0.91813344	0.8370553	0.8469157	0.8881811	0.8692574	0.7996048	0.8529708	0.799423	0.849477	0.84940815	0.82015204	0.8954478	0.9179555	0.9456805	0.7346118	0.8645179	0.8106257	0.76545155	0.88428533	0.734332	0.90835446	0.81665725	0.7099304	0.82603	0.7814354	0.88035005	0.9150069	0.8885685	0.8810055	0.82688653	0.83215594	0.71853685	0.8705447	0.8882334	0.7904134	0.8722123	0.8162293	0.8577636	0.86107695	0.8735157	0.7126807	0.8570527	0.75234854	0.911146	0.8460929	0.79610044	0.8314346	0.8751974	0.84934485	0.88153577	0.8251383	0.8487077	0.96451914	0.85833645	0.87566155	0.87688136	0.83598685	0.87497705	0.9001717	0.82742155	0.6510762	0.852373	0.8773632	0.834806	0.8796354	0.8364055	0.85793793	0.85179967	0.88685703	0.78175724	0.7207693	0.78722614	0.82367337	0.86375856	0.7852514	0.83908385	0.95822096	0.8016817	0.68706334	0.856611	0.80855745	0.86643827	0.8609022	0.86566	0.91983294	0.92664766	0.8440327	0.939473	0.7892495	0.89650583	0.86363274	0.7796738	0.94711083	0.86272734	0.7906998	0.8465376	0.9231246	0.8670223	0.88491756	0.8214287	0.8334722	0.8444562	0.8762288	0.9316947	0.90484333	0.78550124	0.87512195	0.95572025	0.80565673	0.824646	0.83043575	0.8820148	0.87590134	0.95537573	0.80562174	0.9298337	0.85792494	0.77919126	0.74732757	0.8446591	0.7724901	0.8432113	0.9037353	0.96279	0.879387	0.91876036	0.95878416	0.9025594	0.8278922	0.80732054	0.8524566	0.80752975	0.8817878	0.8645785	0.801913	0.8692742	0.7470942	0.7221656	0.85718715	0.8545865	0.74970376	0.95657814	0.8666743	0.7834785	0.88553715	0.73641247	0.89252716	0.9645664	0.8005547	0.6968963	0.88529456	0.8711457	0.8306525	0.7671622	0.8014647	0.91419363	0.82048076	0.80322903	0.86823577	0.8527341	0.87355494	0.8650393	0.88145816	0.753128	0.93969065	0.7680948	0.84573865	0.732038	0.88965386	0.9398211	0.88247377	0.8355685	0.81450164	0.7034127	0.7985208	0.82043415	0.5930925	0.7202741	0.9212684	0.78321123	0.8990009	0.85702586	0.9451858	0.6429635	0.899204	0.7821564	0.82559556	0.91700697	0.86988455	0.78637445	0.83055234	0.78880095	0.8587786	0.8844279	0.7532556	0.7419867	0.7279953	0.8354656	0.8958832	0.7653631	0.8665557	0.8736676	0.79599595	0.9010714	0.86100364	0.88111305	0.7201983	0.82345647	0.8360841	0.8543648	0.7784843	0.8018859	0.9012556	0.8039251	0.82439685	0.8755054	0.862521	0.8510819	0.8917434	0.8170922	0.74897206	0.84511167	0.90453863	0.94992983	0.88759196	0.8052913	0.81525457	0.83946925	0.7867462	0.7835184	0.8412361	0.94415295	0.8594456	0.8084553	0.75950044	0.74817693	0.96507746	0.9239392	0.82596385	0.8734996	0.7420269	0.9292898	0.8582914	0.913512	0.94737023	0.75807554	0.65261245	0.7896186	0.8661426	0.81878924	0.8575324	0.82694775	0.8783199	0.8565074	0.8407188	0.9144279	0.8496437	0.9471509	0.85460585	0.92961335	0.85238916	0.9129054	0.7134808	0.8604932	0.9533126	0.91753376	0.9530281	0.8206942	0.86118805	0.87431306	0.8559266	0.86008936	0.6678758	0.80798405	0.8195549	0.77715236	0.8579799	0.9318937	0.86439276	0.87826973	0.89357376	0.8554991	0.86691785	0.8835657	0.8149452	0.9433273	0.8840886	0.8165119	0.77826333	0.8700847	0.834337	0.8164023	0.8701883	0.8055365	0.86396	0.8724278	0.7294669	0.9444566	0.8922549	0.8665563
