	plek/noun	beschimp/verb	vloeistof/noun	geparfumeerd/adj	samenleving/noun	gevuld/adj	sla_op/verb	mascara/noun	nieuws/noun	doorzichtig/adj	dien/verb	houten/adj	kamer/noun	hilariteit/noun	sluier/noun	regionaal/adj	toef_DIM/noun	lippenstift/noun	informatie/noun	varieer/adj	stralend/adj	scherm/noun	voorkeur/noun	aangezet/adj	jeans/noun	blauw/adj	naam/noun	mobieltje/noun	T-shirt/noun	naar/adj	minderheid/noun	kleurig/adj	touw/noun	licht/adj	zeer/adv	mysterieus/adj	fonkel/adj	vleugel/noun	her/adv	opdrachtgever/noun	metaal/noun	schelp/noun	volgorde/noun	zaal/noun	kil/adj	hemel/noun	haar/noun	tekst/noun	symbool/noun	drummer/noun	elk/adv	was_middel/noun	afval_water/noun	dier/noun	streep/noun	verschuif/verb	contour/noun	raar/adj	trap/noun	vlag_DIM/noun	Mechelaar/noun	wol/noun	bril_DIM/noun	reliëf/noun	zie_terug/verb	bijeen/adj	meisje/noun	manschappen/noun	natuur_steen/noun	wand/noun	groente/noun	onderdaan/noun	geheugen/noun	rood/adj	sterk/adj	kartel/noun	stam/noun	eenzijdig/adj	bedevaart/noun	warmte/noun	staaf_DIM/noun	plak/verb	woord/noun	maatschappij/noun	vorm/noun	inmiddels/adv	perspectief/noun	aantal/noun	vrouw_DIM/noun	dissonanten/noun	reeks/noun	verschijnsel/noun	lokaal/adj	doek/noun	lingerie/noun	rood-wit_blauw/adj	vrolijk/adj	vaak/adj	kenmerk/verb	tragisch/adj	boot_DIM/noun	herinnering/noun	straat/noun	groen/adj	brok_DIM/noun	maak/verb	visie/noun	overhemd/noun	slim/adj	aquarel/noun	biologisch/adj	opereer/verb	plastic/adj	set/noun	ergernis/noun	tatoeages/noun	thema/noun	leeuw/noun	der/adv	versier/verb	elite/noun	toevoeging/noun	stuk/noun	laan/noun	traditie/noun	afkomst/noun	zit_aan/verb	reis_rond/verb	bliksem/noun	kaars_DIM/noun	wereld/noun	plastic/noun	noteer/verb	ruis/verb	armband/noun	altijd/adv	cast/noun	zie/verb	selecteer/verb	zie_uit/verb	ets/noun	blad/noun	wapper/adj	vlinder/noun	tropisch/adj	zand/noun	toneel/noun	bijt/verb	weef/verb	fris_op/verb	allemaal/adv	kaart/noun	effen/adj	bij/noun	sowieso/adv	Engels/adj	te/adv	boodschap/noun	onderaan/adv	baseer/verb	snel/verb	pasta/noun	apparaat_DIM/noun	goal/noun	blond/adj	kaart_DIM/noun	grond/noun	concept/noun	pastel/noun	word/adj	politiek/adj	vis/noun	verstik/adj	potlood/noun	waarheid/noun	links/adj	paars/adj	wilg/noun	hotelkamer/noun	wild/adj	en/adv	voetballer/noun	compleet/adj	blaas/verb	gevel/noun	intiem/adj	bontjas/noun	tenger/adj	horizontaal/adj	huis_DIM/noun	buiten/adv	bord/noun	zwart/adj	grijs/adj	versleten/adj	buik/noun	plooi/noun	band_DIM/noun	tover_om/verb	exemplaar/noun	stedelijk/adj	vergeleken/adj	vaar/verb	jurk/noun	huid/noun	onschuld/noun	fel/adj	lang/adj	bijzonder/adj	diamant/noun	traag/adj	patroon/noun	rood_wit/adj	bestelling/noun	spreekkoor/noun	toon/verb	tapijt/noun	gespierd/adj	één/adv	grillig/adj	crew/noun	breed/adj	begrip/noun	vlek/noun	bloedrood/adj	origineel/adj	trappenhuis/noun	Caraïbische/adj	commentaar/noun	bruin/adj	paars_groen/adj	trui/noun	scholier/noun	melancholisch/adj	bril/noun	fontein_DIM/noun	verwerk/verb	bezet/adj	genre/noun	stad/noun	kop_DIM/noun	gun/verb	stalen/adj	kleur/noun	gen_therapie/noun	bovenlaag/noun	overstroming/noun	gehuld/adj	bizar/adj	huiskamer/noun	pot_DIM/noun	imago/noun	soort/noun	tafel/noun	viltstift/noun	licht/noun	afkomstig/adj	afzonderlijk/adj	vier/noun	bastaard/noun	decennium/noun	rosé/noun	podium/noun	rechthoek/noun	farmaceutisch/adj	foto/noun	kous/noun	alge/noun	geheel/adj	jong/adj	neutraal/adj	versierd/adj	fraai/adj	olympisch/adj	ding_DIM/noun	beeld/noun	model/noun	bekijk/verb	intens/adj	hul/verb	verwissel/verb	jongen/noun	matras/noun	spaarzaam/adj	kauwgum/noun	marketing/noun	speler/noun	soms/adv	wijk/noun	kook/verb	voorwerp/noun	gedetailleerd/adj	gezien/adj	naamloos/adj	groot/adj	in/adj	standpunt/noun	tamelijk/adj	overtuigend/adj	stoel_DIM/noun	geschiedenis/noun	anoniem/adj	draag/verb	warm/adj	cultureel/adj	banaan/noun	plein/noun	zoek_uit/verb	lantaarnpaal/noun	benader/verb	prachtig/adj	kop/noun	fruit/noun	beweeg/verb	trek/noun	herinner/verb	oog/noun	gigantisch/adj	Studio/noun	religie/noun	vang/verb	voorbij/adv	ga_schuil/verb	honderden/noun	voorstelling/noun	vlieg/verb	alleen/adv	bak_DIM/noun	rookwolk/noun	richting/noun	vrouw/noun	instrumentatie/noun	erger/verb	inhoud/noun	bedien/verb	episode/noun	voeling/noun	lig/verb	apartheid/noun	tol/noun	vervang/verb	donker/adj	sluit_uit/adj	stof_DIM/noun	hang/verb	loop_af/adj	decoratief/adj	figuur/noun	rundvlees/noun	waar/adv	lik_DIM/noun	unilateralisme/noun	voorganger/noun	lichtbruin/adj	bevolking/noun	rood/noun	publiek/noun	rand/noun	vijver/noun	kleding/noun	tafel_DIM/noun	oorspronkelijk/adj	bord_DIM/noun	verhaal/noun	klodder/noun	verschil/adj	wit/noun	Mexicaans/adj	katholiek/noun	papier/noun	baksteen/noun	blank/adj	touroperator/noun	stadion/noun	geel/adj	hagel_slag/noun	stap_pers/noun	drijf/verb	thee/noun	fles_DIM/noun	slinger_rond/verb	versie/noun	stip_DIM/noun	benadering/noun	bodemloos/adj	vriendin/noun	sta/verb	zeil/noun	winkel/noun	zee/noun	pantoffel/noun	voering/noun	ruik/verb	cowboy_hoed/noun	markeer/verb	veel/adj	lijn/noun	bal/noun	tatoeage/noun	beplak/verb	fles/noun	vredig/adj	glas/noun	scheidsrechter/noun	vele/adj	zangeres/noun	kind/noun	spiegel_DIM/noun	Braziliaans/adj	nationalisme/noun	gebruik/verb	trek/verb	projector/noun	feestelijk/adj	gedoseerd/adj	meter/noun	net/adj	wit/adj	herken/verb	rood-groen/adj	plexiglas/noun	volledig/adj	felgekleurd/adj	ideologisch/adj	inzending/noun	accessoire/noun	tros/noun	historisch/adj	hemd/noun	bloed/noun	breng_aan/verb	bol_DIM/noun	duizenden/noun	flard/noun	buurt/noun	gebruik/noun	voor/adv	barst_DIM/noun	eveneens/adv	stoer/adj	week/verb	ritme/noun	schoen/noun	waarschijnlijk/adj	tegel/noun	sorteer/verb	strand/noun	onder_klasse/noun	duurzaam/adj	zit_DIM/noun	giftig/adj	antilichaam/noun	erg/adj	helder/adj	aanblik/noun	riskeer/verb	opvallend/adj	vlak/noun	bekleed/verb	Indisch/adj	accent/noun	glas_DIM/noun	metropool/noun	lichaam/noun	monster/noun	chocolade/noun	noot/noun	combi/noun	communautair/adj	sta_op/verb	giet_af/verb	hele/adv	ring/noun	vlek_DIM/noun	wollig/adj	knus/adj	berichtgeving/noun	weerstand/noun	ouderwets/adj	sierlijk/adj	wellicht/adv	bijvoorbeeld/adv	krul/verb	vreemd/adj	pols/noun	wijlen/adv	voorhoofd/noun	knot_gek/adj	rose/adj	werknemer/noun	bescherming/noun	doorn/noun	rock/adj	glim/adj	Frans/noun	boei/noun	identiteit_crisis/noun	blok_DIM/noun	shirt/noun	colbert/noun	waar/noun	klein/adj	inderdaad/adv	kunstmatig/adj	mythologie/noun	op/adj	bont/adj	spiegel/noun	schittering/noun	ronde_DIM/noun	Zuidafrikaans/adj	bind/verb	relaxt/adj	portret/noun	voorraad/noun	persoonlijk/adj	divers/adj	min/adj	jubel/adj	inkt/noun	gestapeld/adj	bal_DIM/noun	meer/adj	geef/verb	vergelijkbaar/adj	sfeer/noun	substantie/noun	weer/adv	schreeuw/adj	nestel/verb	letterlijk/adj	ballon/noun	zacht/adj	anders/adj	zeur/verb	gracht/noun	huis/noun	water/noun	bamboe/noun	autentiek/adj	bloem/noun	nostalgie/noun	moralistisch/adj	glasplaat/noun	definitie/noun	levendig/adj	mens/noun	traditioneel/adj	medemens/noun	tint_DIM/noun	geconcentreerd/adj	jas_DIM/noun	kip/noun
plek/noun	0.0	0.9487683	0.7161232	0.87278366	0.81789905	0.7613487	0.77019036	0.7541011	0.88999104	0.8089899	0.7673539	0.62335455	0.60189486	0.8708558	0.79892504	0.8725932	0.8469275	0.76421535	0.8736057	0.82306784	0.7260536	0.728634	0.74439573	0.7851318	0.79844415	0.63790417	0.8285447	0.8249186	0.7654016	0.7399368	0.9070564	0.6862197	0.78092396	0.6685387	0.7715507	0.745194	0.7222718	0.7614864	0.76519245	0.8236338	0.77253896	0.7301692	0.8197895	0.65310526	0.6766697	0.72230434	0.6918858	0.82592595	0.76397216	0.86935925	0.8323499	0.8886992	0.85934347	0.76611614	0.6886126	0.85992503	0.7552653	0.75896966	0.77978283	0.7514086	0.8451769	0.76243067	0.79237914	0.82328224	0.83903456	0.77042127	0.77163357	0.90091413	0.7474699	0.70118636	0.7913959	0.8466991	0.7150849	0.6858113	0.8418888	0.8664156	0.7319814	0.90174806	0.80801594	0.7320035	0.82761073	0.7065406	0.77145535	0.8604681	0.7538335	0.7679266	0.8453814	0.89896125	0.8063993	0.831705	0.83114994	0.78504205	0.892367	0.6533773	0.7685579	0.84256816	0.7164922	0.74795043	0.7448342	0.8532226	0.7475248	0.70032144	0.62553096	0.66967964	0.7910416	0.835278	0.8400518	0.732954	0.8676008	0.86430955	0.8791447	0.84598464	0.7289509	0.9027731	0.81626683	0.7833248	0.8108941	0.78739876	0.76876545	0.7222167	0.91764987	0.82862663	0.7675261	0.7479988	0.8215898	0.85216415	0.8064035	0.89681745	0.835323	0.7914192	0.7657376	0.76703846	0.90302014	0.81810796	0.8137864	0.7335865	0.8637557	0.7265975	0.9468467	0.6933908	0.86124074	0.7474457	0.8084247	0.758317	0.717954	0.7358309	0.7810413	0.9064447	0.8346893	0.80027246	0.6933541	0.7947043	0.7429054	0.80246085	0.8186987	0.8153926	0.812734	0.8279877	0.7460255	0.8882587	0.8410362	0.7605332	0.84174067	0.9187219	0.73820484	0.8158964	0.70649076	0.85217285	0.82734895	0.7541995	0.86201376	0.7928463	0.79871833	0.75278306	0.8934795	0.8768482	0.7021588	0.8741683	0.7086034	0.7132187	0.77401364	0.8788726	0.7473748	0.7946864	0.6494161	0.6490754	0.8455422	0.83861816	0.7669229	0.6192188	0.727851	0.7263086	0.68539983	0.6502144	0.8008828	0.73173255	0.80420315	0.7944788	0.66635215	0.7683034	0.76446944	0.8463644	0.79280424	0.7262542	0.67165375	0.8824601	0.78429854	0.81168914	0.74359316	0.73807514	0.8235666	0.70901716	0.8026695	0.8252911	0.8937592	0.75362045	0.7100196	0.76648855	0.86137134	0.761966	0.91196907	0.7599218	0.8516017	0.6293893	0.70860845	0.8182143	0.7598003	0.81215215	0.8840546	0.64286387	0.8888905	0.78577435	0.86975515	0.7517811	0.75199986	0.7581948	0.84255433	0.8053634	0.7584721	0.59377116	0.80932057	0.85542357	0.7173699	0.6365626	0.9275398	0.84103864	0.83759105	0.73655117	0.72882473	0.6766417	0.79376817	0.8194275	0.6945217	0.7608429	0.7763555	0.6760905	0.7681137	0.7881702	0.86082554	0.8906728	0.79332376	0.848768	0.6857328	0.8065925	0.9327899	0.7360778	0.8088204	0.74837303	0.7948337	0.85909045	0.7859691	0.7142168	0.6977235	0.8095989	0.7885899	0.6763787	0.7859769	0.84792614	0.7032138	0.79731005	0.8165422	0.7832397	0.750162	0.826004	0.90311265	0.95741147	0.85383475	0.6960521	0.5913811	0.8492677	0.68814313	0.8020241	0.82758397	0.7463082	0.7972942	0.8241019	0.8471848	0.7598069	0.85669076	0.717499	0.7897761	0.866358	0.7637824	0.63898265	0.7857562	0.8339865	0.5683979	0.83203363	0.7879249	0.824484	0.67020416	0.70327425	0.794114	0.7610877	0.7695253	0.7367601	0.67527556	0.6646458	0.8323548	0.81762975	0.85515237	0.80736214	0.75501835	0.73383915	0.8085285	0.7763363	0.79885876	0.798138	0.77338123	0.8363012	0.8200955	0.8613095	0.8433368	0.8839389	0.8789465	0.75415564	0.84564126	0.70303404	0.8742266	0.8488164	0.83556604	0.6079552	0.82837343	0.82260275	0.6531781	0.83010936	0.8210091	0.70929193	0.93544614	0.47308254	0.9077875	0.96824557	0.86534995	0.70058554	0.8914996	0.7686698	0.7893129	0.64039886	0.62019515	0.7265903	0.668565	0.7942951	0.7615248	0.77227813	0.8315568	0.7454021	0.82142985	0.7830045	0.86561656	0.7831282	0.67011917	0.7644299	0.89746165	0.73344135	0.7123644	0.8473764	0.86988246	0.7386958	0.82198536	0.7554654	0.8632844	0.7736034	0.74773645	0.83849335	0.85633373	0.77042603	0.71484095	0.75043434	0.7216716	0.64323217	0.8006919	0.8679316	0.6892599	0.8682921	0.6902171	0.8134933	0.6923777	0.82447106	0.77674377	0.88485336	0.7714641	0.67090976	0.70693433	0.912741	0.7275093	0.9130171	0.8243215	0.79766715	0.85336936	0.86028814	0.7901069	0.8227396	0.89419985	0.771186	0.85408914	0.81079257	0.7554621	0.63963324	0.733012	0.8784477	0.79460377	0.84627515	0.7582744	0.8678163	0.89322954	0.8232118	0.7952064	0.749916	0.76799923	0.7187977	0.6995547	0.7291537	0.7155713	0.7978359	0.64893615	0.8390387	0.82710934	0.8988521	0.8302534	0.81837976	0.8850987	0.77002394	0.7546017	0.8127874	0.6785374	0.85916233	0.59997326	0.8961667	0.92006165	0.7412659	0.8119203	0.8407544	0.78650045	0.7306568	0.7116557	0.9069861	0.6800929	0.7886797	0.7665782	0.813797	0.69637907	0.8701303	0.71647024	0.67905515	0.73988533	0.77954423	0.80306184	0.8233321	0.9091801	0.85956943	0.8956742	0.7332052	0.793027	0.6673839	0.8481614	0.6286795	0.90831685	0.87566125	0.7260598	0.7037096	0.7775765	0.7365173	0.8157197	0.7444239	0.8041858	0.9142095	0.6755719	0.93203807	0.66313726	0.9120171	0.8283068	0.8818867	0.88389474	0.74585485	0.9164349	0.81437844	0.91521704	0.7948625	0.75286806	0.7557752	0.78081304	0.65718967	0.81305826	0.78099114	0.83580023	0.8058377	0.69474703	0.70271957	0.85409606	0.73717064	0.8400972	0.8474408	0.78717196	0.74025536	0.8478472	0.82438064	0.77548075	0.8304274	0.93109673	0.72774386	0.789136	0.79364854	0.881899	0.9048071	0.8569765	0.64717114	0.79884505	0.80243134	0.8498328	0.6947159	0.73449343	0.7575761	0.7032062	0.8747084	0.91680336	0.7490758	0.6258102	0.6854116	0.83122975	0.76307	0.6809775	0.74042803	0.9264015	0.87268084	0.8425662	0.7075566	0.7338203	0.77926874	0.82714695	0.80015945	0.78476906	0.7281051	0.82108957
beschimp/verb	0.9487683	0.0	0.9573609	0.9371089	0.87705994	0.9107411	0.9700462	0.94051063	0.96640146	0.939361	0.9567955	0.9498404	0.97913665	0.8778925	0.8847981	0.9398191	0.96841264	0.95786816	0.94341105	0.9308363	0.9307817	0.9216009	0.83700216	0.8622836	0.9569403	0.95638967	0.9014379	0.89547646	0.92213863	0.93039244	0.7916812	0.92301786	0.93123907	0.9531924	0.8959445	0.9167714	0.89092755	0.91406	0.9247236	0.8697554	0.93889105	0.95077676	0.94964385	0.9038625	0.9135091	0.98809	0.9417436	0.9004414	0.91457665	0.9512842	0.9373977	0.9255991	0.98504126	0.8888123	0.9767698	0.9306324	0.8791083	0.94293785	0.9492488	0.9358558	0.9138855	0.92403704	0.93490416	0.94720376	0.8865005	0.93390083	0.8810586	0.9380007	0.96862006	0.9506564	0.9451784	0.9113909	0.92011184	0.95892024	0.8855888	0.900236	0.89801264	0.8544259	0.9103572	0.9710184	0.9171573	0.95077074	0.91987556	0.9205953	0.96030223	0.93158203	0.8956195	0.93773186	0.90406805	0.91641504	0.94410217	0.92782587	0.9094533	0.9428156	0.93466884	0.95890623	0.95026624	0.8753224	0.9053671	0.9205851	0.90963054	0.94108385	0.9317079	0.9442413	0.96631813	0.94332194	0.84262824	0.95605075	0.93076915	0.93038005	0.91612303	0.88877755	0.937094	0.9148746	0.87305313	0.9384203	0.9052365	0.8997743	0.9375215	0.92669874	0.798584	0.9341262	0.90777177	0.95308524	0.8968265	0.8712334	0.8590777	0.89346033	0.91537327	0.9288707	0.9264615	0.9445307	0.96878093	0.9323835	0.95767975	0.85970163	0.86944586	0.8791464	0.8941356	0.974975	0.9502798	0.92443573	0.93908346	0.9612328	0.9323435	0.92013025	0.9036714	0.91356623	0.95443565	0.9339949	0.92888284	0.9606929	0.95748013	0.9842622	0.88834524	0.88307315	0.85601443	0.89399314	0.8776439	0.9353345	0.9025532	0.92384684	0.9329318	0.98210037	0.8855885	0.8458414	0.8936	0.8814655	0.9633749	0.9388047	0.7694827	0.8916884	0.9315461	0.9542021	0.96525824	0.7972482	0.94068897	0.95708716	0.91527575	0.9171746	0.9319299	0.7889718	0.89156395	0.94973505	0.96373284	0.8840489	0.9099548	0.91242784	0.9274658	0.9564337	0.9568371	0.93500316	0.8984354	0.9518643	0.9270047	0.9642572	0.9646479	0.92525566	0.9588184	0.9518212	0.9048232	0.91249806	0.9017679	0.95095897	0.9119439	0.909935	0.8773532	0.90783983	0.9511	0.9641296	0.9605009	0.92601043	0.9130477	0.97315896	0.80627745	0.8871065	0.9599226	0.87528753	0.9340794	0.9015409	0.9426155	0.87071484	0.89080906	0.93818337	0.9562627	0.93624	0.94344974	0.93321496	0.94918036	0.9376494	0.9368376	0.95500195	0.87650853	0.9264604	0.90118563	0.96978086	0.9499789	0.9286792	0.9157857	0.9476756	0.9390729	0.8604409	0.9573341	0.9463143	0.9475283	0.8264073	0.93792856	0.93148774	0.9258796	0.92838985	0.92617726	0.96047974	0.90842134	0.9684012	0.92694426	0.97459245	0.92475474	0.92718947	0.99004894	0.89392924	0.84497535	0.99343556	0.90912366	0.9459572	0.94089687	0.91412973	0.94696	0.97901666	0.9237697	0.7697941	0.9002595	0.9218253	0.95853657	0.86290836	0.80253446	0.93115526	0.9216618	0.9217434	0.9215311	0.87561876	0.9404434	0.8602289	0.9360167	0.9234437	0.9765133	0.9657975	0.8829805	0.8874541	0.8998576	0.9129884	0.9398432	0.91344947	0.88662523	0.8499381	0.8338648	0.9825833	0.8368585	0.9229095	0.9311081	0.9452215	0.9101234	0.9337725	0.9516138	0.95691466	0.8321667	0.9546192	0.92240685	0.9860051	0.96579605	0.86551774	0.92892516	0.9084008	0.8984081	0.92469615	0.92519003	0.94424045	0.9550284	0.9156557	0.93926626	0.90612745	0.93585753	0.89074904	0.8727217	0.88696444	0.8823833	0.9622431	0.8409661	0.93812364	0.92873293	0.95474446	0.85509694	0.9561379	0.8706986	0.9119345	0.88962793	0.9294275	0.8209028	0.9285762	0.85777843	0.8179626	0.9687383	0.9157573	0.8636776	0.9327286	0.93899643	0.94192004	0.91695523	0.90848434	0.91007954	0.88013554	0.98081046	0.86202294	0.8931292	0.9707903	0.8447451	0.9575536	0.8561285	0.95249665	0.9693023	0.9355349	0.88706964	0.9179308	0.92673695	0.9389879	0.96836144	0.8555565	0.9526776	0.9003583	0.8266717	0.96120036	0.9616616	0.8038433	0.93615365	0.866587	0.95120084	0.94542086	0.9542587	0.91946673	0.9332292	0.94823384	0.92989814	0.93182135	0.93789387	0.84714663	0.92363364	0.8805926	0.90695024	0.97303843	0.94658625	0.9873523	0.8862306	0.96121544	0.9166618	0.9080774	0.933287	0.8179655	0.91476196	0.91912466	0.94159687	0.9756696	0.97293335	0.94360936	0.95785934	0.8555316	0.8625747	0.87285924	0.79417294	0.8903517	0.85547084	0.83962977	0.9357629	0.9296341	0.89431983	0.9528601	0.90678823	0.92417526	0.9146972	0.9471534	0.92437583	0.9433906	0.92945236	0.9524924	0.9349402	0.85612416	0.92718863	0.9740752	0.93176806	0.9168881	0.96401477	0.9361957	0.96690637	0.92381525	0.8761814	0.8853477	0.910603	0.94569826	0.9207205	0.9442139	0.9404267	0.93926036	0.8804054	0.9442998	0.9371178	0.96237767	0.9535477	0.9306882	0.9684208	0.8313215	0.95536673	0.9189831	0.92084444	0.9809821	0.9421829	0.95286804	0.9192805	0.8591746	0.9406719	0.88547635	0.9581862	0.9038345	0.90074086	0.9719325	0.9648152	0.92784536	0.9116995	0.9501335	0.9053243	0.9622324	0.917908	0.91708285	0.91961044	0.91497916	0.97321576	0.91118735	0.9477584	0.9095068	0.9580734	0.89641505	0.8548525	0.9038664	0.9241263	0.93564117	0.95174867	0.95756173	0.9423073	0.84029514	0.9784316	0.8975972	0.9714064	0.9166409	0.9222847	0.97006965	0.93918157	0.93782735	0.90062433	0.92813545	0.86927605	0.88824487	0.92532784	0.9621681	0.8603588	0.89062756	0.9269427	0.901068	0.94481045	0.97670156	0.925088	0.93783844	0.93585026	0.9211662	0.84871954	0.9235002	0.9284835	0.9350865	0.96165097	0.9025438	0.86978173	0.8042984	0.9215329	0.9645037	0.9181004	0.9055099	0.85287493	0.9069877	0.96096885	0.9188146	0.9438466	0.9474983	0.8416485	0.9309261	0.8690446	0.9176547	0.9615798	0.912681	0.8159443	0.9499399	0.95251703	0.9597517	0.9182443	0.9421068	0.905742	0.8803944	0.85304856	0.94728106	0.84423643	0.89691263	0.8099505	0.8462758	0.8521816	0.88585067	0.86345387	0.9667745	0.88955545
