	rem/noun	mee/adv	minuut/noun	soms/adv	mat/noun	roem/noun	mede_leerling/noun	lach/verb	Stationstraat/noun	voet/noun	component/noun	constructie/noun	voor/adv	iemand/noun	donderdag_morgen/noun	Waals/adj	fataal/adj	achter/adv	ergens/adv	energiek/adj	leverancier/noun	getrokken/adj	design/noun	wolk/noun	stuur/noun	word/verb	meteen/adv	ideaal/adj	trouwring/noun	gewoon/adj	gedachte/noun	allemaal/adv	ref/noun	overkant/noun	zo/adv	hand/noun	wetswijziging/noun	hoed_DIM/noun	doelbewust/adj	sjaal_DIM/noun	enorm/adj	slotminuut/noun	onderaan/adv	kabel/noun	onzekerheid/noun	even/adv	tijd/noun	systeem/noun	poot_DIM/noun	sla/verb	rad/noun	doorgebroken/adj	halfuur/noun	fluit/verb	arm/noun	sluimer/adj	tegenstander/noun	naai/verb	foutief/adj	papa/noun	klassieker/noun	song/noun	gelijkmaker/noun	eindeloos/adj	linnen/noun	laaghangend/adj	oog/noun	schrijver/noun	trek_weg/verb	fietser/noun	naam/noun	hunker/verb	of/adv	en/adv	vervolgens/adv	haak/noun	fiets/noun	naar/adj	beugel/noun	alleen/adv	detail/noun	tas/noun	dagenlang/adj	licht/adj	gestalte/noun	oma/noun	h/noun	zestien_meter/noun	gemeente_personeel/noun	harnas/noun	wagen/noun	hersens/noun	koers/noun	opnieuw/adv	alles/noun	trein_DIM/noun	stoeprand/noun	zakdoek/noun	onhandig/adj	auto/noun	puur/adj	vinger/noun	touw_DIM/noun	renner/noun	brom_fietser/noun	man/noun	nadrukkelijk/adj	ronde/noun	zet_om/verb	er/adv	punt/noun	houd_over/verb	decoratief/adj	Bangoura/noun	statuut/noun	bijvoorbeeld/adv	gek/noun	trap/noun	echo/noun	een/adv	kraag/noun	dan/adv	ontwijk/verb	gezelschap/noun	zelf/adv	poëzie/noun	gesloten/adj	zit/verb	raak_kwijt/verb	brei/verb	kamp/verb	nog/adv	echter/adv	veter/noun	puzzel/verb	Cubaans/adj	rood/noun	raadselachtig/adj	rand/noun	wielertoeristen/noun	tovenaar/noun	kleding/noun	metalen/adj	onderuit/adv	zuiver/adj	onbekend/adj	herstel/noun	geheugen/noun	verslag/noun	doos/noun	even/adj	arm/adj	klein/adj	deur/noun	vorm/noun	zone/noun	isolement/noun	outfit/noun	immers/adv	af/adv	verandering/noun	top/noun	23/noun	volk/noun	strafschop_gebied/noun	ordening/noun	bouwsel/noun	toe/adv	maak_op/verb	time/verb	wiel/noun	geluid/noun	ongestraft/adj	8.15/noun	herinnering/noun	telkens/adv	blik/noun	zin_DIM/noun	macht/noun	wagon_DIM/noun	woest/adj	blijf/verb	negatief/adj	dimensie/noun	net/adv	tijdelijk/adj	prikkeldraad/noun	stuiter/verb	regisseur/noun	dief/noun	demonstratief/adj	pan/noun	zondag_avond/noun	laat/adj	pyjama/noun	plastic/adj	dribbel/noun	ladder/noun	golf/noun	scheidsrechter/noun	poëtisch/adj	uur/noun	kar/noun	concurrent/noun	perfect/adj	ergens/noun	seconde/noun	duim/noun	voertuig/noun	stuk/adv	masse/adv	beeld/noun	scenario/noun	muur/noun	lijf_DIM/noun	zweet/adj
rem/noun	0.0	0.7133542	0.9093866	0.82537746	0.80242515	0.9751012	0.98512584	0.86505735	0.8284493	0.6620293	0.8237692	0.85308236	0.8897914	0.7865129	0.84976727	0.9190135	0.8611597	0.6616678	0.80166036	0.7883953	0.9103268	0.7248899	0.9287211	0.8317953	0.5715726	0.7802277	0.77781045	0.8240137	0.9075281	0.75642437	0.86950517	0.906284	0.9038292	0.80379134	0.8269924	0.7776517	0.89501643	0.89885986	0.87271345	0.8578067	0.8734433	0.926887	0.8719044	0.7226542	0.8566269	0.7868194	0.8742888	0.73788077	0.8051832	0.7094581	0.625168	0.9164285	0.80891293	0.9178491	0.7170888	0.90453184	0.8708079	0.95758486	0.88230544	0.81177276	0.9360133	0.9237241	0.7994071	0.79071826	0.9700448	0.93627644	0.7555589	0.9255581	0.8464446	0.6756097	0.9146203	0.8429117	0.9732918	0.65253544	0.59445333	0.80347776	0.459401	0.81695455	0.7610435	0.85507643	0.90957856	0.7324127	0.8365715	0.67704266	0.9069386	0.9687369	0.9471962	0.89610267	0.88504094	0.893018	0.55574405	0.9081389	0.7889112	0.63748646	0.9423745	0.7031279	0.6072279	0.8465908	0.7720824	0.5337147	0.84528756	0.78848845	0.9077264	0.73601055	0.7536792	0.78407156	0.85602033	0.78840214	0.89596957	0.7944938	0.9399352	0.85900587	0.9123718	0.9362691	0.95000416	0.9108168	0.8138513	0.7431654	0.8593986	0.94174486	0.8874729	0.7267668	0.6091263	0.8725338	0.81649375	0.9045967	0.9289335	0.60446864	0.6150634	0.92057073	0.9501327	0.8306135	0.77071196	0.87392807	0.88861424	0.9790482	0.87405163	0.90694904	0.82626235	0.8194161	0.944954	0.9209972	0.71500885	0.82433695	0.8565049	0.80736357	0.7165865	0.9401258	0.93834376	0.7657171	0.7078433	0.9201518	0.81892353	0.7847335	0.9121732	0.9122417	0.9026405	0.91186416	0.92382705	0.7977383	0.79257023	0.91136783	0.76271296	0.85984755	0.8669217	0.85821843	0.8994612	0.810881	0.9045027	0.97694665	0.45422012	0.79033947	0.90100354	0.83604556	0.8907132	0.7361002	0.74012834	0.93793434	0.7225329	0.77133757	0.8763199	0.8109895	0.88778883	0.921829	0.81996244	0.9280313	0.83342004	0.63613474	0.94581044	0.78103256	0.8473158	0.9144284	0.82757026	0.88174474	0.8686786	0.7646572	0.9281163	0.8090818	0.8333715	0.8931108	0.92112666	0.8804814	0.6459371	0.8312453	0.7964276	0.81941915	0.82736564	0.82644224	0.56680894	0.91426444	0.8457816	0.8812166	0.88696826	0.750009	0.91729164	0.87291884
mee/adv	0.7133542	0.0	0.9086471	0.6550183	0.8145961	0.8343003	0.8942326	0.5226275	0.95600665	0.66979396	0.9214838	0.93571985	0.8877937	0.54295784	0.9591165	0.9027096	0.91088927	0.741537	0.6293925	0.8468754	0.9479754	0.6528871	0.8841121	0.7609284	0.7935522	0.8488065	0.64113057	0.7257277	0.8744818	0.64724517	0.8001331	0.6284953	0.87745607	0.83138144	0.744568	0.6827196	0.9291835	0.75246423	0.7562682	0.825639	0.75565124	0.9655414	0.76559705	0.77946544	0.8956771	0.7964939	0.87648785	0.92246664	0.78854877	0.720098	0.9058222	0.8597185	0.87725216	0.83349013	0.64622426	0.91545326	0.8788858	0.769867	0.92007756	0.588539	0.9173535	0.7892989	0.8703923	0.676232	0.8419575	0.8921481	0.8291105	0.9148555	0.7994079	0.85295624	0.9013621	0.8073479	0.9204024	0.6132922	0.66495645	0.7837469	0.5766523	0.72859836	0.8196128	0.7926476	0.8665739	0.6248256	0.68187827	0.8405024	0.93053824	0.6759198	0.93519187	0.9202559	0.7474636	0.90116185	0.7889005	0.7208626	0.8711864	0.6285794	0.7660562	0.6561004	0.67330784	0.7374918	0.74323756	0.7750975	0.8790962	0.8081528	0.78999984	0.8206141	0.96636736	0.6870122	0.7908418	0.8827585	0.9001652	0.73586076	0.8839325	0.8700305	0.91602856	0.9303142	0.9745507	0.86671984	0.7385724	0.7263688	0.8818696	0.91441035	0.86437845	0.5591831	0.82214195	0.8563512	0.585892	0.89902633	0.9014248	0.5301868	0.7423742	0.66439277	0.8912547	0.72087884	0.8912625	0.7582958	0.6728685	0.7472416	0.86656725	0.83472013	0.7578274	0.836686	0.8272234	0.7674222	0.8024522	0.8220841	0.8153645	0.8502929	0.84970665	0.8662972	0.8680946	0.675419	0.57965374	0.79653984	0.7425161	0.84850705	0.909219	0.9635576	0.9471159	0.7297541	0.8568981	0.65528524	0.85175896	0.79336643	0.8725585	0.8541801	0.8632258	0.9967279	0.9045269	0.6432965	0.8003486	0.92837626	0.65385485	0.75069535	0.7699449	0.96971023	0.84659535	0.72313577	0.7173561	0.8479339	0.9093278	0.7951709	0.7667567	0.7389812	0.8547394	0.9520519	0.7962243	0.9554872	0.84513664	0.8020086	0.8386486	0.83502394	0.752798	0.8080158	0.88669246	0.87063855	0.75628823	0.64261615	0.8475811	0.8205724	0.7529463	0.82653785	0.8566575	0.9316188	0.61237216	0.900181	0.75334114	0.6955948	0.8450537	0.7725136	0.8474651	0.9340824	0.7891881	0.8639504	0.8869829	0.6960619	0.79601383	0.79737914
minuut/noun	0.9093866	0.9086471	0.0	0.90597266	0.69340485	0.83975786	0.92840284	0.8858165	0.98438525	0.67875004	0.95411336	0.922981	0.90682936	0.89926594	0.916036	0.855285	0.5077553	0.69185054	0.87681645	0.8457961	0.8737809	0.9401526	0.95494825	0.9263713	0.927929	0.71592045	0.64272255	0.8869092	0.9393065	0.8701627	0.8961374	0.94864076	0.4564026	0.5888975	0.9428405	0.8241502	0.93982804	0.9588727	0.92684233	0.9695866	0.89500713	0.44605654	0.89000726	0.9678344	0.8435768	0.6920157	0.50860006	0.96505374	0.8245197	0.83720803	0.9576923	0.4677993	0.40848446	0.5034151	0.8536496	0.93554926	0.60874844	0.9560895	0.3747815	0.97371364	0.93581676	0.9056926	0.37018865	0.8750283	0.96987355	0.986873	0.8989147	0.8654306	0.8412882	0.919399	0.8994628	0.90395045	0.9471281	0.93973106	0.7142146	0.9514611	0.91707134	0.7991331	0.9076932	0.8744655	0.9414887	0.9424595	0.94963187	0.782616	0.9005234	0.98295295	0.7616862	0.45896983	0.9724937	0.8853067	0.8937316	0.97990894	0.912435	0.7260407	0.8966495	0.9322268	0.94240373	0.9334329	0.8654529	0.9198246	0.87360775	0.7972697	0.87165296	0.8808141	0.9351203	0.927446	0.87678784	0.71721476	0.5072292	0.9056689	0.7846793	0.689437	0.92599255	0.6556277	0.99280643	0.93465674	0.93663096	0.63758576	0.8678149	0.94913465	0.9235839	0.8581159	0.8952456	0.90249	0.9031152	0.9549717	0.8501784	0.9213798	0.88410527	0.9363814	0.9213381	0.77301335	0.6643615	0.9190865	0.93748266	0.98824966	0.43203014	0.89776874	0.7246358	0.9590033	0.9306371	0.96662736	0.9340388	0.51619196	0.74266744	0.91972685	0.96232504	0.955918	0.8043401	0.95140153	0.5970403	0.93454325	0.9568848	0.9022718	0.9429309	0.7825218	0.97357374	0.898215	0.8436346	0.94009715	0.9310502	0.8326574	0.8952398	0.938108	0.44391972	0.99568105	0.9704127	0.93293095	0.8594891	0.77910805	0.89184517	0.90042275	0.62092286	0.9170803	0.89127266	0.6913005	0.9186402	0.90929216	0.9362868	0.9137018	0.91421825	0.85368454	0.9105849	0.94148934	0.6142117	0.9270786	0.94796485	0.8106552	0.89621955	0.93157905	0.9029458	0.8225752	0.8172909	0.48731452	0.9609906	0.90206444	0.7672328	0.86703104	0.8793163	0.4398331	0.92703676	0.8502066	0.964738	0.8780602	0.878387	0.91402143	0.35038537	0.85556304	0.8724041	0.9311418	0.984547	0.8449913	0.8381696	0.78910035	0.9515255	0.9343373
soms/adv	0.82537746	0.6550183	0.90597266	0.0	0.7910915	0.7107303	0.7837455	0.6404749	0.9566792	0.7187319	0.8622081	0.69634575	0.8350227	0.6487253	0.8762369	0.9465855	0.78458	0.7800817	0.5669948	0.72875744	0.93445915	0.78688955	0.7394289	0.6208386	0.7819196	0.7669024	0.74773586	0.77157724	0.8584766	0.5818466	0.61514366	0.679687	0.9131099	0.85005724	0.57889867	0.8389567	0.9739207	0.8873348	0.73407507	0.9071713	0.73318934	0.935775	0.8745613	0.7962547	0.6179764	0.6299085	0.8188131	0.8610022	0.78111434	0.7748529	0.858245	0.88055456	0.8988403	0.7944353	0.72032416	0.6861475	0.86573166	0.82319355	0.91040856	0.67579013	0.84252167	0.5953422	0.873476	0.43793422	0.8549001	0.69362175	0.7341572	0.7734891	0.8246126	0.82866454	0.6940016	0.72014534	0.8609021	0.6376629	0.68665624	0.7671728	0.72993004	0.6213184	0.7626073	0.66932845	0.6359612	0.8011543	0.48883426	0.70386	0.62391335	0.80785024	0.9526158	0.870202	0.9620509	0.8200676	0.84529185	0.6273979	0.8858534	0.8108786	0.7385274	0.89513415	0.84378636	0.85995	0.6256192	0.83607227	0.6504775	0.783929	0.90460503	0.85248923	0.9372998	0.70039934	0.7194421	0.97536814	0.7453036	0.6991265	0.95542467	0.7697114	0.7438179	0.8242579	0.8403764	0.7012445	0.7011764	0.7305684	0.5709808	0.952777	0.8872612	0.66254544	0.7897136	0.74410594	0.7765335	0.4707703	0.88104844	0.66456443	0.7368725	0.80508065	0.7289144	0.7585045	0.81079113	0.8468259	0.5152161	0.88588995	0.8479214	0.50973845	0.8054425	0.85389346	0.7479681	0.75995207	0.7198838	0.86323285	0.68850994	0.842808	0.769505	0.56307137	0.74415684	0.80184084	0.5742757	0.83150125	0.6985471	0.8402116	0.5820149	0.8698132	0.7543325	0.6847471	0.842638	0.64942074	0.807411	0.83547485	0.9084475	0.8209572	0.8699735	0.90169215	0.7840191	0.6448455	0.8644623	0.8501868	0.75960433	0.49705386	0.7674972	0.9780728	0.66205895	0.73035455	0.6233102	0.5608828	0.8578705	0.9113247	0.67983	0.6343149	0.6879982	0.5646218	0.83173525	0.82858884	0.9154742	0.784091	0.77940047	0.85395414	0.8116379	0.7892655	0.8691429	0.85759705	0.70438623	0.78069615	0.80242074	0.87567	0.65343463	0.8809016	0.41053241	0.9401769	0.8669391	0.8916906	0.65367186	0.79094493	0.80246764	0.7629864	0.85331285	0.86265045	0.92903864	0.43382835	0.82150126	0.75497484	0.85690975	0.7884792
mat/noun	0.80242515	0.8145961	0.69340485	0.7910915	0.0	0.9725985	0.8992902	0.8219483	0.97637814	0.592299	0.79790217	0.8001689	0.82658184	0.84226334	0.94067436	0.8525803	0.79480976	0.7868833	0.79957336	0.8508954	0.79023695	0.82406336	0.8567275	0.79843146	0.8646899	0.82605904	0.7153647	0.77018476	0.8965223	0.8261044	0.8413904	0.73531425	0.6937275	0.6563424	0.8368814	0.84302324	0.9802487	0.74414504	0.8795119	0.89409375	0.82658505	0.77625793	0.9205547	0.78629583	0.89916766	0.7628764	0.87404263	0.76804036	0.70881486	0.82330966	0.9080465	0.61343384	0.7047825	0.7161832	0.72550315	0.96918637	0.557475	0.9182538	0.6022681	0.9536927	0.9426435	0.9254923	0.64205605	0.709259	0.8597282	0.97616684	0.7662282	0.96989167	0.68389416	0.9264528	0.8940465	0.92892575	0.9065191	0.81792957	0.6199839	0.91345507	0.768468	0.77476615	0.82805467	0.84830046	0.93517643	0.791273	0.87495464	0.820222	0.7911475	0.9093227	0.89918566	0.5281987	0.97632444	0.90634835	0.76259834	0.86827564	0.90589154	0.7925721	0.8309821	0.7883264	0.6902636	0.92821896	0.87834525	0.7928474	0.87237453	0.76319236	0.83146554	0.8681953	0.9895011	0.8596965	0.91276425	0.9110074	0.7118219	0.90976655	0.9303847	0.9082629	0.91383785	0.702937	0.98110896	0.7762167	0.76559114	0.75526345	0.95347244	0.8575531	0.736943	0.78099406	0.81701833	0.904124	0.9149978	0.9089107	0.81387496	0.7981718	0.75620997	0.9649574	0.9267837	0.9486343	0.8538029	0.8535932	0.93961143	0.95620805	0.6408568	0.9125373	0.66600704	0.91095555	0.6843304	0.87461257	0.70520204	0.5872921	0.6893436	0.86094874	0.9726876	0.94935346	0.8624367	0.7801372	0.71394336	0.90510464	0.8111218	0.8052504	0.8616186	0.823433	0.966097	0.7890871	0.8519294	0.90776855	0.9763891	0.9227648	0.974401	0.85156155	0.56746686	0.9577431	0.74015605	0.8311039	0.8521401	0.9333554	0.67501915	0.8011731	0.601434	0.9672997	0.8915711	0.71172106	0.7955876	0.9572518	0.9313576	0.9835503	0.93417525	0.8077559	0.88532597	0.95019495	0.81997645	0.9328015	0.8672277	0.7210583	0.92053	0.90225977	0.9048593	0.86878884	0.86730814	0.8269744	0.81114006	0.60876983	0.71517634	0.8517846	0.8047251	0.61732304	0.92102265	0.9489981	0.77505964	0.86641866	0.70157653	0.95486	0.7675255	0.79181015	0.7870072	0.8456678	0.88169926	0.7765334	0.7918556	0.6662642	0.8997707	0.92417157
roem/noun	0.9751012	0.8343003	0.83975786	0.7107303	0.9725985	0.0	0.883952	0.8717396	0.9877446	0.9531248	0.9654529	0.8246901	0.9278402	0.88749635	0.9710971	0.94011223	0.81914693	0.88740027	0.80172	0.94558895	0.9962711	0.89526826	0.81879926	0.8726641	0.8294885	0.947887	0.93774694	0.97042835	0.9670464	0.8837783	0.84401	0.93472266	0.96566004	0.95912635	0.79562455	0.9362166	0.9127775	0.9618953	0.83716136	0.9863789	0.834723	0.96838146	0.8538662	0.81329453	0.67560846	0.8407079	0.75731945	0.9362674	0.9733795	0.93611336	0.83190125	0.9065765	0.98526305	0.94243914	0.88945746	0.69958794	0.9559494	0.97020745	0.96783227	0.9498909	0.9499406	0.8390133	0.93177134	0.7984791	0.9401098	0.964053	0.9546336	0.66446114	0.9118419	0.9685433	0.7992063	0.62998646	0.9179835	0.9044213	0.87856936	0.8941984	0.9092768	0.82145387	0.7880208	0.81757843	0.8286058	0.89871264	0.82624686	0.8643333	0.929491	0.89289427	0.9591142	0.98374325	0.99332345	0.70557356	0.9795367	0.9814296	0.9408539	0.8171791	0.914289	0.9953438	0.9673424	0.9197843	0.770709	0.95800567	0.7873945	0.93621695	0.94185185	0.91322756	0.97609854	0.79277813	0.90612805	0.9638673	0.8390571	0.8910146	0.9449351	0.8622532	0.898216	0.96532905	0.8117918	0.9005065	0.83402395	0.8684255	0.8924731	0.974713	0.9201742	0.9172231	0.9235147	0.83385843	0.87598515	0.6500224	0.88173825	0.91976964	0.8686832	0.9417089	0.8029874	0.8606668	0.89749813	0.92324835	0.8866625	0.8911491	0.90605444	0.6536784	0.98175293	0.99335784	0.9257895	0.9341347	0.87555736	0.9710827	0.86152256	0.8674609	0.9003798	0.8867728	0.9163093	0.8960637	0.84813595	0.9160456	0.9515671	0.95331967	0.8268062	0.97458154	0.76320493	0.9001992	0.89654493	0.8982354	0.699262	0.5329952	0.9973196	0.8367802	0.94198436	0.97459686	0.86551636	0.91759205	0.9722463	0.87565684	0.96394295	0.77869594	0.9497628	0.993061	0.86694545	0.9114364	0.8338766	0.77895844	0.5981114	0.9838681	0.8919185	0.73536104	0.8546383	0.7932097	0.9409048	0.7947854	0.9441176	0.91362154	0.7712318	0.8968312	0.9283401	0.8917444	0.9477852	0.88393444	0.9593157	0.87663335	0.94432104	0.7982608	0.7687375	0.9714536	0.76179326	0.9789861	0.9317094	0.9530246	0.9507408	0.9470828	0.73276955	0.95686775	0.9578072	0.9565677	0.9376355	0.7876863	0.8148363	0.89372176	0.9690884	0.973472
mede_leerling/noun	0.98512584	0.8942326	0.92840284	0.7837455	0.8992902	0.883952	0.0	0.78170526	0.98983645	0.8813082	0.9784713	0.8937726	0.9430987	0.86854756	0.9547472	0.9989788	0.96088177	0.91828144	0.91721576	0.8849167	0.93558306	0.8233955	0.95329976	0.8544973	0.89597684	0.87659776	0.8172177	0.9588365	0.9396842	0.9233197	0.91092825	0.89169514	0.91377187	0.9818205	0.8671547	0.82767487	0.9951186	0.9356846	0.95687324	0.9251301	0.96039224	0.99850684	0.97687906	0.8990637	0.9295382	0.90121675	0.93750644	0.8390676	0.94882154	0.8250598	0.90345216	0.9274792	0.98331964	0.9249907	0.79244435	0.9497509	0.9542372	0.9296142	0.9654839	0.8928662	0.98880017	0.92420673	0.9726232	0.90010417	0.9678355	0.940121	0.766847	0.8805399	0.67579895	0.94382215	0.9461517	0.96627486	0.9806703	0.9265676	0.8368778	0.7856798	0.94950956	0.97771037	0.84415835	0.9411699	0.85247314	0.84143347	0.94134176	0.92738026	0.82362086	0.95954776	0.99387825	0.9946635	0.9897679	0.9756482	0.9218045	0.9292332	0.8917107	0.92603755	0.8761201	0.969604	0.9315159	0.91218555	0.7086797	0.93748724	0.9454887	0.9089441	0.8614588	0.97086465	0.9874797	0.884483	0.919017	0.91280925	0.923903	0.87481254	0.959762	0.9271718	0.9637802	0.9689047	0.9930335	0.8689189	0.96260893	0.97384065	0.94133276	0.9434393	0.90186644	0.8445543	0.8609879	0.94481766	0.945513	0.97098213	0.9438423	0.94705623	0.9612412	0.9716332	0.8560053	0.9774949	0.9637767	0.8790631	0.91652733	0.9620004	0.9389018	0.8584453	0.9373629	0.9760788	0.9041108	0.9065488	0.9160971	0.981014	0.9669572	0.9267074	0.9997517	0.9659069	0.6572379	0.966758	0.8468018	0.8092775	0.9269189	0.93390054	0.91688883	0.9713633	0.97925454	0.8350959	0.94295627	0.9379657	0.9972765	0.9686276	0.9966275	0.91949123	0.9382697	0.9714767	0.87059623	0.90199447	0.71401274	0.8180044	0.87818146	0.9201056	0.96193093	0.9945072	0.95423126	0.93881845	0.7670833	0.9057096	0.9769038	0.9573107	0.9047714	0.9664456	0.78817105	0.9166185	0.9730269	0.94415313	0.9561245	0.9488295	0.86743134	0.89212465	0.9042271	0.8876236	0.9328959	0.8989649	0.9723929	0.9151473	0.95239717	0.99219674	0.902098	0.9202193	0.9227067	0.9734499	0.98930115	0.9327294	0.8736989	0.90268874	0.85913587	0.88714314	0.93807685	0.95720536	0.9558344	0.8758158	0.92447925	0.90195084	0.95450795	0.89748436
lach/verb	0.86505735	0.5226275	0.8858165	0.6404749	0.8219483	0.8717396	0.78170526	0.0	0.99354196	0.7673392	0.9887777	0.9497406	0.9581966	0.61603296	0.95479465	0.907925	0.8946962	0.8444846	0.7850884	0.82074165	0.96917504	0.91299886	0.9253011	0.8248909	0.8157024	0.8843075	0.84102404	0.8885396	0.8270334	0.5782457	0.7578838	0.5824039	0.92802703	0.8145996	0.6957988	0.73891544	0.9867307	0.7608361	0.91066027	0.6969011	0.8215217	0.99277693	0.95359665	0.92209923	0.8580572	0.8399146	0.8892126	0.96699876	0.80033463	0.7272031	0.95449877	0.95073897	0.9241737	0.8508333	0.69308484	0.95413864	0.8901808	0.7888136	0.92253333	0.55534637	0.9653919	0.81577814	0.9087732	0.81016755	0.82550895	0.9450924	0.7284013	0.8773736	0.8669797	0.89004135	0.9275949	0.80862486	0.9323858	0.6149773	0.764983	0.8403829	0.771371	0.73422533	0.79079163	0.6829449	0.8927899	0.6928424	0.73568016	0.8250937	0.81273955	0.5272255	0.91662705	0.82720774	0.9848757	0.828002	0.96415055	0.68073934	0.9352545	0.8686732	0.7572044	0.86605704	0.76886785	0.7859689	0.70092964	0.88289064	0.87079203	0.73622143	0.8318939	0.87759656	0.9879708	0.72887766	0.8583923	0.98272514	0.96401304	0.67348945	0.92154926	0.9153827	0.9554814	0.8167528	0.9875232	0.8129505	0.7717769	0.8830924	0.88821477	0.966857	0.8547769	0.61780757	0.91380525	0.8383521	0.7466457	0.85459757	0.86868536	0.63325846	0.89169246	0.68649375	0.8865821	0.78202593	0.90414536	0.8653278	0.7109566	0.9374856	0.85629743	0.86134404	0.81213874	0.82096076	0.7166148	0.84671485	0.82565343	0.8988583	0.8873611	0.9407956	0.9656627	0.7773948	0.9030655	0.8248713	0.59201145	0.71543145	0.7849301	0.92903405	0.86983633	0.9907763	0.89796305	0.6744722	0.84680855	0.6084894	0.90069294	0.75406957	0.9646158	0.81033945	0.91097975	0.98693955	0.81173587	0.6157955	0.8707522	0.95133626	0.8776222	0.8386633	0.91612464	0.99348414	0.8747726	0.77322716	0.68749523	0.83244723	0.90513253	0.95205176	0.7774087	0.8299686	0.9227645	0.95990545	0.83178884	0.9735015	0.91517425	0.8174901	0.91412073	0.9522636	0.8361993	0.82341945	0.9095582	0.91021883	0.832226	0.78248113	0.74500835	0.92950344	0.8684902	0.88848674	0.84253144	0.97417825	0.8670872	0.9478819	0.80636203	0.7835536	0.8748396	0.7494304	0.9382193	0.97915906	0.7729626	0.8716466	0.89398086	0.8531076	0.8550073	0.6935617
Stationstraat/noun	0.8284493	0.95600665	0.98438525	0.9566792	0.97637814	0.9877446	0.98983645	0.99354196	0.0	0.89115137	0.93493515	0.9666031	0.9893916	0.96680045	0.54289526	0.9614226	0.83413655	0.757579	0.9462271	0.95226926	0.9484205	0.83564836	0.9684763	0.93365186	0.75011194	0.75664186	0.95490897	0.86819744	0.82339525	0.878053	0.99263054	0.9910365	0.96188253	0.91658634	0.9900061	0.96657616	0.7982727	0.99012405	0.99340856	0.9725243	0.9999922	0.9477892	0.9769115	0.95663494	0.9866302	0.7780667	0.9802629	0.9525369	0.9621252	0.7533792	0.96379864	0.97816235	0.9720985	0.9576374	0.98415667	0.97150123	0.9371733	0.99773926	0.9246493	0.9519383	0.97830796	0.97321004	0.9750746	0.995085	0.96994555	0.940096	0.9840087	0.9462729	0.89385444	0.49895203	0.89411294	0.9616187	0.9958649	0.96624047	0.9121303	0.92417717	0.68593806	0.9835883	0.86656845	0.9280188	0.9603867	0.84720576	0.93472445	0.6926663	0.9531814	0.99276286	0.9563346	0.987048	0.9285592	0.940548	0.4951995	0.9723959	0.94940746	0.9049969	0.98855793	0.9040816	0.745956	0.96685815	0.85527086	0.41937637	0.9990503	0.9784948	0.98784065	0.95522517	0.42728806	0.80735695	0.9857498	0.9922098	0.95969903	0.9384855	0.9855695	0.94047767	0.996098	0.98899084	0.99893475	0.97510386	0.9774864	0.9674371	0.9736798	0.9871876	0.7786609	0.95101714	0.64162135	0.8957353	0.9879097	0.986332	0.7968695	0.9009652	0.87050205	0.938826	0.9380434	0.87011254	0.90554506	0.9834592	0.9896884	0.9958396	0.8888061	0.9711227	0.9903277	0.76885235	0.94658804	0.8912737	0.8929595	0.84878814	0.9847157	0.53420115	0.9179717	0.9821159	0.9770863	0.93117845	0.9626823	0.9873784	0.9582685	0.7726143	0.95706016	0.9142164	0.9993948	0.94964844	0.930483	0.97421384	0.9480989	0.9938043	0.77071035	0.9709789	0.985892	0.96726996	0.9645717	0.9620979	0.9525682	0.9458289	0.75885564	0.976664	0.9620464	0.50763464	0.9983844	0.77941954	0.9679883	0.98652464	0.9797173	0.96070486	0.9933849	0.9537178	0.9586115	0.97444695	0.9811505	0.93916774	0.941029	0.89886594	0.95133543	0.62711847	0.92182904	0.9675964	0.49810034	0.9142106	0.8748888	0.9600261	0.99134547	0.7779212	0.99600744	0.98749655	0.97538155	0.6536082	0.8787387	0.9851519	0.9467865	0.9722805	0.998017	0.93963796	0.5257909	0.9912635	0.94916457	0.9924454	0.9930554	0.9463928	0.9821649	0.8808955
