	pin/noun	mee/adv	roem/noun	Stationstraat/noun	rugzak/noun	donderdag_morgen/noun	Waals/adj	stuur/noun	word/verb	uitblinker/noun	zo/adv	hand/noun	sjaal_DIM/noun	enorm/adj	kabel/noun	tijd/noun	poot_DIM/noun	fluit/verb	sluimer/adj	oor/noun	papa/noun	eindeloos/adj	heel/adv	naam/noun	snel/adj	vervolgens/adv	naar/adj	licht/adj	werk_af/verb	zestien_meter/noun	wagen/noun	na/adj	opnieuw/adv	verdediging/noun	renner/noun	brom_fietser/noun	ronde/noun	steven_af/verb	duw/verb	trap/noun	kar_DIM/noun	bar/noun	zelf/adv	gesloten/adj	brei/verb	kamp/verb	meisje/noun	veter/noun	puzzel/verb	raadselachtig/adj	wielertoeristen/noun	metalen/adj	gelijkwaardig/adj	geheugen/noun	bocht/noun	arm/adj	hobby/noun	tegelijk/adj	vorm/noun	eind/noun	beetje/noun	aantal/noun	remedie/noun	af/adv	maak_op/verb	time/verb	ken_toe/verb	herinnering/noun	blik/noun	brok_DIM/noun	houvast/noun	dimensie/noun	sprinter/noun	strijker/noun	onverbiddelijk/adj	tijdelijk/adj	los/verb	prikkeldraad/noun	top_schutter/noun	dief/noun	laat/adj	mondharmonica/noun	plastic/adj	dribbel/noun	snelheid/noun	plank/noun	ladder/noun	leven/noun	strafschop/noun	masse/adv	leg/verb	berg/noun	scenario/noun	muur/noun	gaandeweg/adv	kort/adv	toestel/noun	minuut/noun	zie_uit/verb	thuisploeg/noun	knoop/noun	toen/adv	voorsprong/noun	iemand/noun	achter/adv	broche/noun	getrokken/adj	daar/noun	opening/noun	allemaal/adv	geregeld/adj	doelbewust/adj	strompel/verb	te/adv	onderaan/adv	bescherm/verb	been/noun	rad/noun	sla/verb	kwartier/noun	foutief/adj	banaal/adj	klassieker/noun	laaghangend/adj	schrijver/noun	trek_weg/verb	fietser/noun	muzikant/noun	onmiddellijk/adj	beuk/verb	hunker/verb	ziek/adj	en/adv	of/adv	haak/noun	beugel/noun	gevel/noun	detail/noun	tas/noun	dagenlang/adj	h/noun	weg/noun	alles/noun	trein/noun	auto/noun	puur/adj	vuur/noun	zet_om/verb	punt/noun	houd_over/verb	statuut/noun	stang/noun	rechter_been/noun	zwembad/noun	een/adv	kraag/noun	broer/noun	dan/adv	reden/noun	fel/adj	deksel/noun	contractueel/adj	zuiver/adj	onbekend/adj	herstel/noun	verslag/noun	deur/noun	zone/noun	los/adj	kleed_DIM/noun	begin/noun	verandering/noun	23/noun	strafschop_gebied/noun	ordening/noun	trui/noun	toe/adv	wiel/noun	ongestraft/adj	8.15/noun	telkens/adv	macht/noun	wagon_DIM/noun	negatief/adj	durf/verb	er/noun	stuiter/verb	zondag_avond/noun	mis/verb	podium/noun	rechthoek/noun	uur/noun	golf/noun	elf_meter/noun	concurrent/noun	wagon/noun	misschien/adv	hoofd/noun	beeld/noun	stip/noun	schiet/verb	manoeuvre/noun	ketting/noun	lijf_DIM/noun	erkenning/noun	speler/noun	scoor/verb	soms/adv	lach/verb	component/noun	energiek/adj	ergens/adv	design/noun	gewoon/adj	gedachte/noun	ref/noun	opmerking/noun	hoed_DIM/noun	systeem/noun	lantaarnpaal/noun	kop/noun	halfuur/noun	arm/noun	song/noun	doelman/noun	link/noun	evident/adj	oog/noun	alleen/adv	slechts/adv	gestalte/noun	oma/noun	harnas/noun	gemeente_personeel/noun	koers/noun	stoeprand/noun	onhandig/adj	touw_DIM/noun	man/noun	nadrukkelijk/adj	hang/verb	er/adv	decoratief/adj	Bangoura/noun	gek/noun	echo/noun	ontwijk/verb	gezelschap/noun	kijker/noun	rust/noun	negeer/verb	echter/adv	Cubaans/adj	rood/noun	rand/noun	vrij/adj	kleding/noun	onderuit/adv	verhaal/noun	even/adj	tak/noun	onderdeel/noun	isolement/noun	bouwsel/noun	geluid/noun	son/noun	doe_mee/verb	trap/verb	pedaal/noun	partner/noun	blijf/verb	kronkel/noun	textiel/noun	beneden/adv	toeschouwer/noun	klacht/noun	pyjama/noun	stop/verb	lijn/noun	bal/noun	scheidsrechter/noun	rij/noun	poëtisch/adj	perfect/adj	duim/noun	stuk/adv	hoop/noun	meter/noun	val/verb	kom_terug/verb	klassiek/adj	rem/noun	afwerking/noun	mat/noun	mede_leerling/noun	voet/noun	constructie/noun	voor/adv	fataal/adj	leverancier/noun	anekdote/noun	wolk/noun	meteen/adv	ideaal/adj	trouwring/noun	overkant/noun	wetswijziging/noun	slotminuut/noun	zak_DIM/noun	onzekerheid/noun	even/adv	doorgebroken/adj	tegenstander/noun	naai/verb	gelijkmaker/noun	linnen/noun	wagen_DIM/noun	fiets/noun	auteur/noun	schouder/noun	deugd/noun	waarom/adv	hersens/noun	maar/adv	orde/noun	succes/noun	trein_DIM/noun	zakdoek/noun	vinger/noun	alweer/adv	bijvoorbeeld/adv	langzaam/adj	vracht_wagen/noun	poëzie/noun	ongeluk/noun	zit/verb	raak_kwijt/verb	nog/adv	cd/noun	tovenaar/noun	doos/noun	mama/noun	klein/adj	teen/noun	outfit/noun	immers/adv	top/noun	volk/noun	weerszijden/noun	Crasson/noun	zelden/adv	zin_DIM/noun	overal/adv	woest/adj	afdaling/noun	helemaal/adv	tijdje/noun	net/adv	sfeer/noun	regisseur/noun	penalty/noun	demonstratief/adj	pan/noun	nestel/verb	Brussels/adj	overvloedig/adj	kwestie/noun	water/noun	kar/noun	ergens/noun	seconde/noun	graag/adj	voertuig/noun	traditioneel/adj	zweet/adj
pin/noun	0.0	0.7954267	0.92675716	0.894549	0.6921115	0.83013463	0.8771864	0.7354416	0.79103684	0.9542366	0.9678804	0.6157769	0.7421758	0.77038896	0.5233035	0.98877347	0.6931451	0.9384909	0.9105553	0.6910765	0.9213205	0.84723985	0.9390807	0.9999674	0.8433178	0.6147518	0.90130675	0.7442664	0.85321784	0.87763095	0.73458713	0.9335971	0.85456043	0.9081631	0.91352546	0.81097275	0.9023933	0.86792105	0.6915693	0.7105689	0.6636274	0.81514114	0.8547758	0.77980256	0.95254976	0.97360396	0.86089385	0.68634534	0.8916191	0.8471136	0.752368	0.49216408	0.94534063	0.91787916	0.8168564	0.84832346	0.9931032	0.8429098	0.8810781	0.9844217	0.9180366	0.93242025	0.9859927	0.84762883	0.9151584	0.7495801	0.9706158	0.9624596	0.75587356	0.91795856	0.9041244	0.8988994	0.9543409	0.98641884	0.74886966	0.8539106	0.8324054	0.69844836	0.97635615	0.6112448	0.9138034	0.9851032	0.5357682	0.8758716	0.8885248	0.7028918	0.6152668	0.98206425	0.9476913	0.87354803	0.7043408	0.86773694	0.94498706	0.55253685	0.8801082	0.92619026	0.6891986	0.94881034	0.9336179	0.922739	0.7694692	0.86807895	0.94830555	0.83432686	0.7486508	0.8414072	0.6459377	0.9602728	0.91643155	0.93639123	0.8209227	0.86502934	0.6893915	0.8707297	0.6458862	0.8796568	0.5174477	0.7409552	0.6564439	0.92803603	0.9148343	0.90740556	0.97519654	0.7838314	0.9811726	0.70844084	0.9070048	0.9775621	0.7763556	0.6695924	0.91286	0.940871	0.765716	0.8500576	0.6648406	0.6127891	0.7716365	0.86200356	0.73420954	0.8591057	0.86121476	0.89372516	0.9115232	0.8438096	0.7885094	0.91416144	0.9445589	0.91987723	0.9640889	0.887954	0.97205555	0.5402223	0.75008976	0.85116816	0.7775902	0.49515074	0.95174074	0.90885836	0.99525005	0.8712295	0.69337845	0.9577589	0.9493054	0.88011104	0.871287	0.99807334	0.683125	0.90113544	0.625479	0.8339754	0.98501664	0.94625443	0.96474284	0.8480394	0.95386934	0.7300689	0.8266748	0.6490102	0.9063632	0.92651397	0.7894555	0.84067166	0.94106126	0.9630408	0.8913858	0.8981571	0.76110756	0.78608644	0.89293593	0.8895557	0.82795054	0.9378998	0.9098089	0.8995515	0.93072677	0.70045245	0.98069173	0.6496723	0.9056957	0.95098233	0.66426396	0.92928064	0.5362117	0.7814151	0.986337	0.9209473	0.9709866	0.8779434	0.96796256	0.725363	0.9228741	0.8615853	0.93578	0.8951472	0.9311332	0.91528094	0.8831885	0.6937623	0.90473706	0.79641855	0.64541644	0.9212004	0.55064446	0.92043877	0.83877695	0.85675645	0.9150517	0.855988	0.8609428	0.9294314	0.85871327	0.90770584	0.7204509	0.8841698	0.95108247	0.8800059	0.7756296	0.64958036	0.7543364	0.87311375	0.5454198	0.91772956	0.81333554	0.94304883	0.855318	0.97910213	0.76877606	0.9471079	0.9000767	0.9441056	0.81029594	0.81981707	0.9717211	0.88473225	0.76877624	0.8950628	0.885042	0.8780426	0.9465735	0.81795394	0.72998375	0.6786313	0.9693932	0.7289773	0.81778425	0.91886353	0.9859148	0.8245174	0.6209726	0.9082721	0.879635	0.88617086	0.847899	0.64791256	0.82970476	0.9662624	0.90522283	0.8857942	0.85440254	0.72442806	0.8993572	0.8372874	0.9267117	0.9005777	0.74732965	0.9203563	0.8875197	0.7120294	0.8813636	0.9395688	0.91510594	0.83239794	0.89834744	0.6845571	0.9275912	0.7302716	0.6128435	0.8757726	0.9250195	0.88955593	0.89692277	0.8479008	0.8129951	0.9620429	0.80026233	0.8595151	0.9287555	0.92358	0.5676553	0.97643745	0.8495379	0.86994076	0.8568829	0.805717	0.873015	0.8928679	0.85447717	0.75748235	0.98283994	0.58301264	0.98553395	0.88861024	0.8091968	0.9461202	0.955746	0.9908583	0.8207513	0.74928105	0.75131154	0.8521515	0.8696369	0.858716	0.79308337	0.92131484	0.83819354	0.61649084	0.7895732	0.93054736	0.94980514	0.9787563	0.6792865	0.89171654	0.8197112	0.64455175	0.8934816	0.94782424	0.9190539	0.96746653	0.5956861	0.964793	0.85532737	0.92647403	0.71234864	0.8754249	0.90221685	0.8303999	0.9031001	0.9173765	0.8738399	0.9536812	0.9285559	0.7817652	0.82314306	0.8412025	0.89241475	0.82596517	0.9619158	0.80702883	0.7837174	0.88144684	0.9061679	0.9295504	0.73698175	0.91974455	0.889168
mee/adv	0.7954267	0.0	0.80773985	0.9028737	0.64028645	0.89591223	0.85687876	0.75010955	0.87632734	0.8214479	0.8005111	0.68385804	0.81913537	0.73511446	0.7821237	0.89938784	0.8084555	0.8050422	0.88704437	0.6414678	0.62698865	0.7264851	0.7794285	0.9045624	0.80294585	0.63795316	0.7587158	0.8558183	0.81075454	0.9216247	0.73737526	0.71005666	0.5957438	0.846114	0.7327176	0.9334768	0.8335312	0.8841757	0.5753603	0.7605815	0.6150466	0.7765111	0.60188913	0.87349653	0.7409583	0.8892971	0.7331095	0.76518303	0.6755334	0.8106829	0.8861228	0.78505623	0.9369985	0.88821054	0.85310864	0.8634027	0.7737763	0.72957474	0.9141904	0.90889364	0.6685172	0.84251523	0.94854933	0.66232586	0.8740413	0.84983313	0.9382211	0.88553643	0.7142472	0.90739626	0.8328315	0.9496249	0.77750105	0.8289179	0.81384623	0.93187845	0.7441874	0.81317073	0.91318333	0.77869165	0.8312795	0.8744977	0.6484513	0.83367735	0.77991927	0.7039516	0.82468295	0.873181	0.89085466	0.73673207	0.78196645	0.6725179	0.9095273	0.7240513	0.8331885	0.80072945	0.8699471	0.87782174	0.78798425	0.83957475	0.8047634	0.67263126	0.9169514	0.5295104	0.6505805	0.8091601	0.5918561	0.82891345	0.8624923	0.73194003	0.69391733	0.751283	0.65629774	0.8592313	0.735754	0.89187896	0.6844399	0.87033725	0.6630071	0.8310765	0.91761446	0.8950037	0.839438	0.856503	0.92933017	0.80636847	0.829764	0.782606	0.7164372	0.6873617	0.7884617	0.8214585	0.58285224	0.88511634	0.74191606	0.77833104	0.8604107	0.8632339	0.63841736	0.69275117	0.89480495	0.7454537	0.79441273	0.7481563	0.765229	0.9277035	0.88742	0.9118324	0.8904906	0.8430928	0.9340039	0.72785723	0.84237134	0.9096581	0.74247396	0.8176943	0.85957646	0.6847134	0.9136289	0.8879765	0.83036613	0.9585426	0.8934518	0.82932085	0.8784916	0.8683158	0.7806181	0.94432306	0.68644106	0.8721434	0.83636904	0.8955241	0.9052731	0.8184953	0.99084854	0.70739996	0.6369159	0.6476693	0.72440183	0.93873256	0.7048714	0.87273467	0.77354085	0.87059474	0.6527922	0.74493015	0.7629807	0.79818046	0.83904445	0.71060514	0.8798314	0.85804445	0.7663712	0.8810246	0.88720524	0.80618006	0.75668335	0.67376864	0.8788916	0.8835332	0.75236386	0.8484062	0.67361057	0.7913568	0.880049	0.807743	0.88549536	0.69272995	0.5809244	0.8998988	0.82971823	0.6687685	0.8900403	0.6848068	0.84155685	0.85814494	0.785432	0.7304542	0.94659805	0.81022334	0.66080284	0.85064375	0.6911547	0.7653589	0.86039835	0.86363745	0.8462081	0.8373509	0.830976	0.89655286	0.83197546	0.75781095	0.8843086	0.70795035	0.84052145	0.7500204	0.7197121	0.75881916	0.6955559	0.7651426	0.67603767	0.8000371	0.91363704	0.88929486	0.769047	0.9107825	0.8411636	0.75697494	0.7548255	0.8704717	0.8280955	0.88159424	0.7622989	0.82660216	0.7793697	0.84291804	0.8243269	0.8246134	0.8525454	0.6165084	0.787396	0.8845792	0.92316544	0.91220397	0.7730862	0.9706737	0.7373129	0.7921315	0.7989398	0.92795086	0.7158344	0.82375705	0.81787026	0.6383513	0.76401806	0.9489905	0.7544192	0.7251022	0.8532076	0.7092664	0.8099765	0.70268154	0.86461544	0.7738473	0.74539244	0.8589956	0.878492	0.7414702	0.7590222	0.7946926	0.8477062	0.80872864	0.91139346	0.76273656	0.8716975	0.70844066	0.9156916	0.7495098	0.8424257	0.9217122	0.8811263	0.82237786	0.615042	0.73269165	0.92041826	0.76808816	0.92191	0.94004023	0.79018974	0.8992676	0.80885863	0.8214565	0.8350528	0.8004288	0.8544426	0.8377026	0.7280899	0.62239224	0.91938704	0.6159897	0.8379259	0.81566006	0.7036043	0.67724645	0.9230737	0.8279922	0.64698386	0.7646377	0.7936244	0.619667	0.8844781	0.69377935	0.79169536	0.888796	0.7444408	0.56577194	0.82472086	0.73252785	0.8497904	0.81325996	0.67104214	0.66783714	0.75383824	0.6931269	0.7429824	0.7858609	0.8575597	0.8793929	0.75850224	0.9634415	0.84288186	0.88937825	0.70929176	0.741228	0.7991483	0.8071735	0.7303038	0.7511057	0.89288527	0.80394644	0.8759024	0.6805545	0.8518462	0.7318957	0.87123877	0.93449986	0.88510567	0.7900834	0.5874046	0.66544044	0.87833637	0.5410659	0.8179966	0.83042204	0.7930647
roem/noun	0.92675716	0.80773985	0.0	0.97062737	0.8487564	0.87390983	0.84054	0.78412884	0.89813215	0.95868284	0.7853801	0.9063161	0.8905195	0.7571723	0.80207014	0.81697893	0.89458525	0.8950163	0.8313807	0.87474954	0.94913894	0.8003827	0.79718024	0.8429092	0.7862961	0.8387315	0.85106456	0.85276973	0.89243054	0.9428006	0.93308365	0.88509995	0.7750635	0.94832253	0.8440899	0.93304574	0.9236279	0.9086696	0.84064716	0.8613048	0.88198936	0.912634	0.8453119	0.91008675	0.91280365	0.7946708	0.8731503	0.8775428	0.86100453	0.6991521	0.9291717	0.82726675	0.9070962	0.9355977	0.8479856	0.8833633	0.8821185	0.7244431	0.7729298	0.88436145	0.7535558	0.8928731	0.82902753	0.809816	0.9341451	0.84259605	0.7268569	0.8789553	0.8188845	0.75096714	0.76572996	0.8050387	0.8303218	0.8801686	0.85536885	0.78059065	0.8661743	0.90298575	0.9608785	0.864522	0.8649486	0.8590473	0.86892855	0.8743617	0.9151494	0.8942025	0.7508302	0.7334622	0.93619955	0.9077928	0.86565745	0.769532	0.8514186	0.8916479	0.887765	0.95301706	0.84589094	0.8787731	0.9307805	0.8990718	0.936334	0.8370118	0.89304876	0.8542947	0.904981	0.90305716	0.8812845	0.85120547	0.9473661	0.8871693	0.81585455	0.85298264	0.85566634	0.791082	0.8673865	0.84417295	0.7690349	0.7318147	0.8834067	0.92037034	0.9640388	0.91230613	0.8861571	0.94104856	0.6235508	0.84783113	0.8758954	0.7473284	0.8883557	0.86763465	0.5793224	0.94267696	0.80507064	0.88939476	0.86894053	0.77809894	0.9026087	0.859452	0.90331817	0.78889036	0.9230063	0.7469796	0.8791484	0.9112732	0.91297877	0.82882875	0.93009627	0.8422185	0.95292383	0.8824936	0.7248271	0.7721586	0.8578618	0.9459298	0.8848083	0.91737175	0.9627397	0.8816967	0.8185129	0.94539213	0.926174	0.90132076	0.8776804	0.84478426	0.85444605	0.8602007	0.9494099	0.9652104	0.8353065	0.8581008	0.92819643	0.7391931	0.98794806	0.927279	0.9012104	0.8835974	0.8414021	0.8978508	0.9284186	0.9698743	0.8362945	0.64102507	0.95856494	0.8932472	0.87677073	0.8607535	0.87894845	0.9263468	0.9233336	0.8474765	0.96700597	0.9617092	0.81066364	0.92798746	0.9432469	0.9463228	0.7234055	0.9194325	0.82921946	0.9506947	0.8463346	0.8500712	0.8275208	0.92140514	0.47572535	0.91019535	0.92789066	0.7161125	0.8290832	0.9556	0.90309376	0.7630573	0.89525133	0.8505126	0.8674019	0.8931964	0.7948451	0.9075608	0.9222889	0.86907434	0.9495288	0.9310048	0.82762384	0.82753974	0.9450152	0.861372	0.90473086	0.91881865	0.8314599	0.8623231	0.90056497	0.8449759	0.7395682	0.8997939	0.95935726	0.93091315	0.78834856	0.9088882	0.81827754	0.8401524	0.844563	0.8428245	0.8917569	0.94622153	0.87970114	0.84696853	0.8804919	0.81591403	0.80971277	0.87031114	0.926993	0.82873213	0.77688086	0.8664695	0.9624481	0.87878656	0.94510925	0.9383054	0.8132053	0.7924809	0.84136695	0.9508858	0.74940515	0.8731545	0.80080837	0.9218046	0.88153416	0.8497586	0.7567061	0.92186135	0.8261772	0.8638284	0.9623112	0.81836706	0.85973775	0.9433243	0.95821756	0.9240818	0.94815534	0.87041754	0.90440226	0.9118267	0.8366727	0.9222325	0.936267	0.91685903	0.74303234	0.81860405	0.84419477	0.91039133	0.8534454	0.85761225	0.87755096	0.9340383	0.8984648	0.85208213	0.81446433	0.87672853	0.85253024	0.9723593	0.8803056	0.7733558	0.87057626	0.91042054	0.88293105	0.89748967	0.8920453	0.9613185	0.92317724	0.71008027	0.836166	0.9004588	0.9191387	0.9566846	0.87884855	0.9360143	0.93744206	0.8333477	0.69556236	0.84868467	0.7912216	0.90715194	0.92907083	0.8149723	0.8810294	0.5742336	0.9491907	0.9253603	0.8734395	0.866747	0.93476456	0.7961626	0.91237867	0.69932216	0.77804524	0.8827219	0.7336701	0.87050563	0.8751863	0.96282595	0.9004597	0.86828464	0.9380907	0.794324	0.86406636	0.850786	0.70439446	0.81952584	0.8860202	0.9787695	0.8314028	0.8301536	0.84389454	0.8435815	0.8125378	0.82092786	0.85160255	0.9300836	0.867334	0.7599062	0.9186813	0.87398994	0.91413915	0.83032423	0.9043288	0.7843391	0.8984425	0.84574306	0.8899023	0.93161625	0.79366446	0.8783309	0.9222201	0.8815784	0.7796967
Stationstraat/noun	0.894549	0.9028737	0.97062737	0.0	0.7839856	0.50763094	0.98623705	0.8301023	0.9114246	1.0	0.9884041	0.95464957	0.89508027	0.9549511	0.9066309	0.98532134	0.88378525	0.9559392	0.97141355	0.9349463	0.9361596	0.97927076	0.92403674	0.8336895	0.9545718	0.9219587	0.9830063	0.82449245	0.94535685	0.9453613	0.626282	0.9320438	0.9219643	0.9977817	0.93617475	0.57900596	0.98787636	0.99068844	0.8429357	0.92075527	0.90167856	0.83273923	0.9770631	0.8536773	0.97983724	0.92477405	0.8706809	0.972106	0.9837341	0.9508537	0.6808073	0.8788297	0.92513365	0.9409968	0.89809483	0.982374	0.96315867	0.9338574	0.94784343	0.9893745	0.93243724	0.7772833	0.9785413	0.89459145	0.9334492	0.9848698	0.949626	0.97593105	0.92792916	0.8954347	0.926927	0.975578	0.97808933	0.9478479	0.9210091	0.92236954	0.8902514	0.88111687	0.9998695	0.65692246	0.9528151	0.986352	0.9223086	0.99661726	0.8674729	0.9282116	0.7742479	0.9878996	0.96298623	0.88942957	0.9953304	0.9530061	1.0	0.86708295	0.99003	0.9220744	0.8763272	0.96326923	0.95978415	0.9791952	1.0	0.8252931	0.9453645	0.9456953	0.82398784	0.97164524	0.91333234	0.95466495	0.8865353	0.9781148	0.8322289	0.9894271	0.8383247	0.9013849	0.94218254	0.7567032	0.92814124	0.9135912	0.82910824	0.9485225	0.9665947	0.95005566	0.9810448	0.9513915	0.9422097	0.9072541	0.62986183	0.88766885	0.9287905	0.75552803	0.9602629	0.9866854	0.86692417	0.9839632	0.8668728	0.828978	0.8382859	0.9526861	0.8107077	0.90840936	0.91546196	0.71807575	0.96425307	0.8346074	0.5566398	0.9880773	0.88723344	0.9505887	1.0	0.940416	0.99657947	0.83620954	0.94857603	0.82251483	0.88875353	0.8030697	0.97168845	0.949432	0.81444037	0.99545723	0.9768302	0.99673665	0.9461332	0.66496617	0.92848706	0.97168136	0.76675135	0.8891254	0.95798266	0.9845718	1.0	0.9430825	0.8095361	0.9504329	0.9822491	0.9114487	0.8912619	0.7759091	0.9439421	0.6358415	0.7743505	0.97838825	0.9385577	0.95896083	0.91383684	0.89354795	0.8292583	0.5741426	0.9807058	0.90082145	0.9505638	0.67850506	0.96695757	0.9667625	0.98703766	0.85936207	0.9687846	0.93171346	0.9740082	0.97730494	0.9343246	0.887323	0.82991374	0.93911844	0.9972013	0.9769109	0.99820566	0.9286423	0.95573694	0.92639685	0.8969165	0.8820319	0.9724459	0.8526811	0.9953365	0.9699345	0.98624873	0.974329	0.9460445	0.7125765	0.9609607	0.9528949	0.93466675	0.957959	0.9932717	0.983911	0.96221423	0.95219266	0.9071104	0.914424	0.8918555	0.9820318	0.94641936	0.9089035	0.95491767	0.8591785	0.81411016	0.96134377	0.8564752	0.9718723	0.9200705	0.83832896	0.97472286	0.9857083	0.96453154	0.9518393	0.7776021	0.8636785	0.99962807	0.9819986	0.8880986	0.9050737	0.9946224	0.88206446	0.91063756	0.8544807	0.8692454	0.9296513	0.98707455	0.9448162	0.9367454	0.9090402	1.0	0.9251356	0.92677695	0.9986337	0.96912843	0.9094395	0.8816404	0.9876341	0.8929938	0.92017853	0.9666076	0.88012916	0.9706342	0.8078346	0.8692794	0.90776944	0.956175	0.97915787	0.9933914	0.93356556	0.9713206	0.9553174	0.9615589	0.9816757	0.976007	0.90174466	0.8392583	0.974797	0.94007045	0.8755937	0.9984664	0.9247852	0.98872966	0.8618978	0.9414593	0.9560629	0.91368574	0.9442335	0.9650211	0.88614386	0.94955516	0.8499061	0.7828794	0.8453407	0.99116844	0.98731786	0.9161806	0.9621377	0.8290936	0.96242595	0.94075143	0.99664456	0.9447421	0.94209856	0.859591	0.6984327	0.9322948	0.91632444	0.9979792	0.9780395	0.96244216	0.974863	0.9846079	0.9858061	0.87446356	0.9718646	0.98515797	0.8886773	0.9692119	0.9440171	0.6112671	0.9590992	0.82153445	0.92793095	0.9473337	0.86079955	0.9541575	0.91528946	0.9129133	0.960825	0.9235047	0.9343613	0.91400117	0.89263517	0.9895667	0.97797734	0.8374481	0.96424377	0.9263878	0.97942364	0.7935438	0.9538075	0.90982205	0.9454628	0.90115297	0.9381589	0.9102699	0.9521383	0.9670227	0.89903635	0.9377766	0.9625918	0.93135446	0.9359853	0.99087703	0.9229015	0.91180706	0.93325484	0.956979	0.94892144	0.64790535	0.9719422	0.8341204
rugzak/noun	0.6921115	0.64028645	0.8487564	0.7839856	0.0	0.78510374	0.90513587	0.6298648	0.84663945	0.9381445	0.90515304	0.5768869	0.66717863	0.7161063	0.6852529	0.8932365	0.73382276	0.8934381	0.93257946	0.77786374	0.7298652	0.82828665	0.81716734	0.91359115	0.84917784	0.5615287	0.89215064	0.78173757	0.8502306	0.92259055	0.7064878	0.949648	0.8352655	0.8976772	0.7731462	0.80909765	0.918187	0.91555476	0.6746893	0.7749199	0.5654837	0.817634	0.885514	0.8351285	0.73403233	0.86626726	0.70743966	0.68666136	0.8774562	0.8313001	0.7691243	0.6149449	0.9631907	0.91083896	0.8734746	0.7709754	0.7921129	0.7512931	0.7756721	0.9312615	0.7607784	0.88968635	0.91018355	0.8075592	0.8674511	0.8645073	0.95748204	0.92809355	0.6606337	0.88358575	0.94249284	0.8374572	0.7692039	0.88337857	0.860852	0.89171225	0.73534477	0.7076057	0.96455175	0.49801677	0.90278184	0.9047537	0.40999663	0.92427015	0.8472843	0.74561465	0.7621404	0.9300754	0.89526844	0.7449919	0.7740314	0.651228	0.90168107	0.6238744	0.8909947	0.922084	0.7032973	0.9039164	0.82570744	0.91380936	0.6950891	0.83377016	0.9490733	0.6798312	0.6513175	0.7074959	0.66876924	0.8989017	0.8695266	0.8094167	0.80692863	0.9167024	0.8314956	0.8592642	0.70201325	0.79071355	0.6520309	0.7920419	0.73795205	0.89064825	0.9261703	0.802836	0.955145	0.82089144	0.98689955	0.78800005	0.7364885	0.9025084	0.8270741	0.7432511	0.88150114	0.926539	0.72197926	0.8339826	0.71307397	0.6163863	0.66475487	0.7815657	0.26332653	0.8166624	0.8895207	0.7894887	0.8260826	0.6616398	0.6035573	0.8395513	0.8776051	0.89744925	0.9848412	0.84875274	0.98462	0.6450891	0.82976806	0.8386981	0.69136477	0.56178814	0.81088114	0.7987947	0.8899475	0.82830614	0.71121967	0.98082197	0.8808925	0.7039007	0.93808734	0.96148175	0.6531365	0.91205466	0.6443087	0.60358644	0.93424463	0.96817034	0.9777183	0.8677782	0.97515094	0.5307036	0.7881734	0.6353122	0.917692	0.90136635	0.83507574	0.9313776	0.8768638	0.9448847	0.83056515	0.79511446	0.78574383	0.837535	0.9335888	0.7529125	0.85619336	0.8447965	0.8172246	0.85257304	0.9077384	0.75026375	0.81852365	0.6110988	0.888097	0.9659138	0.8513894	0.76998717	0.65438855	0.74399376	0.9354935	0.91728896	0.9653035	0.8029339	0.78291595	0.8049718	0.8273622	0.6371008	0.76203287	0.60145664	0.8787825	0.9219233	0.7966446	0.5871346	0.8772166	0.69515073	0.73938334	0.90786755	0.4981634	0.8976354	0.8983164	0.93242	0.95865345	0.83185995	0.8057133	0.91247195	0.8147104	0.67206633	0.8022837	0.8890565	0.86166674	0.7652048	0.7019365	0.6872256	0.63834965	0.89491385	0.6324701	0.884775	0.77379394	0.9564236	0.8174588	0.93733084	0.66110003	0.91479075	0.8598668	0.9314751	0.8584498	0.9137996	0.87715554	0.7930228	0.80984324	0.90854514	0.4741385	0.89206094	0.9228833	0.7229909	0.7906612	0.6868873	0.94612503	0.8190614	0.76646	0.95935094	0.89790255	0.8095678	0.7394948	0.9606088	0.8047016	0.95881855	0.6371578	0.7000386	0.88768685	0.9772467	0.63541555	0.61683583	0.86674184	0.78733444	0.8956702	0.68497765	0.9067473	0.8777754	0.764442	0.8867372	0.8784167	0.77952236	0.79982173	0.86086595	0.7964083	0.8072949	0.89228344	0.7335194	0.8325295	0.71535915	0.695495	0.812961	0.8753343	0.8114625	0.9146859	0.7701494	0.726527	0.8889863	0.79507005	0.8282672	0.9507222	0.95647734	0.51692563	0.9294926	0.8132275	0.8045176	0.8992412	0.60585415	0.9109102	0.68444645	0.78563035	0.5194794	0.9640768	0.5612297	0.87470657	0.8511684	0.87525755	0.8309714	0.96902174	0.95152366	0.7976141	0.60698974	0.78304964	0.8025031	0.7487234	0.75740075	0.65253663	0.91753244	0.7014652	0.64458394	0.84968674	0.92231	0.7317418	0.8673923	0.47803903	0.6703846	0.7668287	0.7508377	0.615277	0.8229024	0.85522306	0.920566	0.71599364	0.97230655	0.8312061	0.8756989	0.54858387	0.79735816	0.7758237	0.76164204	0.82743555	0.87264526	0.8401151	0.9560684	0.88889784	0.752308	0.81904995	0.8466374	0.94164425	0.8157278	0.9419584	0.7228341	0.7700295	0.7017397	0.9225728	0.80968714	0.7259649	0.8025905	0.8340641
