	langzaam/adj	rand/noun	tot/comp	zestien_meter/noun	aantal/noun	trek_weg/verb	gelijkwaardig/adj	voor/comp	schiet/verb	poëzie/noun	gezelschap/noun	maar/adv	Waals/adj	steven_af/verb	alweer/adv	achter/prep	scoor/verb	systeem/noun	statuut/noun	naar/prep	je/det	Cliteur/name	component/noun	Hugo/name	omslag/noun	elkaar/pron	Zeeburg/name	echter/adv	naam/noun	enorm/adj	isolement/noun	bijvoorbeeld/adv	die/det	te/comp	soort/noun	arm/adj	riem/noun	werk_af/verb	constructie/noun	concurrent/noun	tijd/noun	kleding/noun	53/num	en/vg	punt/noun	iemand/noun	Ma/name	design/noun	mede_leerling/noun	laat/adj	puzzel/verb	blik/noun	in/prep	h/noun	man/noun	sluimer/adj	ergens/adv	aan/prep	Julius/name	graag/adj	geel/adj	verhaal/noun	Mugabe/name	rood/noun	wagen/noun	zak_DIM/noun	men/pron	opnieuw/adv	rij/noun	halfweg/prep	raadselachtig/adj	zodra/comp	te/adv	toeschouwer/noun	misschien/adv	laaghangend/adj	licht/adj	erkenning/noun	klassieker/noun	voet/noun	auto/noun	dat/pron	kop/noun	arm/noun	gelijkmaker/noun	zakdoek/noun	stuur/noun	klacht/noun	top/noun	naai/verb	Brul/name	zijn/det	Mpenza/name	langs/prep	wolk/noun	zone/noun	rechthoek/noun	beeld/noun	wagon_DIM/noun	Brussels/adj	fietser/noun	halfuur/noun	toestel/noun	trein_DIM/noun	Van/name	eindeloos/adj	zichzelf/pron	hunker/verb	Vanden/name	beide/pron	doorgebroken/adj	zeven/num	zelden/adv	Lauwe/name	touw_DIM/noun	weerszijden/noun	waaraan/pp	geregeld/adj	wielertoeristen/noun	veter/noun	pyjama/noun	afdaling/noun	poëtisch/adj	ronde/noun	los/verb	waarom/adv	poot_DIM/noun	Star/name	hand/noun	door/part	oog/noun	of/comp	want/vg	daarvoor/pp	klein/adj	sla/verb	ten/fixed	doelman/noun	sprinter/noun	ons/det	probeer/verb	zoals/pron	ergens/noun	er/noun	maak_op/verb	fiets/noun	waarnaar/pp	Dirk/name	ideaal/adj	zondag_avond/noun	outfit/noun	waarna/pp	pedaal/noun	Bartali/name	houvast/noun	tas/noun	om/prep	Landuyt/name	mijn/det	verandering/noun	ze/pron	toen/adv	brei/verb	nadat/comp	roem/noun	beugel/noun	gek/noun	totdat/comp	gevecht/noun	rust/noun	hersens/noun	nogal/adv	geluid/noun	meteen/adv	tijdelijk/adj	door/prep	auteur/noun	duim/noun	getrokken/adj	eens/adj	tien/num	afwerking/noun	NCMV/name	doos/noun	Schuddinck/name	Vermant/name	zweet/adj	bouwsel/noun	blijf/verb	mij/pron	negeer/verb	decoratief/adj	scheidsrechter/noun	hun/det	me/pron	zodat/comp	schouder/noun	strafschop/noun	Vereecke/name	herinnering/noun	renner/noun	allemaal/adv	link/noun	beetje/noun	zover/comp	strijker/noun	brom_fietser/noun	speler/noun	er/adv	been/noun	immers/adv	ketting/noun	voor/adv	Claeys/name	haak/noun	kabel/noun	zo'n/det	Laer/name	ogenblik/noun	muur/noun	77/num	onderaan/adv	toe/adv	doelbewust/adj	fataal/adj	Martens/name	spektakel/noun	Jaspers/name	enkel/det	nestel/verb	tempo/noun	ineen/pp	fluit/verb	leg/verb	Merelbeke/name	teen/noun	diezelfde/det	White/name	anekdote/noun	ken_toe/verb	vervolgens/adv	demonstratief/adj	Alesi/name	eind/noun	om/part	zo/adv	in/part	remedie/noun	je/pron	nadien/pp	onzekerheid/noun	slotminuut/noun	snel/adj	De/name	gestalte/noun	maar/vg	Inzaghi/name	foutief/adj	wagen_DIM/noun	Rossi/name	en/of/vg	iedereen/pron	tweede/num	Bangoura/noun	berg/noun	manoeuvre/noun	plastic/adj	trap/verb	Hans/name	negatief/adj	val/verb	vracht_wagen/noun	zit/verb	door/comp	Mike/name	Pasanen/name	uur/noun	waardoor/pp	reden/noun	zich/pron	broche/noun	donderdag_morgen/noun	Gino/name	oma/noun	ik/pron	Denijs/name	halverwege/prep	Baouf/name	al/comp	stuk/adv	mis/verb	stuur/verb	zin_DIM/noun	Verlinden/name	onbekend/adj	Kanu/name	voertuig/noun	kleed_DIM/noun	Numan/name	Armstrong/name	hij/pron	Stijn/name	even/adj	bescherm/verb	kar/noun	Mutavdzic/name	uitblinker/noun	brok_DIM/noun	trap/noun	trein/noun	dief/noun	scenario/noun	lijf_DIM/noun	mat/noun	strafschop_gebied/noun	detail/noun	Penders/name	23/noun	ref/noun	beide/det	regisseur/noun	Marion/name	Crasson/noun	af/part	word/verb	Verbond/name	Libbrecht/name	alsof/comp	deur/noun	Bergen/name	8.15/noun	dan/adv	leverancier/noun	Giovanni/name	nog/adv	Ruth/name	onhandig/adj	tijdje/noun	alles/noun	zestien/num	beneden/adv	wetswijziging/noun	hoed_DIM/noun	Baby/name	net/adv	Arthur/name	achteraan/pp	kwartier/noun	minuut/noun	schrijver/noun	woest/adj	onverbiddelijk/adj	kort/adv	achter/adv	en/adv	energiek/adj	alleen/adv	een/adv	zet_om/verb	personage/noun	pin/noun	doe_mee/verb	harnas/noun	Koller/name	gaandeweg/adv	gesloten/adj	buiten/prep	gemeente_personeel/noun	midden/prep	gedachte/noun	hobby/noun	Christina/name	linnen/noun	prikkeldraad/noun	ongestraft/adj	tak/noun	Kristof/name	Sam/name	tegenstander/noun	nadrukkelijk/adj	hang/verb	één/num	Radzinski/name	stuiter/verb	opmerking/noun	seconde/noun	stop/verb	penalty/noun	rechter_been/noun	overkant/noun	soms/adv	daarop/pp	lantaarnpaal/noun	af/adv	met/prep	rugzak/noun	daarin/pp	Thomas/name	telkens/adv	Adriaens/name	ervan/pp	vinger/noun	Praet/name	song/noun	ter/prep	heen/part	hoogte/prep	Laureys/name	volk/noun	Duhalde/name	even/adv	terwijl/comp	pan/noun	daardoor/pp	gewoon/adj	haar/det	ach/tag	of/adv	dimensie/noun	geheugen/noun	zuiver/adj	toen/comp	Depoorter/name	partner/noun	sfeer/noun	naar/adj	knoop/noun	ordening/noun	Bouma/name	traditioneel/adj	ontwerp/verb	zelf/adv	Nelis/name	echo/noun	herstel/noun	vorm/noun	onmiddellijk/adj	Mestdagh/name	sjaal_DIM/noun	twee/num	Moor/name	of/vg
langzaam/adj	0.0	0.75077057	0.6406765	0.88683283	0.7905791	0.71373206	0.8857064	0.7986449	0.6969961	0.81276405	0.79354006	0.77169484	0.90499794	0.7193078	0.7493593	0.74658453	0.88550115	0.7774602	0.89445764	0.6473592	0.67109776	0.87300354	0.789937	0.9251299	0.8427831	0.6376366	0.84711224	0.76508725	0.89027405	0.704695	0.7952293	0.78122634	0.72288895	0.7380861	0.67574203	0.7008939	0.81292737	0.7495168	0.74538565	0.7680128	0.75906557	0.82485414	0.8912001	0.58250123	0.90867877	0.7404049	0.94683254	0.90463245	0.8112605	0.8125276	0.7575226	0.5824289	0.7484542	0.9464353	0.8093735	0.7719513	0.730692	0.83674926	0.9112457	0.8160976	0.7585459	0.79492587	0.76252896	0.8262502	0.8112095	0.8702671	0.74830675	0.72882664	0.76084244	0.8177128	0.76600087	0.628487	0.6683613	0.73403096	0.78489906	0.80462337	0.661325	0.8192447	0.8808962	0.7359371	0.80031335	0.64566916	0.65945154	0.69243217	0.85462844	0.82304233	0.7886343	0.93142736	0.74312115	0.88478714	0.9716266	0.66205263	0.92313147	0.6289467	0.58865047	0.90003073	0.889483	0.6929643	0.826635	0.92214996	0.806131	0.83988327	0.76307535	0.7156775	0.97320807	0.64905673	0.768437	0.82278824	0.9592913	0.7894289	0.86129713	0.849353	0.77508813	0.9501668	0.7826843	0.72632444	0.78871167	0.67722327	0.91137695	0.69000566	0.85643655	0.72370744	0.77957433	0.8306143	0.7236444	0.83841	0.6812874	0.9320299	0.76256704	0.6400304	0.75778383	0.8360468	0.77759993	0.885787	0.6236302	0.72791255	0.8382724	0.8970976	0.7408249	0.75130635	0.6914828	0.76423	0.8618829	0.78352356	0.7537709	0.77844036	0.80445147	0.96542305	0.8391068	0.84724146	0.8356339	0.6121541	0.7954746	0.9478483	0.715587	0.7473637	0.86937565	0.8843401	0.7111638	0.7261456	0.6289615	0.81074554	0.82938254	0.82945263	0.83002317	0.75998336	0.8224353	0.6274874	0.81538975	0.86181533	0.65639555	0.71768296	0.6130954	0.7313849	0.7716236	0.64994705	0.87492347	0.6849818	0.6482264	0.8638466	0.87946796	0.8398572	0.9568794	0.73245066	0.9698812	0.94576865	0.8394306	0.75787175	0.73704416	0.8500955	0.7136036	0.81528544	0.8587411	0.64065117	0.78182214	0.56957483	0.7083256	0.8814852	0.9545238	0.7660725	0.79043853	0.7123308	0.8414186	0.6909789	0.8663347	0.71732235	0.9103117	0.8709115	0.7419199	0.6299034	0.79209715	0.76903856	0.7460847	0.9484872	0.78628826	0.67872554	0.71611786	0.955184	0.78235686	0.71191686	0.90328574	0.7532739	0.66926837	0.73887646	0.77138716	0.94271237	0.84084696	0.9473044	0.79226375	0.6837194	0.564039	0.7659273	0.85980904	0.773772	0.92472345	0.7740221	0.8024169	0.9467544	0.7959033	0.95976293	0.57180226	0.7174129	0.9418806	0.8269318	0.75101066	0.754495	0.7393972	0.84358126	0.69234127	0.7598385	0.75755155	0.92793494	0.44417977	0.98939043	0.781783	0.7291535	0.8765301	0.895914	0.6756469	0.9117416	0.8129227	0.7583674	0.8629614	0.92767745	0.6330201	0.7077228	0.7519688	0.81227314	0.95334715	0.78364086	0.687109	0.80343103	0.6957438	0.6757355	0.96087813	0.87718505	0.9383651	0.5058281	0.8881218	0.7082447	0.9353726	0.8654674	0.9522196	0.85448545	0.82816976	0.96729225	0.7589576	0.92945576	0.77610373	0.8298985	0.7884833	0.7935815	0.7884244	0.9219345	0.8800142	0.9252421	0.79769933	0.8600798	0.93503344	0.7491678	0.7011984	0.9510483	0.6777239	0.826468	0.6985658	0.94564044	0.93054515	0.8101027	0.7521633	0.7236861	0.8812685	0.7978107	0.72903144	0.8055283	0.8185376	0.74563074	0.8716016	0.89385337	0.8676991	0.741251	0.9056846	0.8354149	0.96952784	0.7129383	0.7907447	0.9527591	0.9708994	0.60352284	0.7840079	0.8656375	0.93390214	0.7751682	0.82502663	0.88620377	0.8439034	0.90331197	0.7099379	0.7826146	0.6546851	0.86328137	0.55820477	0.82598567	0.88874745	0.9572539	0.7661449	0.92403275	0.7353449	0.8405609	0.8197696	0.88052505	0.77221537	0.69265676	0.86367065	0.721261	0.68406254	0.65890557	0.7751833	0.81314915	0.8417506	0.75574505	0.8452556	0.90489054	0.8340141	0.8866248	0.65745085	0.79752445	0.87241113	0.90883934	0.85526115	0.7452027	0.88154334	0.95714206	0.929178	0.71388775	0.81752646	0.6355219	0.97138095	0.900281	0.8325447	0.6974925	0.6862036	0.8265339	0.9552238	0.7954985	0.84646684	0.75323063	0.8139126	0.8784554	0.75754064	0.8032027	0.5856389	0.82010984	0.8519891	0.7423727	0.6176864	0.79529685	0.7773166	0.959424	0.715512	0.9503166	0.77717036	0.73094004	0.9234708	0.72196597	0.89815295	0.6601455	0.9000221	0.9575288	0.83607495	0.8420414	0.78621626	0.48986417	0.68782175	0.69174516	0.69531846	0.6731275	0.8397507	0.86549926	0.80147284	0.7505034	0.80724275	0.7824862	0.94653	0.9175331	0.79244727	0.73402923	0.74666125	0.90833354	0.88096946	0.7988678	0.781535	0.7691718	0.9469948	0.7252445	0.6623978	0.7465813	0.7028261	0.95607096	0.8854943	0.75471604	0.9244865	0.62283254
rand/noun	0.75077057	0.0	0.83263016	0.8654275	0.93663085	0.8537538	0.9416738	0.8334697	0.6345998	0.95413136	0.9074498	0.93028164	0.86056817	0.9323845	0.8593339	0.82968307	0.81143403	0.9210042	0.94444185	0.8321714	0.7501316	0.9525342	0.90820277	0.8749051	0.92211384	0.85201615	0.9552395	0.9436355	0.930935	0.81964743	0.9633543	0.8682912	0.861537	0.92532104	0.8418169	0.8046165	0.89696795	0.8929055	0.8271382	0.95457655	0.96411085	0.818389	0.95192564	0.74500024	0.8733933	0.85228527	0.92985994	0.93104136	0.9145607	0.9268264	0.95166284	0.7644868	0.57937425	0.9625976	0.84861517	0.92159444	0.776527	0.87929577	0.9408775	0.9000637	0.7952192	0.94556373	0.8771766	0.7121261	0.8966576	0.856096	0.88951486	0.8681388	0.8489708	0.82931495	0.9270532	0.7608522	0.86366236	0.80300826	0.9281892	0.8709879	0.76306325	0.96437836	0.9676636	0.64653033	0.88209677	0.86168164	0.7156904	0.6988232	0.7330735	0.8653331	0.88911605	0.91105056	0.77242994	0.846949	0.9578426	0.7353669	0.73653865	0.7080052	0.7510098	0.77454555	0.77517307	0.8894878	0.90972275	0.73998165	0.8962192	0.7991978	0.89219785	0.87959504	0.9039842	0.8354209	0.9193373	0.93971837	0.8963917	0.9136278	0.6008114	0.9234985	0.9315638	0.8647179	0.75977147	0.65927935	0.8824253	0.75610924	0.92023176	0.7166251	0.835846	0.91337365	0.929283	0.9119007	0.8276206	0.94230026	0.78239685	0.9607138	0.71550655	0.8717749	0.86093485	0.9043585	0.8694892	0.9428992	0.70750964	0.8510708	0.8010534	0.71424395	0.93191504	0.75472176	0.8460423	0.85323	0.88001686	0.8886626	0.88736665	0.8370319	0.9334472	0.9169712	0.810391	0.8594824	0.87646455	0.60999185	0.86690015	0.9738676	0.86339056	0.7542557	0.90564215	0.9034939	0.780611	0.9695462	0.8091903	0.8719718	0.8588872	0.7873459	0.953201	0.9237107	0.8781866	0.82144743	0.8715676	0.8582528	0.8145646	0.84921914	0.87995017	0.87140596	0.9070407	0.7600477	0.91535044	0.8057821	0.8194022	0.9839771	0.914817	0.9191984	0.96844643	0.8285793	0.9858348	0.80386704	0.8603215	0.83329546	0.8360912	0.910016	0.866933	0.8790393	0.618744	0.7984091	0.85018736	0.74646664	0.79837966	0.7618251	0.94148844	0.8766347	0.9398069	0.819363	0.79953945	0.8568847	0.95780754	0.91349256	0.93659365	0.78682834	0.88405997	0.7189807	0.9317005	0.80182505	0.89503413	0.92552483	0.8388125	0.81926215	0.8444155	0.9637921	0.8336705	0.6163788	0.8838876	0.8117028	0.7767632	0.9112311	0.73568475	0.8981004	0.83273363	0.9073947	0.92170596	0.8899125	0.8027356	0.93455887	0.7082778	0.65326226	0.9565587	0.8106553	0.792677	0.9354632	0.93238986	0.82083297	0.66901517	0.8867439	0.93420935	0.90261155	0.8876793	0.91962886	0.7541387	0.9018929	0.850334	0.8242267	0.9307641	0.8354884	0.8822341	0.94623226	0.92127466	0.785246	0.8252598	0.6055523	0.86630744	0.94839716	0.86187994	0.8704215	0.9151922	0.6944138	0.80561095	0.8931898	0.7258197	0.6683992	0.9652227	0.9410069	0.69843346	0.8864572	0.7599267	0.8351349	0.8920702	0.9635923	0.95075995	0.7531253	0.97558	0.8018545	0.91635436	0.921082	0.9571662	0.88981485	0.90619993	0.95483744	0.80533516	0.9458027	0.9035346	0.92764336	0.7952372	0.8901897	0.92017764	0.7993325	0.93098605	0.875162	0.8778769	0.8679589	0.9822858	0.9393258	0.7748203	0.9223334	0.7662543	0.92197466	0.87480116	0.8599262	0.77399373	0.93271244	0.59763783	0.8992706	0.9046897	0.92101365	0.8593	0.70494163	0.7424358	0.9083079	0.8759222	0.92203885	0.61802554	0.79970485	0.97861683	0.9330297	0.76309407	0.8327767	0.8184334	0.99914885	0.84710217	0.7561399	0.826858	0.80586547	0.9857083	0.85845935	0.9287322	0.92408705	0.9063814	0.9329425	0.8609109	0.88846004	0.8217362	0.83029455	0.6845937	0.9814505	0.8321907	0.9809397	0.5694759	0.96971196	0.80542344	0.81187624	0.80790144	0.96353996	0.8167817	0.77424115	0.9201859	0.7290252	0.73567045	0.8951199	0.88185745	0.90587246	0.654399	0.9195446	0.8586421	0.8930805	0.9297911	0.93010813	0.9481068	0.8488477	0.46003753	0.92190576	0.74559605	0.8678101	0.96496475	0.9190722	0.8342669	0.8302967	0.7048905	0.81183434	0.8913003	0.9366904	0.56348157	0.7895406	0.64432293	0.8316719	0.7085265	0.84848505	0.9370424	0.8812667	0.6770718	0.72069937	0.84474814	0.800035	0.8344937	0.88214886	0.84357494	0.79085934	0.7365569	0.914675	0.8686988	0.87255	0.7358828	0.89536446	0.8718093	0.7421428	0.80400383	0.90336347	0.87839395	0.73276925	0.67952144	0.97563213	0.870439	0.9182798	0.6704159	0.6859603	0.7937666	0.8740865	0.87554926	0.77442	0.83098024	0.90956646	0.903395	0.895563	0.7408209	0.69267225	0.9635204	0.98729503	0.9144822	0.83487153	0.8453088	0.9828414	0.82411146	0.8718406	0.92242277	0.9398659	0.94073594	0.92241704	0.8956476	0.85559857	0.8822466	0.9213962	0.83117217	0.862477	0.92799294	0.7324772
tot/comp	0.6406765	0.83263016	0.0	0.78047925	0.87402964	0.68900657	0.9106985	0.53045857	0.60357016	0.8110835	0.8385409	0.6791606	0.87727225	0.759434	0.5501403	0.6397785	0.66540766	0.8531266	0.8802884	0.76318383	0.6789542	0.9382089	0.92696875	0.88575	0.85573715	0.62451756	0.887027	0.66578805	0.8495296	0.7812065	0.8381281	0.83084655	0.712571	0.68263984	0.7754605	0.8133504	0.7679401	0.62442493	0.85378885	0.84161884	0.61471486	0.8235426	0.90003705	0.67463785	0.875062	0.72671044	0.85191643	0.93619716	0.8565097	0.6752767	0.6763813	0.69814664	0.76063365	0.90134954	0.779149	0.84160787	0.6194949	0.75698423	0.91113675	0.6649544	0.74962777	0.7609178	0.84873986	0.6669952	0.7761401	0.82046944	0.77286446	0.6773722	0.7024156	0.68573856	0.79560703	0.6314868	0.7796352	0.76283884	0.73111045	0.8737287	0.75978625	0.88228714	0.86879694	0.7045997	0.7603154	0.8137107	0.68105876	0.7135778	0.6387751	0.7610089	0.716063	0.90965927	0.84003276	0.77033305	0.8690605	0.7375359	0.8001693	0.64629877	0.73383284	0.8549099	0.72137636	0.8311187	0.83781314	0.8232023	0.79989994	0.6813949	0.82687116	0.7713382	0.8969039	0.68134356	0.74788195	0.8800256	0.8893726	0.8452594	0.73692214	0.81186664	0.75415564	0.8523922	0.748191	0.697229	0.7701632	0.6519077	0.8793594	0.7799465	0.7433047	0.7808585	0.8650635	0.8191672	0.6753036	0.7311633	0.76038694	0.8677522	0.7184902	0.6679932	0.6906176	0.62099606	0.58987963	0.8323529	0.78375614	0.63148	0.84968513	0.66239625	0.8550571	0.824335	0.6176707	0.82615924	0.7393445	0.7171495	0.79058325	0.6965553	0.82853943	0.890069	0.7736507	0.7895125	0.7747692	0.5498899	0.6742073	0.863028	0.7439939	0.7407225	0.84047055	0.8045163	0.7254432	0.8220955	0.70216113	0.5187056	0.73679936	0.59082216	0.79780185	0.7372023	0.7649738	0.39713502	0.7893944	0.662579	0.7344866	0.76696473	0.8013486	0.61211425	0.81382835	0.70993406	0.9208316	0.7756227	0.7779715	0.8121116	0.77490604	0.74533546	0.90534264	0.734679	0.9348964	0.8480304	0.7546854	0.84797466	0.7381422	0.7291721	0.7317071	0.8488917	0.74038315	0.7671862	0.70032597	0.5881594	0.7501391	0.7025124	0.8435677	0.82760257	0.7644193	0.75243485	0.8289756	0.6935295	0.7885165	0.84493446	0.89460236	0.73677164	0.7739246	0.644101	0.7485153	0.7330364	0.79895616	0.87124413	0.7774631	0.7797385	0.7499862	0.9105162	0.65129906	0.7154076	0.883793	0.8075488	0.7060585	0.79719114	0.69225794	0.84132504	0.88840675	0.930557	0.73650515	0.77094233	0.63869274	0.76310784	0.6813797	0.7258804	0.8941752	0.7304344	0.65602016	0.8802484	0.7933448	0.86395615	0.5513323	0.825057	0.93462414	0.8491858	0.7423326	0.72380245	0.76507366	0.7446884	0.65488505	0.572652	0.7398745	0.80686975	0.6463568	0.9047728	0.8268641	0.58828384	0.8266845	0.7266004	0.72659683	0.8651895	0.8640182	0.7545234	0.7035159	0.84523547	0.7169529	0.73182946	0.8025126	0.57819396	0.89618635	0.8608805	0.7133614	0.7773423	0.5861262	0.6439732	0.86686325	0.86794096	0.86866015	0.6602888	0.86871487	0.81528866	0.8994168	0.861635	0.8214371	0.81285155	0.6994791	0.93612754	0.78338414	0.8430968	0.6637378	0.8462664	0.70385146	0.74246836	0.751832	0.7855928	0.87843996	0.86943966	0.78119785	0.8243896	0.9191827	0.81021035	0.713182	0.8755442	0.58162105	0.87621295	0.7696408	0.8697778	0.77970076	0.8256818	0.613429	0.70449007	0.8478878	0.8337891	0.8105768	0.74836665	0.74168587	0.8335483	0.79549426	0.9183077	0.7302063	0.8006985	0.9020889	0.87786597	0.931896	0.6419404	0.7509105	0.9692602	0.9147496	0.5519117	0.73137116	0.8722836	0.91055894	0.57546294	0.84619683	0.8896564	0.65352505	0.8948914	0.7627592	0.6755761	0.6636088	0.7789204	0.7076272	0.9422595	0.87384534	0.8949673	0.7292582	0.9564406	0.7367687	0.670539	0.6600193	0.9454403	0.7553916	0.6046757	0.7222876	0.6387945	0.70079726	0.79459155	0.8151415	0.8080119	0.7519485	0.8242055	0.8000432	0.80141115	0.75933146	0.7831569	0.81321967	0.7694168	0.7705001	0.880895	0.80267113	0.6959529	0.7522985	0.92842734	0.88413006	0.8261107	0.72921425	0.88694525	0.88799936	0.8870511	0.7493639	0.81656635	0.67038333	0.74618447	0.82616335	0.80056536	0.87891364	0.6845975	0.66495436	0.7308953	0.84400606	0.6919653	0.61607224	0.6987109	0.8451681	0.72677505	0.6581199	0.7946741	0.8136998	0.9088265	0.6191644	0.8359137	0.79794526	0.7222438	0.85507727	0.763157	0.90404606	0.67598736	0.82249945	0.89384675	0.8319941	0.8700879	0.7009143	0.5504956	0.7534007	0.72291255	0.6142967	0.75900733	0.79202807	0.826861	0.88958585	0.76182616	0.79162264	0.48213774	0.9479613	0.905158	0.8211363	0.7787754	0.7192699	0.9466079	0.8483423	0.84562737	0.78297824	0.7390371	0.791456	0.8090489	0.762383	0.84585494	0.66887534	0.8467345	0.83634186	0.73301345	0.8630014	0.6751676
zestien_meter/noun	0.88683283	0.8654275	0.78047925	0.0	0.9490019	0.84530294	0.92485505	0.8851928	0.6639508	0.95577127	0.931006	0.90864825	0.83227277	0.84453285	0.7056828	0.8915137	0.5772409	0.9366945	0.9440158	0.8138025	0.8686352	0.9288181	0.9412879	0.8783453	0.947285	0.8838024	0.9514791	0.6746328	0.92094374	0.920818	0.9717462	0.91711295	0.84179485	0.84685594	0.9841008	0.9299219	0.9375357	0.81612694	0.899379	0.9049082	0.8052998	0.973656	0.77535874	0.8327818	0.8528224	0.85288024	0.9287553	0.9700261	0.9079223	0.7369379	0.90849864	0.9060495	0.8600539	0.8281259	0.9051636	0.9745502	0.8564585	0.86312395	0.90481913	0.9337582	0.6237434	0.96137476	0.9202182	0.59526163	0.8488335	0.91944003	0.92238486	0.6824465	0.91790366	0.6571018	0.9144199	0.87313104	0.8543185	0.80825067	0.8740871	0.9536725	0.6876136	0.9225068	0.9505647	0.65756315	0.8752496	0.95060265	0.85042775	0.8111417	0.55147237	0.9294547	0.8822215	0.82809377	0.94302845	0.92182773	0.6668492	0.85978866	0.5405457	0.76332533	0.85772383	0.7257787	0.35584724	0.8190402	0.9289457	0.74289554	0.92115843	0.45855808	0.9079155	0.9130394	0.64226943	0.94039583	0.88203263	0.9511273	0.7095928	0.8672441	0.5551131	0.90678513	0.8648727	0.80541116	0.8994583	0.8635762	0.94189215	0.7965574	0.9270074	0.9115394	0.88300717	0.92169595	0.9249576	0.89580536	0.82293534	0.8881944	0.8186209	0.9386262	0.84671414	0.8903558	0.863413	0.9739473	0.7914555	0.86231667	0.95261395	0.82428217	0.89859736	0.5108405	0.9442279	0.8568891	0.8611004	0.9505947	0.8808224	0.8569532	0.8303105	0.8691959	0.9679103	0.8391888	0.9082141	0.8524756	0.88899904	0.643724	0.73359954	0.9150382	0.9318762	0.92951417	0.936354	0.85252315	0.88516223	0.9313713	0.87327814	0.71126103	0.93003726	0.62579036	0.9313504	0.90254515	0.81757146	0.8574562	0.8297429	0.46072304	0.9111402	0.90174437	0.91198236	0.6191767	0.87559485	0.7505856	0.8996294	0.78008556	0.9400414	0.96639794	0.8829073	0.7717855	0.9710172	0.9105952	0.8752941	0.547173	0.901628	0.90085703	0.8317475	0.8922857	0.86175877	0.92080885	0.55197597	0.90144324	0.90217257	0.8147548	0.79285544	0.436054	0.75248265	0.921832	0.9387521	0.9462837	0.73997223	0.88805956	0.9417784	0.9064159	0.9033173	0.59759665	0.8915447	0.7652515	0.8015596	0.86271167	0.9175867	0.69914156	0.89037246	0.871913	0.93964434	0.7700804	0.84220564	0.81047803	0.7652222	0.8504459	0.8585249	0.89077246	0.68841934	0.6069801	0.94211006	0.8319636	0.84166014	0.9146589	0.9036807	0.925164	0.51854813	0.840005	0.89388865	0.7612008	0.59255946	0.8917298	0.9331587	0.68528175	0.7455432	0.8458171	0.97366893	0.93610436	0.67495614	0.89272857	0.9069092	0.93972003	0.9010942	0.581256	0.91920865	0.6310288	0.7937368	0.70217526	0.9033525	0.67377377	0.67039704	0.5252255	0.9115483	0.8937067	0.83688647	0.9200472	0.75115293	0.70479107	0.915722	0.8546796	0.9006923	0.5130871	0.9242545	0.95062256	0.81106937	0.88762385	0.91590106	0.81793314	0.8220716	0.7553629	0.91981024	0.7585945	0.9151722	0.9257449	0.9407151	0.90436614	0.8553213	0.92098594	0.86903393	0.7312033	0.8334795	0.912369	0.8893077	0.93876135	0.6132345	0.7773086	0.93536603	0.5592103	0.9089426	0.7682483	0.82783985	0.9346321	0.9210869	0.91161364	0.7575384	0.7994858	0.6842556	0.94930077	0.93212205	0.7308557	0.5994027	0.908434	0.6100581	0.87504476	0.90632	0.9028126	0.89197934	0.6857036	0.32895964	0.9704343	0.6012363	0.9345959	0.5794309	0.8158336	0.9079408	0.91752183	0.6546119	0.818046	0.79892975	0.9804375	0.8641561	0.863289	0.8057513	0.72885597	0.96869105	0.86940044	0.9183419	0.84679055	0.8299211	0.8677459	0.87747604	0.87830436	0.92836714	0.5341035	0.82071286	0.8973515	0.92301756	0.97016716	0.74709475	0.96948206	0.8507142	0.53838795	0.50264144	0.94089234	0.866713	0.76177555	0.63647366	0.73241127	0.8593244	0.88602525	0.91030943	0.9148921	0.64182335	0.94398695	0.9104945	0.96748257	0.94943786	0.5867978	0.93475175	0.920162	0.81006885	0.9181084	0.9671322	0.9067309	0.9361845	0.9403564	0.9176377	0.8709459	0.69019747	0.9525253	0.7868072	0.8367807	0.69781274	0.83597803	0.8834225	0.87456787	0.6113828	0.78866774	0.9099189	0.79132485	0.6469829	0.45291	0.7994622	0.5169063	0.90737665	0.7068521	0.9033298	0.8844249	0.8966027	0.9392021	0.9045326	0.78750455	0.8115586	0.67407775	0.9656463	0.73420686	0.75905293	0.9085543	0.9097405	0.86265516	0.90596396	0.7971971	0.9728264	0.9452904	0.72394043	0.7998145	0.86425936	0.8648888	0.84021956	0.9156671	0.856573	0.9492726	0.94785184	0.930175	0.75326145	0.6333991	0.80292326	0.95134974	0.888842	0.8154656	0.93440646	0.9595947	0.7029317	0.95815855	0.97991633	0.855786	0.75299567	0.9266411	0.90855044	0.9417625	0.7507362	0.7698775	0.947156	0.8074166	0.8934949	0.90675277
