	23/noun	8.15/noun	Bangoura/noun	Cubaans/adj	Stationstraat/noun	Waals/adj	achter/adv	af/adv	alleen/adv	allemaal/adv	alles/noun	arm/adj	arm/noun	auto/noun	beeld/noun	beugel/noun	bijvoorbeeld/adv	blijf/verb	blik/noun	bouwsel/noun	brei/verb	brom_fietser/noun	component/noun	concurrent/noun	constructie/noun	dagenlang/adj	dan/adv	decoratief/adj	demonstratief/adj	design/noun	detail/noun	deur/noun	dief/noun	dimensie/noun	doelbewust/adj	donderdag_morgen/noun	doorgebroken/adj	doos/noun	dribbel/noun	duim/noun	echo/noun	echter/adv	een/adv	eindeloos/adj	en/adv	energiek/adj	enorm/adj	er/adv	ergens/adv	ergens/noun	even/adj	even/adv	fataal/adj	fiets/noun	fietser/noun	fluit/verb	foutief/adj	gedachte/noun	geheugen/noun	gek/noun	gelijkmaker/noun	geluid/noun	gemeente_personeel/noun	gesloten/adj	gestalte/noun	getrokken/adj	gewoon/adj	gezelschap/noun	golf/noun	h/noun	haak/noun	halfuur/noun	hand/noun	harnas/noun	herinnering/noun	hersens/noun	herstel/noun	hoed_DIM/noun	houd_over/verb	hunker/verb	ideaal/adj	iemand/noun	immers/adv	isolement/noun	kabel/noun	kamp/verb	kar/noun	klassieker/noun	kleding/noun	klein/adj	koers/noun	kraag/noun	laaghangend/adj	laat/adj	lach/verb	ladder/noun	leverancier/noun	licht/adj	lijf_DIM/noun	linnen/noun	maak_op/verb	macht/noun	man/noun	masse/adv	mat/noun	mede_leerling/noun	mee/adv	metalen/adj	meteen/adv	minuut/noun	muur/noun	naai/verb	naam/noun	naar/adj	nadrukkelijk/adj	negatief/adj	net/adv	nog/adv	of/adv	oma/noun	onbekend/adj	onderaan/adv	onderuit/adv	ongestraft/adj	onhandig/adj	ontwijk/verb	onzekerheid/noun	oog/noun	opnieuw/adv	ordening/noun	outfit/noun	overkant/noun	pan/noun	papa/noun	perfect/adj	plastic/adj	poot_DIM/noun	poëtisch/adj	poëzie/noun	prikkeldraad/noun	punt/noun	puur/adj	puzzel/verb	pyjama/noun	raadselachtig/adj	raak_kwijt/verb	rad/noun	rand/noun	ref/noun	regisseur/noun	rem/noun	renner/noun	roem/noun	ronde/noun	rood/noun	scenario/noun	scheidsrechter/noun	schrijver/noun	seconde/noun	sjaal_DIM/noun	sla/verb	slotminuut/noun	sluimer/adj	soms/adv	song/noun	statuut/noun	stoeprand/noun	strafschop_gebied/noun	stuiter/verb	stuk/adv	stuur/noun	systeem/noun	tas/noun	tegenstander/noun	telkens/adv	tijd/noun	tijdelijk/adj	time/verb	toe/adv	top/noun	touw_DIM/noun	tovenaar/noun	trap/noun	trein_DIM/noun	trek_weg/verb	trouwring/noun	uur/noun	verandering/noun	verslag/noun	vervolgens/adv	veter/noun	vinger/noun	voertuig/noun	voet/noun	volk/noun	voor/adv	vorm/noun	wagen/noun	wagon_DIM/noun	wetswijziging/noun	wiel/noun	wielertoeristen/noun	woest/adj	wolk/noun	word/verb	zakdoek/noun	zelf/adv	zestien_meter/noun	zet_om/verb	zin_DIM/noun	zit/verb	zo/adv	zondag_avond/noun	zone/noun	zuiver/adj	zweet/adj
23/noun	0.0	0.86090565	0.9477411	0.92825127	0.8965343	0.92057854	0.9489682	0.9318655	0.92648685	0.9239575	0.94022226	0.91715056	0.9452135	0.83650064	0.8992032	0.9619815	0.88036036	0.93173534	0.9114689	0.9360991	0.91716486	0.81030107	0.96203107	0.93489885	0.9282131	0.9578509	0.9735664	0.9692513	0.8937234	0.9036049	0.93750393	0.7712258	0.85374296	0.95221865	0.9625673	0.8531494	0.97561365	0.92533183	0.96981937	0.9603926	0.9384516	0.92721087	0.95430875	0.926478	0.9374279	0.9364476	0.91881233	0.9364969	0.89914626	0.9566838	0.9284063	0.80270004	0.8579286	0.90152496	0.8281641	0.91210437	0.97252184	0.94880265	0.9343959	0.9265119	0.94538397	0.9241019	0.95188874	0.7846615	0.9393426	0.92599267	0.94261587	0.8781282	0.93979716	0.8441348	0.95403284	0.9422703	0.9320601	0.96178675	0.90293956	0.9457872	0.95242536	0.95215964	0.94875455	0.95506287	0.92436236	0.9462706	0.899601	0.9554804	0.9612509	0.9137303	0.94744897	0.85818076	0.9297173	0.9325516	0.920719	0.94546765	0.9884681	0.8495237	0.910125	0.95730925	0.93864757	0.8979744	0.9869119	0.9714472	0.8864255	0.8656425	0.8848475	0.96749526	0.95782363	0.9710958	0.89011043	0.96377933	0.9172018	0.886804	0.92728114	0.95542926	0.87638175	0.9035573	0.93285954	0.9554493	0.8950921	0.94054073	0.9357118	0.9023231	0.84238493	0.94188553	0.9303926	0.9808248	0.94847214	0.9466483	0.96918005	0.91058844	0.85800755	0.9641953	0.9642238	0.92877746	0.93265575	0.9158394	0.91900426	0.95399654	0.9797484	0.93228424	0.89563406	0.9507901	0.9025477	0.9351813	0.96043324	0.96562505	0.9053612	0.94176424	0.95606595	0.9319524	0.94103605	0.8688937	0.94969517	0.8840623	0.91303885	0.8639897	0.9293447	0.9103153	0.9059174	0.8374374	0.9288822	0.97306716	0.8909012	0.98031706	0.9644538	0.9424064	0.88944495	0.92766964	0.9585373	0.97608906	0.9811578	0.9440337	0.9358556	0.9545351	0.94547284	0.9290192	0.68833005	0.9174941	0.90967643	0.8862076	0.94176334	0.9097867	0.9458927	0.94909805	0.9146532	0.9339362	0.9162673	0.97313195	0.65619445	0.91554826	0.84260833	0.92016834	0.9624749	0.9408415	0.90013444	0.92131305	0.9014289	0.9456638	0.94226956	0.8518222	0.9954622	0.8962127	0.929604	0.89714074	0.94642377	0.9241366	0.6422298	0.950656	0.9293997	0.9878865	0.93946564	0.9449549	0.9290813	0.80141234	0.7796494	0.93326724	0.9595775	0.95140296
8.15/noun	0.86090565	0.0	0.97667503	0.9883572	0.8246543	0.97656375	0.989985	0.99309665	0.99402565	1.0	1.0	0.9977286	0.98348105	0.8335317	1.0	0.99158597	0.9911371	0.99381804	0.99364936	0.999648	0.97058284	0.75683093	0.9994281	0.99616057	1.0	0.9840103	0.9923364	0.99846464	0.99319965	0.9933431	1.0	0.884179	0.8845241	1.0	0.9989852	0.8496593	0.99744797	0.9812988	0.98144686	0.9737921	0.9920082	1.0	0.9855304	0.9963678	0.9924898	0.9801795	0.99892807	0.97936594	0.9971202	0.9758212	0.98871154	0.90746045	0.9712799	0.96292406	0.77845204	0.97324324	0.9723499	1.0	1.0	1.0	0.9950928	0.99162817	0.96159047	0.9140728	0.9723363	0.99834925	0.99611336	0.9811035	0.9928274	0.94203657	0.9667	0.9746073	1.0	1.0	0.9996898	0.9901152	0.9950181	0.9916276	0.9850501	0.9896885	0.98727494	0.9968932	0.99128705	0.99349	0.9855543	0.9926235	0.986349	0.9857545	0.9805048	1.0	0.9877338	0.9593237	1.0	0.97402954	0.97895175	0.98531973	0.99346167	0.9610021	0.99026597	0.99582744	0.9800187	0.99961287	0.93627894	0.982568	0.9737217	0.8756097	0.9926826	0.9978061	0.9942769	0.97884375	0.9954667	0.99277866	0.99911517	0.99607253	0.9975616	0.99250925	0.9991942	0.9957665	1.0	0.9729764	0.94060594	0.99115884	0.97530043	0.9913707	0.9761184	0.98736924	0.9939304	0.9970434	0.9858602	0.9832512	0.9887483	0.9982432	0.9921988	0.9888616	0.9758019	0.9768425	0.99816465	0.98440844	1.0	0.99176675	0.9724767	0.9996638	0.9844412	0.9170066	0.99197155	0.97859913	0.98127085	0.99166685	0.9933181	0.9846493	0.979805	0.9266696	0.98941153	0.9602579	0.9860997	0.99902976	0.9797827	0.99587005	0.9697162	0.932069	0.96081746	0.99779475	0.99936587	0.990975	1.0	0.9954985	0.97201496	0.9955262	0.9818373	0.99491864	0.9414848	1.0	0.997279	0.9922945	0.8037874	0.98913294	0.9984354	0.9738669	0.9936238	0.98872805	0.9843997	0.9996447	0.9990078	0.9544822	0.99075717	0.9946214	0.7995846	0.9990657	0.9675011	0.999794	0.9898183	0.98765415	0.90007883	0.9917048	0.99817455	0.99429375	1.0	0.882589	0.97960573	0.972012	0.9945417	0.90544283	0.9964181	0.9830512	0.92403984	1.0	0.99658895	1.0	0.98070335	1.0	0.9908131	0.99016446	0.8911102	0.95738035	0.9808575	0.9828404
Bangoura/noun	0.9477411	0.97667503	0.0	0.97682613	0.9330736	0.9510135	0.8831649	0.9832069	0.94269335	0.9609343	0.97629094	0.9826766	0.97937256	0.99174887	0.98510253	0.89615625	0.97527295	0.9349381	0.9982875	0.99587834	0.9378666	0.9470109	0.9785852	0.9603547	0.99576753	0.98954004	0.9656189	0.97006387	0.9780979	0.98420584	0.99265563	0.9810053	0.9946954	0.9904765	0.98553145	0.96909654	0.89317054	0.9847565	0.9450061	0.915718	0.99056405	0.9567061	0.95670986	0.9995116	0.99853224	0.98339236	0.97900116	0.98693603	0.9804465	0.9931174	0.95999753	0.9432051	0.9708943	0.98489636	0.974267	0.94135386	0.88858247	0.98043245	0.97647464	0.9973103	0.8814924	0.99608856	0.972916	0.98004377	0.9764082	0.969735	0.975075	0.9934232	0.99393916	0.8738607	0.9868327	0.84145105	0.98175377	0.98105556	0.99081296	0.97954035	0.98956805	0.9587623	0.9658523	0.9674976	0.97312653	0.98615026	0.9888012	0.99969894	0.98208773	0.9752654	0.9963765	0.9956265	0.99144113	0.99978435	0.96732736	0.9887087	0.96671116	0.9758067	0.9475796	0.9881417	0.9930428	0.9759365	0.98786616	0.98323447	0.9807577	0.9962055	0.98400843	0.99111027	0.9385641	0.95727116	0.9784938	0.99518466	0.9398712	0.77895117	0.99481636	0.98310584	0.9900125	0.98992544	0.98175794	0.98166424	0.9281877	0.95787853	0.9892288	0.9327442	0.99214524	0.93787754	0.9007443	0.9759429	0.9982709	0.98240465	1.0	0.98181885	0.928004	0.9857415	0.98836184	0.93809897	0.97402996	0.981138	0.9123659	0.99729437	0.98263353	0.96968925	0.9960616	0.9862554	0.87150073	0.99878156	0.9865991	0.96598756	0.9926867	0.9848467	0.95218617	0.9957854	0.9236014	0.9786962	0.9893532	0.9032059	0.98737127	0.8753145	0.6969336	0.9872115	0.9109765	0.98992467	0.86119384	0.98787016	0.9899533	0.8794024	0.95402724	0.960546	0.99215287	0.99670494	0.91063666	0.9439286	0.950632	0.98058313	0.9958712	0.9928999	0.9965522	0.95290244	0.9205891	0.98038584	0.9759741	0.9844629	0.99275964	0.9649632	0.99136376	0.9875403	0.8905614	0.95923716	0.9791965	0.97168934	0.9478658	0.99172443	0.99261	0.97321045	0.96571445	0.9955589	0.94139403	0.8907032	0.99444884	0.9874578	0.9822243	0.9917649	0.9922443	0.96177435	0.97961336	0.9389404	0.98408467	0.99265534	0.9707377	0.9851772	0.97902477	0.8552274	0.9296402	0.96197146	0.9691845	0.99947447	0.9670889	0.97990894	0.958115	0.99825656
Cubaans/adj	0.92825127	0.9883572	0.97682613	0.0	0.98801035	0.9473248	0.9767522	0.9678916	0.96494865	0.9610883	0.9770394	0.9253484	0.9565831	0.9063955	0.9472251	0.95958894	0.9470712	0.99176276	0.93569386	0.9864103	0.96605986	0.94511324	0.98312116	0.9393654	0.96507716	0.958426	0.9861186	0.99074215	0.9750509	0.98125076	0.972785	0.9542448	0.9525538	0.95778096	0.9907646	0.9655393	0.967862	0.9708133	0.95636666	0.94269276	0.98180574	0.9709407	0.9556914	0.9484433	0.93866724	0.90461105	0.96438473	0.9535664	0.94325674	0.9732235	0.97539383	0.915916	0.9160144	0.94824225	0.90297127	0.9630883	0.9918148	0.9635981	0.9719479	0.9800394	0.9823009	0.91367	0.9651754	0.96367717	0.9676933	0.98204756	0.9673521	0.9178572	0.9491594	0.96468973	0.9480743	0.9943966	0.9307992	0.9911503	0.91665566	0.97521126	0.97834903	0.9691881	0.9564224	0.9763101	0.9526236	0.98456055	0.95192385	0.96764314	0.9525961	0.95494884	0.96836126	0.88243663	0.94906133	0.9465709	0.95864266	0.95626926	0.9389181	0.95534074	0.9539048	0.9533828	0.9448648	0.9544238	0.99713445	0.9960654	0.95876	0.9008263	0.87904495	0.9874472	0.9821515	0.961961	0.9443652	0.9732119	0.96793586	0.93271214	0.98307484	0.9874779	0.93179446	0.96917176	0.9498732	0.987136	0.897278	0.9685433	0.9463618	0.92764527	0.92826897	0.9593465	0.9718502	0.9839402	0.9653207	0.9690366	0.97228396	0.96855116	0.95911074	0.97401357	0.9507422	0.95677835	0.97238773	0.9409962	0.9505711	0.949508	0.99310434	0.94296694	0.94491434	0.9954384	0.9454958	0.97084016	0.99996614	0.99378425	0.95471656	0.9259479	0.9838189	0.9485959	0.95560026	0.8921569	0.9768484	0.914956	0.95214605	0.9319166	0.9653031	0.93248713	0.9372573	0.8618849	0.9491177	1.0	0.914583	0.9990148	0.97740245	0.9419905	0.9449061	0.9593238	0.98740697	0.9601069	0.9863591	0.9249149	0.927166	0.9724551	0.93340683	0.94902015	0.9650615	0.9803028	0.9410095	0.9646391	0.96290755	0.95854914	0.9833634	0.9663861	0.97047263	0.98121303	0.95231986	0.98385036	0.96652246	0.9507355	0.94249725	0.9526521	0.9925425	0.9485752	0.9354063	0.9555251	0.9410595	0.9672583	0.97287005	0.92992616	0.9934225	0.9643919	0.95203364	0.96997994	0.98438567	0.97854936	0.90353805	0.99255544	0.9696539	1.0	0.9750119	0.9696894	0.9709033	0.99168164	0.910423	0.97344714	0.95973754	0.9798622
Stationstraat/noun	0.8965343	0.8246543	0.9330736	0.98801035	0.0	0.97556597	0.9877717	0.9802355	0.9961643	1.0	1.0	0.9846823	0.99723804	0.9432165	0.99839574	0.95822734	0.9972486	0.9663725	1.0	0.9753618	0.94521	0.8810528	0.99186194	0.9875112	1.0	0.93566495	0.95487756	0.9992572	0.9800445	0.9863891	0.9947292	0.9245093	0.86251545	0.99264926	0.9809772	0.8815542	0.99688125	0.96882063	0.9770925	0.97783804	0.988104	0.98832077	0.98490405	0.99835014	0.9891101	0.9719257	1.0	0.97455245	0.98067504	0.98731774	1.0	0.9328469	0.9915431	0.9582791	0.88627946	0.9446094	0.9758179	0.9905241	0.9929036	0.9819781	0.98035264	0.9914266	0.96962786	0.9271781	0.9590088	0.97172624	0.98035485	0.9600116	0.9774295	0.9269738	0.998898	0.97052234	0.9688422	0.98211193	0.9941527	0.98632085	0.9896362	0.98433155	0.9682817	0.976349	0.9834128	0.99376017	0.978093	0.9922597	0.9686631	0.9594936	0.96305746	0.97667867	0.9776335	0.9817522	0.97897553	0.95751125	0.94647527	0.9961812	0.98055565	0.98054695	0.98511624	0.9798671	1.0	0.98250014	0.96879506	0.9865189	0.97374415	0.9664749	0.9798423	0.9508	0.99391484	0.9895925	0.97638106	0.9646099	0.9913487	0.9573935	0.9948329	0.9836585	0.9914003	0.99598855	0.9945658	0.99005204	0.99610436	0.9483026	0.9385681	0.9780647	0.9749132	0.99638796	0.9806397	0.9935909	0.98217213	0.9959441	0.9658021	0.9629169	0.9812622	0.9882376	0.9890179	0.96026045	0.99458975	0.9722089	0.990988	0.9538742	0.97872597	0.9818891	0.95957464	0.9809424	0.9772892	0.9791163	0.98045194	0.9897566	0.97012097	0.98668826	0.9963068	0.9945283	0.9832666	0.9599519	0.99124956	0.97161055	0.97288734	0.9905261	0.9651286	0.9859476	0.9571029	0.9983343	0.98477733	1.0	0.9954118	0.99407583	1.0	0.9915347	0.9868417	1.0	0.9979467	0.9903968	0.96672666	0.99019444	0.98909336	0.99545515	0.8711083	0.99965876	0.980447	0.96078813	1.0	0.99233705	0.998367	0.9636905	0.9891862	0.94097126	0.9478081	0.9770469	0.8906997	0.99323124	0.9693828	1.0	0.95078856	0.9882807	0.93632454	0.9793584	0.9849702	0.99569696	1.0	0.9544907	1.0	0.9387388	0.9855817	0.9160817	0.9636604	0.97754014	0.9551131	0.98209876	0.9950557	1.0	0.9888898	0.9785465	0.98812914	0.98541117	0.9426674	0.94085646	0.9967248	0.97212255
Waals/adj	0.92057854	0.97656375	0.9510135	0.9473248	0.97556597	0.0	0.96030456	0.9652861	0.9250726	0.9447876	0.95741075	0.95082307	0.93191904	0.9107456	0.95947206	0.97745275	0.90519416	0.8784285	0.96069103	0.97646785	0.9426824	0.94006675	0.96554023	0.9136442	0.9637624	0.9540857	0.96527535	0.99113405	0.9768176	0.9650639	0.9085673	0.9182317	0.93091357	0.9764007	0.95803964	0.94717544	0.9831893	0.95760375	0.97880846	0.9338715	0.9930603	0.9053348	0.9827583	0.9601707	0.9644393	0.9717071	0.95138687	0.9267984	0.9255127	0.98673964	0.93500316	0.9076108	0.9380747	0.93004733	0.90303683	0.95428175	0.965958	0.938531	0.97379446	0.9908019	0.89996403	0.93451935	0.9954429	0.95443285	0.9759227	0.9905209	0.9298018	0.89988923	0.967748	0.91024554	0.97356004	0.950085	0.9278139	0.98102856	0.9511448	0.99466413	0.97649103	0.96918315	0.88084704	0.96082515	0.9436685	0.93463445	0.88602316	0.9713864	0.97503364	0.91867393	0.9309265	0.91259354	0.95061857	0.9548454	0.8945521	0.96233964	0.9810887	0.9405443	0.9233039	0.9801757	0.91875446	0.88932633	0.9861289	0.9807787	0.90978	0.94505185	0.90071386	0.99909127	0.96553624	0.9622176	0.89106005	0.97512025	0.900129	0.87627965	0.96922594	0.98876625	0.9211916	0.9314001	0.936411	0.93089896	0.90256536	0.89432305	0.9902921	0.94348085	0.8939354	0.96623313	0.8889349	0.9614033	0.9638122	0.9543697	0.96412903	0.9614846	0.84103894	0.9583545	0.9889371	0.9584983	0.97112787	0.9142568	0.9403169	0.94166267	0.9959537	0.9754202	0.96193933	0.9576356	0.87003577	0.92834395	0.95634264	0.9907644	0.9837357	0.93861157	0.992409	0.9589165	0.9317473	0.93861175	0.9512969	0.91150194	0.9743002	0.86405027	0.8839661	0.91294324	0.9023917	0.93927777	0.88287514	0.9870536	0.9123615	0.9664771	0.99612164	0.9600534	0.9717132	0.9232949	0.99862254	0.968656	0.9808876	0.93914264	0.9276346	0.9407874	0.9708423	0.9181814	0.9551675	0.9623263	0.93720853	0.9837018	0.9763872	0.8941129	0.97287136	0.9903699	0.9178673	0.9769151	0.96527886	0.96788615	0.9657109	0.95670825	0.94337696	0.9206394	0.96603084	0.9478617	0.89533526	0.8918473	0.95556206	0.9456585	0.92942524	0.8862351	0.9880499	0.9663093	0.9224117	0.978071	0.97045517	0.9441695	0.90333873	0.98194593	0.93052113	0.94062775	0.9255457	0.98444974	0.9136487	0.9825068	0.92163134	0.93968904	0.9255388	0.98701847
achter/adv	0.9489682	0.989985	0.8831649	0.9767522	0.9877717	0.96030456	0.0	0.9749052	0.94872665	0.95446306	0.9620167	0.94909626	0.9688316	0.94587594	0.97908777	0.9439274	0.9296596	0.94308466	0.96754384	0.99409133	0.93322194	0.93271095	0.98334366	0.87887585	0.9643223	0.9849723	0.9507028	0.9777646	0.97942364	0.97529167	0.9841727	0.97016144	0.9543781	0.99056506	0.9854864	0.96457726	0.96168053	0.9609141	0.9757304	0.8106783	0.99061614	0.93220294	0.978473	0.9766412	0.9589079	0.9626878	0.95357937	0.97346985	0.96252775	0.95662653	0.89080954	0.9242901	0.9319352	0.95881355	0.94761926	0.95217264	0.9570407	0.97620744	0.96989757	0.9878591	0.9112698	0.98477817	0.9753028	0.9613765	0.93757194	0.9992383	0.9460394	0.95750904	0.9351844	0.9603238	0.9733842	0.8552624	0.9467374	0.98463064	0.9464904	0.99682003	0.97125584	0.97254086	0.942158	0.98653054	0.958881	0.9747814	0.942445	0.9851761	0.9746884	0.9519874	0.9492384	0.9596656	0.98597926	0.93978614	0.94167393	0.9937243	0.99188834	0.924001	0.9593685	0.9681856	0.97343737	0.93687785	0.9758414	0.999676	0.9712317	0.96611977	0.94516677	0.9548218	0.88168204	0.9963089	0.9380885	0.97455883	0.84202915	0.85397327	0.9537175	0.996246	0.9631542	0.96130973	0.97666615	0.9578843	0.9430859	0.92199606	0.9729032	0.95537955	0.9505069	0.9162042	0.72334623	0.9870296	0.9828237	0.97746754	0.9853543	0.97881234	0.90844905	0.98933226	0.96075124	0.950772	0.89820147	0.9690641	0.9202141	0.9502397	0.94614774	0.99431336	0.9732652	0.9757571	0.9148548	0.9572968	0.9871558	0.9996219	0.9988234	0.93530446	0.9921032	0.9612378	0.9588975	0.9638951	0.97544456	0.9781491	0.96903974	0.913964	0.7690469	0.9732093	0.85454965	0.96272314	0.928053	0.99955803	0.900406	0.78244513	0.9900287	0.9710405	0.97971356	0.9847358	0.9990086	0.924987	0.98682266	0.97983164	0.9666891	0.97208524	0.97483927	0.86814094	0.9312793	0.9569096	0.97528744	0.96868545	0.9706995	0.9454264	0.9938347	0.9955996	0.9025542	0.98571557	0.9700967	0.99221224	0.9594561	0.95526236	0.97589254	0.847551	0.99613565	0.9812676	0.9577738	0.9400481	0.9672506	0.9759886	0.9791901	0.9507105	0.9988312	0.97939134	0.9827051	0.9791234	0.96677864	0.9509015	0.9420264	0.9745359	0.9682388	0.9509529	0.83693165	0.9962986	0.96041054	0.99512726	0.9222475	0.94728005	0.95496845	0.9856144
af/adv	0.9318655	0.99309665	0.9832069	0.9678916	0.9802355	0.9652861	0.9749052	0.0	0.9053085	0.92681175	0.9209068	0.9703663	0.9272033	0.9790689	0.89978594	0.98140883	0.86821616	0.8996398	0.9475133	0.99981403	0.9725623	0.9760474	0.9985282	0.92471415	0.9717977	0.97028625	0.9612873	0.9999427	0.9390016	0.96423703	0.9435702	0.9256348	0.9765956	0.9838192	0.9515674	0.97733134	0.9690742	0.96257156	0.98237956	0.9587281	0.95858747	0.93199974	0.9790929	0.9069327	0.40315706	0.99290174	0.9184601	0.9715251	0.9312469	0.98122364	0.88930506	0.9020061	0.93770766	0.9472613	0.9778385	0.9697056	0.9611669	0.9185605	0.9598763	0.98641026	0.95314604	0.94399	1.0	0.960803	0.96072567	0.9845815	0.9225432	0.9138989	0.95793706	0.9825859	0.99674106	0.9643236	0.9202362	0.99965054	0.883575	0.97907203	0.9732993	0.9822209	0.9585035	0.9833963	0.9468198	0.8924981	0.9024332	0.9554138	0.97829854	0.9422522	0.98424906	0.95136267	0.935713	0.9240874	0.9792021	0.95976436	0.97893375	0.87954	0.8791199	0.96152866	0.9402097	0.9028145	0.9852498	0.9729545	0.9402809	0.95021147	0.94739485	0.9989593	0.99934274	0.979882	0.9254101	0.9870562	0.9030849	0.9404572	0.9477919	0.9796335	0.88361233	0.9532953	0.9532296	0.97143066	0.8643351	0.95292705	0.953874	0.95252055	0.92435986	0.9643406	0.95052785	0.9951029	0.9739264	0.9586327	0.9740119	0.91714793	0.9022738	0.97868633	0.9860048	0.93084043	0.9799383	0.94619685	0.91082585	0.9622695	0.99134684	0.9765168	0.9190599	1.0	0.96291614	0.9292672	0.9581451	0.9814391	0.95540553	0.9649563	1.0	0.92474633	0.98013955	0.9020589	0.9556252	0.9623242	0.95144325	0.94693226	0.97285324	0.93111473	0.955135	0.89610296	0.96302766	0.99061215	0.94765157	0.9554062	0.98735714	0.88209915	0.9121399	0.9507742	1.0	0.9627587	0.9888609	0.95250046	0.98453075	0.9235998	0.98696953	0.96856385	0.9297131	0.9287155	0.9362907	0.9895324	0.4779467	0.91836643	0.97584856	0.99091494	0.931137	0.9864539	0.9728455	0.9834882	0.9609489	0.9435182	0.9481143	0.9170524	0.9974151	0.9217634	0.9787712	0.88088566	0.93796813	0.9404044	0.92577994	0.9767511	1.0	0.9826904	0.98962	0.9771135	0.9280789	0.92963326	0.9767238	0.9977618	0.86368746	0.9898254	0.9401348	0.96758235	0.93091655	0.9711129	0.9484816	0.9666881	0.93593	0.96928596
alleen/adv	0.92648685	0.99402565	0.94269335	0.96494865	0.9961643	0.9250726	0.94872665	0.9053085	0.0	0.795981	0.88428885	0.9072612	0.90310633	0.9308821	0.8671297	0.98710364	0.77147317	0.84202075	0.89769393	0.9751285	0.96437365	0.9907451	0.96600074	0.8532331	0.9426548	0.97490865	0.8664305	0.9855054	0.98084414	0.96705747	0.9101655	0.8942402	0.9647747	0.9751772	0.97517073	0.9800658	0.8968064	0.95660293	0.9311686	0.95773005	0.97413784	0.781182	0.96123785	0.94915396	0.8668636	0.9679553	0.8673913	0.92489773	0.92014813	0.9434187	0.85000765	0.870869	0.94688666	0.90297353	0.96930355	0.94911635	0.9627224	0.90386844	0.95616305	0.975737	0.8788575	0.90972173	0.958472	0.9268284	0.95785624	0.9909268	0.858484	0.8617387	0.95551145	0.95733887	0.9775781	0.9276173	0.8276644	0.9872022	0.92645454	0.98781735	0.92602324	0.9776784	0.9119543	0.96384186	0.8608843	0.8366546	0.83112437	0.93192464	0.9318837	0.87304246	0.9497174	0.9212842	0.9152933	0.8486572	0.9203413	0.97073126	0.9555373	0.8174529	0.86637497	0.9746377	0.9291923	0.9012988	0.9647819	0.93294984	0.920352	0.893214	0.9407197	0.92544216	0.98086524	0.9803709	0.82382166	0.979142	0.8415096	0.8988276	0.916817	0.96665525	0.804363	0.94673437	0.9047216	0.92083085	0.76288915	0.88084406	0.917857	0.9465544	0.91256285	0.9517736	0.9075496	0.9553849	0.94318783	0.9226559	0.95451784	0.8582595	0.8118702	0.9659401	0.96805286	0.9259022	0.9767189	0.9482633	0.8621955	0.9413853	0.9775579	0.98339623	0.95786506	0.9769655	0.91783243	0.88832015	0.96424395	0.9706661	0.9914268	0.89458084	0.98097545	0.9328864	0.9567062	0.92652416	0.95007676	0.9145734	0.9801634	0.91888845	0.92742205	0.92064685	0.9374442	0.9084661	0.9211917	0.95851594	0.8962589	0.9766328	0.97792584	0.8609183	0.9500092	0.9534323	1.0	0.90835184	0.9798815	0.90143174	0.9464724	0.9109573	0.937468	0.8711106	0.92660135	0.8785653	0.9039369	0.9927531	0.8832209	0.8944025	0.96002626	0.9303649	0.8522196	0.9888571	0.9439875	0.97942656	0.9617967	0.894532	0.9421474	0.87850904	0.9787985	0.9040931	0.943745	0.8780621	0.89206237	0.9236044	0.850121	0.93903005	0.9831212	0.982584	0.9268162	0.97940755	0.92075574	0.96315217	0.91794705	0.9770464	0.8001638	1.0	0.9428955	0.964425	0.84718746	0.95513767	0.9304128	0.9533069	0.9123284	0.97164476
