	23/noun	53/num	77/num	8.15/noun	Adriaens/name	Alesi/name	Armstrong/name	Arthur/name	Bangoura/noun	Bartali/name	Bouma/name	Brande/name	Breukink/name	Brul/name	Chirac/name	Claeys/name	Cliteur/name	Cubaans/adj	De/name	Denijs/name	Dirk/name	Gino/name	Giovanni/name	Hans/name	Hugo/name	Jaspers/name	Kanu/name	Koksijde/name	Koller/name	Kristof/name	Laer/name	Landuyt/name	Laureys/name	Lauwe/name	Libbrecht/name	Ma/name	Madeleine/name	Marion/name	Martens/name	Merelbeke/name	Mike/name	Moor/name	Mpenza/name	Mugabe/name	Mutavdzic/name	NCMV/name	Nelis/name	Numan/name	Ommen/name	Pasanen/name	Penders/name	Praet/name	Radzinski/name	Rossi/name	Rotterdam/name	Ruth/name	Schröder/name	Schuddinck/name	Segers/name	Star/name	Stationstraat/noun	Steve/name	Thijs/name	Thomas/name	Van/name	Vanden/name	Vereecke/name	Verlinden/name	Vermant/name	Waals/adj	White/name	aan/prep	achter/adv	achter/prep	af/adv	alleen/adv	allemaal/adv	alles/noun	arm/adj	arm/noun	auto/noun	beeld/noun	beide/pron	beugel/noun	bijvoorbeeld/adv	blijf/verb	blik/noun	bouwsel/noun	brei/verb	brom_fietser/noun	buiten/prep	component/noun	concurrent/noun	constructie/noun	daarin/pp	daarna/pp	daarop/pp	daarvoor/pp	dagenlang/adj	dan/adv	dat/pron	decoratief/adj	demonstratief/adj	design/noun	detail/noun	deur/noun	die/det	dief/noun	diezelfde/det	dimensie/noun	doelbewust/adj	donderdag_morgen/noun	door/comp	door/part	door/prep	doorgebroken/adj	doos/noun	dribbel/noun	duim/noun	echo/noun	echter/adv	een/adv	eindeloos/adj	elkaar/pron	en/adv	en/of/vg	en/vg	energiek/adj	enkel/det	enorm/adj	er/adv	ergens/adv	ergens/noun	even/adj	even/adv	fataal/adj	fiets/noun	fietser/noun	fluit/verb	foutief/adj	gedachte/noun	geheugen/noun	gek/noun	gelijkmaker/noun	geluid/noun	gemeente_personeel/noun	gesloten/adj	gestalte/noun	getrokken/adj	gewoon/adj	gezelschap/noun	golf/noun	h/noun	haak/noun	haar/det	halfuur/noun	hand/noun	harnas/noun	heen/part	here/name	herinnering/noun	hersens/noun	herstel/noun	hij/pron	hoed_DIM/noun	hoogte/prep	houd_over/verb	hun/det	hunker/verb	ideaal/adj	iedereen/pron	iemand/noun	ik/pron	immers/adv	in/part	in/prep	ineen/pp	isolement/noun	je/det	je/pron	kabel/noun	kamp/verb	kar/noun	klassieker/noun	kleding/noun	klein/adj	koers/noun	kraag/noun	laaghangend/adj	laat/adj	lach/verb	ladder/noun	leverancier/noun	licht/adj	lijf_DIM/noun	linnen/noun	maak_op/verb	maar/vg	macht/noun	man/noun	masse/adv	mat/noun	me/pron	mede_leerling/noun	mee/adv	men/pron	met/prep	metalen/adj	meteen/adv	mij/pron	mijn/det	minuut/noun	muur/noun	naai/verb	naam/noun	naar/adj	naar/prep	nadat/comp	nadrukkelijk/adj	negatief/adj	net/adv	nog/adv	of/adv	of/comp	of/vg	om/prep	oma/noun	onbekend/adj	onderaan/adv	onderuit/adv	ongestraft/adj	onhandig/adj	ons/det	ontwijk/verb	onzekerheid/noun	oog/noun	opnieuw/adv	ordening/noun	outfit/noun	overkant/noun	pan/noun	papa/noun	perfect/adj	plastic/adj	poot_DIM/noun	poëtisch/adj	poëzie/noun	prikkeldraad/noun	punt/noun	puur/adj	puzzel/verb	pyjama/noun	raadselachtig/adj	raak_kwijt/verb	rad/noun	rand/noun	ref/noun	regisseur/noun	rem/noun	renner/noun	roem/noun	ronde/noun	rood/noun	scenario/noun	scheidsrechter/noun	schrijver/noun	seconde/noun	sjaal_DIM/noun	sla/verb	slotminuut/noun	sluimer/adj	soms/adv	song/noun	statuut/noun	stoeprand/noun	strafschop_gebied/noun	stuiter/verb	stuk/adv	stuur/noun	systeem/noun	tas/noun	te/comp	tegenstander/noun	teken/fixed	telkens/adv	terwijl/comp	tien/num	tijd/noun	tijdelijk/adj	time/verb	toe/adv	toen/comp	top/noun	touw_DIM/noun	tovenaar/noun	trap/noun	trein_DIM/noun	trek_weg/verb	trouwring/noun	twee/num	tweede/num	uur/noun	verandering/noun	verslag/noun	vervolgens/adv	veter/noun	vinger/noun	voertuig/noun	voet/noun	volk/noun	voor/adv	vorm/noun	waaraan/pp	wagen/noun	wagon_DIM/noun	want/vg	wetswijziging/noun	wiel/noun	wielertoeristen/noun	woest/adj	wolk/noun	word/verb	zakdoek/noun	ze/pron	zelf/adv	zestien/num	zestien_meter/noun	zet_om/verb	zeven/num	zich/pron	zichzelf/pron	zijn/det	zin_DIM/noun	zit/verb	zo/adv	zoals/pron	zodat/comp	zodra/comp	zondag_avond/noun	zone/noun	zuiver/adj	zweet/adj
23/noun	0.0	0.86192566	0.9196091	0.64990425	0.9865075	0.99460083	0.91548496	0.9179308	0.9758489	0.99301916	0.9315592	0.98298556	0.91554505	0.97945297	0.9481424	0.87162846	0.9671288	0.9131201	0.804959	0.94751316	0.9024927	0.9022076	0.8062928	0.86222035	0.809879	0.94524497	0.9374883	0.72061455	0.96034914	0.85017693	0.955024	0.942474	0.8966953	0.9014834	0.95978636	0.8877745	0.979397	0.9137128	0.8403575	0.7733183	0.88513494	0.87503755	0.927705	0.9256092	0.95541376	0.93976605	0.78452736	0.9563916	0.98288816	0.98076344	0.95965856	0.9130734	0.93050265	0.85272485	0.76997024	0.94372815	0.8988107	0.90908486	0.9151983	0.9376653	0.8107422	0.7647252	0.93132764	0.8632853	0.8927214	0.92453086	0.85709774	0.899669	0.98656464	0.9127785	0.93888897	0.93441504	0.9308979	0.8762834	0.9338118	0.8875742	0.90484023	0.9631151	0.9055393	0.86747605	0.7140104	0.9632685	0.9305152	0.9620473	0.9326962	0.92847323	0.89763206	0.9750589	0.95620215	0.6765444	0.9092914	0.9993839	0.932116	0.9536123	0.97419006	0.79836005	0.95749605	0.88926333	0.8684798	0.94192404	0.89771307	0.9107471	0.9039898	0.97623754	0.9381072	0.6813868	0.9463048	0.81477344	0.8327905	0.9689998	0.9486601	0.5857185	0.8796156	0.8475394	0.9110937	0.8849456	0.9039366	0.9771848	0.8760286	0.9658944	0.93292165	0.9669498	0.9619449	0.88037616	0.87215656	0.96289086	0.832167	0.9488695	0.8501927	0.9581776	0.9224737	0.89721525	0.96669185	0.92153555	0.7821169	0.88412803	0.8699579	0.66596484	0.91350543	0.91316223	0.96228683	0.95902514	0.90109473	0.93702585	0.9866086	0.9386266	0.8017617	0.9739303	0.8989939	0.92302674	0.8483399	0.93581045	0.7563781	0.9831448	0.9248115	0.8311213	0.955777	0.94090503	0.8274591	0.9667294	0.92025626	0.943633	0.96136445	0.9068046	0.88920456	0.7413211	0.94333184	0.8655865	0.9715522	0.9039479	0.9094868	0.9368517	0.9401123	0.95517296	0.86182046	0.86177254	0.9202638	0.977519	0.9196731	0.9563508	0.9150706	0.99305916	0.892213	0.82666296	0.9273741	0.90142274	0.95196664	0.94982284	0.9950486	0.83726925	0.82472897	0.93369925	0.98709667	0.9633843	0.9436632	0.9684158	0.88276446	0.93606645	0.92561126	0.8724304	0.94403905	0.9752331	0.935138	0.9552049	0.8751701	0.8573123	0.9192726	0.9180844	0.9242054	0.9410739	0.90737504	0.8515017	0.9282323	0.93946254	0.9505316	0.9252395	0.826395	0.87757784	0.8719217	0.9858242	0.9298903	0.9331782	0.9715564	0.9307502	0.9148799	0.5331123	0.92056674	0.8172877	0.9367684	0.8690679	0.9691747	0.96420676	0.89252174	0.941186	0.9870179	0.8883287	0.7668989	0.9596323	0.94152725	0.9009425	0.9554318	0.9206937	0.96632445	0.9234005	0.8909844	0.9388904	0.9578769	0.9569609	0.9094957	0.9477092	0.96325827	0.8124436	0.9523125	0.89591	0.8610151	0.93037	0.9030994	0.9329549	0.78808594	0.805414	0.9199152	0.8929003	0.8775744	0.9656989	0.90943277	0.93145186	0.88959974	0.8745804	0.87974113	0.8967303	0.9987982	0.92407876	0.9710596	0.98964643	0.96625346	0.95055044	0.9790164	0.9831703	0.9417597	0.92281795	0.8838319	0.98592573	0.9121232	0.9393327	0.6397015	0.89801973	0.91297394	0.9477474	0.9259681	0.9249511	0.9649921	0.7958795	0.9654067	0.9901471	0.98214227	0.87301874	0.87569815	0.9295048	0.9589831	0.7238458	0.90739834	0.31838626	0.97060704	0.8796601	0.8715556	0.9426096	0.86702037	0.7420816	0.88067883	0.85257137	0.990073	0.97716534	0.9316083	0.7619906	0.88813543	0.9507717	0.99118435	0.8356496	0.8086519	0.9495673	0.97140133	0.866091	0.9632995	0.9152924	0.981665	0.9083186	0.93363124	0.96554494	0.80122995	0.882444	0.94836056	0.89502263	0.9519203	0.9146795	0.9546436	0.90848786	0.90578324	0.8528991	0.583827	0.92825806	0.9264623	0.8496345
53/num	0.86192566	0.0	0.42269284	0.9199405	0.7003976	0.98314077	0.80654925	0.83229476	0.8288665	0.9516267	0.8541051	0.6973702	0.9077345	0.62485313	0.9762858	0.5278374	0.89828867	0.9417718	0.5345688	0.7478757	0.6560541	0.722543	0.783364	0.61209536	0.6396594	0.89614177	0.85187674	0.7122213	0.65138215	0.6069659	0.6882246	0.80886394	0.6931346	0.7565601	0.9541217	0.7123604	0.89303225	0.7765973	0.5438097	0.74974686	0.727298	0.82799447	0.5562147	0.9269308	0.63156027	0.9607255	0.68166995	0.9252644	0.8541996	0.94629866	0.8650383	0.72981054	0.7292148	0.65331876	0.9294826	0.7891128	0.9996358	0.6571096	0.6150672	0.8083844	0.9158436	0.5943847	0.5657432	0.4924699	0.49741936	0.62157696	0.6627896	0.61428046	0.62394977	0.9122264	0.7895468	0.9815334	0.8395123	0.85538757	0.9874022	0.95768774	0.91570723	0.94666946	0.98774153	0.9655764	0.9601718	0.9476972	0.8465392	0.9256349	0.9459166	0.9222761	0.9439949	0.9882278	0.9853267	0.86655873	0.94188356	0.99768597	0.87147	0.9479265	0.9230712	0.87271315	0.79437983	0.953944	0.9978781	0.9985547	0.9894564	0.98248416	0.95831037	0.9779923	0.9941776	0.95180124	0.9761789	0.9770936	0.78536725	0.99056745	0.9464485	0.9182835	0.9250394	0.79339516	0.8681362	0.7234201	0.94069725	0.8853593	0.8151639	0.9624084	0.8441531	0.98757106	0.9394991	0.96719116	0.9812044	0.8549329	0.728083	0.96509117	0.8055092	0.97234154	0.99189335	0.92536265	0.99198556	0.8664373	0.82942355	0.77910095	0.96545374	0.8633046	0.8253672	0.79353917	0.9897635	0.994452	0.8987414	0.6761524	0.97757614	0.95173365	0.9032609	0.9154198	0.9826552	0.9692836	0.79454786	0.9557973	0.49719775	0.9187064	0.8668619	0.69408894	0.9473007	0.9741951	0.9398182	0.99666494	0.92224836	0.96861917	0.9319826	0.96353114	0.974649	0.8550336	0.81380916	0.9389664	0.9373808	0.9221166	0.9406216	0.97521526	0.98979896	0.8946991	0.9143921	0.9243322	0.95339787	0.92727154	0.974201	0.98610085	0.9916154	0.94561017	0.9136994	0.84382975	0.9712275	0.938357	0.9448032	0.9709183	0.99508023	0.805356	0.6403158	0.9541903	0.9912213	0.83821136	0.9953727	0.95961976	0.839441	0.9600779	0.98632115	0.9787967	0.97250205	0.9685669	0.9952621	0.8241892	0.85834	0.9867523	0.8926823	0.9463558	0.8708376	0.965057	0.9706769	0.60952353	0.9233188	0.9821399	0.9417756	0.9088725	0.9563901	0.7817521	0.9250923	0.8548388	0.84706974	0.89563626	0.98440474	0.99517965	0.9385365	0.9374457	0.9201955	0.94082916	0.93708414	0.7505475	0.9110123	0.9333842	0.94444597	0.86749977	0.9735297	0.93439823	0.7766726	0.92849684	0.91784734	0.62367296	0.9231366	0.9034133	0.9007805	0.9466571	0.88566864	0.9791063	0.9743859	0.9054256	0.7139837	0.9176292	0.9761254	0.97835124	0.9544882	0.97275233	0.9692822	0.9480624	0.8448182	0.76289415	0.9742552	0.84985256	0.8292339	0.7415757	0.65884787	0.8993921	0.81155354	0.8670378	0.68947387	0.99987966	0.87146467	0.91064876	0.97811043	0.96926594	0.9112427	0.9728467	0.98028886	0.8213251	0.9516507	0.96042985	0.9348075	0.99578136	0.9842094	0.99162763	0.90500253	0.9426181	0.8815038	0.87729293	0.78176296	0.8927586	0.8786949	0.9351778	0.98090476	0.8064669	0.8928671	0.97998214	0.95583624	0.76900774	0.9572694	0.8953737	0.9995776	0.80481833	0.68292344	0.8935516	0.9913568	0.94294775	0.9065492	0.9371003	0.97018486	0.9459763	0.846576	0.973491	0.9757828	0.9500882	0.94632816	0.9589747	0.896566	0.9298279	0.9876356	0.89995277	0.9683763	0.9708978	0.9413409	0.9666077	0.94223714	0.9638512	0.9587955	0.7507248	0.7369766	0.7545949	0.7936679	0.9856575	0.90522987	0.8992576	0.97711027	0.9632967	0.986275	0.91116834	0.89308095	0.9154095	0.8674947	0.8678596	0.9315874	0.9749166
77/num	0.9196091	0.42269284	0.0	0.9633133	0.6805711	0.9812179	0.88365805	0.78033984	0.7833797	0.9048157	0.6780073	0.5547972	0.9699816	0.6122136	0.9458793	0.42102242	0.90781033	0.93021435	0.4836322	0.640779	0.51720023	0.6183559	0.6096933	0.49301714	0.6554543	0.87659883	0.70804834	0.6487069	0.71996534	0.46849817	0.6107464	0.66886306	0.7106271	0.6870905	0.922213	0.76826096	0.81820726	0.814428	0.59784937	0.71400344	0.76977074	0.89046764	0.4327597	0.85227185	0.7980132	0.90191466	0.8295256	0.827863	0.84845173	0.89106596	0.8988135	0.68045306	0.7116271	0.8134521	0.991409	0.7402419	0.9446912	0.8004863	0.5867481	0.8412259	0.96447694	0.4697619	0.49404806	0.5652156	0.36028314	0.51589215	0.6710945	0.6223314	0.5753896	0.94389343	0.82765496	0.987004	0.8743324	0.9467809	0.9767738	0.93827164	0.9502162	0.95801723	0.94819176	0.9320946	0.98197806	0.97205263	0.7861079	0.9411486	0.97609174	0.94035035	0.97426087	0.9160007	0.94165266	0.8920824	0.9359386	0.9942933	0.8553562	0.97910565	0.97066766	0.8354339	0.8216901	0.93954843	0.971476	0.98218	0.9815007	0.9878584	0.864321	0.9685191	0.9884395	0.975201	0.99433905	0.9549965	0.75184864	0.99535143	0.9324229	0.94553906	0.9627973	0.95503217	0.8886296	0.63040954	0.98304015	0.8252396	0.82190037	0.99211943	0.8794961	0.9395538	0.97295755	0.9906533	0.98881245	0.90558666	0.7228102	0.9065262	0.8845058	0.9969886	0.99396765	0.9540152	0.9804725	0.88513654	0.84663194	0.77905655	0.95810676	0.87774336	0.7825886	0.65517724	0.9891095	0.98387843	0.96550405	0.62916374	0.9888968	0.93871385	0.93105954	0.9604237	0.98333776	0.981114	0.7289978	0.95267045	0.5909629	0.9427841	0.92261696	0.69049215	0.8804015	0.97333485	0.976734	0.99489975	0.9192812	0.95880276	0.9823183	0.9397087	0.9496721	0.9073519	0.86910486	0.977572	0.94207215	0.85102826	0.99594593	0.9710975	0.98491293	0.864411	0.9452097	0.93224335	0.93502796	0.92720723	0.9746782	0.9914432	0.99815905	0.942908	0.86165726	0.89913803	0.9779448	0.98701274	0.8391666	0.96756	1.0	0.8529593	0.7765545	0.90196276	0.994887	0.84712166	0.99720424	0.97286487	0.8195814	0.959373	0.9442998	0.9917717	0.99402696	0.91368973	0.9865305	0.9325525	0.92222	0.9953241	0.9493066	0.99089295	0.89652824	0.9834959	0.9711787	0.62098974	0.9390382	0.9561786	0.96690834	0.9078375	0.96570593	0.77852726	0.8294596	0.94185024	0.83634776	0.9529075	0.96423876	0.9785078	0.9582539	0.98833734	0.89516556	0.92073727	0.9566338	0.7139309	0.8638072	0.9909996	0.96584064	0.87457097	0.9455917	0.9861098	0.79083055	0.92789334	0.8951031	0.6189884	0.96181875	0.8666061	0.85863674	0.97602206	0.87024164	0.9127056	0.96247673	0.96921504	0.8366995	0.9110297	0.93024045	0.99436206	0.9428641	0.95017344	0.99229825	0.93893695	0.75884855	0.7755138	0.9837081	0.87451875	0.8941614	0.8032135	0.5417333	0.84058595	0.6953212	0.85172826	0.75606716	0.9824942	0.8933846	0.7583325	0.9919905	0.9797569	0.9035671	0.9781262	0.980441	0.69378644	0.9499098	0.950427	0.96074396	0.97160435	0.99292016	0.9757008	0.7882027	0.9646042	0.910425	0.87107706	0.8794709	0.9154563	0.9696978	0.9625328	0.9817007	0.78074586	0.9213889	0.9477215	0.9397356	0.6927047	0.9532234	0.88331354	0.98908573	0.89951116	0.7295674	0.94517165	0.9909225	0.970208	0.89871216	0.9767953	0.9566864	0.9636304	0.8183353	0.9476564	0.98292077	0.96072924	0.9705867	0.9679686	0.9166123	0.9467613	0.99968094	0.93538463	0.975618	0.9694725	0.9405732	0.9741968	0.9607386	0.97865474	0.9179104	0.70775586	0.6986152	0.66131306	0.89531875	0.96201086	0.95362586	0.9359565	0.98495156	0.93492013	0.9693608	0.8462994	0.8959955	0.9387806	0.8755821	0.90528923	0.90692157	0.9924655
8.15/noun	0.64990425	0.9199405	0.9633133	0.0	0.9972674	0.9020236	0.93036205	0.9840412	0.981494	0.9329816	0.9656467	0.9912807	0.9130867	0.927801	0.9846891	0.96374726	0.98713267	0.97761816	0.9645894	0.9881349	0.92782104	0.885435	0.8882927	0.9513738	0.95091933	0.99195606	0.9551844	0.6846781	0.9654891	0.8982115	0.94803506	0.9733819	0.9200117	0.90352464	0.9375654	0.96234584	0.9928137	0.98551327	0.9373405	0.7375351	0.8458734	0.9533874	0.95287406	0.99129003	0.9174774	0.9859952	0.90049493	0.9902646	0.98064214	0.9780264	0.969631	0.9718768	0.98117405	0.9502209	0.9342431	0.9938397	0.9899375	0.9812274	0.96036524	0.9630459	0.56203675	0.9598216	0.9571161	0.945932	0.97591066	0.9632417	0.9817446	0.8864517	0.93787396	0.91023135	0.96782094	0.92405874	0.80991304	0.8795011	0.9841501	0.9128968	0.95592356	0.9551624	0.98806924	0.9260526	0.5495887	0.9884599	0.81214046	0.90576494	0.9725603	0.9732896	0.9896949	0.9750547	0.9606007	0.4823631	0.8896581	0.9460896	0.9792703	0.9807544	0.9605014	0.8963662	0.919395	0.96685207	0.940389	0.96534836	0.9588442	0.983478	0.91323745	0.96318245	0.9591704	0.77546805	0.94055134	0.6789793	0.89219224	0.97396284	0.971529	0.6100843	0.95573676	0.9172944	0.86941636	0.95527536	0.9448385	0.9716405	0.92450935	0.9625328	0.9691977	0.9597503	0.9689623	0.8585841	0.979515	0.90573186	0.8588885	0.9839355	0.78203857	0.9548935	0.9182349	0.9105562	0.9386131	0.9126233	0.74536496	0.9039693	0.8004851	0.5058019	0.9444898	0.8961475	0.98108006	0.99764025	0.88307714	0.96467316	0.97627497	0.97103775	0.7687114	0.97803986	0.87105405	0.9079252	0.93085444	0.9950422	0.86186767	0.97027516	0.9341823	0.93174297	0.98378694	0.9721823	0.87284094	0.9797072	0.97913766	0.96207994	0.96939623	0.933445	0.9645566	0.55976987	0.9724349	0.89057714	0.95839906	0.9271847	0.9670205	0.93728584	0.95025975	0.8954085	0.82962084	0.90607893	0.95642024	0.9673193	0.9422941	0.9727858	0.97179306	0.98182267	0.9364672	0.94410115	0.9397803	0.9435317	0.8804893	0.83028907	0.8070592	0.91063964	0.8928144	0.91937435	0.97368836	0.7800685	0.9720165	0.96671	0.97243226	0.94296765	0.93748325	0.82471454	0.92301106	0.9577424	0.93567586	0.9155786	0.96912944	0.9379644	0.9172336	0.91440445	0.9040025	0.9212778	0.93965465	0.89931977	0.94476867	0.9661736	0.96002793	0.9671564	0.93407166	0.77339756	0.9570614	0.98215187	0.9604363	0.9227575	0.9835246	0.944832	0.9179229	0.580925	0.98460174	0.6050067	0.9594825	0.84251356	0.9481441	0.9418847	0.9522106	0.6557868	0.98771983	0.9878363	0.78525525	0.98438495	0.978133	0.91856545	0.992168	0.9394493	0.9120808	0.9649759	0.95788944	0.98932385	0.9926194	0.9299151	0.97142327	0.9531895	0.9340148	0.90819514	0.9802796	0.90324694	0.9456964	0.9826491	0.93649673	0.9975002	0.84579813	0.9392479	0.9798595	0.8971065	0.92402184	0.9597478	0.9422631	0.9955622	0.8984905	0.9203175	0.7907488	0.9863778	0.99483764	0.965344	0.983431	0.9906958	0.7450725	0.9702668	0.9555267	0.9710759	0.80328333	0.9824243	0.94916207	0.96500677	0.9873645	0.99632347	0.6796192	0.93972194	0.8910828	0.9230856	0.94216716	0.96423286	0.97880346	0.76622784	0.9406845	0.9593094	0.9832985	0.9513632	0.85620755	0.92681974	0.90324795	0.6139518	0.9604452	0.423257	0.96381974	0.94239646	0.8816297	0.9480817	0.95321286	0.5869615	0.935603	0.98686206	0.95502234	0.99371463	0.9766841	0.6014874	0.90264255	0.9751649	0.8395425	0.812679	0.5949265	0.96899545	0.9543739	0.7354256	0.9350066	0.91874355	0.97102094	0.86548394	0.9677361	0.9884618	0.7920664	0.9551896	0.9646448	0.9123497	0.9366959	0.9105613	0.9459569	0.9944069	0.8354797	0.91205096	0.5700718	0.80556524	0.9520912	0.8638928
Adriaens/name	0.9865075	0.7003976	0.6805711	0.9972674	0.0	0.9985221	0.9401202	0.91641736	0.7999451	0.9947336	0.77795047	0.7222419	0.9606569	0.8591888	0.9917373	0.7000469	0.99245083	0.9790297	0.65313286	0.8518485	0.66435695	0.8689196	0.83372897	0.8784243	0.7010881	0.86951107	0.88292456	0.87446284	0.86509246	0.67122567	0.7989774	0.8257944	0.5398539	0.8325389	0.92860967	0.9031175	0.81874967	0.8578297	0.8040771	0.7697897	0.705704	0.81636965	0.74365985	0.9349763	0.90488476	0.99239415	0.66153824	0.97520787	0.9540524	0.8913647	0.83371246	0.591321	0.79448736	0.9330679	0.99457157	0.8720857	0.93146205	0.91228503	0.70456624	0.93999475	0.96381503	0.6959534	0.6776309	0.6118468	0.7073333	0.65678024	0.73059225	0.77849114	0.808434	0.9717088	0.9024737	0.8561144	0.941176	0.9776905	0.9845676	0.9091526	0.9530418	0.9368598	0.983496	0.98719645	0.97991025	0.938107	0.9384255	0.9631043	0.98597306	0.97232777	0.9529634	0.981892	0.9958384	0.87528616	0.87906426	0.95153004	0.9551269	0.9391613	0.93831974	0.89617586	0.80267364	0.9692924	0.98850834	0.97001266	0.97622174	0.95230824	0.95491886	0.9427173	0.98090696	0.9830365	0.92416066	0.99340916	0.78645897	0.9778238	0.9436613	0.98453	0.93979317	0.99666464	0.91919005	0.7113906	0.9803301	0.87632895	0.9394888	0.9604094	0.90936	0.9758045	0.95645356	0.975584	0.98716897	0.98878616	0.8514749	0.9049589	0.9867459	0.984132	0.9550031	0.9634367	0.98714423	0.84659666	0.90124065	0.8874643	0.97869295	0.945171	0.80679864	0.76042217	0.9341037	0.98937017	0.9695692	0.66838574	0.91400063	0.9921091	0.95825756	0.9155534	0.90267	0.9620464	0.8786206	0.8676483	0.7518227	0.97140175	0.9527782	0.6833146	0.9887694	0.94367826	0.95836204	0.99699014	0.9542335	0.97365093	0.870173	0.89851177	0.96369416	0.96771604	0.8990085	0.9586682	0.87185895	0.9353084	0.953452	0.9749766	0.96930456	0.9436565	0.93096656	0.9509976	0.9284119	0.98154175	0.95609516	0.9696797	0.9684732	0.9070349	0.9449682	0.95386726	0.9734047	0.9762864	0.9526311	0.98587334	0.968329	0.88427085	0.8552977	0.8586781	0.9690719	0.844733	0.97737205	0.92641556	0.91698366	0.84735405	0.90388036	0.981832	0.9634351	0.8043345	0.98042434	0.9256357	0.9055704	0.9758425	0.9649413	0.968253	0.89814615	0.9643468	0.97891873	0.734461	0.8688277	0.9860165	0.95756394	0.88412696	0.8328576	0.8171257	0.957854	0.9184344	0.8702999	0.9562286	0.9994865	0.9862632	0.94899935	0.96996003	0.92752844	0.96850497	0.95799184	0.8127316	0.8398763	0.94094443	0.94259566	0.9557738	0.89296114	0.9794708	0.9043072	0.87700135	0.89752394	0.72976714	0.96750563	0.9328692	0.8634832	0.9416179	0.84654766	0.9002207	0.9115563	0.95128816	0.89244705	0.9183684	0.9641371	0.9112762	0.9423013	0.99223197	0.9858319	0.8957145	0.7609902	0.8656826	0.98263717	0.93203914	0.76312417	0.90814143	0.6558893	0.8473884	0.7957563	0.83041096	0.8237806	0.9941253	0.96990836	0.74022126	0.99243814	0.96372616	0.9510446	0.99401855	0.9294687	0.7685459	0.87184274	0.97318274	0.9803538	0.95547205	0.9585132	0.9499611	0.86452955	0.99842715	0.96530586	0.8758926	0.95912343	0.9178152	0.9136294	0.93940693	0.9705729	0.7740135	0.8797066	0.9537443	0.9402785	0.8623874	0.9345281	0.8869152	0.96826094	0.99121606	0.882523	0.9840365	0.9949336	0.9727481	0.8902255	0.94421613	0.9424923	0.9597875	0.8298366	0.98479676	0.9679523	0.8904234	0.95330644	0.95803154	0.93183637	0.94570297	0.953702	0.96487844	0.99380326	0.9444066	0.9597139	0.9301355	0.93043005	0.9753083	0.9553458	0.8790636	0.7700989	0.79173714	0.98847646	0.99609965	0.9589106	0.9448799	0.9811038	0.9553259	0.93866813	0.9780935	0.91095716	0.97791415	0.963315	0.94985145	0.77320653	0.9571059
