	pin/noun	Adriaens/name	roem/noun	haar/det	rugzak/noun	White/name	donderdag_morgen/noun	Waals/adj	Koller/name	door/prep	stuur/noun	hoogte/prep	word/verb	daarvoor/pp	uitblinker/noun	Stijn/name	eens/adj	zo/adv	hand/noun	tweede/num	waarna/pp	Giovanni/name	enorm/adj	sjaal_DIM/noun	kabel/noun	tijd/noun	zodat/comp	poot_DIM/noun	Thomas/name	fluit/verb	sluimer/adj	eindeloos/adj	nogal/adv	naam/noun	snel/adj	vervolgens/adv	naar/adj	Zeeburg/name	door/part	Van/name	licht/adj	werk_af/verb	zestien_meter/noun	Cliteur/name	wagen/noun	Moor/name	opnieuw/adv	ten/fixed	diezelfde/det	renner/noun	brom_fietser/noun	ronde/noun	één/num	steven_af/verb	trap/noun	mijn/det	zelf/adv	De/name	gesloten/adj	je/pron	brei/verb	puzzel/verb	veter/noun	raadselachtig/adj	wielertoeristen/noun	gelijkwaardig/adj	geheugen/noun	arm/adj	hobby/noun	vorm/noun	eind/noun	aantal/noun	beetje/noun	remedie/noun	af/adv	Kanu/name	waardoor/pp	maak_op/verb	ach/tag	ken_toe/verb	achter/prep	herinnering/noun	tot/comp	blik/noun	brok_DIM/noun	houvast/noun	dimensie/noun	sprinter/noun	strijker/noun	Landuyt/name	onverbiddelijk/adj	maar/vg	tijdelijk/adj	los/verb	prikkeldraad/noun	dief/noun	laat/adj	of/vg	plastic/adj	halverwege/prep	strafschop/noun	leg/verb	berg/noun	nadat/comp	scenario/noun	muur/noun	Gino/name	gaandeweg/adv	kort/adv	zestien/num	toestel/noun	minuut/noun	knoop/noun	toen/adv	iemand/noun	hun/det	achter/adv	broche/noun	getrokken/adj	allemaal/adv	geregeld/adj	doelbewust/adj	Brul/name	onderaan/adv	bescherm/verb	te/adv	been/noun	sla/verb	kwartier/noun	foutief/adj	klassieker/noun	daardoor/pp	Marion/name	ik/pron	laaghangend/adj	schrijver/noun	fietser/noun	trek_weg/verb	onmiddellijk/adj	hunker/verb	alsof/comp	en/adv	of/adv	haak/noun	beugel/noun	detail/noun	NCMV/name	tas/noun	Alesi/name	waarnaar/pp	en/vg	h/noun	naar/prep	zoals/pron	alles/noun	af/part	in/prep	trein/noun	auto/noun	Mutavdzic/name	Depoorter/name	zet_om/verb	punt/noun	halfweg/prep	statuut/noun	Praet/name	rechter_been/noun	een/adv	Pasanen/name	dan/adv	reden/noun	riem/noun	voor/comp	beide/det	ze/pron	onbekend/adj	zuiver/adj	herstel/noun	zijn/det	toen/comp	deur/noun	zone/noun	kleed_DIM/noun	ervan/pp	verandering/noun	23/noun	strafschop_gebied/noun	ordening/noun	toe/adv	ongestraft/adj	Arthur/name	8.15/noun	telkens/adv	stuur/verb	zover/comp	wagon_DIM/noun	negatief/adj	Duhalde/name	er/noun	stuiter/verb	dat/pron	of/comp	Hans/name	soort/noun	zondag_avond/noun	achteraan/pp	mis/verb	tien/num	Inzaghi/name	rechthoek/noun	uur/noun	tempo/noun	concurrent/noun	misschien/adv	zichzelf/pron	beeld/noun	Rossi/name	schiet/verb	manoeuvre/noun	ketting/noun	lijf_DIM/noun	door/comp	erkenning/noun	zich/pron	speler/noun	scoor/verb	soms/adv	component/noun	energiek/adj	ergens/adv	aan/prep	design/noun	Jaspers/name	Vanden/name	langs/prep	gewoon/adj	gedachte/noun	want/vg	Verbond/name	opmerking/noun	ref/noun	Sam/name	Baby/name	hoed_DIM/noun	probeer/verb	systeem/noun	lantaarnpaal/noun	kop/noun	77/num	halfuur/noun	arm/noun	ter/prep	song/noun	doelman/noun	link/noun	oog/noun	buiten/prep	alleen/adv	gestalte/noun	oma/noun	harnas/noun	gemeente_personeel/noun	Bergen/name	midden/prep	Laer/name	Mpenza/name	die/det	onhandig/adj	touw_DIM/noun	Dirk/name	Bartali/name	man/noun	nadrukkelijk/adj	hang/verb	daarin/pp	er/adv	decoratief/adj	Bangoura/noun	zodra/comp	gek/noun	echo/noun	Libbrecht/name	gezelschap/noun	rust/noun	negeer/verb	echter/adv	Laureys/name	rood/noun	rand/noun	me/pron	kleding/noun	te/comp	mij/pron	verhaal/noun	even/adj	elkaar/pron	tak/noun	nadien/pp	isolement/noun	totdat/comp	Mugabe/name	53/num	omslag/noun	geel/adj	bouwsel/noun	Martens/name	geluid/noun	spektakel/noun	in/part	Numan/name	Christina/name	doe_mee/verb	Mike/name	Radzinski/name	Penders/name	Bouma/name	trap/verb	pedaal/noun	Armstrong/name	partner/noun	blijf/verb	beneden/adv	toeschouwer/noun	terwijl/comp	klacht/noun	Hugo/name	pyjama/noun	stop/verb	scheidsrechter/noun	rij/noun	poëtisch/adj	enkel/det	Julius/name	Claeys/name	duim/noun	personage/noun	stuk/adv	ineen/pp	hij/pron	ons/det	met/prep	val/verb	men/pron	afwerking/noun	mat/noun	mede_leerling/noun	voet/noun	constructie/noun	voor/adv	fataal/adj	leverancier/noun	twee/num	anekdote/noun	wolk/noun	meteen/adv	ideaal/adj	overkant/noun	Denijs/name	wetswijziging/noun	slotminuut/noun	zak_DIM/noun	onzekerheid/noun	even/adv	Merelbeke/name	beide/pron	Ma/name	doorgebroken/adj	Nelis/name	naai/verb	tegenstander/noun	waaraan/pp	gelijkmaker/noun	linnen/noun	je/det	heen/part	wagen_DIM/noun	fiets/noun	Schuddinck/name	zo'n/det	auteur/noun	Verlinden/name	schouder/noun	waarom/adv	hersens/noun	maar/adv	trein_DIM/noun	zakdoek/noun	vinger/noun	Baouf/name	Ruth/name	alweer/adv	bijvoorbeeld/adv	Mestdagh/name	langzaam/adj	al/comp	vracht_wagen/noun	poëzie/noun	zit/verb	nog/adv	om/prep	Lauwe/name	doos/noun	zeven/num	gevecht/noun	klein/adj	iedereen/pron	teen/noun	Vereecke/name	outfit/noun	immers/adv	Kristof/name	top/noun	volk/noun	ogenblik/noun	weerszijden/noun	Crasson/noun	zelden/adv	zin_DIM/noun	om/part	woest/adj	afdaling/noun	Star/name	daarop/pp	net/adv	sfeer/noun	tijdje/noun	regisseur/noun	en/of/vg	penalty/noun	demonstratief/adj	nestel/verb	pan/noun	Brussels/adj	kar/noun	ergens/noun	seconde/noun	graag/adj	voertuig/noun	traditioneel/adj	Vermant/name	ontwerp/verb	zweet/adj
pin/noun	0.0	0.9221858	0.91740346	0.8352082	0.7982644	0.9153171	0.9100755	0.9403379	0.9124057	0.8629459	0.8726032	0.8947645	0.8764726	0.87501156	0.9554393	0.94820845	0.94661456	0.907358	0.80288374	0.936162	0.8180616	0.9438805	0.8530252	0.86080265	0.7757117	0.91735107	0.77614135	0.80608535	0.9599593	0.9110468	0.91831183	0.8685531	0.9007531	0.91935873	0.8753133	0.8095321	0.8984871	0.91127086	0.92495054	0.95363915	0.88072574	0.9277636	0.9328341	0.93712366	0.88074213	0.9360836	0.8915314	0.9273134	0.89256287	0.93515116	0.93603164	0.95072865	0.84254754	0.9200988	0.8273546	0.80923676	0.91589546	0.96473914	0.9050282	0.87873065	0.8956068	0.9130344	0.7927808	0.89837265	0.89466894	0.92743194	0.882749	0.9093389	0.91595495	0.87541306	0.91798556	0.8950863	0.90567416	0.9122501	0.8923341	0.9164761	0.7797276	0.94351095	0.9137465	0.92968404	0.8728085	0.9134761	0.8540609	0.86354905	0.8755906	0.90248173	0.8779229	0.90926445	0.9283777	0.9206211	0.87890995	0.87862736	0.88776404	0.8819127	0.81206995	0.84626687	0.9201881	0.80852985	0.73376656	0.9095593	0.953163	0.86435324	0.86483186	0.89795727	0.9275998	0.7857305	0.9374343	0.8884178	0.9164195	0.89824426	0.8132446	0.9237246	0.87305343	0.90576327	0.89203405	0.84212095	0.8235412	0.84327185	0.8262091	0.88199	0.88181376	0.8814771	0.9272086	0.83801615	0.9108095	0.90042996	0.7525118	0.8134823	0.9039576	0.91402996	0.91184586	0.85957956	0.93793976	0.9101482	0.9183924	0.9587683	0.91918534	0.8858312	0.87861824	0.91302675	0.8633615	0.87871516	0.8973475	0.7867135	0.76129186	0.9115295	0.9392891	0.77347744	0.97149205	0.9013653	0.7943428	0.8885009	0.91606647	0.9110556	0.8838568	0.9184197	0.8841063	0.8850761	0.87617815	0.91345274	0.95901585	0.89783007	0.93117833	0.90280163	0.9339152	0.9361922	0.8054302	0.8432991	0.9210515	0.8881161	0.9527769	0.76345706	0.8678688	0.87758756	0.86864126	0.893309	0.91346616	0.89018285	0.8276851	0.88948286	0.82189226	0.9016089	0.8651141	0.9384774	0.919333	0.94949377	0.9061391	0.9352219	0.859932	0.9059394	0.9487398	0.96687496	0.8464991	0.90815365	0.89377123	0.9475434	0.94271314	0.9389148	0.9237092	0.8633174	0.86458373	0.9344564	0.96704006	0.85586184	0.9042418	0.8278372	0.9317942	0.8831743	0.9032042	0.86104596	0.9246959	0.919883	0.90981764	0.929511	0.90666854	0.87775475	0.9197733	0.8692746	0.90249956	0.72438806	0.894412	0.83090407	0.92828536	0.9392777	0.9343869	0.9630721	0.8717841	0.8589765	0.9124005	0.8720912	0.86121887	0.88040674	0.9407805	0.9454126	0.844743	0.8775522	0.93830407	0.89691204	0.94071674	0.91485554	0.9049784	0.93329746	0.93350136	0.81052434	0.8803711	0.8733965	0.8622769	0.82197577	0.91249925	0.9044046	0.77710366	0.88011557	0.8949347	0.916161	0.9007109	0.87348473	0.9036078	0.87041926	0.87353814	0.8986522	0.82894135	0.9050273	0.92744267	0.8892816	0.95144653	0.89992946	0.8356322	0.8755953	0.8662883	0.95475495	0.9502177	0.9006898	0.91631025	0.79787016	0.87034917	0.8887609	0.8333754	0.9154761	0.8435516	0.8996329	0.8989972	0.96302915	0.936702	0.93291694	0.9112542	0.9009559	0.9575177	0.9175136	0.8509103	0.9300691	0.8189669	0.8527968	0.93392366	0.91494	0.88606316	0.8545515	0.8368323	0.8749994	0.93054366	0.86160576	0.93129444	0.9019227	0.8864922	0.8450326	0.83398676	0.9334794	0.8605492	0.91164565	0.9185084	0.93083715	0.93059564	0.95560706	0.93670624	0.92210907	0.91709924	0.9118426	0.8614999	0.81134254	0.933252	0.93947345	0.90007347	0.8085964	0.908119	0.8424067	0.9484923	0.9434177	0.87893426	0.8998917	0.9213461	0.8867762	0.9064427	0.8483051	0.9312098	0.92538464	0.80572206	0.9161485	0.87235785	0.8557906	0.88886267	0.88339585	0.79904807	0.8969714	0.89611554	0.8883125	0.8197534	0.9191097	0.80224365	0.8094413	0.8390467	0.922392	0.8623473	0.84928715	0.8990363	0.8937321	0.8784516	0.91536164	0.90354437	0.93142354	0.9197219	0.9274633	0.8025818	0.934472	0.87032413	0.9113309	0.9108851	0.9153384	0.90742403	0.91955996	0.85172856	0.93416834	0.8541948	0.9501918	0.8544266	0.7804181	0.8797894	0.8601264	0.8325525	0.94636524	0.8258208	0.93429166	0.9137429	0.77339685	0.9173602	0.8779406	0.88096863	0.86485195	0.84647804	0.808442	0.9493799	0.93226075	0.8802114	0.83599395	0.9370401	0.85726	0.9106365	0.8920443	0.91345793	0.85014707	0.91513145	0.90247816	0.9393035	0.78780806	0.89740336	0.9289402	0.8460095	0.89943385	0.7912061	0.93907595	0.880331	0.89069164	0.9454808	0.93564403	0.95132536	0.91759324	0.8134641	0.9522229	0.8920319	0.9135806	0.9073285	0.8845116	0.8936007	0.9038532	0.82740545	0.8951634	0.93019456	0.9133919	0.95826656	0.8688259	0.92784154	0.8637076	0.8885661	0.8524095	0.92890894	0.83968985	0.8973452	0.9018104	0.90809494	0.88006026	0.8885174	0.9234109	0.83581626	0.8726037
Adriaens/name	0.9221858	0.0	0.9257523	0.8925354	0.92496645	0.89187384	0.927252	0.86852	0.71634793	0.873513	0.90473056	0.94950217	0.89115846	0.9361022	0.7486725	0.7835258	0.9578247	0.9080885	0.93823326	0.83815825	0.824718	0.85357356	0.92935735	0.9487368	0.9535833	0.9089571	0.860923	0.9232005	0.8673864	0.8675258	0.9465483	0.93079144	0.91766816	0.9263642	0.8731059	0.83540845	0.90932155	0.9290295	0.9275353	0.7165874	0.9192472	0.8641269	0.80126023	0.9310486	0.9237627	0.8689251	0.83811265	0.95429677	0.82846797	0.8880018	0.94490546	0.9153158	0.8764586	0.90704226	0.820217	0.86966753	0.9057907	0.7755716	0.94660765	0.90058064	0.9093487	0.9351232	0.93121225	0.9202039	0.92295355	0.92758965	0.9377909	0.95948786	0.9324411	0.92997915	0.95551676	0.9550905	0.92120546	0.9442452	0.9147488	0.80206937	0.86885256	0.9532568	0.91222477	0.93639225	0.9143948	0.92685735	0.8754402	0.93440604	0.95586896	0.9056817	0.921471	0.88757056	0.91133016	0.8686041	0.90012795	0.8209008	0.9216807	0.8813804	0.92644936	0.9447301	0.874301	0.90753484	0.92178524	0.8450005	0.8014425	0.9401071	0.933047	0.8678594	0.9164941	0.91472805	0.79415625	0.89538205	0.83736897	0.9002777	0.94365674	0.80143535	0.93599856	0.8760092	0.9124801	0.8929782	0.8948354	0.93234867	0.9101252	0.91193056	0.89577127	0.91501725	0.8208423	0.91651917	0.9547494	0.9303263	0.90406185	0.92803603	0.7695103	0.87840736	0.9246138	0.9057617	0.84638715	0.87352264	0.94376874	0.93082726	0.93521065	0.9501789	0.8979649	0.9109935	0.9161981	0.9196519	0.93545926	0.9133676	0.91729146	0.94076604	0.934064	0.91411453	0.9340831	0.91152173	0.8557998	0.8484631	0.9110038	0.93135613	0.92905176	0.91412735	0.9052583	0.93295634	0.9328203	0.85224473	0.85480046	0.8892305	0.9344443	0.77369386	0.9479487	0.8075236	0.90682745	0.9016778	0.85713977	0.89604527	0.9531033	0.9062902	0.9119979	0.87769544	0.88005674	0.94539994	0.8847763	0.9376709	0.85975224	0.8583781	0.94559026	0.9616438	0.94276553	0.9651617	0.9481863	0.94747704	0.802194	0.94750863	0.8998597	0.91930705	0.90650076	0.9679913	0.85469735	0.93036556	0.9271612	0.950175	0.9004722	0.92338634	0.9410365	0.8793571	0.9209059	0.9637501	0.88819146	0.9200901	0.9128051	0.8644125	0.77989876	0.930138	0.77633727	0.8184207	0.95472777	0.91512614	0.9298275	0.91847724	0.91017765	0.91570055	0.9016887	0.82528305	0.9056485	0.9262369	0.9422324	0.8714268	0.93927616	0.93788826	0.8506203	0.7636673	0.9069712	0.93520284	0.9062528	0.906308	0.92540133	0.9178709	0.8380487	0.80299616	0.9005932	0.92205447	0.9307856	0.8837569	0.93083954	0.9159867	0.8294105	0.8871376	0.93640834	0.9304895	0.90961444	0.95132935	0.9356108	0.9268426	0.9161378	0.76809967	0.92624426	0.95447856	0.9162024	0.7032584	0.8489432	0.9270937	0.9156165	0.9029301	0.91873866	0.91607136	0.92849874	0.94578063	0.84331864	0.90478593	0.7690108	0.7274173	0.88464403	0.9104232	0.92636555	0.8327589	0.93639183	0.9466066	0.9034918	0.9114303	0.9074156	0.92493343	0.9340755	0.80557245	0.88906527	0.9253024	0.9248132	0.8862673	0.9271765	0.7880046	0.9221318	0.8528778	0.8348698	0.86074513	0.94189465	0.93763477	0.9299543	0.8682814	0.9258434	0.9153158	0.8512532	0.92060745	0.9159939	0.77745205	0.9457184	0.8977272	0.9297701	0.921958	0.912739	0.8615402	0.9242284	0.7714189	0.90410846	0.9261704	0.9260025	0.8602794	0.88756585	0.96419644	0.8735004	0.74619275	0.792428	0.7799927	0.7617308	0.8950761	0.8863741	0.94835895	0.904765	0.9125262	0.9009993	0.85711765	0.9500706	0.8590191	0.9211926	0.90076584	0.84248996	0.9397581	0.91541636	0.8950132	0.9251075	0.7661411	0.912752	0.9043398	0.9066824	0.9369292	0.84984326	0.8830189	0.89904094	0.9000044	0.91324687	0.8780995	0.89248854	0.93292063	0.8771576	0.9291855	0.89799196	0.91346633	0.9435887	0.8851105	0.9164461	0.90145445	0.8313829	0.90124446	0.8225529	0.81276	0.9297683	0.79484093	0.9487055	0.9331909	0.87450695	0.8840442	0.8801564	0.93178654	0.7573519	0.8391823	0.92327297	0.8766105	0.944254	0.7494192	0.9509544	0.88754356	0.9229954	0.8869218	0.93106776	0.9159704	0.9244224	0.9026866	0.7430687	0.9227325	0.93949306	0.9213174	0.8989071	0.9264999	0.94213325	0.92958385	0.85581976	0.9032132	0.82987386	0.9436594	0.8242132	0.88721204	0.8856485	0.9251712	0.9252662	0.9251096	0.88238496	0.94318634	0.8285963	0.92867744	0.9272299	0.9468832	0.92696583	0.91758436	0.9127754	0.8527502	0.9016641	0.89455295	0.79485744	0.944142	0.9511142	0.934234	0.89927304	0.82776284	0.90211374	0.9227689	0.91987145	0.90742064	0.917352	0.9075658	0.8807991	0.8276598	0.93304586	0.928379	0.9135034	0.9295223	0.8049183	0.9267278	0.9143721	0.9569842	0.90444314	0.91862094	0.9243096	0.8883402	0.90935326	0.9217204	0.91288984	0.77105397	0.93264407	0.95775676
roem/noun	0.91740346	0.9257523	0.0	0.7107579	0.8745016	0.8218787	0.9369879	0.8803836	0.8640119	0.82296103	0.9201344	0.9573822	0.87142855	0.8607307	0.8725156	0.8949113	0.95841616	0.8347581	0.89265233	0.8744409	0.84398556	0.8391086	0.7705776	0.907827	0.90277827	0.8683104	0.86639166	0.8867139	0.82421815	0.87316173	0.8519675	0.78788376	0.82291055	0.8087517	0.8508112	0.83602035	0.81395715	0.9181742	0.9202274	0.9455625	0.8856557	0.909909	0.92361087	0.8849394	0.94608164	0.8284008	0.8468459	0.8353293	0.82519823	0.8762277	0.95500445	0.9026809	0.8629545	0.8674079	0.8949572	0.7923727	0.8369735	0.9561563	0.929167	0.80583626	0.85738283	0.90288496	0.9187819	0.82083887	0.8992388	0.84704804	0.83529526	0.856582	0.83030784	0.81695235	0.903435	0.8879786	0.8404974	0.852698	0.8652264	0.90689516	0.8570292	0.9250749	0.79279405	0.83011436	0.9135776	0.75342405	0.8442715	0.8219621	0.8852265	0.8168191	0.77505803	0.8027679	0.8549872	0.8923344	0.8442595	0.7700798	0.87650794	0.9145832	0.9163189	0.9261873	0.87222505	0.83779657	0.90714264	0.82645696	0.910922	0.9093062	0.83035815	0.8915491	0.8576469	0.90993494	0.84928733	0.77705026	0.8919088	0.8702676	0.91516227	0.89554805	0.9031131	0.84211516	0.83040714	0.7295972	0.8795051	0.9423345	0.9016254	0.83197606	0.8643361	0.8482529	0.9410744	0.8803711	0.8892979	0.84977174	0.9108318	0.91746676	0.89245576	0.90348136	0.8004033	0.8320565	0.8491676	0.83393955	0.9456794	0.7490502	0.90524787	0.87986976	0.8920179	0.7711365	0.79372334	0.8740747	0.860088	0.89825	0.92342776	0.854069	0.93046933	0.8928727	0.9294242	0.8088678	0.76361394	0.8731789	0.8242592	0.8571117	0.8483437	0.91493124	0.86759293	0.9194293	0.9306389	0.94371504	0.9293716	0.8629434	0.885338	0.8577107	0.8644608	0.9094837	0.92850685	0.84829986	0.95072293	0.84086496	0.8927829	0.88707626	0.84237933	0.8730721	0.7862382	0.85842144	0.813329	0.8319986	0.6944759	0.8487199	0.934687	0.94004244	0.8840659	0.8736549	0.841037	0.93513954	0.90086484	0.88626385	0.86232543	0.8914267	0.7888926	0.9689463	0.8559829	0.9352523	0.8400477	0.96105266	0.8881567	0.9110095	0.8773954	0.9185399	0.80898535	0.9083353	0.8556662	0.7986345	0.8745369	0.9047321	0.8809579	0.89337313	0.9002353	0.9230393	0.9387431	0.8833834	0.86343455	0.8029734	0.7813056	0.8276104	0.83397835	0.9261077	0.86541015	0.8625288	0.9284114	0.7892644	0.6650107	0.8684008	0.8752291	0.90441763	0.77683485	0.86815387	0.8348117	0.8659069	0.8409867	0.8351315	0.8458107	0.8967452	0.90255415	0.8881417	0.7986847	0.7868767	0.91898793	0.87271637	0.89132804	0.82180655	0.86149985	0.8958572	0.8430351	0.88436574	0.9189841	0.9227804	0.9062754	0.8915489	0.8805276	0.936116	0.8056917	0.894932	0.8689667	0.8884576	0.8747684	0.769745	0.8476812	0.86215407	0.8710487	0.92895085	0.87606835	0.82129544	0.8868712	0.8662103	0.75538176	0.8176926	0.8893233	0.91162914	0.84038043	0.8779664	0.8184533	0.90032625	0.85417295	0.87956697	0.8830811	0.9304433	0.8361155	0.84243286	0.8306743	0.93809146	0.8064267	0.8760551	0.87317955	0.79903376	0.918633	0.9207075	0.90436006	0.8735009	0.8747081	0.7850735	0.8237601	0.7985	0.8447454	0.8694397	0.8623264	0.84230196	0.8013503	0.8191999	0.8546396	0.8972757	0.85203964	0.9193972	0.86761206	0.9004859	0.8348694	0.772252	0.9286751	0.9104701	0.8387935	0.8808744	0.83813787	0.88866997	0.93490535	0.9196018	0.89292455	0.9030701	0.8042579	0.8793818	0.85631496	0.9040438	0.8431288	0.82378423	0.9235484	0.8257153	0.89373404	0.9130537	0.89794	0.88063717	0.76429963	0.86188066	0.851394	0.90150887	0.86615837	0.761127	0.79461133	0.85721225	0.7618182	0.7976979	0.81607306	0.90066826	0.8086081	0.8831018	0.876773	0.8920706	0.9139012	0.8625729	0.8008075	0.8463931	0.8977708	0.877318	0.7946068	0.853014	0.8442292	0.8389485	0.8982476	0.9532605	0.8950756	0.896727	0.9159092	0.7938718	0.82087654	0.8985361	0.80043787	0.8261939	0.92660403	0.9134455	0.9075148	0.859623	0.7759267	0.8376461	0.8931134	0.790442	0.83562803	0.8871946	0.9118974	0.9394584	0.8133993	0.7856191	0.87503165	0.902282	0.8904483	0.873219	0.8109692	0.91887236	0.90606797	0.91645765	0.94340706	0.858094	0.8121734	0.88724744	0.90785766	0.8239871	0.7656929	0.9329487	0.75845945	0.92385375	0.8550637	0.87463903	0.88030005	0.895863	0.8663218	0.8448202	0.88989383	0.82250667	0.87032956	0.90344733	0.8519377	0.7820746	0.89849734	0.8212671	0.823886	0.8573926	0.91582155	0.9744187	0.7682011	0.839556	0.8957576	0.83322895	0.8380435	0.81862766	0.88580644	0.8431623	0.8528347	0.8780407	0.7932941	0.80061555	0.8741634	0.8997746	0.84521186	0.9171801	0.91243684	0.8934976	0.84061754	0.86515975	0.83128047	0.9412078	0.83656126	0.90502316	0.8838643	0.89998394
haar/det	0.8352082	0.8925354	0.7107579	0.0	0.7314112	0.7840511	0.875772	0.82822806	0.8526845	0.74910843	0.8390659	0.8939687	0.7811922	0.84956443	0.8869901	0.8453951	0.8905249	0.84892404	0.7143531	0.85408944	0.6944566	0.8075757	0.7956855	0.7918043	0.8691388	0.8879798	0.7766043	0.7836081	0.80432063	0.83936185	0.7968289	0.77082336	0.80539143	0.80968046	0.85604644	0.6673367	0.7994126	0.9085162	0.8698416	0.88574857	0.8269205	0.91036654	0.9222838	0.87041134	0.8693977	0.79186434	0.8197048	0.8254142	0.72793895	0.86044383	0.8893868	0.9250994	0.81152314	0.8609477	0.8276213	0.2947824	0.81733906	0.88993454	0.8615676	0.7729535	0.80722094	0.86108667	0.8306823	0.73381424	0.8916886	0.8403021	0.8037962	0.78555346	0.7965251	0.83149296	0.8886936	0.86425704	0.80730104	0.8297874	0.7797399	0.85499406	0.79726195	0.8606386	0.785591	0.8540618	0.79495806	0.7243568	0.7363967	0.7351484	0.86914504	0.7907251	0.7932574	0.8112767	0.83596796	0.81715393	0.78343457	0.79980963	0.81280684	0.86248237	0.84723294	0.8556156	0.83812296	0.67620206	0.7427157	0.7738882	0.9426254	0.8132825	0.80885607	0.7374638	0.85776216	0.8090613	0.8082918	0.7144177	0.7612991	0.80679995	0.8808501	0.9117635	0.83791256	0.7843994	0.671862	0.2951817	0.7414576	0.85630095	0.7838391	0.85711884	0.75986934	0.81178343	0.90283686	0.8422223	0.83139396	0.8738717	0.70555794	0.7821638	0.8972902	0.87368757	0.8012071	0.8364866	0.68208575	0.7704696	0.9147313	0.7343129	0.8901278	0.8062744	0.79208803	0.7646208	0.6856929	0.76689696	0.80855966	0.7946639	0.8115513	0.80226046	0.8993226	0.72231597	0.9068407	0.7933148	0.6291403	0.85284156	0.79855335	0.81162536	0.8547589	0.86437666	0.75562906	0.90352315	0.861093	0.90648997	0.89019185	0.85783803	0.9032932	0.852283	0.86349726	0.87123495	0.82965595	0.75615907	0.893354	0.8389951	0.8578678	0.7664765	0.7743495	0.7758106	0.59363127	0.80690026	0.8103281	0.8744499	0.15491867	0.7255283	0.86104316	0.9167818	0.8243638	0.85000205	0.8894898	0.8881016	0.89400244	0.8640954	0.75963336	0.8171206	0.72570074	0.95029753	0.81342286	0.85562426	0.8036257	0.9514623	0.8497739	0.8558146	0.8777471	0.88031703	0.7818141	0.88084847	0.795385	0.8221839	0.80143297	0.81404865	0.835265	0.8711786	0.8937414	0.8890965	0.9264817	0.8824383	0.87118834	0.8391864	0.7548616	0.81667304	0.8084322	0.8206965	0.85721934	0.7457479	0.8224772	0.70236164	0.80067426	0.8457959	0.8520712	0.9309011	0.72337884	0.8639448	0.75212246	0.79822505	0.75372446	0.8063523	0.8151064	0.80962723	0.8584739	0.82000536	0.7652526	0.8282177	0.87519103	0.8019323	0.85504174	0.7321408	0.78232986	0.79786384	0.73939234	0.8967188	0.8498463	0.8208407	0.8736171	0.88023007	0.6470464	0.8611752	0.7521267	0.8774489	0.84348065	0.7314024	0.8491566	0.8071537	0.73624974	0.58860373	0.79767525	0.8843504	0.84435934	0.7959722	0.8869165	0.8362524	0.69898045	0.72298515	0.8074701	0.8469695	0.82995385	0.64639497	0.73870116	0.7604738	0.7711953	0.91730356	0.8231024	0.925894	0.73108745	0.79631513	0.7937559	0.89729244	0.7890458	0.89345515	0.8044437	0.81882477	0.85319686	0.88974494	0.8501053	0.7953607	0.7406256	0.71674985	0.7855702	0.7669946	0.7870245	0.78601	0.84088624	0.7936245	0.80694145	0.70893806	0.7628258	0.85537326	0.80046487	0.8496535	0.86413145	0.8160036	0.8275838	0.8430517	0.87221503	0.8804257	0.6977608	0.9151826	0.7535334	0.8813405	0.9009454	0.8789501	0.82790446	0.8655242	0.7943346	0.75855625	0.85015106	0.8081463	0.8291199	0.68150383	0.8669462	0.76486206	0.74310505	0.8531822	0.86775494	0.8654041	0.71483815	0.8268591	0.8015631	0.8320605	0.7472173	0.71996826	0.7608563	0.7875991	0.5817102	0.5598532	0.68015456	0.8332911	0.8358015	0.88442266	0.82847637	0.79372895	0.8146273	0.8640359	0.72740006	0.7923243	0.8727895	0.74761283	0.7633635	0.8270806	0.76661086	0.82549226	0.8597731	0.9204114	0.88068986	0.90570605	0.81941205	0.8234829	0.786842	0.8634981	0.7043903	0.77587783	0.8960757	0.85812557	0.7483506	0.83182406	0.7744448	0.911518	0.8476767	0.39210534	0.7955992	0.85086524	0.82399964	0.8858408	0.8084955	0.7563775	0.83715415	0.6988705	0.8441597	0.7723585	0.86056733	0.9088511	0.751173	0.75036985	0.921045	0.7162683	0.78349614	0.80812514	0.8614639	0.7690274	0.80751276	0.9052838	0.74940574	0.7803168	0.8908395	0.8094545	0.86636513	0.77692604	0.8123835	0.8400849	0.8389249	0.7972828	0.73742115	0.89335394	0.7578167	0.8108468	0.8604621	0.8846336	0.79116493	0.8415071	0.8741391	0.9483485	0.7097285	0.76658744	0.8404145	0.73792505	0.86953306	0.8238261	0.7769959	0.77460396	0.8502176	0.8271565	0.77075756	0.7129822	0.9084488	0.749697	0.7964449	0.87814707	0.85624176	0.8317245	0.80321527	0.8833686	0.7708401	0.89779675	0.77712667	0.88776016	0.8297634	0.81291837
