	1975/noun	1997/noun	Israëli/noun	Japans/adj	Vlaams/adj	Zalm_norm/noun	aandacht/noun	aandeel_markt/noun	aandoening/noun	aankondiging/noun	acupunctuur/noun	advies/noun	adviseer/verb	alcohol_gebruik/noun	alle/adv	alom/adv	alternatief/adj	alternatief/noun	altijd/adv	alvast/adv	ander/adj	anderzijds/adv	antibioticum/noun	apparaat_DIM/noun	artikel/noun	bad/noun	bedreig/adj	begrotingstekort/noun	behandeling/noun	bekoor/verb	ben/verb	beoordeel/verb	bepaald/adv	bereid/verb	beschouw/verb	beschrijf/verb	beslist/adj	bespaar/verb	bestanddeel/noun	beurs/noun	beval/verb	bevestig/verb	bevind/verb	beweging/noun	bewijs/noun	bewijs/verb	bezinning/noun	bied/verb	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	blad/noun	blijk/verb	boek/noun	boer/noun	boodschap/noun	bos/noun	braak/verb	breed/adj	bron/noun	buitengewoon/adj	cannabis/noun	chip/noun	chocolademelk/noun	christendom/noun	cluster/noun	coffeeshop/noun	commissie/noun	compensatie/noun	compleet/adj	concurrentie/noun	consument/noun	contact/noun	continent/noun	cosmisch/adj	creatief/adj	crisis/noun	cultuur/noun	cyclus/noun	democratie/noun	demonstratie/noun	denk/verb	denk_terug/verb	destijds/adv	diepte/noun	dioxine_crisis/noun	dobber/verb	doe/verb	dolfijn/noun	dompel_onder/verb	drama/noun	drink/verb	drug/noun	duidelijk/adj	dynamiek/noun	echter/adv	economie/noun	economisch/adj	eens/adv	eenwording/noun	eersten/noun	eeuw/noun	eeuwenlang/adj	effect/noun	ego/noun	ei/noun	eigenschap/noun	en/noun	ene/adj	enthousiasme/noun	erg/adj	even/adj	eventueel/adj	evolutie/noun	expliciet/adj	functie/noun	ga_uit/verb	geestelijk/adj	gehandicapt/adj	geloof/noun	geloof/verb	geluk/noun	gemakkelijk/adj	geneeskrachtig/adj	gesprek/noun	gevallen/adj	gevoelsleven/noun	gevolg/noun	gewoon/adj	gezien/adj	gezond/adj	gezondheid/noun	gok/verb	groente/noun	hart-/noun	hart_patiënt/noun	heb/verb	heel/adj	heftig/adj	helaas/adv	herinnering/noun	het/noun	hoe/adj	homeopathisch/adj	homo/noun	houten/adj	huidig/adj	humor/noun	identificeer/verb	immers/adv	inderdaad/adv	indirect/adj	interesse/noun	invloed/noun	jargon/noun	juist/adj	kan/verb	ken_toe/verb	kind/noun	klank/noun	kleur/noun	klimaat/noun	kmo's/noun	knoflook/noun	kogel/noun	kolonie/noun	kop_DIM/noun	koppel/verb	kracht/noun	kring/noun	kritiek/noun	kwak/verb	kwaliteit/noun	kwestie/noun	lang/adv	leef/verb	leer/verb	leg_stil/verb	leid/verb	les/noun	lever/verb	lichamelijk/adj	loopbaan/noun	lucht/noun	maag/noun	magisch/adj	marihuana/noun	markt/noun	medisch/adj	medium/noun	meen/verb	mensheid/noun	middel/noun	min/adj	misschien/adv	modern/adj	modieus/adj	mogelijk/adj	mondiaal/adj	museum_bezoek/noun	musicus/noun	muziek/noun	natuurlijk/adj	nederig/adj	nederlaag/noun	neem_af/verb	nergens/adv	net/adv	niet/adv	niets/noun	noot/noun	olijfolie/noun	omgeving/noun	onderhandeling/noun	onderling/adj	onderzoek/noun	ongeëvenaard/adj	onmiddellijk/adj	ontmoeting/noun	ontnuchtering/noun	ontsta/verb	ontwikkeling/noun	onvermijdelijk/adj	onverwacht/adj	ook/adv	oplage/noun	oppositie/noun	opvallend/adj	overigens/adv	overtuig/verb	overtuigd/adj	paard/noun	paars/adj	paddestoel/noun	partij_genoot/noun	partner/noun	patiënt/noun	pedagoog/noun	persoonlijkheid_stoornis/noun	plaatselijk/adj	plant/noun	positief/adj	prestatie/noun	prijs/verb	prikkel/noun	proces/noun	product/noun	profiel/noun	profiteer/verb	protest_stem/noun	rakel_op/verb	reactie/noun	recessie/noun	reflecteer/verb	regelgeving/noun	regent/noun	relatie/noun	religieus/adj	rij_paard/verb	riskant/adj	roep_op/verb	ronde_DIM/noun	rust/noun	rust_periode/noun	samenleving/noun	samenstelling/noun	sanering/noun	schadelijk/adj	schoen/noun	schok/noun	schrijf_toe/verb	sociaal-economisch/adj	sommig/adj	soms/adv	soort/noun	sorteer/verb	speel/adj	sport_beoefening/noun	sporter/noun	spreek/verb	spreker/noun	spring_op/verb	stand_DIM/noun	sterf_bed/noun	sterk/adj	stof/noun	stop/verb	stop_in/verb	streek/noun	stress/noun	structuur/noun	stuit/verb	suggestie/noun	systematisch/adj	talent/noun	technologie/noun	thans/adv	thee/noun	therapie/noun	tijd_geest/noun	tijdverdrijf/noun	tik/noun	toepassing/noun	toevlucht/noun	toon_aan/verb	traktaat/noun	transparantie/noun	twijfel/noun	uiteindelijk/adj	uitwerking/noun	vaak/adj	vanochtend/adv	velerlei/adj	verarmd/adj	verbeter/verb	verdrongen/adj	verhuizing/noun	verkiezingsnederlaag/noun	verlaging/noun	verontwaardigd/adj	verre/adv	verricht/verb	verscheiden/adj	verschuiving/noun	verstaan/adv	vertrouwen/noun	verwijs/verb	verzelfstandiging/noun	verzorg/verb	voeding_middel/noun	voel/verb	voet/noun	volk/noun	voorteken/noun	voorwaarde/noun	vraag/noun	vuur/noun	vuur_af/verb	wankel/adj	wanneer/adv	water/noun	weg/noun	weg_gedrag/noun	weggebruiker/noun	wel/adv	wellicht/adv	wending/noun	werk/noun	werk/verb	werkelijkheid/noun	werking/noun	wetenschappelijk/adj	wijs/verb	wijs_uit/verb	woede/noun	yoghurt/noun	zacht/adj	zal/verb	zeer/adv	zelden/adj	zelden/adv	zelfs/adv	zelfvertrouwen/noun	zit/verb	zo/adv	zogezegd/adj	zwak/adj	zweverig/adj
1975/noun	0.0	0.81051373	0.94050026	0.90182084	0.9642834	0.9732752	0.94389296	0.9623205	0.9424539	0.9452734	0.97087485	0.97234803	0.91787386	0.9405628	0.91874796	0.94300413	0.94295496	0.9541181	0.9423825	0.93600476	0.9719863	0.9425782	0.95301604	0.95789945	0.894628	0.9289434	0.96180373	0.9532784	0.94247746	0.9533689	0.96655905	0.95403516	0.93477356	0.94365	0.90066326	0.8285782	0.9383841	0.9247929	0.98084545	0.9380034	0.9434942	0.942468	0.89563036	0.9183382	0.9257956	0.9008254	0.97472525	0.9157585	0.88238287	0.93894833	0.93591434	0.8894295	0.95334184	0.8183892	0.9252743	0.9565839	0.9394097	0.9605138	0.94908065	0.9172145	0.9103362	0.96119076	0.9780174	0.9542687	0.9583471	0.98488414	0.9742141	0.97029495	0.9328994	0.9041456	0.9580836	0.962221	0.9405952	0.93208057	0.96909887	0.95276713	0.91386503	0.9551775	0.9198904	0.9093886	0.90178514	0.9379351	0.9140974	0.8393892	0.94206715	0.9739067	0.94650996	0.9689102	0.95241237	0.9477656	0.87130034	0.95532393	0.9318062	0.97712195	0.9558754	0.9421137	0.9499785	0.9330694	0.9421379	0.9378264	0.9058855	0.91841835	0.9524946	0.9558239	0.93703735	0.9592806	0.95620275	0.9626992	0.92704755	0.95709544	0.94601756	0.97323996	0.95783967	0.9523056	0.9506485	0.91242546	0.9305907	0.93013537	0.9138077	0.95356435	0.9376391	0.94524306	0.96031415	0.9438585	0.9263821	0.9374366	0.9834359	0.95973366	0.96157557	0.95642054	0.9672086	0.95632744	0.9525671	0.9779589	0.9855901	0.9356564	0.9263142	0.9513823	0.95255375	0.91984403	0.86239135	0.98855084	0.9472209	0.922601	0.9551004	0.90561795	0.9139221	0.95747906	0.92429113	0.9334539	0.92810524	0.9460306	0.942312	0.92073274	0.9463666	0.95771265	0.98967427	0.87177217	0.94792444	0.96289545	0.95161396	0.96646553	0.95464313	0.9807707	0.949626	0.8812748	0.9476306	0.9394143	0.9504056	0.9334736	0.9365477	0.9741916	0.92517656	0.9559554	0.96908337	0.8991341	0.9295853	0.9308679	0.8788138	0.9102036	0.9027262	0.96279454	0.8051404	0.94383824	0.95908946	0.91107446	0.92696995	0.92852426	0.9743326	0.9641117	0.9066591	0.9383924	0.9846207	0.9403534	0.96705794	0.9131612	0.96080184	0.97513	0.91953427	0.96505	0.9159451	0.8942598	0.9425515	0.98288786	0.9408793	0.9263675	0.94611144	0.8980248	0.99664044	0.96439725	0.93974715	0.97690094	0.93229955	0.95606786	0.9510279	0.9492179	0.9432613	0.94243115	0.8826928	0.96875834	0.8342419	0.95381343	0.94771737	0.92168045	0.9724261	0.9030086	0.95961165	0.94656897	0.9075021	0.9348227	0.94122624	0.9287491	0.95241916	0.9514916	0.93730223	0.9238664	0.9354827	0.94156617	0.9893772	0.9375214	0.9551655	0.9495832	0.9341502	0.8883807	0.9648952	0.90862364	0.94566405	0.94721395	0.93226516	0.9685519	0.9568983	0.9551518	0.89646167	0.9609074	0.9613885	0.90283316	0.9016442	0.9476094	0.9774044	0.94785315	0.91215146	0.9625676	0.96545225	0.97611666	0.95291984	0.9667315	0.9723138	0.97645783	0.955298	0.91300964	0.9433246	0.9709832	0.9566472	0.9715332	0.932747	0.95902044	0.9480467	0.9594407	0.938098	0.9130799	0.95206165	0.9668768	0.95090747	0.93440735	0.96827596	0.9439244	0.9215592	0.9592465	0.9508296	0.944375	0.9382473	0.93806124	0.9458842	0.93224025	0.9238292	0.97654253	0.91642976	0.9466682	0.9634868	0.94120336	0.98360443	0.97378975	0.9654515	0.91380954	0.93419206	0.96798533	0.949774	0.9395226	0.9113604	0.93544924	0.9385835	0.93097	0.9855407	0.9652969	0.9526354	0.9778491	0.9263329	0.86251426	0.9487802	0.9445429	0.95725286	0.90447223	0.8964133	0.97486794	0.96609855	0.9624886	0.8995592	0.9594094	0.8704091	0.97834	0.9629608	0.9542046	0.92331344	0.9635833	0.9613433	0.95990956	0.92379344	0.95785856	0.94793993	0.91128963	0.9459042	0.9518064	0.97871995	0.9706061	0.9740134	0.9436426	0.94793123	0.9069206	0.86089325	0.94469875	0.9364602	0.91522276	0.94127285	0.9364681	0.91685444	0.96413445	0.9366928	0.9531198	0.94597805	0.9394355	0.9847855	0.9189029	0.9490695	0.95298046	0.9858994	0.9421847	0.9475868	0.9723364
1997/noun	0.81051373	0.0	0.9175017	0.8311414	0.8406286	0.95562434	0.83960915	0.9372515	0.94422185	0.889466	0.96535385	0.88774645	0.87849724	0.95890075	0.89905685	0.9263677	0.9338964	0.9032822	0.918515	0.8457567	0.9153207	0.91006863	0.9138176	0.9370101	0.74181485	0.9163588	0.97009313	0.8464764	0.867797	0.9380199	0.9087187	0.9100296	0.9311088	0.8977116	0.86898315	0.849688	0.9266905	0.8058864	0.9891186	0.79547364	0.90100396	0.80841535	0.8244288	0.91588306	0.89148843	0.84185165	0.9552871	0.7728697	0.81251794	0.853955	0.92839724	0.88097703	0.77299124	0.80967575	0.858376	0.89174396	0.8702239	0.96232975	0.87072575	0.8603323	0.85022366	0.86952543	0.8875049	0.977873	0.94273716	0.9804286	0.94826216	0.8894834	0.89176035	0.8890679	0.8952866	0.86911756	0.8469672	0.8816919	0.9858553	0.92952955	0.86312044	0.9181828	0.92255485	0.9004095	0.8988063	0.89218414	0.9115075	0.793921	0.8727796	0.9174075	0.9380137	0.91223866	0.95349824	0.95066667	0.7850897	0.89044434	0.88431394	0.88687336	0.98317575	0.8564682	0.81177896	0.8456511	0.81860065	0.95150197	0.91232276	0.88801146	0.9785686	0.89661974	0.9433577	0.91451	0.9203116	0.9043988	0.8969981	0.9233893	0.8963839	0.92110586	0.8822731	0.93551064	0.9307322	0.86068726	0.8605396	0.9044907	0.84734297	0.94560754	0.8723314	0.88953054	0.91308385	0.9438806	0.84652185	0.9031417	0.99484223	0.8528197	0.90627474	0.9180665	0.88811505	0.89887285	0.91578835	0.9306096	0.97647434	0.92731684	0.8176267	0.89402664	0.9384001	0.9064607	0.88907707	0.95047605	0.9372077	0.93575406	0.93274534	0.9282452	0.7945824	0.9228248	0.89990854	0.84665656	0.8537564	0.8750061	0.88588244	0.9020088	0.9702696	0.833297	0.94719774	0.7933259	0.87320584	0.9603013	0.88809156	0.92668253	0.9190984	0.9850516	0.9070322	0.9200096	0.92938435	0.79063106	0.8146369	0.9064926	0.8954514	0.9601415	0.90753764	0.89038575	0.9067314	0.8411017	0.87517446	0.9101011	0.817279	0.8726836	0.76560754	0.8930566	0.84211373	0.9104086	0.95298207	0.89312935	0.87407464	0.81920606	0.864672	0.90128106	0.85057884	0.9278039	0.8759109	0.74137616	0.90000063	0.8859527	0.96396637	0.8853087	0.8916281	0.94607663	0.8794286	0.87790763	0.9300768	0.9650985	0.92288446	0.6875311	0.91621304	0.8258953	0.98127675	0.9214771	0.9419721	0.9591169	0.89453965	0.87695646	0.9280014	0.81342995	0.9436802	0.8837355	0.8764637	0.95665133	0.86289746	0.8855201	0.932134	0.8446879	0.903963	0.78827417	0.89887714	0.84253955	0.82282907	0.8983711	0.92360383	0.92066276	0.9349319	0.934013	0.9406565	0.8420529	0.7853329	0.9638143	0.97684836	0.86492324	0.8967642	0.8132899	0.85330033	0.7976884	0.97567344	0.87385267	0.83468914	0.90951014	0.8574782	0.95990676	0.94992036	0.8785952	0.89602655	0.9589786	0.9697755	0.9605613	0.8819006	0.9059781	0.9415795	0.94472504	0.85185176	0.85383976	0.9469239	0.9653685	0.93077534	0.93891644	0.9141509	0.9409704	0.8921645	0.89642996	0.8862835	0.92767894	0.8936773	0.9157543	0.8928839	0.95834965	0.9377676	0.9543708	0.8807374	0.85736257	0.94061005	0.9694671	0.9577758	0.95424086	0.8715689	0.9074254	0.8422384	0.9407509	0.9416626	0.9483384	0.91610223	0.8815765	0.9442543	0.9364964	0.88048726	0.9387892	0.84894246	0.9259598	0.955227	0.9860663	0.99366766	0.9098547	0.9302414	0.95561403	0.8415227	0.98518384	0.98365563	0.89339066	0.78916615	0.8809912	0.92480004	0.80671144	0.96088606	0.9576789	0.8538072	0.9800663	0.9213831	0.87008715	0.90285724	0.9364226	0.95518005	0.8496517	0.8513662	0.9440868	0.9631446	0.9031349	0.8633048	0.9054329	0.85190856	0.9524784	0.8885195	0.8708781	0.9411389	0.9490796	0.88945675	0.8899964	0.9030796	0.89515674	0.9356513	0.88519007	0.8604594	0.88654584	0.97058606	0.9394596	0.9461483	0.8797897	0.9471117	0.8854788	0.772603	0.8870108	0.92053664	0.88655055	0.84265757	0.8501081	0.912828	0.960085	0.91178375	0.87298	0.86065114	0.9086638	0.98531044	0.7936038	0.9325609	0.89729637	0.9571239	0.95281965	0.9056326	0.97058433
Israëli/noun	0.94050026	0.9175017	0.0	0.96216565	0.9863784	0.9978532	0.98464143	0.96259904	0.9693479	0.929676	0.9909844	0.9865592	0.9752334	0.9722818	0.9588195	0.97299117	0.986971	0.97738993	0.97295266	0.97854495	0.95324975	0.9472254	0.98200786	0.9701339	0.913169	0.986401	0.97813	0.95117354	0.9517279	0.976631	0.946256	0.98107743	0.9802538	0.9156805	0.8869288	0.96230245	0.9530402	0.90960026	0.9603179	0.94209033	0.98603433	0.9491188	0.88755	0.90229195	0.91187704	0.97973686	0.9783445	0.95482516	0.9696588	0.97997016	0.92152923	0.9559018	0.9702829	0.9649024	0.954107	0.943107	0.94823647	0.9681366	0.9734546	0.9060803	0.9698946	0.9475722	0.9588306	0.9685053	0.93990237	0.98146594	0.98759824	0.9729897	0.93370545	0.9608521	0.98336846	0.9612788	0.9479033	0.9475561	0.999673	0.9902778	0.95716375	0.9609251	0.95342064	0.9381	0.9350636	0.9698875	0.9567003	0.9209942	0.92960757	0.9921905	0.95108014	0.9710092	0.95231056	0.9878823	0.9674773	0.9583357	0.9762076	0.9831768	0.9908165	0.92008096	0.974447	0.96175283	0.94751257	0.94207937	0.9777429	0.97761065	0.9502906	0.98630255	0.9418654	0.9542133	0.99109757	0.97987115	0.98828495	0.98326707	0.98375803	0.9810979	0.9647026	0.9842212	0.9345926	0.96038085	0.9582897	0.965296	0.94743437	0.9448625	0.9527987	0.98257256	0.9790813	0.98940116	0.9283979	0.9300259	1.0	0.9649802	0.9603496	0.9837894	0.96777546	0.95651317	0.9058424	0.98196393	0.9629095	0.9621891	0.9039726	0.9637679	0.93965507	0.95806634	0.97307634	0.98297095	0.97361034	0.99014056	0.9560948	0.9575338	0.9449681	0.9946348	0.88816583	0.97481537	0.9551144	0.8850318	0.96239704	0.9185108	0.9969503	0.950793	0.9904874	0.947506	0.9531509	0.95349306	0.9679222	0.96475786	0.9706986	0.9919609	0.92266583	0.90683275	0.9715942	0.9324084	0.9527194	0.93341404	0.9288542	0.95779544	0.9876246	0.9721114	0.96432394	0.92814803	0.9679475	0.9721046	0.9326249	0.9728993	0.93953216	0.9584454	0.9405145	0.96984404	0.9437175	0.9612024	0.93145216	0.98709106	0.9323294	0.93154716	0.95691395	0.96530414	0.97570306	0.9481983	0.9806952	0.9539286	0.9972995	0.9500007	0.9741585	0.9781958	0.94139385	0.952375	0.983036	0.95398474	0.9752404	0.92843735	0.953684	0.9740796	0.99141234	0.95146096	0.9680307	0.98067635	0.92932725	0.9190583	0.97404987	0.96338934	0.9581887	0.9343721	0.8997868	0.9900103	0.9671988	0.9840442	0.9566536	0.9530245	0.9718386	0.9200438	0.9266471	0.9676976	0.9793935	0.9328964	0.95975137	0.9575218	0.973836	0.9372834	0.98293465	0.9560139	0.9181117	0.9630181	1.0	0.95738995	0.9275234	0.96892595	0.98349345	0.8893802	0.990958	0.93512	0.9722323	0.99095094	0.9798987	0.961681	0.9943757	0.917504	0.94111943	0.9896272	0.9876595	0.96728086	0.9570487	0.8869473	0.9780225	0.9582583	0.8536402	0.9451594	0.98684675	0.9775503	0.9570567	0.96586496	0.9405322	0.98152256	0.9641109	0.9401282	0.9511889	0.9464211	0.9090331	0.97923625	0.969825	0.9776632	0.96649826	0.9892139	0.9475036	0.9252539	0.9730114	0.9761088	0.9669045	0.9753804	0.9748081	0.97355247	0.95569545	0.97609955	0.97409415	0.9887801	0.9897407	0.94801366	0.96971554	0.89939606	0.9800928	0.97630084	0.939178	0.96216077	0.98628867	0.9928901	0.98590463	0.9837458	0.9762872	0.91936696	0.9505885	0.9856062	0.9986817	0.9717283	0.9632261	0.97698975	0.98239213	0.89998823	0.9607521	0.9570065	0.96843207	0.9938612	0.96758646	0.9614723	0.96071774	0.9325848	0.96267694	0.90506005	0.9428131	0.9652605	0.9947462	0.9639877	0.961322	0.987997	0.9741554	0.9847321	0.97199774	0.94174147	0.90962064	0.99275076	0.9542216	0.96257365	0.9396391	0.8760227	0.9134601	0.9447792	0.9572663	0.96017313	0.9979869	0.9813311	0.97610164	0.9722927	0.9833478	0.97691756	0.93120533	0.96242154	0.9867936	0.9369524	0.95394284	0.9470134	0.9017617	0.9820977	0.97064763	0.90727985	0.9722986	0.9611831	0.9923295	0.9658745	0.98349154	0.9707683	0.9970513	0.9837552	0.9741639	1.0
Japans/adj	0.90182084	0.8311414	0.96216565	0.0	0.92601246	0.9979876	0.9140246	0.920971	0.97203684	0.885563	0.996642	0.9556391	0.9422815	0.9881878	0.9238602	0.9466668	0.9321192	0.9273327	0.9645478	0.91354454	0.9290374	0.92825365	0.96372586	0.98477936	0.90016323	0.9526261	0.9790281	0.8982324	0.92881966	0.96673524	0.92522484	0.94606686	0.9680507	0.96727437	0.87335706	0.8895824	0.9357934	0.8691567	0.92865807	0.8185416	0.94723517	0.9005182	0.8648754	0.91814256	0.9391244	0.9253307	0.99295324	0.8598486	0.86182445	0.9127565	0.9678775	0.9119384	0.9131572	0.88493764	0.91059947	0.9307478	0.9354671	0.9866888	0.8959785	0.8729879	0.9241936	0.9512793	0.90217644	0.9802736	0.9699024	0.9791589	0.9464768	0.94547635	0.93034524	0.9070347	0.89943856	0.9228195	0.9370902	0.87015945	0.98950666	0.94808227	0.8702026	0.9287038	0.93767786	0.93302345	0.9382011	0.9467453	0.9594199	0.90384537	0.93843865	0.9597155	0.98011786	0.92229784	0.97443837	0.9196675	0.91107917	0.95362663	0.9351499	0.9455834	0.9622665	0.9068688	0.8500601	0.87868977	0.8844115	0.9558181	0.9271748	0.8827124	0.97504026	0.92175806	0.9472468	0.91297925	0.95625085	0.94099766	0.90981525	0.9501311	0.94250363	0.9632977	0.95056814	0.9487197	0.9652144	0.9152028	0.89318997	0.9316124	0.9197574	0.9596568	0.92120516	0.94852644	0.93045247	0.9867843	0.91135657	0.939608	0.9937489	0.9326924	0.93655354	0.93026274	0.9420233	0.9519049	0.9369027	0.97153866	0.98291665	0.95806277	0.90101033	0.9207603	0.9334109	0.9239749	0.92547524	0.9584569	0.94969857	0.98648477	0.9490809	0.87984896	0.864055	0.94930154	0.944517	0.90608096	0.8994955	0.93022436	0.9061936	0.9260871	0.9807708	0.94124526	0.9753388	0.87825334	0.9355998	0.9281784	0.9181393	0.93604356	0.9492223	0.98536074	0.954917	0.87921053	0.9321359	0.92417926	0.87858695	0.95650846	0.9304555	0.99604857	0.9344942	0.9589364	0.9130784	0.8798723	0.927183	0.95958376	0.8878967	0.94500554	0.8546929	0.9679513	0.8959514	0.91043127	0.97305954	0.92601776	0.94523406	0.84843385	0.9383606	0.9156194	0.9195399	0.97430193	0.93197113	0.83035517	0.9275852	0.902488	0.9701384	0.9172834	0.9187228	0.97236794	0.91795707	0.86665857	0.93156874	0.9741738	0.93350554	0.85676205	0.94452417	0.8934679	0.99425703	0.94973356	0.97433335	0.98465204	0.94260895	0.9294226	0.95858717	0.93669343	0.94246745	0.9388894	0.92190564	0.9753393	0.8529345	0.9000389	0.93752235	0.9032779	0.94088495	0.89076483	0.9693246	0.8829607	0.8712191	0.9135016	0.9577617	0.93160427	0.945929	0.9317449	0.98961145	0.8751631	0.91025674	0.9554771	0.995464	0.9081993	0.91407347	0.8887872	0.908982	0.89853835	0.9958339	0.94396913	0.8788572	0.93509465	0.8914348	0.92609453	0.9812877	0.93219584	0.90875065	0.97491336	0.9832988	0.9439097	0.9164408	0.9295	0.9827505	0.95902634	0.9179927	0.941306	0.9484063	0.9959238	0.9527351	0.9645997	0.92626745	0.9586431	0.9172802	0.9426367	0.9257519	0.99042237	0.9548009	0.9613894	0.9001452	0.94157535	0.9615699	0.97577673	0.92954546	0.9324696	0.9505714	0.99540687	0.9626974	0.9734537	0.8858441	0.9299245	0.897554	0.98586816	0.9471906	0.9699019	0.94786495	0.89978594	0.954856	0.9533072	0.95040417	0.93194675	0.91478413	0.91260654	0.98266613	0.97954065	0.97698754	0.93475544	0.92731005	0.9491968	0.9222888	0.9870898	0.9881953	0.92605954	0.8535847	0.9475776	0.92954725	0.86126304	0.98681563	0.9557892	0.91983664	0.95226425	0.9256998	0.96587175	0.9448881	0.9710403	0.9712872	0.90510523	0.90173715	0.94968057	0.9877956	0.96063584	0.92501366	0.9297327	0.9086582	0.9678743	0.9383462	0.89933646	0.9261028	0.97728276	0.93334556	0.9294035	0.9152417	0.9360432	0.94963115	0.9391992	0.9272556	0.9343735	0.9772338	0.9668018	0.95086795	0.91266	0.9706149	0.9198634	0.86671084	0.9026826	0.94258934	0.9465624	0.91453195	0.9181475	0.9618317	0.9638611	0.9421717	0.91080636	0.9006639	0.92205113	0.9653269	0.8873148	0.9786883	0.9483807	0.9592263	0.9834868	0.9434368	1.0
Vlaams/adj	0.9642834	0.8406286	0.9863784	0.92601246	0.0	0.99847394	0.90089095	0.9806241	0.9492188	0.9404144	0.9883672	0.81117654	0.88960785	0.97649086	0.9574297	0.95998526	0.8968712	0.9021958	0.92605656	0.7916362	0.913301	0.900973	0.9813995	0.9633168	0.8521571	0.9628439	0.9639079	0.946971	0.9339036	0.96009946	0.9631455	0.9091964	0.9369056	0.899958	0.9087127	0.8978355	0.9237499	0.88168263	0.9887165	0.9006015	0.94314575	0.79943013	0.8869918	0.91691417	0.9337414	0.89144975	0.98209363	0.83468795	0.87110066	0.8609906	0.94322634	0.87501264	0.82937515	0.87542176	0.90201867	0.90185857	0.86986196	0.98087263	0.8895564	0.9168806	0.92704755	0.9299778	0.9452633	0.9874863	0.9718274	0.96723706	0.98258626	0.81787944	0.92683804	0.9289653	0.9254396	0.90535545	0.88497573	0.95402944	0.9979485	0.94216764	0.94787747	0.90223193	0.95885724	0.93637	0.9535894	0.9346724	0.97656333	0.9003315	0.93845654	0.9131651	0.9901995	0.9415204	0.96538043	0.9201648	0.95682997	0.91616577	0.93398744	0.873065	0.9375003	0.877306	0.92358214	0.92853427	0.8775485	0.98813546	0.96020854	0.91328233	0.9685863	0.92880446	0.9631705	0.916487	0.9833284	0.9224433	0.9363414	0.9515574	0.91666245	0.91494745	0.88395315	0.88865054	0.9551721	0.88348275	0.87468493	0.9537514	0.9141476	0.9579223	0.8826914	0.9467619	0.9516893	0.98859864	0.87677467	0.9639504	0.99373907	0.9220417	0.9214815	0.8913394	0.91129375	0.9406465	0.9084492	0.9652409	0.9564089	0.974195	0.92855924	0.88516206	0.9705025	0.91490567	0.9496356	0.92396927	0.9474369	0.98678976	0.9479002	0.93149495	0.82243514	0.9328624	0.9351128	0.8312699	0.88819534	0.9265153	0.8912387	0.93864733	0.96872246	0.9349467	0.88864446	0.8198427	0.88753325	0.9647922	0.92120534	0.9675125	0.90040785	0.97469	0.9516855	0.9642816	0.96220726	0.87402695	0.92172134	0.9365721	0.8592577	0.98466736	0.89768344	0.90644234	0.9478566	0.88317585	0.87005985	0.92025554	0.91041875	0.90823305	0.8349462	0.96018976	0.9463813	0.9189105	0.93610716	0.9382055	0.95526105	0.89729667	0.929976	0.9372456	0.8318723	0.98010767	0.8935009	0.88814676	0.9106599	0.9234674	0.97096956	0.88926095	0.9695886	0.9830969	0.9564349	0.90866524	0.9098948	0.9976457	0.95496714	0.87443614	0.94355977	0.87858725	0.9544454	0.9245347	0.9512334	0.9774889	0.9160607	0.9062129	0.9469963	0.8456988	0.98391414	0.8657851	0.94748193	0.9880959	0.9079398	0.92594606	0.9477241	0.8965201	0.8735813	0.8936125	0.8857143	0.8612845	0.8716879	0.89839685	0.8939196	0.91634345	0.9373435	0.9783638	0.825443	0.8818064	0.89353067	0.9364513	0.9863394	0.8511783	0.92611897	0.85374504	0.9292453	0.88366306	0.9894437	0.95590127	0.90172267	0.88943857	0.92665577	0.9407937	0.9338164	0.8454268	0.97710717	0.98177934	0.9567623	0.9526234	0.9287535	0.9563144	0.9682214	0.98859817	0.87071425	0.9465996	0.9508155	0.9899114	0.9219831	0.9415672	0.91604865	0.937337	0.93054175	0.97352266	0.9251026	0.93267596	0.9171537	0.9309119	0.9079844	0.95070964	0.9609284	0.9282538	0.9195823	0.8748344	0.9340702	0.9811834	0.9611032	0.9871034	0.9061135	0.91697127	0.8745976	0.99163586	0.9338226	0.9693265	0.9287195	0.91680616	0.9409103	0.95498675	0.93670684	0.9362928	0.92659676	0.95384836	0.9720954	0.974721	0.99310994	0.9672508	0.9574508	0.97618216	0.9162127	0.9632934	0.9727114	0.927364	0.8638433	0.9454095	0.93724483	0.9449858	0.9991763	0.96386325	0.9006821	0.98577	0.92652327	0.942332	0.9576635	0.9256802	0.9786112	0.91377985	0.8892733	0.9730558	0.98330444	0.94304	0.8590654	0.96611995	0.8716453	0.97575504	0.89566314	0.9204196	0.9162556	0.9610067	0.88050866	0.8446266	0.93588215	0.9747106	0.9750696	0.89523137	0.85036933	0.8913424	0.9962692	0.9512636	0.9480898	0.83577543	0.9692914	0.8401151	0.8242115	0.915897	0.884076	0.92082226	0.8332868	0.9095501	0.9553023	0.98921674	0.95903856	0.81651735	0.8945636	0.9287312	0.9616633	0.83241504	0.97513556	0.87710446	0.9692052	0.94912803	0.9324692	0.9868209
