	artikel/noun	sommig/adj	hoe/adj	altijd/adv	Vlaams/adj	toevallig/adj	soms/adv	ben/verb	bad/noun	traktaat/noun	omgeving/noun	verontwaardigd/adj	heb/verb	eenwording/noun	buitengewoon/adj	stop_in/verb	ontsta/verb	gehandicapt/adj	weggebruiker/noun	voorwaarde/noun	wijs/verb	bitter/adj	functie/noun	wending/noun	plant/noun	kritiek/noun	houten/adj	schoen/noun	gemakkelijk/adj	museum_bezoek/noun	streek/noun	gewoon/adj	sorteer/verb	eersten/noun	braak/verb	overigens/adv	regent/noun	vanochtend/adv	zo/adv	koppel/verb	transparantie/noun	erg/adj	boodschap/noun	bestanddeel/noun	bespaar/verb	riskant/adj	natuurlijk/adj	opvallend/adj	knoflook/noun	rij_paard/verb	demonstratie/noun	alternatief/noun	cannabis/noun	cluster/noun	antibioticum/noun	samenstelling/noun	begrotingstekort/noun	onderling/adj	expliciet/adj	compensatie/noun	advies/noun	weg_gedrag/noun	systematisch/adj	lucht/noun	twijfel/noun	paars/adj	helaas/adv	ga_uit/verb	medium/noun	spijsvertering/noun	reflecteer/verb	eigenschap/noun	spreker/noun	onmiddellijk/adj	gevallen/adj	wetenschappelijk/adj	destijds/adv	verschuiving/noun	compleet/adj	woede/noun	cyclus/noun	onderhandeling/noun	werkelijkheid/noun	indirect/adj	dompel_onder/verb	chocolademelk/noun	geloof/noun	zeer/adv	juist/adj	werk/verb	medisch/adj	onvermijdelijk/adj	beschouw/verb	lichamelijk/adj	toevlucht/noun	bereid/verb	weg/noun	bekoor/verb	alle/adv	leg_stil/verb	christendom/noun	talent/noun	vuur/noun	verbeter/verb	mogelijk/adj	kan/verb	spring_op/verb	regelgeving/noun	prijs/verb	gesprek/noun	gevolg/noun	les/noun	leid/verb	beschrijf/verb	wellicht/adv	nederlaag/noun	werking/noun	bijvoorbeeld/adv	rust_periode/noun	kogel/noun	economie/noun	eeuw/noun	niet/adv	ander/adj	eventueel/adj	bijzonder/adj	zit/verb	verspreid/verb	rust/noun	spreek/verb	werk/noun	mensheid/noun	beslist/adj	roep_op/verb	meestal/adv	mondiaal/adj	adviseer/verb	het/noun	yoghurt/noun	kmo's/noun	commissie/noun	muziek/noun	zelfs/adv	uitwerking/noun	beweging/noun	beval/verb	crisis/noun	doe/verb	groente/noun	magisch/adj	sterk/adj	dioxine_crisis/noun	heel/adj	eens/adv	prikkel/noun	stand_DIM/noun	verricht/verb	zal/verb	schadelijk/adj	neem_af/verb	verwijs/verb	coffeeshop/noun	eeuwenlang/adj	schrijf_toe/verb	inderdaad/adv	alvast/adv	voorteken/noun	overtuigd/adj	voeding_middel/noun	ego/noun	bevind/verb	beurs/noun	wanneer/adv	nergens/adv	ontnuchtering/noun	immers/adv	economisch/adj	verscheiden/adj	bied/verb	profiteer/verb	thee/noun	humor/noun	toe/adv	bron/noun	bevestig/verb	markt/noun	duidelijk/adj	uiteindelijk/adj	wel/adv	vaak/adj	zelden/adv	meen/verb	aandacht/noun	dolfijn/noun	alternatief/adj	ken_toe/verb	tijd_geest/noun	min/adj	velerlei/adj	kop_DIM/noun	gezondheid/noun	kwak/verb	ene/adj	drama/noun	verzelfstandiging/noun	lang/adv	slagader/noun	olijfolie/noun	homo/noun	speel/adj	partner/noun	zogezegd/adj	overtuig/verb	dynamiek/noun	net/adv	zelden/adj	blijk/verb	chip/noun	klimaat/noun	geloof/verb	alcohol_gebruik/noun	schok/noun	niets/noun	soort/noun	onverwacht/adj	lever/verb	zacht/adj	marihuana/noun	boek/noun	invloed/noun	stop/verb	integendeel/adv	bezinning/noun	verkiezingsnederlaag/noun	heftig/adj	kracht/noun	water/noun	prestatie/noun	evolutie/noun	creatief/adj	zwak/adj	alom/adv	rakel_op/verb	misschien/adv	bedreig/adj	sanering/noun	geestelijk/adj	voel/verb	bevorder/verb	pedagoog/noun	toepassing/noun	musicus/noun	concurrentie/noun	effect/noun	sporter/noun	ook/adv	tijdverdrijf/noun	klank/noun	anderzijds/adv	1975/noun	cultuur/noun	Israëli/noun
artikel/noun	0.0	0.8641279	0.8046926	0.9444391	0.8913826	0.912763	0.8648853	0.871632	0.96250266	0.59433836	0.91191995	0.72615474	0.88388205	0.93529546	0.7723967	0.9634124	0.9079281	0.8580172	0.9411737	0.80875367	0.7520565	0.8703831	0.7505945	0.91785663	0.8368708	0.6575843	0.94743574	0.9499842	0.9243335	0.9125911	0.8937501	0.92991006	0.9418931	0.8770556	0.8926994	0.7869088	0.9733766	0.890696	0.86134934	0.75887334	0.8881452	0.8770524	0.8418279	0.8687496	0.92650586	0.8580633	0.9007183	0.9375924	0.94115704	0.9475009	0.8162093	0.9265522	0.7743429	0.8745737	0.85848	0.8127061	0.9326172	0.8588031	0.571278	0.9270243	0.69389415	0.9811727	0.71272683	0.9548281	0.82228744	0.89750135	0.76998204	0.90023726	0.7695999	0.9315986	0.76720023	0.7946453	0.73290944	0.87512463	0.88261914	0.5195513	0.7326548	0.91040725	0.9130253	0.9214599	0.9500569	0.883192	0.71930254	0.78238606	0.95664597	0.932844	0.7780913	0.73563015	0.83857435	0.8931163	0.59378475	0.90267265	0.89594644	0.8420199	0.91706634	0.95667386	0.8710479	0.9692783	0.7174748	0.94174033	0.83032477	0.84646827	0.95948267	0.9105079	0.76074064	0.9114044	0.92170286	0.7780707	0.8607756	0.91760296	0.8838382	0.957782	0.82773525	0.5485272	0.92315555	0.9586858	0.750002	0.67205375	0.946746	0.8682282	0.93034405	0.7651067	0.8938616	0.807204	0.8554039	0.7641077	0.95475984	0.8489452	0.9416546	0.8144884	0.75211555	0.7872901	0.8986345	0.8496465	0.8282373	0.87039673	0.8835407	0.9512861	0.9539752	0.8228308	0.73431003	0.8435141	0.86928165	0.82125396	0.90299755	0.92424434	0.95192564	0.9353868	0.94591093	0.806509	0.9195944	0.8244486	0.86220455	0.94458663	0.9164671	0.7487231	0.69095886	0.9325956	0.84288	0.8783226	0.599275	0.9367146	0.90135205	0.78467405	0.82411474	0.9305199	0.86005306	0.912247	0.79841745	0.8824857	0.8944776	0.9420321	0.9381888	0.69521844	0.8555131	0.85345733	0.89248574	0.77213466	0.84229684	0.9518113	0.95149124	0.8198984	0.9535311	0.6940759	0.7617505	0.8423428	0.89216864	0.95609426	0.957024	0.72413516	0.79921967	0.8837002	0.7794838	0.9038006	0.695423	0.8238476	0.8470206	0.8842639	0.6837261	0.9803546	0.8804586	0.94571674	0.87083423	0.8399471	0.9259382	0.8945793	0.9531853	0.9559811	0.7852868	0.9361325	0.96299267	0.8321728	0.88333505	0.857713	0.94325817	0.7814938	0.7199559	0.8420423	0.8709957	0.9256988	0.90954894	0.82834136	0.9090412	0.7534745	0.8788806	0.8013642	0.9472021	0.7876079	0.44023347	0.7840764	0.9715555	0.90763164	0.9163102	0.9657047	0.8837569	0.9243822	0.94086206	0.8493221	0.7765429	0.75592536	0.8874631	0.7903129	0.89368075	0.9597584	0.82999486	0.9492589	0.76490283	0.9491192	0.8071542	0.8562026	0.677518	0.8978133	0.9084535	0.80999863	0.84889305	0.79557014	0.90744466	0.88062876	0.9037287	0.84051406	0.78618777	0.831517
sommig/adj	0.8641279	0.0	0.75419307	0.7012028	0.9238771	0.7689158	0.54788107	0.66306424	0.8351048	0.9114787	0.78657484	0.63569283	0.72284216	0.80441827	0.6326351	0.8606112	0.84043294	0.75264394	0.8321323	0.9369378	0.7999654	0.72251767	0.8585499	0.8354416	0.8541767	0.7791774	0.8488773	0.8136103	0.6987976	0.91225934	0.8634987	0.6223413	0.93241143	0.84839624	0.69768757	0.68483317	0.7943355	0.8179202	0.75063086	0.95460504	0.872196	0.5933695	0.78578943	0.8099344	0.85412014	0.68544424	0.7502912	0.78462887	0.9509366	0.72202384	0.7645477	0.767335	0.8347186	0.88331115	0.88658524	0.89390373	0.886474	0.88109577	0.7182691	0.8654959	0.92508537	0.8968777	0.83962905	0.819598	0.68903816	0.80247116	0.7947224	0.83006835	0.6536357	0.8796048	0.7688614	0.7764404	0.7956814	0.72774875	0.82148445	0.81712127	0.60534364	0.7860398	0.8220896	0.718562	0.88598365	0.87161815	0.7704307	0.76263773	0.8845134	0.8932632	0.77614534	0.6548336	0.7572406	0.800809	0.81255156	0.6716584	0.7024216	0.7605752	0.81614757	0.9058403	0.8558992	0.7777689	0.8713949	0.8973855	0.78421694	0.6649114	0.8220062	0.8534981	0.7879656	0.6515794	0.8395998	0.89111197	0.8591603	0.8455418	0.8484183	0.72217715	0.7012658	0.7748089	0.6535289	0.76475656	0.7655064	0.8453947	0.8673083	0.8695923	0.85759014	0.8195946	0.69378364	0.80778307	0.88335395	0.7033152	0.75693667	0.83782446	0.8183811	0.67452574	0.81787145	0.7689428	0.78686905	0.6829499	0.66493285	0.8673386	0.82032245	0.720832	0.91694593	0.900678	0.84205997	0.8451921	0.55548525	0.84944034	0.78658503	0.80537033	0.8211266	0.7194915	0.9300454	0.79039794	0.7734226	0.8254023	0.7561201	0.68664813	0.6856129	0.8463838	0.88346183	0.68561286	0.7681786	0.80761003	0.8293439	0.8154988	0.77516747	0.8652952	0.66084445	0.686762	0.67440826	0.8308621	0.8787128	0.7910159	0.8564168	0.865545	0.7848374	0.78878814	0.8966329	0.7156161	0.8314024	0.72311056	0.76308036	0.87324554	0.8564647	0.79813373	0.54986215	0.7554134	0.89511317	0.8293911	0.8312262	0.771023	0.6397733	0.61177886	0.71853	0.6810122	0.8572631	0.7711642	0.79514664	0.92858994	0.77525693	0.6278221	0.83452326	0.82648647	0.7950308	0.9161071	0.77546656	0.7915778	0.86806923	0.79963666	0.92475426	0.91960895	0.73371136	0.84434986	0.8262749	0.7831621	0.8115047	0.8375311	0.76759946	0.6619115	0.7826243	0.9367051	0.798257	0.7021842	0.85052985	0.7942613	0.7277996	0.7379364	0.804881	0.84828115	0.84167516	0.80953246	0.7894374	0.80803484	0.6995376	0.72081417	0.72549796	0.803045	0.6740798	0.7235412	0.8151809	0.8371744	0.7874391	0.72070974	0.81916773	0.6918083	0.7665409	0.5176686	0.7391254	0.87735677	0.7321458	0.6641458	0.8263019	0.77505857	0.8533039	0.8427532	0.8023417	0.7195449	0.741397	0.6465537	0.7407472	0.8665031	0.6190803	0.92574024	0.76727766	0.6470586
hoe/adj	0.8046926	0.75419307	0.0	0.6711432	0.9146826	0.7690001	0.6113169	0.5793561	0.87537575	0.7937304	0.74356675	0.8002298	0.8604581	0.826054	0.6619088	0.840605	0.7685187	0.85385686	0.8792351	0.8455291	0.8280132	0.8159289	0.8568778	0.80376107	0.7748743	0.8139465	0.91524667	0.8563607	0.69728124	0.869691	0.8911729	0.7552465	0.8429511	0.86307526	0.8476176	0.7341881	0.90113723	0.95295626	0.5002533	0.8907926	0.8553395	0.54122806	0.70302707	0.80706304	0.81010425	0.79192364	0.6643934	0.74186283	0.94761425	0.8448501	0.8668816	0.82715607	0.84332144	0.87821287	0.7725219	0.8619325	0.88853455	0.79710335	0.739471	0.90093994	0.9086077	0.87634754	0.81952983	0.9033234	0.79607344	0.86457145	0.7377231	0.8882883	0.7649637	0.8507698	0.77080774	0.72967696	0.8188607	0.78337723	0.8581701	0.78028893	0.7791004	0.74942297	0.8900342	0.7931778	0.839134	0.880571	0.63022095	0.8349916	0.91177034	0.9395506	0.81031555	0.5805582	0.74359286	0.77139246	0.8684057	0.8379277	0.78890705	0.83144027	0.8207984	0.90431917	0.84641933	0.79928017	0.8448683	0.9372207	0.794079	0.8780488	0.8965375	0.8511249	0.7759315	0.73574704	0.89988387	0.8175052	0.8846245	0.8305528	0.7865475	0.8702306	0.7797053	0.6963471	0.73898983	0.9151742	0.83712876	0.688172	0.85444003	0.91287935	0.8095318	0.76207024	0.68769026	0.8566049	0.8335802	0.6964686	0.8596847	0.8547716	0.9384042	0.7355271	0.84206814	0.7409724	0.82965475	0.84844697	0.6787468	0.81821686	0.8399872	0.5998611	0.92766213	0.83017254	0.8846345	0.8393194	0.7580243	0.82025224	0.76952267	0.8072047	0.86714774	0.7956904	0.87184143	0.8704494	0.8111248	0.8770592	0.7071707	0.717973	0.7224563	0.81339824	0.871451	0.6865981	0.77194834	0.8641901	0.85290855	0.91903704	0.85475916	0.8852148	0.65603817	0.7824009	0.8954994	0.85595715	0.82068205	0.81596327	0.87730825	0.8998728	0.47271562	0.6989226	0.87234616	0.72228813	0.82283366	0.88599575	0.8648422	0.84512794	0.9273401	0.7585443	0.7745267	0.8845069	0.92338544	0.85416085	0.691485	0.83977413	0.5856	0.6147381	0.8258101	0.79101795	0.84578425	0.8394589	0.7988161	0.9369671	0.7793516	0.5555965	0.7413986	0.92620707	0.8152977	0.9684244	0.87379634	0.8129184	0.8566397	0.8142123	0.87253726	0.9463317	0.7554921	0.85356796	0.79655284	0.76092696	0.81187963	0.82416034	0.83714116	0.73858315	0.6933129	0.897776	0.70107317	0.823365	0.80681145	0.77084243	0.8350096	0.703109	0.83585316	0.88486725	0.88350993	0.9186422	0.6646557	0.7725326	0.8194225	0.8107335	0.8550825	0.9017414	0.7762172	0.80879617	0.84692645	0.8408413	0.65980136	0.80526805	0.896416	0.8736577	0.69115394	0.65315926	0.67343163	0.8847582	0.8216029	0.6932564	0.81115746	0.73451406	0.8249776	0.815074	0.7853144	0.7076545	0.87078196	0.63264304	0.86621404	0.82135236	0.67091507	0.7540371	0.7476042	0.8579993
altijd/adv	0.9444391	0.7012028	0.6711432	0.0	0.9096716	0.75743186	0.6212899	0.49161154	0.8901178	0.9337538	0.8481983	0.8262801	0.7996579	0.8951817	0.7143085	0.84759367	0.83719885	0.83878917	0.8597852	0.8562599	0.83869255	0.79856265	0.89490914	0.8112183	0.83729666	0.82591	0.8675873	0.8220153	0.61545837	0.88906735	0.87624085	0.65358436	0.91964257	0.91783464	0.85510063	0.51382643	0.9070678	0.8874725	0.538836	0.8930677	0.897502	0.5359609	0.7541781	0.8903506	0.88130814	0.72479355	0.6172178	0.7443062	0.9206392	0.844103	0.8784267	0.8253692	0.8818769	0.8642302	0.88383836	0.9261783	0.9100627	0.8935526	0.8308448	0.8691334	0.9372585	0.8164951	0.8495242	0.8665507	0.85812837	0.8573177	0.6169901	0.8608908	0.81777185	0.84132665	0.8785192	0.7577385	0.8680336	0.85382783	0.882834	0.8744118	0.7295246	0.86867666	0.84314	0.81993973	0.8987452	0.9373936	0.72420573	0.8813281	0.8704606	0.9499179	0.7749847	0.6702528	0.7427505	0.8626916	0.92149454	0.8280337	0.79791903	0.85215586	0.81733567	0.89225185	0.79910547	0.6543342	0.77008486	0.9240725	0.8237077	0.6856803	0.9047886	0.8894618	0.8230026	0.6820292	0.87096995	0.9010167	0.8843393	0.8620163	0.8615656	0.88107795	0.8400858	0.8134862	0.77887225	0.90254354	0.8316189	0.81800604	0.9008891	0.9180937	0.8807008	0.883274	0.4386648	0.8704561	0.9533735	0.6790952	0.80168635	0.83975035	0.94400144	0.74364436	0.86404806	0.8254886	0.6503054	0.83358943	0.6441836	0.8657227	0.8741625	0.5386581	0.9272585	0.880275	0.9202161	0.76519203	0.742319	0.7846086	0.8244207	0.7888954	0.9125955	0.7377489	0.89848775	0.84076124	0.7102879	0.92747796	0.76490736	0.8201862	0.79772604	0.89797044	0.9079738	0.77792937	0.8236388	0.86853516	0.9174852	0.93939805	0.84392184	0.8724503	0.61038375	0.7190434	0.8176148	0.6105209	0.8584117	0.7942041	0.8466565	0.9073697	0.804097	0.7774645	0.92202973	0.60362375	0.8963117	0.8898241	0.88194054	0.81505287	0.9394594	0.7402949	0.78156424	0.8380352	0.8968816	0.8453703	0.6781411	0.84890765	0.62972116	0.611195	0.7726207	0.8082929	0.80709404	0.8293992	0.860242	0.9124349	0.83475304	0.62904835	0.7872021	0.9691536	0.8605353	0.8490913	0.85774773	0.8022661	0.9346688	0.59777296	0.8699152	0.9608504	0.78458667	0.7971622	0.88039005	0.8280656	0.70426494	0.81276774	0.8184099	0.63513154	0.64426917	0.9115373	0.8578375	0.6836934	0.8914834	0.818057	0.7078604	0.7555588	0.8707805	0.8669221	0.7975454	0.9714717	0.85030264	0.84831655	0.8754399	0.66409713	0.9452454	0.90110165	0.80711097	0.69624937	0.8681269	0.85168505	0.79482496	0.81701237	0.80567443	0.80417603	0.89206296	0.6439649	0.7373158	0.93105793	0.8847252	0.77640134	0.88363475	0.7219626	0.88473827	0.8031837	0.87077385	0.79532254	0.8433942	0.608258	0.7425616	0.81798065	0.64780843	0.9137975	0.86597157	0.80449444
Vlaams/adj	0.8913826	0.9238771	0.9146826	0.9096716	0.0	0.95218796	0.91095537	0.9187856	0.9171504	0.8707832	0.80278194	0.88491637	0.8987937	0.8939615	0.87370336	0.9018817	0.77814096	0.85130036	0.94667745	0.7441546	0.81384766	0.96296483	0.8892492	0.93248975	0.95766824	0.86347425	0.9888594	0.96407056	0.84938854	0.89154917	0.8266868	0.94592196	0.9270632	0.9448463	0.9484383	0.9254205	0.9562123	0.88473994	0.95658696	0.6827129	0.74675965	0.9623152	0.875473	0.92810035	0.8724259	0.95442677	0.9364996	0.84689355	0.9521729	0.91864717	0.8641852	0.8486908	0.964246	0.73361933	0.9447193	0.8273882	0.8270153	0.87139654	0.72578466	0.7954638	0.69817793	0.98279244	0.70749205	0.9300307	0.8939992	0.78484976	0.8297589	0.8795506	0.810328	0.97969466	0.8566774	0.85076237	0.8418088	0.92090315	0.93323034	0.89723855	0.84273005	0.8762348	0.90174496	0.93795645	0.93258256	0.7621644	0.9077151	0.7994027	0.8733935	0.93747205	0.9098574	0.85264945	0.87003803	0.77724147	0.8892335	0.8624616	0.86431944	0.9492239	0.97343284	0.7822497	0.89107114	0.93164927	0.92458415	0.90700805	0.88790286	0.8773596	0.9470463	0.85296786	0.8003255	0.914413	0.8965971	0.7799428	0.8864164	0.8372463	0.86315006	0.8588388	0.8049168	0.88283825	0.8910021	0.98279285	0.87284464	0.79648536	0.9801059	0.98522264	0.72750986	0.8651373	0.97578543	0.7976828	0.77019364	0.814376	0.8676089	0.90257114	0.94273615	0.8734976	0.9079605	0.9291968	0.95987797	0.80545163	0.8090605	0.7571582	0.7221595	0.9619925	0.96828556	0.5555479	0.7407415	0.78161824	0.9201958	0.8082214	0.78821	0.9524176	0.9326896	0.97355956	0.9473192	0.89864045	0.82278484	0.8671103	0.81707054	0.97182274	0.85340965	0.94880843	0.90842134	0.8576399	0.9381031	0.8686167	0.8449862	0.9637399	0.8455706	0.8608023	0.9276999	0.8070994	0.91203696	0.8024704	0.88881874	0.9894917	0.9329873	0.8419633	0.8894331	0.8821488	0.9233781	0.7475893	0.84636855	0.7110532	0.7583034	0.84148026	0.97736615	0.89672923	0.9845338	0.81301534	0.8723332	0.7668502	0.81030935	0.9280689	0.9426489	0.8117823	0.79537165	0.7841164	0.7731742	0.9445612	0.7537198	0.6972282	0.8602395	0.92873216	0.94443595	0.9759543	0.8931421	0.94268054	0.8954773	0.9203229	0.8541024	0.9139772	0.83671284	0.9240361	0.8693638	0.9400336	0.6293753	0.8674293	0.9123963	0.7001556	0.97730017	0.8647726	0.86259556	0.9587561	0.8331908	0.9223957	0.8032623	0.89270186	0.9465545	0.8569652	0.8729093	0.8671174	0.8679737	0.9738381	0.9237946	0.72041917	0.94764626	0.91601646	0.86659837	0.91009045	0.8499249	0.8610478	0.92255944	0.9510896	0.759467	0.77901435	0.95773184	0.8803908	0.9250611	0.9404118	0.78616744	0.7617506	0.8565779	0.9728891	0.81939155	0.90629435	0.81545603	0.780719	0.7878707	0.8705921	0.90579367	0.85455894	0.92966586	0.82063365	0.6833829	0.8901249	0.6999488	0.9115554
toevallig/adj	0.912763	0.7689158	0.7690001	0.75743186	0.95218796	0.0	0.74455357	0.711148	0.8139727	0.9123739	0.80995166	0.85793597	0.8064453	0.8789002	0.82630986	0.94497365	0.77132654	0.87264013	0.9337641	0.8596859	0.86121625	0.8439527	0.8424585	0.7894765	0.80544996	0.890182	0.8593732	0.8939664	0.6631043	0.94345343	0.75144136	0.6849495	0.957785	0.87962127	0.95233846	0.72388357	0.8440655	0.8980307	0.75646156	0.89965427	0.9413635	0.73886526	0.9138643	0.86368054	0.8717517	0.8165503	0.68402463	0.65204644	0.9064857	0.9216379	0.9406139	0.79011303	0.9077381	0.70942366	0.9037875	0.82257533	0.92838466	0.73420584	0.83279836	0.88062215	0.9499976	0.9302167	0.8592613	0.80647933	0.8557695	0.85444546	0.7316661	0.93102837	0.89098614	0.91444993	0.85069144	0.69825995	0.808298	0.82443285	0.90697396	0.88941014	0.81074893	0.8028066	0.81624043	0.770895	0.90469533	0.9139226	0.6790875	0.79246974	0.9338972	0.90250576	0.85417753	0.84570754	0.7589005	0.7825198	0.8372913	0.74434704	0.85426015	0.8212298	0.95605457	0.91132855	0.8226792	0.72574323	0.76453155	0.90880513	0.8386688	0.8109983	0.8653407	0.86842024	0.80884635	0.79586494	0.80053705	0.9076466	0.863279	0.8400717	0.7759196	0.84503186	0.85220844	0.79775995	0.65913856	0.9044905	0.7742642	0.72772396	0.8730631	0.8020776	0.8074183	0.8491345	0.77896416	0.7179627	0.8767314	0.7939123	0.7343081	0.9081063	0.8980548	0.7832128	0.8929331	0.8600988	0.77596843	0.87366706	0.60569763	0.88894284	0.88200396	0.7302581	0.89102525	0.88980585	0.9472437	0.79769254	0.8130738	0.90324974	0.6746707	0.76900923	0.7767308	0.79519105	0.9173891	0.7911369	0.8216244	0.87761986	0.76945883	0.79997087	0.8951963	0.951716	0.93000394	0.7631426	0.8087975	0.76816195	0.868043	0.8420646	0.86997825	0.774087	0.6807059	0.92374563	0.84698254	0.8157469	0.8667752	0.767356	0.6528882	0.93246245	0.7928583	0.82032764	0.89322287	0.7433779	0.8105916	0.8563077	0.8989106	0.78371954	0.85845745	0.8378382	0.7113451	0.82922584	0.85931444	0.9141339	0.71519905	0.7871892	0.7251947	0.7096274	0.77304363	0.9072555	0.8760879	0.66868997	0.8993801	0.7747986	0.77049893	0.7488413	0.91946846	0.9098275	0.880852	0.97443825	0.69115674	0.8492843	0.9176715	0.8201461	0.8480087	0.9521583	0.74105895	0.7685096	0.83364266	0.76767766	0.8799265	0.8474244	0.7370447	0.7089412	0.7851084	0.92796713	0.872455	0.8417034	0.8508644	0.88015044	0.84009653	0.7340902	0.74800503	0.85274696	0.7658969	0.8843862	0.8220801	0.8298668	0.8993474	0.767924	0.94629836	0.88711596	0.7970647	0.82666606	0.7609247	0.90385157	0.7523913	0.73725706	0.78270245	0.8537226	0.9024765	0.63631296	0.77574134	0.9483502	0.85874176	0.84747523	0.8478402	0.8075691	0.8711972	0.8127731	0.9264676	0.83244437	0.7964127	0.63963014	0.8360752	0.82666534	0.77795756	0.948311	0.8385455	0.9334442
soms/adv	0.8648853	0.54788107	0.6113169	0.6212899	0.91095537	0.74455357	0.0	0.5932181	0.8328081	0.9026249	0.76012146	0.6409633	0.7252563	0.79763734	0.5339229	0.8352434	0.69763684	0.75857073	0.7895351	0.8646744	0.80735743	0.56259483	0.88500947	0.5905005	0.73467654	0.72260207	0.8756615	0.831355	0.6031921	0.8201985	0.8731415	0.642695	0.8473482	0.89161044	0.61496997	0.6511134	0.8430563	0.8552366	0.6305304	0.7815107	0.82237047	0.37229037	0.7282897	0.781067	0.8661677	0.6149535	0.6144927	0.69281524	0.866995	0.7660338	0.7722387	0.83935297	0.831843	0.86089504	0.6960424	0.87901986	0.86675566	0.8055208	0.68328846	0.89280194	0.8988682	0.7489867	0.7677358	0.7616792	0.7708769	0.8098642	0.57843894	0.81729347	0.8000348	0.7391107	0.7682945	0.69999206	0.72376156	0.76412064	0.8668331	0.85874325	0.73121697	0.7137129	0.74121255	0.65553737	0.8620938	0.8824518	0.6500256	0.71375525	0.81013584	0.889041	0.7807169	0.5082147	0.65220845	0.67993635	0.86622465	0.6956411	0.7574078	0.6737925	0.7458169	0.8341181	0.7952317	0.77367115	0.87095845	0.8658714	0.8669832	0.7851799	0.832669	0.78417736	0.7113664	0.6368774	0.8106713	0.8431089	0.83174574	0.7146754	0.75030947	0.75735974	0.6071218	0.6937288	0.7284226	0.74323034	0.71636426	0.6686684	0.8379869	0.9120139	0.83344525	0.8629948	0.7503396	0.72603357	0.87273955	0.5516057	0.6704223	0.78795964	0.86282307	0.69671303	0.8194134	0.78154075	0.76552236	0.6785697	0.45653892	0.8463372	0.84649485	0.6578736	0.880923	0.8177417	0.9333241	0.5826986	0.5277076	0.7336588	0.6003934	0.7668104	0.77683246	0.733902	0.8290589	0.7539962	0.7220621	0.8349087	0.6712127	0.75748235	0.67472494	0.7798013	0.87316525	0.7547948	0.728716	0.831615	0.785063	0.90799606	0.8099208	0.80361056	0.61026573	0.87090194	0.8756735	0.82394624	0.78828156	0.8185452	0.8470852	0.866695	0.75491405	0.72050935	0.8341855	0.6905341	0.84516656	0.7944985	0.76971745	0.8808468	0.79307586	0.55827427	0.48646885	0.80535066	0.85652184	0.86462146	0.72861826	0.6558428	0.6358763	0.32473254	0.57836056	0.825136	0.80176985	0.81841826	0.74969506	0.8828138	0.8226563	0.55602705	0.73677063	0.8136529	0.72304326	0.90643644	0.77855676	0.6417994	0.86831635	0.81801677	0.76216465	0.9104984	0.7976519	0.80371565	0.84556466	0.78380585	0.8222706	0.7427806	0.7967314	0.53689253	0.62038374	0.9145803	0.77343273	0.8311134	0.83445823	0.66615725	0.8144038	0.61100364	0.58485585	0.81430745	0.6817608	0.8865622	0.7785417	0.7990384	0.7948626	0.74166673	0.8381244	0.76328677	0.5103828	0.73219275	0.7902993	0.8202697	0.7418776	0.6911297	0.7344185	0.75289863	0.7030697	0.535753	0.6018697	0.8742235	0.76969784	0.6021323	0.71499395	0.8110997	0.7595556	0.71576655	0.741531	0.6412933	0.7781064	0.58337253	0.7976671	0.6017574	0.67087066	0.8424384	0.79449797	0.8417613
