	artikel/noun	traktaat/noun	samenleving/noun	buitengewoon/adj	stop_in/verb	ontsta/verb	gehandicapt/adj	voorwaarde/noun	kritiek/noun	houten/adj	stress/noun	therapie/noun	bos/noun	vanochtend/adv	zo/adv	koppel/verb	rij_paard/verb	behandeling/noun	cluster/noun	antibioticum/noun	samenstelling/noun	ongeëvenaard/adj	geneeskrachtig/adj	spreker/noun	gezond/adj	verschuiving/noun	woede/noun	werkelijkheid/noun	geloof/noun	zeer/adv	werk/verb	onvermijdelijk/adj	bereid/verb	aankondiging/noun	patiënt/noun	spring_op/verb	gevolg/noun	les/noun	leid/verb	beschrijf/verb	werking/noun	kogel/noun	religieus/adj	spreek/verb	leer/verb	mondiaal/adj	verre/adv	diepte/noun	bepaald/adv	technologie/noun	crisis/noun	groente/noun	sterk/adj	relatie/noun	eeuwenlang/adj	bevind/verb	proces/noun	economisch/adj	denk/verb	af/adv	bron/noun	aandacht/noun	ken_toe/verb	meen/verb	loopbaan/noun	vaak/adj	herinnering/noun	lang/adv	zogezegd/adj	dynamiek/noun	vuur_af/verb	blijk/verb	klimaat/noun	geloof/verb	schok/noun	verkiezingsnederlaag/noun	evolutie/noun	creatief/adj	bedreig/adj	sociaal-economisch/adj	pedagoog/noun	sterf_bed/noun	sporter/noun	persoonlijkheid_stoornis/noun	hoe/adj	altijd/adv	Vlaams/adj	bad/noun	blad/noun	hart-/noun	wending/noun	ontwikkeling/noun	bewijs/noun	museum_bezoek/noun	democratie/noun	kolonie/noun	transparantie/noun	boodschap/noun	bestanddeel/noun	apparaat_DIM/noun	dobber/verb	alternatief/noun	cannabis/noun	expliciet/adj	vraag/noun	weg_gedrag/noun	lucht/noun	Japans/adj	paars/adj	onmiddellijk/adj	compleet/adj	profiel/noun	hart_patiënt/noun	toon_aan/verb	huidig/adj	dompel_onder/verb	medisch/adj	toevlucht/noun	lichamelijk/adj	weg/noun	bekoor/verb	vuur/noun	kan/verb	continent/noun	prijs/verb	stof/noun	stuit/verb	eeuw/noun	niet/adv	bijzonder/adj	beslist/adj	roep_op/verb	adviseer/verb	kmo's/noun	muziek/noun	zelfs/adv	beweging/noun	ei/noun	tik/noun	wijs_uit/verb	dioxine_crisis/noun	heel/adj	eens/adv	stand_DIM/noun	breed/adj	verricht/verb	zal/verb	coffeeshop/noun	kring/noun	voorteken/noun	overtuigd/adj	zelfvertrouwen/noun	ego/noun	ontnuchtering/noun	verscheiden/adj	toe/adv	leef/verb	dolfijn/noun	maag/noun	kop_DIM/noun	kwak/verb	ene/adj	suggestie/noun	kleur/noun	overtuig/verb	chip/noun	jargon/noun	alcohol_gebruik/noun	verstaan/adv	enthousiasme/noun	soort/noun	thans/adv	marihuana/noun	zweverig/adj	boek/noun	partij_genoot/noun	protest_stem/noun	positief/adj	prestatie/noun	alom/adv	misschien/adv	musicus/noun	effect/noun	tijdverdrijf/noun	sommig/adj	soms/adv	ben/verb	omgeving/noun	verontwaardigd/adj	heb/verb	en/noun	recessie/noun	gezien/adj	wijs/verb	functie/noun	onderzoek/noun	plant/noun	streek/noun	gewoon/adj	braak/verb	bespaar/verb	natuurlijk/adj	interesse/noun	knoflook/noun	gok/verb	advies/noun	paddestoel/noun	plaatselijk/adj	twijfel/noun	medium/noun	reflecteer/verb	bewijs/verb	gevallen/adj	onderhandeling/noun	indirect/adj	chocolademelk/noun	verdrongen/adj	juist/adj	beschouw/verb	talent/noun	verbeter/verb	geluk/noun	rust_periode/noun	eventueel/adj	rust/noun	echter/adv	structuur/noun	het/noun	commissie/noun	sport_beoefening/noun	uitwerking/noun	beval/verb	doe/verb	even/adj	oplage/noun	modieus/adj	contact/noun	schadelijk/adj	neem_af/verb	aandoening/noun	homeopathisch/adj	voeding_middel/noun	beurs/noun	thee/noun	humor/noun	bevestig/verb	duidelijk/adj	beoordeel/verb	uiteindelijk/adj	velerlei/adj	middel/noun	drama/noun	partner/noun	homo/noun	speel/adj	kwaliteit/noun	gevoelsleven/noun	wankel/adj	stop/verb	1997/noun	kracht/noun	ontmoeting/noun	kind/noun	rakel_op/verb	voel/verb	1975/noun	vertrouwen/noun	cultuur/noun	verzorg/verb	eenwording/noun	weggebruiker/noun	voet/noun	Zalm_norm/noun	bitter/adj	schoen/noun	gemakkelijk/adj	sorteer/verb	eersten/noun	overigens/adv	regent/noun	identificeer/verb	erg/adj	riskant/adj	opvallend/adj	demonstratie/noun	begrotingstekort/noun	onderling/adj	compensatie/noun	verlaging/noun	systematisch/adj	helaas/adv	ga_uit/verb	eigenschap/noun	verhuizing/noun	wetenschappelijk/adj	acupunctuur/noun	destijds/adv	cyclus/noun	consument/noun	noot/noun	alle/adv	leg_stil/verb	christendom/noun	mogelijk/adj	regelgeving/noun	gesprek/noun	wellicht/adv	nederlaag/noun	oppositie/noun	bijvoorbeeld/adv	paard/noun	economie/noun	drink/verb	ander/adj	zit/verb	werk/noun	mensheid/noun	yoghurt/noun	reactie/noun	magisch/adj	prikkel/noun	verwijs/verb	schrijf_toe/verb	inderdaad/adv	alvast/adv	verarmd/adj	wanneer/adv	ronde_DIM/noun	nergens/adv	immers/adv	bied/verb	profiteer/verb	volk/noun	markt/noun	alternatief/adj	wel/adv	min/adj	tijd_geest/noun	denk_terug/verb	zelden/adv	gezondheid/noun	modern/adj	verzelfstandiging/noun	olijfolie/noun	net/adv	zelden/adj	boer/noun	product/noun	niets/noun	onverwacht/adj	lever/verb	zacht/adj	drug/noun	invloed/noun	cosmisch/adj	bezinning/noun	heftig/adj	kwestie/noun	water/noun	zwak/adj	sanering/noun	geestelijk/adj	toepassing/noun	aandeel_markt/noun	nederig/adj	concurrentie/noun	ook/adv	anderzijds/adv	klank/noun	Israëli/noun
artikel/noun	0.0	0.6761184	0.8737123	0.7878289	0.96839386	0.89374447	0.8843744	0.84752566	0.6925772	0.90091574	0.8976708	0.7080976	0.9424855	0.8739736	0.87558824	0.80942035	0.9626574	0.7639298	0.87522405	0.8393047	0.85491806	0.8459946	0.87940663	0.7714662	0.9156343	0.90614265	0.8375152	0.722223	0.8203796	0.76212984	0.82952493	0.87472475	0.94804364	0.7918574	0.80883145	0.9234303	0.8735589	0.9679996	0.83184725	0.6191597	0.7649664	0.9133235	0.7194161	0.81573486	0.92823255	0.8890736	0.8636693	0.8944601	0.92357814	0.7677265	0.9532113	0.94359183	0.9140413	0.86374104	0.92074144	0.9040818	0.87188	0.8764228	0.9232516	0.91486585	0.74123865	0.7732748	0.8535871	0.79017025	0.835757	0.73194504	0.7752239	0.9118628	0.86640775	0.8778554	0.96324366	0.73230624	0.88220334	0.9041083	0.8647435	0.92462516	0.8107761	0.75747824	0.85136855	0.8992157	0.84791696	0.9011431	0.85695773	0.98622084	0.82742333	0.9339544	0.9136937	0.96983695	0.5503899	0.9730401	0.93345445	0.7925422	0.68659604	0.9031964	0.8839616	0.89162666	0.90208113	0.8428246	0.86704224	0.84417725	0.91411763	0.863359	0.8222286	0.6303136	0.82491577	0.9833316	0.9366593	0.9105443	0.8923031	0.85437703	0.8927789	0.875607	0.9021601	0.74848616	0.93996054	0.9638633	0.65693617	0.80800056	0.85413677	0.87445927	0.9694598	0.976198	0.89376247	0.90034896	0.8606776	0.8351297	0.8370895	0.8243548	0.9009526	0.78190553	0.90731746	0.8005029	0.87487364	0.83125985	0.8686419	0.83522844	0.89383334	0.96573204	0.9583566	0.79399216	0.8196741	0.8838424	0.9271356	0.7251476	0.7946819	0.7646896	0.9214987	0.94300586	0.6619872	0.9025595	0.9305997	0.9172635	0.89636016	0.88082564	0.7835531	0.9516005	0.90072507	0.9287907	0.972232	0.96452886	0.96099985	0.8610931	0.6752304	0.8369286	0.905934	0.8748709	0.7017318	0.9354836	0.9358679	0.8562487	0.761616	0.8196858	0.8332273	0.9136444	0.54925084	0.7970305	0.9064086	0.8117972	0.86311406	0.8035216	0.92327064	0.90353656	0.80918264	0.9320115	0.87794	0.8268452	0.87313324	0.9067095	0.6693468	0.8937862	0.8651291	0.94947493	0.81866	0.71058416	0.8087373	0.68080366	0.82843894	0.9222519	0.89919436	0.9198966	0.92999107	0.8938836	0.68891287	0.9204975	0.9186117	0.7343082	0.94064957	0.80349296	0.8581748	0.7877201	0.79962075	0.73535764	0.8103065	0.9025814	0.81468475	0.95607364	0.91662383	0.84112704	0.8818262	0.87455934	0.9009358	0.9466047	0.9487716	0.84101826	0.92652524	0.8399112	0.8647758	0.95622075	0.74976623	0.88946277	0.8495226	0.93031573	0.88870656	0.9450595	0.7653674	0.7640526	0.893409	0.8643055	0.8674556	0.85092354	0.78435504	0.81404316	0.93080866	0.93360966	0.8382628	0.7844448	0.88358665	0.773772	0.91860557	0.7541012	0.7896899	0.8139546	0.9619135	0.8079613	0.92172277	0.7901217	0.91356033	0.8720869	0.9072613	0.9524711	0.8894249	0.89189214	0.90376455	0.8180665	0.93418384	0.8790529	0.9261405	0.7886293	0.9001062	0.89776	0.93466085	0.933645	0.7159023	0.83907205	0.9378477	0.93188006	0.91831034	0.8963024	0.82045734	0.97890234	0.8767615	0.86873615	0.87744653	0.861776	0.845309	0.9494589	0.88827336	0.9369362	0.93116796	0.7152491	0.79080975	0.83316004	0.8096621	0.93791145	0.55785656	0.6766809	0.70734847	0.9574612	0.88123244	0.8768398	0.7358293	0.9477293	0.85947245	0.81421494	0.7957279	0.92204	0.866201	0.9616212	0.8490567	0.70069945	0.9540977	0.9376063	0.94097275	0.7951648	0.9639351	0.774238	0.8293904	0.95986176	0.74460065	0.8458382	0.88409317	0.624842	0.8213984	0.7970615	0.87681746	0.8536756	0.9301266	0.95213455	0.72322965	0.8737097	0.8284143	0.9492079	0.9082613	0.81987715	0.67011184	0.94499505	0.88921916	0.83639	0.88079005	0.805215	0.8732822	0.78183246	0.9222073	0.954958	0.9239999	0.79783297	0.94513255	0.80179435	0.89538425	0.878466	0.81124777	0.9353018	0.90107304	0.82754165	0.86882484	0.9314027	0.7904497	0.83412135	0.93341404	0.90863436	0.9424794	0.80214757	0.70807874	0.91181946	0.85896665	0.9145321	0.7779631	0.8793772	0.8896856	0.87340075
traktaat/noun	0.6761184	0.0	0.83213675	0.87360173	0.85586	0.8686906	0.79497045	0.7849988	0.88081884	0.96088564	0.87169147	0.8368653	0.9615206	0.9803746	0.90200746	0.8713517	0.95704997	0.8155781	0.87322545	0.90709585	0.8599218	0.7988115	0.8992356	0.87396413	0.8697943	0.7992501	0.92711234	0.8692827	0.79772013	0.8758399	0.93979627	0.93013114	0.95733166	0.95819837	0.8703183	0.9039867	0.9305449	0.9526384	0.91448194	0.8016562	0.87700343	0.9045191	0.6867378	0.91204345	0.9376733	0.9017843	0.86500144	0.9403837	0.947842	0.85556257	0.94038296	0.9540789	0.8886352	0.7664009	0.8377056	0.9795521	0.82754475	0.8880549	0.8764736	0.98910666	0.86956024	0.8493883	0.93936056	0.89806557	0.85634875	0.81087434	0.9473733	0.87816036	0.83948374	0.87787014	0.8311568	0.84650886	0.7818307	0.93510395	0.8968906	0.9525572	0.77871406	0.92351776	0.8858525	0.7766006	0.82189476	0.856424	0.8161307	0.8697852	0.791932	0.9380368	0.9057664	0.95278025	0.7930345	0.93265826	0.93046546	0.8065091	0.81870043	0.7792941	0.87610906	0.89518636	0.8865412	0.86839604	0.90964746	0.8303225	0.8796839	0.90807056	0.85962635	0.71494913	0.8858379	0.8900729	0.9622533	0.9392138	0.9287396	0.9360713	0.97572124	0.90940434	0.8596424	0.81121784	0.9344799	0.87323844	0.8507002	0.90481615	0.8165995	0.9754974	0.93923604	0.95246536	0.81532633	0.87771773	0.94178265	0.93334955	0.8591621	0.83510774	0.9216759	0.8982139	0.91039515	0.88239604	0.8843581	0.89287484	0.79242975	0.91166705	0.80835223	0.9873951	0.9176442	0.81995726	0.86300164	0.92593604	0.85820615	0.8928909	0.91617936	0.749323	0.8997663	0.9141718	0.69890535	0.9506167	0.923463	0.929433	0.9000033	0.87266386	0.8035494	0.8945153	0.8159741	0.87794304	0.88928735	0.9806114	0.9853984	0.9019677	0.8654576	0.92856514	0.95124215	0.94978213	0.81435394	0.87943083	0.89763564	0.93315125	0.83218	0.8477962	0.8351745	0.8635162	0.6726606	0.8644963	0.8491043	0.93358487	0.85160977	0.8703425	0.95655984	0.8352026	0.9109682	0.84744143	0.91856813	0.9023756	0.84881717	0.9041097	0.8853779	0.84700924	0.9195664	0.94994617	0.79508436	0.8940723	0.74977887	0.73549783	0.9170745	0.9202914	0.9009251	0.94313824	0.95150316	0.9340768	0.817284	0.973653	0.93988764	0.79519546	0.944888	0.9617468	0.88569844	0.83931804	0.8367895	0.8713275	0.88924444	0.91779745	0.8187745	0.98814577	0.892642	0.86427945	0.83807296	0.84974074	0.91940016	0.9069339	0.80895185	0.8955641	0.95999473	0.8802717	0.9198803	0.89122903	0.77955735	0.91425085	0.9077212	0.9337203	0.9135851	0.95438623	0.9368435	0.8235685	0.8348274	0.86013824	0.934901	0.79177403	0.8234187	0.9109199	0.9722618	0.9771332	0.88777995	0.92413026	0.9020317	0.82306254	0.83638877	0.8791157	0.88128275	0.8781197	0.8549053	0.79984903	0.88955474	0.83206606	0.89284027	0.85723954	0.94757533	0.92940325	0.85351217	0.78551567	0.9175585	0.884366	0.8743406	0.926547	0.8942482	0.79391116	0.9176123	0.92377186	0.941611	0.96014863	0.9722557	0.9022647	0.9810425	0.90088207	0.9452352	0.85735124	0.8749304	0.87552416	0.89735276	0.897313	0.8508223	0.8975808	0.91882944	0.9432178	0.88527215	0.886765	0.8776549	0.7956345	0.9122561	0.9254699	0.8825102	0.90520936	0.73145473	0.88728094	0.9138935	0.87316334	0.9258388	0.93873423	0.7217629	0.9535239	0.7240899	0.93297464	0.88574547	0.88989645	0.96672195	0.9492327	0.8719998	0.8232212	0.9930876	0.95171547	0.9646475	0.85527724	0.93376046	0.82549524	0.77711177	0.95514625	0.8792863	0.8452358	0.8819536	0.7990103	0.87964284	0.8682862	0.91723865	0.7892122	0.9503403	0.95116735	0.85999185	0.8484589	0.90221304	0.96433043	0.86649644	0.9734766	0.8850173	0.8936101	0.9180142	0.8142992	0.9144449	0.81841	0.8286178	0.81964624	0.85189736	0.9749345	0.91358143	0.8859964	0.953517	0.9184242	0.870436	0.9705492	0.876189	0.9759147	0.9050545	0.852805	0.8695889	0.792276	0.88769794	0.8036622	0.9799007	0.9446775	0.94265085	0.8561984	0.853277	0.91559076	0.92026144	0.8949714	0.75299305	0.88553375	0.89496875	0.80417967
samenleving/noun	0.8737123	0.83213675	0.0	0.620234	0.9049027	0.59600306	0.8656804	0.837448	0.82360315	0.8936771	0.7051683	0.79886174	0.9052318	0.94098216	0.79594445	0.71123916	0.8718534	0.8713862	0.81060517	0.8148905	0.7262439	0.77084935	0.8935918	0.89038545	0.7294041	0.63705266	0.7732447	0.6057615	0.60361546	0.6425531	0.80034417	0.6647677	0.8785854	0.8633133	0.86045927	0.90705436	0.60128045	0.80985796	0.68153095	0.7060964	0.6880216	0.92727184	0.634967	0.8381233	0.76306957	0.5289695	0.7297355	0.79042983	0.77839595	0.529076	0.653251	0.8857559	0.65936446	0.5286703	0.7318847	0.8206496	0.64783263	0.5130086	0.878077	0.8907903	0.78155845	0.73325306	0.8776767	0.6145115	0.8872069	0.7421293	0.7616427	0.80437183	0.71447444	0.56606394	0.85612977	0.8000858	0.5403037	0.76825196	0.7185224	0.8701347	0.5674763	0.71000344	0.6154398	0.52838504	0.8019066	0.89349824	0.77665305	0.92535686	0.66062903	0.8083887	0.7994486	0.8755806	0.89305186	0.85582966	0.84557045	0.466533	0.6697475	0.8994098	0.3978231	0.723029	0.71308744	0.74867654	0.7922354	0.8699796	0.8756645	0.7418905	0.8354908	0.78001	0.85626346	0.79819685	0.8183652	0.7007087	0.77794	0.8825692	0.86625457	0.6887612	0.8561056	0.6775081	0.64273596	0.8038246	0.7994187	0.879683	0.76823336	0.80640787	0.81885934	0.9050793	0.74525106	0.6079687	0.8502297	0.7116196	0.8170799	0.7016884	0.89774907	0.7056192	0.892466	0.80260974	0.90231544	0.7777713	0.6896951	0.82001555	0.5831723	0.90921575	0.93991375	0.8420426	0.7163162	0.7677988	0.8743924	0.9280781	0.73869956	0.87758994	0.75508875	0.9170753	0.7648037	0.8850317	0.79179597	0.7282006	0.8977396	0.89135164	0.84426725	0.8886914	0.6326341	0.86561054	0.8830431	0.9605199	0.9668131	0.8539076	0.8605837	0.7461517	0.8554419	0.8588635	0.8061594	0.80866444	0.8643152	0.82135916	0.7031714	0.78856677	0.85190576	0.84399104	0.8020751	0.8713541	0.79897	0.7291478	0.73925114	0.80278146	0.81145597	0.7772379	0.6885632	0.8014217	0.75423133	0.75786436	0.69164586	0.69085103	0.9043385	0.7885401	0.8005687	0.7302237	0.79327685	0.7559447	0.8033105	0.82458884	0.7850251	0.7205754	0.86257887	0.9426186	0.8696539	0.76274395	0.7996117	0.93120724	0.8457991	0.8797362	0.88820016	0.789652	0.7069335	0.6024055	0.70329213	0.76535946	0.8762947	0.8447779	0.6892551	0.98031116	0.78683984	0.7857572	0.68332887	0.8263401	0.6607785	0.900969	0.90163624	0.8162999	0.87970877	0.78375256	0.53971404	0.86254907	0.88985616	0.72991824	0.6587404	0.8221759	0.92124367	0.8666149	0.90831995	0.8093027	0.81063926	0.6284739	0.77912235	0.85156035	0.8438112	0.7624177	0.7348522	0.876052	0.8272567	0.8493093	0.74881124	0.77754605	0.8541924	0.6894442	0.74538183	0.67543	0.714525	0.7261977	0.83363736	0.68127	0.7704804	0.7029561	0.8965632	0.91174316	0.60255563	0.7776909	0.7837285	0.7857637	0.8076601	0.8480497	0.74847686	0.36974466	0.92185444	0.6589383	0.8213592	0.84891295	0.8613719	0.8366183	0.9268253	0.8330289	0.82810396	0.8791652	0.8080635	0.83849454	0.7672461	0.71697664	0.7323878	0.7331275	0.8961228	0.8191508	0.7123676	0.8077644	0.8977365	0.75584054	0.79307777	0.78134906	0.7253322	0.85762215	0.7114234	0.9042949	0.75936127	0.78027207	0.6466899	0.88522387	0.84559983	0.9328195	0.59093034	0.7324989	0.6339352	0.85169786	0.7342262	0.8721712	0.7837574	0.7298844	0.9177056	0.43731886	0.9303417	0.8304889	0.86111945	0.8052131	0.5249307	0.9300743	0.8535221	0.7742655	0.65164214	0.8368646	0.6799587	0.6832479	0.8617662	0.69792837	0.816889	0.93864655	0.8780791	0.64365286	0.7020092	0.72598636	0.63891244	0.59806615	0.83118504	0.8967385	0.6934639	0.76384497	0.93275136	0.7173933	0.59098744	0.5239326	0.85513544	0.925396	0.8722403	0.80260944	0.8160206	0.68047476	0.88749784	0.7798333	0.78233594	0.8509955	0.7966676	0.5555642	0.72111565	0.7745095	0.73930967	0.5956876	0.83713436	0.7519944	0.7835834	0.65050983	0.7293153	0.6270997	0.84406775	0.64244246	0.73639244	0.6288127	0.746979	0.8501004
buitengewoon/adj	0.7878289	0.87360173	0.620234	0.0	0.88330954	0.73393387	0.79839814	0.89716065	0.7709267	0.9051554	0.77795327	0.7932827	0.8820392	0.80883574	0.7488568	0.8040952	0.7762829	0.82121956	0.8556068	0.8021431	0.8442632	0.794457	0.7624493	0.839564	0.730966	0.75905883	0.8371644	0.723439	0.7636923	0.41446143	0.8274195	0.7712205	0.8499037	0.7970415	0.8520627	0.90808827	0.7378837	0.79395497	0.72372305	0.7043278	0.6706389	0.94246197	0.7907959	0.76615906	0.7773006	0.6862434	0.83053863	0.77830875	0.7227075	0.760766	0.80490166	0.84696066	0.68985546	0.75122553	0.77497935	0.84309137	0.7200074	0.70756733	0.8634733	0.82973623	0.6839398	0.81244254	0.76292896	0.72710115	0.74330294	0.65665805	0.8427746	0.8073369	0.69002986	0.7085313	0.9019071	0.64884245	0.67042243	0.7480396	0.7322511	0.8730832	0.6986431	0.5884031	0.7216538	0.7285284	0.75989413	0.9450222	0.73801816	0.9509222	0.6923411	0.7060993	0.8690169	0.8978707	0.87195086	0.957087	0.7324097	0.6388351	0.7579202	0.8348751	0.75042105	0.92582405	0.8639489	0.75616896	0.82002664	0.93560416	0.8827979	0.7280585	0.7746322	0.80299646	0.8870302	0.86344975	0.82040524	0.8528345	0.8084613	0.88401574	0.86659396	0.82722414	0.9248345	0.79674137	0.79848945	0.89593357	0.8336278	0.8603057	0.7272167	0.86186177	0.8350419	0.8972913	0.7249763	0.7848605	0.68532366	0.6578082	0.79593253	0.79380435	0.82922304	0.38505137	0.80307585	0.8574638	0.84198964	0.86118466	0.7113383	0.6911802	0.744051	0.82797265	0.83391416	0.8277596	0.7017732	0.7370864	0.9147427	0.8423596	0.81452656	0.78946954	0.7751987	0.9149612	0.7771625	0.8589291	0.68526375	0.74379516	0.77284396	0.87185085	0.80900866	0.84576553	0.76496595	0.908956	0.76902515	0.9033798	0.9086837	0.8465599	0.80777234	0.7486237	0.8089179	0.92449635	0.8248281	0.86861044	0.88683265	0.7486682	0.6481619	0.7694286	0.8576538	0.9020351	0.72894967	0.864281	0.8235872	0.68463075	0.6987051	0.6594196	0.6919764	0.7137115	0.68393373	0.73977447	0.62808967	0.5766455	0.5717726	0.74364936	0.8089266	0.7697947	0.88068503	0.8470455	0.6797803	0.80185163	0.870612	0.86060345	0.7494737	0.78385663	0.7724295	0.8707816	0.8542866	0.7159711	0.77995265	0.8741089	0.7745179	0.874664	0.80988455	0.7736962	0.81702363	0.7560339	0.81869924	0.7035916	0.8746156	0.86696506	0.71651673	0.93968517	0.8820085	0.756542	0.564001	0.63663656	0.80328786	0.8431599	0.9504861	0.8064017	0.9019828	0.7239802	0.7662506	0.7627742	0.9031987	0.81754804	0.6881372	0.77566427	0.88966066	0.83428085	0.9358747	0.7840475	0.86280847	0.72169447	0.8142997	0.8277483	0.84563065	0.740534	0.77908725	0.8824253	0.6659686	0.82621616	0.8214902	0.7184309	0.7800603	0.66528946	0.7788176	0.74147964	0.80088735	0.7149688	0.7913546	0.6508701	0.81609243	0.8039257	0.9032572	0.9377472	0.69210064	0.7581738	0.7775496	0.8212996	0.82910407	0.91391176	0.82228714	0.73404247	0.8899448	0.75135374	0.8279491	0.9453732	0.92550063	0.7560989	0.9082329	0.7612344	0.8539788	0.90573335	0.68045163	0.8629677	0.8090664	0.51517475	0.58696485	0.67607063	0.7883662	0.9010764	0.8459502	0.87706965	0.8870532	0.7843956	0.7639706	0.7370857	0.65981907	0.8740392	0.7553388	0.83912086	0.76172936	0.8916844	0.7609224	0.8596696	0.8233219	0.8804926	0.8386134	0.7894425	0.8110005	0.7909911	0.6347859	0.83307904	0.8136194	0.78919566	0.8506279	0.6953361	0.92287624	0.77720547	0.85065114	0.79145396	0.76555055	0.93831414	0.6975726	0.78671944	0.60869026	0.8381051	0.6106685	0.6656027	0.7958907	0.8156153	0.8274234	0.8959007	0.75494003	0.7196826	0.7496132	0.7609241	0.75026137	0.76653564	0.8163525	0.8163276	0.5442995	0.87628347	0.9208134	0.73257756	0.6846577	0.8002362	0.8998874	0.92906296	0.79687923	0.67712367	0.8508916	0.7315825	0.89273626	0.7145119	0.76826674	0.82598126	0.8403139	0.61286545	0.6802207	0.85785496	0.71058106	0.729151	0.84679466	0.68484	0.77673554	0.7905031	0.7941582	0.7015325	0.8201645	0.75793153	0.65994704	0.63123465	0.72299385	0.86687344
stop_in/verb	0.96839386	0.85586	0.9049027	0.88330954	0.0	0.9102245	0.94463384	0.9009924	0.87925625	0.88724065	0.89436036	0.8809407	0.86261976	0.9147974	0.82848114	0.9343646	0.87361	0.93253154	0.8480292	0.82394236	0.90520185	0.8713957	0.8239006	0.8191736	0.8043191	0.8912152	0.8857229	0.8944538	0.8517773	0.88575655	0.89621735	0.93167514	0.92681664	0.9524013	0.86665857	0.87264705	0.93784845	0.8939134	0.8766933	0.8495752	0.8628403	0.8261723	0.881224	0.94631594	0.890386	0.92450994	0.91529065	0.9417383	0.9229977	0.90056163	0.925179	0.85281736	0.8691565	0.91062105	0.84293234	0.9122287	0.9636139	0.93248665	0.8591437	0.82847977	0.8989832	0.89034754	0.93655705	0.95232296	0.9172662	0.8519919	0.95296454	0.84692305	0.87396955	0.8847649	0.76742107	0.82210094	0.90616345	0.8864624	0.9481982	0.7880216	0.92705303	0.89518267	0.8554393	0.87769186	0.91716605	0.84137213	0.85961	0.93506366	0.8525163	0.81720006	0.8859284	0.96784157	0.9261206	0.97221255	0.86628497	0.93154734	0.9309011	0.9192047	0.8706733	0.813505	0.90483415	0.84735906	0.80601007	0.89972806	0.90612954	0.89063054	0.8719486	0.88098896	0.9355001	0.9263483	0.89380944	0.93027693	0.86412823	0.93885684	0.92567307	0.8716759	0.92269516	0.8734657	0.9252224	0.92239743	0.8954315	0.84686905	0.92849445	0.8920335	0.92012876	0.9290555	0.87879676	0.88443923	0.9097204	0.89281625	0.8641696	0.92021656	0.85524607	0.8972488	0.90464926	0.9459612	0.8694579	0.91556466	0.878835	0.8772067	0.9121841	0.8414177	0.8588022	0.84030247	0.8776504	0.9432681	0.88820153	0.88619435	0.9371184	0.88330704	0.8850877	0.8242801	0.924587	0.93750924	0.9411587	0.8936935	0.92372435	0.954621	0.8320015	0.91283864	0.82381296	0.9381334	0.8301144	0.8837193	0.92088485	0.85300446	0.9043346	0.80291814	0.8227422	0.8491628	0.8989479	0.94112474	0.77627635	0.8952924	0.8262168	0.8864801	0.8372	0.9351005	0.8631039	0.8970598	0.93337387	0.8612035	0.9432815	0.90375835	0.86491185	0.8425008	0.8625441	0.8591491	0.86191225	0.8449481	0.8490921	0.9082495	0.9195312	0.86135834	0.96479094	0.94635236	0.9410218	0.88209367	0.87965626	0.9095183	0.88256717	0.84401673	0.8417513	0.9128512	0.90789473	0.8521257	0.8459767	0.84856135	0.8668558	0.9564227	0.7831661	0.9214102	0.8947424	0.9085954	0.8825239	0.89838916	0.8635176	0.9310086	0.89860916	0.85497594	0.9323684	0.86432326	0.9265114	0.9070558	0.95954233	0.86612916	0.9297307	0.9259436	0.9585877	0.86295044	0.93797094	0.8616426	0.8899865	0.929206	0.8936932	0.81604254	0.8422376	0.83304673	0.8850707	0.87385917	0.91999066	0.8369223	0.91160965	0.8454255	0.90302926	0.9065404	0.8886167	0.8711633	0.84847766	0.94788206	0.8974467	0.8734307	0.8233547	0.9005047	0.86159414	0.8917215	0.84886783	0.91931677	0.8886013	0.8769705	0.9249247	0.90515053	0.8109405	0.90993804	0.8780501	0.9358771	0.8917828	0.8884951	0.86659086	0.8477284	0.8488446	0.9000784	0.8813601	0.9474063	0.9320789	0.8353172	0.88407767	0.884608	0.86662734	0.85508996	0.7985902	0.9217764	0.83665335	0.92165196	0.88162565	0.8495177	0.7985244	0.87808704	0.9191833	0.96849453	0.9209357	0.85903716	0.9229429	0.89849144	0.8813322	0.9293098	0.8193567	0.9474508	0.8655411	0.9396507	0.90133595	0.86313576	0.8401997	0.87552166	0.74417335	0.8817992	0.8803519	0.87267756	0.9235896	0.96549624	0.93853104	0.96015733	0.89978296	0.85501945	0.8527368	0.93104607	0.8744527	0.8642772	0.7272302	0.9182521	0.8832026	0.84817976	0.94337267	0.8589748	0.8331442	0.8683541	0.9226403	0.90049386	0.92471844	0.89442873	0.8739526	0.8194094	0.84654707	0.8366391	0.9134153	0.886824	0.8931076	0.9120326	0.9021194	0.79788977	0.84609747	0.93871164	0.87818795	0.8912929	0.91467327	0.88913614	0.9508549	0.90806276	0.8734329	0.845291	0.8074841	0.792644	0.8655722	0.95106727	0.82027507	0.8906852	0.8111884	0.8513207	0.87146336	0.9258281	0.8917339	0.811783	0.89797515	0.9309035	0.94565934	0.9444289	0.87009865	0.9389731	0.8855447	0.960397	0.7924442	0.8812134	0.9326533	0.87319165
