	1975/noun	1997/noun	AD/name	Aristoteles/name	Armstrong/name	Blok/name	CPB/name	Christian/name	Commissie/name	Desmet/name	Eindhoven/name	Gras/name	Haags/adj	Haring/name	Hussein/name	Israëli/noun	Japans/adj	Koffrie/name	L&H/name	L/name	Oosten/name	PSC/name	Paars/name	Robin/name	Saddam/name	Science/name	St./name	Street/name	Traa/name	UCI/name	Unie/name	Vera/name	Verhofstadt/name	Verre/name	Viagra/name	Vlaams/adj	Wallonië/name	Waregem/name	Weert/name	Westen/name	Williams/name	Woerkum/name	Wolfgang/name	Zalm_norm/noun	aandacht/noun	aandeel_markt/noun	aandoening/noun	aankondiging/noun	aanwezigheid/noun	aarde/noun	acteur/noun	acupunctuur/noun	advies/noun	adviseer/verb	af/adv	afwezigheid/noun	al/comp	alcohol_gebruik/noun	alle/adv	alle/det	allemaal/adv	allerlei/det	alom/adv	als/comp	als/comparative	als/prep	als/vg	alternatief/adj	alternatief/noun	altijd/adv	alvast/adv	ander/adj	anderzijds/adv	antibioticum/noun	apparaat_DIM/noun	artikel/noun	baby/noun	bad/noun	basis/prep	bedevaart/noun	bedreig/adj	begrotingstekort/noun	behandeling/noun	beide/det	beide/pron	bekend/adj	bekoor/verb	ben/verb	beoordeel/verb	bepaald/adv	beperkt/adj	bereid/verb	beschouw/verb	beschouwing/fixed	beschrijf/verb	beslist/adj	bespaar/verb	bestanddeel/noun	betref/verb	beurs/noun	beval/verb	bevestig/verb	bevind/verb	beweging/noun	bewijs/noun	bewijs/verb	bezinning/noun	bied/verb	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	blad/noun	blijk/verb	boek/noun	boer/noun	boodschap/noun	bos/noun	braak/verb	breed/adj	bron/noun	buiten/adv	buiten/fixed	buitengewoon/adj	cannabis/noun	chaos/noun	chip/noun	chocolademelk/noun	christendom/noun	cluster/noun	coffeeshop/noun	combinatie/noun	combinatie/prep	commissie/noun	compensatie/noun	compleet/adj	concurrentie/noun	conflict/noun	consument/noun	contact/noun	continent/noun	cosmisch/adj	creatief/adj	crisis/noun	cultuur/noun	cyclus/noun	daarnaast/pp	daarover/pp	daarvoor/pp	dan/comparative	dankzij/prep	dat/comp	dat/det	de/det	democratie/noun	demonstratie/noun	den/name	denk/verb	denk_terug/verb	destijds/adv	deze/det	dicht_toe/verb	die/det	die/pron	diepte/noun	dier/noun	dioxine_crisis/noun	discussie/noun	dobber/verb	doe/verb	dolfijn/noun	dompel_onder/verb	drama/noun	drank/noun	drink/verb	drug/noun	duidelijk/adj	dynamiek/noun	echter/adv	economie/noun	economisch/adj	een/det	eens/adv	eenwording/noun	eersten/noun	eeuw/noun	eeuwenlang/adj	effect/noun	ego/noun	ei/noun	eigenschap/noun	eindelijk/adj	en/noun	ene/adj	enthousiasme/noun	eraan/pp	erg/adj	ervan/pp	even/adj	eventueel/adj	evolutie/noun	expliciet/adj	functie/noun	ga_uit/verb	gang/fixed	geconcentreerd/adj	geest/noun	geestelijk/adj	gehandicapt/adj	geloof/noun	geloof/verb	geluk/noun	gemakkelijk/adj	geneeskrachtig/adj	gesprek/noun	gevaarlijk/adj	geval/noun	gevallen/adj	gevoelsleven/noun	gevolg/noun	gewoon/adj	gezien/adj	gezond/adj	gezondheid/noun	gok/verb	groei/noun	groente/noun	groente/prefix	haar/pron	hart-/noun	hart_patiënt/noun	heb/verb	heel/adj	heel/adv	heftig/adj	helaas/adv	herinnering/noun	het/det	het/noun	hierbij/pp	historisch/adj	hoe/adj	homeopathisch/adj	homo/noun	houten/adj	huidig/adj	humeur/noun	humor/noun	hun/det	identificeer/verb	ieder/det	iedereen/pron	immers/adv	inderdaad/adv	indirect/adj	ingrediënt/noun	instantie/noun	interesse/noun	invloed/noun	jargon/noun	juist/adj	kan/verb	ken/verb	ken_toe/verb	kind/noun	klank/noun	kleur/noun	klimaat/noun	kmo's/noun	knoflook/noun	kogel/noun	kolonie/noun	kom_neer/verb	kop_DIM/noun	koppel/verb	kracht/noun	kramp/noun	kring/noun	kritiek/noun	kunst/noun	kwak/verb	kwaliteit/noun	kwestie/noun	lang/adj	lang/adv	langs/prep	leef/verb	leer/verb	leg_stil/verb	leid/verb	les/noun	lever/verb	lezer/noun	lichaam/noun	lichamelijk/adj	loon/noun	loopbaan/noun	lucht/noun	maag/noun	maak_uit/verb	maar/comp	maar/vg	magisch/adj	marihuana/noun	markt/noun	massage/noun	medisch/adj	medium/noun	meen/verb	meest/adj	men/pron	mens/noun	mensheid/noun	middel/noun	mij/pron	min/adj	minder/det	misschien/adv	modern/adj	modieus/adj	mogelijk/adj	mondiaal/adj	museum_bezoek/noun	musicus/noun	muziek/noun	natuurlijk/adj	nederig/adj	nederlaag/noun	neem_af/verb	nergens/adv	net/adv	net/noun	niet/adv	niets/noun	noot/noun	of/vg	olijfolie/noun	om/comp	omdat/comp	omgeving/noun	onderhandeling/noun	onderling/adj	onderzoek/noun	ongeëvenaard/adj	onmiddellijk/adj	onrechte/adj	ons/det	ontdek/verb	ontmoeting/noun	ontnuchtering/noun	ontsta/verb	ontwikkeling/noun	onvermijdelijk/adj	onverwacht/adj	ook/adv	oor/noun	op/prep	oplage/noun	oplossing/noun	oppositie/noun	opvallend/adj	over/prep	overigens/adv	overtuig/verb	overtuigd/adj	paard/noun	paars/adj	paddestoel/noun	pak_uit/verb	partij_genoot/noun	partner/noun	patiënt/noun	pedagoog/noun	periode/noun	persoonlijkheid_stoornis/noun	plaatselijk/adj	plant/noun	positief/adj	prestatie/noun	prijs/verb	prikkel/noun	proces/noun	product/noun	profiel/noun	profiteer/verb	protest_stem/noun	psychologie/noun	rakel_op/verb	reactie/noun	recent/adj	recessie/noun	reflecteer/verb	regelgeving/noun	regelmatig/adj	regent/noun	relatie/noun	religieus/adj	rente_verlaging/noun	rij_paard/verb	riskant/adj	roep_op/verb	ronde_DIM/noun	ruiter/noun	rust/noun	rust_periode/noun	samenleving/noun	samenstelling/noun	samenwerking/noun	sanering/noun	sceptisch/adj	schadelijk/adj	schoen/noun	schok/noun	schrijf_toe/verb	sector/noun	sociaal-economisch/adj	sociaal/adj	sommig/adj	sommige/det	soms/adv	soort/noun	sorteer/verb	speel/adj	sport_beoefening/noun	sporter/noun	spreek/verb	spreker/noun	spring_op/verb	stand_DIM/noun	sterf_bed/noun	sterk/adj	stof/noun	stop/verb	stop_in/verb	streek/noun	stress/noun	strijde/fixed	structuur/noun	studie/noun	stuit/verb	suggestie/noun	systematisch/adj	talent/noun	technologie/noun	tegen/prep	tegenover/prep	tegenwoordig/adj	ten/adj	termijn/noun	thans/adv	thee/noun	therapie/noun	tijd_geest/noun	tijdverdrijf/noun	tik/noun	toe/adv	toe/part	toekomst/noun	toepassing/noun	toevlucht/noun	toon_aan/verb	traktaat/noun	transparantie/noun	twijfel/noun	uiteindelijk/adj	uitermate/adv	uiting/noun	uitwerking/noun	vaak/adj	van/prep	vanochtend/adv	vanwege/prep	velerlei/adj	verarmd/adj	verbeter/verb	verblijf/noun	verdrongen/adj	verhuizing/noun	verkiezingsnederlaag/noun	verlaging/noun	verontwaardigd/adj	verre/adv	verricht/verb	verscheiden/adj	verschuiving/noun	verstaan/adv	vertrouwen/noun	verwijs/verb	verzelfstandiging/noun	verzorg/verb	voeding_middel/noun	voel/verb	voet/noun	volk/noun	voor/comp	voor/prep	voordat/comp	voorteken/noun	voorts/adv	voorwaarde/noun	vraag/noun	vuur/noun	vuur_af/verb	waaraan/pp	waarbij/pp	waarin/pp	waarvan/pp	wankel/adj	wanneer/adv	want/vg	wat/pron	water/noun	weg/noun	weg_gedrag/noun	weggebruiker/noun	wel/adv	welk/det	wellicht/adv	wending/noun	werk/noun	werk/verb	werkelijkheid/noun	werking/noun	werkwijze/noun	werkzaam/adj	wetenschappelijk/adj	wijn/noun	wijs/verb	wijs_uit/verb	winkel/noun	woede/noun	yoghurt/noun	zacht/adj	zal/verb	zeer/adv	zelden/adj	zelden/adv	zelfs/adv	zelfvertrouwen/noun	zilt/adj	zit/verb	zo'n/det	zo/adv	zoek/adj	zogezegd/adj	zon/noun	zwak/adj	zweverig/adj
1975/noun	0.0	0.6312742	0.8127665	0.6794448	0.94345677	0.95083326	0.93491507	0.93561536	0.880113	0.95564866	0.86249137	0.9011958	0.86910975	0.96448624	0.94035786	0.913221	0.79297966	0.8814315	0.921997	0.9589385	0.71556485	0.9260931	0.9063327	0.8939666	0.9539154	0.89133906	0.90909714	0.920997	0.8572985	0.8473229	0.9003016	0.93065697	0.9418597	0.6993895	0.8772913	0.93215626	0.9087887	0.95779127	0.8798599	0.80412984	0.87805784	0.97986	0.78743255	0.93108606	0.9196344	0.86266816	0.85834587	0.8788234	0.8606478	0.8855425	0.81828815	0.9100963	0.8561332	0.88709784	0.93119246	0.7882861	0.9146263	0.92207766	0.7514553	0.9002316	0.92057943	0.8592864	0.87407005	0.900112	0.8907767	0.7813714	0.88177407	0.9220855	0.932125	0.94233674	0.92990494	0.9358601	0.9175533	0.85789096	0.95114595	0.89193094	0.90755093	0.876448	0.9197947	0.9534611	0.9134591	0.9200574	0.8782287	0.8722683	0.77467704	0.8366395	0.96481717	0.88491166	0.92386055	0.91260564	0.87127304	0.9332384	0.8255648	0.93165	0.7791704	0.89158773	0.9251023	0.85009956	0.9362711	0.8347067	0.87636137	0.87878364	0.82678205	0.7978015	0.9551116	0.87300223	0.8722067	0.9263637	0.8485928	0.92468077	0.9433284	0.86406255	0.9162344	0.76177895	0.872815	0.8975157	0.8993626	0.9402027	0.9226057	0.8817155	0.92351276	0.88553196	0.90730214	0.8600164	0.8180064	0.95601785	0.9840436	0.77971303	0.8988213	0.9597286	0.870652	0.9073305	0.9189799	0.90095645	0.8625747	0.884079	0.84982115	0.8880652	0.95633227	0.8301432	0.8755332	0.9096547	0.8250016	0.84723985	0.8598954	0.7907742	0.8585238	0.8490578	0.9007492	0.9321562	0.89553523	0.9417781	0.8313708	0.7842202	0.8619045	0.9087881	0.85062236	0.8641912	0.71134686	0.84268594	0.86854684	0.8464986	0.7389491	0.8894583	0.79683053	0.903587	0.85675746	0.9223466	0.9581153	0.9321393	0.8906801	0.86181283	0.9740668	0.9800237	0.95783174	0.9510803	0.90085113	0.9100246	0.8573959	0.86879814	0.81624234	0.918501	0.8550889	0.8907196	0.68157536	0.82521665	0.8697448	0.91650337	0.8334322	0.83215356	0.8773531	0.8705536	0.92622495	0.91169375	0.9150281	0.9620575	0.9214553	0.85368	0.91410875	0.89783376	0.8713191	0.85217947	0.903537	0.8848272	0.90111446	0.9045947	0.91707504	0.94698876	0.8689747	0.897022	0.87981665	0.9645508	0.9004353	0.93049175	0.8938273	0.9082889	0.89676964	0.8898699	0.9257145	0.931791	0.9015436	0.8704368	0.93006796	0.9306866	0.8813348	0.9546628	0.7459672	0.9141697	0.95072883	0.9005202	0.853355	0.8365644	0.91172135	0.8491721	0.91566235	0.8912834	0.8940981	0.96482825	0.8720349	0.8880163	0.8549646	0.8799757	0.9143429	0.93434453	0.867764	0.91595376	0.8483911	0.8585693	0.91176796	0.9201434	0.8871707	0.8604456	0.95472085	0.8904581	0.87050974	0.8793669	0.9039013	0.8753511	0.91620725	0.8770781	0.8665111	0.8543216	0.8481554	0.8953588	0.8713403	0.87975603	0.89199716	0.93034524	0.9800774	0.8226348	0.6384581	0.9474639	0.9175183	0.91141105	0.8674543	0.9279071	0.9035575	0.86169374	0.8479748	0.97551316	0.92762077	0.9253047	0.85708416	0.9216063	0.93864113	0.7798151	0.86543244	0.9146411	0.874176	0.9469383	0.9319198	0.9102619	0.84588134	0.9351159	0.9260144	0.7566891	0.8962765	0.8637397	0.8276206	0.88631505	0.9368327	0.89513785	0.92799944	0.84014654	0.953776	0.9235983	0.85889673	0.79904383	0.9015461	0.8412878	0.894583	0.90144616	0.85788864	0.9601438	0.88360006	0.8589851	0.9428231	0.8424885	0.9246282	0.8848775	0.7849997	0.9599571	0.8468627	0.9055912	0.93533784	0.87691003	0.91579866	0.9155703	0.84215516	0.9059993	0.97148776	0.9504517	0.9093159	0.92933095	0.93376154	0.9778928	0.90272194	0.89940834	0.9252318	0.91132724	0.9058361	0.9102037	0.8456307	0.8390691	0.8421254	0.89723283	0.7978752	0.87083393	0.93889207	0.8328402	0.81072104	0.8680252	0.8715904	0.95934474	0.91646856	0.9475265	0.864275	0.91396284	0.9100241	0.8898854	0.88055754	0.8360251	0.9029515	0.8641637	0.9265437	0.8830285	0.92708516	0.92489696	0.84826624	0.92196167	0.8906501	0.8263428	0.8315474	0.93386054	0.89007616	0.894017	0.92931354	0.9418474	0.8945467	0.9068102	0.87110186	0.90970755	0.92185426	0.9257817	0.95277905	0.9228817	0.92394495	0.89939266	0.8743238	0.8467846	0.92584676	0.86969876	0.85928196	0.8295077	0.85762477	0.8680372	0.87092304	0.96258247	0.92320377	0.89859045	0.94987977	0.93193805	0.9137707	0.909634	0.869913	0.9135089	0.82934326	0.8673273	0.9123452	0.91171885	0.956324	0.82623315	0.81243	0.8803915	0.9151338	0.9199846	0.8913825	0.8999222	0.8962831	0.8509804	0.9078786	0.89847285	0.9655142	0.9235761	0.8645766	0.8935925	0.8953599	0.92022645	0.9331722	0.936299	0.83085275	0.9217963	0.8814717	0.9227618	0.91318494	0.92026293	0.8880009	0.86403847	0.8509301	0.9052819	0.88271296	0.90588474	0.9308756	0.90330285	0.87373185	0.84705865	0.90877354	0.9118998	0.70302975	0.94088274	0.8715744	0.9355036	0.9491849	0.9369542	0.91471785	0.92072546	0.94615734	0.9166061	0.9511681	0.9338726	0.891784	0.8568987	0.8544178	0.80139494	0.8543514	0.8895689	0.88052213	0.89793545	0.8141154	0.80182123	0.8848964	0.90471953	0.84814125	0.9363713	0.88757807	0.9244814	0.91116214	0.85620815	0.93805146	0.8991426	0.8756816	0.8889841	0.86288613	0.9277227	0.9236133	0.93685687	0.8615807	0.89190346	0.8668814	0.92794704	0.93742776	0.8886932	0.9012227	0.86677134	0.90600044	0.8346981	0.9486639	0.7741811	0.89935017	0.9287238	0.91783005	0.87530094	0.8207203	0.88921654	0.7941506	0.84338117	0.8481992	0.8634639	0.91900957	0.86278296	0.9632248	0.9376535	0.97758925	0.9535072	0.97420514	0.8573128	0.95055354	0.87760234	0.8123903	0.8661455	0.84016263	0.85757124	0.885905	0.84306395	0.81296974	0.935929	0.8418875	0.93739074	0.92822915	0.8912653	0.9522634	0.97212267	0.8895277	0.90522194	0.9080136	0.80573285	0.8992077	0.93406576	0.91386724	0.9217643	0.83985376	0.8831569	0.9383463	0.92950934	0.9308249	0.9191616	0.9246914
1997/noun	0.6312742	0.0	0.8672065	0.8378122	0.8800601	0.8323922	0.8068457	0.8441782	0.7520627	0.9439597	0.89089537	0.86704385	0.8645003	0.97203517	0.93860203	0.9026893	0.81792694	0.9059718	0.8478222	0.96372664	0.80839825	0.75460875	0.75533676	0.86651015	0.93682593	0.8811736	0.9702319	0.8478347	0.7226213	0.81452847	0.8417469	0.9160128	0.86686265	0.8052815	0.81475186	0.9211196	0.8589796	0.97282887	0.9438099	0.8855294	0.8526283	0.9990528	0.831571	0.82804036	0.9218484	0.85685074	0.86523336	0.8063005	0.9056163	0.9441918	0.86625266	0.9288859	0.8629219	0.8376791	0.93275404	0.8542081	0.95226055	0.89221483	0.80919427	0.9440384	0.9654304	0.8916164	0.88085026	0.9300494	0.9342193	0.82404697	0.92065895	0.86311454	0.93612385	0.9436549	0.93552554	0.9154106	0.92343026	0.9005664	0.93887836	0.87974495	0.93511456	0.91591585	0.9013584	0.962463	0.8966562	0.8091191	0.89472795	0.8645945	0.697593	0.8585086	0.9609212	0.9186444	0.88192946	0.8724104	0.88263714	0.9501383	0.8535228	0.90254843	0.8172812	0.94415075	0.8568514	0.8377137	0.91888356	0.913033	0.964855	0.7920549	0.8849044	0.8822134	0.9199245	0.84340775	0.89828247	0.89922255	0.8933468	0.9207501	0.8480426	0.880488	0.7999226	0.9201718	0.890895	0.96493524	0.94556534	0.9403007	0.9401427	0.84601784	0.9200167	0.8722148	0.93443274	0.7520635	0.8561991	0.9305279	0.98476595	0.8506709	0.89729524	0.8266418	0.8333654	0.9204906	0.7160722	0.85690826	0.8825308	0.9204002	0.858853	0.880989	0.90930444	0.8781197	0.890138	0.88510734	0.74890083	0.92904806	0.8952847	0.780115	0.8523376	0.86557317	0.87547874	0.9048331	0.8297045	0.9260427	0.7587481	0.8819947	0.9154072	0.85259116	0.8676508	0.9376263	0.6386194	0.80361223	0.85555786	0.86576164	0.7624604	0.9102719	0.8967478	0.86713296	0.88425004	0.95316124	0.91082513	0.9372405	0.85790443	0.868008	0.9347161	0.94544524	0.8902112	0.90254843	0.8782308	0.86103374	0.83524024	0.7967118	0.81039214	0.94251746	0.91137654	0.9322625	0.82498693	0.89227396	0.8343774	0.9579911	0.95208305	0.8716657	0.8924791	0.87401026	0.80084527	0.84166133	0.9219183	0.92000747	0.93994373	0.91681623	0.8241115	0.8784046	0.9133636	0.8665098	0.82068413	0.89827615	0.92723477	0.9307294	0.89048165	0.95534396	0.9539657	0.9308623	0.940045	0.9544228	0.914505	0.8733076	0.89690995	0.91464794	0.8722754	0.8708319	0.84130496	0.9646373	0.90507585	0.9181075	0.9366539	0.9293523	0.77840173	0.97571105	0.9859031	0.8645849	0.9236246	0.87800044	0.816012	0.91388255	0.9497403	0.87882733	0.88016087	0.93477607	0.85015965	0.97169346	0.8584276	0.72629684	0.92257285	0.8957142	0.88828456	0.97055125	0.8008539	0.92215174	0.9301266	0.86228496	0.91077214	0.94604445	0.96240467	0.87612057	0.90109396	0.9241829	0.92661285	0.8109378	0.91879374	0.8534715	0.97785795	0.91354114	0.9302407	0.8980425	0.82808715	0.93889785	0.9296831	0.95854497	0.9222052	0.8903893	0.99259645	0.88082033	0.81535196	0.9414772	0.95237315	0.9003001	0.89359874	0.9579301	0.913623	0.85611856	0.91094905	0.99724454	0.9089596	0.9358998	0.87980044	0.90306664	0.9750482	0.8984121	0.88324785	0.90807664	0.76104784	0.7942356	0.9010976	0.9137632	0.9072716	0.88016224	0.88988304	0.76225305	0.9160882	0.8815371	0.8696392	0.9290278	0.9605572	0.9061961	0.8451172	0.89007574	0.9450011	0.7844108	0.8713429	0.76291484	0.9240786	0.89854	0.8888174	0.94044435	0.84256625	0.9516385	0.88102657	0.82017434	0.90471244	0.92058456	0.94360805	0.89981234	0.8201397	0.9465543	0.85866785	0.9260115	0.9412839	0.8533176	0.86079705	0.7923488	0.886186	0.90060127	0.95827544	0.9366861	0.9243241	0.9467606	0.91553235	0.96808684	0.8831457	0.8414035	0.95525706	0.8548188	0.93364406	0.7964482	0.87010336	0.87492967	0.7720604	0.95817894	0.7594341	0.9156562	0.94045025	0.79607266	0.8800985	0.80114853	0.7369385	0.9608328	0.9480238	0.9519651	0.92041916	0.88452214	0.8346375	0.9029423	0.8529453	0.7971636	0.8836489	0.8444493	0.97441274	0.8401046	0.8840345	0.93769157	0.80948496	0.87055075	0.8170814	0.88566786	0.838113	0.9455523	0.92016643	0.90278167	0.8833512	0.9330072	0.9414152	0.931395	0.8818657	0.9222976	0.9234191	0.88243663	0.9596351	0.9304049	0.9457679	0.84584534	0.7588737	0.79173636	0.92471987	0.8696878	0.86749953	0.81097925	0.8852157	0.91738844	0.84174013	0.96811163	0.92802507	0.8971462	0.96661484	0.96873564	0.94457847	0.91777515	0.8882419	0.88896525	0.9007604	0.84521204	0.87940866	0.8536877	0.96555185	0.85917914	0.75757706	0.8562689	0.9004067	0.862376	0.8719171	0.88337725	0.8986161	0.9006696	0.8697423	0.92724717	0.94766414	0.8762953	0.8485021	0.84348893	0.9247845	0.95328486	0.9316108	0.8708884	0.8308312	0.90389955	0.92766225	0.9399344	0.8988215	0.9414022	0.92342466	0.83819956	0.8270264	0.8294831	0.83226967	0.89527994	0.89485925	0.9183994	0.8053178	0.8405531	0.76921123	0.8768659	0.76205754	0.9209199	0.85221344	0.9667044	0.9001105	0.9301112	0.92875975	0.83176017	0.90650487	0.8909194	0.96831894	0.8243909	0.9198164	0.9236374	0.8670156	0.86483216	0.90874475	0.96504915	0.93782103	0.8609853	0.7732246	0.6917477	0.75859463	0.9391721	0.878001	0.8931955	0.94055927	0.86595327	0.9085332	0.8371775	0.80312127	0.8967528	0.9077413	0.84974325	0.85074306	0.89364296	0.94648516	0.93328667	0.88835526	0.83951205	0.9382117	0.9389869	0.93226826	0.9507313	0.9490913	0.9246255	0.9142157	0.8072424	0.96527106	0.7764567	0.8989512	0.91930234	0.87582546	0.9069043	0.8927439	0.81493306	0.78153265	0.86035866	0.9168566	0.9173817	0.9016956	0.94696903	0.97077227	0.9664761	0.9458628	0.9226538	0.9794686	0.8675819	0.9169224	0.84476984	0.87572056	0.8896601	0.89964205	0.86346054	0.89523965	0.8425981	0.8086353	0.9552292	0.84013355	0.8602301	0.9539335	0.83937216	0.9732562	0.9752857	0.85319614	0.9297023	0.9245733	0.8748269	0.90777975	0.9468386	0.97696584	0.8930346	0.8723438	0.90900767	0.9731458	0.91750544	0.9392635	0.88638055	0.91074264
AD/name	0.8127665	0.8672065	0.0	0.9058497	0.9195946	0.92943513	0.8854211	0.9660098	0.88214123	0.9412255	0.81757	0.86018974	0.9055964	0.8964672	0.904465	0.9160091	0.8793784	0.93934226	0.9328538	0.9470434	0.8825774	0.92792934	0.759362	0.90598017	0.90477276	0.8692114	0.9798544	0.8828336	0.8445928	0.8780472	0.9399816	0.9287022	0.88914657	0.8751705	0.88030875	0.92489666	0.8833793	0.97115344	0.877874	0.8527118	0.95078737	0.97341377	0.9343126	0.81993186	0.8535726	0.9148703	0.85958356	0.89234793	0.9229894	0.95660686	0.94517255	0.9564686	0.87243956	0.78405774	0.94795567	0.91589737	0.9281223	0.9516431	0.90204775	0.8793685	0.9592232	0.8233213	0.85464525	0.8928605	0.921309	0.811357	0.8987815	0.84193134	0.90628546	0.92559844	0.8492404	0.90661526	0.86045605	0.9378661	0.9234231	0.63356936	0.8402914	0.92593855	0.778669	0.7962953	0.9031232	0.87455773	0.8848111	0.92575413	0.92108417	0.9053406	0.90432537	0.8734909	0.84179866	0.90581113	0.9175644	0.87897897	0.8381759	0.8771783	0.828685	0.86088	0.8461356	0.91077036	0.8226854	0.9412687	0.8782428	0.8965658	0.8922592	0.9494162	0.88992184	0.8942058	0.9492798	0.88560563	0.8722844	0.87744224	0.8819125	0.7027904	0.8348743	0.7505057	0.89716774	0.8472917	0.94986546	0.9287983	0.9129743	0.839555	0.9575249	0.87974435	0.8709346	0.9211833	0.93765867	0.88319784	0.91786844	0.9019528	0.9614412	0.9335391	0.905492	0.9274044	0.88368404	0.8751437	0.89230746	0.9396811	0.9114339	0.8025012	0.9057888	0.9097053	0.8614766	0.891626	0.8616642	0.9305184	0.90890056	0.8880016	0.9158086	0.8596543	0.8946432	0.8609785	0.82403326	0.9237274	0.7931597	0.9340921	0.92152023	0.94481146	0.8453627	0.92614573	0.80052495	0.75567067	0.8009105	0.8677011	0.7504494	0.87367064	0.8738913	0.8568654	0.8569422	0.8896183	0.92291564	0.9344515	0.8489299	0.9198987	0.94130313	0.9273014	0.95247114	0.8665703	0.9206792	0.9212164	0.9127009	0.9087515	0.8090856	0.9413443	0.9186616	0.9119381	0.90673435	0.85176235	0.9059173	0.9596792	0.9275641	0.816637	0.89437765	0.8890056	0.904369	0.87226117	0.9067471	0.9001931	0.9237668	0.93666476	0.8552065	0.90167415	0.7932612	0.8708222	0.8527771	0.89538765	0.92278117	0.85335165	0.87167937	0.858489	0.93575484	0.8996272	0.93817407	0.898924	0.87547904	0.94333595	0.94562167	0.91140515	0.90459025	0.800152	0.8613787	0.91190577	0.9087435	0.866943	0.8767715	0.8327703	0.9145298	0.92471474	0.9840345	0.80060077	0.9029485	0.9460073	0.919073	0.9275369	0.92056644	0.85438937	0.90519625	0.8895185	0.88464487	0.9367932	0.79425	0.8614147	0.8448317	0.9214407	0.77095556	0.94510317	0.8478712	0.89451826	0.88113487	0.8538592	0.7650402	0.8527258	0.9394502	0.89834744	0.922629	0.8352321	0.9146866	0.8680409	0.88664114	0.87289226	0.9091327	0.87840044	0.8813251	0.943656	0.8599977	0.8998195	0.91801405	0.904759	0.8827406	0.9104455	0.9325386	0.9468131	0.8278148	0.9028605	0.8510125	0.9321063	0.86726063	0.89456916	0.8962252	0.8700179	0.9583465	0.93683314	0.8519736	0.9170582	0.97321135	0.91218495	0.94966435	0.8939513	0.9363172	0.9187744	0.88734156	0.91282284	0.9376616	0.6760177	0.92177486	0.88833785	0.96326363	0.84799343	0.9607631	0.8648989	0.88180864	0.89980114	0.9285245	0.8790301	0.94833744	0.91534823	0.94598603	0.8521425	0.8062861	0.77501	0.8170908	0.8271183	0.88586617	0.9400122	0.92152154	0.84876764	0.8562549	0.838769	0.8272778	0.85544974	0.9194305	0.8868414	0.8833409	0.8998118	0.9296385	0.94911176	0.8746036	0.9237796	0.9390307	0.9071284	0.90587753	0.92900944	0.91742826	0.8983969	0.93701357	0.955267	0.856079	0.9055418	0.85260904	0.7929305	0.8989316	0.9217191	0.9712385	0.9232702	0.9263631	0.833418	0.6963426	0.8366848	0.8647334	0.86428875	0.97148937	0.8667574	0.8974365	0.9008705	0.9263959	0.90086436	0.9117687	0.89115417	0.8640443	0.9198564	0.92836785	0.90833896	0.82814455	0.7542496	0.9061198	0.9157833	0.9409195	0.8333695	0.9613388	0.93647146	0.8333578	0.9020748	0.8437683	0.88304937	0.95186174	0.9582126	0.90164894	0.9377457	0.878893	0.90349495	0.8820574	0.89961076	0.90919906	0.8785145	0.7818622	0.89839023	0.94148636	0.89220613	0.885684	0.76142275	0.86314493	0.88882065	0.9311859	0.89436716	0.8710935	0.89449215	0.8710795	0.8571764	0.90734005	0.9278041	0.87209904	0.76285434	0.95073533	0.95267576	0.9236834	0.9513508	0.91097075	0.94264185	0.9276855	0.9191667	0.8235527	0.9257494	0.88123614	0.9082704	0.84750104	0.90603447	0.8990063	0.9239221	0.833706	0.7817787	0.8791195	0.8269155	0.9497164	0.9038202	0.9019201	0.88792926	0.9161674	0.91648257	0.96729815	0.86862946	0.9058864	0.9258453	0.9185637	0.9687475	0.95319116	0.922617	0.9152766	0.8962817	0.94899285	0.91408527	0.8228113	0.63000405	0.88283825	0.8874243	0.9170167	0.9388912	0.8970008	0.88786554	0.7010087	0.9292068	0.8048513	0.9014423	0.9045989	0.9064047	0.8674296	0.9119889	0.9390412	0.8783421	0.8709537	0.81532633	0.93443346	0.8681372	0.87041664	0.8887868	0.9018407	0.926076	0.84193087	0.8837084	0.8311847	0.8273306	0.83858085	0.90365237	0.8460575	0.9042944	0.9182149	0.95488024	0.8883789	0.8539381	0.86777663	0.889416	0.9171461	0.7061516	0.90020823	0.8972864	0.86727494	0.9143307	0.8865413	0.9139879	0.78384304	0.79870665	0.8658004	0.86629	0.86971265	0.8971503	0.94480014	0.9071702	0.83087605	0.8960632	0.9476206	0.8682286	0.9091293	0.80625117	0.9035592	0.88683146	0.7751139	0.8310042	0.8296517	0.8897431	0.9252726	0.85369617	0.82669497	0.86554694	0.93354535	0.931988	0.9614429	0.91688716	0.91271967	0.8070019	0.82304	0.91743845	0.9112803	0.9641542	0.86226547	0.8349451	0.873577	0.9266133	0.8371582	0.9167997	0.8028491	0.861626	0.9059756	0.87500805	0.937298	0.94658643	0.8746915	0.83756715	0.9143342	0.8683193	0.873223	0.9191026	0.9312069	0.9154084	0.8621069	0.9166738	0.93868893	0.8629532	0.9420568	0.9296339	0.91088045
