	kort/adv	kort/adj	zuiver/verb	altijd/adv	belofte/noun	vroeg/adj	geneigd/adj	historisch/adj	zitting/noun	beweer/verb	braaf/adj	heb/verb	1993/noun	nieuws/noun	bekentenis/noun	laat/verb	journaal/noun	voorjaar/noun	voor/adv	duur_voort/adj	zaterdag/noun	vonnis/noun	nu/adv	instructie/noun	vooralsnog/adv	kamer/noun	democratisch/adj	dinsdag/noun	uitdrukkelijk/adj	aanklager/noun	Amerikaans/adj	word/verb	onderschrijf/verb	probatie_uitstel/noun	standpunt/noun	maatregel/noun	besluit/noun	getuigenis/noun	patent/noun	weiger/verb	afschaffing/noun	vandaag/adv	overigens/adv	invoering/noun	belangrijk/adj	schorsing/noun	stam_nummer/noun	vals/adj	verval/verb	dag/noun	moment/noun	wetswijziging/noun	probeer/verb	gepaard/adj	publiekelijk/adj	pers/noun	wapen/noun	federatie/noun	oordeel/noun	overtuiging/noun	betrokken/adj	stuntelig/adj	baseer/verb	valreep/noun	meer/adv	verkondig/verb	dus/adv	verbied/verb	wijzig/verb	antwoord/noun	charter_maatschappij/noun	foutief/adj	westen/noun	bezwaar/noun	passage/noun	druk/noun	doodvonnis/noun	beroep_commissie/noun	ongelukkig/adj	woordvoerder/noun	regel/noun	politiek/adj	bekrachtig/verb	amnestie_wet/noun	straf_af/verb	schip/noun	rijs/verb	doende/adj	deels/adv	opvolger/noun	vraag/noun	federaal/adj	tegendeel/noun	gemeente/noun	verboden/adj	meld/verb	snel/adj	stroom_binnen/verb	onmiddellijk/adj	beschuldiging/noun	openbaar/adj	bond/noun	of/adv	vervolgens/adv	destijds/adv	vraag/verb	schielijk/adj	internet/noun	februari/noun	eerder/adj	raad/noun	benoeming/noun	telefoon_gesprek/noun	haast/adv	bevel/noun	aankoop/noun	zwak_af/verb	vorig/adj	verschiet/noun	moet/verb	foltering/noun	ambitie/noun	referendum/noun	gerechtshof/noun	haastig/adj	bezetter/noun	uitspraak/noun	beslissing/noun	belast/adj	augustus/noun	beroep/noun	alles/noun	bestuur_accoord/noun	recht_zaak/noun	1978/noun	leg_vast/verb	zondag_morgen/noun	voorstel/noun	minister/noun	schriftelijk/adj	verdachte/noun	afgelopen/adj	benoemd/adj	mogelijk/adj	kan/verb	boycot/noun	dochter/noun	uitslag/noun	programma/noun	zet_om/verb	punt/noun	wil/verb	schort_op/verb	dictatuur/noun	dwing/verb	september/noun	rechter/noun	overname/noun	dan/adv	niet/adv	reden/noun	waardering/noun	stellingname/noun	voorganger/noun	stel_in/verb	eventueel/adj	afspraak/noun	richtlijn/noun	verbod/noun	aantijging/noun	gevangenis_straf/noun	desnoods/adv	handtekening/noun	ministerie/noun	echter/adv	roep_op/verb	hof/noun	vergeefs/adj	oorspronkelijk/adj	verhaal/noun	tegelijkertijd/adj	december/noun	stem/noun	comité/noun	plots/adj	contact/noun	protest/noun	zal/verb	2001/noun	functionaris/noun	genomen/adj	verklaring/noun	raadpleeg/verb	onteigening/noun	inderdaad/adv	woord/noun	parlement/noun	financieel/adj	stelling/noun	ijlings/adv	mededeling/noun	vernietiging_kamp/noun	twee/noun	half/adj	schoon_vader/noun	inmiddels/adv	proces/noun	bereid/adj	maandag/noun	jaar_cijfer/noun	gesteld/adj	wet/noun	vast/adj	arrest/noun	veroordeling/noun	dring_aan/verb	blokkeer/verb	bron/noun	daarna/adv	sta_toe/verb	directeur/noun	ongestraft/adj	gemaakt/adj	voordeel/noun	weekeinde/noun	capitulatie/noun	fatwa/noun	baat/verb	onlangs/adv	min/adv	1973/noun	rechtbank/noun	persbericht/noun	feit/noun	regeling/noun	vonnis/verb	keer/noun	refs/noun	plan/noun	voorwaardelijk/adj	premier/noun	controversieel/adj	iets/adv	voltallig/adj	steeds/adv	constitutioneel/adj	blijk/verb	uitgeweken/adj	leugen/noun	weer/adv	mode/noun	illegaal/adj	vluchteling/noun	maal/noun	sluit_af/verb	gebrek/noun	zondag_avond/noun	laat/adj	vergissing/noun	intussen/adv	beklaagd/adj	versoepeling/noun	drug/noun	huiveringwekkend/adj	opgelegd/adj	wijsheid/noun	anders/adj	woensdag/noun	brandweer/noun	staking/noun	gepubliceerd/adj	militair/adj	blij/adj	conflict/noun	decreet/noun	club/noun	scheidsrechter/noun	stap/adv	lijnrechter/noun	bedoeling/noun	regering/noun	duidelijkheid/noun	1/noun	al/adv	formeel/adj	gebruik/verb	week/noun	onder/adv	zinvol/adj	jas/verb	gisteren/adv	schrift/noun	begin/adv	termijn/noun	nooit/adv	eind/adv	bewering/noun	in_vrijheid_stelling/noun	uitstel/noun	hoog/adj	vrijlating/noun	ontslag/noun	veiligheidsmaatregel/noun	dergelijk/adj	2000/noun	ook/adv	keur_goed/verb	getuige/noun	'96/noun	definitief/adj
kort/adv	0.0	0.74458385	0.8340236	0.9363577	0.81189805	0.8086032	0.9312692	0.84624314	0.7329408	0.7794813	0.92759985	0.7722548	0.7863291	0.6937112	0.78199047	0.76481044	0.8900453	0.8211745	0.8878822	0.83476955	0.8731817	0.77704936	0.9074542	0.8438507	0.8127102	0.771281	0.81372166	0.72795725	0.75310296	0.7447722	0.7880688	0.64373726	0.8298868	0.9135146	0.8555122	0.8344102	0.7693736	0.7696459	0.8629211	0.6298628	0.8238795	0.7613121	0.73173153	0.8702613	0.8259977	0.8140258	0.92987615	0.8110305	0.75102496	0.7689776	0.8167273	0.7983315	0.79985034	0.8159823	0.70546216	0.7723517	0.875966	0.9013052	0.8206058	0.904331	0.7321428	0.8775842	0.7391171	0.67561364	0.9220305	0.81336284	0.88264513	0.8890792	0.8134361	0.9103597	0.90243685	0.7527453	0.8643608	0.7536982	0.87451804	0.83842665	0.8541941	0.8573376	0.7984463	0.8341688	0.8347045	0.73737097	0.73117006	0.89445233	0.7273756	0.7821463	0.8110448	0.8020578	0.8392226	0.78588325	0.9289361	0.7972788	0.8358686	0.86971927	0.8850657	0.6908829	0.7359353	0.8711426	0.52506185	0.81461674	0.79109204	0.866239	0.92222834	0.71572983	0.68648857	0.75783867	0.81123275	0.8632411	0.7553269	0.67756534	0.7556689	0.7760742	0.7619005	0.8472777	0.7578707	0.95686454	0.7830611	0.7775125	0.8545218	0.83954006	0.82397914	0.89928186	0.8315541	0.74218345	0.8137514	0.72362804	0.77100366	0.71821165	0.7058556	0.7388352	0.7426158	0.85420847	0.84219456	0.7540686	0.8001814	0.831265	0.76715297	0.83349514	0.7383853	0.7462517	0.6394682	0.87763244	0.85546434	0.75447035	0.87622386	0.8739356	0.8131799	0.84465206	0.84416735	0.7698566	0.90133023	0.90094703	0.6940186	0.91367865	0.7133186	0.79556334	0.68759847	0.86241955	0.91573787	0.9011418	0.818197	0.84230137	0.8936372	0.78856444	0.8163042	0.61508566	0.8140926	0.84042966	0.8386407	0.8233128	0.79699945	0.74831206	0.79015446	0.7985492	0.7723369	0.71606493	0.7096305	0.78297687	0.87624997	0.91765994	0.8471816	0.7595911	0.8424939	0.8401092	0.68954456	0.7635162	0.72928685	0.79627097	0.8357296	0.75494814	0.75247395	0.7414084	0.8220681	0.89014786	0.83297116	0.82744265	0.7603245	0.86171633	0.82809496	0.75113344	0.7634684	0.9044561	0.56125116	0.8219166	0.90204585	0.735518	0.7463762	0.8397454	0.73910904	0.7930043	0.89643085	0.76423097	0.8233501	0.7476455	0.7471067	0.67270243	0.73165405	0.8735378	0.76890194	0.8640114	0.781418	0.8474272	0.8737251	0.8583546	0.8104168	0.9119704	0.7883469	0.8904065	0.71286047	0.9112702	0.71156824	0.7185959	0.8048968	0.79601836	0.80012065	0.81480306	0.8492352	0.88537794	0.8551158	0.70214504	0.6669968	0.79014146	0.9196561	0.788089	0.9019616	0.8309886	0.78102225	0.9042418	0.7749196	0.8411482	0.97039485	0.87690806	0.86856145	0.8117331	0.73731565	0.8969054	0.77470106	0.79769313	0.78066915	0.7838487	0.76258034	0.85889244	0.869151	0.90627795	0.8273794	0.89435583	0.94981563	0.7490833	0.801573	0.84554577	0.8206941	0.81769645	0.79252905	0.8824747	0.80262554	0.9162872	0.8103787	0.9233862	0.84744	0.94905114	0.7548542	0.85409963	0.7928124	0.8592355	0.6528392	0.8677721	0.79000694	0.84471524	0.91290015	0.9289727	0.63226277	0.8682944	0.80653435	0.9263198	0.88637215	0.8343067	0.79425704	0.75784993	0.7906822	0.8474393	0.6622279	0.74206305	0.76448834	0.7792034	0.83020556	0.94770694	0.7443876	0.72699046	0.877452	0.6432253
kort/adj	0.74458385	0.0	0.8222967	0.88830674	0.90914184	0.8739024	0.86747956	0.9027179	0.87037015	0.8743541	0.85329574	0.880426	0.9301784	0.78892004	0.8989002	0.7892335	0.77649397	0.9212894	0.9421997	0.8689927	0.96840703	0.87361574	0.9148104	0.82897305	0.8282242	0.9294707	0.9305127	0.8668732	0.781369	0.87066853	0.9032886	0.8277906	0.8951729	0.81054443	0.93703973	0.8120393	0.85840964	0.8472661	0.9244265	0.8205726	0.8827506	0.8067043	0.8309026	0.928496	0.84953177	0.9194131	0.9844693	0.8292321	0.8697891	0.7843731	0.9254244	0.8592745	0.7994136	0.8857404	0.8547168	0.8119258	0.9078944	0.92397016	0.8855864	0.98192185	0.8737711	0.8150695	0.784432	0.8879756	0.9576874	0.89414275	0.8291763	0.8484236	0.79723775	0.86946297	0.84579855	0.826746	0.93849546	0.8286119	0.8332619	0.91895705	0.8997847	0.84313554	0.89044356	0.8796808	0.91167504	0.9271697	0.90692693	0.9396607	0.80194086	0.93444026	0.91866684	0.9061154	0.9126701	0.9067677	0.8730271	0.9001915	0.913184	0.888162	0.87559575	0.7913563	0.7774938	0.8710729	0.7819394	0.89924675	0.8442812	0.8259456	0.9507012	0.81521595	0.8581139	0.82959247	0.8174229	0.8318011	0.92709917	0.80986273	0.8678005	0.90219754	0.88118315	0.88822514	0.8111524	0.93915105	0.77046007	0.8968029	0.92257965	0.7567326	0.92449135	0.8520776	0.91871595	0.86117387	0.81063247	0.89203614	0.8832652	0.8168063	0.7739732	0.94339967	0.8845203	0.89690065	0.9705712	0.87975496	0.9517335	0.8453258	0.9407269	0.8888977	0.8623364	0.74520516	0.8183286	0.93278223	0.9549421	0.7355883	0.83159405	0.9245634	0.88937896	0.95418453	0.896013	0.83402985	0.9663645	0.71529025	0.78694445	0.9784456	0.8283485	0.9415333	0.83935267	0.8202108	0.90354043	0.91442066	0.87952346	0.86854947	0.95412874	0.9306432	0.91263855	0.80085224	0.91402525	0.87740976	0.88516974	0.86755615	0.9498189	0.8063795	0.9349189	0.8500497	0.8138355	0.8551698	0.8499646	0.7885639	0.88811666	0.85541177	0.8734022	0.91768634	0.8775055	0.90452915	0.8672031	0.8432687	0.8704541	0.7509404	0.94447684	0.88673055	0.90585625	0.8295776	0.8524836	0.88057995	0.8169609	0.91580355	0.9101104	0.8222086	0.92949957	0.8321283	0.860644	0.883049	0.8056422	0.8812735	0.89284265	0.88068366	0.89579374	0.792657	0.8330205	0.8747205	0.72340035	0.9043198	0.88398075	0.84448725	0.9048859	0.8315389	0.8905031	0.8392254	0.8966769	0.85194325	0.96478546	0.9140652	0.8763945	0.79838836	0.88860697	0.96929675	0.9310382	0.9322604	0.84230405	0.9379968	0.8634735	0.8519988	0.8310683	0.8812215	0.8891671	0.8716084	0.81458217	0.84358394	0.8564255	0.90021914	0.80647624	0.8938425	0.77393985	0.89709467	0.89769006	0.9449498	0.7596959	0.9783887	0.9025708	0.8498461	0.966405	0.880634	0.8846364	0.8942195	0.89540267	0.9254706	0.8133547	0.79696923	0.8287171	0.8934825	0.87018704	0.86265314	0.918943	0.78643894	0.7876651	0.91879946	0.925902	0.8682305	0.9287512	0.8697666	0.843308	0.88622844	0.88437426	0.8977518	0.93350124	0.90801126	0.86314213	0.9640094	0.8753036	0.76629794	0.87725174	0.75583625	0.939042	0.91822886	0.8072511	0.92749995	0.80146503	0.8786388	0.75495934	0.9409041	0.74070543	0.83500063	0.9264675	0.8051536	0.8991468	0.9386971	0.9044791	0.94758445	0.84044015	0.8940721	0.85253716	0.8265154	0.85615164	0.73227465	0.9602872	0.8418953	0.91640687	0.81045794	0.9717266	0.85590667
zuiver/verb	0.8340236	0.8222967	0.0	0.7488184	0.78949535	0.9198846	0.8724597	0.8054158	0.74864215	0.80258673	0.96363944	0.8562881	0.8484639	0.96844035	0.76084614	0.8761091	0.9640075	0.92954135	0.8503203	0.7863717	0.9754232	0.6787976	0.79173887	0.8545954	0.87441546	0.8150093	0.7346499	0.9195397	0.8102145	0.68526566	0.80503166	0.7400577	0.70799506	0.8373542	0.7782855	0.80484736	0.8116822	0.7364088	0.847153	0.8427264	0.83713335	0.8551108	0.76359195	0.86486745	0.90715504	0.8905741	0.93153656	0.6010029	0.8222073	0.95268494	0.98141605	0.7524302	0.7096373	0.79924715	0.6842681	0.7626981	0.8744848	0.85610545	0.7550408	0.8073167	0.8312354	0.73726106	0.6615481	0.9238714	0.8154303	0.7948955	0.7777779	0.7857167	0.74451125	0.7859147	0.909387	0.7865857	0.89870405	0.8694525	0.7456726	0.8566166	0.78343785	0.8386937	0.8938584	0.8587598	0.8066246	0.71099865	0.77123356	0.86702996	0.742314	0.93403935	0.8316145	0.93825233	0.7117015	0.8510952	0.9513507	0.8131737	0.87514406	0.82938266	0.8158418	0.9467052	0.8464963	0.859909	0.82040155	0.62847316	0.7602121	0.82782555	0.8078221	0.87204295	0.70511955	0.8367918	0.9370148	0.9012066	0.86968595	0.7592179	0.8938179	0.8445124	0.8440946	0.90846455	0.8098822	0.86283183	0.7108911	0.9137704	0.9456827	0.71775484	0.75010586	0.9201445	0.861009	0.70809	0.80437934	0.8475571	0.6535518	0.7913115	0.7236819	0.92596453	0.7318549	0.8023533	0.902083	0.6632602	0.83246267	0.79693156	0.97404724	0.86101055	0.84211296	0.8132477	0.72346365	0.9786652	0.85827434	0.77938825	0.8206261	0.8669962	0.9020665	0.91309863	0.8814942	0.8272084	0.89174104	0.79813606	0.75196683	0.8189609	0.6587548	0.89869916	0.6956429	0.8816258	0.8792393	0.8689852	0.89171666	0.95946026	0.66211665	0.9328265	0.6987673	0.80012083	0.87733483	0.8298115	0.80611205	0.6624379	0.7937344	0.6941625	0.87530935	0.81110865	0.7625417	0.850027	0.6675632	0.8071002	0.8583214	0.8379168	0.7344049	0.87266684	0.91068375	0.84837306	0.935658	0.85716826	0.8713472	0.72351396	0.9070599	0.7904794	0.8603091	0.76333755	0.8560362	0.7341506	0.8722732	0.8951638	0.8633022	0.8959485	0.8196355	0.85551107	0.8955265	0.84102637	0.89987606	0.88173604	0.85391676	0.8571691	0.62769085	0.854696	0.91499555	0.9211938	0.7600281	0.8026886	0.8708982	0.67933524	0.6938666	0.85871255	0.83661795	0.81644785	0.8304287	0.7478074	0.94895846	0.83874184	0.89636374	0.8665889	0.95390236	0.91610426	0.89279026	0.9235828	0.87791353	0.8071814	0.8160659	0.71249115	0.8339683	0.7067448	0.7908039	0.7951249	0.9221994	0.9539347	0.85302866	0.8292377	0.7820556	0.7385788	0.8138426	0.8918189	0.78092074	0.7373246	0.84362423	0.92901385	0.6311505	0.8334911	0.93221027	0.7384152	0.90909994	0.9293055	0.83967125	0.81911504	0.9265809	0.94766384	0.880951	0.82155347	0.634292	0.84119713	0.8712227	0.96006316	0.7736142	0.87658083	0.92208713	0.92943627	0.92406785	0.9199325	0.8327226	0.7990679	0.90643746	0.7951271	0.8804706	0.9307359	0.95667785	0.8928785	0.96788305	0.8880635	0.7815791	0.7868276	0.9382954	0.8424721	0.70636785	0.8050567	0.9217627	0.9212039	0.8409543	0.89224946	0.7666792	0.886549	0.88856107	0.847992	0.86031604	0.87777543	0.7166516	0.8516266	0.7726049	0.8653157	0.8048793	0.80104196	0.80875695	0.6285218	0.92311764	0.82475954	0.8305729	0.7310626	0.9019849	0.7943522
altijd/adv	0.9363577	0.88830674	0.7488184	0.0	0.88092214	0.81524223	0.81630445	0.8547095	0.8644718	0.83703846	0.7333014	0.7706342	0.9524952	0.89274037	0.84651506	0.804224	0.93052757	0.8793352	0.8667722	0.69827205	0.99439967	0.8976798	0.6034406	0.76362574	0.64167774	0.9694491	0.8443707	0.97077125	0.82929826	0.8688898	0.89100003	0.88263756	0.7560463	0.9706167	0.7229691	0.8215211	0.8750198	0.8147529	0.7840149	0.8839256	0.8807534	0.89136875	0.70090437	0.8783804	0.90232486	0.9200981	0.8948259	0.8589238	0.84841466	0.9393224	0.80438066	0.83343184	0.8471749	0.86816794	0.6656464	0.72767174	0.80900764	0.8642789	0.809412	0.7756101	0.8334667	0.89169025	0.8446246	0.93424225	0.8396958	0.665913	0.6212295	0.8835351	0.80201447	0.7254313	0.8070253	0.8830661	0.8586378	0.898857	0.76319623	0.8467735	0.9304547	0.8955002	0.88179946	0.8640681	0.7973531	0.758419	0.91146207	0.8927826	0.92680967	0.96865696	0.8558401	0.8510511	0.9114344	0.9338506	0.8124342	0.95213395	0.64524466	0.85295093	0.85909915	0.9339579	0.7332146	0.83619404	0.7949523	0.85251963	0.9179839	0.769713	0.9181322	0.801144	0.7660481	0.894279	0.8522107	0.82701766	0.97977245	0.76309747	0.92242134	0.85305345	0.8965369	0.69893634	0.7967639	0.81868106	0.84742785	0.949178	0.9008217	0.82104963	0.857803	0.849811	0.8816717	0.92150605	0.8743892	0.8831376	0.8080981	0.81743383	0.8712888	0.99265975	0.91538507	0.6037254	0.94094646	0.83807147	0.92189866	0.8949561	0.92053294	0.83367914	0.85995495	0.8293179	0.83242786	0.9447699	0.9246506	0.7947004	0.6909919	0.89362895	0.7629379	0.9188705	0.83434474	0.8869511	0.8714403	0.81713593	0.89526474	0.92370397	0.8373128	0.973866	0.8822812	0.8487042	0.6451108	0.62519217	0.82544684	0.8136689	0.8027492	0.8243194	0.9032614	0.82545555	0.88469803	0.8895391	0.86954105	0.76280487	0.9697741	0.8171176	0.82359135	0.9102586	0.6955952	0.8687632	0.9005486	0.8097712	0.90158844	0.78748095	0.6552454	0.97468674	0.78584385	0.9105643	0.8039955	0.73326546	0.840803	0.685653	0.9809209	0.83644474	0.93789816	0.8086912	0.86771804	0.82365435	0.6370239	0.7805656	0.8899034	0.77163374	0.7803116	0.94223106	0.8408746	0.9557316	0.91925395	0.89169866	0.8410849	0.85253185	0.87554777	0.9112972	0.9515166	0.92549187	0.84119916	0.8648689	0.8768394	0.9035113	0.8953105	0.90299964	0.8660965	0.7861507	0.85504067	0.7980539	0.95531154	0.7610197	0.87292755	0.8210666	0.9214028	0.8854406	0.92570883	0.8769929	0.8530537	0.9114549	0.92800117	0.934844	0.9024463	0.8676763	0.84912723	0.917541	0.8450564	0.8128906	0.85435665	0.95374256	0.8153553	0.8737939	0.6393522	0.84303236	0.45457286	0.9112993	0.80582505	0.8943485	0.7540045	0.8014147	0.83900297	0.86949646	0.8353355	0.7761197	0.9464174	0.75747526	0.9178138	0.8958194	0.8232211	0.76594836	0.8223574	0.83999383	0.8689762	0.73559856	0.8980074	0.77370137	0.68108565	0.97047925	0.9229843	0.9084333	0.9255628	0.88234234	0.7483146	0.82263297	0.94383395	0.8119953	0.85713637	0.8902931	0.8436803	0.94555575	0.809428	0.7498555	0.9684494	0.7971801	0.8310487	0.8770312	0.9231268	0.95399314	0.7575803	0.9089538	0.8777132	0.8845662	0.9318594	0.8309784	0.63171333	0.9454192	0.8591903	0.9183041	0.9132645	0.8164634	0.8955847	0.85436636	0.76374626	0.71517265	0.96712685	0.58112115	0.9041633	0.80552053	0.95439833	0.8951588
belofte/noun	0.81189805	0.90914184	0.78949535	0.88092214	0.0	0.979506	0.8068286	0.92380744	0.85201854	0.6738025	0.917208	0.7041836	0.8753319	0.8646674	0.7044344	0.76448095	0.86724603	0.8981178	0.9233694	0.8509161	0.90258914	0.79441434	0.862732	0.67249995	0.871152	0.92829186	0.78443563	0.87178725	0.7061529	0.8628709	0.8458008	0.72860664	0.6865716	0.9780084	0.6758103	0.74005765	0.7189993	0.7057178	0.91438377	0.7381505	0.85760903	0.82104474	0.7244197	0.80646497	0.8973511	0.9154116	0.98016226	0.6960995	0.851871	0.89344704	0.95052665	0.75964016	0.78961754	0.8950403	0.7115464	0.81593585	0.8721614	0.73791695	0.86063397	0.8115771	0.7571442	0.78697777	0.8467872	0.8632139	0.9447262	0.7427496	0.91447973	0.78631115	0.84733963	0.74751294	0.9032738	0.8419618	0.8520266	0.7426944	0.8086974	0.78709143	0.75236386	0.8977333	0.921972	0.8040254	0.75035673	0.8463589	0.8202933	0.9226781	0.8451817	0.8971	0.89575344	0.8377106	0.8598632	0.83950007	0.7544596	0.7465863	0.8206919	0.7728222	0.80793536	0.77917695	0.8902856	0.9155897	0.84105575	0.6621586	0.8136493	0.8022776	0.8761052	0.7163912	0.68713874	0.74315834	0.83831775	0.78303695	0.87349725	0.6805773	0.82165784	0.82707405	0.68041515	0.7824111	0.68906903	0.8501114	0.8276143	0.8071685	0.9305398	0.8204474	0.8898322	0.7807541	0.7798597	0.88232297	0.8103151	0.87859493	0.7266835	0.7695666	0.78858566	0.89008504	0.9072177	0.8904233	0.60927343	0.81895614	0.8925418	0.68211806	0.9674534	0.7512029	0.7123439	0.7334242	0.8409908	0.90821844	0.81026137	0.88726413	0.87088114	0.7941934	0.89439845	0.7923798	0.8031435	0.8844259	0.8954226	0.8089442	0.8497167	0.90704924	0.7900057	0.85190123	0.883677	0.8923475	0.91732824	0.8836354	0.8308953	0.84276915	0.81842226	0.80180657	0.84641045	0.8840265	0.52532506	0.7402723	0.7421392	0.6747745	0.93024886	0.6961157	0.6522948	0.87006503	0.77444804	0.7547662	0.867081	0.87073666	0.8791285	0.82744193	0.8021116	0.8463781	0.81125414	0.84927326	0.91543865	0.73758477	0.7622644	0.771316	0.87555176	0.8446825	0.8285467	0.61846447	0.8655202	0.8857182	0.8218269	0.7492034	0.7618441	0.9015401	0.7496321	0.86072737	0.7095492	0.8969546	0.9170298	0.78953993	0.8957252	0.7454287	0.83799803	0.7434766	0.811756	0.89886624	0.7881418	0.7824723	0.9361948	0.8551817	0.81711394	0.76507115	0.8458283	0.8544446	0.8681777	0.7759948	0.91387653	0.86832094	0.6153245	0.89333224	0.8304993	0.7993194	0.9026101	0.9409752	0.7358647	0.88395447	0.90248096	0.8664135	0.76818645	0.8270991	0.7706393	0.9301046	0.9288986	0.90256065	0.7225243	0.9036588	0.61567736	0.8861252	0.76658237	0.8937266	0.83669853	0.82761604	0.7670784	0.8480099	0.7385837	0.8385477	0.9436048	0.86126804	0.81593657	0.84673846	0.78718287	0.93026054	0.83930343	0.9082995	0.776517	0.825734	0.813009	0.86479354	0.9088136	0.90289444	0.8384732	0.8614886	0.8653968	0.83970827	0.9260707	0.8316321	0.7764243	0.8578409	0.93745005	0.79586643	0.7350928	0.9025235	0.9425356	0.9373806	0.9822656	0.77817065	0.70747685	0.8152962	0.89981455	0.82012016	0.78358674	0.8551406	0.809557	0.8724129	0.84685737	0.9236478	0.82002497	0.7985977	0.81527793	0.89274395	0.764721	0.875415	0.649946	0.87399215	0.87169945	0.9715835	0.8396863	0.6913825	0.8468244	0.79784316	0.88256097	0.8821932	0.78318185	0.8073293	0.8969786	0.86592877
vroeg/adj	0.8086032	0.8739024	0.9198846	0.81524223	0.979506	0.0	0.8920063	0.9197948	0.9151081	0.85435563	0.8541063	0.7648785	0.84324527	0.8931503	0.9146781	0.919528	0.8968683	0.8506651	0.9034972	0.88317084	0.97859615	0.8958863	0.77800226	0.9000098	0.9325507	0.9591434	0.9379286	0.96360093	0.95615464	0.90405476	0.89097124	0.76201236	0.91867733	0.9414418	0.9163269	0.9293223	0.9069874	0.95229274	0.86398065	0.90043783	0.9502642	0.8956692	0.81127346	0.9589687	0.89531606	0.93428993	0.85840154	0.92544985	0.8449938	0.84499055	0.86652887	0.8790537	0.84650195	0.9555259	0.89073163	0.8760406	0.9022033	0.9550023	0.87088466	0.89568216	0.83761805	0.8509682	0.8561882	0.9376601	0.9184589	0.85681486	0.8084781	0.9236328	0.88457745	0.92319226	0.8228279	0.85418016	0.84522855	0.9559306	0.9427208	0.91827327	0.9176452	0.8984902	0.8900458	0.9804585	0.9293236	0.89503443	0.87950957	0.95414275	0.92704177	0.8929846	0.9235273	0.8277808	0.9486615	0.8916185	0.9697976	0.95936525	0.9067143	0.9500051	0.8894961	0.89315623	0.79377365	0.9381212	0.8902735	0.93261606	0.91868424	0.8969455	0.900526	0.8902415	0.8818679	0.9034615	0.9645607	0.88392115	0.9402541	0.7664654	0.9021784	0.9287841	0.9574336	0.7893188	0.89835274	0.9195119	0.83264613	0.8850406	0.903496	0.86396253	0.9016705	0.9197211	0.9121149	0.8497511	0.84463525	0.8935493	0.90821165	0.9199501	0.9000512	0.9271142	0.8804357	0.8437731	0.9761472	0.8553817	0.8266845	0.88684636	0.797394	0.9284164	0.94576937	0.92379636	0.9077546	0.82364166	0.92260516	0.8952515	0.76354825	0.922749	0.8649737	0.9083315	0.836183	0.9363976	0.93870926	0.8463134	0.8328897	0.8974516	0.8739436	0.9311434	0.8543868	0.865464	0.8018093	0.8359639	0.9087653	0.9360904	0.9158682	0.8761148	0.8570454	0.7934185	0.8950057	0.90339136	0.97213143	0.9317143	0.91754633	0.8992971	0.9299431	0.95538944	0.82948804	0.86526436	0.8400463	0.90417886	0.90310663	0.9425798	0.9091184	0.9341426	0.94237083	0.9404112	0.81017363	0.88140917	0.89897066	0.7020816	0.8333571	0.9344189	0.8542602	0.92321014	0.8986316	0.89409477	0.87422395	0.8718314	0.93486685	0.89292	0.95039135	0.9692051	0.9352709	0.893695	0.69082826	0.8550829	0.8919931	0.8786201	0.8851379	0.8735434	0.9500215	0.90365165	0.9020654	0.9352901	0.93808335	0.89876956	0.8915006	0.9260207	0.82374525	0.9017346	0.8775594	0.8802572	0.9682856	0.9458302	0.94717455	0.9004382	0.9514207	0.9098259	0.92002904	0.86995536	0.9240168	0.9210201	0.87870145	0.8684649	0.96020335	0.8074801	0.959005	0.93420947	0.75786126	0.91027606	0.87400913	0.93126416	0.95997417	0.87166774	0.76853985	0.8590747	0.8831779	0.9367321	0.85103464	0.9850639	0.91560566	0.80140936	0.7772975	0.9189099	0.9370834	0.7781048	0.8093327	0.91714364	0.93863153	0.85867673	0.9325042	0.8205053	0.93944836	0.972282	0.9072573	0.8942005	0.9173821	0.9247722	0.79205865	0.96953	0.81274104	0.9711512	0.84902954	0.91188556	0.82060075	0.8912934	0.95565903	0.85135424	0.89114165	0.97081125	0.91170245	0.89504874	0.91967636	0.901794	0.9156652	0.8456179	0.889708	0.8934976	0.8818023	0.8872153	0.85785276	0.9302196	0.904775	0.92356294	0.93193704	0.92941	0.81878626	0.92768264	0.92437816	0.9335061	0.9246782	0.89896846	0.9122202	0.93928504	0.9484783	0.82944274	0.8473503	0.8554926	0.9062017	0.88327104	0.8621484	0.7891116
