	'96/noun	1/noun	1973/noun	1978/noun	1993/noun	2000/noun	2001/noun	Amerikaans/adj	aanklager/noun	aankoop/noun	aantijging/noun	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	alles/noun	altijd/adv	ambitie/noun	amnestie_wet/noun	anders/adj	antwoord/noun	arrest/noun	augustus/noun	baat/verb	baseer/verb	bedoeling/noun	begin/adv	bekentenis/noun	beklaagd/adj	bekrachtig/verb	belangrijk/adj	belast/adj	belofte/noun	benoemd/adj	benoeming/noun	bereid/adj	beroep/noun	beroep_commissie/noun	beschuldiging/noun	beslissing/noun	besluit/noun	bestuur_accoord/noun	betrokken/adj	bevel/noun	beweer/verb	bewering/noun	bezetter/noun	bezwaar/noun	blij/adj	blijk/verb	blokkeer/verb	bond/noun	boycot/noun	braaf/adj	brandweer/noun	bron/noun	capitulatie/noun	charter_maatschappij/noun	club/noun	comité/noun	conflict/noun	constitutioneel/adj	contact/noun	controversieel/adj	daarna/adv	dag/noun	dan/adv	december/noun	decreet/noun	deels/adv	definitief/adj	democratisch/adj	dergelijk/adj	desnoods/adv	destijds/adv	dictatuur/noun	dinsdag/noun	directeur/noun	dochter/noun	doende/adj	doodvonnis/noun	dring_aan/verb	drug/noun	druk/noun	duidelijkheid/noun	dus/adv	duur_voort/adj	dwing/verb	echter/adv	eerder/adj	eind/adv	eventueel/adj	fatwa/noun	februari/noun	federaal/adj	federatie/noun	feit/noun	financieel/adj	foltering/noun	formeel/adj	foutief/adj	functionaris/noun	gebrek/noun	gebruik/verb	gemaakt/adj	gemeente/noun	geneigd/adj	genomen/adj	gepaard/adj	gepubliceerd/adj	gerechtshof/noun	gesteld/adj	getuige/noun	getuigenis/noun	gevangenis_straf/noun	gisteren/adv	haast/adv	haastig/adj	half/adj	handtekening/noun	heb/verb	historisch/adj	hof/noun	hoog/adj	huiveringwekkend/adj	iets/adv	ijlings/adv	illegaal/adj	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	instructie/noun	internet/noun	intussen/adv	invoering/noun	jaar_cijfer/noun	jas/verb	journaal/noun	kamer/noun	kan/verb	keer/noun	keur_goed/verb	kort/adj	kort/adv	laat/adj	laat/verb	leg_vast/verb	leugen/noun	lijnrechter/noun	maal/noun	maandag/noun	maatregel/noun	mededeling/noun	meer/adv	meld/verb	militair/adj	min/adv	minister/noun	ministerie/noun	mode/noun	moet/verb	mogelijk/adj	moment/noun	niet/adv	nieuws/noun	nooit/adv	nu/adv	of/adv	onder/adv	onderschrijf/verb	ongelukkig/adj	ongestraft/adj	onlangs/adv	onmiddellijk/adj	onteigening/noun	ontslag/noun	ook/adv	oordeel/noun	oorspronkelijk/adj	openbaar/adj	opgelegd/adj	opvolger/noun	overigens/adv	overname/noun	overtuiging/noun	parlement/noun	passage/noun	patent/noun	pers/noun	persbericht/noun	plan/noun	plots/adj	politiek/adj	premier/noun	probatie_uitstel/noun	probeer/verb	proces/noun	programma/noun	protest/noun	publiekelijk/adj	punt/noun	raad/noun	raadpleeg/verb	recht_zaak/noun	rechtbank/noun	rechter/noun	reden/noun	referendum/noun	refs/noun	regel/noun	regeling/noun	regering/noun	richtlijn/noun	rijs/verb	roep_op/verb	scheidsrechter/noun	schielijk/adj	schip/noun	schoon_vader/noun	schorsing/noun	schort_op/verb	schrift/noun	schriftelijk/adj	september/noun	sluit_af/verb	snel/adj	sta_toe/verb	staking/noun	stam_nummer/noun	standpunt/noun	stap/adv	steeds/adv	stel_in/verb	stelling/noun	stellingname/noun	stem/noun	straf_af/verb	stroom_binnen/verb	stuntelig/adj	tegelijkertijd/adj	tegendeel/noun	telefoon_gesprek/noun	termijn/noun	twee/noun	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	uitstel/noun	valreep/noun	vals/adj	vandaag/adv	vast/adj	veiligheidsmaatregel/noun	verbied/verb	verbod/noun	verboden/adj	verdachte/noun	vergeefs/adj	vergissing/noun	verhaal/noun	verklaring/noun	verkondig/verb	vernietiging_kamp/noun	veroordeling/noun	verschiet/noun	versoepeling/noun	verval/verb	vervolgens/adv	vluchteling/noun	voltallig/adj	vonnis/noun	vonnis/verb	voor/adv	vooralsnog/adv	voordeel/noun	voorganger/noun	voorjaar/noun	voorstel/noun	voorwaardelijk/adj	vorig/adj	vraag/noun	vraag/verb	vrijlating/noun	vroeg/adj	waardering/noun	wapen/noun	week/noun	weekeinde/noun	weer/adv	weiger/verb	westen/noun	wet/noun	wetswijziging/noun	wijsheid/noun	wijzig/verb	wil/verb	woensdag/noun	woord/noun	woordvoerder/noun	word/verb	zal/verb	zaterdag/noun	zet_om/verb	zinvol/adj	zitting/noun	zondag_avond/noun	zondag_morgen/noun	zuiver/verb	zwak_af/verb
'96/noun	0.0	0.63195026	0.6559926	0.564988	0.46397275	0.3981161	0.46505314	0.9164455	0.90735024	0.9595136	0.9638585	0.8707421	0.88339657	0.9208874	0.6934946	0.95440936	0.95439833	0.9159611	0.8595418	0.9326674	0.8985984	0.69627035	0.54770696	0.8692008	0.8028475	0.9050391	0.45767403	0.8967706	0.8364598	0.74944425	0.9435779	0.91014624	0.8969786	0.93980175	0.89255935	0.9396078	0.8266084	0.95706004	0.9022836	0.90567726	0.84410584	0.9054724	0.87787354	0.88968354	0.952026	0.9520535	0.96378	0.91620713	0.88373077	0.81150246	0.91766804	0.9120833	0.8848604	0.9289988	0.96902263	0.9185769	0.8539949	0.8482997	0.9216781	0.91844875	0.9677531	0.90603703	0.87867165	0.8329361	0.9062859	0.90205324	0.9767954	0.5509103	0.740556	0.8040012	0.69785094	0.944126	0.88371265	0.900475	0.82652396	0.9481553	0.7272217	0.92673683	0.87029546	0.9562432	0.8610008	0.84909934	0.8468678	0.96238875	0.8660094	0.9647363	0.95596504	0.90175724	0.89412653	0.7815324	0.4552976	0.80810237	0.8476501	0.5396297	0.8737706	0.8835885	0.8000247	0.94423044	0.90462196	0.8372612	0.943792	0.95949423	0.9048679	0.9763485	0.8939352	0.892779	0.9040436	0.88797307	0.9495144	0.7407904	0.7806622	0.85596734	0.9085345	0.87065494	0.7552058	0.82186085	0.97201765	0.883295	0.98285717	0.84522885	0.8621843	0.9303094	0.816788	0.8861298	0.9562481	0.9516109	0.89702266	0.8978736	0.9160661	0.9673944	0.89129734	0.8908115	0.9520331	0.91199464	0.85041654	0.76968646	0.9430661	0.9657627	0.9134858	0.9580152	0.8677634	0.76440036	0.9717266	0.87745196	0.91120666	0.9392649	0.8341908	0.96210575	0.9691343	0.8464404	0.76312494	0.93298244	0.92538786	0.9829666	0.8761811	0.94694394	0.94308054	0.8714987	0.9167801	0.93103456	0.79674745	0.92289966	0.9980044	0.9728269	0.9656109	0.8953112	0.918444	0.95343894	0.8493605	0.90560514	0.9692173	0.9470733	0.8132015	0.83780646	0.87415564	0.78046536	0.9371684	0.92087364	0.79698545	0.8595218	0.8824069	0.8820916	0.8914662	0.9268121	0.8575394	0.8594492	0.86928034	0.85074466	0.916484	0.91770124	0.86779237	0.8800761	0.88788515	0.88077736	0.734304	0.8121797	0.8752151	0.91656107	0.858709	0.8895973	0.98408777	0.89642036	0.90590566	0.82680213	0.7804801	0.80101305	0.9189831	0.79634523	0.91748446	0.93919915	0.8882804	0.87511235	0.85882413	0.8715328	0.92606735	0.9685953	0.8642423	0.927761	0.926709	0.92373693	0.7678498	0.9132516	0.8099255	0.5727759	0.7730373	0.96693134	0.9187371	0.854549	0.90049106	0.9236019	0.9751487	0.9405472	0.7730688	0.93734556	0.93479973	0.93673205	0.9453716	0.8471718	0.9763352	0.94872725	0.9358335	0.8875853	0.8493811	0.891963	0.85186917	0.90957797	0.9131276	0.8282891	0.72867054	0.9031297	0.9322853	0.8253876	0.9238368	0.9278038	0.8462093	0.8297232	0.9067061	0.8915296	0.75970685	0.9198854	0.92041355	0.8558891	0.8806954	0.98421663	0.70418584	0.87752354	0.92079794	0.7837157	0.92190176	0.9658592	0.88668376	0.6610027	0.7359556	0.9816272	0.9076458	0.9460306	0.8195701	0.7458734	0.8100772	0.7627058	0.54922503	0.93866724	0.796967	0.8731599	0.8621484	0.8354534	0.9358877	0.75325435	0.89045393	0.954383	0.8884522	0.9830113	0.83565545	0.8010762	0.9411872	0.83900577	0.91964525	0.73220336	0.93513465	0.9914584	0.73972356	0.82110816	0.73707587	0.8122128	0.9162439	0.86461085	0.8849891	0.89498425	0.9019849	0.83907217
1/noun	0.63195026	0.0	0.55828977	0.6067735	0.4321959	0.44851398	0.36932963	0.93500555	0.87570196	0.9208069	0.9295179	0.78696364	0.7915983	0.79764307	0.8083522	0.96687865	0.9684494	0.9699838	0.69211805	0.9052815	0.92002195	0.7493572	0.36481732	0.89909345	0.92132443	0.9056022	0.35026807	0.9275073	0.8114433	0.6908184	0.9438688	0.9363436	0.8998145	0.8713732	0.7699655	0.900349	0.89371324	0.93386793	0.933346	0.85603446	0.73121434	0.8728198	0.89121836	0.9278971	0.9668269	0.9542909	0.90055525	0.8304165	0.87195724	0.94335943	0.8227507	0.81953657	0.8753011	0.9568204	0.8759624	0.9567869	0.86033344	0.8016162	0.94061047	0.8777852	0.9043316	0.77622104	0.9393702	0.83394843	0.90488297	0.832417	0.9075403	0.35534543	0.67617226	0.89856696	0.65511346	0.9142195	0.82011443	0.83836967	0.9116767	0.87756467	0.46704346	0.77116215	0.947087	0.98631716	0.8651153	0.8037768	0.89788353	0.9630814	0.7924235	0.8936839	0.91298544	0.8669866	0.84434575	0.89512265	0.33379424	0.7977714	0.9007124	0.37126976	0.7888481	0.89350533	0.87122184	0.84446394	0.89627135	0.7408998	0.9406711	0.91141236	0.961113	0.9681025	0.91367245	0.8299615	0.84943885	0.8503999	0.88851416	0.73145247	0.818969	0.8796306	0.914288	0.94269985	0.8779448	0.85913205	0.9814352	0.8590776	0.94722825	0.8781242	0.9371395	0.9470255	0.82856417	0.9637874	0.95924985	0.956887	0.9080431	0.87782365	0.8192444	0.8915366	0.8608388	0.9254009	0.96866816	0.8738184	0.7157997	0.644288	0.9479021	0.9409665	0.9684518	0.9428981	0.9578234	0.6379119	0.939042	0.7928124	0.9245287	0.9170282	0.7557056	0.9693864	0.9393746	0.8659981	0.48997474	0.80727154	0.904013	0.9757057	0.7967324	0.9222503	0.93922836	0.8239233	0.8933262	0.9705002	0.8012787	0.8279499	0.95937663	0.9384297	0.9353308	0.9645259	0.89149797	0.9481993	0.9096715	0.8995502	0.9757275	0.9337981	0.84772384	0.8721719	0.91122854	0.7207632	0.9379405	0.85753405	0.85777014	0.8716539	0.767084	0.83054745	0.88261354	0.8301977	0.93528587	0.72387815	0.94115365	0.78466445	0.9597013	0.88445574	0.83072275	0.9028289	0.8961934	0.8360395	0.875435	0.9708814	0.8785732	0.81372416	0.8676243	0.91578233	0.9428766	0.82729083	0.8982277	0.8358613	0.7566888	0.7645831	0.8134767	0.6891023	0.95643306	0.78028435	0.70352644	0.80837846	0.7297982	0.91604024	0.9210181	0.9321867	0.8656837	0.8522677	0.93538976	0.86679864	0.6556194	0.9461545	0.84615	0.32868487	0.5753851	0.8843858	0.80559915	0.7474222	0.9243298	0.9089717	0.984313	0.95434713	0.75486654	0.93765825	0.9373516	0.95557976	0.94476074	0.90182143	0.94268525	0.9474833	0.95921	0.88646007	0.79452723	0.8939323	0.82634723	0.9488976	0.8118086	0.81468475	0.680562	0.85609615	0.9803237	0.7896149	0.86909914	0.8381013	0.76999754	0.72356385	0.8688684	0.9108397	0.9044723	0.95378745	0.99432576	0.94443256	0.9558075	0.96830046	0.82801723	0.8085861	0.7805847	0.6283833	0.92431056	0.9740045	0.8321668	0.7429334	0.62041116	0.97162944	0.8537099	0.7956919	0.8969404	0.6003637	0.7814752	0.8278868	0.61839306	0.95492685	0.8410896	0.8555779	0.9156652	0.9645596	0.89782906	0.81405425	0.8754751	0.9202431	0.8718938	0.96998847	0.6782332	0.701612	0.9049741	0.8083138	0.8424666	0.47275758	0.9857641	0.9333843	0.6561898	0.7481845	0.41941816	0.799909	0.86155534	0.72703594	0.81131935	0.8113904	0.9382954	0.7851708
1973/noun	0.6559926	0.55828977	0.0	0.4735163	0.5084766	0.66000545	0.61084425	0.7283666	0.8174586	0.93635815	0.904201	0.895128	0.7676142	0.8687269	0.78025246	0.94671357	0.92800117	0.96993744	0.7090411	0.9876542	0.8922658	0.69770217	0.6696788	0.82057035	0.7525022	0.9099939	0.6077545	0.8502647	0.8503534	0.6951288	0.9363108	0.82778704	0.90248096	0.8047112	0.7564481	0.85881895	0.8384056	0.97020173	0.85253084	0.8297782	0.69360864	0.9545704	0.89716756	0.6936429	0.91157967	0.77156115	0.6941673	0.82642424	0.8439729	0.82078516	0.7811647	0.8649564	0.8435383	0.89080775	0.9322876	0.80223775	0.8246939	0.8817536	0.946116	0.87084705	0.80989933	0.77077967	0.8665337	0.73464775	0.87704366	0.8546671	0.93113023	0.66580725	0.7018276	0.835917	0.7226983	0.6966094	0.8565222	0.78373504	0.6629921	0.60258794	0.6757668	0.80799943	0.8750496	0.9211136	0.7817034	0.73994213	0.8699541	0.85862404	0.87595505	0.8650926	0.87710834	0.76565254	0.7825075	0.74347186	0.657456	0.748479	0.7622971	0.6883285	0.77517724	0.79614013	0.8433899	0.91765547	0.8456541	0.72264755	0.9010772	0.75930613	0.9323154	0.9000471	0.85855025	0.9087464	0.95254475	0.803442	0.8186358	0.7706648	0.8101809	0.83066994	0.8859928	0.84240353	0.8090329	0.75831985	0.89111906	0.7682837	0.93216354	0.85715336	0.8884573	0.9001228	0.787089	0.93254364	0.9235823	0.9497596	0.80665123	0.8171223	0.7913303	0.8814568	0.83461964	0.86786795	0.9360563	0.81053674	0.7680743	0.832576	0.9164524	0.90981156	0.9197112	0.9118178	0.949272	0.7114003	0.86347353	0.7115683	0.892364	0.94192344	0.82012635	0.8548927	0.97966105	0.88289106	0.7037453	0.6986898	0.91226286	0.82779014	0.87372327	0.6606256	0.8186846	0.7961948	0.83814055	0.84256244	0.86578834	0.7962303	0.98137826	0.8721043	0.94244945	0.8659097	0.88564754	0.82418096	0.82273525	0.8592752	0.90312564	0.95774436	0.777606	0.77302736	0.91328716	0.7313824	0.9499109	0.8344281	0.7265362	0.8629367	0.7692496	0.7708831	0.8440619	0.90497464	0.9062236	0.74286616	0.8248671	0.7816946	0.8934156	0.8873315	0.8356339	0.8890374	0.71561503	0.73509324	0.9104709	0.93684757	0.7789349	0.8619876	0.6786783	0.79334116	0.9691845	0.8935843	0.7593117	0.75194347	0.76119685	0.73801684	0.8425647	0.7584586	0.91918564	0.76010406	0.752377	0.7260782	0.72712994	0.8274418	0.8186373	0.943458	0.80357003	0.85335857	0.8577316	0.8521497	0.66223514	0.946524	0.7782424	0.6637664	0.817247	0.88594437	0.7447554	0.7358215	0.9744049	0.8528476	0.9704289	0.9300753	0.67201614	0.8460885	0.8748896	0.9297891	0.85121065	0.8849983	0.8734344	0.77689016	0.79893064	0.8500736	0.8485036	0.77530587	0.7982652	0.9173642	0.8917359	0.7661508	0.76888794	0.8896947	0.8815123	0.80120474	0.8727006	0.78153384	0.6497171	0.6992109	0.79078454	0.7863431	0.82704675	0.8765249	0.8777113	0.86579484	0.87976545	0.8782493	0.76595044	0.84235203	0.8056831	0.7038727	0.8712058	0.8205992	0.8687583	0.7206786	0.74079156	0.9133211	0.83413553	0.94781375	0.90995425	0.75165296	0.80215496	0.80655026	0.65073025	0.9600686	0.86427826	0.7349841	0.87870145	0.9337547	0.79100645	0.8345526	0.83270967	0.95699686	0.78047925	0.88008827	0.6592253	0.7116667	0.9452871	0.7760193	0.8795682	0.712275	0.9681672	0.88146716	0.69363236	0.79065263	0.7179519	0.72551477	0.85658616	0.8320147	0.8146634	0.8918773	0.8160659	0.77640605
1978/noun	0.564988	0.6067735	0.4735163	0.0	0.31757343	0.5375769	0.5397041	0.86459696	0.8542899	0.87424433	0.87696445	0.8561281	0.73108774	0.858285	0.78030896	0.9456524	0.92189866	0.93227005	0.68899524	0.987703	0.8809341	0.6527247	0.67530465	0.8565194	0.7840778	0.7539059	0.6079547	0.85712904	0.8839473	0.70830923	0.897531	0.86592215	0.89254177	0.8340214	0.6550355	0.88775754	0.74741346	0.91252214	0.86319834	0.80090123	0.67180634	0.9294362	0.8546435	0.8517533	0.89649904	0.83517957	0.8043117	0.7759445	0.85147125	0.8195387	0.64485586	0.8805151	0.81275356	0.93696487	0.93977255	0.84201366	0.8180176	0.8757858	0.9307583	0.8034743	0.811491	0.7666078	0.896316	0.5592465	0.8682411	0.8987244	0.8956493	0.5741917	0.70374525	0.87480056	0.7171891	0.7348703	0.7984558	0.83383304	0.60065556	0.54021585	0.6770674	0.829852	0.8892002	0.93983364	0.80532783	0.7947011	0.9404569	0.93607944	0.861483	0.8604568	0.9295281	0.80540663	0.8018096	0.770984	0.64076	0.80812854	0.8718577	0.6594602	0.78079414	0.8557695	0.87633705	0.90227747	0.89300203	0.700542	0.7965481	0.81898034	0.98052037	0.8755504	0.86243093	0.80731577	0.91944766	0.8058897	0.90246797	0.7232376	0.76471126	0.84193546	0.87615544	0.77176875	0.84091115	0.7229967	0.9577024	0.8553317	0.9544358	0.75361204	0.82475215	0.790932	0.7817837	0.91820234	0.9155238	0.96376896	0.84708536	0.8150805	0.9008701	0.77937114	0.78340185	0.8950491	0.9129544	0.79468256	0.7268493	0.83734906	0.85648876	0.9107852	0.8882764	0.88562876	0.83517635	0.5943923	0.9517335	0.8001814	0.8724997	0.8893188	0.735543	0.88048387	0.95576286	0.8695731	0.7045749	0.82328206	0.9122437	0.9096969	0.896493	0.79601127	0.8567445	0.74653614	0.8323843	0.79811954	0.8031017	0.79526186	0.9661114	0.8850476	0.92087483	0.9146154	0.79475933	0.88702846	0.8585598	0.8976313	0.9170408	0.93152326	0.613994	0.8077504	0.81564647	0.70726156	0.9114425	0.821787	0.7901316	0.84674704	0.86099124	0.73018456	0.81220686	0.882635	0.8520032	0.54080194	0.83134174	0.7631845	0.8680896	0.8734885	0.77171046	0.8946427	0.7416502	0.78365004	0.85776895	0.8722432	0.8528867	0.87479275	0.7541406	0.8253195	0.94757426	0.7802094	0.80235076	0.69058913	0.78312993	0.7043433	0.85896754	0.62361807	0.9623892	0.85495716	0.7744589	0.73331344	0.72219026	0.8491985	0.88119084	0.9634015	0.92767406	0.84247917	0.8676381	0.87611747	0.7267095	0.92655927	0.79950464	0.6638581	0.85043794	0.90359485	0.79233444	0.8294196	0.94224584	0.7969722	0.9685823	0.8998551	0.7053547	0.80791163	0.8360758	0.87008035	0.91546416	0.90916705	0.9372431	0.8319297	0.9407653	0.7739926	0.9169595	0.9233117	0.7686709	0.9030725	0.7779045	0.6854443	0.82116926	0.90266836	0.9004171	0.75299126	0.9278773	0.889072	0.68816423	0.72624373	0.83162165	0.8811373	0.8204595	0.9173547	0.8849111	0.82423687	0.89357203	0.9188896	0.7814778	0.8322967	0.8115418	0.6172172	0.85645884	0.8845423	0.7978163	0.699711	0.66352355	0.92309386	0.8326827	0.9456364	0.78637147	0.6802654	0.67252195	0.9055961	0.59834576	0.8684438	0.8613225	0.818758	0.8266845	0.8753989	0.882631	0.7984826	0.84624946	0.93627244	0.7620162	0.934368	0.6231146	0.6773423	0.85629976	0.7685981	0.83392626	0.73660034	0.92057526	0.91122115	0.676229	0.75696564	0.76774883	0.8209342	0.85773325	0.79782385	0.87912774	0.9076208	0.83246267	0.8460696
1993/noun	0.46397275	0.4321959	0.5084766	0.31757343	0.0	0.32370365	0.3282783	0.837684	0.84898007	0.889904	0.87959427	0.8360703	0.7322507	0.81385225	0.73587245	0.9308627	0.9524952	0.9223019	0.76951	0.9790471	0.927498	0.6532607	0.48027837	0.841335	0.80037284	0.7595623	0.40713	0.9084588	0.8461099	0.66931444	0.92584187	0.8986629	0.8753319	0.8333045	0.73647535	0.8736228	0.79311216	0.934622	0.86401784	0.8243376	0.6656176	0.8015908	0.9027468	0.8248112	0.92862475	0.8782407	0.8143479	0.81336063	0.8843944	0.85401726	0.68246496	0.8341902	0.7611851	0.8735071	0.911861	0.8988365	0.81869125	0.81675494	0.94365174	0.8239685	0.9061455	0.7484504	0.8993329	0.6591182	0.88537544	0.84552515	0.9381381	0.43526173	0.5900621	0.87259734	0.6176666	0.78410053	0.7438147	0.79042864	0.68480843	0.70657957	0.5933709	0.8069664	0.8856618	0.9485652	0.8104583	0.79844004	0.8944291	0.8983275	0.8094372	0.89007086	0.9142623	0.8309354	0.8170654	0.7375524	0.44709665	0.7716894	0.77860177	0.48535717	0.66608036	0.7905253	0.869992	0.9275612	0.8491936	0.64136124	0.8633847	0.8315819	0.98182696	0.9004036	0.8311275	0.7446849	0.8584281	0.8018117	0.8751575	0.70681465	0.76251173	0.8571265	0.8801303	0.8246722	0.84782666	0.7008242	0.93707997	0.8030302	0.97740775	0.7853358	0.8392725	0.8461138	0.77884173	0.89824003	0.9010301	0.90394384	0.80644655	0.76870126	0.85200506	0.8053534	0.7359421	0.86790156	0.89816505	0.80152607	0.6151439	0.7475717	0.9128117	0.9583949	0.8737341	0.9185854	0.90517867	0.5219798	0.9301784	0.78632903	0.90757066	0.8942898	0.7227435	0.941667	0.9345504	0.8735517	0.5970988	0.77339256	0.92159635	0.9468961	0.8636803	0.8140522	0.8833214	0.72014666	0.7774386	0.94106686	0.7260196	0.7637616	0.9181639	0.9073815	0.9587997	0.8847162	0.8132909	0.8648108	0.8679709	0.863705	0.93148917	0.9313378	0.6044394	0.7963514	0.835503	0.7065307	0.916803	0.8092346	0.7646946	0.7762545	0.84245217	0.76797587	0.78471494	0.8415146	0.9102323	0.55971813	0.80839837	0.7957593	0.88497776	0.85102636	0.7475322	0.8430533	0.83470565	0.7823518	0.84768504	0.9638177	0.8762599	0.8562044	0.8132171	0.835687	0.94674826	0.7974118	0.83061516	0.7746155	0.75155926	0.73207456	0.8201504	0.6166384	0.88932157	0.7141462	0.70344985	0.6422745	0.65485156	0.8780627	0.8593587	0.93534887	0.8754241	0.8627625	0.89535683	0.92465574	0.6435462	0.96295506	0.7835134	0.48200226	0.7300122	0.88210946	0.72569096	0.7521909	0.9185355	0.8569546	0.9767919	0.93393755	0.71140206	0.8846822	0.90071887	0.82415015	0.8874825	0.8385596	0.9516207	0.8040596	0.973922	0.85762864	0.8650518	0.91827196	0.7020909	0.93529975	0.7827061	0.7236078	0.7209126	0.7816645	0.9299569	0.7081263	0.8978165	0.7967315	0.6186317	0.6330111	0.76097333	0.8544253	0.8483425	0.8995455	0.8572852	0.85073984	0.8619515	0.9312232	0.7604821	0.83115876	0.70197356	0.6232985	0.82362413	0.8839138	0.82678944	0.7090178	0.6254431	0.97845006	0.8349205	0.9403073	0.76094764	0.60062087	0.61339945	0.85738206	0.4169861	0.95655924	0.88635325	0.8089406	0.84324527	0.88525355	0.8549989	0.71331304	0.7933775	0.91654706	0.7927964	0.8844582	0.56287014	0.60801136	0.9284529	0.7070484	0.8062352	0.60649925	0.9158065	0.9070264	0.5917059	0.6735877	0.66511	0.7757975	0.85996795	0.7720009	0.82242554	0.8797798	0.8484639	0.75983834
2000/noun	0.3981161	0.44851398	0.66000545	0.5375769	0.32370365	0.0	0.1737814	0.88391453	0.9019309	0.9100846	0.918641	0.83446884	0.8783944	0.86241084	0.7342944	0.9725541	0.96712685	0.9360406	0.854647	0.96167177	0.9475176	0.7718981	0.42106104	0.95385873	0.89557743	0.8709947	0.35338753	0.89019835	0.8369427	0.8052016	0.9163215	0.9354096	0.88256097	0.9314332	0.878577	0.94283503	0.8523551	0.9866321	0.9186853	0.8264694	0.8410366	0.75254345	0.9395666	0.8879516	0.96443015	0.928268	0.9634416	0.92958164	0.9067448	0.80456585	0.855609	0.89461744	0.9200894	0.9667192	0.9553826	0.9493299	0.8883364	0.7487749	0.95846385	0.9198582	0.95489204	0.912822	0.9499476	0.8685262	0.8790972	0.8471993	0.9411872	0.37998343	0.7837455	0.84634745	0.6217024	0.9744675	0.9286126	0.8975569	0.7895583	0.89623046	0.55358887	0.8529437	0.94839746	0.97463965	0.93107045	0.86929417	0.90870786	0.90069574	0.8434253	0.94821084	0.9690872	0.92357314	0.8629734	0.81680393	0.32977247	0.8699254	0.90538377	0.3841402	0.83115077	0.87907517	0.82326293	0.9314678	0.956833	0.85959613	0.89374876	0.9513164	0.983627	0.9438282	0.8472977	0.85552955	0.91985023	0.9324908	0.9400175	0.70804733	0.84667206	0.9127075	0.93161607	0.936109	0.8001851	0.7720432	0.9774247	0.9131417	0.9533729	0.8571044	0.9153895	0.9314845	0.8534035	0.9121567	0.95653826	0.8904258	0.9096627	0.9179971	0.8926609	0.86416554	0.8958683	0.91971374	0.9169206	0.8710269	0.81365734	0.6604557	0.96585035	0.9653967	0.89395916	0.96936774	0.92285377	0.6460998	0.9602872	0.83020556	0.89378947	0.9141096	0.8331507	0.9536678	0.89587706	0.89211524	0.5890273	0.8752646	0.8832121	0.9780892	0.8328544	0.9504733	0.9056585	0.92272997	0.8944794	0.93440485	0.7994088	0.9273191	0.9486312	0.9425451	0.92725533	0.9259752	0.87877953	0.92261225	0.92789626	0.90917987	0.9161663	0.9899681	0.78689444	0.85747445	0.84647334	0.784787	0.94671977	0.8565191	0.84025526	0.87178075	0.8748301	0.86831605	0.90306723	0.83315885	0.9309546	0.79931647	0.89383644	0.86052454	0.9149425	0.84693146	0.83039916	0.86584044	0.94347376	0.9300731	0.8306687	0.9170696	0.88461673	0.8467794	0.8947906	0.95337164	0.8843543	0.9170299	0.9034897	0.8511274	0.8084053	0.82407415	0.8874793	0.7490007	0.88714147	0.89969444	0.83534706	0.87014425	0.85304034	0.917549	0.9518653	0.92067176	0.8637874	0.9141511	0.9712439	0.9117682	0.7475805	0.9858817	0.88687223	0.43036556	0.5818832	0.9478101	0.9072641	0.7944731	0.8622061	0.91645116	0.99520236	0.9635786	0.8449719	0.9439685	0.97448176	0.9662846	0.8568574	0.91962826	0.9724363	0.951342	0.9790328	0.92892826	0.89919066	0.9531927	0.88859856	0.94780385	0.91298676	0.776517	0.7125527	0.88555557	0.94509447	0.766541	0.95005435	0.8870377	0.83908105	0.8238817	0.91934615	0.9321585	0.9038657	0.87734556	0.9569225	0.86713344	0.8953518	0.97785795	0.77098846	0.9158238	0.944432	0.6328372	0.92501384	0.9874562	0.9128957	0.73224896	0.59500784	0.97016466	0.9502824	0.83978355	0.8866751	0.6702733	0.8356726	0.82378966	0.39894658	0.96344936	0.86667126	0.8473228	0.8473503	0.81140155	0.9708876	0.69477594	0.86740184	0.89775294	0.8931916	0.95812285	0.80828243	0.76314676	0.9592956	0.8790554	0.93702286	0.57220423	0.93542796	0.94091463	0.6736356	0.7587733	0.5896286	0.835232	0.9476601	0.79043436	0.8553896	0.8555815	0.92311764	0.8679336
