	altijd/adv	belofte/noun	braaf/adj	nieuws/noun	bekentenis/noun	duur_voort/adj	vonnis/noun	zaterdag/noun	nu/adv	dinsdag/noun	kamer/noun	uitdrukkelijk/adj	door/prep	standpunt/noun	probatie_uitstel/noun	maatregel/noun	besluit/noun	getuigenis/noun	patent/noun	overigens/adv	afschaffing/noun	vandaag/adv	invoering/noun	na/prep	Hof/name	schorsing/noun	dag/noun	wetswijziging/noun	Volkscongres/name	publiekelijk/adj	federatie/noun	oordeel/noun	overtuiging/noun	Fortuyn/name	Groen/name	dus/adv	passage/noun	bezwaar/noun	doodvonnis/noun	EADS/name	woordvoerder/noun	regel/noun	toekenning/noun	amnestie_wet/noun	deels/adv	omdat/comp	definitief/adj	snel/adj	onmiddellijk/adj	beschuldiging/noun	bond/noun	vervolgens/adv	schielijk/adj	decreet/noun	benoeming/noun	aankoop/noun	bevel/noun	daarmee/pp	zij/pron	haastig/adj	uitspraak/noun	beslissing/noun	daarna/pp	alles/noun	bestuur_accoord/noun	die/det	minister/noun	verdachte/noun	afgelopen/adj	mogelijk/adj	boycot/noun	hoewel/comp	uitslag/noun	overname/noun	om/comp	al/comp	niet/adv	dan/adv	stellingname/noun	eventueel/adj	afspraak/noun	desnoods/adv	richtlijn/noun	aantijging/noun	verbod/noun	echter/adv	hof/noun	Bill/name	om/prep	ze/pron	Arafat/name	Europees/name	verhaal/noun	stem/noun	plots/adj	mening/noun	waarschuwing/noun	Bush/name	verklaring/noun	A./name	Ray/name	inderdaad/adv	woord/noun	ijlings/adv	mededeling/noun	Hooggerechtshof/name	stelling/noun	toen/comp	half/adj	eerste/num	schoon_vader/noun	inmiddels/adv	Dierckxsens/name	maandag/noun	jaar_cijfer/noun	Leterme/name	wet/noun	brief/noun	arrest/noun	veroordeling/noun	NIOD/name	daarna/adv	bron/noun	noch/vg	weekeinde/noun	Lodewijk/name	fatwa/noun	min/adv	rechtbank/noun	regeling/noun	wegens/prep	refs/noun	het/det	plan/noun	Lagos/name	Europese/name	maar/vg	steeds/adv	uitgeweken/adj	weer/adv	maal/noun	zondag_avond/noun	Blatter/name	intussen/adv	laat/adj	of/vg	vergissing/noun	woensdag/noun	Roe/name	dit/det	staking/noun	Wahid/name	stap/adv	scheidsrechter/noun	dat/det	regering/noun	geleden/adj	al/adv	formeel/adj	week/noun	onder/adv	gisteren/adv	hij/pron	bewering/noun	nooit/adv	nadat/comp	ontslag/noun	in_vrijheid_stelling/noun	ook/adv	veiligheidsmaatregel/noun	getuige/noun	zolang/comp	capitulatie/noun
bezwaar/noun	0.90537184	0.86320484	0.91011065	0.8692575	0.84698725	0.8574945	0.711206	0.9669533	0.864161	0.87819517	0.9184032	0.6962839	0.7810318	0.61482084	0.943464	0.6607808	0.5938676	0.8071451	0.7967134	0.70067847	0.72503203	0.8123068	0.7537099	0.8956009	0.7603424	0.80872744	0.93342614	0.71510816	0.81587005	0.7399596	0.79841197	0.6859895	0.787395	0.80091983	0.7975159	0.87226945	0.8268143	0.0	0.7802885	0.8871099	0.7889931	0.7429919	0.7603628	0.8483246	0.8101343	0.7502085	0.78497577	0.902433	0.80690247	0.72235924	0.7389546	0.83599555	0.8806698	0.7404103	0.69468284	0.84062886	0.8190245	0.7890518	0.7570687	0.8367522	0.6808074	0.65385026	0.9024427	0.8962625	0.8251868	0.7813239	0.7573006	0.83139557	0.8968555	0.7870826	0.7719977	0.7534442	0.86971265	0.85499984	0.7978658	0.84952474	0.82859695	0.882831	0.7008134	0.7118176	0.73814046	0.8033515	0.68291867	0.6995363	0.6490214	0.6825904	0.74773705	0.9045925	0.9052772	0.86849695	0.805142	0.7314633	0.9117304	0.8517564	0.9104595	0.7187388	0.72544533	0.7796447	0.7541114	0.9106798	0.9401618	0.8711124	0.8550051	0.8619082	0.76411617	0.7268023	0.76200676	0.92934155	0.9565563	0.9540558	0.8996908	0.80660385	0.9183493	0.8683269	0.89633214	0.8111837	0.70920956	0.73670673	0.69565094	0.7341881	0.8228154	0.90401214	0.8175764	0.7203814	0.8684933	0.8711013	0.84698355	0.8703556	0.81707215	0.69395864	0.81753623	0.883119	0.8407502	0.64681053	0.88171214	0.73645353	0.82509005	0.85103524	0.90737253	0.9222465	0.9228392	0.92873883	0.79913175	0.8019799	0.9272759	0.8753289	0.8188442	0.88253075	0.9802156	0.8490124	0.8298332	0.7869519	0.90372753	0.92208433	0.8368638	0.7234663	0.92922187	0.882411	0.61913913	0.8570072	0.8437363	0.72715414	0.85068154	0.7294575	0.8853272	0.81240594	0.76792926	0.76079965	0.7977741	0.7906575	0.8368994	0.7775562	0.8595034
doodvonnis/noun	0.8690795	0.87810445	0.8780397	0.8564567	0.77328765	0.8689391	0.60241413	0.91428316	0.8747043	0.85985667	0.89090765	0.7818307	0.80718106	0.79340386	0.8829469	0.8059087	0.6962056	0.8115819	0.8274837	0.80008966	0.8245392	0.82902664	0.8386379	0.84893084	0.80200267	0.8112636	0.87661326	0.7758468	0.83483434	0.7480872	0.8317603	0.7569829	0.7998774	0.8348409	0.90437627	0.8550329	0.8248785	0.7802885	0.0	0.8942354	0.8680196	0.83243036	0.8145508	0.78352815	0.8416486	0.7695828	0.81043696	0.9017712	0.801211	0.75691676	0.8187806	0.84617364	0.8823222	0.7716579	0.7562982	0.8848304	0.77735066	0.8186235	0.75550306	0.83625984	0.712945	0.7280658	0.8725375	0.89099556	0.85255086	0.8402177	0.86533964	0.761123	0.84939635	0.8562658	0.78086615	0.76707214	0.8314235	0.85822606	0.86452997	0.8496926	0.86089003	0.8970837	0.79480577	0.81179684	0.84439373	0.80816835	0.78638643	0.7892628	0.7295206	0.78355914	0.7189616	0.8317188	0.91130894	0.830816	0.74130696	0.8410509	0.86327124	0.84118146	0.89352465	0.8402044	0.78100383	0.7485329	0.77935475	0.90863985	0.86971	0.8743154	0.8367421	0.8880514	0.8341162	0.70083326	0.7993209	0.8313507	0.9271704	0.90020597	0.870958	0.7868557	0.881875	0.8529892	0.87478876	0.87588	0.75980985	0.8298334	0.6792629	0.6441708	0.87855256	0.8640975	0.8758391	0.8253941	0.84146804	0.8653289	0.7188127	0.8332507	0.7829139	0.8271557	0.76536727	0.89437515	0.8472275	0.795555	0.8345839	0.8434844	0.82853246	0.85608244	0.84668237	0.90785766	0.83366907	0.87595576	0.8129486	0.8121017	0.8791574	0.8345364	0.82471204	0.865922	0.95893	0.83339715	0.8268727	0.77239573	0.8950948	0.884803	0.8351753	0.7912344	0.8711079	0.8250162	0.7482817	0.85305804	0.8472525	0.77308744	0.7822775	0.7802226	0.83843374	0.7562288	0.80079097	0.77476346	0.8705109	0.81255436	0.8238646	0.79234034	0.78744704
EADS/name	0.9218865	0.9293803	0.9442336	0.8447705	0.90966564	0.9038122	0.89417535	0.91944474	0.87254965	0.8903744	0.9313712	0.8776201	0.8646117	0.91307545	0.92310935	0.8777127	0.85848886	0.8990587	0.8191548	0.86096185	0.9023043	0.84071785	0.91440696	0.9044172	0.907414	0.9356919	0.9093577	0.85726154	0.8667294	0.86827594	0.8057392	0.90142965	0.91787404	0.91602945	0.9088909	0.89577776	0.8995234	0.8871099	0.8942354	0.0	0.90073276	0.9177479	0.8850901	0.90671027	0.86812323	0.8678671	0.87080336	0.89530224	0.9121146	0.89993733	0.83554775	0.8907553	0.92956734	0.90841985	0.85824466	0.8350804	0.9024109	0.799363	0.8332052	0.90243584	0.9006917	0.87907434	0.9116512	0.9228746	0.9059139	0.87016624	0.9135931	0.9157026	0.85077816	0.8600381	0.85489744	0.85176	0.8967264	0.72517586	0.85156566	0.89447194	0.90296656	0.92444897	0.8899239	0.839734	0.89094067	0.85598564	0.8733674	0.8927834	0.87842643	0.8504864	0.89496773	0.8850527	0.92832667	0.8893703	0.87170607	0.88587093	0.93401825	0.87376684	0.9251228	0.9056228	0.88656884	0.885623	0.8961502	0.9261134	0.9044828	0.9117901	0.93588597	0.911459	0.8458574	0.86042637	0.9156089	0.9013147	0.92203707	0.8824844	0.9214022	0.8162533	0.8954434	0.8800497	0.7707406	0.89795643	0.8995998	0.927231	0.8780699	0.90826935	0.8861479	0.91368556	0.8898678	0.90495694	0.87101454	0.9054725	0.9395793	0.8922049	0.9270739	0.87655663	0.8894232	0.9115305	0.88705456	0.8509028	0.8851469	0.85020494	0.8933815	0.8689792	0.908135	0.875991	0.87818444	0.92666256	0.85046625	0.8773026	0.9255042	0.8918746	0.91956544	0.88812655	0.9561786	0.8498361	0.8574469	0.8552892	0.9112834	0.94587016	0.90656435	0.80843514	0.88720083	0.87185836	0.851545	0.8712539	0.84081733	0.8259779	0.8681097	0.90164196	0.9194039	0.8254781	0.84074354	0.93027496	0.8672606	0.883433	0.9286383	0.886397	0.9077707
woordvoerder/noun	0.9699026	0.84993815	0.94067633	0.8414071	0.8321831	0.9519636	0.79680467	0.9404204	0.93881387	0.8219498	0.96448594	0.78017884	0.8169582	0.77518123	0.92077595	0.83258617	0.72571105	0.857257	0.8982828	0.7831008	0.88604003	0.7405031	0.91103125	0.95122576	0.8370756	0.84789824	0.9767021	0.82779574	0.8822002	0.7543052	0.8417981	0.85078686	0.93740153	0.85018903	0.72380424	0.9751043	0.924484	0.7889931	0.8680196	0.90073276	0.0	0.9081469	0.8835478	0.92496216	0.9032659	0.92601365	0.89925784	0.96271396	0.87852865	0.7612051	0.76760805	0.8926376	0.89252716	0.8924892	0.7163869	0.8899848	0.8171572	0.8452476	0.8752116	0.8678452	0.76591504	0.81966394	0.9574003	0.9576315	0.8877443	0.9600235	0.56262875	0.8235087	0.85083646	0.9422392	0.8448464	0.86265874	0.8898601	0.7871239	0.9548521	0.9223883	0.93973774	0.975539	0.823235	0.8925704	0.83532274	0.8779361	0.8297771	0.7028632	0.8864216	0.8299579	0.7965682	0.7853064	0.97109663	0.9295527	0.7984433	0.8433116	0.9398402	0.93601006	0.96085835	0.89911056	0.8272198	0.764921	0.7500891	0.67800975	0.8360283	0.9443566	0.9220597	0.8610171	0.66707766	0.8110428	0.84003055	0.90394586	0.9414531	0.9754296	0.822823	0.8096179	0.89277154	0.806106	0.7477693	0.7762079	0.9183368	0.6868262	0.8123164	0.8460982	0.86478686	0.96051306	0.75548744	0.7314926	0.81489265	0.7818313	0.93692917	0.9423058	0.80556166	0.88293004	0.9224467	0.94030946	0.8526561	0.7799961	0.8645394	0.79849666	0.95268184	0.95265853	0.8616153	0.97070765	0.9449507	0.86662245	0.8339451	0.8303942	0.96785504	0.9679888	0.8624072	0.83920866	0.8871816	0.90253	0.8557313	0.7959519	0.92148346	0.8615849	0.9224252	0.76209825	0.94752127	0.95615476	0.737416	0.8831777	0.81671077	0.50995946	0.85334224	0.75870234	0.9625657	0.79165095	0.73525393	0.8797146	0.92885613	0.8435942	0.8406375	0.8996136	0.8567989
regel/noun	0.83528006	0.8605531	0.87406206	0.9036076	0.8704911	0.8223872	0.7641338	0.98288095	0.83927006	0.9556641	0.92015964	0.7602503	0.834723	0.7016722	0.9447268	0.58649254	0.7107069	0.85724324	0.78358257	0.7148551	0.761137	0.9122904	0.74292505	0.94497865	0.84783137	0.88567543	0.9236518	0.69816136	0.8648496	0.8321707	0.8008339	0.7745163	0.7597368	0.8935006	0.9359601	0.7846023	0.772784	0.7429919	0.83243036	0.9177479	0.9081469	0.0	0.7501647	0.77663577	0.8203226	0.74192727	0.8636622	0.8489541	0.8528936	0.8264717	0.7773044	0.84116936	0.91661227	0.5865669	0.8173945	0.8839323	0.83800405	0.7811643	0.7373369	0.8435155	0.7841625	0.7894	0.9232821	0.8227235	0.8390312	0.73692036	0.8915084	0.8713986	0.9378351	0.754882	0.8140884	0.7538946	0.88493615	0.8961047	0.7633916	0.8274141	0.7777302	0.8550188	0.75706595	0.77141374	0.5734582	0.7808913	0.3595007	0.8187322	0.58214927	0.7480557	0.8167558	0.9510819	0.9156337	0.8251535	0.88023823	0.8192199	0.83173317	0.887805	0.937003	0.7882397	0.7489921	0.89845884	0.778185	0.970115	0.94624364	0.8332889	0.79175764	0.9101692	0.81761825	0.8293862	0.78552824	0.96140486	0.96452445	0.95622754	0.9305272	0.85124874	0.9566318	0.94353455	0.92023224	0.88411295	0.36660355	0.8598305	0.7381755	0.8195441	0.89975244	0.9034078	0.82559514	0.8170896	0.92649513	0.91536194	0.85417986	0.78717345	0.8665793	0.480999	0.8545626	0.88967204	0.852551	0.7660767	0.9185853	0.7753078	0.8080158	0.80261457	0.9491364	0.91788536	0.9081751	0.9550121	0.8597642	0.86615396	0.9493246	0.8527686	0.858295	0.9590498	0.9817785	0.8133831	0.8867201	0.86154926	0.83453643	0.9238609	0.7764064	0.78715414	0.9395327	0.8982778	0.6786487	0.92457545	0.8309363	0.90160936	0.8621254	0.79922414	0.88306075	0.9176277	0.8784114	0.8023728	0.7999734	0.6885301	0.90646315	0.7046398	0.9127936
toekenning/noun	0.9015018	0.86463284	0.92441386	0.8537146	0.81219995	0.89314526	0.7498154	0.9288944	0.88202846	0.89320695	0.91961753	0.74602705	0.8279565	0.7890031	0.9280176	0.70288014	0.68544114	0.8370352	0.8203031	0.7764817	0.65704733	0.8353001	0.65581787	0.87434816	0.8130009	0.84057665	0.92467546	0.7398406	0.8194618	0.81634223	0.7700006	0.7818922	0.8798805	0.883807	0.8397841	0.827688	0.8587268	0.7603628	0.8145508	0.8850901	0.8835478	0.7501647	0.0	0.86087036	0.7801311	0.76293474	0.77244556	0.88611335	0.84239125	0.8213389	0.7257112	0.86611754	0.9165593	0.6791978	0.65264684	0.69359016	0.8685713	0.78294295	0.7680566	0.8766592	0.7586897	0.7007992	0.8682618	0.89848316	0.808883	0.77397954	0.82586	0.83830583	0.9001371	0.7902246	0.8172986	0.81460476	0.835605	0.7504616	0.77593064	0.89549875	0.87926835	0.8933055	0.7785091	0.6720086	0.776686	0.8042016	0.7083312	0.8010844	0.7461549	0.76015913	0.79076487	0.9151215	0.90170366	0.8949693	0.83755875	0.76789	0.9098591	0.88230306	0.9110338	0.869823	0.82852125	0.8677138	0.8222381	0.9369821	0.8929016	0.8779852	0.9222563	0.9195089	0.79630816	0.7901509	0.8486563	0.8978896	0.9210633	0.8915328	0.882747	0.8344203	0.915476	0.8724972	0.8503579	0.83469176	0.7117162	0.8332486	0.75160486	0.7511068	0.8737041	0.878799	0.85676587	0.8084918	0.8721967	0.8646289	0.8981049	0.84878093	0.83553964	0.6574125	0.8248007	0.88360804	0.8028416	0.7465483	0.87882787	0.77992857	0.87078065	0.8721949	0.9216429	0.9193613	0.8843128	0.8912785	0.7875274	0.8060497	0.8905013	0.8604547	0.8780692	0.8947442	0.94487286	0.80246097	0.813819	0.8125071	0.8924542	0.9024193	0.84158266	0.7487182	0.917837	0.8824064	0.6887342	0.87704927	0.8083057	0.7871079	0.88133585	0.81382024	0.9211659	0.8316711	0.75389016	0.7381948	0.82804745	0.7659556	0.881505	0.75261414	0.8523463
amnestie_wet/noun	0.9294679	0.90810966	0.9692774	0.9307181	0.82852125	0.8942742	0.75300264	0.9387878	0.8939389	0.8826857	0.91140693	0.8235675	0.8490627	0.86646664	0.9156428	0.77160466	0.74322236	0.8565425	0.8579503	0.8337354	0.8381324	0.8592699	0.84597254	0.9154783	0.8081963	0.90537953	0.90555286	0.7239809	0.8129314	0.8371915	0.8517237	0.8751317	0.87258625	0.9059312	0.9268478	0.8986329	0.8927837	0.8483246	0.78352815	0.90671027	0.92496216	0.77663577	0.86087036	0.0	0.86874545	0.82411885	0.841264	0.9194476	0.8470394	0.80164117	0.8591185	0.8714301	0.9179669	0.67259645	0.7975206	0.87975955	0.8366281	0.85718614	0.7801591	0.91453654	0.80076283	0.80848503	0.90337574	0.9032173	0.8548696	0.8450701	0.88531643	0.8096761	0.911815	0.85497075	0.8416633	0.85370505	0.89449567	0.8808787	0.8627299	0.91815984	0.8900497	0.9183185	0.8664994	0.8314508	0.83678186	0.8524891	0.732829	0.8559109	0.7625847	0.831498	0.76875335	0.9069172	0.9288738	0.86540854	0.8455311	0.81365573	0.94347125	0.9101205	0.9396523	0.9142004	0.8564607	0.8500793	0.8356854	0.95991504	0.9489711	0.9229249	0.9053011	0.89011383	0.89760774	0.7121923	0.8743045	0.8793462	0.962606	0.9198716	0.90532	0.8539679	0.9411824	0.86949646	0.899438	0.89441365	0.5936513	0.8911871	0.7609055	0.7836361	0.88231516	0.89488673	0.8804343	0.8880155	0.9049445	0.9273324	0.8308291	0.893475	0.7996589	0.7083461	0.8333723	0.9098809	0.89214146	0.8168124	0.86359966	0.82804686	0.9101613	0.8936172	0.9378305	0.90035945	0.9426711	0.92966324	0.8365684	0.87199765	0.9177115	0.920856	0.8726217	0.88686746	0.97515833	0.8691485	0.86141855	0.8211483	0.9272428	0.936801	0.8778071	0.77907807	0.913611	0.8916174	0.75078505	0.878309	0.86335975	0.8346631	0.81616455	0.8470845	0.91569424	0.8195185	0.8421837	0.79620516	0.87718487	0.8347676	0.87833345	0.8195925	0.8542156
deels/adv	0.86187565	0.90106404	0.8669348	0.8594222	0.8294637	0.77694905	0.8370993	0.95524895	0.8593414	0.9266939	0.8489146	0.81690854	0.6569022	0.83565974	0.92204237	0.78126895	0.81770474	0.79438066	0.7968498	0.73587394	0.7869276	0.88888305	0.7832137	0.864195	0.8871683	0.8820816	0.909649	0.79264694	0.88528454	0.80575514	0.83012027	0.82835215	0.79160625	0.86110014	0.8951827	0.7893819	0.7909681	0.8101343	0.8416486	0.86812323	0.9032659	0.8203226	0.7801311	0.86874545	0.0	0.7381721	0.8282504	0.8139436	0.83318406	0.82127774	0.81327665	0.77372885	0.88843393	0.81384444	0.848686	0.7084858	0.84100133	0.75745887	0.7686515	0.7940197	0.8447225	0.8422737	0.8498571	0.8545245	0.8599612	0.7018019	0.9190101	0.8388348	0.8810786	0.74553883	0.8216828	0.7658669	0.8879509	0.73554116	0.7702513	0.8460181	0.8509506	0.8473274	0.81921977	0.6959702	0.8156786	0.75417316	0.7772455	0.8236906	0.8116316	0.7627045	0.84100366	0.8937213	0.9093518	0.84508705	0.83412135	0.8850931	0.7880684	0.88564986	0.85344535	0.857027	0.838968	0.8761742	0.7912313	0.9583976	0.87172914	0.8349448	0.8677101	0.86193514	0.83585715	0.8373939	0.80541515	0.9030129	0.9115224	0.9274557	0.88293934	0.7727207	0.92507327	0.9150603	0.85067797	0.8809841	0.8026403	0.86988676	0.820704	0.8201752	0.8463257	0.84244955	0.77576816	0.8038369	0.87684953	0.8658162	0.8968187	0.71815383	0.86958325	0.7325693	0.7730982	0.8758054	0.74963987	0.7988056	0.859862	0.8789293	0.8051433	0.78598106	0.89735055	0.85526156	0.9180934	0.89824545	0.8436739	0.8128867	0.91261953	0.71529067	0.8033776	0.92974174	0.9719255	0.7920934	0.8229573	0.8328286	0.8130028	0.8928969	0.7703724	0.82341814	0.9273242	0.9084568	0.7833224	0.9025939	0.6995151	0.8629266	0.85344625	0.79045385	0.8763015	0.84218204	0.85137177	0.89917016	0.79559606	0.8034387	0.846305	0.76549923	0.8914082
omdat/comp	0.69639254	0.893121	0.7908196	0.8354134	0.7380904	0.7479408	0.7469925	0.96238446	0.73006886	0.9025056	0.8623606	0.7284747	0.7014383	0.79593796	0.8875944	0.69964945	0.7204207	0.7800768	0.7941446	0.63884133	0.75786245	0.8614545	0.7674079	0.8371577	0.8264847	0.8421301	0.8310539	0.7504136	0.8179832	0.7044016	0.79625857	0.78142774	0.7731891	0.81753355	0.8584557	0.5635177	0.7823068	0.7502085	0.7695828	0.8678671	0.92601365	0.74192727	0.76293474	0.82411885	0.7381721	0.0	0.78274584	0.73983026	0.6474279	0.72746253	0.68690383	0.7172092	0.86530894	0.7536306	0.7599864	0.7884352	0.7384417	0.7276796	0.54649633	0.77677214	0.7407403	0.72335947	0.7707556	0.8053862	0.863466	0.6627801	0.8941845	0.7020077	0.8704813	0.70148087	0.77958417	0.5755801	0.8637973	0.81736314	0.62115026	0.6531728	0.63006526	0.6600945	0.7444488	0.6844939	0.7856591	0.6551931	0.7385384	0.7423341	0.696632	0.5604153	0.7365953	0.8979482	0.8477253	0.5972255	0.7373438	0.8265288	0.8448788	0.8468106	0.74310106	0.81723696	0.75302064	0.82928514	0.7718959	0.9376064	0.89443475	0.6584823	0.80045176	0.8330569	0.7737803	0.75150096	0.7842783	0.7537867	0.90404266	0.92953444	0.81063414	0.7408886	0.89276624	0.8780461	0.878782	0.8284113	0.7124805	0.8597706	0.7773676	0.705871	0.8409078	0.7512232	0.81113017	0.73761064	0.84599185	0.88009983	0.870566	0.7966539	0.74716413	0.70305175	0.5373869	0.8168808	0.80900395	0.79521906	0.8347491	0.8227593	0.53780925	0.67933565	0.8884301	0.78455144	0.8554113	0.8605766	0.7538997	0.7170893	0.8620855	0.6678554	0.77039975	0.9101816	0.97003365	0.78187424	0.77994245	0.7354494	0.852818	0.85602576	0.6686609	0.7643354	0.87725925	0.7940088	0.67422056	0.83103997	0.86653733	0.79889286	0.6557189	0.7353905	0.70185655	0.6352715	0.77835274	0.7774302	0.67520046	0.7683251	0.7833937	0.55807114	0.8420144
definitief/adj	0.929746	0.8264928	0.9094264	0.8535141	0.8565289	0.90754366	0.7160928	0.8333875	0.788012	0.7695666	0.9131976	0.7635856	0.81653404	0.8011261	0.939791	0.7907791	0.63810027	0.8943913	0.827635	0.81081027	0.80419314	0.7191062	0.78892976	0.73825675	0.7665585	0.8096455	0.854732	0.7351431	0.77956617	0.80161107	0.79665256	0.8031255	0.9057995	0.8551872	0.86066663	0.85002494	0.88376904	0.78497577	0.81043696	0.87080336	0.89925784	0.8636622	0.77244556	0.841264	0.8282504	0.78274584	0.0	0.7497351	0.7154635	0.89027894	0.7170496	0.7415577	0.8456347	0.7071419	0.75494856	0.79422563	0.83596325	0.7262619	0.7841861	0.80618066	0.7603294	0.69481426	0.75067437	0.85276306	0.77308244	0.77160025	0.8581901	0.87399006	0.8708629	0.76249844	0.82481056	0.8399321	0.80524766	0.77809143	0.7847334	0.87207454	0.87731296	0.8197852	0.851317	0.65508884	0.81893456	0.76777905	0.78221726	0.8639772	0.777527	0.7311696	0.75290376	0.89715767	0.8551276	0.8173635	0.7504053	0.76554185	0.92570704	0.8929825	0.8029681	0.9010097	0.8706043	0.8303899	0.8734818	0.9585655	0.91580486	0.87576187	0.9196513	0.8276148	0.8181139	0.70380557	0.8515822	0.8102945	0.8716245	0.79798836	0.88793784	0.778656	0.88467276	0.7417269	0.79759157	0.8271849	0.7529828	0.8690313	0.72181934	0.83514464	0.82163835	0.7270553	0.91045576	0.86273015	0.79211146	0.8914356	0.8765298	0.8358904	0.79089236	0.7549307	0.7942139	0.8657126	0.7620895	0.72107244	0.87661344	0.76373345	0.8443006	0.89648354	0.91773885	0.78200346	0.8990043	0.8282057	0.79163635	0.72997403	0.8023965	0.8925731	0.8878207	0.7611036	0.95499504	0.7689711	0.7768239	0.79478663	0.8398358	0.8562956	0.85863787	0.7447959	0.84800965	0.8033888	0.6177308	0.7265114	0.87691844	0.73312753	0.7853855	0.86893696	0.85553193	0.6927301	0.7739239	0.7957529	0.8940222	0.85655755	0.9106467	0.7453637	0.85045147
snel/adj	0.79725164	0.8969127	0.827253	0.87428164	0.88555294	0.7197403	0.91086835	0.9398071	0.7390227	0.9333929	0.8892143	0.88265646	0.79026484	0.8937329	0.9774996	0.826802	0.8942785	0.90158015	0.86568415	0.8238965	0.8999593	0.8620943	0.8765631	0.7991766	0.9535931	0.8879767	0.8593869	0.8155208	0.90889394	0.86329836	0.90059006	0.9103782	0.8880756	0.9011724	0.94238514	0.74750936	0.8797038	0.902433	0.9017712	0.89530224	0.96271396	0.8489541	0.88611335	0.9194476	0.8139436	0.73983026	0.7497351	0.0	0.63472956	0.9203694	0.8702439	0.6713495	0.82367957	0.87973917	0.8993951	0.87013966	0.8673825	0.747871	0.7785819	0.74419755	0.92760724	0.89645207	0.6712874	0.74633956	0.8968108	0.7297493	0.9529771	0.8896636	0.86320335	0.69525695	0.8866333	0.79946643	0.89989525	0.8744377	0.7058407	0.78549606	0.7704128	0.71207833	0.8793967	0.7695501	0.899082	0.7790642	0.8750501	0.9048998	0.8884677	0.7092186	0.9235516	0.9396206	0.9236834	0.71350265	0.87283266	0.93642366	0.8921519	0.9090075	0.65285057	0.9070051	0.8727571	0.9075148	0.88205427	0.97741467	0.9391671	0.77675116	0.906683	0.80110323	0.8956736	0.90911186	0.8724855	0.7398319	0.8706173	0.88102823	0.88791114	0.7629508	0.8855635	0.9142929	0.9004533	0.8738812	0.8667648	0.93980205	0.90050185	0.8997223	0.9185342	0.65280896	0.9071858	0.89916116	0.8678233	0.9304851	0.9283837	0.8386334	0.94602495	0.8580977	0.8652792	0.83852124	0.8400922	0.87749255	0.8787792	0.917431	0.69988906	0.7024522	0.91147983	0.65043724	0.8703532	0.853195	0.86492133	0.6919571	0.7710535	0.84090126	0.8785132	0.92971337	0.97247124	0.8344799	0.88495404	0.8603796	0.7387676	0.9043088	0.7863327	0.8885356	0.9050021	0.8126781	0.8675566	0.86100626	0.9058784	0.8782355	0.7502935	0.89740473	0.7662643	0.7630413	0.9085252	0.87886536	0.8012732	0.8577313	0.869416	0.76993614	0.88817716
onmiddellijk/adj	0.84997624	0.8956858	0.91220516	0.8524392	0.75376964	0.7514035	0.7513897	0.9312468	0.82589346	0.8280901	0.84683216	0.7576404	0.7454215	0.87052846	0.8963936	0.76326144	0.7541028	0.84613407	0.8672168	0.8165095	0.83276945	0.79203266	0.8508055	0.7396436	0.8467362	0.80136603	0.81117654	0.78111935	0.84138954	0.73418903	0.8110826	0.8652727	0.8869654	0.87234396	0.8746513	0.83203435	0.8703502	0.80690247	0.801211	0.9121146	0.87852865	0.8528936	0.84239125	0.8470394	0.83318406	0.6474279	0.7154635	0.63472956	0.0	0.76212823	0.7240648	0.5820745	0.78891486	0.81471956	0.792042	0.8620615	0.6347364	0.7623951	0.66408116	0.72542816	0.82472944	0.7792198	0.6701723	0.8494724	0.87084186	0.7741439	0.85534966	0.7094257	0.87687135	0.7499622	0.79005635	0.82120353	0.8951496	0.88702583	0.7139565	0.84035575	0.82125545	0.7633477	0.8580121	0.63429433	0.8787183	0.6488223	0.8069155	0.80591667	0.7406482	0.7244756	0.77812797	0.8912536	0.8883449	0.6902056	0.72508484	0.87547445	0.92134076	0.89088976	0.68091357	0.91069794	0.7376829	0.8123314	0.8179758	0.9173676	0.9107225	0.8455489	0.88195664	0.72019154	0.7934806	0.7476651	0.83760786	0.7039629	0.9173144	0.89428693	0.8551895	0.71705526	0.88670975	0.8012504	0.90333945	0.8352283	0.79753387	0.82115704	0.79063946	0.7204044	0.88348585	0.6669848	0.87780887	0.8163974	0.7999046	0.8861852	0.8686007	0.87593824	0.7563888	0.81780636	0.668046	0.8578401	0.81965804	0.8335893	0.83525896	0.8432776	0.8134138	0.8282184	0.90771514	0.73782325	0.8676226	0.7746097	0.7682714	0.68034863	0.8196663	0.82373834	0.81532943	0.85194874	0.973448	0.8682542	0.7679242	0.7269099	0.8567979	0.8410084	0.8536008	0.76155037	0.85436565	0.8310195	0.68759704	0.79690796	0.88409877	0.6928626	0.6639751	0.8253664	0.802906	0.5858834	0.7559236	0.77429616	0.82486385	0.77592754	0.734103	0.75626826	0.8432301
