	publiek/adj	sluw/adj	ronduit/adv	virus/noun	gevoel/noun	racist/noun	vind/verb	Waal/noun	stapel_op/verb	leger/noun	favoriet/noun	onwaar/adj	oud_staatssecretaris/noun	zo/adv	hand/noun	pleeg_ouder/noun	dood/adj	bevolking_groep/noun	guy/noun	papa/noun	schop/verb	nogal/adv	heel/adv	scène/noun	laag/adj	onjuist/adj	schiet_dood/verb	naar/adj	passie/noun	volwassene/noun	begeer/verb	vernedering/noun	excuseer/verb	nummer/noun	zo/adj	windstoot/noun	bond_genoot/noun	dier/noun	moralisme/noun	producent/noun	trap/noun	wijze/noun	ieder/adv	val/noun	aantijging/noun	hoek/noun	zaak/noun	meisje/noun	bega/verb	leer/verb	zoek/verb	metalen/adj	spannend/adj	ontroerend/adj	bijtend/adj	zicht/noun	heks/noun	verpest/verb	bocht/noun	timide/adj	bevind/verb	criticus/noun	beetje/noun	gruwelijk/adj	inslag/noun	glimlach/noun	vrolijk/adj	vaak/adj	wars/adj	geld/verb	groen/adj	elftal/noun	maak/verb	Grieks/adj	dat/noun	onderdruk/verb	traumatisch/adj	tand_arts/noun	Vaticaan/noun	onverbiddelijk/adj	commentator/noun	transfer/noun	deler/noun	teken/verb	vlieg/adj	wel_gemikt/adj	uiterst/adj	verbind/verb	goedkoop/adj	gemeen/adj	immigrant/noun	handvol/noun	tante/noun	doortrapt/adj	klink/adj	stroper/noun	hoe/adj	goor/adj	hard/adj	spul/noun	overduidelijk/adj	zie/verb	bad/noun	elleboog_stoot/noun	iemand/noun	wek_op/verb	polder/noun	weet/verb	smerig/adj	broodje/noun	wantrouwend/adj	accommodatie/noun	te/adv	been/noun	baseer/verb	grimas/noun	overeind/adv	pedagogisch/adj	grond/noun	bezet/verb	cd-rom/noun	vraag/noun	enig/adj	woed/verb	smaak/noun	wild/adj	en/adv	klink/verb	bas_lijn/noun	elf/noun	drang_hek/noun	toevlucht/noun	lijk/verb	kan/verb	respect_loos/adj	ontsier/verb	vecht/verb	kindervriend/noun	misdadiger/noun	duel/noun	dan/adv	steel/verb	stok/noun	fel/adj	militie/noun	tot/adv	bijzonder/adj	jaloers/adj	amok/noun	brutaal/adj	staat/adj	mik/verb	beweging/noun	gespierd/adj	roep_af/verb	heel/adj	toegangspoort/noun	zoek/adj	emotioneel/adj	spring/verb	Braziliaan/noun	minstens/adv	ding/noun	briefschrijver/noun	moeder/noun	sliert/noun	ziektekiem/noun	stijg/adj	nijlpaard/noun	spek_glad/adj	lek/noun	verontwaardiging/noun	toe/adv	journalist/noun	ondoorzichtig/adj	veelvoud/noun	syfilis/noun	echt/adj	gestolen/adj	toch/adv	allerijl/adv	troep/noun	overval/noun	durf/verb	overdreven/adj	on_gefundeerd/adj	net/noun	film/noun	ontdek/verb	vermoeden/noun	door/adv	imago/noun	complot/noun	death/noun	soort/noun	teatraal/adj	gering/adj	hoofdpersoon/noun	aanmerkelijk/adj	groep_DIM/noun	land_genoot/noun	truc/noun	bluesy/noun	blessure/noun	val_partij/noun	ding_DIM/noun	naïef/adj	fout/noun	schurk/noun	sheriff/noun	jong/noun	charmant/adj	live_band/noun	soms/adv	ben/verb	heb/verb	lach/verb	kop_stoot/noun	kruis/verb	jeugdherinnering/noun	plant/noun	medestudent/noun	winnaar/noun	groot/adj	manier/noun	treed_op/verb	binding/noun	streek/noun	gewoon/adj	opmerking/noun	op_stoot_DIM/noun	geschiedenis/noun	voornamelijk/adv	besmet/verb	daarentegen/adv	elleboog/noun	paal_DIM/noun	kwasi/adj	zogenaamd/adj	stad_genoot/noun	slinks/adj	kop/noun	dreigement/noun	tand_DIM/noun	notabene/adv	incident/noun	conservatief/adj	lelijk/adj	blaas_in/verb	spel_DIM/noun	beschuldiging/noun	schepsel/noun	grappig/adj	slechts/adv	inheems/adj	genoeg/adj	gericht/adj	keihard/adj	uitspraak/noun	bedien/verb	buitenlander/noun	misdrijf/noun	rechts/adj	tackle/noun	ambtenaar/noun	zielig/adj	treffend/adj	stier/noun	rap/adj	man/noun	rivale/noun	hang/verb	plaveisel/noun	fantasie/noun	chaotisch/adj	klauw/noun	vijandig/adj	ondertoon/noun	graas/verb	eenmaal/adv	meestal/adv	het/noun	ouder/noun	doe/verb	oom/noun	drugs_handelaar/noun	brug/noun	even/adj	stem/noun	overtreding/noun	verschrikkelijk/adj	Spaans/adj	drempel/noun	niets/adv	wat/adv	voeding_middel/noun	kenmerk/noun	rauw/adj	egoïstisch/adj	schrijf/verb	zalm/noun	humor/noun	daarna/adv	campagne/noun	vader/noun	versie/noun	officieus/adj	verwijt/verb	partner/noun	gevaarlijk/adj	boos/adj	gadgets/noun	vet/adj	iets/adv	publiceer/verb	slachtoffer/noun	lot/noun	extreem/adj	beklijf/adj	des/adj	1997/noun	veel/adj	bal/noun	slecht/adj	collega/noun	stekelig/adj	vele/adj	ontaard/verb	trendy/adj	muzikaal/adj	duivels/adj	hypocrisie/noun	ontzettend/adj	haal_uit/verb	lief/noun	woonhuis/noun	ernstig/adj	affiche/noun	niks/noun	web/noun	kilo_meter_lang/adj	veroorzaker/noun	machine/noun	guitig/adj	overigens/adv	Colombiaans/adj	chagrijnig/adj	helling/noun	kanker/noun	jood/noun	voorwaardelijk/adv	erg/adj	voorts/adv	tegenstander/noun	daad/noun	genoeg/adv	eigenschap/noun	kijk/verb	stel/verb	in/adv	tekst_zet/noun	weide/noun	zeker/adj	robbertje/noun	ontvlucht/verb	loer/noun	beveilig/verb	dusverre/adv	noem/verb	inzicht/noun	vruchteloos/adj	rotzooi/noun	reduceer/verb	spartel/verb	schuldig/adj	nota/noun	onbetrouwbaar/adj	reis_bureau/noun	schakel_over/verb	senior/noun	gedurfd/adj	spel/noun	ander/adj	schuiver/noun	scheld/verb	koerier_bedrijf/noun	hier/noun	ruïneer/verb	raak_kwijt/verb	worstel/verb	beurt/noun	stel/noun	oog_DIM/noun	kunst/noun	manische/adj	tovenaar/noun	reactie/noun	dom/adj	woestijn/noun	dijk/noun	bespreking/noun	chef/noun	klein/adj	bedrieger/noun	sport_wagen/noun	mooi/adj	recht/noun	speel/verb	overvloed/noun	tv/noun	flits/verb	volk/noun	portret/noun	agressief/adj	sprookje/noun	schrijnend/adj	versperring/noun	nicht_DIM/noun	wel/adv	min/adj	make-up/noun	god/noun	iets/noun	geblesseerd/adj	monarchie/noun	helemaal/adv	prostituee/noun	poging/noun	spectaculair/adj	schilderij/noun	spreek_aan/verb	Nederlander/noun	blok/noun	schilder_af/verb	haai/noun	meest/adj	in_borst/noun	seconde/noun	deel_uit/verb	louter/adv	verliefd/adj	mens/noun	postuur/noun	aas/verb	ook/adv	klank/noun
publiek/adj	0.0	0.78840894	0.8127873	0.8603005	0.7064021	0.8828316	0.83306324	0.9087995	0.86462	0.8219291	0.9196556	0.883524	0.8922835	0.8168298	0.89288723	0.9195005	0.94300854	0.76028365	0.8611412	0.91677374	0.8223661	0.75790906	0.89037734	0.8845954	0.8862409	0.77832896	0.9453814	0.9105842	0.8783595	0.8459356	0.8796588	0.6616293	0.8925367	0.8846938	0.7743054	0.93000907	0.85790426	0.93881446	0.89374405	0.88724095	0.9104923	0.8386895	0.8401855	0.89717746	0.82971305	0.8774866	0.8392478	0.9145818	0.90292835	0.9675621	0.89009243	0.87111086	0.9173899	0.8980796	0.8516177	0.9050423	0.9329101	0.8751816	0.9388327	0.9354618	0.9480401	0.824136	0.89767545	0.81275594	0.87124306	0.87308276	0.9061354	0.833748	0.8862139	0.7919979	0.791435	0.87706614	0.8175087	0.88673013	0.9102272	0.81510556	0.85396767	0.94117445	0.7787113	0.8419082	0.79015744	0.88248616	0.76130164	0.9113971	0.9479363	0.91530734	0.78687453	0.87159157	0.87762654	0.6648269	0.913461	0.9260897	0.8980433	0.8638019	0.8886412	0.9047073	0.84882	0.91282797	0.8616382	0.90846694	0.7510592	0.8943198	0.8844481	0.91142565	0.8591938	0.7441305	0.916716	0.9471913	0.9145955	0.88360304	0.8851606	0.9201443	0.8733778	0.96383506	0.83900696	0.867574	0.8391025	0.9191131	0.9211182	0.9176694	0.8515432	0.8667422	0.9065603	0.8013715	0.7788379	0.903107	0.90222204	0.83826506	0.96825385	0.9698052	0.915957	0.9362226	0.80954444	0.87617475	0.8074446	0.882452	0.9186083	0.877947	0.92283314	0.9340301	0.90124756	0.9487101	0.90827525	0.8357966	0.87033105	0.88914216	0.87834287	0.9229168	0.8589541	0.91805005	0.86795694	0.7573016	0.82745063	0.88882786	0.7378211	0.8833773	0.87216866	0.8750906	0.8156486	0.8966868	0.8985936	0.93107116	0.9054482	0.77434266	0.94129634	0.9075251	0.9656501	0.7185446	0.9298769	0.94320333	0.84645	0.59428155	0.9032524	0.80441177	0.8461536	0.9077597	0.9238811	0.9074111	0.8654946	0.8733487	0.958616	0.86250794	0.90356636	0.83595747	0.81299746	0.8566928	0.7471448	0.8711369	0.8719286	0.84070134	0.85974526	0.8339753	0.8092239	0.8142441	0.7764568	0.78658074	0.7646965	0.8406972	0.8621026	0.810511	0.8583222	0.8523942	0.94760656	0.96324813	0.93727124	0.96315587	0.8336905	0.9205936	0.8531614	0.846579	0.92627144	0.8244751	0.96787906	0.8358024	0.7640966	0.82778436	0.8709067	0.9579009	0.8556051	0.9367205	0.8942609	0.9475571	0.9048881	0.6794212	0.82807535	0.88531345	0.845744	0.92546684	0.89678204	0.7600819	0.87713957	0.87147665	0.8355551	0.93976605	0.7555752	0.879582	0.93845856	0.9044284	0.80137926	0.7781625	0.87531453	0.8538918	0.80538166	0.93432087	0.808282	0.78808236	0.7985191	0.9041853	0.9253004	0.80539083	0.80306697	0.8943197	0.9139602	0.88972366	0.9233875	0.82530296	0.8042406	0.8701817	0.76564455	0.79619145	0.80457044	0.87432957	0.82000524	0.9033917	0.7376065	0.8549346	0.7843621	0.9494184	0.8878365	0.8704636	0.81529546	0.87435573	0.9775433	0.86950445	0.8881278	0.90413463	0.7590139	0.83022225	0.97062033	0.79332244	0.82823443	0.8548126	0.86168516	0.84306777	0.9631008	0.8971569	0.8874166	0.9037787	0.87166804	0.87395394	0.8332586	0.8535788	0.84909976	0.82818747	0.86216205	0.8972943	0.85383165	0.91424793	0.9129923	0.87425375	0.92805576	0.8379229	0.9218967	0.8798337	0.9313385	0.90890825	0.9163885	0.85836715	0.8845551	0.88932306	0.856566	0.83013004	0.91297996	0.8337954	0.81873333	0.8640912	0.84856516	0.8361969	0.9062115	0.88223696	0.9601682	0.8806401	0.87901706	0.8443674	0.8527075	0.9455258	0.78092366	0.7990353	0.8444374	0.84813654	0.73505676	0.71454334	0.93716556	0.88529426	0.8821583	0.9482808	0.86929816	0.92301285	0.9144997	0.84484863	0.95037955	0.88652754	0.8792225	0.9778809	0.73063207	0.93760157	0.9501547	0.9218935	0.8993013	0.7976027	0.94286025	0.8625082	0.88171023	0.79777986	0.81362987	0.8673191	0.89776254	0.8766026	0.8178836	0.8949511	0.8846985	0.9699505	0.8227897	0.95181084	0.90240234	0.90310806	0.8694015	0.9093948	0.7729095	0.8432164	0.9022029	0.8405263	0.8131434	0.879827	0.8897607	0.91308427	0.80979604	0.89038754	0.89438766	0.9130573	0.84404266	0.8290218	0.8683072	0.9599159	0.8532061	0.88923717	0.85163754	0.88701844	0.8823218	0.85813403	0.8601832	0.86867046	0.93254066	0.82237476	0.9521345	0.9111131	0.7204284	0.8636638	0.92561215	0.9854677	0.8941316	0.7997432	0.81387746	0.94725776	0.93223774	0.9524852	0.87497556	0.9406411	0.8675824	0.8381988	0.9306185	0.7386415	0.8962828	0.8571561	0.90420187	0.8548054	0.941433	0.9653635	0.9389443	0.82003593	0.844098	0.9032343	0.91045177	0.9817149	0.8492146	0.8411721	0.8814723	0.8125271	0.8743633	0.88428235	0.814253	0.81764126	0.9133034	0.89853454	0.9228734	0.8669121	0.9002738	0.9589634	0.9023669	0.7653253	0.93486744	0.89465594	0.90989655	0.84263074	0.8719821	0.9037901
sluw/adj	0.78840894	0.0	0.69798833	0.8593827	0.90675545	0.7893322	0.734414	0.85814965	0.8737075	0.9146019	0.8994628	0.7863621	0.8636324	0.66144335	0.8895238	0.8691995	0.9142148	0.87823015	0.9084251	0.8764874	0.8394255	0.7130648	0.74230975	0.7691051	0.8242229	0.82428634	0.90877825	0.82727253	0.8708247	0.8189075	0.90373385	0.831776	0.7814227	0.9388671	0.73619366	0.8660563	0.76719177	0.8469415	0.8640719	0.8891596	0.81164896	0.60915637	0.8747066	0.88716096	0.85017526	0.78118193	0.8706091	0.7829356	0.75148207	0.82647145	0.91898966	0.88615406	0.7681844	0.7509245	0.8349855	0.9370966	0.8338466	0.71322906	0.7905286	0.76362836	0.82171005	0.76287556	0.74425095	0.72944576	0.8258787	0.8022814	0.81794727	0.70834327	0.8375547	0.89946413	0.8165122	0.788989	0.7805818	0.9169165	0.82001173	0.79452205	0.8607081	0.8436494	0.8810699	0.8471061	0.8333634	0.8538274	0.8669098	0.9396357	0.89007264	0.8443014	0.63390696	0.8848593	0.8084943	0.6080873	0.90674603	0.85506684	0.790117	0.50702846	0.7773963	0.81204796	0.7176331	0.7078802	0.68562436	0.845435	0.8454751	0.85017455	0.929619	0.87870526	0.7092679	0.7877289	0.8960193	0.86435497	0.66418105	0.8971501	0.8045232	0.89680296	0.7499434	0.92506087	0.8281479	0.82721007	0.83789814	0.87173986	0.8304656	0.91467243	0.86625004	0.9201606	0.875364	0.7646425	0.8120018	0.8604548	0.8182452	0.7102715	0.79275334	0.9287109	0.8702395	0.8623543	0.75162256	0.82719374	0.7071357	0.85202074	0.85173726	0.84768844	0.7580221	0.85628486	0.8026028	0.78976995	0.79046553	0.8018533	0.87025154	0.8762907	0.7490692	0.8129728	0.86693275	0.6547649	0.7771339	0.8079387	0.8660072	0.8508	0.8884419	0.7708106	0.8596798	0.91424584	0.7971133	0.8760508	0.66655576	0.9001423	0.7826055	0.8583343	0.89539796	0.8737703	0.8248077	0.86426777	0.8813466	0.8295761	0.85758775	0.85660434	0.74136114	0.80463153	0.66693705	0.80142695	0.8379388	0.7563574	0.81803876	0.7659771	0.9343356	0.89130455	0.88389295	0.85158634	0.76112354	0.8086283	0.82405525	0.76865077	0.7750968	0.85739315	0.82547927	0.77880776	0.7535349	0.8756143	0.80274343	0.7771332	0.85999167	0.71497774	0.8287008	0.811539	0.80205935	0.5901322	0.8645819	0.88173413	0.8608016	0.8811921	0.6705109	0.7541584	0.6851188	0.6526939	0.8485707	0.6165706	0.8141352	0.6790731	0.6921792	0.8111812	0.7167817	0.84938216	0.86144817	0.79626054	0.8681006	0.83586645	0.8894252	0.78174585	0.6624062	0.8451534	0.88858414	0.733428	0.6950155	0.8192283	0.8923427	0.85047364	0.84380937	0.88364065	0.86348635	0.8367331	0.8825147	0.8104403	0.75044787	0.85295415	0.71921504	0.88797635	0.87163496	0.84034336	0.8837688	0.9087118	0.8033544	0.69614327	0.89059407	0.6888192	0.8479315	0.81876284	0.7327697	0.87044394	0.86787724	0.82454175	0.7376533	0.74227303	0.88737655	0.796245	0.8655679	0.85706556	0.77008426	0.80521387	0.700996	0.7707448	0.7723748	0.8184437	0.7977309	0.81734514	0.70455253	0.90357906	0.8339144	0.7719752	0.69225544	0.8163941	0.7875291	0.76775074	0.8953001	0.77503157	0.7737254	0.79253143	0.8768883	0.8226608	0.8237303	0.88605314	0.8616448	0.7668898	0.8431355	0.78168356	0.6942982	0.8764705	0.9049311	0.82133436	0.7485206	0.8796093	0.8196545	0.81805634	0.712216	0.93666923	0.9367576	0.76953894	0.7912901	0.8407145	0.8319643	0.8354176	0.84214115	0.7977258	0.7830163	0.63803566	0.8391066	0.8238354	0.8004238	0.82186127	0.85595214	0.7921934	0.88272744	0.7449696	0.84190625	0.925465	0.9166272	0.83305496	0.7824214	0.8007179	0.8037349	0.8047599	0.82234573	0.8113831	0.8786719	0.81921554	0.761464	0.87302756	0.75123334	0.6555587	0.81709015	0.8895503	0.84675634	0.91133165	0.87998205	0.869863	0.91225797	0.8646505	0.84497535	0.7809317	0.79668206	0.7891475	0.8009014	0.8948901	0.92761075	0.8394998	0.87668484	0.71002764	0.8895271	0.7250518	0.7388871	0.75616074	0.815524	0.8747047	0.94509065	0.8802406	0.76667774	0.9107016	0.8759188	0.86031795	0.86368054	0.8571701	0.8995523	0.81695974	0.7159494	0.75628555	0.8058897	0.83392775	0.8733406	0.86089194	0.8409499	0.89895666	0.6980876	0.8880676	0.85275453	0.94979507	0.75920635	0.63620496	0.8437923	0.86403346	0.8277356	0.83883554	0.82939684	0.83294076	0.8591118	0.88282675	0.81246805	0.82478935	0.7998041	0.8295928	0.8369581	0.75300455	0.8016461	0.6330097	0.89257	0.9405168	0.9419254	0.8440211	0.7813215	0.7486679	0.89260864	0.78613275	0.87175155	0.6786541	0.78932357	0.80139303	0.79414165	0.8065568	0.81392515	0.6896434	0.78167576	0.7936983	0.87752515	0.8428613	0.7702776	0.79634976	0.85955584	0.88275206	0.82328886	0.9149919	0.8144676	0.86571735	0.8634492	0.79965603	0.74128187	0.85097224	0.83176744	0.76900923	0.8485049	0.72844136	0.8543376	0.74437493	0.75066453	0.8638823	0.9106404	0.7583971	0.75291383	0.8161559	0.76171196	0.78804564	0.8194891	0.8165468
ronduit/adv	0.8127873	0.69798833	0.0	0.82176435	0.7418043	0.75805813	0.5812003	0.77349913	0.77994645	0.85612273	0.90299296	0.7576609	0.88648635	0.48212123	0.8755239	0.83126044	0.9153167	0.8255305	0.89029497	0.8012962	0.8052628	0.43082166	0.51040614	0.6069838	0.90775377	0.68526584	0.93166333	0.7068731	0.8084161	0.753379	0.83287084	0.7141717	0.7350275	0.86515546	0.5103197	0.81551635	0.81272656	0.8152103	0.7425983	0.93991995	0.82187504	0.6197897	0.8813491	0.7801367	0.6895328	0.73087907	0.77686757	0.6977765	0.833944	0.8877915	0.9033748	0.86003613	0.6902202	0.55056405	0.65430146	0.79785824	0.74220705	0.7474946	0.80546343	0.7739506	0.8799178	0.6337739	0.5502622	0.6512522	0.6643404	0.6755878	0.6143107	0.512743	0.751603	0.8906212	0.82354444	0.8240541	0.75674057	0.8844607	0.7831167	0.8055496	0.8666059	0.8874098	0.7808738	0.7892545	0.7588452	0.8689003	0.77210236	0.84317875	0.77789277	0.9237806	0.50158095	0.84954596	0.8120693	0.593516	0.82484555	0.78515613	0.8161012	0.81837714	0.65520906	0.8815913	0.60019493	0.6423831	0.72304964	0.7687766	0.7308227	0.78284216	0.8519838	0.84665245	0.7317378	0.7336322	0.9093194	0.9284466	0.64158714	0.8303408	0.7562435	0.9066468	0.5799526	0.86178374	0.7707881	0.7337326	0.7502775	0.8453095	0.8776592	0.88443065	0.8571949	0.8311742	0.9228264	0.83740056	0.72451437	0.74510616	0.6832147	0.5158397	0.7501553	0.841359	0.87666464	0.8123462	0.6918723	0.8082926	0.6567182	0.76563764	0.8393657	0.82181996	0.7632545	0.85470754	0.7874248	0.8513974	0.8659425	0.72004163	0.868523	0.8503865	0.5029965	0.6701791	0.83636224	0.62306607	0.8773284	0.8690175	0.7662088	0.8188139	0.90113187	0.690348	0.83848614	0.9029938	0.63555056	0.8607327	0.78866655	0.8460006	0.62144536	0.743266	0.79291034	0.8079663	0.9070612	0.86031246	0.7936081	0.88606596	0.8524911	0.7381446	0.6839707	0.74234307	0.77075404	0.82980597	0.9172424	0.6048462	0.8758917	0.70518196	0.948605	0.80757993	0.7508926	0.68735737	0.5831505	0.6878986	0.8909191	0.676421	0.8523967	0.8526344	0.6412872	0.70379895	0.787024	0.9194223	0.72749376	0.6289858	0.89329386	0.63221896	0.71234524	0.8177962	0.8737762	0.73738176	0.74058235	0.93124354	0.7872884	0.8200977	0.58261645	0.81186557	0.775641	0.83741295	0.8107754	0.6875632	0.83977157	0.42640227	0.61944246	0.8804599	0.6452728	0.82596314	0.8236657	0.7422582	0.88099015	0.86058354	0.9646623	0.87397987	0.6358454	0.815248	0.9091809	0.7210157	0.6404858	0.5580141	0.8429465	0.761759	0.8184575	0.8875407	0.7896119	0.81173325	0.8286534	0.6952803	0.7523758	0.88913774	0.83927536	0.6914462	0.79029846	0.89411664	0.8712193	0.8180158	0.7270013	0.62699306	0.82351947	0.6531902	0.7470224	0.83945626	0.4885432	0.8754908	0.86332476	0.77544224	0.7986398	0.749445	0.730209	0.77089614	0.8015409	0.84712887	0.78317404	0.7115346	0.8327099	0.59509146	0.7320997	0.86346984	0.86858606	0.71192306	0.7921081	0.8850634	0.8573998	0.62394094	0.5408272	0.79083145	0.6686431	0.6548529	0.8569782	0.79696023	0.6569139	0.667539	0.77309066	0.793085	0.7800243	0.8501902	0.81878984	0.73572934	0.69716537	0.7971468	0.6326504	0.86593616	0.8304206	0.7777699	0.5163867	0.8779995	0.7827868	0.6366533	0.5856775	0.7673365	0.82572544	0.60540956	0.84801745	0.75161374	0.8041271	0.73020387	0.8517686	0.76748157	0.8665983	0.64081275	0.6879107	0.7612567	0.7345431	0.6900606	0.79295474	0.8152305	0.8780012	0.5993553	0.66337526	0.82493854	0.93472517	0.728358	0.8540944	0.73714995	0.7520061	0.75296485	0.78712976	0.63883644	0.7441038	0.7025516	0.78519374	0.73031306	0.51951194	0.69086194	0.7597611	0.85100913	0.84200203	0.84453535	0.8303951	0.8492397	0.89576393	0.8825034	0.7999994	0.7192056	0.754074	0.8614132	0.7184912	0.8290956	0.8215985	0.7707566	0.92890126	0.5084928	0.83537173	0.76239014	0.6403769	0.6612166	0.724847	0.7865131	0.8613482	0.87095374	0.8026669	0.889981	0.8881373	0.816975	0.8327868	0.81683874	0.81867856	0.87052983	0.571002	0.74128056	0.8796649	0.84188336	0.79683316	0.88829076	0.88229847	0.8520982	0.6076136	0.83093166	0.7602663	0.9162127	0.59806544	0.602537	0.91298765	0.8177787	0.7444657	0.8584535	0.8533294	0.84793764	0.8449062	0.8284538	0.8305694	0.755417	0.7649404	0.7983515	0.7928932	0.81057566	0.590484	0.6028533	0.8661617	0.88060313	0.86569524	0.84909374	0.83807284	0.77887964	0.78328866	0.693465	0.8898439	0.72774935	0.7588512	0.7497039	0.8146015	0.7962179	0.7168335	0.53980714	0.62903917	0.60361004	0.91894644	0.92206424	0.7019489	0.61001146	0.7268512	0.84212506	0.63717175	0.9302935	0.82843554	0.71645933	0.8376187	0.7642439	0.72407275	0.808684	0.789875	0.83536786	0.72183615	0.5875594	0.775604	0.6397658	0.7177152	0.9384529	0.8229347	0.78375494	0.7700919	0.73376006	0.83255184	0.8466746	0.7258111	0.6380211
virus/noun	0.8603005	0.8593827	0.82176435	0.0	0.77510667	0.8358502	0.85990953	0.88571686	0.8497156	0.830247	0.84164983	0.86969036	0.8906373	0.8006141	0.83457863	0.8104894	0.76050204	0.7476751	0.9081913	0.902384	0.83979225	0.83504	0.82746494	0.86009496	0.8652544	0.88793176	0.9044147	0.8266254	0.74656713	0.65680635	0.83121055	0.8422709	0.91925055	0.9443784	0.801987	0.82210255	0.91081464	0.5459843	0.8811595	0.91346794	0.8485601	0.81223637	0.9099875	0.8577415	0.84091115	0.8489715	0.8341092	0.90449977	0.8716369	0.87272716	0.88440484	0.857185	0.87250185	0.8735535	0.8521541	0.88828236	0.8696096	0.8303489	0.8266565	0.8851291	0.87537724	0.8714379	0.8948576	0.77818024	0.8088484	0.83947915	0.8944045	0.7609085	0.90335554	0.86922705	0.8425003	0.8787415	0.84449303	0.88653606	0.857871	0.75319767	0.7861749	0.8414712	0.8247266	0.86188287	0.9282527	0.92983735	0.834662	0.93509245	0.8749137	0.8655347	0.75462925	0.90037715	0.8874994	0.7226559	0.8424128	0.80328393	0.8912273	0.81559837	0.8616184	0.7978171	0.7766633	0.8733376	0.81343883	0.81878495	0.7889117	0.893643	0.86222804	0.89312875	0.8070793	0.7513116	0.8759656	0.8365791	0.8232106	0.8851854	0.7803834	0.90123725	0.835575	0.89925563	0.85410357	0.7833364	0.8001437	0.92242754	0.86155605	0.8065076	0.84048575	0.8377985	0.8833405	0.8157741	0.8446338	0.77192014	0.87404907	0.8741818	0.8887608	0.89330685	0.9190144	0.9006251	0.8348577	0.58778703	0.8343077	0.8765717	0.84238696	0.9284704	0.7871485	0.9262514	0.8645386	0.8955289	0.84479076	0.8571807	0.84615874	0.8448197	0.76050365	0.82302225	0.86117953	0.81249446	0.8319836	0.8990331	0.791496	0.85929686	0.91004366	0.7974892	0.7960619	0.9069774	0.7980943	0.8706316	0.89901817	0.79193294	0.7804549	0.87600476	0.83369046	0.865513	0.48216134	0.9235082	0.81448203	0.878221	0.6602044	0.8295397	0.87489283	0.86845946	0.8460183	0.7248623	0.6637695	0.8390087	0.8871952	0.8686134	0.8647606	0.8448763	0.8645688	0.8907009	0.89586914	0.8568872	0.824852	0.91609085	0.63760495	0.6777907	0.7647311	0.7975055	0.7957302	0.87130755	0.71059245	0.85803044	0.77209616	0.7949561	0.86859006	0.8548449	0.9046652	0.8175698	0.8949508	0.81975603	0.75998574	0.86530685	0.84912986	0.8660104	0.7883206	0.9033632	0.8351579	0.823668	0.8849332	0.80070037	0.7314568	0.80928093	0.86454654	0.89790565	0.7760548	0.90142	0.6265285	0.8383931	0.95797396	0.84141386	0.7671132	0.8168598	0.7795962	0.7755047	0.8822825	0.85584885	0.83276474	0.9218974	0.81955343	0.49449044	0.911172	0.83439547	0.8909329	0.8771839	0.74810684	0.9143081	0.8632132	0.84874785	0.84077746	0.8510249	0.8591006	0.7516827	0.87326324	0.8136804	0.8592844	0.7700415	0.85268724	0.84153676	0.86755836	0.8230982	0.6904792	0.9043685	0.80431634	0.88351357	0.91940653	0.8182961	0.84865695	0.8524097	0.8802186	0.83518547	0.8886616	0.82864916	0.8889239	0.827345	0.83756226	0.81658757	0.84025455	0.90551597	0.8838181	0.79057103	0.82964957	0.82823205	0.77201915	0.8993101	0.7865981	0.8257759	0.7222823	0.86195374	0.86156505	0.8793544	0.8959731	0.8137739	0.9278735	0.897645	0.9179058	0.83226025	0.8098942	0.88830817	0.8778402	0.8738739	0.8998277	0.7438515	0.7077994	0.82794094	0.8284643	0.9377735	0.8473346	0.83648026	0.87770855	0.8681632	0.8868962	0.8220657	0.82346195	0.94075036	0.8274846	0.629296	0.89685667	0.9080368	0.83143115	0.84623384	0.9202119	0.78697735	0.87952846	0.75079656	0.8754648	0.88174665	0.8979651	0.77218735	0.9003813	0.8054521	0.8698263	0.8464141	0.77641803	0.81338435	0.895478	0.90338826	0.79451174	0.78819174	0.8476019	0.85451984	0.87109226	0.86376214	0.7419484	0.9652729	0.9411922	0.8266045	0.90011466	0.66459614	0.6934657	0.89547354	0.83734286	0.8486615	0.78863186	0.8424792	0.6241746	0.87021667	0.9129987	0.8020656	0.8469129	0.7998005	0.80404013	0.7759818	0.65579206	0.9325618	0.9404028	0.8685142	0.84124386	0.8772877	0.86735255	0.87770617	0.8819227	0.8346765	0.63807803	0.86526096	0.88012236	0.83092356	0.86378604	0.8412398	0.79500216	0.825328	0.8773182	0.91702116	0.7539005	0.8884051	0.85615224	0.9027364	0.8355166	0.77202356	0.7052282	0.83318865	0.8568341	0.8550876	0.89221853	0.89125776	0.77234817	0.859353	0.8803257	0.886893	0.8658946	0.8860588	0.86890334	0.8698232	0.8442369	0.82760274	0.8792011	0.8881855	0.8414599	0.90000063	0.7999675	0.89973396	0.83806163	0.8869033	0.86669964	0.8978435	0.88109255	0.9160133	0.90752494	0.822613	0.9181493	0.68929696	0.8891974	0.8897647	0.880896	0.91375315	0.88575906	0.78957504	0.8574405	0.8445059	0.8328839	0.89282227	0.8749482	0.8916031	0.7938936	0.8761461	0.8830028	0.85009015	0.8567004	0.85527027	0.8910321	0.81527585	0.7699112	0.7745085	0.8146355	0.9226526	0.8967888	0.84427845	0.89951646	0.6044021	0.85199326	0.89191717	0.7761383	0.8578977
