	slecht/adj	passie/noun	als/prep	stem/noun	ziektekiem/noun	affiche/noun	hard/adj	Saddam/name	wel/adv	onjuist/adj	kijk/verb	commentator/noun	bocht/noun	teken/verb	schrijnend/adj	je/det	steek/fixed	dan/comparative	Meersen/name	smaak/noun	wantrouwend/adj	bega/verb	Marguerite/name	dier/noun	wegens/prep	die/det	soort/noun	door/adv	reis_bureau/noun	Kim/name	treed_op/verb	gemeen/adj	Jacqueline/name	zaak/noun	en/vg	in_borst/noun	ding_DIM/noun	iemand/noun	ding/noun	Kirk/name	brug/noun	minstens/adv	voetbal/verb	wat/det	kan/verb	Serena/name	glimlach/noun	man/noun	stier/noun	oog_DIM/noun	manier/noun	Louis/det	film/noun	doe/verb	excuseer/verb	als/comp	wie/det	inzicht/noun	zie/verb	baseer/verb	broodje/noun	zo/adj	ben/verb	val_partij/noun	emotioneel/adj	gespierd/adj	behalve/comp	incident/noun	haar/pron	schurk/noun	heb/verb	goedkoop/adj	te/adv	misschien/adv	beschouw/verb	lief/noun	dat/det	dat/pron	drugs_handelaar/noun	groen/adj	graas/verb	kop/noun	kruis/verb	moralisme/noun	ontsta/verb	racist/noun	heel/adv	heks/noun	gedurfd/adj	als/comparative	zijn/det	slachtoffer/noun	verleid/verb	vaak/adj	wat/pron	speel/verb	Merlijn/name	veelvoud/noun	ronduit/adv	chef/noun	noem/verb	Beate/name	slinks/adj	Robbie/name	hem/pron	vijandig/adj	die/pron	bijzonder/adj	spreek_aan/verb	verpest/verb	kop_stoot/noun	jij/pron	sliert/noun	ontaard/verb	bijtend/adj	toevlucht/noun	collega/noun	zo_niet/sbar	stel/verb	publiceer/verb	kwalificatie/noun	ondertoon/noun	stapel_op/verb	dat/comp	hand/noun	inslag/noun	oog/noun	woestijn/noun	fantasie/noun	bespreking/noun	want/vg	klein/adj	overigens/adv	sla/verb	scheld/verb	rap/adj	Jim/name	verontwaardiging/noun	Wauters/name	zeker/tag	jong/noun	stad_genoot/noun	god/noun	extreem/adj	vind/verb	schiet_dood/verb	polder/noun	merk_op/verb	groot/adj	Vos/name	kenmerk/noun	geen/det	Victor/name	het/noun	uiterst/adj	ze/pron	Nottingham/name	honderdduizend/num	Mulisch/name	sport_wagen/noun	criticus/noun	Kat/name	vrolijk/adj	totdat/comp	toch/adv	Squadra/name	des/adj	gruwelijk/adj	loer/noun	lot/noun	Coltrane/name	nogal/adv	zogenaamd/adj	door/prep	geblesseerd/adj	ondoorzichtig/adj	Freddy/name	zicht/noun	vele/adj	gevoel/noun	val/noun	alle/det	leid/verb	aantijging/noun	bezet/verb	versperring/noun	woonhuis/noun	lek/noun	senior/noun	rauw/adj	me/pron	op_stoot_DIM/noun	deler/noun	jegens/prep	laag/adj	tante/noun	zeker/adj	spectaculair/adj	beetje/noun	bedien/verb	jood/noun	iets/adv	zowel/vg	boos/adj	spel/noun	been/noun	windstoot/noun	agressief/adj	brutaal/adj	hoe/adj	tv/noun	helling/noun	bedrieger/noun	onbetrouwbaar/adj	klink/verb	blok/noun	live_band/noun	spel_DIM/noun	elleboog_stoot/noun	klauw/noun	de/fixed	elleboog/noun	Hitler/name	doortrapt/adj	kunst/noun	ook/adv	waarin/pp	flits/verb	respect_loos/adj	syfilis/noun	tand_arts/noun	Madonna/name	versie/noun	volwassene/noun	schrijf/verb	pleeg_ouder/noun	weide/noun	bevind/verb	zij/pron	streek/noun	cd-rom/noun	chagrijnig/adj	lach/verb	zo/adv	besmet/verb	je/pron	tand_DIM/noun	Waal/noun	woed/verb	nota/noun	ontvlucht/verb	keihard/adj	maar/vg	genoeg/adv	erg/adj	fout/noun	overtreding/noun	louter/adv	wijze/noun	on_gefundeerd/adj	wek_op/verb	egoïstisch/adj	truc/noun	vraag/noun	bad/noun	klank/noun	omdat/comp	door/comp	net/noun	blessure/noun	dat/noun	ernstig/adj	rotzooi/noun	reduceer/verb	elftal/noun	vader/noun	Aalders/name	maak/verb	hoef/verb	overdreven/adj	nicht_DIM/noun	ik/pron	tegen/prep	tackle/noun	mond/noun	beveilig/verb	daad/noun	muzikaal/adj	steel/verb	onder/prep	metalen/adj	complot/noun	stel/noun	hij/pron	stroper/noun	weet/verb	even/adj	hoewel/tag	recht/noun	onwaar/adj	overval/noun	worstel/verb	trap/noun	maar/comp	portret/noun	onderdruk/verb	duel/noun	wat/adv	elf/noun	sprookje/noun	veel/adj	spartel/verb	Chantal/name	drempel/noun	geschiedenis/noun	paal_DIM/noun	overvloed/noun	gericht/adj	notabene/adv	en/comp	alsof/comp	regeer/verb	dan/adv	min/adj	mik/verb	roep_af/verb	treffend/adj	Spanje/name	Vaticaan/noun	groep_DIM/noun	begeer/verb	ouder/noun	handvol/noun	schuiver/noun	onverbiddelijk/adj	en/adv	aas/verb	ontdek/verb	campagne/noun	vernedering/noun	dijk/noun	meest/adj	Duisenberg/name	tovenaar/noun	blaas_in/verb	wissel_af/verb	imago/noun	midden/prep	bas_lijn/noun	wie/pron	producent/noun	schilderij/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	één/num	misdadiger/noun	smerig/adj	stekelig/adj	vreemd/adj	voetballer/noun	op/part	Verkest/name	Sigmund/name	Dolores/name	opmerking/noun	seconde/noun	rivale/noun	buitenlander/noun	echt/adj	kindervriend/noun	Esther/name	heel/adj	ontzettend/adj	soms/adv	chaotisch/adj	spul/noun	web/noun	af/adv	ambtenaar/noun	misdrijf/noun	met/prep	bluesy/noun	mens/noun	wel_gemikt/adj	volk/noun	over/prep	ontsier/verb	guitig/adj	beklijf/adj	hoofdpersoon/noun	terwijl/comp	gewoon/adj	hypocrisie/noun	schuldig/adj	kwasi/adj	monarchie/noun	ach/tag	jullie/pron	kanker/noun	humor/noun	charmant/adj	deel_uit/verb	Blue/name	partner/noun	machine/noun	Unilever/name	vecht/verb	naar/adj	virus/noun	binding/noun	tegenover/prep	zielig/adj	zoek/verb	tekst_zet/noun	fel/adj	jaloers/adj	Weide/name	een/det	sluw/adj	leger/noun	sheriff/noun	Nederlander/noun	of/vg
slecht/adj	0.0	0.8380523	0.80915666	0.8114284	0.81244826	0.91149086	0.6718699	0.8854675	0.69282305	0.7271272	0.8157903	0.87460154	0.8196008	0.92141706	0.67596316	0.7300476	0.9031706	0.7319915	0.9107066	0.67706084	0.8009557	0.8190507	0.9360719	0.84471154	0.87292576	0.69484824	0.7666782	0.68749917	0.93527746	0.94307935	0.8820896	0.6287601	0.8632433	0.71750283	0.7013682	0.81856155	0.8005018	0.7297496	0.6971706	0.9463647	0.85700387	0.8752346	0.69552964	0.7888637	0.71912694	0.87224007	0.89556605	0.8398135	0.93357676	0.87812805	0.7605578	0.88339204	0.840709	0.6979909	0.8255836	0.7539185	0.7923749	0.8208907	0.8166629	0.8413464	0.82131964	0.6680947	0.5767811	0.81753135	0.6839033	0.7033917	0.79461163	0.78559303	0.83272624	0.81028295	0.71789736	0.7159648	0.6825311	0.6914574	0.8478918	0.81141824	0.608812	0.8239651	0.8881254	0.8071932	0.94941413	0.86168796	0.89199805	0.81171346	0.8276051	0.8429512	0.7044274	0.8088661	0.70699364	0.75118625	0.7770448	0.9003877	0.86749244	0.6016376	0.8090012	0.7317261	0.8326885	0.85724986	0.747242	0.92054975	0.7302605	0.9221813	0.8613327	0.95783836	0.8053844	0.7538635	0.77701014	0.6618968	0.7707746	0.675053	0.8980466	0.7348456	0.8540901	0.85629565	0.8256402	0.89297426	0.86104053	0.8145937	0.79174405	0.89474887	0.7910792	0.77550143	0.87634283	0.7386726	0.9111429	0.8240522	0.86629903	0.87694	0.83083034	0.9276337	0.61005473	0.74780697	0.7217339	0.8808793	0.80122936	0.6723203	0.8892762	0.8023847	0.9636756	0.83826476	0.83164364	0.9152086	0.8217195	0.6855624	0.65744114	0.91059685	0.8528185	0.87298715	0.8152325	0.8880057	0.8687918	0.74519396	0.9246611	0.66637164	0.7099133	0.7104885	0.9258344	0.78973806	0.8733329	0.88464403	0.8172202	0.95980126	0.6543523	0.80961525	0.66551936	0.8300885	0.8952229	0.77138543	0.881213	0.8797278	0.81636864	0.6903736	0.83623946	0.79216444	0.9034522	0.7656901	0.9404174	0.7979099	0.80996925	0.74820405	0.8749538	0.8877994	0.8214425	0.8113884	0.91217554	0.91746074	0.8503508	0.83862025	0.87017083	0.7121837	0.7214757	0.85352576	0.83775103	0.8633127	0.7199495	0.91340965	0.7789428	0.62879884	0.70611995	0.8224206	0.8794059	0.71810097	0.8496898	0.6678762	0.64173496	0.8651572	0.8546271	0.5797056	0.7171627	0.7653169	0.8472345	0.8711752	0.78619134	0.6549877	0.6817214	0.72862005	0.8898737	0.74875736	0.8545584	0.8446952	0.89925325	0.8843888	0.8962449	0.83563966	0.87956214	0.71584076	0.8075406	0.823661	0.81259656	0.8951179	0.87791675	0.7619285	0.7990614	0.8604679	0.88632625	0.8983846	0.91380477	0.9327773	0.80388206	0.7852802	0.8908297	0.72344553	0.8257739	0.6568084	0.8934224	0.6793486	0.88395727	0.84988457	0.92683613	0.9041552	0.9131298	0.7831169	0.5981389	0.75920093	0.6378737	0.7314259	0.82888204	0.7685434	0.7949387	0.8397583	0.8248974	0.6601882	0.7584072	0.8519833	0.8178492	0.6998102	0.68926567	0.77361906	0.84990144	0.76146466	0.7255925	0.72139466	0.75530857	0.8132007	0.7800207	0.84333014	0.8712418	0.7967683	0.7422441	0.71463454	0.94328773	0.6518949	0.82192075	0.80287576	0.7742403	0.7997839	0.8252096	0.66807866	0.90910006	0.876836	0.87711847	0.8834061	0.82967365	0.7005887	0.882868	0.8066497	0.7475119	0.71539116	0.8625919	0.7523756	0.9028393	0.7495111	0.90808177	0.6705249	0.8763056	0.881741	0.8547558	0.62277967	0.85529155	0.86207926	0.6380131	0.84676284	0.95785654	0.83368415	0.87609595	0.83573204	0.8030695	0.8445701	0.88252014	0.65916663	0.7689558	0.809911	0.7248839	0.63037467	0.8307875	0.89625734	0.7873079	0.8645655	0.90157145	0.87704194	0.8735085	0.82555366	0.8050988	0.89025205	0.873624	0.77417195	0.87631834	0.82282555	0.8204491	0.84966934	0.8454256	0.784057	0.92627037	0.8602206	0.92739415	0.83630127	0.76065445	0.8760088	0.85381556	0.8445411	0.92976236	0.84738946	0.7875385	0.842138	0.8599665	0.7819592	0.8406681	0.8119874	0.6736909	0.87951493	0.6994842	0.734101	0.8305045	0.90725493	0.9225806	0.91594684	0.7745514	0.89595306	0.91346747	0.84440476	0.6369	0.7586118	0.93769956	0.69910467	0.688281	0.6097705	0.6312412	0.7466027	0.89442074	0.7839947	0.83894104	0.8772959	0.7655098	0.8819212	0.7430893	0.92238134	0.8068371	0.81180644	0.8160474	0.8542245	0.7949171	0.80875087	0.7713994	0.6368283	0.8997507	0.83498704	0.7404858	0.85671735	0.74909997	0.71096003	0.8618279	0.72480166	0.6917634	0.89685595	0.8830377	0.8891741	0.8532533	0.88889986	0.8466683	0.6746254	0.85547316	0.8840392	0.8066915	0.6305143	0.87722236	0.80059946	0.8100815	0.73692274	0.8702687	0.7979412	0.79465765	0.9264963	0.88375473	0.8411399	0.72894865
passie/noun	0.8380523	0.0	0.8073591	0.73711383	0.87478065	0.7948095	0.7435837	0.82541835	0.84159887	0.8698409	0.83900315	0.87140846	0.909814	0.6535437	0.72775966	0.7621378	0.8071016	0.8699801	0.9049548	0.6533402	0.8524474	0.89771616	0.8174274	0.80158925	0.919602	0.7706171	0.71462774	0.8095179	0.9027163	0.82481754	0.8495177	0.6425144	0.75909805	0.8597332	0.5975257	0.7622143	0.76029676	0.82812506	0.77133375	0.83665645	0.87557626	0.89762473	0.75170445	0.8175956	0.73568124	0.9071936	0.7141425	0.7784652	0.72956544	0.79028326	0.7292785	0.8261438	0.6450404	0.87123525	0.877262	0.8018017	0.67568386	0.5725703	0.8239402	0.76767075	0.85278773	0.8363712	0.8247236	0.8897996	0.67354	0.8069851	0.7278322	0.8932526	0.74175453	0.7758533	0.7682894	0.8944323	0.8635539	0.83103156	0.8476964	0.80460083	0.8221452	0.73767287	0.86243236	0.7610623	0.8069942	0.8105992	0.7578393	0.7456049	0.7878837	0.89270383	0.81155443	0.8587023	0.7685685	0.7965463	0.6970923	0.92213935	0.6635259	0.7370093	0.843908	0.7476867	0.9329423	0.88606596	0.7903166	0.85352224	0.8291528	0.79293567	0.81240606	0.8998538	0.83474743	0.8798647	0.721908	0.72984475	0.80814266	0.84261775	0.8623979	0.7751938	0.8738488	0.7434393	0.71593666	0.825632	0.73084146	0.9175851	0.92536783	0.8605673	0.9349663	0.70712215	0.91966337	0.8665118	0.83577925	0.784877	0.76550055	0.7322537	0.5116466	0.84074086	0.767115	0.80629313	0.8501005	0.9078578	0.85495806	0.87097615	0.7854804	0.7070119	0.8378685	0.78864235	0.7997422	0.86435866	0.8100673	0.73138094	0.86351043	0.88060325	0.82257736	0.83182544	0.8281503	0.794182	0.72263217	0.8542571	0.889427	0.89639103	0.80745274	0.8023106	0.7815678	0.90730447	0.8325945	0.84900045	0.7307539	0.7107185	0.6901152	0.779354	0.8256841	0.8751967	0.87665784	0.7589743	0.85056573	0.82775676	0.84532887	0.77142644	0.856378	0.7175769	0.9443131	0.8659404	0.85467696	0.8271149	0.79634154	0.584617	0.89361995	0.8857812	0.8589888	0.8406851	0.82773036	0.91916823	0.8350254	0.9185686	0.89730686	0.69793636	0.8598683	0.85980564	0.75975573	0.7845932	0.91183174	0.75539196	0.8165916	0.82146937	0.78691274	0.8289385	0.8582289	0.7976856	0.7826986	0.83969915	0.70141923	0.8728706	0.83458436	0.7416948	0.7688239	0.8127053	0.80101687	0.80919623	0.8776693	0.85928524	0.8095566	0.8937923	0.8391615	0.61603147	0.8894446	0.8720249	0.9308556	0.8953932	0.8048816	0.8315116	0.5984749	0.7679354	0.6783218	0.874411	0.8531623	0.8480712	0.73349607	0.79898024	0.7816888	0.76997983	0.70022064	0.8665637	0.8233931	0.92271155	0.8383942	0.83283204	0.7339088	0.82738364	0.74767745	0.8132107	0.8560301	0.7861514	0.77592164	0.85542834	0.7915065	0.88460743	0.82769847	0.76536155	0.7577236	0.7870279	0.84183735	0.85213274	0.9152699	0.74785566	0.7924137	0.8927516	0.6878813	0.8205782	0.78833985	0.8385209	0.8471631	0.66616434	0.8502538	0.7839687	0.8887083	0.8867805	0.88016886	0.870905	0.86162215	0.77260286	0.8287654	0.7078402	0.86981744	0.79410183	0.83445346	0.82801884	0.7330074	0.84661275	0.87623626	0.8607593	0.7774426	0.8929222	0.82509327	0.6064036	0.8694893	0.8767705	0.85518515	0.85144943	0.80238366	0.794972	0.8798884	0.8433384	0.8377089	0.8162577	0.85737526	0.84472996	0.94053614	0.8366527	0.88127255	0.788381	0.70523757	0.81032693	0.84903574	0.7969483	0.80828106	0.71028423	0.7808171	0.8898736	0.880011	0.86801	0.6842256	0.9376181	0.7657001	0.8266378	0.88466185	0.7821771	0.76980925	0.8141744	0.88346565	0.8244575	0.8666645	0.8856625	0.731739	0.8061594	0.90887076	0.82260716	0.7947333	0.80858034	0.82832056	0.81832993	0.78271425	0.81291497	0.88152707	0.7484215	0.8715952	0.76862377	0.8565882	0.858085	0.9241672	0.88030344	0.753488	0.6588492	0.8600632	0.748119	0.8810853	0.82544845	0.86688113	0.7045428	0.8561276	0.91744566	0.7758255	0.8174288	0.91246754	0.8675324	0.80525523	0.76635903	0.7632307	0.81325406	0.8263139	0.8987694	0.64361054	0.82736635	0.7509099	0.9149084	0.84867465	0.84900075	0.7843119	0.84214634	0.8487093	0.7730192	0.78793985	0.6868598	0.7886812	0.80540717	0.85885584	0.7950219	0.89298606	0.94095045	0.6903523	0.7866758	0.8317082	0.88308287	0.7973709	0.77714616	0.88906634	0.82622665	0.7109046	0.6574335	0.8137878	0.84793377	0.72714317	0.89285135	0.8483696	0.88303405	0.87501806	0.8179871	0.74977213	0.5459131	0.69186807	0.8697226	0.80058867	0.8010584	0.8456192	0.8977798	0.8227869	0.7535447	0.76106846	0.84662557	0.89440256	0.80481994	0.8480183	0.91347337	0.7623751	0.83535624	0.8980494	0.7393714	0.84556705	0.9044565	0.8431374	0.8462706	0.7576647
als/prep	0.80915666	0.8073591	0.0	0.72100973	0.867564	0.84559596	0.77112967	0.75472826	0.87875056	0.81650734	0.82551986	0.76269674	0.9246168	0.787541	0.8513699	0.7843919	0.84768903	0.8088286	0.9737075	0.77775013	0.86004	0.7984375	0.83630097	0.75550175	0.8478788	0.7610897	0.60981137	0.74590623	0.86510396	0.838279	0.6887948	0.46865284	0.79851973	0.83828676	0.5309657	0.85335267	0.889563	0.73486584	0.82958055	0.66206163	0.91079706	0.8645439	0.82429445	0.86098194	0.829473	0.89414257	0.8072374	0.72400045	0.80260456	0.7367812	0.74947715	0.9336026	0.70534825	0.8718319	0.8826543	0.7184853	0.56983316	0.81093633	0.77924776	0.7316874	0.8083173	0.78948534	0.69359154	0.92181516	0.8247411	0.7133891	0.7224492	0.8021886	0.68341666	0.5813098	0.825614	0.8696076	0.8503951	0.78939134	0.42478758	0.82537764	0.82206964	0.7472014	0.77249163	0.8127767	0.90658426	0.8107432	0.7685352	0.8622376	0.8676624	0.64585245	0.81947607	0.7100026	0.80813676	0.62688553	0.678136	0.723124	0.6592313	0.65829605	0.8291031	0.63345134	0.7963137	0.80725634	0.7050552	0.74812853	0.49233782	0.92265826	0.8460158	0.77482134	0.653453	0.7296084	0.48831528	0.7502505	0.7132523	0.7772219	0.86530185	0.783424	0.8816972	0.85061187	0.8755125	0.79534453	0.70515573	0.8828259	0.830041	0.810086	0.8552451	0.81268775	0.86402017	0.74445474	0.8255645	0.8078912	0.7358763	0.8303692	0.7633372	0.8919736	0.74559766	0.7404816	0.81422615	0.8640536	0.794829	0.86009765	0.7043035	0.76224923	0.92396545	0.85358846	0.7345404	0.8716703	0.6900062	0.71634394	0.7416742	0.67375666	0.938608	0.7617682	0.6595559	0.8227396	0.73989147	0.7056112	0.69114643	0.8626248	0.6067277	0.78614223	0.8590977	0.8592216	0.740444	0.8442898	0.73751163	0.8706272	0.71181166	0.6919356	0.80745006	0.9049672	0.72336906	0.7135228	0.7679802	0.80892247	0.7428932	0.71477413	0.7390268	0.6571912	0.9141542	0.8443312	0.8875735	0.8767875	0.7044473	0.8302916	0.81467354	0.69703025	0.83438647	0.76515657	0.8467032	0.953685	0.8132355	0.8951794	0.8817474	0.7639717	0.839918	0.92742175	0.8677731	0.6886548	0.8896683	0.7908025	0.8775933	0.79681516	0.76962173	0.75220513	0.70265085	0.81366414	0.595741	0.7165059	0.7314831	0.82215416	0.8784492	0.68661124	0.70258254	0.71626794	0.7481347	0.91317755	0.6390029	0.65468144	0.77610415	0.79860204	0.8565531	0.7578943	0.91667295	0.7263693	0.85904086	0.90010375	0.60814345	0.6422373	0.77333146	0.7948914	0.5671575	0.78680855	0.7755981	0.8445716	0.7633084	0.7409726	0.7715474	0.66588485	0.7040114	0.7332486	0.89414674	0.81037736	0.68562734	0.7028472	0.8046718	0.8004165	0.82147145	0.7568957	0.8068825	0.81176615	0.8524028	0.8189082	0.8678511	0.93699306	0.82035214	0.7599169	0.73306465	0.76665723	0.77076674	0.8763737	0.85632527	0.73840964	0.71657217	0.8582195	0.8289357	0.68329424	0.7328627	0.8721866	0.8466929	0.8101827	0.71176946	0.7713206	0.83075213	0.93885916	0.7448014	0.7692952	0.8435367	0.6820324	0.7827116	0.6211623	0.90414184	0.8118005	0.83773077	0.81358874	0.8157038	0.81631577	0.72662246	0.8934094	0.70156276	0.8309749	0.6423793	0.6824152	0.7387487	0.7489383	0.8645822	0.6738813	0.6407739	0.68453115	0.8456602	0.85198206	0.81196576	0.8200866	0.7168293	0.80179185	0.85302615	0.78506875	0.8874173	0.80050665	0.68422806	0.82341295	0.88220066	0.8147535	0.84159625	0.7132385	0.85775006	0.87644696	0.8640653	0.88319707	0.71405745	0.92535174	0.82222366	0.77439797	0.77128094	0.75255036	0.6224111	0.7911181	0.84353375	0.7682183	0.82741535	0.8633667	0.73377454	0.7373891	0.8595585	0.6968185	0.8061648	0.75843734	0.76340055	0.87491703	0.77132666	0.84463656	0.6931578	0.6944775	0.833709	0.69826835	0.9332088	0.59430736	0.85173106	0.7340723	0.8427755	0.83552295	0.6741299	0.78283894	0.90224	0.66035664	0.705376	0.81724644	0.85787106	0.8726618	0.83572435	0.7621503	0.7670154	0.584124	0.7837508	0.84957445	0.73162794	0.7296337	0.8210652	0.9057251	0.82572955	0.8529732	0.7063513	0.9115571	0.77042663	0.76396066	0.6056244	0.8270842	0.87980735	0.76954097	0.81429446	0.75785637	0.8270292	0.82079333	0.8212242	0.8492942	0.789644	0.7927574	0.75237083	0.8883831	0.82355714	0.8758538	0.7175859	0.79842484	0.8821621	0.84615797	0.8729751	0.7042414	0.62810403	0.72320557	0.7970958	0.7857911	0.92139244	0.80649114	0.8058372	0.77946925	0.7889799	0.79072547	0.62972325	0.8065487	0.7412938	0.7197509	0.79940665	0.8214282	0.7289215	0.77147955	0.8613708	0.8425257	0.6728351	0.64567226	0.76689875	0.8945517	0.83644843	0.7066176	0.9351882	0.6057453	0.74788547	0.7440793	0.6848171	0.800485	0.5605985
stem/noun	0.8114284	0.73711383	0.72100973	0.0	0.89320356	0.83973414	0.69426906	0.8473632	0.8636756	0.9250361	0.797763	0.75486463	0.8820303	0.82078445	0.76313287	0.7849272	0.8348402	0.72806454	0.9471072	0.7199112	0.8511589	0.89788723	0.8972013	0.83013684	0.93695056	0.7824502	0.7507943	0.75768423	0.91402173	0.86198115	0.7510613	0.58205545	0.8616125	0.87223524	0.62944406	0.73885	0.8105222	0.7469264	0.80505204	0.806224	0.84406173	0.829202	0.83289886	0.7809467	0.8777238	0.8416049	0.72279197	0.71224105	0.8071319	0.82067525	0.7925478	0.9081153	0.72105473	0.8541753	0.8710128	0.83152074	0.64666134	0.83342016	0.8733766	0.8571276	0.888327	0.81035507	0.8488034	0.876254	0.6804836	0.58093935	0.779181	0.8449402	0.78504896	0.79718435	0.8538236	0.8740457	0.81145966	0.7466554	0.8186389	0.8173894	0.88339615	0.8104384	0.9030203	0.7273348	0.8913126	0.70419943	0.8528437	0.8239573	0.8559352	0.9129272	0.69775355	0.88626516	0.7359606	0.72364414	0.70049536	0.82833517	0.7765944	0.71157575	0.8956873	0.75765216	0.895882	0.86664253	0.7154275	0.8372428	0.82908165	0.92479473	0.8827326	0.82013273	0.7670278	0.8681106	0.7070546	0.7529796	0.8680507	0.82290304	0.7987147	0.8327983	0.8136718	0.89281183	0.7151056	0.89048415	0.7472319	0.902746	0.939679	0.88148236	0.9638121	0.5915563	0.8318115	0.9025662	0.74607503	0.8333436	0.7223382	0.77471334	0.8016442	0.9469468	0.80841696	0.8027381	0.788225	0.83171177	0.83742523	0.7850274	0.7827663	0.74344903	0.9227898	0.80879956	0.7666579	0.7523275	0.74394405	0.7585083	0.8961436	0.8510355	0.8808188	0.80756545	0.7860924	0.8685491	0.78334135	0.9058814	0.88356626	0.8838153	0.645461	0.804405	0.91915315	0.8581364	0.8698447	0.8383319	0.7368629	0.93068165	0.5141039	0.73960674	0.80553055	0.91823953	0.9399961	0.7778075	0.7784166	0.78221357	0.86677337	0.6490154	0.79238343	0.7189425	0.9402607	0.88801336	0.9381726	0.8054829	0.78095376	0.7980372	0.8286682	0.86843336	0.8933363	0.8342575	0.8338891	0.87043303	0.82590145	0.8691563	0.86728597	0.5436793	0.8553903	0.8490156	0.8159208	0.82327557	0.8848878	0.8156389	0.84474534	0.7911285	0.7427503	0.8123061	0.79868734	0.6603872	0.7222552	0.7838827	0.6579595	0.7759446	0.8118526	0.71290886	0.6461379	0.83552974	0.8409587	0.82805	0.8942607	0.8412857	0.5410558	0.82934165	0.7073653	0.77116966	0.85373217	0.86279887	0.9089284	0.8603089	0.82541347	0.83242613	0.79987264	0.8466225	0.68577063	0.83128804	0.8681409	0.8053163	0.86576533	0.8013505	0.65872085	0.81994677	0.79379904	0.823159	0.8436735	0.8903209	0.86980295	0.8209259	0.8726444	0.8018886	0.7863885	0.76526296	0.867506	0.80647254	0.9101813	0.821706	0.8970721	0.89678484	0.8900299	0.7708758	0.7032273	0.8276766	0.75851935	0.85696185	0.8932349	0.758741	0.82420397	0.9085125	0.7375246	0.77235854	0.7761965	0.8541306	0.84522414	0.4798993	0.8239672	0.76534534	0.7959214	0.9046754	0.8302967	0.7994411	0.8326972	0.7452972	0.91169566	0.7181356	0.9348672	0.8518491	0.8382777	0.8229145	0.8403337	0.88639575	0.8582695	0.89200276	0.6248764	0.8739654	0.81003004	0.7068105	0.8655462	0.829413	0.8094183	0.8380899	0.7363241	0.7455672	0.8212011	0.8983946	0.7209164	0.7606272	0.83459526	0.889484	0.95227724	0.79375446	0.80775464	0.84411794	0.6974858	0.8427579	0.8192046	0.6294267	0.86672306	0.7927593	0.8067564	0.91114026	0.8686178	0.8655038	0.8195443	0.8376395	0.80727977	0.89197737	0.8161795	0.78344	0.6463674	0.7450595	0.8459105	0.7166837	0.87906533	0.81302476	0.74439394	0.8626016	0.8956809	0.88486385	0.83822554	0.72908056	0.7552543	0.91721845	0.7441521	0.7111622	0.88497794	0.8446536	0.86149096	0.79873097	0.85518783	0.762136	0.9223776	0.83984846	0.8504436	0.7321178	0.78189635	0.7968937	0.82205534	0.8471626	0.888707	0.78287995	0.73122644	0.83944863	0.8029672	0.8013623	0.7946553	0.8760793	0.7619863	0.8006835	0.7034928	0.8469751	0.84811485	0.9502877	0.8308053	0.83584106	0.7353779	0.76334226	0.77234054	0.87055624	0.8045914	0.8648368	0.9029723	0.7196247	0.79032725	0.61123	0.768649	0.799287	0.8372826	0.71825826	0.83024174	0.93596053	0.63438076	0.5582094	0.7664491	0.8761708	0.6884508	0.8262732	0.86587155	0.7536391	0.73546016	0.7441706	0.64647293	0.7755039	0.7837275	0.90459913	0.8371123	0.8924587	0.8182117	0.7652961	0.82792825	0.6915096	0.7497744	0.8383688	0.826236	0.7747068	0.7518567	0.9059042	0.83098775	0.79733056	0.89317983	0.8512034	0.8003373	0.8283733	0.8579662	0.9199826	0.6971184	0.7891382	0.94215924	0.6863997	0.8615994	0.9148147	0.8695692	0.76485395	0.73044926
