	1997/noun	Colombiaans/adj	Nederlander/noun	Vaticaan/noun	Waal/noun	aanmerkelijk/adj	aantijging/noun	affiche/noun	ambtenaar/noun	amok/noun	ander/adj	bad/noun	bal/noun	bas_lijn/noun	bedrieger/noun	beetje/noun	bega/verb	begeer/verb	beklijf/adj	ben/verb	beschuldiging/noun	bespreking/noun	beurt/noun	beveilig/verb	bevind/verb	bezet/verb	bijtend/adj	bijzonder/adj	blaas_in/verb	blessure/noun	blok/noun	bluesy/noun	bocht/noun	bond_genoot/noun	boos/adj	broodje/noun	brug/noun	brutaal/adj	buitenlander/noun	campagne/noun	chagrijnig/adj	charmant/adj	chef/noun	collega/noun	complot/noun	criticus/noun	daad/noun	daarentegen/adv	daarna/adv	dan/adv	dat/noun	death/noun	deler/noun	des/adj	dier/noun	dijk/noun	ding/noun	ding_DIM/noun	doe/verb	door/adv	doortrapt/adj	drang_hek/noun	dreigement/noun	drempel/noun	drugs_handelaar/noun	durf/verb	echt/adj	egoïstisch/adj	eigenschap/noun	elf/noun	elleboog/noun	elleboog_stoot/noun	en/adv	erg/adj	ernstig/adj	even/adj	excuseer/verb	fantasie/noun	favoriet/noun	fel/adj	fout/noun	geblesseerd/adj	gedurfd/adj	gemeen/adj	genoeg/adv	gericht/adj	geschiedenis/noun	gespierd/adj	gevaarlijk/adj	gevoel/noun	gewoon/adj	glimlach/noun	god/noun	goedkoop/adj	grimas/noun	groen/adj	groep_DIM/noun	grond/noun	groot/adj	gruwelijk/adj	guitig/adj	guy/noun	haai/noun	handvol/noun	hang/verb	hard/adj	heb/verb	heel/adj	heel/adv	helling/noun	het/noun	hier/noun	hoe/adj	hoek/noun	hoofdpersoon/noun	humor/noun	hypocrisie/noun	ieder/adv	iemand/noun	iets/adv	iets/noun	immigrant/noun	in_borst/noun	incident/noun	inheems/adj	inslag/noun	inzicht/noun	jaloers/adj	jong/noun	jood/noun	kan/verb	kanker/noun	keihard/adj	kenmerk/noun	kijk/verb	kindervriend/noun	klank/noun	klauw/noun	klein/adj	klink/verb	kop/noun	kop_stoot/noun	kunst/noun	kwasi/adj	laag/adj	lach/verb	leer/verb	leger/noun	lek/noun	lief/noun	lijk/verb	live_band/noun	loer/noun	louter/adv	maak/verb	machine/noun	make-up/noun	man/noun	manier/noun	meest/adj	meestal/adv	mens/noun	metalen/adj	min/adj	minstens/adv	misdadiger/noun	misdrijf/noun	moeder/noun	monarchie/noun	muzikaal/adj	naar/adj	net/noun	nicht_DIM/noun	niets/adv	nogal/adv	notabene/adv	nummer/noun	on_gefundeerd/adj	onbetrouwbaar/adj	onderdruk/verb	ondertoon/noun	ondoorzichtig/adj	onjuist/adj	ontaard/verb	ontdek/verb	ontroerend/adj	ontsier/verb	ontvlucht/verb	ontzettend/adj	onverbiddelijk/adj	oog_DIM/noun	ook/adv	op_stoot_DIM/noun	opmerking/noun	ouder/noun	overdreven/adj	overduidelijk/adj	overtreding/noun	overval/noun	paal_DIM/noun	papa/noun	partner/noun	passie/noun	plant/noun	pleeg_ouder/noun	polder/noun	portret/noun	postuur/noun	producent/noun	raak_kwijt/verb	racist/noun	rap/adj	rauw/adj	recht/noun	respect_loos/adj	rivale/noun	roep_af/verb	ronduit/adv	rotzooi/noun	ruïneer/verb	schakel_over/verb	scheld/verb	schilder_af/verb	schilderij/noun	schrijnend/adj	schuiver/noun	schuldig/adj	schurk/noun	senior/noun	sheriff/noun	slachtoffer/noun	slecht/adj	sliert/noun	slinks/adj	smaak/noun	soms/adv	soort/noun	spartel/verb	spectaculair/adj	speel/verb	spel/noun	spel_DIM/noun	spreek_aan/verb	sprookje/noun	spul/noun	stapel_op/verb	steel/verb	stekelig/adj	stel/noun	stel/verb	stem/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tante/noun	te/adv	tegenstander/noun	teken/verb	toch/adv	tot/adv	tovenaar/noun	transfer/noun	trap/noun	traumatisch/adj	treed_op/verb	truc/noun	uiterst/adj	vaak/adj	vader/noun	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vele/adj	verliefd/adj	vermoeden/noun	vernedering/noun	verontwaardiging/noun	verpest/verb	verschrikkelijk/adj	versperring/noun	vijandig/adj	vind/verb	virus/noun	vlieg/adj	volk/noun	volwassene/noun	voorts/adv	voorwaardelijk/adv	vraag/noun	vrolijk/adj	wantrouwend/adj	wars/adj	wat/adv	web/noun	weet/verb	weide/noun	wel/adv	wel_gemikt/adj	wijze/noun	windstoot/noun	winnaar/noun	woed/verb	woestijn/noun	woonhuis/noun	worstel/verb	zaak/noun	zeker/adj	zie/verb	ziektekiem/noun	zielig/adj	zo/adv	zoek/adj	zogenaamd/adj
1997/noun	0.0	0.6210967	0.85036355	0.7297931	0.8477311	0.7272458	0.8840807	0.9455482	0.79102814	0.89457715	0.85413176	0.92551965	0.8982189	0.9308729	0.76516217	0.9075482	0.8921734	0.95130146	0.8829729	0.8339599	0.7521437	0.8123251	0.85361135	0.85979503	0.7392024	0.8914121	0.89385295	0.848144	0.83848935	0.89470863	0.9013295	0.9498528	0.95023435	0.84014773	0.81433886	0.88904333	0.8792288	0.72719604	0.83219147	0.84876263	0.9405585	0.8253154	0.8411384	0.8652839	0.8497468	0.8900978	0.91406524	0.7871789	0.86020374	0.96404636	0.94664115	0.8294413	0.7609086	0.9328551	0.90540785	0.94392663	0.8999787	0.90742034	0.9240177	0.91096324	0.82696617	0.9003834	0.87605107	0.86891925	0.81361246	0.91668075	0.84361726	0.8834667	0.8457227	0.6625806	0.94158953	0.8854081	0.8933059	0.8634573	0.7930814	0.8282474	0.91782755	0.9197745	0.9138338	0.74528253	0.85686094	0.96725386	0.8860693	0.6903672	0.9296019	0.8329684	0.92500544	0.8696759	0.8290205	0.97897416	0.9575966	0.84367377	0.8843468	0.9432109	0.889255	0.9130197	0.8637643	0.9020486	0.73505104	0.7975953	0.87587094	0.9595373	0.7555966	0.79527336	0.9183748	0.8314302	0.75946087	0.92213756	0.89662164	0.9344032	0.9679665	0.8670542	0.92125696	0.92711604	0.82082087	0.9333942	0.91157675	0.8607961	0.8654262	0.8641019	0.8797066	0.80236536	0.9071164	0.881132	0.87169844	0.8327497	0.95461076	0.83231246	0.82998955	0.79616976	0.8614477	0.6231713	0.8387113	0.8745705	0.9699884	0.95350295	0.8783872	0.86695564	0.83407676	0.91635495	0.8660821	0.92074335	0.93035895	0.9120636	0.9030497	0.940594	0.9421183	0.80085313	0.8405911	0.8990276	0.9150632	0.90499383	0.79246444	0.8780589	0.881338	0.91303587	0.8983695	0.69224524	0.9094019	0.8171021	0.84560406	0.8190325	0.90047	0.8414254	0.7349695	0.7622715	0.82148737	0.82218826	0.9035223	0.8434109	0.8202624	0.96184826	0.8585224	0.8104459	0.912038	0.7907702	0.9291091	0.91824263	0.90878165	0.90839297	0.9433619	0.9177749	0.8719305	0.82305366	0.84625524	0.89059997	0.92621845	0.7834171	0.91095805	0.9120111	0.87149256	0.9138	0.9185931	0.914658	0.8124516	0.9189338	0.846437	0.7800023	0.7818196	0.95031196	0.8011154	0.9529015	0.8411014	0.94852686	0.94067955	0.8616657	0.828585	0.9575031	0.9547603	0.80988234	0.86642987	0.8572382	0.91993487	0.81403434	0.91434616	0.8907739	0.82474124	0.90167534	0.9029342	0.88811177	0.85061395	0.9343153	0.862777	0.8932961	0.85161847	0.8605224	0.8216477	0.78959316	0.95100474	0.8162495	0.78887033	0.88865596	0.93640316	0.886755	0.92552257	0.8682903	0.77096426	0.8893011	0.8472089	0.88481355	0.85868704	0.9320321	0.8962343	0.87185967	0.85176986	0.92261153	0.82069296	0.85640615	0.8654178	0.95923334	0.8519411	0.7777083	0.88230336	0.7176193	0.88423383	0.9103089	0.8533579	0.9345839	0.9016512	0.8314382	0.96959287	0.8228303	0.79078054	0.83904415	0.88132286	0.86855525	0.7622677	0.79537106	0.8206082	0.8446921	0.7893659	0.78353435	0.9103123	0.92119986	0.8520694	0.820131	0.8367684	0.7077351	0.8064249	0.8062821	0.8810436	0.879204	0.8382473	0.78619194	0.904764	0.8131326	0.86704886	0.91053504	0.89201754	0.73168236	0.81615835	0.94164014	0.8998568	0.9236007	0.88595724	0.9215611	0.8985234	0.9065248	0.86240464	0.9195036	0.9377085	0.84732324	0.90222037	0.773355	0.82425225	0.7348816	0.9029096	0.8996067	0.86582035	0.9741583	0.922127	0.8715535	0.9247435	0.8921938	0.86852354	0.76609313
Colombiaans/adj	0.6210967	0.0	0.7699627	0.6829479	0.89702547	0.8904497	0.8293271	0.9425059	0.5461029	0.896304	0.76363945	0.90711117	0.95318234	0.8422287	0.9215775	0.9598245	0.75214744	0.8630258	0.83193517	0.8767307	0.833461	0.6907988	0.83714765	0.6727875	0.91181964	0.6655544	0.86190975	0.923474	0.8926583	0.9383233	0.9155006	0.9084189	0.94363284	0.7405648	0.86944973	0.9355294	0.87076885	0.7752812	0.8110478	0.741255	0.90958005	0.86287653	0.56662965	0.78612626	0.8199435	0.69260824	0.80452764	0.7585204	0.9053807	0.9809974	0.95286417	0.80141795	0.8825593	0.8522453	0.86420906	0.9569685	0.9113734	0.92106044	0.88432133	0.90219706	0.84722334	0.8780438	0.804806	0.94951206	0.44949573	0.91760576	0.90272343	0.9028902	0.8026066	0.7380549	0.9362518	0.86482865	0.8910729	0.9362754	0.7866443	0.9262036	0.8638667	0.89402634	0.8986815	0.75263935	0.86989605	0.96070045	0.891197	0.6939827	0.93586195	0.8520582	0.74123293	0.86629736	0.8109124	0.9344811	0.90312195	0.94352996	0.8860299	0.8567506	0.92027605	0.8032095	0.7615277	0.82935977	0.7571707	0.79020286	0.91894555	0.9239724	0.8925611	0.84884757	0.8642305	0.8104009	0.71726906	0.81097776	0.92903537	0.8995382	0.9584058	0.8288216	0.876899	0.873871	0.8969075	0.94170296	0.86192524	0.87939507	0.8583939	0.9490184	0.900488	0.66529644	0.8593662	0.8777479	0.7667942	0.7891332	0.84631807	0.86633754	0.8701016	0.7736908	0.90386885	0.7671928	0.92346716	0.802629	0.92360276	0.9145458	0.90354246	0.87401366	0.81851315	0.9325538	0.92801404	0.9000117	0.86114025	0.9162649	0.9368939	0.9309912	0.88153094	0.5667654	0.86395705	0.8827064	0.9500628	0.88179475	0.790867	0.8843164	0.89450616	0.9036382	0.87573385	0.8635863	0.7721013	0.7088542	0.7908028	0.8560179	0.91183215	0.90764034	0.83869004	0.6091148	0.8241718	0.7879951	0.899019	0.8619519	0.9249863	0.9585739	0.5403613	0.8191074	0.85417956	0.8033439	0.92906255	0.8712369	0.8205967	0.7586642	0.91036165	0.757332	0.88463205	0.83650887	0.7370596	0.87238586	0.90801466	0.7146107	0.88288295	0.8961418	0.861385	0.9272766	0.90124416	0.91904444	0.8505755	0.87343943	0.90223044	0.8745226	0.83840823	0.8789972	0.83051157	0.809639	0.8751031	0.8257397	0.88454777	0.8354897	0.88757896	0.94266295	0.9514595	0.7557608	0.64271235	0.9213595	0.8765186	0.7404531	0.8890264	0.7963505	0.67497265	0.9053804	0.8731858	0.89215934	0.70040953	0.8672689	0.8771235	0.8746166	0.83337736	0.90795636	0.9009171	0.79025936	0.927108	0.8469517	0.78549486	0.929121	0.88688344	0.7588427	0.91474706	0.8622121	0.77035224	0.9333756	0.9217427	0.953077	0.87253076	0.9271478	0.86657274	0.9204331	0.86360455	0.8735109	0.6896837	0.8685653	0.8996967	0.8785816	0.9095114	0.6274731	0.84315425	0.79588825	0.9046265	0.94499534	0.838819	0.95960474	0.90255773	0.82867134	0.94400793	0.653757	0.89794564	0.87725914	0.87103534	0.86714756	0.688118	0.7632768	0.82685035	0.8439839	0.7497448	0.8692993	0.92285836	0.8880961	0.8512621	0.8068459	0.91047704	0.71017575	0.80314237	0.873229	0.84521693	0.9066804	0.85023236	0.7053473	0.9066564	0.7900993	0.9329678	0.7140084	0.90468127	0.8048823	0.87715083	0.98199534	0.9297343	0.83582747	0.9133077	0.92435473	0.9157552	0.9060875	0.83867097	0.96339685	0.9389792	0.720737	0.85930276	0.8491395	0.68748474	0.8342769	0.86138165	0.9099066	0.74312145	0.9851128	0.93222696	0.82688135	0.8909258	0.8805911	0.86260104	0.7595465
Nederlander/noun	0.85036355	0.7699627	0.0	0.9138323	0.76093876	0.91360784	0.8630123	0.8638924	0.8003348	0.72728336	0.62023795	0.9140043	0.9410974	0.94701385	0.8437223	0.80865467	0.878008	0.78748435	0.8150785	0.7667	0.89006525	0.9693969	0.866539	0.9558438	0.790715	0.5805135	0.87897444	0.78023684	0.9284873	0.818696	0.927515	0.89049566	0.8595308	0.834513	0.83576465	0.9302291	0.8847516	0.78850824	0.4083982	0.8728044	0.8385157	0.7760691	0.871818	0.6146791	0.8099393	0.74061084	0.9131508	0.79956067	0.85659	0.8297625	0.7692151	0.9557699	0.8933226	0.8609251	0.7955323	0.920634	0.8061801	0.8674871	0.9029316	0.8050982	0.8992023	0.8700831	0.88920045	0.96124196	0.8601744	0.8008063	0.81435573	0.859048	0.7472448	0.8822405	0.86728156	0.968405	0.76800984	0.8223508	0.8174452	0.8384412	0.9517772	0.8324834	0.7904174	0.9374983	0.90595716	0.8107144	0.8772793	0.6908778	0.8254705	0.79945856	0.8341097	0.8127714	0.8295888	0.86510766	0.7472956	0.93546754	0.7896439	0.8116453	0.87238467	0.81534714	0.6577034	0.8996321	0.9305205	0.7566595	0.9308289	0.95253474	0.90860945	0.70238197	0.82137644	0.87345684	0.7871679	0.78719497	0.7904601	0.81906235	0.8140658	0.7644358	0.8370585	0.86338305	0.834167	0.7877704	0.8473257	0.79021394	0.7135784	0.8051341	0.83992064	0.51074183	0.92405707	0.8973498	0.7381519	0.76197624	0.8802079	0.8074167	0.886797	0.56809103	0.840095	0.8664106	0.90023273	0.63659155	0.8030151	0.9496398	0.84548575	0.93252957	0.7826587	0.8765803	0.85875684	0.8827621	0.87868434	0.9310283	0.9341701	0.8440328	0.8246682	0.81104404	0.9146483	0.8034296	0.8729954	0.94695693	0.93135625	0.85661227	0.8795533	0.91321003	0.8881637	0.6961168	0.82067865	0.6503247	0.6654933	0.55978715	0.9175653	0.7824358	0.73690486	0.7994304	0.87051046	0.7971449	0.71838987	0.8522136	0.83994925	0.9100325	0.9094779	0.7909333	0.7868097	0.92143846	0.89688647	0.8958318	0.8119562	0.7755981	0.93020046	0.9032307	0.94875455	0.8866364	0.7913509	0.7583024	0.8406663	0.67015505	0.7612472	0.9174975	0.86376244	0.6809548	0.8801919	0.7206404	0.6853043	0.84639597	0.81412864	0.83707815	0.8797057	0.89868116	0.7306471	0.8561951	0.79990625	0.70707107	0.90290517	0.82068956	0.87186563	0.97888976	0.92293525	0.8407672	0.7018719	0.7953079	0.83861667	0.7389942	0.86662376	0.86157805	0.94409645	0.8500031	0.82874054	0.8652417	0.9212537	0.70046675	0.80194014	0.76533496	0.7436707	0.92094225	0.80754256	0.838133	0.81352127	0.9451292	0.73916715	0.80739814	0.8685851	0.9321126	0.8616243	0.7733824	0.7285477	0.96758425	0.8171901	0.89626914	0.9275184	0.8061024	0.7481737	0.85141516	0.87175107	0.93460333	0.93786734	0.903893	0.8040133	0.93143684	0.79212683	0.74245584	0.8286948	0.93620104	0.8922955	0.9739474	0.8729842	0.8517563	0.7877877	0.9133203	0.79222	0.7131977	0.9235866	0.8972484	0.8998305	0.85819006	0.8698832	0.8470614	0.8677642	0.7004312	0.78280145	0.87576795	0.88107455	0.764055	0.84514785	0.603658	0.86389154	0.90707594	0.8788748	0.89408875	0.6602934	0.7729082	0.82049686	0.70179975	0.86182725	0.80867326	0.9136907	0.6450354	0.764794	0.8448527	0.9984151	0.8305242	0.80297804	0.7628774	0.8659187	0.77336955	0.9428938	0.88885033	0.89961624	0.7839923	0.980572	0.8656015	0.9629969	0.8048216	0.9310307	0.8595248	0.9175207	0.82904464	0.9504796	0.82753444	0.85242385	0.9553763	0.7175015	0.82530284	0.85850024	0.8802717
Vaticaan/noun	0.7297931	0.6829479	0.9138323	0.0	0.82074016	0.8669073	0.6905841	0.86594254	0.857471	0.8755531	0.9311224	0.9706306	0.95724857	0.7623019	0.92616117	0.90657616	0.8526773	0.79255724	0.854096	0.7997968	0.7234807	0.6092074	0.8784759	0.8662656	0.95061624	0.83486503	0.7718471	0.81132793	0.87927145	0.9189266	0.91381663	0.8474615	0.9238312	0.7152245	0.72213906	0.9427031	0.9243045	0.85617566	0.8676071	0.61427283	0.81452566	0.888601	0.7201478	0.79413426	0.85909426	0.7245424	0.806247	0.81705284	0.9547689	0.92603344	0.9635939	0.8716267	0.7765688	0.869395	0.93806064	0.9283007	0.91167104	0.933373	0.9096809	0.86114675	0.8003827	0.9166003	0.77068126	0.9136659	0.7669488	0.9152377	0.84440035	0.8628937	0.9430488	0.9136333	0.9052669	0.86356616	0.9177417	0.8505204	0.89371866	0.93433386	0.8133706	0.88151824	0.9169147	0.6126053	0.92757994	0.95183146	0.84236133	0.79029775	0.8669696	0.7327134	0.85437787	0.83955	0.90037924	0.8946315	0.9561904	0.9058976	0.77454805	0.9684352	0.8245239	0.8770793	0.86931145	0.9208021	0.8060294	0.7988427	0.8942628	0.90516454	0.93505085	0.88616365	0.95057064	0.84909046	0.75369364	0.8847904	0.8246834	0.89666754	0.8784025	0.7621925	0.8869877	0.84936666	0.84563005	0.89623505	0.7053199	0.8844272	0.86587083	0.90686136	0.93149686	0.7664695	0.8596483	0.8386171	0.81093144	0.8823411	0.8808468	0.8496851	0.94412875	0.6498061	0.93344283	0.8257195	0.9064834	0.8842315	0.91110015	0.9218111	0.9123635	0.8176414	0.90229374	0.8135149	0.8811499	0.8854694	0.89113903	0.86032146	0.93562096	0.913464	0.97523755	0.7181128	0.8524306	0.8891459	0.90651387	0.88961124	0.8523208	0.88762206	0.81810534	0.95199066	0.8566104	0.87078977	0.8828051	0.84347874	0.93744034	0.84757113	0.9405134	0.8559711	0.94198436	0.8018142	0.8848264	0.8432505	0.88522094	0.94137275	0.9232824	0.96084815	0.87864166	0.80820006	0.8409753	0.75533974	0.9737423	0.74688065	0.73601997	0.8350035	0.7738809	0.842318	0.7721356	0.8291336	0.92780894	0.83556026	0.8457837	0.7599047	0.76147026	0.8560189	0.79788184	0.87252754	0.8736669	0.70704347	0.83080214	0.7396276	0.8778022	0.8857005	0.9304326	0.9224103	0.8281849	0.8715197	0.9167331	0.9741439	0.85279477	0.8983629	0.84025	0.91143835	0.94719416	0.88408417	0.8217762	0.88301814	0.8613488	0.6976644	0.7249898	0.81663585	0.80295503	0.73959637	0.87811846	0.9130749	0.9247073	0.82244056	0.84575355	0.91617453	0.7875063	0.8781733	0.9172383	0.81635034	0.85838115	0.9047063	0.90577763	0.9452018	0.87202454	0.79119116	0.9117533	0.82902336	0.91429967	0.923168	0.9287734	0.95960665	0.89295995	0.9119847	0.77571744	0.87111986	0.90220374	0.90302956	0.9160915	0.8901827	0.9193454	0.88909316	0.8940893	0.7974585	0.89290816	0.6988348	0.85456264	0.9140533	0.78162587	0.88139224	0.80405855	0.92330587	0.9465779	0.7243701	0.7900116	0.9229139	0.9001806	0.8987085	0.84733665	0.9038444	0.79630864	0.8743466	0.8447906	0.9163153	0.92015064	0.9132729	0.80724216	0.81739724	0.93886006	0.81619835	0.8059378	0.64581144	0.90950745	0.8286648	0.89532435	0.8287414	0.86224645	0.832795	0.9489745	0.8255038	0.8670251	0.88131285	0.84855884	0.9139613	0.88126343	0.84832245	0.8911675	0.9366385	0.9160044	0.9428495	0.8698696	0.9168656	0.92295694	0.8291669	0.7166325	0.9502718	0.5189641	0.8627968	0.8880261	0.89852864	0.8030526	0.9355222	0.9157549	0.8973379	0.82639384	0.847932	0.939834	0.7366861
Waal/noun	0.8477311	0.89702547	0.76093876	0.82074016	0.0	0.77571523	0.7050079	0.9304594	0.902211	0.91233546	0.8012192	0.8431729	0.88560444	0.8111291	0.7110102	0.8090057	0.8943643	0.77890223	0.92305154	0.75356954	0.7582024	0.8512926	0.7874275	0.7858787	0.84562635	0.68535984	0.7953488	0.81001234	0.85022414	0.8155365	0.6799783	0.8325345	0.72582936	0.66945195	0.8551394	0.9489775	0.7486654	0.7804593	0.66123927	0.8159965	0.8239173	0.8491939	0.86141956	0.80803734	0.8019583	0.6230427	0.8806415	0.7102351	0.7654234	0.7811893	0.7385521	0.9063194	0.82455415	0.6457484	0.9222188	0.69808	0.8619415	0.8170664	0.8886082	0.74618155	0.8449356	0.8296436	0.7914134	0.88180816	0.81541497	0.9453127	0.7304583	0.7345913	0.7446605	0.8871943	0.8547951	0.765956	0.82210934	0.8137809	0.8952003	0.8726413	0.872818	0.84269744	0.8350592	0.8322377	0.75059664	0.92162097	0.8101114	0.6874988	0.88153195	0.82598805	0.8245867	0.85531515	0.7091767	0.78622854	0.8182636	0.75460297	0.87926555	0.910785	0.75087416	0.8844979	0.78316355	0.8881369	0.8006317	0.75814015	0.79650795	0.84390104	0.8987741	0.72762793	0.90671897	0.7677616	0.84010875	0.86541104	0.81364214	0.59344906	0.90927356	0.7923028	0.88960344	0.7775923	0.75238675	0.8497094	0.8475107	0.915832	0.7903141	0.83254343	0.8878938	0.7657272	0.83428526	0.8386871	0.6719945	0.69574153	0.8634043	0.7805128	0.92954075	0.75229746	0.80015963	0.8663	0.7552412	0.71634126	0.8777199	0.9045424	0.83335686	0.8541113	0.85487	0.87228405	0.86861515	0.8841135	0.8769096	0.7865702	0.7959793	0.854491	0.8434974	0.759184	0.8304186	0.8875772	0.8701366	0.912416	0.7835647	0.81995624	0.8486062	0.836326	0.86611164	0.84589195	0.84785354	0.8396826	0.74866766	0.842026	0.78906196	0.80956453	0.91673136	0.684008	0.9006282	0.90137494	0.75473666	0.8612294	0.8643811	0.8825382	0.9063663	0.7269167	0.774798	0.77020997	0.8810218	0.84225225	0.73003507	0.82271355	0.8650559	0.80445457	0.88515043	0.76130676	0.8878353	0.90202856	0.79731685	0.8157593	0.7368231	0.7964255	0.6673721	0.83164865	0.86320156	0.7944527	0.90073264	0.7937478	0.75085986	0.8039473	0.8632102	0.81025124	0.82965505	0.8818521	0.84186804	0.9046648	0.8702966	0.6518715	0.9690751	0.83947396	0.95164067	0.7392976	0.61374307	0.81958103	0.83973616	0.8585024	0.8428381	0.7838539	0.9196909	0.77021056	0.8245581	0.8597274	0.8167113	0.7273295	0.691642	0.9433604	0.8984882	0.8393817	0.86277276	0.77990556	0.8600264	0.8871132	0.87646824	0.8337798	0.83776	0.78746176	0.86311626	0.7747471	0.83081007	0.8474284	0.792103	0.7730729	0.80433327	0.79648995	0.8873289	0.7679041	0.81421125	0.85421234	0.9586361	0.86167705	0.8030944	0.90578234	0.81253064	0.7936349	0.8823881	0.8720818	0.8061606	0.7214891	0.85198706	0.77051216	0.6341628	0.9478296	0.8184577	0.76205796	0.8431216	0.938456	0.82897353	0.85250175	0.9017679	0.82737654	0.7977717	0.7570214	0.90768903	0.8579128	0.79765075	0.7896362	0.7904904	0.7814915	0.8708286	0.90666115	0.7836567	0.8096346	0.90051186	0.7819947	0.9114595	0.7287284	0.8793418	0.8622567	0.8322511	0.70607203	0.86802024	0.8718629	0.8887152	0.91087335	0.82742983	0.7890139	0.89774555	0.8215017	0.91492116	0.921563	0.725721	0.85978657	0.9204289	0.87457234	0.76659644	0.9345908	0.86770093	0.7622126	0.85091543	0.8446931	0.8850974	0.8024246	0.900306	0.8858956	0.7842622	0.81478405	0.9246349	0.8258371
aanmerkelijk/adj	0.7272458	0.8904497	0.91360784	0.8669073	0.77571523	0.0	0.7629398	0.87773186	0.87823814	0.8395944	0.84072053	0.8574806	0.8697855	0.8000032	0.8386985	0.75818175	0.8556187	0.8758553	0.73190343	0.7832935	0.82415265	0.8600819	0.85684144	0.8051179	0.8517469	0.8719987	0.74903744	0.727026	0.8225544	0.8792906	0.80579656	0.6549624	0.8660268	0.7837783	0.85704005	0.8477309	0.86663675	0.7629997	0.8135742	0.8327724	0.7776849	0.8385208	0.90649647	0.9084826	0.77458954	0.8113285	0.8858594	0.593292	0.84914386	0.84379995	0.8239958	0.84605634	0.68696123	0.86723256	0.9023407	0.8856275	0.8110697	0.70009863	0.91979	0.7271038	0.82550454	0.8374666	0.6997843	0.68344474	0.8593483	0.94170207	0.7056005	0.7386476	0.820945	0.8641728	0.86626124	0.79295343	0.7903925	0.6621771	0.76609665	0.77002794	0.8503249	0.7908999	0.8416882	0.7409227	0.8246349	0.95954263	0.7015592	0.7664474	0.75053346	0.8184318	0.8963431	0.7117557	0.8254413	0.8678727	0.84531236	0.8599187	0.9292476	0.7827833	0.8860855	0.8688607	0.7793677	0.82277274	0.8227492	0.71183634	0.79716843	0.89305013	0.8231754	0.77613527	0.8743526	0.7646121	0.84533536	0.76674694	0.68768513	0.8582033	0.8732878	0.8506757	0.7981128	0.7766726	0.844917	0.8119979	0.88271534	0.8548112	0.8828338	0.45426327	0.8028461	0.87793624	0.71076715	0.8202786	0.855866	0.7062932	0.8677868	0.80914044	0.87068605	0.87174094	0.8302033	0.8359772	0.82787687	0.84824944	0.8973708	0.7972478	0.61228585	0.8436498	0.8039792	0.6847817	0.8885446	0.82633394	0.8583013	0.8501818	0.77463543	0.8354171	0.95207065	0.87958163	0.85619783	0.8395756	0.85326606	0.63205826	0.78279394	0.79723716	0.7380064	0.8414115	0.71837735	0.90212375	0.78997064	0.80113137	0.67497313	0.8311212	0.8905799	0.6263083	0.8636286	0.7997556	0.8519374	0.93383414	0.8958814	0.82240087	0.8091898	0.91915	0.8657675	0.78043616	0.7419354	0.8087684	0.7260382	0.8109479	0.78794295	0.84676707	0.69881105	0.8201967	0.8963534	0.73688173	0.8959298	0.7337572	0.78846836	0.87924683	0.72726554	0.80260944	0.7720346	0.781407	0.7749634	0.83221465	0.90289176	0.7673834	0.83413726	0.7653662	0.845225	0.89261985	0.86120397	0.909595	0.8297955	0.8755151	0.8834433	0.8879341	0.844838	0.779101	0.7978211	0.81382763	0.8291249	0.8320987	0.72905326	0.78803086	0.80493826	0.78876626	0.83220553	0.6952622	0.74342835	0.80677867	0.6407136	0.8337288	0.77288383	0.8769073	0.8228985	0.6550791	0.8689617	0.84232795	0.86694914	0.8248321	0.8533193	0.80144256	0.784211	0.759665	0.7335701	0.7191715	0.7821276	0.7568042	0.82411754	0.83563733	0.71016	0.8116383	0.91672766	0.79279625	0.69015557	0.7571686	0.93771046	0.77690995	0.83392936	0.91769004	0.6453087	0.85402864	0.7993829	0.70236677	0.7784294	0.74120903	0.8281224	0.64142495	0.87128925	0.94808704	0.8207706	0.8409976	0.8001003	0.91265243	0.82453156	0.827747	0.842428	0.73233294	0.672388	0.707144	0.9370278	0.89628273	0.81921196	0.6426987	0.74107766	0.7801523	0.8756084	0.7894079	0.77271837	0.77220213	0.7659792	0.8443452	0.90068203	0.84061545	0.8549602	0.85677874	0.762102	0.8625159	0.8585001	0.87097424	0.8360756	0.90493983	0.79634655	0.78081477	0.81286544	0.60772246	0.91493684	0.9694182	0.768841	0.8686234	0.75904596	0.83374053	0.8163085	0.8641048	0.891518	0.82898545	0.8850788	0.8023615	0.82930607	0.9221283	0.8858289	0.7878022	0.8406278	0.6246625	0.83096176	0.8192942
