	publiek/adj	Squadra/name	sluw/adj	Kirk/name	haar/det	ronduit/adv	een/det	virus/noun	gevoel/noun	racist/noun	vind/verb	door/prep	wie/det	Waal/noun	stapel_op/verb	leger/noun	favoriet/noun	onwaar/adj	oud_staatssecretaris/noun	zo/adv	hand/noun	pleeg_ouder/noun	dood/adj	Verkest/name	bevolking_groep/noun	guy/noun	papa/noun	schop/verb	nogal/adv	heel/adv	scène/noun	laag/adj	Coltrane/name	onjuist/adj	schiet_dood/verb	naar/adj	Robbie/name	passie/noun	zij/pron	Aalbers/name	zeker/tag	volwassene/noun	begeer/verb	vernedering/noun	6-3/num	Saddam/name	vanwege/prep	maar/comp	excuseer/verb	nummer/noun	zo/adj	windstoot/noun	bond_genoot/noun	dier/noun	één/num	moralisme/noun	wanneer/comp	Freddy/name	producent/noun	trap/noun	wijze/noun	je/pron	ieder/adv	dan/comparative	val/noun	aantijging/noun	hoek/noun	zaak/noun	meisje/noun	bega/verb	leer/verb	zoek/verb	metalen/adj	Vuitton/name	Unilever/name	spannend/adj	ontroerend/adj	bijtend/adj	zicht/noun	heks/noun	Marguerite/name	verpest/verb	bocht/noun	behalve/comp	timide/adj	bevind/verb	criticus/noun	beetje/noun	tegen/prep	ach/tag	gruwelijk/adj	inslag/noun	glimlach/noun	vrolijk/adj	vaak/adj	wars/adj	geld/verb	groen/adj	elftal/noun	maak/verb	Grieks/adj	dat/noun	onderdruk/verb	Nottingham/name	traumatisch/adj	tand_arts/noun	Vaticaan/noun	onverbiddelijk/adj	commentator/noun	maar/vg	transfer/noun	en/comp	deler/noun	teken/verb	of/vg	vlieg/adj	wel_gemikt/adj	uiterst/adj	verbind/verb	hen/pron	sommige/det	goedkoop/adj	gemeen/adj	immigrant/noun	handvol/noun	tante/noun	doortrapt/adj	klink/adj	stroper/noun	hoe/adj	goor/adj	hard/adj	spul/noun	overduidelijk/adj	zie/verb	bad/noun	Douglas/name	60/num	elleboog_stoot/noun	iemand/noun	hun/det	wek_op/verb	polder/noun	weet/verb	smerig/adj	broodje/noun	wantrouwend/adj	accommodatie/noun	Kuip/name	te/adv	been/noun	baseer/verb	grimas/noun	overeind/adv	pedagogisch/adj	grond/noun	bezet/verb	jullie/pron	alle/det	Merlijn/name	cd-rom/noun	vraag/noun	ik/pron	enig/adj	omdat/comp	woed/verb	bin/name	smaak/noun	wild/adj	alsof/comp	en/adv	klink/verb	wat/det	bas_lijn/noun	elf/noun	en/vg	drang_hek/noun	toevlucht/noun	Wauters/name	Grass/name	Aalders/name	als/comparative	lijk/verb	kan/verb	respect_loos/adj	ontsier/verb	vecht/verb	kindervriend/noun	Günter/name	misdadiger/noun	duel/noun	dan/adv	stok/noun	steel/verb	fel/adj	Serena/name	militie/noun	tot/adv	jaloers/adj	bijzonder/adj	amok/noun	brutaal/adj	staat/adj	beide/det	mik/verb	ze/pron	beweging/noun	Papadopoulos/name	gespierd/adj	Mobilcom/name	roep_af/verb	heel/adj	toegangspoort/noun	steek/fixed	Mountains/name	zoek/adj	zijn/det	emotioneel/adj	spring/verb	Braziliaan/noun	minstens/adv	als/prep	over/prep	ding/noun	briefschrijver/noun	Mulisch/name	moeder/noun	Duisenberg/name	sliert/noun	ziektekiem/noun	stijg/adj	nijlpaard/noun	spek_glad/adj	ervan/pp	lek/noun	verontwaardiging/noun	Somers/name	Paauwe/name	journalist/noun	toe/adv	ondoorzichtig/adj	veelvoud/noun	syfilis/noun	echt/adj	gestolen/adj	toch/adv	allerijl/adv	Voltaire/name	troep/noun	onder/prep	overval/noun	durf/verb	overdreven/adj	on_gefundeerd/adj	net/noun	film/noun	ontdek/verb	Esther/name	vermoeden/noun	dat/pron	door/adv	imago/noun	complot/noun	death/noun	Louis/det	soort/noun	Blue/name	teatraal/adj	gering/adj	hoofdpersoon/noun	die/pron	Dolores/name	geen/det	aanmerkelijk/adj	groep_DIM/noun	land_genoot/noun	truc/noun	hem/pron	bluesy/noun	blessure/noun	val_partij/noun	ding_DIM/noun	naïef/adj	fout/noun	schurk/noun	sheriff/noun	door/comp	jong/noun	charmant/adj	live_band/noun	soms/adv	ben/verb	heb/verb	Meersen/name	Madonna/name	lach/verb	kop_stoot/noun	kruis/verb	tegenover/prep	jeugdherinnering/noun	plant/noun	medestudent/noun	winnaar/noun	groot/adj	manier/noun	treed_op/verb	binding/noun	streek/noun	want/vg	gewoon/adj	opmerking/noun	op_stoot_DIM/noun	geschiedenis/noun	voornamelijk/adv	besmet/verb	daarentegen/adv	elleboog/noun	paal_DIM/noun	op/part	kwasi/adj	Kim/name	zogenaamd/adj	stad_genoot/noun	slinks/adj	kop/noun	dreigement/noun	tand_DIM/noun	notabene/adv	incident/noun	conservatief/adj	lelijk/adj	blaas_in/verb	Jacqueline/name	spel_DIM/noun	beschuldiging/noun	schepsel/noun	grappig/adj	slechts/adv	inheems/adj	als/comp	genoeg/adj	gericht/adj	keihard/adj	dat/comp	uitspraak/noun	bedien/verb	buitenlander/noun	misdrijf/noun	rechts/adj	tackle/noun	midden/prep	wie/pron	Weide/name	die/det	welk/det	ambtenaar/noun	zielig/adj	treffend/adj	stier/noun	rap/adj	man/noun	rivale/noun	hang/verb	plaveisel/noun	Kat/name	fantasie/noun	chaotisch/adj	Osama/name	klauw/noun	vijandig/adj	Chantal/name	ondertoon/noun	graas/verb	eenmaal/adv	meestal/adv	het/noun	ouder/noun	me/pron	Vos/name	doe/verb	oom/noun	drugs_handelaar/noun	brug/noun	zesde/num	even/adj	stem/noun	overtreding/noun	verschrikkelijk/adj	Haan/name	Spaans/adj	drempel/noun	niets/adv	wat/adv	voeding_middel/noun	waarvan/pp	kenmerk/noun	totdat/comp	rauw/adj	egoïstisch/adj	schrijf/verb	zalm/noun	humor/noun	daarna/adv	zowel/vg	campagne/noun	vader/noun	versie/noun	officieus/adj	verwijt/verb	partner/noun	gevaarlijk/adj	boos/adj	gadgets/noun	vet/adj	iets/adv	publiceer/verb	slachtoffer/noun	lot/noun	extreem/adj	terwijl/comp	beklijf/adj	des/adj	1997/noun	veel/adj	bal/noun	slecht/adj	collega/noun	stekelig/adj	vele/adj	dat/det	ontaard/verb	trendy/adj	muzikaal/adj	Laden/name	hij/pron	duivels/adj	hypocrisie/noun	met/prep	haal_uit/verb	ontzettend/adj	lief/noun	jij/pron	woonhuis/noun	Hertz/name	ernstig/adj	affiche/noun	niks/noun	web/noun	kilo_meter_lang/adj	veroorzaker/noun	machine/noun	guitig/adj	overigens/adv	Colombiaans/adj	chagrijnig/adj	helling/noun	kanker/noun	jood/noun	voorwaardelijk/adv	erg/adj	voorts/adv	beide/pron	tegenstander/noun	daad/noun	je/det	genoeg/adv	eigenschap/noun	kijk/verb	stel/verb	waarin/pp	in/adv	tekst_zet/noun	weide/noun	Hitler/name	zeker/adj	robbertje/noun	ontvlucht/verb	loer/noun	beveilig/verb	dusverre/adv	noem/verb	inzicht/noun	vruchteloos/adj	zo_niet/sbar	rotzooi/noun	reduceer/verb	spartel/verb	schuldig/adj	nota/noun	onbetrouwbaar/adj	reis_bureau/noun	schakel_over/verb	senior/noun	gedurfd/adj	spel/noun	ander/adj	schuiver/noun	scheld/verb	koerier_bedrijf/noun	Sigmund/name	hier/noun	ruïneer/verb	worstel/verb	raak_kwijt/verb	beurt/noun	honderdduizend/num	Brahms/name	Bad/name	stel/noun	jegens/prep	oog_DIM/noun	Beate/name	kunst/noun	manische/adj	tovenaar/noun	reactie/noun	dom/adj	woestijn/noun	de/fixed	dijk/noun	bespreking/noun	chef/noun	klein/adj	bedrieger/noun	sport_wagen/noun	mooi/adj	recht/noun	speel/verb	overvloed/noun	tv/noun	flits/verb	volk/noun	portret/noun	Pauw/name	agressief/adj	sprookje/noun	schrijnend/adj	versperring/noun	nicht_DIM/noun	wel/adv	min/adj	make-up/noun	haar/pron	god/noun	iets/noun	geblesseerd/adj	monarchie/noun	wegens/prep	helemaal/adv	wat/pron	prostituee/noun	poging/noun	spectaculair/adj	Spanje/name	daartussen/pp	schilderij/noun	spreek_aan/verb	Nederlander/noun	blok/noun	schilder_af/verb	haai/noun	meest/adj	in_borst/noun	seconde/noun	deel_uit/verb	Victor/name	louter/adv	verliefd/adj	mens/noun	postuur/noun	aas/verb	ook/adv	klank/noun
publiek/adj	0.0	0.96042687	0.806636	0.93084735	0.822829	0.81625897	0.79370964	0.8647208	0.7205968	0.87684387	0.83057415	0.82172596	0.76875234	0.8774459	0.8527617	0.8206468	0.9298108	0.88686925	0.8813739	0.82841206	0.89042383	0.9139282	0.9316667	0.9508569	0.75110745	0.8489878	0.92373663	0.8314105	0.77232295	0.90141076	0.88784254	0.8621572	0.93261003	0.7506736	0.9396856	0.9125413	0.9505807	0.8822826	0.78877723	0.84862936	0.8159767	0.8074658	0.8707722	0.6665761	0.98577154	0.8108597	0.710487	0.8262472	0.8932884	0.90724266	0.78663516	0.9273496	0.84744453	0.9172009	0.8787976	0.8944437	0.8050054	0.95096123	0.8942442	0.91420376	0.8303851	0.8981244	0.84859705	0.9139351	0.908617	0.80868214	0.8620451	0.82743716	0.90173393	0.8676076	0.94926614	0.88713026	0.8567317	0.85090446	0.8495619	0.9097472	0.88951015	0.8297305	0.9095584	0.9265014	0.918327	0.8854052	0.91862756	0.86425745	0.9326599	0.9077196	0.7921411	0.90109205	0.8175745	0.8782182	0.79353285	0.8686	0.871952	0.880893	0.840649	0.88848245	0.78350157	0.7967655	0.8831496	0.82194054	0.8666733	0.9145222	0.7832928	0.95182514	0.84806466	0.9374504	0.7607996	0.83513546	0.7769512	0.85812247	0.8843095	0.8804633	0.7790909	0.9232789	0.8180109	0.94546115	0.92165774	0.78557944	0.8765514	0.7704784	0.83073723	0.8618012	0.66149265	0.8750101	0.8945992	0.89014435	0.8661678	0.8581103	0.90612686	0.8624535	0.9142083	0.84915006	0.89886177	0.7487656	0.89600486	0.8896915	0.87083626	0.9841375	0.8918038	0.86312366	0.8028479	0.753886	0.88203245	0.9245633	0.9013729	0.8926675	0.85405546	0.86137646	0.90320116	0.8665664	0.9571146	0.8184803	0.8726251	0.7937368	0.8872469	0.9153466	0.8907684	0.92460585	0.72878987	0.9465182	0.86002624	0.86710817	0.91953516	0.90467566	0.7766828	0.81065494	0.93651134	0.78158426	0.8826704	0.822008	0.9027849	0.8495196	0.8812656	0.9591343	0.97197	0.7711865	0.91812646	0.9421715	0.87917894	0.8329202	0.8396207	0.8038317	0.8330785	0.88225675	0.7896197	0.8894173	0.9163628	0.88466084	0.89509624	0.91512465	0.9379459	0.9003409	0.90802014	0.95269763	0.83168006	0.8911425	0.8660016	0.8800861	0.91944504	0.86301255	0.86041415	0.9155967	0.87782574	0.8193501	0.7600474	0.85816276	0.8123672	0.8830062	0.8841109	0.8791742	0.7739854	0.872635	0.87415695	0.95976216	0.95304924	0.8762838	0.80271876	0.7911745	0.8847856	0.9104461	0.93379587	0.75408906	0.6652721	0.9068867	0.7882544	0.84309703	0.9393293	0.83552533	0.91109204	0.9538539	0.71654624	0.88733363	0.9350134	0.8290705	0.83823466	0.58574736	0.8935835	0.9224864	0.75949997	0.89649194	0.8193628	0.91462094	0.9102248	0.9038018	0.8757563	0.86569524	0.9461001	0.83168423	0.86188495	0.8418222	0.90800256	0.84851336	0.8092269	0.8492376	0.773214	0.87387353	0.84535366	0.95264024	0.83886206	0.8452207	0.84496444	0.84492403	0.7993671	0.83163434	0.9479414	0.7845086	0.90993226	0.7742795	0.7523075	0.8134086	0.76237595	0.93024343	0.7990809	0.8542994	0.79963714	0.8575898	0.8566119	0.83028436	0.9338159	0.9535045	0.9362035	0.95283043	0.8348539	0.90854776	0.84597564	0.87853134	0.71799207	0.9146513	0.816924	0.9487221	0.84755385	0.77759445	0.83153194	0.96852714	0.8220601	0.8577151	0.93878746	0.8753658	0.7827189	0.93570805	0.8779107	0.939014	0.9021314	0.6797986	0.8356163	0.87405354	0.8616056	0.92723113	0.8295204	0.8945875	0.747509	0.8816618	0.85180163	0.8038556	0.93876624	0.7551168	0.87695384	0.9326683	0.8419258	0.9076241	0.93178135	0.7978735	0.7781087	0.87142175	0.8564912	0.7769002	0.93547434	0.81927645	0.7800348	0.7517686	0.9052993	0.8605922	0.9346761	0.8113946	0.7636756	0.89189017	0.89577633	0.8922286	0.8951699	0.8800652	0.85963184	0.8118425	0.86629355	0.82871246	0.74874663	0.8037958	0.7605305	0.858214	0.79170203	0.9019575	0.80217814	0.88744426	0.94189394	0.7629774	0.8347602	0.73188764	0.8493015	0.7938284	0.9480303	0.89496386	0.86149985	0.81427956	0.8579923	0.95561254	0.9117122	0.8688898	0.8686804	0.93710315	0.91086924	0.72329164	0.9655243	0.8385318	0.93535054	0.81527406	0.8409873	0.86020505	0.8568187	0.907634	0.93965477	0.85867035	0.9640625	0.90182203	0.8741344	0.9106001	0.8965443	0.85817045	0.87207603	0.82718813	0.9604727	0.8523823	0.8460655	0.81991816	0.85849476	0.88652486	0.9018466	0.84478605	0.83853793	0.9029457	0.90472925	0.81623745	0.89796156	0.83575714	0.9310125	0.87137544	0.87871027	0.93026793	0.88144696	0.9248106	0.85122466	0.8511829	0.88773996	0.83956236	0.8353547	0.9164138	0.8432838	0.7820095	0.8533319	0.86184394	0.8290894	0.83952224	0.9036504	0.8859386	0.9533058	0.87943816	0.88373744	0.8456045	0.81087	0.9232281	0.73161817	0.8428588	0.80300146	0.8458279	0.8307529	0.9241851	0.838778	0.74266046	0.7148516	0.9031584	0.8902445	0.92890894	0.8997566	0.9320432	0.9080504	0.8813381	0.85015297	0.9240215	0.9219082	0.8474694	0.9490773	0.85141355	0.88111675	0.96898615	0.74349666	0.9259083	0.9364922	0.90904975	0.9007183	0.7347025	0.9472287	0.85858965	0.8829509	0.7975667	0.7833244	0.7909831	0.87363744	0.84766793	0.87771034	0.8834446	0.7860888	0.85211277	0.8940887	0.8811822	0.93133545	0.8361961	0.8232852	0.94786394	0.86180454	0.9053538	0.8745695	0.9128634	0.7566062	0.8505075	0.8949417	0.9144876	0.8266885	0.83165413	0.8799963	0.8758975	0.90447533	0.82187366	0.8837952	0.89622074	0.91112435	0.8203728	0.82930326	0.835649	0.9577836	0.8633791	0.88285476	0.93444574	0.81731737	0.8887199	0.86961174	0.8954052	0.86481327	0.94739366	0.92847615	0.9236578	0.85288453	0.74589956	0.9270063	0.9449507	0.80778545	0.94566596	0.9199326	0.7301668	0.8625627	0.8875269	0.9196214	0.9726071	0.8857316	0.82606524	0.81699425	0.9372932	0.9327288	0.94570607	0.8466113	0.9433281	0.82372886	0.8402058	0.89248836	0.71136093	0.87725985	0.8617313	0.8378889	0.8891208	0.85514057	0.93004334	0.9687855	0.93008435	0.81598693	0.85856897	0.860929	0.8667823	0.89979166	0.98169625	0.8368014	0.844123	0.83905417	0.88655126	0.8704599	0.8196678	0.8557077	0.8589904	0.8889697	0.8562118	0.8261063	0.7879528	0.90462697	0.9048299	0.9218095	0.8613758	0.89609194	0.91982055	0.8992397	0.88309413	0.7774428	0.9399218	0.8789202	0.90837723	0.8433697	0.87261117	0.8993676
Squadra/name	0.96042687	0.0	0.85094476	0.9100944	0.9798387	0.9039263	0.93965375	0.8787059	0.94845974	0.9067142	0.94927126	0.9729009	0.9841818	0.7979243	0.916269	0.89220303	0.81445724	0.8306248	0.68602544	0.8829736	0.9704923	0.831828	0.86406267	0.88878524	0.8934047	0.8945831	0.9202617	0.8401936	0.9492878	0.90231276	0.92725676	0.89688164	0.85350794	0.93629384	0.9383973	0.8650183	0.9323846	0.91543853	0.9139397	0.83681995	0.92904377	0.89192456	0.8808673	0.8871807	0.7907733	0.93674225	0.96006286	0.94038504	0.8568861	0.9143847	0.91439456	0.74554276	0.9099496	0.95723015	0.82056135	0.88956374	0.9270561	0.9378699	0.9922689	0.8803002	0.9353717	0.926484	0.90835285	0.8295331	0.9494416	0.83399975	0.9171415	0.79417896	0.96095854	0.9269926	0.975224	0.9519079	0.9429402	0.84145033	0.910134	0.86767167	0.91248477	0.86604846	0.9581612	0.90018976	0.86146855	0.9136307	0.9289593	0.88866836	0.88319373	0.955479	0.93763125	0.90924823	0.8771407	0.9494333	0.8823032	0.89098567	0.9251863	0.9430779	0.9216237	0.9244543	0.87628293	0.95688564	0.7775209	0.8955837	0.97526956	0.9184266	0.90078014	0.7848014	0.8741566	0.9138201	0.9184505	0.88388544	0.9452526	0.9012617	0.9382675	0.93791944	0.7778683	0.99316055	0.92643213	0.91814953	0.882921	0.8894833	0.96958226	0.94199806	0.94577384	0.9445865	0.8944224	0.90039444	0.8594866	0.9070927	0.85516655	0.8913641	0.7994275	0.9371126	0.88013333	0.8340713	0.90252346	0.88693076	0.9798953	0.94567615	0.8851392	0.85980546	0.8292686	0.9555406	0.9721744	0.90966547	0.93081266	0.98088765	0.87611735	0.93928474	0.8400395	0.87202686	0.8436152	0.9496937	0.9436558	0.8978269	0.874497	0.81197876	0.90869737	0.93820447	0.8691424	0.9248163	0.91573566	0.6272754	0.9016419	0.97779286	0.9548047	0.7759138	0.9472622	0.91257316	0.8613572	0.88994783	0.9824982	0.92045134	0.92571414	0.93435436	0.9591895	0.8510881	0.8913238	0.9372506	0.8786942	0.92033595	0.90734196	0.9171177	0.82248163	0.86290705	0.90367454	0.9395844	0.850267	0.8845622	0.89544165	0.8402018	0.8867217	0.8722962	0.758531	0.9332641	0.9239372	0.9613846	0.8477068	0.7602345	0.9153592	0.61233395	0.9203411	0.9291365	0.86777234	0.9125179	0.9074019	0.89403737	0.8258674	0.93586326	0.9196418	0.81451344	0.89494467	0.7921045	0.89032	0.931527	0.87438226	0.91985804	0.82053375	0.9906782	0.972632	0.9417194	0.9716637	0.82573503	0.9311	0.9754361	0.9859581	0.8780464	0.85863084	0.93110853	0.96801275	0.89302623	0.89537525	0.7605207	0.8828517	0.8921197	0.8737462	0.9649463	0.9126616	0.9131086	0.9224874	0.84179646	0.9601534	0.84319156	0.85102314	0.7963235	0.81583285	0.87695634	0.91247624	0.9083349	0.91434807	0.88279706	0.9424205	0.9865868	0.88936925	0.96902263	0.92527694	0.81219995	0.914015	0.941136	0.88501847	0.9302188	0.8988456	0.85228	0.91403675	0.97656816	0.90675694	0.7766006	0.82780075	0.93680775	0.9085251	0.91528785	0.76487535	0.90981007	0.9083539	0.84628576	0.8853711	0.82577616	0.9188254	0.9178159	0.8867227	0.9349211	0.83717775	0.83522594	0.8832464	0.8533177	0.9269291	0.8827579	0.8792963	0.8789769	0.9495126	0.9307714	0.92846376	0.8168131	0.8992348	0.8849932	0.80607903	0.81462073	0.93929344	0.9393743	0.8644007	0.93038404	0.9225012	0.8828236	0.9348051	0.88254863	0.8876058	0.8515141	0.9394567	0.85283387	0.89641416	0.87425613	0.86079925	0.94050044	0.9189518	0.87300366	0.983237	0.83851945	0.91795015	0.8614243	0.851187	0.9195082	0.9711467	0.88474363	0.87139416	0.93952006	0.83058083	0.87197226	0.9432696	0.9159008	0.8549777	0.8444552	0.90014327	0.9481472	0.9067786	0.9203829	0.91604257	0.87402457	0.8738736	0.8538717	0.96270055	0.72220415	0.8534043	0.94718325	0.9420067	0.85925025	0.90372175	0.9194375	0.95274013	0.9084993	0.8659241	0.8973035	0.9569878	0.82424784	0.9395206	0.974028	0.8057277	0.93917614	0.9579318	0.9434779	0.9143082	0.8795051	0.8880983	0.9301812	0.94878495	0.8969379	0.9755866	0.83845955	0.89951766	0.9036937	0.7934013	0.8845541	0.8736094	0.921788	0.8999431	0.9111244	0.9038472	0.8871083	0.91695744	0.9213396	0.9680131	0.9316482	0.9239327	0.94359165	0.92007935	0.8487042	0.9610942	0.92503834	0.90032405	0.91555834	0.80971706	0.9571536	0.9147521	0.9359834	0.83582604	0.82280475	0.9073238	0.8446858	0.8653527	0.894238	0.9647485	0.94082683	0.8680044	0.99405694	0.92021215	0.9016685	0.94034415	0.9633441	0.8631466	0.97191733	0.91720486	0.8511907	0.98264414	0.96388596	0.8919656	0.9649383	0.8526321	0.92388356	0.88605034	0.914543	0.8890526	0.9463994	0.933086	0.9221421	0.83126724	0.86693615	0.9367502	0.9073762	0.9136974	0.88900375	0.9788154	0.8903287	0.9175582	0.90537983	0.86407197	0.9405912	0.919354	0.89139295	0.9425317	0.9119036	0.9099491	0.91874444	0.8720041	0.8925295	0.92595536	0.90876967	0.87965584	0.87063444	0.9070297	0.95551056	0.9238292	0.944524	0.8230756	0.8691567	0.93377894	0.89697087	0.85846645	0.8908418	0.8928757	0.90687084	0.8976429	0.9267832	0.7022307	0.93000937	0.93148714	0.87595874	0.83970666	0.96527624	0.94716156	0.9470672	0.93377024	0.9519441	0.97444046	0.94931054	0.8570234	0.7282764	0.898279	0.9433029	0.9364679	0.8409042	0.8796069	0.87659526	0.8798855	0.70034033	0.96710545	0.92512584	0.71624434	0.8823868	0.9079148	0.9007153	0.8911788	0.955169	0.9501838	0.88164103	0.8837342	0.8916298	0.93863803	0.87725604	0.8448571	0.9807541	0.83335966	0.90710264	0.7940887	0.85895044	0.9147941	0.8685529	0.9012652	0.90293044	0.9687369	0.8386011	0.88487685	0.84671617	0.9218421	0.8887289	0.9049607	0.82922006	0.91955674	0.86402774	0.88297355	0.9723531	0.9181324	0.9417271	0.9934913	0.9172651	0.90975714	0.84256387	0.891235	0.88964945	0.8740054	0.95716965	0.84641695	0.8012944	0.9199662	0.9366493	0.87119985	0.8944575	0.96629006	0.909064	0.88828206	0.9113513	0.9075541	0.8377912	0.93096596	0.9332171	0.8763662	0.90490675	0.9501643	0.9536903	0.9118522	0.9163042	0.8806624	0.90509397	0.9529928	0.9361419	0.86667556	0.95082736	0.8988601	0.8197253	0.9218502	0.89225984	0.96545327	0.9244137	0.8527133	0.946	0.8986137	0.8771111	0.8211783	0.9024838	0.8751193	0.9206734	0.8949131	0.96101904	0.8981545	0.8662781	0.8668658	0.90897316	0.9070714
