	Chantal/name	Esther/name	Kim/name	Madonna/name	Waal/noun	aanmerkelijk/adj	bas_lijn/noun	bedrieger/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	campagne/noun	charmant/adj	chef/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	drempel/noun	echt/adj	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fout/noun	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	grimas/noun	grond/noun	haai/noun	heel/adj	heel/adv	helling/noun	hij/pron	hoe/adj	iets/adv	ik/pron	in_borst/noun	inslag/noun	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	lek/noun	lief/noun	loer/noun	machine/noun	man/noun	manier/noun	mens/noun	met/prep	min/adj	naar/adj	nicht_DIM/noun	nogal/adv	ondertoon/noun	ontzettend/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	paal_DIM/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	reactie/noun	recht/noun	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	sheriff/noun	soort/noun	spel/noun	spel_DIM/noun	sprookje/noun	spul/noun	stem/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wat/adv	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zo/adv
portret/noun	0.93056476	0.89710134	0.89980936	0.87739724	0.958317	0.9616166	0.985882	0.977435	0.9227797	0.92795706	0.8948649	0.94663644	0.9383734	0.9900049	0.96924824	0.9160849	0.881231	0.8552865	0.89836127	0.8569321	0.88321054	0.89965284	0.987922	0.9748832	0.92326367	0.92202884	0.96911585	0.91001725	0.9824395	0.93400425	0.9685656	0.8426041	0.88891786	0.92822397	0.92733216	0.866719	0.91750973	0.8514516	0.9498394	0.91841877	0.9650492	0.92861706	0.94312274	0.9597514	0.82684934	0.8824963	0.9156157	0.9866225	0.9714482	0.941874	0.8672706	0.811599	0.9623714	0.90929145	0.9181342	0.9814944	0.9670281	0.968837	0.9424528	0.97111404	0.91070956	0.80213094	0.93231004	0.9627851	0.9109895	0.93517566	0.95085174	0.89688545	0.8878806	0.93838215	0.93084323	0.93241996	0.95386255	0.8981632	0.97244513	0.89838886	0.9718791	0.96582615	0.0	0.89411354	0.9548857	0.94972664	0.9018067	0.9004878	0.9177166	0.92749405	0.9657139	0.7397272	0.9180906	0.9871439	0.90193814	0.9338391	0.8862519	0.9145689	0.9627139	0.91147375	0.9258382	0.89154464	0.9100217	0.9762802	0.9820528	0.94599086	0.9664608	0.8544752	0.9041069	0.93326074	0.9442694	0.89434904	0.908503	0.86321604	0.94614625	0.9736275	0.97859037	0.939288	0.94686824	0.89608544	0.9023809	0.94667447	0.9202091	0.7392344	0.9330262	0.9648481	0.9215937	0.97239876	0.92168903	0.9110592	0.9502316	0.99003536	0.9171421
producent/noun	0.95460045	0.9338835	0.95830506	0.90946156	0.96089435	0.9088532	0.97400755	0.9968794	0.9353956	0.9183496	0.92169565	0.9647789	0.9410099	0.93382484	0.9538312	0.9228643	0.95779085	0.91992944	0.97508794	0.8990001	0.95628256	0.9317291	0.95490116	0.94552046	0.94460213	0.95236576	0.9759033	0.9283515	0.954763	0.96442723	0.98405606	0.9300223	0.950055	0.94624436	0.92789626	0.9592571	0.9436747	0.96038556	0.9773795	0.90846586	0.9622219	0.9322835	0.9480609	0.95466137	0.9616865	0.93297714	0.8799834	0.9956573	0.97041184	0.9530065	0.940939	0.9054332	0.96708804	0.93161565	0.9082236	0.9785357	0.98332834	0.9650048	0.96611273	0.9727729	0.86183596	0.92032737	0.9196693	0.94352245	0.87183166	0.8326313	0.9457102	0.9780072	0.9055267	0.97812855	0.9544625	0.97930014	0.8587918	0.93664056	0.96878034	0.94117117	0.9674736	0.97860587	0.89411354	0.0	0.96630913	0.9540678	0.92366076	0.9062686	0.8625121	0.95510864	0.9721144	0.9196251	0.9747962	0.99722934	0.961719	0.9570413	0.89094347	0.9320377	0.9573052	0.9538696	0.9346398	0.9168929	0.96281534	0.9872272	0.98058015	0.9816008	0.974909	0.9598056	0.95161825	0.9680536	0.95701486	0.94195026	0.8901251	0.92850465	0.9645461	0.95698065	0.9819709	0.96829796	0.9538405	0.93764544	0.93728006	0.93285483	0.92815775	0.8366655	0.9257391	0.98319733	0.9572264	0.98665017	0.954159	0.91605616	0.98811716	0.99721754	0.9676253
racist/noun	0.9635303	0.9752135	0.94807875	0.9709053	0.9733331	0.9785639	0.98403037	0.994944	0.9778931	0.991568	0.97501373	0.9659051	0.97628987	0.9882291	0.9807651	0.94408655	0.9648761	0.935356	0.96470594	0.9546654	0.8964437	0.91265655	0.9832789	0.99943405	0.9801857	0.96928847	0.98057693	0.93392205	0.9609775	0.96494627	0.94594026	0.9466662	0.96095014	0.9539213	0.983716	0.94350094	0.97012794	0.9701508	0.97044814	0.97108686	0.96891636	0.98868215	0.9649041	0.9692744	0.9814496	0.98266375	0.9891885	0.99696606	1.0	0.9009013	0.91784775	0.9853232	0.9641	0.97242236	0.9591375	0.9812209	0.9802121	0.972463	0.96865416	0.97147435	0.98432857	0.94558275	0.9650126	0.9745451	0.971095	0.9701641	0.9723221	0.9747993	0.9654312	0.8749808	0.9664579	0.9961994	0.9323039	0.94423234	0.9875867	0.95691234	0.9686336	0.9651619	0.9548857	0.96630913	0.0	0.9776606	0.97483164	0.9769622	0.95226705	0.9704999	0.97498554	0.98861635	0.9858817	0.9545932	0.96742326	0.96195775	0.94727224	0.9698366	0.98558825	0.9478864	0.9643194	0.93794423	0.9792752	0.97697395	1.0	0.9565492	0.9930799	0.95102286	0.93792635	0.97788274	0.97091234	0.93085915	0.9465905	0.9852401	0.9836713	0.89589036	0.9775058	0.9430325	0.97920144	0.9331851	0.95817214	0.9800629	0.9562174	0.95210665	0.9441024	0.98556584	0.9165803	0.97612005	0.96897304	0.9647421	0.9839466	0.95327866	0.9828559
rap/adj	0.9662617	0.9515801	0.9331732	0.8995608	0.9399141	0.939626	0.99165714	0.9949619	0.933107	0.981079	0.9666002	0.9637137	0.9603167	0.96973735	0.97625524	0.9400753	0.93670267	0.97181934	0.9892623	0.96875376	0.9869254	0.9643976	0.9353683	0.9903434	0.9693753	0.98397243	0.99644685	0.9877707	0.964173	0.96066463	0.9672128	0.9569552	0.9819842	0.9841988	0.94148463	0.9715304	0.97688884	0.96408534	0.99491435	0.93224394	0.9430168	0.95909876	0.9442108	0.95259017	0.9363525	0.9635536	0.91520876	0.91743994	0.9458377	0.9830758	0.92652106	0.9585862	0.99436444	0.97298914	0.9464995	0.97517323	0.97732663	0.9894822	0.9595863	0.98519474	0.9747952	0.94411963	0.95730954	0.9342629	0.90989196	0.9442545	0.9459129	0.93788064	0.9783924	0.9929124	0.9658289	0.97221994	0.9212117	0.95631975	0.9530125	0.94138044	0.9912629	0.9782872	0.94972664	0.9540678	0.9776606	0.0	0.9720794	0.977357	0.93984836	0.9596376	0.96456546	0.9488303	0.9801168	0.95949125	0.975357	0.96768296	0.9491893	0.9484841	0.95645976	0.9212773	0.95494205	0.94533503	0.9649939	0.9630458	0.98815066	0.9634368	0.9696683	0.937232	0.9413723	0.9751435	0.9828558	0.9635376	0.9503161	0.929329	0.9209391	0.97901696	0.9484668	0.98303354	0.966814	0.92522746	0.95111454	0.9424923	0.9780013	0.90749127	0.93896544	0.9527047	0.9822237	0.984261	0.9133496	0.97596055	0.93250227	0.99635506	0.9967645
reactie/noun	0.9497368	0.92005855	0.94166595	0.96684855	0.9776625	0.97648746	0.9959106	0.98929316	0.89531523	0.8985028	0.8412858	0.9151181	0.908464	0.99744034	0.9683621	0.82778835	0.9622224	0.90113574	0.9731104	0.8500784	0.89914364	0.7317636	0.95371586	0.9757545	0.9659082	0.92113733	0.9861704	0.9431497	0.94964486	0.9150822	0.9739898	0.86769634	0.94477856	0.90410006	0.86372566	0.8569148	0.9204498	0.92561114	0.977916	0.8880844	0.98658144	0.9107754	0.92593867	0.94049007	0.9476923	0.93297267	0.8950637	0.97305137	0.9766912	0.9654228	0.92016023	0.95173067	0.9869975	0.97271055	0.9009644	0.9461795	0.97327304	0.91978425	0.94957477	0.9831028	0.9446533	0.9167436	0.87199867	0.90065	0.9070325	0.8992908	0.9268238	0.9563537	0.8793631	0.95635676	0.95709497	0.95808357	0.83808017	0.8516773	0.9222059	0.9457378	0.96908194	0.9504858	0.9018067	0.92366076	0.97483164	0.9720794	0.0	0.87623024	0.87433267	0.91426873	0.96649516	0.92211056	0.9523095	0.96192443	0.98229885	0.9598471	0.9214153	0.897612	0.9456982	0.95214885	0.94399697	0.8850645	0.9578429	0.9798714	0.96622294	0.9642624	0.9449097	0.9445156	0.8564559	0.9766096	0.921055	0.9004439	0.94780844	0.90749025	0.9794938	0.91639507	0.9770424	0.93692195	0.94725126	0.915587	0.90048754	0.947943	0.83374035	0.8679355	0.90998864	0.9426909	0.88474053	0.99241906	0.93488103	0.86116916	0.96711475	0.9967217	0.96548325
recht/noun	0.9763217	0.97692144	0.95623	0.9586483	0.9597746	0.94430155	1.0	0.9827364	0.91781485	0.91671944	0.85313934	0.9520955	0.97510564	0.9968147	0.985107	0.92903316	0.96642584	0.9556399	0.9691638	0.91195935	0.95672256	0.83816415	0.92931986	0.99716103	0.98350906	0.91015327	0.9999441	0.96156085	0.94952524	0.9183714	0.9995603	0.90929234	0.93549144	0.94404715	0.895892	0.91918	0.9809165	0.9464855	1.0	0.89551157	0.99882674	0.92306554	0.92166334	0.95482516	0.93054044	0.94092566	0.91838497	0.9589688	0.98327607	0.9706334	0.88645744	0.9467604	0.9992397	0.95779675	0.9139725	0.9902835	0.97639734	0.95901227	0.9960517	0.9935851	0.932792	0.9189631	0.8559103	0.8926922	0.88132036	0.8656425	0.94583565	0.96816725	0.90274316	1.0	0.95156854	0.98016375	0.889204	0.9341566	0.946185	0.95087165	0.9915057	1.0	0.9004878	0.9062686	0.9769622	0.977357	0.87623024	0.0	0.941449	0.9583392	0.9884802	0.90827346	0.9829166	0.99718255	0.98077554	0.99376625	0.8769604	0.9167514	0.9403851	0.96015185	0.953264	0.87056196	0.9500666	0.9833716	0.99033815	0.97546834	0.9651805	0.9766962	0.9098786	0.96883273	0.9368175	0.9048811	0.9015964	0.9472671	0.9651066	0.875789	0.9730508	0.96443135	0.9661386	0.9379803	0.8860396	0.93494594	0.860208	0.8287421	0.90455663	0.97325337	0.9010258	0.9724265	0.93353444	0.90407443	0.9335502	0.9646331	0.9802534
rivale/noun	0.936478	0.9422065	0.9155196	0.9420025	0.94930345	0.9566151	0.9764802	0.9899698	0.9379593	0.88636124	0.91907877	0.9104267	0.9259131	0.97338307	0.97297543	0.8860382	0.94325346	0.8956536	0.9245045	0.8623097	0.94342506	0.8298919	0.9781652	0.9756925	0.9618236	0.96639735	0.9998812	0.940017	0.9703396	0.9620264	0.9572086	0.89525604	0.96249104	0.9187735	0.9406419	0.9553105	0.9222267	0.9426553	0.96984357	0.9427177	0.9598694	0.97711766	0.962395	0.9661434	0.9476718	0.9689178	0.8992789	0.99520946	0.9889777	0.9408022	0.9213131	0.9422616	0.9848416	0.9788562	0.9176605	0.9614109	0.9623524	0.9550706	0.9675804	0.947564	0.9466909	0.9069258	0.9443589	0.97302085	0.82139903	0.88773036	0.92182845	0.9453796	0.94579494	0.9506448	0.9734686	0.92581284	0.8887335	0.89789206	0.9661198	0.9522829	0.96682423	0.97140896	0.9177166	0.8625121	0.95226705	0.93984836	0.87433267	0.941449	0.0	0.9323648	0.96038395	0.9657274	0.9471524	0.93339026	0.97395605	0.9575462	0.9747397	0.90252405	0.9291964	0.9401923	0.9706724	0.90228504	0.95205563	0.9943036	0.9928632	0.957847	0.9681397	0.9543679	0.8024976	0.966534	0.9428561	0.9075509	0.98418003	0.8888862	0.93918765	0.95413697	0.9806889	0.91834295	0.97480845	0.8671193	0.91415954	0.9801135	0.91968054	0.89793956	0.9380024	0.97275656	0.9446718	0.98375916	0.9452412	0.9550087	0.95081115	0.9788084	0.9852558
ronduit/adv	0.9492082	0.9558356	0.9280652	0.93380684	0.96851337	0.976953	0.95463437	0.9965383	0.95644236	0.9570416	0.95419085	0.92593634	0.94646156	0.9794565	0.95757353	0.9274577	0.9554261	0.9155306	0.92520034	0.932791	0.94244635	0.9086644	0.98368263	0.98547053	0.96933925	0.9527068	0.9714606	0.9240437	0.9610303	0.92775816	0.9520489	0.9239001	0.9547529	0.93344337	0.9439409	0.9551263	0.9611761	0.9426941	0.9801232	0.97268313	0.9790463	0.95445025	0.97155726	0.9771874	0.9443073	0.9683655	0.97060114	0.9560808	0.9629734	0.93519276	0.9634465	0.9705364	0.96385056	0.9752803	0.95099515	0.9788436	0.97905	0.9441224	0.91799015	0.94763637	0.9652014	0.94538724	0.980461	0.9711886	0.9118875	0.944025	0.9313947	0.9636199	0.95669866	0.9710001	0.93181276	0.9777672	0.95364755	0.93518496	0.96294975	0.96319366	0.97250533	0.97315574	0.92749405	0.95510864	0.9704999	0.9596376	0.91426873	0.9583392	0.9323648	0.0	0.96057093	0.9347352	0.97346354	0.96096903	0.98996013	0.9689402	0.96048576	0.92595524	0.9474759	0.95080245	0.9394625	0.9357471	0.97516847	0.9896586	1.0	0.98944134	0.9442337	0.9598267	0.9126319	0.99231005	0.93794763	0.9479465	0.9662363	0.94789624	0.96628374	0.98391426	0.9755398	0.96333164	0.9743571	0.91845226	0.9546564	0.9648132	0.9190946	0.9366048	0.95189536	0.9814146	0.9738128	0.9929617	0.94519866	0.9394459	0.9552962	0.9881498	0.99002314
rotzooi/noun	0.9689707	0.95985985	0.99244493	0.9777993	0.9915454	0.9517177	0.8912098	1.0	0.99921787	0.9920743	0.98149306	0.997478	0.9523501	1.0	0.98062104	0.9506561	0.9696807	0.9866382	0.9318132	0.9811923	0.9511778	0.9521672	0.9863882	0.99534965	0.9650954	0.99408644	0.9989921	0.9613482	0.9862193	0.9874205	0.99650496	0.96734905	0.979557	0.9609151	0.9993388	0.9848419	0.9757235	0.9959738	1.0	0.9580498	0.9916318	0.94685626	0.98283285	0.9923708	0.98392195	0.98686874	0.9796769	0.99541044	0.9732131	0.9307007	0.9478019	0.9744411	1.0	0.97907555	0.9657064	0.95751756	0.9947485	0.95840824	0.99741036	1.0	0.9551264	0.9676179	0.99622697	0.96367353	0.9824176	0.9783914	0.98596495	0.9940838	0.96356684	1.0	0.9707805	0.9979652	0.97253144	0.97503614	0.99174803	0.93861246	0.9903981	0.9552045	0.9657139	0.9721144	0.97498554	0.96456546	0.96649516	0.9884802	0.96038395	0.96057093	0.0	0.99356633	0.9648414	1.0	0.9568286	0.96422505	0.9881497	0.97371215	0.98691523	0.98381734	0.9595784	0.988248	0.9752447	0.9895096	0.99967605	0.9960955	0.9369421	0.9689304	0.9918467	0.99475616	0.9891844	0.94947636	0.9776852	0.9806976	0.9777902	0.9773419	0.9953335	0.9517943	0.9842258	0.98765415	0.97367084	0.9820415	0.96475327	0.96865046	0.9855662	0.9805405	0.97042817	0.98904324	0.9325707	0.9890387	0.99802715	1.0	0.9964786
schilderij/noun	0.9540103	0.91035134	0.90710866	0.9216272	0.94755816	0.9703433	0.97790295	0.97709334	0.93739766	0.9503432	0.9005473	0.93877715	0.94224226	0.9857894	0.9589105	0.9340243	0.94513583	0.9102239	0.95321524	0.8659214	0.91904885	0.9711002	0.97077113	0.99769396	0.8974246	0.91435724	0.94827664	0.9115112	0.95477647	0.9421532	0.9832527	0.89978546	0.9031943	0.9609037	0.9204503	0.94538605	0.9407722	0.8954707	0.93467	0.8995726	0.9787094	0.9495051	0.9399767	0.9514054	0.7624339	0.93018353	0.89292586	0.9848008	0.99079955	0.9331492	0.8378848	0.91140306	0.9682029	0.9476107	0.89978147	0.9860496	0.947666	0.9732453	0.9347605	0.98156804	0.92002636	0.9233862	0.9411936	0.859196	0.917365	0.9131824	0.932483	0.94981503	0.9287241	0.974959	0.9412023	0.9659945	0.98253995	0.96472096	0.8881388	0.93900865	0.96511745	0.9725381	0.7397272	0.9196251	0.98861635	0.9488303	0.92211056	0.90827346	0.9657274	0.9347352	0.99356633	0.0	0.9481826	0.9756749	0.972574	0.96147233	0.88582945	0.9160772	0.9412873	0.93190193	0.9033829	0.8562439	0.9239893	0.9624778	0.951937	0.96810853	0.9776657	0.9138073	0.9512347	0.9220247	0.91833377	0.89370644	0.9438225	0.9242839	0.95629686	0.9840292	0.92154765	0.96580845	0.94202864	0.93879604	0.8970251	0.90775245	0.93603295	0.8031442	0.9473862	0.9709833	0.97630155	0.93055034	0.91846275	0.9259937	0.95485556	0.9763273	0.93138427
schrijnend/adj	0.97267264	0.95327556	0.95686233	0.9737345	0.9833035	0.99117863	0.98852885	1.0	0.9741484	0.9545975	0.98609114	0.96793103	0.97731966	0.99065775	0.9879698	0.9501401	0.94869125	0.9402623	0.9275542	0.9504099	0.97343564	0.95427006	0.96739435	0.98856896	0.9636145	0.9669077	0.9946752	0.95051426	0.96414185	0.98606163	0.9646431	0.91736025	0.95343375	0.96702135	0.9872832	0.96330863	0.94645166	0.93460464	0.9969644	0.9592897	0.9787658	0.9717386	0.97182167	0.97955614	0.93876487	0.9487706	0.9450731	0.969838	0.99286526	0.97654974	0.92610174	0.9187397	0.9727158	0.9596027	0.9434086	0.96534544	0.99386585	0.9862473	0.9898676	0.98635393	0.95860934	0.9292325	0.97984123	0.92932975	0.95316565	0.95747584	0.94099826	0.97573984	0.9698052	0.99400485	0.93677753	0.9409946	0.9784354	0.9456577	0.94368	0.93160325	0.9256636	0.9305448	0.9180906	0.9747962	0.9858817	0.9801168	0.9523095	0.9829166	0.9471524	0.97346354	0.9648414	0.9481826	0.0	0.98699874	0.95464534	0.99182755	0.9471441	0.94879174	0.98273635	0.9788623	0.98099285	0.9264252	0.97548944	0.9936686	0.98058087	0.97430325	0.9917376	0.9508985	0.9675282	0.9959171	0.972265	0.95435935	0.9684776	0.93017995	0.9819458	0.98575705	0.9677472	0.9431028	0.9532638	0.92583376	0.93660414	0.96190804	0.98103845	0.9326769	0.9653213	0.982696	0.94363356	0.97013104	0.96156234	0.9736863	0.9419096	0.9914864	0.98418826
schuiver/noun	0.9684359	0.9947532	0.95790935	0.98813975	0.96360373	0.997059	1.0	0.9960071	0.9737	0.9970691	0.9746762	0.8892006	0.9937195	1.0	0.993328	0.9830601	0.98495007	0.95753425	0.97570306	0.984802	1.0	0.99590987	0.9984152	0.99095684	0.98126	0.98288107	1.0	0.9695501	0.98406786	0.98687726	0.9307634	0.9935389	0.9999227	0.94050574	0.9483747	0.99167085	0.9792615	0.9821961	0.93886316	0.96628743	0.98977125	0.9981274	0.9620682	0.9912805	0.98870623	0.9951683	0.98045844	0.9962503	1.0	0.99119234	0.99502385	0.99026585	0.9977531	0.99556375	0.9641258	0.91675067	0.9843817	0.96937066	0.96585953	0.9473059	0.9957081	0.99073106	0.97442573	0.9964562	0.9179994	0.9960904	0.9657434	0.9990412	0.9908605	1.0	0.97871065	0.9997205	0.98864186	0.9818553	0.98402727	0.9933703	0.99268645	1.0	0.9871439	0.99722934	0.9545932	0.95949125	0.96192443	0.99718255	0.93339026	0.96096903	1.0	0.9756749	0.98699874	0.0	1.0	0.98799974	1.0	0.95620364	0.9902947	0.98858076	0.9927127	0.9830144	0.9920449	0.97737944	0.9985919	0.87449974	0.98098344	0.9867325	0.948167	0.99645793	0.863595	0.97669166	0.985966	0.95076257	0.9631132	0.9867006	0.98943305	0.917744	0.9800855	0.9607755	0.9798079	0.9886911	0.97302693	0.9855582	1.0	0.95852375	0.96836793	0.9725281	0.99374574	0.9851409	1.0	1.0	0.9881695
schurk/noun	0.9885147	0.95631564	0.8850676	0.92385906	0.9956282	0.9829488	0.9914663	0.97834224	0.97048265	0.99177593	0.94234484	0.9871716	0.9903941	0.97329974	0.9812824	0.96222466	0.87899	0.91852576	0.89711505	0.9336887	0.94941795	0.95190763	1.0	0.9863001	0.9674004	0.9685715	1.0	0.9763344	0.99132496	0.95068103	1.0	0.9803485	0.9546204	0.9892646	0.95682627	0.9713127	0.9524934	0.95149726	0.9981129	0.96576	0.9857123	0.98633105	0.9532308	0.9976034	0.95290446	0.9562155	0.9780228	0.99869925	0.9657656	0.95578927	0.92241913	0.97460943	0.9897444	0.94116515	0.97981375	0.99659735	0.99573195	0.99049866	0.99924386	0.9994944	0.9860081	0.97929776	0.95797104	0.99404234	0.92266726	0.97634435	0.9979918	0.9710156	0.9604283	0.9822865	0.99591154	0.974413	0.99198407	0.97831315	0.9794957	0.9717965	0.99700105	0.9688461	0.90193814	0.961719	0.96742326	0.975357	0.98229885	0.98077554	0.97395605	0.98996013	0.9568286	0.972574	0.95464534	1.0	0.0	0.92473674	0.93933153	0.96294427	0.9640365	0.95637006	0.98637575	0.95639277	0.97287303	0.9936276	1.0	0.99582285	1.0	0.95897394	0.96553147	0.93909883	0.997979	0.96501195	0.98120415	0.9688465	0.9941735	0.9852011	0.9938398	0.970911	0.98795027	0.95858276	0.98485	0.98873216	0.97816795	0.87382674	0.98433906	0.9996326	0.9828155	1.0	0.9118956	0.9674555	0.99729246	1.0	0.9887328
sheriff/noun	0.9742261	0.96809626	0.9472909	0.93580115	0.9917368	0.9812256	1.0	0.98789495	0.98488927	0.9799225	0.987135	0.95605063	0.9646226	0.9519029	0.9728508	0.92631036	0.9269011	0.9392984	0.9602698	0.96217024	0.9806336	0.9837548	0.99608904	0.91468203	0.96967345	0.95608145	1.0	0.970071	0.97589636	0.9804106	0.9335021	0.981209	0.98370504	0.95356566	0.9788546	0.9650409	0.9457542	0.9711447	0.98331535	0.9946026	0.9646664	0.98518	0.99428403	0.9771394	0.91930664	0.97660446	0.97609615	0.96259516	0.9678369	0.92268336	0.9586854	0.95149326	0.9671902	0.9547762	0.98018444	0.98564374	0.9900958	0.9837658	0.9449613	0.98465997	0.9710619	0.9883214	0.9910661	0.9987095	0.9791168	0.9980082	0.94766194	0.94845426	0.9714564	0.9615399	0.9897391	0.9880232	0.9876121	0.9680294	0.9915435	0.95861536	0.9872924	0.9591472	0.9338391	0.9570413	0.96195775	0.96768296	0.9598471	0.99376625	0.9575462	0.9689402	0.96422505	0.96147233	0.99182755	0.98799974	0.92473674	0.0	0.9819108	0.9579427	0.97698325	0.961084	0.99478525	0.97800094	0.97530997	0.9939845	1.0	0.95816314	0.96907735	0.9612761	0.9509615	0.9656279	0.96671414	0.9707052	0.9988245	0.96518326	0.9928696	0.9841766	0.9925737	0.9625035	0.97830117	0.9620636	0.97495	0.9943735	0.97117954	0.9576246	0.9778714	0.98531985	0.98638374	0.9984763	0.86323094	0.97769296	0.9948769	0.99914306	0.9993568
soort/noun	0.9635462	0.9663637	0.95808285	0.91967136	0.9695682	0.9676342	0.9788103	0.99521416	0.8135451	0.9387954	0.8474778	0.9780304	0.9434962	0.97473335	0.98508567	0.9052917	0.95863277	0.961064	0.96333957	0.9194937	0.949731	0.92516714	0.8771837	0.9900345	0.9523398	0.89436173	0.9944814	0.94157076	0.9590592	0.8620109	0.9964395	0.8706299	0.88614845	0.94914657	0.90048784	0.8928642	0.93844175	0.8727261	1.0	0.8715273	0.9353214	0.87108636	0.894088	0.94206566	0.9225779	0.85041666	0.86488366	0.8958698	0.95095694	0.9866626	0.9238904	0.9622971	0.9944841	0.9380426	0.9015117	0.9929883	0.9809948	0.97212815	0.97198355	0.9964254	0.93709344	0.92250526	0.85213697	0.8742212	0.896217	0.871312	0.920511	0.98004144	0.89850676	0.99406874	0.9429555	0.9585734	0.8546603	0.9356011	0.93456936	0.9698417	0.99876636	1.0	0.8862519	0.89094347	0.94727224	0.9491893	0.9214153	0.8769604	0.9747397	0.96048576	0.9881497	0.88582945	0.9471441	1.0	0.93933153	0.9819108	0.0	0.92273253	0.95049775	0.91283196	0.95431453	0.8614714	0.9493348	0.981073	0.98401284	0.99781024	0.9783336	0.96577775	0.9630119	0.9854824	0.9531259	0.9073082	0.84038115	0.931074	0.9869656	0.8812542	0.9695466	0.99276364	0.9630871	0.93686175	0.9002695	0.9099502	0.8873265	0.7757021	0.85359085	0.9525146	0.8696821	0.97803617	0.8994544	0.9153444	0.9112726	0.96533215	0.9696044
spel/noun	0.96932507	0.9569844	0.89170027	0.9385913	0.9484355	0.9637215	0.9885026	0.96561575	0.8514392	0.94541067	0.88293624	0.8423717	0.9107821	0.9845405	0.98833656	0.91955537	0.95462763	0.9379959	0.95095736	0.9330192	0.92855036	0.9348252	0.9533478	0.981116	0.9320571	0.9212613	0.97746396	0.92085874	0.96414995	0.8525948	0.938153	0.9140538	0.93467724	0.879443	0.8787792	0.8891501	0.93366736	0.91071135	0.9891306	0.89956856	0.9574678	0.9264228	0.89899606	0.9559421	0.9114037	0.87255657	0.89298147	0.93246204	0.96557015	0.96056694	0.9501033	0.9579352	0.97684	0.96092206	0.87796986	0.97415334	0.95861876	0.9413302	0.9658384	0.978112	0.955905	0.9458689	0.9202497	0.9595279	0.83534884	0.8918085	0.8974998	0.9571075	0.88380426	0.9759013	0.9623292	0.9569556	0.91666085	0.9021129	0.91790795	0.9602534	0.98065317	0.9881592	0.9145689	0.9320377	0.9698366	0.9484841	0.897612	0.9167514	0.90252405	0.92595524	0.97371215	0.9160772	0.94879174	0.95620364	0.96294427	0.9579427	0.92273253	0.0	0.9285442	0.948804	0.9617761	0.906186	0.9373481	0.98759305	0.98291457	0.95016634	0.94801366	0.9295769	0.7844676	0.9677307	0.8798802	0.9229412	0.89399046	0.93813646	0.9655077	0.8934263	0.9859258	0.9359289	0.96271026	0.83120334	0.921104	0.95230633	0.9039678	0.84182954	0.8836599	0.9340098	0.87225395	0.98038805	0.9860587	0.92395973	0.9610911	0.9905882	0.9655898
spel_DIM/noun	0.9743016	0.9593208	0.94044113	0.9828887	0.97831255	0.9788429	0.98239684	0.9996347	0.9757937	0.9731986	0.96884507	0.94484496	0.9528054	0.9855489	0.9737648	0.94489723	0.97121924	0.96042806	0.96813697	0.93942857	0.9872293	0.9316604	0.94567615	0.99042404	0.9736117	0.9788704	0.9918548	0.9809952	0.968206	0.9541851	0.98160505	0.95549834	0.94776726	0.96025735	0.966475	0.94083285	0.9438425	0.96051335	1.0	0.9762913	0.99103636	0.96306974	0.9258647	0.978037	0.95697093	0.94741386	0.95389163	0.95562476	1.0	0.9823074	0.95693856	0.96040386	0.99278	0.9674952	0.96903026	0.9591308	0.98608464	0.97849464	0.9878125	0.9674015	0.94706243	0.9603212	0.9551363	0.9569241	0.9108398	0.9404911	0.9626905	0.9919207	0.9798432	0.9684883	0.9791348	0.95002794	0.9317815	0.9439456	0.94431776	0.9789593	0.9477327	0.99200857	0.9627139	0.9573052	0.98558825	0.95645976	0.9456982	0.9403851	0.9291964	0.9474759	0.98691523	0.9412873	0.98273635	0.9902947	0.9640365	0.97698325	0.95049775	0.9285442	0.0	0.9798422	0.96717024	0.94475555	0.98712814	0.9673292	0.96335196	0.9701315	0.9976931	0.9692461	0.90946996	0.9823468	0.9618848	0.9629182	0.9400531	0.98647714	0.98403555	0.9662788	0.9696078	0.9710124	0.9900983	0.95260507	0.97327393	0.94387555	0.9414145	0.8955685	0.93849355	0.9694215	0.94647884	0.97391415	0.9685435	0.96529835	0.9707737	0.9938533	0.98143667
