	Chantal/name	Esther/name	Hitler/name	Jim/name	Kim/name	Madonna/name	Mulisch/name	Nottingham/name	Unilever/name	Victor/name	Waal/noun	Wauters/name	aanmerkelijk/adj	agressief/adj	ambtenaar/noun	bas_lijn/noun	bedrieger/noun	been/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	brutaal/adj	buitenlander/noun	campagne/noun	cd-rom/noun	chagrijnig/adj	charmant/adj	chef/noun	collega/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	doortrapt/adj	drempel/noun	duel/noun	echt/adj	egoïstisch/adj	elleboog/noun	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fel/adj	fout/noun	gedurfd/adj	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	goedkoop/adj	grimas/noun	grond/noun	groot/adj	gruwelijk/adj	guitig/adj	haai/noun	hard/adj	heel/adj	heel/adv	helling/noun	hem/pron	hij/pron	hoe/adj	hoofdpersoon/noun	humor/noun	iets/adv	ik/pron	in_borst/noun	inslag/noun	inzicht/noun	jaloers/adj	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	laag/adj	lek/noun	lief/noun	loer/noun	lot/noun	machine/noun	man/noun	manier/noun	me/pron	mens/noun	met/prep	min/adj	monarchie/noun	naar/adj	nicht_DIM/noun	nogal/adv	of/vg	on_gefundeerd/adj	onbetrouwbaar/adj	ondertoon/noun	ondoorzichtig/adj	onjuist/adj	ontzettend/adj	onwaar/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	overvloed/noun	paal_DIM/noun	partner/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	rauw/adj	reactie/noun	recht/noun	reis_bureau/noun	respect_loos/adj	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	senior/noun	sheriff/noun	slecht/adj	slinks/adj	sluw/adj	smaak/noun	smerig/adj	soort/noun	spectaculair/adj	spel/noun	spel_DIM/noun	sport_wagen/noun	sprookje/noun	spul/noun	stad_genoot/noun	stekelig/adj	stem/noun	stier/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tand_arts/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	vijandig/adj	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wantrouwend/adj	wat/adv	wat/pron	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zielig/adj	zo/adv
heel/adj	0.8508193	0.9550908	0.89203686	0.92603564	0.8456415	0.9248152	0.9414407	0.93838716	0.95538616	0.993415	0.8008215	0.95053744	0.863693	0.69568866	0.8805251	0.8502362	0.8350848	0.74573064	0.58713305	0.87742466	0.58632886	0.86712295	0.8071475	0.8949369	0.8581003	0.69949484	0.8571556	0.7566602	0.943888	0.7395847	0.7885611	0.9069823	0.8161726	0.80191433	0.7668014	0.8442094	0.7165644	0.67159516	0.96662813	0.7644622	0.68516815	0.7365572	0.639088	0.8326628	0.9015559	0.89323115	0.58430254	0.6832607	0.92979735	0.970603	0.84777915	0.8358388	0.84229654	0.8417073	0.84736174	0.65290475	0.76713115	0.78687096	0.7852692	0.7251898	0.89568186	0.73342186	0.82938814	0.7799445	0.85250837	0.9399909	0.7552097	0.0	0.48897153	0.8080447	0.7441503	0.68214506	0.55128866	0.8567376	0.75279105	0.7282305	0.58650935	0.75552166	0.8426601	0.7685184	0.7492875	0.86137354	0.88663405	0.8682924	0.8057581	0.7506089	0.8947816	0.7186523	0.90130943	0.7585927	0.6243255	0.8102112	0.84024274	0.79343516	0.70324993	0.7379075	0.618301	0.6501491	0.7775793	0.7676287	0.8621156	0.67424726	0.86118037	0.58677465	0.65673566	0.78699756	0.782954	0.8669325	0.65580285	0.86728835	0.5336796	0.91659975	0.8191344	0.74102175	0.82987607	0.91362333	0.9234179	0.8303518	0.8721887	0.8804375	0.8280647	0.8776496	0.88585144	0.92463815	0.8235657	0.78188324	0.84826946	0.87669176	0.8886095	0.73232055	0.85528207	0.68147135	0.76546395	0.86529404	0.7779479	0.80351603	0.81794864	0.9193109	0.91381717	0.69723356	0.75537664	0.7671815	0.7523822	0.68390095	0.6462207	0.87017673	0.65380514	0.77830374	0.8375982	0.87185407	0.64430743	0.99065375	0.72628444	0.7309177	0.8768973	0.568213	0.88115066	0.85916346	0.8968786	0.8010417	0.9301394	0.80610526	0.8307728	0.89016986	0.79417646	0.7557492	0.6624714	0.95241773	0.89649695	0.6248639	0.9538355	0.76506007	0.8530816	0.8273729	0.8269358	0.78705215	0.80202585	0.8986165	0.75142854	0.872434	0.64439315	0.74839735	0.80631346	0.62792635	0.8633441	0.7888618	0.8364781	0.6070369	0.8693286	0.7743428	0.5346299
heel/adv	0.90619946	0.96005565	0.9100331	0.9392832	0.8614073	0.9377038	0.9571331	0.9947461	0.95360297	0.9792634	0.83497065	0.94910663	0.7685524	0.5701186	0.9183222	0.75548446	0.7152616	0.8397	0.44220084	0.9251571	0.41705447	0.86560565	0.8530173	0.77621496	0.87438005	0.6323693	0.7755582	0.7544253	0.9440928	0.6496682	0.71947443	0.9549789	0.79748154	0.8438532	0.7261048	0.7598853	0.6671448	0.58320653	0.86516607	0.9241413	0.58833545	0.6674489	0.7464025	0.85236067	0.82180166	0.83782744	0.61966145	0.58415353	0.8785016	0.91118026	0.81435394	0.74914026	0.776548	0.80181265	0.72909534	0.5231977	0.64800394	0.7834443	0.7898876	0.7296936	0.78157425	0.8945782	0.9084418	0.7415117	0.79166126	0.8614768	0.63541746	0.48897153	0.0	0.8699451	0.75582033	0.6682626	0.5154879	0.80847925	0.5906993	0.62138295	0.4911363	0.6905525	0.75071144	0.7409884	0.6398921	0.8723646	0.8206625	0.8468634	0.67657524	0.7714989	0.8556599	0.83701795	0.8276484	0.93131393	0.78414494	0.91140735	0.8926807	0.90231645	0.601195	0.65065366	0.54412484	0.52092063	0.802923	0.5459126	0.864747	0.5920346	0.9505686	0.40570718	0.7208922	0.71785575	0.7237139	0.69718504	0.8630923	0.9146047	0.4041283	0.8524857	0.92822695	0.5533508	0.71484506	0.8162068	0.8389478	0.8197672	0.9656919	0.8931122	0.79967725	0.78374004	0.941878	0.8792183	0.75136423	0.6391985	0.7194197	0.8418834	0.93727857	0.6068014	0.9588192	0.52930224	0.8244225	0.8835724	0.7126732	0.85594434	0.8038083	0.85421324	0.94830775	0.67418236	0.8079446	0.7811649	0.6153463	0.6742836	0.58551145	0.8413564	0.5432272	0.75678885	0.78103834	0.795372	0.67694926	0.9341914	0.6544534	0.6822566	0.8795055	0.6793847	0.8132027	0.8586477	0.80503225	0.89214134	0.9314989	0.8558543	0.8031499	0.84497356	0.8625022	0.52453434	0.46731144	0.9107256	0.8645171	0.49525648	0.9322318	0.78273654	0.7353979	0.859023	0.7334449	0.70459723	0.7558217	0.80023503	0.7568707	0.7284386	0.37735808	0.6825933	0.9395787	0.43708533	0.79104567	0.8998947	0.7818528	0.49339926	0.8489105	0.63197637	0.3606004
helling/noun	0.98201245	0.9944061	0.9644935	0.999998	0.9533236	0.9547654	0.9822261	0.951501	0.86869746	0.9619768	0.7925197	0.9038352	0.93622416	0.94495666	0.94149864	0.7530484	0.9922948	0.8467403	0.87326574	0.9612714	0.82638514	0.9059435	0.8191118	0.932765	0.89093965	0.7942764	0.9130199	0.8315482	0.94021374	0.7876624	0.7857363	0.9026903	0.8537024	0.8107207	0.9209139	0.9424823	0.93144464	0.9093561	0.9323802	0.5570446	0.86355215	0.7356272	0.8759396	0.99276996	0.8785161	0.96937186	0.8996884	0.9614266	0.8093897	0.8593396	0.87105894	0.9216385	0.9255076	0.86272705	0.93622494	0.7684224	0.95587337	0.8793421	0.96860325	0.91227674	0.75542974	0.698845	0.91437995	0.8942522	0.9581482	0.9862776	0.8175211	0.8080447	0.8699451	0.0	0.9589992	0.8931316	0.9118309	0.94422233	0.78740585	0.7780478	0.8984895	0.9137419	0.92711055	0.9739731	0.9840175	0.92196125	0.9264392	0.8140999	0.8957369	0.83221376	0.88196754	0.91322285	0.82843804	0.72243166	0.92333406	0.95273614	0.9567989	0.89138037	0.93134993	0.83811057	0.9093454	0.9541052	0.88523704	0.80417603	0.76234704	0.9064546	0.99231726	0.82230544	0.8192197	0.9565096	0.9053787	0.95687336	0.9634061	0.87275004	0.8975626	0.96441203	0.910135	0.9155677	0.6693743	0.82980555	0.90263385	0.8991683	0.64941597	0.9915735	0.99190885	0.85903287	0.9751973	0.9824969	0.7157525	0.85416883	0.81172776	0.9849675	0.793424	0.9743634	0.9687384	0.8494176	0.86789155	0.8284124	0.8817146	0.9570993	0.92263055	0.98905355	0.9936714	0.9244259	0.8938309	0.897084	0.88211584	0.82297933	0.8342819	0.88430065	0.90455776	0.71734	0.9517751	0.89627695	0.8511923	0.84808075	0.8566028	0.8867647	0.8531781	0.7667068	0.94898456	0.95153207	0.8508605	0.72058547	0.8388207	0.9672179	0.7688472	0.9777584	0.70009756	0.9463327	0.8383778	0.7522818	0.7924565	0.91539013	0.99597764	0.97307897	0.9282268	0.80070555	0.9472818	0.8625839	0.96006477	0.6826633	0.8464266	0.9828692	0.8054639	0.95184994	0.6042092	0.91027164	0.93529844	0.87575454	0.8257959	0.892136	0.93941045	0.90909594	0.8411383
hem/pron	0.9075473	0.9015094	0.6857996	0.7932366	0.7935282	0.8929777	0.81584257	0.870561	0.9417088	0.91141295	0.8829186	0.8745793	0.887062	0.6918011	0.8293714	0.9405569	0.6203946	0.7688683	0.6201136	0.8657159	0.7391169	0.7846596	0.90805626	0.9528933	0.9007128	0.7686244	0.75516427	0.85448277	0.9765791	0.75779027	0.75454664	0.6529059	0.6808497	0.7231312	0.57953817	0.6731048	0.5900996	0.76552343	0.99151844	0.9430391	0.85654426	0.91529685	0.77419406	0.70060945	0.97259194	0.72928154	0.6668318	0.67933047	0.7021438	0.75631934	0.8003819	0.8319798	0.7619357	0.77913254	0.88290924	0.7837818	0.7415979	0.7927312	0.6702529	0.8960652	0.87531704	0.88306624	0.81557316	0.71427107	0.86642194	0.81535804	0.6811957	0.7441503	0.75582033	0.9589992	0.0	0.34183252	0.61541796	0.74048483	0.8581033	0.84308124	0.61302423	0.9369985	0.7777227	0.73736787	0.58497715	0.6753758	0.8530357	0.88594735	0.92715687	0.73991543	0.8080162	0.9119905	0.9457487	0.9034286	0.7722138	0.8274585	0.7697308	0.97630346	0.57345164	0.78709745	0.44801503	0.6547672	0.69317603	0.79558545	0.8095153	0.6508958	0.77740616	0.62804073	0.61333835	0.8336477	0.7265532	0.9023969	0.82227653	0.8753405	0.7522298	0.80682623	0.7570933	0.6967546	0.8057327	0.8197658	0.9440354	0.92686254	0.977777	0.72154176	0.75167865	0.8221919	0.92878675	0.71391934	0.7593828	0.83779705	0.74118817	0.84885204	0.94737875	0.76939565	0.5102144	0.7854759	0.9284941	0.87568456	0.8103271	0.92377603	0.72520006	0.9684385	0.82762635	0.7835866	0.80160785	0.60324496	0.85721076	0.7200222	0.75142646	0.83660036	0.8067385	0.8449594	0.9456846	0.863915	0.8297163	0.89884204	0.8227013	0.79049027	0.78432584	0.74307704	0.97290695	0.8398071	0.735179	0.8628831	0.86051226	0.8055645	0.511327	0.8302263	0.7190467	0.6669336	0.67174184	0.8115144	0.8414683	0.8479265	0.8304907	0.7691145	0.77690697	0.9014718	0.61426723	0.60070455	0.8079386	0.8616289	0.74968517	0.7959828	0.7387792	0.70400184	0.98168427	0.67817	0.9931232	0.90762544	0.9290335	0.530666	0.96118116	0.69022363	0.6738277
hij/pron	0.8651084	0.93076336	0.63409686	0.8200698	0.8168732	0.80889446	0.80601823	0.9339926	0.9634225	0.8652162	0.84206694	0.8559577	0.9199785	0.5757311	0.810716	0.9019794	0.61227375	0.6821312	0.57089615	0.8532087	0.61461437	0.7271191	0.8245927	0.91876376	0.89172	0.6110012	0.8235006	0.7421863	0.95231336	0.62470734	0.59151876	0.8271814	0.62878585	0.7355242	0.6802506	0.68472534	0.6463158	0.711954	0.9800272	0.898415	0.7734528	0.81883115	0.730684	0.7304403	0.9520748	0.6325477	0.5697068	0.5822097	0.67603755	0.6969709	0.71515125	0.77495193	0.7390162	0.72638005	0.83504	0.68037355	0.7508036	0.5448555	0.6723907	0.8746771	0.7007133	0.8359131	0.7644416	0.73021126	0.73165804	0.78562313	0.6179632	0.68214506	0.6682626	0.8931316	0.34183252	0.0	0.65167856	0.70184153	0.72314954	0.7307837	0.4689532	0.90675247	0.7367111	0.7373572	0.6325207	0.77849245	0.80086064	0.84254926	0.8311132	0.63297415	0.7093376	0.8191632	0.9034836	0.9145041	0.81105876	0.76901066	0.7987871	0.9273922	0.43512464	0.71100855	0.50840795	0.57943666	0.5393524	0.7387374	0.858596	0.6257894	0.8999117	0.55550635	0.56943655	0.83956337	0.69741476	0.79607415	0.871745	0.8375928	0.6703971	0.7937474	0.6036258	0.6793189	0.67600065	0.75738573	0.8807338	0.90476	0.9564906	0.81468964	0.85523367	0.74459416	0.87893856	0.70385337	0.72153866	0.77189654	0.66780156	0.8484951	0.9950758	0.6817062	0.699229	0.7226114	0.865928	0.76956797	0.80017793	0.86885107	0.65574133	0.96874285	0.8176198	0.63219476	0.76634175	0.70739037	0.90094256	0.6327937	0.666283	0.7919125	0.66917944	0.8041196	0.8943225	0.8183197	0.86473477	0.9201897	0.67682993	0.71953964	0.80218494	0.69432795	0.9382374	0.85005987	0.62711585	0.86384434	0.88691545	0.80262077	0.44880414	0.77586865	0.6467974	0.61168635	0.57833093	0.75108784	0.7743114	0.7512602	0.8968015	0.81570053	0.78301734	0.80476236	0.44975615	0.68610096	0.78009474	0.7094979	0.70240027	0.86504036	0.62937224	0.76781106	0.98640895	0.62500787	0.9111407	0.89925474	0.9079675	0.39490026	0.9309527	0.6962171	0.62457937
hoe/adj	0.879806	0.90558296	0.80450654	0.95715916	0.8834555	0.8589621	0.8697536	0.9960837	0.95038635	0.88275826	0.8897371	0.9696513	0.83004	0.6819532	0.81546587	0.80046284	0.63089573	0.8407039	0.5560856	0.92708534	0.6365717	0.8625911	0.9082883	0.8989197	0.8028501	0.76598966	0.80111796	0.7939883	0.84336096	0.7251941	0.71739614	0.8728661	0.8148203	0.70369154	0.696531	0.6268761	0.5122026	0.61561215	0.9074559	0.9120934	0.5194256	0.79559743	0.6159083	0.802457	0.8324748	0.91459733	0.5893414	0.6506108	0.8624343	0.93001634	0.80326736	0.7115706	0.901773	0.66177475	0.8135548	0.47038203	0.6486734	0.87643164	0.6830287	0.8305252	0.9142136	0.8926483	0.826207	0.64099556	0.8952178	0.7877458	0.74170524	0.55128866	0.5154879	0.9118309	0.61541796	0.65167856	0.0	0.7385626	0.72094893	0.68688893	0.56816155	0.8457737	0.8271042	0.60222566	0.6378849	0.71744025	0.7380626	0.801341	0.84678465	0.8337877	0.8510708	0.8200577	0.92617446	0.8220919	0.7132095	0.848284	0.6417378	0.87172365	0.6743245	0.6088799	0.56280136	0.5119026	0.8510207	0.66014016	0.84317565	0.58591497	0.8319553	0.54978955	0.6360719	0.7424414	0.6670721	0.739697	0.7806914	0.7898204	0.55038226	0.81727946	0.83114845	0.57929313	0.71403146	0.8195088	0.8829056	0.81102484	0.9363625	0.73385155	0.68885326	0.744072	0.8387488	0.74303204	0.8102092	0.7409495	0.8054412	0.8168295	0.93506354	0.6862464	0.84550625	0.641613	0.82511973	0.85737836	0.6580397	0.8625581	0.6972786	0.92017573	0.84456617	0.7061504	0.79906046	0.69445765	0.70685756	0.7207072	0.6207355	0.90659153	0.69615734	0.71806055	0.8882059	0.70793545	0.7224628	0.9678508	0.77958596	0.88059735	0.9018438	0.7169119	0.89706594	0.8511226	0.83932483	0.87565476	0.8297468	0.78690886	0.8165717	0.8556893	0.82512075	0.65302587	0.5052904	0.86641026	0.7911509	0.6181141	0.7937958	0.71699333	0.77134496	0.83575296	0.8149473	0.7674511	0.7291426	0.71617836	0.6628365	0.8338625	0.6098293	0.47087044	0.9357219	0.58233	0.8346713	0.8958025	0.7661981	0.5045681	0.8081198	0.5700784	0.34919375
hoofdpersoon/noun	0.7571373	0.7181058	0.5487743	0.74247825	0.7210586	0.7771707	0.52262115	0.9985492	0.94454235	0.59282625	0.9193777	0.956256	0.93135434	0.72371507	0.84983486	0.8975756	0.7773947	0.921769	0.74827135	0.8779727	0.7028901	0.9715096	0.8280101	0.75783664	0.89894557	0.7483619	0.82204807	0.84819937	0.84493655	0.8869028	0.72681355	0.81736386	0.7859668	0.78143376	0.6072272	0.74888015	0.81852067	0.8470369	0.93628114	0.9370066	0.87249345	0.9648795	0.6813168	0.7085284	0.8941683	0.8932353	0.71154165	0.79027957	0.9133333	0.95047355	0.82176507	0.60042846	0.868829	0.9094293	0.71939456	0.85388184	0.8485867	0.802717	0.6637363	0.91488075	0.83883953	0.91126555	0.88709563	0.5314256	0.87042564	0.8879795	0.83660936	0.8567376	0.80847925	0.94422233	0.74048483	0.70184153	0.7385626	0.0	0.6310576	0.7883344	0.8372354	0.8854524	0.8736772	0.7433535	0.73774374	0.63358754	0.9337196	0.80207527	0.75028074	0.769927	0.93738693	0.8699217	0.9659725	0.9623736	0.90809673	0.99628294	0.7172017	0.9333485	0.7401521	0.80059326	0.859346	0.793411	0.7512623	0.79718095	0.8078723	0.79930764	0.82182854	0.6743452	0.68955135	0.95516837	0.80484366	0.8006718	0.8203774	0.82700926	0.72521484	0.77697617	0.8616711	0.83023995	0.7103998	0.93640673	0.9308062	0.77653337	0.8739418	0.878817	0.9332313	0.56560534	0.9480183	0.8052529	0.79987025	0.6936023	0.8596125	0.93245226	0.96938956	0.84883505	0.95108473	0.680928	0.8978654	0.70261705	0.59141386	0.9091019	0.68205786	0.9246923	0.8053658	0.7973843	0.8351153	0.8158835	0.7592267	0.8204236	0.751768	0.78960747	0.6957129	0.7095289	0.8185897	0.59343123	0.84238964	0.95645756	0.79883575	0.8035768	0.8921908	0.764968	0.9494793	0.88408405	0.9294107	0.9847364	0.8813889	0.86319625	0.8860419	0.5576197	0.914146	0.65558636	0.6591536	0.8767821	0.92494667	0.9051335	0.7997105	0.79743373	0.8038085	0.96734697	0.85373545	0.7504797	0.7345946	0.9067119	0.5189838	0.9038371	0.77955914	0.8807775	0.9203847	0.85379803	0.9957841	0.7790997	0.84819347	0.7717608	0.93099695	0.8259355	0.7462646
humor/noun	0.8071283	0.89171094	0.8737313	0.91102594	0.9294457	0.859814	0.80362886	0.99779004	0.95929664	0.9303962	0.8088759	0.9490764	0.82806987	0.5870962	0.97865516	0.8452991	0.85099685	0.8886818	0.54645836	0.8567962	0.5096487	0.8683482	0.90766275	0.58212596	0.85207444	0.46327657	0.8758401	0.8744451	0.74610764	0.702824	0.60703266	0.9354206	0.7054868	0.89642197	0.72352695	0.6851795	0.70281905	0.6130739	0.754127	0.9338425	0.6216949	0.58856803	0.83981216	0.87088865	0.80124366	0.9082018	0.7098521	0.69276536	0.85947335	0.97910905	0.75900126	0.4628669	0.7958652	0.8198129	0.5308991	0.70077574	0.58511364	0.7409955	0.86288583	0.8019895	0.6976541	0.928733	0.8499798	0.7017519	0.685661	0.8564469	0.7129983	0.75279105	0.5906993	0.78740585	0.8581033	0.72314954	0.72094893	0.6310576	0.0	0.565973	0.6847707	0.8701222	0.7403649	0.5500767	0.798445	0.9024228	0.84723943	0.86655414	0.55085754	0.81921977	0.9615474	0.7995072	0.89131975	0.9369792	0.8297962	0.9892506	0.8787602	0.8192657	0.7769788	0.5699019	0.7009194	0.714509	0.6082003	0.6990012	0.84705204	0.6117394	0.9482528	0.54230666	0.73397887	0.8521288	0.78072953	0.5119219	0.8180691	0.9198457	0.67079675	0.7626661	0.8698753	0.6636129	0.53356755	0.85479164	0.783551	0.63037163	0.9565838	0.9402422	0.926256	0.5985197	0.94864625	0.9113073	0.85079205	0.4607097	0.6542661	0.8683508	0.94675016	0.7772683	0.9406992	0.6406144	0.7324525	0.66578144	0.55820405	0.9595869	0.8316709	0.8782316	0.94852597	0.71438557	0.8425695	0.8373168	0.5018375	0.7483617	0.5380213	0.794222	0.5821055	0.6347765	0.7684171	0.58832014	0.7478118	0.9731696	0.67099476	0.6769531	0.96350557	0.8785277	0.87683463	0.89002895	0.88945645	0.93941206	0.9203153	0.90359765	0.8251878	0.8350914	0.9280596	0.6858219	0.51430947	0.904476	0.8728596	0.63339025	0.92781115	0.7484565	0.8055335	0.8430759	0.8396435	0.75754595	0.7278054	0.66174614	0.49507433	0.81919	0.55964136	0.8256193	0.9596934	0.6597742	0.8626451	0.8890767	0.8415091	0.6747613	0.87238044	0.6964239	0.63472676
iets/adv	0.88214225	0.9405276	0.9107379	0.9150196	0.9064014	0.85714316	0.9115636	0.97832435	0.7968367	0.85699505	0.8763713	0.9804846	0.40923786	0.71102285	0.80036736	0.8335541	0.8367406	0.8602854	0.59829265	0.9132213	0.6395542	0.8964238	0.9045385	0.7024535	0.82974684	0.62975025	0.82696044	0.82047904	0.8950652	0.70869005	0.66069555	0.949967	0.74796426	0.7924115	0.7522186	0.8180504	0.7894764	0.7515801	0.74715936	0.87828815	0.79163486	0.6814544	0.70103323	0.761839	0.7479282	0.8046594	0.7141342	0.7778114	0.85675967	0.9623004	0.7787009	0.7567304	0.80577725	0.8269353	0.64821756	0.5791534	0.740047	0.85609365	0.71412235	0.7332647	0.80251575	0.8509465	0.8848415	0.7931791	0.8612956	0.8661251	0.6579447	0.7282305	0.62138295	0.7780478	0.84308124	0.7307837	0.68688893	0.7883344	0.565973	0.0	0.7245862	0.7993717	0.8546543	0.721714	0.8104821	0.9183918	0.8331363	0.8942227	0.6276494	0.84846026	0.8869523	0.957213	0.76129735	0.9260399	0.8203272	0.9388984	0.9178687	0.8613907	0.7966767	0.6875846	0.76844376	0.7576179	0.7214077	0.47745842	0.9645998	0.72158647	0.9691206	0.58642745	0.6905259	0.84466153	0.8128145	0.62644327	0.869063	0.9626879	0.7048459	0.8095205	0.9374522	0.7096038	0.71939945	0.8593802	0.8206779	0.79335713	0.9165448	0.8865363	0.91366804	0.7589406	0.8265487	0.91298544	0.739239	0.5570023	0.77710885	0.96677274	0.9409367	0.83354974	0.8563531	0.7678169	0.8203463	0.8289621	0.7609365	0.78080887	0.67247236	0.89228153	0.8265851	0.7289754	0.8784196	0.8332143	0.6643151	0.8111075	0.7460673	0.77646327	0.6034855	0.74656504	0.77285933	0.80086625	0.7296119	0.8367158	0.7912616	0.62317395	0.9236599	0.87640196	0.9170164	0.8884342	0.8393796	0.751711	0.8539616	0.8132103	0.7814506	0.8559757	0.8247252	0.6855527	0.55633634	0.90212375	0.8438941	0.5185473	0.9227633	0.8845517	0.83138305	0.85756683	0.88239825	0.88614374	0.77624834	0.7206618	0.66966474	0.856928	0.37345266	0.7450317	0.95136786	0.6804595	0.6989851	0.9507146	0.9300105	0.6369295	0.8784247	0.8516078	0.51584387
ik/pron	0.84741676	0.9239925	0.88186467	0.9968542	0.91037947	0.88654894	0.91792536	0.9996042	0.94639224	0.98103267	0.8296082	0.94136685	0.9360938	0.657243	0.9348543	0.76813877	0.61127746	0.8195923	0.42758042	0.90471256	0.7255841	0.81182843	0.8471003	0.9021143	0.88082814	0.7915071	0.8102183	0.90612215	0.95795	0.5834643	0.78538704	0.94359165	0.6519033	0.8749933	0.7161941	0.8293997	0.45825994	0.35196692	0.9446625	0.8981578	0.54677343	0.70588297	0.7325659	0.93480843	0.92590636	0.9296924	0.48081052	0.55624855	0.83654284	0.9311286	0.8073993	0.74633837	0.88021755	0.7790367	0.83636945	0.72692263	0.59792393	0.86043835	0.6380744	0.7984908	0.80049586	0.9104303	0.87095314	0.80857164	0.9375174	0.9006224	0.6486996	0.58650935	0.4911363	0.8984895	0.61302423	0.4689532	0.56816155	0.8372354	0.6847707	0.7245862	0.0	0.84030354	0.8326603	0.808564	0.4753148	0.8383858	0.9137846	0.8575984	0.91277283	0.7990074	0.88592565	0.8434224	0.9110163	0.9000656	0.6121806	0.8654243	0.9362226	0.95013165	0.68278885	0.8358841	0.19518715	0.38825363	0.85744303	0.72317225	0.91763395	0.5062232	0.9245937	0.62593395	0.71129334	0.7727524	0.7494594	0.8810256	0.8683326	0.8958139	0.44426	0.7616766	0.81287676	0.58927417	0.73532885	0.93417484	0.9935103	0.9263095	0.9334756	0.8550003	0.8014425	0.8893153	0.9835692	0.72262514	0.7342738	0.83144784	0.6879768	0.8587077	0.97415036	0.7663155	0.9009005	0.7712895	0.72026175	0.9676554	0.7487549	0.9585082	0.8657272	0.9465716	0.94797516	0.63092846	0.9041862	0.8371574	0.81961215	0.7432138	0.72027385	0.8430047	0.8441098	0.86070037	0.90814966	0.90428585	0.7442779	0.9136833	0.77729535	0.90320647	0.9186765	0.8785615	0.90643954	0.93886334	0.87414896	0.9137503	0.9119079	0.79279435	0.8140856	0.91339135	0.8961935	0.8593635	0.53408957	0.9217458	0.8262161	0.57684803	0.9284986	0.8068804	0.8174056	0.92581314	0.6653235	0.7206292	0.8605498	0.77656364	0.88367	0.73217124	0.5489361	0.54938245	0.98187846	0.29701728	0.9615865	0.9777669	0.893653	0.29137248	0.85771	0.5290065	0.49877197
in_borst/noun	0.9593958	0.7703339	0.8647194	0.7374407	0.90507007	0.6909672	0.9463572	0.9916417	0.9704628	0.89406866	0.8750721	0.9910207	0.84888005	0.8084566	0.9664904	0.65678596	0.92973644	0.80750525	0.8655709	0.8630233	0.7733468	0.9400797	0.96038896	0.81748986	0.9023632	0.7759094	0.9581238	0.88618135	0.9395633	0.7663963	0.73434556	0.98676825	0.90958047	0.83270705	0.8841419	0.8598413	0.83522415	0.7816942	0.8811688	0.92640203	0.8448368	0.90054125	0.8313095	0.8279232	0.93781525	0.87324244	0.8989763	0.8269703	0.9474669	0.97741336	0.93727326	0.8856553	0.87036514	0.9523218	0.85027915	0.77371126	0.846341	0.90905035	0.8370036	0.919601	0.88268244	0.98680735	0.9726254	0.8291931	0.88551366	0.8764752	0.87011117	0.75552166	0.6905525	0.9137419	0.9369985	0.90675247	0.8457737	0.8854524	0.8701222	0.7993717	0.84030354	0.0	0.9011221	0.92617816	0.82019997	0.881041	0.8095346	0.90713966	0.8266561	0.9699515	0.9175699	0.96294725	0.89433336	0.8109343	0.86490005	0.89969254	0.86677563	0.9263374	0.80722564	0.86783266	0.87305075	0.8508584	0.8688439	0.8128241	0.90388334	0.89336497	0.9755065	0.81059813	0.8555679	0.8884149	0.87213594	0.79163903	0.84720486	0.9823386	0.8237066	0.77371854	0.9442529	0.86926484	0.9266791	0.9791	0.8888438	0.89704096	0.9066496	0.9650884	0.9230407	0.82834435	0.9317688	0.8732543	0.7695895	0.80605763	0.8729647	0.88593465	0.964116	0.83494663	0.9026787	0.82215554	0.9004364	0.7622502	0.8304181	0.9305099	0.8066064	0.9402696	0.8815062	0.8308845	0.9507822	0.8514536	0.78813565	0.8856063	0.9147385	0.8900538	0.8220546	0.8910707	0.852864	0.93458736	0.86982155	0.92934585	0.89564896	0.8212429	0.7778564	0.94187343	0.8256571	0.86127555	0.94022053	0.9716135	0.9203199	0.9899869	0.9172521	0.87153834	0.902844	0.8384109	0.82040215	0.99972486	0.9010401	0.7093208	0.94328946	0.8521121	0.83006024	0.8430477	0.91543305	0.7942802	0.9539478	0.95966125	0.8175355	0.67627496	0.8342125	0.8722507	0.9639701	0.85237193	0.8892645	0.92206484	0.7704954	0.85451406	0.90994066	0.85503477	0.7624163
