	Kirk/name	haar/det	ronduit/adv	een/det	virus/noun	gevoel/noun	racist/noun	vind/verb	door/prep	wie/det	Waal/noun	stapel_op/verb	leger/noun	favoriet/noun	zo/adv	pleeg_ouder/noun	Verkest/name	guy/noun	papa/noun	nogal/adv	heel/adv	laag/adj	Coltrane/name	onjuist/adj	naar/adj	Robbie/name	passie/noun	zij/pron	Aalbers/name	volwassene/noun	begeer/verb	vernedering/noun	6-3/num	Saddam/name	maar/comp	excuseer/verb	nummer/noun	windstoot/noun	bond_genoot/noun	dier/noun	één/num	producent/noun	trap/noun	wijze/noun	je/pron	ieder/adv	val/noun	dan/comparative	aantijging/noun	hoek/noun	zaak/noun	bega/verb	leer/verb	metalen/adj	Unilever/name	ontroerend/adj	bijtend/adj	Marguerite/name	verpest/verb	bocht/noun	behalve/comp	bevind/verb	criticus/noun	beetje/noun	tegen/prep	gruwelijk/adj	inslag/noun	glimlach/noun	vrolijk/adj	vaak/adj	wars/adj	groen/adj	maak/verb	dat/noun	onderdruk/verb	Nottingham/name	traumatisch/adj	Vaticaan/noun	onverbiddelijk/adj	maar/vg	transfer/noun	en/comp	deler/noun	teken/verb	of/vg	vlieg/adj	wel_gemikt/adj	uiterst/adj	hen/pron	goedkoop/adj	gemeen/adj	immigrant/noun	handvol/noun	tante/noun	doortrapt/adj	stroper/noun	hoe/adj	hard/adj	spul/noun	overduidelijk/adj	zie/verb	bad/noun	Douglas/name	60/num	elleboog_stoot/noun	iemand/noun	polder/noun	weet/verb	broodje/noun	wantrouwend/adj	Kuip/name	te/adv	grimas/noun	grond/noun	bezet/verb	alle/det	Merlijn/name	jullie/pron	ik/pron	vraag/noun	woed/verb	smaak/noun	en/adv	klink/verb	wat/det	bas_lijn/noun	elf/noun	en/vg	drang_hek/noun	Grass/name	Aalders/name	als/comparative	lijk/verb	kan/verb	respect_loos/adj	ontsier/verb	kindervriend/noun	Günter/name	misdadiger/noun	dan/adv	steel/verb	fel/adj	Serena/name	tot/adv	bijzonder/adj	jaloers/adj	amok/noun	brutaal/adj	beide/det	ze/pron	gespierd/adj	roep_af/verb	heel/adj	steek/fixed	zoek/adj	zijn/det	minstens/adv	als/prep	over/prep	ding/noun	Mulisch/name	moeder/noun	Duisenberg/name	sliert/noun	ziektekiem/noun	ervan/pp	lek/noun	verontwaardiging/noun	Paauwe/name	ondoorzichtig/adj	veelvoud/noun	syfilis/noun	echt/adj	toch/adv	onder/prep	overval/noun	overdreven/adj	durf/verb	on_gefundeerd/adj	net/noun	ontdek/verb	Esther/name	vermoeden/noun	dat/pron	door/adv	complot/noun	death/noun	soort/noun	Blue/name	Louis/det	hoofdpersoon/noun	die/pron	geen/det	aanmerkelijk/adj	groep_DIM/noun	truc/noun	bluesy/noun	blessure/noun	val_partij/noun	ding_DIM/noun	fout/noun	schurk/noun	sheriff/noun	door/comp	jong/noun	charmant/adj	live_band/noun	soms/adv	ben/verb	heb/verb	Madonna/name	lach/verb	kop_stoot/noun	tegenover/prep	plant/noun	manier/noun	winnaar/noun	groot/adj	treed_op/verb	streek/noun	want/vg	gewoon/adj	opmerking/noun	op_stoot_DIM/noun	geschiedenis/noun	daarentegen/adv	elleboog/noun	paal_DIM/noun	op/part	kwasi/adj	Kim/name	zogenaamd/adj	slinks/adj	kop/noun	dreigement/noun	tand_DIM/noun	notabene/adv	incident/noun	blaas_in/verb	Jacqueline/name	spel_DIM/noun	beschuldiging/noun	inheems/adj	als/comp	gericht/adj	keihard/adj	dat/comp	buitenlander/noun	misdrijf/noun	tackle/noun	wie/pron	midden/prep	Weide/name	die/det	ambtenaar/noun	zielig/adj	rap/adj	man/noun	rivale/noun	hang/verb	fantasie/noun	Osama/name	klauw/noun	vijandig/adj	Chantal/name	ondertoon/noun	meestal/adv	het/noun	ouder/noun	me/pron	Vos/name	doe/verb	brug/noun	drugs_handelaar/noun	zesde/num	even/adj	stem/noun	overtreding/noun	verschrikkelijk/adj	drempel/noun	wat/adv	niets/adv	kenmerk/noun	totdat/comp	rauw/adj	egoïstisch/adj	humor/noun	daarna/adv	zowel/vg	campagne/noun	vader/noun	partner/noun	gevaarlijk/adj	boos/adj	iets/adv	slachtoffer/noun	terwijl/comp	beklijf/adj	des/adj	1997/noun	veel/adj	bal/noun	slecht/adj	collega/noun	stekelig/adj	vele/adj	dat/det	ontaard/verb	muzikaal/adj	hij/pron	hypocrisie/noun	met/prep	ontzettend/adj	lief/noun	woonhuis/noun	ernstig/adj	affiche/noun	web/noun	machine/noun	guitig/adj	Colombiaans/adj	chagrijnig/adj	helling/noun	kanker/noun	jood/noun	voorwaardelijk/adv	erg/adj	voorts/adv	beide/pron	tegenstander/noun	daad/noun	genoeg/adv	je/det	eigenschap/noun	kijk/verb	stel/verb	waarin/pp	weide/noun	zeker/adj	ontvlucht/verb	loer/noun	beveilig/verb	inzicht/noun	zo_niet/sbar	rotzooi/noun	spartel/verb	schuldig/adj	onbetrouwbaar/adj	schakel_over/verb	senior/noun	gedurfd/adj	spel/noun	ander/adj	schuiver/noun	scheld/verb	hier/noun	ruïneer/verb	raak_kwijt/verb	honderdduizend/num	beurt/noun	worstel/verb	stel/noun	jegens/prep	oog_DIM/noun	Beate/name	kunst/noun	tovenaar/noun	woestijn/noun	de/fixed	dijk/noun	bespreking/noun	chef/noun	klein/adj	bedrieger/noun	recht/noun	speel/verb	volk/noun	portret/noun	sprookje/noun	schrijnend/adj	versperring/noun	nicht_DIM/noun	wel/adv	min/adj	make-up/noun	god/noun	iets/noun	geblesseerd/adj	monarchie/noun	wegens/prep	wat/pron	spectaculair/adj	Spanje/name	daartussen/pp	schilderij/noun	spreek_aan/verb	Nederlander/noun	blok/noun	schilder_af/verb	haai/noun	meest/adj	in_borst/noun	Victor/name	louter/adv	verliefd/adj	mens/noun	postuur/noun	ook/adv	klank/noun
Kirk/name	0.0	0.86974597	0.85279	0.83043575	0.9197952	0.9126368	0.86471105	0.9325202	0.8335037	0.77083087	0.9167914	0.9247078	0.91034937	0.865244	0.9063438	0.8733145	0.8879808	0.8762085	0.6842411	0.8780908	0.8888919	0.9533089	0.7543665	0.9624654	0.9319407	0.8969375	0.85472584	0.9040654	0.9059743	0.85030687	0.8690982	0.9016052	0.98497397	0.8887143	0.95454067	0.8925781	0.8946434	0.87303346	0.9221095	0.93585795	0.9332562	0.6447698	0.9189428	0.87369215	0.9283833	0.89960027	0.9270134	0.95929235	0.8974326	0.9341005	0.85366106	0.8933279	0.92938477	0.8914335	0.8751284	0.66598326	0.7798034	0.76910186	0.86286074	0.9425347	0.8703466	0.9192127	0.89318603	0.8973464	0.9094669	0.83217365	0.8747158	0.9098976	0.8507314	0.8466853	0.94915134	0.9451375	0.92164934	0.90487117	0.8831384	0.71919644	0.8934791	0.9002948	0.8596322	0.9099746	0.93286157	0.92595387	0.8894185	0.8921555	0.863048	0.82078457	0.87354976	0.8476174	0.94982284	0.8888695	0.77400255	0.8166787	0.8105453	0.8383676	0.5964314	0.90712523	0.8903771	0.8340405	0.9268738	0.8992187	0.89561236	0.9099891	0.3321556	0.96845067	0.9380042	0.8901499	0.95317614	0.9626732	0.87543225	0.86054784	0.9083711	0.9610866	0.85268635	0.96308976	0.91841865	0.8878514	0.90043944	0.87548923	0.95052624	0.9659592	0.9188996	0.8717253	0.8722069	0.86654735	0.92170614	0.8612936	0.8919935	0.76606244	0.88397986	0.91476315	0.8858819	0.85842246	0.9193001	0.9550431	0.8869654	0.9188117	0.8915227	0.9088583	0.81992304	0.95727855	0.91011786	0.9101803	0.8838812	0.9395356	0.87012637	0.85286874	0.9129807	0.83402705	0.8983883	0.91245884	0.85795724	0.842428	0.89410055	0.8955331	0.82573605	0.7818344	0.9677527	0.69521976	0.93778145	0.9258525	0.846678	0.85087514	0.9276151	0.91904366	0.87897944	0.9047303	0.95467836	0.92241555	0.8936933	0.8783232	0.8739011	0.7705351	0.82475996	0.9350296	0.925041	0.93877983	0.89556736	0.9383808	0.8805032	0.95837986	0.82667685	0.8464978	0.93684125	0.9168287	0.8907663	0.8991796	0.9075916	0.90412295	0.839731	0.8700246	0.6842747	0.74549794	0.9497122	0.84101486	0.87547505	0.93058646	0.69159234	0.9369404	0.9087658	0.8672111	0.91644615	0.5953948	0.48492175	0.94389075	0.8519021	0.7682659	0.8398025	0.8389183	0.8838735	0.9233757	0.821864	0.8804178	0.87559617	0.87463516	0.9200617	0.9130897	0.9555855	0.8343568	0.8338236	0.8585545	0.91693527	0.9470815	0.89785576	0.9316596	0.8900476	0.9091449	0.89910555	0.9590133	0.9104089	0.9325484	0.82690215	0.87823707	0.9021699	0.9306968	0.9545047	0.8793602	0.87677765	0.9840081	0.92137	0.72053874	0.8198116	0.9578661	0.86601293	0.9036654	0.88957983	0.8687943	0.9585169	0.8619872	0.954144	0.9168032	0.8412305	0.85719836	0.9071086	0.8999513	0.90770227	0.88699573	0.88509214	0.8863411	0.8394197	0.9462931	0.8551161	0.8706044	0.8328862	0.91358405	0.8489444	0.8217643	0.88229483	0.9540625	0.88077533	0.9513315	0.9033043	0.955313	0.9733429	0.84434026	0.9664141	0.89116	0.8216968	0.8988929	0.898734	0.9498484	0.9111644	0.9015002	0.7793496	0.86986876	0.7460151	0.85725	0.8776378	0.94822085	0.78565264	0.9418033	0.6532835	0.9141326	0.9232176	0.8941837	0.89920205	0.94088477	0.81259066	0.78940105	0.71821415	0.84103394	0.94845694	0.9342526	0.96366197	0.8074549	0.9067567	0.85898924	0.9673463	0.8994421	0.8641051	0.86941946	0.93045455	0.8649363	0.90550065	0.8511797	0.89679	0.9258748	0.9557203	0.8796122	0.7768196	0.80467194	0.8491992	0.8871014	0.9240978	0.87137604	0.894051	0.91687065	0.9269054	0.82033575	0.78866714	0.89309955	0.8997536	0.93981016	0.9084063	0.86725056	0.91685766	0.9644777	0.6606376	0.9049492	0.98291224	0.8659119	0.8782596	0.93229496	0.83951783	0.9486175	0.9237652	0.90729	0.9128878	0.7949472	0.8538443	0.95799494	0.82475245	0.79102856	0.87560153	0.7654815	0.8938894	0.94423425	0.8262694	0.92918843	0.9365445	0.8636266	0.80274475	0.7439947	0.89685386	0.7802284	0.8495119	0.84806365	0.8151696	0.900738	0.95586574	0.9031905	0.94787556	0.68469673	0.86937356	0.8797486	0.8919325	0.7342322	0.91013825	0.77474064	0.81111133	0.8260815	0.9151476	0.80839646	0.94383043	0.93858117	0.8463863	0.810794	0.939151	0.8480472	0.9086001	0.9297094	0.9756552	0.8292369	0.9213089	0.9184405	0.9121805	0.9209577	0.85412747	0.90317637	0.84987426	0.7688719	0.88644356	0.8822638	0.56615436	0.8145786	0.70065224	0.9119061	0.87266976	0.9306902	0.77727807
haar/det	0.86974597	0.0	0.82490855	0.71338034	0.8887194	0.7472434	0.9061482	0.8025175	0.69632334	0.45784712	0.8731374	0.8908653	0.8819708	0.8235718	0.84241784	0.6542063	0.8253474	0.9196876	0.62677866	0.778844	0.8795031	0.91049397	0.91104674	0.89244175	0.73369116	0.80924296	0.6749644	0.5892506	0.8974041	0.7150225	0.80356306	0.74829894	0.87342656	0.80099183	0.83633107	0.88877034	0.7788062	0.92165303	0.7370522	0.846189	0.8579569	0.89913166	0.90853703	0.7837186	0.81835836	0.7049713	0.85944116	0.87124336	0.84771675	0.87202305	0.9139082	0.868183	0.7349012	0.8627056	0.8614482	0.76546586	0.8057512	0.66422594	0.7988679	0.93869406	0.7396411	0.93379194	0.789501	0.7884428	0.82879984	0.78755414	0.8893433	0.6137003	0.71201617	0.7413008	0.9065607	0.85464704	0.8376885	0.879171	0.69237566	0.95119816	0.8167405	0.8599834	0.7878399	0.8272488	0.9258643	0.72681534	0.9043468	0.7561106	0.676296	0.8996865	0.94101065	0.7232932	0.7123157	0.9114094	0.57974714	0.8532184	0.83458084	0.4411863	0.79428434	0.8081584	0.78876185	0.8381664	0.75562096	0.82205284	0.80240643	0.8177873	0.7833952	0.91501904	0.9089891	0.74882776	0.93019515	0.84902024	0.88917625	0.82535905	0.90179217	0.8903578	0.8237251	0.87979025	0.83958256	0.85224736	0.9010662	0.8062677	0.8383317	0.899559	0.8935725	0.87887037	0.79051214	0.7925819	0.84800464	0.8980973	0.9094232	0.5262059	0.90112543	0.8257516	0.9235236	0.71316075	0.8140886	0.85137606	0.8140224	0.8838404	0.8984102	0.91081154	0.901148	0.8949542	0.7583957	0.81552684	0.73919475	0.81419647	0.8314903	0.6259035	0.9117269	0.71647257	0.7294102	0.6161454	0.63472646	0.87967294	0.77882534	0.6890081	0.67199975	0.26975292	0.9065421	0.69022053	0.81349444	0.8882076	0.8158536	0.37814397	0.86872184	0.8483386	0.96273506	0.7915263	0.9230518	0.8279516	0.9555737	0.8755045	0.9531564	0.8757085	0.7975646	0.8988733	0.86988896	0.8380182	0.85168374	0.7467602	0.9025519	0.8580051	0.7340082	0.6370336	0.8699135	0.75199854	0.82584983	0.8503945	0.8945286	0.84317654	0.8775241	0.82438934	0.6924135	0.585956	0.8434964	0.8833363	0.8784827	0.8620045	0.8796947	0.8428759	0.8884179	0.8698555	0.8757055	0.828167	0.92746836	0.7427987	0.6331282	0.72080946	0.8856834	0.74339974	0.82724726	0.67343557	0.64676327	0.7095174	0.8439146	0.7825302	0.9011688	0.82182634	0.92449737	0.8347178	0.82142544	0.81601036	0.81230325	0.80046266	0.79975617	0.8989454	0.7893451	0.8213284	0.8605886	0.97178	0.7823844	0.8204773	0.63266826	0.8512139	0.79100984	0.79290813	0.8719022	0.8256237	0.8203332	0.82801545	0.7953304	0.6436318	0.7945957	0.8302885	0.87692887	0.75737417	0.8862735	0.841918	0.83174074	0.8831207	0.8950238	0.9047538	0.7282847	0.7840567	0.8868197	0.74737394	0.8160304	0.77785075	0.81913567	0.67038083	0.7212045	0.8232148	0.6976341	0.8232647	0.884358	0.84836984	0.5862982	0.78948265	0.6958103	0.9534315	0.58917683	0.80496323	0.81771535	0.8816844	0.9017665	0.873307	0.7925988	0.78772116	0.6902405	0.9335108	0.747422	0.9316107	0.81217587	0.82094085	0.85822564	0.64866215	0.72607124	0.84092796	0.78396964	0.7803049	0.65333784	0.86614	0.49238193	0.6806954	0.88568485	0.72909516	0.8303226	0.77155626	0.5896964	0.8512592	0.867168	0.8507085	0.88034475	0.88803524	0.8385818	0.7328182	0.79173887	0.80058306	0.92488813	0.8316056	0.71678936	0.6746456	0.8755001	0.57084477	0.8176672	0.70981604	0.8638181	0.8482013	0.82198536	0.8133285	0.8928266	0.80110776	0.84843606	0.795501	0.91881377	0.7044711	0.8218793	0.9287156	0.8204429	0.88011277	0.75039434	0.8384296	0.76735795	0.8632037	0.47672743	0.7924998	0.8006396	0.88222384	0.6973861	0.94573045	0.91529465	0.72859967	0.8315586	0.94864506	0.82776374	0.87942016	0.8986668	0.85887647	0.88934827	0.85428363	0.91992116	0.8110395	0.8345098	0.7944997	0.84442365	0.96824443	0.8473582	0.8955339	0.77338266	0.6493423	0.9211525	0.758226	0.69307494	0.6629968	0.7841359	0.60445607	0.7436209	0.8445374	0.8309369	0.88093746	0.85880935	0.9281087	0.8570563	0.81539506	0.81725615	0.8564875	0.84256226	0.7999108	0.78501254	0.6845549	0.77714443	0.76064116	0.91020954	0.5823713	0.8959099	0.87295246	0.7388847	0.7423692	0.8781569	0.87154394	0.8489513	0.8763864	0.8933388	0.8401976	0.89094424	0.89598745	0.7858704	0.70497763	0.85775924	0.93506825	0.8064047	0.85667264	0.7507407	0.7963413	0.7271216	0.7933333	0.50536466	0.82622445	0.79726976	0.83381784	0.7916906
ronduit/adv	0.85279	0.82490855	0.0	0.69899595	0.82635605	0.73084164	0.79629946	0.6022039	0.8271942	0.7883449	0.7624525	0.8024174	0.8214677	0.91931725	0.5807322	0.8403508	0.9234556	0.88348126	0.74792606	0.5410783	0.58217454	0.8999448	0.7650583	0.7082227	0.73668504	0.8103657	0.8136556	0.8043555	0.8250325	0.76817334	0.85552144	0.6731007	0.9957179	0.7872635	0.70646363	0.7942929	0.8370795	0.8028672	0.80294764	0.83545995	0.92868984	0.9396346	0.8617661	0.63125986	0.78038305	0.8940607	0.8657805	0.81729853	0.7372075	0.79310244	0.7820761	0.84992707	0.88273346	0.87155867	0.8389098	0.57859606	0.6374514	0.8767227	0.79263973	0.7523213	0.8410381	0.8911598	0.6710566	0.6301518	0.81508535	0.68204236	0.69320464	0.7206563	0.61653453	0.53407276	0.7394352	0.84846824	0.78082144	0.7804423	0.80193186	0.9055268	0.8394495	0.78268063	0.7962773	0.5697822	0.8797022	0.7181877	0.78749055	0.84047043	0.6395564	0.79910207	0.9150666	0.51574075	0.8172186	0.8327781	0.62285584	0.7868227	0.79371595	0.83853376	0.80013394	0.86889136	0.6415876	0.6960385	0.77372336	0.73380554	0.8085712	0.8844707	0.9177287	0.90971977	0.9191915	0.7357056	0.9270366	0.93502325	0.8271915	0.73072827	0.69402385	0.6716741	0.7933258	0.90325576	0.8578925	0.9108773	0.9188383	0.77150995	0.7531983	0.8497536	0.8758289	0.73481125	0.66456497	0.5651282	0.80415905	0.8538609	0.8414307	0.6629342	0.8366322	0.8743839	0.8584644	0.58139616	0.73833215	0.8367805	0.62957126	0.8264015	0.86764765	0.943929	0.7837909	0.80932415	0.8474839	0.7051961	0.83154374	0.79867387	0.54177773	0.72497475	0.815709	0.66117835	0.88476026	0.6990029	0.8446439	0.88733137	0.7276609	0.87829465	0.86620194	0.82112586	0.8784878	0.70036477	0.76113784	0.69198084	0.8786854	0.7946913	0.80451506	0.8440777	0.8691889	0.7969467	0.8169725	0.752038	0.88958114	0.75907385	0.81156087	0.85694253	0.63706493	0.72486186	0.9045913	0.70234054	0.6592183	0.75457555	0.63752544	0.8857023	0.86279047	0.88535905	0.8883574	0.8295273	0.66745436	0.8563665	0.906119	0.76118773	0.8129335	0.81108314	0.74828887	0.7857542	0.7626364	0.74991167	0.83570874	0.8270637	0.7009649	0.9533784	0.82737005	0.82575965	0.8776549	0.7794144	0.832349	0.8076954	0.8690847	0.7425162	0.8320911	0.44809848	0.6376406	0.85671234	0.8315205	0.7076493	0.8798876	0.7450471	0.87944174	0.6917573	0.9739895	0.83605415	0.8339368	0.73315173	0.688501	0.69971114	0.6097733	0.8724333	0.8048847	0.81714284	0.8721526	0.8579405	0.8773054	0.73495007	0.9039407	0.77301234	0.8323885	0.7319776	0.79057187	0.8774979	0.84985673	0.81615096	0.8456019	0.84461796	0.70663244	0.8027509	0.8543969	0.73995996	0.8073523	0.7253445	0.77346706	0.7934325	0.86606663	0.7832342	0.87640035	0.7800013	0.9077056	0.64957523	0.85808736	0.6194265	0.8377771	0.7259686	0.7984557	0.8919331	0.7031771	0.8914558	0.86487746	0.6777374	0.84928447	0.6784414	0.7110704	0.6867142	0.7764602	0.7971977	0.90515274	0.7937923	0.8005811	0.8456594	0.951515	0.7519395	0.7229376	0.8735875	0.68792284	0.8121153	0.5895547	0.7900151	0.8134152	0.81189984	0.65610284	0.58441174	0.6351174	0.8489313	0.77634174	0.86629575	0.7926322	0.83011603	0.687842	0.70585066	0.7441285	0.814068	0.764992	0.6559903	0.8264746	0.90029323	0.75691414	0.8672893	0.73558253	0.8043895	0.74369985	0.79442793	0.6982808	0.6973676	0.7226904	0.7359481	0.75531197	0.7588712	0.60848814	0.80033505	0.8476406	0.8296099	0.8965772	0.8568572	0.8418857	0.71321905	0.9080408	0.735674	0.8438677	0.8554199	0.81580806	0.91807055	0.5779382	0.86316645	0.8192475	0.799184	0.65294266	0.690486	0.8279496	0.7376833	0.7687306	0.8535425	0.70378715	0.8578614	0.9054682	0.80486065	0.8541298	0.7770229	0.7253372	0.8897203	0.83413875	0.87832034	0.86380893	0.65952027	0.83324885	0.9022824	0.6398941	0.62334764	0.9000057	0.80199504	0.69059616	0.8248739	0.83158803	0.84356195	0.91366297	0.850417	0.8062966	0.75945926	0.7437372	0.78592736	0.87943673	0.83262694	0.81217915	0.8244199	0.8845981	0.87644166	0.863853	0.8655688	0.84783024	0.7529906	0.8527298	0.75826013	0.8184532	0.76060885	0.66236997	0.6015514	0.90199465	0.92905164	0.72881806	0.6565403	0.7864607	0.79067165	0.73703754	0.9385799	0.81013995	0.7989042	0.89007753	0.7078572	0.823884	0.8217968	0.8727507	0.80328965	0.85107225	0.7238947	0.6443897	0.7815591	0.6289612	0.81468475	0.8194662	0.7751714	0.8059226	0.7212455	0.88611	0.7698829	0.7160833
een/det	0.83043575	0.71338034	0.69899595	0.0	0.750943	0.81914914	0.74596226	0.8444545	0.5574806	0.6160406	0.7806828	0.68786573	0.83250165	0.8244259	0.81707865	0.85425854	0.9265542	0.8718169	0.81475246	0.6824835	0.7931336	0.7598245	0.89464074	0.87837875	0.72100824	0.81919336	0.74464726	0.78805447	0.8403921	0.73007596	0.90736663	0.7657934	0.9937513	0.7986852	0.8213833	0.8218628	0.76757085	0.8912304	0.81090355	0.74081755	0.70343167	0.85934	0.6471151	0.720257	0.7899527	0.7987128	0.73906636	0.8194946	0.86458635	0.630568	0.83454466	0.733445	0.85367244	0.6856056	0.8813975	0.7218207	0.6929132	0.8491236	0.6754143	0.68801045	0.65819466	0.7796869	0.74915457	0.77932346	0.6974366	0.6606177	0.6664311	0.7363111	0.57407725	0.61782557	0.69875544	0.72712624	0.7012907	0.71843034	0.7064166	0.8972353	0.82350487	0.886035	0.73746634	0.65436417	0.77462983	0.7981401	0.82004213	0.7409606	0.571145	0.59783244	0.7448065	0.60954034	0.715372	0.8124132	0.37985933	0.8114732	0.6077633	0.7998337	0.7446064	0.8499961	0.8066139	0.67247343	0.7902434	0.7194837	0.72740924	0.7902008	0.7596921	0.8528689	0.7008745	0.63947904	0.82896024	0.9424468	0.730087	0.8529685	0.73899066	0.7306595	0.7429594	0.72506326	0.8171381	0.7596781	0.87076664	0.7895654	0.8280307	0.86768603	0.85986763	0.7629418	0.66807735	0.72628146	0.7805942	0.9174689	0.70604074	0.53990287	0.777946	0.9254363	0.9312199	0.6838823	0.7207848	0.8182875	0.813866	0.6804331	0.856161	0.9543829	0.6769571	0.86165845	0.739973	0.6821069	0.8787382	0.79853094	0.6481671	0.7507645	0.85406244	0.58650666	0.6813761	0.7571616	0.7113419	0.78341424	0.7095291	0.88600016	0.74633396	0.60519916	0.7987462	0.6319067	0.76626813	0.8068491	0.88385075	0.8257121	0.9111115	0.6657697	0.8585595	0.7106153	0.7408699	0.78804874	0.8576098	0.82509965	0.80058026	0.8674402	0.7281492	0.7571356	0.76910096	0.71102446	0.7599753	0.8473527	0.88285923	0.7474202	0.7015486	0.88207376	0.780666	0.5576769	0.81156635	0.8026825	0.86365163	0.6339589	0.8642262	0.8869339	0.731922	0.53121674	0.67512155	0.86198485	0.70946133	0.7713038	0.8127618	0.79230523	0.72731537	0.79481167	0.77596056	0.697013	0.85977674	0.6795651	0.7535412	0.6216531	0.87084776	0.57846195	0.72472095	0.73530424	0.81753796	0.7577957	0.68804103	0.8021193	0.7629137	0.767226	0.8312011	0.7318282	0.7315086	0.7381016	0.770912	0.7322166	0.8026873	0.69726247	0.7651098	0.8156694	0.6894568	0.78745776	0.77241766	0.7783033	0.8319826	0.6490095	0.80967736	0.68090844	0.7715845	0.74880743	0.84776646	0.663507	0.82465494	0.8448946	0.6802476	0.80250573	0.8391647	0.79500306	0.6862731	0.6540422	0.87479115	0.76689744	0.76639986	0.683192	0.7543169	0.69458467	0.93132204	0.63908803	0.75384605	0.7436291	0.69699204	0.6616758	0.6713563	0.6615576	0.71635276	0.8131511	0.73827684	0.7930125	0.8475913	0.7975043	0.5809171	0.837815	0.8252577	0.81969094	0.7559093	0.8676275	0.7659138	0.83308023	0.8039409	0.69537306	0.67462015	0.6654154	0.6501548	0.8462195	0.754987	0.8208126	0.7721494	0.7358589	0.63041407	0.7650323	0.663309	0.67318857	0.7079535	0.8231217	0.80472934	0.8245702	0.61281693	0.77814996	0.7887179	0.56773543	0.56816983	0.74256486	0.87119526	0.79849863	0.83674085	0.70075965	0.794714	0.8322689	0.77829146	0.6508349	0.8188539	0.70544493	0.6233218	0.61889315	0.7935939	0.41059446	0.81083375	0.7802297	0.8078218	0.67537063	0.73398703	0.78064394	0.72582304	0.6917132	0.82124984	0.7952292	0.72034514	0.8051435	0.7845984	0.8416692	0.74712926	0.73384756	0.6921688	0.5854724	0.7192772	0.7820488	0.71715754	0.73167986	0.79325473	0.8977726	0.56419903	0.7626753	0.8576535	0.86845744	0.9202557	0.75505567	0.7529225	0.8567107	0.83721757	0.8670634	0.7683276	0.7122332	0.8717586	0.83352256	0.72220445	0.66269207	0.74598706	0.87639076	0.77819765	0.8123151	0.8437511	0.74623084	0.83485466	0.7576266	0.7574471	0.6540216	0.76885116	0.7082585	0.8129351	0.7951492	0.7601289	0.7919836	0.84409153	0.798828	0.8395869	0.83607686	0.52204484	0.7697723	0.8905131	0.73593926	0.7619911	0.7234786	0.7021744	0.7498903	0.8575086	0.79835993	0.8255922	0.7881489	0.81703585	0.79713464	0.804989	0.79443854	0.81075776	0.6521239	0.9068702	0.6018082	0.82092524	0.6777039	0.70511526	0.79305255	0.7626157	0.7385576	0.7091968	0.7241162	0.6408855	0.86083674	0.7832183	0.71729827	0.6913669	0.7489617	0.71722376	0.84674066	0.7418355
