	'98/noun	Engelstalig/adj	Marokkaans/adj	Newyorks/adj	Nieuw-Zeelander/noun	West_Vlaams/adj	Zwitser/noun	aankondiging/noun	aanstekelijk/adj	aardig/adj	absoluut/adj	absurd/adj	acteer/verb	acteur/noun	actie_film/noun	ad/adj	adembenemend/adj	af/adv	aflevering/noun	alert/adj	alleszins/adv	altijd/adv	and/noun	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	associatief/adj	bedoel/verb	bedoeld/adj	bedoeling/noun	beeld/noun	beetje/noun	behoorlijk/adj	beklemmend/adj	beminnelijk/adj	ben/verb	bene/adv	beperking/noun	beschrijving/noun	bevat/verb	bijdrage/noun	bijna/adv	bijrol/noun	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	bizar/adj	blijk/verb	bloes_DIM/noun	boek/noun	bom/noun	bovendien/adv	breng/verb	breng_teweeg/verb	briljant/adj	broederschap/noun	buitengewoon/adj	bundel/noun	cd/noun	charmant/adj	choreografie/noun	column/noun	coma/noun	commentaar/noun	componist/noun	computer/noun	contrasteer/adj	cosmopolitisch/adj	creatie/noun	creatief/adj	cynisme/noun	dandy/noun	danser/noun	debuut/noun	desinteresse/noun	detail/noun	dialoog/noun	dirigent/noun	doe/verb	dol/adj	doorgewinterd/adj	doos/noun	draai/noun	dramatisch/adj	droog/adj	duivel_DIM/noun	dynamisch/adj	echt/adj	een/adj	eens/adv	eenvoudig/adj	eenzaam/adj	effect/noun	eigenlijk/adj	eindeloos/adj	elegant/adj	element/noun	emmer/noun	en/adv	energiek/adj	erg/adj	ergerlijk/adj	erudiet/adj	essay/noun	even/adj	even/adv	fair/adj	feest/noun	feestelijk/adj	fel/adj	film/noun	film_DIM/noun	flets/adj	flits/adj	fraai/adj	fris/adj	fris/noun	ga_vooraf/verb	gaaf/adj	gast/noun	gedicht/noun	geil/adj	gek/adj	geloofwaardig/adj	geluid_effect/noun	gelukkig/adj	gemak/noun	gemeen/adj	gemoedelijk/adj	genoeg/adv	geschreven/adj	gesprek/noun	gesprekspartner/noun	gestuurd/adj	getekend/adj	gevat/adj	gevoelig/adj	geweldig/adj	gewiekst/adj	gewoon/adj	gezang/noun	gezicht/noun	geïllustreerd/adj	goed/adj	goochel/verb	grap_DIM/noun	grappig/adj	groep_DIM/noun	grof/adj	gulzig/adj	haast/adv	hedendaags/adj	hedonistisch/adj	heel/adj	heel/adv	heerlijk/adj	heimwee/noun	helder/adj	herhaaldelijk/adv	hermetisch/adj	hilarisch/adj	hoe/adj	hoofdpersoon/noun	hoogstaand/adj	hoorn/noun	houd_over/verb	humor/noun	ijzersterk/adj	illustratie/noun	immer/adv	improviseer/adj	inconsequent/adj	ingenieus/adj	inhoudelijk/adj	intelligent/adj	ironisch/adj	juist/adj	karikatuur/noun	kijk_heen/verb	kinderlijk/adj	kleurrijk/adj	klink/verb	koe/noun	komedie/noun	kort/adj	kritisch/adj	kunst/noun	kwartet/noun	lach/verb	laconiek/adj	lady/noun	lang/adv	lees/verb	lek/adj	lekker/adj	leuk/adj	lever_op/verb	licht/adj	lied/noun	lied_DIM/noun	lijk/verb	literair/adj	logica/noun	ludiek/adj	luister/verb	maak/verb	maak_mee/verb	maar/adv	man/noun	manier/noun	megalomaan/adj	melancholie/noun	melig/adj	mengeling/noun	messcherp/adj	mijne/noun	mik/verb	mild/adj	milieu/noun	min/adj	mix/noun	modern/adj	moment/noun	mooi/adj	mossel/noun	musical/noun	muzikant/noun	natuurlijk/adj	nauwelijks/adv	naïef/adj	neig/verb	net/adv	neurose/noun	neus_hoorn/noun	nogal/adv	nota/adv	observatie/noun	obsessie/noun	of/adj	om_kade_ring/noun	onbedaarlijk/adj	onbegrijpelijk/adj	onderdeel/noun	onderhoud/adj	onderschrift/noun	oneerbiedig/adj	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onnodig/adj	onomstotelijk/adj	onrustig/adj	onschadelijk/adj	ontleed/verb	ontnuchter/adj	ontroerend/adj	ontwapen/adj	onverwacht/adj	onvoorspelbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	onzinnig/adj	ook/adv	oorspronkelijk/adj	opera/noun	opmerkelijk/adj	opmerking/noun	opvallend/adj	origineel/adj	origineel/noun	overrompel/adj	overtuigend/adj	overvloede/adv	paar/noun	pak_uit/verb	passage/noun	patroon/noun	performance/noun	personage/noun	pianist/noun	plaat/noun	plant/noun	podium/noun	poging/noun	portret/noun	poëzie/noun	prachtig/adj	presentator/noun	pretentieus/adj	provocerend/adj	raak/adj	ramp/adv	rancuneus/adj	reactie/noun	reeks/noun	regisseur/noun	relatie/noun	rem/adj	reputatie/noun	rest/noun	rijm/verb	rock/noun	roem/noun	rol/noun	roman/noun	romancier/noun	satire/noun	scherp/adj	scherpzinnig/adj	schets/verb	schrijf/verb	schrijf_op/verb	schrijfster/noun	schrijnend/adj	script/noun	scène/noun	seizoen/noun	serie/noun	serieus/adj	sketch/noun	slapstick/noun	slim/adj	slipper/noun	snel/adj	soms/adv	spaar/verb	spannend/adj	speel/verb	speels/adj	spel/noun	spionne/noun	spits/adj	spontaan/adj	spot/adj	sprekend/adj	stapel/noun	stel/noun	stereotiep/adj	sterk/adj	stijl/noun	stoutmoedig/adj	streef_na/verb	stuk/noun	super/adj	tafel/noun	te/adv	technisch/adj	tegelijk/adj	tegendeel/noun	teken_uit/verb	tempo/noun	tenger/adj	tent/noun	tentoonstelling/noun	terloops/adj	thema/noun	thematiek/noun	thriller/noun	time/verb	titel/noun	toch/adv	toe/adv	toegankelijk/adj	toespraak/noun	toneelstuk/noun	tragikomische/adj	trailer/noun	trouwens/adv	typering/noun	uit_vergroting/noun	uitermate/adv	uitgedost/adj	uitgesponnen/adj	uitval/noun	uitzinnig/adj	vaak/adj	variant/noun	variatie/noun	veel/adj	veelzijdig/adj	vele/adj	verbeeld/verb	verdienste/noun	verfrissend/adj	verhaal/noun	verontrustend/adj	verrukkelijk/adj	vers/noun	verslag/noun	verteder/adj	vertel/verb	vertoon/verb	vervang/verb	vervolg/noun	vervolgens/adv	verzameling/noun	villa/noun	vind/verb	vindingrijk/adj	vinnig/adj	virtuoos/adj	voedsel/noun	vol/adj	voltooi/verb	vondst/noun	voor_publicatie/noun	vooral/adv	voordracht/noun	voorspelbaar/adj	voorstelling/noun	vooruitzicht/noun	voorzie/verb	vorm/verb	vriendelijk/adj	vrij/adj	vrijmoedig/adj	waan/noun	waanzin/noun	waanzinnig/adj	wat/adv	weduwnaar/noun	weer/adv	weerzinwekkend/adj	wel/adv	welbespraakt/adj	wend_voor/verb	wending/noun	werk_DIM/noun	werk_uit/verb	wijn_fles/noun	wijze/noun	wissel_af/adj	woordspeling/noun	wrang/adj	wreed/adj	zachtaardig/adj	zeer/adj	zeer/adv	zeil/verb	zelden/adj	zelfs/adv	zet_neer/verb	ziekelijk/adj	zin/noun	zo/adj	zo/adv	zoek_tocht/noun	zoet/adj	zwart_wit/adj	zwijg/adj
'98/noun	0.0	0.9041445	0.9462435	0.90464395	0.85787106	0.7903667	0.8730792	0.77951217	0.8773118	0.8956387	0.9558188	0.9273084	0.93970275	0.91614807	0.9486927	0.9878026	0.8995653	0.9761476	0.9526548	0.9741379	0.9455024	0.9626455	0.96462363	0.945673	0.9186791	0.8806268	0.99170613	0.9317305	0.9114182	0.9157312	0.96509945	0.91581416	0.98923504	0.9271738	0.89995974	0.9561538	0.95626676	0.71113765	0.97059554	0.93500876	0.8818094	0.9224926	0.9376129	0.8797688	0.9575109	0.89826405	0.93558127	0.8567207	0.9568952	0.9781303	0.89538753	0.897913	0.9471986	0.90840197	0.86823434	0.89350426	0.95706654	0.9227592	0.9103378	0.8423451	0.92139614	0.9011344	0.937409	0.9511839	0.9374504	0.92149156	0.9282918	0.9166156	0.957869	0.93080807	0.9361097	0.9686538	0.96496487	0.8983475	0.85508317	0.9494938	0.8873115	0.93027604	0.92867243	0.9617377	0.9798107	0.9595907	0.789243	0.92467266	0.8119507	0.95476824	0.80680555	0.8447793	0.9149574	0.96099806	0.92204666	0.9497073	0.95565575	0.9092861	0.97019017	0.95687664	0.8983315	0.9263886	0.95399964	0.99138737	0.9035488	0.937415	0.96057075	0.9322886	0.9425936	0.92634964	0.9286312	0.96849704	0.915968	0.93918043	0.9581858	0.9204036	0.96646583	0.91048574	0.9194555	0.83462214	0.9261817	0.9460303	0.896871	0.88514763	0.90247667	0.90872175	0.9584139	0.9495081	0.9011219	0.9188872	0.92366135	0.9616006	0.95512456	0.9782912	0.94557786	0.89308333	0.88860613	0.9401078	0.8691286	0.90642625	0.96674466	0.9839368	0.91657287	0.9245054	0.9267477	0.91193914	0.9595854	0.9344528	0.9153129	0.983801	0.9451436	0.9269644	0.96412265	0.9727324	0.93069184	0.93910396	0.93884826	0.93900657	0.8901485	0.91981024	0.9532477	0.9684343	0.90394807	0.94531506	0.9559793	0.9242111	0.9396825	0.83313906	0.8963055	0.95441556	0.9567051	0.9559815	0.85957265	0.92007506	0.96549547	0.9413224	0.9114839	0.89589465	0.9017114	0.9218746	0.9154999	0.97345173	0.89316595	0.98352975	0.9454179	0.92214346	0.9096881	0.9491551	0.9193331	0.9609555	0.9729062	0.93849903	0.8806891	0.95921254	0.9290013	0.94989663	0.9300273	0.9510536	0.9519608	0.96673113	0.94629216	0.89530647	0.93190795	0.8743063	0.89654297	0.9236579	0.92314565	0.93644553	0.92035097	0.8911447	0.91571796	0.8595467	0.9125925	0.94693553	0.9599786	0.96752805	0.97497195	0.95722365	0.95577884	0.94285667	0.8582538	0.8741381	0.9593816	0.98148966	0.90312743	0.9440321	0.9277479	0.8562387	0.8855419	0.9644493	0.9270705	0.90945494	0.9711823	0.92054635	0.9563238	0.983726	0.8654499	0.9864351	0.9434344	0.9319281	0.70654213	0.92360634	0.96254134	0.9748035	0.94303745	0.95535517	0.90030265	0.9519073	0.91864574	0.89188325	0.9644338	0.9341299	0.9235747	0.9121243	0.9184753	0.9690802	0.9496744	0.9449627	0.90139866	0.91144365	0.9192818	0.9236839	0.8859869	0.7570579	0.91317725	0.8094877	0.90952843	0.86931604	0.9279644	0.92300767	0.94973963	0.8656229	0.9449906	0.87987906	0.90547866	0.9118523	0.8765653	0.84860444	0.9360926	0.8441839	0.77206945	0.9081624	0.9222482	0.90533185	0.90814257	0.9318329	0.9015749	0.9571835	0.9117661	0.9594917	0.9261345	0.9460339	0.8485094	0.89563227	0.9296723	0.94037175	0.93232334	0.96624	0.9584814	0.9355557	0.8082151	0.93044555	0.927386	0.9846117	0.9813931	0.8985424	0.93238056	0.9390383	0.91662115	0.9437471	0.9109688	0.896152	0.9674558	0.9157917	0.9761105	0.88882315	0.9430882	0.8629774	0.93723476	0.9390224	0.93039924	0.89547926	0.65949035	0.88500345	0.930548	0.96299183	0.95758647	0.9075314	0.96868193	0.93584824	0.93154895	0.9815252	0.891044	0.8627225	0.92309403	0.9351018	0.98321956	0.9184193	0.9069123	0.9537871	0.9184839	0.9312835	0.9046161	0.9645395	0.8754533	0.9253731	0.97025204	0.9223596	0.90581614	0.9132643	0.955101	0.97507024	0.9424891	0.9339591	0.9626447	0.94778	0.9546326	0.9758714	0.91208386	0.9013001	0.9174985	0.924845	0.92411155	0.9396764	0.9213963	0.8162534	0.9434058	0.96838844	0.9530809	0.9614963	0.9079754	0.9354401	0.9592511	0.94222236	0.962399	0.9493186	0.9274503	0.9089502	0.88772917	0.936327	0.8646407	0.93774235	0.8633183	0.93213975	0.9553594	0.9392577	0.9375211	0.92698836	0.94797647	0.92185575	0.8838599	0.93246907	0.94421506	0.93163705	0.95568776	0.92154646	0.9301067	0.9647419	0.9208398	0.89042187	0.85369503	0.93330014	0.89658755	0.9862326	0.92883766	0.95085645	0.87688005	0.9790342	0.915819	0.9367727	0.92029953	0.9674195	0.9452538	0.92502373	0.8992362	0.89103335	0.9465449	0.93258	0.9362695	0.98383677	0.9693778	0.95837873	0.96898013	0.9658395	0.9120745	0.9569164	0.86097443	0.92899156	0.98788863	0.96642286	0.94464505	0.96514773	0.8898484	0.9485047	0.88962805	0.95435923	0.90948474	0.9100237	0.9490796	0.8833399	0.96859896	0.8522058	0.9755143	0.92299324	0.97637475	0.9024837	0.9242009	0.8457689	0.9821213	0.9247445	0.93328655	0.91887784	0.9407502	0.94347465	0.95961577	0.9521455
Engelstalig/adj	0.9041445	0.0	0.80099845	0.7314293	0.82259524	0.8631768	0.94755733	0.8290055	0.69839483	0.63139844	0.8749723	0.73680246	0.7822172	0.7245366	0.70405805	0.87229407	0.7082934	0.802232	0.747085	0.8761549	0.7604328	0.83908916	0.6777254	0.70640916	0.85859406	0.7795789	0.88038677	0.81877583	0.81658816	0.6513114	0.82283527	0.8030171	0.9068732	0.8008667	0.61839986	0.87599677	0.83125764	0.8401466	0.9094082	0.721086	0.5284084	0.6967368	0.88398945	0.7603798	0.78468263	0.75992686	0.83971584	0.72517776	0.8360754	0.97262096	0.5895476	0.8809242	0.8522268	0.6718104	0.8679588	0.62293637	0.89133877	0.7888993	0.6249931	0.58210135	0.777266	0.75565916	0.62492144	0.9366408	0.7957298	0.7842169	0.882985	0.8918636	0.87782353	0.77393246	0.8570796	0.8021308	0.8544423	0.84945107	0.67519474	0.86761314	0.80281633	0.65571547	0.8095777	0.9172899	0.7698545	0.8492615	0.79235137	0.837456	0.79770124	0.8330627	0.9408004	0.7572592	0.8008483	0.8802272	0.83932424	0.8141729	0.786533	0.87677175	0.83255756	0.8023029	0.80102885	0.71480983	0.9571145	0.8260908	0.71086466	0.8433045	0.8119116	0.7617483	0.63942945	0.8723995	0.7948841	0.90885854	0.87820977	0.7670965	0.8982763	0.6502404	0.72165936	0.75103116	0.7641896	0.68738425	0.8247709	0.9182825	0.6939764	0.80177	0.7741313	0.57435966	0.80774605	0.8564468	0.73808634	0.8012896	0.8896591	0.8399284	0.7964432	0.8623516	0.8789835	0.53742933	0.8332327	0.861348	0.9061887	0.73287123	0.73831534	0.8091129	0.6951408	0.80693316	0.8798173	0.7863948	0.8942879	0.6226203	0.7631843	0.7632396	0.7504034	0.6679034	0.8668206	0.83700895	0.90001357	0.77216506	0.69462097	0.8860289	0.80765045	0.88483846	0.7601908	0.8603799	0.7423198	0.79507124	0.7482295	0.67027783	0.8476026	0.6907601	0.7082933	0.8407413	0.8938926	0.69236445	0.70560926	0.67364603	0.81896484	0.8427464	0.9429659	0.70673716	0.7108604	0.697474	0.64825547	0.89324725	0.786855	0.8779845	0.8093134	0.74488807	0.714471	0.9088291	0.6669281	0.6989524	0.7939204	0.80206096	0.77888525	0.870427	0.7681883	0.80834305	0.8960988	0.6083151	0.76004624	0.8955934	0.73037803	0.7748612	0.85618883	0.60182047	0.5929631	0.81803876	0.5804597	0.84555596	0.705768	0.69685686	0.6831881	0.916714	0.8023925	0.8845927	0.8907743	0.8347868	0.75198567	0.84195006	0.7062286	0.76239365	0.82323015	0.8384056	0.8114501	0.8913869	0.8311113	0.6568119	0.78012633	0.90478736	0.6944693	0.9232323	0.60656226	0.76451766	0.86322445	0.77122766	0.8348725	0.74676573	0.81396866	0.9451345	0.92249537	0.75521946	0.84988934	0.74232084	0.77986145	0.8946979	0.87634873	0.86818707	0.81675005	0.8731487	0.6148902	0.72113305	0.8274524	0.7017351	0.8177572	0.83375514	0.7378861	0.9054003	0.8884129	0.91483766	0.85382843	0.75460035	0.8777152	0.68518627	0.7833915	0.82367444	0.8321415	0.77225095	0.7035241	0.757807	0.8327902	0.6063123	0.6846136	0.7612513	0.7753327	0.7871497	0.5819317	0.7060053	0.70458126	0.7231521	0.75774467	0.7913552	0.78488004	0.6975823	0.8844212	0.74593043	0.66529024	0.7764819	0.6675378	0.85688937	0.808876	0.80212265	0.76823574	0.59931743	0.62126726	0.81247795	0.6454406	0.6566075	0.7856957	0.909067	0.8725077	0.8867933	0.66914845	0.65222937	0.8509725	0.8986567	0.813347	0.8802487	0.8567678	0.6696012	0.792791	0.7480984	0.65133375	0.80334014	0.6640371	0.83198506	0.80076814	0.7841742	0.56352925	0.8230442	0.6036335	0.7685337	0.6046528	0.6915879	0.84686375	0.60820997	0.77214694	0.68047583	0.75150174	0.81384844	0.93238807	0.8893229	0.7855327	0.8869178	0.6670741	0.7617505	0.7228857	0.85894424	0.76850545	0.77774763	0.8051915	0.8316111	0.792323	0.73693097	0.773876	0.8100335	0.8296224	0.7433406	0.86906374	0.8875282	0.6881597	0.8893645	0.90036565	0.91833776	0.84424996	0.80874246	0.92817783	0.8689205	0.79778	0.9013377	0.94723916	0.75464404	0.73128086	0.6645752	0.66314536	0.6380225	0.712293	0.52275574	0.86717796	0.79583085	0.68861467	0.7243941	0.54245096	0.66086525	0.8019237	0.8085642	0.8271271	0.8780384	0.79884684	0.8819601	0.65417564	0.9308373	0.7202538	0.79945827	0.7793827	0.7091992	0.8392104	0.7225362	0.7228677	0.7855367	0.80574286	0.72460735	0.6198907	0.7873311	0.79305243	0.6787461	0.7729151	0.80558646	0.76613414	0.7965594	0.81260324	0.6561177	0.909951	0.661613	0.9171508	0.8798244	0.70800984	0.7933069	0.66841567	0.8945454	0.84763587	0.72730887	0.74619484	0.7260411	0.74805087	0.7105397	0.71160555	0.7273159	0.9328268	0.8482087	0.7872708	0.8504765	0.88738227	0.74507076	0.87501335	0.8391987	0.7709279	0.8667908	0.83607423	0.90803343	0.7886442	0.90516734	0.87036943	0.92229736	0.75703293	0.7525891	0.7709374	0.9172386	0.8524843	0.7373492	0.7215096	0.77751434	0.8351561	0.8894489	0.8436787	0.8130659	0.9271541	0.7132288	0.81089985	0.84085965	0.89597213	0.79038143	0.9195465	0.8753113	0.7943574	0.7971511	0.8397721	0.8137282
Marokkaans/adj	0.9462435	0.80099845	0.0	0.790519	0.87459964	0.8904815	0.90797055	0.8674164	0.7257987	0.78680587	0.91197264	0.8003082	0.7742747	0.6826806	0.8686923	0.82936347	0.84018964	0.81640804	0.84088457	0.89507115	0.8735701	0.84222144	0.842961	0.7578976	0.8950241	0.9004893	0.8714545	0.8987962	0.86375076	0.85107833	0.93135697	0.78997743	0.9152119	0.825209	0.78360134	0.819806	0.85178834	0.892388	0.89485395	0.84616417	0.81105065	0.90920836	0.8506955	0.8363336	0.81464994	0.81819516	0.8120198	0.80843806	0.89301956	0.9659044	0.8219091	0.9138569	0.90144354	0.82736146	0.8241798	0.74014413	0.7093545	0.8280163	0.8884321	0.8724419	0.7939859	0.79128575	0.8459749	0.9152708	0.8824227	0.8025112	0.87266195	0.83244944	0.9308401	0.7676033	0.8411996	0.8069509	0.91738504	0.7180021	0.83319473	0.87326956	0.8300949	0.8210952	0.8209193	0.9257667	0.8065189	0.7802637	0.90448815	0.8867924	0.83571917	0.8744498	0.886521	0.8259272	0.8498471	0.9186183	0.93903947	0.84966815	0.73676217	0.83724624	0.8744233	0.8559102	0.7765376	0.7906199	0.9059141	0.83177626	0.7941318	0.8626884	0.89862895	0.83771276	0.84404534	0.85341513	0.8436761	0.95225215	0.7628036	0.79995704	0.89010715	0.7714236	0.81767654	0.83330876	0.86959374	0.7927021	0.8008913	0.9165838	0.8315569	0.90037656	0.7414782	0.84439623	0.8270007	0.93022823	0.83072436	0.80948347	0.8597339	0.82459164	0.82906127	0.818542	0.89647186	0.79855925	0.77298975	0.9388058	0.9435858	0.8201653	0.80815226	0.83298624	0.7888703	0.8281076	0.8900531	0.73914826	0.8173896	0.92337173	0.8926781	0.87741464	0.83117396	0.7952652	0.6182698	0.8614881	0.8981173	0.84530836	0.7174552	0.7891971	0.83423346	0.8755547	0.78760636	0.8432492	0.83265877	0.8755262	0.9147328	0.7883487	0.7701596	0.77156496	0.7979889	0.85397565	0.8678505	0.80944556	0.8698047	0.8626193	0.7658011	0.764955	0.89842016	0.82718563	0.8735613	0.79586947	0.81852746	0.8647909	0.8216125	0.9572089	0.83841664	0.637381	0.8448281	0.8794837	0.7722901	0.8550624	0.8948194	0.8168131	0.8587438	0.8525329	0.89734304	0.78622144	0.9497561	0.9145077	0.8396907	0.89118737	0.8294667	0.8746382	0.84802747	0.78690535	0.81657934	0.8552478	0.798055	0.9367516	0.8257424	0.8036909	0.8301253	0.8445825	0.89768904	0.73044807	0.87382865	0.86464655	0.8452544	0.85906994	0.7893367	0.86609495	0.91512835	0.90381014	0.840694	0.87629324	0.8034344	0.8086094	0.7684065	0.83005273	0.83325887	0.92176384	0.73616683	0.6592739	0.86353904	0.84909475	0.83530635	0.8962244	0.84459037	0.866225	0.95189565	0.8324021	0.85700333	0.86786413	0.8682776	0.9219904	0.94352496	0.92970383	0.8850479	0.9254314	0.8951409	0.9262309	0.9023023	0.8622036	0.8708364	0.8433195	0.8578421	0.83715075	0.94109786	0.9019002	0.9507467	0.9016979	0.8612073	0.77529454	0.8338625	0.84392595	0.84491706	0.8094699	0.7983515	0.9192679	0.88204813	0.8559571	0.8040205	0.799139	0.83126855	0.8134701	0.7912619	0.7964351	0.84330225	0.7877307	0.9232623	0.78082234	0.8966459	0.8412467	0.8502246	0.8071132	0.74051154	0.8259757	0.8445546	0.8921327	0.73079336	0.95021677	0.7298418	0.8075455	0.7768719	0.80390245	0.88024044	0.7672918	0.8213539	0.96395737	0.8516309	0.8557878	0.87363124	0.7296512	0.7516664	0.9026084	0.8397762	0.8905741	0.8519351	0.78102857	0.84807706	0.775198	0.8023975	0.722656	0.8201971	0.8273164	0.85656047	0.8015916	0.8267272	0.896923	0.75301313	0.84141004	0.8408819	0.7978047	0.95629615	0.80306447	0.8294295	0.86346984	0.8376767	0.8383509	0.7684873	0.9111837	0.77909887	0.88240385	0.8870989	0.84770226	0.7866998	0.8489735	0.88433534	0.83148706	0.7279551	0.8083624	0.76792204	0.86276394	0.70705456	0.7996799	0.87357366	0.78249556	0.89484894	0.8622706	0.82480025	0.8954038	0.7842824	0.8867193	0.86713815	0.78449947	0.92012906	0.92220896	0.9025629	0.87921137	0.7663458	0.8588847	0.87736326	0.8024965	0.8398104	0.80656326	0.8917417	0.8793465	0.93291545	0.84375584	0.84038925	0.83310354	0.76169753	0.8394962	0.9489429	0.9132899	0.86801773	0.9461688	0.8123472	0.69199336	0.8901985	0.8878354	0.70449746	0.7544762	0.869504	0.85225844	0.87686366	0.78217053	0.81485355	0.7453612	0.82530737	0.7940528	0.7728205	0.80932736	0.7260549	0.88712174	0.9044379	0.73301744	0.7769449	0.7994179	0.8984127	0.8833666	0.85699546	0.83311045	0.8795806	0.9147272	0.8431318	0.8597598	0.71449447	0.8261335	0.85017055	0.87699974	0.884557	0.96586555	0.7689379	0.87509036	0.8425087	0.79123026	0.92707914	0.9085815	0.720527	0.81975734	0.95421165	0.9321395	0.8651272	0.7833309	0.835023	0.8899089	0.8067543	0.91377556	0.8928717	0.8982515	0.8632513	0.8950468	0.879152	0.8521488	0.8945958	0.94512314	0.8251455	0.77535933	0.90859085	0.8337542	0.87896746	0.8687029	0.7256391	0.79675114	0.9146006	0.8115603	0.8633861	0.7450325	0.9028379	0.8274921	0.8390277	0.83284533	0.88667	0.77435416	0.90371746	0.7782414
