	'98/noun	1986/noun	1989/noun	Engelstalig/adj	Marokkaan/noun	Marokkaans/adj	Newyorks/adj	Nieuw-Zeelander/noun	Spaans/adj	West_Vlaams/adj	Zwitser/noun	aandoenlijk/adj	aankondiging/noun	aanstekelijk/adj	aardig/adj	absoluut/adj	absurd/adj	accent/noun	achtergrond_informatie/noun	acteer/verb	acteur/noun	actie_film/noun	ad/adj	adembenemend/adj	af/adv	aflevering/noun	alert/adj	algemeen/noun	alleen/adj	alleszins/adv	altijd/adv	and/noun	anderen/adv	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	associatief/adj	auteur/noun	avondvullend/adj	barst/verb	bedoel/verb	bedoeld/adj	bedoeling/noun	beeld/noun	beeldend/adj	beetje/noun	begrijpelijk/adj	behoorlijk/adj	beklemmend/adj	belevenis/noun	beminnelijk/adj	ben/verb	bene/adv	beperking/noun	beschik/verb	beschrijving/noun	bevat/verb	bijdrage/noun	bijna/adv	bijrol/noun	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	bizar/adj	blijk/verb	bloedserieus/adj	bloes_DIM/noun	boek/noun	bom/noun	bovendien/adv	breng/verb	breng_teweeg/verb	briljant/adj	broederschap/noun	buitengewoon/adj	bundel/noun	cabaretier/noun	cd/noun	charmant/adj	choreografie/noun	column/noun	coma/noun	combineer/verb	commentaar/noun	compact/adj	componist/noun	computer/noun	contrasteer/adj	cosmopolitisch/adj	creatie/noun	creatief/adj	cynisme/noun	dandy/noun	danser/noun	debuut/noun	desinteresse/noun	detail/noun	dialoog/noun	dichter/noun	dirigent/noun	doe/verb	dol/adj	doorgewinterd/adj	doos/noun	draai/noun	drama/noun	dramatisch/adj	droog/adj	duivel_DIM/noun	dynamisch/adj	echt/adj	een/adj	eens/adv	eenvoudig/adj	eenzaam/adj	effect/noun	eigenlijk/adj	eigenwijs/adj	eindeloos/adj	elegant/adj	element/noun	emmer/noun	en/adv	energiek/adj	enthoesiast/adj	erg/adj	ergerlijk/adj	erudiet/adj	essay/noun	even/adj	even/adv	fair/adj	fantasie/noun	feest/noun	feestelijk/adj	fel/adj	film/noun	film_DIM/noun	filosofisch/adj	flets/adj	flits/adj	formule/noun	fraai/adj	fris/adj	fris/noun	ga_vooraf/verb	gaaf/adj	gast/noun	gedachte/noun	gedicht/noun	geil/adj	gek/adj	geladen/adj	geld/verb	geloofwaardig/adj	geluid_effect/noun	gelukkig/adj	gemaakt/adj	gemak/noun	gemeen/adj	gemoedelijk/adj	genoeg/adv	geregeld/adj	geschreven/adj	gespeeld/adj	gesprek/noun	gesprekspartner/noun	gestuurd/adj	getekend/adj	gevat/adj	gevoelig/adj	geweldig/adj	gewiekst/adj	gewoon/adj	gezang/noun	gezicht/noun	geïllustreerd/adj	geïnteresseerd/adj	goed/adj	goochel/verb	grandeur/noun	grap_DIM/noun	grappig/adj	groep_DIM/noun	grof/adj	grossieer/verb	gulzig/adj	haast/adv	hedendaags/adj	hedonistisch/adj	heel/adj	heel/adv	heerlijk/adj	heimwee/noun	helder/adj	herhaaldelijk/adv	hermetisch/adj	hilarisch/adj	hip_hop/noun	hoe/adj	hoek/noun	hoofdpersoon/noun	hoogstaand/adj	hoogtepunt/noun	hoorn/noun	houd_over/verb	humor/noun	idee/noun	ijdel/adj	ijzersterk/adj	illustratie/noun	immer/adv	improviseer/adj	inconsequent/adj	informatief/adj	ingenieus/adj	inhoudelijk/adj	intelligent/adj	ironisch/adj	juist/adj	juist/adv	kamer_lid/noun	karikatuur/noun	ken/verb	kijk_heen/verb	kinderachtig/adj	kinderlijk/adj	kleed/noun	kleurrijk/adj	klink/verb	koe/noun	komedie/noun	kort/adj	krankzinnig/adj	kritisch/adj	kunst/noun	kwartet/noun	lach/verb	laconiek/adj	lady/noun	lang/adv	lees/verb	leesbaar/adj	lek/adj	lekker/adj	let/verb	leuk/adj	lever_op/verb	licht/adj	lied/noun	lied_DIM/noun	liefde/noun	lijk/verb	literair/adj	logica/noun	ludiek/adj	luister/verb	maak/verb	maak_mee/verb	maak_waar/verb	maar/adv	maker/noun	man/noun	manier/noun	meedogenloos/adj	meeslepend/adj	megalomaan/adj	melancholie/noun	melig/adj	mengeling/noun	menselijk/adj	messcherp/adj	mijne/noun	mik/verb	mild/adj	milieu/noun	min/adj	minstens/adv	mix/noun	modern/adj	moment/noun	mooi/adj	mossel/noun	motief/noun	musical/noun	muziek/noun	muzikant/noun	namelijk/adv	natuurlijk/adj	nauwelijks/adv	naïef/adj	neig/verb	nek/noun	net/adv	neurose/noun	neus_hoorn/noun	nogal/adv	nonchalant/adj	nota/adv	observatie/noun	obsessie/noun	of/adj	om_kade_ring/noun	onbedaarlijk/adj	onbegrijpelijk/adj	onderdeel/noun	onderhoud/adj	onderschrift/noun	oneerbiedig/adj	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onnodig/adj	onnozel/adj	onomstotelijk/adj	onrustig/adj	onschadelijk/adj	ontleed/verb	ontnuchter/adj	ontroerend/adj	ontwapen/adj	ontzettend/adj	onverwacht/adj	onvoorspelbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	onzinnig/adj	oog/verb	ook/adv	oorspronkelijk/adj	op/adj	op/adv	opera/noun	opmerkelijk/adj	opmerking/noun	opvallend/adj	origineel/adj	origineel/noun	overdreven/adj	overrompel/adj	overtuigend/adj	overvloede/adv	paar/noun	pak_uit/verb	parodie/noun	pas_toe/verb	passage/noun	passie/noun	patroon/noun	performance/noun	personage/noun	pianist/noun	plaat/noun	plant/noun	plot_wending/noun	podium/noun	poging/noun	populair/adj	portret/noun	poëzie/noun	prachtig/adj	presentator/noun	pretentieus/adj	prijs/verb	prikkel/adj	provocerend/adj	proza/noun	raak/adj	ramp/adv	rancuneus/adj	rap/noun	reactie/noun	reeks/noun	regie/noun	regisseur/noun	relatie/noun	rem/adj	reputatie/noun	rest/noun	rijk/noun	rijm/verb	ritmisch/adj	rock/noun	roem/noun	rol/noun	roman/noun	romancier/noun	satire/noun	satirisch/adj	scherp/adj	scherpzinnig/adj	schets/verb	schrijf/verb	schrijf_op/verb	schrijfster/noun	schrijnend/adj	script/noun	scène/noun	seizoen/noun	sentimenteel/adj	serie/noun	serieus/adj	situatie/noun	sketch/noun	slapstick/noun	slim/adj	slipper/noun	slot/noun	snel/adj	soms/adv	spaar/verb	spannend/adj	speel/verb	speels/adj	spel/noun	spel_DIM/noun	spionne/noun	spits/adj	spontaan/adj	spot/adj	sprekend/adj	spreker/noun	spring_om/verb	stapel/noun	stel/noun	stem/adj	stereotiep/adj	sterk/adj	stijl/noun	stilistisch/adj	stoutmoedig/adj	streef_na/verb	stuk/noun	subtiliteit/noun	super/adj	surrealistisch/adj	tafel/noun	te/adv	techniek/noun	technisch/adj	tegelijk/adj	tegendeel/noun	teken_uit/verb	tempo/noun	tenger/adj	tent/noun	tentoonstelling/noun	terloops/adj	thema/noun	thematiek/noun	thriller/noun	time/verb	titel/noun	toch/adv	toe/adv	toegankelijk/adj	toespraak/noun	toneel/noun	toneelstuk/noun	tragikomische/adj	trailer/noun	trouwens/adv	typering/noun	uit_vergroting/noun	uitermate/adv	uitgedost/adj	uitgesponnen/adj	uitstekend/adj	uitval/noun	uitzinnig/adj	vaak/adj	val_aan/verb	variant/noun	variatie/noun	veel/adj	veelzijdig/adj	vele/adj	verbeeld/verb	verbluffend/adj	verdienste/noun	verfrissend/adj	verhaal/noun	verontrustend/adj	verrukkelijk/adj	vers/noun	versie/noun	verslag/noun	vertaling/noun	verteder/adj	vertel/verb	vertoon/verb	vervang/verb	vervolg/noun	vervolgens/adv	verzameling/noun	villa/noun	vind/verb	vindingrijk/adj	vinnig/adj	virtuoos/adj	voedsel/noun	vol/adj	volg/verb	volk/noun	voltooi/verb	vondst/noun	voor_publicatie/noun	vooral/adv	voordracht/noun	voorspelbaar/adj	voorstelling/noun	vooruitzicht/noun	voorzie/verb	vorm/verb	vreselijk/adj	vriendelijk/adj	vriendschap/noun	vrij/adj	vrijmoedig/adj	vrouw/noun	vrouwelijk/adj	waan/noun	waanzin/noun	waanzinnig/adj	waar/adj	wat/adv	weduwnaar/noun	weer/adv	weerzinwekkend/adj	wel/adv	welbespraakt/adj	wend_voor/verb	wending/noun	werk_DIM/noun	werk_uit/verb	wijn_fles/noun	wijze/noun	wissel_af/adj	woordspeling/noun	wrang/adj	wreed/adj	zachtaardig/adj	zeer/adj	zeer/adv	zeil/verb	zelden/adj	zelf/adv	zelfs/adv	zelfspot/noun	zet_aan/verb	zet_neer/verb	ziekelijk/adj	zin/noun	zing/verb	zo/adj	zo/adv	zoek_tocht/noun	zoet/adj	zwart_wit/adj	zwijg/adj
'98/noun	0.0	0.8645447	0.8260635	0.89441967	0.918835	0.93148416	0.90999573	0.8784268	0.8478641	0.8367195	0.8779039	0.8956457	0.8084053	0.88946813	0.88829315	0.95733047	0.924119	0.87004584	0.9677012	0.9082853	0.9101656	0.9273038	0.9891438	0.90435284	0.97031915	0.9502886	0.9676883	0.9550891	0.95443165	0.93603885	0.9593872	0.95870185	0.93805885	0.93855613	0.9191321	0.891214	0.9513333	0.9320558	0.9494519	0.86823034	0.7855446	0.91857845	0.92501026	0.9550857	0.91858	0.9316262	0.9707253	0.90356827	0.93432856	0.91011405	0.89895296	0.9551236	0.95179623	0.74193466	0.96784973	0.91649336	0.93663776	0.89289546	0.92161846	0.89112544	0.89472044	0.9474919	0.91141737	0.93623453	0.86651033	0.95935637	0.9606045	0.96868885	0.8996618	0.7872622	0.92824113	0.912792	0.8400991	0.8902882	0.9586184	0.9279066	0.909008	0.85755515	0.86396635	0.9244572	0.8759642	0.9431753	0.95077896	0.9530519	0.93736243	0.91481316	0.916085	0.92113125	0.9183099	0.9449787	0.91613907	0.91282666	0.9402696	0.9621634	0.8967602	0.8552764	0.94401175	0.89158106	0.90829843	0.93270856	0.9311108	0.93204486	0.9411644	0.93801755	0.8029034	0.93324494	0.9055822	0.82326984	0.94505936	0.8297149	0.8614476	0.9023681	0.95618486	0.91174304	0.941123	0.96089655	0.91779965	0.9629595	0.9171805	0.9457373	0.8921945	0.9264558	0.959529	0.98743516	0.88803065	0.8482912	0.9367819	0.95052505	0.91125286	0.9308831	0.9339964	0.93426913	0.9562231	0.9332889	0.91470516	0.9145716	0.9091327	0.9133297	0.9463692	0.90327126	0.9078074	0.92790085	0.8732823	0.8540543	0.92425644	0.9373274	0.8941153	0.8981621	0.9125501	0.9561697	0.89807934	0.94115084	0.92752564	0.91334826	0.97933793	0.9122851	0.9221709	0.9244627	0.8342867	0.95595473	0.9404219	0.96886414	0.9513892	0.9210207	0.9050309	0.9250027	0.87981564	0.9344505	0.88858163	0.9153825	0.9612181	0.9748936	0.92588466	0.9216931	0.90041417	0.875191	0.9640394	0.93660617	0.98080516	0.92205906	0.9754039	0.9320264	0.9495658	0.9279345	0.9416651	0.9643724	0.91297907	0.9214027	0.90527654	0.9250636	0.9436388	0.8998607	0.92828256	0.9391667	0.93626404	0.90894306	0.925111	0.9558592	0.91542304	0.9362042	0.9431258	0.8789636	0.85505086	0.90668523	0.869171	0.9478577	0.9567897	0.9360153	0.8993243	0.9634757	0.8807697	0.9219919	0.95672625	0.9486672	0.922076	0.88769853	0.9029455	0.90847063	0.92687774	0.9045363	0.96540314	0.9593437	0.8127866	0.9021975	0.9138165	0.9861638	0.93077826	0.92163867	0.9408122	0.9102108	0.9088222	0.95284003	0.9162198	0.95541793	0.897591	0.9390607	0.9346604	0.8842624	0.9374075	0.91534436	0.94693375	0.9432317	0.9385296	0.8970455	0.9478568	0.9545815	0.9368729	0.9373049	0.9074609	0.9407436	0.8857555	0.9000255	0.9452626	0.9082136	0.90114534	0.9326692	0.9134097	0.89742404	0.9136625	0.8792414	0.9241706	0.89587045	0.9344932	0.95035267	0.95691454	0.9423583	0.89492804	0.96957964	0.9366323	0.9527704	0.95190006	0.9314269	0.93295836	0.8740338	0.8906588	0.9631701	0.9808498	0.9164881	0.91909003	0.9475488	0.9176964	0.85237855	0.8971301	0.9566587	0.9250982	0.91680527	0.90283346	0.91162735	0.89345026	0.9571369	0.9205326	0.9473739	0.9577726	0.84576887	0.88159823	0.9885154	0.93392813	0.92011803	0.9248462	0.7318241	0.9031052	0.94969225	0.9579666	0.94229966	0.9632135	0.8974695	0.9503128	0.9244102	0.8809287	0.9544078	0.94365644	0.9110627	0.91189426	0.91499054	0.9181046	0.89265823	0.95511115	0.91164863	0.9090378	0.9135949	0.9179821	0.9225453	0.8970628	0.97564983	0.80046606	0.90899897	0.8386127	0.9077299	0.8737427	0.9161441	0.9332304	0.9220173	0.97850734	0.95766485	0.93844986	0.8787363	0.9400788	0.8919401	0.89886206	0.9063528	0.9067076	0.8566446	0.86322594	0.93839234	0.85602343	0.8079654	0.94518447	0.95530623	0.9123264	0.943191	0.91750747	0.9127188	0.9124139	0.9208203	0.89593077	0.95559967	0.95199627	0.8925948	0.956813	0.9323251	0.93136764	0.9098912	0.8564707	0.89190215	0.922706	0.9416255	0.9135217	0.93044823	0.8965438	0.9312436	0.9545096	0.93723285	0.92677766	0.9000009	0.8250689	0.9452281	0.9241239	0.9415549	0.9458331	0.9762937	0.8672195	0.9783138	0.91662586	0.9019247	0.94525766	0.90152985	0.9401995	0.90544933	0.893466	0.9558838	0.94550306	0.9106399	0.97297984	0.88708884	0.9373916	0.88397074	0.9417074	0.92685497	0.9315103	0.88803184	0.7118711	0.91580635	0.8912212	0.9157822	0.9384558	0.9477306	0.9417759	0.9058619	0.9630434	0.88856053	0.9226336	0.9210781	0.97677636	0.8961594	0.8543619	0.9064225	0.9299495	0.917971	0.97453004	0.92560285	0.8983168	0.9442561	0.9128599	0.8827199	0.98102254	0.9410909	0.90433353	0.94041985	0.9561738	0.88060516	0.9240764	0.8730316	0.97514933	0.91584074	0.8974287	0.9288288	0.9260745	0.9049864	0.9544103	0.97123665	0.9029252	0.9402562	0.9263768	0.96701014	0.922056	0.93815106	0.9687976	0.8865236	0.911356	0.91438323	0.93165797	0.91832036	0.9295255	0.9253711	0.8270031	0.9385393	0.9652837	0.9495194	0.9476335	0.88555294	0.90747976	0.92608505	0.9592498	0.93763256	0.95383614	0.93933165	0.9146254	0.8629041	0.9033161	0.87407637	0.92895037	0.8727021	0.92563516	0.9446525	0.87477887	0.9253044	0.9503052	0.9398433	0.91879624	0.9168833	0.88109297	0.9454791	0.92319655	0.883783	0.91728723	0.93201977	0.88683116	0.9001292	0.9591935	0.915833	0.92180747	0.9392817	0.91815144	0.9127752	0.899966	0.86407423	0.93154335	0.89838547	0.9539309	0.9251181	0.94728696	0.8783511	0.9825833	0.9256819	0.86410785	0.972044	0.9272828	0.8979714	0.9558224	0.94947976	0.902326	0.8894962	0.89051896	0.95147514	0.93294924	0.94098973	0.9505845	0.9759393	0.9295733	0.9604298	0.95211023	0.97446895	0.91465485	0.94202006	0.95651144	0.9224677	0.9711605	0.9413338	0.8833048	0.9263048	0.979784	0.9636309	0.928203	0.9718289	0.8859399	0.930423	0.9056556	0.95012075	0.90865004	0.9184516	0.9350345	0.8957019	0.9557988	0.8657187	0.9713779	0.9328824	0.9519547	0.9047261	0.7815249	0.9244907	0.96097946	0.9589947	0.86053216	0.9698885	0.92750144	0.9102434	0.93819773	0.9214059	0.93335426	0.9312089	0.95644295	0.9408805
1986/noun	0.8645447	0.0	0.5665567	0.74747366	0.8698243	0.9233295	0.8143604	0.95430547	0.85853565	0.86959064	0.90914875	0.83579135	0.77168	0.7630061	0.7633922	0.81257606	0.8204415	0.83910525	0.9015965	0.83783966	0.76510835	0.6791635	0.97204536	0.7786411	0.90119165	0.83236325	0.91147393	0.8954523	0.9180317	0.8812718	0.9199506	0.7675261	0.7857839	0.877244	0.90198785	0.8853955	0.95871276	0.8695309	0.7682859	0.83506	0.79832673	0.8228054	0.74810696	0.86740553	0.8785147	0.8160275	0.8439782	0.8843347	0.8171704	0.78534126	0.88396055	0.9435277	0.8475002	0.8077218	0.9381471	0.90248513	0.8428409	0.8087311	0.80997133	0.8534415	0.799089	0.9287743	0.81297445	0.8506726	0.78669965	0.9381695	0.875639	0.91900367	0.76957333	0.9584198	0.9237094	0.8812374	0.87302387	0.67653555	0.9369842	0.7983165	0.75750864	0.7462622	0.8298272	0.78600764	0.80211216	0.78982735	0.90620214	0.88467705	0.827327	0.84734005	0.8245845	0.9307864	0.895458	0.90927935	0.80364573	0.83796823	0.86085755	0.91555184	0.8575836	0.6408762	0.90025437	0.8757185	0.7972294	0.7787761	0.7766806	0.93764174	0.8070034	0.8950306	0.9355504	0.8691481	0.7209895	0.79490733	0.91937536	0.9656078	0.77663076	0.8423145	0.9403907	0.9380846	0.87131846	0.84835076	0.85006225	0.88837594	0.8623444	0.857475	0.83286107	0.8418013	0.98503405	0.884241	0.8191166	0.858968	0.88734454	0.862099	0.87411857	0.74593973	0.84312123	0.7657083	0.83097667	0.8371624	0.88830334	0.80853343	0.8652497	0.6993932	0.85006547	0.75573957	0.76537585	0.7772583	0.8548454	0.7703085	0.8344328	0.9324527	0.8103723	0.87690675	0.8879912	0.84231174	0.7626336	0.86073744	0.9054382	0.9041319	0.88316584	0.86192644	0.97971296	0.905555	0.69372743	0.8838102	0.855719	0.8727476	0.8892468	0.8894675	0.729303	0.7780608	0.9377067	0.93099934	0.84769917	0.79992706	0.8410269	0.8721193	0.8341102	0.85524404	0.93134797	0.8606005	0.9186456	0.8721322	0.9102826	0.9041992	0.86061245	0.9532013	0.8930001	0.79556125	0.8255787	0.8462787	0.7972891	0.88108414	0.9001962	0.78404826	0.9418062	0.86895806	0.91372067	0.7694378	0.92768157	0.831905	0.8962473	0.89924884	0.7099262	0.91087526	0.87545455	0.85766274	0.80735505	0.87427664	0.7912462	0.9786537	0.8126908	0.7880943	0.82948744	0.94151485	0.7693871	0.8073164	0.8111919	0.9474336	0.9633337	0.85876757	0.7473196	0.7553686	0.7715448	0.74816257	0.9367293	0.8476545	0.8421976	0.81219935	0.85718864	0.9358504	0.84837204	0.85333276	0.9199375	0.7983035	0.81128967	0.92805225	0.6963619	0.8412241	0.82623243	0.8563157	0.8141717	0.7332813	0.9274164	0.8695462	0.83843946	0.84437394	0.79086244	0.85256755	0.876176	0.87863594	0.9447012	0.86577433	0.8294662	0.803568	0.79075694	0.82076347	0.83864015	0.82218385	0.7270379	0.84704584	0.8826945	0.9577574	0.7937466	0.9042209	0.77551097	0.883887	0.7406479	0.87745523	0.88992697	0.7741481	0.744625	0.8949359	0.8849786	0.8798231	0.8093388	0.87036693	0.84684044	0.8506551	0.8873612	0.85551655	0.9381034	0.8680401	0.9094969	0.8121839	0.7481643	0.9206819	0.8092878	0.92852545	0.896146	0.71145594	0.8377094	0.8126891	0.8517016	0.90124285	0.92436266	0.87075686	0.8338951	0.9382791	0.8037964	0.9048012	0.89788735	0.7671542	0.8993049	0.79618174	0.84871596	0.86100876	0.93031484	0.9593426	0.94672894	0.8387314	0.89357245	0.71704423	0.8859929	0.8883823	0.8544122	0.80001456	0.87153083	0.8388558	0.80238354	0.8296701	0.9522055	0.8937428	0.903132	0.82552224	0.965229	0.7243416	0.81414795	0.93899137	0.86538315	0.8933733	0.8257057	0.7829586	0.8084477	0.8229721	0.93146145	0.7485329	0.9312984	0.8766341	0.7225827	0.75066495	0.8490226	0.8142261	0.7000335	0.8113753	0.8302944	0.74682343	0.7605006	0.9205937	0.91320443	0.8804668	0.7561511	0.9025769	0.78117853	0.8204012	0.8708108	0.7940286	0.7630143	0.86812615	0.8211164	0.9388967	0.8807641	0.8344741	0.81391627	0.7938593	0.8083247	0.7426066	0.7596952	0.8399154	0.8416606	0.78627217	0.78470135	0.8414954	0.74393547	0.8269142	0.9791697	0.9391173	0.8439246	0.86420226	0.754242	0.74419206	0.5936714	0.9029642	0.94729984	0.8613812	0.8950738	0.89710975	0.91507167	0.8364081	0.81382555	0.84525496	0.7632216	0.6891363	0.80926394	0.74982136	0.7044098	0.8656315	0.8525811	0.83732843	0.72228473	0.85556585	0.67090034	0.83054006	0.75694203	0.7679717	0.8223032	0.7755992	0.75592947	0.8888687	0.9131344	0.7947712	0.8673119	0.8669617	0.8989434	0.759925	0.9117111	0.84188014	0.9348639	0.76035297	0.82884955	0.76006377	0.8672199	0.9250919	0.70039463	0.8123112	0.84460306	0.7934147	0.86898255	0.8945837	0.89984363	0.911247	0.80416954	0.8477311	0.86912715	0.8155842	0.75342613	0.6992078	0.8938795	0.9113902	0.76437753	0.86821055	0.8894726	0.770774	0.90914845	0.9057025	0.8854554	0.8575833	0.80473006	0.9371376	0.8872495	0.83780456	0.8953533	0.9313541	0.7644557	0.8682329	0.84869134	0.8136847	0.6655707	0.82813287	0.7097322	0.91159964	0.9170666	0.8558056	0.8193357	0.7563548	0.71347904	0.8704642	0.89044106	0.90238595	0.85375226	0.9487083	0.8792135	0.88468105	0.8334626	0.7951176	0.86925024	0.7757401	0.8492204	0.88347566	0.8792807	0.83150315	0.94842833	0.79864836	0.87962717	0.78978634	0.75062954	0.8985899	0.7577606	0.7610338	0.86750287	0.8407071	0.7900664	0.70768344	0.8909868	0.70876634	0.8983469	0.8876356	0.84393924	0.92155623	0.5903619	0.8299464	0.8193574	0.9194328	0.9062205	0.85022193	0.87539095	0.7568406	0.97665375	0.92055297	0.8971974	0.93592	0.7010822	0.8776386	0.85856104	0.8716476	0.9152905	0.707615	0.7513726	0.9455351	0.9430152	0.8813414	0.8944511	0.91361225	0.8469292	0.8757875	0.8915463	0.86333704	0.7938174	0.94947505	0.8174904	0.816296	0.8836684	0.8477093	0.8543167	0.92604136	0.85933036	0.9572534	0.8751333	0.92227215	0.8545623	0.8763982	0.79736304	0.96205086	0.8241884	0.7929517	0.8610994	0.78162813	0.87266994	0.87336725	0.9351585	0.84239435	0.883506	0.80121446	0.8335955	0.8414737	0.89952165	0.8408637	0.8473412	0.8866851	0.87273055	0.87141734	0.9095669	0.8775418	0.86895794	0.8832192	0.9204149	0.9106066
