	kort/adj	geïllustreerd/adj	briljant/adj	gaaf/adj	roem/noun	dandy/noun	buitengewoon/adj	haar/det	een/det	Self/name	vind/verb	zoals/comp	vers/noun	karikatuur/noun	breng_teweeg/verb	hermetisch/adj	uitermate/adv	zo/adv	moment/noun	Gore/name	ingenieus/adj	Harry/name	fair/adj	nogal/adv	Merwijk/name	heel/adv	scène/noun	snel/adj	vertel/verb	draai/noun	geweldig/adj	bedoeld/adj	vervolgens/adv	spot/adj	haast/adv	zonder/prep	lees/verb	licht/adj	zeer/adv	flits/adj	beschrijving/noun	aankondiging/noun	wissel_af/adj	Amanda/name	boorde_vol/prep	titel/noun	hoewel/comp	zo/adj	contrasteer/adj	arrogantie/noun	satire/noun	gewiekst/adj	stoutmoedig/adj	wijze/noun	literair/adj	dan/comparative	spannend/adj	ontroerend/adj	element/noun	bijrol/noun	sterk/adj	getekend/adj	onbedaarlijk/adj	hierin/pp	tegelijk/adj	overvloede/adv	beetje/noun	8/num	breng/verb	Small/name	bom/noun	duivel_DIM/noun	oneliner/noun	ontnuchter/adj	vaak/adj	war/name	kleurrijk/adj	voorzie/verb	lang/adv	Me/name	maak/verb	erudiet/adj	illustratie/noun	hoogstaand/adj	maar/vg	slipper/noun	blijk/verb	slim/adj	onderschrift/noun	of/vg	Fred/name	vinnig/adj	lied_DIM/noun	creatief/adj	zeil/verb	lied/noun	waanzin/noun	stuk/noun	More/name	spontaan/adj	gemeen/adj	tentoonstelling/noun	fris/noun	droog/adj	tegendeel/noun	script/noun	altijd/adv	hoe/adj	New/name	oneerbiedig/adj	Walle/name	geloofwaardig/adj	zwijg/adj	cynisme/noun	De/det	kaart/fixed	nauwelijks/adv	Minoes/name	broederschap/noun	ongelooflijk/adj	Hit/name	voordracht/noun	kijk_heen/verb	goed/adj	Food/name	gedicht/noun	intelligent/adj	en/adv	desinteresse/noun	klink/verb	gemoedelijk/adj	detail/noun	bovendien/adv	om_kade_ring/noun	Polleke/name	ontleed/verb	en/vg	tenger/adj	obsessie/noun	Amerika/name	als/comparative	gezang/noun	lijk/verb	vooraf/part	verteder/adj	waanzinnig/adj	romancier/noun	aria/noun	vervolg/noun	bedoel/verb	fel/adj	speels/adj	bijzonder/adj	eenvoudig/adj	vol/adj	ze/pron	zelfs/adv	adembenemend/adj	verslag/noun	Rowan/name	heel/adj	eens/adv	uitval/noun	film_DIM/noun	zijn/det	bevat/verb	ludiek/adj	sketch/noun	als/prep	over/prep	origineel/adj	Mulisch/name	grof/adj	werk_DIM/noun	coma/noun	commentaar/noun	terloops/adj	toe/adv	zachtaardig/adj	echt/adj	toch/adv	film/noun	lady/noun	gevoelig/adj	Coppola/name	mengeling/noun	bizar/adj	of/adj	dat/pron	streef_na/verb	tafel/noun	boek/noun	Roland/name	die/pron	ook/vg	spits/adj	podium/noun	trouwens/adv	fraai/adj	emmer/noun	beeld/noun	effect/noun	messcherp/adj	rem/adj	lever_op/verb	presentator/noun	charmant/adj	soms/adv	ben/verb	behoorlijk/adj	lek/adj	serie/noun	zet_neer/verb	tegenover/prep	plant/noun	raak/adj	energiek/adj	musical/noun	rancuneus/adj	heimwee/noun	manier/noun	want/vg	gewoon/adj	opmerking/noun	overtuigend/adj	plaat/noun	vooral/adv	vriendelijk/adj	op/part	natuurlijk/adj	prachtig/adj	alert/adj	als/vg	actie_film/noun	trailer/noun	Almodovar/name	onwaarschijnlijk/adj	feest/noun	danser/noun	duidelijk/fixed	voorstelling/noun	als/comp	debuut/noun	paar/noun	zoet/adj	opera/noun	heerlijk/adj	teweeg/part	Straat/name	onzinnig/adj	weduwnaar/noun	man/noun	The/name	3000/num	ongekend/adj	geschreven/adj	weerzinwekkend/adj	wreed/adj	toespraak/noun	World/name	rol/noun	wrang/adj	toneelstuk/noun	beminnelijk/adj	gast/noun	Hoorn/name	vrij/adj	vrijmoedig/adj	doe/verb	uitgesponnen/adj	komedie/noun	goochel/verb	Engeland/name	oorspronkelijk/adj	verhaal/noun	even/adj	Hot/name	logica/noun	ad/adj	wat/adv	onderdeel/noun	neig/verb	Richard/name	absurd/adj	zeer/adj	acteur/noun	kwartet/noun	schrijf/verb	grap_DIM/noun	humor/noun	typering/noun	zowel/vg	aflevering/noun	veelzijdig/adj	gesprekspartner/noun	variant/noun	neurose/noun	dialoog/noun	observatie/noun	vondst/noun	gemak/noun	verontrustend/adj	welbespraakt/adj	scherp/adj	veel/adj	super/adj	enkel/det	vele/adj	dat/det	feestelijk/adj	hij/pron	dol/adj	variatie/noun	met/prep	dramatisch/adj	Ford/name	alleszins/adv	deze/det	geluid_effect/noun	bitter/adj	onnavolgbaar/adj	anekdote/noun	provocerend/adj	hedendaags/adj	erg/adj	herhaaldelijk/adv	doorgewinterd/adj	even/adv	opvallend/adj	antwoord/noun	vol/prep	pianist/noun	passage/noun	Newyorks/adj	leuk/adj	Miller/name	ga_vooraf/verb	genoeg/adv	verbeeld/verb	waarin/pp	zo'n/det	maar/adv	gevat/adj	waarop/pp	elegant/adj	gesprek/noun	een/adj	teken_uit/verb	vooruitzicht/noun	mix/noun	bijvoorbeeld/adv	al/comp	ironisch/adj	thriller/noun	poëzie/noun	stel/noun	laconiek/adj	associatief/adj	Ralph/name	cd/noun	Ruby/name	Portrait/name	onweerstaanbaar/adj	Xander/name	reactie/noun	Peper/name	immer/adv	doos/noun	bene/adv	fris/adj	performance/noun	stijl/noun	uit_vergroting/noun	maak_mee/verb	mooi/adj	speel/verb	bijdrage/noun	geil/adj	Arjen/name	voltooi/verb	portret/noun	noch/vg	schrijnend/adj	acteer/verb	wel/adv	min/adj	werk_uit/verb	Mini/name	modern/adj	bloes_DIM/noun	kritisch/adj	schrijf_op/verb	net/adv	zelden/adj	Atkinson/name	weer/adv	Hamlet/name	onverwacht/adj	hilarisch/adj	in/fixed	mijne/noun	roman/noun	spaar/verb	dit/det	rock/noun	ijzersterk/adj	Love/name	column/noun	dankzij/prep	zwart_wit/adj	onomstotelijk/adj	ook/adv
kort/adj	0.0	0.68905175	0.65790176	0.7166126	0.87885255	0.9020204	0.79143715	0.6030177	0.54751784	0.87749445	0.8589904	0.7277163	0.6946549	0.77534527	0.8356683	0.7071509	0.7676671	0.8717057	0.82141864	0.83226955	0.71213317	0.84740436	0.93226725	0.73035866	0.94713086	0.81344235	0.56484896	0.7399695	0.7303045	0.7917515	0.74286777	0.66103625	0.8111549	0.7485719	0.72111136	0.7622827	0.62888724	0.74569446	0.7566614	0.6674168	0.6341952	0.7651462	0.7249673	0.91825455	0.6650056	0.8106915	0.77859855	0.8465911	0.82516205	0.85798603	0.7289363	0.78307724	0.8488547	0.8433312	0.73283124	0.87177044	0.6580018	0.5663719	0.753209	0.8506161	0.7707298	0.6844648	0.86114365	0.75890577	0.75822806	0.8390684	0.88744384	0.93454635	0.7782197	0.7780359	0.88900673	0.95270973	0.6664752	0.75612926	0.69044214	0.8761272	0.64141405	0.8417881	0.9278321	0.90783983	0.71674556	0.7566651	0.74824184	0.7702303	0.81591356	0.8470503	0.7723419	0.81349564	0.8438414	0.7058932	0.85945356	0.7269708	0.64866054	0.79705405	0.907277	0.69472516	0.8501453	0.76995736	0.8534447	0.7625048	0.83163106	0.8157837	0.9015479	0.72572094	0.8825943	0.72293687	0.8402982	0.8294584	0.90617734	0.7690631	0.9857769	0.7391287	0.7698388	0.87976557	0.7011511	0.92040193	0.7516333	0.9109708	0.9417718	0.80500734	0.96099555	0.76637787	0.85881203	0.7585715	0.8480915	0.6197698	0.7889446	0.6966302	0.9308582	0.7672889	0.7715162	0.7834245	0.81767404	0.8445518	0.75857186	0.79970837	0.6588077	0.75895804	0.8782152	0.83781654	0.8216512	0.83279514	0.74344236	0.759752	0.69822085	0.70432067	0.8612809	0.75302976	0.7562403	0.81948555	0.73294294	0.7630992	0.7802809	0.61766714	0.8236613	0.83362085	0.7931111	0.66547817	0.7416874	0.8625058	0.7001281	0.86441785	0.8447536	0.6461998	0.62980616	0.48781222	0.6638834	0.62639606	0.83130836	0.6127067	0.628414	0.7542676	0.77326214	0.85178506	0.9153943	0.73652697	0.6932743	0.71084607	0.838377	0.8747901	0.848134	0.7053292	0.79493916	0.7344743	0.83647645	0.7516941	0.642713	0.87452376	0.70742893	0.86042744	0.91221875	0.7202871	0.8509732	0.6174877	0.77528566	0.6718007	0.7440487	0.80822104	0.60312927	0.9799331	0.693761	0.7939149	0.70531327	0.8338245	0.6523545	0.8128707	0.7531779	0.65913975	0.8158804	0.8433548	0.77652085	0.65766776	0.7512001	0.89619094	0.8250501	0.5990723	0.7774172	0.783787	0.84443647	0.8848262	0.8825561	0.81768227	0.8531398	0.7986186	0.71507853	0.8172822	0.75586224	0.8506836	0.77915615	0.84814763	0.5510032	0.83911985	0.8870691	0.79843915	0.7879032	0.90715814	0.7457548	0.78563416	0.8112427	0.7921648	0.6861656	0.89968145	0.81156373	0.5733045	0.82982576	0.7495168	0.77383816	0.89288735	0.9254091	0.7502861	0.8865905	0.8373145	0.8211195	0.90770763	0.8321144	0.61041415	0.7086759	0.76164687	0.7165941	0.9360372	0.8056941	0.7154109	0.68420744	0.84203184	0.7939236	0.90434235	0.81017596	0.7455072	0.8363738	0.6023434	0.771102	0.78290224	0.9120898	0.7357819	0.6642558	0.83379763	0.9040177	0.8775784	0.8475224	0.80978906	0.84827626	0.80269015	0.8337163	0.68688273	0.8856488	0.7229819	0.8288466	0.6682169	0.75417423	0.6927184	0.72777534	0.84155846	0.65299344	0.76870525	0.89076793	0.86477923	0.9406595	0.5777297	0.67126155	0.67592645	0.8024582	0.7766963	0.8520383	0.6844138	0.8371413	0.8493564	0.5678789	0.62886405	0.8578055	0.7910094	0.77264106	0.74874175	0.7219038	0.61518735	0.668167	0.8900357	0.8164755	0.6578427	0.8700204	0.83746576	0.7243514	0.64826006	0.6869315	0.6849728	0.83709544	0.7819171	0.90334946	0.7839795	0.7279972	0.8552187	0.55497134	0.8645047	0.6568179	0.87133235	0.6086607	0.8922412	0.64656925	0.9050563	0.7072787	0.49689198	0.6934743	0.8350272	0.716365	0.7363817	0.6847198	0.77974117	0.84218955	0.78641653	0.92633986	0.7544047	0.6570117	0.85400355	0.68610317	0.82339054	0.71651673	0.83036435	0.6726997	0.6707313	0.8787352	0.8449979	0.86861837	0.8772633	0.7125673	0.9416568	0.775251	0.8710317	0.8537499	0.82668793	0.8311044	0.77794164	0.7544563	0.72452414	0.86970663	0.84949845	0.56462073	0.8232336	0.841136	0.75945204	0.89026344	0.7656258	0.7453884	0.8937284	0.678692	0.74030215	0.8601712	0.82318586	0.76108116	0.8958683	0.7550075	0.71193874	0.712352	0.7949569	0.8954989	0.6475176	0.8634754	0.8895678	0.7735956	0.6945902	0.5591328	0.9701153	0.8520447	0.72703975	0.90810746	0.77325094	0.91238403	0.7068741	0.8452027	0.67828953	0.7750746	0.75689375	0.8997574	0.85059726
geïllustreerd/adj	0.68905175	0.0	0.71134275	0.7767479	0.88083327	0.84317315	0.6654575	0.790582	0.5792943	0.8483629	0.77752864	0.7450733	0.5947531	0.75257075	0.8833349	0.6895026	0.7838354	0.80506146	0.8351273	0.88379014	0.6196766	0.78615844	0.9199613	0.7832067	0.9468126	0.80144584	0.65240884	0.91834265	0.73705995	0.7889178	0.8043188	0.72679543	0.8080134	0.73132503	0.64251757	0.85608536	0.6559556	0.8342736	0.7285811	0.72079694	0.5757786	0.8029682	0.7292721	0.8775126	0.6381677	0.6803747	0.8148718	0.8209824	0.695287	0.86095256	0.76671666	0.83840996	0.82831955	0.71053755	0.58551025	0.8719142	0.631564	0.54181087	0.7233981	0.73465574	0.8884469	0.5288388	0.8965387	0.78927356	0.7352455	0.8553742	0.90621644	0.9187322	0.8378259	0.806692	0.8424588	0.9015541	0.71035343	0.7652061	0.70374924	0.7893528	0.5501914	0.78586066	0.9327789	0.81593317	0.7003894	0.6677883	0.40770292	0.72943693	0.7597518	0.8813453	0.760342	0.83611333	0.73533916	0.82492304	0.92422956	0.7908921	0.6707276	0.73976004	0.8546523	0.6715773	0.7896979	0.663133	0.8077153	0.84895265	0.7953392	0.52641845	0.8602215	0.84553975	0.8670244	0.6791984	0.84755874	0.7286155	0.91139305	0.8647176	0.9733908	0.7872844	0.7734275	0.8032385	0.74954504	0.83601785	0.8340537	0.8733287	0.8141446	0.7592707	0.8418906	0.71365017	0.8691909	0.8594223	0.78144205	0.5703766	0.74813855	0.84442437	0.86549294	0.7795444	0.7776403	0.6656874	0.8263054	0.7698069	0.74980485	0.74093133	0.7295599	0.8660813	0.7900305	0.8564539	0.7776289	0.74032485	0.8241711	0.7943466	0.703085	0.7037928	0.76974356	0.76196533	0.7640612	0.85707986	0.8643639	0.7354649	0.64469314	0.70711994	0.8311748	0.8780622	0.8701483	0.59378225	0.6101188	0.94286543	0.74526983	0.8423028	0.91888064	0.6051731	0.73042464	0.4843117	0.69999146	0.76737285	0.8386209	0.6253531	0.59980637	0.6444537	0.80238956	0.5500254	0.92024153	0.76784074	0.6991267	0.8129981	0.8901765	0.8503052	0.8671019	0.6969339	0.929461	0.8196056	0.7984297	0.6120231	0.6702434	0.8736327	0.61734545	0.885401	0.8178706	0.4951995	0.80971897	0.7165773	0.66784334	0.79397076	0.86393905	0.7561389	0.5524442	0.86676574	0.5677927	0.7829888	0.8087616	0.8910474	0.62799186	0.8759457	0.6733159	0.71387994	0.7811649	0.893156	0.80830824	0.6012353	0.6973392	0.910279	0.6265151	0.74567544	0.78526366	0.7908044	0.9391933	0.83841634	0.7599981	0.8214394	0.8879145	0.8303213	0.73490196	0.729372	0.70409584	0.822846	0.89212906	0.77464706	0.49146158	0.88968563	0.8558351	0.8361012	0.86282325	0.9233339	0.7736604	0.80824435	0.742717	0.76613104	0.6848407	0.91940635	0.6890236	0.7673052	0.83586466	0.76423216	0.77510774	0.9259527	0.9559731	0.8041154	0.91479015	0.9277767	0.8322646	0.88887036	0.78046703	0.6051876	0.7390404	0.7585496	0.7304357	0.8689405	0.8523767	0.736058	0.7244183	0.84951913	0.82936084	0.9453327	0.82000554	0.6534603	0.8603832	0.65606993	0.7504184	0.816401	0.9385547	0.64423335	0.5505796	0.8036679	0.79158837	0.7851292	0.8879899	0.86849076	0.7837652	0.81791776	0.86250687	0.7667645	0.815526	0.78209937	0.8039869	0.7163725	0.7774569	0.6615773	0.75299454	0.8094982	0.7180095	0.678031	0.8525769	0.7223215	0.93291456	0.66557074	0.6881746	0.6267828	0.8918689	0.7041826	0.8488121	0.78129745	0.85930365	0.88265276	0.75114983	0.5580403	0.8463625	0.724123	0.8288702	0.8121479	0.6404997	0.69462746	0.74279785	0.95742506	0.7209354	0.66172993	0.79528105	0.83185744	0.70275843	0.5659468	0.7454575	0.6926259	0.8012025	0.8433488	0.8920211	0.71568537	0.74375737	0.8404339	0.5953401	0.8026171	0.5807684	0.7636702	0.7403871	0.8675049	0.66672677	0.83367413	0.63691735	0.58981824	0.7088953	0.8780165	0.76881075	0.68444765	0.7047907	0.8183516	0.8719771	0.7050892	0.8405112	0.6551189	0.7100849	0.88750947	0.69888663	0.6976319	0.60786456	0.79445493	0.77522534	0.66520715	0.8659633	0.7009859	0.8316104	0.7390895	0.70302397	0.91436565	0.9042306	0.814987	0.8247409	0.6903998	0.8005686	0.8007653	0.707672	0.6552073	0.84836495	0.8684663	0.55602556	0.8938993	0.561769	0.76097417	0.8497147	0.759253	0.54689854	0.8691658	0.73842704	0.83265746	0.89705074	0.8291693	0.752266	0.87842137	0.72234184	0.855729	0.78959405	0.8299863	0.9138437	0.7268076	0.9188877	0.9168967	0.8310629	0.8315353	0.63170415	0.9240667	0.8232983	0.6044365	0.912907	0.668495	0.82219326	0.83887345	0.83238536	0.63355577	0.67613155	0.74179476	0.8993592	0.84832734
briljant/adj	0.65790176	0.71134275	0.0	0.63075304	0.7212242	0.7559106	0.45280075	0.6094569	0.43331647	0.82009345	0.7560966	0.6016587	0.58026505	0.59636354	0.8030261	0.71175176	0.5410551	0.6536711	0.7855487	0.7899891	0.48495626	0.65277725	0.8860412	0.6205983	0.8082456	0.6918494	0.51084316	0.71235055	0.7135128	0.66038567	0.50158453	0.59504765	0.73961127	0.6802927	0.58252126	0.6851744	0.6466319	0.62143785	0.5367302	0.5319895	0.5355628	0.7667004	0.5183888	0.79209256	0.5559841	0.65920085	0.60282904	0.6838386	0.7117528	0.733846	0.49006248	0.5451271	0.72605926	0.5724652	0.45501566	0.7623739	0.5080768	0.40363562	0.59777784	0.64027536	0.5930553	0.595747	0.6808988	0.65722656	0.52268136	0.80471516	0.69639707	0.91819996	0.6724596	0.7584577	0.76869744	0.85967195	0.4948629	0.6876707	0.5725928	0.81809413	0.5459308	0.7264743	0.74856603	0.7468808	0.64462507	0.5381135	0.6621012	0.65366143	0.5739421	0.86391544	0.7551726	0.49623972	0.7622372	0.6942317	0.6728046	0.541638	0.545361	0.53492755	0.8409068	0.60421115	0.6326898	0.5226236	0.78209007	0.59651953	0.64592624	0.69723725	0.7764709	0.6802227	0.7215756	0.49976683	0.6557231	0.6723021	0.8001689	0.6918057	0.857144	0.48940372	0.6653435	0.64087635	0.6483812	0.8462398	0.72975194	0.83605325	0.83988583	0.5606636	0.9259202	0.6683699	0.80264115	0.66433	0.83022714	0.5635452	0.3740418	0.6603855	0.8653263	0.56201184	0.69181454	0.6233368	0.6452968	0.8176112	0.83381456	0.6408037	0.45729935	0.8064772	0.6469125	0.7425765	0.5297414	0.7266021	0.6474072	0.75445545	0.60628724	0.5632847	0.7325134	0.6525352	0.599453	0.6939491	0.7341534	0.43698555	0.50324583	0.53795123	0.7196927	0.7527255	0.6595825	0.5540557	0.66461444	0.6714378	0.65458494	0.8493079	0.8044981	0.61903316	0.49220407	0.52105427	0.54390603	0.532183	0.4944874	0.5936235	0.35789633	0.66621304	0.6151306	0.6334561	0.8844726	0.59837765	0.6606847	0.6636579	0.58311486	0.635057	0.74868363	0.474473	0.8197744	0.5978663	0.69580054	0.5170157	0.49684942	0.8361949	0.63553023	0.7497486	0.77499604	0.5812149	0.7366285	0.5230497	0.5932316	0.4157439	0.66354746	0.72372794	0.46868193	0.8233036	0.6326155	0.7035502	0.5370816	0.6721169	0.6372574	0.59222543	0.4204303	0.5049584	0.6386112	0.5985336	0.6531993	0.5379103	0.59145075	0.8030939	0.73690426	0.5456734	0.48603302	0.5518906	0.7752136	0.72697955	0.6423353	0.7119991	0.76869935	0.64130986	0.47206837	0.6401639	0.58684355	0.5779202	0.78533226	0.69765806	0.44026673	0.7067716	0.7444945	0.5447056	0.8109202	0.8467908	0.51754165	0.7942123	0.59626883	0.7443617	0.5393556	0.8106388	0.5543969	0.6653778	0.66217506	0.5778729	0.54145795	0.8598758	0.87636447	0.65290487	0.78716975	0.6703364	0.6636131	0.88094443	0.6590538	0.40879935	0.68002415	0.58574593	0.67153436	0.90355265	0.5650096	0.56195104	0.52053136	0.64210457	0.62386096	0.85828435	0.72191596	0.6273982	0.81448716	0.5967555	0.43346828	0.66384596	0.6938653	0.63542426	0.49439812	0.63678414	0.766395	0.66798544	0.62856126	0.6855092	0.78839225	0.6634507	0.5649136	0.48611993	0.7396817	0.41741937	0.54481685	0.5116725	0.6344855	0.40172303	0.6698308	0.7001232	0.70214593	0.49024975	0.69140786	0.5736527	0.8277597	0.37051952	0.5869685	0.5422596	0.6528327	0.6114673	0.62319344	0.47231448	0.72534746	0.7951889	0.6468164	0.6110323	0.76708055	0.6704436	0.5963598	0.6088949	0.5669577	0.49661517	0.5366434	0.7288682	0.6609799	0.47421974	0.7309618	0.6773535	0.57443845	0.5342029	0.5665847	0.50509316	0.63809574	0.7144478	0.7927244	0.4719388	0.57532316	0.6405314	0.43403828	0.5742731	0.5401186	0.64976096	0.5261017	0.65358937	0.69063383	0.6810146	0.5925168	0.40624744	0.60968184	0.77327704	0.46422678	0.59904623	0.48161745	0.77492946	0.8144002	0.715559	0.8507748	0.5228663	0.6745134	0.704474	0.48992503	0.4562831	0.55603474	0.59593284	0.5957695	0.61538637	0.7244673	0.68656224	0.685847	0.87319714	0.4685418	0.88221145	0.77627707	0.7236855	0.5658779	0.7788336	0.70307815	0.55911076	0.6232779	0.42222118	0.75509155	0.7702333	0.48858356	0.5500521	0.63889265	0.63770795	0.7779261	0.63959545	0.57701814	0.7508428	0.6120278	0.50697327	0.81168044	0.6412925	0.5472442	0.6975937	0.56265044	0.8853406	0.6117581	0.6857998	0.725037	0.56422156	0.6648571	0.8299588	0.64443207	0.61378044	0.39506626	0.89642274	0.75217265	0.45846152	0.82467747	0.6799412	0.5709919	0.50178766	0.6353991	0.6013229	0.53884625	0.7771852	0.7729268	0.7780216
gaaf/adj	0.7166126	0.7767479	0.63075304	0.0	0.81986064	0.85797626	0.6608358	0.7877475	0.61202174	0.890923	0.6481346	0.748452	0.67863506	0.623189	0.80132157	0.7688444	0.67179525	0.67492473	0.7640898	0.8514807	0.6630727	0.8422031	0.81638974	0.7858851	0.81342816	0.6517767	0.6143998	0.7111792	0.8204645	0.7180605	0.55048686	0.76945	0.8152529	0.802772	0.64652675	0.82257617	0.8111408	0.7732745	0.69942427	0.6490819	0.70112824	0.8802718	0.56087184	0.8515261	0.67218745	0.7942199	0.7289529	0.6691978	0.7576881	0.83147013	0.72152483	0.8235494	0.82342523	0.80952036	0.7905921	0.7885089	0.5713786	0.5468386	0.7611969	0.81530446	0.70140314	0.59776616	0.8192165	0.82634103	0.72633106	0.9007987	0.78826344	0.89987665	0.786656	0.6958383	0.8784324	0.8880117	0.74185807	0.7876898	0.75889754	0.8608993	0.6569006	0.90702367	0.82554567	0.7988325	0.7024887	0.7938798	0.6663902	0.68476754	0.6136601	0.8693321	0.8359865	0.7377333	0.8443098	0.7662728	0.90836865	0.76603925	0.5493475	0.6978539	0.907268	0.69926566	0.71412385	0.6869614	0.836305	0.7054909	0.6708077	0.77307147	0.8232517	0.7304362	0.8158988	0.7595824	0.73120314	0.7363542	0.8938322	0.77052873	0.94023734	0.65597355	0.8038771	0.8222571	0.826708	0.8833352	0.8435834	0.8544746	0.90887785	0.54221284	0.8660456	0.83495295	0.8281613	0.6650557	0.8403971	0.6789676	0.7513948	0.8289427	0.8388622	0.60612977	0.74018586	0.7395839	0.75083697	0.8442708	0.8632268	0.806491	0.71064115	0.82854575	0.8496994	0.82539105	0.7307201	0.82809144	0.64486974	0.83458173	0.6478776	0.5557027	0.88806504	0.577252	0.75486696	0.84849846	0.8404052	0.663728	0.61406344	0.67097074	0.71542704	0.7529119	0.76433164	0.57861924	0.84061927	0.8721483	0.6871141	0.8668178	0.8477501	0.6257932	0.79240066	0.64377666	0.7590865	0.65691507	0.75269514	0.80667716	0.60519046	0.8428236	0.6730776	0.7803379	0.9052964	0.8549776	0.79131323	0.8272041	0.704031	0.54682416	0.61599255	0.7269517	0.9069776	0.6604371	0.8380029	0.7056464	0.62030363	0.89481646	0.7413205	0.83824277	0.85976386	0.75616366	0.8762442	0.7518259	0.69962305	0.73165953	0.6954759	0.74006736	0.5812872	0.8401389	0.6702424	0.8028274	0.7215725	0.83566284	0.6678114	0.7907835	0.63660264	0.6488679	0.60396516	0.7030027	0.64165616	0.64129335	0.56897986	0.91654485	0.74756956	0.64687943	0.63202864	0.7403844	0.82494664	0.7689844	0.82951653	0.6811235	0.6789608	0.88257635	0.59282374	0.59165615	0.7157762	0.7757337	0.80340123	0.6807531	0.5140944	0.8096082	0.85204184	0.75662035	0.8245417	0.91257685	0.650056	0.7346977	0.7722107	0.90439564	0.677155	0.80087066	0.69909877	0.68088937	0.700477	0.71027327	0.60729396	0.8215364	0.94527215	0.72245955	0.86141133	0.8685676	0.8436542	0.83645415	0.7760167	0.64888763	0.6829445	0.67524654	0.85915226	0.9368096	0.8253362	0.6716592	0.7943367	0.7583162	0.7424178	0.9022141	0.77460855	0.8431477	0.80613023	0.64949214	0.71903133	0.7882037	0.8697698	0.80201644	0.6294691	0.7395227	0.67230713	0.8027884	0.83293104	0.7660345	0.9134642	0.787009	0.8164152	0.6782658	0.8051163	0.73189056	0.70701706	0.7621656	0.8166603	0.68434775	0.71992606	0.83496904	0.79652506	0.669615	0.85715836	0.75169164	0.88315326	0.7084168	0.7658569	0.6090496	0.75392663	0.63742477	0.820635	0.70992744	0.7140064	0.5924003	0.7222523	0.7493757	0.6424039	0.7467873	0.7837082	0.72547054	0.6746768	0.7342925	0.6851398	0.89519083	0.64048207	0.7127776	0.7877822	0.804594	0.7347108	0.696757	0.7312447	0.74373674	0.6570198	0.8917282	0.889818	0.7471065	0.7209018	0.8353416	0.64240974	0.79687	0.6992898	0.88490856	0.55544734	0.8713616	0.7906171	0.78016233	0.7431139	0.6544476	0.6256765	0.746388	0.7580849	0.77149796	0.7049978	0.92080593	0.88366044	0.7965175	0.81391925	0.64367527	0.76166964	0.68841445	0.7037153	0.74878025	0.70607054	0.75767964	0.7458441	0.67430586	0.8234114	0.68855053	0.8565444	0.9124995	0.6482706	0.9086725	0.87134653	0.8933507	0.72449315	0.76855314	0.8145631	0.6409603	0.7753558	0.6783273	0.8246645	0.704148	0.43440175	0.73221946	0.85040426	0.6811836	0.9016073	0.83557963	0.6822619	0.9160753	0.69210947	0.7262342	0.7015865	0.7902551	0.80008	0.863721	0.7615221	0.8871975	0.809501	0.69080526	0.8550417	0.64774084	0.8697791	0.765306	0.78776824	0.7435322	0.6176136	0.95471644	0.83604306	0.7368487	0.9133635	0.68530047	0.7125797	0.6773372	0.7638937	0.7613944	0.7037342	0.76208144	0.8814916	0.76564234
