	Hot/name	Risseeuw/name	Rowan/name	Self/name	The/name	aankondiging/noun	actie_film/noun	af/adv	aflevering/noun	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	bedoeld/adj	beeld/noun	behoorlijk/adj	beschrijving/noun	bijdrage/noun	bijrol/noun	bijzonder/adj	bloes_DIM/noun	boek/noun	buitengewoon/adj	cast/noun	column/noun	combinatie/noun	commentaar/noun	contrasteer/adj	cynisme/noun	dandy/noun	dat/det	debuut/noun	detail/noun	dialoog/noun	draai/noun	duivel_DIM/noun	echt/adj	effect/noun	en/vg	erg/adj	even/adj	even/adv	film/noun	film_DIM/noun	gast/noun	gedicht/noun	genoeg/adv	gesprek/noun	gesprekspartner/noun	geweldig/adj	gewoon/adj	gezicht/noun	heel/adj	heel/adv	heerlijk/adj	hij/pron	hoe/adj	karikatuur/noun	kwartet/noun	lady/noun	lied/noun	man/noun	manier/noun	mengeling/noun	min/adj	mix/noun	moment/noun	musical/noun	nogal/adv	observatie/noun	obsessie/noun	of/vg	om_kade_ring/noun	onbedaarlijk/adj	onderdeel/noun	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	ook/adv	opmerking/noun	opvallend/adj	passage/noun	performance/noun	plaat/noun	portret/noun	presentator/noun	rap/noun	reactie/noun	rol/noun	roman/noun	satire/noun	script/noun	scène/noun	sketch/noun	soms/adv	speel_film_debuut/noun	stoutmoedig/adj	stuk/noun	toch/adv	toneelstuk/noun	trailer/noun	typering/noun	uitval/noun	vaak/adj	variant/noun	variatie/noun	veel/adj	verhaal/noun	vers/noun	verslag/noun	vervolg/noun	vondst/noun	vooral/adv	voordracht/noun	voorstelling/noun	vooruitzicht/noun	waanzinnig/adj	wat/pron	weerzinwekkend/adj	werk_DIM/noun	wijze/noun	wissel_af/adj	ze/pron	zeer/adv	zelden/adj	zelfs/adv	zo/adj	zo/adv
roman/noun	0.9188304	0.9683445	0.9400749	0.89830863	0.6701951	0.8598282	0.7631355	0.8091184	0.7058166	0.71006274	0.819598	0.8082434	0.8866438	0.81214213	0.67520094	0.8015168	0.69041085	0.8131884	0.8207761	0.74157315	0.96038336	0.39246655	0.7590028	0.8089602	0.7021753	0.8021823	0.7958551	0.8640576	0.8543624	0.86183953	0.89036036	0.67552686	0.709864	0.7158364	0.85218227	0.9403856	0.8246893	0.8525228	0.73387074	0.7868071	0.8489051	0.7203259	0.50901437	0.770085	0.8697328	0.5215193	0.8202576	0.8362508	0.8847586	0.8555239	0.89064795	0.8233166	0.8106953	0.83939743	0.8025129	0.82830185	0.7962735	0.8334663	0.8113412	0.8667768	0.6626198	0.8666929	0.7855453	0.7501391	0.7983275	0.7781714	0.83115494	0.65429395	0.7382956	0.7758225	0.8051451	0.79970586	0.9336219	0.93386424	0.8496785	0.8451394	0.83185744	0.83457464	0.80376107	0.805601	0.8128162	0.84507716	0.7962008	0.7865048	0.6417185	0.8244685	0.7302606	0.60704064	0.82943964	0.8447706	0.88500655	0.8047728	0.0	0.7374847	0.7174198	0.6380489	0.81021965	0.6944667	0.8519598	0.9432331	0.70868266	0.8344839	0.569245	0.9564236	0.84306985	0.93138236	0.7423644	0.78234845	0.8080968	0.8551619	0.4692105	0.7252035	0.6884516	0.77766645	0.79066116	0.7892867	0.84460413	0.606385	0.90270317	0.8232494	0.84975725	0.8711901	0.76891786	0.7110787	0.7810563	0.8664501	0.74662125	0.7483773	0.7782661	0.80093944	0.76273626
satire/noun	0.90194315	0.962074	0.87740874	0.9098848	0.77706444	0.903904	0.74749887	0.86303216	0.83165634	0.8194909	0.88168603	0.87945455	0.8275764	0.8439076	0.7947386	0.8430011	0.8280969	0.8736666	0.8512852	0.82971287	0.9514535	0.79015344	0.80259943	0.83328176	0.7811418	0.8090539	0.79419833	0.94052714	0.79310334	0.8502608	0.8762564	0.86519784	0.8461493	0.76729894	0.87581253	0.940612	0.8467634	0.9025667	0.7997353	0.83913463	0.89500695	0.7912698	0.6836352	0.83896625	0.8948693	0.8083509	0.85230386	0.9059349	0.91705376	0.85164416	0.90343434	0.8822834	0.89224076	0.8655594	0.8370451	0.86749184	0.8575013	0.7759953	0.88688666	0.87755376	0.8002002	0.8831219	0.82223403	0.7735292	0.8207346	0.7704066	0.8635094	0.78220797	0.792269	0.81002533	0.81914544	0.8511565	0.96814376	0.9048494	0.90455747	0.8088491	0.8284204	0.8497515	0.8416306	0.85654205	0.8095348	0.866063	0.82131535	0.88030094	0.79106796	0.8495098	0.8504572	0.78002715	0.86363477	0.8088161	0.8547424	0.8781282	0.7374847	0.0	0.80791706	0.7473545	0.79960227	0.7654333	0.89639276	0.9427352	0.8472411	0.8884257	0.77415246	0.92158794	0.84022903	0.89689666	0.7863868	0.7982006	0.8408648	0.8719322	0.7410455	0.8546052	0.85548085	0.8167068	0.8535761	0.8157948	0.8851564	0.7786094	0.9632134	0.83531624	0.8901187	0.89207274	0.8796214	0.7634236	0.8217219	0.8875585	0.8337076	0.8313327	0.83531725	0.85131335	0.83374226
script/noun	0.9307761	0.9606078	0.9249806	0.9395977	0.76412904	0.92074513	0.77706414	0.86471725	0.81518877	0.8407734	0.87241125	0.8793407	0.9060868	0.84821355	0.8282832	0.8566081	0.82902265	0.86667	0.82973564	0.8538566	0.9219943	0.7374103	0.83466375	0.74636304	0.8467016	0.8671449	0.8613219	0.913921	0.86914706	0.934056	0.8863117	0.83755565	0.80935407	0.77347755	0.8982105	0.9637256	0.84123015	0.90605795	0.8285818	0.8568816	0.8783117	0.82332885	0.6751937	0.8070964	0.883206	0.7843746	0.86077625	0.8827256	0.89194083	0.85722125	0.8981091	0.87953943	0.8581247	0.8550857	0.86897886	0.855849	0.83058107	0.87925845	0.86125195	0.9017207	0.8344331	0.8951037	0.8291995	0.8583187	0.863708	0.8542963	0.8659038	0.7508077	0.83177555	0.8393717	0.89487004	0.87042135	0.9305874	0.9176621	0.91353106	0.86564296	0.8798121	0.8472829	0.84301233	0.8665814	0.878811	0.85774255	0.8476266	0.8515383	0.79627436	0.8487664	0.83422595	0.8222575	0.8866899	0.8703606	0.8907116	0.85149837	0.7174198	0.80791706	0.0	0.72153616	0.8340603	0.78530616	0.90779793	0.94633657	0.80584747	0.86453754	0.74639624	0.93398255	0.8744341	0.9420682	0.8166152	0.8638865	0.860105	0.8827178	0.70422655	0.84820914	0.8351872	0.8589765	0.8628832	0.85588104	0.92000115	0.7605351	0.9432749	0.8549864	0.87719953	0.8889907	0.84677374	0.817714	0.8646115	0.8421246	0.8287682	0.83626753	0.8514539	0.8510349	0.82854867
scène/noun	0.8945187	0.95539737	0.92383623	0.9167055	0.74279296	0.8660278	0.7317823	0.7286278	0.7047378	0.6801055	0.8307216	0.74598217	0.88627684	0.8028156	0.5237601	0.7641311	0.6807275	0.86865246	0.80419785	0.7320123	0.92297524	0.6936034	0.7645121	0.7881719	0.8263098	0.751575	0.75838333	0.83664185	0.8421366	0.88713825	0.82983977	0.7859994	0.6452017	0.6386636	0.82669675	0.91310483	0.7789701	0.8048966	0.68087566	0.76680666	0.7579973	0.6593281	0.53391826	0.67788804	0.79784477	0.6813695	0.7963924	0.8235527	0.90408176	0.7760396	0.8441173	0.7070408	0.7525323	0.7699149	0.7472534	0.81154865	0.7337985	0.8225516	0.81917894	0.8671025	0.7121436	0.8221941	0.73632336	0.7562726	0.7803473	0.74344325	0.717106	0.7429771	0.68840575	0.7489652	0.8322731	0.74554217	0.9448369	0.90029097	0.83113277	0.7757768	0.8403398	0.7585579	0.8029394	0.7791584	0.7956756	0.8268838	0.7845887	0.7585174	0.6131271	0.76303124	0.72338676	0.62509847	0.8038672	0.8067655	0.83760965	0.7746292	0.6380489	0.7473545	0.72153616	0.0	0.68179333	0.57472724	0.84488803	0.9437387	0.7058563	0.79957986	0.7148614	0.9099707	0.8093968	0.88401735	0.6960633	0.77202606	0.7728533	0.8357602	0.5138569	0.7885884	0.7348332	0.77134854	0.7525467	0.7698649	0.8389421	0.5578393	0.8932406	0.8033781	0.81855196	0.8012767	0.8375801	0.6708136	0.72834826	0.7940593	0.7491278	0.7206546	0.7297764	0.73928285	0.7260276
sketch/noun	0.83757377	0.95276135	0.8680626	0.9022493	0.809141	0.90561604	0.864158	0.8662905	0.76981264	0.7846612	0.93344	0.7903742	0.9175781	0.85948074	0.8276275	0.8881687	0.8436644	0.90766925	0.8593296	0.86116713	0.940271	0.8265224	0.8839379	0.84695643	0.8394773	0.85988295	0.8334471	0.8973737	0.9049007	0.91411227	0.9166583	0.8759617	0.8957071	0.77944124	0.9128707	0.9084633	0.8746924	0.9202975	0.83055186	0.90540224	0.8768733	0.853796	0.77418995	0.7615115	0.84858656	0.78942186	0.89577407	0.89091307	0.93075114	0.8635985	0.89367247	0.9119042	0.8775592	0.87283826	0.8453172	0.90531445	0.8890362	0.85802376	0.8836115	0.88769317	0.7929704	0.92667913	0.8738642	0.8330462	0.9155722	0.79386854	0.8997836	0.79743814	0.8640212	0.8498003	0.9128123	0.8717846	0.9372311	0.902171	0.92653686	0.84479094	0.9128069	0.8730181	0.8311595	0.8897793	0.811024	0.89769495	0.85950446	0.88993204	0.8239237	0.8401637	0.84819543	0.83318806	0.8503215	0.81790966	0.9320883	0.9148065	0.81021965	0.79960227	0.8340603	0.68179333	0.0	0.8101251	0.9120296	0.96982974	0.8558332	0.90214896	0.7587943	0.93382555	0.857617	0.9170539	0.8371203	0.89677644	0.8308258	0.92001736	0.76786184	0.86406684	0.8725968	0.8743471	0.86114085	0.8751333	0.8756356	0.7358163	0.95575124	0.88276654	0.9105264	0.9234423	0.88535136	0.8695737	0.8353594	0.88316303	0.87662905	0.87060416	0.88114434	0.909863	0.8931501
soms/adv	0.9034034	0.9335775	0.93769747	0.9246196	0.8428221	0.8508069	0.7847495	0.5110407	0.80481297	0.69104946	0.7700247	0.81806004	0.7570754	0.7596575	0.5689913	0.6117256	0.6749077	0.8459466	0.86162615	0.60949254	0.9104246	0.72446144	0.64351416	0.8285602	0.7962185	0.6826742	0.6947445	0.8352951	0.74910116	0.8950123	0.70696425	0.8166331	0.69166064	0.64856267	0.8191577	0.9263741	0.6923085	0.7215102	0.5250491	0.56243396	0.58424485	0.5336559	0.6889648	0.75045687	0.7648167	0.67102665	0.6738174	0.7888893	0.8530923	0.73592806	0.7227721	0.60139096	0.6885742	0.60202897	0.6979314	0.66965497	0.5950929	0.8066361	0.8213928	0.8868475	0.71672344	0.726943	0.6331071	0.6836448	0.6184182	0.7351785	0.68641937	0.8233675	0.45412177	0.7023889	0.76233625	0.6047317	0.90197474	0.8267787	0.846692	0.76797915	0.79083353	0.66184855	0.7440456	0.72399414	0.7598148	0.72100437	0.68014824	0.69566	0.62143314	0.8024405	0.7002766	0.6866013	0.7615243	0.78233343	0.7231008	0.7973576	0.6944667	0.7654333	0.78530616	0.57472724	0.8101251	0.0	0.90331376	0.927806	0.6752141	0.6366396	0.78230286	0.9236022	0.7931704	0.85441214	0.39761573	0.750864	0.75419617	0.6714554	0.5921966	0.7980141	0.7446924	0.7692672	0.77973825	0.6601088	0.78605103	0.65457094	0.8331362	0.70689034	0.7700107	0.83098924	0.8250172	0.5828655	0.67290163	0.6176451	0.6000075	0.62652946	0.53356206	0.56750673	0.5515654
speel_film_debuut/noun	0.96120536	0.97966975	0.9020936	0.9632381	0.86678845	0.9369551	0.8902742	0.94413024	0.8640464	0.8982921	0.9759609	0.8905271	0.9458926	0.934808	0.919961	0.9230528	0.9201581	0.9372202	0.88089824	0.9218031	0.9964249	0.8731631	0.9342389	0.8675928	0.9387996	0.91805196	0.93735737	0.94984996	0.9246657	0.95085055	0.9471481	0.8064555	0.9376948	0.89185166	0.9440581	0.91231	0.95558333	0.9481807	0.91482	0.9417013	0.9465296	0.89946866	0.76558167	0.90969056	0.94877106	0.89058506	0.92816395	0.97354424	0.9378999	0.9269743	0.973199	0.9536771	0.9729829	0.9227067	0.93961596	0.9609864	0.9381825	0.9028344	0.90594316	0.95456535	0.89262784	0.9480577	0.91845024	0.89656293	0.9231817	0.8775162	0.94841164	0.8042964	0.9228436	0.9238679	0.9115283	0.9535774	0.96901387	0.98198557	0.9301958	0.91034627	0.951263	0.9453289	0.9232672	0.9277862	0.93964857	0.9525853	0.952598	0.9306002	0.9013415	0.9246228	0.9107334	0.88325626	0.9377593	0.93810403	0.94808984	0.9107236	0.8519598	0.89639276	0.90779793	0.84488803	0.9120296	0.90331376	0.0	0.95845234	0.9310303	0.94224215	0.8157831	0.94329005	0.9150804	0.9739885	0.904883	0.8943183	0.9344631	0.9248791	0.89113	0.9343926	0.9352703	0.884369	0.9309612	0.9323917	0.95061874	0.8505347	0.9614227	0.943471	0.9656796	0.9517714	0.925064	0.9174753	0.90066844	0.95611745	0.92253035	0.9089925	0.9262953	0.9527838	0.90719956
stoutmoedig/adj	0.9619017	0.9703676	0.9573034	0.9741251	0.9605452	0.9367065	0.95886624	0.91442496	0.9497822	0.92621595	0.95490974	0.9762764	0.9333345	0.9372527	0.90381896	0.9397309	0.94642496	0.9636306	0.95798606	0.9299381	0.9638772	0.9435003	0.9221562	0.94519264	0.94752276	0.9604961	0.95360714	0.9603809	0.9484367	0.93363285	0.93253434	0.94395375	0.9520477	0.94734097	0.9662056	0.9508065	0.9354254	0.94967383	0.9083679	0.9379718	0.93076175	0.89699924	0.94699144	0.9281104	0.921291	0.9395941	0.9308419	0.9402829	0.9481587	0.9374908	0.9437841	0.9440038	0.9317779	0.9190414	0.94847	0.92222804	0.92251587	0.9366708	0.92050487	0.925012	0.9546747	0.9213625	0.93830985	0.96921676	0.9231429	0.9697169	0.96195775	0.9636407	0.94575036	0.90273315	0.95591235	0.938884	0.94259375	0.97994584	0.94771206	0.9328202	0.9248509	0.942829	0.94226867	0.90559655	0.9232195	0.92249644	0.9339966	0.9196778	0.93968296	0.9615552	0.9501752	0.935706	0.9354317	0.9664427	0.93523276	0.94878703	0.9432331	0.9427352	0.94633657	0.9437387	0.96982974	0.927806	0.95845234	0.0	0.95809484	0.9191278	0.9550281	0.96913016	0.9557678	0.9561714	0.9252086	0.92758876	0.93072987	0.9418383	0.9384505	0.9265634	0.9545397	0.94881827	0.9461191	0.9394533	0.9545	0.93823475	0.94788796	0.92358696	0.94916594	0.95279056	0.9448298	0.9296047	0.93984306	0.91265064	0.9304679	0.91262484	0.9199451	0.9366391	0.9245875
stuk/noun	0.9116688	0.96789885	0.9477127	0.9487201	0.83760697	0.89826465	0.8281497	0.77837855	0.79574645	0.79515743	0.85273445	0.8410492	0.90658396	0.8502378	0.68611455	0.74645686	0.7797687	0.8347593	0.9000173	0.7107951	0.92392	0.66812146	0.7532462	0.8486432	0.8131526	0.73260236	0.83401334	0.8638437	0.8858141	0.9549304	0.86980087	0.8585794	0.7397897	0.77989393	0.84890574	0.96722233	0.8264418	0.834097	0.5891596	0.7349109	0.7881006	0.7146567	0.72029895	0.80864215	0.8354788	0.6941285	0.7472285	0.85928655	0.91442555	0.83109444	0.80376285	0.7567465	0.7412683	0.7486539	0.7453685	0.85393524	0.8000943	0.86215895	0.8223127	0.9333828	0.76914793	0.8630399	0.75950754	0.81761795	0.7348622	0.78819823	0.8422448	0.78029406	0.7080103	0.84567994	0.8869014	0.6752349	0.9216781	0.93753964	0.7513115	0.8898645	0.87347305	0.8233789	0.8593415	0.8255211	0.8538041	0.8222115	0.8546721	0.76048243	0.7273432	0.83426726	0.67046154	0.73128957	0.8647645	0.8642562	0.88891065	0.8517226	0.70868266	0.8472411	0.80584747	0.7058563	0.8558332	0.6752141	0.9310303	0.95809484	0.0	0.8166723	0.7518456	0.93781763	0.88013124	0.94004726	0.7457236	0.790477	0.76872313	0.7783254	0.68444663	0.75850767	0.78681564	0.8363776	0.74212193	0.7711725	0.8823108	0.68323725	0.88515383	0.8506557	0.88760746	0.8850087	0.8136611	0.7162311	0.7750696	0.7956536	0.69611967	0.7680838	0.75098574	0.7359787	0.7325283
toch/adv	0.9447913	0.91841036	0.95711046	0.96508366	0.9364695	0.8950832	0.8824899	0.71238136	0.8637919	0.85354036	0.7951786	0.9243158	0.83325136	0.8485476	0.81881267	0.68505424	0.8621498	0.87977713	0.88491976	0.74412704	0.9361962	0.84035736	0.74947834	0.86954874	0.88113344	0.8004791	0.85060036	0.9207956	0.82877886	0.9325776	0.5813257	0.85317355	0.8180012	0.8126607	0.8629127	0.9219999	0.617641	0.8489221	0.80579084	0.6438416	0.6338184	0.7450856	0.83043647	0.8636894	0.80235445	0.856346	0.67895246	0.8688063	0.86004406	0.7687875	0.69083035	0.79492384	0.736637	0.61581314	0.82018614	0.70386904	0.6865309	0.8757704	0.8765373	0.9294107	0.87365514	0.8470439	0.7194364	0.85963035	0.6968938	0.86253554	0.73872864	0.8867189	0.6803992	0.8536478	0.87381864	0.83436453	0.93269885	0.92551595	0.9203345	0.8802094	0.8374987	0.7226774	0.88371336	0.81257373	0.8435657	0.6724151	0.79028726	0.8140931	0.837972	0.90470964	0.83899736	0.8675789	0.85979915	0.9252839	0.8201148	0.87635845	0.8344839	0.8884257	0.86453754	0.79957986	0.90214896	0.6366396	0.94224215	0.9191278	0.8166723	0.0	0.91119343	0.9572382	0.8803543	0.8876436	0.7167523	0.8700435	0.8672061	0.66541076	0.7649262	0.90747386	0.8911696	0.83400375	0.8631498	0.7670255	0.9073497	0.7907897	0.8101151	0.830309	0.7047448	0.9066409	0.89566404	0.7763181	0.848035	0.6516346	0.7094984	0.70737565	0.6817348	0.7345558	0.6001626
toneelstuk/noun	0.9179543	0.96702147	0.9131607	0.9158909	0.73158705	0.9017443	0.811592	0.84957856	0.76811105	0.79151565	0.90373343	0.8217462	0.9077918	0.85786366	0.78734887	0.8767017	0.82143563	0.84927803	0.8294403	0.83524644	0.9425792	0.64307183	0.8257897	0.8152672	0.7574851	0.8825428	0.8377423	0.9130752	0.8882843	0.8980348	0.9276023	0.75818145	0.8142595	0.7853504	0.8942826	0.9511919	0.8502004	0.90680414	0.80620503	0.8825973	0.8884888	0.82736665	0.60166484	0.7915423	0.8535224	0.6691109	0.87712604	0.8643996	0.9152164	0.87216675	0.90538967	0.89123374	0.8630146	0.8856469	0.8817736	0.8542822	0.8708346	0.8726789	0.83540905	0.89322674	0.7392076	0.89181244	0.8407731	0.8103136	0.8629932	0.8435898	0.88516873	0.6400205	0.8183221	0.83147115	0.86059487	0.8419772	0.9283616	0.9357007	0.8925507	0.8591654	0.8855126	0.8777366	0.85543257	0.8517277	0.8656601	0.8633739	0.86933494	0.8485271	0.75369817	0.8110305	0.81118006	0.72878087	0.8220773	0.87024665	0.9156017	0.8201254	0.569245	0.77415246	0.74639624	0.7148614	0.7587943	0.78230286	0.8157831	0.9550281	0.7518456	0.91119343	0.0	0.9151505	0.87415916	0.9485858	0.8073657	0.851668	0.8654642	0.9074721	0.66373026	0.7848063	0.7688612	0.81239724	0.8416117	0.8529913	0.8607841	0.63851035	0.9351189	0.867471	0.92395145	0.90183127	0.8316333	0.79255956	0.8223323	0.8782485	0.8391417	0.80479574	0.8357761	0.8530518	0.8470985
trailer/noun	0.93085855	0.97630566	0.9646997	0.94728994	0.8696433	0.9317306	0.95619625	0.93496716	0.8893156	0.9325458	0.9538358	0.95863116	0.96332675	0.92533904	0.87586296	0.9596946	0.92549783	0.93743867	0.9269758	0.948693	0.9806022	0.9121146	0.96524215	0.91987807	0.92924935	0.9579917	0.93001145	0.9700872	0.96513295	0.9374597	0.9721457	0.9565819	0.9421364	0.9273477	0.94155574	0.9576608	0.95850253	0.9533989	0.90440166	0.9487254	0.94925296	0.94379556	0.862123	0.852614	0.9371568	0.9487814	0.95685834	0.9512934	0.97716796	0.95163023	0.91533375	0.93764323	0.9405714	0.94521296	0.96261936	0.94399667	0.9307845	0.93235785	0.9350037	0.9664	0.93783575	0.9361965	0.9581569	0.9438218	0.94322836	0.92439795	0.9491	0.92990667	0.92697996	0.90809286	0.9633567	0.88654226	0.94094807	0.9529044	0.9119684	0.9421894	0.9530596	0.95741075	0.9741285	0.9422285	0.98090863	0.8978193	0.9518544	0.94050515	0.93433946	0.9077642	0.9086922	0.9116923	0.96911776	0.93940073	0.9478829	0.975523	0.9564236	0.92158794	0.93398255	0.9099707	0.93382555	0.9236022	0.94329005	0.96913016	0.93781763	0.9572382	0.9151505	0.0	0.9528502	0.95875525	0.91910654	0.9415789	0.941512	0.9395552	0.9343216	0.9461209	0.9335265	0.95256317	0.9194898	0.9385388	0.97127837	0.89903283	0.9707157	0.96015656	0.966315	0.9603797	0.91299075	0.9653167	0.94036186	0.93307436	0.9447592	0.95482594	0.92171633	0.94123584	0.94360095
typering/noun	0.9555438	0.95188093	0.9319923	0.9300351	0.90894043	0.9446549	0.8928088	0.87589294	0.91296583	0.809059	0.86246914	0.87178254	0.8447697	0.86223865	0.80822873	0.87065446	0.80488575	0.926258	0.9058769	0.8352349	0.93731415	0.88023436	0.8296691	0.87172467	0.86453944	0.8510644	0.84925705	0.9181646	0.8636992	0.84603554	0.86258805	0.92095715	0.83795804	0.79974496	0.87902963	0.9454396	0.9122271	0.9244502	0.8356542	0.8509221	0.884472	0.8223885	0.8355646	0.8966729	0.8940476	0.8544809	0.8735957	0.91984344	0.9010961	0.899354	0.9219553	0.88116294	0.88939035	0.8309975	0.8897692	0.89176345	0.85324275	0.86982614	0.8836837	0.92083704	0.86834955	0.9114816	0.8167621	0.85295844	0.8673907	0.8677765	0.9096357	0.8916999	0.8032427	0.7935696	0.87883645	0.8842304	0.94199497	0.96078044	0.93067276	0.8474598	0.92659307	0.8657072	0.8407505	0.8602143	0.8804528	0.872816	0.8197	0.87008065	0.8414868	0.8671023	0.88346547	0.83524406	0.9168012	0.8666908	0.8613501	0.91446435	0.84306985	0.84022903	0.8744341	0.8093968	0.857617	0.7931704	0.9150804	0.9557678	0.88013124	0.8803543	0.87415916	0.9528502	0.0	0.9398438	0.8114089	0.8562775	0.8899148	0.8707416	0.8027594	0.88632053	0.9046569	0.9093573	0.8544737	0.8238931	0.90976137	0.84126216	0.94136775	0.868939	0.86373425	0.90497017	0.9017255	0.8158599	0.87018895	0.8987848	0.82544017	0.8701764	0.87026083	0.85312295	0.8192957
uitval/noun	0.9595135	0.9576079	0.99087846	0.93984807	0.9653838	0.8973582	0.9069061	0.90817803	0.94349366	0.93274766	0.91999996	0.9058281	0.90072745	0.90407383	0.90659493	0.88109803	0.92098105	0.89927727	0.9439756	0.898375	0.97021616	0.9336758	0.86994225	0.92813015	0.90799063	0.9052807	0.9024758	0.909653	0.90115404	0.9547716	0.87408674	0.9082432	0.9342797	0.8911706	0.89074725	0.9505646	0.92692924	0.8646569	0.86659646	0.8894086	0.8964215	0.8916058	0.9415145	0.9221489	0.9178563	0.947769	0.8761159	0.9079577	0.9223154	0.9406651	0.9236289	0.9311603	0.92117625	0.8833331	0.9314707	0.8622701	0.88994217	0.91547287	0.91782147	0.9356453	0.92490715	0.9126632	0.88607043	0.9430512	0.88065386	0.9234898	0.8607977	0.9648212	0.87447715	0.9081278	0.90541905	0.894431	0.9427928	0.96258026	0.9325975	0.9045167	0.8773891	0.90212655	0.90725434	0.9133154	0.9077829	0.9085459	0.8606271	0.913937	0.9006019	0.92410475	0.9345421	0.9203093	0.91489816	0.9259242	0.82253003	0.9140763	0.93138236	0.89689666	0.9420682	0.88401735	0.9170539	0.85441214	0.9739885	0.9561714	0.94004726	0.8876436	0.9485858	0.95875525	0.9398438	0.0	0.86259174	0.9239599	0.916125	0.8802651	0.935254	0.9284936	0.92384243	0.9068671	0.90799767	0.8670373	0.9373507	0.9222241	0.9053433	0.91224635	0.9079925	0.9393556	0.9243331	0.8779701	0.89987016	0.8818914	0.8656417	0.8879328	0.8808843	0.88562167	0.87020373
vaak/adj	0.9197501	0.9211048	0.93004227	0.94037735	0.8630542	0.87205106	0.8153255	0.6358826	0.8249115	0.7419659	0.7747303	0.88026667	0.7842108	0.7492432	0.6709304	0.6599752	0.72571754	0.8362033	0.87931776	0.68003774	0.9443057	0.7593358	0.6967946	0.84117055	0.82317793	0.7044069	0.75471014	0.86999327	0.79556465	0.9017272	0.726738	0.83012927	0.72844416	0.7182797	0.8365729	0.93713903	0.756135	0.7157506	0.57212555	0.63058436	0.7123333	0.6441247	0.7388544	0.78286576	0.78571755	0.74401766	0.7186874	0.80894333	0.8202902	0.8023392	0.71527433	0.73265266	0.7606186	0.68489707	0.7678972	0.6960932	0.66026056	0.8434054	0.8602766	0.91131645	0.77449286	0.7248629	0.66845095	0.7492037	0.61474365	0.7806767	0.7630459	0.8211449	0.513239	0.74254715	0.80087847	0.55921936	0.8712971	0.88700414	0.8326114	0.8186699	0.81522095	0.74040043	0.816362	0.78598714	0.8095806	0.6868858	0.7127136	0.7137724	0.7061598	0.845214	0.7637572	0.7248693	0.77796143	0.8367377	0.74141836	0.79642975	0.7423644	0.7863868	0.8166152	0.6960633	0.8371203	0.39761573	0.904883	0.9252086	0.7457236	0.7167523	0.8073657	0.91910654	0.8114089	0.86259174	0.0	0.76453555	0.7878251	0.6308273	0.6755886	0.82757336	0.77599823	0.77200115	0.79744864	0.60245234	0.801311	0.70441294	0.8580426	0.76189387	0.7818374	0.8477107	0.83363533	0.6403878	0.7787287	0.65516305	0.64621663	0.5884914	0.6168246	0.66433334	0.6293771
variant/noun	0.9376179	0.9586228	0.93575656	0.96912205	0.83585685	0.9010236	0.82190835	0.8137626	0.82349753	0.85658133	0.8265772	0.8907857	0.8671193	0.8304464	0.78409857	0.8197222	0.8097693	0.8402816	0.89742833	0.7628978	0.8990359	0.8017059	0.79237866	0.8864032	0.8765653	0.7164785	0.85019493	0.899286	0.86131877	0.90348375	0.869985	0.84035933	0.83001405	0.789428	0.856413	0.9505731	0.8397616	0.8016736	0.68135816	0.7918464	0.84174305	0.7364582	0.75732446	0.85077703	0.8293343	0.7868356	0.8163676	0.87334144	0.8854094	0.8727019	0.8414968	0.8199083	0.85057306	0.82268703	0.80226374	0.8884258	0.8282184	0.8649278	0.8247192	0.88480777	0.7545221	0.8567825	0.7462945	0.74606216	0.7758368	0.74455625	0.88887095	0.8409923	0.7720914	0.8729404	0.84113914	0.6792331	0.9192899	0.9375642	0.8035175	0.8744551	0.8463757	0.8569264	0.8630632	0.8211762	0.8418388	0.80380416	0.83945763	0.7589374	0.7839529	0.8610978	0.7958342	0.7729976	0.86597717	0.80215293	0.83922124	0.84575117	0.78234845	0.7982006	0.8638865	0.77202606	0.89677644	0.750864	0.8943183	0.92758876	0.790477	0.8700435	0.851668	0.9415789	0.8562775	0.9239599	0.76453555	0.0	0.747831	0.83533263	0.77005386	0.81391865	0.84867704	0.83093816	0.80656713	0.7629951	0.831442	0.80211556	0.9007521	0.8330902	0.88116217	0.90133226	0.8834537	0.7139607	0.7812077	0.8685367	0.7569646	0.78299254	0.7521099	0.8350287	0.8012174
