	kort/adj	geïllustreerd/adj	script/noun	altijd/adv	hoe/adj	charmant/adj	briljant/adj	soms/adv	ben/verb	dramatisch/adj	gaaf/adj	roem/noun	behoorlijk/adj	dandy/noun	buitengewoon/adj	alleszins/adv	lek/adj	serie/noun	zet_neer/verb	oneerbiedig/adj	geluid_effect/noun	bitter/adj	plant/noun	raak/adj	energiek/adj	musical/noun	onnavolgbaar/adj	rancuneus/adj	heimwee/noun	anekdote/noun	vind/verb	manier/noun	geloofwaardig/adj	zwijg/adj	provocerend/adj	cynisme/noun	hedendaags/adj	vers/noun	gewoon/adj	karikatuur/noun	opmerking/noun	overtuigend/adj	breng_teweeg/verb	hermetisch/adj	plaat/noun	uitermate/adv	zo/adv	vooral/adv	moment/noun	ingenieus/adj	nauwelijks/adv	erg/adj	herhaaldelijk/adv	doorgewinterd/adj	vriendelijk/adj	natuurlijk/adj	even/adv	opvallend/adj	prachtig/adj	alert/adj	broederschap/noun	ongelooflijk/adj	antwoord/noun	pianist/noun	passage/noun	voordracht/noun	fair/adj	actie_film/noun	kijk_heen/verb	trailer/noun	Newyorks/adj	leuk/adj	nogal/adv	goed/adj	heel/adv	onwaarschijnlijk/adj	scène/noun	ga_vooraf/verb	gedicht/noun	genoeg/adv	snel/adj	vertel/verb	draai/noun	feest/noun	danser/noun	intelligent/adj	verbeeld/verb	geweldig/adj	en/adv	bedoeld/adj	vervolgens/adv	voorstelling/noun	spot/adj	desinteresse/noun	klink/verb	gemoedelijk/adj	haast/adv	debuut/noun	detail/noun	bovendien/adv	om_kade_ring/noun	lees/verb	ontleed/verb	licht/adj	zeer/adv	tenger/adj	obsessie/noun	flits/adj	paar/noun	zoet/adj	maar/adv	opera/noun	beschrijving/noun	aankondiging/noun	heerlijk/adj	gevat/adj	wissel_af/adj	gezang/noun	lijk/verb	onzinnig/adj	titel/noun	elegant/adj	ironisch/adj	zo/adj	weduwnaar/noun	man/noun	contrasteer/adj	gesprek/noun	een/adj	teken_uit/verb	vooruitzicht/noun	arrogantie/noun	satire/noun	mix/noun	verteder/adj	ongekend/adj	gewiekst/adj	geschreven/adj	waanzinnig/adj	romancier/noun	stoutmoedig/adj	bijvoorbeeld/adv	aria/noun	vervolg/noun	wijze/noun	bedoel/verb	weerzinwekkend/adj	fel/adj	literair/adj	wreed/adj	speels/adj	toespraak/noun	rol/noun	poëzie/noun	thriller/noun	bijzonder/adj	stel/noun	wrang/adj	laconiek/adj	associatief/adj	eenvoudig/adj	vol/adj	presentator/noun	toneelstuk/noun	onweerstaanbaar/adj	beminnelijk/adj	gast/noun	cd/noun	vrij/adj	reactie/noun	vrijmoedig/adj	zelfs/adv	adembenemend/adj	spannend/adj	ontroerend/adj	element/noun	bijrol/noun	doe/verb	uitgesponnen/adj	komedie/noun	goochel/verb	oorspronkelijk/adj	sterk/adj	verslag/noun	verhaal/noun	even/adj	getekend/adj	heel/adj	eens/adv	uitval/noun	film_DIM/noun	doos/noun	fris/adj	onbedaarlijk/adj	bevat/verb	logica/noun	performance/noun	stijl/noun	ad/adj	tegelijk/adj	ludiek/adj	sketch/noun	uit_vergroting/noun	maak_mee/verb	origineel/adj	mooi/adj	wat/adv	onderdeel/noun	neig/verb	speel/verb	grof/adj	bijdrage/noun	overvloede/adv	werk_DIM/noun	immer/adv	beetje/noun	geil/adj	coma/noun	commentaar/noun	breng/verb	absurd/adj	zeer/adj	terloops/adj	acteur/noun	kwartet/noun	bom/noun	schrijf/verb	voltooi/verb	portret/noun	duivel_DIM/noun	oneliner/noun	toe/adv	ontnuchter/adj	zachtaardig/adj	grap_DIM/noun	humor/noun	typering/noun	schrijnend/adj	bene/adv	echt/adj	acteer/verb	wel/adv	vaak/adj	min/adj	werk_uit/verb	aflevering/noun	veelzijdig/adj	toch/adv	gesprekspartner/noun	modern/adj	kleurrijk/adj	variant/noun	voorzie/verb	lang/adv	bloes_DIM/noun	maak/verb	erudiet/adj	neurose/noun	kritisch/adj	illustratie/noun	hoogstaand/adj	dialoog/noun	film/noun	observatie/noun	lady/noun	gevoelig/adj	schrijf_op/verb	net/adv	mengeling/noun	slipper/noun	zelden/adj	blijk/verb	slim/adj	bizar/adj	vondst/noun	weer/adv	of/adj	gemak/noun	verontrustend/adj	onderschrift/noun	streef_na/verb	onverwacht/adj	tafel/noun	hilarisch/adj	welbespraakt/adj	boek/noun	mijne/noun	scherp/adj	roman/noun	spaar/verb	veel/adj	rock/noun	spits/adj	vinnig/adj	podium/noun	lied_DIM/noun	super/adj	ijzersterk/adj	creatief/adj	vele/adj	column/noun	zeil/verb	lied/noun	trouwens/adv	waanzin/noun	stuk/noun	spontaan/adj	fraai/adj	feestelijk/adj	zwart_wit/adj	emmer/noun	beeld/noun	dol/adj	effect/noun	gemeen/adj	tentoonstelling/noun	variatie/noun	onomstotelijk/adj	messcherp/adj	rem/adj	ook/adv	fris/noun	droog/adj	lever_op/verb	tegendeel/noun
kort/adj	0.0	0.68253934	0.71800387	0.8487756	0.8243156	0.75065595	0.64351845	0.6571381	0.82233584	0.6454916	0.71613526	0.8698498	0.8458568	0.898649	0.7909787	0.8192532	0.7712462	0.6295739	0.73873335	0.7584175	0.86579394	0.8348624	0.82273316	0.5874424	0.7698351	0.76410544	0.7199246	0.8412841	0.8823308	0.6397165	0.8612409	0.88339025	0.7347115	0.7609834	0.6830052	0.88179076	0.676617	0.6803684	0.8589436	0.77871823	0.79621655	0.70300335	0.7990172	0.70551133	0.8034278	0.7684549	0.8652108	0.744812	0.80739033	0.7064918	0.7480154	0.8414626	0.7619735	0.9093389	0.8498101	0.85386044	0.7724817	0.72637796	0.5414701	0.8434887	0.948719	0.8060273	0.8506321	0.8482317	0.65083766	0.7482007	0.9324206	0.79128885	0.85553163	0.7721225	0.8731657	0.6045505	0.7286861	0.75235945	0.81540895	0.7478633	0.55265266	0.5555228	0.6054398	0.9064469	0.7358536	0.70166624	0.79127085	0.7915726	0.8060311	0.7921016	0.6870458	0.7343571	0.69281906	0.65380776	0.79254323	0.6635662	0.74240375	0.9322503	0.765025	0.77702075	0.71894	0.7822963	0.7767851	0.8166848	0.82787305	0.60738826	0.78386223	0.7381068	0.760143	0.7580201	0.8828761	0.65569746	0.56817013	0.82798374	0.8297264	0.74102604	0.62721294	0.7349375	0.7766259	0.7122605	0.71952987	0.834046	0.7422767	0.7483114	0.76156324	0.68291706	0.6773082	0.84664124	0.8868635	0.8370956	0.82605994	0.7580007	0.8414717	0.77747333	0.9198687	0.8564874	0.72376037	0.75443923	0.69992816	0.8304619	0.7808242	0.5896447	0.69746304	0.8547668	0.85681397	0.5781204	0.74734473	0.7141633	0.8423438	0.8126898	0.70420325	0.7318975	0.7248328	0.7544255	0.7614699	0.6883347	0.7832696	0.7077499	0.8191009	0.7805065	0.837414	0.7136445	0.6621034	0.67102724	0.6151949	0.8264319	0.7992895	0.6571269	0.69517505	0.8408347	0.77934235	0.81151074	0.81503624	0.7658745	0.7415576	0.7860186	0.6485027	0.6642655	0.56211317	0.75414217	0.83797646	0.8344009	0.59315336	0.74686646	0.7770844	0.7158738	0.7730715	0.7384549	0.6562015	0.8360536	0.67265016	0.6949146	0.86612016	0.84574383	0.64594364	0.8149468	0.7773694	0.84304273	0.47749454	0.8819542	0.75440997	0.7160542	0.8508012	0.755898	0.6566811	0.607033	0.8747923	0.8597125	0.6233696	0.56682515	0.81235194	0.83719873	0.80073774	0.8137038	0.775493	0.8185837	0.8321657	0.858828	0.85178167	0.9035325	0.7584567	0.91863656	0.7199125	0.7106452	0.6811968	0.8819652	0.68832374	0.69006574	0.8251513	0.89690876	0.6385373	0.7490444	0.73361397	0.9565976	0.65639234	0.70821613	0.7519564	0.83994174	0.75539124	0.6828507	0.72249496	0.67873	0.82742673	0.88303775	0.7352597	0.8661511	0.6878511	0.82285446	0.75739175	0.6045275	0.7741592	0.8580174	0.88271165	0.7552023	0.63694036	0.86703277	0.83713317	0.9330225	0.7097283	0.6881131	0.75683314	0.9514589	0.69739807	0.7397895	0.7750499	0.5638413	0.6660611	0.6640869	0.7538722	0.7340218	0.78629184	0.85314673	0.75156045	0.8519017	0.64895976	0.7717407	0.81382126	0.6410573	0.66152906	0.89216495	0.87492967	0.80054086	0.7731392	0.832924	0.8625634	0.6891469	0.90976787	0.5380535	0.8510496	0.69084644	0.84857047	0.682451	0.7024957	0.8926444	0.8409226	0.90806925	0.66340214	0.7220192	0.71641695	0.6237696	0.84962106	0.6999774	0.7970071	0.6201067	0.65437645	0.9018476	0.6759796	0.8095393	0.84795463	0.7707228	0.75987446	0.5884584	0.78770304	0.7451162	0.9900804	0.69147825	0.7362381	0.78955394	0.8278806	0.7955786	0.70579326	0.90020984	0.7035623	0.83521086	0.83709216	0.9038782	0.71918416	0.63382214	0.88401073
geïllustreerd/adj	0.68253934	0.0	0.6763119	0.8407638	0.71662736	0.663826	0.7157246	0.70242417	0.7709966	0.72578615	0.77537143	0.8809663	0.888131	0.8375866	0.6695053	0.7029513	0.8030566	0.56850076	0.6700753	0.85538554	0.80035067	0.8329737	0.6208921	0.7480513	0.7838758	0.7890227	0.70079553	0.9572949	0.86152434	0.5633471	0.78203464	0.75476956	0.7795084	0.77634424	0.7456047	0.8142809	0.68486595	0.59455955	0.88170516	0.7461452	0.84462136	0.71406573	0.8595753	0.6825838	0.7140156	0.78953886	0.7841652	0.70212173	0.8385298	0.6151296	0.8210894	0.7914089	0.8516593	0.8836537	0.82385385	0.76496446	0.6909938	0.735572	0.4758823	0.8894003	0.82471836	0.7506221	0.85201824	0.7912746	0.5765532	0.7017627	0.91318405	0.8494752	0.8765912	0.87253094	0.77957714	0.7303611	0.7720095	0.85098046	0.7926658	0.7711639	0.64565635	0.5723798	0.54912305	0.82607764	0.91607445	0.7319374	0.7785795	0.8157893	0.7406733	0.747388	0.62635016	0.8019707	0.83816993	0.7217988	0.7950433	0.66326547	0.73002285	0.8634159	0.7694754	0.77987945	0.62548417	0.6684823	0.66207534	0.8175327	0.7381098	0.66323495	0.76672953	0.8289258	0.7263347	0.8643406	0.7953541	0.71544516	0.7605663	0.83554274	0.86691463	0.76713544	0.57341105	0.8013369	0.780276	0.7721477	0.726926	0.74168926	0.82015455	0.80499434	0.61886203	0.7057214	0.70251757	0.8127212	0.92899203	0.9286554	0.68639463	0.85383	0.86599016	0.68901646	0.8384543	0.8688744	0.77551633	0.6524093	0.69426394	0.7834942	0.8535342	0.60311246	0.6949966	0.77400166	0.8214139	0.678185	0.7597059	0.7408096	0.70721513	0.8547511	0.7595798	0.86190903	0.58579487	0.756325	0.7383753	0.721713	0.8672566	0.5939029	0.69386995	0.63348407	0.8100103	0.7331577	0.7634655	0.66213053	0.69329304	0.82719976	0.8811194	0.7385807	0.6810075	0.8542168	0.8209851	0.6622311	0.817096	0.9013737	0.6526637	0.8694406	0.5724256	0.62337863	0.5363239	0.7364373	0.7201936	0.85590863	0.6728177	0.7442151	0.8174963	0.60900354	0.894332	0.6259985	0.55009496	0.79309595	0.52336836	0.7429869	0.8402362	0.92300016	0.62129134	0.68207204	0.8018898	0.88216144	0.4650579	0.798507	0.72268057	0.64506036	0.8909958	0.72490287	0.69535774	0.78057235	0.8540027	0.8635207	0.59306824	0.5428305	0.8616699	0.80542594	0.8112421	0.9087943	0.8040971	0.51333445	0.8433667	0.5559243	0.82098216	0.90664715	0.75359535	0.97715545	0.7611219	0.8019547	0.7637678	0.79979557	0.6877528	0.771617	0.8308502	0.8421501	0.7286707	0.7512606	0.53431654	0.92968273	0.7095882	0.80479765	0.7643931	0.8997661	0.7880245	0.65654254	0.7522704	0.73734707	0.81001925	0.8427859	0.833259	0.8879036	0.6859436	0.8129091	0.747752	0.70498866	0.6691426	0.8602257	0.83711773	0.71785665	0.5448029	0.7259832	0.8016849	0.92367405	0.863951	0.6628032	0.6679873	0.95850176	0.79032063	0.3853891	0.7334307	0.6601002	0.6607363	0.6839472	0.92491156	0.81594974	0.83103955	0.89339125	0.6069309	0.8881681	0.70768714	0.74903536	0.83520675	0.67759275	0.6232459	0.9161551	0.86762375	0.90243554	0.7043878	0.71897364	0.9111932	0.8319508	0.83473694	0.62479323	0.8507661	0.4689769	0.8146283	0.77627766	0.5951198	0.8934852	0.85107553	0.8252558	0.7993671	0.78414184	0.86522925	0.6550758	0.8817705	0.84577614	0.7422515	0.55080426	0.6172397	0.8705622	0.659302	0.75233036	0.7948985	0.64815927	0.84567726	0.5379567	0.71527517	0.72280735	0.901834	0.55848575	0.8170434	0.78015167	0.7973765	0.47757244	0.63645965	0.92450655	0.8124509	0.8924104	0.8317673	0.87424475	0.85052377	0.59388125	0.8782384
script/noun	0.71800387	0.6763119	0.0	0.76171446	0.72201025	0.68511295	0.4884953	0.672834	0.74106383	0.6121458	0.75992864	0.758599	0.76159984	0.88066286	0.6362046	0.7528958	0.661576	0.4842102	0.655684	0.792119	0.7546694	0.755588	0.8019646	0.69197035	0.6746061	0.5349082	0.7385099	0.8678645	0.8523034	0.65139675	0.7564199	0.72454214	0.57182455	0.7240925	0.7069349	0.7570338	0.66436684	0.63862324	0.77386963	0.73081183	0.7792735	0.6681054	0.8755018	0.7747012	0.71171546	0.7029727	0.7297369	0.62144953	0.77157867	0.6016104	0.75675267	0.7291904	0.8442514	0.86850977	0.85401326	0.79014754	0.6708463	0.7296952	0.56109935	0.82237995	0.8683379	0.69600296	0.7984583	0.7382468	0.6164142	0.84516	0.90685576	0.51843345	0.837073	0.67495304	0.74229765	0.6449473	0.71327245	0.74951667	0.75929886	0.6796868	0.46238095	0.7850863	0.57299566	0.7781266	0.8757936	0.78011554	0.6916034	0.8433235	0.66280544	0.6212986	0.6237682	0.59956616	0.801416	0.6455407	0.7221324	0.59686935	0.81084126	0.9150351	0.76565015	0.8478389	0.73246837	0.59365916	0.6306561	0.72438234	0.6408904	0.6564107	0.6303576	0.8266179	0.7022741	0.8804016	0.76425153	0.548677	0.6887108	0.79348886	0.80726933	0.5930504	0.64649194	0.81963056	0.6845509	0.7867179	0.6705153	0.81441313	0.7826059	0.7233223	0.67077863	0.6906772	0.6467447	0.7436216	0.81992924	0.8768607	0.81023043	0.84017414	0.8371628	0.75833255	0.87428486	0.8840829	0.54539716	0.5611128	0.67230284	0.7646923	0.7546692	0.5032141	0.6865523	0.80076545	0.82603776	0.663394	0.7278246	0.5801215	0.69024324	0.85637045	0.633934	0.9057255	0.6547263	0.68684065	0.65702987	0.83342767	0.62727123	0.655133	0.43137693	0.63788575	0.6879915	0.6650388	0.73298836	0.7163122	0.73659146	0.80501324	0.739344	0.5123422	0.6329992	0.8333844	0.77572584	0.78003806	0.8496911	0.8539955	0.7055142	0.8205242	0.52335525	0.507143	0.5598986	0.6270313	0.55480343	0.90788347	0.6865455	0.49815333	0.6854514	0.58747786	0.76637685	0.7001828	0.50286186	0.7397027	0.5600673	0.7758782	0.8738196	0.85733193	0.6418024	0.7436252	0.70945644	0.7719003	0.55340815	0.73959607	0.7283857	0.6058254	0.8057615	0.6673368	0.71029097	0.61156285	0.7963152	0.8202347	0.5159049	0.6289087	0.8264032	0.7746903	0.8103113	0.59734416	0.77453786	0.74434024	0.9081545	0.6900511	0.68989635	0.8408578	0.6618502	0.9331547	0.75149107	0.7481098	0.6121163	0.7497803	0.62601066	0.509915	0.72127545	0.8130497	0.59877163	0.6111076	0.6572275	0.9196539	0.5722641	0.7775766	0.8112747	0.76520044	0.7466756	0.57200706	0.7174566	0.72578454	0.7312494	0.6677077	0.55080956	0.81718946	0.71483254	0.79016197	0.5832287	0.6297636	0.67837244	0.824474	0.7872776	0.710254	0.68688405	0.6661303	0.72828734	0.8232119	0.9209299	0.7018087	0.7312932	0.92515624	0.754683	0.681833	0.72463596	0.44733495	0.40791678	0.6538452	0.7754044	0.7528308	0.7756158	0.8425247	0.5986686	0.93045896	0.606415	0.85296243	0.74902076	0.61742705	0.54578996	0.8458427	0.85994315	0.8314496	0.68280363	0.7378055	0.81413734	0.7410398	0.8998226	0.51233864	0.83298033	0.5052308	0.8651162	0.709478	0.47549886	0.89303446	0.81652236	0.716517	0.5805111	0.6941515	0.7781385	0.5675385	0.84303904	0.541664	0.7191497	0.72116005	0.62240016	0.9107028	0.70653564	0.7878369	0.776863	0.54144585	0.7784612	0.64878	0.7858785	0.77759194	0.8806159	0.67519593	0.7342291	0.76132333	0.7227026	0.7814005	0.65796363	0.7800659	0.5945679	0.7995738	0.8008684	0.86555326	0.8206333	0.6618967	0.8485559
altijd/adv	0.8487756	0.8407638	0.76171446	0.0	0.6346698	0.49741608	0.63890857	0.52273464	0.42316222	0.7497454	0.72628784	0.80685616	0.64065254	0.82519865	0.54984665	0.5679486	0.65919054	0.7628928	0.6981053	0.72645676	0.80685335	0.699534	0.80742174	0.70604753	0.62397385	0.7804533	0.7391299	0.7634078	0.7264794	0.62911296	0.598142	0.53924537	0.6928735	0.81491125	0.6870787	0.69957435	0.806762	0.78074944	0.5389495	0.78749	0.6781299	0.6508262	0.8229336	0.8380625	0.6728349	0.57687545	0.43675154	0.62570065	0.66234255	0.73238164	0.7916858	0.46340883	0.8721136	0.8527619	0.514951	0.54699254	0.5337578	0.64252573	0.7021912	0.5695162	0.869604	0.55650127	0.6923909	0.7380004	0.6672362	0.8436449	0.71188533	0.7462741	0.66780704	0.9175651	0.88905084	0.5651678	0.7136615	0.68501496	0.45219117	0.6528088	0.71314836	0.844167	0.7699158	0.6025599	0.6635015	0.7192316	0.6700475	0.69751143	0.7828008	0.48897135	0.78852016	0.6600789	0.6545363	0.7486646	0.72806346	0.7223382	0.74656177	0.9131186	0.5523137	0.7137197	0.65912914	0.79772073	0.6904081	0.62634003	0.7928763	0.8244918	0.8028238	0.7405125	0.5218444	0.7785895	0.8410169	0.66428924	0.73402846	0.6559341	0.58749753	0.80732363	0.7492632	0.8217713	0.6378583	0.6086368	0.68401015	0.75129384	0.5461664	0.7288971	0.83708686	0.58173174	0.6679052	0.5834623	0.8381348	0.604882	0.828859	0.79456806	0.804808	0.83344954	0.7768365	0.8259006	0.69777834	0.6704878	0.6848449	0.73600495	0.7610185	0.6759374	0.6495991	0.916523	0.7852733	0.8151852	0.81887037	0.8227404	0.6224165	0.7974384	0.8202895	0.7876286	0.7483145	0.6981747	0.557933	0.78596187	0.7809192	0.74886745	0.75215364	0.5276301	0.72580945	0.6766473	0.7562171	0.80358744	0.6126977	0.69543207	0.65133965	0.82023984	0.608955	0.65564716	0.66439867	0.8449944	0.7607591	0.73889387	0.78489923	0.6008876	0.74935246	0.6191028	0.6225588	0.77770925	0.79023767	0.760833	0.80711436	0.6499212	0.76922166	0.8418941	0.7124738	0.7881799	0.6946176	0.45893568	0.72413886	0.5850265	0.7398801	0.78620803	0.7047317	0.8170052	0.55018514	0.81751126	0.7663568	0.717404	0.76890147	0.648293	0.6704979	0.57559586	0.7563602	0.746241	0.835061	0.7099643	0.64880514	0.6056963	0.56665593	0.8396303	0.77820814	0.75672203	0.743755	0.8561524	0.9017699	0.71789384	0.52911615	0.61441195	0.6076217	0.8615318	0.7724455	0.8176417	0.6571869	0.7503799	0.6481979	0.7519798	0.78034127	0.8612852	0.7992751	0.8002252	0.7208185	0.8667604	0.6583773	0.6244832	0.8131226	0.7075151	0.63958347	0.59960544	0.6798159	0.7558202	0.9249704	0.57602096	0.64444745	0.48146844	0.5859058	0.5499186	0.73160195	0.8623837	0.6673748	0.44619423	0.7243725	0.81190264	0.64902776	0.6706376	0.8780541	0.6944336	0.81673557	0.67020154	0.6410377	0.8822864	0.71377397	0.7993194	0.7346765	0.6314316	0.7260834	0.69971466	0.80942655	0.59867084	0.69222355	0.7341821	0.65951824	0.8850448	0.5897368	0.7199333	0.50628865	0.6543901	0.6723983	0.6310306	0.7968993	0.7595397	0.7291372	0.8788032	0.85766226	0.661704	0.7925827	0.6883497	0.5952998	0.76751953	0.7333864	0.60388887	0.76022995	0.8204885	0.5813102	0.692277	0.65304685	0.65349483	0.7165271	0.6320531	0.7174147	0.78664374	0.6158242	0.8271819	0.7773115	0.80375314	0.78662163	0.6126892	0.7710788	0.63838863	0.5696951	0.7101592	0.7687673	0.84632826	0.89679945	0.73013115	0.6742635	0.78573275	0.66954213	0.84419096	0.7372043	0.84900254	0.76517475	0.62725604	0.58170784	0.6983999	0.68848896	0.71534926	0.7417287
hoe/adj	0.8243156	0.71662736	0.72201025	0.6346698	0.0	0.63799334	0.6478499	0.4511562	0.45043808	0.6956587	0.7214683	0.8247311	0.6543609	0.7895082	0.51511073	0.6779517	0.7243382	0.6668879	0.6135665	0.81554496	0.7431176	0.682853	0.7347679	0.70492053	0.70771843	0.7608645	0.6644063	0.81145656	0.75906855	0.54020894	0.52941626	0.5076598	0.6534085	0.77609456	0.65397465	0.69863224	0.7666894	0.66205233	0.6772739	0.71017456	0.61357677	0.64426136	0.8022982	0.8467968	0.6907674	0.61546266	0.3513335	0.56986916	0.5958401	0.66808397	0.75764245	0.506202	0.7382077	0.8106905	0.67550045	0.5435833	0.42210144	0.7217037	0.59825957	0.81464064	0.8077395	0.5027456	0.66538346	0.7518192	0.5743035	0.7830583	0.86087173	0.7089778	0.8439883	0.8926725	0.8222611	0.65179324	0.5518851	0.8200914	0.52773714	0.654744	0.5044981	0.76639163	0.62003297	0.5032652	0.8152659	0.60365796	0.6338083	0.8061043	0.6901617	0.5836527	0.663339	0.6453536	0.7357302	0.74698883	0.7125838	0.68350863	0.71725994	0.73476845	0.52589417	0.8492171	0.5229964	0.73523676	0.41805142	0.6704822	0.8397984	0.75084114	0.72885025	0.7676926	0.5065843	0.7647345	0.72022617	0.800126	0.7724091	0.70275676	0.65948224	0.78075254	0.6030396	0.8045961	0.65262645	0.7390714	0.5947989	0.7716322	0.6128633	0.7156917	0.8505027	0.6591704	0.5996424	0.4094736	0.8341465	0.69291544	0.81598675	0.76329213	0.8056059	0.7867719	0.7516957	0.8034091	0.7197678	0.684546	0.6161244	0.73973584	0.7988743	0.60609746	0.5719125	0.8836687	0.8241888	0.64559007	0.8142719	0.7278571	0.4732656	0.7928693	0.6790935	0.87322986	0.69424444	0.46596432	0.58409035	0.7577648	0.7444556	0.61696374	0.67342186	0.5232967	0.6619396	0.63695925	0.6331195	0.6763094	0.6176431	0.8497082	0.7294724	0.7328881	0.6962949	0.77509224	0.7325667	0.79838437	0.71080875	0.74487746	0.7797524	0.6524998	0.657099	0.5750979	0.4808696	0.68956375	0.7454661	0.73348564	0.7313645	0.6644673	0.7330327	0.8000169	0.79459167	0.69393575	0.38196284	0.5142077	0.6988331	0.63290846	0.7181464	0.80330855	0.5846752	0.841243	0.6970645	0.8354416	0.6685363	0.7162188	0.7589999	0.61665165	0.81566745	0.42725253	0.72909087	0.6968578	0.80756706	0.5469229	0.61504614	0.55967605	0.6148709	0.77996725	0.7730008	0.77933514	0.6762109	0.75576925	0.8561583	0.733126	0.66185	0.61424696	0.6425187	0.89647853	0.64853853	0.82054305	0.59008557	0.6488527	0.71872485	0.63391864	0.78026366	0.7752574	0.7189978	0.85463166	0.58485377	0.8817636	0.735227	0.6911948	0.7359514	0.8119947	0.6114492	0.5572873	0.70708156	0.5775546	0.8370438	0.56550294	0.66982734	0.6379733	0.4983397	0.5733639	0.65455496	0.8208541	0.7017731	0.5749288	0.68053734	0.7594664	0.6097994	0.6702435	0.8592231	0.81368744	0.8673525	0.6725777	0.66981614	0.89968693	0.7422457	0.6365909	0.77354014	0.61851907	0.59664154	0.59400654	0.8449924	0.7121072	0.63072944	0.7723117	0.67156947	0.9284346	0.5914945	0.6683457	0.6288396	0.5707326	0.6002898	0.7473761	0.81003875	0.67104214	0.66983414	0.7315909	0.8402168	0.71907324	0.81530166	0.5872941	0.74824953	0.6002763	0.8537089	0.70390034	0.616969	0.84566355	0.6088323	0.76967525	0.7372937	0.8014877	0.81008434	0.6221572	0.7655802	0.76796544	0.71164536	0.66748554	0.72730446	0.8542328	0.6467233	0.647387	0.6711059	0.57035154	0.643291	0.67713046	0.7970503	0.7874382	0.8946804	0.48575664	0.8089266	0.6873792	0.6703832	0.74972415	0.64170635	0.7947886	0.77674377	0.7748854	0.5768867	0.8110706	0.78198016	0.59289825	0.77113557
