	kort/adj	geïllustreerd/adj	computer/noun	briljant/adj	gaaf/adj	roem/noun	dandy/noun	buitengewoon/adj	pak_uit/verb	vind/verb	vers/noun	karikatuur/noun	breng_teweeg/verb	hermetisch/adj	uitermate/adv	zo/adv	moment/noun	luister/verb	ingenieus/adj	fair/adj	eindeloos/adj	nogal/adv	heel/adv	scène/noun	snel/adj	vertel/verb	draai/noun	melig/adj	geweldig/adj	bedoeld/adj	vervolgens/adv	spot/adj	haast/adv	lees/verb	licht/adj	zeer/adv	reputatie/noun	flits/adj	beschrijving/noun	aankondiging/noun	wissel_af/adj	villa/noun	titel/noun	zo/adj	contrasteer/adj	creatie/noun	arrogantie/noun	satire/noun	voor_publicatie/noun	gewiekst/adj	stoutmoedig/adj	wijze/noun	West_Vlaams/adj	literair/adj	verzameling/noun	Nieuw-Zeelander/noun	schrijfster/noun	megalomaan/adj	spannend/adj	ontroerend/adj	element/noun	bijrol/noun	sterk/adj	getekend/adj	relatie/noun	onbedaarlijk/adj	onrustig/adj	tegelijk/adj	mossel/noun	overvloede/adv	beetje/noun	breng/verb	woordspeling/noun	af/adv	ziekelijk/adj	reeks/noun	bom/noun	duivel_DIM/noun	oneliner/noun	gelukkig/adj	ontnuchter/adj	time/verb	vaak/adj	kleurrijk/adj	voorzie/verb	lang/adv	maak/verb	Marokkaans/adj	erudiet/adj	bundel/noun	illustratie/noun	hoogstaand/adj	slipper/noun	blijk/verb	slim/adj	onderschrift/noun	onderhoud/adj	vinnig/adj	lied_DIM/noun	creatief/adj	thema/noun	zeil/verb	lied/noun	and/noun	waanzin/noun	stuk/noun	spontaan/adj	essay/noun	gemeen/adj	seizoen/noun	tentoonstelling/noun	fris/noun	droog/adj	tegendeel/noun	script/noun	altijd/adv	hoe/adj	oneerbiedig/adj	wending/noun	koe/noun	zwijg/adj	geloofwaardig/adj	kinderlijk/adj	cynisme/noun	serieus/adj	nauwelijks/adv	flets/adj	te/adv	gulzig/adj	spionne/noun	broederschap/noun	ongelooflijk/adj	voorspelbaar/adj	voordracht/noun	kijk_heen/verb	zin/noun	goed/adj	muzikant/noun	gedicht/noun	virtuoos/adj	intelligent/adj	en/adv	desinteresse/noun	klink/verb	gemoedelijk/adj	choreografie/noun	neus_hoorn/noun	detail/noun	bovendien/adv	om_kade_ring/noun	ontleed/verb	stapel/noun	tenger/adj	obsessie/noun	schets/verb	gezang/noun	onnodig/adj	lijk/verb	houd_over/verb	verteder/adj	verfrissend/adj	waanzinnig/adj	romancier/noun	tragikomische/adj	technisch/adj	aria/noun	vervolg/noun	bedoel/verb	fel/adj	speels/adj	bijzonder/adj	eenvoudig/adj	vol/adj	patroon/noun	mik/verb	zelfs/adv	adembenemend/adj	verslag/noun	heel/adj	eens/adv	uitval/noun	film_DIM/noun	bevat/verb	ludiek/adj	overrompel/adj	sketch/noun	origineel/adj	ontwapen/adj	grof/adj	werk_DIM/noun	ergerlijk/adj	gek/adj	coma/noun	commentaar/noun	terloops/adj	thematiek/noun	toe/adv	zachtaardig/adj	beperking/noun	bijna/adv	echt/adj	toch/adv	film/noun	lady/noun	gevoelig/adj	Zwitser/noun	mengeling/noun	bizar/adj	of/adj	cosmopolitisch/adj	streef_na/verb	tafel/noun	boek/noun	pretentieus/adj	hoofdpersoon/noun	spits/adj	podium/noun	gezicht/noun	tempo/noun	groep_DIM/noun	uitgedost/adj	trouwens/adv	absoluut/adj	fraai/adj	emmer/noun	stereotiep/adj	naïef/adj	beeld/noun	milieu/noun	effect/noun	waan/noun	messcherp/adj	rem/adj	lever_op/verb	presentator/noun	onvoorspelbaar/adj	charmant/adj	vorm/verb	soms/adv	ben/verb	behoorlijk/adj	aanstekelijk/adj	lach/verb	lek/adj	serie/noun	zet_neer/verb	plant/noun	raak/adj	energiek/adj	musical/noun	rancuneus/adj	heimwee/noun	manier/noun	gewoon/adj	opmerking/noun	overtuigend/adj	plaat/noun	wend_voor/verb	vooral/adv	vriendelijk/adj	gestuurd/adj	natuurlijk/adj	prachtig/adj	alert/adj	improviseer/adj	actie_film/noun	trailer/noun	onwaarschijnlijk/adj	feest/noun	wijn_fles/noun	danser/noun	voorstelling/noun	grappig/adj	debuut/noun	uitzinnig/adj	juist/adj	paar/noun	zoet/adj	opera/noun	heerlijk/adj	onzinnig/adj	onbegrijpelijk/adj	vervang/verb	weduwnaar/noun	man/noun	origineel/noun	ongekend/adj	geschreven/adj	weerzinwekkend/adj	wreed/adj	toespraak/noun	rol/noun	ramp/adv	wrang/adj	vertoon/verb	toneelstuk/noun	beminnelijk/adj	gast/noun	vrij/adj	vrijmoedig/adj	doe/verb	uitgesponnen/adj	komedie/noun	goochel/verb	verhaal/noun	oorspronkelijk/adj	even/adj	logica/noun	scherpzinnig/adj	ad/adj	rijm/verb	wat/adv	onderdeel/noun	neig/verb	absurd/adj	zeer/adj	zoek_tocht/noun	tent/noun	acteur/noun	kwartet/noun	schrijf/verb	hedonistisch/adj	inhoudelijk/adj	grap_DIM/noun	humor/noun	typering/noun	dirigent/noun	aflevering/noun	veelzijdig/adj	gesprekspartner/noun	variant/noun	neurose/noun	dialoog/noun	observatie/noun	hoorn/noun	vondst/noun	slapstick/noun	gemak/noun	verontrustend/adj	welbespraakt/adj	scherp/adj	veel/adj	super/adj	bedoeling/noun	vele/adj	verrukkelijk/adj	personage/noun	beklemmend/adj	feestelijk/adj	inconsequent/adj	dol/adj	variatie/noun	rest/noun	'98/noun	dramatisch/adj	alleszins/adv	geluid_effect/noun	bitter/adj	onnavolgbaar/adj	onschadelijk/adj	vindingrijk/adj	anekdote/noun	provocerend/adj	hedendaags/adj	opmerkelijk/adj	erg/adj	herhaaldelijk/adv	helder/adj	doorgewinterd/adj	even/adv	opvallend/adj	antwoord/noun	mild/adj	pianist/noun	passage/noun	Newyorks/adj	leuk/adj	componist/noun	ga_vooraf/verb	aardig/adj	genoeg/adv	verbeeld/verb	sprekend/adj	maar/adv	gevat/adj	elegant/adj	gesprek/noun	een/adj	teken_uit/verb	vooruitzicht/noun	eigenlijk/adj	mix/noun	bijvoorbeeld/adv	eenzaam/adj	ironisch/adj	spel/noun	thriller/noun	poëzie/noun	nota/adv	stel/noun	laconiek/adj	associatief/adj	onweerstaanbaar/adj	cd/noun	kunst/noun	reactie/noun	immer/adv	bene/adv	doos/noun	fris/adj	performance/noun	Engelstalig/adj	stijl/noun	uit_vergroting/noun	maak_mee/verb	mooi/adj	speel/verb	bijdrage/noun	geil/adj	dynamisch/adj	voltooi/verb	portret/noun	schrijnend/adj	verdienste/noun	acteer/verb	wel/adv	min/adj	werk_uit/verb	modern/adj	bloes_DIM/noun	kritisch/adj	schrijf_op/verb	net/adv	zelden/adj	regisseur/noun	weer/adv	poging/noun	onverwacht/adj	hilarisch/adj	voedsel/noun	roman/noun	spaar/verb	mijne/noun	rock/noun	ijzersterk/adj	column/noun	melancholie/noun	toegankelijk/adj	zwart_wit/adj	lekker/adj	onomstotelijk/adj	ook/adv
kort/adj	0.0	0.6701966	0.86944795	0.6477414	0.70935607	0.8780113	0.9206292	0.7960385	0.7534468	0.87146056	0.65477645	0.7947654	0.8285344	0.6884468	0.79658675	0.8604792	0.80627346	0.7635498	0.72415024	0.9318568	0.71627045	0.74602824	0.82890093	0.5908927	0.7442555	0.72511053	0.8126498	0.77590215	0.7497771	0.6914754	0.78864133	0.7588066	0.7728194	0.59651375	0.7428522	0.7388145	0.8490721	0.68841165	0.6330775	0.78747857	0.73535097	0.95008606	0.73638463	0.85457057	0.8276323	0.82670456	0.8632158	0.747975	0.7569761	0.8074473	0.8806291	0.81739557	0.90319395	0.6913316	0.5776217	0.8705572	0.71556336	0.8692658	0.70197624	0.59348255	0.74462044	0.82291496	0.7663541	0.69882274	0.81863093	0.875901	0.83636194	0.76299953	0.8755289	0.8333785	0.9015629	0.71032536	0.76177	0.76675075	0.8261148	0.61386305	0.920543	0.95403177	0.70404905	0.8134349	0.7329496	0.82914394	0.7082182	0.6698562	0.8505294	0.91733706	0.7228588	0.85506237	0.7625601	0.6492607	0.7064308	0.7933883	0.86877894	0.7574895	0.82827073	0.8538071	0.7514875	0.7198173	0.64681244	0.8186861	0.7076818	0.921301	0.70767486	0.8602936	0.8256273	0.73092234	0.8086735	0.6266055	0.84642124	0.8945787	0.80595285	0.90565985	0.7359276	0.9057811	0.7454479	0.85131216	0.8196664	0.77624035	0.7678762	0.9380063	0.8194634	0.76386034	0.8150873	0.88928837	0.79085946	0.8006091	0.7489957	0.8291819	0.90548944	0.8726824	0.9510044	0.8176929	0.70244545	0.73312575	0.86864763	0.7255275	0.7775755	0.8285122	0.59627926	0.71087575	0.7874425	0.74025106	0.9173763	0.78179705	0.8052068	0.7427567	0.92183685	0.76624066	0.81868243	0.8552003	0.7757797	0.7451748	0.79413515	0.87279797	0.6854613	0.820755	0.8589149	0.7772939	0.8519334	0.7543155	0.7985922	0.7303922	0.8290156	0.639481	0.80729413	0.7894706	0.7310901	0.82812095	0.73309875	0.76621807	0.768384	0.6449774	0.8230413	0.7977394	0.85088027	0.803655	0.68362236	0.70993936	0.71360636	0.87184846	0.85222375	0.6655334	0.48682123	0.7045336	0.7603817	0.6331152	0.65529037	0.75075716	0.77214444	0.8732439	0.82374954	0.83623475	0.88382536	0.7251585	0.7008467	0.73319787	0.7688291	0.8426933	0.88307846	0.8391775	0.88683504	0.86337334	0.69793594	0.78827417	0.7585032	0.915717	0.7583568	0.6793087	0.8883734	0.8739228	0.85250574	0.92162997	0.6608261	0.8033037	0.7103306	0.7163348	0.7644547	0.852612	0.6988911	0.9079069	0.9264474	0.83063257	0.89668185	0.58819884	0.9813234	0.7850464	0.82691896	0.6920518	0.84831613	0.8029901	0.89643633	0.70377594	0.8569915	0.673016	0.8185705	0.816302	0.7663969	0.80130637	0.68720746	0.8289473	0.83834684	0.6683268	0.84738666	0.79210734	0.6423113	0.77231884	0.83420825	0.62999105	0.77250123	0.7701625	0.8467117	0.8787771	0.88167214	0.86105764	0.8190826	0.67905396	0.80696565	0.87659764	0.78051436	0.8645198	0.9082475	0.87311625	0.5504955	0.85797155	0.8463798	0.8081386	0.80091345	0.761654	0.83314574	0.9677603	0.80937517	0.6894169	0.60682535	0.78384364	0.814659	0.8038293	0.60732603	0.8412615	0.7727195	0.7932402	0.8025273	0.7887064	0.81272566	0.88949335	0.8396888	0.8049134	0.8417233	0.5833844	0.73419213	0.7591866	0.6853921	0.7821575	0.98791087	0.7480011	0.7566897	0.62451005	0.86685747	0.807742	0.823338	0.77030873	0.84892577	0.58642256	0.76875156	0.7965296	0.621486	0.7131562	0.84096974	0.8792876	0.7387117	0.8639115	0.8547356	0.8233744	0.84701085	0.8063874	0.6885985	0.8679016	0.82036996	0.9132713	0.7234587	0.844429	0.61274666	0.8641595	0.7337915	0.80265105	0.7026944	0.71101016	0.8960203	0.6478056	0.7841957	0.8880993	0.8691807	0.9527103	0.59853613	0.66639495	0.85702205	0.6852035	0.80962324	0.8309864	0.7590779	0.83469725	0.69120646	0.8066616	0.84786	0.8064172	0.66529846	0.7773385	0.64299023	0.67144763	0.81636614	0.8689365	0.7840155	0.751361	0.8723546	0.9609555	0.66573805	0.8361958	0.890367	0.8420399	0.7383497	0.9438272	0.73815536	0.6544558	0.689444	0.6916411	0.6712818	0.84932244	0.7535794	0.64192295	0.9147877	0.7901176	0.7178952	0.8407327	0.76055413	0.8814572	0.649888	0.83601165	0.6696456	0.8264567	0.57595956	0.63296247	0.88872874	0.74229246	0.77525264	0.8269428	0.7444471	0.68745977	0.7802028	0.8646437	0.79604316	0.8756554	0.8105056	0.7831509	0.64659333	0.78647053	0.69405454	0.81500554	0.8145362	0.68907696	0.89233565	0.8590508	0.69612986	0.70356846	0.74399114	0.819762	0.8431318	0.8023113	0.8736591	0.87834126	0.85129315	0.76604164	0.7658599	0.6989524	0.7168063	0.9024876	0.8816931	0.56255096	0.823308	0.80031556	0.7790837	0.71743727	0.7469425	0.719969	0.69123995	0.85219705	0.73549867	0.87236845	0.8389341	0.7546487	0.74939203	0.73448884	0.6862823	0.7879998	0.8514366	0.6871514	0.7370676	0.88945943	0.8434931	0.74950385	0.5706011	0.89746135	0.6547263	0.9139072	0.8706891	0.9051844	0.7374259	0.6255396	0.84380794	0.73711216	0.7663759	0.8539463	0.8863842	0.84959084
geïllustreerd/adj	0.6701966	0.0	0.8398673	0.72462666	0.7661121	0.87830627	0.8661993	0.65248704	0.69391537	0.79769725	0.59957695	0.76391023	0.87601036	0.6818848	0.77829653	0.7840755	0.84618646	0.8146049	0.6254006	0.9191257	0.73441017	0.79085183	0.76455414	0.6789209	0.91683686	0.7252624	0.7241868	0.8110044	0.7999344	0.71791196	0.8143301	0.7486695	0.6868816	0.63295865	0.8352096	0.6927214	0.82533544	0.74485224	0.5966007	0.8253945	0.7019528	0.7091991	0.6440326	0.83033764	0.70037174	0.6137457	0.8904977	0.7682621	0.7280921	0.84290636	0.85799146	0.71079624	0.8664305	0.5849493	0.5207205	0.91540474	0.6718397	0.88534194	0.62034637	0.5658604	0.73225653	0.7414095	0.8830979	0.5732436	0.83727944	0.8903846	0.9250473	0.72203344	0.87966466	0.8281286	0.9021897	0.8218422	0.66667324	0.8395269	0.89779544	0.6243757	0.87446785	0.9187492	0.7184351	0.89860463	0.7394274	0.80795443	0.7136047	0.566951	0.82146436	0.8920352	0.684716	0.92337173	0.6783922	0.5154412	0.405949	0.73308206	0.88313633	0.76121247	0.8154271	0.7742157	0.6816728	0.79466987	0.6579991	0.75950205	0.6437248	0.89191425	0.67417324	0.92021036	0.8027785	0.6141931	0.8449443	0.59748447	0.8017244	0.9054351	0.49752367	0.8750333	0.85326874	0.9005947	0.6902455	0.81553143	0.73808396	0.8378179	0.73415637	0.7977566	0.8226987	0.7728523	0.8159953	0.81698763	0.83160055	0.84344923	0.82445335	0.89164674	0.88835496	0.8205879	0.84450006	0.75642425	0.7602843	0.70006025	0.8747342	0.7525019	0.84832406	0.83840615	0.5354948	0.67184263	0.7115835	0.8601024	0.8487426	0.7732291	0.7736875	0.6576039	0.8858637	0.6606594	0.8244141	0.77386767	0.7263147	0.7167467	0.8867339	0.8062265	0.5815423	0.7654172	0.8730902	0.80908877	0.81407076	0.71536964	0.76945984	0.7368413	0.7899442	0.7136289	0.79850996	0.7915727	0.6872033	0.82027346	0.85518456	0.7109781	0.63302636	0.7071237	0.8351737	0.6498666	0.92361975	0.85225105	0.62754357	0.6199175	0.7176873	0.8696189	0.9035692	0.6489762	0.4703287	0.71518797	0.71118546	0.7596464	0.61616254	0.7290347	0.79811275	0.5962536	0.8800409	0.9000218	0.9703173	0.76108855	0.6948776	0.70273113	0.82767415	0.8900774	0.94365865	0.8555111	0.8413195	0.8233893	0.6402891	0.9316594	0.8173819	0.8933352	0.6644856	0.70438963	0.8898149	0.8190918	0.8835833	0.8423875	0.48604357	0.7951472	0.7526446	0.80144477	0.89837515	0.74888843	0.8315661	0.8860636	0.747401	0.7548728	0.93664944	0.58750796	0.90250254	0.80379796	0.7986804	0.5899231	0.8589059	0.81457734	0.88165927	0.83010924	0.88645184	0.60892683	0.8369602	0.8198459	0.6804617	0.6718797	0.7185347	0.76133215	0.8381809	0.6665038	0.88759077	0.7939234	0.5625678	0.6879683	0.66966736	0.7656654	0.7825185	0.7925186	0.9454143	0.84364146	0.733001	0.8669995	0.8400871	0.7226943	0.6905949	0.950922	0.7270201	0.7863482	0.9014112	0.7813066	0.51288515	0.8627324	0.9056568	0.7695302	0.87056696	0.7616707	0.8442416	0.9209376	0.7935277	0.6507396	0.61264294	0.69142306	0.86235684	0.87331456	0.7600117	0.8595767	0.7646085	0.7869829	0.79053414	0.8201674	0.89225435	0.9008263	0.9269923	0.67790765	0.7561724	0.5612291	0.7865982	0.76708376	0.6773086	0.87121695	0.98072594	0.7506633	0.7526995	0.7196483	0.84927064	0.80784714	0.80315995	0.710455	0.87422293	0.68292224	0.723768	0.8345541	0.5501267	0.60668874	0.7937416	0.8193348	0.7481975	0.8841034	0.8168584	0.8564785	0.7901533	0.83565235	0.7471547	0.8196543	0.80148053	0.87324464	0.8123841	0.846764	0.67495036	0.8630746	0.7293184	0.79123807	0.70115566	0.74630326	0.8728893	0.6974257	0.6874938	0.79066545	0.7168154	0.94995415	0.67768484	0.68913996	0.78894186	0.6607338	0.7464285	0.9140055	0.70116	0.8240366	0.754114	0.85661507	0.8726944	0.8248504	0.62870044	0.7666409	0.6797614	0.6707011	0.75683784	0.92370677	0.83988726	0.6698076	0.881324	0.9344528	0.74812067	0.7253475	0.7881907	0.8381654	0.70147604	0.92953557	0.71963775	0.5595641	0.7244801	0.6990646	0.76368403	0.7603687	0.82525903	0.5892445	0.87561655	0.7106512	0.73088413	0.85635006	0.8391415	0.8513545	0.62125146	0.82677174	0.71249664	0.8191832	0.61563724	0.7141963	0.80709237	0.6978651	0.71241945	0.87214077	0.7448795	0.6808968	0.84308034	0.8843749	0.7189281	0.86161727	0.8234273	0.67388785	0.7096773	0.85992974	0.70473063	0.7691591	0.67019725	0.5951927	0.8698294	0.81502146	0.77787423	0.6719391	0.7150476	0.64716744	0.6928705	0.9065845	0.7885656	0.8748516	0.7215879	0.7837484	0.71638525	0.62262034	0.64353216	0.88822436	0.8818301	0.5406507	0.8872395	0.5388981	0.7708559	0.72348	0.758853	0.5951485	0.7517529	0.83457136	0.85318357	0.86232126	0.7915229	0.7315222	0.710989	0.88557035	0.78042114	0.8173457	0.906925	0.7289936	0.79202616	0.8985268	0.83979195	0.85663605	0.6490417	0.85657233	0.5927266	0.9013084	0.8317976	0.8369744	0.84816116	0.5855001	0.71543527	0.5598321	0.737227	0.8326295	0.8969605	0.820848
computer/noun	0.86944795	0.8398673	0.0	0.8430827	0.8512133	0.94695956	0.9294377	0.8029048	0.824188	0.92848337	0.8605646	0.8263694	0.9284605	0.85443866	0.87283826	0.82665384	0.931977	0.8561251	0.7273925	0.91451305	0.83001864	0.8216569	0.81189364	0.8275812	0.7985352	0.94056976	0.8142574	0.88555646	0.8682321	0.903934	0.69734204	0.8605551	0.80119336	0.8439283	0.8919802	0.8054763	0.9092045	0.8206363	0.85302603	0.86842835	0.802634	0.9199056	0.8735764	0.8854312	0.785209	0.8244691	0.96477634	0.8384634	0.9681844	0.85488534	0.9179169	0.82474196	0.88296926	0.88885295	0.80319005	0.9498156	0.9352587	0.90889317	0.87647814	0.8596441	0.87367004	0.92079735	0.86448014	0.7937108	0.90963084	0.9548684	0.8728821	0.8246667	0.87218463	0.93791616	0.85832024	0.93325675	0.87115264	0.8862746	0.89072347	0.83942866	0.7889762	0.9307276	0.86021644	0.9105636	0.85546124	0.9041648	0.8426039	0.80067664	0.8762344	0.90787303	0.82633954	0.87266195	0.869068	0.8217281	0.8221241	0.8365555	0.8834661	0.8490374	0.7288588	0.8536264	0.8928693	0.90008223	0.80424726	0.78012556	0.8192348	0.95077646	0.8868191	0.9298296	0.9031797	0.8075192	0.796738	0.87392104	0.86700577	0.93713474	0.7413157	0.87975097	0.91330796	0.9446947	0.8134623	0.8597416	0.81184524	0.8983424	0.8874095	0.86317647	0.8530804	0.88140815	0.8407379	0.95900804	0.94169927	0.7868845	0.81625575	0.8474827	0.92816657	0.7521817	0.95810944	0.80556476	0.86624664	0.9274905	0.84904206	0.8897083	0.89181054	0.8396654	0.8412052	0.75498676	0.7708143	0.88397145	0.9626363	0.8787676	0.9229711	0.8110967	0.9421731	0.7404866	0.81535137	0.8779392	0.8614892	0.7473891	0.9103403	0.93870354	0.89449954	0.91233397	0.9009126	0.78545046	0.85684556	0.83729255	0.8300611	0.8293463	0.906337	0.89159876	0.7820894	0.914833	0.9328294	0.9190247	0.8444885	0.8225405	0.8375834	0.7554733	0.8745239	0.7130475	0.8593013	0.8917926	0.84180623	0.8314529	0.7520703	0.8769172	0.85005504	0.7374136	0.8139516	0.86726946	0.908287	0.84005463	0.76537544	0.88308877	0.7800246	0.8655378	0.91860294	0.9184705	0.90731883	0.8630874	0.8990937	0.891956	0.9110546	0.8822432	0.8761443	0.9152253	0.88292545	0.92427063	0.8544521	0.9618911	0.8763473	0.74682987	0.9211493	0.84992355	0.8062407	0.878723	0.9225818	0.82861304	0.82456297	0.9172859	0.84947884	0.8103379	0.8952935	0.8203316	0.85242254	0.89927495	0.8868029	0.8845699	0.9368786	0.753505	0.9130305	0.86044407	0.81075424	0.79220355	0.928823	0.91052574	0.9513846	0.8486983	0.9001018	0.867647	0.8612937	0.9004896	0.85617554	0.8432474	0.8509439	0.8400041	0.8568882	0.8837069	0.95133233	0.8540434	0.82158023	0.8036053	0.8626682	0.87326604	0.80127245	0.8961645	0.84551585	0.9122617	0.8308201	0.8227731	0.8549182	0.86447847	0.7824198	0.95361274	0.8703987	0.82467973	0.78747183	0.8924724	0.7961413	0.7945335	0.90468556	0.8677844	0.8990021	0.85740817	0.9275831	0.8620348	0.87364	0.8561337	0.78439474	0.892036	0.92481977	0.89378375	0.814759	0.87949723	0.9248344	0.8419398	0.9352749	0.9291449	0.7688989	0.86679167	0.85893166	0.80902773	0.9123584	0.82497644	0.84844756	0.86096776	0.9286908	0.8935964	0.9461205	0.8974108	0.80985653	0.902323	0.8712427	0.82178473	0.83925045	0.8647201	0.9077942	0.9106517	0.8885562	0.79273415	0.84915847	0.8573819	0.82829297	0.9344188	0.86822844	0.8764418	0.9237568	0.80949455	0.74297297	0.9339708	0.87752837	0.9183283	0.8266005	0.8917452	0.82950824	0.9051435	0.92017704	0.8640564	0.8995023	0.83215904	0.8389973	0.8613131	0.84922117	0.89284337	0.8299159	0.8974978	0.8153638	0.90535355	0.8081155	0.87066877	0.90575826	0.81707966	0.90917253	0.73201734	0.92236215	0.81514275	0.75183046	0.8492677	0.8375079	0.8917496	0.8870999	0.84592146	0.78028363	0.87924004	0.86728024	0.9518421	0.9152689	0.7861619	0.893023	0.9282918	0.907982	0.90832305	0.85240144	0.9452434	0.8259094	0.9176645	0.83028734	0.86136204	0.8921555	0.80044055	0.88669556	0.83870065	0.9715959	0.79500896	0.8424585	0.86509794	0.7893833	0.79972494	0.9389042	0.8767812	0.88731754	0.94470096	0.8292951	0.8777232	0.92530113	0.8243539	0.8086077	0.8229926	0.77089965	0.855966	0.86760837	0.79980963	0.9196787	0.79830796	0.8943983	0.88944256	0.8948114	0.8626275	0.79951835	0.91345465	0.8423511	0.80577445	0.8784204	0.8403091	0.92003953	0.82773054	0.9128192	0.8412158	0.84241414	0.80436397	0.7973145	0.8872843	0.849458	0.9309265	0.6571856	0.8185748	0.8322988	0.882985	0.82081574	0.92218727	0.8965555	0.7993815	0.88859	0.9306988	0.8701444	0.80596614	0.895391	0.817085	0.89418775	0.9573729	0.88234866	0.9142781	0.7902523	0.810867	0.7676505	0.9299067	0.80978876	0.867756	0.93963224	0.875879	0.84251696	0.84407026	0.8800224	0.87596965	0.8484171	0.84835756	0.8550569	0.92689085	0.8599702	0.84383243	0.87371576	0.9168558	0.91089666	0.82844585	0.83763087	0.84449506	0.79168403	0.8359031
