	kort/adj	geïllustreerd/adj	computer/noun	briljant/adj	gaaf/adj	roem/noun	dandy/noun	buitengewoon/adj	pak_uit/verb	haar/det	Claus/name	een/det	Self/name	vind/verb	zoals/comp	vers/noun	karikatuur/noun	breng_teweeg/verb	hermetisch/adj	uitermate/adv	zo/adv	Batavia/name	moment/noun	Gore/name	luister/verb	ingenieus/adj	Harry/name	fair/adj	eindeloos/adj	nogal/adv	Merwijk/name	heel/adv	scène/noun	snel/adj	vertel/verb	draai/noun	melig/adj	geweldig/adj	bedoeld/adj	vervolgens/adv	spot/adj	haast/adv	zonder/prep	lees/verb	licht/adj	zeer/adv	reputatie/noun	flits/adj	beschrijving/noun	aankondiging/noun	wissel_af/adj	Amanda/name	villa/noun	boorde_vol/prep	titel/noun	hoewel/comp	maar/comp	zo/adj	Rawie/name	contrasteer/adj	Andriessen/name	creatie/noun	Shannon/name	arrogantie/noun	satire/noun	voor_publicatie/noun	gewiekst/adj	stoutmoedig/adj	wijze/noun	West_Vlaams/adj	literair/adj	dan/comparative	verzameling/noun	Nieuw-Zeelander/noun	schrijfster/noun	megalomaan/adj	spannend/adj	ontroerend/adj	element/noun	bijrol/noun	sterk/adj	getekend/adj	relatie/noun	onbedaarlijk/adj	onrustig/adj	hierin/pp	tegelijk/adj	mossel/noun	overvloede/adv	beetje/noun	8/num	breng/verb	woordspeling/noun	af/adv	Small/name	ziekelijk/adj	reeks/noun	bom/noun	duivel_DIM/noun	oneliner/noun	gelukkig/adj	ontnuchter/adj	time/verb	Pedro/name	vaak/adj	war/name	kleurrijk/adj	voorzie/verb	lang/adv	Me/name	maak/verb	Marokkaans/adj	erudiet/adj	bundel/noun	illustratie/noun	hoogstaand/adj	Donner/name	maar/vg	slipper/noun	blijk/verb	waarmee/pp	slim/adj	onderschrift/noun	onderhoud/adj	Graham/name	of/vg	Fred/name	vinnig/adj	lied_DIM/noun	creatief/adj	thema/noun	zeil/verb	lied/noun	and/noun	waanzin/noun	stuk/noun	More/name	spontaan/adj	essay/noun	Kwaremont/name	gemeen/adj	Bob/name	seizoen/noun	tentoonstelling/noun	fris/noun	droog/adj	tegendeel/noun	script/noun	altijd/adv	hoe/adj	New/name	oneerbiedig/adj	wending/noun	Journalist/name	Walle/name	koe/noun	zwijg/adj	geloofwaardig/adj	kinderlijk/adj	cynisme/noun	serieus/adj	De/det	kaart/fixed	nauwelijks/adv	Minoes/name	flets/adj	te/adv	gulzig/adj	Life/name	spionne/noun	broederschap/noun	ongelooflijk/adj	voorspelbaar/adj	Hit/name	voordracht/noun	kijk_heen/verb	zin/noun	goed/adj	Food/name	muzikant/noun	gedicht/noun	virtuoos/adj	intelligent/adj	en/adv	It/name	desinteresse/noun	klink/verb	gemoedelijk/adj	choreografie/noun	neus_hoorn/noun	detail/noun	bovendien/adv	om_kade_ring/noun	Polleke/name	ontleed/verb	stapel/noun	en/vg	tenger/adj	obsessie/noun	neer/part	Amerika/name	schets/verb	als/comparative	gezang/noun	onnodig/adj	lijk/verb	vooraf/part	houd_over/verb	verteder/adj	verfrissend/adj	waanzinnig/adj	romancier/noun	tragikomische/adj	technisch/adj	aria/noun	Noorden/name	vervolg/noun	bedoel/verb	fel/adj	speels/adj	bijzonder/adj	eenvoudig/adj	vol/adj	patroon/noun	mik/verb	ze/pron	zelfs/adv	adembenemend/adj	verslag/noun	Rowan/name	heel/adj	eens/adv	uitval/noun	film_DIM/noun	zijn/det	bevat/verb	ludiek/adj	overrompel/adj	sketch/noun	als/prep	over/prep	origineel/adj	Mulisch/name	ontwapen/adj	grof/adj	werk_DIM/noun	ergerlijk/adj	gek/adj	coma/noun	commentaar/noun	terloops/adj	thematiek/noun	toe/adv	zachtaardig/adj	beperking/noun	bijna/adv	echt/adj	toch/adv	film/noun	lady/noun	gevoelig/adj	Coppola/name	Zwitser/noun	mengeling/noun	bizar/adj	of/adj	cosmopolitisch/adj	dat/pron	streef_na/verb	tafel/noun	boek/noun	pretentieus/adj	hoofdpersoon/noun	Roland/name	die/pron	ook/vg	spits/adj	podium/noun	gezicht/noun	tempo/noun	groep_DIM/noun	uitgedost/adj	trouwens/adv	absoluut/adj	fraai/adj	emmer/noun	stereotiep/adj	naïef/adj	beeld/noun	milieu/noun	effect/noun	waan/noun	messcherp/adj	rem/adj	lever_op/verb	presentator/noun	onvoorspelbaar/adj	charmant/adj	vorm/verb	soms/adv	ben/verb	behoorlijk/adj	aanstekelijk/adj	lach/verb	lek/adj	serie/noun	zet_neer/verb	tegenover/prep	plant/noun	raak/adj	energiek/adj	musical/noun	rancuneus/adj	heimwee/noun	manier/noun	want/vg	gewoon/adj	opmerking/noun	overtuigend/adj	plaat/noun	wend_voor/verb	vooral/adv	waarbij/pp	vriendelijk/adj	op/part	gestuurd/adj	natuurlijk/adj	prachtig/adj	alert/adj	als/vg	improviseer/adj	actie_film/noun	trailer/noun	Almodovar/name	Jeroen/name	onwaarschijnlijk/adj	feest/noun	wijn_fles/noun	danser/noun	duidelijk/fixed	voorstelling/noun	grappig/adj	Talk/name	als/comp	debuut/noun	uitzinnig/adj	juist/adj	paar/noun	zoet/adj	opera/noun	heerlijk/adj	teweeg/part	Straat/name	onzinnig/adj	onbegrijpelijk/adj	vervang/verb	weduwnaar/noun	man/noun	origineel/noun	The/name	3000/num	ongekend/adj	geschreven/adj	weerzinwekkend/adj	wreed/adj	toespraak/noun	World/name	rol/noun	ramp/adv	wrang/adj	vertoon/verb	toneelstuk/noun	beminnelijk/adj	gast/noun	Hoorn/name	vrij/adj	vrijmoedig/adj	doe/verb	uitgesponnen/adj	komedie/noun	goochel/verb	Engeland/name	verhaal/noun	oorspronkelijk/adj	even/adj	Hot/name	logica/noun	scherpzinnig/adj	ad/adj	rijm/verb	wat/adv	onderdeel/noun	neig/verb	Richard/name	absurd/adj	zeer/adj	zoek_tocht/noun	tent/noun	acteur/noun	kwartet/noun	hedonistisch/adj	schrijf/verb	inhoudelijk/adj	grap_DIM/noun	humor/noun	typering/noun	zowel/vg	dirigent/noun	aflevering/noun	veelzijdig/adj	Dan/name	gesprekspartner/noun	variant/noun	neurose/noun	dialoog/noun	observatie/noun	!/name	hoorn/noun	vondst/noun	slapstick/noun	Peet/name	gemak/noun	menig/det	verontrustend/adj	welbespraakt/adj	scherp/adj	veel/adj	super/adj	bedoeling/noun	enkel/det	vele/adj	dat/det	verrukkelijk/adj	personage/noun	beklemmend/adj	feestelijk/adj	inconsequent/adj	hij/pron	dol/adj	variatie/noun	Frans/name	rest/noun	met/prep	'98/noun	dramatisch/adj	Ford/name	alleszins/adv	deze/det	daarbij/pp	geluid_effect/noun	bitter/adj	onnavolgbaar/adj	onschadelijk/adj	vindingrijk/adj	anekdote/noun	provocerend/adj	hedendaags/adj	opmerkelijk/adj	Wax/name	erg/adj	herhaaldelijk/adv	helder/adj	doorgewinterd/adj	even/adv	opvallend/adj	antwoord/noun	vol/prep	mild/adj	passage/noun	pianist/noun	Newyorks/adj	leuk/adj	componist/noun	Miller/name	ga_vooraf/verb	aardig/adj	genoeg/adv	verbeeld/verb	waarin/pp	zo'n/det	sprekend/adj	maar/adv	gevat/adj	waarop/pp	elegant/adj	gesprek/noun	een/adj	teken_uit/verb	the/UNKNOWN	vooruitzicht/noun	eigenlijk/adj	mix/noun	bijvoorbeeld/adv	eenzaam/adj	ironisch/adj	al/comp	spel/noun	Francis/name	thriller/noun	poëzie/noun	nota/adv	Stefan/name	toch/tag	stel/noun	laconiek/adj	associatief/adj	Ralph/name	cd/noun	Portrait/name	onweerstaanbaar/adj	Ruby/name	kunst/noun	Xander/name	reactie/noun	Peper/name	immer/adv	bene/adv	doos/noun	fris/adj	performance/noun	Engelstalig/adj	stijl/noun	uit_vergroting/noun	maak_mee/verb	mooi/adj	speel/verb	bijdrage/noun	geil/adj	dynamisch/adj	Arjen/name	voltooi/verb	portret/noun	noch/vg	schrijnend/adj	verdienste/noun	acteer/verb	wel/adv	min/adj	werk_uit/verb	haar/pron	Mini/name	modern/adj	bloes_DIM/noun	kritisch/adj	schrijf_op/verb	net/adv	zelden/adj	regisseur/noun	wat/pron	Atkinson/name	weer/adv	poging/noun	Hamlet/name	onverwacht/adj	hilarisch/adj	in/fixed	voedsel/noun	roman/noun	spaar/verb	mijne/noun	dit/det	rock/noun	ijzersterk/adj	Love/name	column/noun	melancholie/noun	toegankelijk/adj	dankzij/prep	zwart_wit/adj	lekker/adj	onomstotelijk/adj	ook/adv	Risseeuw/name
kort/adj	0.0	0.6810838	0.8730924	0.6606998	0.71338135	0.88364744	0.92161214	0.7983815	0.76893544	0.5896272	0.7071712	0.550065	0.88211185	0.86550766	0.72741854	0.6770312	0.78917396	0.8571329	0.69402504	0.7950688	0.8646467	0.8983797	0.8178444	0.8444189	0.7751149	0.7316245	0.84885985	0.933025	0.720363	0.7477268	0.95441145	0.82780164	0.6028066	0.7459893	0.7583321	0.80251366	0.7741182	0.7612516	0.6969985	0.78917325	0.7619704	0.77315605	0.77882296	0.6213933	0.7523767	0.73856914	0.8469622	0.6995036	0.6395751	0.80790603	0.738963	0.89749026	0.9424791	0.69904804	0.7822871	0.8070235	0.91864806	0.85481143	0.8914768	0.82854587	0.7814005	0.82743394	0.91479564	0.8662759	0.7552428	0.77983725	0.81031466	0.8704276	0.8190459	0.89947176	0.700619	0.8701956	0.589869	0.8872789	0.7236285	0.8666366	0.6970402	0.59882164	0.7456224	0.8391794	0.7616005	0.7090523	0.8249395	0.8790909	0.84110034	0.7906522	0.76353455	0.87788904	0.84325165	0.89139295	0.929564	0.76781297	0.77095604	0.7713177	0.8097788	0.8257228	0.62395656	0.9110723	0.9483524	0.7150213	0.8110373	0.7434427	0.8713112	0.8668499	0.7110551	0.9007662	0.67385983	0.85488975	0.9177958	0.89936894	0.73902017	0.85692114	0.76532245	0.6885621	0.7223531	0.7903531	0.86160904	0.8298475	0.865507	0.761022	0.69362324	0.83071315	0.8660848	0.75285506	0.81469977	0.7524159	0.87357694	0.7250993	0.66936517	0.8214258	0.72159183	0.9168343	0.7209013	0.88864034	0.83123165	0.73026097	0.86984515	0.79900265	0.64684224	0.9448767	0.84851396	0.8482317	0.90144694	0.8239483	0.9026977	0.7434151	0.8921548	0.7487606	0.84436095	0.8230407	0.86741436	0.78336656	0.77228737	0.8499335	0.973046	0.92922544	0.8185414	0.7609741	0.8114219	0.8869801	0.7905629	0.67907596	0.8587633	0.79973507	0.91226006	0.75437087	0.82780236	0.90140504	0.83592296	0.8669501	0.94720894	0.8226346	0.7061774	0.95500875	0.756167	0.8678021	0.73418313	0.78095573	0.867351	0.83163697	0.6221841	0.7148824	0.77939916	0.744692	0.8754889	0.9191122	0.7855599	0.8022203	0.7521479	0.9150861	0.77395546	0.8199192	0.8648806	0.7990968	0.7904962	0.74555653	0.6890914	0.79126084	0.86753887	0.8959811	0.81958956	0.69775283	0.8167239	0.82289314	0.86633825	0.7763661	0.7472159	0.8490218	0.7518604	0.8003613	0.73458	0.83197594	0.65099454	0.81323993	0.78363717	0.95282465	0.7632542	0.83509386	0.738052	0.7679646	0.76961756	0.64382	0.8186848	0.795894	0.85371816	0.8205101	0.8079766	0.68893754	0.71942806	0.88810104	0.7179874	0.8680576	0.8520922	0.6748102	0.61966723	0.4995637	0.71160257	0.7623837	0.6517921	0.81574166	0.61723006	0.66138124	0.76869106	0.7643513	0.76761377	0.8683066	0.829252	0.83723694	0.88350606	0.7439634	0.70253277	0.7365494	0.77179664	0.8391123	0.8816695	0.84347475	0.878739	0.85661256	0.7247273	0.81962645	0.76090634	0.8813721	0.9233951	0.7615212	0.68105483	0.88883024	0.87100846	0.7088055	0.85411596	0.92050827	0.68019307	0.8051156	0.7285812	0.8551073	0.63206446	0.80281556	0.72142494	0.78509307	0.8510809	0.70436716	0.899042	0.9249271	0.82949805	0.893137	0.5982534	0.9707986	0.78328097	0.82576144	0.68936443	0.85057336	0.80312645	0.89212656	0.7069526	0.85868305	0.684745	0.84087867	0.8062778	0.7691878	0.7996718	0.6906569	0.82572985	0.835672	0.68067145	0.85329765	0.8006201	0.66606236	0.7731846	0.8740503	0.8362047	0.6419977	0.7746819	0.7945407	0.85258156	0.87932825	0.88190776	0.83048874	0.8539145	0.821645	0.6817228	0.8195931	0.8747264	0.7894442	0.67948145	0.85969347	0.8075785	0.9079437	0.8700775	0.5587769	0.84290963	0.8775048	0.840086	0.81994826	0.81445634	0.92480683	0.85001385	0.75791264	0.82783115	0.9568056	0.8135948	0.7946769	0.7074921	0.6166677	0.91767615	0.89046735	0.80973434	0.81102014	0.80392545	0.61455923	0.84407735	0.7731238	0.7947997	0.9066247	0.92191833	0.8070946	0.7989257	0.83803767	0.88405955	0.8329099	0.8109706	0.8015658	0.90876836	0.84725577	0.5972751	0.73890316	0.7658652	0.7134061	0.91456383	0.8008702	0.9795572	0.75306785	0.76044726	0.65560377	0.8682378	0.81629544	0.9083899	0.81993395	0.7759202	0.85359836	0.6015585	0.7903406	0.8031889	0.9034567	0.6264654	0.7266716	0.83749807	0.90515727	0.87695396	0.7511747	0.86097133	0.860985	0.82248676	0.8550241	0.8093443	0.8456755	0.6968081	0.86733395	0.8187647	0.90103936	0.74495834	0.84976435	0.86015093	0.6445323	0.75205636	0.7928114	0.71035856	0.71921766	0.84445393	0.90078914	0.69391656	0.7830173	0.8401433	0.89271545	0.8615261	0.9421185	0.61109763	0.67474884	0.82289934	0.85072184	0.69706	0.80938494	0.8923348	0.8380834	0.83615476	0.7618137	0.84059465	0.6926833	0.8063483	0.8495962	0.82261837	0.6136358	0.67354465	0.86479354	0.7887505	0.6541997	0.6795276	0.81780124	0.86979413	0.7513046	0.78454775	0.76171887	0.7629155	0.8819892	0.66068244	0.94755983	0.6892659	0.9105181	0.83501786	0.63434696	0.8519541	0.893814	0.8386073	0.746858	0.940961	0.74789816	0.6649561	0.69473386	0.6972622	0.67967397	0.9188874	0.84682286	0.7648258	0.65173095	0.9101393	0.7967537	0.72469556	0.8380655	0.6095276	0.7632463	0.65790254	0.8764456	0.8402497	0.6758984	0.8231753	0.8574817	0.6493373	0.6320102	0.8875922	0.75562584	0.5315604	0.72120774	0.7827512	0.83977807	0.7498295	0.74681926	0.6918851	0.79659206	0.8659064	0.8014802	0.89573234	0.8823487	0.80263317	0.7851639	0.7001907	0.79980975	0.70784295	0.8521128	0.8155513	0.91727316	0.81913495	0.70358026	0.89068156	0.8170965	0.85794014	0.8519491	0.7064768	0.7066301	0.89419544	0.84720135	0.892783	0.7536866	0.86153626	0.8462414	0.9326901	0.80669034	0.8230479	0.87279665	0.87611413	0.8554785	0.7689109	0.7613987	0.72825074	0.72149205	0.892694	0.87632203	0.5686322	0.83093	0.8298717	0.78094524	0.7199665	0.8643284	0.77499866	0.7269006	0.9027184	0.6917202	0.86051345	0.74142987	0.8694885	0.83841926	0.7587344	0.8016989	0.90230876	0.7473081	0.7348663	0.7053581	0.7934966	0.877828	0.6897712	0.7742232	0.86979854	0.86614805	0.88441294	0.8420861	0.774117	0.7507782	0.59145904	0.9640781	0.8999514	0.67892915	0.9208046	0.87314934	0.7906857	0.911389	0.74083126	0.84079874	0.65630865	0.8423229	0.74284697	0.7713201	0.77397406	0.85090446	0.8867497	0.8612132	0.88297963
geïllustreerd/adj	0.6810838	0.0	0.8346576	0.72009784	0.76592636	0.87435114	0.8696428	0.65262187	0.7081268	0.8004092	0.71296465	0.5805299	0.8556847	0.7910205	0.7422073	0.6057676	0.7647442	0.89285964	0.68952024	0.7764653	0.801715	0.82910204	0.8446641	0.89131725	0.8211154	0.6338177	0.7819706	0.92568123	0.73319936	0.8020154	0.9360363	0.7755363	0.685902	0.91978526	0.7487109	0.73668337	0.80649173	0.80019164	0.7243073	0.8263608	0.7508563	0.69801855	0.8667911	0.63302827	0.8417604	0.6985086	0.8265955	0.7490201	0.6028422	0.8095079	0.70867044	0.8906808	0.72251916	0.6761974	0.6799463	0.81961113	0.9121647	0.83768326	0.82949626	0.71046644	0.8220974	0.61962676	0.9313641	0.8866087	0.755283	0.7403756	0.83419997	0.86264193	0.71719146	0.87660736	0.5896328	0.8526255	0.54227686	0.91778994	0.67813104	0.88016444	0.6340189	0.5701927	0.727313	0.75196517	0.8813841	0.57804084	0.83080506	0.9005546	0.9162669	0.807325	0.7345831	0.8791527	0.8434607	0.9043077	0.92221105	0.84872854	0.6773078	0.8472394	0.8333827	0.8874163	0.6497217	0.8723925	0.90374434	0.7207529	0.8971077	0.7551422	0.8358072	0.8726439	0.7288421	0.8308188	0.5765071	0.8156276	0.90568846	0.801292	0.7126499	0.9171436	0.676282	0.5499342	0.4343903	0.72662604	0.81941175	0.7479295	0.8797899	0.7756996	0.7205293	0.82156944	0.7700647	0.6684225	0.8445727	0.8073857	0.9279834	0.79997575	0.66549385	0.7631881	0.65311867	0.8899373	0.68823254	0.8983194	0.8044935	0.636962	0.8242556	0.8517256	0.6117495	0.8880511	0.8024595	0.8793137	0.89758223	0.5385475	0.8629885	0.8547312	0.89452744	0.69522595	0.8243248	0.7488334	0.8901444	0.84786	0.74916536	0.8189136	0.9635317	0.7909591	0.8182373	0.7771398	0.81293684	0.81158614	0.8363082	0.7331243	0.7834723	0.85337746	0.866547	0.8169948	0.8951129	0.8922608	0.75719154	0.82254815	0.8425555	0.7716129	0.7622906	0.82454604	0.7187531	0.86535114	0.7624496	0.85728204	0.741132	0.8350056	0.56511706	0.68335307	0.7123734	0.86625445	0.8384378	0.8560537	0.7813585	0.77454466	0.67346656	0.8852761	0.6693953	0.8322084	0.8005482	0.79670465	0.7151318	0.705956	0.72254026	0.8860072	0.80377734	0.7946524	0.8415462	0.5840751	0.7790905	0.7638976	0.87270755	0.81462	0.79948676	0.82450235	0.7247289	0.7717422	0.7388567	0.79329646	0.71192634	0.80510026	0.7950358	0.87269115	0.7080243	0.8272916	0.8593004	0.71072173	0.64501923	0.7220086	0.8429834	0.6506288	0.89757454	0.8812063	0.8556205	0.6484227	0.62664616	0.93248636	0.7241049	0.8714908	0.90021926	0.6395074	0.75026417	0.48723066	0.7220545	0.7156616	0.7501382	0.8116985	0.62104976	0.6238332	0.64004296	0.7324047	0.7993916	0.5822267	0.8810276	0.904891	0.9205991	0.7687218	0.7052346	0.70438397	0.83557737	0.88464	0.9292277	0.868734	0.85043126	0.83363414	0.66461575	0.93777084	0.8247949	0.8314174	0.89139265	0.671073	0.69950753	0.8946985	0.81690955	0.65562916	0.8572893	0.82116604	0.49930763	0.79511434	0.75007784	0.8233126	0.7122842	0.7270968	0.8010715	0.8976352	0.7547503	0.8254074	0.8815466	0.750301	0.76132345	0.93476176	0.60078895	0.8758116	0.7999957	0.7959014	0.60102004	0.84904176	0.815637	0.8841752	0.82823193	0.8813137	0.6384216	0.83345413	0.82552075	0.6872982	0.6826687	0.73059434	0.77317905	0.8477874	0.6698214	0.89263767	0.8051747	0.5946479	0.7224635	0.91935194	0.67526186	0.7658865	0.7855274	0.7857273	0.9299338	0.82929814	0.74171805	0.83353573	0.87416106	0.8248794	0.74099267	0.69712114	0.94826365	0.7350373	0.7729025	0.7895883	0.87847257	0.8783794	0.7934102	0.53430444	0.8659346	0.82946104	0.9017279	0.7521456	0.86550987	0.91733503	0.85562485	0.7680597	0.8384162	0.90389735	0.7954495	0.78882635	0.66732913	0.63205016	0.8567506	0.91010326	0.69902456	0.8498061	0.8751899	0.7683117	0.85822946	0.75842553	0.7873335	0.9394853	0.95991176	0.7906642	0.8157314	0.90464574	0.8964942	0.92592573	0.68987375	0.78966445	0.90416616	0.7604442	0.5640226	0.77134717	0.7679497	0.68953574	0.86576706	0.8626076	0.9658094	0.74523056	0.76436704	0.70603865	0.84586185	0.8207598	0.9476359	0.8085424	0.71313035	0.8802462	0.675654	0.72843266	0.8299675	0.9098885	0.55616575	0.6393746	0.80606085	0.8269523	0.81171155	0.7504817	0.8780689	0.8200227	0.86341727	0.7654575	0.8416393	0.83164024	0.7516557	0.83225775	0.8122312	0.87724584	0.8183653	0.8285899	0.8547375	0.6713871	0.73829746	0.78452396	0.7036431	0.75101465	0.7881024	0.86755824	0.7107607	0.6955993	0.8561226	0.8049317	0.71770203	0.9315007	0.68358517	0.6928927	0.8285098	0.7926472	0.66470975	0.74941784	0.9131781	0.9087325	0.7980157	0.70586634	0.82946634	0.761768	0.863829	0.875445	0.83192015	0.7806457	0.6363758	0.84681726	0.7729863	0.6876177	0.6770548	0.764604	0.90882295	0.82345164	0.83833814	0.6747587	0.8141931	0.89557785	0.7221777	0.94143724	0.767117	0.95829654	0.74018335	0.6406593	0.9	0.79087174	0.8390231	0.70909584	0.9243767	0.72358656	0.5654038	0.7297689	0.71102834	0.7742894	0.8755455	0.7722454	0.8162554	0.61126727	0.8732371	0.7310307	0.7450495	0.84415996	0.6200045	0.8409212	0.6228004	0.8575079	0.82121885	0.7263919	0.8235538	0.85876536	0.69744796	0.7204163	0.8154774	0.7012168	0.577368	0.7279983	0.7223555	0.88732845	0.7468655	0.7048722	0.6862723	0.82089436	0.88893867	0.7321589	0.8516641	0.86178076	0.83500195	0.6780273	0.7390835	0.8650994	0.7016742	0.87751925	0.77006876	0.8800267	0.6822175	0.6121822	0.8542835	0.8432174	0.80104554	0.8046422	0.78218174	0.6790633	0.8592207	0.6780093	0.7825284	0.7308283	0.8617425	0.69630367	0.89848965	0.9053837	0.8140433	0.7953098	0.8572667	0.72407985	0.78654784	0.70458925	0.63396287	0.65526116	0.8835192	0.88878155	0.5640453	0.87915516	0.58617604	0.775854	0.72397137	0.8297145	0.7678394	0.61074084	0.87180144	0.75742257	0.8097765	0.85033715	0.8747811	0.8078837	0.745355	0.8784053	0.871577	0.7194301	0.8773933	0.7839501	0.8237609	0.9181485	0.7472928	0.807806	0.8658266	0.9025424	0.903119	0.8333336	0.8188743	0.8557015	0.6554597	0.91828054	0.8312207	0.59928346	0.9170435	0.8405681	0.69958043	0.82957006	0.8426838	0.80260074	0.6112735	0.72121954	0.5813942	0.68601155	0.75557077	0.83443105	0.88177377	0.83914244	0.86633444
