	*/tag	1/noun	1/num	10/num	1930/noun	2.500/num	21ste/num	24/num	25/num	3.000/num	30%/num	30/num	4/num	400/num	5/num	50/num	6,5/num	84/num	Albanees/noun	Amerikaan/noun	Amerikaans/adj	Amsterdam/name	Angenent/name	Arabisch/adj	Brits/adj	Brussel/name	Brussels/adj	Camiel/name	Canada/name	De/name	Decoster/name	Europees/adj	Francis/name	Henk/name	Hollands/adj	ING/name	Johan/name	KLM/name	Keiem/name	LPF_minister/noun	Lanaken/name	Leandro/name	Litmanen/name	Londens/adj	Luc/name	Milieu/name	Máxima/name	Nederlands/adj	Nico/name	Onderwijs/name	Palestijns/adj	Saskia/name	Temmink/name	Turks/adj	VS/name	Van/name	Vlaams/adj	Vrienden/name	Waal/name	Westmalle/name	Zuid/name	aan/prep	aandeel/noun	aandeelhouder/noun	aantal/noun	aanvankelijk/adj	accijns/noun	administratie/noun	afgelopen/adj	afkomst/noun	afkomstig/adj	aflevering/noun	afloop/noun	al/adv	al/det	algemeen/adj	alleenstaand/adj	als/comp	als/comparative	als/prep	alsof/comp	alvast/adv	ander/adj	anders/adj	arm/adj	arm/noun	avond/noun	bank_DIM/noun	basis/prep	beeld_DIM/noun	been/noun	begin/noun	behaal/verb	behoorlijk/adj	beide/det	bekend/adj	belangrijk/adj	belasting/noun	ben/verb	benut/verb	bepaal/verb	beschik/verb	beslissing/noun	besluit/verb	besta/verb	bestuur/noun	bestuur_kamer/noun	betrekking/fixed	bezitter/noun	beëindig/verb	bij/prep	bijna/adv	binnenlands/adj	blijf/verb	blik_DIM/noun	boer_DIM/noun	boete/noun	borst/noun	bouw_op/verb	boven/prep	bovendien/adv	bovenop/prep	box/noun	brandstof/noun	btw/noun	buitenland/noun	buitenlands/adj	café/noun	coca/noun	college_geld/noun	daarna/adv	daarvoor/pp	dame/noun	dan/adv	dan/comparative	dankbaar/adj	danseres/noun	dat/comp	dat/det	dat/pron	de/det	de/name	deal/noun	deelnemer/noun	deelstaat/noun	democratisch/adj	denkbeeldig/adj	destijds/adv	deze/det	dezelfde/det	die/det	die/pron	dit/det	dochter/noun	door/comp	door/prep	dring_terug/verb	dringend/adj	droog/adj	dubbel_slag/noun	duizendste/num	durf/verb	dwingend/adj	echter/adv	ecotax/noun	een/det	eens/adv	eer/noun	eerst/adj	eerste/num	eeuw/noun	eigen/adj	eigenlijk/adj	elite/noun	elk/det	en/noun	en/vg	energie/prefix	enig/adj	enkel/adv	enkel/det	enorm/adj	entree/noun	er/adv	er/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	federaal/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	fout/adj	frank/noun	ga/verb	gebied/noun	gebruik/noun	gecontroleerd/adj	gedachte/noun	geen/det	geheel/adj	gehuld/adj	gelegenheid/noun	gemeente/noun	genoeg/det	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	god/tag	goed/adj	gouden/adj	graag/adj	grif/adj	groen/adj	groot/adj	haal_op/verb	haar/det	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	harmonisering/noun	heb/verb	hecht/adj	heel/adj	heer/noun	heffing/noun	hem/pron	hemel/noun	hen/pron	her_stelling_werk/noun	het/adj	het/det	het/noun	hierover/pp	hij/pron	hoe/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	houd/verb	houder/noun	huize/noun	hulpeloos/adj	hun/det	hé/tag	ik/pron	immers/adv	imposant/adj	in/adv	in/prep	industrie/noun	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	instelling/noun	internationaal/adj	invoer_recht/noun	inwoner/noun	irriteer/verb	jaar/noun	je/pron	jongeman/noun	juist/adj	juli/noun	kalmte/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	kijk_aan/verb	kilo_meter/noun	kind/noun	klaar/adj	klein/adj	koers_winst/noun	kom/verb	kop_positie/noun	kroon_prins/noun	kroost/noun	laat/adj	laat_na/verb	lach/adj	land/noun	landelijk/adj	lang/adj	langer/adv	langzaam/adj	leerling/noun	leg_op/verb	leven/noun	lidstaat/noun	lig_om/adj	liter/noun	lokaal/adj	loon_belasting/noun	loop/verb	louter/adj	luistergeld/noun	maak/verb	maak_bekend/verb	maandag/noun	maandag_avond/noun	maar/comp	maar/vg	mag/verb	makkelijk/adj	man/noun	meen/verb	meer/adj	meer/adv	meest/adj	men/pron	met/prep	meteen/adv	middel/prep	milieu_belasting/noun	milieuvriendelijk/adj	miljard/noun	miljoen/noun	minder/det	miniem/adj	minister/noun	ministerie/noun	moeilijk/adj	moet/verb	mogelijk/adj	mogelijkheid/noun	motivatie/noun	na/prep	naar/prep	nalatenschap/noun	neem_in/verb	negen/num	nergens/adv	netjes/adj	niet/adv	nieuw/adj	niks/adv	noem/verb	nog/adv	nooit/adv	nu/adv	of/comp	of/vg	ogenblik/noun	oktober/noun	om/comp	omdat/comp	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ons/det	onszelf/pron	ontbreek/adj	ook/adv	op/part	op/prep	opdat/comp	opnieuw/adv	oranje/adj	oud/adj	over/prep	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	paar/noun	parkeer_plaats/noun	parochiekerk/noun	particulier/noun	pas/adv	pc/noun	pensioen_premie/noun	per/prep	plaats/verb	plastic/adj	poot/noun	premie/noun	prijs/noun	prijs_aan/verb	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provinciaal/adj	provincie/noun	pub/noun	regering/noun	regio/noun	rekening/noun	rekeningrijden/noun	rendement/noun	rente/noun	reserve/noun	rij/verb	roerend/adj	rond/prep	samenwerking/noun	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	snel/adj	snel_weg/noun	soort/noun	spaar_geld/noun	spaarder/noun	speciaal/adj	speculatie/noun	speler/noun	sport_wereld/noun	sprake/noun	spreid/verb	spuw/verb	sta/verb	sta_toe/verb	staal/noun	staat/noun	stad/noun	stadhuis/noun	standaard/adj	statie_geld/noun	steenkool/noun	stel/verb	stel_aan/verb	stel_voor/verb	sterk/adj	stijg/verb	stroom/noun	stuk_DIM/noun	stuur/verb	successie_recht/noun	superieur/adj	systeem/noun	taks/noun	taksen/noun	tarief/noun	te/adv	te/comp	te/prep	teatraal/adj	teelt/noun	tegelijk/adj	tegen/prep	tegenwoordig/adj	tel/noun	ten/fixed	tentoonstelling/noun	ter/prep	terecht/adj	terwijl/comp	tijd/adj	toch/adv	toe/part	toegang/noun	toegang_prijs/noun	toekomst/noun	toekomstig/adj	toelage/noun	toen/adv	toeslag/noun	tol/noun	tot/prep	transactie/noun	transport_sector/noun	triomfantelijk/adj	troon/noun	tussen/prep	tweede/num	uitgebreid/adj	van/prep	vanaf/prep	vandaag/adv	vastgoed/noun	veel/det	vennootschap_belasting/noun	ver/adj	verbouw/verb	verdeel/verb	verder/adv	verlaag/verb	verlies/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verontschuldig/adj	verschil/adj	verschil/noun	verstandig/adj	vertrek/verb	verwacht/verb	verzekerd/adj	vier/num	vier/verb	vind_plaats/verb	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voer_in/verb	voldoende/det	voor/adj	voor/prep	vooral/adv	voorheffing/noun	vooropgezet/adj	voorstel/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorig/adj	vorm/noun	vraag/verb	vriendschap/noun	vrijwel/adv	vul_aan/adj	waar/adv	waarde/prep	waarop/pp	waarover/pp	waarschuw/verb	wanhoop/noun	want/comp	wat/pron	we/pron	week/noun	weer/adv	weg/noun	weids/adj	weiger/verb	weinig/det	wekenlang/adj	wel/adv	wens/verb	wereld/noun	wetsvoorstel/noun	wettelijk/adj	wijn/noun	wijze/noun	wil/verb	winst/noun	woon_wagen_kamp/noun	word/verb	zal/verb	ze/pron	zeg/verb	zeker/adj	zelf/adv	zelfs/adv	zenuwachtig/adj	zeventien/num	zich/pron	zichzelf/pron	zie/verb	zij/pron	zijn/det	zo/adv	zoals/comp	zondag_middag/noun	zonder/comp	zonder/prep	zoveel/num	zwaar/adj	à/vg
*/tag	0.0	0.68605465	0.5279976	0.58317584	0.8757936	0.6996288	0.87581986	0.625962	0.62535214	0.6443757	0.7955785	0.64251924	0.57120496	0.70683956	0.6027311	0.6325122	0.8298232	0.7931029	0.8540319	0.9453484	0.9552325	0.72255456	0.9115338	0.9303728	0.91181356	0.61681175	0.67190504	0.75229555	0.88873553	0.76615834	0.75029397	0.88551193	0.81579727	0.9457593	0.91737455	0.9147758	0.76795983	0.9048085	0.77128303	0.95663065	0.47383082	0.9556946	0.94667804	0.86204964	0.68954253	0.8229831	0.9218388	0.93166167	0.7897344	0.87029564	0.9460488	0.90205884	0.95754445	0.90006316	0.95693326	0.79145116	0.7198721	0.81142175	0.93419534	0.6767914	0.7233566	0.8290636	0.8610732	0.88511676	0.7926506	0.8962133	0.8052645	0.8329652	0.87139994	0.88917255	0.7785796	0.8049997	0.88421136	0.9243941	0.92788625	0.82632196	0.84366107	0.9484587	0.9423717	0.8910197	0.92659473	0.8059288	0.8942389	0.9867413	0.8699931	0.9602145	0.7982966	0.839759	0.8635225	0.81747454	0.93858314	0.9159237	0.8615879	0.9140527	0.91488516	0.8705723	0.9542513	0.76600456	0.9672039	0.9519043	0.8762514	0.89167786	0.92755747	0.8458921	0.89491343	0.87796724	0.92411506	0.84398174	0.9125104	0.93880874	0.85973066	0.78933597	0.9363349	0.91076386	0.7700001	0.9494205	0.7194547	0.9540458	0.93209434	0.7703411	0.81856215	0.7553106	0.87013185	0.82339704	0.7961028	0.89251536	0.9095446	0.64014786	0.912235	0.9271133	0.87869173	0.8417604	0.9180802	0.9485817	0.8092104	0.9132545	0.9701515	0.97462744	0.97549915	0.8832482	0.75274104	0.89211583	0.9618528	0.7551725	0.8093693	0.8539841	0.96066165	0.8730229	0.86040545	0.89448357	0.92815673	0.88924944	0.92436284	0.96069723	0.8413908	0.812235	0.8073855	0.83899677	0.8123225	0.9133508	0.8215616	0.9639804	0.9352861	0.95690686	0.8765959	0.785022	0.9307109	0.91167563	0.9438818	0.86592615	0.9158764	0.86489475	0.98630816	0.8272391	0.77153337	0.8953823	0.74954975	0.8309433	0.889815	0.75576437	0.8186216	0.90223217	0.8168886	0.9018289	0.97831863	0.75745964	0.680692	0.9371811	0.88979113	0.81918025	0.7347713	0.73086363	0.8142767	0.8257107	0.8758794	0.8771962	0.7469884	0.8659863	0.9445389	0.631065	0.8972244	0.79816645	0.8393291	0.65258276	0.9675082	0.894926	0.889307	0.91753244	0.8986813	0.64147735	0.9190589	0.87992615	0.8808625	0.7677657	0.74210703	0.9765272	0.9323608	0.84512216	0.9102909	0.90247816	0.81826127	0.93484455	0.8084598	0.92269856	0.8952775	0.8436299	0.88334113	0.96880007	0.89233655	0.9315658	0.8628848	0.9693243	0.9930945	0.88642275	0.96669227	0.74873465	0.94919854	0.9496809	0.9355222	0.79178745	0.9575514	0.87034684	0.99674183	0.89144915	0.95427847	0.96716934	0.9154823	0.9178161	0.83007526	0.9772561	0.9362616	0.81791914	0.92209244	0.95334375	0.8856816	0.94844633	0.98323375	0.8148138	0.90680677	0.82365656	0.7568009	0.850997	0.89256203	0.83870006	0.9011133	0.8820304	0.9448149	0.84425443	0.64617944	0.9673731	0.8316441	0.96143264	0.7081939	0.8872198	0.67831963	0.8996808	0.93312466	0.93668777	0.9016578	0.8763618	0.77618	0.89676636	0.95043015	0.7126342	0.8971561	0.8703337	0.8135556	0.87914467	0.8992841	0.8754458	0.95822567	0.95942724	0.9418486	0.90717596	0.9183933	0.9235596	0.83148	0.8964745	0.82274663	0.8997249	0.8411647	0.81243294	0.9563397	0.8868515	0.7714601	0.6924348	0.70560914	0.8537352	0.8571428	0.9536927	0.82166886	0.93652403	0.8484961	0.7235903	0.63430476	0.9794152	0.9845115	0.85323817	0.917179	0.8392257	0.8410791	0.74920654	0.9301284	0.8422811	0.90955997	0.8475964	0.91258836	0.8762257	0.7975529	0.79262114	0.7788472	0.7211095	0.78857267	0.8589507	0.84474486	0.9082892	0.979875	0.8387451	0.9122006	0.9353501	0.9389472	0.87908715	0.83066297	0.8800264	0.8645083	0.7677192	0.87351173	0.85966295	0.9788871	0.82786834	0.9525439	0.9283193	0.94798344	0.9844144	0.93746555	0.9637264	0.7317915	0.9317238	0.6905789	0.88880694	0.8963998	0.83779675	0.8839404	0.909428	0.81998444	0.95756394	0.8029004	0.90557843	0.88656735	0.7486415	0.895993	0.85175323	0.9190006	0.8242627	0.93301976	0.882125	0.7779138	0.82094723	0.8853221	0.85907125	0.8415303	0.7341615	0.802014	0.81163824	0.8748368	0.8932964	0.8771461	0.62974787	0.8315117	0.82139313	0.88189954	0.8199899	0.835354	0.89643705	0.9423774	0.8545542	0.7543582	0.82900995	0.8544642	0.756847	0.7026107	0.81231356	0.8433223	0.7116516	0.893829	0.8610435	0.83358693	0.8759524	0.922639	0.6813624	0.840484	0.64465076	0.92410153	0.9221401	0.88420117	0.9629772	0.7696125	0.92018634	0.86400336	0.81090516	0.8874943	0.8580704	0.90117884	0.80376303	0.9603666	0.95214987	0.9466051	0.93638283	0.8397554	0.8521649	0.8863975	0.85458744	0.83826303	0.83703375	0.6751505	0.69480336	0.8709302	0.77872044	0.9044903	0.9082287	0.70252705	0.7612847	0.89062	0.7805673	0.8538679	0.88023233	0.8632009	0.8563378	0.9287253	0.8468826	0.74601686	0.7967124	0.79349375	0.8731897	0.9239009	0.8803184	0.9663413	0.80871165	0.89456767	0.8557528	0.9127906	0.8218013	0.89889324	0.81287205	0.7351726	0.89616054	0.8634725	0.9199065	0.9799395	0.9467608	0.70853233	0.69546103	0.9098695	0.8650354	0.71400064	0.91199857	0.807878	0.84681183	0.7324374	0.9231506	0.8890723	0.87291896	0.95297265	0.8124472	0.90891296	0.8358119	0.7527338	0.6743841	0.81909406	0.8958924	0.89942664	0.85079384	0.9244822	0.81802875	0.7925786	0.887974	0.73868024	0.8729557	0.93750095	0.8745153	0.89953935	0.9255139	0.8535561	0.94432825	0.9770282	0.8376195	0.86944705	0.8804688	0.7993447	0.6644074	0.6500231	0.92304254	0.95365846	0.86401284	0.8376677	0.7089497	0.90303767	0.9524921	0.7629889	0.88442916	0.8267937	0.95045143	0.8215447	0.70230156	0.87987256	0.91350967	0.8869009	0.8421602	0.83934987	0.9684329	0.9120585	0.8245282	0.78350013	0.74655044	0.92169845	0.9381536	0.91431344	0.97402173	0.94435966	0.99209815	0.95545894	0.9240582	0.95453393	0.8340571	0.9016161	0.8514066	0.93123066	0.92183197	0.96619004	0.924123	0.94669265	0.9338723	0.87007225	0.726143	0.87971294	0.8700113	0.8583203	0.8580958	0.77878857	0.8748567	0.9572172	0.91403604	0.96036196	0.9450084	0.8908402	0.91937566	0.78131807	0.95547193	0.9736146	0.97665066	0.9480195	0.91763085	0.97113156	0.872923	0.74907285	0.8594466	0.8384125	0.8685857	0.7880671	0.6961191
1/noun	0.68605465	0.0	0.6827604	0.5680622	0.72032166	0.78496766	0.8248242	0.68293405	0.60862064	0.8134376	0.7512169	0.5801535	0.6633121	0.76059085	0.6486103	0.6317656	0.7571206	0.88429713	0.9201019	0.920865	0.92091286	0.82000566	0.9538142	0.96079487	0.91436636	0.7341031	0.8576923	0.8965547	0.8841657	0.94294083	0.904953	0.79845923	0.9407453	0.916528	0.9758837	0.81186485	0.9548863	0.70696247	0.87383616	0.9115358	0.7939453	0.9596656	0.90188307	0.89435583	0.89819646	0.8648343	0.95454884	0.89670205	0.8899399	0.9345094	0.9590997	0.96173924	0.9386571	0.90828866	0.8754238	0.9477982	0.8391092	0.8847868	0.9252588	0.75693077	0.84259176	0.8293154	0.7714124	0.79696846	0.8301027	0.8525218	0.6481077	0.80311495	0.82698685	0.96867704	0.870121	0.8375712	0.9251499	0.8363342	0.9219365	0.6605991	0.7745874	0.84051967	0.9293063	0.9174424	0.9372188	0.81392133	0.93224365	0.95921487	0.9161501	0.93895245	0.81638753	0.9346593	0.7369907	0.92635334	0.9492764	0.5930869	0.8766787	0.9207175	0.92451847	0.90237904	0.93654865	0.5342342	0.9434457	0.94471085	0.72058403	0.9613905	0.9142602	0.7429396	0.79721904	0.8850272	0.96880007	0.8157264	0.83615804	0.79561037	0.88285375	0.83208966	0.7796087	0.8803935	0.8641354	0.96444005	0.7508183	0.9687151	0.8985243	0.823861	0.73815596	0.6630312	0.75147855	0.71000224	0.5433834	0.7918878	0.78761566	0.8579148	0.9861119	0.82035995	0.8721205	0.8054013	0.9800618	0.85762596	0.8594016	0.9809308	0.946492	0.9322979	0.905696	0.8494977	0.7266028	0.9756124	0.9180034	0.8170643	0.8748311	0.90314716	0.95194846	0.8245554	0.8340427	0.8868946	0.8559282	0.81894875	0.7524369	0.9410553	0.74838126	0.82009387	0.84945947	0.8483122	0.9369094	0.9455869	0.9146271	0.94262	0.91679513	0.8737956	0.64584625	0.89439577	0.9471593	0.9491042	0.8289948	0.8371606	0.8725649	0.94480044	0.9197532	0.8768435	0.8394242	0.7658336	0.814009	0.8313075	0.9351983	0.8216232	0.8800926	0.9046588	0.84862256	0.9155037	0.9167193	0.8156082	0.63597	0.97785115	0.9170219	0.7477705	0.6826632	0.7941936	0.9112628	0.95244324	0.85596716	0.6823389	0.8640959	0.7412472	0.9386827	0.6867423	0.8454025	0.8987371	0.84200656	0.85486245	0.9481485	0.78264284	0.85179436	0.9924456	0.9234843	0.75648516	0.92834854	0.8534384	0.8600638	0.89647865	0.92969877	0.9695133	0.9237977	0.91936487	0.95395344	0.9146476	0.8132983	0.91474444	0.8443018	0.9298403	0.9559674	0.8924531	0.96660054	0.9716637	0.9439118	0.9403773	0.76187056	0.94818705	0.9629487	0.95079345	0.9797455	0.49436897	0.96446437	0.93919426	0.94002736	0.82762843	0.9039391	0.86744964	0.97294784	0.7432663	0.94393694	0.97113734	0.79553795	0.92693853	0.7081957	0.96329904	0.9104116	0.85212415	0.966304	0.95949805	0.8595018	0.9657053	0.9625128	0.72368354	0.9129381	0.90532666	0.81029	0.8919426	0.53271025	0.55340296	0.8377131	0.84572136	0.87788796	0.72689843	0.8076962	0.98391676	0.63312995	0.9680864	0.9103534	0.88502705	0.3195765	0.937183	0.8610147	0.8659013	0.753428	0.84645355	0.94250137	0.7125739	0.96759105	0.7382424	0.8701123	0.8261317	0.8682869	0.7774105	0.86089146	0.88570464	0.9391018	0.97834617	0.89983416	0.932601	0.9473525	0.86049557	0.70517486	0.9478526	0.76874757	0.89274204	0.87639105	0.7285106	0.9499281	0.7287668	0.9017954	0.7057234	0.7964692	0.6480621	0.8414713	0.9296422	0.6773565	0.97063947	0.7624816	0.5172663	0.7635081	0.96549046	0.96054673	0.7955216	0.9289605	0.97021645	0.8931406	0.88846993	0.87181866	0.9189968	0.8688218	0.8773153	0.903895	0.7742588	0.66837585	0.8408417	0.7241169	0.74190885	0.697536	0.9156237	0.91381454	0.8969304	0.98023313	0.7001442	0.87438065	0.83779824	0.9037804	0.86759555	0.85342026	0.8976902	0.9220154	0.7818243	0.8839437	0.8629091	0.94589734	0.74818444	0.9534684	0.9252388	0.94661546	0.9592304	0.8004421	0.9299952	0.80915356	0.8175239	0.41821772	0.8352226	0.76838756	0.6905259	0.65117353	0.64925444	0.94847304	0.9427274	0.8881418	0.90405035	0.87975717	0.7098196	0.8415341	0.7268757	0.98212284	0.91913474	0.8393744	0.9168213	0.72574514	0.9030048	0.84073293	0.7557078	0.8974513	0.8912554	0.79809177	0.6670844	0.6091381	0.8689649	0.7246722	0.5628805	0.931306	0.93198276	0.87861824	0.6502355	0.7161001	0.9305257	0.94066626	0.6204239	0.65620285	0.76035386	0.85740674	0.8103912	0.8317995	0.9482713	0.78432465	0.883873	0.7367186	0.8079405	0.7474721	0.6937031	0.9231878	0.880049	0.74465114	0.8038188	0.9079725	0.82455575	0.947933	0.96538454	0.75108904	0.987927	0.8885743	0.82984424	0.88833314	0.7808202	0.7976501	0.7947861	0.8639017	0.93894565	0.9664391	0.893414	0.89758617	0.93054956	0.9597387	0.7410809	0.8438394	0.81786734	0.8907844	0.85124356	0.83871746	0.79542595	0.8423171	0.923487	0.8528919	0.7898404	0.8749807	0.6468855	0.7448385	0.9097508	0.931671	0.67588115	0.9647372	0.6649402	0.69013065	0.66809464	0.47355163	0.9140352	0.82702243	0.8569678	0.9475338	0.9284152	0.7624652	0.8022009	0.9596394	0.82695603	0.8466513	0.77353776	0.9001597	0.83837926	0.8223008	0.9118528	0.95419544	0.9219508	0.7923116	0.67624307	0.86497545	0.8319193	0.84190917	0.86874425	0.63193065	0.8196877	0.6453282	0.75002164	0.7641047	0.9343901	0.92014825	0.8213756	0.8710941	0.9016849	0.80442834	0.3866881	0.6980007	0.86215365	0.8846035	0.5929147	0.8472763	0.873235	0.8623023	0.86197656	0.53690547	0.9016885	0.9407404	0.7841236	0.9040767	0.9841382	0.86950576	0.86466956	0.97522473	0.7614356	0.8114486	0.814857	0.8716239	0.8133584	0.6536263	0.95228946	0.9331093	0.86762786	0.73920745	0.5573062	0.947151	0.83125734	0.68920434	0.9088369	0.6260443	0.90730923	0.7381655	0.60102826	0.9161649	0.75261354	0.6554034	0.80532813	0.8718929	0.96154827	0.8609611	0.7227724	0.9129284	0.8442639	0.8437368	0.77416813	0.88223237	0.95331424	0.9392477	0.98013127	0.9384937	0.77461886	0.8577151	0.89484245	0.9530239	0.84302324	0.8946402	0.94852495	0.94449574	0.8914901	0.9703744	0.83587945	0.7018465	0.8482493	0.8911831	0.82222563	0.786945	0.96167916	0.6394193	0.70536095	0.9542168	0.97546345	0.95157206	0.933651	0.9144404	0.9652798	0.81540614	0.94143677	0.9600094	0.9707377	0.83978486	0.94173396	0.9717257	0.84348786	0.75726926	0.79857016	0.76858926	0.91288704	0.8756949	0.7820591
