	*/tag	1,2/num	1/noun	10/num	1930/noun	2.500/num	25/num	3/num	30%/num	30/num	400/num	50/num	6,5/num	84/num	Albanees/noun	Amerikaans/adj	Angenent/name	Brits/adj	Brussels/adj	Camiel/name	Canada/name	Canadees/adj	Decoster/name	Duitsland/name	EU-land/noun	Europees/adj	Europese/name	Francis/name	Griek/noun	Haags/adj	Henk/name	Hollands/adj	KI/name	KLM/name	LPF_minister/noun	Lamy/name	Lanaken/name	Leandro/name	Litmanen/name	Londens/adj	Luxemburg/name	Milieu/name	Máxima/name	Nederland/name	Onderwijs/name	Pascal/name	Pronk/name	Rembrandtplein/name	Temmink/name	Turks/adj	Unie/name	Vlaams/adj	Vrienden/name	WTO/name	Waal/name	Westmalle/name	Zalm/name	Zuid/name	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	afloop/noun	afzonderlijk/adj	algemeen/adj	alle/det	alleenstaand/adj	als/comp	alsof/comp	alvast/adv	anderhalf/adj	anno/prep	apart/adv	apparaat/noun	arm/adj	arm/noun	auto/noun	bank_DIM/noun	basis/prep	beeld_DIM/noun	been/noun	behaal/verb	beide/det	belast/verb	belasting/noun	belasting_dienst/noun	bepaal/verb	bescherm/verb	beschik/verb	beslis/verb	besluit/noun	bestuur_kamer/noun	bestuurlijk/adj	betaal/verb	betaling/noun	beteken/verb	beton/noun	bijdrage/noun	bijvoorbeeld/adv	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	boete/noun	borst/noun	bouw_op/verb	boven/prep	bovendien/adv	bovenop/prep	box/noun	brandstof/noun	btw/noun	buitenland/noun	buitenlands/adj	cent/noun	coca/noun	college_geld/noun	compenseer/verb	controle/noun	daarna/adv	daarvoor/pp	dan/adv	dankbaar/adj	danseres/noun	dat/pron	deal/noun	deelstaat/noun	demonstrant/noun	dergelijk/adj	deze/det	dezelfde/det	die/det	die/pron	diesel/noun	dollar/noun	door/comp	doordat/comp	dring_terug/verb	dringend/adj	duizendste/num	dus/adv	dwingend/adj	echter/adv	ecotax/noun	een/det	eerst/adj	eigen/adj	elk/det	en/noun	en/vg	energie/prefix	enkel/adv	entree/noun	ere_burger/noun	erfenis/noun	erover/pp	euro/noun	euro_cent/noun	even/adj	even/adv	eventueel/adj	extra/adj	federaal/adj	feestganger/noun	fictief/adj	fiets_rek/noun	financieel/adj	fiscaal/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gast/noun	gebaar/noun	gebied/noun	gebruik/noun	gecontroleerd/adj	gedeeltelijk/adj	geen/det	geheel/adj	gehuld/adj	geld/noun	geld/verb	gelegenheid/noun	gemeente/noun	geval/noun	gewicht/noun	gewoon/adj	gezicht/noun	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	gulden/noun	haar/det	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	harmonisering/noun	heer/noun	heffing/noun	hemel/noun	her_stelling_werk/noun	het/adj	het/det	hierover/pp	hij/pron	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	houder/noun	huize/noun	hulpeloos/adj	hun/det	hé/tag	iedereen/pron	immers/adv	import/noun	in/verb	inboedel/noun	industrie/noun	ingevoerd/adj	inkomen/noun	inkomst_belasting/noun	inmiddels/adv	investering/noun	invoer_recht/noun	irriteer/verb	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	kijk_aan/verb	kilo/noun	koers_winst/noun	kop_DIM/noun	kop_positie/noun	kost/noun	kosten/noun	kroon_prins/noun	kroost/noun	laag/adj	laat_na/verb	lach/adj	land/noun	landelijk/adj	langer/adv	langzaam/adj	lidstaat/noun	lig_om/adj	liter/noun	lokaal/adj	loon_belasting/noun	louter/adj	luchtvaart_maatschappij/noun	luistergeld/noun	maandag_avond/noun	maart/noun	mag/verb	meen/verb	meer/adj	meer/adv	meest/adj	men/pron	middel/prep	milieu_belasting/noun	milieuvriendelijk/adj	miljard/noun	minder/adj	minder/det	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	moment/noun	motivatie/noun	munt/noun	nalatenschap/noun	namelijk/adv	nergens/adv	netjes/adj	nieuw/adj	niks/adv	nu/adv	of/vg	ogenblik/noun	om/comp	omdat/comp	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	onszelf/pron	ontbreek/adj	ook/adv	op/adj	op/part	op/prep	opcentiemen/noun	opdat/comp	opslag/noun	oranje/adj	over/prep	overgave/noun	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pas/adv	pensioen_premie/noun	per/prep	persoon_belasting/noun	plastic/adj	poot/noun	premie/noun	prijs_aan/verb	prinses/noun	procent/adj	procent/noun	procentueel/adj	product/noun	productie/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rendement/noun	rente/noun	reserve/noun	richting/prep	roerend/adj	rook/verb	salaris/noun	samen/adj	sanctie/noun	schoen/noun	schouder/noun	schrijf_uit/verb	sigaret/noun	sinds/prep	slechts/adv	smaak/noun	snel_weg/noun	soort/noun	spaar_geld/noun	speciaal/adj	speculatie/noun	sport_wereld/noun	spreid/verb	sta_toe/verb	staal/noun	staat/noun	stad/noun	stadhuis/noun	standaard/adj	statie_geld/noun	steenkool/noun	steevast/adj	stel_aan/verb	stijg/verb	stil/part	strijdig/adj	stroom/noun	stuk_DIM/noun	successie_recht/noun	supporter/noun	systeem/noun	taboe/adj	taks/noun	taksen/noun	tarief/noun	te/adv	te/comp	te/prep	teatraal/adj	teelt/noun	tegelijk/adj	teken/noun	tel/noun	tentoonstelling/noun	tenzij/comp	ter/prep	terwijl/comp	tijd/adj	toast/noun	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	toestemming/noun	tol/noun	ton/noun	transactie/noun	trek_af/verb	triomfantelijk/adj	troon/noun	twaalf/num	uitgave/noun	vanaf/prep	vaststelling/noun	vennootschap_belasting/noun	verdeel/verb	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verontschuldig/adj	verschaf/verb	verschil/adj	verstandig/adj	vertwijfeld/adj	verzekeraar/noun	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voer_in/verb	voldoende/det	voorheffing/noun	voorstel/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorder_terug/verb	vorm/noun	vriendschap/noun	vrijwel/adv	vul_aan/adj	waarde/prep	waarop/pp	waarover/pp	waarschuw/verb	wanhoop/noun	wanneer/comp	weg/noun	weinig/det	welk/det	wetsvoorstel/noun	wettelijk/adj	wijn/noun	wijze/noun	wil/verb	winst/noun	word/verb	zal/verb	ze/pron	zelf/adv	zenuwachtig/adj	zeventien/num	zie_af/verb	zij/pron	zijn/det	zing/verb	zoals/comp	zodat/comp	zogenaamd/adj	zondag_middag/noun	zonder/comp	zoveel/num	zwaar/adj
*/tag	0.0	0.8087956	0.8116345	0.6810499	0.9137286	0.7547427	0.72482383	0.679245	0.77954704	0.70006776	0.6895811	0.68918455	0.7953868	0.9278165	0.8680005	0.9464869	0.87128246	0.9242393	0.7805878	0.908155	0.9136168	0.9072849	0.8901291	0.89977473	0.8609569	0.91405594	0.9143029	0.9288831	0.9092325	0.87846076	0.89228684	0.8318142	0.9378933	0.92762166	0.97617793	0.965889	0.73830914	0.993344	0.92572683	0.7967183	0.7636751	0.8968377	0.8543763	0.9361198	0.9524468	0.8136586	0.8813101	0.88444054	0.97713536	0.91264015	0.9457504	0.81171364	0.9817495	0.878852	0.9090323	0.8779216	0.9245612	0.7558349	0.96123546	0.7370741	0.7986186	0.93206334	0.7685586	0.82228965	0.8668485	0.9070695	0.8117198	0.91741014	0.89408267	0.90663666	0.79033756	0.7383693	0.91501933	0.86281025	0.7592761	0.8988554	0.9388582	0.5359297	0.79701674	0.8791321	0.77134806	0.89852846	0.8705798	0.9350383	0.8132122	0.77372354	0.8063588	0.8518647	0.8880905	0.83673793	0.8364033	0.9352057	0.82528126	0.82016736	0.73615205	0.8205708	0.8527905	0.7673321	0.82938856	0.7584604	0.9370484	0.76427245	0.89978695	0.7485006	0.9298554	0.908033	0.75299203	0.7967739	0.7472222	0.8661607	0.7383201	0.75590026	0.8999947	0.8983342	0.75011444	0.8760849	0.8952691	0.7906091	0.7246313	0.7158327	0.8738487	0.87152016	0.838259	0.88879824	0.881651	0.92235714	0.8639752	0.8835523	0.8883949	0.8872747	0.8432625	0.893624	0.83936524	0.7651157	0.8843832	0.7716849	0.79461545	0.8111013	0.8722229	0.7368391	0.8639002	0.8499205	0.9635219	0.8784845	0.6324706	0.9472206	0.89402753	0.7876347	0.90344197	0.5928699	0.85634303	0.7523802	0.8284816	0.8673664	0.88921005	0.844997	0.76354575	0.7476239	0.7940374	0.8174353	0.7776849	0.7578963	0.82226026	0.67988276	0.8503194	0.8039017	0.8888916	0.800259	0.7866538	0.670964	0.79639304	0.7207104	0.71617997	0.8047826	0.8905728	0.6740211	0.74161744	0.6856748	0.8060312	0.84110785	0.81991565	0.8960767	0.8288026	0.8795262	0.90993243	0.76112354	0.8895599	0.83578044	0.7267871	0.9337816	0.63555056	0.54927945	0.8734444	0.95615554	0.7464455	0.76352006	0.86248934	0.85004187	0.8136804	0.7670102	0.97739124	0.806982	0.8334405	0.8439166	0.9569759	0.7209197	0.9334228	0.84554636	0.95266175	0.8516426	0.8616133	0.9564155	0.84433	0.9132141	0.8288642	0.9855854	0.78968334	0.9167617	0.9686164	0.8377452	0.7901825	0.8873884	0.8149888	0.7983193	0.74787	0.7887773	0.8524967	0.8326597	0.8964082	0.8246957	0.9057778	0.80391717	0.8115486	0.90474397	0.914619	0.90534693	0.8850821	0.9198049	0.8967482	0.88441926	0.94382524	0.79159904	0.85145473	0.6213871	0.95378625	0.8526834	0.84062064	0.9640169	0.894054	0.80186296	0.8676177	0.8457258	0.9567892	0.8467283	0.8434807	0.76875186	0.90290385	0.74695003	0.7568277	0.7572774	0.84293294	0.912472	0.85959613	0.8153337	0.6352129	0.8807486	0.83148015	0.9279126	0.7574073	0.8847468	0.81248045	0.9026147	0.87419015	0.78297067	0.72140133	0.8573071	0.6894451	0.7555299	0.92656314	0.92568403	0.84030104	0.89179164	0.98133886	0.8974259	0.8563047	0.8157079	0.8017442	0.7648542	0.73756313	0.87604785	0.8229804	0.9627182	0.5859306	0.95383316	0.86018634	0.7957647	0.7641832	0.84552854	0.8681418	0.9062892	0.72457445	0.91192067	0.82376075	0.79552555	0.7405182	0.8168168	0.8412827	0.8291748	0.8492404	0.88720775	0.9508035	0.9499306	0.7350952	0.78847766	0.88165915	0.8708842	0.70607877	0.76734173	0.92826796	0.84330547	0.64565986	0.8224147	0.6972977	0.8923474	0.8370759	0.7491125	0.92581606	0.79497075	0.7659109	0.83509845	0.7883282	0.76917493	0.936765	0.7468356	0.82770455	0.8408995	0.8635409	0.8688222	0.8979424	0.86979926	0.9100432	0.79743737	0.80316556	0.73552537	0.9018417	0.7712168	0.93843913	0.90086824	0.89452076	0.7097751	0.7130721	0.9127305	0.8247055	0.8139451	0.72507524	0.881155	0.8601593	0.8400437	0.9617275	0.9432461	0.86812854	0.74484146	0.7735611	0.7153837	0.76147115	0.82144165	0.6937729	0.7807948	0.9388042	0.7555224	0.8301296	0.8602671	0.8821944	0.9263378	0.8438194	0.7410852	0.82662624	0.93723667	0.8343148	0.74186397	0.7558861	0.7696073	0.82906747	0.65786874	0.8691747	0.88098645	0.9658654	0.64310443	0.8130951	0.97306293	0.9210343	0.8648097	0.86024505	0.71624005	0.73563343	0.87147045	0.81507814	0.9762132	0.8444483	0.80677086	0.93346214	0.8400018	0.848739	0.84340584	0.8212821	0.80650234	0.9010151	0.80212283	0.86421824	0.95957226	0.7287295	0.8763184	0.77184105	0.8033758	0.82789147	0.7691347	0.7750546	0.9736091	0.8757377	0.8939146	0.91637266	0.9020266	0.86591595	0.9558807	0.993782	0.85569966	0.84351826	0.8565253	0.92296916	0.76359695	0.92116463	0.71670234	0.87153065	0.78937256	0.80015874	0.71915483	0.8988883	0.90978533	0.7967298	0.7604206	0.9832444	0.8588874	0.83413124	0.79216754	0.9059432	0.8707117	0.92626977	0.9352286	0.7970368	0.75611055	0.85114205	0.88826025	0.8952349	0.8100128	0.59034646	0.73085904	0.8298538	0.9048574	0.8137316	0.8854596	0.89275086	0.90817267	0.8747893	0.76055074	0.9016193	0.9108008	0.8934524	0.98452	0.8200912	0.72019213	0.78566515	0.7868861	0.7871038	0.7848563	0.77105737
1,2/num	0.8087956	0.0	0.6978105	0.3439569	0.8832842	0.40723675	0.30290395	0.33424526	0.46891522	0.2852682	0.404828	0.29523593	0.31536603	0.4570822	0.9101534	0.7773117	0.86861336	0.8874588	0.9729734	0.96280485	0.84390384	0.77125275	0.937721	0.8081355	0.7039373	0.79080135	0.877869	0.9355956	0.9466968	0.9069679	0.95686775	0.9522741	0.77149034	0.6472925	0.9806766	0.9282574	0.8310086	0.9490952	0.9450178	0.84405184	0.6993735	0.7657074	0.9625118	0.86958134	0.93067354	0.9441922	0.7899294	0.993578	0.9714652	0.9307818	0.91711265	0.88095236	0.892632	0.8137306	0.88919353	0.9184102	0.7798232	0.9308679	0.81930983	0.5359328	0.78610337	0.90494424	0.7154487	0.97914886	0.7178741	0.78934085	0.78209734	0.6475104	0.8872072	0.96576905	0.8950893	0.61304855	0.8590806	0.7786066	0.7815517	0.8459439	0.9454566	0.80948204	0.93279266	0.65914583	0.8480201	0.9508451	0.5692046	0.8818622	0.49724197	0.4073184	0.68095726	0.7464112	0.86645085	0.7198889	0.81632864	0.89174974	0.9613507	0.8478006	0.46426696	0.5795857	0.6543421	0.7914855	0.6196116	0.61530477	0.6413524	0.79383796	0.9578243	0.625091	0.97209895	0.7942991	0.58823425	0.6091144	0.5025996	0.54519707	0.47906744	0.5012553	0.7376276	0.66205335	0.39828092	0.81268686	0.716923	0.59190154	0.75292534	0.8619704	0.73550963	0.8609126	0.948055	0.917611	0.82609093	0.7788872	0.88459456	0.95955217	0.72269154	0.711092	0.7452774	0.73514646	0.71420914	0.46669704	0.33871907	0.6593506	0.5449254	0.71463954	0.85751253	0.76755357	0.7269866	0.9691769	0.82264674	0.6484109	0.7325846	0.91687924	0.76780856	0.7828011	0.82999426	0.6981325	0.7926049	0.77891827	0.8259182	0.9767883	0.69922507	0.8915328	0.34062988	0.444153	0.9828846	0.91383857	0.7180983	0.49478167	0.8141251	0.9781497	0.62474	0.89248675	0.7455981	0.52952147	0.55690444	0.89952064	0.55613965	0.4071033	0.86370635	0.9741738	0.9848475	0.8902426	0.72087544	0.7965617	0.7327584	0.8261072	0.84580374	0.93815756	0.6916889	0.651808	0.9446627	0.7411779	0.8117211	0.59851956	0.74629545	0.97848094	0.8619796	0.91993284	0.8920816	0.79785573	0.8476328	0.30468315	0.8835442	0.9293598	0.90903103	0.8762434	0.9897124	0.9431894	0.9643872	0.7682408	0.95739794	0.4594828	0.90310884	0.88131917	0.9533465	0.8442737	0.76290166	0.96862596	0.8869431	0.8607146	0.6030302	0.9575894	0.82742786	0.9834247	0.95248926	0.7685889	0.93794763	0.9251812	0.6347619	0.55476874	0.6584778	0.7851629	0.6929278	0.63776255	0.4375075	0.49973387	0.7280196	0.5839411	0.5824996	0.92376095	0.8367312	0.8408723	0.5023426	0.8176707	0.9374317	0.724555	0.96123576	0.63764894	0.5184185	0.9393121	0.92179567	0.4643951	0.5468294	0.9524219	0.90394807	0.5084684	0.8349346	0.96823734	0.8722477	0.80108845	0.74894	0.88000154	0.8012129	0.83774984	0.5532912	0.74949193	0.6536547	0.84205914	0.6424516	0.7630652	0.9419819	0.788078	0.82072943	0.8286837	0.5334331	0.8434397	0.88376343	0.89395803	0.69871366	0.6058643	0.7535734	0.3042754	0.46006078	0.4055258	0.7489997	0.8127077	0.77718747	0.8411562	0.97409976	0.8274262	0.67038596	0.81829	0.7142297	0.83499455	0.78433	0.82578254	0.94534487	0.85953087	0.6687559	0.85976696	0.82277685	0.6537595	0.5732014	0.63108695	0.6062408	0.89553905	0.780378	0.898435	0.90164703	0.7813337	0.7612465	0.5673217	0.7829129	0.5007615	0.9405173	0.846777	0.96040523	0.92615515	0.66311955	0.92648846	0.7141093	0.76945424	0.9013573	0.5698606	0.9149335	0.62720823	0.32839018	0.6042719	0.7428055	0.8997694	0.4503302	0.8406887	0.9634744	0.44035226	0.3298297	0.6345728	0.6744534	0.6767442	0.85689443	0.808743	0.92286104	0.84514713	0.5916778	0.7079693	0.40326774	0.47694921	0.6155652	0.9224964	0.6188135	0.93849784	0.55358785	0.7974596	0.9027957	0.9551532	0.93642133	0.7490541	0.7804122	0.85184383	0.5677188	0.950212	0.86543876	0.8075771	0.46548462	0.75053895	0.74553514	0.9538418	0.7468897	0.79123473	0.6823285	0.7672346	0.8954725	0.9308209	0.7158847	0.7320992	0.66816664	0.97697204	0.91333413	0.3448575	0.9414372	0.8236499	0.72399724	0.92557204	0.63202727	0.97463566	0.7786047	0.90229267	0.572353	0.58677566	0.50704694	0.7790122	0.82843715	0.9466592	0.9290221	0.80487275	0.7761258	0.97505105	0.8503054	0.9297157	0.80230963	0.7013846	0.6199808	0.87582046	0.9607813	0.9610154	0.8558857	0.7201774	0.9183328	0.6212485	0.58980095	0.8183268	0.6979245	0.523026	0.5093826	0.525393	0.9770836	0.97331154	0.50875974	0.55537707	0.6570672	0.81155187	0.5880453	0.6193697	0.5396727	0.9701785	0.368474	0.75808847	0.9651606	0.80885655	0.8488524	0.8198097	0.97814703	0.6346009	0.6719873	0.95270985	0.9814376	0.7275761	0.77985287	0.5940602	0.79779863	0.5939577	0.8862877	0.6511525	0.8772423	0.7726094	0.69109994	0.77933407	0.9402149	0.79740906	0.7026081	0.488151	0.8044219	0.7431512	0.8704781	0.9686662	0.74941504	0.9395242	0.77242184	0.8543141	0.8870504	0.7447275	0.86727905	0.8784812	0.8080784	0.44782007	0.74790865	0.71290624	0.95279837	0.9036096	0.95196784	0.4965797	0.7927437	0.8218391	0.88532805	0.94934374	0.7865954	0.66086626	0.7270857	0.8976334	0.7781666	0.76246333	0.6567788
1/noun	0.8116345	0.6978105	0.0	0.61781085	0.83745074	0.76512694	0.5643828	0.6990944	0.75236267	0.5358038	0.70009005	0.5884293	0.686247	0.8987348	0.9409301	0.84421647	0.8904989	0.9428986	0.8613868	0.9610054	0.8897335	0.92708516	0.8960275	0.69682884	0.48032582	0.6862043	0.664884	0.97560817	0.9513712	0.9243439	0.88563895	0.9691803	0.9206027	0.73321617	0.89202917	0.89519596	0.85080063	0.99308383	0.98182213	0.8792007	0.6283442	0.77356124	0.97087455	0.7179177	0.95580107	0.93356705	0.7654191	0.96275675	0.914072	0.96449983	0.76340216	0.79446113	0.84816206	0.73221123	0.9187032	0.91917294	0.7680578	0.83421594	0.89606076	0.5335027	0.6681785	0.95473164	0.89698374	0.9933342	0.69896567	0.5529084	0.7365859	0.8441002	0.8011731	0.9635469	0.881568	0.9288961	0.9404495	0.80281085	0.7914812	0.9348327	0.9714702	0.854819	0.956886	0.7129812	0.88756245	0.97223604	0.94151	0.90311295	0.5835651	0.51823497	0.6854276	0.6170154	0.86853147	0.9041344	0.6471683	0.73266286	0.9500338	0.8382561	0.5462577	0.5157007	0.78167564	0.95050836	0.66549814	0.58838034	0.6990378	0.8719304	0.98051673	0.67139626	0.9797438	0.9099289	0.8477746	0.59885234	0.62936795	0.6996808	0.6378424	0.47697937	0.7588243	0.7234824	0.53108174	0.9538046	0.71021974	0.5896118	0.73369443	0.9035632	0.7001288	0.79408944	0.9694959	0.99778354	0.8572811	0.9057956	0.7768627	0.9377783	0.7128831	0.7958026	0.7037535	0.71351373	0.69763005	0.62072086	0.7612254	0.6567066	0.64552563	0.828516	0.8435893	0.9003139	0.7213321	0.8458782	0.8165432	0.53921485	0.85216415	0.88071775	0.9052695	0.8540907	0.78393954	0.8048007	0.8033067	0.6880522	0.8974463	0.83568126	0.7436913	0.8776305	0.5526665	0.49477738	0.9717345	0.96264607	0.72559315	0.6784392	0.7479969	0.96852785	0.76548916	0.934996	0.8175974	0.5581596	0.6810781	0.92662376	0.68768114	0.6172992	0.8449415	0.97831017	0.98457664	0.9226021	0.73546207	0.8460239	0.6730342	0.7665197	0.85170674	0.99058855	0.81767	0.5223962	0.9091206	0.7410517	0.8828935	0.83770514	0.7695492	0.97668874	0.9750773	0.94660044	0.90887284	0.95775896	0.77037525	0.61149055	0.9441307	0.9709626	0.9031396	0.9684853	0.99883115	0.9717633	0.96300113	0.5814795	0.9937985	0.45873362	0.9708241	0.74307907	0.9438248	0.89993584	0.70046484	0.9663133	0.8833873	0.96717167	0.6757876	0.9679586	0.76026523	0.96406883	0.9559182	0.84223443	0.91361064	0.8509369	0.63421726	0.6519278	0.6298502	0.8645754	0.85502994	0.5674195	0.74587715	0.46683925	0.8343767	0.8000262	0.58357275	0.9796467	0.7712611	0.8554381	0.59462154	0.90055424	0.8965138	0.66868865	0.98572785	0.8431142	0.7896047	0.96566325	0.9458386	0.7038488	0.68643415	0.94084984	0.96249044	0.543622	0.9011496	0.9912052	0.7945864	0.6927713	0.7029593	0.8710872	0.58730733	0.8400612	0.7406861	0.7360345	0.6037009	0.88284713	0.71282005	0.7157301	0.8721098	0.43721706	0.7771165	0.87726784	0.8599432	0.8072256	0.8946044	0.8314766	0.7295091	0.54012483	0.70341265	0.72459126	0.7330321	0.71809125	0.93888545	0.86459744	0.6587877	0.72053087	0.9970844	0.8963994	0.74238515	0.836074	0.698949	0.7974994	0.88936037	0.6776504	0.96544355	0.7791933	0.7760325	0.869786	0.75503266	0.68435967	0.66770595	0.7331635	0.5659208	0.90684557	0.9131896	0.7405099	0.89501464	0.8741698	0.73614943	0.6346686	0.770024	0.78412235	0.9906571	0.8539696	0.999115	0.8925268	0.6649327	0.9230688	0.80352616	0.69250345	0.8672381	0.5573344	0.63012564	0.7157235	0.59687614	0.5802356	0.90183395	0.9110692	0.6192626	0.87812126	0.9352007	0.57197905	0.6182904	0.77693737	0.7327323	0.8037492	0.9190889	0.8780671	0.9527004	0.7326155	0.65054023	0.649631	0.7594248	0.6581558	0.8185898	0.950838	0.6277164	0.8754395	0.7482811	0.9383489	0.78914887	0.95532393	0.98304	0.7352241	0.7447052	0.674093	0.7558529	0.9689575	0.8077887	0.88778824	0.7359771	0.7103679	0.7628502	0.96697	0.87570024	0.6633656	0.8441227	0.71143067	0.8799006	0.9144994	0.7483362	0.75546706	0.7760597	0.91894984	0.7195374	0.6163205	0.96486473	0.77862686	0.735644	0.94847715	0.5222534	0.9897293	0.5678345	0.9396142	0.59803486	0.53141177	0.433922	0.8870473	0.72861034	0.9159923	0.9321503	0.9328057	0.76221395	0.9438319	0.8363381	0.85217243	0.7118824	0.84653753	0.79733646	0.8155108	0.98346084	0.94283277	0.85458505	0.6592096	0.8986367	0.74422127	0.68268275	0.7629573	0.6995244	0.78659403	0.63219786	0.66128683	0.99014676	0.9510265	0.7886446	0.81587744	0.3513338	0.664345	0.50444007	0.8202588	0.46452713	0.97751564	0.76038605	0.8699198	0.99898416	0.8460543	0.8235134	0.9393523	0.9991102	0.71130544	0.7201707	0.9621952	0.94411314	0.8804637	0.8578142	0.50790995	0.93007064	0.5333971	0.6121647	0.59584725	0.9504016	0.6469209	0.67822456	0.74106854	0.9845821	0.7886612	0.6431557	0.7476913	0.8026533	0.7398524	0.91247845	0.99638623	0.74770445	0.8975557	0.92100143	0.8051455	0.803336	0.5953047	0.89226824	0.8860836	0.71908784	0.82632333	0.6062288	0.633827	0.95352376	0.8662839	0.95555806	0.8440868	0.78547	0.7927587	0.96795577	0.9931801	0.79793715	0.6782389	0.68391055	0.8482412	0.73549354	0.8800005	0.8304621
