	1/noun	1930/noun	Albanees/noun	Amerikaans/adj	Brit/noun	Brits/adj	Brussels/adj	Europees/adj	Hollands/adj	LPF_minister/noun	Londens/adj	Turks/adj	Vlaams/adj	aanvankelijk/adj	abonnement/noun	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	afloop/noun	agrarisch/adj	algemeen/adj	alleenstaand/adj	alvast/adv	arm/adj	arm/noun	auteur/noun	bank/noun	bank_DIM/noun	bedraag/verb	beeld_DIM/noun	been/noun	behaal/verb	belasting/noun	belastingplichtige/noun	benzine/noun	bepaal/verb	beschik/verb	bestuur_kamer/noun	betaal/verb	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	boete/noun	borst/noun	bouw_op/verb	bovendien/adv	box/noun	brandstof/noun	btw/noun	buitenland/noun	buitenlands/adj	coca/noun	college_geld/noun	daarna/adv	dan/adv	dankbaar/adj	danseres/noun	deal/noun	deelstaat/noun	directie/noun	dring_terug/verb	dringend/adj	dus/adv	dwingend/adj	echter/adv	ecotax/noun	eerst/adj	eigen/adj	elektriciteit_producent/noun	en/adv	en/noun	enkel/adv	entree/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	federaal/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebied/noun	gebruik/noun	gecontroleerd/adj	geheel/adj	gehuld/adj	gelegenheid/noun	gemeente/noun	gewicht/noun	gewoon/adj	gezicht/noun	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	harmonisering/noun	heer/noun	heffing/noun	hemel/noun	her_stelling_werk/noun	heren/adj	het/adj	hinder/noun	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	houder/noun	huize/noun	hulpeloos/adj	immers/adv	industrie/noun	ingevoerd/adj	inkomst_belasting/noun	inleiding/noun	inmiddels/adv	instantie/noun	invoer_recht/noun	irriteer/verb	jongere_organisatie/noun	kabel_bedrijf/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	kijk_aan/verb	koers_winst/noun	kop_positie/noun	kroon_prins/noun	kroost/noun	kunst/noun	laat_na/verb	lach/adj	land/noun	landelijk/adj	langer/adv	langzaam/adj	lever_op/verb	lidstaat/noun	lig_om/adj	liter/noun	lokaal/adj	loon_belasting/noun	louter/adj	luistergeld/noun	maandag_avond/noun	mag/verb	meen/verb	meer/adj	meer/adv	meerwaarde/noun	meest/adj	milieu_belasting/noun	milieuvriendelijk/adj	miljard/noun	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	moment/noun	momenteel/adj	motivatie/noun	nalatenschap/noun	neer/adv	nergens/adv	netjes/adj	nieuw/adj	niks/adv	nu/adv	nut/noun	ogenblik/noun	ombouw/noun	omhoog/adv	omroepbijdrage/noun	onbespeelbaar/adj	onrechte/adj	onroerend_zaak_belasting/noun	ontbreek/adj	ook/adv	op/adv	opbrengst/noun	optie/noun	oranje/adj	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overuur/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pas/adv	pensioen_premie/noun	plastic/adj	poot/noun	premie/noun	prijs_aan/verb	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	reik_uit/verb	rekening/noun	rekeningrijden/noun	rendement/noun	rente/noun	reserve/noun	roep/verb	roerend/adj	sanctie/noun	scheel/verb	schoen/noun	schouder/noun	schuld/noun	sigaret/noun	smaak/noun	snel_weg/noun	soort/noun	spaar_geld/noun	speciaal/adj	speculatie/noun	sport_wereld/noun	spreid/verb	sta_toe/verb	sta_uit/adj	staal/noun	staat/noun	stad/noun	stadhuis/noun	standaard/adj	statie_geld/noun	steenkool/noun	stel_aan/verb	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	systeem/noun	taks/noun	taksen/noun	tarief/noun	te/adv	teatraal/adj	teelt/noun	tegelijk/adj	tel/noun	ten/adj	tentoonstelling/noun	tijd/adj	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	transactie/noun	triomfantelijk/adj	troon/noun	trouwens/adv	vennootschap_belasting/noun	verdeel/verb	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verontschuldig/adj	verplichting/noun	verschil/adj	verstandig/adj	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voer_in/verb	voorheffing/noun	voorstel/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorm/noun	vormgegeven/adj	vriendschap/noun	vrijwel/adv	vul_aan/adj	waarschuw/verb	wanhoop/noun	weg/noun	wetsvoorstel/noun	wettelijk/adj	wijn/noun	wijze/noun	wil/verb	winst/noun	word/verb	zal/verb	zelf/adv	zenuwachtig/adj	zondag_middag/noun	zwaar/adj
1/noun	0.0	0.9052309	0.9211514	0.9256723	0.8387651	0.9222814	0.85968685	0.7344123	0.9805653	0.9338572	0.91137755	0.93737215	0.7694559	0.8000515	0.58710396	0.5522789	0.68478733	0.97161204	0.8446095	0.925052	0.9305718	0.56545097	0.7143142	0.799505	0.8967198	0.94562185	0.94167167	0.7809016	0.9855412	0.56872714	0.9195072	0.96715575	0.8238685	0.3997777	0.63015115	0.6090307	0.5844356	0.90242386	0.9681748	0.4198926	0.68385357	0.85059685	0.9860756	0.71358776	0.90877414	0.86123997	0.6195011	0.7036494	0.62911	0.40192914	0.66545665	0.7166453	0.987275	0.7686724	0.8410978	0.77861094	0.9772758	0.9527578	0.9390668	0.8508061	0.8038139	0.8247836	0.7242645	0.6513019	0.86923414	0.7716898	0.57401705	0.7855755	0.93778694	0.8496406	0.951231	0.6997101	0.6562838	0.85407966	0.859496	0.5788456	0.95830995	0.8837646	0.6642231	0.5730239	0.74893385	0.970737	0.9413702	0.7872173	0.5623769	0.87470293	0.6563015	0.62075555	0.78245056	0.9177562	0.7615104	0.9131093	0.8209051	0.9932911	0.9183038	0.70267177	0.79617417	0.6852821	0.97606647	0.9277349	0.87882084	0.91658044	0.93975055	0.7760024	0.98005664	0.83325636	0.9919015	0.9842856	0.9240739	0.9505284	0.6859242	0.8860196	0.3822987	0.9437951	0.8353685	0.74394083	0.8629484	0.8661351	0.7311404	0.9402832	0.6233855	0.98152816	0.8059914	0.94512737	0.95557255	0.60727847	0.85745573	0.42717755	0.42426747	0.9514229	0.8033837	0.80822897	0.6677176	0.9800351	0.9608523	0.8069767	0.7933709	0.83349526	0.7152869	0.82328534	0.94560695	0.65749955	0.97826624	0.7766983	0.966454	0.91934323	0.9924548	0.9319929	0.908832	0.9352964	0.8153726	0.6381233	0.6464236	0.82177186	0.67389405	0.6331025	0.8897679	0.7196255	0.7375916	0.5602894	0.887895	0.596429	0.90490866	0.70245004	0.8680782	0.840282	0.7485706	0.8096434	0.8683016	0.55304366	0.76792645	0.7131281	0.8283043	0.8292699	0.55416816	0.70524967	0.89383924	0.70767844	0.8555876	0.8472519	0.98365206	0.7996228	0.8115043	0.6791431	0.95086753	0.6886933	0.8567182	0.86435294	0.8558483	0.62432986	0.6378332	0.993213	0.7374985	0.5876769	0.9065386	0.83635765	0.8680784	0.5223724	0.8385456	0.97368556	0.9718467	0.63087535	0.90402937	0.8388894	0.7201719	0.65893185	0.8998732	0.54400766	0.67846155	0.6770704	0.9060123	0.93111974	0.5452441	0.85494447	0.92171395	0.55375504	0.58631676	0.7038858	0.8807259	0.80768377	0.96116674	0.71697533	0.9046184	0.63623345	0.74888504	0.7128897	0.6427357	0.8702856	0.89070374	0.65782535	0.7844663	0.71911967	0.9284112	0.9367527	0.8753341	0.69179064	0.9882895	0.8529897	0.8279698	0.7523651	0.69524777	0.8404067	0.9964137	0.88110775	0.6617623	0.86233103	0.82374316	0.70433533	0.87471914	0.91223204	0.8161228	0.7837718	0.8174818	0.8452339	0.586986	0.6901126	0.9168507	0.5511869	0.5131452	0.6256295	0.56993353	0.39047998	0.8387662	0.9363542	0.93560445	0.7204318	0.8913447	0.769825	0.89095443	0.8762414	0.9064352	0.8401088	0.71222067	0.7772641	0.82712555	0.5968076	0.7701603	0.7417141	0.96120054	0.958631	0.8971759	0.51027656	0.8146469	0.45095247	0.98976797	0.7133517	0.8890105	0.98979473	0.69826543	0.832003	0.9661403	0.76753503	0.9567108	0.9454304	0.76504856	0.831376	0.46307027	0.5287721	0.6777066	0.48330015	0.9310334	0.6288617	0.6877752	0.9073319	0.9949172	0.82823324	0.5875734	0.87735224	0.9781858	0.86667895	0.764874	0.5689024	0.85416615	0.82469976	0.6943354	0.7711754	0.567588	0.6229739	0.85786104	0.9722749	0.9522891	0.849658
1930/noun	0.9052309	0.0	0.92909425	0.8908411	0.89431894	0.7296909	0.9366733	0.9195254	0.8674369	0.9945735	0.76979244	0.9292476	0.92893016	0.9211982	0.93363726	0.97136444	0.94901055	0.8063109	0.8761304	0.9626726	0.9250019	0.9487509	0.9089074	0.9513705	0.8995414	0.88041157	0.88565207	0.9394992	0.9540291	0.9860681	0.81864846	0.8581887	0.980062	0.98023707	0.9045064	0.94947743	0.943849	0.96099263	0.86669964	0.9806128	0.956153	0.9643258	0.90570873	0.9950649	0.85495687	0.91004205	0.9365426	0.9161196	0.9595762	0.97635406	0.88066494	0.94169515	0.9592966	0.95498526	0.8467646	0.91414994	0.8394972	0.7515172	0.9555084	0.93267775	0.940035	0.94619477	0.9044077	0.94081396	0.8219423	0.8867496	0.9775657	0.84483624	0.8738071	0.9399341	0.9254016	0.9756113	0.9319197	0.8588344	0.95083237	0.9798691	0.9499869	0.9333937	0.92609817	0.9704887	0.9530878	0.85649055	0.9617196	0.95673186	0.956335	0.9146047	0.9490628	0.9975075	0.97440207	0.928342	0.97278255	0.949626	0.860678	0.7372575	0.90610874	0.92178077	0.96924317	0.9951743	0.92326605	0.95056325	0.96987945	0.93479335	0.8440403	0.9506322	0.87588423	0.7986649	0.9737375	0.9709566	0.8892813	0.9103303	0.9256085	0.9922987	0.9593568	0.86545473	0.78432816	0.7813025	0.80991626	0.9716128	0.9510077	0.9308405	0.95568633	0.9124685	0.9628676	0.92256725	0.8971033	0.8926474	0.8791204	0.93274236	0.967256	0.8046018	0.87422657	0.9193561	0.9927559	0.95894843	0.93933976	0.9196575	0.9388304	0.9666867	0.9719012	0.9421029	0.7835325	0.96862054	0.92564684	0.9173378	0.89917225	0.7521094	0.8335866	0.83430326	0.9428257	0.8107616	0.9011319	0.9478214	0.93472534	0.8841177	0.97242033	0.9320078	0.92533416	0.9943016	0.95587647	0.93817717	0.8223995	0.96976644	0.9241623	0.8766992	0.879683	0.9512264	0.98022014	0.9681193	0.8271482	0.9677303	0.9273598	0.974892	0.9375268	0.8973673	0.8753789	0.9739319	0.92976326	0.9318372	0.9886798	0.86908567	0.88242114	0.8636019	0.95522547	0.81747407	0.9351858	0.885336	0.9662615	0.91738313	0.9625043	0.89430696	0.9244443	0.8424442	0.84145963	0.9791776	0.92111254	0.93773717	0.92770493	0.97698796	0.9806719	0.9255387	0.8519515	0.90426064	0.9886309	0.9677485	0.95524096	0.8931614	0.9794471	0.9477064	0.8439492	0.9494524	0.9157142	0.9315041	0.96989185	0.86305285	0.65525365	0.9576373	0.96682584	0.8945458	0.94543463	0.89297616	0.9298884	0.88529706	0.75833446	0.97581255	0.9054618	0.94908893	0.96819144	0.9324547	0.92500854	0.96519136	0.9560131	0.99711037	0.866734	0.90762967	0.935582	0.9490624	0.88027316	0.9589777	0.9687531	0.9580771	0.90624964	0.9336906	0.8294793	0.8248023	0.91936576	0.97598666	0.9573839	0.93535334	0.8701133	0.83145094	0.9581754	0.9775449	0.9334924	0.80707836	0.93790394	0.9176855	0.94142485	0.9348869	0.9363961	0.93528956	0.97311234	0.9727291	0.9664513	0.8014405	0.9291623	0.90388256	0.96665376	0.845189	0.85973537	0.94894195	0.94838655	0.9157171	0.9208887	0.99119866	0.90966415	0.925179	0.9762576	0.95379514	0.941031	0.63743806	0.9123796	0.9387315	0.9080795	0.97228956	0.9302305	0.93482906	0.8694902	0.88105005	0.9016798	0.8559066	0.9050073	0.9295594	0.95486784	0.91985935	0.8510048	0.96511626	0.9246107	0.97030157	0.93757415	0.9618491	0.87914324	0.98741215	0.9631789	0.8242257	0.8291315	0.8820472	0.9557505	0.8792936	0.87326485	0.95325476	0.9675405	0.945627	0.9447641	0.8629861	0.90240246	0.9224453	0.82333595	0.8687805	0.8869615	0.9338207	0.9064927	0.97093457
Albanees/noun	0.9211514	0.92909425	0.0	0.90721405	0.92604136	0.9546719	0.9286458	0.80871457	0.93865824	0.9273057	0.9337936	0.85669553	0.900414	0.8739688	0.9388359	0.93579876	0.90602845	0.9266486	0.7643667	0.916429	0.7600753	0.97388214	0.8754732	0.86202	0.710446	0.89725477	0.9410921	0.808334	0.9475888	0.9205996	0.94739175	0.94982225	0.9187704	0.82971126	0.9013546	0.9368915	0.9269934	0.8547853	0.9586903	0.8658043	0.8174889	0.9207651	0.9239231	0.96675813	0.9453645	0.87804675	0.8884199	0.7862196	0.89905345	0.90423965	0.67874324	0.7706049	0.8556188	0.9541527	0.9470297	0.93352497	0.96021694	0.9111967	0.96796286	0.8299285	0.9211583	0.88151497	0.92065656	0.85807383	0.9424168	0.86707586	0.9530836	0.99058884	0.8725483	0.86207104	0.93792474	0.97230107	0.870739	0.93699265	0.9078553	0.90037495	0.93419784	0.8780202	0.89845586	0.90310246	0.9041676	0.83288026	0.9251106	0.8903818	0.8245788	0.91542906	0.92396563	0.90700024	0.9151215	0.6886301	0.93503183	0.7935469	0.8042993	0.9210986	0.94551027	0.8020042	0.9367835	0.8599794	0.9804815	0.9632916	0.9299184	0.962024	0.88288975	0.80807775	0.95421654	0.9262101	0.99332494	0.99713	0.92559195	0.9440749	0.9284828	0.9198026	0.834371	0.92863286	0.9599583	0.95447433	0.9448142	0.84380233	0.7630884	0.9735775	0.9232724	0.8999721	0.8973918	0.9231816	0.87272865	0.9196418	0.83892715	0.91624874	0.851622	0.97775215	0.8585334	0.86502	0.9305584	0.92831624	0.93008554	0.9127648	0.9400924	0.97239345	0.9329723	0.8882136	0.9678992	0.9921703	0.95141745	0.87213874	0.97423726	0.93696105	0.9636063	0.98581725	0.91569626	0.93386555	0.72182745	0.82011914	0.9225402	0.9046476	0.889422	0.8127552	0.7324196	0.9573736	0.8652411	0.9254138	0.92209786	0.9901598	0.89182293	0.9257757	0.957645	0.9118923	0.896729	0.89267933	0.7970284	0.9076912	0.90203923	0.8897904	0.90987563	0.92660207	0.93276083	0.9264479	0.82490855	0.87649536	0.8940115	0.8783474	0.9204675	0.905939	0.8408413	0.9714772	0.8579239	0.8933575	0.95354116	0.98834664	0.9528466	0.9490648	0.95985776	0.87882024	0.95612043	0.9757125	0.9438269	0.9041266	0.9460163	0.8600844	0.9155839	0.91620517	0.9616366	0.8736876	0.88429767	0.8591711	0.96849805	0.88140273	0.9170972	0.80221105	0.9556425	0.91725683	0.9155677	0.9666785	0.9017776	0.913359	0.9798144	0.7934256	0.86540514	0.9097039	0.92795426	0.68720245	0.9257484	0.91615605	0.9227636	0.85856843	0.894993	0.8256979	0.7986559	0.88461137	0.9459126	0.7925507	0.94055736	0.8920646	0.9534578	0.9723707	0.9026866	0.9289618	0.9691422	0.8403927	0.9488181	0.76171947	0.93094504	0.9015841	0.95083463	0.7379653	0.8367222	0.87061226	0.92692673	0.7487896	0.75169635	0.9190762	0.85830724	0.9246145	0.85454506	0.9289869	0.940162	0.81305486	0.93254423	0.87726283	0.93635875	0.8877007	0.89927506	0.8654929	0.94956785	0.89824104	0.83486843	0.8978541	0.9571593	0.9443868	0.9719692	0.96045995	0.90136105	0.87508094	0.9411981	0.9145153	0.8888449	0.8834505	0.9713881	0.89386	0.88175726	0.9663546	0.93648213	0.8806882	0.73349774	0.9613187	0.9538855	0.8232074	0.90202373	0.9688755	0.9431217	0.8500742	0.80397856	0.8201848	0.96355927	0.9795355	0.9049138	0.7837588	0.88124245	0.7963331	0.9382001	0.82014906	0.95237714	0.9322169	0.942394	0.96081966	0.9703381	0.7710463	0.9782716	0.9106346	0.9044976	0.9205375	0.9462093	0.9121945	0.9254858	0.9051265	0.8826288	0.87863904	0.8794205	0.8826613	0.9329927	0.95548105	0.7961052	0.9353902
Amerikaans/adj	0.9256723	0.8908411	0.90721405	0.0	0.8371801	0.44088906	0.8432427	0.57315326	0.9364327	0.9788678	0.8162937	0.5585015	0.6529242	0.79511696	0.8760324	0.76124036	0.7894398	0.8169472	0.8195682	0.96099246	0.77664477	0.88216275	0.9546181	0.8524471	0.8794526	0.97229207	0.79551166	0.6116295	0.9463542	0.8552669	0.94892347	0.9727181	0.91554177	0.75285566	0.79334795	0.93532836	0.6757327	0.9206288	0.90161633	0.7865316	0.6583683	0.8590379	0.8915888	0.8235918	0.9432664	0.8331008	0.7311168	0.8588089	0.8704725	0.82357883	0.827443	0.53584844	0.8549609	0.83206016	0.9629875	0.91842794	0.9618308	0.9170375	0.7125783	0.66678756	0.83720154	0.78423417	0.7909578	0.8816558	0.8853265	0.78510994	0.8692771	0.9513438	0.8640244	0.6002123	0.9600883	0.97130865	0.89291614	0.9317186	0.93913645	0.8554028	0.9431622	0.9777366	0.77375066	0.80176127	0.59318376	0.96717304	0.89794636	0.6630036	0.7785567	0.91866684	0.87369645	0.9034531	0.91621274	0.8235663	0.8016546	0.7262351	0.8493936	0.9232479	0.9229984	0.86353153	0.90827173	0.9116561	0.96435887	0.8913648	0.97288424	0.93460447	0.9445624	0.8664762	0.8773464	0.95595354	0.9546752	0.9659603	0.8729044	0.9646635	0.82552814	0.9887848	0.7389984	0.9417521	0.95375645	0.9895033	0.96975446	0.95255226	0.91225106	0.925151	0.7783962	0.92078036	0.8713993	0.9544537	0.9692302	0.71347404	0.6369067	0.82556784	0.78425896	0.9198408	0.7076498	0.7448534	0.70019794	0.880865	0.94916224	0.69007313	0.91122824	0.8746501	0.87810767	0.9552559	0.86979246	0.92036915	0.9014782	0.7827641	0.95763785	0.89789283	0.96148455	0.88666624	0.85738087	0.94988215	0.73228747	0.79021907	0.7863169	0.94133955	0.7940188	0.7461487	0.8969068	0.97286695	0.62098634	0.8381728	0.84668815	0.8953053	0.965482	0.8808604	0.761021	0.9054866	0.9207114	0.833079	0.8230884	0.8780736	0.86783874	0.71962714	0.905362	0.6809157	0.83443576	0.8334293	0.912411	0.79551476	0.95601803	0.90884316	0.92292035	0.95552605	0.9471377	0.805462	0.97713006	0.8851721	0.89975184	0.9126184	0.90438426	0.8549415	0.878006	0.9227262	0.85967183	0.90372473	0.8835893	0.8788421	0.9440397	0.78962636	0.838251	0.96133417	0.9539145	0.6785654	0.957979	0.8080132	0.922517	0.6454168	0.9685516	0.76589537	0.94225866	0.8409379	0.9273238	0.846159	0.86852306	0.84473825	0.9502677	0.8126739	0.74499035	0.6998664	0.8926973	0.80991757	0.90165776	0.65594286	0.93801343	0.76265836	0.8671362	0.83411837	0.70716804	0.7818939	0.9223346	0.85555226	0.7641559	0.8683074	0.9516007	0.9695032	0.7144615	0.8832675	0.9428367	0.9311304	0.88958335	0.77147746	0.861989	0.7423096	0.84004277	0.9310403	0.737078	0.84180796	0.7096292	0.70095605	0.91964436	0.98219484	0.92131305	0.8551606	0.84438473	0.85501915	0.8069026	0.85126776	0.9709137	0.8266329	0.8193505	0.8618975	0.7834597	0.7358038	0.95128465	0.9735384	0.8017144	0.82239795	0.96172607	0.8843228	0.9536412	0.8591393	0.95167005	0.79228026	0.94805336	0.8764452	0.8273832	0.91727924	0.9150245	0.7295053	0.9436291	0.8590669	0.89722764	0.78118926	0.8408383	0.70457417	0.9107045	0.85923654	0.88945675	0.9658779	0.7222574	0.7698184	0.9255531	0.8949719	0.9500052	0.8979408	0.81054926	0.8344796	0.76965714	0.8276057	0.78195083	0.78866833	0.9338848	0.82114196	0.88647866	0.8952228	0.96814895	0.7970546	0.8535496	0.5820098	0.9463192	0.9755154	0.7655059	0.78249717	0.9561264	0.9011556	0.70771563	0.78034043	0.85241556	0.7493774	0.79229116	0.9483875	0.95877063	0.835836
Brit/noun	0.8387651	0.89431894	0.92604136	0.8371801	0.0	0.6093466	0.88020015	0.8866198	0.8146707	0.82040596	0.58380276	0.69226277	0.9241463	0.7951491	0.90031976	0.89637905	0.95794547	0.7535779	0.8907996	0.91736823	0.94096464	0.83009213	0.91211605	0.8452525	0.83450115	0.88108885	0.7647163	0.84872305	0.8817502	0.8471566	0.93315744	0.91646	0.93056405	0.87435395	0.9444927	0.86804914	0.87178266	0.90611523	0.9348677	0.8666512	0.87903696	0.90682095	0.9016807	0.90425664	0.89667904	0.87554765	0.8733486	0.9634575	0.8416089	0.9218092	0.8836052	0.79711276	0.96881837	0.9135428	0.88303006	0.9296733	0.8491503	0.7996913	0.8702476	0.930282	0.8606262	0.9087055	0.88061124	0.931889	0.93084276	0.8544508	0.93528414	0.8072708	0.93349516	0.9140525	0.9046044	0.87880665	0.844602	0.88088405	0.9337589	0.9047606	0.8345308	0.8412407	0.9146664	0.87489265	0.94127494	0.93346083	0.9598354	0.90474474	0.8250403	0.91699314	0.8941379	0.90342224	0.91583484	0.95255154	0.8846996	0.92948574	0.9175507	0.87182796	0.8715482	0.85065013	0.9223007	0.92861676	0.9412496	0.88815916	0.9326483	0.8862889	0.92394	0.9648693	0.85720104	0.93243825	0.9175224	0.97142094	0.84665895	0.8964426	0.9473389	0.9459108	0.85278386	0.84462243	0.94346297	0.9775275	0.83040243	0.9179523	0.9707065	0.9375231	0.8818987	0.8985057	0.7985874	0.94275427	0.81315005	0.89777666	0.8846109	0.77549917	0.88735336	0.95332307	0.7974731	0.8966741	0.92678714	0.88578904	0.94118506	0.8405683	0.9441245	0.93323916	0.9197479	0.94478077	0.8116761	0.83726996	0.891937	0.9218622	0.842619	0.8162173	0.962017	0.92042994	0.82859266	0.9703627	0.86355263	0.8093339	0.89119774	0.8772876	0.8444781	0.9092731	0.91341615	0.8709424	0.8240855	0.9595865	0.94277495	0.80517006	0.8735394	0.8704486	0.8683787	0.88470817	0.8618077	0.88957214	0.80308646	0.9350582	0.94210374	0.8697285	0.9585251	0.8295262	0.88725746	0.83650506	0.8453336	0.8697822	0.97362274	0.9287094	0.9102151	0.924594	0.90214086	0.90996975	0.96702236	0.7883133	0.9561706	0.88847655	0.97909075	0.8955158	0.90285283	0.96745974	0.91875577	0.9677055	0.93973684	0.9002011	0.93884426	0.8612078	0.9008289	0.9138771	0.88748527	0.85158813	0.8585547	0.96824217	0.9380129	0.74017966	0.90797764	0.87350297	0.89231646	0.93197745	0.8801855	0.9073798	0.9328164	0.89533067	0.85188127	0.9605416	0.91222847	0.9371973	0.9368632	0.81985176	0.6610154	0.8575537	0.9379431	0.96547496	0.90282184	0.96342576	0.9308991	0.9030964	0.83443755	0.94342667	0.91396123	0.95239395	0.89653337	0.8799631	0.9265694	0.83475006	0.8874542	0.9806069	0.91783863	0.90295255	0.8152034	0.77464765	0.8755942	0.9472071	0.8946555	0.9265582	0.94973665	0.93176585	0.8907041	0.94338566	0.8861523	0.8802359	0.9511595	0.8897339	0.90501	0.9251603	0.9616893	0.96453756	0.8615687	0.81655663	0.918156	0.9317009	0.92596465	0.9396011	0.9623476	0.8398761	0.9548012	0.92121595	0.91399443	0.96340996	0.9056095	0.93909705	0.93927425	0.8358676	0.9522585	0.93705606	0.8744383	0.8879087	0.8780254	0.70260596	0.9031624	0.9528977	0.91928065	0.92381734	0.97466	0.93166214	0.8537065	0.7932128	0.93603414	0.87187916	0.93515396	0.8825101	0.92729324	0.9651946	0.87127495	0.87631655	0.8640815	0.9243518	0.8984578	0.78895557	0.87660265	0.9392652	0.9493186	0.911963	0.9395369	0.8664746	0.91233146	0.90716815	0.8664882	0.9430187	0.89159906	0.919952	0.9032094	0.9024111	0.87898827	0.9132335	0.8096109	0.8054122	0.8154867	0.86120903	0.93713385	0.94822735
