	1930/noun	Albanees/noun	Amerikaans/adj	Brits/adj	Europees/adj	LPF_minister/noun	Londens/adj	Vlaams/adj	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	alleenstaand/adj	arm/adj	arm/noun	beeld_DIM/noun	been/noun	behaal/verb	belasting/noun	bestuur_kamer/noun	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	borst/noun	bovendien/adv	box/noun	college_geld/noun	daarna/adv	dan/adv	dankbaar/adj	deelstaat/noun	dringend/adj	dwingend/adj	echter/adv	eerst/adj	en/noun	enkel/adv	entree/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebruik/noun	gehuld/adj	gemeente/noun	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	heer/noun	hemel/noun	her_stelling_werk/noun	het/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	huize/noun	hulpeloos/adj	immers/adv	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	invoer_recht/noun	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	koers_winst/noun	kop_positie/noun	land/noun	landelijk/adj	langzaam/adj	lidstaat/noun	liter/noun	lokaal/adj	loon_belasting/noun	luistergeld/noun	maandag_avond/noun	mag/verb	meen/verb	meer/adj	meest/adj	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	nergens/adv	netjes/adj	nieuw/adj	nu/adv	ogenblik/noun	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ontbreek/adj	ook/adv	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pensioen_premie/noun	poot/noun	premie/noun	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rente/noun	roerend/adj	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	soort/noun	spaar_geld/noun	sport_wereld/noun	staal/noun	staat/noun	stad/noun	statie_geld/noun	steenkool/noun	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	taks/noun	taksen/noun	tarief/noun	te/adv	teatraal/adj	teelt/noun	tegelijk/adj	tel/noun	tentoonstelling/noun	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	triomfantelijk/adj	troon/noun	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verschil/adj	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voorheffing/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorm/noun	vriendschap/noun	vrijwel/adv	waarschuw/verb	weg/noun	wil/verb	word/verb	zal/verb	zelf/adv	zenuwachtig/adj	zondag_middag/noun	zwaar/adj
eerst/adj	0.71608925	0.9502159	0.83356756	0.7888495	0.83048934	0.99417526	0.8037559	0.91975963	0.8370336	0.9727766	0.97227854	0.8979103	0.833964	0.9499093	0.8841828	0.8856966	0.91331005	0.89076567	0.77926517	0.9548323	0.9470816	0.94618595	0.9622742	0.9844343	0.9491169	0.8754909	0.94826007	0.99119174	0.8729467	0.94359976	0.95888364	0.9120246	0.921288	0.97365314	0.8667004	0.0	0.92617947	0.8912036	0.91065633	0.89070946	0.94746554	0.8967492	0.8417162	0.93057203	0.93522525	0.9743007	0.99666035	0.91652924	0.96285874	0.9517394	0.850258	0.947221	0.9002828	0.9143287	0.9575913	0.9377771	0.9575963	0.8954486	0.9371162	0.98467034	0.80001587	0.9755055	0.9007573	0.9481114	0.9056983	0.9321865	0.9598837	0.8598318	1.0	0.8841462	0.9137832	0.95951706	0.24154133	0.9889293	0.86739755	0.9321162	0.9476003	0.9328006	0.94120246	0.8361726	0.8244455	0.9589209	0.83873606	0.9845305	0.93744314	0.80516917	0.97632724	0.9657757	0.913805	0.97736555	0.9738626	0.9549345	0.8812244	0.9182671	0.8721628	0.94219637	0.94779867	0.917593	0.9836035	0.9901133	0.91367227	0.8543916	0.88392335	0.94786435	0.8543149	0.93544126	0.95170534	0.9606385	0.90587175	0.95126694	0.9491814	0.8762839	0.8783463	0.90547115	0.9397521	0.98801583	0.98535824	0.9612978	0.91270214	0.96126395	0.92713207	0.9685482	0.98359215	0.89958787	0.95789385	0.9245033	0.98834616	0.94480026	0.9501412	0.83445203	0.93249893	0.93788356	0.8938913	0.8741437	0.9301089	0.95541906	0.9008628	0.92136806	0.9792203	0.9714553	0.94231945	0.93384653	0.9217094	0.9248468	0.9311718	0.94898415	0.8465283	0.96054786	0.95137507	0.9543258	0.8296966	0.8622067	0.985687	0.9352493	0.90406764	0.9414693	0.902463	0.9790397	0.9656448	0.97891396	0.9699868	0.9359084	0.9566721	0.9314102	0.8833543	0.9665339	0.8190534	0.89589643	0.93298084	0.97999656	0.8927861	0.9794674	0.9762617	0.950179	0.8914615	0.80579305	0.95419	0.95612264	0.93990517	0.9791686	0.8881463	0.9566226	0.9353338	0.99042434	0.92886627	0.86934996	0.9794604	0.9065852	0.93410623	0.9444626	0.9010029	0.9144324	0.83964795	0.90613526	0.88411456	0.9086336	0.46109635	0.9250617	0.8889094	0.9832424	0.9175603	0.89278257
en/noun	0.95594686	0.9729821	0.9382648	0.92372197	0.9429744	1.0	0.95437706	0.9224433	0.91481614	0.99052376	0.93142605	0.9510815	0.9209518	0.9515226	0.9469283	0.9308933	0.9630105	0.94571483	0.9361751	0.95218354	1.0	0.9446693	0.97012293	1.0	0.9623866	0.9233909	0.9592462	0.9805541	0.9458288	0.9821922	0.9850247	0.9482648	0.956714	0.95950484	0.87524915	0.92617947	0.0	0.9190396	0.90193415	0.98862547	0.91976434	0.9628428	0.94407934	0.9387988	0.9338418	0.9599368	0.99058616	0.9319483	0.96986383	0.9535166	0.93226403	0.91478664	0.94431907	0.9238857	0.98501855	0.9099597	0.9686634	0.9404004	0.9573779	0.9639388	0.92586565	0.97037804	0.91880125	0.98944104	0.9565623	0.9853467	0.97373503	0.93854564	0.9569574	0.9200231	0.9338566	0.9867661	0.91997004	1.0	0.916688	0.9571466	0.98448026	0.9700632	0.99872226	0.92431116	0.98473424	0.98496056	0.9076892	0.9992053	0.9306099	0.9374672	0.9539371	0.9640142	0.9290512	0.9173754	0.9720108	0.9953207	0.90165067	0.9368516	0.954118	0.9455718	0.91919047	0.9338587	0.981968	0.91676575	0.97147644	0.8855146	0.89869785	0.93256366	0.9277021	0.96615744	0.91541034	0.9622607	0.9582138	0.9421728	0.96163595	0.91548145	0.93004096	0.9243562	0.92383975	0.99425805	0.9587691	0.98424405	0.88748795	0.9648596	0.91761994	0.9631107	0.9817382	0.9086411	0.93750834	0.9553487	0.9512254	0.9792573	0.9311954	0.96077996	0.9596197	0.9362712	0.9518863	0.95366216	0.9199248	0.9720329	0.92467755	0.92998374	0.99560696	0.9464648	0.95782214	0.9822124	0.9530621	0.95459783	0.96419495	0.95440984	0.94136274	0.99261427	0.97275275	0.9437931	0.9356003	0.93619907	0.99183893	0.9823719	0.92021173	0.95716673	0.95937467	0.93616474	0.98577076	0.9995023	0.9419956	0.98078835	0.98091966	0.9802036	0.9222383	0.95803595	0.9352216	0.9683541	0.8829109	0.95916575	0.91687053	0.95445377	0.9797289	0.9764365	0.9951041	0.98720163	0.958572	0.99992007	0.9200021	0.96466506	0.92355454	0.968843	0.93731344	0.9991323	0.8924651	0.9454398	0.9873348	0.9303558	0.95202756	0.9500345	0.93097013	0.9714619	0.91322815	0.8820108	0.9481089	0.9170868	0.9076638	0.9637082	0.92167574	0.97891647	0.9517882	0.9418137
enkel/adv	0.95203966	0.96875846	0.92015237	0.9261842	0.8920764	1.0	0.9546805	0.84551775	0.8766663	0.96968436	0.92872775	0.9469603	0.87904423	0.94838774	0.9246843	0.90580577	0.9679441	0.9150214	0.8211679	0.9194377	0.9698944	0.94002485	0.9738381	0.98514473	0.94082814	0.8565608	0.95576674	0.99474543	0.847635	0.9143927	0.9322524	0.96991146	0.88589776	0.94668686	0.8740585	0.8912036	0.9190396	0.0	0.94982225	0.9587972	0.90966153	0.87247705	0.85808516	0.9150488	0.89237976	0.98130447	0.9887722	0.9160096	0.9710189	0.9799982	0.91582644	0.90613186	0.89163387	0.9136443	0.979474	0.8911011	0.93281025	0.8900577	0.94023097	0.97766465	0.8881381	0.95293707	0.88141763	0.94907033	0.94363403	0.945337	0.98146564	0.8774808	0.9975655	0.8701636	0.93072695	0.9653772	0.8689452	0.98050296	0.8759001	0.9134338	0.9117106	0.93563426	0.9762125	0.82921815	0.98152775	0.98502606	0.8881523	0.9787274	0.8818417	0.86617017	0.9838823	0.97889227	0.87013584	0.9962706	0.967052	0.9507226	0.9211445	0.9137015	0.91871125	0.9481337	0.9252541	0.89234895	0.9787819	0.9926464	0.8872367	0.81274116	0.8513032	0.86824775	0.8886033	0.9011524	0.95917857	0.9005841	0.84831655	0.9220785	0.93366873	0.85300666	0.89985806	0.91080856	0.94182444	1.0	0.9859319	0.9830268	0.8295993	0.9261872	0.9085663	0.9449906	0.98544174	0.8977939	0.92677164	0.95234907	0.9981544	0.91965306	0.9270563	0.9397777	0.9603235	0.9197052	0.9174538	0.89394325	0.8715548	0.9725959	0.916384	0.8716455	0.9991264	0.94510734	0.9734923	0.92596555	0.93441963	0.91616005	0.9378617	0.9249481	0.89780295	0.9853901	0.9756119	0.94614416	0.933379	0.89582646	0.99664867	0.99013364	0.9003392	0.93307817	0.8799769	0.97816783	0.97476566	0.9758409	0.92492133	0.8796524	0.97407085	0.96874285	0.93025947	0.9349969	0.91926926	0.8761681	0.9074606	0.94652563	0.8612087	0.9567437	0.9819295	0.956738	0.9537836	0.9724368	0.9179508	0.9720925	0.9099512	0.9618055	0.87873507	0.96612364	0.9159433	0.95024294	0.93969715	0.9149089	0.9727931	0.8587876	0.9282434	0.9140966	0.8954658	0.95800424	0.9422581	0.89413863	0.8538553	0.8719652	0.9156272	0.88739914	0.86824965	0.9148282	0.92180663	0.82738376
entree/noun	0.9056359	0.9362222	0.92396384	0.9179341	0.9574547	0.96804523	0.93925554	0.9622175	0.91996	0.9589107	0.9837257	0.957168	0.92056525	0.9329778	0.93846565	0.9608038	0.9474533	0.9355892	0.9195518	0.95212895	0.9805739	0.9521639	0.934671	0.96968514	0.9536294	0.93295646	0.93525463	0.9719402	0.94313407	0.9730648	0.9567207	0.97115564	0.9624087	0.96797425	0.9590382	0.91065633	0.90193415	0.94982225	0.0	0.9614613	0.8581248	0.96847254	0.8865794	0.94048136	0.90007365	0.9330205	0.9651138	0.95813257	0.96579623	0.92334765	0.9549265	0.89025986	0.95919013	0.9672881	0.969124	0.937835	0.91394573	0.9509484	0.8717423	0.92273355	0.9085572	0.96202695	0.96155524	0.96342826	0.9314974	0.9300696	0.96759015	0.9575397	0.9976788	0.9495426	0.9667376	0.9649224	0.91558963	0.95975876	0.94737625	0.9379428	0.96643716	0.9446202	0.95195293	0.9633182	0.9642715	0.9356574	0.8964741	0.9723957	0.976399	0.9367194	0.9827327	0.9467663	0.9526627	0.9880636	0.92562366	0.97602886	0.9566545	0.93478596	0.96569633	0.9644542	0.8955511	0.95952994	0.963497	0.9931767	0.9025661	0.9576527	0.94321436	0.9065745	0.9781519	0.9471589	0.97062814	0.96760243	0.95686364	0.9599421	0.962151	0.9449534	0.94902766	0.95687395	0.89561516	0.98528576	0.9903716	0.9646963	0.95433414	0.9505786	0.9535399	0.98220545	0.9611101	0.93799305	0.91471905	0.9315822	0.97485274	0.96820045	0.9012568	0.9419626	0.92267793	0.8949483	0.958087	0.97118914	0.9532208	0.9339093	0.97252905	0.9200581	0.9823639	0.9074931	0.96544504	0.9740253	0.93866414	0.9606808	0.90071785	0.962076	0.9416246	0.9624615	0.9751349	0.93541723	0.95801157	0.9554432	0.9254458	0.9744654	0.8977594	0.9369249	0.9407851	0.94924885	0.96294045	0.9492375	0.86493224	0.9765498	0.95681304	0.9563428	0.95892686	0.91197217	0.8962131	0.9645604	0.6937625	0.7584972	0.95918214	0.9233076	0.91216624	0.9455399	0.96726227	0.9395168	0.8894253	0.9823172	0.9389377	0.97525114	0.95505255	0.9368135	0.97105205	0.9761794	0.96009344	0.94014716	0.9494894	0.93860453	0.95726854	0.9804132	0.96482164	0.95196366	0.93682146	0.95514596	0.9438338	0.9718133	0.90917313	0.9599241	0.9566126	0.9866593	0.9004305	0.96862954
ere_burger/noun	0.88952696	0.9859909	0.9520287	0.9500397	0.95950776	1.0	0.96313095	0.9441587	0.96088547	0.98454386	0.98125166	0.9560432	0.93149966	0.9856664	0.9860457	0.95602167	0.9497967	0.956297	0.9331952	0.987023	0.99254584	0.9849586	0.961093	0.9867154	0.97861266	0.98256385	0.97748536	0.99161536	0.9739503	1.0	0.97938883	0.9619426	0.9724106	0.9978039	0.9748956	0.89070946	0.98862547	0.9587972	0.9614613	0.0	0.97896475	0.9881524	0.959527	0.9885046	0.98149186	0.97585565	0.9889171	0.9815102	0.994453	0.96131957	0.9773907	0.9765747	0.99333614	0.9820696	0.9568623	0.94160646	0.9739134	0.9964194	0.9638981	0.9716649	0.956814	0.9713982	0.96110284	0.9976102	0.9821473	0.95523757	0.9677266	0.97693914	0.99765396	0.97449195	0.9355393	0.96314687	0.9050869	1.0	0.9735074	0.99528766	0.9727784	0.9593329	0.98934585	0.9840961	0.92963606	0.9856397	0.94595224	0.9812166	1.0	0.9418969	0.9828789	0.995852	0.90694	0.9835832	0.9948445	0.98814136	0.98432976	0.9737199	0.9885069	0.97972244	0.9738729	0.9737163	0.99720436	0.9860516	0.9246431	0.9550404	0.9490368	0.9700201	0.97351515	0.9541838	0.9778921	0.99541634	0.9965982	0.98500246	0.97354627	0.97373766	0.9918492	0.9809435	0.99121666	0.9850588	1.0	0.9547864	0.98605895	0.942336	0.9836963	0.9892215	0.9843654	0.96786934	0.97432727	0.9711092	0.98872286	0.9604641	0.96574396	0.949609	0.9913619	0.9747909	0.9870094	0.9586426	0.96266663	0.9812102	0.9848903	0.98431265	0.9884217	0.9946115	0.95093006	0.9914007	0.98804706	0.9562856	0.9477555	0.9643776	0.9758721	0.9877666	0.988122	0.9871175	0.96582806	0.95206344	0.99187595	0.9847664	0.9787311	0.9773498	0.9955937	0.99566984	0.96813047	0.99438244	0.98858535	0.9839627	0.9980949	0.9603702	0.96586	0.9716314	0.93096423	0.98016185	0.97374713	0.96403563	0.9757302	0.9623343	0.9795911	0.9823189	0.95419073	0.9333914	0.9787888	0.99974996	0.99381876	0.9767151	0.96634275	0.9874846	0.96944153	0.98562664	0.99051905	0.95727724	0.97016627	0.96203864	0.95032454	0.9871842	0.9954859	0.9429608	0.97136676	0.97526896	0.9706304	0.9946882	0.91428137	0.9883475	0.9530122	0.95394593	0.9385895	0.9637541
euro/noun	0.96388507	0.8252369	0.9087383	0.8367385	0.8498347	0.98641044	0.8945276	0.8030356	0.79569644	0.79813606	0.9268837	0.94009733	0.8470381	0.74052334	0.8626189	0.948227	0.88903683	0.95056003	0.58927846	0.46699387	0.9922771	0.76566476	0.83201486	0.96093065	0.97369397	0.79940474	0.8602301	0.8536575	0.89927524	0.9638344	0.97159976	0.8981346	0.9331717	0.9938243	0.88508445	0.94746554	0.91976434	0.90966153	0.8581248	0.97896475	0.0	0.9308626	0.89455014	0.900821	0.39660668	0.8540722	0.95481944	0.8282295	0.7779372	0.78410476	0.7954192	0.06753224	0.7879157	0.8984065	0.97448003	0.6425787	0.62948394	0.8770172	0.7994911	0.9142397	0.8930726	0.9353473	0.8500861	0.97455776	0.87373304	0.88519806	0.9922353	0.9004782	0.9844514	0.964905	0.9740282	0.90184224	0.9137271	0.95458734	0.9491184	0.4172961	0.96487224	0.9915899	0.98775387	0.8707493	0.9546004	0.854373	0.63149697	0.90414274	0.95498276	0.81399935	0.8500328	0.9135448	0.9638993	0.9145359	0.56183386	0.9776901	0.72439396	0.82245564	0.9270734	0.83359075	0.21595693	0.8307697	0.93348235	0.9213108	0.9340545	0.9216185	0.9469602	0.4520859	0.9058629	0.8971991	0.89132214	0.8964622	0.9268066	0.94101435	0.9199244	0.8598583	0.6615411	0.7640842	0.37604678	0.9405473	0.8976887	0.8855537	0.955508	0.98288417	0.7261169	0.9396014	0.8508824	0.911601	0.70464784	0.7273005	0.8250601	0.91866523	0.5082972	0.94729143	0.81041664	0.2452339	0.7578951	0.95441693	0.7200875	0.88777155	0.92040455	0.63040423	0.94033444	0.61235905	0.89654255	0.9416744	0.8825862	0.9808862	0.69754106	0.93080515	0.87166727	0.81397855	0.98006976	0.7392634	0.8354597	0.7923796	0.89692247	0.9154877	0.16923094	0.77056986	0.89172405	0.88722086	0.8231445	0.88811165	0.610234	0.94507694	0.99186265	0.95094246	0.8923054	0.85831255	0.9357135	0.96054494	0.7330016	0.70248413	0.93016994	0.63533175	0.7858234	0.90996945	0.9924143	0.97557354	0.51035637	0.9929728	0.4388966	0.9363984	0.7751522	0.78972346	0.9632377	0.9963556	0.8417979	0.7184111	0.7779737	0.79660124	0.96536714	0.9077401	0.9349579	0.97177356	0.8557652	0.95649165	0.9107759	0.94865495	0.94477856	0.8680475	0.9528527	0.9898701	0.9578084	0.8523336
even/adj	0.9870392	0.98660344	0.9196187	0.9168646	0.92845744	1.0	0.95453966	0.91494745	0.8735906	0.9806874	0.9785438	0.9518322	0.916744	0.9630745	0.9073003	0.9056087	0.9611545	0.904425	0.9064461	0.9596468	0.9338224	0.99087834	0.98016906	0.9976887	0.90154797	0.8607157	0.9729699	0.97921526	0.8320517	0.8353516	0.92931867	0.96810806	0.93943506	0.9736175	0.7931957	0.8967492	0.9628428	0.87247705	0.96847254	0.9881524	0.9308626	0.0	0.8535805	0.94339025	0.9354613	0.98382986	1.0	0.93296117	0.9597116	0.95225203	0.8528052	0.9394571	0.8695131	0.92503494	0.98193324	0.93181926	0.9583277	0.83936954	0.9487701	0.97610825	0.9192846	0.9723996	0.9083406	0.9647547	0.93700504	0.9874983	0.99176383	0.8528292	0.9788783	0.8497862	0.9108211	0.9984294	0.8730848	0.9976348	0.85734993	0.93426514	0.94355696	0.95030266	0.96926284	0.837005	0.9647335	0.99359214	0.87237453	1.0	0.8999249	0.86210024	0.99140126	0.9778298	0.9104216	1.0	0.9787517	0.93708044	0.9480871	0.95169073	0.9146235	0.98818785	0.95414984	0.9034451	1.0	1.0	0.9257558	0.8140593	0.8324394	0.9483331	0.90890634	0.9643578	0.9431821	0.9420771	0.892879	0.9553661	0.94538516	0.855664	0.9020029	0.93649244	0.9262497	1.0	0.9783323	0.98781204	0.86946666	0.9616573	0.9270384	0.9676463	0.98411787	0.94407916	0.9637436	0.9526941	0.99185205	0.9557096	0.9661728	0.9363752	0.96149635	0.951493	0.9313583	0.94820374	0.94526696	0.95994645	0.94368154	0.9226212	0.9912412	0.96937776	0.98252517	0.95901954	0.9263016	0.93205833	0.97961175	0.9401481	0.89844257	0.99955887	0.9956602	0.9540157	0.9581364	0.9311485	1.0	0.995747	0.9297266	0.9731755	0.8974249	0.9855137	0.98826575	0.9929557	0.95941615	0.8453177	0.9394074	0.9906659	0.9085351	0.971575	0.91840917	0.82868457	0.9550759	0.9729193	0.8591614	0.98398745	0.9815742	0.98380256	0.9486229	0.98629475	0.9639994	0.98545766	0.9462841	0.9730424	0.89903945	0.9276698	0.89919895	0.9609122	0.9200734	0.940935	0.98972374	0.91070986	0.9234034	0.9289714	0.91354215	0.9310692	0.89912736	0.9079248	0.826827	0.9095337	0.93825215	0.9439169	0.84421945	0.94555485	0.94592565	0.8339768
even/adv	0.89704317	0.94686776	0.88394165	0.87338775	0.89546657	0.9913356	0.9156972	0.9213855	0.8739362	0.9934707	0.9670241	0.92946804	0.85363555	0.9526947	0.90565944	0.9061422	0.9446667	0.8854153	0.8553	0.9264172	0.9664115	0.9387167	0.96510154	0.9955125	0.91834354	0.9031937	0.95846254	0.9844209	0.86275136	0.9429509	0.9322718	0.942955	0.93379056	0.9601339	0.8649905	0.8417162	0.94407934	0.85808516	0.8865794	0.959527	0.89455014	0.8535805	0.0	0.8994846	0.9100273	0.9827795	0.98735505	0.9154479	0.95200634	0.9641431	0.9049228	0.89665943	0.8918437	0.92262095	0.9302381	0.9013588	0.9431672	0.9006043	0.8996603	0.96632206	0.91262436	0.9748382	0.91397417	0.9876903	0.9281004	0.9583316	0.98111945	0.86868626	0.9958992	0.8905787	0.9177435	0.95548475	0.84868133	0.9963374	0.89287275	0.8953253	0.9339032	0.9477601	0.97075194	0.87218386	0.9833445	0.98915446	0.86542535	0.9942408	0.9395273	0.8853037	0.97850627	0.99318105	0.92459786	0.99687934	0.9491476	0.96368784	0.91217947	0.9165746	0.8897645	0.98148054	0.89594114	0.87576044	0.9880682	0.99218357	0.8571005	0.9014351	0.8790049	0.92455006	0.9038612	0.929675	0.9453398	0.96094525	0.91994834	0.909808	0.9245913	0.8721459	0.8927889	0.9074974	0.8896632	0.9980036	0.98151654	0.9695882	0.9012805	0.96729875	0.93246204	0.9593158	0.9785034	0.9419867	0.9305784	0.9615561	0.9962802	0.9215875	0.9383679	0.93433607	0.95182735	0.9005866	0.9063207	0.94244164	0.8760986	0.93713844	0.9040608	0.9100936	0.99119973	0.9388504	0.971302	0.9493294	0.91499496	0.92497534	0.9498453	0.9286325	0.91339856	0.9824704	0.96739966	0.93533367	0.928482	0.85108465	0.9854476	0.9737352	0.88402724	0.9195244	0.8915686	0.9766106	0.9720586	0.9870488	0.9467967	0.9623137	0.98772365	0.9933119	0.92491555	0.9431505	0.87760603	0.9272508	0.8597258	0.9102684	0.8935008	0.9573809	0.988604	0.9573341	0.93842304	0.93756866	0.9162096	0.984608	0.92369676	0.95750964	0.9124274	0.9532919	0.90837544	0.9831077	0.9313653	0.8868003	0.97498596	0.89698744	0.9279659	0.9384561	0.9080574	0.93619907	0.88746256	0.89833707	0.83869547	0.9342894	0.86407584	0.9367001	0.8821774	0.9451256	0.8706849	0.84620464
eventueel/adj	0.98493147	0.96171594	0.9026792	0.8840714	0.8934148	1.0	0.9624296	0.88395315	0.8673002	0.95078677	0.9657713	0.9584725	0.8898387	0.9264431	0.91404986	0.9379838	0.9921793	0.937642	0.89717126	0.90470135	0.9707567	0.9108212	0.95256364	0.9620756	0.9779679	0.84787184	0.9537039	0.95713985	0.91601837	0.88877505	0.9259666	0.95283276	0.8958164	0.96790105	0.85061395	0.93057203	0.9387988	0.9150488	0.94048136	0.9885046	0.900821	0.94339025	0.8994846	0.0	0.85600805	0.98799	0.97532356	0.8266218	0.9707384	0.9713866	0.8794516	0.9165225	0.83584833	0.9318396	0.98609227	0.89807093	0.9548289	0.9162649	0.9659996	0.9795055	0.93585956	0.9799161	0.90725374	0.9694618	0.95482177	0.9851265	0.97817725	0.8824032	0.96419483	0.87999165	0.95868325	0.989054	0.91978157	0.9419739	0.9155655	0.89596105	0.93342334	0.9707107	0.97500134	0.870145	0.9720695	0.9465079	0.8620233	0.9648034	0.87998784	0.9259232	0.9940731	0.9919535	0.9253131	0.99181837	0.9632633	0.96272635	0.9023713	0.9186881	0.9362621	0.94730246	0.9365612	0.90785795	0.93180645	0.98907596	0.92013955	0.87479794	0.859939	0.90889305	0.92018163	0.9471167	0.9465884	0.8226054	0.8894675	0.9344496	0.9466389	0.82918614	0.8534737	0.9135847	0.91876227	0.9847084	0.99600434	0.97452533	0.9012609	0.97468	0.8729677	0.9389079	0.9832809	0.83873826	0.942014	0.9417363	0.97106177	0.9547932	0.9262394	0.94634926	0.9018859	0.9114352	0.89978474	0.9000029	0.88295084	0.9619696	0.82375246	0.8772007	0.9613964	0.89257634	0.9774515	0.89971024	0.95160437	0.9579546	0.9472153	0.9182983	0.92702025	0.9492475	0.9689363	0.96611357	0.88581824	0.9105673	0.9908651	0.96545804	0.8970456	0.93323135	0.9182421	0.96681046	0.9598197	0.9815397	0.8931977	0.9342519	0.9732389	0.9901641	0.8980378	0.96774995	0.9453687	0.9436235	0.91984147	0.9462071	0.85124016	0.962664	0.92540455	0.9590287	0.9595877	0.9599838	0.8993513	0.99224126	0.93347645	0.9704048	0.9126026	0.9390781	0.9047802	0.96871775	0.9415877	0.89438415	0.9292189	0.8966427	0.9707476	0.8792844	0.9182055	0.93638957	0.9093784	0.8693986	0.9013934	0.79960424	0.9235339	0.8006117	0.84279716	0.97482014	0.94318396	0.88418907
extra/adj	0.9644152	0.8224328	0.9037646	0.8486453	0.84807575	0.98868746	0.90205866	0.8221267	0.8122274	0.83325964	0.9168538	0.9366006	0.84310544	0.7535854	0.8549419	0.9481331	0.88500375	0.9551174	0.74431884	0.5933765	0.9784702	0.8028227	0.84645164	0.97604734	0.9658864	0.8026092	0.8585293	0.83355904	0.89531213	0.9161738	0.96560526	0.9163215	0.899213	0.975484	0.858462	0.93522525	0.9338418	0.89237976	0.90007365	0.98149186	0.39660668	0.9354613	0.9100273	0.85600805	0.0	0.8118305	0.95850956	0.8498318	0.80782574	0.7937111	0.8303255	0.3850317	0.7946385	0.86357874	0.9925863	0.69558764	0.75043833	0.8933351	0.8832261	0.9354445	0.8989285	0.900834	0.84534836	0.9753157	0.8344624	0.91255605	0.9947478	0.89429677	0.9808632	0.9452617	0.95832664	0.88499177	0.91884136	0.95004374	0.92670286	0.64277524	0.966112	0.9888028	0.98719054	0.86591226	0.95430845	0.8463145	0.68216956	0.88202244	0.92092884	0.8436475	0.86704123	0.90377164	0.9479894	0.922771	0.7690284	0.97761667	0.76892406	0.82540345	0.90027213	0.8712652	0.44935995	0.8512797	0.88698137	0.9130732	0.9218612	0.85218275	0.9098439	0.48966283	0.9080148	0.9259572	0.89731556	0.80641305	0.8720301	0.94369423	0.9366868	0.8078159	0.6682347	0.7994761	0.63432693	0.94255733	0.9333679	0.86331433	0.9410662	0.97759616	0.7366444	0.9134862	0.84103316	0.8915981	0.6898743	0.76092225	0.8480005	0.9236075	0.594483	0.9452709	0.8001293	0.59292805	0.80325127	0.93095523	0.74715954	0.8777951	0.8984992	0.6900884	0.93671036	0.70176184	0.90500164	0.9559938	0.8886763	0.9669926	0.7276802	0.91267693	0.88444424	0.80138165	0.9874993	0.76276064	0.87797666	0.7815233	0.91616005	0.88244766	0.51594853	0.75093555	0.87487847	0.8864811	0.8529461	0.8879467	0.72803426	0.93492925	0.98884463	0.92523813	0.87829167	0.9107606	0.93606615	0.9364759	0.78162104	0.7622001	0.8960218	0.6440264	0.80028534	0.9275448	0.9793531	0.9736748	0.63710237	0.9966472	0.6356353	0.9323503	0.7681711	0.82121485	0.94069254	0.999171	0.89625967	0.77238744	0.8039217	0.79369617	0.9733057	0.88921654	0.92783785	0.97870225	0.87317073	0.9170515	0.89192027	0.8716526	0.9091977	0.78772926	0.91913205	0.9848566	0.9501599	0.8489698
