	instelling/noun	ten/adv	samenleving/noun	bepaald/adj	voorwaarde/noun	dien/verb	ongeveer/adv	nu/adv	toezicht/noun	volop/adv	Amerikaans/adj	begeleid/verb	word/verb	betaal_af/verb	overheid/noun	regionaal/adj	failliet/adj	leger/noun	noodzaak/noun	verlies/noun	voorziening/noun	zo/adv	verstoring/noun	terug/adj	Frans/adj	samen/adj	voeg_toe/verb	tijd/noun	verlieslatend/adj	vermogen/noun	dus/adv	fase/noun	eigen/adj	miljard/noun	internationaal/adj	snel/adj	inspanning/noun	strategie/noun	vervolgens/adv	werkgever_organisatie/noun	raad/noun	besta/adj	sociaal/adj	fantastisch/adj	omroep/noun	zeer/adv	kost/noun	met/adv	groei/verb	opnieuw/adv	bedraag/verb	voorstel/noun	saneer/verb	initiatief/noun	specialist/noun	eerst/adv	secretariaat/noun	gevolg/noun	landbouw_sector/noun	wijze/noun	politicus/noun	vermindering/noun	divisie/noun	concern/noun	baan/noun	ingekort/adj	software_bedrijf/noun	geval/noun	topman/noun	ga/verb	ingreep/noun	schrap/verb	job/noun	maatschappij/noun	aantal/noun	keer/adv	lokaal/adj	presteer/verb	reken/verb	voortgang/noun	vaak/adj	spoor/noun	meen/verb	uitgerekend/adv	investering/noun	doek_op/verb	arbeider/noun	sponsor/noun	traject/noun	maak/verb	geloof/verb	optisch/adj	moeilijk/adj	flink/adj	Italiaan/noun	dringend/adj	vrijwel/adv	diep/noun	al/adv	onder/adv	smelt_samen/verb	goedkoop/adj	investeer/verb	nooit/adv	eind/adv	verdwijn/verb	wens/noun	resultaat/noun	hoe/adj	Vlaams/adj	huishouding/noun	spoor_weg/noun	voeg_samen/verb	toen/adv	1999/noun	binnenlands/adj	dicht/verb	andere/adv	geregeld/adj	aandeel_beurs/noun	kern_activiteit/noun	help/verb	prof_voetbal/noun	vlucht/noun	onderzoek/verb	bedrijf/noun	kom_overeen/verb	beleid_plan/noun	sector/noun	tennis_bond/noun	veelbelovend/adj	noorden/noun	fabriek/noun	Japans/adj	top_club/noun	voetbal_bond/noun	succesvol/adj	choreografie/noun	bovendien/adv	huidig/adj	vorig/adj	doorgaans/adv	dagenlang/adj	uitzonderlijk/adj	breng_onder/verb	vestiging/noun	drastisch/adj	weg/noun	kosten/noun	alles/noun	afzienbaar/adj	Tsetsjeens/adj	arrestatie/noun	minister/noun	reserveer/verb	afgelopen/adj	vorm_om/verb	eeuwig/adj	tover_om/verb	administratief/adj	bestuur/noun	versneld/adj	hoofd_zetel/noun	filiaal/noun	overname/noun	omzet/noun	tijd/adj	rationaliseer/verb	rendabel/adj	beweging/noun	tegelijkertijd/adj	heel/adj	momenteel/adj	eens/adv	kondig_aan/verb	container_park/noun	zal/verb	minstens/adv	stoot_af/verb	financieel/adj	intern/adj	enkel/adv	winstgevend/adj	supermarktketen/noun	lek/noun	hand_DIM/noun	ver/adj	voetbal/noun	marketing_afdeling/noun	negatief/adj	kruispunt/noun	activiteit/noun	er/noun	voorrang/noun	natuur/noun	noodlijdend/adj	ervaring/noun	import_verbod/noun	jeugd_beleid/noun	Roemeens/adj	keus/noun	omvangrijk/adj	tijdlang/noun	netwerk/noun	luchtvaart_bedrijf/noun	conflict/noun	positief/adj	bestuurder/noun	koop_op/verb	toenmalig/adj	dienst/noun	begin/adv	termijn/noun	nodig/adj	vermoedelijk/adj	marketing/noun	sommig/adj	grondig/adj	Franstalig/adj	aandeel/noun	record_tijd/noun	heb/verb	nationaal/adj	bedrijf_terrein/noun	gedetailleerd/adj	hoogte/noun	keten/noun	wijs/verb	duur_voort/adj	zekerheid/noun	manier/noun	boekjaar/noun	hang_af/verb	maatregel/noun	gewoon/adj	name/adv	hervorm/verb	vandaag/adv	vooral/adv	probeer/verb	administratie/noun	slaag/verb	centraal/adj	bespaar/verb	slank_af/verb	systeem/noun	faillissement/noun	regio/noun	kop/noun	charter_maatschappij/noun	nieuw/adj	winst/noun	boek/verb	herinner/verb	ga_door/verb	team/noun	gemeente/noun	dele/adv	juli/noun	voorbeeld/noun	openbaar/adj	honderden/noun	stel_uit/verb	slechts/adv	sluiting/noun	genoeg/adj	merk_op/verb	moet/verb	herstructurering_plan/noun	kost/verb	juist/adj	bio_technologie_bedrijf/noun	beslissing/noun	stel_aan/verb	voer_op/verb	koers/noun	gerechtelijk/adj	oud/adj	vervang/verb	touw_DIM/noun	verbeter/verb	voorbij/adj	breid_uit/verb	multinational/noun	dochter/noun	wil/verb	er/adv	eindelijk/adj	afsluiting/noun	Italiaans/adj	uitvoering/noun	scheepsbouw/noun	totaal/adv	productie/noun	luid/verb	dissertatie/noun	log/adj	eventueel/adj	privatiseer/verb	totaal/noun	schooljaar/noun	meestal/adv	het/noun	consolidatie/noun	kleding/noun	bezig/adj	afdeling/noun	vakbond/noun	dilemma/noun	tak/noun	Belgisch/adj	Limburgs/adj	fuseer/verb	onderdeel/noun	band/noun	zwaar/adj	besluit/verb	marge/noun	carrière/noun	betref/verb	familie_bedrijf/noun	mede/adv	bedrijfsleven/noun	mes/noun	verplicht/verb	rendabiliteit/noun	uiteindelijk/adj	accoord/noun	schuldeiser/noun	duur/verb	gevaarlijk/adj	blijf/verb	neem_over/verb	staart/noun	kwaliteit/noun	voer_door/verb	Europees/adj	management/noun	plan/noun	namelijk/adv	grotendeels/adv	leiding/noun	extreem/adj	crisis_manager/noun	kijk_uit/verb	zorg/noun	intussen/adv	voldoende/adj	terug/adv	mogelijkheid/noun	slecht/adj	overheid_schuld/noun	bedoeling/noun	1/noun	kom_terecht/verb	buitenlands/adj	gebruik/verb	maak_uit/verb	pleit/verb	zet_voort/verb	ontslag/noun	volledig/adj	dollar/noun	bank/noun	beperk/verb	ga_in/verb	eveneens/adv	uitgebreid/adj	eufemisme/noun	morgen/noun	voornemen/noun	merk/noun	gewapend/adj	voorspel/verb	industrieel/adj	1998/noun	verkoop/verb	zopas/adv	kapitaal/noun	zomer/noun	verlieslatende/adj	fond_beheerder/noun	staat_bedrijf/noun	druk/noun	reorganiseer/verb	voorzitter/noun	schuld/noun	lening/noun	geldelijk/adj	onderscheid/noun	bank_sector/noun	in/adv	eerder/noun	juist/adv	verrassing/noun	onderwijs/noun	staal_industrie/noun	fors/adj	eenheid/noun	jeugd_voetbal/noun	kwalitatief/adj	maar/adv	gebied/noun	succes/noun	maak_gebruik/verb	trek_aan/verb	aanvraag/noun	typerend/adj	beteken/verb	gemengd/adj	maak_bekend/verb	dwing/verb	directie/noun	links/noun	bijvoorbeeld/adv	zwaarst/adj	economie/noun	intercommunale/adj	ander/adj	ontsla/verb	werknemer/noun	Argentijns/adj	loods_binnen/verb	bescherming/noun	vernieuw/verb	laag_loon_land/noun	renoveer/verb	onderneming/noun	luchtvaart_maatschappij/noun	december/noun	prikkel/noun	Duits/adj	ken/verb	sneltrein_vaart/noun	fiscus/noun	top/noun	eigenheid/noun	markt/noun	efficiënt/adj	verleden/noun	moeilijkheid/noun	aan/adj	groep/noun	coöperatie/noun	Nederlands/adj	regeling/noun	moderniseer/verb	geef/verb	eindig/adj	sluit/verb	weer/adv	organisatie/noun	poging/noun	weg/adv	lever/verb	anders/adj	brandweer/noun	Nederlander/noun	jaar/noun	club/noun	medium_groep/noun	structureel/adj	zwak/adj	opleiding/noun	balans/noun	sanering/noun	op/adv	principe/noun	personeel/noun	onderga/verb	scheld_kwijt/verb
instelling/noun	0.0	0.79258704	0.6627196	0.6942516	0.6259514	0.63309896	0.8972365	0.83034694	0.54802656	0.79280204	0.7160883	0.7655428	0.6674309	0.7782114	0.49490416	0.533665	0.73289	0.72058856	0.5814506	0.764063	0.52537364	0.8635498	0.78410834	0.84119314	0.6903844	0.75058794	0.8198741	0.9217438	0.76492524	0.6612571	0.79231966	0.82302785	0.7630011	0.8235477	0.62568665	0.7808037	0.68751854	0.6520594	0.74052066	0.68276644	0.6790977	0.5975458	0.5362723	0.9314612	0.4508081	0.7738995	0.68635863	0.7535926	0.8251173	0.810771	0.87700284	0.66185087	0.5710987	0.6559745	0.67919576	0.7528262	0.66457397	0.69504577	0.67164975	0.6590448	0.70652723	0.69596004	0.6811867	0.62831014	0.73113394	0.9019914	0.71534014	0.83007026	0.7128819	0.799353	0.712195	0.69421434	0.6961	0.5389164	0.68313444	0.907929	0.5492587	0.7748111	0.74681854	0.72993684	0.7524104	0.80280054	0.7629983	0.82882047	0.59799576	0.67287874	0.7594192	0.64808923	0.8009776	0.80334187	0.8873693	0.8117465	0.86279416	0.79540455	0.89946026	0.6761423	0.76483107	0.9233819	0.8875927	0.72191864	0.744013	0.75814426	0.59651804	0.91236323	0.81577635	0.75878525	0.71976846	0.79952204	0.86179876	0.63509434	0.69334626	0.70656997	0.6142804	0.86941445	0.8180081	0.7509833	0.81882703	0.78409606	0.76220876	0.69156474	0.7820101	0.71960956	0.7599096	0.8210418	0.7453716	0.47509634	0.79093874	0.6214487	0.5052255	0.78837377	0.88327104	0.91004974	0.6542426	0.679693	0.73974025	0.72801477	0.72371745	0.86476463	0.57987434	0.6802861	0.8480233	0.7276442	0.892274	0.8774176	0.5922016	0.5747951	0.68659186	0.8114511	0.71091914	0.85600424	0.7280921	0.9092561	0.89833736	0.765759	0.8006676	0.8324199	0.62541497	0.93900734	0.81214875	0.4715519	0.57435465	0.67045426	0.6237951	0.58007526	0.65980005	0.8398472	0.75506604	0.6898355	0.7006401	0.72213805	0.64905417	0.84788024	0.6909453	0.9404763	0.7074026	0.7510985	0.66244864	0.8248322	0.6437111	0.5662645	0.5664836	0.7358111	0.67258865	0.68711364	0.90910184	0.8993719	0.8126157	0.7648465	0.79554045	0.72820497	0.90424275	0.5764468	0.93405974	0.7539447	0.8116608	0.69801354	0.7528832	0.84036887	0.6867159	0.81947666	0.84497404	0.6686145	0.84289134	0.5418514	0.69935495	0.7952608	0.80564594	0.6808944	0.6595491	0.788589	0.48132634	0.8055174	0.6318844	0.6842332	0.8954854	0.7197388	0.76602167	0.71255016	0.68056285	0.7097947	0.8636052	0.8020878	0.70686054	0.747807	0.8286167	0.87322575	0.6273463	0.7989541	0.80951256	0.64060163	0.6457715	0.8713041	0.7950967	0.6221293	0.881893	0.6996294	0.57073486	0.87547135	0.6614454	0.7601221	0.4729386	0.80698735	0.60057735	0.664888	0.58995914	0.5273842	0.71176124	0.70495564	0.9651187	0.69908077	0.72206676	0.81463367	0.8428093	0.95023453	0.8752222	0.7606392	0.54601	0.7803358	0.8902117	0.7431417	0.63360894	0.811741	0.8570405	0.83150977	0.7030496	0.8715157	0.8834578	0.64190114	0.7276647	0.8682875	0.74028444	0.76384234	0.6993139	0.7018863	0.79734755	0.8220897	0.6834848	0.8318031	0.75446135	0.83099264	0.57046485	0.87357223	0.65371996	0.592636	0.7112963	0.58019984	0.80151165	0.7943373	0.86739	0.7982256	0.65752137	0.76221895	0.8144223	0.7199071	0.8214589	0.88306475	0.6147813	0.66345537	0.56050444	0.7883687	0.74842775	0.75816905	0.8987965	0.75419784	0.8386482	0.7873866	0.54822785	0.7041299	0.8695728	0.644425	0.6689213	0.7261996	0.62081087	0.6432523	0.74714446	0.8047607	0.72785723	0.80447024	0.8651251	0.6611138	0.68015575	0.7118172	0.52939487	0.88201606	0.61141527	0.69470644	0.78461015	0.73040223	0.71240234	0.93532085	0.93513477	0.83279085	0.6688206	0.9294846	0.6640779	0.68122053	0.6744053	0.48413646	0.62135476	0.7158247	0.60360765	0.7040623	0.8305435	0.73723614	0.92489266	0.62870824	0.6990098	0.6725233	0.96740603	0.6555041	0.74127275	0.84410083	0.7905141	0.80033493	0.81927574	0.6537032	0.7515319	0.8118737	0.6346182	0.8025054	0.762691	0.7037386	0.85592616	0.5035629	0.682917	0.88836944	0.63257205	0.77658445	0.84431386	0.88556814	0.6372712	0.70714813	0.88090503	0.8466621	0.67317814	0.816279	0.7003867	0.76928854	0.6313436	0.9017575	0.72876155	0.7756563	0.5354309	0.72779024	0.62615675	0.8292724	0.74728477	0.6256535	0.7316698	0.8082339	0.6288114	0.8286044	0.8107314	0.71748483	0.8946575	0.5606764	0.7471161	0.699001	0.6789454	0.8307035	0.667469	0.8629221	0.7269151	0.7973138	0.73098713	0.78668857	0.6741652	0.85804284	0.6839637	0.7345934	0.7272253	0.614089	0.6530287	0.8656403	0.6368425	0.8166293	0.5818562	0.71363354	0.7136215	0.71658283	0.6005808	0.7717941	0.72970486	0.7054593	0.6877788	0.7672984	0.7321372	0.4461093	0.62054366	0.920938	0.6093366	0.7123745	0.9038504	0.76989144	0.68469775	0.7080741	0.70956755	0.6211932	0.5826309	0.9019448	0.6819969	0.921615	0.6470028	0.656871	0.6821164	0.63148373	0.60471225	0.7477578	0.90486836	0.71226114	0.87402433	0.39739943	0.7469356	0.8728179	0.65804744	0.8942256	0.8564633	0.8729081	0.87502867	0.66889846	0.6812451	0.60186535	0.7843746	0.63760626	0.71820766	0.6245309	0.87165534	0.6718179	0.56298494	0.8581097	0.8064125
ten/adv	0.79258704	0.0	0.8959225	0.78837943	0.8223792	0.79009557	0.76756763	0.8544133	0.86528695	0.9186052	0.8911744	0.9154487	0.78266305	0.7851667	0.77726316	0.85803974	0.88367176	0.8837726	0.8302698	0.8044876	0.7627383	0.91026974	0.8946838	0.9455996	0.8939117	0.89652056	0.8893104	0.8998349	0.9232169	0.83078974	0.8037138	0.8658873	0.8777497	0.7566836	0.91468155	0.86356807	0.7929547	0.8731767	0.8388297	0.8857284	0.90715307	0.80980307	0.84086573	0.9708514	0.8960823	0.72686505	0.7432999	0.87362736	0.86964214	0.85845935	0.7938571	0.87556386	0.82849795	0.8856349	0.8368217	0.8082619	0.92811257	0.789115	0.8402715	0.8337096	0.8297625	0.8700728	0.8456892	0.8085141	0.8667708	0.88472	0.90533143	0.7536976	0.82395625	0.9105077	0.81993735	0.83839524	0.9032247	0.84332	0.86484766	0.922696	0.85486317	0.8943466	0.86372864	0.8908663	0.8614731	0.86622506	0.7976734	0.9267715	0.75059134	0.9084787	0.89930016	0.8993862	0.8508723	0.9538472	0.915895	0.73204947	0.9156294	0.8438045	0.86003935	0.77787435	0.87747246	0.90534467	0.9134048	0.8397052	0.9109207	0.85335183	0.8061927	0.89639187	0.8287209	0.8465917	0.8280561	0.79937637	0.9002598	0.854918	0.9018009	0.82007223	0.913592	0.87990695	0.8394251	0.8743937	0.8475514	0.9025497	0.877641	0.9346021	0.9252945	0.7387146	0.921576	0.9387031	0.88454425	0.8172008	0.81867576	0.8774164	0.8359517	0.9633939	0.9636126	0.85128725	0.8347268	0.88728106	0.9529477	0.899076	0.82081056	0.94737047	0.7444351	0.83171856	0.85435104	0.75071776	0.93293285	0.8368236	0.8840467	0.88382626	0.79689455	0.9109111	0.81879467	0.8769199	0.8660041	0.9161918	0.9388043	0.9041449	0.76841044	0.8702668	0.8127694	0.91224456	0.9419197	0.8792136	0.8639691	0.83143663	0.9421777	0.87088716	0.82461405	0.82807136	0.92391604	0.9114561	0.8735658	0.91459095	0.7980203	0.89026505	0.79586315	0.9115795	0.8908939	0.91325176	0.80256027	0.5143777	0.8502052	0.8251108	0.8567169	0.77327716	0.8892537	0.90410054	0.912497	0.9664359	0.86163247	0.9379791	0.9631552	0.8722828	0.9567743	0.8986848	0.81590766	0.86793524	0.9390662	0.84848917	0.88333553	0.93191457	0.89685535	0.95300853	0.9491462	0.8658421	0.9263715	0.87977725	0.9224567	0.88777137	0.881297	0.8498353	0.90102404	0.8822657	0.89001185	0.86645496	0.7869975	0.84936047	0.87963074	0.94405025	0.8883665	0.81839323	0.8671568	0.8046504	0.87293684	0.88443005	0.8986379	0.8977877	0.9068939	0.93334556	0.92591	0.90988445	0.86503685	0.846624	0.8752228	0.84325844	0.78260803	0.8141428	0.9423931	0.9007044	0.85490906	0.89469594	0.8619648	0.91517043	0.85430175	0.61068237	0.9019753	0.8428241	0.8572505	0.8866154	0.8385655	0.8950087	0.94788516	0.9138391	0.8870274	0.813811	0.8605166	0.9113115	0.9229148	0.9131192	0.8194632	0.45225626	0.86410034	0.8928561	0.8853028	0.82284033	0.835893	0.4196319	0.79585207	0.94106746	0.90395796	0.7924057	0.8025132	0.7731918	0.7333333	0.88663775	0.8480938	0.8822949	0.86503136	0.90440404	0.8926453	0.88851887	0.8068441	0.96727157	0.87064755	0.8754716	0.86735225	0.9109946	0.91186905	0.8490362	0.85203815	0.8747307	0.90424395	0.9391207	0.83450836	0.8975377	0.7741193	0.90337765	0.9419713	0.9542052	0.93649393	0.81039524	0.76717985	0.7580618	0.9046354	0.8166614	0.93864703	0.929177	0.84118825	0.9071835	0.89713895	0.81136596	0.94970447	0.8850109	0.89870507	0.87423515	0.876612	0.8136067	0.92521304	0.9030537	0.92268044	0.8522722	0.94170004	0.78839076	0.90049946	0.89535105	0.8386283	0.93807244	0.8486678	0.88024205	0.7415097	0.89323354	0.84745693	0.866835	0.9362817	0.9206054	0.8473857	0.9172383	0.8960321	0.78864187	0.8754687	0.8749242	0.8689673	0.8150143	0.8256943	0.8898406	0.91852546	0.8814268	0.9582033	0.8738785	0.85601306	0.87157756	0.9767313	0.853403	0.89329624	0.8452799	0.9247329	0.8533243	0.9060958	0.8213229	0.7809727	0.91627735	0.8793564	0.8802289	0.86969817	0.8240626	0.78301513	0.84135795	0.8506973	0.9474468	0.8543422	0.8410704	0.9665718	0.9355141	0.87979335	0.9316859	0.9259746	0.83103526	0.8896522	0.85076475	0.8572562	0.83224416	0.8190581	0.91824365	0.8728036	0.8870191	0.863209	0.9260626	0.8603859	0.88658607	0.767581	0.79259	0.8533841	0.8872918	0.86921155	0.7768664	0.7779655	0.8819117	0.97178507	0.7805073	0.8768565	0.8381488	0.9056984	0.9183384	0.8816671	0.4842084	0.8887929	0.7958065	0.845882	0.8820001	0.84529376	0.9576282	0.8784305	0.86160046	0.8786503	0.8624188	0.8606278	0.94960165	0.8431454	0.910686	0.8421097	0.9129632	0.91415983	0.8926513	0.8393928	0.93458885	0.93226326	0.9039943	0.8869731	0.9115634	0.8016473	0.83058774	0.87567276	0.89446163	0.8919837	0.91201365	0.930224	0.87252134	0.8615015	0.92768633	0.93362945	0.90097785	0.8986822	0.90154713	0.81357664	0.9391175	0.8901752	0.8905027	0.8990755	0.80695724	0.7809858	0.91970766	0.90720797	0.8864169	0.9158233	0.8515124	0.8365606	0.9336949	0.8636861	0.9263287	0.92444485	0.95740527	0.8470496	0.8414954	0.909702	0.8068638	0.8794281	0.8724468	0.8971681	0.7940132	0.9284954	0.83114266	0.8285907	0.86950374	0.86779785
samenleving/noun	0.6627196	0.8959225	0.0	0.6768924	0.8229985	0.68748814	0.8871659	0.89036703	0.7749879	0.86112463	0.81218415	0.8940092	0.81601137	0.8821083	0.60746604	0.7764146	0.8955282	0.67745805	0.7106086	0.8624011	0.7096381	0.8543901	0.8200556	0.9530038	0.80698085	0.8420235	0.875479	0.8760152	0.88185394	0.7836695	0.8089121	0.85430586	0.8107481	0.8858874	0.77074206	0.8231614	0.7554152	0.7776097	0.8511015	0.7833145	0.89474756	0.7598593	0.6336789	0.8997308	0.7314049	0.77317613	0.7996956	0.75471973	0.7621954	0.9267243	0.8707072	0.83313775	0.74542004	0.821813	0.8034933	0.872226	0.91342705	0.7763264	0.65498114	0.7180165	0.6700725	0.794173	0.84946096	0.7677847	0.85220325	0.9093128	0.78840625	0.88856435	0.8366687	0.9091971	0.81236833	0.89717305	0.81080586	0.54834545	0.9060547	0.9151333	0.7488422	0.7620619	0.8581259	0.84876925	0.78341985	0.85118854	0.75483143	0.79803896	0.75677663	0.83938146	0.85227674	0.80142224	0.8696059	0.8530597	0.8614675	0.76960206	0.8477373	0.8162962	0.9144566	0.75478935	0.76969075	0.9076404	0.93468904	0.8535061	0.8083866	0.81545717	0.76300216	0.927102	0.94758785	0.8137256	0.757938	0.88595355	0.826015	0.7460035	0.7878022	0.78968227	0.81137073	0.9364598	0.9477325	0.74486256	0.9069176	0.8425114	0.8369975	0.7574551	0.8605269	0.7933215	0.75486195	0.90104574	0.8691299	0.7442557	0.86010516	0.8367289	0.6130716	0.8292475	0.8900544	0.8490515	0.8073864	0.7707286	0.7776512	0.7946803	0.81700087	0.8301774	0.7148404	0.7717223	0.95984304	0.7546945	0.91167843	0.8514087	0.85997635	0.82194203	0.7678137	0.8922596	0.837281	0.85098004	0.8592982	0.85128903	0.8680584	0.79919267	0.8962578	0.86115944	0.8488362	0.83378065	0.878547	0.75025296	0.80627716	0.831614	0.8744824	0.8367554	0.8274081	0.8755678	0.808074	0.8833538	0.7820205	0.7709069	0.68363696	0.81148285	0.8376522	0.9513255	0.8759138	0.88157153	0.77694416	0.8951268	0.84245265	0.7265215	0.8066634	0.85037905	0.79161716	0.8252647	0.96034276	0.9461114	0.842052	0.74702525	0.84860265	0.7911949	0.8839616	0.7717049	0.94656706	0.7239232	0.60250235	0.7894369	0.84913313	0.81702816	0.7730934	0.8343346	0.8490808	0.7267597	0.91447204	0.69850767	0.8741127	0.80393636	0.82617855	0.88165253	0.8320567	0.8468015	0.7501867	0.9155356	0.7951391	0.78236914	0.84686923	0.79890233	0.7391312	0.7862295	0.8710541	0.8485178	0.8249105	0.8776446	0.7838658	0.8866454	0.8946129	0.87409914	0.8119801	0.8032689	0.7009456	0.75851893	0.77618754	0.8892659	0.7936877	0.7773529	0.90013325	0.68157303	0.64074665	0.92086565	0.7047788	0.78664875	0.7706483	0.88781005	0.69752777	0.8332631	0.7360208	0.57086575	0.88135445	0.67441547	0.919131	0.89587975	0.85621965	0.895392	0.9145634	0.85122	0.8941913	0.7062768	0.81924796	0.8513322	0.95287395	0.65878165	0.73436844	0.8825118	0.95513827	0.8260989	0.8492319	0.81049204	0.89957577	0.7387418	0.84292614	0.8762127	0.7984021	0.8667946	0.90878135	0.9463553	0.8549248	0.86111677	0.8707903	0.79948276	0.81106585	0.9015948	0.57683563	0.88799715	0.7723119	0.74210536	0.8958152	0.76937556	0.877856	0.844339	0.83564615	0.8224917	0.790052	0.8030849	0.9276324	0.7307925	0.83934236	0.9109913	0.8156905	0.8033987	0.75028497	0.9174621	0.8747909	0.8213573	0.8867587	0.8407729	0.8001807	0.83712214	0.84741247	0.82921726	0.7057812	0.7679524	0.8116611	0.8851139	0.8599623	0.79540825	0.7563216	0.83065265	0.8915592	0.79009986	0.84314495	0.7790443	0.8651686	0.73939383	0.6427964	0.9382258	0.8425602	0.73299116	0.8293808	0.86226106	0.8789866	0.9081066	0.8423114	0.78835297	0.8492278	0.93461406	0.69413066	0.8402791	0.7643858	0.7530304	0.786387	0.71718776	0.80004925	0.82890904	0.74496317	0.8238418	0.92430973	0.643846	0.832539	0.70239556	0.925482	0.7862202	0.7918792	0.77973855	0.9111692	0.9178967	0.8428649	0.8015511	0.82834995	0.7798451	0.7440631	0.8950076	0.90535563	0.84036595	0.85691214	0.77017194	0.8142642	0.9237473	0.785774	0.8327968	0.8870915	0.9259652	0.808799	0.7772168	0.83806074	0.88691616	0.7186356	0.90005994	0.8816136	0.9046389	0.7946477	0.9439766	0.8594296	0.8124919	0.7999048	0.73918855	0.78965425	0.89746183	0.87128484	0.8392719	0.8236318	0.7753128	0.726682	0.88734657	0.90238774	0.590579	0.9117398	0.6114763	0.821416	0.7831795	0.7373319	0.8845305	0.7131633	0.8948275	0.6490797	0.87690175	0.9011338	0.844461	0.8550429	0.72575665	0.7428963	0.766627	0.8728423	0.7648558	0.8883147	0.80415475	0.74508893	0.73850036	0.51153725	0.8914464	0.8115386	0.9550706	0.8024391	0.7851738	0.7627345	0.700069	0.7645102	0.80990714	0.7624294	0.73269	0.85230565	0.9413003	0.7170511	0.803055	0.79411197	0.7529795	0.7926951	0.838242	0.64181024	0.7174027	0.76429844	0.8178002	0.83732057	0.92229354	0.6311421	0.8286162	0.74489164	0.8043188	0.6627461	0.8261757	0.8923093	0.9244037	0.91433764	0.7211037	0.76962584	0.9184599	0.6602713	0.88084143	0.8528842	0.86080337	0.9399479	0.8412632	0.83717287	0.6510575	0.67154706	0.68930495	0.76834154	0.7911632	0.85180104	0.79290795	0.8192798	0.85845107	0.91599786
