	1/noun	1998/noun	1999/noun	Belgisch/adj	Frans/adj	Italiaan/noun	Nederlander/noun	Roemeens/adj	Vlaams/adj	aan/adj	accoord/noun	activiteit/noun	administratie/noun	afgelopen/adj	al/adv	ander/adj	anders/adj	baan/noun	balans/noun	band/noun	bank/noun	bank_sector/noun	bedraag/verb	bedrijf/noun	bedrijf_terrein/noun	begin/adv	beslissing/noun	besta/adj	beteken/verb	beweging/noun	bezig/adj	blijf/verb	boek/verb	bovendien/adv	brandweer/noun	breid_uit/verb	buitenlands/adj	club/noun	concern/noun	consolidatie/noun	container_park/noun	dagenlang/adj	december/noun	dele/adv	dicht/verb	dienst/noun	diep/noun	directie/noun	dissertatie/noun	dochter/noun	dollar/noun	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	duur/verb	dwing/verb	economie/noun	eerder/noun	eerst/adv	eeuwig/adj	efficiënt/adj	eindelijk/adj	er/adv	ervaring/noun	eveneens/adv	extreem/adj	fabriek/noun	failliet/adj	familie_bedrijf/noun	fantastisch/adj	filiaal/noun	financieel/adj	fiscus/noun	flink/adj	fond_beheerder/noun	fors/adj	fuseer/verb	ga/verb	ga_in/verb	gebied/noun	gebruik/verb	gedetailleerd/adj	geldelijk/adj	gemengd/adj	geregeld/adj	geval/noun	gewapend/adj	goedkoop/adj	groep/noun	grondig/adj	grotendeels/adv	heb/verb	heel/adj	help/verb	hervorm/verb	het/noun	honderden/noun	hoogte/noun	huishouding/noun	import_verbod/noun	industrieel/adj	ingekort/adj	intercommunale/adj	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	juli/noun	kapitaal/noun	keer/adv	ken/verb	keten/noun	kijk_uit/verb	kop/noun	kost/verb	kosten/noun	landbouw_sector/noun	leger/noun	lening/noun	log/adj	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	luid/verb	maak/verb	maar/adv	management/noun	manier/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	meen/verb	meestal/adv	merk/noun	miljard/noun	moderniseer/verb	moeilijkheid/noun	moet/verb	morgen/noun	namelijk/adv	nationaal/adj	natuur/noun	negatief/adj	nieuw/adj	noodzaak/noun	nooit/adv	noorden/noun	nu/adv	omvangrijk/adj	onder/adv	onderdeel/noun	onderga/verb	onderneming/noun	onderscheid/noun	ontsla/verb	op/adv	opleiding/noun	opnieuw/adv	organisatie/noun	oud/adj	overheid/noun	poging/noun	positief/adj	prikkel/noun	principe/noun	privatiseer/verb	probeer/verb	prof_voetbal/noun	rationaliseer/verb	record_tijd/noun	regio/noun	regionaal/adj	rendabel/adj	reorganiseer/verb	reserveer/verb	resultaat/noun	samen/adj	samenleving/noun	schooljaar/noun	schrap/verb	schuld/noun	secretariaat/noun	sector/noun	slank_af/verb	slechts/adv	smelt_samen/verb	snel/adj	sociaal/adj	software_bedrijf/noun	sommig/adj	specialist/noun	spoor_weg/noun	staal_industrie/noun	staart/noun	staat_bedrijf/noun	stoot_af/verb	structureel/adj	succesvol/adj	tak/noun	tegelijkertijd/adj	ten/adv	tennis_bond/noun	terug/adj	tijd/noun	tijdlang/noun	toen/adv	toezicht/noun	top/noun	top_club/noun	topman/noun	totaal/noun	tover_om/verb	traject/noun	uiteindelijk/adj	uitgebreid/adj	vaak/adj	vandaag/adv	ver/adj	verbeter/verb	verdwijn/verb	verkoop/verb	verlies/noun	verlieslatende/adj	vermoedelijk/adj	vermogen/noun	vernieuw/verb	verplicht/verb	versneld/adj	vervolgens/adv	voeg_samen/verb	voetbal/noun	voetbal_bond/noun	volledig/adj	volop/adv	voorrang/noun	vorig/adj	weer/adv	werkgever_organisatie/noun	werknemer/noun	wil/verb	winst/noun	winstgevend/adj	word/verb	zal/verb	zwaar/adj	zwaarst/adj	zwak/adj
1/noun	0.0	0.42385668	0.46736073	0.8565799	0.81147593	0.92271084	0.9613996	0.9002707	0.867619	0.95062274	0.7761015	0.81547904	0.84924626	0.8119606	0.8285402	0.86380255	0.92134184	0.879204	0.9435473	0.9249863	0.78166544	0.8493532	0.7534463	0.7439551	0.9290949	0.33178312	0.8276804	0.75531435	0.8358621	0.9562015	0.8602314	0.9106443	0.8176434	0.84957457	0.95689774	0.8158113	0.8861663	0.7673852	0.7737292	0.9286872	0.6892675	0.9414894	0.49399316	0.9582136	0.93350846	0.7332636	0.83770216	0.73974454	0.9059289	0.88310826	0.90069616	0.91317	0.85640687	0.89023954	0.91684896	0.84808093	0.7923722	0.81806517	0.889379	0.7804567	0.8502672	0.93408823	0.95435643	0.90787286	0.91377956	0.9793619	0.7867899	0.9945522	0.8403307	0.7606826	0.88664824	0.99414074	0.8121467	0.8093031	0.8569845	0.90768194	0.9401825	0.8297744	0.6865315	0.83323246	0.7047771	0.9332756	0.897531	0.8470354	0.8640206	0.7291745	0.8694724	0.9382796	0.9497847	0.85685825	0.85206926	0.9011648	0.8226893	0.90661114	0.8955122	0.877197	0.85818994	0.9839461	0.8895021	0.75930583	0.8189115	0.7331647	0.8907771	0.85589844	0.70396626	0.7712442	0.9625888	0.9175465	0.3546679	0.8786247	0.97642344	0.9670808	0.9019481	0.94164294	0.9933876	0.88204163	0.8573054	0.87243474	0.9096842	0.89583653	0.94458306	0.90928257	0.81534886	0.9735961	0.9786931	0.9378432	0.8288337	0.9227147	0.9665346	0.96857077	0.9323044	0.9099692	0.8927163	0.9326156	0.9118949	0.9390159	0.88821787	0.87965286	0.90308285	0.82465297	0.7075517	0.8462152	0.8503617	0.84698415	0.97268295	0.7045069	0.86906266	0.91683114	0.9679626	0.8958503	0.94588006	0.94054514	0.78731495	0.8254063	0.79045326	0.9296874	0.69570106	0.955324	0.8273501	0.80822134	0.84665936	0.8481353	0.86703336	0.830877	0.965487	0.9393213	0.74674535	0.81287295	0.96411544	0.89838827	0.8348087	0.7945534	0.8710951	0.71755683	0.87154794	0.8120447	0.8103808	0.8776027	0.809051	0.876976	0.6245167	0.85297704	0.9356448	0.8566962	0.91183096	0.87435377	0.8878298	0.6349703	0.9217683	0.84086233	0.7581117	0.876858	0.9065812	0.87231	0.89232105	0.9920871	0.8475612	0.799263	0.955144	0.876065	0.88489556	0.8567482	0.878363	0.8488442	0.82822835	0.9366308	0.89846545	0.7570298	0.8476488	0.88972956	0.9639819	0.82207596	0.77999455	0.8523529	0.87004745	0.7753624	0.82067156	0.94294673	0.778643	0.861428	0.8369777	0.79409206	0.8226073	0.8531613	0.84136075	0.8261833	0.904872	0.8519136	0.76808345	0.84842193	0.73026955	0.8062699	0.9083979	0.8944597	0.71243864	0.8867753	0.8941712	0.5908587	0.90812254	0.8695307	0.80618256	0.70515084	0.8383966	0.8526392	0.71197647	0.69417894	0.98674095	0.9689276	0.97095835
1998/noun	0.42385668	0.0	0.2348516	0.78933364	0.76513284	0.91559255	0.9335865	0.81757724	0.861083	0.9270064	0.77324545	0.73859465	0.8924004	0.59881055	0.75434005	0.9085087	0.952168	0.8306873	0.8467288	0.9125166	0.66403395	0.7373912	0.549852	0.62905306	0.87928975	0.42685848	0.8844461	0.8466638	0.7871827	0.9151858	0.8350846	0.9018124	0.54872566	0.8682662	0.9557921	0.82371897	0.7847569	0.7941352	0.5872154	0.8167962	0.8590391	0.85897934	0.47103167	0.9290049	0.8696147	0.8232795	0.9165468	0.7581936	0.93050206	0.7570951	0.5530443	0.8460073	0.84645516	0.8698973	0.82354593	0.93090594	0.8348905	0.7170454	0.80085844	0.72272646	0.88057375	0.9752073	0.8957012	0.8725866	0.89245653	0.9438801	0.6374849	0.94445974	0.76549	0.6234771	0.72402537	0.95631593	0.6633141	0.7878503	0.75967515	0.7887809	0.88078684	0.69534767	0.59048724	0.7643498	0.7556058	0.93997866	0.92389584	0.95244473	0.78389424	0.86515546	0.90950143	0.9674708	0.90966016	0.85817057	0.81829023	0.8839223	0.7614927	0.82893413	0.89218223	0.9012024	0.8037738	0.9893792	0.72355783	0.837057	0.88864696	0.81975317	0.7520344	0.891737	0.82781714	0.5271035	0.90694565	0.85930336	0.41888803	0.7327053	0.9518445	0.90696204	0.7699661	0.9321999	0.9843147	0.8523787	0.74458134	0.82372475	0.87718815	0.6672349	0.88046765	0.76098824	0.68829143	0.9686645	0.8829513	0.9399061	0.7609581	0.9044683	0.8934933	0.8891717	0.80955285	0.7837378	0.6903906	0.93853134	0.88222986	0.81632316	0.55923665	0.86143917	0.8095058	0.8378288	0.76855075	0.8719969	0.855132	0.9238399	0.8037201	0.78358173	0.8667793	0.970634	0.93424064	0.85262644	0.84001416	0.86632466	0.75192344	0.8082582	0.65079	0.9530968	0.63953847	0.8930215	0.9066731	0.7528047	0.8668828	0.8314767	0.81578624	0.7538258	0.8642713	0.9082005	0.8913009	0.7367643	0.8935989	0.85901946	0.85159343	0.7390024	0.872924	0.8059761	0.7573038	0.7211307	0.779909	0.70959157	0.8068595	0.8705404	0.68945026	0.76252884	0.7043601	0.8984272	0.792139	0.8180915	0.7828958	0.6087461	0.8667931	0.8868504	0.62763965	0.8963585	0.93697464	0.8674793	0.90515804	0.98074996	0.72466874	0.7020792	0.8055806	0.7851101	0.7860929	0.76076365	0.8455634	0.8058388	0.77884066	0.914861	0.8657905	0.6372231	0.86348057	0.7861412	0.9007679	0.7051946	0.6449889	0.75737715	0.9261023	0.68946695	0.89526266	0.88469076	0.8198334	0.9403928	0.8164363	0.7630993	0.62655294	0.572016	0.7644956	0.7878616	0.7305995	0.9136547	0.7472264	0.7497894	0.7464003	0.732534	0.94499344	0.916854	0.79110247	0.8646048	0.93207085	0.32320964	0.8986025	0.7818409	0.7023244	0.7972296	0.5257921	0.7196601	0.7367134	0.7044363	0.846518	0.89267564	0.84674776
1999/noun	0.46736073	0.2348516	0.0	0.7140057	0.7183734	0.92455906	0.9028867	0.8524729	0.8737499	0.8954022	0.7352406	0.7672229	0.8800868	0.57673264	0.73573864	0.899521	0.9501293	0.8618313	0.8618103	0.9538902	0.668009	0.7419585	0.5501592	0.6342062	0.89582413	0.4940207	0.79723483	0.8883975	0.77332056	0.92057157	0.8387809	0.8893639	0.53042775	0.8412966	0.97867537	0.7745072	0.77713495	0.8809943	0.5830094	0.81312156	0.8493053	0.8922895	0.43930203	0.9116415	0.9399883	0.8089113	0.9387276	0.7439401	0.86298335	0.75867	0.55777013	0.82201797	0.8052486	0.9027793	0.8233812	0.8826292	0.8034	0.7486409	0.8494745	0.69530463	0.87674034	0.983539	0.8754624	0.8242931	0.878783	0.93752015	0.6674987	0.9262087	0.75927556	0.64822894	0.73195803	0.9697299	0.7082083	0.75762695	0.76050574	0.7032658	0.8628729	0.64913154	0.627403	0.75345415	0.6769	0.951741	0.9045612	0.9485034	0.7657141	0.87847215	0.9478334	0.9596047	0.9152044	0.83261913	0.84651154	0.87118745	0.75505483	0.82737774	0.90610397	0.9055167	0.8567438	0.9898269	0.7718993	0.8774252	0.9151922	0.78366876	0.7212651	0.9076929	0.81497073	0.5249219	0.87374985	0.8638364	0.40608257	0.74100554	0.976202	0.8863679	0.7722122	0.8931872	0.9897013	0.82490927	0.7468245	0.8066085	0.8845118	0.707456	0.92770565	0.7876862	0.65396595	0.89817953	0.8327676	0.92926157	0.77326494	0.9122078	0.9012022	0.910915	0.78421926	0.7520249	0.7318605	0.91201735	0.89550585	0.83737177	0.57717335	0.8522292	0.8080512	0.830304	0.7510271	0.89978695	0.8318281	0.9806645	0.84129256	0.7870363	0.84770006	0.91953105	0.96760684	0.8231224	0.81895137	0.81771386	0.71945465	0.7990988	0.61567664	0.97214675	0.6738634	0.94777966	0.93222946	0.69124883	0.8805483	0.8963474	0.814317	0.7831547	0.84950376	0.92735577	0.90415305	0.7473601	0.89751077	0.9195393	0.8254062	0.74476266	0.897593	0.80703014	0.8023919	0.7490027	0.77222276	0.6879678	0.81427485	0.94293416	0.75764686	0.7270231	0.7089904	0.8224891	0.7896186	0.82646495	0.73335534	0.6995244	0.83123773	0.86596173	0.5952177	0.91380686	0.9513451	0.84369427	0.7689464	0.92782557	0.6644683	0.71797955	0.8227577	0.790989	0.7383981	0.7400222	0.8660177	0.78929234	0.8427344	0.9252519	0.8793585	0.6757771	0.858857	0.8081434	0.9118289	0.67245436	0.6927039	0.7649004	0.84678906	0.717934	0.84282315	0.96045375	0.80686426	0.8566175	0.834468	0.7586462	0.6306596	0.5537089	0.7550702	0.7946094	0.72952336	0.8824353	0.75078094	0.76181245	0.75182045	0.7767076	0.92870784	0.9250066	0.78523827	0.8882819	0.9392642	0.30783612	0.8688516	0.8086866	0.6721416	0.7382426	0.5034188	0.71968794	0.6809513	0.73436236	0.88547766	0.9089472	0.8523285
Belgisch/adj	0.8565799	0.78933364	0.7140057	0.0	0.23264372	0.927159	0.78620446	0.50838894	0.6378679	0.8855697	0.5547788	0.70425665	0.72322357	0.72470236	0.87672776	0.64503515	0.8853371	0.73440635	0.8469218	0.7867158	0.5932647	0.7735631	0.8425472	0.6169845	0.88036704	0.8297516	0.7092886	0.78862095	0.77638066	0.81508315	0.80455613	0.83291566	0.69569993	0.7597044	0.9141056	0.71221495	0.40849453	0.5945624	0.6624737	0.67564166	0.9325784	0.8926041	0.8743652	0.95267594	0.8215203	0.6722135	0.934624	0.63463426	0.9809252	0.7028464	0.80077946	0.82717705	0.7180337	0.7847344	0.63807887	0.88812464	0.94960004	0.6138861	0.71396226	0.76893455	0.8342124	0.951289	0.76965487	0.7553476	0.9388747	0.824124	0.7033467	0.89817023	0.71757686	0.5120358	0.67172676	0.83892417	0.6115088	0.601116	0.7178058	0.80727917	0.72323513	0.6541933	0.58512425	0.78353536	0.8326199	0.8343506	0.82618463	0.95656204	0.90889466	0.89070845	0.8353653	0.93051887	0.73304677	0.66961604	0.7797309	0.8681127	0.6435313	0.60331714	0.7902822	0.8185773	0.6777077	0.97404975	0.72174245	0.88074535	0.85939515	0.7613008	0.64584154	0.9538093	0.89604706	0.8424344	0.800503	0.7262018	0.8923992	0.6319812	0.9613215	0.8231642	0.70809424	0.78691965	0.99252856	0.8273451	0.7240805	0.8344976	0.7929429	0.68783367	0.7752341	0.7183598	0.66696596	0.90834355	0.9007542	0.95581084	0.62115216	0.80990356	0.7318368	0.8499715	0.70668185	0.8385552	0.69456244	0.6841451	0.828438	0.80839497	0.7579016	0.68730366	0.5853468	0.81157255	0.8159557	0.7474445	0.31376755	0.920457	0.84061277	0.6141429	0.8641862	0.8786026	0.8848598	0.8971607	0.76737297	0.6220546	0.6102326	0.9072053	0.59177494	0.8552949	0.6107234	0.92344946	0.762388	0.7787681	0.6938332	0.69375896	0.6672044	0.7157782	0.8489265	0.85097104	0.7990613	0.65340054	0.78175414	0.62049556	0.8816456	0.70431507	0.72895014	0.5504682	0.59629405	0.7251262	0.87578285	0.7979084	0.67038846	0.79248464	0.8964503	0.59151924	0.6521064	0.8134832	0.67085344	0.72896564	0.8566692	0.7844814	0.8446734	0.7548133	0.74944425	0.936569	0.81271625	0.70696187	0.7559012	0.9374801	0.60472506	0.66446805	0.69442433	0.65731907	0.67724293	0.7432672	0.9277911	0.84361917	0.86657846	0.92254746	0.8756887	0.8348905	0.66285276	0.481521	0.5588757	0.5355855	0.81087303	0.6492964	0.8867511	0.8582658	0.80374193	0.8774251	0.706465	0.8197906	0.7140007	0.7551826	0.52262497	0.7107576	0.64641714	0.89277136	0.83544517	0.82592547	0.5746394	0.7470958	0.81162655	0.7045067	0.60837454	0.6309717	0.72119474	0.81817496	0.80595064	0.7364377	0.88812596	0.69706917	0.59130895	0.58662164	0.7197199	0.57058436	0.8660007	0.7963904	0.80463904	0.9211552	0.7827952
Frans/adj	0.81147593	0.76513284	0.7183734	0.23264372	0.0	0.9069424	0.8733289	0.57297754	0.65375847	0.8851489	0.6348827	0.6369914	0.7447788	0.74306023	0.87784594	0.61589134	0.9299374	0.71929556	0.8159936	0.7542244	0.6125686	0.75843364	0.90141106	0.6209014	0.899148	0.81910276	0.7441329	0.77039987	0.8220274	0.9152966	0.82478106	0.86522937	0.63924	0.7908658	0.8929683	0.71325296	0.40702897	0.7484836	0.56781375	0.6634867	0.9442046	0.906337	0.90529186	0.92570424	0.83453417	0.6898562	0.93898445	0.61122644	0.97777647	0.548773	0.80332136	0.855809	0.77063715	0.8473425	0.7370446	0.8999138	0.9524998	0.5554955	0.74639153	0.73651934	0.88098025	0.97125095	0.7721145	0.76768196	0.96145976	0.89587545	0.60876924	0.9028367	0.6828047	0.40452534	0.70306283	0.8701793	0.5367042	0.6029866	0.7800659	0.8072349	0.77717453	0.6802812	0.45454496	0.8199297	0.8643669	0.84038246	0.8645084	0.9588794	0.90060985	0.89861363	0.86986625	0.96770924	0.77904963	0.64577204	0.7848264	0.8869955	0.5357186	0.63180417	0.8101722	0.82791007	0.7053443	0.9980978	0.73498803	0.91768736	0.8802052	0.75806147	0.61728644	0.9521354	0.8552278	0.8671297	0.8851209	0.85903984	0.8799995	0.601773	0.96759284	0.855843	0.6152206	0.8411936	0.99850386	0.8511544	0.7654708	0.8616133	0.80429703	0.67482114	0.7109096	0.67298144	0.64438343	0.956556	0.91899323	0.9528222	0.6247065	0.9281255	0.75099266	0.846891	0.6546036	0.8491105	0.65068305	0.7781284	0.81150436	0.7067615	0.7315236	0.7937651	0.6106404	0.85293037	0.8928329	0.8301298	0.45971256	0.9381454	0.8465407	0.70367265	0.8734775	0.9452043	0.8428258	0.90631014	0.7828908	0.5110719	0.4862982	0.93298566	0.5482456	0.882701	0.61006296	0.9468791	0.8238814	0.85136956	0.78144443	0.6659174	0.64316386	0.7554951	0.847732	0.9111108	0.8747305	0.5384254	0.80204934	0.6828894	0.8755548	0.8425561	0.7821514	0.47898763	0.60821843	0.6576948	0.86620903	0.7829927	0.5947757	0.8207545	0.9150353	0.5598218	0.68716174	0.87618405	0.7113903	0.6965472	0.8554915	0.77564013	0.89158165	0.826308	0.7507428	0.9232687	0.8386504	0.6661954	0.75627625	0.9654337	0.56126165	0.52170074	0.7774101	0.63685864	0.6184032	0.7139355	0.9060295	0.833994	0.8414645	0.95769316	0.89159906	0.79985774	0.6294347	0.561259	0.75441736	0.4466018	0.75875324	0.6951307	0.8467473	0.84496534	0.82157767	0.9077586	0.72905695	0.83674157	0.80558693	0.7695803	0.4067977	0.6155381	0.5314952	0.9216392	0.8166821	0.8858185	0.62058353	0.6473396	0.8061952	0.62646985	0.7751692	0.747511	0.7182392	0.84032154	0.7816655	0.723078	0.9227439	0.6556819	0.5698314	0.5840783	0.63883495	0.46895462	0.86827683	0.8026128	0.82244855	0.8854194	0.74690676
Italiaan/noun	0.92271084	0.91559255	0.92455906	0.927159	0.9069424	0.0	0.5293807	0.8418148	0.9795037	0.9170729	0.960339	0.91772324	0.9082004	0.8613813	0.79471993	0.86280763	0.88454354	0.91321784	0.932595	0.9404823	0.90498877	0.9229841	0.9417564	0.8660366	0.9129586	0.9483836	0.92840415	0.93702096	0.9544552	0.9497272	0.8638994	0.89345676	0.9071946	0.89306283	0.78898287	0.93072224	0.84711075	0.8272671	0.8720509	0.9556066	0.9176258	0.83532655	0.92213583	0.89168215	0.84236634	0.8527243	0.9482477	0.8728387	0.9636143	0.8930818	0.9321321	0.8572818	0.8713089	0.90446794	0.89750266	0.91821116	0.9141058	0.8287822	0.9335484	0.8656085	0.836701	0.90360665	0.86410004	0.9387996	0.92341286	0.9327291	0.879385	0.95123905	0.82121015	0.8345562	0.81919146	0.890344	0.9004891	0.81048506	0.9189855	0.8776525	0.98480093	0.8895473	0.85801864	0.8488287	0.9726963	0.77922046	0.83025086	0.9475821	0.7969363	0.9106699	0.87413526	0.9482565	0.90195274	0.86560285	0.8286905	0.8557683	0.92272407	0.84370875	0.84479344	0.7940248	0.9468407	0.98294115	0.7760069	0.9568661	0.777115	0.9900631	0.8756109	0.97234863	0.9696806	0.8773074	0.9253681	0.9309407	0.9512696	0.88936305	0.9355658	0.7781175	0.90415096	0.9086417	0.92139804	0.90909445	0.8897817	0.95921475	0.87758434	0.909598	0.8404703	0.8660018	0.90434915	0.9092844	0.941288	0.86997724	0.8498622	0.9152986	0.9369377	0.8781856	0.89243567	0.8859455	0.95751554	0.86313206	0.8980377	0.9557804	0.9355662	0.87528455	0.90684783	0.8816187	0.9558339	0.83846986	0.95387524	0.97251874	0.945355	0.9551617	0.9345829	0.9262512	0.7993853	0.9125589	0.8586952	0.92078257	0.8961011	0.9017369	0.8888865	0.85408366	0.81851435	0.9594788	0.9547688	0.8532091	0.93535817	0.8723202	0.88238883	0.91915137	0.908836	0.9540952	0.96992487	0.8319469	0.8102864	0.949087	0.934794	0.8583597	0.8788413	0.9471022	0.9549855	0.91420734	0.9251418	0.87795913	0.7686016	0.91267157	0.95321614	0.89990324	0.8917644	0.9305088	0.8998078	0.8886215	0.86787033	0.96413994	0.86127245	0.92696327	0.84647393	0.83525705	0.8615092	0.90384775	0.8935819	0.96574044	0.87026274	0.8998272	0.8686521	0.8501153	0.9405139	0.8756542	0.83015215	0.8776343	0.84565735	0.84763074	0.8770652	0.7783868	0.8527801	0.8839549	0.90775156	0.8871003	0.86881244	0.91331357	0.9090487	0.8571666	0.95116293	0.858187	0.96246195	0.944388	0.9307674	0.8393467	0.89601696	0.8814453	0.8791356	0.8231344	0.95675385	0.92263263	0.9440047	0.8821046	0.79421365	0.89801043	0.7821613	0.923943	0.8933565	0.9244531	0.92139286	0.8907122	0.85856366	0.95586145	0.83861077	0.8859089	0.9087351	0.8736754	0.7093183	0.8970219	0.9531231	0.89413136	0.9039222
Nederlander/noun	0.9613996	0.9335865	0.9028867	0.78620446	0.8733289	0.5293807	0.0	0.9446227	0.92033315	0.9895987	0.8723978	0.8746625	0.93176866	0.82029426	0.81992596	0.8675023	0.8617183	0.7909516	0.9753903	0.8415537	0.8192622	0.94843966	0.8232609	0.78172797	0.9575013	0.9405447	0.96534336	0.9678014	0.868467	0.93619347	0.9697542	0.93763226	0.8592108	0.8218908	0.94608223	0.9298514	0.81854016	0.8288129	0.8435633	0.9638074	0.97889674	0.8499096	0.8987746	0.877205	0.9039958	0.8738121	0.91017634	0.8986388	0.91311836	0.92798686	0.8543202	0.72895455	0.9245803	0.9396211	0.84367096	0.8910799	0.86863947	0.90562487	0.9277484	0.9404828	0.8660856	0.9442204	0.94423485	0.9190473	0.8174374	0.86220485	0.8410784	0.8484411	0.8619617	0.9260081	0.8688348	0.884475	0.85055006	0.93727124	0.7462168	0.88649386	0.8695468	0.8415474	0.9156812	0.8646306	0.9153135	0.90408105	0.82442063	0.93304694	0.91179305	0.88038605	0.8663224	0.7440272	0.80732214	0.86333597	0.72777045	0.97079164	0.92897975	0.77959263	0.83841264	0.93699247	0.9441845	0.8954364	0.67749643	0.92480457	0.88246614	0.9490065	0.9384515	0.9392598	0.9462105	0.8671782	0.8802911	0.8939199	0.9681264	0.80517286	0.9243098	0.7069043	0.86495984	0.9465071	0.9790518	0.84288096	0.96616	0.9282729	0.8420655	0.8862855	0.9461872	0.9221328	0.89943606	0.7954318	0.8593964	0.9014043	0.92420655	0.8711999	0.8395457	0.85954964	0.8690208	0.8062304	0.92556906	0.92281675	0.83967054	0.8575751	0.86232054	0.9028123	0.9179287	0.9092581	0.9445874	0.8242036	0.8587866	0.9186357	0.9024257	0.94540036	0.9486378	0.87853813	0.90960455	0.91321695	0.9023596	0.89983773	0.85474783	0.8891043	0.79766876	0.789381	0.8501198	0.9098732	0.93678474	0.8863397	0.8957246	0.9029154	0.91791904	0.88470346	0.9085239	0.9279949	0.9247935	0.93183476	0.8931542	0.9141504	0.9258458	0.87427366	0.93113035	0.95018023	0.8891937	0.9241	0.8912677	0.877061	0.76565856	0.8734026	0.9336681	0.8764187	0.80651796	0.92188257	0.9265618	0.9031408	0.82692766	0.9386494	0.8547058	0.9333869	0.929358	0.8249649	0.7673194	0.9070655	0.8731019	0.9172609	0.9011601	0.9280789	0.94200313	0.80255365	0.91366744	0.91828835	0.9569247	0.8518119	0.8842812	0.8788334	0.8598733	0.884848	0.96348095	0.8317048	0.79019177	0.9481614	0.85936	0.8641025	0.9213374	0.89494133	0.95638895	0.8236524	0.9561773	0.8985197	0.8551362	0.7770996	0.8480153	0.9426573	0.90129477	0.87143624	0.888152	0.9561414	0.878412	0.9525738	0.8590865	0.959812	0.833367	0.94143575	0.92066747	0.95265794	0.9354386	0.8835939	0.9265376	0.8945112	0.7975414	0.9027026	0.92720264	0.9037422	0.85005754	0.88987863	0.91615736	0.7308763	0.9080081
Roemeens/adj	0.9002707	0.81757724	0.8524729	0.50838894	0.57297754	0.8418148	0.9446227	0.0	0.8292516	0.9142661	0.77140677	0.85328954	0.7824297	0.78290784	0.8888787	0.8221013	0.9110203	0.82088834	0.92280763	0.6988158	0.77769876	0.76818454	0.94507504	0.7648404	0.8873032	0.82986295	0.83688235	0.8231667	0.8506484	0.9068198	0.85453504	0.89432263	0.86873865	0.8737185	0.8601917	0.83199704	0.64144874	0.635412	0.8219099	0.8551603	0.80198354	0.8938491	0.84604394	0.8590833	0.74101573	0.7390828	0.96429634	0.7254689	0.9469975	0.8594853	0.92098427	0.8504268	0.785208	0.7999163	0.7787472	0.92026275	0.93962413	0.7532731	0.68607295	0.78671324	0.86910665	0.93892133	0.771704	0.8532458	0.8996009	0.842633	0.81314	0.9513249	0.7534804	0.62546754	0.8260784	0.90878224	0.80071133	0.706203	0.87650037	0.9027771	0.9177843	0.8455243	0.70706725	0.8603823	0.95453084	0.86187786	0.82201016	0.9006298	0.9142119	0.9386314	0.75370723	0.9699432	0.8772452	0.83135366	0.83436835	0.84895796	0.72570145	0.6832577	0.8328841	0.725001	0.67314017	0.97599506	0.79278207	0.9733704	0.8505734	0.8330684	0.8112371	0.97012407	0.8567467	0.8535915	0.81389725	0.7455982	0.8927136	0.716395	0.8739814	0.8339516	0.8764369	0.86969006	0.9716817	0.90345037	0.8577461	0.81591904	0.74605954	0.80371267	0.63705295	0.71088326	0.728964	0.9129947	0.92587805	0.9696339	0.7200283	0.880721	0.78982335	0.9159012	0.77276754	0.86671185	0.88286257	0.76731646	0.8802265	0.9351924	0.8847831	0.6927483	0.70476294	0.83048725	0.94965225	0.80402935	0.5119363	0.8745772	0.8637344	0.8255959	0.8316013	0.82853955	0.8909776	0.9332499	0.6750368	0.77771926	0.7716888	0.85501504	0.76780146	0.9052274	0.67552793	0.8609928	0.8657219	0.8298012	0.75663805	0.7282946	0.626078	0.8080729	0.96209174	0.891434	0.8153777	0.61496323	0.8175272	0.51563597	0.8970537	0.74990386	0.7091558	0.7481395	0.8297256	0.69940746	0.9266835	0.9012246	0.75800425	0.7795091	0.94049203	0.7496314	0.77428097	0.7804698	0.714663	0.7701508	0.9530162	0.8425857	0.84287184	0.7945519	0.7551194	0.92964786	0.8469594	0.6014657	0.74101245	0.97467995	0.65932953	0.7894555	0.6622068	0.80395883	0.8388642	0.75051683	0.9546466	0.87332594	0.8283637	0.8846515	0.7811587	0.7496219	0.6774858	0.68428624	0.5813743	0.74103427	0.9289508	0.7982036	0.88668764	0.9162682	0.90341836	0.9100073	0.8403136	0.86291873	0.7733561	0.8592247	0.7471914	0.8427242	0.7835832	0.7664546	0.9047695	0.8132162	0.75274956	0.7507691	0.87947977	0.7734389	0.56496394	0.5518658	0.7872156	0.8617723	0.72923076	0.8359707	0.9201076	0.8831167	0.69688576	0.7436758	0.8819285	0.76957345	0.791656	0.80540186	0.886045	0.88476324	0.82636356
