	dissertatie/noun	aantal/noun	aldus/prep	kondig_aan/verb	Henkel/name	voor/comp	keer/adv	basis/prep	maar/adv	privatiseer/verb	kruispunt/noun	namelijk/adv	op/adv	organisatie/noun	gedetailleerd/adj	binnen/prep	samenleving/noun	al/adv	bescherming/noun	bank_sector/noun	sociaal/adj	huishouding/noun	verbeter/verb	diep/noun	te/comp	die/det	baan/noun	netwerk/noun	maak_bekend/verb	druk/noun	reorganiseer/verb	intercommunale/adj	onderwijs/noun	tijd/noun	choreografie/noun	efficiënt/adj	en/vg	uitgebreid/adj	kader/prep	vermogen/noun	eindelijk/adj	KBC/name	succesvol/adj	voldoende/det	weer/adv	voorstel/noun	NMBS/name	manier/noun	groei/verb	als/comp	fabriek/noun	Top/name	jaar/noun	dus/adv	fors/adj	log/adj	opnieuw/adv	conflict/noun	voorbeeld/noun	het/comp	heb/verb	noodlijdend/adj	goedkoop/adj	want/comp	geldelijk/adj	links/noun	groep/noun	maak_uit/verb	genoeg/adj	initiatief/noun	dat/pron	jeugd_voetbal/noun	ten/adv	lening/noun	wil/verb	kop/noun	Franse/name	vorig/adj	ervaring/noun	we/pron	Bayer/name	overheid/noun	wanneer/comp	Italiaan/noun	top/noun	dringend/adj	gemengd/adj	zijn/det	fantastisch/adj	administratie/noun	het/prep	sector/noun	vaak/adj	verdwijn/verb	eerst/adv	waarvan/pp	band/noun	concern/noun	onderneming/noun	zichzelf/pron	sluit/verb	bedrijf/noun	stoot_af/verb	eraan/pp	zoals/comp	dit/det	Jacobs/name	touw_DIM/noun	daarom/pp	geregeld/adj	loods_binnen/verb	voetbal_bond/noun	aanvraag/noun	mogelijkheid/noun	moeilijkheid/noun	familie_bedrijf/noun	om/comp	rationaliseer/verb	spoor_weg/noun	nieuw/adj	Belgische/name	luchtvaart_maatschappij/noun	ons/det	probeer/verb	er/noun	sneltrein_vaart/noun	gewapend/adj	top_club/noun	beperk/verb	nu/adv	China/name	kost/noun	luchtvaart_bedrijf/noun	slechts/adv	smelt_samen/verb	schooljaar/noun	AG/name	het/noun	stel_aan/verb	bezig/adj	ze/pron	aan/comp	opleiding/noun	Thijs/name	duur/verb	Vinck/name	neem_over/verb	1/noun	bio_technologie_bedrijf/noun	intussen/adv	duur_voort/adj	merk/noun	Nederlands/adj	directie/noun	aan/part	poging/noun	specialist/noun	waarbij/pp	flink/adj	noorden/noun	onder/adv	volledig/adj	regio/noun	gebied/noun	dienst/noun	accoord/noun	blijf/verb	lek/noun	bestuurder/noun	weg/adv	hun/det	zodat/comp	container_park/noun	wat/prep	marketing/noun	dagenlang/adj	waarop/pp	help/verb	honderden/noun	tot/prep	staat_bedrijf/noun	Italiaans/adj	er/adv	bedrijf_terrein/noun	momenteel/adj	hoe/adj	onderga/verb	ver/adj	eerder/noun	structureel/adj	activiteit/noun	doordat/comp	geef/verb	dochter/noun	Argentijns/adj	dele/adv	werknemer/noun	geval/noun	tot/vg	balans/noun	besluit/verb	software_bedrijf/noun	landbouw_sector/noun	Japans/adj	drastisch/adj	gevaarlijk/adj	vervolgens/adv	Fabricom/name	zal/verb	Frans/adj	Group/name	zo/adv	stel_uit/verb	Europa/name	brandweer/noun	snel/adj	betreft/prep	afdeling/noun	maar/vg	grotendeels/adv	sinds/prep	slaag/verb	Nissan/name	enig/det	zwak/adj	voorwaarde/noun	eindig/adj	noodzaak/noun	wijze/noun	investering/noun	besta/adj	bovendien/adv	filiaal/noun	door/comp	het/det	waardoor/pp	inspanning/noun	buitenlands/adj	drie/num	zich/pron	financieel/adj	Vanenburg/name	nodig/adj	aandeel_beurs/noun	Bax/name	maak/verb	marketing_afdeling/noun	verkoop/verb	productie/noun	Duits/adj	vermoedelijk/adj	totaal/noun	hand_DIM/noun	voetbal/noun	de/det	Herck/name	bestuur/noun	plan/noun	last/prep	oud/adj	1999/noun	management/noun	uiteindelijk/adj	scheld_kwijt/verb	import_verbod/noun	medium_groep/noun	voortgang/noun	doorgaans/adv	Roemeens/adj	betref/verb	Valère/name	dicht/verb	EU/name	word/verb	bank/noun	overheid_schuld/noun	afgelopen/adj	juli/noun	Sabena/name	ontsla/verb	Carestel/name	bekend/part	economie/noun	Belgisch/adj	staal_industrie/noun	zet_voort/verb	beteken/verb	zeer/adv	Spoorwegen/name	danwel/vg	Fortis/name	ga/verb	dien/verb	Hof/name	ingekort/adj	miljard/noun	reserveer/verb	volop/adv	terug/adj	nationaal/adj	mede/adv	anders/adj	Karel/name	tak/noun	ga_in/verb	nooit/adv	moet/verb	samen/adj	Chrysler/name	boek/verb	tennis_bond/noun	verlieslatende/adj	Vlaams/adj	heel/adj	Philips/name	keten/noun	sanering/noun	jeugd_beleid/noun	tover_om/verb	wens/noun	terwijl/comp	gewoon/adj	haar/det	beweging/noun	principe/noun	zonder/prep	crisis_manager/noun	markt/noun	charter_maatschappij/noun	fuseer/verb	koers/noun	Unilever/name	slank_af/verb	grondig/adj	volgens/prep	club/noun	Bank/name	zwaar/adj	zonder/comp	wereldwijd/adj	breid_uit/verb	schuld/noun	traject/noun	leger/noun	record_tijd/noun	wij/pron	voer_op/verb	industrieel/adj	kijk_uit/verb	of/vg
dissertatie/noun	0.0	0.89339375	0.8962536	0.9096602	0.9183967	0.91223276	0.89882004	0.8360604	0.9144636	0.87681574	0.96404934	0.83858407	0.9460034	0.86234736	0.7628001	0.90531975	0.8611929	0.8965455	0.9063232	0.88861203	0.87994784	0.8761246	0.88440174	0.92233324	0.8732701	0.8526445	0.9346427	0.8662243	0.9049497	0.9268027	0.8996435	0.9038263	0.86887735	0.9160927	0.8486367	0.8866633	0.8405166	0.8003235	0.88031834	0.88352424	0.91138184	0.9221997	0.879727	0.8907278	0.92288303	0.8627764	0.90284663	0.8646643	0.92114735	0.9299787	0.9151456	0.8957486	0.91441596	0.8993316	0.92045933	0.913726	0.90226066	0.8923677	0.8455345	0.9017876	0.88581055	0.9040348	0.92651653	0.8884446	0.90886086	0.9039749	0.8795127	0.9035808	0.9235477	0.88040215	0.8236749	0.9208577	0.9076022	0.91835773	0.8975475	0.9323443	0.88706934	0.8871208	0.8718001	0.87795305	0.9182877	0.881629	0.8996012	0.9294416	0.92474765	0.91432214	0.92996556	0.8581629	0.92357594	0.86467695	0.86410654	0.88691086	0.86296606	0.9237304	0.8941265	0.8723804	0.90232617	0.8880564	0.87351304	0.8906094	0.9231683	0.88456124	0.90806115	0.9534626	0.8490299	0.85081106	0.9224745	0.9204127	0.8811274	0.8955076	0.92436343	0.90556026	0.90273625	0.9026926	0.8943695	0.8842927	0.8946264	0.9409306	0.9160504	0.88008535	0.89613074	0.91667813	0.89811456	0.9214863	0.9283837	0.90678495	0.9454567	0.90331054	0.9022347	0.883673	0.9006332	0.9221896	0.9218378	0.89900297	0.8919021	0.90736985	0.8904032	0.9093871	0.9069801	0.89812917	0.8857671	0.915053	0.83030534	0.92084527	0.92776644	0.88547194	0.8999868	0.92286646	0.9177263	0.86607623	0.88408625	0.89414006	0.8417048	0.910499	0.9162759	0.93321836	0.80822307	0.8576485	0.9323575	0.96087086	0.83746004	0.87945116	0.89692354	0.88881797	0.9076444	0.8913987	0.92954147	0.90448713	0.9147364	0.9389121	0.8840956	0.8957507	0.92681247	0.8414157	0.8495502	0.9048656	0.86575705	0.9224827	0.90777725	0.91148454	0.9007749	0.9003834	0.9027826	0.9121571	0.8739613	0.8835218	0.8927582	0.89747566	0.8583364	0.89114726	0.872581	0.8975245	0.8974845	0.9165075	0.90733933	0.89094335	0.91785336	0.9082092	0.9419428	0.89043504	0.88905555	0.8943974	0.9052977	0.87393415	0.9273186	0.9306172	0.8705213	0.92445743	0.88864607	0.8775653	0.8907304	0.89250296	0.940758	0.8905503	0.9543791	0.92912847	0.85440457	0.8795701	0.8643584	0.8788835	0.8978099	0.92190015	0.9057688	0.8700127	0.9116069	0.9169436	0.882554	0.8794232	0.8513099	0.900226	0.881697	0.8680841	0.8859689	0.8831089	0.8797878	0.9048904	0.8990593	0.8816863	0.92477316	0.89171225	0.903775	0.9087214	0.90878373	0.911216	0.94134283	0.9102679	0.91376907	0.9263561	0.8823976	0.86745197	0.9193076	0.9186118	0.90077615	0.9086457	0.874873	0.9401568	0.90609986	0.86371046	0.8970177	0.9199897	0.8890637	0.8583846	0.9191186	0.91243315	0.94278306	0.8855879	0.8795467	0.8514198	0.888248	0.84255254	0.9293378	0.886872	0.8854107	0.85691553	0.92495894	0.91720945	0.88782287	0.9145528	0.9157399	0.9104981	0.9160625	0.91192806	0.8771341	0.9204756	0.8811849	0.91155726	0.91883945	0.83474576	0.8964992	0.89089906	0.91225404	0.92689276	0.8634239	0.8983719	0.889004	0.9265116	0.95119756	0.90008485	0.9035578	0.9151017	0.8697711	0.92078525	0.89309275	0.904636	0.9147364	0.9182477	0.8839272	0.87248313	0.9009428	0.9076787	0.9063409	0.92697406	0.88950086	0.89568186	0.9053095	0.89537454	0.88514686	0.84181744	0.9247271	0.9058319	0.91650915	0.9291096	0.8737859	0.8723823	0.8911562	0.89518833	0.91720307	0.93202144	0.9120053	0.88580287	0.92797923	0.87622494	0.88774353	0.85238796	0.86742383	0.89928114	0.91264975	0.9393736	0.86421907	0.883102	0.9223865	0.9185551	0.90358317	0.9176483	0.8965476	0.86328226	0.9045576	0.88655174	0.9605849	0.8927998
aantal/noun	0.89339375	0.0	0.92452335	0.8427156	0.84568894	0.8898119	0.8730794	0.7851937	0.8881038	0.8346163	0.88120645	0.74424505	0.89666265	0.79646206	0.7835033	0.8011997	0.82855606	0.84038186	0.7835176	0.766471	0.74961376	0.8449365	0.7504914	0.9087869	0.8342386	0.7560534	0.77161705	0.76340294	0.8743928	0.7946915	0.7728539	0.837695	0.79801303	0.8877041	0.8718884	0.80954117	0.78812295	0.81838894	0.850526	0.69712764	0.92518145	0.81732637	0.82656264	0.82229966	0.8923477	0.8478774	0.77263325	0.88922405	0.7424551	0.87683314	0.80895245	0.9296719	0.8130836	0.8437832	0.64342475	0.86865175	0.8323833	0.84639823	0.85704386	0.8694978	0.85824037	0.83419776	0.7793937	0.9032437	0.82020724	0.8917773	0.71033925	0.87628615	0.8869221	0.8415003	0.79174036	0.8874093	0.790726	0.76708406	0.8390688	0.94172347	0.89507574	0.8032975	0.82805204	0.8842819	0.85985225	0.78034973	0.8072073	0.9122529	0.88816917	0.81768715	0.8588714	0.8643762	0.90397316	0.7849509	0.8307797	0.7124634	0.7209207	0.8075223	0.8674615	0.75242436	0.89085174	0.7311561	0.71388775	0.8978229	0.8395877	0.6824124	0.76228106	0.94523144	0.7811323	0.7872321	0.9647738	0.92025554	0.81668645	0.7715361	0.8698316	0.8852993	0.73458093	0.76395726	0.77683103	0.8240475	0.8015829	0.87821937	0.8094045	0.78154397	0.90325034	0.760431	0.8117368	0.851585	0.95082545	0.85811025	0.84328705	0.8916945	0.729645	0.86948323	0.8124417	0.6239756	0.8416823	0.71762717	0.879567	0.77859175	0.86669856	0.9193732	0.8554481	0.89328843	0.89897704	0.8748828	0.7718736	0.96062833	0.9015509	0.8635084	0.8505487	0.87485814	0.85709125	0.81049323	0.7970108	0.81498563	0.8047125	0.82168716	0.85094285	0.87125665	0.8107325	0.63002324	0.7589251	0.8902028	0.77989304	0.8375771	0.7884445	0.7978757	0.796831	0.84430057	0.8380054	0.84592354	0.84281164	0.9116352	0.7211956	0.72130895	0.7933513	0.73670864	0.8433177	0.8375048	0.8195259	0.79908186	0.6235919	0.78317225	0.80118495	0.88927627	0.7983953	0.7916886	0.7474513	0.87820446	0.7871115	0.80503964	0.831479	0.7037259	0.7472969	0.648563	0.8664076	0.9104573	0.8750276	0.8079597	0.7245709	0.83378583	0.8247855	0.8474607	0.8776373	0.8198151	0.788654	0.81181586	0.6382333	0.8386387	0.8390383	0.8920622	0.7476291	0.89401716	0.85792774	0.90669817	0.8549489	0.7643977	0.8835391	0.780049	0.7342646	0.85232365	0.8612478	0.7607218	0.80930495	0.86351895	0.81698114	0.8384007	0.8365503	0.7860913	0.84694517	0.79827344	0.86011684	0.6750047	0.7180161	0.67119026	0.8254918	0.8021763	0.8351952	0.65502954	0.78599954	0.71662635	0.7080405	0.8473605	0.75299954	0.8671613	0.8025186	0.7883621	0.9241523	0.87456566	0.86846155	0.8136823	0.6881398	0.85609007	0.77688074	0.70023155	0.88195074	0.927248	0.7246891	0.95568717	0.85965097	0.8459051	0.8769319	0.8262512	0.7779989	0.79418087	0.8557929	0.8302619	0.8895848	0.8401233	0.80433613	0.73643744	0.84249496	0.72439337	0.9090235	0.91724765	0.77078164	0.74024975	0.8099251	0.7258225	0.7686777	0.9010473	0.76550007	0.8344163	0.8703303	0.8563707	0.74846256	0.8250746	0.8162308	0.8469295	0.73883784	0.79388857	0.81640995	0.7921902	0.78757	0.904188	0.77654654	0.9306296	0.8647946	0.81209755	0.8541914	0.88943654	0.91129017	0.8889766	0.7281747	0.9306099	0.94514936	0.85010755	0.87697303	0.92970884	0.7769824	0.86270785	0.820735	0.7893695	0.8973569	0.8084836	0.8543612	0.8725896	0.7831107	0.7905729	0.75855494	0.8507433	0.87110245	0.82667553	0.75339615	0.87560314	0.8599112	0.8497971	0.81544167	0.81473625	0.8953321	0.7583109	0.84010243	0.85058135	0.7819017	0.79099905	0.78815615	0.8288648	0.8088261	0.8828173	0.86694276	0.8058983	0.8404006	0.689283	0.7466842	0.76102036	0.7856341	0.8562713	0.8812052	0.87007403	0.8127687	0.738199	0.90056044	0.75720215
aldus/prep	0.8962536	0.92452335	0.0	0.6481414	0.8960931	0.9473728	0.8490031	0.91261053	0.96146345	0.87294495	0.9331359	0.912478	0.93506545	0.90010023	0.88391805	0.90919244	0.92517906	0.9670383	0.9194033	0.9114195	0.90786225	0.9126236	0.91875124	0.9372437	0.899485	0.9250023	0.9338091	0.91439146	0.6792642	0.8933467	0.85774654	0.8913127	0.9156659	0.9741961	0.88037795	0.9136215	0.7889546	0.9261631	0.96641165	0.9306447	0.92529917	0.8657241	0.8935152	0.9440899	0.9597572	0.7680086	0.8634167	0.9355099	0.9618791	0.9092204	0.9517471	0.84188634	0.9745075	0.9127299	0.89869773	0.92247987	0.9133202	0.87990963	0.9351125	0.95944005	0.82650197	0.88043535	0.96252817	0.9236573	0.9322218	0.85839045	0.9357966	0.9328353	0.95095015	0.89744484	0.9221209	0.9253037	0.9111747	0.93957156	0.76654947	0.94765306	0.8656535	0.88313156	0.94954634	0.92655075	0.84306973	0.9104237	0.9180094	0.90952444	0.9054949	0.9036798	0.9214787	0.85652006	0.94582784	0.8653469	0.93707407	0.9212224	0.9444859	0.97651505	0.90738964	0.94131565	0.9483136	0.84745955	0.8820642	0.9121571	0.913168	0.8811332	0.9004579	0.87502563	0.874455	0.8991842	0.5881013	0.8675593	0.837013	0.9161009	0.88581985	0.82552636	0.92940634	0.9178736	0.90852284	0.88346523	0.9250975	0.93726027	0.8787522	0.8981923	0.8221469	0.896304	0.8965385	0.8695853	0.964415	0.9079808	0.94374526	0.90958595	0.92475533	0.92644733	0.92136025	0.92851883	0.9253164	0.9638211	0.9275248	0.9452581	0.8605387	0.9472599	0.6100258	0.9653634	0.9445969	0.9601586	0.9230237	0.6446544	0.98710257	0.73629475	0.79185176	0.9215556	0.9331409	0.833076	0.93893546	0.9421771	0.79550624	0.8541852	0.9311409	0.8872868	0.8333965	0.9487625	0.9260186	0.9805135	0.8295684	0.9321629	0.9461378	0.9374282	0.9000697	0.8804937	0.93265885	0.8702364	0.694571	0.9262318	0.9247837	0.9263594	0.9354067	0.9089198	0.8100891	0.8982756	0.908599	0.93310153	0.9335384	0.9675355	0.8940512	0.8401257	0.9527126	0.9204639	0.8907477	0.9382723	0.9264079	0.9172523	0.79167575	0.9020914	0.92694366	0.89081335	0.910847	0.8689057	0.8356024	0.86726916	0.9239926	0.9489583	0.9875415	0.9188651	0.62628907	0.865164	0.9317435	0.87943894	0.8967867	0.9544497	0.89565575	0.91597134	0.8581627	0.7604738	0.8230431	0.9360554	0.90207404	0.9271275	0.93779445	0.9324471	0.90945214	0.88507515	0.922521	0.91816247	0.9315029	0.90531707	0.89098036	0.9296463	0.9489665	0.91671443	0.9262456	0.92259574	0.9216829	0.93345195	0.9319799	0.86499476	0.9192772	0.9072752	0.9059793	0.92878133	0.91235256	0.8676484	0.952345	0.89531046	0.84134114	0.83228785	0.9608654	0.91766256	0.7865747	0.9582591	0.9362923	0.93944335	0.9447029	0.7974987	0.91579545	0.95376104	0.9098683	0.9062779	0.84997284	0.6918727	0.85282755	0.8310662	0.7228718	0.9738948	0.9217387	0.85479856	0.926649	0.9025057	0.9513569	0.90232676	0.8774211	0.89236677	0.84780174	0.9005445	0.77115816	0.8937374	0.8811733	0.9038229	0.88932776	0.9483844	0.8834657	0.96513546	0.894821	0.71965396	0.92197514	0.72788054	0.9119947	0.821715	0.92575336	0.84743714	0.945013	0.9331919	0.8090674	0.8853513	0.82968456	0.9605936	0.8848326	0.85941744	0.94918835	0.94874614	0.95469916	0.94979227	0.92053616	0.90447885	0.88322955	0.9548869	0.60574806	0.92664856	0.88154876	0.94580054	0.88524145	0.6841866	0.8980771	0.92922884	0.87001514	0.9290212	0.81370217	0.9733302	0.79349667	0.9176508	0.8827136	0.8751331	0.9427828	0.857719	0.9218606	0.9499709	0.9198766	0.9531891	0.92320657	0.9432049	0.7811714	0.9327891	0.9079727	0.89134157	0.8970649	0.80886406	0.91309226	0.91634595	0.33204	0.9130576	0.8299483	0.9539208	0.92518985	0.9212456	0.93997437	0.92276525	0.9532419	0.8931846	0.9204959	0.9184298	0.8939032	0.9386561	0.91723126	0.9617027
kondig_aan/verb	0.9096602	0.8427156	0.6481414	0.0	0.7885784	0.89642274	0.871236	0.909208	0.96797234	0.73738766	0.9372517	0.8987006	0.9611449	0.8449785	0.8607446	0.7959049	0.9169609	0.81501985	0.88317776	0.78855956	0.85239685	0.9081383	0.86386573	0.9094053	0.91678154	0.91274303	0.84461415	0.8586263	0.3467595	0.8125466	0.6911455	0.84047365	0.8913944	0.9444511	0.9105899	0.89361584	0.8123322	0.8311765	0.80491984	0.9042089	0.9013462	0.79257506	0.80473804	0.9206478	0.9092009	0.6331221	0.744501	0.9509878	0.8745506	0.913781	0.82108736	0.8818556	0.8378142	0.94340473	0.77380466	0.903218	0.79754084	0.8161664	0.87920713	0.94810414	0.73611015	0.6985277	0.9064394	0.9489232	0.89237976	0.89285094	0.8865961	0.8812254	0.9345436	0.8193085	0.79105663	0.9139104	0.90897816	0.84752464	0.701587	0.9177198	0.81411195	0.6569226	0.9446977	0.9128044	0.7890174	0.835656	0.8911664	0.9007099	0.817997	0.8225223	0.8925187	0.80069673	0.9414487	0.8050928	0.8269712	0.85075474	0.9477267	0.8577963	0.89731336	0.8876811	0.8817192	0.67154753	0.75195223	0.9268313	0.68134207	0.7493729	0.7404977	0.88803244	0.8161515	0.81561613	0.8762835	0.86785346	0.823767	0.8858182	0.8465143	0.7648667	0.80497426	0.8486075	0.83686507	0.8458072	0.87317765	0.91409415	0.7879517	0.77584046	0.8233073	0.7181902	0.9178866	0.85633004	0.9412992	0.8843161	0.86229813	0.8909517	0.8314545	0.9203648	0.82330155	0.8501458	0.79920906	0.94494885	0.8159425	0.8363478	0.77621543	0.96460223	0.6980283	0.864058	0.93470997	0.9461098	0.9169859	0.8847159	0.862031	0.7813418	0.6525165	0.7596829	0.834363	0.8094233	0.9115893	0.8815486	0.7844361	0.6751195	0.7951944	0.84726423	0.8734003	0.8079621	0.8633521	0.9173024	0.7735096	0.8900058	0.9207113	0.9013006	0.82802117	0.66469264	0.93118644	0.8673722	0.79758567	0.9158695	0.8848936	0.8900192	0.8709053	0.86564946	0.84971374	0.851854	0.8455707	0.9157349	0.8594047	0.80511284	0.7580141	0.7895709	0.8927789	0.8919022	0.844639	0.95809335	0.76512307	0.8981619	0.67313623	0.829281	0.8217287	0.8789443	0.8495631	0.79704916	0.7996284	0.8804817	0.813883	0.9471729	0.9005025	0.8964666	0.48394722	0.75706196	0.8478226	0.79079354	0.7633546	0.94761	0.8926319	0.8391335	0.7506021	0.73416597	0.7359438	0.9458926	0.5900285	0.83737516	0.90137345	0.92064065	0.8615657	0.82347596	0.93944544	0.87698746	0.66651374	0.8374455	0.81127846	0.87815136	0.9275342	0.8185343	0.8682261	0.80182785	0.9145929	0.8329531	0.856585	0.88828564	0.770594	0.87625223	0.82713777	0.8710476	0.89407396	0.7899551	0.89493006	0.875449	0.7981682	0.82636756	0.852427	0.81551665	0.86652595	0.9075382	0.8706247	0.8078876	0.84689754	0.7260047	0.8489435	0.91752774	0.90789145	0.91410035	0.73394996	0.89604044	0.74691164	0.6860213	0.67421186	0.951376	0.7100365	0.7594214	0.9219208	0.82788265	0.84920585	0.7925646	0.821884	0.917075	0.83831626	0.83759654	0.8509204	0.88880384	0.79006326	0.8380354	0.77040803	0.8775916	0.7042093	0.77593446	0.72587454	0.65381336	0.8189846	0.3445565	0.8663981	0.77772546	0.86591756	0.6548475	0.7857768	0.9178117	0.71594715	0.87147033	0.7329274	0.90939534	0.81495	0.8412211	0.88921267	0.8627486	0.82569367	0.8670003	0.8499351	0.82165116	0.80553925	0.9667399	0.7834701	0.8372073	0.73330855	0.9420776	0.85317904	0.78976524	0.78027964	0.76736236	0.85300535	0.7969829	0.7499479	0.9122434	0.67560935	0.84066373	0.7213014	0.8861561	0.8878715	0.86272305	0.88236475	0.9609325	0.8573069	0.89050275	0.9052996	0.8821857	0.8127656	0.878629	0.7801371	0.7067825	0.79358727	0.7151258	0.7857486	0.8436663	0.6179768	0.87510866	0.73532665	0.91160506	0.9026807	0.8057183	0.80287385	0.8546645	0.9096099	0.7937353	0.8903119	0.9332914	0.7820462	0.8541111	0.86600035	0.9220925
Henkel/name	0.9183967	0.84568894	0.8960931	0.7885784	0.0	0.90905255	0.8909748	0.92346144	0.9321804	0.859861	0.9649174	0.8923851	0.9167896	0.88227224	0.92073715	0.8711599	0.92780983	0.86008143	0.9146224	0.8156122	0.8850553	0.91241574	0.88133985	0.9305835	0.8531214	0.89814967	0.81536853	0.8698505	0.75363445	0.88244635	0.7874764	0.87291723	0.9190462	0.9251655	0.9364155	0.898147	0.86072963	0.92031556	0.9290176	0.8832813	0.90746325	0.76368725	0.85907453	0.90860647	0.9179792	0.8815603	0.81397957	0.9281188	0.82822347	0.9111631	0.7853445	0.8980644	0.8407656	0.89972764	0.7969073	0.9159614	0.8619012	0.887427	0.93488395	0.9380434	0.86162305	0.767093	0.8621702	0.9275281	0.8962647	0.9408806	0.8999661	0.94945985	0.9331613	0.9133838	0.8688293	0.913896	0.8978971	0.86668307	0.8686229	0.94584167	0.85266703	0.7949281	0.9536844	0.88559866	0.7399645	0.84947973	0.898062	0.9180984	0.9155431	0.91351134	0.8857951	0.87352014	0.9460806	0.88854057	0.9162294	0.8347517	0.91923213	0.8663255	0.89388114	0.85788184	0.92623836	0.6750554	0.73622024	0.9230953	0.8087621	0.7121011	0.7817037	0.96037346	0.90232295	0.8666506	0.89878744	0.9279721	0.8467116	0.91317314	0.9306756	0.8731665	0.86856973	0.90434885	0.86146635	0.8092637	0.8580073	0.88458407	0.85149777	0.8743605	0.8904226	0.7713478	0.8892895	0.8953316	0.9325168	0.9040722	0.90957916	0.91907096	0.895748	0.8768608	0.862267	0.87502134	0.8520475	0.87575847	0.87980396	0.8714067	0.78780675	0.9449729	0.8728338	0.9299715	0.8945791	0.93041605	0.9021896	0.91209155	0.9203077	0.8272781	0.793291	0.87983286	0.8226476	0.82908547	0.91654265	0.7943548	0.8805379	0.76497686	0.9036784	0.92005956	0.89177597	0.88507867	0.8600209	0.9460199	0.8222183	0.8910898	0.9161387	0.93288213	0.8773124	0.8512238	0.91170317	0.91776824	0.889847	0.9122102	0.87018645	0.89357394	0.8991862	0.9091102	0.8608196	0.9092995	0.9295	0.92189723	0.8804724	0.85804695	0.79719025	0.8819716	0.9049473	0.8713028	0.83856475	0.9286641	0.92220485	0.89722466	0.83942765	0.86832607	0.8634164	0.85361433	0.93961084	0.8688508	0.9087359	0.886993	0.7992788	0.94533634	0.88926893	0.9125499	0.8412318	0.75515085	0.8740974	0.80973583	0.85006917	0.9348374	0.8919147	0.8225653	0.8385164	0.85878164	0.7863461	0.92794704	0.8648822	0.82110083	0.9368548	0.8965341	0.9118371	0.86740386	0.9134789	0.86954707	0.83781904	0.90560514	0.76036334	0.9055184	0.90120006	0.900056	0.8938347	0.9061874	0.92873675	0.8183632	0.90197504	0.84760803	0.8040537	0.857149	0.8992672	0.8608127	0.9141136	0.84773743	0.88992745	0.92301625	0.83051634	0.8307767	0.9134306	0.8174644	0.8892137	0.9443595	0.8664868	0.81322587	0.8322479	0.8031288	0.8951199	0.85783243	0.9440779	0.9374262	0.83980846	0.90130395	0.86433727	0.86042523	0.88272476	0.9155573	0.814444	0.8096242	0.8642172	0.8909268	0.90328413	0.7981747	0.88720024	0.89400995	0.9079571	0.92045355	0.89981836	0.92366266	0.8821937	0.8541515	0.80061054	0.8984609	0.8405675	0.8948722	0.76297605	0.8221868	0.83713514	0.7423778	0.85250497	0.8418326	0.8569279	0.8659154	0.8733641	0.9344594	0.8181183	0.8943505	0.7399782	0.88900524	0.91075563	0.92085725	0.9197381	0.8243802	0.9193765	0.8933228	0.8939085	0.9089902	0.84264416	0.95466286	0.90460205	0.87712824	0.90415645	0.9427812	0.8735026	0.8547075	0.73238695	0.8077254	0.8981715	0.78599083	0.91134095	0.9313978	0.68011534	0.80959904	0.79485095	0.90315825	0.93679833	0.9360405	0.87490636	0.924839	0.8870471	0.91884786	0.92273295	0.92307353	0.89711046	0.8177355	0.8284153	0.81769735	0.8228571	0.6815995	0.81605136	0.92914873	0.8617482	0.9089781	0.7968653	0.9057633	0.89165086	0.769627	0.8779829	0.8732283	0.9113095	0.9179941	0.88804823	0.8758555	0.90081835	0.7968503	0.940107	0.9062766
