	vermoedelijk/adj	marketing/noun	sommig/adj	dollar/noun	grondig/adj	bank/noun	Vlaams/adj	ten/adv	huishouding/noun	record_tijd/noun	samenleving/noun	heb/verb	nationaal/adj	spoor_weg/noun	ga_in/verb	hoogte/noun	gedetailleerd/adj	bedrijf_terrein/noun	voeg_samen/verb	toen/adv	keten/noun	1999/noun	eveneens/adv	dicht/verb	uitgebreid/adj	nu/adv	toezicht/noun	volop/adv	manier/noun	morgen/noun	word/verb	merk/noun	geregeld/adj	regionaal/adj	failliet/adj	leger/noun	vandaag/adv	overheid/noun	hervorm/verb	noodzaak/noun	verlies/noun	help/verb	prof_voetbal/noun	gewapend/adj	industrieel/adj	terug/adj	verkoop/verb	Frans/adj	1998/noun	probeer/verb	bedrijf/noun	samen/adj	administratie/noun	verlieslatende/adj	kapitaal/noun	sector/noun	slank_af/verb	tijd/noun	fond_beheerder/noun	vermogen/noun	regio/noun	staat_bedrijf/noun	kop/noun	dus/adv	nieuw/adj	druk/noun	tennis_bond/noun	reorganiseer/verb	noorden/noun	winst/noun	schuld/noun	lening/noun	boek/verb	miljard/noun	dele/adv	fabriek/noun	geldelijk/adj	snel/adj	juli/noun	onderscheid/noun	voetbal_bond/noun	top_club/noun	bank_sector/noun	honderden/noun	vervolgens/adv	werkgever_organisatie/noun	eerder/noun	succesvol/adj	slechts/adv	besta/adj	sociaal/adj	vorig/adj	bovendien/adv	fantastisch/adj	moet/verb	dagenlang/adj	kost/verb	doorgaans/adv	staal_industrie/noun	fors/adj	drastisch/adj	beslissing/noun	jeugd_voetbal/noun	maar/adv	kosten/noun	gebied/noun	opnieuw/adv	oud/adj	bedraag/verb	reserveer/verb	afgelopen/adj	eeuwig/adj	verbeter/verb	tover_om/verb	breid_uit/verb	specialist/noun	secretariaat/noun	dochter/noun	eerst/adv	versneld/adj	wil/verb	er/adv	eindelijk/adj	beteken/verb	gemengd/adj	filiaal/noun	dwing/verb	directie/noun	landbouw_sector/noun	zwaarst/adj	economie/noun	intercommunale/adj	ander/adj	luid/verb	ontsla/verb	dissertatie/noun	log/adj	privatiseer/verb	rationaliseer/verb	concern/noun	totaal/noun	schooljaar/noun	werknemer/noun	baan/noun	rendabel/adj	meestal/adv	vernieuw/verb	het/noun	consolidatie/noun	ingekort/adj	software_bedrijf/noun	beweging/noun	bezig/adj	onderneming/noun	luchtvaart_maatschappij/noun	tegelijkertijd/adj	december/noun	topman/noun	geval/noun	heel/adj	prikkel/noun	zal/verb	container_park/noun	tak/noun	ga/verb	Belgisch/adj	fuseer/verb	stoot_af/verb	schrap/verb	financieel/adj	onderdeel/noun	ken/verb	band/noun	zwaar/adj	fiscus/noun	keer/adv	winstgevend/adj	top/noun	familie_bedrijf/noun	ver/adj	mede/adv	markt/noun	efficiënt/adj	verplicht/verb	moeilijkheid/noun	uiteindelijk/adj	accoord/noun	vaak/adj	aan/adj	duur/verb	meen/verb	voetbal/noun	verdwijn/verb	groep/noun	blijf/verb	marketing_afdeling/noun	maak/verb	staart/noun	traject/noun	negatief/adj	activiteit/noun	moderniseer/verb	management/noun	namelijk/adv	grotendeels/adv	weer/adv	organisatie/noun	poging/noun	voorrang/noun	extreem/adj	flink/adj	kijk_uit/verb	anders/adj	natuur/noun	Italiaan/noun	import_verbod/noun	brandweer/noun	Nederlander/noun	jeugd_beleid/noun	ervaring/noun	Roemeens/adj	dringend/adj	omvangrijk/adj	jaar/noun	luchtvaart_bedrijf/noun	tijdlang/noun	club/noun	structureel/adj	medium_groep/noun	positief/adj	1/noun	buitenlands/adj	diep/noun	zwak/adj	opleiding/noun	balans/noun	op/adv	al/adv	gebruik/verb	onder/adv	principe/noun	smelt_samen/verb	goedkoop/adj	dienst/noun	begin/adv	nooit/adv	onderga/verb	volledig/adj	resultaat/noun
vermoedelijk/adj	0.0	0.9453798	0.8062205	0.83332	0.8842556	0.9192312	0.8411521	0.8528388	0.94879943	0.8749935	0.8706268	0.743218	0.92750263	0.8610368	0.88491	0.9089929	0.94830763	0.83634675	0.8109293	0.73695713	0.94874924	0.79460937	0.8308054	0.87023145	0.89322317	0.80388445	0.8916236	0.89709556	0.9266342	0.7908837	0.73102915	0.91498137	0.73477423	0.9393344	0.788554	0.76597375	0.8278599	0.8007546	0.8587018	0.88485116	0.8708507	0.8859057	0.8720615	0.8069828	0.8742135	0.8288971	0.8560543	0.9216392	0.7878616	0.8433017	0.886344	0.7532479	0.9209394	0.896991	0.8533713	0.8928769	0.90491694	0.8377427	0.9663394	0.9041282	0.7066892	0.8563091	0.8276795	0.81641626	0.88141406	0.8064897	0.94889355	0.81991684	0.8402575	0.8937846	0.7878502	0.8266979	0.9250679	0.84892243	0.93340707	0.8222008	0.8938474	0.84757864	0.7446704	0.8482628	0.80987966	0.90086794	0.8706853	0.71287644	0.8126243	0.94212914	0.8755146	0.824811	0.79640913	0.84591407	0.9267876	0.8076767	0.82815874	0.8938982	0.8377975	0.73608506	0.75354123	0.794719	0.8634176	0.8558626	0.8388405	0.85023785	0.9337746	0.8243246	0.8654728	0.76372397	0.76713896	0.8541677	0.86283135	0.84998274	0.83783823	0.71794766	0.82249534	0.8944155	0.88268036	0.920372	0.89261305	0.94593096	0.8824186	0.8362572	0.8888129	0.8180672	0.8382827	0.9160286	0.96135837	0.8629636	0.7952673	0.86319935	0.8874754	0.855299	0.86305714	0.89598554	0.90712094	0.88390297	0.8189206	0.95823556	0.87441397	0.82056934	0.92256236	0.88222075	0.7560551	0.8117999	0.8521823	0.7944713	0.81025666	0.69946676	0.85070324	0.86597145	0.93105966	0.8883629	0.9140501	0.8423473	0.8795202	0.895723	0.8887108	0.84102666	0.72866464	0.86239135	0.8580064	0.8195985	0.9332768	0.67756224	0.86326903	0.8494033	0.8751186	0.89277136	0.841308	0.86671257	0.82713395	0.8887004	0.898231	0.9076673	0.81855386	0.81234497	0.84808075	0.86962247	0.85856277	0.8976806	0.8745389	0.8208174	0.9397509	0.88391054	0.9127351	0.80464077	0.8242341	0.712519	0.790282	0.7140173	0.9003058	0.7059132	0.8758123	0.91503614	0.7271723	0.76787436	0.721982	0.8708235	0.934921	0.9138319	0.8101791	0.84443474	0.92230874	0.801514	0.9129819	0.83132696	0.8569427	0.81826794	0.851673	0.9139573	0.86754775	0.91023934	0.8776992	0.9032622	0.7697789	0.8314158	0.8231344	0.89306843	0.8138431	0.87143624	0.8855385	0.8932174	0.7664545	0.88029087	0.8551718	0.7140349	0.8479129	0.7427981	0.88567424	0.8404727	0.93080044	0.8847705	0.8261833	0.86782515	0.7105293	0.89871114	0.8425345	0.92148066	0.8911111	0.76843524	0.78954005	0.8427404	0.8467705	0.85789025	0.88340485	0.90414643	0.7330128	0.7429104	0.83901054	0.8120789	0.87836385
marketing/noun	0.9453798	0.0	0.8233102	0.87456334	0.7278296	0.75974107	0.80657667	0.9568722	0.7964293	0.87229055	0.800598	0.79523283	0.8695561	0.7408614	0.9374597	0.8198014	0.8947426	0.8346897	0.6366501	0.941518	0.74316716	0.9012022	0.79348165	0.90110695	0.83390385	0.90550435	0.64097935	0.8384965	0.68652153	0.97003454	0.7601459	0.605392	0.84880674	0.79197603	0.7853878	0.72933733	0.88335747	0.73681366	0.66871667	0.74262476	0.8490193	0.6690607	0.8561586	0.9322521	0.7018983	0.91962546	0.64699775	0.75099266	0.8934933	0.6779257	0.6057769	0.8119097	0.544711	0.8412575	0.6611757	0.62855744	0.5322264	0.8955998	0.8015686	0.8078183	0.80828524	0.74091184	0.9922579	0.8207513	0.7298778	0.7433512	0.91472185	0.5856668	0.9301507	0.8383029	0.7837168	0.7969625	0.8481472	0.898685	0.92895097	0.57692087	0.9215374	0.72500134	0.97123814	0.87301457	0.8325565	0.85063803	0.8278942	0.77024436	0.88971245	0.82292545	0.8499336	0.6325564	0.90387946	0.6328865	0.6897229	0.86788297	0.6360709	0.91941273	0.6617319	0.92856467	0.8219553	0.73595965	0.8653157	0.7247392	0.61376005	0.7883312	0.8909542	0.8375976	0.69804263	0.8356721	0.8723383	0.8185186	0.916739	0.8796751	0.8299093	0.96088403	0.58433443	0.9119649	0.70293456	0.5998368	0.68086135	0.87112176	0.7194779	0.7284759	0.70488083	0.87586826	0.90485364	0.63952065	0.93521655	0.77797645	0.7462981	0.67133033	0.8399767	0.85425854	0.6443351	0.93434113	0.751414	0.7670926	0.8017349	0.96036005	0.704075	0.7802003	0.6359441	0.6238739	0.804132	0.8930317	0.6532639	0.7386733	0.7553626	0.8233179	0.7411479	0.9503543	0.84294736	0.939315	0.8139536	0.9177571	0.7350012	0.64052284	0.84607786	0.7894547	0.97934866	0.7863165	0.8758025	0.7864786	0.6343314	0.7587793	0.840529	0.7830821	0.838381	0.7318368	0.74802047	0.7000011	0.7294765	0.6653106	0.6739907	0.8615296	0.8106691	0.8619418	0.8555458	0.9200063	0.7121365	0.75804996	0.63423336	0.71663916	0.67542595	0.7228878	0.53687143	0.745209	0.8623833	0.90423423	0.9056518	0.8378527	0.9276733	0.95345455	0.79799926	0.864455	0.7315997	0.78932905	0.8459486	0.707426	0.870382	0.9776622	0.86226624	0.85428256	0.657259	0.58415306	0.47133946	0.8320413	0.7936411	0.887782	0.6020482	0.6988217	0.74310356	0.83656204	0.7074567	0.92168885	0.93219554	0.8397798	0.9369377	0.9740797	0.8488118	0.8395457	0.83032215	0.775486	0.78982335	0.7252296	0.77772313	0.88653755	0.8290107	0.84467316	0.8870255	0.74625164	0.891581	0.877895	0.9665346	0.74399614	0.9439249	0.720664	0.516664	0.8417175	0.9415093	0.84741175	0.7325444	0.5637156	0.8037058	0.8303826	0.7602174	0.54973805	0.9438481	0.9589955	0.89069265	0.7500506	0.816713
sommig/adj	0.8062205	0.8233102	0.0	0.89111435	0.7871347	0.83407015	0.921699	0.9373549	0.7121364	0.90224695	0.69140875	0.72072077	0.94076717	0.85921943	0.8894748	0.89667505	0.90820575	0.8966903	0.866448	0.8026401	0.88063514	0.91380686	0.71855503	0.871476	0.93574655	0.75389516	0.85873234	0.77233607	0.7143667	0.9707585	0.7598461	0.82983667	0.76209307	0.86491954	0.8295612	0.71998763	0.9152906	0.72994995	0.7103565	0.7470319	0.8563813	0.6848982	0.8392086	0.8384359	0.85418487	0.88785344	0.8637701	0.9232687	0.8963585	0.7275821	0.7650425	0.8667842	0.864272	0.85229564	0.84321624	0.7340251	0.71436465	0.7297007	0.85686326	0.7803753	0.8933823	0.8440497	0.9525867	0.68106747	0.85289407	0.7893924	0.9523982	0.8227565	0.8400109	0.89238137	0.82914066	0.84506017	0.91195273	0.92739743	0.9074681	0.7856853	0.8248898	0.738916	0.9571837	0.80689293	0.92374104	0.9160789	0.771496	0.8096004	0.75153756	0.8768015	0.829978	0.829908	0.8914439	0.8037955	0.8176978	0.89293575	0.64952505	0.7742569	0.7191963	0.60516787	0.8904705	0.78118527	0.8316448	0.7685012	0.7034098	0.85867465	0.94492996	0.8256394	0.8201212	0.8027874	0.79679793	0.89786154	0.8985654	0.9034534	0.85879827	0.8157167	0.78822315	0.9239389	0.8508796	0.7448592	0.8596338	0.8577551	0.7577785	0.81420934	0.7528453	0.7817993	0.7491431	0.7993717	0.8030237	0.7949962	0.6927086	0.82899666	0.8143483	0.8390663	0.7445627	0.9157684	0.7762011	0.88312304	0.92605656	0.9488854	0.8791298	0.80420667	0.7501018	0.8216072	0.87472284	0.83684015	0.81397367	0.8312484	0.8375059	0.80532205	0.85445726	0.8295602	0.8100524	0.9219614	0.86241555	0.80754334	0.70381963	0.7725327	0.8442431	0.75521564	0.9410522	0.88097495	0.8019487	0.7735783	0.6606349	0.67698735	0.9298823	0.8296493	0.81954086	0.936569	0.8574713	0.8342442	0.87072724	0.7142215	0.7865657	0.7047291	0.79087305	0.7739755	0.84762645	0.8832619	0.85593176	0.8825357	0.8369095	0.6974197	0.7621805	0.8087116	0.7715852	0.8557113	0.86296046	0.75595784	0.91318387	0.7045554	0.82457453	0.8496716	0.7615388	0.85988814	0.7793289	0.7310499	0.7543551	0.9037713	0.85370076	0.98064905	0.91876704	0.82099235	0.82915235	0.7728572	0.81601	0.7825219	0.8112719	0.8308324	0.80267406	0.78524816	0.82245934	0.65282595	0.7045938	0.7590767	0.6239463	0.7431276	0.83525705	0.96749187	0.8982165	0.8249649	0.91883916	0.74815655	0.92964786	0.75043327	0.9231954	0.887726	0.8326836	0.7881419	0.7986512	0.7742528	0.876729	0.7952382	0.876858	0.86368513	0.88625157	0.8393414	0.8727751	0.80631346	0.8995062	0.6897352	0.78344345	0.88747865	0.8039124	0.8577347	0.88237906	0.9009726	0.89712393	0.75517315	0.7646606	0.80698514	0.85409206
dollar/noun	0.83332	0.87456334	0.89111435	0.0	0.9520382	0.61367595	0.9161018	0.7506448	0.9346533	0.76824445	0.83980083	0.794675	0.8865707	0.8532693	0.9343777	0.7854918	0.96886885	0.90924853	0.7952735	0.80875003	0.8048352	0.55777	0.7979521	0.9006145	0.95090944	0.86528575	0.9092669	0.9288486	0.88782966	0.9357413	0.8475422	0.8195151	0.94882506	0.91557974	0.7207005	0.93552494	0.9023641	0.7534909	0.895398	0.9145272	0.41411364	0.90532625	0.9621044	0.8809974	0.8490653	0.88306236	0.5971514	0.8033214	0.5530443	0.92431873	0.66601944	0.8357247	0.9141741	0.7600698	0.5085172	0.7714057	0.88576555	0.8794799	0.76736	0.4639296	0.88463724	0.7650588	0.92140716	0.8726963	0.8176343	0.85877883	0.9222598	0.8278338	0.9203582	0.40078598	0.47328967	0.43623793	0.47042984	0.1246357	0.8441833	0.85990536	0.77357376	0.87467647	0.8640133	0.92796236	0.9635308	0.88061935	0.703033	0.5830679	0.87692934	0.9110584	0.78544515	0.8560638	0.6313211	0.8753876	0.8504583	0.6092044	0.7832935	0.97528994	0.9166597	0.9437336	0.50190914	0.7759352	0.81627727	0.57383657	0.8590709	0.96973366	0.9170998	0.8923018	0.6690992	0.9311663	0.8564654	0.89282477	0.28542072	0.6335244	0.611667	0.98886555	0.8247772	0.87133586	0.87859285	0.9339693	0.9323948	0.8691989	0.94969815	0.7192216	0.8932471	0.88085556	0.9080162	0.8135152	0.9516955	0.78667516	0.8265852	0.90891546	0.7868305	0.7789859	0.8045497	0.9457335	0.9111808	0.98653126	0.8245317	0.9699926	0.91830957	0.83260834	0.8721527	0.5733371	0.4868952	0.9024873	0.7621679	0.7488142	0.83253235	0.7862204	0.93046683	0.88002396	0.8286231	0.9352974	0.6502077	0.9557594	0.94495994	0.66364795	0.73700106	0.7556163	0.8456362	0.7188777	0.94193023	0.8911732	0.91188586	0.8137275	0.90401006	0.8487984	0.8843551	0.80077946	0.8067684	0.7567684	0.73151517	0.75509745	0.81381434	0.8763343	0.963652	0.85217327	0.6193614	0.9811587	0.76222664	0.91323596	0.8250942	0.9191158	0.6699368	0.74228513	0.8614223	0.77645445	0.80577743	0.7864497	0.87219405	0.90720093	0.95055634	0.91229373	0.92931867	0.97135055	0.84110403	0.87069446	0.90502214	0.7743391	0.8459779	0.96465534	0.88338107	0.7747633	0.8575573	0.8353894	0.79617393	0.86685497	0.7529916	0.93243337	0.91473573	0.8808406	0.83263063	0.9486067	0.6709914	0.9850602	0.99012464	0.9588929	0.9321321	0.929594	0.9773895	0.8543202	0.87638044	0.92803967	0.92098427	0.9116927	0.755881	0.66191053	0.8176043	0.9170947	0.9089071	0.7689486	0.7423516	0.85341245	0.90069616	0.6465354	0.9603221	0.753211	0.95519304	0.71187896	0.9463556	0.847985	0.8145124	0.8269834	0.9446074	0.874249	0.6710874	0.8925611	0.8779032	0.97916746	0.91740364	0.86559975	0.6662568
grondig/adj	0.8842556	0.7278296	0.7871347	0.9520382	0.0	0.81098694	0.78597915	0.8615596	0.84059894	0.8602058	0.7029922	0.8566805	0.9080928	0.65277696	0.838253	0.9588917	0.83736724	0.72024655	0.6141294	0.81864625	0.84380877	0.87118745	0.7004632	0.879342	0.65642166	0.7781919	0.5863438	0.61349094	0.7478459	0.9332987	0.55658555	0.87349075	0.7199911	0.8162582	0.83801436	0.63103855	0.8397094	0.6739005	0.49689817	0.4805265	0.874924	0.6503561	0.74205786	0.9825943	0.7997419	0.8949619	0.86115414	0.8869955	0.8839223	0.72564936	0.74357116	0.9159645	0.54940295	0.8774923	0.7863791	0.6040296	0.5571276	0.74624664	0.8993152	0.9307269	0.8247136	0.6903302	0.9814101	0.7724328	0.76124084	0.8012848	0.9718732	0.67220473	0.9427838	0.9008641	0.94650835	0.81168926	0.92859006	0.9686323	0.8601912	0.6958027	0.8507448	0.64094156	0.94463617	0.8790329	0.79838794	0.95838255	0.7255964	0.9292132	0.6855381	0.8286841	0.7429458	0.64060235	0.934812	0.5179527	0.5910977	0.8661224	0.6499262	0.9600081	0.41949958	0.90753335	0.8607476	0.8783081	0.7412182	0.69135725	0.34661508	0.9143247	0.93129474	0.87992036	0.6149453	0.8556133	0.69843066	0.7942304	0.9476274	0.88792706	0.7710957	0.9393989	0.5593011	0.962835	0.5588832	0.76725906	0.7122147	0.844825	0.5444648	0.5684147	0.5408849	0.7011717	0.6986557	0.7982172	0.93229836	0.88133883	0.6613964	0.71636426	0.69061506	0.9132563	0.61547637	0.8727844	0.88499343	0.8419861	0.77756596	0.7655568	0.7260405	0.68372124	0.71950006	0.7783109	0.805861	0.813795	0.83066714	0.85555893	0.834026	0.7955669	0.45310754	0.9487727	0.78459513	0.9018732	0.82631826	0.8430605	0.61111534	0.77636945	0.8944135	0.59633124	0.9489085	0.8681634	0.9261931	0.6360476	0.7425144	0.67699945	0.73733443	0.81699055	0.79592896	0.8681127	0.8138821	0.7946414	0.7830738	0.73210454	0.73374057	0.82752556	0.90898705	0.87867504	0.8834394	0.8502296	0.7958182	0.8975427	0.76500404	0.5824703	0.82649815	0.85039806	0.63855934	0.78471494	0.88088554	0.83825725	0.8166326	0.8530259	0.7817685	0.9174459	0.74750626	0.8810625	0.7478934	0.89927566	0.8582237	0.93172127	0.8776477	0.9686303	0.71979326	0.89949185	0.7869102	0.41291636	0.6407821	0.889457	0.71649194	0.8743554	0.7090595	0.664739	0.79252046	0.8368711	0.67502	0.9405891	0.8585963	0.9093322	0.8557683	0.9655444	0.7942876	0.97079164	0.651855	0.84478414	0.84895796	0.38559264	0.7162478	0.79663366	0.8712347	0.847553	0.8407937	0.5760826	0.9734282	0.90447164	0.9011648	0.893927	0.8878926	0.8645059	0.65741366	0.8369002	0.8061252	0.8550957	0.87499833	0.54372084	0.75383806	0.7949201	0.87777555	0.6175548	0.8411386	0.91202885	0.76569635	0.44252372	0.8222788
bank/noun	0.9192312	0.75974107	0.83407015	0.61367595	0.81098694	0.0	0.8035444	0.8661636	0.7962807	0.78462636	0.80953366	0.7939568	0.7258333	0.63845754	0.9102498	0.76652175	0.87290645	0.79285216	0.5822532	0.80561155	0.50092864	0.6680089	0.581472	0.86392653	0.8696288	0.814746	0.56790984	0.7428804	0.7194339	0.89081633	0.6646452	0.68506277	0.8281063	0.5928166	0.55428517	0.7500989	0.81242144	0.47131985	0.67790914	0.6423131	0.61286247	0.75205004	0.8057549	0.8742029	0.6126682	0.83602	0.4886484	0.6125686	0.6640339	0.78201824	0.24707907	0.7452471	0.645728	0.52121127	0.42731953	0.49202478	0.68966913	0.89361674	0.5294286	0.6293607	0.7617694	0.39629912	0.97737706	0.7743019	0.6670183	0.5996032	0.76961035	0.63282967	0.89760625	0.6434903	0.46595293	0.38564497	0.68146	0.56116927	0.8771508	0.58526105	0.7481036	0.7057875	0.8781329	0.85542387	0.74362975	0.7283711	0.39694637	0.6751603	0.63541615	0.60131145	0.5830412	0.6801106	0.86363626	0.62952703	0.6222864	0.71817076	0.55799276	0.98542094	0.7121671	0.8675354	0.7889072	0.70033246	0.64823264	0.56373626	0.6981473	0.8373324	0.88604677	0.9133163	0.5767859	0.8516795	0.669735	0.85296416	0.69272363	0.7566629	0.7497066	0.95704794	0.682097	0.8126066	0.75427675	0.78911215	0.7953049	0.55548966	0.74317014	0.47154683	0.63717115	0.84356326	0.809459	0.5935614	0.8549931	0.45697314	0.57090795	0.56337416	0.61413753	0.8274155	0.57611156	0.82519245	0.7492173	0.78220475	0.6841253	0.9504769	0.8089283	0.5741991	0.74546814	0.34829855	0.66877747	0.7787904	0.53158885	0.71134543	0.62961686	0.8234101	0.8154921	0.941273	0.60092914	0.92131567	0.45467788	0.8734298	0.776452	0.25032526	0.37961107	0.6088191	0.9194986	0.6025666	0.85305136	0.8076771	0.8132278	0.6134846	0.850477	0.61304724	0.66747	0.5932647	0.47511965	0.45284212	0.6499079	0.545053	0.5183749	0.90499073	0.85715365	0.80432916	0.44145727	0.95327884	0.55898523	0.80711406	0.534354	0.7627511	0.59756804	0.43676573	0.623956	0.6085974	0.6256021	0.6898037	0.7138317	0.82535964	0.8329238	0.9601481	0.77355254	0.86235756	0.70387304	0.6087369	0.81941676	0.7707243	0.7898548	0.9530487	0.8361529	0.8018137	0.49413294	0.74361414	0.53234214	0.6674377	0.5901394	0.7914602	0.64204633	0.6511718	0.77804357	0.85147756	0.67459667	0.91869074	0.94174945	0.9074972	0.90498877	0.8689444	0.912409	0.8192622	0.8540773	0.84951717	0.77769876	0.77836186	0.63465035	0.78557295	0.5540632	0.8180947	0.63125527	0.6220887	0.5049541	0.8077021	0.7816655	0.4259379	0.93551177	0.7683189	0.7973948	0.6446185	0.9195956	0.8705946	0.78277963	0.595892	0.7384057	0.6401484	0.63091135	0.5673148	0.7584739	0.88062215	0.865142	0.563599	0.7610061
Vlaams/adj	0.8411521	0.80657667	0.921699	0.9161018	0.78597915	0.8035444	0.0	0.8533981	0.8708679	0.8918096	0.73645115	0.78906137	0.6563767	0.8271512	0.89002615	0.97047216	0.78105265	0.8590319	0.7658694	0.94471765	0.8636308	0.8737499	0.79021746	0.8884484	0.7948004	0.9100187	0.73142684	0.8605456	0.88452226	0.8270234	0.85524976	0.93586373	0.86647457	0.53165793	0.75203276	0.828787	0.7563299	0.54749763	0.64314246	0.69731116	0.8416414	0.83965397	0.8765602	0.84032804	0.7487824	0.96996367	0.7940753	0.6537585	0.861083	0.847857	0.72310245	0.59368604	0.6120154	0.75683737	0.7579508	0.6828891	0.8118983	0.95581985	0.8273146	0.92565995	0.803087	0.7617583	0.98750913	0.88607454	0.7680245	0.7822368	0.86519194	0.7576693	0.93140113	0.87610084	0.8210527	0.8183858	0.8900329	0.8447612	0.9352035	0.88084114	0.88825864	0.8883324	0.8635619	0.8882448	0.73846674	0.90555286	0.71734196	0.9273641	0.94222945	0.551354	0.9484211	0.80372864	0.9348711	0.81071687	0.5365138	0.8657696	0.7956686	0.9477385	0.75834197	0.96620417	0.87997365	0.86305785	0.90135086	0.7733234	0.75437623	0.7734416	0.90095896	0.9683914	0.7704537	0.8662603	0.9198073	0.84254843	0.9065803	0.8037468	0.894768	0.9168285	0.70521927	0.8420268	0.8171477	0.81081676	0.68688303	0.8361842	0.8752553	0.78554285	0.7088671	0.87955743	0.7954032	0.8637564	0.84640384	0.82736	0.7492774	0.6505997	0.7832501	0.9257096	0.69089645	0.81501424	0.804105	0.8330495	0.8525852	0.93835574	0.7157675	0.7763353	0.85388523	0.848857	0.8995064	0.8230652	0.68529207	0.8442684	0.7794931	0.9027039	0.7983735	0.96342355	0.8426676	0.9600836	0.87481415	0.7793761	0.86496115	0.7494987	0.8140801	0.8680519	0.8512176	0.6129155	0.9325886	0.82590795	0.8512623	0.82688177	0.8588244	0.7847706	0.9171461	0.6378679	0.7752527	0.80421245	0.851773	0.7225116	0.743971	0.89428955	0.8718582	0.8759437	0.6869483	0.97348434	0.8321143	0.6336305	0.7591721	0.85757065	0.8317321	0.8066565	0.7825664	0.67629826	0.7387099	0.8955	0.5462286	0.8903993	0.9425879	0.97058624	0.6983842	0.9220555	0.8878416	0.87385386	0.915901	0.96919787	0.88401234	0.9282527	0.9443786	0.8228718	0.8238032	0.6950188	0.67128766	0.86618596	0.7573354	0.9387144	0.64704263	0.8604535	0.8458969	0.9309524	0.9034222	0.85520446	0.940627	0.8682341	0.9795037	0.8969246	0.8788893	0.92033315	0.74187815	0.94512576	0.8292516	0.69665325	0.7728763	0.9193762	0.7845076	0.87297606	0.7870177	0.77363795	0.8623462	0.81717455	0.867619	0.794929	0.9551692	0.82741547	0.76829183	0.88108754	0.94861126	0.91410047	0.8972802	0.61568487	0.765717	0.8053107	0.9215017	0.65747666	0.7302681	0.97594965	0.85980034	0.7821182	0.8426955
ten/adv	0.8528388	0.9568722	0.9373549	0.7506448	0.8615596	0.8661636	0.8533981	0.0	0.8952584	0.8854755	0.8925343	0.9034793	0.9179933	0.878952	0.9643139	0.9336842	0.96320117	0.90200806	0.9419013	0.8945819	0.94742274	0.8660177	0.8957238	0.8127481	0.89241564	0.86163986	0.86229366	0.95006835	0.90398395	0.9566744	0.795974	0.95777255	0.8808321	0.85422474	0.8990458	0.9163339	0.9109327	0.78312725	0.89938325	0.86707383	0.8061129	0.71040183	0.9454568	0.93153566	0.91430974	0.931556	0.86136353	0.9060295	0.8455634	0.93404996	0.8423773	0.8929567	0.89243305	0.89373916	0.81068265	0.8879137	0.88601136	0.8859073	0.89902425	0.8050562	0.9150563	0.88469875	0.9635167	0.7754883	0.9398667	0.9098655	0.96808964	0.87365127	0.84215677	0.84132844	0.7126476	0.8422321	0.87168175	0.7342112	0.39544928	0.85793364	0.83327353	0.8925989	0.9109495	0.897555	0.92700964	0.9636505	0.8768477	0.8119584	0.88638026	0.9202977	0.74168897	0.8306079	0.30928308	0.80221975	0.87092733	0.8842878	0.7777052	0.9717765	0.82648945	0.9301606	0.76842785	0.7203499	0.92254925	0.89588594	0.8132676	0.85244626	0.984871	0.32285422	0.8276037	0.8980223	0.92617965	0.8919706	0.77432096	0.76019275	0.9003667	0.9070264	0.8585741	0.9556155	0.87454545	0.8586018	0.9334507	0.94104916	0.8666845	0.88267016	0.86247706	0.86773425	0.9016503	0.861532	0.84335786	0.8950014	0.8754259	0.9038468	0.8658267	0.9160204	0.82600826	0.9292796	0.9345754	0.92898315	0.8916524	0.96926767	0.9407412	0.75605315	0.91433614	0.84642404	0.7238997	0.901125	0.85037714	0.8963907	0.9165349	0.79338807	0.8914838	0.92580426	0.94790256	0.93561554	0.92715263	0.96005344	0.9269149	0.87686706	0.91021657	0.8493174	0.92045784	0.83513457	0.66608953	0.89909273	0.9146723	0.8140507	0.9124256	0.9164248	0.9161244	0.9277911	0.8822131	0.87662935	0.8941411	0.88275194	0.82287604	0.92168474	0.95928437	0.9678337	0.8673974	0.9774364	0.92362803	0.9433441	0.918387	0.8930682	0.8920063	0.91069573	0.93428946	0.86470497	0.8458137	0.6887856	0.9013416	0.8431706	0.9549558	0.8582078	0.7667109	0.9455988	0.87374353	0.93855065	0.9077157	0.9718525	0.9594894	0.90900564	0.83067447	0.8952241	0.912861	0.782719	0.9011306	0.82903457	0.86173713	0.9314483	0.85802776	0.8536497	0.86171615	0.969107	0.86120784	0.9509702	0.9119935	0.94101113	0.83015215	0.9598766	0.95055956	0.9569247	0.8790725	0.9085365	0.9546466	0.8162445	0.9268888	0.8487459	0.95338225	0.93178153	0.8616898	0.8122026	0.9367185	0.91479504	0.878363	0.8226902	0.88803536	0.8677263	0.88945335	0.914696	0.9561351	0.94236815	0.7602534	0.86719126	0.83625627	0.9245538	0.8581455	0.8831513	0.89169776	0.92591435	0.8610008	0.86574125	0.8020645
