	sinds/prep	vermoedelijk/adj	marketing/noun	sommig/adj	dollar/noun	grondig/adj	Vlaams/adj	zich/pron	ons/det	ten/adv	bank/noun	huishouding/noun	record_tijd/noun	samenleving/noun	heb/verb	nationaal/adj	spoor_weg/noun	ga_in/verb	haar/det	bedrijf_terrein/noun	hoogte/noun	gedetailleerd/adj	Verenigd/name	voeg_samen/verb	toen/adv	keten/noun	aan/comp	1999/noun	hun/det	eveneens/adv	dicht/verb	uitgebreid/adj	nu/adv	toezicht/noun	volop/adv	het/prep	manier/noun	morgen/noun	Vanenburg/name	word/verb	merk/noun	zoals/comp	overheid/noun	leger/noun	regionaal/adj	failliet/adj	geregeld/adj	hervorm/verb	vandaag/adv	noodzaak/noun	verlies/noun	help/verb	prof_voetbal/noun	gewapend/adj	Adriaan/name	industrieel/adj	terug/adj	waarbij/pp	probeer/verb	Frans/adj	verkoop/verb	bedrijf/noun	1998/noun	samen/adj	administratie/noun	verlieslatende/adj	kapitaal/noun	Europa/name	sector/noun	slank_af/verb	tijd/noun	zodat/comp	vermogen/noun	regio/noun	fond_beheerder/noun	staat_bedrijf/noun	kop/noun	dus/adv	nieuw/adj	druk/noun	tennis_bond/noun	reorganiseer/verb	noorden/noun	winst/noun	schuld/noun	boek/verb	lening/noun	Jacobs/name	miljard/noun	Palm/name	dele/adv	fabriek/noun	geldelijk/adj	omdat/comp	snel/adj	juli/noun	onderscheid/noun	voetbal_bond/noun	top_club/noun	bank_sector/noun	daarom/pp	vervolgens/adv	honderden/noun	RTBF/name	werkgever_organisatie/noun	succesvol/adj	kader/prep	besta/adj	slechts/adv	tot/prep	sociaal/adj	eerder/noun	als/comp	fantastisch/adj	zonder/prep	vorig/adj	bovendien/adv	het/comp	door/part	dagenlang/adj	doorgaans/adv	wat/prep	moet/verb	kost/verb	zeventig/num	en/vg	staal_industrie/noun	fors/adj	drastisch/adj	beslissing/noun	jeugd_voetbal/noun	maar/adv	kosten/noun	gebied/noun	Agfa-Gevaert/name	opnieuw/adv	oud/adj	bedraag/verb	die/det	reserveer/verb	afgelopen/adj	wij/pron	eeuwig/adj	tover_om/verb	Usinor/name	verbeter/verb	breid_uit/verb	specialist/noun	secretariaat/noun	eerst/adv	versneld/adj	dochter/noun	Landamp;H/name	wil/verb	enig/det	er/adv	eindelijk/adj	last/prep	danwel/vg	beteken/verb	gemengd/adj	filiaal/noun	dwing/verb	directie/noun	Spoorwegen/name	landbouw_sector/noun	om/comp	zwaarst/adj	economie/noun	ABX/name	intercommunale/adj	ander/adj	luid/verb	ontsla/verb	Nissan/name	dissertatie/noun	log/adj	privatiseer/verb	voor/comp	rationaliseer/verb	concern/noun	Wereldbank/name	totaal/noun	betreft/prep	hetgeen/pron	baan/noun	schooljaar/noun	rendabel/adj	meestal/adv	het/noun	werknemer/noun	consolidatie/noun	ingekort/adj	vernieuw/verb	te/comp	Unilever/name	software_bedrijf/noun	ze/pron	beweging/noun	bezig/adj	onderneming/noun	luchtvaart_maatschappij/noun	kosten/prep	voldoende/det	geval/noun	topman/noun	tegelijkertijd/adj	heel/adj	honderd/num	december/noun	prikkel/noun	zijn/det	zal/verb	container_park/noun	tak/noun	ga/verb	de/det	Belgisch/adj	volgens/prep	fuseer/verb	stoot_af/verb	schrap/verb	financieel/adj	Belgische/name	onderdeel/noun	Bax/name	band/noun	ken/verb	zwaar/adj	AG/name	fiscus/noun	keer/adv	winstgevend/adj	volledig/adj	top/noun	familie_bedrijf/noun	waardoor/pp	ver/adj	mede/adv	markt/noun	verplicht/verb	efficiënt/adj	moeilijkheid/noun	uiteindelijk/adj	accoord/noun	vaak/adj	meen/verb	duur/verb	Meerhout/name	aan/adj	voetbal/noun	om/part	groep/noun	marketing_afdeling/noun	blijf/verb	maak/verb	traject/noun	staart/noun	negatief/adj	activiteit/noun	het/det	management/noun	GIA/name	moderniseer/verb	namelijk/adv	daarop/pp	maar/vg	grotendeels/adv	Wellink/name	voorrang/noun	extreem/adj	dat/pron	weer/adv	flink/adj	terwijl/comp	organisatie/noun	aldus/prep	kijk_uit/verb	poging/noun	of/vg	anders/adj	natuur/noun	Top/name	basis/prep	Italiaan/noun	ervaring/noun	import_verbod/noun	jeugd_beleid/noun	brandweer/noun	Roemeens/adj	Nederlander/noun	dit/det	dringend/adj	Fabricom/name	twaalf/num	omvangrijk/adj	Camera/name	tijdlang/noun	luchtvaart_bedrijf/noun	EU/name	jaar/noun	club/noun	structureel/adj	positief/adj	medium_groep/noun	tot/vg	diep/noun	1/noun	buitenlands/adj	zwak/adj	zonder/comp	opleiding/noun	balans/noun	op/adv	al/adv	gebruik/verb	onder/adv	principe/noun	smelt_samen/verb	zichzelf/pron	Philips/name	goedkoop/adj	dienst/noun	begin/adv	nooit/adv	onderga/verb	Groep/name	Post/name	Chrysler/name	verdwijn/verb	resultaat/noun
sinds/prep	0.0	0.7796881	0.889643	0.90138835	0.78516734	0.8374924	0.83460236	0.8819916	0.90541756	0.88391936	0.86505663	0.9035474	0.8072317	0.9351946	0.75884986	0.8729484	0.84751123	0.7230595	0.923079	0.9221628	0.92734617	0.9018866	0.81918645	0.79589	0.5790342	0.8475637	0.887086	0.45299125	0.902314	0.79381263	0.8826203	0.86552465	0.8005275	0.87732387	0.80687284	0.94137335	0.94584334	0.86232316	0.82536083	0.74998844	0.7958668	0.8239029	0.8717911	0.8815527	0.8178326	0.64799124	0.90067077	0.845513	0.8009461	0.89321434	0.6887098	0.92689234	0.88993764	0.9285631	0.91404176	0.78269005	0.66105044	0.8343294	0.8871729	0.70338815	0.6682526	0.725237	0.47567314	0.69820154	0.89276624	0.8092158	0.81943643	0.77515423	0.85414714	0.82867396	0.7675328	0.8556725	0.9003177	0.9009482	0.9112159	0.8270822	0.94260925	0.8944551	0.7523025	0.87337273	0.8895252	0.7551259	0.93569124	0.6457723	0.87625736	0.6414337	0.86902845	0.9439485	0.7252058	0.8633111	0.95366526	0.78873676	0.8559784	0.89085215	0.87951624	0.3790785	0.91219723	0.93282735	0.95947623	0.8269659	0.9052628	0.88073105	0.7729288	0.8914801	0.8767194	0.6747035	0.93907523	0.90223527	0.8626563	0.6671988	0.8972595	0.7448671	0.89204305	0.93269026	0.8791874	0.44905585	0.83603543	0.87789816	0.88979936	0.8234354	0.9094998	0.93683445	0.88160765	0.8040232	0.66388893	0.80908763	0.8235098	0.7449776	0.8291016	0.86733425	0.9056184	0.9320056	0.8790631	0.9069261	0.7591546	0.7071341	0.75883865	0.6411505	0.909506	0.8668343	0.6106943	0.8882039	0.9314994	0.873848	0.6442275	0.8546437	0.76872575	0.92538285	0.8712546	0.90320724	0.83284605	0.8228359	0.8296401	0.8546834	0.80945396	0.8518431	0.8689624	0.84105444	0.916063	0.8797897	0.85845107	0.75055647	0.8365044	0.73164546	0.7932941	0.8601376	0.8778344	0.8988087	0.8702994	0.7957797	0.82570875	0.90939707	0.92831635	0.64550614	0.739192	0.89056736	0.8977853	0.7548847	0.84013784	0.88707906	0.6935425	0.866735	0.7605368	0.9593371	0.8803719	0.8115162	0.66028583	0.81586933	0.930021	0.95690453	0.75613487	0.9162231	0.8525831	0.8604565	0.8902516	0.74954146	0.76536125	0.9041939	0.9296983	0.8233695	0.74696356	0.83245814	0.83604836	0.9008067	0.93998975	0.6520204	0.83303446	0.8200849	0.8111281	0.3856063	0.9522596	0.859654	0.80791986	0.83615416	0.7752607	0.8550638	0.84157336	0.78883076	0.81988704	0.59500957	0.7594551	0.7284782	0.8183312	0.8484136	0.776667	0.86916137	0.83008856	0.84354687	0.89194494	0.7948193	0.88872665	0.94462705	0.7397878	0.7992011	0.762638	0.76620007	0.861881	0.91520935	0.8492723	0.82706875	0.81682837	0.8991951	0.7899905	0.9143672	0.7229267	0.9111978	0.89665604	0.74840474	0.89644396	0.86556935	0.89511245	0.9342443	0.82252187	0.8424492	0.9229111	0.92819536	0.8994091	0.9739028	0.8742258	0.80641437	0.8013567	0.78466594	0.9144236	0.8362726	0.81782037	0.89251775	0.918759	0.8139788	0.9230265	0.90857065	0.9481284	0.6351085	0.85384333	0.8274435	0.81750435	0.89745235	0.8813406	0.8989919	0.8487127	0.9260504	0.9383805	0.93879557	0.84007543	0.9560372	0.9300613	0.87957215	0.7642516	0.91458386	0.94952106	0.8310183	0.85726285	0.64712274	0.9099645	0.83019996	0.81761855	0.8674868	0.92635	0.810227	0.82025224	0.79454434	0.5147201	0.8798208	0.8633801	0.91081196	0.90259856	0.735607	0.82109165	0.47611088	0.8438342	0.8955988	0.8809258	0.8616122	0.8680543	0.93606883	0.57485294	0.9179361	0.8210855	0.8760315	0.67504036	0.88509583	0.7333266	0.8766085	0.8273781	0.36233133	0.89556146	0.7507438	0.8065841	0.7960473	0.7231065	0.7537661	0.7268078
vermoedelijk/adj	0.7796881	0.0	0.9581042	0.81044257	0.8186488	0.8987472	0.8704146	0.7594635	0.8914817	0.8433222	0.9147356	0.95381665	0.8335967	0.87331456	0.7583419	0.93680745	0.8858301	0.8898104	0.8491371	0.862999	0.9006289	0.920057	0.8838655	0.8059039	0.69935894	0.9279809	0.861114	0.78777856	0.798321	0.75814867	0.90372425	0.9075856	0.8307363	0.8958255	0.9184061	0.83634394	0.92367184	0.8249347	0.9031365	0.7571693	0.86521417	0.8364819	0.80109555	0.7504377	0.94817805	0.80713534	0.646062	0.8797953	0.85957515	0.88323444	0.85507244	0.90185255	0.8838066	0.69598186	0.94739515	0.8921658	0.827315	0.796696	0.81937915	0.9062166	0.85400814	0.88731945	0.8381264	0.8099353	0.92709297	0.91265416	0.86185396	0.8241498	0.9066431	0.91397065	0.84151363	0.80648375	0.8997331	0.7206731	0.9590382	0.87680495	0.8718648	0.84201145	0.86583817	0.8041358	0.94268167	0.8110465	0.86935014	0.8710789	0.79590654	0.9134222	0.8517159	0.9726936	0.8331533	0.8708949	0.925648	0.8172009	0.87937087	0.834051	0.86109316	0.77332854	0.85506713	0.8386229	0.91418153	0.8842216	0.75646186	0.83787256	0.74346364	0.9606452	0.9511662	0.8250314	0.9101559	0.86382616	0.79940414	0.77422106	0.9358006	0.8833211	0.869163	0.87758744	0.84692997	0.8049785	0.84717506	0.8779167	0.82001764	0.735577	0.7937313	0.9040047	0.8579194	0.7577697	0.759316	0.81209046	0.88169724	0.82118464	0.8219842	0.8781747	0.9423522	0.8261994	0.8193191	0.7580936	0.9147857	0.81058747	0.8569709	0.8572398	0.7971717	0.8664068	0.8410088	0.84483933	0.73589563	0.87569904	0.9168985	0.84724736	0.8954221	0.8386948	0.9079284	0.89773905	0.8407396	0.9213099	0.8911705	0.8748437	0.7924601	0.8309741	0.85601765	0.8316595	0.9266816	0.84307444	0.9544643	0.89691275	0.8261847	0.8870846	0.8965114	0.89604855	0.8714651	0.7699839	0.885836	0.8955626	0.90557176	0.9081204	0.90458333	0.8175769	0.8169457	0.9401391	0.87534755	0.83939874	0.6524168	0.9256251	0.8799326	0.8946421	0.69840497	0.89758134	0.73891854	0.8067014	0.82228005	0.80381644	0.70037246	0.8788171	0.8577417	0.9314064	0.8926258	0.8453113	0.8802969	0.92742854	0.93017733	0.8412442	0.719873	0.8850753	0.8991696	0.8991534	0.85659134	0.8925567	0.8283644	0.88809276	0.87217325	0.8460737	0.8400573	0.7752827	0.9385171	0.8482785	0.70951056	0.8761609	0.8147831	0.88284624	0.798114	0.88958955	0.81562406	0.84153295	0.89171934	0.82275665	0.88693774	0.9549541	0.91265625	0.9449102	0.7240506	0.9232582	0.822464	0.96327585	0.849488	0.87449014	0.850945	0.81950825	0.91113514	0.8812689	0.83904976	0.8396901	0.86890745	0.8765083	0.7731238	0.90299815	0.8125036	0.72576904	0.83553845	0.7364811	0.85489863	0.7161511	0.9429755	0.89185625	0.9295957	0.90835977	0.7293823	0.82315934	0.7708181	0.932366	0.82364196	0.9199951	0.83003795	0.92170244	0.8095577	0.9166038	0.6852598	0.8295709	0.8554678	0.8409598	0.8343835	0.835982	0.8867479	0.86956495	0.89572203	0.74523526	0.81187814	0.8829698	0.85940206	0.78434277	0.98890144	0.90524817	0.8562115	0.8381103	0.7723098	0.85760194	0.9473812	0.87647325	0.848537	0.8963188	0.896251	0.90553117	0.86637735	0.8013057	0.88460255	0.79318404	0.87945837	0.9050737	0.7772991	0.8731543	0.9312407	0.7696848	0.85350925	0.83529603	0.7513055	0.8936478	0.8540906	0.8794858	0.9374304	0.76101255	0.7854663	0.8571106	0.87721246	0.8792349	0.8580575	0.86426526	0.91036785	0.90596515	0.7719908	0.8136115	0.850569	0.8619039	0.8783575	0.82875323	0.9261644	0.87909377	0.91656035	0.7766875	0.71481454	0.8553094	0.7891916	0.898882	0.9055134	0.75879383	0.8701299
marketing/noun	0.889643	0.9581042	0.0	0.8445982	0.8635182	0.7527607	0.8325907	0.882833	0.6743474	0.95734286	0.7803365	0.8095144	0.89448166	0.82201385	0.7835704	0.86569136	0.7614786	0.9198545	0.8377135	0.7880207	0.7998102	0.8748467	0.86595273	0.6732259	0.93065536	0.77429366	0.79003114	0.85281533	0.72454184	0.7698677	0.8378561	0.85692173	0.90322495	0.69243	0.82066005	0.73383415	0.74155223	0.9093786	0.7316883	0.7919258	0.6141847	0.7130761	0.7685766	0.7770268	0.80775654	0.7961269	0.8552889	0.6991622	0.8515014	0.7334727	0.8173591	0.7183373	0.8744834	0.9391142	0.82490796	0.7182574	0.8836354	0.700682	0.7343643	0.8050739	0.6424402	0.61637115	0.8744931	0.82881117	0.596172	0.8397496	0.7244568	0.7170721	0.66562927	0.5764978	0.93063515	0.75729406	0.8000652	0.8337015	0.80060196	0.76740986	0.9374197	0.83330023	0.7501699	0.79635763	0.9199864	0.5848207	0.9291059	0.81964976	0.77323	0.80206096	0.77698123	0.7621164	0.88338566	0.86418045	0.92982954	0.61698776	0.9107528	0.78315914	0.7714009	0.96357596	0.8270884	0.83683103	0.8483237	0.8117805	0.78383946	0.8471719	0.8027402	0.7781664	0.79542255	0.677765	0.8086536	0.6675255	0.9061517	0.9135043	0.6826798	0.829616	0.8367651	0.92546237	0.8672637	0.8271302	0.69457006	0.81433785	0.904067	0.92592436	0.76066965	0.6251897	0.71166205	0.83870316	0.846035	0.52599585	0.8793077	0.71575963	0.6581906	0.78716576	0.87472105	0.850649	0.72340816	0.8378463	0.86140364	0.89174926	0.84207565	0.92261463	0.8176273	0.89032376	0.82913345	0.82023084	0.9538932	0.93467385	0.8964513	0.60526234	0.7431065	0.6328057	0.7129938	0.76071244	0.7579366	0.81690866	0.8557461	0.72961783	0.8771042	0.9037701	0.9194319	0.8358822	0.83299685	0.7310866	0.9278556	0.8313762	0.7634938	0.7125571	0.7696828	0.85167456	0.75521004	0.86467826	0.6802409	0.8462223	0.93294114	0.77603173	0.8048167	0.82131463	0.7549831	0.9424351	0.7369652	0.81141245	0.9458304	0.6905059	0.639564	0.8254004	0.8469604	0.62158966	0.8852347	0.7496745	0.9024627	0.78822327	0.8489351	0.9562544	0.6738864	0.8439927	0.9504218	0.76923627	0.75951695	0.5696397	0.76863146	0.87800443	0.9089869	0.7666067	0.6301018	0.8588793	0.7655165	0.89064133	0.8443415	0.7758128	0.8249878	0.8173939	0.8761822	0.9724632	0.6962811	0.7786643	0.7821586	0.85570884	0.7921375	0.84046316	0.7576042	0.7672999	0.70070213	0.7963977	0.6908863	0.7263594	0.649098	0.8924096	0.6865436	0.9702225	0.79845285	0.86473554	0.87757826	0.8447277	0.8589444	0.9301496	0.7244425	0.77040267	0.701313	0.6771568	0.67151153	0.74566877	0.72936535	0.7241466	0.79326755	0.5735072	0.86988246	0.9218112	0.8928493	0.8521491	0.80352837	0.9661086	0.9461885	0.90076435	0.8005512	0.8603553	0.83969843	0.69581914	0.8508289	0.8817009	0.82931924	0.96790564	0.8428532	0.6337954	0.7677107	0.5293131	0.9201184	0.6389321	0.8522496	0.8457902	0.8470763	0.77288985	0.89869815	0.7779399	0.82831204	0.7482259	0.88703835	0.71128714	0.7047303	0.62214637	0.7487856	0.9320293	0.7992758	0.7410355	0.91712844	0.7842821	0.8193029	0.8591218	0.9144885	0.7471663	0.9721789	0.7465017	0.86645305	0.817095	0.7234084	0.86132616	0.7283131	0.88604206	0.9580618	0.7669513	0.96948	0.8677355	0.84302723	0.8612599	0.901469	0.87911105	0.76499504	0.86407244	0.89610183	0.94199044	0.94077575	0.9686385	0.7409429	0.77126896	0.820113	0.5514147	0.84012544	0.94756347	0.8702545	0.7634077	0.5319159	0.78650725	0.8263971	0.74869955	0.5860481	0.7752776	0.5848341	0.94515693	0.95531064	0.82625026	0.75271386	0.68037623	0.7832599	0.7655628	0.78510845
sommig/adj	0.90138835	0.81044257	0.8445982	0.0	0.8961817	0.80567485	0.9199234	0.78993547	0.8237648	0.9248333	0.8212736	0.7256052	0.9151183	0.71875596	0.71916866	0.94281757	0.8305571	0.9052277	0.8653749	0.9092976	0.915719	0.93114465	0.96905786	0.8399149	0.8193755	0.8515446	0.8043089	0.9224977	0.7016667	0.77163416	0.88904375	0.9302292	0.7527325	0.86757386	0.8041531	0.90269333	0.7491944	0.9771108	0.88152725	0.76440597	0.84507406	0.78527236	0.7405376	0.7262707	0.87424886	0.84693813	0.77999324	0.7340373	0.91169214	0.7864138	0.86374724	0.72242856	0.85654587	0.8670242	0.8912804	0.8645644	0.89424455	0.7441983	0.75288826	0.90988064	0.84663785	0.7661549	0.9140831	0.8868813	0.8552207	0.847607	0.8435825	0.8446646	0.75129235	0.7566225	0.7911618	0.76196015	0.7796077	0.9074073	0.8183063	0.8462883	0.94708866	0.7220789	0.8687199	0.80182016	0.9517399	0.8254933	0.87206984	0.8938984	0.82795	0.91864204	0.8525654	0.8805008	0.92122257	0.91404784	0.8838556	0.81621253	0.81845546	0.67445695	0.76256144	0.95667684	0.8501928	0.8930936	0.91365427	0.7995932	0.70950496	0.7603409	0.8181529	0.9641209	0.8468232	0.85518044	0.9671514	0.8130229	0.8898733	0.7971349	0.8325302	0.8677119	0.7753002	0.7849593	0.7588651	0.88360655	0.70595366	0.78656524	0.816725	0.64185697	0.7723731	0.9227794	0.70417607	0.8821124	0.97300905	0.79830277	0.8307513	0.7874411	0.73204666	0.8760876	0.9531946	0.8277634	0.8334619	0.8174062	0.8977158	0.82090616	0.8903538	0.87983894	0.73381937	0.8941892	0.8638394	0.6709504	0.8100005	0.9272778	0.9514005	0.7926541	0.84985447	0.7306104	0.8819449	0.79361904	0.81306076	0.85837185	0.8881555	0.76109016	0.7583606	0.78748083	0.7814166	0.9275449	0.8550272	0.74837303	0.8295988	0.8185142	0.7259481	0.818148	0.86195976	0.81490505	0.71767914	0.80902076	0.7847814	0.87313867	0.9187772	0.75456923	0.8627454	0.8773277	0.9154001	0.9498948	0.88910824	0.80619186	0.8571521	0.7684909	0.8217324	0.7914089	0.89947826	0.9303932	0.7714103	0.8376358	0.8615361	0.83073103	0.77537	0.79687035	0.8204318	0.8153353	0.9302079	0.8439398	0.7046354	0.8354057	0.8713824	0.66692555	0.8279077	0.7173523	0.7727454	0.8281348	0.8379153	0.75466484	0.7782007	0.8784592	0.7739116	0.8038952	0.92713296	0.94796395	0.70743954	0.8492712	0.66108084	0.93421626	0.85303736	0.828539	0.86966306	0.92840946	0.7952564	0.85630095	0.8290373	0.8538376	0.74396735	0.92845035	0.8158281	0.87077117	0.8427668	0.7385564	0.79905117	0.9026949	0.8348767	0.88051164	0.8431528	0.79737335	0.8995229	0.8538524	0.753183	0.7312792	0.7524404	0.82289565	0.82552886	0.79710627	0.8566128	0.76629007	0.90333736	0.6521572	0.82757545	0.8736569	0.9435471	0.84715545	0.8808432	0.7583511	0.7778635	0.9051993	0.772246	0.84894407	0.92300075	0.9339232	0.814763	0.8133123	0.8773154	0.8248925	0.87853634	0.782641	0.8181168	0.88577455	0.75647587	0.79087114	0.7668153	0.8296685	0.65930724	0.8614551	0.8348496	0.74081933	0.77427256	0.78744507	0.9522411	0.7813232	0.8326124	0.6734307	0.69743264	0.7662782	0.89216185	0.7620088	0.81416976	0.7867709	0.9605621	0.91607654	0.84875625	0.93022966	0.82995325	0.89963984	0.7564827	0.9250242	0.9516895	0.9369196	0.9144513	0.8288162	0.8335346	0.7864476	0.9123371	0.81362206	0.7853222	0.8117745	0.86531156	0.90085435	0.9168342	0.89070046	0.8436626	0.8687799	0.6549491	0.8607195	0.81390584	0.90930444	0.7247607	0.7790209	0.902093	0.76850325	0.8803015	0.738765	0.8561303	0.8908808	0.8710874	0.9226774	0.7770728	0.8112618	0.9409144	0.8151802	0.9262804	0.8054181	0.8626289
dollar/noun	0.78516734	0.8186488	0.8635182	0.8961817	0.0	0.9113783	0.903269	0.8862488	0.88817245	0.7017653	0.64067984	0.93796116	0.77094305	0.85851544	0.78369886	0.89509195	0.86074156	0.92215055	0.9034662	0.9169409	0.7416078	0.92533076	0.93836594	0.78399277	0.8217432	0.7900591	0.9407114	0.5921775	0.801422	0.768264	0.9100157	0.91749346	0.8456966	0.9125186	0.91641295	0.9349437	0.8980819	0.90879583	0.744442	0.8579722	0.760952	0.86719775	0.7910943	0.9229466	0.89427847	0.7096461	0.9367667	0.8786319	0.8706447	0.90402657	0.4489674	0.9034784	0.95702994	0.8816434	0.9789988	0.85224843	0.80515873	0.7753884	0.9020571	0.840139	0.60533893	0.6745601	0.573492	0.8137688	0.9093459	0.7716157	0.56270003	0.77439594	0.7770666	0.86175543	0.9098026	0.84249127	0.5359912	0.8983809	0.78532505	0.7747366	0.8871266	0.8899459	0.81680954	0.83767533	0.93424994	0.80276835	0.9273377	0.45114774	0.5177711	0.5114933	0.45728576	0.96898794	0.14664364	0.8415358	0.8650032	0.8162624	0.8099551	0.85550106	0.88321406	0.81904876	0.94526136	0.96588206	0.8944553	0.72260475	0.90381545	0.8778304	0.6243213	0.94967496	0.91183716	0.8206886	0.97536856	0.8835957	0.59877634	0.7565712	0.869267	0.7998991	0.94992965	0.9690183	0.8866188	0.618201	0.7689422	0.9419972	0.92364484	0.887136	0.7755822	0.9307513	0.9261099	0.49381077	0.69823134	0.789527	0.8146681	0.59790695	0.83117104	0.9640776	0.9275514	0.8909946	0.71486235	0.92970175	0.7555505	0.8706603	0.82905334	0.31524724	0.882184	0.64638686	0.5878482	0.9286009	0.96623826	0.83269536	0.7779093	0.8344567	0.8499395	0.9152047	0.93952394	0.9585854	0.74470496	0.84812176	0.6640587	0.89408547	0.84745014	0.8765282	0.9148525	0.8967842	0.79427695	0.8229595	0.9492889	0.7928936	0.77259624	0.8973023	0.85518485	0.8037337	0.8629348	0.78704953	0.82023096	0.7811816	0.94695455	0.90707165	0.9892429	0.8164729	0.70582354	0.94267493	0.91737646	0.82215506	0.9225447	0.8853787	0.5918481	0.6274198	0.4876842	0.94169647	0.79215145	0.6965123	0.8938969	0.7853316	0.7836121	0.9041369	0.7274076	0.83958155	0.90847397	0.9350752	0.89419836	0.6448636	0.71413887	0.9633068	0.96216196	0.9294185	0.66860354	0.77049786	0.8605928	0.8510837	0.9259733	0.69820374	0.77551025	0.9027883	0.5639814	0.83082163	0.9139239	0.82027376	0.80935585	0.91108775	0.79739356	0.8865799	0.8081064	0.8269046	0.7938875	0.80298764	0.76641494	0.6767379	0.73917896	0.92935836	0.78699887	0.91382843	0.8758993	0.9057505	0.84021246	0.81329584	0.67590237	0.9405821	0.7570283	0.8575464	0.856004	0.81862086	0.7481788	0.8914672	0.699281	0.71060514	0.80357635	0.865278	0.80570364	0.7724992	0.83559304	0.9128244	0.9120555	0.851013	0.8833855	0.9272703	0.9635474	0.6721528	0.8558077	0.7740142	0.8937884	0.8642242	0.8802265	0.9596216	0.7782619	0.86448014	0.8338245	0.7648487	0.94904387	0.83788455	0.85902673	0.9049506	0.9189751	0.75609106	0.89617777	0.8557799	0.9378725	0.78585404	0.8997009	0.68032604	0.7249485	0.88421166	0.8936464	0.98453	0.8601264	0.8217135	0.9760305	0.9654196	0.9086662	0.88240725	0.9374131	0.92894566	0.9291197	0.89883673	0.98261124	0.9225857	0.82838523	0.7786142	0.90744907	0.8916499	0.58926284	0.7601896	0.99039423	0.90784234	0.83203375	0.81567913	0.63751733	0.9114507	0.7462878	0.8557697	0.7746302	0.59804505	0.8747363	0.886135	0.6688311	0.76632965	0.8984962	0.9468492	0.68499815	0.9308938	0.837135	0.82929695	0.8004946	0.9057296	0.8566035	0.8647988	0.6607553	0.6767867	0.89176875	0.8595319	0.9783157	0.88157123	0.7917702	0.8509842	0.7074938	0.8170363	0.67926323
