	1/noun	1998/noun	1999/noun	ABX/name	AG/name	Adriaan/name	Agfa-Gevaert/name	Bax/name	Belgisch/adj	Belgische/name	Camera/name	Chrysler/name	EU/name	Europa/name	Fabricom/name	Frans/adj	GIA/name	Groep/name	Italiaan/noun	Jacobs/name	Landamp;H/name	Meerhout/name	Nederlander/noun	Nissan/name	Palm/name	Philips/name	Post/name	RTBF/name	Roemeens/adj	Spoorwegen/name	Top/name	Unilever/name	Usinor/name	Vanenburg/name	Verenigd/name	Vlaams/adj	Wellink/name	Wereldbank/name	aan/adj	aan/comp	accoord/noun	activiteit/noun	administratie/noun	afgelopen/adj	al/adv	aldus/prep	als/comp	ander/adj	anders/adj	baan/noun	balans/noun	band/noun	bank/noun	bank_sector/noun	basis/prep	bedraag/verb	bedrijf/noun	bedrijf_terrein/noun	begin/adv	beslissing/noun	besta/adj	beteken/verb	betreft/prep	beweging/noun	bezig/adj	blijf/verb	boek/verb	bovendien/adv	brandweer/noun	breid_uit/verb	buitenlands/adj	club/noun	concern/noun	consolidatie/noun	container_park/noun	daarom/pp	daarop/pp	dagenlang/adj	danwel/vg	dat/pron	de/det	december/noun	dele/adv	dicht/verb	die/det	dienst/noun	diep/noun	directie/noun	dissertatie/noun	dit/det	dochter/noun	dollar/noun	door/part	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	duur/verb	dwing/verb	economie/noun	eerder/noun	eerst/adv	eeuwig/adj	efficiënt/adj	eindelijk/adj	en/vg	enig/det	er/adv	ervaring/noun	eveneens/adv	extreem/adj	fabriek/noun	failliet/adj	familie_bedrijf/noun	fantastisch/adj	filiaal/noun	financieel/adj	fiscus/noun	flink/adj	fond_beheerder/noun	fors/adj	fuseer/verb	ga/verb	ga_in/verb	gebied/noun	gebruik/verb	gedetailleerd/adj	geldelijk/adj	gemengd/adj	geregeld/adj	geval/noun	gewapend/adj	goedkoop/adj	groep/noun	grondig/adj	grotendeels/adv	haar/det	heb/verb	heel/adj	help/verb	hervorm/verb	het/comp	het/det	het/noun	het/prep	hetgeen/pron	honderd/num	honderden/noun	hoogte/noun	huishouding/noun	hun/det	import_verbod/noun	industrieel/adj	ingekort/adj	intercommunale/adj	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	juli/noun	kader/prep	kapitaal/noun	keer/adv	ken/verb	keten/noun	kijk_uit/verb	kop/noun	kost/verb	kosten/noun	kosten/prep	landbouw_sector/noun	last/prep	leger/noun	lening/noun	log/adj	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	luid/verb	maak/verb	maar/adv	maar/vg	management/noun	manier/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	meen/verb	meestal/adv	merk/noun	miljard/noun	moderniseer/verb	moeilijkheid/noun	moet/verb	morgen/noun	namelijk/adv	nationaal/adj	natuur/noun	negatief/adj	nieuw/adj	noodzaak/noun	nooit/adv	noorden/noun	nu/adv	of/vg	om/comp	om/part	omdat/comp	omvangrijk/adj	onder/adv	onderdeel/noun	onderga/verb	onderneming/noun	onderscheid/noun	ons/det	ontsla/verb	op/adv	opleiding/noun	opnieuw/adv	organisatie/noun	oud/adj	overheid/noun	poging/noun	positief/adj	prikkel/noun	principe/noun	privatiseer/verb	probeer/verb	prof_voetbal/noun	rationaliseer/verb	record_tijd/noun	regio/noun	regionaal/adj	rendabel/adj	reorganiseer/verb	reserveer/verb	resultaat/noun	samen/adj	samenleving/noun	schooljaar/noun	schrap/verb	schuld/noun	secretariaat/noun	sector/noun	sinds/prep	slank_af/verb	slechts/adv	smelt_samen/verb	snel/adj	sociaal/adj	software_bedrijf/noun	sommig/adj	specialist/noun	spoor_weg/noun	staal_industrie/noun	staart/noun	staat_bedrijf/noun	stoot_af/verb	structureel/adj	succesvol/adj	tak/noun	te/comp	tegelijkertijd/adj	ten/adv	tennis_bond/noun	terug/adj	terwijl/comp	tijd/noun	tijdlang/noun	toen/adv	toezicht/noun	top/noun	top_club/noun	topman/noun	tot/prep	tot/vg	totaal/noun	tover_om/verb	traject/noun	twaalf/num	uiteindelijk/adj	uitgebreid/adj	vaak/adj	vandaag/adv	ver/adj	verbeter/verb	verdwijn/verb	verkoop/verb	verlies/noun	verlieslatende/adj	vermoedelijk/adj	vermogen/noun	vernieuw/verb	verplicht/verb	versneld/adj	vervolgens/adv	voeg_samen/verb	voetbal/noun	voetbal_bond/noun	voldoende/det	volgens/prep	volledig/adj	volop/adv	voor/comp	voorrang/noun	vorig/adj	waarbij/pp	waardoor/pp	wat/prep	weer/adv	werkgever_organisatie/noun	werknemer/noun	wij/pron	wil/verb	winst/noun	winstgevend/adj	word/verb	zal/verb	ze/pron	zeventig/num	zich/pron	zichzelf/pron	zijn/det	zoals/comp	zodat/comp	zonder/comp	zonder/prep	zwaar/adj	zwaarst/adj	zwak/adj
1/noun	0.0	0.44008625	0.46900398	0.7669955	0.72665834	0.91459566	0.7457665	0.951214	0.8147611	0.7931854	0.86068213	0.80294263	0.7262558	0.8090273	0.827233	0.81102157	0.92435735	0.77512914	0.9278797	0.8774694	0.86338407	0.8638532	0.932957	0.85869	0.8884156	0.83272994	0.7781955	0.8975556	0.8927251	0.7906119	0.81104076	0.87737775	0.73542154	0.8662972	0.8555702	0.859425	0.8806336	0.8806052	0.92172366	0.8977457	0.7238802	0.8109544	0.8515921	0.7828697	0.8030562	0.9063171	0.8543692	0.88188463	0.93784934	0.87040746	0.918885	0.87622124	0.7735337	0.8607864	0.8201177	0.7587369	0.71450937	0.9249607	0.37382728	0.8367994	0.775799	0.8370085	0.9736258	0.9642208	0.8433757	0.8747414	0.7855785	0.82655275	0.94335544	0.7781225	0.8671371	0.79023933	0.78238034	0.9230121	0.7216039	0.83304226	0.7582102	0.94783545	0.8622777	0.7167523	0.8290491	0.4784953	0.9505457	0.86217296	0.88793206	0.73503566	0.81937385	0.7139964	0.9126664	0.7882099	0.84845495	0.886135	0.9005547	0.91213584	0.8613778	0.86833066	0.89533824	0.8605686	0.80836153	0.80563295	0.87923425	0.775615	0.87029487	0.92278624	0.92839926	0.8822297	0.79549915	0.8670178	0.92312014	0.9833557	0.7942652	0.97209114	0.81119704	0.733372	0.86439127	0.96182966	0.78075373	0.7859479	0.8522587	0.91201925	0.93230826	0.78249353	0.70074224	0.8359352	0.745196	0.9120419	0.9049418	0.8597641	0.8896537	0.76170206	0.8751393	0.92826	0.93778926	0.8460834	0.81773424	0.8699275	0.8304521	0.92301995	0.88780546	0.8968076	0.8882053	0.8562101	0.90382606	0.81856877	0.9875798	0.8931	0.8491802	0.87923574	0.8741858	0.7652874	0.8262148	0.84781754	0.7163104	0.8375786	0.80657953	0.7263769	0.7366903	0.9658096	0.91821575	0.36132658	0.9112426	0.84718364	0.97950876	0.9148418	0.8621264	0.94100654	0.9652031	0.8626111	0.8324694	0.8830274	0.87429136	0.8152282	0.8964608	0.88614887	0.9335705	0.9135075	0.79821813	0.93065405	0.96827555	0.9511659	0.9224165	0.7746194	0.9360968	0.9686385	0.96950567	0.9062865	0.88702923	0.85665536	0.88856953	0.91099066	0.9395557	0.8362051	0.8402871	0.87963027	0.8370419	0.73311484	0.8567848	0.85873663	0.87184495	0.9220253	0.7286843	0.85728085	0.9310171	0.9684326	0.88152367	0.7912742	0.86490166	0.92348003	0.8684409	0.923609	0.8832652	0.76286656	0.8160611	0.76756465	0.9422909	0.8919354	0.7091298	0.95775855	0.8355007	0.7846942	0.8685187	0.8682196	0.8599055	0.82443655	0.95812273	0.9412489	0.7945122	0.7967304	0.94223213	0.9050707	0.854591	0.82247895	0.86446625	0.7198566	0.8305814	0.8213168	0.816771	0.839616	0.75262505	0.8905163	0.63594615	0.7952943	0.9384457	0.8644607	0.91004664	0.476111	0.8415234	0.8835516	0.65881896	0.9287307	0.83890283	0.737309	0.89070046	0.90645957	0.8293046	0.8914224	0.9870425	0.80644625	0.78992116	0.9131674	0.8596495	0.88484687	0.8084874	0.8179151	0.8765838	0.8481484	0.8286746	0.94959486	0.9115529	0.914934	0.8076037	0.8406105	0.81477433	0.9623074	0.7720263	0.58118415	0.6854749	0.79049987	0.8495697	0.851382	0.8010925	0.80415	0.77715933	0.95364034	0.7273479	0.87076277	0.8223154	0.78982234	0.78653526	0.79587704	0.838271	0.8571107	0.8886991	0.8625816	0.7611395	0.84174657	0.76781595	0.79668903	0.8878257	0.8980648	0.9200653	0.8182374	0.6974468	0.8960258	0.8641817	0.9074503	0.5518457	0.78575635	0.8341331	0.951073	0.89534354	0.8786119	0.77627474	0.9229137	0.71481925	0.81022173	0.82745016	0.74430496	0.71285844	0.92683625	0.81475747	0.8816303	0.92735124	0.9181728	0.91604567	0.81675327	0.8074542	0.94041723	0.9361807	0.9640726	0.8984309
1998/noun	0.44008625	0.0	0.23973536	0.69526017	0.70816714	0.96233374	0.66994417	0.9327417	0.74966955	0.79040456	0.87840176	0.59220535	0.7913638	0.755137	0.77823377	0.73084176	0.9267045	0.6099789	0.9284809	0.92448026	0.73660326	0.88543135	0.88397694	0.66988254	0.8605978	0.64002424	0.76741344	0.8421485	0.8356628	0.78712666	0.75917447	0.6937046	0.591308	0.74738646	0.89294153	0.8465905	0.92034054	0.7875206	0.8798608	0.86541104	0.71613276	0.721897	0.90556794	0.59360194	0.74349576	0.90302646	0.86267745	0.9200609	0.952253	0.78732294	0.8329842	0.83443075	0.69411755	0.7807938	0.8337615	0.5665948	0.5910772	0.8881415	0.4431737	0.8345572	0.8477844	0.8144597	0.9436513	0.90214664	0.79747003	0.8833407	0.54916453	0.79319394	0.94045234	0.7846457	0.7814292	0.8182042	0.58063865	0.8416395	0.87767625	0.9110557	0.82951397	0.881186	0.7735671	0.6254443	0.8516664	0.46251625	0.93746316	0.84592545	0.90904516	0.8136967	0.90332806	0.68658674	0.9408293	0.67606837	0.67219317	0.57349193	0.9179274	0.8645851	0.81888473	0.8592632	0.83549315	0.9344281	0.8525473	0.71740806	0.8252546	0.7779121	0.89950466	0.92691827	0.89970237	0.85320693	0.7770314	0.8098605	0.91051763	0.95123774	0.6352282	0.93511635	0.7063566	0.61343384	0.74713856	0.9316102	0.5991068	0.760453	0.79716384	0.7968821	0.9024918	0.6573869	0.54468745	0.77836424	0.74127805	0.90174854	0.92506456	0.9138034	0.8313953	0.87728935	0.9176968	0.9575888	0.8671781	0.8463986	0.7374616	0.86327064	0.77227706	0.91266054	0.7965781	0.8924061	0.9060478	0.8270333	0.8889994	0.8080092	0.9916237	0.92239964	0.82793933	0.8146255	0.74726635	0.8560243	0.89795125	0.8642249	0.8118805	0.6739276	0.90786445	0.84383386	0.56036353	0.9283953	0.87421995	0.4523762	0.94037306	0.7423037	0.9147806	0.8864749	0.78399396	0.88827115	0.92863286	0.8138522	0.78099525	0.8909834	0.8445308	0.83421755	0.858061	0.67575705	0.89103615	0.7999256	0.72288543	0.91166246	0.8932712	0.94712675	0.93329525	0.7223501	0.9082488	0.8744932	0.88281345	0.7755739	0.8158374	0.7198163	0.91303927	0.90419024	0.7477168	0.53459823	0.87826586	0.7831266	0.86195207	0.79546684	0.86247164	0.8735555	0.93651754	0.74097395	0.7589148	0.8865564	0.9762291	0.9501411	0.83157897	0.8170035	0.8812319	0.83739597	0.84461206	0.83628476	0.7703178	0.66019124	0.78029954	0.60697484	0.9562846	0.94315577	0.6441463	0.8583882	0.89527583	0.72383493	0.87267506	0.8436183	0.83346045	0.7868134	0.83019984	0.9205775	0.8443353	0.73844564	0.88850796	0.879881	0.88446754	0.7899316	0.88404226	0.7979922	0.72504425	0.709978	0.8132727	0.6796942	0.7820046	0.89235395	0.7056755	0.70750666	0.73291886	0.9083568	0.7964262	0.47567314	0.82856107	0.79693025	0.65523666	0.8894666	0.8883663	0.6585164	0.9140831	0.8859282	0.8646424	0.84993005	0.98202103	0.7419463	0.6596427	0.8081865	0.735476	0.6940647	0.83742267	0.76503086	0.8259209	0.8301594	0.8203819	0.792805	0.8952118	0.88153243	0.68169457	0.86242026	0.7628771	0.9201191	0.60409987	0.62879413	0.7304553	0.7015943	0.78639627	0.92440516	0.7427051	0.7420955	0.8258431	0.9076464	0.76620233	0.9430701	0.82317615	0.7307613	0.5709484	0.51400733	0.73874867	0.83812636	0.772616	0.9250422	0.732568	0.7786998	0.7567347	0.7424152	0.92438513	0.9249523	0.9270009	0.7997146	0.77185094	0.86600125	0.9065611	0.91488403	0.3115161	0.77519697	0.75537276	0.94160175	0.8380662	0.8212669	0.66058296	0.94619733	0.7999831	0.50838065	0.6858829	0.7708753	0.73604715	0.907252	0.6150006	0.9018128	0.8560639	0.7962936	0.82735693	0.82963306	0.8329947	0.90767187	0.78561795	0.9001013	0.8189434
1999/noun	0.46900398	0.23973536	0.0	0.69185925	0.73545134	0.95612776	0.68808985	0.9304615	0.69217086	0.8051102	0.9230151	0.61154944	0.7182735	0.6717541	0.7494098	0.6635159	0.86592025	0.6153893	0.93270516	0.9148084	0.7700186	0.8708646	0.8284278	0.6659165	0.8381866	0.64065754	0.7273136	0.81883496	0.8585893	0.7513973	0.764492	0.6818438	0.5672666	0.70810276	0.84078825	0.8622351	0.92226344	0.8041986	0.8451346	0.8688193	0.7186469	0.74040437	0.89123917	0.5772538	0.7202547	0.8732893	0.82713425	0.915241	0.9468378	0.83924586	0.86171234	0.8316137	0.6993028	0.76867706	0.8476457	0.56750214	0.59353286	0.8899364	0.48924977	0.7531313	0.88345504	0.8023708	0.95063895	0.90633106	0.8042035	0.8742151	0.5521072	0.82290727	0.95032144	0.76147497	0.778635	0.8748902	0.5869382	0.8318909	0.8643159	0.8736204	0.8313314	0.90124977	0.8412579	0.6394899	0.8199326	0.40542608	0.911907	0.8815112	0.9239086	0.80090845	0.91475147	0.6891949	0.88208103	0.6466758	0.6863998	0.5921775	0.8838819	0.8352237	0.8035951	0.85696703	0.8530388	0.8914168	0.8241408	0.7524307	0.8633829	0.7276387	0.89430135	0.959624	0.88452846	0.83394504	0.8010284	0.78669155	0.8945752	0.93661416	0.6448527	0.9174655	0.73781663	0.63847727	0.73691535	0.9737236	0.6602455	0.731828	0.79112184	0.7274781	0.8610881	0.64626575	0.60673106	0.7648036	0.6815191	0.9133499	0.9154035	0.91789913	0.8120515	0.88798577	0.92402935	0.95307827	0.8742564	0.84434617	0.75475943	0.86773837	0.7351762	0.8785596	0.7897301	0.9035891	0.91691005	0.8634916	0.87515664	0.79054856	0.9918671	0.8885943	0.7955936	0.79122514	0.78168106	0.8766551	0.9173811	0.908238	0.78255427	0.667163	0.9097693	0.8214864	0.55271566	0.894917	0.8736079	0.42481625	0.9038484	0.7537688	0.9682618	0.8735745	0.76924956	0.87413025	0.9868074	0.8004363	0.7689486	0.8497254	0.8258322	0.82565737	0.87082255	0.69929135	0.92875534	0.8139655	0.6738748	0.88098407	0.85599446	0.9323306	0.9047515	0.76108634	0.91098124	0.8528154	0.8619874	0.7822083	0.7818351	0.7572546	0.9108807	0.90773815	0.79079574	0.5579114	0.8701197	0.7913109	0.84105814	0.79288965	0.896954	0.8474793	0.98129326	0.80257946	0.76986384	0.86644477	0.9297837	0.9684036	0.8080245	0.8551168	0.8909441	0.80434793	0.81506157	0.8120143	0.74289346	0.67184603	0.7597382	0.5770511	0.97240615	0.9551567	0.71194375	0.94724166	0.9192673	0.6979315	0.8667055	0.9016949	0.81052816	0.81105757	0.8194331	0.9339364	0.8683442	0.72590643	0.89256185	0.9222617	0.85593736	0.7569246	0.89187413	0.81642616	0.7907854	0.7234614	0.80225396	0.7013738	0.8012634	0.94697237	0.7549447	0.7200476	0.7134191	0.83509916	0.79269296	0.45299125	0.81687194	0.75318193	0.71136487	0.8574375	0.87344766	0.59712285	0.9224977	0.9024942	0.8405512	0.79236937	0.9383286	0.6682935	0.7004875	0.83882594	0.76100487	0.68496084	0.8617756	0.7755611	0.87184626	0.8071765	0.83645993	0.7365091	0.90432626	0.89334595	0.68400025	0.8832915	0.7721784	0.9200276	0.64047146	0.62728405	0.67759883	0.71907586	0.7943779	0.85495424	0.72447616	0.76819307	0.817934	0.966738	0.7492361	0.87337905	0.8441888	0.76772714	0.5744225	0.5403255	0.7529228	0.7877786	0.75773597	0.87855184	0.73999774	0.77333784	0.725324	0.7482929	0.88335204	0.9159709	0.9242147	0.75983095	0.78159165	0.8563761	0.8861822	0.9443878	0.27690524	0.812403	0.78272665	0.9348664	0.83208686	0.82007533	0.6690739	0.9692472	0.7494652	0.5015631	0.69442767	0.7118293	0.7507614	0.9465791	0.6345161	0.9097856	0.89613307	0.7691867	0.8643298	0.84053767	0.8727928	0.88286895	0.8640171	0.8874331	0.82222044
ABX/name	0.7669955	0.69526017	0.69185925	0.0	0.5655783	0.9113274	0.5237975	0.8917751	0.6610017	0.5384495	0.877239	0.50544417	0.86009485	0.72870815	0.6668162	0.63344866	0.87886417	0.53861785	0.9167251	0.9201238	0.63709825	0.91556334	0.94741315	0.6791018	0.81876874	0.6189215	0.34998137	0.8728291	0.79968643	0.49517196	0.8936332	0.678908	0.653682	0.7630873	0.7069738	0.8965014	0.8961737	0.66195023	0.8645852	0.8643684	0.79224396	0.53140485	0.81576353	0.734609	0.8462076	0.84343565	0.79068136	0.77749014	0.92938733	0.7426007	0.77510476	0.86882144	0.5040176	0.63463044	0.81946564	0.7879255	0.38513005	0.80026037	0.7963275	0.72947955	0.74123347	0.74106526	0.86879015	0.87154156	0.85082716	0.8020995	0.6620048	0.713187	0.88127464	0.75626993	0.52972376	0.7846167	0.46116126	0.7046108	0.9116087	0.78970945	0.7755842	0.8861777	0.7363299	0.6491883	0.7606587	0.86670166	0.90161884	0.8050862	0.8579997	0.665167	0.903164	0.5441741	0.9322814	0.82192373	0.5052726	0.7811816	0.85189927	0.8175652	0.8575931	0.71382	0.82051754	0.76640725	0.9594877	0.71296877	0.76466614	0.70131814	0.824395	0.89603835	0.66857624	0.89833385	0.7673828	0.8783017	0.8344153	0.904069	0.6866106	0.72313225	0.6156546	0.6019184	0.5847155	0.913493	0.45843053	0.6196958	0.71501315	0.8172507	0.8653496	0.7333348	0.4882378	0.78277105	0.8960132	0.8552448	0.83332783	0.8479099	0.78096974	0.8375789	0.9232978	0.9066007	0.85098153	0.7652539	0.6611073	0.806005	0.65393144	0.81398594	0.80478346	0.9112679	0.8640031	0.7709363	0.8886975	0.7573715	0.9536939	0.84661776	0.7709974	0.8306622	0.7399539	0.910202	0.8420309	0.7691785	0.8880152	0.6321511	0.9263834	0.71409285	0.812889	0.862618	0.8786427	0.8630508	0.84967417	0.54979634	0.95011216	0.9201439	0.55558443	0.86722666	0.9819257	0.8556208	0.7308047	0.78947043	0.75563824	0.7919983	0.87681466	0.62415403	0.79269886	0.51615334	0.44409043	0.8575938	0.76278216	0.93170315	0.86983466	0.49176586	0.8752138	0.84622234	0.82546496	0.6354978	0.80317754	0.3717534	0.84510636	0.85243726	0.7850762	0.67416316	0.7193241	0.69944745	0.75493455	0.94551885	0.7663648	0.86670566	0.92980844	0.76207256	0.6799748	0.76904714	0.864556	0.9246868	0.820262	0.7419671	0.7136433	0.80618685	0.7330675	0.7283298	0.78650665	0.53484774	0.84563833	0.37710112	0.92036295	0.84769493	0.5527482	0.9285609	0.8269421	0.671612	0.7940111	0.82634467	0.70813996	0.7965002	0.86868256	0.8323323	0.8535021	0.5219105	0.8884719	0.82261264	0.8623711	0.8446956	0.86542064	0.692582	0.5195583	0.6187811	0.82581264	0.7676377	0.71215725	0.89490515	0.8516245	0.5964439	0.6582253	0.8671715	0.6768255	0.7957797	0.63980305	0.8777999	0.6992537	0.83731914	0.7809143	0.53388864	0.8731387	0.793507	0.5205538	0.7926855	0.93128717	0.4021889	0.42809993	0.62257195	0.74743366	0.54561317	0.75783837	0.6858282	0.9168173	0.8341241	0.8246763	0.7895684	0.91529137	0.789638	0.79785734	0.67533994	0.76612085	0.8708435	0.6060999	0.86808777	0.91890883	0.74963	0.81688774	0.71398664	0.9080536	0.80039006	0.825235	0.8687466	0.76636606	0.8584417	0.80403185	0.8088359	0.4691323	0.6202556	0.4548124	0.8955626	0.72543705	0.7773349	0.7259633	0.6077158	0.8007148	0.55809575	0.93849224	0.8656476	0.74468994	0.67241323	0.7223543	0.7890256	0.8709729	0.7944824	0.69636035	0.7230227	0.6361128	0.86522233	0.7846182	0.7987825	0.6110306	0.8883747	0.67403305	0.65498793	0.46098876	0.72969806	0.669065	0.9128682	0.86822903	0.8777567	0.89558494	0.7729664	0.7111337	0.7567818	0.75340164	0.82347345	0.7191545	0.8873919	0.83364284
AG/name	0.72665834	0.70816714	0.73545134	0.5655783	0.0	0.9241065	0.53814983	0.9188687	0.6489892	0.66496885	0.6434208	0.7186479	0.9151823	0.6600789	0.66859245	0.6350341	0.906217	0.46435028	0.9670011	0.9390703	0.8680906	0.95948815	0.9630706	0.7634905	0.81856734	0.6426721	0.51145005	0.87228227	0.85895765	0.57517564	0.7329265	0.72042274	0.7735741	0.7594918	0.7492372	0.8608409	0.8750624	0.8501229	0.9330435	0.8868561	0.7296202	0.5974665	0.84463584	0.77190447	0.9120586	0.8340918	0.91789645	0.779734	0.99104595	0.81064093	0.7999274	0.8415331	0.66268003	0.7375687	0.8353646	0.8639554	0.5653045	0.8307728	0.82388043	0.9012668	0.6854624	0.84047496	0.92305964	0.89873	0.89482963	0.86499506	0.6271566	0.7616659	0.9019349	0.7055776	0.6889013	0.91518676	0.57864094	0.85544735	0.9001377	0.8659935	0.8539004	0.9081311	0.85172874	0.6917604	0.7707975	0.9121714	0.93190837	0.86253834	0.8682725	0.7467995	0.94308656	0.6007983	0.9831461	0.84052217	0.5834642	0.8132959	0.899753	0.89571196	0.8344133	0.8290681	0.8742012	0.93151164	0.9459044	0.7351661	0.8508534	0.8004099	0.90898204	0.8780358	0.7622909	0.8645489	0.77153873	0.875844	0.9362549	0.94095874	0.7941774	0.87105834	0.6146811	0.5047959	0.7342435	0.79740053	0.57519364	0.6648395	0.7759674	0.80990446	0.8782395	0.6811074	0.5797759	0.843237	0.8995013	0.85700816	0.891493	0.8720134	0.8400239	0.8958229	0.9149997	0.9880131	0.8686559	0.7751948	0.72562504	0.8332702	0.73900497	0.84375197	0.8008885	0.8646064	0.8867054	0.83579624	0.9005826	0.804523	0.929638	0.89866453	0.82045025	0.85861635	0.8247501	0.93742865	0.908305	0.8062856	0.91591674	0.6622907	0.9265609	0.9041505	0.85675395	0.953101	0.94807166	0.8767451	0.9066386	0.5857353	0.98457104	0.9505798	0.6616409	0.8750872	0.9670932	0.8569677	0.8057479	0.8882384	0.74725944	0.84238046	0.8686121	0.7855425	0.8411183	0.7843743	0.75131834	0.83820903	0.86215734	0.94455475	0.8828393	0.6043191	0.910149	0.84472775	0.79004055	0.7311501	0.8511178	0.68373764	0.8229864	0.932632	0.8148667	0.73856974	0.73971105	0.7069998	0.8495469	0.89483464	0.8837279	0.89064276	0.9174497	0.8121526	0.7401214	0.83708006	0.97012705	0.8770885	0.90867555	0.80743057	0.8542742	0.891011	0.87308514	0.7757238	0.5993428	0.5273201	0.9012203	0.57729137	0.9273176	0.8955277	0.7040314	0.94805014	0.8627711	0.81997865	0.8216459	0.83201724	0.8431907	0.8889444	0.90264356	0.87005746	0.9339812	0.7261771	0.88848937	0.916858	0.7999654	0.878878	0.87084496	0.7389885	0.6661781	0.6406812	0.8356759	0.6699227	0.71750426	0.85112005	0.88074964	0.614638	0.81026053	0.8860143	0.7482954	0.7948193	0.78296053	0.9347708	0.7933661	0.86837506	0.84835345	0.563133	0.9026949	0.874673	0.6548514	0.9249745	0.97006917	0.6632432	0.5942974	0.80545986	0.7787951	0.6672814	0.8190141	0.6985936	0.91685855	0.842039	0.889246	0.8492341	0.9427563	0.87823653	0.9076269	0.7237452	0.7576361	0.9497982	0.52575433	0.81707495	0.8920769	0.8492829	0.85588527	0.88248897	0.8903855	0.8561194	0.77955455	0.94778097	0.7501099	0.89404064	0.79616964	0.79950386	0.5226599	0.64846885	0.54267895	0.96327585	0.80973756	0.84517103	0.74576575	0.737175	0.81617	0.58879524	0.92703164	0.8687482	0.84563494	0.76285505	0.74754137	0.8812154	0.9433364	0.86883354	0.73987997	0.8165799	0.76869303	0.92182326	0.89080757	0.74858916	0.63321733	0.95578015	0.6945721	0.6685666	0.554937	0.8011818	0.7932899	0.92916	0.89609593	0.8766379	0.8839488	0.83613443	0.7854931	0.80799687	0.75263155	0.89267534	0.8758585	0.8936707	0.7653692
