	's/adv	2001/noun	Amsterdammer/noun	EK/noun	Hilversums/adj	Koreaan/noun	Palestijns/adj	aanvankelijk/adj	afloop/noun	afvoer/noun	al/adv	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	avonds/adv	avontuur/noun	bang/adj	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beroep/noun	beslotenheid/noun	bestaan/noun	beton/noun	betref/verb	bewoner/noun	bezoeker/noun	bijna/adv	binnen/adv	blijk/verb	blijkbaar/adj	bloem/noun	bovendien/adv	broer/noun	brouwerij/noun	buiten/adv	buurt/noun	buurtbewoner/noun	coach/noun	combinatie/noun	concurrentie/noun	daar/adv	daar/noun	daarentegen/adv	daarna/adv	dag/noun	daglicht/noun	dan/adv	den/adv	discipline/noun	dochter_DIM/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	dus/adv	duur/adv	echt/adj	echt/adv	eenmaal/noun	eerst/adv	eigenaardig/adj	eigenlijk/adj	eind/adv	er/adv	ervaring/noun	even/adj	evengoed/adv	evenwel/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	gedachte/noun	gedwongen/adj	geef_op/verb	geef_toe/verb	geest/noun	geestelijk/adj	geheel/noun	geloof/verb	geluid_overlast/noun	gemakkelijk/adj	geregeld/adj	geur/noun	geur_hinder/noun	gevaar/noun	gevormd/adj	gewoon/adj	gezond/adj	gips/noun	golfplaat/noun	haal_uit/verb	haast/adv	hard/adj	heb/verb	heel/adj	helemaal/adv	heup/noun	hevig/adj	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	innovatie/noun	intussen/adv	jarenlang/adj	jeugd/noun	jeugdig/adj	kaas/noun	kamp/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	kind_soldaat/noun	klaag/verb	klaar/adj	klank/noun	knie/noun	kom_terecht/verb	kom_voorbij/verb	koorts/noun	kriebel/verb	kritiek/noun	laag/adj	lade/noun	langer/adv	lawaai/noun	leef/verb	leeftijd/noun	leer/verb	leer_kracht/noun	leger/noun	leven/noun	lies/noun	lig/verb	list/noun	louter/adj	lucht/noun	luchtvochtigheid/noun	luid/verb	luister/verb	luk/verb	maak_mee/verb	maand/noun	maar/adv	makkelijk/adj	medewerker/noun	meer/adv	meest/adj	meestal/adv	mentaal/adj	mest/noun	meter/noun	meting/noun	milieu/noun	minder/adj	minstens/adv	misschien/adv	moeilijk/adj	moet/verb	moment/noun	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	nutteloos/adj	oefen/verb	oksel/noun	omtrek/noun	ondertussen/adv	ontbinding/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overal/adv	overigens/adv	overlast/noun	pijn/noun	plots/adj	politicus/noun	politie/noun	politiek/adj	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rat/noun	reclame/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	rot/adj	rustig/adj	schaar/verb	schitterend/adj	schrijnend/adj	script/noun	selecteer/verb	sfeer/noun	simpelweg/adv	situatie/noun	sla/verb	slag/noun	slang_kuil/noun	slechts/adv	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soldaat/noun	soms/adv	spanning/noun	speler/noun	spier_pijn/noun	sprong/noun	staal/noun	stank/noun	steek/verb	stel_uit/verb	stemming/noun	sterk/adj	sterk/verb	stilte/noun	straat/noun	stress/noun	strijd/noun	strijder/noun	student/noun	systeem/noun	teen/noun	tegenslag/noun	temperatuur/noun	thuis/adv	toch/adv	tocht/noun	toerist/noun	toestand/noun	tot/adv	train/verb	trilling/noun	tv/noun	twijfel/noun	uiteraard/adv	vaak/adj	val/verb	vandaar/adv	ver/adj	verander/verb	verdriet/noun	verhoog/verb	verhouding/noun	verkeer/noun	verkeer_overlast/noun	verleden/noun	verlokking/noun	verscheiden/adj	verschrikkelijk/adj	verspreid/verb	vertel/verb	vervolg/noun	verwonderlijk/adj	vind/verb	vlak/adv	voeg_toe/verb	voel/verb	voertuig/noun	vol/adj	voldoende/adj	vooral/adv	voorbeeld/noun	vooruitzicht/noun	vorm/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	warm/adj	warmte/noun	wat/adv	water/noun	waterput/noun	week/adj	week/noun	weekend/noun	weer/adv	weer/noun	weet/verb	weinig/adj	wel/adv	wellicht/adv	wenk/verb	wereld_DIM/noun	werk/noun	werk/verb	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijd/adj	wijs_uit/verb	wind/noun	winter/noun	woon_bij/verb	workshop/noun	zaak/noun	zak/noun	zeeman/noun	zeer/adv	zeg/verb	zelfs/adv	ziel/noun	zo/adv	zomer/noun	zwem/verb
's/adv	0.0	0.94334835	0.8372338	0.8671688	0.861888	0.83737457	0.91722715	0.8790109	0.8609096	0.8996193	0.84300065	0.7678503	0.6768286	0.7202456	0.87120134	0.8755054	0.29756796	0.8834855	0.8106054	0.7282938	0.7085262	0.8244356	0.8789653	0.94185245	0.7333232	0.91418386	0.86589265	0.83170533	0.6595683	0.8148812	0.82297003	0.5528654	0.9227097	0.8310129	0.79117	0.7664499	0.90626997	0.91141605	0.49262702	0.69499564	0.6905869	0.92177486	0.7874054	0.9406706	0.6380101	0.88351315	0.82479954	0.7557478	0.5862084	0.77024984	0.71072865	0.90823454	0.84787947	0.79597026	0.74904454	0.7899302	0.7727127	0.7987598	0.80193347	0.92331535	0.81857544	0.84122735	0.738173	0.7668543	0.8643039	0.8950462	0.9692812	0.70624745	0.95070904	0.69617164	0.84278566	0.8927648	0.91645837	0.70517576	0.5518241	0.56446075	0.8766604	0.8527509	0.8787528	0.9208463	0.9294575	0.9514482	0.8994511	0.9487744	0.92289245	0.9681943	0.8073009	0.8603576	0.59880936	0.7796217	0.76149714	0.8838052	0.86638373	0.6012107	0.86490595	0.88084865	0.81027037	0.82363933	0.80097234	0.76607525	0.87042147	0.76891327	0.8736317	0.85573876	0.72629976	0.5835601	0.6594379	0.78269035	0.9521136	0.9065802	0.89255095	0.9387927	0.77916914	0.84068066	0.80582345	0.88093644	0.8390105	0.8421956	0.74354327	0.88954	0.8364011	0.9547263	0.6278683	0.87532514	0.71338594	0.9074147	0.8040775	0.8932006	0.8532585	0.6547413	0.68440396	0.7630748	0.8610355	0.8082744	0.892973	0.8982843	0.63993603	0.843197	0.9181676	0.79084504	0.8579807	0.9099154	0.90378386	0.89527917	0.7598543	0.8972091	0.91850305	0.74835724	0.7166194	0.97108483	0.65840036	0.8742799	0.88861126	0.9088224	0.7913439	0.8354326	0.9393785	0.8164723	0.8737229	0.49393594	0.9000059	0.8374934	0.8875531	0.80454683	0.90617985	0.7384755	0.866433	0.87199855	0.9252937	0.8257631	0.87235093	0.8111237	0.97104025	0.7535937	0.8105869	0.8917319	0.7917297	0.8999045	0.64430994	0.78366256	0.91161054	0.74287415	0.9149652	0.96976423	0.9225122	0.9446357	0.84627956	0.639055	0.9199224	0.72871876	0.8471818	0.7413459	0.8596213	0.77141875	0.9637057	0.88179046	0.79385823	0.8386206	0.72307444	0.89211166	0.8689076	0.85204524	0.84549046	0.74456	0.8364574	0.54886144	0.8664599	0.8946399	0.8900312	0.90682715	0.94056255	0.7417952	0.85734594	0.9282226	0.82877034	0.8173596	0.9319098	0.89202094	0.85872835	0.84875256	0.75894725	0.81054807	0.96051437	0.84426427	0.65899754	0.84370303	0.93522096	0.70037884	0.891133	0.9065439	0.70373523	0.91777754	0.9310276	0.9173685	0.95206845	0.9352953	0.6697717	0.48741293	0.82050854	0.92893755	0.9217393	0.7352668	0.90659934	0.81716436	0.91671765	0.6922718	0.47304934	0.8306078	0.75588495	0.6371479	0.89773023	0.9116958	0.60729206	0.7511227	0.61195505	0.94090134	0.85851943	0.6342096	0.8579464	0.76963407	0.84687793	0.94220686	0.90120476	0.89238846	0.9561033	0.65846103	0.78501344	0.9023517	0.9136861	0.7913703	0.7747215	0.8434491	0.8006342	0.94472283	0.95286894	0.9157798	0.9028102	0.91759866	0.77681106	0.83078206	0.69773936	0.8364425	0.64742935	0.99416685	0.850385	0.85755587	0.94536763	0.76278865	0.705392	0.60511994	0.68880856	0.7218058	0.7039417	0.8871963	0.86955225	0.8187756	0.4617989	0.63782096	0.6075728	0.9490179	0.849785	0.83501375	0.84888685	0.87343645	0.8896775	0.7814124	0.71934366	0.82453847	0.9429151	0.88640106	0.86999404	0.9022295	0.6658784	0.5884907	0.6481706	0.75063443	0.87629074	0.8746458	0.851634	0.85042137	0.92792886	0.7420281	0.9190738	0.87630576	0.68271106	0.6376332
2001/noun	0.94334835	0.0	0.9014257	0.6407615	0.9693863	0.97793496	0.9667381	0.85044724	0.98701835	0.93635756	0.74794304	0.98021764	0.9231524	0.88168794	0.97915095	0.9648541	0.9462511	0.9372423	0.9800639	0.95194024	0.9187914	0.88421005	0.87122303	0.96343446	0.98629534	0.9593123	0.91024435	0.93937445	0.90760666	0.91037905	0.7880901	0.91519696	0.8695666	0.9397497	0.92201006	0.8622291	0.967821	0.9327096	0.8975425	0.96017027	0.9521842	0.94852006	0.9802889	0.8945178	0.9441293	0.9539323	0.8675261	0.94020915	0.8598082	0.9354151	0.9175126	0.9764568	0.975467	0.9169924	0.9045557	0.9510192	0.949807	0.82391363	0.90787065	0.9784737	0.93775487	0.985145	0.8518474	0.92663527	0.9732625	0.94329184	0.4706669	0.8666016	0.964845	0.8915594	0.9599534	0.82946527	0.94898385	0.8820171	0.951748	0.90762484	0.94775033	0.93276644	0.9545585	0.890367	0.97274476	0.9608162	0.9623802	0.9311987	0.91895	0.9760215	0.93533003	0.93945163	0.8823056	0.95157063	0.88782626	0.961879	0.9195	0.96076787	0.94513077	0.9349576	0.921839	0.9680971	0.9821251	0.9435665	0.9533658	0.85148305	0.8817377	0.93890554	0.9024117	0.9223366	0.8646769	0.9865775	0.9695182	0.8125615	0.88505137	0.92716026	0.8305112	0.9242198	0.9319046	0.9767681	0.9675124	0.951588	0.9589058	0.9711334	0.92737484	0.9929795	0.9507928	0.89119554	0.94228476	0.57216156	0.9779524	0.9861048	0.9264142	0.9756405	0.9607088	0.85699606	0.9564349	0.86722064	0.96297103	0.92452526	0.92756903	0.96314526	0.9125066	0.9781998	0.87452453	0.9764292	0.97072583	0.9912668	0.86777675	0.93199533	0.9705355	0.9224372	0.8957087	0.98350126	0.97174114	0.95030874	0.89589965	0.57771623	0.9616634	0.96006167	0.9318489	0.9594604	0.95832556	0.93062764	0.9242294	0.9287601	0.86826396	0.8296737	0.96296155	0.8691062	0.82830274	0.9558173	0.96666384	0.80318546	0.9301765	0.9502289	0.9854057	0.93059576	0.9055442	0.96325713	0.80925834	0.95655376	0.8792774	0.9452491	0.9659187	0.82802725	0.88690615	0.9825814	0.8896273	0.8568082	0.90249103	0.9096372	0.909693	0.9478733	0.96571076	0.895107	0.99623054	0.9707022	0.98024964	0.9827661	0.73564684	0.88520455	0.9312698	0.9878249	0.87437207	0.9880526	0.91362524	0.9449405	0.9589452	0.90526396	0.94630325	0.8982633	0.9415541	0.9108326	0.8976022	0.96628535	0.9016199	0.9861068	0.9880085	0.9625698	0.9092111	0.908113	0.9362074	0.90938115	0.98264706	0.8768594	0.9251039	0.97286	0.9469279	0.93934965	0.9391717	0.9744754	0.89038306	0.8846607	0.927402	0.97581893	0.73093706	0.87467027	0.9172434	0.94563246	0.9648687	0.9670298	0.9494916	0.90699756	0.9918827	0.915226	0.94120693	0.9438625	0.9398688	0.7827994	0.9422082	0.9176319	0.9635274	0.8294541	0.96307415	0.92436856	0.8556425	0.93502903	0.9506079	0.9803534	0.9292508	0.90992874	0.9167434	0.9420573	0.9211765	0.9719567	0.97476274	0.806288	0.9580165	0.9553369	0.9238563	0.93502337	0.9660305	0.84326816	0.9311353	0.94999623	0.9844142	0.89500254	0.988411	0.9678837	0.76534575	0.9850252	0.9185493	0.9482702	0.88658863	0.91136193	0.91157174	0.9719463	0.70620275	0.9964177	0.91654664	0.88898766	0.9251585	0.83714265	0.84613335	0.8933426	0.9123849	0.96996063	0.9010184	0.69578195	0.88301563	0.8607036	0.8453719	0.9742795	0.93173015	0.9535293	0.71922433	0.8247802	0.91668755	0.78651875	0.9430555	0.8492927	0.99895614	0.9199939	0.9916432	0.8550296	0.8795832	0.71411896	0.9648087	0.9544178	0.93042576	0.9168789	0.9904	0.9169214	0.91793674	0.9132086	0.9883794	0.9309965	0.6269923	0.8737028
Amsterdammer/noun	0.8372338	0.9014257	0.0	0.88275737	0.83251494	0.77861	0.9304908	0.8009173	0.7886492	0.87330353	0.7613555	0.79684484	0.7954322	0.8670534	0.7779646	0.851464	0.85293484	0.86535287	0.7609092	0.8078449	0.7825948	0.8392611	0.7585059	0.86422247	0.8198819	0.8994079	0.84380025	0.83630526	0.6978024	0.72165346	0.8199314	0.8615706	0.7734414	0.81336606	0.8843776	0.77451676	0.8109546	0.8959578	0.84984374	0.80542564	0.70170724	0.7717429	0.76985407	0.80520195	0.79586315	0.7979536	0.73245907	0.84594345	0.8742148	0.87921727	0.79707825	0.84844697	0.8228159	0.75590277	0.8559033	0.8526946	0.83404505	0.85330325	0.7763275	0.8137517	0.78680956	0.808679	0.7905263	0.89031404	0.79172987	0.7682214	0.9320553	0.74046683	0.8047504	0.83948636	0.8211803	0.77913934	0.8638278	0.84783155	0.71824133	0.70929533	0.8036292	0.798373	0.86088187	0.9166795	0.9042554	0.8535919	0.84487283	0.8073724	0.8431376	0.8318807	0.7292995	0.83677924	0.77021646	0.83127975	0.7701294	0.8838699	0.8032898	0.6938883	0.7327447	0.913313	0.92062616	0.8727083	0.8377562	0.8821426	0.795091	0.8297783	0.8188786	0.8666701	0.8312989	0.73053867	0.82666004	0.75181323	0.9126014	0.932505	0.7050662	0.91375566	0.8236627	0.8564039	0.7729656	0.7151736	0.87291116	0.8690368	0.75390655	0.78623605	0.88749135	0.9174351	0.7890887	0.9322744	0.74099195	0.8206971	0.8275141	0.91236436	0.907748	0.7946292	0.88415027	0.84240496	0.8760792	0.9129195	0.90567446	0.88282394	0.7450502	0.8284035	0.8037167	0.8479283	0.87746596	0.91135305	0.8349366	0.9260522	0.89013433	0.9308294	0.85112727	0.8493682	0.90386546	0.8654529	0.82872593	0.8021398	0.8393121	0.93621093	0.8055841	0.7810804	0.8662202	0.7872946	0.7038989	0.79947966	0.7962221	0.87754864	0.92059433	0.7628771	0.86939764	0.78853345	0.8884975	0.8184819	0.8912869	0.8553823	0.8498287	0.8641869	0.84301543	0.81494784	0.795001	0.7767116	0.7788738	0.85452753	0.8757429	0.8579861	0.83797455	0.77823955	0.91310406	0.91306365	0.8634207	0.9146223	0.8012296	0.8112796	0.74021417	0.6784549	0.82004416	0.8797993	0.8121241	0.8248043	0.925055	0.91265976	0.9073213	0.72925335	0.803176	0.895946	0.8234912	0.77511877	0.8824259	0.85896254	0.8398993	0.8305812	0.7629699	0.8919824	0.8407168	0.94395083	0.8918123	0.8514527	0.7461357	0.86091024	0.9086476	0.91859114	0.9402056	0.8412623	0.8709176	0.84228367	0.83649004	0.87467587	0.9357986	0.90893996	0.7766175	0.84784925	0.751793	0.8565151	0.8092929	0.87981206	0.7454685	0.96612275	0.9069476	0.86281466	0.83365655	0.8613438	0.87382156	0.78463197	0.8167476	0.9195651	0.9182122	0.7533188	0.8575893	0.87546575	0.85098886	0.8942515	0.8352591	0.7718023	0.8462155	0.57726324	0.85261476	0.8340762	0.8021208	0.7503873	0.8723395	0.8853229	0.80043983	0.76393986	0.8993219	0.8809733	0.8508269	0.8761754	0.86543965	0.90827084	0.8820082	0.7856608	0.8558383	0.8549883	0.88400006	0.81763756	0.83594185	0.8235315	0.84648705	0.8549436	0.8024011	0.79286295	0.9041864	0.9413512	0.7661668	0.91954684	0.8918417	0.7946936	0.71929455	0.917278	0.8857716	0.80571723	0.9164615	0.7177086	0.86490154	0.89822745	0.85711527	0.7673695	0.841713	0.8701451	0.7426243	0.9180767	0.88328594	0.7994032	0.83055645	0.8350161	0.7478937	0.79542035	0.8640486	0.8310606	0.8874825	0.79302937	0.89704615	0.8791737	0.91019547	0.8350694	0.87677765	0.8164654	0.8498676	0.8947492	0.9227495	0.9171059	0.8846107	0.89329207	0.78880316	0.80796015	0.89628047	0.78525	0.8670633	0.7955928	0.82651854	0.779589
EK/noun	0.8671688	0.6407615	0.88275737	0.0	0.92703766	0.8852578	0.97297513	0.9238045	0.8405178	0.9644175	0.81254095	0.83079386	0.8516581	0.73897296	0.92342657	0.95834625	0.85115474	0.79602665	0.97075427	0.92222965	0.84293795	0.8330941	0.8503096	0.98043555	0.96564955	0.86994994	0.9561573	0.9560214	0.99808854	0.91174656	0.80104923	0.93859434	0.9343112	0.893144	0.9639817	0.8463731	0.9595489	0.92456746	0.87723345	0.94023883	0.9877752	0.65075886	0.8682816	0.93956894	0.83839077	0.94896764	0.853175	0.75595415	0.7418086	0.9417824	0.8250151	0.78800654	0.69159794	0.82803	0.9360181	0.9444379	0.9654311	0.90837145	0.8150945	0.8687317	0.87028676	0.9241562	0.81464523	0.8279158	0.90303826	0.92601526	0.6793245	0.8484457	0.87664115	0.8603219	0.9237495	0.85961205	0.88718265	0.936333	0.79307	0.70561206	0.7452183	0.8933682	0.9484594	0.92680025	0.91351926	0.95613563	0.93628293	0.8966836	0.9414343	0.9556127	0.9890879	0.9191229	0.8241565	0.9695625	0.9413535	0.9623213	0.97418696	0.88382936	0.89407504	0.84709144	0.9393491	0.84205174	0.8457077	0.8166146	0.8570753	0.8224203	0.8638512	0.8812792	0.94392234	0.8287584	0.84234333	0.96253806	1.0	0.8739672	0.9215794	0.93184143	0.8612592	0.92176425	0.76980126	0.89176303	0.9570613	0.88296723	0.8320204	0.8939752	0.9220933	0.79994875	0.88441205	0.913326	0.9385243	0.7511811	0.95996517	0.89875454	0.95263165	0.92263377	0.9007125	0.9242331	0.92658585	0.93574435	0.8989088	0.9133658	0.98210025	0.9622527	0.8233051	0.80504197	0.8496138	0.9306403	0.93623674	0.90724146	0.9167321	0.90334624	0.9200096	0.945722	0.9974972	0.98403704	0.9360016	0.87095696	0.8485703	0.7839517	0.8773359	0.969067	0.94337577	0.862188	0.88360035	0.8950422	0.70271015	0.97442865	0.7232988	0.93320227	0.9697206	0.89836544	0.86298406	0.91277134	0.927333	0.81540453	0.8014409	0.9015636	0.90815735	0.8542112	0.81777835	0.8860352	0.714915	0.9371352	0.739905	0.9450359	0.94591844	0.8456808	0.8936711	0.95105326	0.7978515	0.8532872	0.92655635	0.97727007	0.9613346	0.9849804	0.9383676	0.8755218	0.9351879	0.9813416	0.96936554	0.86410224	0.944738	0.7754271	0.90100837	0.9493631	0.84661347	0.9146603	0.90956354	0.989265	0.9549091	0.84397864	0.9289313	0.8281593	0.95151204	0.8391787	0.6675004	0.94976985	0.88206875	0.9481763	0.91998935	0.7224122	0.9500493	0.7424636	0.9754994	0.76760817	0.9283794	0.842952	0.9777261	0.92569655	0.89294016	0.91064495	0.6733428	0.95546037	0.7146205	0.9690027	0.94391376	0.94875634	0.8601061	0.90526026	0.9457774	0.93286264	0.8872031	0.95763993	0.9328009	0.85096776	0.9137227	0.8509387	0.98101574	0.947734	0.8836961	0.8844614	0.86731917	0.90261227	0.796372	0.8227327	0.9602109	0.90937483	0.70290315	0.9617608	0.90807664	0.9630405	0.8099783	0.8620316	0.93485594	0.8887661	0.8918028	0.9647962	0.90534496	0.9330588	0.97996736	0.9766928	0.96760267	0.96728116	0.9884423	0.8861518	0.88636607	0.95307773	0.9156038	0.91312695	0.9792185	0.981401	0.73619664	0.97651875	0.9058528	0.9089285	0.877262	0.8541428	0.86942554	0.9405022	0.81002223	0.96097493	0.92986596	0.8705701	0.9539686	0.89425844	0.9100087	0.9236194	0.84742975	0.87047523	0.94593227	0.7117896	0.7528654	0.79004914	0.8652493	0.9396985	0.8471814	0.9086793	0.7678833	0.87473273	0.96955514	0.81757843	0.9057526	0.8383346	0.9676347	0.8754873	0.9419139	0.93011814	0.97203547	0.67416716	0.9429592	0.88663065	0.98377675	0.9108638	0.899891	0.92976063	0.9226703	0.8838474	0.9611017	0.90899134	0.64502627	0.6141002
Hilversums/adj	0.861888	0.9693863	0.83251494	0.92703766	0.0	0.9256557	0.9126607	0.87423927	0.88932675	0.91983867	0.9144913	0.8309333	0.9442513	0.95910805	0.95858985	0.9214738	0.90396065	0.9257493	0.76314867	0.8476078	0.91364664	0.93287504	0.8069513	0.9184233	0.8943147	0.89361155	0.9257305	0.958586	0.80220413	0.84041303	0.92604053	0.80056965	0.87068164	0.88282424	0.9360796	0.86613375	0.8807207	0.92310894	0.8479097	0.88364804	0.9152784	0.8405189	0.9105002	0.83727384	0.7499201	0.9194619	0.86279035	0.91582716	0.9242288	0.8111454	0.9007454	0.8990561	0.7984278	0.85662997	0.83105093	0.85061985	0.8927211	0.83353883	0.883403	0.95005834	0.80825925	0.89522135	0.88181555	0.82536006	0.9150521	0.9221677	0.94201297	0.86057043	0.86037695	0.8865467	0.73494726	0.9053509	0.9224085	0.8576436	0.8528623	0.862854	0.90384346	0.89962214	0.9041321	0.9135246	0.9409153	0.94280076	0.87909174	0.9124336	0.9155501	0.93816996	0.93201965	0.8764962	0.9142788	0.89720374	0.87134355	0.8902577	0.88167053	0.88256776	0.8737985	0.95299137	0.8881115	0.9252347	0.89739907	0.88132757	0.90852636	0.88805026	0.8601811	0.9524279	0.9169912	0.7855321	0.90408885	0.8411679	0.9539047	0.89069796	0.76775247	0.9383015	0.85452247	0.91798156	0.9197948	0.8559915	0.9597912	0.6909808	0.89598686	0.88705933	0.8751869	0.9721329	0.86273617	0.8485759	0.85986423	0.9108342	0.8323594	0.96186846	0.7121178	0.88549685	0.9715383	0.94817686	0.8878523	0.9635018	0.9265063	0.95358366	0.8539109	0.696163	0.9491697	0.85117966	0.90913314	0.92612684	0.8325765	0.99031895	0.92625964	0.6579987	0.94160694	0.88490427	0.901465	0.9389154	0.86474097	0.94036424	0.8736918	0.9097229	0.8770499	0.91685694	0.82809514	0.9366492	0.8626523	0.86946124	0.8994343	0.93557334	0.88787854	0.94412106	0.87936336	0.866402	0.98366874	0.9281015	0.8248957	0.9075677	0.8551792	0.8607278	0.8407327	0.9463986	0.9298405	0.9375625	0.91568863	0.88909376	0.9143533	0.83698976	0.92400074	0.839484	0.8859433	0.84201837	0.91457343	0.9431752	0.92104524	0.84685814	0.8505725	0.8617734	0.8853906	0.870739	0.7274575	0.8896523	0.6155578	0.86059463	0.9641878	0.860256	0.9022367	0.8746026	0.91608924	0.9046186	0.9098847	0.8506723	0.874363	0.9095677	0.9376941	0.9713385	0.9083518	0.8894659	0.91208714	0.77928895	0.8906483	0.9148369	0.86987704	0.9338709	0.6617285	0.9668077	0.8853216	0.93500054	0.92550445	0.8891744	0.8821209	0.91284394	0.85177994	0.91395235	0.93190515	0.9066306	0.91189486	0.94240516	0.8633926	0.8282615	0.9660514	0.88521445	0.917911	0.9458081	0.8433833	0.82896733	0.8701647	0.88480645	0.93688977	0.86831284	0.9084273	0.9017668	0.90077245	0.884555	0.87044823	0.8921659	0.8671797	0.8742324	0.82404375	0.89198637	0.8748443	0.9272764	0.7721535	0.91155106	0.9460373	0.83230937	0.8487177	0.91785604	0.9411801	0.73876727	0.92167187	0.9777571	0.8523342	0.94092035	0.92090684	0.9105748	0.95294195	0.87953854	0.88824207	0.89076185	0.77543485	0.9477424	0.96907246	0.85934156	0.91908205	0.94888914	0.8670783	0.89198184	0.8275696	0.9049072	0.8653478	0.8417113	0.8809217	0.87104166	0.87014747	0.8696797	0.9377099	0.8831435	0.888271	0.86036086	0.8432013	0.8957584	0.94118404	0.930571	0.9027271	0.8821827	0.88605124	0.8632498	0.90805703	0.92478377	0.94907504	0.9194074	0.7433053	0.9392769	0.87160206	0.9244536	0.90723497	0.76120025	0.863786	0.9278783	0.8839884	0.8648907	0.87660563	0.90262103	0.93014824	0.9551491	0.8948103	0.9134303	0.91876054	0.9207744	0.92255074	0.8564432	0.86881125	0.89428526
