	1ste/num	2de/num	3de/num	Aalsterse/adj	Australisch/adj	Brabants/adj	Bush/name	Castro/name	Champion/name	Clarke/name	Engelstalig/adj	Euro2000/name	Gerets/name	Grim/name	India/name	Istanboel/name	Jet/name	Komrij/name	Matthau/name	Mendoza/name	Moët/name	Nederlandstalig/adj	Osama/name	PROV/name	Real/name	Romein/noun	Siza/name	Tolstoj/name	Walter/name	Will/name	aan/adj	aan/part	aangepast/adj	aantal/noun	actualiteit_programma/noun	advertentie/noun	affiche/noun	afstandelijkheid/noun	alle/det	alleen/adv	allereerste/num	alles/noun	als/comp	altijd/adv	alweer/adv	ander/adj	angst/prep	aspect/noun	auteur/noun	auto_wrak/noun	avond/noun	bedoeling/noun	beetje/noun	begin/verb	bekendheid/noun	belediging/noun	bepaal/verb	beperkt/adj	bezie/verb	bezorgd/adj	bijtend/adj	blauw/adj	bom_vol/adj	bouw_op/verb	buis/noun	centraal/adj	cliché/noun	combineer/verb	cool/adj	creëer/verb	dan/adv	dan/comp	de/det	deel/noun	dergelijk/adj	dertig/num	detective/noun	diagonaal/adj	die/det	die/pron	diegene/pron	dien_in/verb	discriminatie/noun	door/prep	doordrenkt/adj	draag_uit/verb	drama/noun	drijf/verb	drijf_op/verb	dusverre/adv	een/det	eentje/pron	eenzaam/adj	eeuwig/adj	eindeloos/adj	en/vg	enig/det	er/adv	ere_plaats/noun	ernst/noun	even/adj	fel/adj	fiets/verb	film/noun	flankeer/verb	flink/adj	flyers/noun	gebruik/part	gebruik/verb	geest/noun	gehard/adj	gekleurd/adj	geneigd/adj	geplaatst/adj	gesluierd/adj	getal/noun	geweigerd/adj	goedmoedig/adj	groot_macht/noun	haar/det	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	heilig/adj	helder/adj	hem/pron	hij/pron	hilarisch/adj	honderden/noun	hoogdravend/adj	hoon/noun	hoor/verb	humor/noun	hun/det	in/prep	industrieel/adj	ingebouwd/adj	ingehouden/adj	introduceer/verb	inventief/adj	ironie/noun	je/pron	jezelf/pron	kaars/noun	kant_DIM/noun	keel/noun	keer/noun	kijker/noun	kinderachtig/adj	klein/adj	kleurrijk/adj	kom_over/verb	komedie/noun	krachtig/adj	kwaad/adj	lawaaierig/adj	leg_in/verb	letter_DIM/noun	licht/adj	licht/noun	licht/prefix	linker_oog/noun	loop/verb	maak/verb	maar/comp	maar/vg	macho/noun	mannelijk/adj	mengeling/noun	menselijk/adj	met/prep	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	monarchie/noun	monster/noun	montage/noun	multicultureel/adj	niet_commercieel/adj	of/vg	omgeving/noun	omstreden/adj	onbedaarlijk/adj	ondanks/prep	onder/prep	ondergraaf/verb	ondervrager/noun	onderwerp/noun	ongestraft/adj	ontlok/verb	oog/noun	oog_klep/noun	op/prep	overdrijf/verb	overspoel/verb	paus/noun	plaats/noun	plafond/noun	podium/noun	precies/adv	prent/noun	priem/verb	prognose/noun	publiek/adj	raciaal/adj	radio/noun	ragfijn/adj	ranzig/adj	reclame/noun	reeks/noun	respons/noun	richt/verb	rondleiding/noun	rood/adj	schemer_door/verb	schrijven/noun	schrijver/noun	sla_gade/verb	slechts/adv	smeul/adj	socialistisch/adj	speel_af/verb	speel_toneel/verb	spreek_in/verb	sta/verb	sta_los/adj	steevast/adj	stem/noun	storend/adj	studio/noun	suggestief/adj	surrealistisch/adj	symboliek/noun	tafereel/noun	te/comp	tegelijkertijd/adj	televisie/noun	televisie_omroep/noun	ten/fixed	terloops/adj	tot/adv	treed_op/verb	tv/noun	uit/adj	uit/part	understatement/noun	vaak/adj	van/prep	vanavond/adv	varieer/verb	vee_handelaar/noun	veel/det	verander/verb	verblind/adj	verdwijn/verb	verholen/adj	vertolkt/adj	verwondering/noun	vind_goed/verb	vleugel/noun	vloer/noun	voeg_toe/verb	vol/adj	vol/prep	voor/prep	voordat/comp	vooroordeel/noun	voorwerp/noun	vrolijk/adj	vuur/noun	waarin/pp	waarmee/pp	waarschuw/verb	waarvoor/pp	wapen/noun	wat/det	weer/adv	weerszijden/noun	weiger/verb	welbewust/adj	welk/det	wereld_pers/noun	wereld_top/noun	wijsheid/noun	wil/noun	word/verb	zelf/adv	zelfportret/noun	zend_uit/verb	zicht/noun	zichzelf/pron	zijn/det	zo/adj	zo/adv	zoals/comp	zoek_tocht/noun	zonder/prep	zulk/det	zweem/noun	één/num	één/pron
1ste/num	0.0	0.06207639	0.048701346	0.96263605	0.89891076	0.81712484	1.0	0.87000644	0.94722116	0.9781762	0.93324107	0.98440164	0.98833376	0.96384436	0.9748969	0.9998221	0.6008973	0.97919655	0.99995136	0.98548746	1.0	0.96574014	0.9385433	0.11309761	0.7805477	0.9944261	0.99699074	0.9999972	0.9718703	0.8341212	0.9789447	1.0	0.93818426	0.9810983	1.0	0.9721177	0.95575595	0.98566574	0.99006623	0.99146104	0.969052	1.0	0.99549615	0.9996981	0.9237541	0.9118212	0.9975664	0.99546033	0.95613796	1.0	0.998449	0.99856246	1.0	0.8736839	0.9834878	0.99166644	0.9951446	0.9750907	1.0	0.9943904	1.0	0.9892974	1.0	0.94488657	0.98499316	0.9287845	0.97758514	0.95411354	0.98159987	0.9902192	1.0	0.9873759	0.9288065	0.9257088	0.98100054	1.0	0.93644243	0.97896016	0.9419673	0.97466475	0.99517983	1.0	1.0	0.9713775	1.0	0.99386054	0.988924	0.9737804	0.99909216	0.9672481	0.8824474	1.0	0.8877886	0.94914836	0.86129165	0.9773829	1.0	0.9720575	0.41126776	1.0	0.99870247	0.98768556	0.9621058	0.95882595	0.85411847	0.9995636	0.98413455	0.9969282	0.99991727	0.99052334	0.9967354	0.9831922	0.9912616	0.7233815	1.0	0.94700027	1.0	1.0	0.97804284	0.9470144	0.9801935	0.9999735	0.98933077	0.980088	1.0	0.94925433	0.99540836	1.0	0.9975838	0.9332819	0.99080515	0.984691	0.9922581	0.99908495	0.99426496	0.94620335	0.88650954	0.94229686	0.99713844	1.0	0.9691088	0.9654874	0.9903447	0.99965584	0.9775336	0.9882382	0.99052244	1.0	0.9727785	0.9656682	1.0	0.9659461	0.9681517	0.9830731	0.9402579	0.9944446	0.9986702	0.98449594	0.9966768	0.9209617	0.997495	0.99673337	0.99990034	0.99985224	0.953245	0.97774357	1.0	0.9895674	1.0	0.9836931	0.98611	0.98117936	0.9653113	1.0	0.9516162	0.9938793	0.98642796	0.9926739	0.97643673	0.9983059	0.9910682	0.96933085	0.9960952	0.9660575	0.9772649	1.0	0.92973995	0.9909635	0.97238845	1.0	0.9828891	0.98431545	0.9717037	1.0	1.0	0.9500781	0.9642955	1.0	0.9990267	0.54182816	0.9877205	0.9662774	0.9903842	0.95342445	0.9971166	0.6117413	0.9894743	0.9520512	0.9878244	0.9799207	1.0	0.9884887	0.39810956	0.986185	0.9791204	0.9100281	0.99583906	1.0	0.95800644	0.98384833	0.96081144	0.9710745	0.9889011	1.0	0.97647035	1.0	0.9735212	0.9828662	0.91877276	0.938328	0.99187994	0.9874801	0.98236567	0.9821713	0.9753699	0.99758625	0.9823314	1.0	0.99998534	0.9966029	1.0	0.99117833	0.9630552	0.97216356	0.9595593	0.9927113	0.9616324	0.97395664	1.0	0.99937177	0.96978724	0.91430104	0.9821082	0.9921956	0.9979337	1.0	0.9758886	0.9885826	0.97958034	0.94147336	0.99216646	0.99912345	0.9967135	0.9626198	0.9606526	0.98288894	0.9955873	0.9317436	0.9940172	0.985111	0.9397922	0.9968604	0.9993745	0.9459947	0.97902316	0.99074817	0.9615782	0.972762	0.9659362	0.9945471	0.9575012	0.9920131	0.9935474	0.9823775	1.0	0.977287	0.9657521	0.99725884	0.99972963	0.9972543	0.8737608	0.95127606	0.9678423	0.9902425	0.95221233	0.9980089	1.0	0.97428536	0.70570654	0.9442344	0.99565387	1.0	0.98377126	0.992391
2de/num	0.06207639	0.0	0.060193896	0.9720852	0.9003136	0.7697189	0.9788328	0.8388048	0.9556726	0.9753955	0.9332683	0.9864123	0.98240083	0.961703	0.97934234	0.9982214	0.6242629	0.93192667	0.9875908	0.9665727	0.99774194	0.9832365	0.9447555	0.17355931	0.7476618	0.96079874	0.99647045	0.99571395	0.9656903	0.8100445	0.98327774	0.9996315	0.93258333	0.9401336	1.0	0.9467947	0.9519819	0.98792535	0.96910393	0.9689653	0.9397193	0.9986341	0.99037206	0.9948703	0.88366807	0.86406934	0.9961301	1.0	0.93824244	1.0	0.9966134	0.9959455	0.9983522	0.89352405	0.9654137	0.992902	0.9831041	0.96361506	1.0	0.9760508	0.9747796	0.96811247	0.99895275	0.94401085	0.97235286	0.82406825	0.9720822	0.9726312	0.9817863	0.9853662	0.99931777	0.9764485	0.8997671	0.93255395	0.9584036	0.9811893	0.9450784	0.9380032	0.9252439	0.95233387	0.98686236	0.9849066	1.0	0.9137638	0.96181387	0.9735065	0.9879511	0.9729054	0.99918395	0.9678568	0.86559993	0.9966544	0.8854034	0.94305307	0.856991	0.9700665	0.9950967	0.98228323	0.42553705	1.0	0.9751942	0.96674776	0.9223618	0.9647177	0.8912453	0.99462354	0.9866356	0.9724528	0.9844903	0.9909422	0.996171	0.97925264	1.0	0.71078545	0.9650351	0.9553551	0.99816513	0.9919276	0.97152275	0.924091	0.9813847	0.99878615	0.96107846	0.9665364	0.9994862	0.939635	0.97700304	0.94585735	0.95532596	0.9426202	0.97711617	0.9871043	0.97722274	0.9992627	0.9862209	0.9410521	0.8728014	0.9605511	0.9975895	0.9999865	0.9485784	0.9481432	0.9701017	0.99787	0.9791535	0.9852148	0.9792369	0.999145	0.9631373	0.9678674	1.0	0.9549728	0.94526905	0.9821963	0.9433273	0.9606724	0.99739796	0.99966246	0.99720067	0.94324815	0.99204546	0.9900633	0.99887854	0.9967125	0.9505062	0.93945104	0.9997057	0.9813057	0.9727263	0.94008774	0.96986157	0.9744985	0.95206124	1.0	0.93791735	0.98273706	0.96346974	0.9890105	0.9648082	0.99805415	0.99405706	0.973168	0.9939644	0.9708611	0.9648607	1.0	0.9219761	0.96977687	0.97487235	1.0	0.96799374	0.9839255	0.97021496	0.9958787	0.99934727	0.92339396	0.97700554	0.99180907	0.934892	0.5462767	0.9613266	0.87266725	0.9572152	0.8971167	0.9966088	0.59935284	0.9836743	0.95691204	0.98508185	0.98233503	0.9998441	0.9894135	0.38038123	0.9791788	0.96804017	0.881415	0.9679386	0.9971588	0.97112185	0.96389425	0.94224334	0.9339926	0.9906507	0.9671827	0.9785578	0.99997044	0.9705668	0.98210734	0.90332633	0.8906948	0.9805857	0.9887457	0.9955305	0.98498183	0.9792526	0.9758414	0.96931195	0.99966913	0.9935344	0.9736304	0.9996781	0.9573901	0.92922956	0.9539279	0.9515627	0.98170966	0.96039486	0.9578792	1.0	0.9956805	0.94382685	0.9037499	0.9670989	0.98418534	0.9902133	0.99103737	0.9781247	0.9760163	0.9823605	0.9276764	0.9999584	0.99897194	0.9561033	0.93555707	0.9527164	0.97934145	0.963157	0.890905	0.9815768	0.9890216	0.91604614	0.9949002	0.9834619	0.9185603	0.9674837	0.94266516	0.9551937	0.9754055	0.9575656	0.9946947	0.83889776	0.96573246	0.9919469	0.9806266	0.9994587	0.97311205	0.9664948	0.99732834	0.9344902	0.98920065	0.8308752	0.9471177	0.94170815	0.9647663	0.903288	0.9874708	0.9995193	0.9657898	0.70360476	0.9395875	0.98034793	0.97528	0.9754927	0.9603036
3de/num	0.048701346	0.060193896	0.0	0.9779199	0.9080989	0.7638505	0.9981429	0.8832303	1.0	0.9983451	0.9218908	0.9837625	0.9883593	0.97145754	0.9834456	0.99851793	0.63288856	0.98021626	1.0	0.96753645	1.0	0.9941492	0.97726285	0.128097	0.7864133	0.98218316	0.98730963	0.99489516	0.9860207	0.8358354	0.9653104	0.9969049	0.9449556	0.9638782	0.9951101	0.96341646	0.975414	0.98375773	0.9831182	0.9709689	0.9371555	0.9908274	0.9877841	0.9935978	0.89860386	0.88254726	0.98878235	0.9996422	0.969274	0.9928344	0.98420614	0.9971457	0.9878312	0.935244	0.9870524	0.99119884	0.9912263	0.9614119	0.983195	0.9891442	0.99122447	0.9861646	0.99086106	0.9519802	0.9796957	0.8910263	0.97095937	0.97945166	0.9924315	0.9811024	0.9925887	0.9869435	0.9141604	0.9271432	0.9772655	0.9914945	0.9725191	0.9577339	0.9315747	0.97693896	0.98843265	1.0	0.99540013	0.9881905	0.98792523	0.9977286	0.9889263	0.98257357	0.99244493	0.97616094	0.8824354	0.9848674	0.92012763	0.9793023	0.90396315	0.98374116	0.992935	0.9679776	0.44079524	0.9957045	0.98752403	0.97989166	0.9196609	0.9785088	0.89206254	0.9883683	0.98380584	0.99481124	0.99984324	0.99143857	0.989789	0.97955275	0.98852044	0.7602184	0.9962521	0.95306486	1.0	0.99588704	0.9768912	0.9592786	0.9855245	0.9947326	0.9839147	0.9749011	0.99703914	0.9343973	0.9880518	0.99595064	0.98199314	0.96543545	0.99072164	0.98645335	0.984741	0.9994645	0.98369133	0.9594143	0.87656736	0.96056783	0.9948002	0.9913276	0.9690856	0.988511	0.9784518	0.9916067	0.9857263	0.97668487	0.98709136	0.99315906	0.95236427	0.97264904	0.99770045	0.9732314	0.95875204	0.98454607	0.95274067	0.98839563	0.99887323	0.9927039	0.98858005	0.95038134	0.9841841	0.9825701	0.99486595	1.0	0.9486899	0.96470064	0.98015237	0.96417755	0.99541074	0.9917252	0.9874568	0.986393	0.96380043	0.9940904	0.94506276	0.98589665	0.9823834	0.9916646	0.98546475	0.99419636	0.99428236	0.9707206	0.99066114	0.98733014	0.9747621	0.9920278	0.92936504	0.9824902	0.9870546	0.9968879	0.98656106	0.9829613	0.9647431	0.9926264	1.0	0.9048652	0.97331065	0.994286	0.9904676	0.5504633	0.9730273	0.9473294	0.9801491	0.9618807	0.9684968	0.5866615	0.9804962	0.9507134	0.9866586	0.9853251	0.9972088	0.99848664	0.3930763	0.98534614	0.98282003	0.952264	0.99388754	0.99333847	0.97002816	0.9837547	0.93755925	0.9382796	0.9918884	0.995593	0.98295003	0.99908894	0.986454	0.9613577	0.9168702	0.95323086	0.9917182	0.99395055	0.99275595	0.9781658	0.96923125	0.9950525	0.9876376	0.99642164	0.9900598	0.9915121	1.0	0.9919484	0.9797447	0.9499574	0.98322815	0.98322767	0.9520073	0.9659433	0.98880965	0.98607475	0.9732426	0.92572916	0.9673411	0.99429613	0.99512005	0.9975065	0.9879883	0.9732713	0.9850763	0.97006005	0.9893904	0.998334	0.99344736	0.964868	0.9492774	0.980807	0.9860072	0.8771981	0.99175054	0.99411887	0.93605536	0.99025416	0.996377	0.9659531	0.9783658	0.9852364	0.96849513	0.988871	0.94934314	0.9790742	0.915315	0.986253	0.98239475	0.9678107	0.992849	0.9568741	0.9751048	0.9939622	0.9951059	0.99827194	0.8761652	0.9620465	0.9334854	0.9922003	0.9506629	0.99106985	0.9883043	0.98659503	0.75916535	0.93300265	0.9949401	0.9954392	0.9644034	0.99374753
Aalsterse/adj	0.96263605	0.9720852	0.9779199	0.0	0.82270473	0.7801249	0.934135	0.9599185	0.95769155	0.8926848	0.7760901	0.8795803	0.92377996	0.9194945	0.9179843	0.8561501	0.89329785	0.8321737	0.8416295	0.8710828	0.9124939	0.760347	0.93677896	0.9887766	0.945428	0.9383124	0.93570244	0.85911715	0.8579583	0.85288703	0.8998877	0.9085294	0.81340414	0.89854306	0.8622905	0.78584665	0.85771966	0.87738293	0.82258356	0.9499018	0.9166653	0.9291334	0.94926053	0.87921816	0.80499446	0.82888675	0.9161917	0.82848203	0.8574388	0.7206163	0.87167	0.8864176	0.92041224	0.84435475	0.8719007	0.7628007	0.91636777	0.95351076	0.87577575	0.9063356	0.65254927	0.8616497	0.7727791	0.8659954	0.89115536	0.8685867	0.8026651	0.8305749	0.9061506	0.9457352	0.941278	0.9263309	0.7601806	0.9114023	0.80594534	0.83461744	0.7706185	0.8758542	0.90316826	0.78516364	0.94824743	0.96611387	0.9440928	0.8056843	0.8488526	0.91326296	0.84870505	0.7681438	0.9382439	0.95384705	0.7474251	0.8581089	0.8013286	0.83549434	0.855918	0.6966266	0.8757734	0.89078444	0.8728572	0.8355785	0.8902602	0.86737156	0.86868167	0.8003092	0.81816584	0.85371846	0.84244287	0.9489004	0.8351718	0.881387	0.98254347	0.90161365	0.9019153	0.8955686	0.93652374	0.9107765	0.9270636	0.75295705	0.7877298	0.8969322	0.8731494	0.92295426	0.8676088	0.8620461	0.9644354	0.9231984	0.84754217	0.9346777	0.9044417	0.73522955	0.79271746	0.76895857	0.76432765	0.9206013	0.7945937	0.8881426	0.7827229	0.7201448	0.928989	0.8333907	0.7772236	0.712798	0.8386088	0.95504606	0.8885283	0.80982965	0.8328845	0.95676744	0.87401897	0.7943771	0.7915733	0.9292581	0.73581135	0.86569476	0.77992004	0.8726244	0.9243914	0.7765137	0.94026625	0.92187786	0.81534344	0.8295641	0.86357045	0.903793	0.93657666	0.8457167	0.96093965	0.9020994	0.9324212	0.84944355	0.8387099	0.7546723	0.7684604	0.9415665	0.8443055	0.87631667	0.84839356	0.87989557	0.87795335	0.8154818	0.85732055	0.88011986	0.8541012	0.8847162	0.81227255	0.7959402	0.9112104	0.82559675	0.88712794	0.936308	0.8179798	0.94973373	0.8498553	0.9214401	0.9580309	0.86309445	0.8428267	0.7970526	0.9574181	0.9274112	0.862601	0.79504734	0.9331387	0.84618366	0.9044091	0.9319943	0.9375076	0.8541391	0.8865345	0.81192636	0.7769642	0.82065207	0.8460765	0.8713912	0.9050067	0.82998264	0.9080134	0.8562461	0.89298004	0.8722248	0.86168826	0.95465493	0.80146986	0.87860346	0.7973541	0.8866931	0.84675264	0.7820418	0.9519479	0.7229031	0.94578403	0.89470774	0.76804334	0.7186483	0.74677825	0.8200296	0.77414113	0.90803635	0.83803266	0.778082	0.91663855	0.94478095	0.892629	0.92649555	0.89859843	0.8045544	0.8288101	0.89220345	0.86203676	0.76939714	0.71381927	0.7989056	0.9022734	0.94296324	0.89496577	0.9191857	0.92461073	0.85941744	0.96146774	0.813833	0.8705586	0.9137889	0.9013205	0.92357635	0.81450117	0.76867527	0.7408636	0.8476522	0.9433615	0.88668466	0.79924095	0.6899642	0.8960186	0.6690282	0.8310642	0.9013623	0.8929318	0.91865295	0.88086414	0.83055604	0.81187814	0.88957393	0.88111395	0.8998223	0.89100635	0.92385846	0.8747508	0.96067077	0.73208433	0.8300992	0.89550793	0.8263578	0.9564432	0.9404437	0.8525041	0.9381952	0.93789893	0.82197	0.8793175	0.87577736	0.8694434	0.92013115	0.90058184	0.7828231
Australisch/adj	0.89891076	0.9003136	0.9080989	0.82270473	0.0	0.9340144	0.75513303	0.7275437	0.9286268	0.7233009	0.84677535	0.86953384	0.91684794	0.978678	0.7313371	0.93151194	0.67493904	0.8538889	0.7783962	0.7226642	0.9115916	0.8224742	0.888747	0.9675464	0.8803045	0.90117395	0.9512197	0.8706139	0.872126	0.6705794	0.8233011	0.84627277	0.92727077	0.9573773	0.76252395	0.8093327	0.8854879	0.8955224	0.9448772	0.8433771	0.81796086	0.96389586	0.9126236	0.8854759	0.902426	0.9221847	0.87659955	0.845617	0.72421646	0.95808846	0.91240656	0.9248962	0.92382175	0.96590185	0.72515136	0.8617689	0.9412646	0.90384096	0.90681154	0.69737804	0.84667265	0.94198936	0.93128574	0.91594595	0.90023845	0.8802179	0.8498485	0.7979288	0.80271435	0.94336635	0.9481586	0.893503	0.7736726	0.95132995	0.82593656	0.9412219	0.6884855	0.93867564	0.90343934	0.7846278	0.9213119	0.95042247	0.95722777	0.7745576	0.9295438	0.8842329	0.73189676	0.8240965	0.95984477	0.8738131	0.8471746	0.9443688	0.80263835	0.88232124	0.9137942	0.75063676	0.8560619	0.9674456	0.92673177	0.79007214	0.8371216	0.82435066	0.9082978	0.6925107	0.92225087	0.9822389	0.8764423	0.8146407	0.9364917	0.840546	0.97991115	0.885155	0.9660983	0.87470216	0.97482073	0.8250498	0.9289009	0.8999524	0.9405319	0.829201	0.94335276	0.8727445	0.91123754	0.8794674	0.92645615	0.8854646	0.89330274	0.8515144	0.81905234	0.74739695	0.8694578	0.9003957	0.82930446	0.7776872	0.7923824	0.91886723	0.91961473	0.8548861	0.861454	0.87112546	0.73988855	0.7611949	0.8963662	0.91141284	0.9134189	0.9227107	0.8842413	0.9260315	0.91910625	0.76898295	0.87079346	0.91879344	0.7866382	0.8233764	0.7493205	0.78056073	0.9602202	0.89109087	0.88968277	0.8378601	0.9009207	0.9619503	0.9642209	0.976587	0.95690626	0.82713765	0.945436	0.8962976	0.9296909	0.8862852	0.838961	0.8267366	0.8800539	0.9712529	0.81815505	0.8997896	0.91352004	0.83359665	0.89231026	0.8235029	0.7650455	0.79033524	0.85582495	0.925314	0.70806766	0.88828707	0.89467704	0.9216513	0.8917266	0.89359117	0.8143255	0.92597985	0.856429	0.9534314	0.9970433	0.8258921	0.8378447	0.7648587	0.8496864	0.95682675	0.95033634	0.9598528	0.94337875	0.83503115	0.85942954	0.7638495	0.7921301	0.8420503	0.70279026	0.97050166	0.8215847	0.8067936	0.85914373	0.87503976	0.96262914	0.96935564	0.93760175	0.9234892	0.8574612	0.70084983	0.90288234	0.8311298	0.9270359	0.8497131	0.7997909	0.8198698	0.92803264	0.96571344	0.9448963	0.83456993	0.8550977	0.9403696	0.8630297	0.8780543	0.76830375	0.8931046	0.8611272	0.85871977	0.74581903	0.6822969	0.881497	0.9227564	0.7502306	0.781542	0.92050266	0.75509644	0.8564868	0.8846479	0.8470422	0.84988654	0.8464159	0.84925103	0.9000658	0.8952987	0.89944994	0.95192045	0.8777131	0.9027087	0.9669322	0.80388165	0.88199717	0.9215833	0.8281056	0.88940054	0.90057385	0.91891307	0.8719274	0.87355334	0.9158969	0.90285957	0.8536451	0.82831234	0.9547483	0.7821744	0.8769261	0.79354215	0.8696134	0.92916954	0.90235376	0.923479	0.92659307	0.8442189	0.89027953	0.90147793	0.93463075	0.96781415	0.9105548	0.91469723	0.8438692	0.8627863	0.93042105	0.7784669	0.9731087	0.87210345	0.845159	0.90159816	0.86285996	0.85117507	0.8376353	0.9117212	0.8931122	0.9116388	0.9365504	0.84526336
Brabants/adj	0.81712484	0.7697189	0.7638505	0.7801249	0.9340144	0.0	0.9605288	0.94317144	0.9869975	0.9729532	0.8304297	0.92815596	0.7625161	0.92604625	0.8345655	0.82266796	0.920532	0.8095566	0.9690909	0.91263884	0.99991184	0.8696296	0.9561188	0.9381212	0.9290527	0.9197459	0.9629017	0.9905983	0.9577385	0.8562511	0.9217517	0.88220584	0.8829701	0.9093813	0.91561663	0.71303606	0.84649074	0.9305579	0.9138044	0.90067583	0.88784647	0.97690153	0.89838904	0.82413465	0.78751427	0.86017567	0.9690926	0.903932	0.9072267	0.8883395	0.8375983	0.9175298	0.8840877	0.87584424	0.86036485	0.9168069	0.96656525	0.86083966	0.8904362	0.8913602	0.9411617	0.9324295	0.8678298	0.92568016	0.8757863	0.8458763	0.869454	0.8595556	0.9007418	0.95254666	0.89764035	0.83988136	0.7554172	0.9238015	0.75220835	0.87101835	0.8304527	0.89805835	0.85827893	0.78291833	0.93955547	0.9640725	0.9515478	0.8451535	0.92769104	0.899094	0.9325756	0.86063874	0.92711234	0.82345736	0.7535267	0.7984053	0.8088982	0.897027	0.8510217	0.8495809	0.866566	0.86204755	0.6607312	0.935969	0.83044964	0.93717796	0.73682386	0.9064829	0.86603165	0.9450573	0.79779327	0.94105965	0.9295606	0.82786083	0.9345576	0.8508056	0.983296	0.84298027	0.9387018	0.91114146	0.9848185	0.90582955	0.93378484	0.8543868	0.8435704	0.91635954	0.89278907	0.90528816	0.9576202	0.92421746	0.9151655	0.8641279	0.8421026	0.8236557	0.8913439	0.9426192	0.81562227	0.9567114	0.8274708	0.8659765	0.7391249	0.90998435	0.92849773	0.89848256	0.8666084	0.9240514	0.91470754	0.9190959	0.8600642	0.8708084	0.9089211	0.9184028	0.8381959	0.74842346	0.8837152	0.89483166	0.7743391	0.88141185	0.8848328	0.8727141	0.96305794	0.9091546	0.9320787	0.90479493	0.9021921	0.89767796	0.92739993	0.9713785	0.84383816	0.9277289	0.93245	0.7679446	0.87859714	0.86936617	0.84873694	0.87486655	0.8224948	0.7835067	0.9001317	0.92967963	0.89362663	0.970978	0.949066	0.83215475	0.9212727	0.9540982	0.8941537	0.80536985	0.91549456	0.93418247	0.7702442	0.9315174	0.9085006	0.9348974	0.85440636	0.9493216	0.8068694	0.88025826	0.9568964	0.71686447	0.92282265	0.824939	0.9233119	0.8369707	0.86795276	0.8324132	0.9376175	0.8750873	0.93326855	0.92584354	0.874499	0.89414614	0.86478615	0.94752437	0.85995483	0.7666148	0.77129745	0.79314166	0.94239175	0.9027278	0.88350654	0.9058818	0.9669984	0.84970665	0.8491507	0.8750833	0.9197626	0.9655559	0.8637457	0.8939144	0.7538068	0.8323753	0.92122173	0.80274695	0.8214848	0.91373074	0.87817216	0.86217165	0.8536776	0.91210425	0.85938436	0.9229515	0.9071156	0.87687886	0.9669203	0.93417054	0.9342205	0.8582222	0.8698112	0.82311225	0.9436894	0.92674464	0.90383387	0.8896952	0.9327985	0.8245194	0.7812439	0.9860537	0.86984944	0.9653659	0.9018475	0.8884185	0.9574462	0.97270584	0.8497601	0.94311196	0.9267079	0.9090755	0.89518833	0.8420517	0.8204464	0.8186376	0.94233847	0.90475255	0.83042383	0.75408053	0.95907164	0.7866289	0.82760346	0.9384365	0.8212908	0.9407308	0.75030285	0.83273584	0.8683383	0.8923824	0.6780814	0.92909706	0.8322438	0.91962814	0.8309359	0.9510542	0.8682371	0.92046684	0.8863783	0.8864355	0.8172342	0.7911473	0.86823934	0.8743057	0.8489316	0.88996106	0.8488656	0.8653246	0.86002916	0.9588868	0.9276632	0.8549255
