	1ste/num	2de/num	3de/num	Aalsterse/adj	Australisch/adj	Ben/name	Brabants/adj	Castro/name	Clarke/name	Easy/name	Engelstalig/adj	Euro2000/name	Gerets/name	Gerrit/name	Grim/name	Het/name	Hoet/name	Hongaar/noun	Istanboel/name	Komrij/name	Matthau/name	Mendoza/name	Moët/name	Nederlandstalig/adj	Noorderlicht/name	Osama/name	PROV/name	Pavel/name	Real/name	Romein/noun	Tolstoj/name	aan/adj	aan/part	aangepast/adj	aantal/noun	accent/noun	advertentie/noun	affiche/noun	alle/det	alleen/adv	alles/noun	als/comp	altijd/adv	alweer/adv	ander/adj	anderzijds/adv	angst/prep	artiest/noun	aspect/noun	auteur/noun	auto_wrak/noun	avond/noun	beetje/noun	begin/verb	belediging/noun	belicht/adj	ben_uit/verb	bepaal/verb	beperkt/adj	besta/verb	bevat/verb	bezie/verb	bijtend/adj	blijf_achter/verb	bom_vol/adj	boodschap/noun	bouw_op/verb	buis/noun	centraal/adj	cliché/noun	combinatie/noun	combineer/verb	conventie/noun	cool/adj	creëer/verb	criticus/noun	cynicus/noun	dan/adv	de/det	decor/noun	deel/noun	dergelijk/adj	dertig/num	detective/noun	diagonaal/adj	die/det	die/pron	dien_in/verb	dikwijls/adj	discriminatie/noun	door/prep	draag_uit/verb	drama/noun	drijf/verb	dusverre/adv	een/det	eentje/pron	eenzaam/adj	eindeloos/adj	en/vg	enig/det	er/adv	ere_plaats/noun	ernst/noun	even/adj	fel/adj	film/noun	flankeer/verb	flink/adj	flyers/noun	folder/noun	frustratie/noun	gebruik/part	gebruik/verb	gedempt/adj	geest/noun	gehard/adj	gekleurd/adj	geluid_effect/noun	geneigd/adj	geplaatst/adj	getal/noun	gevoel/noun	gewaarwording/noun	geweigerd/adj	gitaar/noun	goedmoedig/adj	groot_macht/noun	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	heilig/adj	helder/adj	hem/pron	hier/adv	high_tech/adj	hij/pron	hilarisch/adj	honderden/noun	hoogdravend/adj	hoon/noun	hoor/verb	humor/noun	hun/det	iedereen/pron	in/part	in/prep	incluis/prep	indruk/noun	industrieel/adj	ingebouwd/adj	ingehouden/adj	introduceer/verb	inventief/adj	ironie/noun	ironisch/adj	jazz/noun	je/pron	kaars/noun	kant_DIM/noun	keel/noun	keer/noun	kijk_aan/verb	kijk_terug/verb	kinderachtig/adj	klein/adj	kleurrijk/adj	kom_over/verb	krachtig/adj	kwaad/adj	laat_los/verb	lamp/noun	lawaaierig/adj	leerling/noun	leg_in/verb	leger/noun	letter_DIM/noun	licht/adj	licht/noun	licht/prefix	lijk/verb	linker_oog/noun	loop/verb	loper/noun	lucht/noun	maak/verb	maar/comp	maar/vg	macho/noun	manier/noun	mengeling/noun	mengsel/noun	met/prep	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	moment/noun	montage/noun	morgen/adv	multicultureel/adj	nationaal/adj	neig/verb	niet_commercieel/adj	noem/verb	nostalgie/noun	och/tag	of/vg	omgeving/noun	onbedaarlijk/adj	ondanks/prep	onder/prep	onderga/verb	ondersteun/verb	onderwerp/noun	onderzoeker/noun	ongestraft/adj	ongetwijfeld/adv	onmiddellijk/adj	ontlok/verb	ontsnap/verb	ontsta/verb	oog/noun	oog_klep/noun	op/prep	oppositie/noun	optimisme/noun	opvallend/adj	overdrijf/verb	overspoel/verb	paar/noun	paneel/noun	partij_voorzitter/noun	paus/noun	plaats/noun	plafond/noun	podium/noun	politicus/noun	pose/noun	precies/adv	prent/noun	priem/verb	productie_huis/noun	prognose/noun	publiek/adj	raciaal/adj	racistisch/adj	radio/noun	ragfijn/adj	reactie/noun	reclame/noun	reclame_blok/noun	reeks/noun	richt/verb	rondleiding/noun	rood/adj	samenleving/noun	schemer_door/verb	schets/verb	schrijven/noun	schrijver/noun	serieus/adj	sla_gade/verb	slechts/adv	sober/adj	speel_af/verb	speel_toneel/verb	spreek_in/verb	sta/verb	steevast/adj	stelling/noun	stem/noun	storend/adj	studio/noun	suggestief/adj	surrealistisch/adj	symboliek/noun	tafel/noun	tafereel/noun	te/comp	televisie/noun	televisie_omroep/noun	ten/fixed	terloops/adj	terwijl/comp	toen/comp	tot/adv	treed_op/verb	tv/noun	uit/adj	uit/part	vaak/adj	van/prep	vanavond/adv	varieer/verb	vee_handelaar/noun	veel/det	verander/verb	verblind/adj	verdwijn/verb	vergelijking/prep	verholen/adj	verlangen/noun	veroorzaak/verb	verwondering/noun	vind_goed/verb	vleugel/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	voor/prep	vooral/adv	voordat/comp	vooroordeel/noun	voorwerp/noun	vrolijk/adj	waarbij/pp	waarin/pp	waarmee/pp	waarop/pp	waarschuw/verb	waarvoor/pp	wapen/noun	warm/adj	wat/det	web_site/noun	weer/adv	weiger/verb	welk/det	wereld_pers/noun	wereld_top/noun	wijsheid/noun	wonder/noun	word/verb	zelf/adv	zelfs/adv	zend_uit/verb	zet_neer/verb	zichzelf/pron	zie/verb	zijkant/noun	zijn/det	zo/adv	zoals/comp	zoek_tocht/noun	zonder/comp	zulk/det	zweem/noun	één/num	één/pron
1ste/num	0.0	0.06224674	0.04927641	0.954417	0.94222456	0.9472722	0.82555115	0.9193927	1.0	0.98186755	0.94198614	0.9716607	0.9888555	0.91280085	0.9700224	0.8363028	0.9546776	0.9713044	0.99889624	0.9762676	0.99994135	0.9868853	1.0	0.96369314	0.9386957	0.9444153	0.119472265	0.39276654	0.787694	0.9941804	0.9999973	0.9986891	0.99400264	0.93558234	0.95844156	0.9905418	0.97373015	0.9726004	0.964738	0.9900872	1.0	0.9932927	0.9996054	0.9382548	0.9248997	0.96747637	0.9973185	0.96520877	0.9924381	0.9720285	0.9960489	0.9998303	0.9993653	0.88701344	0.992124	0.9998725	0.9935494	0.98442453	0.9642635	0.9762768	0.958213	1.0	1.0	0.9659547	1.0	0.9992197	0.9421171	0.9846355	0.891966	0.9787902	0.99560976	0.9499138	0.97383976	0.9985609	0.9879357	1.0	1.0	0.9993702	0.91324234	0.98225015	0.9305773	0.98335946	0.9789571	0.9578694	0.9808635	0.9530426	0.9676796	1.0	0.9794649	1.0	0.96988714	0.9830518	0.9913308	0.9763792	0.96888477	0.89471793	1.0	0.9465771	0.8730953	0.9863985	1.0	0.9755921	0.4786653	1.0	0.99766695	0.99200207	0.974737	0.8601608	0.992267	0.985881	0.964127	0.9901696	0.9880688	0.99712276	0.9986431	0.99035305	0.9970152	0.98092514	1.0	0.99258775	0.69222236	0.948122	0.9862434	0.94259584	0.95588046	0.98079747	1.0	0.977656	0.97355485	0.99997723	0.997531	0.9817276	1.0	0.9562551	0.99598175	0.9985844	0.99464583	0.944837	0.99705666	0.9502262	0.9816663	0.9862791	0.9928323	1.0	0.99450666	0.9267951	0.98344123	0.9751372	0.88854396	0.9946246	1.0	0.98838335	0.9971318	0.9989635	0.97276306	0.9813595	0.99678934	0.9923977	1.0	0.99867886	0.98958325	0.9899833	1.0	0.9669559	0.95703804	0.98064256	1.0	0.9764825	0.97050536	0.9842427	0.9949517	0.9992795	0.9781664	0.9945077	0.97728026	0.810578	0.9885285	0.97053814	0.9725202	0.99773175	0.9971191	0.99501085	0.99613184	0.99852806	0.95758986	0.9752076	1.0	0.9769538	1.0	0.9902132	0.9995433	0.9947572	0.9942561	0.9999419	0.97454286	0.99452406	0.97688675	0.9913385	0.9825913	0.9996867	0.99857646	0.90568346	0.98577046	0.47109264	0.98909235	0.96591365	0.99883044	0.9959695	1.0	0.99524105	0.9693674	1.0	0.94012445	0.9840775	0.9682693	0.9560816	0.9821484	0.975693	0.9782187	0.97476435	0.98848253	0.97388303	0.9533991	0.992559	0.99873406	1.0	0.95755696	0.9945269	0.99172986	0.9543119	1.0	1.0	0.9744878	0.93601555	0.9589193	0.99907684	0.52765954	0.9879534	0.97941554	0.9780732	0.98578423	0.9912814	0.95763105	0.99641997	0.99049675	0.6349176	0.98903257	0.9306141	0.9758323	0.9842176	0.98327106	0.9938439	1.0	0.98155093	0.39599258	0.97559845	0.90848345	0.99563617	0.9945675	1.0	0.9681346	0.99375874	0.9864532	0.9936084	0.96002996	0.9717333	0.9842515	0.9779728	0.97862077	0.9723753	0.9868808	0.9749941	0.9963987	0.99747515	0.9806759	0.9873425	0.9849469	0.97935915	0.99398047	0.99161655	0.9834967	0.9999422	0.9827059	0.96041524	0.99020845	0.9813003	0.98799205	0.99984485	0.9742497	0.998947	0.99065256	0.96507823	0.9768398	0.9928434	0.95148027	0.9334225	0.98287505	0.9919254	0.9866797	0.99966437	0.974796	0.9844041	0.9722582	0.983301	0.9740073	0.9963522	0.9895849	0.9946408	0.9966657	0.96803474	0.9578386	0.9998588	0.99532163	0.915417	0.98941183	0.9992026	0.9822314	0.9458257	0.99693024	0.9277261	0.9513035	0.97447926	0.995592	0.9787018	0.96399856	0.97605705	0.99653983	0.97827214	0.9861781	0.99808055	0.96794534	0.97882175	1.0	0.9669787	0.9679082	0.9995455	0.9987805	0.9848809	0.9804824	0.9463616	0.8847161	0.99134016	0.99975884	0.99143183	0.94833857	0.9998372	0.98549855	0.7234677	0.99602354	0.9960445	1.0	0.9714447	0.98580873
2de/num	0.06224674	0.0	0.061731398	0.97598773	0.92344964	0.9087006	0.7683176	0.8723866	0.9922565	0.97187525	0.9410737	0.9749827	0.98284626	0.8787554	0.96625155	0.805517	0.9500628	0.9412117	0.99827373	0.8931954	0.9995815	0.96684575	0.99857527	0.99302363	0.93946195	0.94459474	0.17469609	0.40544558	0.7532089	0.9913793	0.99964935	0.9922406	0.9997347	0.9379362	0.95403665	0.96534616	0.9424831	0.9744172	0.97924584	0.9712335	0.99869585	0.99058723	0.99479353	0.8972923	0.9012482	0.95717543	0.9966026	0.9694032	0.99760765	0.9372135	0.99973464	0.9975877	0.9994777	0.9105303	0.98798776	0.9982626	0.9837937	0.9802911	0.9582933	0.97835374	0.94770753	0.9996379	0.99864256	0.9485006	0.999149	0.99707204	0.9481236	0.96940255	0.8062769	0.97231954	0.99355847	0.96510154	0.97958094	0.9961555	0.9872728	0.9823345	1.0	0.99921036	0.8979309	0.9752089	0.9364175	0.9632986	0.9836913	0.95951325	0.9431947	0.94128203	0.9549604	0.98770696	0.9478781	0.9994948	0.913222	0.9669444	0.9870447	0.97541046	0.9683434	0.894519	0.99200934	0.9450339	0.8840909	0.97860646	0.9925713	0.9841862	0.46359336	0.99893576	0.9759918	0.97384477	0.9744389	0.89497626	0.9888942	0.98801875	0.97170216	0.9791421	0.97921443	0.995038	0.99863786	0.9891414	0.99647325	0.9798148	0.99990016	1.0	0.70133734	0.95836043	0.98971367	0.91142035	0.9902203	0.9535512	0.9739059	0.9599478	0.97900987	0.99884206	0.9943401	0.982355	0.9964342	0.94128954	0.9861565	0.9517872	0.977196	0.9243846	0.9666769	0.94923884	0.98567635	0.9855667	0.9669939	0.9996642	0.99361104	0.9391348	0.98592794	0.96866316	0.87623787	0.955942	0.999779	0.98933303	0.99756604	0.99863076	0.9515832	0.9572955	0.99295616	0.97961944	0.99109626	0.999478	0.9868088	0.9760947	0.9938143	0.9565374	0.9410198	0.95816594	0.99997663	0.9724891	0.9640898	0.9807703	0.970257	0.99853027	0.92612576	0.9410839	0.99405986	0.8467833	0.9800396	0.96787477	0.972981	0.9928685	0.9910196	0.9988772	0.9920429	0.99714947	0.9566124	0.9225113	0.996825	0.9715488	0.999043	0.98103297	0.97318727	0.9982054	0.9777885	0.9991805	0.9712563	0.9958196	0.9684514	0.98331225	0.99893415	0.99918216	0.99835277	0.8994961	0.99450004	0.4791065	0.98586655	0.96652645	0.9620519	0.9969229	0.99869555	0.99911284	0.9727597	0.99462444	0.92912555	0.9677136	0.9659634	0.9166595	0.98559374	0.9612371	0.98323584	0.9763957	0.98600566	0.9714081	0.92325366	0.9935455	0.9944255	0.999364	0.9379997	0.9728293	0.978729	0.9193446	0.99963886	0.99255574	0.95430887	0.88177764	0.9637096	0.93722695	0.53141916	0.9749047	0.8971056	0.9694044	0.98785126	0.9633805	0.9275049	0.9969443	0.97140706	0.6295719	0.9833025	0.9424876	0.9730967	0.98172545	0.9851737	0.9925706	0.9962917	0.98412013	0.40503818	0.9707593	0.88279164	0.9714279	0.99013984	0.99719536	0.9636598	0.9873395	0.9604964	0.99026555	0.9410981	0.93903196	0.9839426	0.9797785	0.9937624	0.971106	0.98465914	0.92524004	0.99208903	0.9861651	0.9870493	1.0	0.98690844	0.9820299	0.99472326	0.95323426	0.9865293	0.99693674	0.9639314	0.9697617	0.9577376	0.94801503	0.9608802	0.9841366	0.95655745	0.98143667	0.98026925	0.9631031	0.96488845	0.9982122	0.9481709	0.91131985	0.9692841	0.9929412	0.99787503	0.9907749	0.97696424	0.9721129	0.9604172	0.98546785	0.95948213	0.9919288	0.9995254	0.99881977	0.95447433	0.9611419	0.95938325	0.99120444	0.97597355	0.88379806	0.98912007	0.9858791	0.9897499	0.9339997	0.9954576	0.9239841	0.94320214	0.9735216	0.98118293	0.934641	0.96344984	0.9782209	0.9967468	0.97103494	0.9876626	0.99605304	0.9612063	0.98272157	0.99904156	0.9717884	0.96714276	0.9897201	0.94071317	0.9901542	0.97112	0.9438379	0.88363063	0.9863435	0.9933075	0.97692466	0.9145253	0.9992916	0.9805343	0.7186122	0.98985964	0.99333996	0.9683024	0.97464967	0.98236996
3de/num	0.04927641	0.061731398	0.0	0.9672261	0.93693745	0.9126864	0.76673007	0.91489184	0.99846876	0.98300207	0.931827	0.97224903	0.98890066	0.8996981	0.9763789	0.79027736	0.9282131	0.9817884	0.9875039	0.97556597	1.0	0.9707172	1.0	0.9740648	0.9422582	0.9757133	0.1349414	0.45228785	0.7893578	0.97972125	1.0	0.9803019	0.9555199	0.94825673	0.9404486	0.987146	0.95651805	0.97594965	0.9599956	0.9781413	0.9975372	0.98265094	0.99250615	0.9114216	0.8997267	0.9504515	0.98232996	0.9708702	0.9964093	0.9655428	0.9889776	0.9850477	0.98339814	0.9417306	0.9914899	0.995551	0.9794892	0.98095053	0.9509246	0.97392356	0.96848273	0.9852279	0.99242264	0.9305011	0.99264216	0.9957423	0.9511034	0.9791827	0.8680585	0.9735122	0.9945814	0.97531885	0.9755132	0.9926518	0.979636	0.9888573	0.9950104	0.98576355	0.9014319	0.98054343	0.9295773	0.9816026	0.9731866	0.9743669	0.9616294	0.9441843	0.97020125	1.0	0.9653226	0.99587274	0.98273826	0.9857344	0.98783475	0.98388195	0.97658664	0.89409566	0.99415594	0.9504817	0.9133637	0.98103786	0.9926994	0.9720805	0.47670192	0.9960277	0.97508556	0.9810238	0.98267764	0.8966426	0.9843864	0.9851515	0.97664636	0.9749386	0.98606926	0.9964059	0.98682433	0.9913717	0.98857987	0.97780603	1.0	0.99027866	0.7332857	0.954121	0.98257285	0.89451635	0.95793587	0.98200256	0.9906491	0.972896	0.979131	0.99549204	0.9906423	0.9743924	0.99652857	0.93739605	0.9899056	0.97991145	0.9906678	0.9571397	0.9748217	0.9645344	0.9789695	0.9825878	0.9854277	0.99954236	0.98701465	0.94015837	0.9751363	0.9480902	0.8634968	0.99309564	0.9960676	0.9912236	0.9979077	0.9886843	0.9685573	0.98705816	0.9812899	0.97838706	1.0	0.9804305	0.9802794	0.9862037	0.9939093	0.9485333	0.9448488	0.9444319	0.99994916	0.98056406	0.9622329	0.9834395	0.99010813	0.99051416	0.96506673	0.98174524	0.9896254	0.82879424	0.98190194	0.96882963	0.9846553	0.9837903	0.98465717	0.9914183	0.98344564	0.9842967	0.953779	0.9226257	0.99272156	0.9657138	0.99660504	0.96583134	0.99724734	0.98826027	0.9832761	0.99457455	0.96207297	0.9894003	0.95865613	0.9792385	0.97806454	0.9926141	0.99513155	0.9176096	0.98782396	0.48286104	0.98682475	0.95954293	0.9920516	0.9880925	0.9897884	0.9887786	0.98880225	0.98197794	0.9377358	0.9779787	0.9735558	0.96555585	0.98564214	0.98357743	0.974306	0.97612154	0.98687637	0.9683749	0.9542926	0.99542224	0.9779915	1.0	0.92378426	0.9857154	0.9738898	0.926332	0.9988121	0.9949334	0.9315615	0.94058096	0.9624204	0.99102277	0.5380111	0.972852	0.9532155	0.98014927	0.98775387	0.9833099	0.9619523	0.9601855	0.97745824	0.6135168	0.9800785	0.9284094	0.9788673	0.9793808	0.98779655	0.98644316	0.99898076	0.9823297	0.39514792	0.97912407	0.9466131	0.9850879	0.98402274	0.99308515	0.96855974	0.9862379	0.98053	0.98994535	0.9282143	0.9414669	0.9844736	0.9840686	0.9675282	0.98326766	0.9658561	0.972771	0.98110646	0.99176985	0.9826948	0.9942445	0.9790188	0.9755952	0.9899146	0.9767041	0.9831553	0.9962352	0.98061043	0.962214	0.9909789	0.9778061	0.9717303	0.9942927	0.9534894	0.9901107	0.98329407	0.9563988	0.97091055	0.97887105	0.95011604	0.9308363	0.9676487	0.99410695	0.98467124	0.9906519	0.98746747	0.9688672	0.95557725	0.98781836	0.9666369	0.98849815	0.97825545	0.9820928	0.9933198	0.95834947	0.96066433	0.99069685	0.9803685	0.8632984	0.9806024	0.9918993	0.99163085	0.94280857	0.9879353	0.95438814	0.9612744	0.97300917	0.9861486	0.978443	0.9695688	0.9898225	0.989365	0.9607709	0.9863829	0.9853522	0.964366	0.9662428	0.9925578	0.9475254	0.9786743	0.9942997	0.99478394	0.9862758	0.9666037	0.9582542	0.8899027	0.9929065	0.9941413	0.9733739	0.94198835	0.9873711	0.9846339	0.77412325	0.9814297	0.9954027	0.99871343	0.95779026	0.9860004
Aalsterse/adj	0.954417	0.97598773	0.9672261	0.0	0.80763453	0.83117706	0.8409998	0.86427224	0.774306	0.8941388	0.7650167	0.76653	0.91107357	0.8528361	0.8693453	0.8779317	0.82467353	0.8410307	0.8523357	0.8660573	0.88828605	0.87526524	0.94696075	0.76283574	0.8208437	0.8190892	0.99087256	0.96103877	0.91066486	0.90621126	0.8800204	0.8952258	0.92084634	0.7930228	0.82184076	0.7931856	0.7939507	0.8404381	0.7312471	0.8829475	0.88179415	0.93643826	0.8687169	0.85376805	0.83080524	0.8508468	0.84542716	0.76632917	0.8393949	0.8332788	0.6553432	0.8726601	0.91517055	0.87581336	0.72206914	0.8240254	0.9041227	0.9082936	0.93204534	0.9212406	0.8083066	0.8938278	0.7059537	0.7876951	0.8130281	0.88347125	0.813753	0.88085437	0.8584539	0.8132483	0.828879	0.86435616	0.9401791	0.92065656	0.9124193	0.7574379	0.8714506	0.9377155	0.7508573	0.7509443	0.8845286	0.75046355	0.8537859	0.7790128	0.85481	0.86570495	0.70030504	0.92806154	0.77690405	0.87381864	0.77242696	0.87267554	0.8115572	0.7924406	0.90145236	0.7436341	0.84303343	0.77701455	0.8572494	0.6781721	0.8187977	0.9058147	0.88043255	0.8448025	0.88701296	0.8659174	0.813335	0.82656115	0.8159973	0.85427433	0.79188037	0.7308892	0.921204	0.82694113	0.8800984	0.880726	0.9223286	0.88413084	0.80937904	0.8844049	0.9040811	0.8956309	0.79778934	0.88763356	0.83188593	0.8807419	0.7529035	0.7983917	0.86211264	0.9101785	0.889039	0.87726307	0.90382886	0.94285965	0.851013	0.91429734	0.8705363	0.83627355	0.86164206	0.7611287	0.77923304	0.80987966	0.7909554	0.913764	0.8020793	0.7745837	0.83822334	0.9120139	0.8155909	0.803736	0.87820756	0.7778896	0.8917665	0.8140972	0.8095799	0.7166125	0.8540483	0.76703215	0.8694756	0.94933265	0.81861264	0.8157794	0.8954501	0.8789874	0.9266791	0.91064847	0.79372144	0.91467047	0.74983597	0.8639815	0.81720805	0.9225837	0.9157389	0.88969934	0.80547816	0.83525556	0.93911415	0.83160055	0.9260175	0.8267961	0.8451678	0.8527202	0.8747615	0.8673559	0.9518838	0.88066226	0.87714386	0.85126585	0.91274494	0.88645315	0.9095294	0.8599544	0.83995676	0.88693404	0.7896288	0.8535239	0.85251284	0.85338145	0.8646491	0.8482938	0.8189835	0.7120388	0.85511744	0.8122486	0.8137009	0.858187	0.87432647	0.8294797	0.84896207	0.824389	0.8647535	0.8266517	0.88743216	0.82694787	0.91732144	0.8833939	0.81965995	0.8923953	0.8224792	0.7546803	0.8970592	0.83403575	0.9400456	0.8254861	0.91847205	0.9212942	0.90014124	0.74061847	0.80936515	0.8111083	0.8717276	0.8351462	0.87675345	0.75828457	0.6806579	0.88630855	0.92750275	0.8731459	0.805377	0.7272247	0.8797848	0.88585615	0.84613293	0.93066025	0.8207825	0.86717045	0.8803103	0.8368912	0.7399519	0.90059793	0.8357738	0.7872732	0.83471847	0.8211671	0.83605367	0.87393856	0.8489469	0.898881	0.8105273	0.8121803	0.71885407	0.86756235	0.8453598	0.8452125	0.8480551	0.93950415	0.81382304	0.80161774	0.8344688	0.84882176	0.82482964	0.7227042	0.761192	0.91472703	0.83069074	0.7824665	0.7519344	0.77383775	0.80740255	0.90024126	0.7837129	0.86733735	0.8162755	0.93504155	0.9248347	0.88430905	0.8493199	0.8577688	0.8812695	0.8809553	0.8293382	0.82928073	0.9217332	0.75962186	0.7062652	0.8242535	0.9195589	0.9393468	0.8319899	0.89396137	0.9021418	0.8514882	0.89724404	0.87776506	0.86579275	0.8480977	0.83058083	0.90847397	0.8855958	0.8287475	0.717836	0.78723884	0.7711971	0.8269265	0.75800633	0.9219124	0.8313351	0.8270876	0.7607586	0.7168578	0.69658875	0.8317132	0.8484951	0.8878385	0.87460786	0.92787504	0.86595917	0.83294064	0.80419254	0.8651435	0.8326047	0.8702076	0.91150725	0.9100495	0.849572	0.84968114	0.72914064	0.801509	0.84855056	0.86192083	0.8015521	0.8520961	0.88350314	0.87820345	0.79015064	0.9336792	0.83173895	0.8715542	0.8821038	0.84424	0.91438663	0.88557065	0.7646539
Australisch/adj	0.94222456	0.92344964	0.93693745	0.80763453	0.0	0.70356846	0.8378292	0.80296326	0.74451566	0.88280696	0.7755775	0.85235804	0.9088322	0.91644365	0.96125364	0.8968286	0.80035913	0.8337676	0.9454459	0.8951925	0.91356605	0.74852026	0.9409477	0.83136874	0.85887074	0.8670883	0.96143746	0.8640026	0.8726584	0.8465901	0.87144554	0.8234699	0.85832053	0.9221504	0.8849748	0.8270173	0.78843457	0.8780584	0.9336213	0.8466573	0.9649218	0.9106703	0.905816	0.9177884	0.84545857	0.89539075	0.7884734	0.7764029	0.89932287	0.7144144	0.9427872	0.91274285	0.9248164	0.94351256	0.77548987	0.879861	0.9350595	0.8906297	0.8904524	0.8926227	0.81844676	0.86992615	0.8879287	0.8986853	0.8929561	0.86447376	0.8724791	0.88895327	0.8743846	0.8199539	0.858577	0.8614948	0.8599229	0.8521101	0.86588067	0.80184233	0.889253	0.94853765	0.7560338	0.8811709	0.9506295	0.794342	0.9416264	0.7508025	0.9345838	0.908353	0.78961015	0.9112105	0.8711946	0.8667668	0.8350795	0.85273814	0.7852172	0.84783375	0.8295647	0.8504213	0.92445284	0.845729	0.9206919	0.7579539	0.85966086	0.9670528	0.93560326	0.8427471	0.85927874	0.84472406	0.77597904	0.92538524	0.97355354	0.8827607	0.856013	0.9088007	0.7914653	0.86938983	0.92827666	0.8568801	0.9248985	0.8492594	0.95335746	0.93922865	0.85452354	0.7925917	0.8637387	0.8293431	0.93351775	0.8384274	0.9115077	0.96597856	0.9150154	0.90786946	0.93232805	0.892054	0.92029846	0.91008556	0.868081	0.8637593	0.9182194	0.86788166	0.81985873	0.8012675	0.8470244	0.914052	0.82736444	0.75526357	0.80433804	0.8622178	0.9310663	0.9578701	0.9107029	0.81846493	0.8926646	0.89308316	0.8573576	0.89807934	0.770182	0.7705122	0.8954617	0.82265145	0.81061995	0.91671526	0.92590845	0.8635155	0.9196989	0.9002477	0.93424803	0.9069841	0.8591228	0.9066109	0.825806	0.82589537	0.81578547	0.95847446	0.88199216	0.8937011	0.90601885	0.9333356	0.85176104	0.7652645	0.91323847	0.87984526	0.96835345	0.9603936	0.92922187	0.98133475	0.97543454	0.92315906	0.93272316	0.82502013	0.92583215	0.8875858	0.89400005	0.84703195	0.87250125	0.93253803	0.86677444	0.90669316	0.8807023	0.8363465	0.89418846	0.9598447	0.8296426	0.9521151	0.7482465	0.7823084	0.895223	0.8094133	0.7699953	0.8703778	0.9601902	0.80483365	0.9219892	0.8737802	0.9060675	0.9069996	0.9429542	0.8073833	0.86670625	0.6627499	0.7851021	0.866138	0.89368325	0.82767576	0.7485702	0.8656267	0.9488887	0.9521999	0.829211	0.835964	0.86723524	0.8262495	0.9058502	0.8053953	0.8986552	0.8830232	0.8175309	0.8896023	0.94507474	0.93865615	0.95186895	0.7489872	0.8808041	0.9061875	0.85340977	0.8869637	0.79384995	0.8486898	0.79197085	0.8798692	0.7611601	0.7237641	0.9648174	0.7626015	0.7981843	0.84276414	0.84554803	0.93114626	0.96044564	0.9053508	0.84663534	0.89220583	0.7343449	0.8854445	0.78265834	0.86012	0.898808	0.8339815	0.8695353	0.8604356	0.8593769	0.91855747	0.96372163	0.81680435	0.7802987	0.8857484	0.8608264	0.88764447	0.8469502	0.81574357	0.86123514	0.9494679	0.8749958	0.8628185	0.6962307	0.84375167	0.92405075	0.76655835	0.8746441	0.85347646	0.8121151	0.8577083	0.74649686	0.863003	0.9072895	0.82784414	0.8148109	0.886492	0.890604	0.89018023	0.8953762	0.9376787	0.9616214	0.8957248	0.9817015	0.8998253	0.88190615	0.8617619	0.87083226	0.9225558	0.8496475	0.85533816	0.8158088	0.9604162	0.8997282	0.86487365	0.7943672	0.9321112	0.8223622	0.85758287	0.8572024	0.8064828	0.8151814	0.8573829	0.84460306	0.7531483	0.85192454	0.921577	0.93212724	0.9066592	0.8272144	0.9379927	0.81908286	0.85248214	0.92183757	0.9006366	0.9150051	0.84946775	0.84172285	0.8808315	0.84446734	0.7915596	0.8975816	0.8734571	0.8687984	0.9222385	0.8391271	0.8566257	0.8429078	0.8978728	0.9084377	0.8585253	0.8977638	0.9356315	0.8075645
