	100ste/num	16/noun	2003/noun	61ste/num	7/noun	86/num	9/noun	ANC/name	ASN/name	Ajax/name	Alfonso/name	Ann/name	Barcelona/name	Beeldende/name	Belgisch/adj	Belgisch/name	Berlare/name	Big/name	Bond/name	Brugse/adj	Bush/name	Camenzind/name	Centrale/name	Champs-Elysées/name	Clauwaert/name	Coolsingel/name	David/name	De/name	Deerlijk/name	Deinze/name	Dekker/name	Deweer/name	Elsen/name	Elzen/name	Erik/name	Fair/name	Filmfestival/name	Frankfurt/name	Frans/adj	Gaal/name	Geel/name	Geert/name	Genkse/adj	Genève/name	Gilde/name	Gullegem/name	Guus/name	Handenhoven/name	Handzame/name	Harmonie/name	Herentals/name	Het/name	Hoop/name	ING/name	Ier/noun	J.J./name	Jaar/name	Janssen/name	Jean/name	Josse/name	Julie/name	KNVB/name	Kaplan/name	Karel/name	Kempen/name	Kennedy/name	Kruishoutem/name	Kunsten/name	Laden/name	Leidseplein/name	Lierse/name	Lint/name	Louis/name	Luc/name	Maurice/name	Mbeki/name	Mechelen/name	Murcia/name	Ninoofse/adj	Oscar/name	Otegem/name	Oudenaardse/adj	Patrick/name	Paul/name	Pauw/name	Raad/name	Raf/name	Regine/name	Rik/name	Rillaar/name	Rode/name	Ronny/name	Rosmalen/name	Sint-Niklase/adj	Sonck/name	Spanjaard/noun	Spelen/name	Spillebeen/name	Sport/name	Stive/name	Sunday/name	Telegraph/name	Telekom/name	Temse/name	Thais/adj	Tielrode/name	Uefa/name	VK/name	Valerie/name	Van/name	Vanity/name	Venetië/name	Verhofstadt/name	Vermaut/name	Veurne/name	Ware/name	Washington/name	Wereldbank/name	Wiel/name	Winter/name	Zottegem/name	Zoutleeuw/name	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	achteraf/pp	afgelopen/adj	al/adv	alle/det	als/prep	ander/adj	be/noun	beeldhouwer/noun	begrip/noun	behaal/verb	bekom/verb	bewogen/adj	bin/name	blijkbaar/adj	bovendien/adv	briljant/adj	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	credo/noun	daar/adv	daarbij/pp	daarentegen/adv	dank/verb	dans/noun	dat/comp	de/det	decennium/noun	decor/noun	den/name	dezelfde/det	die/pron	diens/det	dienst/noun	diner/noun	dit/det	donderdag/noun	door/prep	drager/noun	drie/noun	drie/num	duidelijkheid/noun	eerder/noun	eerst/adj	eerste/num	eigenaardig/adj	eind/adv	eind_winnaar/noun	elektricien/noun	elk/det	enkel/det	ere_burger/noun	ere_podium/noun	ere_titel/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	genodigd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	groente/noun	haar/det	haar/pron	helder/adj	het/det	hierbij/pp	hij/pron	hun/det	ideaal/noun	idioot/adj	immers/adv	in/adj	in/prep	indrukwekkend/adj	ingebruikname/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	midden_stip/noun	minister/noun	minstens/adv	misvatting/noun	morgenavond/adv	muze/noun	muzikaal/adj	na/prep	nadat/comp	namelijk/adv	nationaal/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	officieel/adj	omdat/comp	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plaats/part	plein/noun	ploeg/noun	ploeg_makker/noun	premier/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	seizoen/noun	simplistisch/adj	sociaal-democraat/noun	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	te/comp	tegelijk/adj	tienjarige/adj	tijdens/prep	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	twee/num	u/noun	uur/noun	vader/noun	van/name	vasten/noun	veertig/num	verdienstelijk/adj	verdrijving/noun	verkoudheid/noun	vier/num	vier/verb	visie/noun	volg/adj	voor/prep	vooraf/pp	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	wereldbeker/noun	wetenschapper/noun	wij/pron	winnaar/noun	winnares/noun	word/verb	yoga/noun	ze/pron	zeven/num	zich/pron	zij/pron	zijn/det
100ste/num	0.0	0.7045114	0.7805767	0.76368886	0.6879065	0.90374506	0.71170044	0.96270853	0.9769259	0.71219605	0.93038046	0.9353351	0.7882125	0.9639214	0.8520319	0.8641267	0.88032895	0.9326902	0.89722615	0.9114271	0.8863256	0.95320666	0.8643325	0.9131628	0.89662474	0.8643028	0.9206899	0.8445114	0.889505	0.81862724	0.92743766	0.8978529	0.93673134	0.9246777	0.9166975	0.93444985	0.87437636	0.7874563	0.74949473	0.8604365	0.8992576	0.9194385	0.87604266	0.8016034	0.80396473	0.86955935	0.8428585	0.96169025	0.9018606	0.85030377	0.8199624	0.8979852	0.947438	0.90008056	0.71512306	0.92883813	0.9043722	0.9213015	0.80635655	0.90290225	0.8708737	0.85608315	0.8671056	0.8952415	0.96619	0.72060347	0.74799347	0.9548637	0.9393851	0.8723788	0.84150815	0.8826935	0.73192436	0.8608244	0.5915245	0.9298573	0.9029337	0.9266147	0.9234787	0.82156265	0.82280445	0.8871615	0.94285905	0.724864	0.91258913	0.9787308	0.90465474	0.9497548	0.94682074	0.8560392	0.832036	0.9027608	0.8627857	0.9133459	0.8912865	0.946843	0.95690656	0.8716953	0.9160702	0.9716841	0.9437673	0.93007165	0.8708519	0.88050365	0.960191	0.9137785	0.8369652	0.90348285	0.9008044	0.91283107	0.97865766	0.8587327	0.8741496	0.9774679	0.92565525	0.85542846	0.941572	0.9616996	0.8598578	0.71436155	0.79365045	0.91055334	0.94269025	0.96162766	0.8609703	0.9075584	0.9880183	0.8594081	0.8917701	0.9364585	0.90799356	0.9858587	0.9919933	0.85246104	0.979001	0.832952	0.9563192	0.85251397	0.93833715	0.98973584	0.9895019	0.8023759	0.8664304	0.979558	0.8985724	0.7938422	0.9412006	0.94594795	0.96396214	0.96803415	0.77476966	0.964496	0.94852734	0.8511459	0.94167334	0.9402679	0.90185046	0.903469	0.9583218	0.6834169	0.9524	0.89292765	0.77858335	0.7803731	0.8956854	0.9710131	0.9210403	0.8581877	0.9348924	0.89604855	0.85607177	0.67885613	0.9603316	0.8684995	0.87209296	0.80509406	0.7967622	0.9294028	0.86945885	0.88129663	0.8535235	0.92475283	0.92836803	0.8873691	0.93877864	0.8017946	0.9398692	0.89809847	0.88460046	0.9828243	0.9256358	0.80454904	0.802184	0.92668283	0.9906861	0.6401166	0.91863847	0.9529209	0.9560756	0.9482912	0.8840117	0.8798786	0.9462502	0.97846663	0.8765363	0.95394635	0.82107824	0.8922993	0.84566057	0.9149045	0.8802332	0.9454985	0.8043289	0.83368963	0.926966	0.8927906	0.89989126	0.7703818	0.79190505	0.95682997	0.86064386	0.8818446	0.90395236	0.92822444	0.86359334	0.93010545	0.9511252	0.9661626	0.8234788	0.874419	0.9655786	0.9129294	0.76385975	0.8783626	0.8883147	0.98803216	0.65849733	0.93984634	0.8690942	0.9028055	0.9240871	0.94065267	0.7843369	0.79986686	0.8895495	0.8213504	0.8442815	0.89202535	0.85565346	0.9035898	0.84609354	0.94941354	0.94606173	0.9654937	0.757493	0.9490593	0.93755585	0.9662952	0.86290663	0.9437844	0.93403345	0.9170265	0.9375122	0.9049825	0.8585015	0.95368147	0.9088165	0.84542376	0.98556596	0.84909546	0.8986566	0.8690654	0.96904534	0.97237927	0.9482837	0.95862985	0.963617	0.8199226	0.98121846	0.91852725	0.9190101	0.8201145	0.934099	0.9617886	0.85223	0.951653	0.88871634	0.947228	0.8703296	0.9488107	0.98329806	0.9284087	0.89583135	0.92292416	0.928388	0.8841386	0.9738956	0.9500432	0.4946851	0.94445306	0.89465374	0.8439221	0.8497264	0.8573012	0.90778685	0.7674639	0.8205104	0.7992333	0.84625375	0.91682434	0.87604654	0.8480431	0.67248684	0.8994823	0.72528505	0.90286833	0.84115136	0.91334116	0.89507425	0.8913745	0.9035935	0.8520221	0.59437466	0.93078595	0.765792	0.86229396	0.9596568	0.892391	0.8749346	0.83354926	0.69681925	0.90769243	0.9622317	0.9572934	0.9667828	0.7613429	0.869388	0.7563112	0.82577765	0.97929376	0.9016013	0.8492374	0.87819463	0.7560851	0.92755413	0.89360094	0.8823424	0.97349757	0.9318835	0.6661641
16/noun	0.7045114	0.0	0.532394	0.8713289	0.23060477	0.8844432	0.20712	0.91648173	0.97429705	0.9179999	0.94821906	0.8284233	0.9169415	0.83792406	0.884925	0.7802901	0.75339866	0.755304	0.8757594	0.83722067	0.9047257	0.9880627	0.90767497	0.99034137	0.9076265	0.8678755	0.85617745	0.7093165	0.7650437	0.65756965	0.9581421	0.7367129	0.92423385	0.88640904	0.9071815	0.91999274	0.7520064	0.8889367	0.9204688	0.97710323	0.7693923	0.7983603	0.8751288	0.76395774	0.59064084	0.77819395	0.9754606	0.9538597	0.7906991	0.55006945	0.6955277	0.5577271	0.9027882	0.9018179	0.87349766	0.933482	0.87711966	0.9341413	0.8577002	0.8774341	0.92710775	0.9272793	0.92495334	0.8397168	0.807549	0.8517842	0.7099856	0.782809	0.9952466	0.8123727	0.82118523	0.831841	0.8683459	0.78963494	0.83515334	0.87697595	0.73013467	0.8513321	0.7934733	0.86015254	0.80848944	0.7883956	0.8850159	0.82603467	0.9039317	0.9572503	0.8220353	0.9650147	0.8475905	0.88234425	0.82903206	0.8511591	0.874402	0.7062473	0.9508115	0.98603696	0.9376222	0.75536513	0.7631161	0.97098404	0.87672144	0.8373913	0.95481175	0.67928547	0.9582591	0.78633744	0.77362597	0.74176913	0.89849025	0.86201644	0.97472066	0.8305496	0.91251504	0.9364601	0.7521272	0.8049804	0.91869956	0.9805843	0.81716454	0.857543	0.71892154	0.7130264	0.88623387	0.9429868	0.6361922	0.92705244	0.9582775	0.7653836	0.8719277	0.91131014	0.90826315	0.96667576	0.9564307	0.92006016	0.9568292	0.7821546	0.94260263	0.9321662	0.98734057	0.9455038	0.992449	0.93033844	0.8275944	0.88489777	0.72221744	0.9391135	0.9304888	0.8449134	0.9652585	0.90912324	0.9586333	0.86740977	0.9609203	0.8006518	0.95526755	0.87029433	0.9358832	0.93409395	0.95387834	0.85859925	0.89778054	0.8159365	0.8562245	0.38665062	0.8649895	0.95421374	0.7875168	0.88490367	0.8835747	0.9124163	0.809322	0.786902	0.9576201	0.6218661	0.922796	0.8119143	0.809896	0.8797662	0.81064224	0.93825984	0.90408736	0.5721045	0.9820797	0.98578167	0.9092223	0.9167311	0.89971167	0.8051113	0.7325312	0.99263865	0.8962613	0.7376752	0.77186096	0.96522427	0.98210174	0.8975482	0.97371745	0.96828425	0.85318434	0.90079004	0.9629275	0.95075816	0.9587533	0.9939585	0.859182	0.929038	0.6434353	0.9167721	0.72070277	0.8590522	0.9202371	0.97217065	0.8432697	0.71281147	0.9279433	0.94107234	0.79872084	0.83280194	0.9616978	0.97139263	0.9034167	0.87186646	0.9709027	0.90512675	0.79861	0.8613791	0.8814258	0.9315398	0.9004854	0.91456896	0.97439873	0.8916375	0.3677401	0.91311526	0.9348442	0.9663601	0.32556152	0.9449874	0.9223423	0.9335109	0.9078522	0.9740121	0.6782847	0.94204813	0.8164296	0.7998383	0.74327815	0.9028607	0.88817334	0.7875026	0.8686587	0.9487274	0.8199327	0.9965573	0.5950247	0.9816119	0.97045875	0.96712846	0.86448705	0.97508734	0.95830745	0.9575221	0.9895857	0.8125309	0.89997655	0.9596192	0.8906281	0.42379212	0.80023134	0.8601219	0.93077874	0.9108792	0.97699255	0.9158357	0.9150343	0.91729933	0.7993443	0.9037029	0.9881238	0.84558845	0.6960866	0.8348304	0.96761054	0.9616691	0.7709896	0.9603813	0.78095895	0.9237412	0.5585098	0.90035534	0.79368013	0.6918802	0.8331851	0.9245528	0.8808255	0.9797833	0.9841075	0.9583878	0.71719027	0.93502164	0.9320865	0.903715	0.8718978	0.9760414	0.9571851	0.8490421	0.7662816	0.8732047	0.89072603	0.9155	0.8716887	0.8733569	0.7257316	0.3837428	0.8411726	0.8514455	0.9276497	0.9063634	0.80941105	0.9592471	0.9352843	0.8941792	0.55478597	0.95713055	0.6828666	0.857578	0.82073563	0.74558145	0.90827054	0.7200011	0.31326854	0.9024464	0.956522	0.83465564	0.97945493	0.7636937	0.80171454	0.63207066	0.8312275	0.97901696	0.942711	0.7898663	0.8825972	0.73748434	0.810531	0.9850906	0.8314413	0.9433214	0.9864661	0.8871176
2003/noun	0.7805767	0.532394	0.0	0.87621677	0.49679428	0.92240053	0.5265159	0.95567906	0.9251766	0.8811735	0.93058753	0.8374696	0.8580119	0.84497046	0.7522013	0.7609322	0.90932155	0.78191006	0.9046122	0.8308703	0.96350706	0.8634561	0.9536584	0.8928928	0.97259676	0.95696616	0.902208	0.84255147	0.8691093	0.73820233	0.82204324	0.8821372	0.94278723	0.8133462	0.77752286	0.9079888	0.7952779	0.79365855	0.8507841	0.96639484	0.7816255	0.85618365	0.875515	0.6695399	0.83626676	0.88254184	0.9465536	0.9391342	0.85603654	0.7713338	0.7205852	0.67562956	0.9633936	0.8970897	0.9026093	0.96462166	0.80743885	0.8985909	0.9009746	0.8337574	0.8933088	0.9360068	0.94449174	0.8531913	0.91243714	0.93003786	0.8445659	0.83163714	0.99638206	0.89318067	0.8486117	0.75564396	0.85765254	0.8893659	0.80579805	0.9254293	0.82898986	0.7674438	0.7072294	0.7948846	0.8925189	0.86210513	0.87933534	0.9199901	0.8448603	0.9736236	0.8857382	0.9293262	0.8170464	0.8749219	0.8448612	0.9028336	0.8009957	0.86304516	0.88796484	0.87413156	0.8752314	0.83049434	0.7991015	0.97421426	0.9396792	0.95295674	0.8027334	0.76693094	0.97495776	0.87766844	0.8010653	0.9290423	0.8955511	0.9065272	0.91123295	0.8462476	0.8687448	0.9324832	0.7344219	0.9356719	0.95199805	0.9458992	0.92287576	0.8934478	0.759925	0.816829	0.90432876	0.8983015	0.72367346	0.8566536	0.83096397	0.76716715	0.8189391	0.8530192	0.77145535	0.9406485	0.96946275	0.9470492	0.9509549	0.7618929	0.8657842	0.9489761	0.99886316	0.8456172	0.9356061	0.9185405	0.8839515	0.9343988	0.7881475	0.9055999	0.9485208	0.908804	0.90411913	0.8881261	0.81746227	0.9391496	0.9558608	0.70137584	0.89313185	0.90409654	0.94755465	0.88612163	0.8937261	0.8513082	0.79551667	0.91469765	0.71236134	0.5202235	0.8491635	0.93481266	0.85990703	0.8132286	0.82106686	0.91417027	0.8436779	0.7239258	0.92445433	0.526723	0.81000155	0.84996057	0.83768123	0.8636173	0.8894158	0.8975566	0.85404193	0.78076696	0.96709335	0.9654853	0.8902228	0.9331391	0.7839474	0.74700207	0.8647051	0.968795	0.8537935	0.7646654	0.76705825	0.9511445	0.9927015	0.813703	0.94631726	0.98809004	0.848877	0.7983548	0.92084384	0.94942284	0.97252345	0.99862325	0.81599504	0.9327978	0.73019564	0.9144305	0.7138995	0.79409844	0.8218307	0.9712712	0.6342512	0.63798106	0.8205441	0.7851347	0.75617504	0.7083848	0.75433576	0.98232025	0.9603478	0.9113214	0.95199335	0.9584093	0.6251206	0.8267127	0.8596143	0.86316127	0.84927356	0.9666	0.970184	0.8574804	0.44938093	0.8182543	0.72714335	0.92211103	0.39051372	0.95040756	0.95633274	0.9488984	0.7916389	0.9755639	0.843786	0.93191814	0.9193786	0.81995225	0.7867246	0.85791945	0.82182026	0.9047419	0.95379597	0.9859015	0.8137268	0.96196115	0.6042709	0.93650717	0.9601949	0.92905426	0.63518965	0.9184785	0.9246426	0.9859699	0.9608395	0.83004296	0.8726716	0.8402027	0.92353183	0.5260741	0.8886771	0.81807524	0.9275122	0.942393	0.92404246	0.8208255	0.9126279	0.9133112	0.920463	0.72312486	0.96041155	0.86704654	0.79107106	0.7419647	0.95836407	0.95173305	0.67981064	0.93045837	0.70802855	0.8819474	0.61862093	0.8279095	0.71617913	0.7174026	0.81617147	0.9269124	0.9070233	0.9273022	0.9539623	0.94394946	0.67933327	0.890117	0.93567675	0.9159911	0.8959133	0.9563844	0.9054986	0.8282766	0.7074064	0.68931746	0.88164204	0.8289186	0.9107486	0.8395803	0.8246774	0.6447214	0.886513	0.83415836	0.93432313	0.848201	0.86010957	0.90945566	0.95316994	0.8133898	0.5783423	0.94251055	0.660383	0.8090608	0.78442067	0.8108766	0.87048256	0.53801775	0.46677876	0.85039705	0.9579398	0.89725536	0.9426779	0.7670196	0.7884392	0.65276027	0.7601366	0.9656825	0.94185716	0.682475	0.8217307	0.5800698	0.9596917	0.9720328	0.8151739	0.95062435	0.95254374	0.8588215
61ste/num	0.76368886	0.8713289	0.87621677	0.0	0.894003	0.9618565	0.9256544	0.89823294	0.977481	0.84139514	0.9481983	0.92433816	0.7772943	0.8313986	0.8827353	0.66647017	0.9370943	0.90387833	0.8770839	0.90640736	0.8973752	0.9494759	0.9422147	0.91914773	0.91896904	0.9296808	0.9418591	0.9197131	0.90477735	0.92994285	0.93405557	0.93048924	0.9086863	0.9235421	0.8521675	0.96882856	0.5412661	0.8417121	0.9269283	0.8648639	0.8839315	0.9017008	0.91411376	0.8889822	0.89642453	0.9253428	0.91889775	0.9270295	0.8931283	0.896332	0.87943214	0.87498975	0.9584758	0.97644836	0.94468474	0.9351814	0.8296008	0.9396124	0.89046115	0.93468106	0.801769	0.87353265	0.9020959	0.8743166	0.92710626	0.9621158	0.9377538	0.8799008	0.9856942	0.8811022	0.90460443	0.9363908	0.8945851	0.8892962	0.90169317	0.95819056	0.92189753	0.92817795	0.95440346	0.874277	0.86585957	0.89375854	0.9034623	0.9198724	0.9682636	0.9129004	0.7531009	0.8955415	0.8932623	0.891156	0.9387472	0.87708753	0.8317662	0.9327643	0.8561302	0.9242649	0.89901507	0.8754995	0.9434457	0.9624059	0.9649902	0.99043936	0.9519252	0.9348051	0.93111134	0.94334054	0.8215669	0.9408272	0.9518222	0.9400263	0.98402125	0.5431887	0.9388609	0.9034608	0.9624049	0.92296356	0.96092707	0.9466371	0.932836	0.8750342	0.8730301	0.9567791	0.95392126	0.97237754	0.93311286	0.90592366	0.94425136	0.77763826	0.8664515	0.96061075	0.83388877	0.9775791	0.9242743	0.9221038	0.99049664	0.78491074	0.9387272	0.8599657	0.9861126	0.98204327	0.97520185	0.85198224	0.9389266	0.9889364	0.9798227	0.79837394	0.7643831	0.85190594	0.97733897	0.94842184	0.81994474	0.9601086	0.9284041	0.8924643	0.86898124	0.9416564	0.9023788	0.9448593	0.916788	0.8752535	0.93356025	0.9013562	0.81368756	0.9017103	0.92029697	0.9849648	0.91640675	0.82961005	0.9852715	0.88474286	0.7648688	0.7108394	0.9821724	0.92011344	0.8672479	0.9083918	0.9020646	0.89525986	0.79763836	0.796763	0.8860086	0.9667119	0.93045723	0.9572462	0.95709324	0.9495504	0.9703546	0.97147995	0.85029566	0.97209007	0.863114	0.70322347	0.8205881	0.9511338	0.9902998	0.7814175	0.8828011	0.9921026	0.8393977	0.9553242	0.80052996	0.8528247	0.9474173	0.9749784	0.9194504	0.9448302	0.8419075	0.8675769	0.8510285	0.93437225	0.921817	0.9585685	0.830917	0.85443693	0.8614142	0.8434885	0.8409071	0.7237499	0.8541943	0.9661974	0.7890507	0.9142792	0.88645846	0.8638476	0.85901	0.92960227	0.9246774	0.9210602	0.7650506	0.96933943	0.9842305	0.9390563	0.9309243	0.83637965	0.8427944	0.96299547	0.87210584	0.92755127	0.8573783	0.95759	0.92436624	0.9610684	0.7382637	0.85376763	0.83777297	0.87360364	0.8733762	0.9086988	0.81871545	0.9147482	0.96282125	0.9978672	0.9421248	0.9633311	0.7515606	0.9064387	0.91540354	0.9643982	0.7300203	0.968066	0.8650071	0.95064026	0.9392907	0.9638077	0.8506584	0.9684281	0.9510376	0.8705279	0.92470604	0.812436	0.84545404	0.9348874	0.9703201	0.92670393	0.88908064	0.95061976	0.92607677	0.8409561	0.973167	0.96171606	0.9719778	0.8255522	0.9964862	0.96698964	0.8923703	0.8872145	0.8955841	0.94436896	0.97424555	0.8668642	0.98161423	0.952999	0.90813386	0.905145	0.8893075	0.96638197	0.97621185	0.9557531	0.8527506	0.9558929	0.925081	0.83929634	0.85255015	0.9160745	0.9680987	0.78961724	0.73498374	0.7889972	0.8154132	0.8912519	0.9359314	0.83250576	0.8611412	0.9647891	0.8342257	0.77750003	0.86592853	0.88641703	0.901785	0.8758562	0.9633333	0.8465133	0.8323729	0.9314103	0.82776403	0.8944886	0.97522146	0.9203498	0.8901927	0.7874536	0.91031384	0.91700894	0.975806	0.8159768	0.9387042	0.81151116	0.8466529	0.8305079	0.8362659	0.9468021	0.9494661	0.8062435	0.9027047	0.842173	0.9857558	0.85463595	0.8511255	0.95643	0.8931047	0.79366493
7/noun	0.6879065	0.23060477	0.49679428	0.894003	0.0	0.9118868	0.2113654	0.99021274	0.97000086	0.91425335	0.90673065	0.8364564	0.8553782	0.7935272	0.90702313	0.8006781	0.8189416	0.84610015	0.8397994	0.8753717	0.9292261	0.99609256	0.8733119	0.9849713	0.9164564	0.9431943	0.8650022	0.7732562	0.7792517	0.71018445	0.92949146	0.73642516	0.93504995	0.8544769	0.8923691	0.8883533	0.7367431	0.82754487	0.89083874	0.9733059	0.8051868	0.8804395	0.91397357	0.69627213	0.6458567	0.75220484	0.9267328	0.9586495	0.74760354	0.5911037	0.6993916	0.6054381	0.89453125	0.91104984	0.88666236	0.91716444	0.86578757	0.9218015	0.90034676	0.87376857	0.92840207	0.94855595	0.9320854	0.8687407	0.88770056	0.88841295	0.7465068	0.7580633	0.98185885	0.867761	0.844293	0.8581846	0.8588835	0.8321396	0.8632717	0.9316716	0.75063384	0.79549843	0.8449522	0.91571134	0.75517505	0.8301717	0.9123975	0.8814912	0.93431157	0.9386843	0.8284629	0.95470315	0.89326227	0.8745039	0.76314324	0.84183025	0.87563586	0.8149011	0.9490777	0.9400158	0.9193963	0.8360704	0.77396244	0.9969642	0.9402751	0.91391265	0.9502144	0.8345015	0.9539878	0.8560711	0.8309023	0.81951916	0.90437764	0.92404467	0.91585267	0.8060943	0.89683163	0.9815884	0.83564645	0.8021379	0.8763407	0.9737035	0.854064	0.85555416	0.71356	0.77522814	0.97372365	0.9332282	0.7004194	0.9366598	0.9720915	0.7977822	0.90839964	0.9334043	0.951863	0.985565	0.91423714	0.89426374	0.9262627	0.8117833	0.936884	0.94417256	0.9902418	0.87836665	0.9833109	0.91864717	0.86177456	0.8833047	0.809876	0.94634163	0.951319	0.8512299	0.9361615	0.8651849	0.8832771	0.89513063	0.9844291	0.85950536	0.9523028	0.8957089	0.91801006	0.929134	0.9621032	0.8915156	0.8855058	0.86375797	0.8709936	0.35709524	0.91356945	0.94449544	0.8122983	0.92683053	0.8578923	0.95609397	0.81471	0.80720234	0.92951137	0.6338201	0.93236154	0.87672484	0.8479346	0.90247023	0.878018	0.94737923	0.89787114	0.6432196	0.993717	0.9615265	0.9239691	0.9291544	0.89540684	0.8189742	0.78883874	0.950988	0.86701137	0.7713255	0.7949697	0.98093927	0.99250287	0.868418	0.97347385	0.98731273	0.83344126	0.88792163	0.95040315	0.94190365	0.98121613	0.996504	0.80843663	0.93207425	0.6046664	0.9039112	0.7659408	0.8230289	0.9345275	0.9833633	0.8514931	0.73144615	0.92846614	0.91327256	0.795987	0.8655702	0.92776227	0.9134578	0.8718214	0.8511918	0.97385275	0.95094264	0.82937837	0.88289094	0.88727736	0.91724503	0.90923417	0.9127753	0.9512612	0.88323104	0.27161968	0.92935455	0.9335021	0.95371217	0.25464845	0.97972745	0.9126769	0.9235456	0.9226364	0.98244244	0.73617506	0.94187844	0.8347409	0.8139633	0.7571154	0.88280624	0.8856277	0.85741985	0.92966163	0.9608848	0.8872121	0.99473757	0.6484926	0.96400166	0.98417187	0.979819	0.81745327	0.9844843	0.96783143	0.9812945	0.9917172	0.78649044	0.8885799	0.93641955	0.9352846	0.49097574	0.93488234	0.8805015	0.91150594	0.8723948	0.94970006	0.8629347	0.94722974	0.9249283	0.83724356	0.9086759	0.93736094	0.8905782	0.74197054	0.845974	0.98225373	0.9386754	0.8063898	0.9806243	0.8322003	0.9219599	0.5612168	0.8416089	0.8061036	0.7719606	0.9075655	0.93183875	0.89495295	0.95938706	0.94139844	0.96278036	0.61027765	0.97995645	0.9570568	0.9115045	0.9117758	0.97875124	0.9340332	0.85625225	0.76297617	0.8496127	0.85546046	0.9142608	0.9224154	0.914249	0.60216606	0.43882257	0.93135977	0.81504536	0.9176217	0.913317	0.8456689	0.960091	0.9160324	0.9264982	0.60668504	0.9711883	0.70483756	0.85891116	0.8031169	0.7941516	0.92162055	0.728515	0.2878524	0.9134643	0.9632359	0.84736145	0.983169	0.7530066	0.80654746	0.6774268	0.85834813	0.9724034	0.9662492	0.79872596	0.885061	0.75821996	0.87157416	0.985088	0.90853715	0.96567845	0.9719282	0.8886151
