	16/noun	2003/noun	22/noun	7/noun	9/noun	Belgisch/adj	Brugse/adj	Frans/adj	Genkse/adj	Ier/noun	Ninoofse/adj	Oudenaardse/adj	Sint-Niklase/adj	Spanjaard/noun	Thais/adj	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	afgelopen/adj	al/adv	althans/adv	ander/adj	atletiek/noun	be/noun	beeldhouwer/noun	begrip/noun	behaal/verb	bekom/verb	bekroon/verb	bewogen/adj	blijkbaar/adj	bovendien/adv	briljant/adj	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	credo/noun	daar/adv	daarentegen/adv	dank/verb	dans/noun	decennium/noun	decor/noun	dienst/noun	diner/noun	donderdag/noun	drager/noun	drie/noun	duidelijkheid/noun	eer/noun	eerder/noun	eerst/adj	eigenaardig/adj	eind/adv	eind_winnaar/noun	elektricien/noun	ere_burger/noun	ere_podium/noun	ere_titel/noun	favoriet/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	genodigd/adj	genomineerd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	groente/noun	hartelijk/adj	helder/adj	ideaal/noun	idioot/adj	immers/adv	in/adj	indrukwekkend/adj	ingebruikname/noun	invasie/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kampioen/noun	kandidatuur/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	mens/noun	midden_stip/noun	minister/noun	minstens/adv	misvatting/noun	morgen/adv	morgenavond/adv	muze/noun	muzikaal/adj	namelijk/adv	nationaal/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	official/noun	officieel/adj	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plein/noun	ploeg/noun	ploeg_makker/noun	politiek/noun	premier/noun	prijs/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	seizoen/noun	simplistisch/adj	sociaal-democraat/noun	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	tegelijk/adj	tienduizenden/noun	tienjarige/adj	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	traditiegetrouw/adj	u/noun	uur/noun	vader/noun	vasten/noun	verdienstelijk/adj	verdrijving/noun	verkoudheid/noun	vier/verb	visie/noun	volg/adj	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	weerspiegel/verb	wereldbeker/noun	wetenschapper/noun	winnaar/noun	winnares/noun	word/verb	yoga/noun	zelfbeschikking/noun
16/noun	0.0	0.44944972	0.14448816	0.16477627	0.108768046	0.8710293	0.8324929	0.9087224	0.8511075	0.85919505	0.7647222	0.74350023	0.7400621	0.97580796	0.96243757	0.9690784	0.9380762	0.5860984	0.9523741	0.78804463	0.8377397	0.9559361	0.9650328	0.88148624	0.9664117	0.8974931	0.97303814	0.8900628	0.9330816	0.8966881	0.92058057	0.9736469	0.98986334	0.91867614	0.8271413	0.92413884	0.70270693	0.9393594	0.97560084	0.88589	0.95461494	0.9725615	0.8768301	0.9544627	0.8932207	0.88785493	0.8201961	0.2987426	0.9902297	0.82084197	0.8523908	0.9119332	0.92778826	0.8306476	0.9349192	0.55660117	0.92484504	0.82508826	0.793301	0.9265835	0.8905736	0.9322723	0.5784429	0.97312176	0.9877694	0.9264803	0.91023487	0.9587389	0.85889775	0.74516356	0.9016694	0.9915042	0.8719342	0.7355735	0.75275373	0.96392584	0.998466	0.95288086	0.97481847	0.97503006	0.9987431	0.90924263	0.91398734	0.9265382	0.6928954	0.86688614	0.9280678	0.9602047	0.9681786	0.79987764	0.7856772	0.9568848	0.92314017	0.82464755	0.901785	0.8274029	0.9694216	0.99304247	0.95831436	0.90995455	0.9677615	0.9268322	0.8171539	0.87142336	0.8996342	0.9328594	0.9058399	0.9565115	0.9549358	0.8284192	0.28538388	0.9072968	0.9316658	0.9758315	0.27740467	0.9659231	0.99506426	0.92527294	0.9501268	0.89283156	0.97208005	0.5011476	0.67922115	0.9039229	0.8853238	0.9428351	0.91239345	0.88878953	0.9179032	0.95538807	0.8002301	0.9986006	0.8909805	0.5710541	0.9626168	0.9873846	0.9072929	0.9767307	0.9816441	0.9865991	0.99134016	0.7902043	0.9339299	0.94702446	0.90891683	0.8313278	0.9154007	0.9182331	0.9832983	0.86185664	0.9527679	0.96871424	0.92894965	0.89700085	0.9374237	0.8545809	0.9264749	0.98874724	0.82343847	0.7226808	0.88608754	0.9819949	0.97279465	0.82404065	0.9761753	0.767334	0.95608	0.535764	0.93698406	0.8168893	0.6952362	0.84702176	0.94674075	0.9427071	0.97462386	0.98735934	0.96642655	0.5434484	0.99994063	0.93823725	0.90621424	0.924899	0.9607146	0.9626634	0.8259483	0.9276527	0.9266795	0.9342681	0.90706825	0.6341028	0.74457353	0.3000427	0.8201036	0.90983146	0.9095026	0.95748335	0.93893135	0.5611221	0.9775887	0.69390047	0.83111787	0.9249224	0.7280443	0.28222668	0.9673698	0.9779102	0.87644774	0.9954784	0.8070705	0.8097346	0.67871773	0.963109	0.84588206	0.9932446	0.8350551	0.8751501	0.67945504	0.8075408	0.9592057
2003/noun	0.44944972	0.0	0.4973371	0.42168266	0.42604393	0.7735593	0.8576368	0.82950425	0.8349377	0.91444606	0.65241456	0.82505447	0.8627815	0.8883916	0.97892183	0.95949906	0.8947592	0.68897456	0.90918213	0.7703655	0.8016143	0.94813263	0.95400625	0.8378077	0.9744576	0.90539634	0.968096	0.8033066	0.83496857	0.6761451	0.94677305	0.8599151	0.9405922	0.94309574	0.8736123	0.9413456	0.78311133	0.9039524	0.9737079	0.92095494	0.9293221	0.8454074	0.93760043	0.9085105	0.9297503	0.8104875	0.9227576	0.4898728	0.9345975	0.8703388	0.8028383	0.7300006	0.87254417	0.8559351	0.9315766	0.5092331	0.75030303	0.79593027	0.8536223	0.8919757	0.87504745	0.90716255	0.7633555	0.98237103	0.9605906	0.94959867	0.9463487	0.77067053	0.68238175	0.9006038	0.70202076	0.9712639	0.84170735	0.76210314	0.7877329	0.9331038	0.9941317	0.96604544	0.99102503	0.98546815	0.9973715	0.8526324	0.9369947	0.89971566	0.7025905	0.7709977	0.80382925	0.80896926	0.9822752	0.5758641	0.6185279	0.81228924	0.78038067	0.7603675	0.68564	0.5935824	0.75526035	0.9503004	0.9871315	0.9331517	0.94484377	0.95856977	0.61547047	0.83824646	0.82703143	0.88990235	0.8504648	0.96321666	0.9540009	0.7642008	0.3350557	0.81216	0.6939795	0.9224626	0.32943296	0.98580235	0.93196577	0.9685524	0.95138705	0.74411917	0.9157856	0.7280676	0.83882654	0.900596	0.93301314	0.90420014	0.8453225	0.9462358	0.9500305	0.9852368	0.7963586	0.9636504	0.9713633	0.6143054	0.9659285	0.9377023	0.66164726	0.9275766	0.9509359	0.9949219	0.9802529	0.79664767	0.9007129	0.8681235	0.87444127	0.8899131	0.86357886	0.8946895	0.9771557	0.94252294	0.71657145	0.96464306	0.8162993	0.9026807	0.940608	0.93898267	0.75139725	0.974926	0.80841243	0.7612143	0.7385039	0.98157376	0.9362911	0.64098597	0.92967165	0.6605618	0.8679785	0.55101275	0.8447893	0.70479673	0.7267701	0.84619397	0.9218759	0.8987793	0.9383482	0.97968966	0.96673596	0.6023865	0.9493105	0.92672986	0.9107328	0.8828916	0.9409005	0.8333379	0.7908176	0.7514187	0.89769703	0.8637723	0.9154088	0.586689	0.8519155	0.55951697	0.9035598	0.933936	0.8289012	0.82697064	0.9515643	0.54400814	0.95590574	0.6748805	0.8407947	0.81761336	0.51694036	0.4013468	0.8890301	0.966088	0.96190894	0.9865368	0.80406344	0.79158735	0.5835953	0.9770556	0.717443	0.9427948	0.7278241	0.80109537	0.5552138	0.93190384	0.9496422
22/noun	0.14448816	0.4973371	0.0	0.15796947	0.16234297	0.8757187	0.83254755	0.9131864	0.8696916	0.8530108	0.8486519	0.7330436	0.77885044	0.94219714	0.92213374	0.9746868	0.92524016	0.59267116	0.9597876	0.7551689	0.8457024	0.96153736	0.97101086	0.89287794	0.96284735	0.9255784	0.9849563	0.89150774	0.8806353	0.87622267	0.90684927	0.95842844	0.8985695	0.8886572	0.89701647	0.94013643	0.87437075	0.9049072	0.97806317	0.9425689	0.8937946	0.9611329	0.76322734	0.94800615	0.9017613	0.957801	0.7305658	0.28413153	0.9928507	0.8110993	0.8791813	0.85476506	0.9645786	0.7776694	0.9582702	0.5955299	0.9189979	0.9177031	0.8439148	0.94154024	0.8743226	0.90412736	0.6802174	0.9053239	0.96338326	0.83864915	0.88256955	0.9100046	0.83137774	0.72714293	0.92731726	0.97436565	0.83833194	0.78573734	0.8553871	0.9769478	0.99549234	0.97360885	0.9670018	0.91346383	0.98648393	0.85355556	0.9573978	0.9104555	0.7438269	0.86935484	0.91442084	0.9656559	0.9700847	0.81542987	0.79145694	0.93522364	0.88833964	0.87236774	0.92480254	0.7663823	0.963398	0.9622304	0.9770241	0.84669644	0.9316305	0.8996435	0.8361599	0.8615998	0.9080431	0.8973741	0.9253491	0.9917829	0.97867686	0.81661004	0.27065688	0.8664438	0.9346876	0.95880425	0.2613775	0.9615627	0.95909417	0.90524864	0.94504446	0.87797904	0.97849524	0.49062657	0.69345224	0.8502476	0.8193992	0.87920773	0.9047238	0.8923133	0.91728354	0.95189863	0.88513637	0.99832535	0.9230688	0.6144977	0.9174974	0.94013906	0.8885383	0.93759745	0.98199743	0.9508465	0.9845289	0.77894396	0.90840983	0.9016345	0.9331602	0.9430991	0.93408334	0.9414177	0.9650514	0.8183291	0.94027	0.8811979	0.9382929	0.8671494	0.89073825	0.88365823	0.9407418	0.9893227	0.94423914	0.76084954	0.8861036	0.9785535	0.91315293	0.7936705	0.9746863	0.809671	0.9674672	0.61687344	0.90211004	0.88585097	0.74800885	0.8867185	0.93960714	0.9656102	0.9783198	0.97874916	0.95900375	0.47724134	0.9575834	0.94367665	0.92512405	0.8965415	0.956203	0.9065886	0.79429674	0.88187397	0.95121336	0.9187494	0.86716396	0.63447237	0.7551636	0.26281506	0.8488386	0.90623367	0.91692054	0.9578011	0.95439297	0.5427646	0.9128971	0.7190484	0.8756556	0.94446284	0.71013	0.27214944	0.9510722	0.98846734	0.84816104	0.90719736	0.774057	0.79162943	0.6774343	0.9702995	0.88201696	0.9997431	0.7962045	0.87973857	0.6302752	0.68963736	0.95102704
7/noun	0.16477627	0.42168266	0.15796947	0.0	0.08970046	0.93322575	0.8805596	0.8767777	0.9039508	0.8628383	0.86163765	0.7896083	0.84155846	0.9650497	0.96336305	0.9839325	0.926952	0.65273356	0.93679434	0.79412127	0.8881933	0.9476657	0.9864316	0.9500605	0.93662	0.91543823	0.9224477	0.90803385	0.9562795	0.90873635	0.9221296	0.88833755	0.98518485	0.91285	0.8903524	0.9676491	0.86004174	0.9655935	0.9850066	0.9126115	0.880849	0.9306052	0.90785336	0.95256925	0.9274385	0.87890255	0.84433496	0.24487478	0.9445628	0.85565674	0.8258161	0.88645124	0.9712863	0.8490589	0.9452547	0.62649	0.9188831	0.9217697	0.86741656	0.96300936	0.8942134	0.9277902	0.68485296	0.9990037	0.9284311	0.9166415	0.9036571	0.9507422	0.87517506	0.7980319	0.9427474	0.95040655	0.8397261	0.8184393	0.84591573	0.9746516	0.99560684	0.96735656	0.98785746	0.97925866	1.0	0.80185926	0.93253386	0.90282536	0.7441794	0.8751094	0.89702284	0.95079714	0.9801819	0.8243357	0.7780187	0.95147383	0.93229103	0.87585634	0.94737965	0.7989532	0.97718686	0.90683913	0.9469153	0.86665416	0.9687942	0.93848103	0.89076203	0.8967493	0.8843223	0.92677677	0.94735944	0.93668175	0.9605478	0.8040729	0.20258349	0.924691	0.9525537	0.94681215	0.19610792	0.9851102	0.9908516	0.91774195	0.90935427	0.8938283	0.99908334	0.5634403	0.71774304	0.9299002	0.8644407	0.94220114	0.92912686	0.95433736	0.9579709	0.9555304	0.8776599	0.99956816	0.9575295	0.65438443	0.98268837	0.9740265	0.863363	0.96093905	0.9914601	0.9841528	0.9949012	0.7495152	0.9289004	0.9209353	0.9668789	0.9398168	0.96357524	0.92068803	0.9337119	0.8466392	0.9398751	0.97673947	0.9553481	0.9355674	0.91266066	0.8827869	0.93168646	0.9333493	0.8903656	0.7628324	0.92228353	0.99516094	0.88983124	0.81132525	0.97463495	0.800745	0.95326537	0.63091624	0.95552164	0.8332458	0.7632056	0.93900234	0.92930746	0.9368591	0.9527071	0.9276152	0.9615885	0.43809777	0.99812186	0.97937655	0.9282218	0.9380027	0.96152836	0.9263657	0.85332537	0.9372447	0.9169006	0.9282107	0.9312656	0.68396676	0.6508479	0.3521335	0.89483434	0.9039681	0.96387166	0.9556282	0.9193984	0.62201726	0.9761492	0.74931794	0.81148463	0.93867075	0.7350076	0.23589736	0.95152384	0.98248136	0.90286404	0.99169147	0.8576916	0.8201103	0.7220584	0.96724796	0.86773723	0.9828093	0.82813597	0.91971505	0.7138834	0.8544805	0.95707536
9/noun	0.108768046	0.42604393	0.16234297	0.08970046	0.0	0.91174126	0.82955617	0.92851543	0.87773335	0.8218315	0.79405665	0.6960883	0.7607303	0.9595284	0.9808127	0.98521924	0.95729154	0.6451983	0.9695958	0.8020504	0.89674187	0.9718965	0.9894188	0.9017548	0.96863157	0.905904	0.9669078	0.9138893	0.95353156	0.9145363	0.9494636	0.9424198	0.97155714	0.954847	0.90967965	0.9653997	0.80135006	0.9727642	0.9886623	0.9404124	0.93642235	0.95014465	0.93378067	0.9608309	0.93125117	0.9109051	0.885504	0.25585693	0.9978629	0.8406535	0.87048244	0.8801838	0.94273746	0.86038184	0.96868503	0.6477605	0.94073534	0.9189586	0.85423636	0.9592036	0.88689363	0.9614904	0.6572782	0.99823356	0.9775087	0.91558486	0.9189683	0.916704	0.8320626	0.83615834	0.94729894	0.98353994	0.87335926	0.82421714	0.8599539	0.9578504	0.99720365	0.95402694	0.99098474	0.98158187	1.0	0.9111056	0.9590429	0.9365205	0.74639285	0.8788164	0.9237742	0.9320259	0.992939	0.821149	0.7727915	0.98449445	0.9351571	0.81512344	0.88719344	0.8018371	0.9605786	0.9705578	0.94470346	0.9374818	0.9531701	0.932985	0.8176258	0.8525406	0.88225514	0.98030907	0.9420914	0.97642124	0.9835778	0.8048438	0.23375958	0.94417816	0.93632174	0.9795113	0.2008329	0.9699907	0.9942905	0.94739956	0.97804546	0.89536494	1.0	0.50430834	0.72912276	0.9119772	0.9154601	0.93993586	0.9047834	0.97152704	0.9343791	0.9579543	0.88310486	0.9990774	0.95596135	0.6851093	0.98385656	0.98935133	0.93087	0.9743837	0.9903382	0.9893225	0.99731284	0.7445334	0.9621323	0.9615777	0.95076823	0.933796	0.9454557	0.915729	0.9721885	0.90700585	0.9370847	0.9806891	0.95294094	0.8945891	0.892738	0.9224887	0.94672513	0.98657143	0.8651293	0.7543707	0.9191239	0.99602467	0.9386678	0.7901714	0.97256494	0.77084124	0.9184037	0.56152457	0.9486209	0.8475747	0.7932308	0.91726136	0.91755396	0.94815975	0.9535964	0.9678929	0.96432143	0.46824354	0.99935865	0.954802	0.9412539	0.94001275	0.97847605	0.96185946	0.84070045	0.9231575	0.90817875	0.94344145	0.9175265	0.6301704	0.63503265	0.30731463	0.9047726	0.91092765	0.88544804	0.9584985	0.9273903	0.60123646	0.9659433	0.7402886	0.83668905	0.8701881	0.73083174	0.22138536	0.9402439	0.9817053	0.9123567	0.9996505	0.85567236	0.83496785	0.70678216	0.9901528	0.85882187	0.9958307	0.8532292	0.9192433	0.719118	0.8534193	0.9626894
Belgisch/adj	0.8710293	0.7735593	0.8757187	0.93322575	0.91174126	0.0	0.70559484	0.4720301	0.7444205	0.83181775	0.85939807	0.84104276	0.8618365	0.80869997	0.8202612	0.91500735	0.80589694	0.90373486	0.80307174	0.8455641	0.8565737	0.85666925	0.7426332	0.47651255	0.9563124	0.8212767	0.8806431	0.47913206	0.8174337	0.6019031	0.92553854	0.84850776	0.7681299	0.86306626	0.8797587	0.79218286	0.95633245	0.67465615	0.90491337	0.86064327	0.8037294	0.78531814	0.9339527	0.9082971	0.94960934	0.8624469	0.83970445	0.91180855	0.92749983	0.80374444	0.8622683	0.6335653	0.755963	0.82854664	0.8953354	0.8501037	0.67028743	0.7956165	0.7808526	0.66131794	0.7178215	0.4733531	0.8695824	0.86890626	0.78488153	0.8795008	0.91122526	0.89535743	0.8460144	0.85821974	0.654426	0.94256437	0.8393719	0.6903738	0.6968279	0.6690241	0.98214984	0.95275617	0.93025994	0.8645905	0.93932855	0.6232311	0.85751456	0.8314751	0.9333956	0.87915456	0.90651464	0.79337925	0.9276717	0.83661044	0.7557119	0.70206666	0.571911	0.43977773	0.4409756	0.69927645	0.6782769	0.87478447	0.9097249	0.87167937	0.77460444	0.93014455	0.585618	0.9026342	0.8576631	0.7880309	0.56107193	0.9646509	0.8979398	0.8296827	0.88258183	0.63853365	0.49183285	0.73342586	0.87581617	0.86721206	0.94647866	0.9234052	0.77482396	0.84126663	0.9242059	0.68786263	0.7541264	0.9245405	0.8886486	0.7913939	0.3628208	0.7822745	0.91923213	0.98024005	0.8148951	0.99558187	0.82738924	0.7321489	0.83061993	0.8494981	0.67855763	0.8316408	0.8713482	0.8575235	0.91051257	0.87011606	0.8439164	0.8594197	0.69500655	0.93651223	0.5469971	0.73725736	0.802503	0.7999406	0.69143575	0.9022993	0.8711713	0.73586905	0.9089396	0.90579545	0.61433774	0.9112121	0.89512056	0.8739529	0.6363764	0.9361572	0.78126156	0.6507185	0.6967478	0.71546257	0.70266926	0.8776425	0.8833912	0.904747	0.84844065	0.8033223	0.87607116	0.8494308	0.85579133	0.8086627	0.9031336	0.8624632	0.9107254	0.80392873	0.691427	0.8297754	0.8927564	0.82258576	0.7842388	0.4822458	0.66111714	0.77884936	0.8824299	0.8359973	0.932583	0.95134056	0.74349827	0.95146286	0.5142915	0.92821014	0.9291731	0.669374	0.9191977	0.8305021	0.77553123	0.84193504	0.69441783	0.87661576	0.87641436	0.90465015	0.8664012	0.91216624	0.6507504	0.87983555	0.6615559	0.8634211	0.538378	0.8478459	0.5689403	0.5661532	0.58053064	0.87074506	0.9541771
Brugse/adj	0.8324929	0.8576368	0.83254755	0.8805596	0.82955617	0.70559484	0.0	0.8305088	0.47148132	0.8153838	0.5611334	0.399953	0.35358638	0.901706	0.8887	0.8904484	0.89307797	0.822064	0.7517855	0.88457847	0.88491964	0.9155598	0.90371907	0.7451056	0.9890054	0.5939829	0.85252273	0.7983281	0.6104078	0.68953824	0.9086174	0.74753094	0.84530884	0.8611863	0.53312564	0.6645843	0.76815283	0.8845267	0.9435895	0.8221054	0.83392304	0.8720387	0.9306335	0.9286738	0.72451603	0.6116822	0.72941	0.82858026	0.9168172	0.929764	0.70238245	0.7645798	0.9015874	0.8979307	0.836917	0.7603463	0.91398907	0.92929745	0.6209979	0.87435424	0.889708	0.8486218	0.76637435	0.9420968	0.8383739	0.8406551	0.8909411	0.70147574	0.6262411	0.6594733	0.8274702	0.8909443	0.9005828	0.73235345	0.7140707	0.89005405	0.99314326	0.8194177	0.9132033	0.8729019	0.94986176	0.78373075	0.96269286	0.805475	0.72789776	0.8863016	0.70227003	0.8087548	0.94510573	0.90106916	0.73115224	0.8650753	0.9135006	0.76735616	0.7732209	0.65903556	0.8978157	0.9586149	0.9495686	0.77249265	0.72672296	0.93952143	0.6530962	0.6344528	0.71214986	0.8508246	0.8755312	0.8744041	0.8884901	0.9303484	0.84008133	0.8075795	0.7664299	0.851791	0.8452235	0.8450268	0.8984819	0.8591429	0.894621	0.9142034	0.9630228	0.7144113	0.70677733	0.9572597	0.8194528	0.7442813	0.7576079	0.7635626	0.89429474	0.99916244	0.6621628	0.99404424	0.84054667	0.64698184	0.92003316	0.8958504	0.76985544	0.77145565	0.9275085	0.8990215	0.8823111	0.93681127	0.8089041	0.83197296	0.7579036	0.6434662	0.79889256	0.87262005	0.88833797	0.88307387	0.8529979	0.87816364	0.7974389	0.8437419	0.9317473	0.85020965	0.8445404	0.83926785	0.5215784	0.51573765	0.815683	0.9011315	0.8688779	0.6946913	0.89467	0.56848645	0.83296645	0.67140186	0.6287087	0.5839368	0.48750842	0.6962429	0.73120105	0.73450935	0.93424237	0.92215824	0.86629677	0.83116186	0.9689521	0.77273893	0.90524656	0.65362465	0.88107485	0.8199641	0.8838333	0.7666466	0.8344835	0.8647197	0.829321	0.68277305	0.9222713	0.8315054	0.9140241	0.93343437	0.65839875	0.96867627	0.9630066	0.63658684	0.80827796	0.79536206	0.69285756	0.66237605	0.8280784	0.8207873	0.780806	0.7465688	0.718563	0.8901297	0.71326625	0.9150017	0.71026224	0.8707904	0.89087373	0.9248769	0.8008708	0.8657062	0.6907313	0.9651821	0.9751628
Frans/adj	0.9087224	0.82950425	0.9131864	0.8767777	0.92851543	0.4720301	0.8305088	0.0	0.8265331	0.85816973	0.88622475	0.9010308	0.9115167	0.8910485	0.72740304	0.8459952	0.8598485	0.8724126	0.724247	0.91679984	0.9176959	0.7264048	0.8052044	0.8110659	0.8964505	0.5936114	0.7481225	0.74178684	0.8335757	0.7366079	0.9187198	0.8638356	0.8566686	0.8335101	0.9075992	0.7514167	0.95787376	0.8048396	0.8107102	0.8978651	0.7721776	0.7990014	0.8592304	0.84015775	0.90373105	0.8545962	0.8103542	0.8929001	0.81561756	0.9487269	0.85085744	0.67682016	0.83846176	0.8991391	0.86867833	0.94377846	0.8351828	0.8593968	0.8771148	0.75817823	0.65992844	0.67916226	0.91738176	0.66438395	0.5368731	0.89361745	0.78012735	0.9454348	0.9502721	0.8640993	0.7823881	0.89680403	0.8411147	0.6967317	0.7518333	0.77715194	0.9373657	0.9621725	0.8852557	0.8478735	0.9668785	0.746059	0.84627724	0.84715027	0.972896	0.8283212	0.9461745	0.80472124	0.7573728	0.8921715	0.7027917	0.70419	0.79751396	0.7770094	0.6926038	0.76289785	0.8698236	0.7840258	0.9171258	0.7855921	0.80249023	0.9175101	0.742252	0.9127507	0.884353	0.84939563	0.7930023	0.9192127	0.7947389	0.7873727	0.8650349	0.84236753	0.750919	0.75441873	0.89362085	0.8651111	0.94388825	0.87840664	0.6435146	0.8968749	0.82144403	0.7347513	0.8353598	0.9825615	0.8102848	0.797919	0.6450167	0.8748816	0.9090875	0.95161486	0.8250063	0.99986696	0.8469691	0.71841216	0.8782558	0.85028625	0.73774886	0.90008175	0.8683641	0.71936584	0.8178046	0.85241234	0.8343317	0.8437339	0.6469543	0.93962663	0.73110557	0.8776013	0.64460933	0.6492671	0.74991596	0.9450959	0.93340904	0.9144402	0.8323553	0.77885807	0.8474368	0.76852345	0.95546645	0.9336707	0.84003055	0.8694409	0.78162676	0.84658176	0.9149083	0.8983353	0.8123618	0.97748977	0.90920645	0.93623996	0.8475745	0.88382816	0.7786188	0.8544542	0.9091526	0.8581052	0.78594685	0.9148507	0.87976545	0.84410876	0.7729422	0.8607681	0.75469685	0.8700375	0.9189045	0.76183057	0.77751535	0.8082426	0.8219639	0.7165495	0.97754663	0.9685805	0.75464344	0.87417156	0.7677774	0.89625883	0.93412566	0.76405114	0.7862625	0.9490109	0.8089076	0.8429612	0.8587649	0.8861474	0.88784355	0.9338139	0.86129594	0.85517323	0.8295121	0.8939777	0.86299527	0.7707924	0.79793435	0.6481515	0.7702989	0.8067742	0.77326715	0.87456274	0.90807676
Genkse/adj	0.8511075	0.8349377	0.8696916	0.9039508	0.87773335	0.7444205	0.47148132	0.8265331	0.0	0.8426981	0.642279	0.51081103	0.57403797	0.9020533	0.90469587	0.9103538	0.8949543	0.75412613	0.7393997	0.88930416	0.8835456	0.8759186	0.9528194	0.8217212	0.98255485	0.8658538	0.86688113	0.8617487	0.73836577	0.8233106	0.9324571	0.77193725	0.83591115	0.86538374	0.6267607	0.844262	0.7375288	0.9147452	0.92708147	0.8664454	0.92170507	0.66599673	0.92134666	0.9444409	0.68928653	0.80251735	0.84172845	0.8896415	0.953912	0.8494777	0.8022351	0.79523695	0.7873513	0.8807712	0.9072463	0.80002725	0.9447264	0.90926766	0.7267568	0.8282547	0.86937314	0.7689831	0.77127856	0.949015	0.9299584	0.88455915	0.94198596	0.86671007	0.74732834	0.75860876	0.8885077	0.91312563	0.9709822	0.7159693	0.79340786	0.84666824	0.9952958	0.6999296	0.96742296	0.93957835	0.932469	0.7690023	0.9288298	0.8328486	0.7605287	0.7215284	0.8166493	0.7977304	0.9276372	0.8949718	0.8126461	0.8458977	0.9000055	0.8630817	0.7803985	0.70502293	0.8884592	0.9093566	0.9720986	0.7996482	0.7357708	0.9548842	0.83103406	0.7442409	0.86181027	0.87490076	0.89433503	0.8974985	0.9088359	0.95545524	0.8638793	0.85002536	0.82339185	0.8879456	0.8983894	0.8789451	0.87779975	0.7378832	0.88343525	0.90143114	0.84496087	0.8170976	0.69503355	0.92871857	0.8475419	0.8071211	0.76961416	0.73349124	0.7855036	0.9975767	0.68684757	0.9684988	0.8557782	0.783305	0.94480467	0.90829784	0.8302964	0.81969404	0.916643	0.93633395	0.898077	0.9497252	0.6645163	0.9055996	0.7103603	0.80436033	0.6563017	0.63018656	0.95857495	0.8401582	0.87192327	0.9286569	0.8589907	0.8992909	0.9249899	0.8181078	0.790105	0.9638922	0.6999323	0.7202815	0.75759804	0.92656106	0.8837192	0.7851836	0.92998207	0.75131536	0.86552644	0.6738105	0.8131519	0.7799356	0.7237704	0.56504345	0.8434919	0.791922	0.9191891	0.9192937	0.8662075	0.9191184	0.9282148	0.8341359	0.9086161	0.5220868	0.9704217	0.8104025	0.8449883	0.76270646	0.613083	0.89328694	0.90631974	0.79420197	0.88363796	0.8548683	0.9416807	0.9448585	0.8071667	0.89963675	0.96893185	0.7020738	0.8900431	0.82792026	0.7982876	0.7634601	0.7793567	0.9077232	0.84002054	0.88602674	0.76120734	0.9660136	0.66207874	0.90314275	0.764854	0.9123714	0.8107945	0.9066584	0.8511281	0.80590034	0.71342105	0.9791818	0.97309446
