	's/adv	10/num	100/noun	100/num	11/noun	11/num	1996/noun	200_meter/noun	4/num	400/noun	500/num	6./num	A./tag	A_merk/noun	Adelmund/name	Afrikaan/noun	Amerikaan/noun	Anker/name	Antje/name	Arafat/name	Aus/name	Australisch/adj	Australië/name	Bailey/name	Bauer/name	Belg/noun	Beweging/name	Braziliaans/adj	Brit/noun	Brussel/name	Can/name	Canadees/noun	Carpenter/name	Deen/noun	Donovan/name	Drummond/name	Duits/adj	Duitsland/name	Durand/name	EK/noun	Engeland/name	Europa/name	FARC/name	Ferrari/name	Florian/name	Fortuyn/name	Frankrijk/name	Gordon/name	Groenewold/name	Hakkinen/name	Hermans/name	Huub/name	IOC/name	Instituut/name	Italiaan/noun	Jack/name	Jan/name	Joegoslavië/name	Jon/name	Kim/name	LPF_kamer_lid/noun	Libië/name	Maas/name	Maij/name	Marcus/name	Martina/name	May/name	Mei/name	Melkert/name	Mexicaan/noun	NU/name	Nederland/name	Nederlander/noun	Nederlands/adj	Nicholson/name	Olympische/name	Parijs/name	Raad/name	Rem/name	Rintje/name	Ritsma/name	Saive/name	Salo/name	Schumacher/name	Spelen/name	Spirit/name	Sydney/name	Thorpe/name	Tony/name	Tweede/name	VS/name	Van/name	Velde/name	Vitesse/name	WK/noun	Wereldoorlog/name	Willem/name	Zuid-Koreaan/noun	aanvankelijk/adj	achteraf/pp	al/adv	allround/noun	als/comp	als/prep	alsnog/adv	argument/noun	as/noun	atleet/noun	auto/noun	automatisch/adj	avonds/adv	behoefte/noun	beide/det	beiden/adv	bericht/noun	besef/noun	bestuur_lid/noun	bestuurder/noun	betrap/verb	bevolking_groep/noun	bij/adv	boek/noun	bouwkunst/noun	breng_toe/verb	carrosserie/noun	commissie/noun	conservatief/adj	coureur/noun	daardoor/pp	daarmee/pp	daarna/adv	daarop/pp	dag/noun	deal/noun	deelnemer/noun	definitief/adj	derde/num	deze/det	dezelfde/det	die/det	dien/verb	diskwalificeer/verb	doelbewust/adj	donderdag/noun	door/comp	door/prep	doordat/comp	draag/verb	dreig/verb	duatlon/noun	echt/adj	echter/adv	eerst/adv	eerste/num	eigen/adj	elftal/noun	elk/det	erg/adj	ermee/pp	favoriet/noun	feite/adv	fel/adj	finale/noun	forum/noun	fout/adj	fout/noun	foutief/adj	functie/noun	gedrag/noun	geenszins/adv	genetisch/adj	gesprekspartner/noun	getuige/noun	geval/noun	geëindigd/adj	gisteravond/adv	gisteren/adv	gistermiddag/adv	groep_lid/noun	grof/adj	grond/prep	gunste/prep	haak_af/verb	haal/verb	haar/pron	half/adj	heb/verb	heilig/adj	hem/pron	hen/pron	herhaald/adj	hiermee/pp	hij/pron	hinder/verb	homohuwelijk/noun	huidig/adj	ieder/det	iedereen/pron	impliciet/adj	in/adv	inmiddels/adv	internationaal/adj	je/pron	jury/noun	kampioenschap/noun	kandidaat/noun	keer/noun	kiezer/noun	kilo_meter/noun	kinderloos/adj	klacht/noun	kleur/noun	knie/noun	kort/adv	kracht/noun	kunst/noun	kwalificatie/noun	kwartet/noun	kwartfinale/noun	kwestie/noun	laat/adj	lach/verb	land_genoot/noun	lat/noun	leg_af/verb	leid/adj	liberaal/noun	lied/noun	lijk/verb	logischerwijze/adv	loop/verb	luchtvaart_autoriteit/noun	maar/adv	maar/vg	maatschappij/noun	mag/verb	management/noun	marxistisch/adj	match/noun	me/pron	medium/noun	men/pron	mens/noun	mensheid/noun	meteen/adv	meter/noun	misschien/adv	misverstand/noun	moreel/adj	na/prep	nadat/comp	namelijk/adv	nationaal-socialisme/noun	niet/adv	noodzakelijkerwijs/adv	nummer/noun	om/comp	omdat/comp	onderzoeker/noun	onreglementair/adj	onvoldoende/adj	oog/noun	opdracht/noun	opmerking/noun	opponent/noun	opzicht/noun	organisatie/noun	ouder/noun	overdaad/noun	overweeg/verb	partij/noun	per/adv	plaats/verb	pleit/verb	plek/noun	ploeg/noun	politicus/noun	politiek/adj	prompt/adj	protest/noun	publiek/adj	rage/noun	rede/noun	reeks/noun	rehabiliteer/verb	renner/noun	rest/noun	rij/verb	risico/noun	ronde/noun	scheidsrechter/noun	schoolslag/noun	sector/noun	serieus/adj	sla/verb	smal/adj	snijd_af/verb	speel/verb	sprint/verb	staatssecretaris/noun	stadium/noun	stand/noun	stap_uit/verb	start/noun	start/verb	stem/noun	stem_biljet/noun	stichting/noun	stom/adj	strategie/noun	stuk/noun	systeem/noun	taalgebruik/noun	te/comp	techniek/noun	tegenstander/noun	tekst/noun	ten/prep	terstond/adv	tijdens/prep	tijdperk/noun	toch/adv	toe/part	toen/adv	toen/comp	toon/verb	trio/noun	twee/num	tweede/num	uiteraard/adv	uitlating/noun	uitspraak/noun	val/noun	val/verb	vals/adj	van/name	vanmorgen/adv	verkiezing/noun	verklaar/verb	verlangen/noun	verontwaardiging/noun	veroorzaker/noun	verover/verb	verschijn/verb	vervolgens/adv	verzoek/noun	viertal/noun	vijfde/num	vis_op/verb	volgens/prep	voor/comp	voor/prep	voorbaat/adv	voorlaatst/adj	voorlopig/adj	vrijdag/noun	vroeg/adj	vrouwelijk/adj	waardoor/pp	waarin/pp	waarmee/pp	waarom/adv	wagen/noun	want/comp	wedstrijd/noun	wedstrijd_leiding/noun	wegens/prep	weigering/noun	weinig/noun	welk/pron	wereldkampioen/noun	wijk_af/verb	wijze/noun	win/verb	winnaar/noun	wissel/noun	wisselslag/noun	woensdag/noun	word/verb	zal/verb	zangeres/noun	zaterdag/noun	ze/pron	zich/pron	zichzelf/pron	zij/pron	zijn/det	zoals/comp	zondag/noun	zwemmer/noun	zwemster/noun	één/num
's/adv	0.0	0.8521163	0.9513684	0.90745753	0.78945446	0.8823888	0.8981568	0.9903136	0.8993983	0.9609137	0.9469607	0.9445486	0.96125025	0.9948632	0.97524226	0.97781396	0.9296816	0.9671403	0.98585707	0.97657967	0.96269476	0.9418046	0.93397266	0.9723848	0.9487613	0.94602704	0.9773784	0.9717343	0.92543286	0.873253	0.9767369	0.9610698	0.9913174	0.97241163	0.9922406	0.9799394	0.9344904	0.91838	0.9803551	0.9326884	0.93486977	0.93766177	0.98691714	0.9795654	0.98162484	0.9238012	0.92209077	0.9671162	0.9990774	0.99019253	0.9415929	0.95616233	0.97793907	0.93759525	0.9302862	0.94382924	0.9196441	0.9553009	0.9730552	0.92897344	0.97114295	0.9827557	0.96133995	0.9843563	0.97821444	0.9856365	0.95738435	0.9723854	0.96661437	0.99203485	0.97888607	0.9028991	0.91194767	0.8723126	0.9710919	0.95623183	0.9041379	0.9614524	0.99333566	0.9822256	0.97723705	0.979534	0.97965294	0.9685545	0.9733316	0.94460845	0.940012	0.9836592	0.94892704	0.9453619	0.954443	0.9449563	0.97095317	0.9649321	0.913734	0.93860054	0.91088575	0.9868809	0.91398376	0.93531287	0.8857831	0.9677795	0.8672863	0.888799	0.9292095	0.9766544	0.9527928	0.955964	0.79572815	0.92872715	0.4820354	0.9485714	0.89364326	0.9342001	0.945035	0.97319174	0.94401413	0.87445104	0.85534894	0.9830595	0.94176596	0.91794574	0.99787587	0.96499723	0.98391896	0.9564427	0.979985	0.9479207	0.9162356	0.91467535	0.9059403	0.9066377	0.8255993	0.9629735	0.90877813	0.90567034	0.9208885	0.9556844	0.9026559	0.9279263	0.91460764	0.9610226	0.9781193	0.7023047	0.9265597	0.8831874	0.93490976	0.87149966	0.9166219	0.9521707	0.9038706	0.9052927	0.8972245	0.92608166	0.9239391	0.9425386	0.7676128	0.9043124	0.9258287	0.9361497	0.97272015	0.94515496	0.87991244	0.9522309	0.9639347	0.9589722	0.9818727	0.9452567	0.93612325	0.9810387	0.971356	0.96587366	0.8746196	0.93053925	0.9904041	0.84988403	0.8014435	0.8542307	0.97977996	0.9710091	0.9739461	0.9825701	0.95665306	0.87948567	0.86418074	0.9089249	0.9136269	0.9446506	0.88785243	0.9170294	0.8878688	0.94628257	0.90586895	0.9707303	0.9799253	0.9014194	0.855029	0.8767143	0.99404037	0.92071605	0.8887345	0.9292539	0.9154177	0.9653226	0.9407483	0.9363487	0.918288	0.94160837	0.84484905	0.9837823	0.9332486	0.9311648	0.952204	0.83781326	0.9306005	0.94018257	0.8991082	0.9670634	0.9276993	0.92499274	0.8747512	0.9054796	0.9486074	0.95610017	0.92095345	0.9768205	0.9673712	0.9604229	0.9057563	0.9888983	0.79100275	0.9774703	0.9227762	0.96821535	0.94057447	0.8958503	0.96476364	0.99582875	0.9236574	0.89418626	0.9179742	0.8978175	0.9569098	0.9692521	0.9115839	0.9037166	0.92671895	0.9540707	0.9616631	0.8891781	0.86514735	0.9228792	1.0	0.9342581	0.98381937	0.92354906	0.96482104	0.9205798	0.9472646	0.98158264	0.95208037	0.8831713	0.9305932	0.9238839	0.95321447	0.9722782	0.9544309	0.89374	0.9855084	0.9459548	0.9549442	0.97051126	0.90409195	0.93509763	0.8677652	0.9216082	0.9230498	0.96093315	0.9366135	0.9418642	0.92254674	0.9898496	0.94795686	0.9065576	0.96497965	0.94627184	0.91293514	0.79266346	0.9437652	0.9208468	0.9618421	0.9765202	0.9758096	0.9354317	0.84355277	0.95759237	0.94101346	0.8770957	0.9834365	0.97049654	0.9672071	0.93543565	0.9586243	0.8315512	0.7382748	0.92963785	0.97736776	0.9331939	0.98456824	0.97533447	0.92249346	0.9468701	0.98870903	0.9726048	0.94819283	0.91974854	0.92734814	0.90094674	0.9967389	0.8822623	0.9811607	0.8795998	0.93035454	0.8779533	0.8468734	0.8892568	0.9437595	0.8296457	0.92452323	0.9287356	0.9827511	0.86914	0.9516496	0.8974595	0.9720812	0.8959167	0.8586516	0.9222203	0.8998171	0.9645268	0.9667843	0.9869845	0.92937714	0.8646975	0.91303366	0.9284648	0.9716306	0.91281646	0.9710274	0.9130305	0.8958842	0.93191665	0.9733963	0.9549759	0.91432023	0.72256297	0.8572929	0.9328331	0.9092598	0.9024057	0.91518146	0.87936854	0.82290506	0.8709625	0.90892005	0.97000664	0.91759074	0.97132456	0.9740691	0.9849237	0.94985884	0.96509844	0.94037914	0.91692996	0.9002292	0.96109104	0.9617272	0.7202903	0.85603356	0.954864	0.9415658	0.7258876	0.8463388	0.88949525	0.91716224	0.90592074	0.91131586	0.8908316	0.6760427	0.9652271	0.9688335	0.9199906
10/num	0.8521163	0.0	0.93046343	0.6409447	0.77243364	0.2754106	0.7861403	0.92169935	0.2857027	0.92880607	0.7192186	0.5477945	0.83431673	0.9677148	0.9700511	0.9240423	0.86184275	0.9188448	0.9280588	0.9692701	0.7000147	0.8515974	0.82744384	0.89120674	0.9088369	0.7923064	0.9660477	0.9153864	0.8922382	0.71702164	0.81066215	0.9428068	0.94058955	0.9097653	0.88846314	0.9418272	0.8621951	0.77924794	0.78946054	0.8650885	0.83393544	0.8288044	0.9587923	0.813841	0.9194009	0.94891876	0.76767504	0.87398195	0.93073773	0.85541815	0.7949262	0.9184461	0.9542695	0.9191967	0.86773306	0.8644895	0.73335266	0.8831277	0.8867653	0.76646125	0.97411644	0.94209915	0.9142974	0.96848184	0.80720246	0.85041755	0.9012201	0.93096757	0.9799275	0.9516214	0.92485666	0.83799386	0.8126138	0.89856654	0.91901636	0.935794	0.8372341	0.94236743	0.9614115	0.9505878	0.9298835	0.86156034	0.85918295	0.8280166	0.93401045	0.8701112	0.9000853	0.9498436	0.79057753	0.89931524	0.8424561	0.68169814	0.7927215	0.7992258	0.8502981	0.94341946	0.8128935	0.9366049	0.84904695	0.92574024	0.8957172	0.9330708	0.9503152	0.92217845	0.89345974	0.96220654	0.8769746	0.82399297	0.77338636	0.9125624	0.8572749	0.9365746	0.83123314	0.8470934	0.85284615	0.98875165	0.9275506	0.7809098	0.8570504	0.9725435	0.91045415	0.8481035	0.9858295	0.94655836	0.9303832	0.92614573	0.9669855	0.89576626	0.7832446	0.7393917	0.84080946	0.8673629	0.71137303	0.9156759	0.57612693	0.8686167	0.7432027	0.9354081	0.77120024	0.959125	0.8615645	0.9604479	0.9698263	0.69083047	0.8501647	0.91552484	0.87888014	0.8701552	0.88278717	0.8803207	0.94213843	0.8927677	0.846565	0.85465574	0.91517025	0.9072882	0.8447248	0.89086217	0.92780364	0.88247377	0.94413	0.90101266	0.77686536	0.9693705	0.9349229	0.8223219	0.8986852	0.9200574	0.9552201	0.94964504	0.96702737	0.9850902	0.8926212	0.79737246	0.9335341	0.8570471	0.8617998	0.884817	0.96719784	0.901619	0.91668385	0.9802614	0.8988369	0.7096427	0.9196112	0.8081084	0.9562065	0.93336964	0.9598752	0.87298167	0.93366766	0.8549306	0.96930367	0.9420137	0.9429097	0.82732487	0.87532324	0.88416564	0.9762498	0.6271057	0.7980016	0.90950084	0.94624025	0.9053494	0.86544466	0.83486784	0.8357165	0.83720315	0.49565476	0.9571188	0.8300795	0.84772646	0.8849063	0.87309474	0.85438836	0.90734947	0.8790578	0.9171402	0.80051965	0.94965947	0.8957114	0.91757464	0.85886973	0.8895911	0.7855605	0.95377696	0.9431494	0.93603	0.90724206	0.9617895	0.8079698	0.99021035	0.80998874	0.9521266	0.90187967	0.8915592	0.9308495	0.9869375	0.79352504	0.9524263	0.9366927	0.85755277	0.7806215	0.9633398	0.85008776	0.5582354	0.89230335	0.94456685	0.9401508	0.7885892	0.83045363	0.88123775	0.996998	0.9768362	0.9943163	0.5828196	0.96086735	0.9371439	0.86880136	0.975293	0.9071021	0.9158007	0.89167106	0.9310146	0.9233573	0.9330072	0.87699276	0.8883703	0.9785021	0.9148753	0.90004534	0.97060925	0.82248235	0.9373275	0.89919215	0.8337014	0.9537697	0.96551484	0.90896076	0.9405761	0.9204528	0.9760103	0.93314356	0.7796416	0.9646593	0.78289205	0.8755355	0.74721634	0.89114	0.6431599	0.8398755	0.9502328	0.86930835	0.9284703	0.8682277	0.9305117	0.9580002	0.8247631	0.9143982	0.94653547	0.9721446	0.63443595	0.9428176	0.7315147	0.67623585	0.6139722	0.9121542	0.91197824	0.9714911	0.9503246	0.7599883	0.90203935	0.9911413	0.97731924	0.93521357	0.88364255	0.902676	0.761422	0.9627405	0.8877467	0.967546	0.9404018	0.8122287	0.85263824	0.91274333	0.8502693	0.6981316	0.88099825	0.7932074	0.88624525	0.9746953	0.91309416	0.9128498	0.84310067	0.91301745	0.86951214	0.8698323	0.88469183	0.89696556	0.9634692	0.9762974	0.9802748	0.86748254	0.8554738	0.8530859	0.9379903	0.92937785	0.8217764	0.9494271	0.9155995	0.9038677	0.7991468	0.9570205	0.8943671	0.85477436	0.6873417	0.89199674	0.8683722	0.81678516	0.87520427	0.82044077	0.91956687	0.7730341	0.88116086	0.7452205	0.965731	0.8380228	0.9715115	0.97399116	0.96813834	0.8948903	0.94768095	0.9292988	0.76408803	0.7606033	0.9295673	0.9561533	0.71091235	0.93750405	0.9106527	0.90270853	0.67371297	0.9740627	0.9494439	0.91366047	0.92539364	0.9426576	0.8975791	0.65608776	0.92704463	0.9568224	0.8693457
100/noun	0.9513684	0.93046343	0.0	0.83959615	0.9321547	0.9292819	0.8777244	0.8193504	0.9151658	0.64594674	0.9277529	0.93391085	0.9775832	0.99017483	0.9833289	0.9608298	0.935779	0.9637179	0.9482703	0.9615835	0.9042683	0.9258513	0.8784198	0.93426603	0.9771297	0.91164875	0.9751913	0.9725569	0.94020414	0.9267084	0.9110613	0.94915813	0.9142856	0.958374	0.9211847	0.9169508	0.9574172	0.90596014	0.9625572	0.8136926	0.9170084	0.9760254	0.9926429	0.9506657	0.9253481	0.9892982	0.91173315	0.9436936	0.9200477	0.91110444	0.94437885	0.9640077	0.96078324	0.98600906	0.95303726	0.9347836	0.9049285	0.9637295	0.9214251	0.8694509	0.9921469	0.98799604	0.9280733	0.9919176	0.9331527	0.9044749	0.96143514	0.9525847	0.9764192	0.96465456	0.9898975	0.9153166	0.9347342	0.921409	0.9561013	0.8355249	0.9256135	0.98628587	0.9823825	0.9518631	0.9376892	0.9296553	0.92544144	0.8971377	0.8361887	0.9609681	0.81416607	0.8046562	0.94370574	0.9680443	0.86181563	0.9286796	0.9262381	0.950801	0.81441975	0.9787892	0.93191606	0.9718783	0.9595142	0.96889645	0.9337098	0.948993	0.9979846	0.9554635	0.9767569	0.96507573	0.98080164	0.902609	0.9780938	0.9577996	0.9280973	0.989831	0.95011485	0.96303445	0.9589551	0.99679637	0.96602154	0.9473917	0.9482196	0.9868864	0.9965454	0.96279144	0.97926587	0.9673567	0.9959828	0.9669327	0.982525	0.93075615	0.9791246	0.95654404	0.97762465	0.9643748	0.93749475	0.96863025	0.917062	0.94785595	0.92027533	0.98093027	0.9822173	0.99804574	0.9906594	0.8516089	0.9807838	0.9073943	0.9439164	0.9701857	0.9842889	0.97858256	0.96594024	0.9576317	0.9964278	0.98789376	0.9788707	0.9307722	0.9265054	0.9635478	0.98064893	0.9767128	0.98016524	0.8951781	0.99680483	0.9741829	0.78301275	0.97855884	0.982246	0.97188294	0.96540344	0.95858514	0.9643659	0.9728964	0.994107	0.98963565	0.9698704	0.9954736	0.98196185	0.947687	0.9359909	0.94678617	0.9744899	0.9703321	0.98696333	0.9750554	0.95942634	0.9130825	0.96167547	0.851164	0.98778015	0.978858	0.9913915	0.98127216	0.9904336	0.9612233	0.9340855	0.9893218	0.97479796	0.98488843	0.9763937	0.99587345	0.98105925	0.9660749	0.9584837	0.95084083	0.9961888	0.97178733	0.8353012	0.9664737	0.9133674	0.9814842	0.9220778	0.9868768	0.95876795	0.95532125	0.97405106	0.93697345	0.988239	0.97536397	0.8349129	0.9453613	0.8960624	0.9872575	0.95681137	0.95356363	0.9466576	0.9822026	0.9240687	0.98956424	0.9749441	0.9778026	0.9915731	0.992806	0.8794757	0.9841377	0.9954734	0.99265426	0.9941849	0.97540337	0.9782925	0.9942765	0.94599223	0.9900125	0.972164	0.9826955	0.97942823	0.9811893	0.9766955	0.80683327	0.9751939	0.97410864	0.95432556	0.9460441	0.9455928	0.98818874	0.9650366	1.0	0.9987525	0.93512726	0.99613076	0.9999753	0.9787831	0.9946716	0.97008413	0.97731715	0.9872972	0.9817765	0.96205384	0.9814263	0.9752843	0.98213047	0.988752	0.96827894	0.9803936	0.979219	0.93279386	0.980221	0.96022236	0.9564117	0.9752193	0.98374224	0.9906309	0.97364235	0.9794044	0.9906763	0.9726333	0.7935776	0.96618503	0.9428904	0.977943	0.9581935	0.97571427	0.8778144	0.9679463	0.5323345	0.9704039	0.9720919	0.9840411	0.9928775	0.9582638	0.96041906	0.887013	0.97733724	0.96842027	0.94093585	0.93784964	0.871055	0.9189254	0.9804462	0.98095644	0.9865439	0.9763737	0.9568136	0.9652916	0.98062515	0.96568686	0.99442285	0.97479004	0.9797424	0.9631493	0.95888937	0.9587668	0.92029905	0.966799	0.99456835	0.9485915	0.95343804	0.92916834	0.95352304	0.9462207	0.9818979	0.9307943	0.9779571	0.97996014	0.97871083	0.951003	0.98384863	0.9577066	0.91869265	0.9353923	0.9262895	0.95327646	0.9949469	0.9958265	0.972041	0.8782181	0.9384305	0.97902185	0.9681785	0.9597678	0.8745487	0.97456586	0.96774113	0.962112	0.9401037	0.9982804	0.9622564	0.9660563	0.8915112	0.9888619	0.9712286	0.98835033	0.95254767	0.954469	0.98443204	0.9758842	0.9892867	0.9362695	0.999083	0.9837343	0.9893787	0.9974708	0.96709836	0.83706045	0.9608562	0.97934955	0.8790952	0.8915949	0.7562776	0.5647174	0.899436	0.95189	0.98602235	0.9702912	0.8914731	0.9848755	0.98529464	0.97898674	0.97767496	0.94120276	0.9719262	0.89259326	0.8066706	0.8204875	0.9831935
100/num	0.90745753	0.6409447	0.83959615	0.0	0.87423	0.665936	0.7933394	0.86871874	0.6232628	0.8566514	0.6740987	0.7630683	0.91425407	0.96136475	0.97042435	0.90468484	0.87017083	0.95799345	0.94377077	0.9734211	0.761375	0.8142748	0.8616705	0.92622936	0.96109414	0.7829131	0.966155	0.9182895	0.87851864	0.8143211	0.8544867	0.9193675	0.9251914	0.91126305	0.9211649	0.9571496	0.84047174	0.77731335	0.82868266	0.8579338	0.8638159	0.79797244	0.96134293	0.8707974	0.9467768	0.9661983	0.7523555	0.9134463	0.92385906	0.92825633	0.9057038	0.9598839	0.9194814	0.9326238	0.87950826	0.9079826	0.844711	0.9135684	0.8865112	0.8490693	0.9931263	0.95992714	0.9293369	0.98172516	0.87118256	0.9040925	0.942345	0.96544695	0.9709799	0.9303796	0.95473033	0.81560457	0.8021803	0.88600147	0.9478302	0.89407754	0.82643384	0.94975144	0.95719993	0.96461165	0.9448615	0.93181217	0.95363593	0.87579376	0.8776991	0.9225487	0.8305912	0.8781763	0.8847901	0.93319315	0.84246725	0.8680712	0.9018527	0.92334193	0.8556386	0.9223096	0.91157734	0.9443246	0.8191736	0.94130766	0.8567388	0.95108575	0.9522327	0.91160977	0.93042207	0.95918924	0.9079208	0.8017924	0.80930066	0.9036242	0.9069751	0.8962109	0.857726	0.90761423	0.8604624	0.9678356	0.92956	0.8262288	0.881139	0.9415853	0.91175985	0.88355064	0.98729587	0.9582923	0.93180126	0.9328439	0.9437582	0.8763597	0.78313714	0.72911954	0.8841409	0.8578582	0.7469331	0.886242	0.6349327	0.881255	0.82096684	0.9151382	0.77805495	0.9495661	0.9084595	0.8759657	0.97607535	0.8477174	0.9036317	0.9153278	0.8751554	0.8877796	0.90038335	0.9530176	0.9515855	0.90734684	0.8980993	0.8907524	0.92829543	0.943675	0.8381236	0.92265654	0.9502493	0.8768729	0.94101226	0.9438298	0.8303766	0.9641159	0.91060734	0.94799477	0.9700283	0.8984999	0.96027	0.9573182	0.95002574	0.98420185	0.8870692	0.82307285	0.98227054	0.8940911	0.87355703	0.90862465	0.9661522	0.8980497	0.8939098	0.9731646	0.9097778	0.68314505	0.9389271	0.8174993	0.9416995	0.9421418	0.9599289	0.9052815	0.97360677	0.8621451	0.9500246	0.96184814	0.9342928	0.8236561	0.8926377	0.9162712	0.9690699	0.58753574	0.7659224	0.8817204	0.9240644	0.9041089	0.8573055	0.82691145	0.8265926	0.83595586	0.4860223	0.97612345	0.8578712	0.8555094	0.96260935	0.91114104	0.7983851	0.92797846	0.8899688	0.93305665	0.8875173	0.9348583	0.90765744	0.9350597	0.8846488	0.95598376	0.7677006	0.92882967	0.9348256	0.9509665	0.935488	0.9635152	0.8209106	0.97783357	0.78651667	0.9883987	0.8775528	0.89609545	0.90639323	0.99127686	0.9149178	0.96415716	0.93414575	0.8922607	0.7189362	0.9341559	0.90790236	0.51458454	0.9061748	0.9683711	0.93056786	0.90555555	0.8377507	0.8754518	0.9967155	0.98167247	0.9985839	0.69264936	0.9370889	0.934572	0.8677279	0.9853461	0.92888284	0.94409776	0.9064274	0.94318384	0.9658934	0.94347084	0.8802614	0.8928072	0.96771014	0.89508116	0.9342145	0.9498305	0.8483955	0.94354635	0.89430594	0.9136944	0.9327359	0.95787245	0.8894566	0.944145	0.9285241	0.9787389	0.904475	0.80241716	0.9893645	0.78415626	0.8966515	0.74409115	0.92759186	0.7018172	0.8926097	0.81715447	0.8195206	0.9525686	0.9230004	0.91194016	0.9597719	0.9334557	0.8434086	0.94471776	0.95122606	0.8397185	0.93774587	0.77795625	0.83098173	0.6947626	0.9380476	0.9131775	0.9688511	0.93335575	0.7235185	0.90769416	0.9834212	0.96763283	0.91883826	0.94112	0.92884135	0.6747632	0.9717104	0.89906436	0.963724	0.9719575	0.73303187	0.87164354	0.91456157	0.8838671	0.74853694	0.8991638	0.8859247	0.90603465	0.9658829	0.9565285	0.90232754	0.8531817	0.8899301	0.8826833	0.8449097	0.8941014	0.9193121	0.95455235	0.9826504	0.9804629	0.8641397	0.889217	0.8966214	0.9313778	0.91361934	0.84932023	0.95024955	0.9117101	0.9202572	0.74504846	0.95780694	0.9230339	0.8728773	0.8423583	0.9192669	0.8770621	0.8375513	0.88341105	0.83885854	0.9021367	0.7926637	0.8979255	0.8731978	0.9852036	0.8617574	0.96629804	0.97643775	0.96900344	0.86106867	0.95020837	0.94767374	0.8022326	0.7952894	0.83654904	0.8033862	0.84616315	0.91443855	0.8824702	0.93916726	0.8508787	0.9840221	0.9539271	0.92062587	0.9339943	0.92636997	0.91453326	0.83066857	0.8693617	0.92108333	0.8873231
