	's/adv	100/noun	11/noun	110/noun	1996/noun	200_meter/noun	400/noun	A_merk/noun	Afrikaan/noun	Amerikaan/noun	Belg/noun	Brit/noun	Canadees/noun	Deen/noun	Duits/adj	EK/noun	Italiaan/noun	Mexicaan/noun	Zuid-Koreaan/noun	aanvankelijk/adj	achterstand/noun	affaire/noun	afloop/noun	al/adv	allebei/adv	allround/noun	alsnog/adv	anders/adj	argument/noun	arrogantie/noun	auto/noun	automatisch/adj	avonds/adv	bang/adj	behartig/verb	behoefte/noun	beiden/adv	bekruip/verb	bestuur/noun	bestuurder/noun	betrap/verb	beval/verb	bij/adv	bijdrage/noun	blijkbaar/adj	bouwkunst/noun	buitensporig/adj	carrosserie/noun	concreet/adj	conservatief/adj	coureur/noun	daarna/adv	dag/noun	deal/noun	deelname/noun	deelnemer/noun	definitief/adj	denigrerend/adj	derhalve/adv	deugdelijk/adj	dien/verb	discutabel/adj	doelbewust/adj	donderdag/noun	doorsta/verb	dreig/verb	druk/verb	duatlon/noun	dus/adv	echt/adj	echter/adv	eerst/adv	effect/noun	eigen/adj	eindklassement/noun	eindstrijd/noun	elftal/noun	erg/adj	februari/noun	finale/noun	forum/noun	fotograaf/noun	fout/adj	fout/noun	foutief/adj	functie/noun	gebied/noun	gebouw/noun	geenszins/adv	genetisch/adj	gesprekspartner/noun	getuige/noun	geval/noun	gewoonte/noun	gisteren/adv	gistermiddag/adv	goud/noun	groep_lid/noun	grof/adj	grond/noun	half/adj	heb/verb	heilig/adj	herhaald/adj	hinder/verb	hoek/noun	homohuwelijk/noun	hopeloos/adj	horden/noun	houd_over/verb	huidig/adj	iemand/noun	inefficiënt/adj	ingesloten/adj	integendeel/adv	internationaal/adj	jury/noun	kampioenschap/noun	kandidaat/noun	keer/noun	kinderloos/adj	klasse/noun	klassement/noun	koop_om/verb	kort/adv	kunst/noun	kwalificatie/noun	kwartet/noun	kwartfinale/noun	kwestie/noun	laat/adj	lach/verb	land_genoot/noun	legitiem/adj	lied/noun	lijk/verb	logischerwijze/adv	loop/verb	m/noun	maar/adv	mag/verb	management/noun	marxistisch/adj	match/noun	medaille/noun	medium/noun	melding/noun	mens/noun	mensheid/noun	meteen/adv	meter/noun	misverstand/noun	moreel/adj	namelijk/adv	nandrolon/noun	niet/adv	niets/adv	noodzakelijkerwijs/adv	normaal/adj	nummer/noun	offer_op/verb	onderhandelaar/noun	onrechtmatig/adj	onreglementair/adj	onvoldoende/adj	oog/noun	opdracht/noun	opponent/noun	opzicht/noun	orde/noun	ouder/noun	paard/noun	pak_DIM/noun	partij/noun	per/adv	plaats/verb	pleit/verb	plek/noun	ploeg/noun	ploeg_leider/noun	politiek/adj	post/noun	prompt/adj	protest/noun	protesteer/verb	publiek/adj	race/noun	rede/noun	reeks/noun	renner/noun	rest/noun	roep/verb	schoolslag/noun	sector/noun	serieus/adj	sla/verb	smal/adj	snijd_af/verb	speel/verb	spel/noun	speler/noun	sprint/verb	staatssecretaris/noun	stap_uit/verb	start/noun	start/verb	stem/noun	stem_biljet/noun	stuk/noun	taalgebruik/noun	te/adv	techniek/noun	tegenstander/noun	terstond/adv	tijdperk/noun	toch/adv	toen/adv	topper/noun	trio/noun	uiteraard/adv	uitlating/noun	uitspraak/noun	val/noun	vals/adj	vanmorgen/adv	veelbelovend/adj	veiligheid_reden/noun	verkiezing/noun	verontwaardiging/noun	vervolgens/adv	vis_op/verb	voorbaat/adv	voorlopig/adj	voorronde/noun	waarschuwing/noun	wagen/noun	wedstrijd/noun	weigering/noun	wel/verb	wellicht/adv	wereldkampioen/noun	wijze/noun	win/verb	winnaar/noun	woensdag/noun	woensdag_morgen/noun	word/verb	zal/verb	zaterdag/noun	zelfs/adv	zondag/noun
's/adv	0.0	0.99210167	0.6048074	0.98585075	0.90891725	0.94795704	0.99142814	0.9927463	0.9377199	0.94483006	0.9456733	0.9889903	0.9831911	0.98459375	0.9472296	0.93959045	0.9731382	0.99052775	0.96592593	0.9371286	0.9531204	0.9873834	0.9240686	0.92984754	0.87998235	0.9925131	0.9443201	0.92426217	0.99856097	0.96550035	0.8355026	0.9245447	0.42281926	0.85290223	0.9918732	0.9633241	0.94328374	0.75150895	0.97422993	0.8878335	0.92997634	0.79784536	0.9605205	0.990772	0.8862591	0.99979	0.98855114	0.96145487	0.97888917	0.977137	0.89124507	0.8724491	0.7354378	0.99201477	0.9537478	0.91061366	0.9092988	0.97556716	0.9565945	0.9975588	0.99260277	0.98012686	0.9700637	0.8680332	0.9327381	0.9716068	0.96428144	0.87678784	0.90289897	0.95514405	0.95231515	0.88135326	0.9684276	0.94627464	0.9881581	0.9698306	0.98921317	0.94883657	0.8523468	0.96915996	0.984655	0.9574715	0.9306109	0.9705586	0.9481434	0.91869366	0.97483623	0.97327757	0.9529926	0.9835014	0.94901234	0.9258824	0.9547523	0.7825143	0.93355453	0.9157427	0.9896029	0.993238	0.9594226	0.9776436	0.906658	0.9453223	0.9576619	0.9870428	0.9229988	0.9837445	0.996478	0.96708864	0.9892152	0.9476707	0.9822305	0.86247313	0.98847497	0.93513316	0.9593076	0.93450695	0.99230486	0.91083944	0.9827472	0.89584947	0.74818444	0.9526568	0.96608406	0.9567138	0.8587858	0.9913861	0.9815647	0.97788745	0.97944444	0.94898313	0.67562836	0.9204995	0.97145766	0.9725615	0.9460537	0.9758906	0.9210894	0.7630272	0.98982215	0.92938143	0.83406216	0.98835474	0.9969223	0.9311792	0.9596277	0.9761272	0.8640284	0.8594229	0.9861993	0.8621615	0.9643567	0.9851296	0.9922213	0.9189901	0.97897315	0.9325262	0.9741347	0.9587774	0.85602415	0.9878139	0.9529466	0.863938	0.9907674	0.96302813	0.98188514	0.94241756	0.9463015	0.9788482	0.99090856	0.9556827	0.8329818	0.93161136	0.7283746	0.9817658	0.8909701	0.96203905	0.98877627	0.8596946	0.94598806	0.88519025	0.98765635	0.8841117	0.8615454	0.99080956	0.98404795	0.99265933	0.94185054	0.96869385	0.9619701	0.93644905	0.9714189	0.93983006	0.9907423	0.99835414	0.96926785	0.8941608	0.8903629	0.89916545	0.93707114	0.9356803	0.9797741	0.94790125	0.974647	0.7074431	0.89582145	0.83448195	0.9871517	0.94885534	0.9382921	0.97391945	0.9525738	0.966552	0.98559934	0.9210905	0.9736017	0.90129	0.8738739	0.96368206	0.9546333	0.9274064	0.9865312	0.970175	0.9314202	0.95827645	0.9116419	0.97498375	0.936832	0.94960976	0.99468505	0.91305035	0.9641869	0.98306024	0.911373	0.97883964	0.9243219	0.88716125	0.91752905	0.9333729	0.9366157	0.92883825	0.9135544	0.9788749	0.9371709	0.9469195	0.8805573	0.88753337	0.8827481	0.9213666	0.87490255	0.925295	0.85360634
100/noun	0.99210167	0.0	0.9682646	0.27992737	0.5950794	0.27770895	0.087667465	0.9567095	0.93044674	0.80233	0.7456021	0.85149	0.78967637	0.8470981	0.79731005	0.47552097	0.747727	0.9701271	0.88828653	0.87606835	0.91718084	0.97911096	0.9379987	0.9288629	0.88742286	0.6876081	0.7942356	0.9953798	0.97189474	0.9845021	0.96095204	0.9027481	0.9912941	0.97888887	0.9562724	0.9940821	0.74898183	0.99568737	0.99074715	0.9838139	0.94233096	0.9983387	0.983101	0.97207516	0.985721	0.96253455	0.97376627	0.94348323	0.9839091	0.9973948	0.83926606	0.9220397	0.92993605	0.9819647	0.7385118	0.7931833	0.95132935	0.94769543	0.9428863	0.9962637	0.98994684	0.9756875	0.97980773	0.9097	0.96397686	0.9926442	0.9818039	0.743086	0.98547584	0.94462377	0.9779987	0.97463715	0.99562395	0.92738146	0.8623851	0.5826138	0.8375467	0.9960543	0.9556033	0.2885942	0.9883704	0.9613579	0.97759444	0.95927656	0.9801867	0.99846387	0.9996185	0.940186	0.97779715	0.99643236	0.92933947	0.9673513	1.0	0.95704305	0.8720862	0.85451144	0.28660464	0.9863046	0.9949407	0.89782435	0.34542888	0.9706818	0.9930518	0.97628945	0.9470093	0.9891319	0.9997537	0.98131645	0.2874248	0.8900466	0.95770705	0.9858223	0.9993139	0.9105826	0.97387874	0.9168787	0.96953356	0.46679562	0.8793155	0.72160923	0.98175377	0.7921668	0.8794322	0.9899565	0.9454206	0.981744	0.41420317	0.8059384	0.6055871	0.9795158	0.7963203	0.9293845	0.49671167	0.9852658	0.98933536	0.9850076	0.87472	0.73326015	0.20337057	0.93622255	0.91834235	0.9968703	0.98915464	0.9200784	0.3998394	0.99756	0.9704135	0.996895	0.98027074	0.8981181	0.19005388	0.98213553	0.9777604	0.97449124	0.908693	0.9931717	0.99321187	0.9750898	0.8947689	0.6793787	0.9700049	0.97671187	0.92950374	0.88755757	0.9381895	0.95174414	0.9752734	0.8854822	0.99613214	0.99842036	0.9873189	0.83912134	0.95718473	0.96082	0.94008696	0.68492866	0.95647216	0.8415669	0.79057074	0.90205956	0.9879188	0.99060625	0.86358255	0.9676184	0.9421688	0.9963385	0.54636693	0.99061704	0.3688594	0.8707903	0.9981771	0.99881107	0.1785366	0.99741346	0.9705696	0.95604265	0.91957355	0.9337736	0.8448798	0.95274794	0.9543913	0.6602887	0.96884227	0.9116533	0.7727554	0.7961198	0.9731275	0.97048086	0.9791478	0.9936987	0.96330273	0.8914423	0.87302285	0.94415426	0.9815722	0.9725549	0.8831312	0.7948715	0.96145076	0.9304422	0.98436666	0.98012346	0.89087814	0.86127543	0.8597447	0.815159	0.85773385	0.9194146	0.99915344	0.90831184	0.81589925	0.95651335	0.972193	0.6557997	0.98995936	0.96837443	0.77245104	0.95209676	0.90579456	0.89809555	0.4890458	0.9559969	0.45618594	0.66542864	0.93027097	0.9585161	0.93166167	0.9927319	0.77127266	0.916812	0.80488634
11/noun	0.6048074	0.9682646	0.0	0.9586413	0.7902972	0.9319206	0.97234076	0.9974323	0.9426854	0.9205909	0.9297793	0.9343712	0.9315879	0.9536927	0.9342991	0.87266076	0.9139071	0.8893137	0.9566755	0.9044599	0.9783791	0.94496363	0.9594929	0.8748128	0.9764203	0.9186448	0.93059796	0.9805357	0.9909858	0.93286085	0.83947515	0.9655785	0.7470192	0.9315567	0.99804866	0.9891579	0.98944676	0.8216758	0.99249	0.94976103	0.7833604	0.7485972	0.99275583	0.9905302	0.94579583	0.97918016	0.95939165	0.9999205	0.9612053	0.9615395	0.9216656	0.8285029	0.8199475	0.95527697	0.9466661	0.83753294	0.72896326	0.94350916	0.98995066	0.9827675	0.9833225	0.957938	0.9497658	0.30824184	0.97730666	0.95070195	0.97764623	0.77006626	0.9708758	0.9844133	0.9392947	0.9832226	0.9515627	0.9592123	0.9775156	0.87106055	0.890041	0.9905132	0.27193326	0.8884469	0.96993846	0.977519	0.9625348	0.99077815	0.90827674	0.93861973	0.97967225	0.9894101	0.97923416	0.9602639	0.9785489	0.85443145	0.9584068	0.91275823	0.8840976	0.90559876	0.9658065	0.9860151	0.96584606	0.99208415	0.928251	0.90226287	0.97534585	0.82649714	0.94438434	0.9991231	0.97644997	0.9697099	0.98005044	0.9764642	0.96213573	0.97403324	0.9670889	0.9321506	0.9837673	0.94105875	0.96686894	0.78381	0.9848228	0.94803834	0.9228147	0.91739243	0.97178715	0.9750788	0.8363322	0.9814375	0.90411067	0.92831826	0.86580145	0.9832585	0.87246644	0.9603593	0.9568596	0.9874978	0.9552219	0.94929165	0.848139	0.7578851	0.9882555	0.9478834	0.8917554	0.99283296	0.94213235	0.8106619	0.9461083	0.9239095	0.7292322	0.9520147	0.95179504	0.88682157	0.9670771	0.98712784	0.9433137	0.98105377	0.98613167	0.9368415	0.9827008	0.9517875	0.82902426	0.9950239	0.9033761	0.88682437	0.97034293	0.9581657	0.98684955	0.985195	0.9505912	0.92471725	0.98563784	0.97279876	0.97245395	0.95305467	0.9149737	0.9820869	0.97222835	0.96978015	0.961674	0.9663289	0.9088924	0.9214773	0.9738625	0.9286386	0.91357785	0.9426749	0.87562525	0.9792988	0.8895198	0.9362347	0.9374399	0.9013082	0.9652964	0.9332328	0.9772911	0.99045444	0.963359	0.94226056	0.9792446	0.92528397	0.8102586	0.97210604	0.9872004	0.9716287	0.9178467	0.9146423	0.7792794	0.43709433	0.97961396	0.9277086	0.98776156	0.98355	0.99459124	0.9431674	0.9438096	0.9749228	0.9217241	0.9663	0.9470081	0.804972	0.9251368	0.9257557	0.95796645	0.80771744	0.84854585	0.90296024	0.82000774	0.88676095	0.9363803	0.78492	0.9582342	0.99033654	0.9357645	0.9793995	0.90846	0.87978786	0.94815344	0.8852367	0.75559515	0.96680474	0.98834044	0.8662799	0.86603194	0.9614809	0.87009436	0.87726885	0.32820886	0.7348988	0.79421294	0.93191046	0.33702028	0.955022	0.4434747
110/noun	0.98585075	0.27992737	0.9586413	0.0	0.598316	0.27155644	0.23159325	0.9534471	0.92820543	0.8267759	0.7601516	0.86237603	0.77040666	0.8675233	0.9224704	0.58164793	0.85315293	0.88957256	0.8461364	0.961385	0.9069189	0.9795055	0.93914235	0.9202375	0.86251247	0.7122952	0.8043717	0.9715251	0.97639257	0.97576475	0.9712217	0.89165246	0.9824241	0.978849	0.953539	0.9960581	0.7063544	0.9808182	0.98950833	0.9967907	0.9883241	0.9841861	0.9776194	0.9718361	0.9889436	0.9832485	0.98627704	0.9332458	0.96919	0.96258885	0.8851246	0.9147997	0.9349234	0.9836244	0.8570978	0.835473	0.94792217	0.90738416	0.9525978	0.9950827	0.97549754	0.9683094	0.9566469	0.8821659	0.9185431	0.9852524	0.9934276	0.76004434	0.96344423	0.9763876	0.98316336	0.95918787	1.0	0.95473146	0.82666695	0.5958195	0.77408516	0.9743156	0.9363449	0.41809303	0.9704686	0.99061745	0.94393414	0.9642533	0.976522	0.97752875	0.9961919	0.9277763	0.9828511	0.98582524	0.89365226	0.9817891	0.9988474	0.9669736	0.8714835	0.8974126	0.49738413	0.98884195	0.9966316	0.8927665	0.46499425	0.9662474	0.98808575	0.9955412	0.9315026	0.9788226	0.9766744	0.97249436	0.371742	0.89361274	0.93965715	0.99500847	0.9916341	0.8984946	0.99413544	0.9631531	0.9579125	0.62504935	0.9033301	0.7982065	0.9752788	0.85034275	0.88635004	0.97464687	0.9806229	0.999682	0.4431085	0.8601171	0.52087724	0.999461	0.7681643	0.8756218	0.58217597	1.0	0.9938758	0.9647445	0.8750835	0.6898148	0.39829838	0.93951094	0.9012986	1.0	0.9892036	0.8946979	0.5817263	0.9982284	0.98484045	0.99573123	0.98059654	0.9140407	0.44797277	0.97719514	0.9841718	0.9860846	0.9604692	0.9880359	0.9863863	0.9411137	0.8374333	0.73345745	0.9604774	0.9986574	0.9926164	0.91859967	0.9130966	0.9394042	0.95312214	0.8693135	0.9895778	0.9930217	0.94593227	0.90482914	0.95589477	0.9671821	0.92568564	0.7470242	0.99848247	0.9120008	0.78523207	0.95697725	0.97563684	0.964489	0.86542165	0.9930848	0.9929357	1.0	0.6612382	0.99726737	0.4235497	0.9062731	0.9957071	0.99048334	0.44658464	0.99832565	0.9550021	0.97648185	0.8964926	0.952849	0.8062994	0.9568887	0.95362526	0.68655324	1.0	0.8794932	0.8103915	0.7585861	0.9607825	0.94468385	0.9905308	0.99637306	0.99316704	0.9952683	0.88480496	0.94877696	0.9752635	0.9768413	0.90641564	0.83738524	0.98160744	0.8911612	0.9968917	0.99556535	0.87584764	0.9019346	0.95819575	0.8596186	0.871986	0.9512335	0.9955905	0.9343615	0.8098588	0.9467721	0.9721321	0.60350907	0.98501426	0.96344256	0.79652256	0.95151186	0.8589906	0.9266372	0.61428803	0.9856861	0.57472986	0.7244264	0.8715997	0.97744703	0.9367669	0.9772072	0.80202967	0.93247944	0.8444345
1996/noun	0.90891725	0.5950794	0.7902972	0.598316	0.0	0.6161519	0.63048756	0.9887929	0.8628849	0.7159884	0.6369386	0.72200954	0.6760843	0.6856319	0.7327146	0.60604036	0.73705524	0.86225206	0.7644673	0.8070365	0.8133517	0.88204753	0.83591145	0.8250972	0.8337091	0.51085126	0.5663854	0.9410274	0.90399307	0.96048963	0.92223334	0.76803976	0.9258411	0.96009785	0.9208908	0.9505775	0.7387428	0.94474816	0.8465357	0.9258549	0.8504858	0.9507127	0.8872462	0.9302571	0.9514695	0.935818	0.87121534	0.99971056	0.9599651	0.918977	0.83738226	0.7418609	0.81717336	0.8701134	0.59851396	0.7322082	0.81844014	0.9054475	0.80796397	0.9376114	0.92796373	0.89617497	0.9371957	0.67337495	0.9335943	0.8843661	0.9349549	0.5864247	0.8352624	0.91905636	0.89402705	0.85138583	0.9565524	0.9261962	0.7355457	0.6732111	0.6952183	0.90682286	0.7198494	0.5563374	0.90064454	0.91566265	0.9148859	0.9387458	0.93673974	0.8638252	0.9829552	0.9705266	0.9293988	0.97642195	0.97756284	0.85346925	0.9308737	0.879411	0.72699964	0.7562642	0.52797437	0.9340707	0.9551513	0.9160926	0.5905199	0.8482172	0.95643777	0.8925463	0.9186019	0.95006686	0.956576	0.8905843	0.6518001	0.8130213	0.90364546	0.8998084	0.9532693	0.9750676	0.9251117	0.9039362	0.85581446	0.577569	0.7158978	0.5536019	0.8822267	0.6471019	0.85038424	0.8878145	0.75369024	0.9870026	0.57002044	0.7572664	0.6118623	0.9362254	0.7494873	0.9070101	0.6000265	0.92829067	0.9514988	0.90034866	0.8452076	0.7690921	0.6939393	0.93377674	0.77882135	0.88271594	0.9790413	0.8023394	0.46527207	0.89308465	0.88087523	0.9382234	0.9677813	0.8485489	0.6444448	0.9586128	0.900678	0.91211087	0.88891804	0.95211774	0.95429796	0.95970476	0.88149035	0.71109766	0.9511097	0.98029107	0.88648754	0.9175191	0.90640336	0.8321407	0.9378659	0.82971346	0.9273332	0.98175263	0.8951332	0.8610976	0.9529587	0.82890445	0.7775919	0.6332705	0.9334306	0.8758962	0.6907855	0.8996481	0.9198001	0.9052047	0.6680918	0.8969746	0.84841466	0.9317152	0.626672	0.8659562	0.6579162	0.8201049	0.9172815	0.91544515	0.657414	0.94794333	0.91619056	0.9111515	0.9687716	0.8371198	0.7721369	0.81157553	0.8534008	0.73978865	0.9514642	0.9107625	0.6949714	0.6901112	0.8513526	0.89445525	0.9338418	0.9712977	0.9099328	0.9367738	0.8125784	0.8926443	0.9157338	0.90699095	0.7068854	0.7929511	0.920454	0.8534434	0.86020994	0.8016964	0.7974284	0.8322498	0.8642389	0.8494515	0.840834	0.7250322	0.94653857	0.8638908	0.7625644	0.8260963	0.9021539	0.63777256	0.884673	0.9247527	0.7214633	0.8091658	0.94650435	0.8160092	0.6170162	0.82753575	0.4922843	0.59132844	0.74210954	0.8594409	0.7333338	0.79840255	0.6586087	0.82320964	0.5998465
200_meter/noun	0.94795704	0.27770895	0.9319206	0.27155644	0.6161519	0.0	0.2841487	0.91785234	0.88440275	0.7501363	0.6798943	0.8090838	0.72678745	0.82142305	0.86582273	0.48545498	0.7623526	0.90089613	0.8232468	0.928188	0.91563773	0.9347423	0.928997	0.88628876	0.7671915	0.7081237	0.76750827	0.94295275	0.95288837	0.96962327	0.90886056	0.8949535	0.93472505	0.96894693	0.94733214	0.9979198	0.7269499	0.96570575	0.99854934	0.92839646	0.93264925	0.9896742	0.9759219	0.9730236	0.97038674	0.96637976	0.96194124	0.9686545	0.95359105	0.9791959	0.8078572	0.8993126	0.88779795	0.9541833	0.7994119	0.6707214	0.93845713	0.89403576	0.96241355	0.99068135	0.971298	0.9586875	0.94306684	0.88464075	0.91522294	0.9783489	0.9726387	0.6920442	0.9660142	0.9279195	0.97971	0.9015328	0.99615055	0.93877363	0.8043735	0.5959578	0.80070233	0.99054265	0.8870368	0.33992302	0.9882828	0.9699767	0.92012846	0.9558186	0.9630977	0.9906881	0.994559	0.9786464	0.953135	0.9944468	0.92680264	0.9123498	0.99531066	0.9576228	0.84832597	0.8928415	0.38538158	0.97830594	0.9805722	0.94026685	0.4149245	0.9654931	0.9844408	0.9799681	0.87385005	0.997148	0.9907189	0.9551359	0.26458663	0.9081936	0.9461645	0.9623	0.9919234	0.9037307	0.9920955	0.931795	0.968215	0.5300006	0.8411098	0.7541645	0.954696	0.7779465	0.8471422	0.9549154	0.9053238	0.9908922	0.43602264	0.8084035	0.50717336	0.9932245	0.7460343	0.9205977	0.54892904	0.9872436	0.9653941	0.9633409	0.8291246	0.6257297	0.25878292	0.9246078	0.8939423	0.99868554	0.9854687	0.8636279	0.44727188	0.99698055	0.9444776	0.9715906	0.9744437	0.83045614	0.27332008	0.9478375	0.9893877	0.97545886	0.9560862	0.9820514	0.98460096	0.94189847	0.89704955	0.68548864	0.9690511	0.99555403	0.95134515	0.94318485	0.93976855	0.9279756	0.94582105	0.87772495	0.9856122	0.99266064	0.995891	0.82092774	0.9571532	0.98230004	0.92587614	0.6770568	0.9908467	0.8662526	0.7452662	0.887981	0.99965745	0.9775208	0.78626424	0.99793506	0.99347764	0.9979184	0.5159621	0.99819714	0.33304924	0.86311543	0.98900956	0.9724113	0.36246556	0.99813837	0.978754	0.92639756	0.8993767	0.9175563	0.7954554	0.9392543	0.96243817	0.6334529	0.99677765	0.8215821	0.7207526	0.64450336	0.98071	0.90822315	0.9479535	0.99508	0.9732656	0.93262345	0.8416167	0.88000005	0.9646544	0.96994007	0.84955853	0.74291635	0.9244752	0.8717679	0.99644184	0.9935245	0.91386753	0.83755225	0.8868061	0.832514	0.8622051	0.94434744	0.9823645	0.88765484	0.77890736	0.9485091	0.920539	0.6692096	0.96201426	0.91814774	0.6999835	0.96679306	0.90517783	0.8688795	0.49352664	0.98509747	0.45639753	0.6807151	0.879145	0.96326244	0.92029977	0.9599745	0.7182641	0.91470224	0.7823319
400/noun	0.99142814	0.087667465	0.97234076	0.23159325	0.63048756	0.2841487	0.0	0.95273423	0.92510986	0.83313966	0.7893971	0.8973328	0.7568217	0.87484306	0.84586155	0.48624498	0.7932601	0.9445859	0.88019925	0.8634766	0.89332205	0.9618916	0.9248828	0.916206	0.90096474	0.708586	0.78911114	0.9797833	0.96841383	0.96473086	0.9699034	0.8936002	0.9925061	0.9452138	0.94649047	0.99573565	0.7071368	0.9730958	0.9915504	0.99926734	0.9421897	0.9941415	0.96301115	0.9725507	0.9905043	0.95100397	0.93550014	0.9426462	0.97917205	0.9896466	0.8032216	0.94973254	0.93293244	0.97499776	0.74529517	0.8046872	0.94919246	0.92580116	0.9642644	0.99318427	0.98258734	0.9711625	0.975629	0.940562	0.92880964	0.97807455	0.982024	0.7364558	0.9714963	0.908717	0.98186547	0.953839	0.99261004	0.9265488	0.8174663	0.5717876	0.8317307	0.9648729	0.95382106	0.37125224	0.9777888	0.9747268	0.95830685	0.9559753	0.9790534	0.99773365	0.9983124	0.9399726	0.96856326	0.9812765	0.9163325	0.9610505	0.9755781	0.9651275	0.8868409	0.89290327	0.33564872	0.9730238	0.9864405	0.8910978	0.47260743	0.97517145	0.9946254	0.9784201	0.92527354	0.9899719	0.99392134	0.9753961	0.29715186	0.87066376	0.9534878	0.98765695	0.97567016	0.8854631	0.99095315	0.9018326	0.9596254	0.5216409	0.84864926	0.77753705	0.978309	0.75637704	0.84632623	0.9764744	0.9593651	0.99365056	0.4636026	0.78473943	0.65135324	1.0	0.820086	0.914561	0.5507175	0.98015314	0.97494036	0.91892165	0.87495995	0.7423565	0.24122429	0.9558312	0.9208275	0.9918422	0.9760399	0.8831099	0.4367696	0.99833524	0.9520583	0.9869076	0.9791552	0.86950564	0.23789626	0.9694857	0.9671209	0.98531276	0.9513443	0.98567784	0.99319994	0.9516963	0.8661956	0.71313983	0.96384174	0.9928922	0.95412487	0.930433	0.9193418	0.98335063	0.96715736	0.9165738	0.9700994	0.9988173	0.993629	0.81113374	0.97041404	0.9486037	0.89946264	0.74618804	0.9741502	0.8939273	0.7925067	0.92301273	0.9855595	0.982281	0.857199	0.97300154	0.9682235	0.9967469	0.55567783	0.9716009	0.39660853	0.88822144	0.995826	0.99887615	0.24239331	0.96843195	0.9695015	0.9792651	0.90371966	0.97713244	0.8517988	0.9342109	0.9472141	0.6599456	0.9930094	0.9759633	0.7327685	0.7658573	0.9689089	0.9634615	0.9732563	0.9769816	0.98803157	0.88823223	0.9168837	0.9334877	0.9675054	0.96789867	0.89539427	0.7605204	0.9680949	0.9283935	0.9904784	0.998663	0.8820711	0.87661475	0.8870603	0.75815964	0.8545503	0.90813655	0.99096733	0.9528942	0.78626055	0.9199306	0.98212457	0.6379448	0.98635834	0.95875067	0.76339924	0.93130976	0.8967773	0.92812175	0.5438055	0.97495544	0.47671884	0.6753105	0.9332467	0.9575094	0.9368143	0.98084915	0.77420646	0.9163816	0.81474537
A_merk/noun	0.9927463	0.9567095	0.9974323	0.9534471	0.9887929	0.91785234	0.95273423	0.0	0.9031528	0.96948975	0.82901853	0.95241946	0.9533997	0.9344995	0.93593985	0.91656995	0.9581193	0.9834438	0.9667952	0.95679015	0.9296642	0.8752764	0.96898514	0.97308517	0.95859736	0.9214332	0.9625518	0.849046	0.96659064	0.938608	0.9848385	0.9717637	0.9929814	0.9647899	0.80740136	0.8603085	0.99770147	0.96129465	0.95120335	0.9957508	0.99531245	0.8886801	0.9436276	0.8830484	0.92956805	0.99602485	0.990798	0.90020204	0.9001642	0.949438	0.9600199	0.9618431	0.9791121	0.9377334	0.96948445	0.9540851	0.96453524	0.9859267	0.7165651	0.9869678	0.8150841	0.9699672	0.9738212	0.99486965	0.91707414	0.7016561	0.9426764	0.943082	0.83623725	0.8872632	0.92199624	0.9022116	0.98808014	0.75202024	0.9337975	0.8859691	0.771894	0.9789299	0.9994813	0.93955785	0.91720015	0.945959	0.8725828	0.9497739	0.9167766	0.9264787	0.902396	0.968777	0.8875126	0.9688072	0.9778319	0.97069824	0.92845374	0.9617809	0.9683801	0.95222604	0.97630954	0.9788111	0.9519751	0.94676846	0.92242247	0.895162	0.9026395	0.9670149	0.9528903	0.9787693	0.8207006	0.8719123	0.95602715	0.88121545	0.89347464	0.96211874	0.88789254	0.94748133	0.9316381	0.84914553	0.90752053	0.9455449	0.96734494	0.92782986	0.84928656	0.92899835	0.950809	0.9606356	0.9995019	0.9563746	0.90845567	0.9442717	0.92606795	0.9231242	0.95072985	0.9773046	0.9735431	0.87958264	0.9857226	0.85949534	0.93588406	0.9531504	0.96394897	0.86667114	0.87555623	0.93455935	0.9923397	0.93624556	0.9627644	0.9261329	0.9959979	0.9636613	0.93172383	0.96024644	0.9524167	0.8773768	0.92666984	0.93063796	0.9650536	0.9194543	0.56522703	0.9726434	0.9408859	0.9791243	0.9557129	0.91627336	0.8363844	0.98854166	0.9289067	0.91891897	0.68901527	0.9307718	0.84525555	0.91833234	0.9920193	0.9665537	0.9415091	0.8999064	0.95228666	0.93295276	0.85200405	0.73219717	0.9145485	0.97841334	0.8775253	0.9366021	0.9365063	0.9469732	0.98904574	0.9162952	0.9848403	0.9503849	0.8106537	0.9846393	0.95110655	0.9967383	0.9459341	0.9326965	0.89018166	0.9327497	0.98555285	0.96415544	0.8941421	0.92537165	0.8817617	0.9651049	0.97758955	0.9773729	0.9487699	0.92632437	0.98135865	0.97733206	0.99194264	0.9536175	0.94259334	0.97958994	0.94205344	0.79391295	0.9674635	0.86318445	0.96705157	0.9116758	1.0	0.96342754	0.95540386	0.9455806	0.966887	0.99427223	0.9699638	0.9467078	0.97028244	0.9689969	0.9614926	0.92640114	0.9646676	0.88036346	0.875704	0.9352172	0.93730634	0.9878509	0.8823022	0.9821999	0.9602037	0.95105094	0.9296701	0.95997685	0.93163353	0.9592262	0.9677346	0.99662393	0.9389605	0.8909228	0.9778466	0.8649556	0.9815857
