	Charlie/name	steun/verb	Albanees/noun	EU/name	word/verb	die/pron	winkel/verb	waar/adj	en/comp	baas/noun	joods/adj	vrijheid/noun	prachtig/adj	hoe/adj	inmiddels/adv	zoals/comp	tv/noun	keerzijde/noun	vergadering/noun	Anthuenis/noun	Noorden/name	daarom/pp	prostituee/noun	wreed/adj	klus/noun	nuchterheid/noun	vanwege/prep	Blair/name	juweel/noun	prietpraat/noun	13-jarige/adj	begin/noun	Linda/name	Stefan/name	Amerikaan/noun	in/adv	journalist/noun	elk/det	Leys/name	on_versneden/adj	Arabier/noun	ultra_orthodox/adj	jodendom/noun	alles/pron	moeder/noun	gij/pron	Cools/name	alles/noun	daartussen/pp	platteland/noun	heb_lief/verb	namelijk/adv	waarom/adv	verrekt/adj	liberaal/adj	Aires/name	kunst/noun	dat/comp	woord/noun	leer/verb	systeem/noun	islam/noun	Duitser/noun	om/comp	meute/noun	Olympische/name	dagelijks/adj	varken/noun	want/vg	zelfs/adv	type/noun	grinnik/verb	overigens/adv	hoe/noun	dan/comparative	politiek/noun	super_held/noun	Friesland/name	kind/noun	Kijk/name	Kremlin/name	luister/adj	Syriër/noun	ons/det	ga/verb	evenzeer/adv	elkaar/pron	oorlog/noun	VS/name	intens/adj	religieus/adj	stad/noun	verlies/verb	wegens/prep	te/comp	die/det	schop/verb	Irving/name	zij/pron	soort/noun	bemin/verb	zal/verb	lach/verb	regel_DIM/noun	diep/adj	daarna/pp	zo/adv	vraag_af/verb	geding/noun	kater/noun	Javaan/noun	namaak/noun	talentvol/adj	kweek_vijver/noun	vrede/noun	je/pron	moslim/noun	pas/noun	eigenlijk/adj	begin/verb	zeg/verb	land/noun	Waal/noun	sluit_op/verb	hartstochtelijk/adj	meest/adj	onderwijs/noun	laconiek/adj	Tutsi/noun	opgesloten/adj	Holiday/name	Barend/name	draadloos/adj	nagel/noun	toch/tag	en/vg	liefde/noun	maar/vg	las/verb	onderonsje/noun	ding/noun	vijand/noun	zak_af/verb	denk/verb	erg/adj	hartgrondig/adj	wie/pron	premier/noun	om/prep	York/name	mijn/det	geit/noun	iedereen/pron	zwakte_bod/noun	eeuwig/adj	hoezeer/adv	realiteit/noun	ze/pron	sound/noun	vervloek/verb	tegenstander/noun	destijds/adv	tevoren/adv	verdwaal/verb	nooit/adv	Bardot/name	niet/adv	tennis/noun	computer_spel_DIM/noun	man/noun	Wout/name	gelijkelijk/adv	maandag/noun	Borms/name	voetballer/noun	vrouw/noun	middelmaat/noun	criticus/noun	armband/noun	toestand/noun	film/noun	als/comp	ons/noun	etiket/noun	it/name	omdat/comp	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	het/det	geweld/noun	persoonlijk/adj	tegenwoordig/adj	reden/noun	men/pron	medium/noun	heel/adj	Sperwer/name	soms/adv	wereld/noun	modern/adj	trend/noun	haar/pron	Amerika/name	genocide_wet/noun	gezeik/verb	Democraat/noun	vader/noun	Iraans/adj	allebei/adv	aartsvijand/noun	NAVO/name	romantisch/adj	want/comp	mens/noun	ervan/pp	Spelen/name	misschien/adv	Irakees/noun	volk/noun	intellectueel/adj	ras/noun	ik/pron	Wimbledon/name	tuig/noun	van/pron	Mona/name	perfectie/noun	Tripp/name	gewoon/adj	dat/det	dat/pron	haar/det	ander/adj	voordracht/noun	zeur/verb	steeds/adv	waarschijnlijk/adj	dirigent/noun	Cézanne/name	gevoel/noun	erom/pp	alle/det	Mussolini/name	Johnny/name	jullie/pron	kots/verb	hier/adv	u/pron	staat/noun	ongelijkheid/noun	wantrouw/verb	voetbal/noun	pest/noun	mij/pron	schoen/noun	natuurlijk/adj	hen/pron	hij/pron	we/pron	ander/noun	Blue/name	Boudewijn/name	verhuis/verb	Billy/name	hun/det	me/pron	ons/pron	strafschop/noun	huis_werk/noun	wanneer/comp	Kosovo_crisis/noun	Engelsman/noun	vecht/verb	sommige/det	Hoge/name	Chirac/name	Berlin/name	oud/adj	Schenk/name	zijn/det	McDonald's/name	baan_DIM/noun	kerst/noun	ga_mee/verb	allemaal/adv	jezelf/pron	pop_ster/noun	maar/comp	regelrecht/adj	boek/noun	wat/pron	Derksen/name	fel/adj	duif_liefhebber/noun	Frank/name	geschokt/adj	feite/adv	vraag/verb	niks/noun	sprookje/noun	overzee/pp	mezelf/pron	Pinochet/name	zichzelf/pron	wij/pron	Nederlander/noun	hem/pron	zwart/adj	president/noun	of/vg
Charlie/name	0.0	0.9272522	0.9637675	0.9900507	0.9211131	0.8527739	0.91681194	0.8982654	0.8819581	0.7431032	0.9193144	0.920531	0.83587795	0.8992508	0.8893261	0.7913263	0.85644937	0.93723154	0.9894779	0.9253792	0.844352	0.9230001	0.95607585	0.7517096	0.8978283	0.9398087	0.81850934	0.96497095	0.9718631	0.9484085	0.9229239	0.9335646	0.8901901	0.8878105	0.8061715	0.97504306	0.8987753	0.89835066	0.91369724	0.8656946	0.90931404	0.9845136	0.976693	0.95816106	0.8433373	0.886985	0.9230486	0.9443997	0.93211985	0.89101136	0.8764621	0.9214199	0.9167059	0.9394677	0.96986437	0.9199677	0.9154947	0.9338207	0.9317818	0.92121845	0.9620025	0.929091	0.82752883	0.9360715	0.8833552	1.0	0.9296993	0.919489	0.9192173	0.8686132	0.8363743	0.76026344	0.97801775	0.87680167	0.9004067	0.9241973	0.9358111	0.9379599	0.89190173	0.77631223	0.9478604	0.84177154	0.9479822	0.90845764	0.91897243	0.87751275	0.9090922	0.87271225	0.8442992	0.77105427	0.95411265	0.92798465	0.9057411	0.8926143	0.9177804	0.8559552	0.8437556	0.80973405	0.91827595	0.8659003	0.9000332	0.93365145	0.81264454	0.9308819	0.9239847	0.84614766	0.84690917	0.9775271	0.97127044	0.93281627	0.9656258	0.92911965	0.9222714	0.9674978	0.8942516	0.91017157	0.93983257	0.9857136	0.9286537	0.85403925	0.8543676	0.96284896	0.9040573	0.8013451	0.86652035	0.88587666	0.9635376	0.887214	0.9160387	0.9145211	0.3061275	0.90858895	0.9377521	0.91218716	0.915359	0.734673	0.7906588	0.8966539	0.9553744	0.7939896	0.88320285	0.8618169	0.8994573	0.9408263	0.8952199	0.94941413	0.89079154	0.97929394	0.8532182	0.8434492	0.8489671	0.94267243	0.9020478	0.96320766	0.80756485	0.92117226	0.8244941	0.88478017	0.69970524	0.82436913	0.9155519	0.8334741	0.9102546	0.8961767	0.89837056	0.9630267	0.90709305	0.9590964	0.8490985	0.8550046	0.9027515	0.9649715	0.9579129	0.93307173	0.86798996	0.9052985	0.92118347	0.85157293	0.971121	0.9343297	0.60549724	0.8728528	0.92396504	0.90991724	0.7433507	0.9298445	0.9409705	0.8054324	0.9064961	0.92031825	0.83848673	0.94787294	0.93361884	0.9088974	0.87502074	0.98607796	0.94596034	0.95333564	0.8860428	0.9875232	0.81022084	0.8845469	0.8229191	0.97339624	0.88879484	0.86524415	0.92780113	0.853228	0.9599083	0.74747634	0.937386	0.90157866	0.888925	0.9427969	0.68319166	0.89353174	0.8959469	0.94826466	0.9680489	0.8868672	0.9148449	0.890973	0.8756056	0.95055014	0.9199338	0.9112586	0.91341174	0.9170245	0.9295322	0.9403585	0.9786455	0.92704844	0.93384254	0.9067892	0.80799353	0.9373089	0.9495095	0.8237953	0.9173304	0.9669261	0.77105975	0.9602255	0.88602823	0.80899215	0.96532494	0.8695932	0.46939695	0.8410666	0.9106599	0.8836875	0.94023526	0.97072244	0.9231891	0.89719045	0.85748315	0.9756613	0.90818316	0.90648556	0.9101674	0.9280753	0.83164096	0.93484473	0.8644654	0.5131806	0.77950037	0.95162755	0.4168384	0.86612666	0.91836745	0.9510112	0.9413172	0.88367033	0.8179538	0.9254424	0.82393575	0.82301456	0.93025416	0.9583934	0.9524441	0.729175	0.87323135	0.9478847	0.78896546	0.57596564	0.8598544	0.8242036	0.9146288	0.9336398	0.9131309	0.6555157	0.8983477	0.8767446	0.8768544	0.93537503	0.90445215	0.91585433	0.89758223	0.5642617	0.8958427	0.89938396	0.9506266	0.91923654	0.7182946	0.9375498	0.9358967	0.9414452	0.8774214	0.9245005	0.8919669	0.9008783	0.8406142	0.9630107	0.785403
steun/verb	0.9272522	0.0	0.66757464	0.6732329	0.77516496	0.5418047	0.8957968	0.80148774	0.8052683	0.78578615	0.65772986	0.63067806	0.9007684	0.7598405	0.6648383	0.72396874	0.7914366	0.83141947	0.7894776	0.80802387	0.8990217	0.71058214	0.80106187	0.70067424	0.8873632	0.86735237	0.6628846	0.6608591	0.90308696	0.8622977	0.9407555	0.77885216	0.8969424	0.96956795	0.5478358	0.8454054	0.7292539	0.84155333	0.9177004	0.812649	0.6291721	0.7693118	0.7427547	0.9059335	0.77547884	0.81337786	0.9299926	0.8041331	0.8544066	0.84013593	0.69742787	0.82816964	0.6924852	0.9256136	0.6534312	0.8268327	0.8304644	0.6396463	0.77559197	0.7012789	0.8006383	0.6722419	0.7880806	0.7271223	0.86513424	0.9981233	0.79782945	0.9431215	0.82649636	0.700208	0.88424605	0.9357448	0.78958106	0.8287646	0.7831278	0.5706811	0.8574534	0.9205351	0.8264696	0.88414437	0.66264987	0.8282526	0.763503	0.7248362	0.86357415	0.7645619	0.68634826	0.5536235	0.5690092	0.79455084	0.70813596	0.8217031	0.78072333	0.74714875	0.77364814	0.80288994	0.7197416	0.9105237	0.6810181	0.8421113	0.68278396	0.6124264	0.7369629	0.9093454	0.83530426	0.8167194	0.7720167	0.7493942	0.889823	0.8887941	0.8628739	0.85963047	0.8831797	0.87875354	0.5293494	0.90348554	0.60666925	0.9546888	0.8363011	0.7998524	0.7111218	0.53025	0.8566796	0.74928606	0.7261213	0.64122456	0.8375769	0.8129529	0.7483038	0.86462307	0.97309244	0.9194244	0.9499087	0.90505385	0.8651294	0.65178025	0.77041185	0.7812122	0.8632039	0.7517296	0.81901073	0.54537636	0.8095504	0.77666616	0.7704557	0.8091533	0.72764945	0.54841816	0.8381294	0.8317989	0.89032984	0.97974885	0.7902267	0.92491555	0.79437387	0.5810659	0.8089761	0.7885091	0.9013381	0.7033335	0.56399584	0.7418457	0.76913774	0.9371834	0.77765715	0.7931606	0.78554106	0.94493467	0.9204035	0.79326046	0.8577515	0.71782756	0.7641406	0.94851345	0.8960368	0.7741446	0.9089809	0.7160071	0.86639476	0.7540692	0.8502327	0.7062631	0.65194625	0.8505086	0.94586474	0.6938287	0.8113865	0.8549631	0.9095461	0.8219724	0.82177687	0.85221374	0.6703638	0.7037455	0.7963743	0.81064355	0.7600839	0.7197386	0.8848986	0.9259264	0.8586	0.79982257	0.84225804	0.8770994	0.7499759	0.51372814	0.78044707	0.88986146	0.63891906	0.77967286	0.5848931	0.75947034	0.573921	0.5716771	0.8575808	0.81640244	0.79802865	0.60473645	0.9916685	0.80048496	0.6388176	0.60185975	0.7504227	0.84517944	0.8241193	0.93405515	0.8644075	0.90967876	0.8270292	0.83356214	0.9026434	0.77945113	0.83112895	0.8020282	0.7850003	0.8447098	0.833956	0.88826334	0.7082133	0.74426234	0.9173172	0.94199413	0.7443156	0.7737776	0.7545036	0.7491536	0.92911667	0.7461865	0.8786113	0.7785442	0.8366989	0.6386148	0.85751516	0.60203195	0.8749679	0.7781648	0.8299451	0.88507724	0.82396924	0.6566173	0.81716216	0.82399017	0.8423158	0.95227766	0.9326743	0.8497365	0.9246453	0.6789615	0.8503419	0.76207227	0.94105005	0.8772065	0.7251188	0.7985324	0.80463326	0.5217365	0.77273446	0.8771496	0.6037965	0.9657503	0.86504173	0.9870877	0.73566073	0.89553	0.8763971	0.8214226	0.78460586	0.7345269	0.8808881	0.9063021	0.7925343	0.83732605	0.86907655	0.7438172	0.8680123	0.6086199	0.81527245	0.9341312	0.6660341	0.77863127	0.6436167	0.80669314	0.90245104	0.7085823	0.8376804	0.70441544	0.6741197	0.69654334	0.7755868	0.6652032	0.7948206	0.50999236	0.83103526
Albanees/noun	0.9637675	0.66757464	0.0	0.7065108	0.6079165	0.70710015	0.9266906	0.90563047	0.8746233	0.84204686	0.83512735	0.78023463	0.95494956	0.90385514	0.8208638	0.8278761	0.8638243	0.935331	0.87621295	0.9612459	0.88804317	0.7805357	0.82758665	0.8059125	0.84822744	0.9334171	0.7406584	0.8344797	0.9713203	0.9467039	0.89146817	0.75573415	0.9896431	0.9939019	0.7102145	0.85295075	0.71385443	0.8042756	0.9744132	0.8950747	0.72423774	0.83481157	0.9340223	0.8761107	0.87503886	0.944822	0.8789432	0.8797906	0.7635713	0.8778309	0.8191535	0.78437704	0.8742635	0.8957241	0.8868136	0.9704028	0.8828559	0.7694565	0.8688941	0.86328256	0.9099623	0.78280246	0.8281824	0.81440026	0.80522144	0.9980301	0.82738024	0.93651927	0.8887668	0.8268847	0.8781805	0.95691854	0.91012824	0.8869376	0.84873986	0.780494	0.8585189	0.958399	0.77987176	0.9334057	0.77333	0.94330925	0.74300647	0.8909981	0.8964388	0.8181854	0.6981378	0.54749346	0.6838108	0.92973053	0.7799693	0.8578769	0.93261105	0.77730256	0.78799933	0.8973967	0.9153275	0.9573993	0.7149467	0.8616522	0.9178599	0.75008804	0.9317819	0.9181119	0.84368575	0.8965384	0.92808217	0.93517876	0.9174345	0.94232565	0.847024	0.96182203	0.951132	0.96211404	0.62927336	0.9069557	0.58811426	0.9927214	0.93944484	0.8519358	0.930414	0.6216652	0.8422047	0.7904495	0.87873054	0.82985246	0.8534957	0.96663886	0.42068088	0.8061225	0.9609912	0.9753519	0.9583066	0.9120455	0.9381214	0.68820286	0.84198344	0.89591926	0.9276452	0.9751374	0.90640086	0.7507061	0.7987187	0.90450907	0.9276843	0.910074	0.85778224	0.82573724	0.870392	0.8962958	0.95230144	0.95160127	0.76001835	0.8613737	0.80859804	0.8039278	0.9245244	0.8354259	0.95954007	0.8249684	0.74605876	0.8886811	0.78821117	0.96484214	0.83639586	0.9156653	0.9157067	0.9312621	0.89361435	0.784054	0.9792477	0.6437397	0.9210752	0.96920466	0.9304446	0.82372415	0.9224821	0.80641824	0.94589025	0.8766171	0.9148797	0.8304572	0.7376255	0.91151685	0.9827407	0.78092307	0.91097224	0.92283183	0.90908	0.9321169	0.8044765	0.8942082	0.49335206	0.9001178	0.8944989	0.8798971	0.868184	0.73620474	0.83970696	0.98038787	0.87466276	0.8586074	0.91754264	0.9024137	0.83344406	0.70475775	0.9430284	0.8694606	0.6804265	0.8726009	0.83098984	0.90337265	0.7293008	0.4761098	0.95419306	0.89775944	0.77938575	0.80094254	0.99224406	0.90741736	0.73921096	0.76945937	0.87424994	0.75489366	0.9228332	0.96933997	0.8400614	0.8752008	0.925825	0.9631408	0.9320031	0.8987521	0.9600235	0.8943784	0.88227075	0.82675	0.9530736	0.87875473	0.77458394	0.86167204	0.88501656	0.9749372	0.8705269	0.85937655	0.62354636	0.922214	0.94136995	0.8363548	0.92187893	0.88465667	0.9471203	0.68627256	0.8286929	0.64625764	0.94952744	0.94914865	0.9002261	0.9662882	0.9379165	0.6949253	0.86401474	0.87563944	0.9473807	0.96720356	0.8834236	0.90731996	0.9600254	0.71241534	0.9097696	0.8554936	0.94170123	0.9133981	0.86359715	0.5744063	0.83367646	0.59305763	0.7980484	0.9734784	0.8172086	0.98857975	0.88070834	0.99157727	0.8783579	0.8884844	0.8743899	0.79811525	0.84512514	0.90618765	0.9000881	0.880622	0.85966605	0.8691864	0.94677836	0.87844896	0.94495326	0.8305743	0.9478613	0.98891836	0.7993742	0.7949008	0.8626914	0.91385794	0.9678471	0.8392853	0.8770068	0.8689804	0.8469745	0.78424674	0.738062	0.8206034	0.79419523	0.79331774	0.8828026
EU/name	0.9900507	0.6732329	0.7065108	0.0	0.83293223	0.8443248	0.95748234	0.9104985	0.9156013	0.87230724	0.89675444	0.91266406	0.95223784	0.9328741	0.8235243	0.90709144	0.91196996	0.9528409	0.88416576	0.95980006	0.8131293	0.85014963	0.86694175	0.8999794	0.7962492	0.9525257	0.9016092	0.6743374	0.9896565	0.89937305	0.95759124	0.9529038	0.9567244	0.9599751	0.7908747	0.88706595	0.86533713	0.895292	0.98325	0.95152867	0.8740253	0.9397311	0.9767584	0.95699054	0.9527262	0.9610872	0.94967866	0.94084483	0.9628678	0.93456155	0.9364084	0.88561374	0.91116077	0.9553351	0.8496387	0.8906368	0.93819255	0.7718515	0.9091281	0.9220616	0.86975706	0.89694166	0.9505342	0.8888435	0.92851067	0.9592808	0.8533334	0.9849649	0.91995674	0.90893054	0.9295703	0.9093212	0.88703126	0.9402028	0.8577463	0.78004813	0.95069563	0.95160496	0.91674286	0.90748584	0.7903258	0.87857574	0.87220216	0.7955618	0.89101094	0.8459851	0.8958386	0.72152406	0.5562797	0.9616008	0.90426743	0.9155015	0.95674425	0.8855298	0.87564695	0.90710306	0.947291	0.9431966	0.82093304	0.9463175	0.9544476	0.7758515	0.9296954	0.95539844	0.8992073	0.9462842	0.9392681	0.97003007	0.921151	0.9786348	0.9264202	0.84562457	0.9057344	0.9424686	0.8139484	0.9097669	0.8848554	0.93420553	0.92132413	0.89226204	0.8802383	0.65562266	0.933805	0.9439645	0.90509313	0.8959498	0.90730655	0.95662236	0.8797222	0.928356	0.99081385	0.9422879	0.9792776	0.93702525	0.94542754	0.8422585	0.9483093	0.8990545	0.97578096	0.8307209	0.9147529	0.79913497	0.86547345	0.92158204	0.9450754	0.9372852	0.9016304	0.69385034	0.91416776	0.94618404	0.9414016	0.9843701	0.91507554	0.9769129	0.92261505	0.7844382	0.842711	0.88173425	0.96309257	0.92508554	0.89848363	0.85473424	0.80091393	0.94569725	0.86285156	0.97775614	0.9291846	0.93665123	0.8666657	0.9309955	0.9651391	0.9122519	0.84743977	0.98986757	0.91107273	0.9290048	0.9269321	0.8161123	0.93851906	0.9123663	0.9417959	0.8525076	0.8433575	0.925537	0.9679368	0.87670827	0.9294812	0.8760003	0.9330413	0.95618963	0.8591939	0.86331356	0.81157184	0.8913225	0.8683479	0.901592	0.88382363	0.8494145	0.86276937	0.99083614	0.92888045	0.8020122	0.90985435	0.91085213	0.90804607	0.7208534	0.8888025	0.9631596	0.77641034	0.9623521	0.8232086	0.9318147	0.77273107	0.43646377	0.87560827	0.9094605	0.87256914	0.84090954	0.97973067	0.9327105	0.85258543	0.8321773	0.8739095	0.915717	0.9391238	0.96278256	0.9589587	0.9535022	0.92147946	0.96831864	0.9339231	0.91352725	0.93681246	0.87934446	0.84894127	0.87385505	0.834898	0.9239488	0.83819544	0.84020156	0.9553383	0.9917752	0.94124275	0.8755129	0.86353815	0.87933815	0.9970181	0.9084925	0.96882707	0.92329645	0.901427	0.8153707	0.83057874	0.7599908	0.953201	0.9161359	0.8922274	0.91682076	0.9242441	0.85817206	0.8983384	0.9047247	0.95790845	0.9722009	0.9418807	0.9022922	0.9016657	0.8239354	0.92510855	0.88150704	0.9822911	0.8599265	0.9045641	0.7161231	0.93026054	0.8296888	0.87619215	0.818447	0.65670574	0.9877962	0.9342892	0.94784886	0.8585502	0.8711119	0.9001362	0.9420835	0.89641875	0.94946164	0.94982064	0.8901894	0.918271	0.9354701	0.93735874	0.9332524	0.9819487	0.83660614	0.96025187	0.93504727	0.92145765	0.8407323	0.8141438	0.9733931	0.9623103	0.830752	0.9445535	0.84295344	0.89825666	0.88919187	0.9514563	0.86084056	0.93637526	0.6372673	0.94631946
word/verb	0.9211131	0.77516496	0.6079165	0.83293223	0.0	0.6133876	0.8785806	0.820866	0.8275029	0.8521836	0.8730936	0.7841115	0.9171196	0.8090303	0.79770595	0.73340344	0.8415857	0.8646464	0.8186114	0.9036671	0.89560944	0.6423918	0.76450676	0.7144968	0.8303532	0.87265754	0.6901075	0.77970874	0.94339126	0.85080194	0.75087786	0.7972343	0.96594685	0.9457712	0.7012091	0.88656455	0.7258231	0.7300217	0.9584393	0.8433988	0.7491826	0.92349404	0.9737393	0.90914106	0.749958	0.7682401	0.9088315	0.846525	0.900329	0.8354884	0.6729896	0.80311877	0.7782964	0.8741076	0.86160827	0.88969684	0.74813676	0.7291851	0.8441966	0.81905556	0.7616816	0.8444992	0.8304032	0.74780464	0.88670224	0.9816315	0.8253383	0.84851956	0.7669261	0.7118301	0.850977	0.90892017	0.8275078	0.82168174	0.7550126	0.68118227	0.88567454	0.9552387	0.7220582	0.9395697	0.78957367	0.90620595	0.7762939	0.8257214	0.85125935	0.7574193	0.6466334	0.7709226	0.75202286	0.76004577	0.8786181	0.8665972	0.8285599	0.63648593	0.70734537	0.7334759	0.73462605	0.92333615	0.5676054	0.75345814	0.74056363	0.6675552	0.8889405	0.8770093	0.8093553	0.79899746	0.75544083	0.85937965	0.8656654	0.9481695	0.8528674	0.86574876	0.908642	0.94271106	0.83511144	0.7778004	0.7262479	0.89843476	0.8425944	0.73296726	0.9393904	0.7008716	0.8702018	0.651927	0.73023015	0.75510824	0.9361086	0.9334031	0.6058962	0.7044067	0.8827021	0.9431869	0.8793255	0.8664461	0.87550116	0.65946007	0.7631299	0.73950213	0.8044524	0.8765297	0.8340583	0.77301335	0.833687	0.8523185	0.78541267	0.7473915	0.7648628	0.8076216	0.8164307	0.9491422	0.89720654	0.7935343	0.6336669	0.9101421	0.7234578	0.7980171	0.81838626	0.6550499	0.9183524	0.73486924	0.6614716	0.8016141	0.755527	0.87362504	0.81413555	0.94087255	0.8136037	0.9148679	0.82789415	0.60988533	0.9589004	0.78567386	0.8577811	0.94426614	0.8297565	0.67811644	0.9166922	0.8251856	0.9163781	0.75251865	0.88565624	0.83166456	0.80170506	0.81346416	0.9924986	0.58239985	0.8493132	0.94041085	0.872152	0.8821134	0.71215606	0.8583852	0.66339767	0.84764737	0.7591365	0.8394283	0.6506146	0.72956896	0.8092112	0.9068288	0.7840376	0.7557765	0.86888283	0.792559	0.53784776	0.76060617	0.81007624	0.876528	0.7526173	0.7292714	0.810372	0.81770647	0.8529133	0.79168504	0.86562866	0.77054405	0.65376866	0.8186935	0.9548201	0.83624065	0.7146393	0.82034636	0.8632862	0.72250015	0.7881628	0.90228695	0.7775412	0.90186673	0.8424633	0.87601596	0.88990194	0.8090004	0.83161354	0.7537416	0.78956854	0.80432755	0.91802514	0.8754891	0.6585683	0.7252247	0.9013525	0.9487306	0.7206057	0.78249377	0.6634979	0.8406206	0.9134201	0.7879609	0.8914554	0.84933484	0.81036747	0.77478987	0.8653014	0.6671835	0.899617	0.8325459	0.7636615	0.87867564	0.85153913	0.5189452	0.6184846	0.7759203	0.7671937	0.9346869	0.8872045	0.7892937	0.8674977	0.65919614	0.7252703	0.73067594	0.9102812	0.89951646	0.8425895	0.66890246	0.80273414	0.74623555	0.7487519	0.95873755	0.77177095	0.9807091	0.8169669	0.9176217	0.76648355	0.86035305	0.87948763	0.8362971	0.8186891	0.8529638	0.76241493	0.8186581	0.8058023	0.82583255	0.8703077	0.8356174	0.9703372	0.8017726	0.8471513	0.98113394	0.87752104	0.8216024	0.852312	0.895992	0.90353346	0.8616432	0.7503195	0.6995633	0.5676532	0.6771234	0.7100941	0.58164513	0.8182078	0.8119862	0.788562
die/pron	0.8527739	0.5418047	0.70710015	0.8443248	0.6133876	0.0	0.7749127	0.7110426	0.75497365	0.7984071	0.58286715	0.593405	0.7625016	0.67896986	0.6345608	0.54812795	0.80177903	0.84704274	0.81228775	0.84176964	0.8562295	0.73173225	0.69367504	0.64750636	0.9069461	0.8126848	0.66907305	0.8014308	0.849038	0.8586459	0.7613667	0.8536657	0.7605657	0.8404777	0.56819487	0.7282764	0.6292585	0.6557582	0.96437675	0.79336864	0.59883285	0.7556854	0.7887956	0.8741728	0.6203812	0.7314627	0.8920684	0.76580954	0.8423104	0.68789154	0.62168175	0.6281307	0.68453115	0.749944	0.750006	0.80475163	0.68414485	0.6891986	0.72915095	0.59079736	0.7313699	0.6734662	0.70012593	0.6681597	0.76213074	0.97286165	0.74158573	0.86101866	0.7222232	0.6858516	0.7098155	0.8082384	0.7036501	0.746326	0.62760353	0.6844123	0.8134871	0.89243245	0.6374643	0.84495443	0.78075254	0.8151909	0.7104906	0.76481414	0.8513448	0.6542802	0.54982454	0.64399856	0.69461405	0.6819779	0.65539	0.74715906	0.7181815	0.6786444	0.70033383	0.60428834	0.7119087	0.8960918	0.5469687	0.62509525	0.6368636	0.74576616	0.7396512	0.780257	0.7736913	0.8241135	0.71456504	0.79008037	0.90060806	0.9037125	0.7559161	0.8016668	0.7173734	0.7811657	0.60593617	0.75584966	0.5760666	0.941569	0.75529325	0.81075037	0.7929462	0.64949167	0.8117782	0.58837056	0.5913243	0.3949824	0.76950985	0.7705618	0.722216	0.6865201	0.927033	0.90440834	0.86070406	0.8115311	0.8353979	0.49435455	0.63122916	0.7089651	0.80471665	0.81585747	0.76138663	0.5754831	0.7670929	0.75128794	0.746068	0.70716584	0.48792994	0.8066917	0.8041246	0.8356985	0.73066485	0.82865405	0.70279133	0.9195129	0.6756407	0.5988752	0.8125635	0.687533	0.84335065	0.65848845	0.73488593	0.63571495	0.79229283	0.8005267	0.75214773	0.8486873	0.79602325	0.8894317	0.820053	0.5705793	0.9120988	0.61096793	0.8294834	0.8952679	0.703781	0.5092102	0.7758098	0.73435944	0.8072357	0.7871849	0.7671088	0.70209384	0.7157076	0.7490843	0.9184287	0.55719775	0.7225659	0.8733742	0.86243975	0.83823323	0.79143476	0.9084153	0.60193205	0.63426644	0.5274015	0.7945022	0.74078214	0.71414673	0.7678902	0.9385337	0.71577126	0.60277724	0.7061343	0.80348474	0.5381893	0.56642437	0.8455918	0.7771838	0.79332906	0.65331244	0.6689741	0.72218823	0.7736505	0.8189828	0.7881604	0.6871275	0.68172884	0.6146269	0.9776795	0.78740084	0.62668836	0.65541095	0.6852715	0.69470835	0.7869816	0.88161767	0.8309974	0.8595922	0.8413249	0.77887046	0.8022955	0.66122746	0.84922963	0.69723654	0.5858041	0.6009029	0.8798426	0.73878294	0.5509135	0.7459943	0.7608186	0.89314973	0.6377002	0.7753637	0.4885776	0.8083021	0.8483374	0.7334349	0.8928746	0.72933257	0.8032688	0.6749001	0.8009697	0.61288226	0.83310276	0.8048625	0.72512066	0.79313284	0.7683025	0.6172097	0.6785042	0.81517655	0.74529356	0.9050294	0.80310124	0.8317576	0.86345136	0.4797194	0.7928164	0.7436925	0.9167588	0.85928845	0.6327895	0.7889479	0.7464131	0.53111255	0.53873515	0.96970534	0.7958771	0.9168903	0.6882396	0.8590028	0.5973654	0.8700626	0.8097823	0.7817678	0.70023674	0.7763411	0.7845187	0.7163547	0.77799386	0.7966335	0.793671	0.7769611	0.87058353	0.690956	0.86181915	0.85875416	0.6559887	0.6933954	0.7233033	0.87211955	0.8342925	0.7073051	0.8061673	0.78970814	0.5464633	0.6843095	0.6661718	0.5727513	0.6153086	0.74284726	0.62314665
