	koop/verb	vroeg/adj	u/det	haar/det	mijd/verb	Pim/name	ander/noun	Self/name	kunstgeschiedenis/noun	word/verb	Waal/noun	zoals/comp	zozeer/adj	haat/verb	zo/adv	Tripp/name	Albanees/noun	Pinochet/name	naïviteit/noun	verdwaal/verb	Bardot/name	schop/verb	Mona/name	plotseling/adj	liefde/noun	bemin/verb	lees/verb	zij/pron	toestand/noun	daarna/pp	drukte/noun	symbool/noun	vanwege/prep	hoewel/comp	maar/comp	zo/adj	wanneer/comp	vervloek/verb	mijn/det	stilaan/adv	religieus/adj	je/pron	dan/comparative	leer/verb	oprichter/noun	gij/pron	ga/verb	woord/noun	Borms/name	inmiddels/adv	criticus/noun	denk/verb	glimlach/noun	begin/verb	steun/verb	christen/noun	platteland/noun	perfectie/noun	Schenk/name	soldaat/noun	luister/adj	het/det	maar/vg	steeds/adv	geloof/verb	en/comp	of/vg	Cools/name	dood/noun	land/noun	optimisme/noun	Ren/name	Democraat/noun	hen/pron	sommige/det	nooit/adv	immigrant/noun	toerist/noun	winkel/verb	vervolg/verb	wereld/noun	armband/noun	hoe/adj	Sperwer/name	hoofddoek/noun	hun/det	overzee/pp	varken/noun	patriottisme/noun	verrekt/adj	Hollander/noun	allemaal/adv	naast/adj	feite/adv	denk_na/verb	geit/noun	evenzeer/adv	Engels/adj	hier/adv	heb_lief/verb	verlies/verb	voordracht/noun	zin/noun	zeker/adv	alle/det	jullie/pron	ik/pron	vraag/noun	ons/pron	lucht/noun	omdat/comp	Irving/name	Leys/name	hartgrondig/adj	succesvol/adj	klink/verb	moslim/noun	en/vg	VS/name	zwart/adj	Amerika/name	joods/adj	alles/noun	hoofd_rol_speler/noun	vecht/verb	om/comp	niet/adv	erom/pp	namaak/noun	reden/noun	Friesland/name	Linda/name	Arabier/noun	muziek/noun	ze/pron	zelfs/adv	Brit/noun	sinds/comp	heel/adj	zijn/det	zal/verb	Iraans/adj	ding/noun	stoot_af/verb	moeder/noun	Boudewijn/name	mezelf/pron	ervan/pp	begin/noun	journalist/noun	vriend/noun	Syriër/noun	voetbal/noun	toch/adv	stad/noun	film/noun	premier/noun	on_versneden/adj	Billy/name	dat/pron	verafschuw/verb	soort/noun	die/pron	ongelijkheid/noun	we/pron	Duitser/noun	hem/pron	zichzelf/pron	vervelend/adj	Serviër/noun	intens/adj	gelijkelijk/adv	Wimbledon/name	Charlie/name	Cézanne/name	Frank/name	lach/verb	romantisch/adj	Wereldoorlog/name	gewoon/adj	want/vg	wantrouw/verb	sluit_buiten/verb	plaat/noun	geweld/noun	type/noun	Anna/name	houd/verb	natuurlijk/adj	systeem/noun	van/pron	vak/noun	want/comp	eng/adj	politiek/noun	medium/noun	alleen/adv	vraag/verb	verzamel/verb	verwerpelijk/adj	vrouw/noun	als/comp	hoe/noun	ongebreideld/adj	dat/comp	Olympische/name	duif_liefhebber/noun	jezelf/pron	thuis/part	oud/adj	rechts/adj	regelrecht/adj	wie/pron	Anthuenis/noun	Berlin/name	die/det	president/noun	vraag_af/verb	stuk_DIM/noun	oorlog/noun	man/noun	thuis/noun	figuur/noun	grinnik/verb	begrijp/verb	wreed/adj	glimlach/verb	onomwonden/adj	Giuliani/name	meestal/adv	me/pron	kleding/noun	te/comp	etiket/noun	pest/noun	mij/pron	diep/adj	Mondriaan/name	elkaar/pron	Bush/name	alles/pron	vrouwelijk/adj	Mugabe/name	drijf/verb	glimlach/adj	hartstochtelijk/adj	draadloos/adj	Boyd/name	dirigent/noun	zelfmoord/noun	vader/noun	ras/noun	homo/noun	idee/noun	jodendom/noun	namelijk/adv	Reagan/name	veel/det	subsidie/noun	terwijl/comp	EU/name	dat/det	kind/noun	regel_DIM/noun	dagelijks/adj	Tutsi/noun	hij/pron	hoeveel/adv	rest/noun	men/pron	ons/noun	ultra_orthodox/adj	Manet/name	u/pron	pop_ster/noun	schoen/noun	overigens/adv	kater/noun	jood/noun	vijand/noun	lieg/verb	gelegenheid/noun	erg/adj	las/verb	tegenstander/noun	kant/noun	school/noun	islam/noun	zeg/verb	vrede/noun	in/adv	meute/noun	destijds/adv	super_held/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	Blair/name	Harris/name	wij/pron	noem/verb	eigenlijk/adj	Javaan/noun	bijvoorbeeld/adv	al/comp	middelmaat/noun	zozeer/adv	ander/adj	pas/noun	toch/tag	Spelen/name	laconiek/adj	kunst/noun	om/prep	Russisch/adj	13-jarige/adj	iedereen/pron	tv/noun	volk/noun	sprookje/noun	persoonlijk/adj	huis_werk/noun	haar/pron	modern/adj	hekel/noun	allebei/adv	wegens/prep	aangezien/comp	stad_DIM/noun	aartsvijand/noun	wat/pron	prostituee/noun	Servisch/adj	vrijheid/noun	zeur/verb	haat/noun	Nederlander/noun	meest/adj	schreeuw/verb	NAVO/name	mens/noun	hond/noun	tof/adj	baas/noun	anderzijds/adv
koop/verb	0.0	0.7253411	0.6967562	0.7393709	0.768595	0.9092408	0.771229	0.8016658	0.82382345	0.88646114	0.8159863	0.6313347	0.8799227	0.6456133	0.78138244	0.9343955	0.9411593	0.9306012	0.82763934	0.6737501	0.9098638	0.79872906	0.9285881	0.8210756	0.85378623	0.71207184	0.59920853	0.8161606	0.89381117	0.7516812	0.84150183	0.83448213	0.8361866	0.78613186	0.75230145	0.78241277	0.6452372	0.7261758	0.6220484	0.869288	0.8859555	0.66693556	0.73854995	0.6576402	0.96002823	0.79978245	0.6650006	0.8357074	0.8387823	0.8431867	0.8704505	0.63531864	0.91597104	0.80848557	0.8346785	0.92256516	0.78462875	0.8938577	0.87187713	0.86170816	0.7823145	0.92415416	0.7810532	0.8040171	0.76314807	0.67793405	0.51660633	0.9328295	0.8700335	0.91606075	0.9474983	0.9275433	0.89370364	0.8146831	0.8153999	0.66702664	0.8793363	0.7440344	0.5706313	0.88918316	0.86331415	0.5417147	0.72748566	0.8351048	0.77158386	0.6200129	0.7519691	0.7206021	0.91594315	0.80783194	0.73231995	0.7170725	0.81603956	0.7975128	0.6719531	0.71050787	0.8658575	0.85308474	0.6159921	0.77184623	0.7328925	0.83112097	0.7621904	0.80923885	0.82586426	0.7679144	0.7247062	0.7911543	0.75483835	0.8714845	0.74173754	0.94664496	0.8660554	0.8770018	0.8287248	0.84221923	0.9143281	0.6312773	0.9728411	0.6769661	0.86905193	0.89955354	0.7194966	0.9120277	0.78946614	0.74379885	0.75115395	0.8007461	0.6087072	0.8688494	0.7985875	0.8536234	0.8676364	0.7516419	0.7145239	0.7905799	0.8125167	0.8249952	0.7856093	0.7926842	0.7466004	0.8828266	0.7257209	0.78474855	0.7856172	0.8868959	0.77714163	0.79604733	0.93988013	0.88346183	0.7561492	0.86951065	0.8652362	0.7188538	0.8490081	0.89692426	0.9659305	0.89307153	0.87962145	0.84374213	0.79341185	0.73008794	0.6767745	0.91063154	0.76973593	0.8233167	0.7790294	0.8085023	0.74899197	0.93308634	0.841257	0.91337717	0.8882232	0.8624003	0.8135485	0.8834703	0.75326854	0.8715448	0.89125323	0.5342791	0.70797247	0.8182348	0.76056737	0.7608582	0.9466964	0.766163	0.9007591	0.63714945	0.7323639	0.8902606	0.8042476	0.86557376	0.679667	0.7706077	0.91135705	0.89093953	0.60805964	0.6926083	0.6530156	0.89621234	0.765231	0.6593152	0.7774631	0.8589365	0.8142358	0.95058924	0.88243246	0.7552564	0.6274252	0.672551	0.9248295	0.94419795	0.7290826	0.9020946	0.93251264	0.70293474	0.9641425	0.74027205	0.63826376	0.91690654	0.7733085	0.6992146	0.81632686	0.8090905	0.6732495	0.8864536	0.7990584	0.8944964	0.91147983	0.6514437	0.76214707	0.48127455	0.7709353	0.7396153	0.8381832	0.6926521	0.8712591	0.7564742	0.76589125	0.948368	0.78721845	0.85289985	0.9097564	0.81599	0.86538035	0.8596666	0.7764293	0.8234447	0.92842066	0.88010633	0.81460124	0.8458273	0.8501654	0.70473325	0.9525066	0.712386	0.9238271	0.7375403	0.80175734	0.6751724	0.95438266	0.78742564	0.7614329	0.82588434	0.7270384	0.93574303	0.840991	0.7414062	0.8449021	0.79552	0.7179178	0.9509975	0.8298159	0.7052324	0.80807513	0.42400753	0.83664	0.8703688	0.90623087	0.8534229	0.7187376	0.6623769	0.77635455	0.7324809	0.91372424	0.9057379	0.8748189	0.9204094	0.71671456	0.9132932	0.8231479	0.8415163	0.77867055	0.8921338	0.9402864	0.8828475	0.740294	0.9509528	0.8713777	0.7637338	0.8065804	0.67293364	0.8814269	0.5770583	0.7829987	0.87487733	0.80699086	0.81078875	0.8729598	0.75961286	0.9761339	0.9211042	0.77454865	0.8473616	0.90003914	0.8670742	0.79420894	0.77616197	0.8819464	0.9128778	0.80713636	0.772872	0.73467743	0.76763326	0.7063935	0.7035992	0.92417073	0.7890327	0.89940965	0.877457	0.7179205	0.8539132	0.96265036	0.8215053	0.6472276	0.9056594	0.7518343	0.811844	0.6950264	0.95787	0.7479173	0.72536075	0.65107536	0.7628077	0.81593287
vroeg/adj	0.7253411	0.0	0.72790325	0.7072737	0.8252139	0.85474527	0.8442983	0.8536558	0.87694085	0.8949574	0.75982356	0.686115	0.8683691	0.64014727	0.73801935	0.84080464	0.855683	0.84663653	0.8889009	0.82080483	0.9322078	0.7898208	0.93185747	0.78901637	0.8225657	0.81156754	0.70301354	0.7535136	0.84003997	0.78639805	0.84664685	0.8177475	0.8237278	0.6873095	0.77151406	0.81128615	0.7082671	0.7512873	0.590214	0.7398803	0.8415113	0.76167905	0.7977417	0.6671586	0.91014653	0.8219284	0.8126413	0.8159082	0.9188607	0.7513763	0.8277433	0.6717502	0.91641206	0.8349295	0.8098875	0.8232524	0.8136203	0.8826359	0.8827833	0.86737996	0.8203531	0.8163086	0.77224994	0.7803234	0.7653191	0.7225681	0.66387504	0.7754542	0.77643204	0.85073066	0.9421031	0.90855	0.8324956	0.78657985	0.759279	0.6918528	0.8421712	0.8684514	0.77191937	0.7802209	0.8234997	0.8360353	0.7937501	0.89141595	0.82508683	0.6675075	0.7580813	0.8465269	0.84423345	0.7990346	0.8248968	0.719694	0.8325864	0.7942044	0.7619179	0.9034524	0.84299016	0.79132646	0.65144134	0.7395692	0.7511472	0.8250226	0.7988054	0.806129	0.80850357	0.71196073	0.6479376	0.86470366	0.7611793	0.87550426	0.7250265	0.9192574	0.8924786	0.78096926	0.83484787	0.83568853	0.8302387	0.6884875	0.7934533	0.7952519	0.70823133	0.76596856	0.67060006	0.8486281	0.7690283	0.8716656	0.7901118	0.81853336	0.86809695	0.879936	0.8755225	0.815392	0.78438187	0.8248155	0.7334167	0.7550725	0.85194296	0.6745311	0.8153511	0.6556639	0.8131716	0.8425877	0.69483596	0.8780072	0.7200099	0.8786664	0.7062182	0.7366955	0.861958	0.8671677	0.61003935	0.8617916	0.8115266	0.75535345	0.8667607	0.8452213	0.88449275	0.84137833	0.87250507	0.8030163	0.7815075	0.7722529	0.72405887	0.888856	0.7705214	0.8761406	0.7139677	0.71242833	0.7396585	0.8192376	0.78380096	0.84602135	0.852671	0.8709636	0.7224337	0.8307507	0.7695018	0.80717486	0.80596644	0.6641836	0.7041124	0.78247803	0.80329007	0.720042	0.8163974	0.74424064	0.85563	0.7955393	0.662181	0.84445035	0.8176327	0.78850394	0.7492571	0.7665875	0.86024594	0.89774436	0.77396715	0.79957247	0.76888907	0.86848295	0.77301973	0.73562264	0.82272327	0.91638654	0.7696953	0.97091705	0.86936903	0.75988996	0.74613035	0.6071672	0.78668046	0.8904348	0.7068348	0.8948505	0.9661044	0.74146783	0.8174386	0.82214606	0.7581167	0.7977682	0.8381773	0.65585035	0.81920594	0.7892298	0.73638916	0.77820945	0.804247	0.8695379	0.8573743	0.73319757	0.71276474	0.85754347	0.84266484	0.8571428	0.780348	0.7556282	0.77715206	0.7029518	0.6349166	0.78245986	0.7940126	0.8863412	0.8322413	0.8399085	0.77659583	0.79816544	0.8557298	0.88498294	0.91053045	0.77565444	0.70921695	0.82363963	0.7944635	0.7416041	0.8176193	0.7570388	0.80780005	0.70391047	0.80668074	0.7198726	0.92761135	0.7444776	0.69857705	0.80257165	0.8413668	0.77131486	0.76358056	0.71323395	0.87323844	0.77995056	0.73870194	0.85525334	0.7238673	0.81923807	0.80633175	0.819206	0.77141964	0.81937134	0.8091762	0.7338551	0.8293899	0.8830628	0.7215314	0.666682	0.7598083	0.87072647	0.7788791	0.7736695	0.8031291	0.8129841	0.8683521	0.8811899	0.6474652	0.89258397	0.90316856	0.8469781	0.7702215	0.8566896	0.84620404	0.7297213	0.7297854	0.67989576	0.87157655	0.5915737	0.7872567	0.8002139	0.78143317	0.7404932	0.88882715	0.81629056	0.96549886	0.8251096	0.8407351	0.8708512	0.8781479	0.8356845	0.7531792	0.75861233	0.74839896	0.866695	0.7240577	0.7455194	0.7433251	0.7613715	0.8285688	0.74276644	0.8272566	0.84761065	0.8851505	0.8724209	0.75346196	0.8888414	0.82956505	0.8494286	0.74016166	0.8392916	0.8423487	0.8015204	0.7719871	0.9078908	0.74126625	0.75098884	0.69183433	0.80854183	0.72926044
u/det	0.6967562	0.72790325	0.0	0.5780787	0.78032756	0.8014095	0.5597873	0.83554935	0.89837253	0.8102732	0.827523	0.7158523	0.85016906	0.60713494	0.73187673	0.93228537	0.9392989	0.84693044	0.77670765	0.88231117	0.88513106	0.81050766	0.8710449	0.750276	0.5383483	0.46248358	0.5343895	0.6103473	0.8659483	0.8093126	0.912714	0.8418807	0.7846689	0.8482858	0.71379507	0.8723575	0.56174195	0.66772974	0.46387482	0.8693389	0.851073	0.6474874	0.88436335	0.57775605	0.9482798	0.35226488	0.76016665	0.63650656	0.9372499	0.90627223	0.8324566	0.70286447	0.89297163	0.8929795	0.8221289	0.82110757	0.82363915	0.8605604	0.89410806	0.8521975	0.7746992	0.83643997	0.75612766	0.7887174	0.6590713	0.6104487	0.6199261	0.93617964	0.7089833	0.8606145	0.8280582	0.9188916	0.9066763	0.6322849	0.7889708	0.6881306	0.8432838	0.8454288	0.82465696	0.86251354	0.7987689	0.8193328	0.5994794	0.9336761	0.8590065	0.6026422	0.8052001	0.8706565	0.8402087	0.92273	0.8247539	0.767697	0.49762076	0.8660831	0.7144436	0.7808076	0.7118354	0.82709813	0.7158357	0.4505108	0.7446619	0.7769748	0.7405342	0.8099059	0.83835965	0.64367497	0.60672355	0.65481734	0.70613384	0.8713748	0.7811581	0.87920856	0.8696526	0.7261598	0.90420306	0.848794	0.8904378	0.63371193	0.8862474	0.8230101	0.81446165	0.84448445	0.6518898	0.9228697	0.8029248	0.76730525	0.7459662	0.7550198	0.83208084	0.83177793	0.90858996	0.8854524	0.8502483	0.7396158	0.6638422	0.77390844	0.86422974	0.81662226	0.8809971	0.52607965	0.66824245	0.8714483	0.75678116	0.9643346	0.61922586	0.8803346	0.70990825	0.80959314	0.9394928	0.7689299	0.6563176	0.9229379	0.8525673	0.77369255	0.917249	0.82305604	0.8937441	0.81973374	0.8660039	0.7527065	0.76614046	0.7949025	0.6919963	0.92611504	0.80024886	0.91567874	0.55860996	0.68297356	0.76472723	0.8339455	0.59668124	0.77001554	0.9374896	0.878887	0.94344574	0.86494726	0.7129465	0.77398944	0.9486693	0.78001255	0.6872654	0.7921158	0.8745818	0.7717498	0.88227755	0.8083125	0.8238605	0.79205585	0.747589	0.8596365	0.89125794	0.78433645	0.5780691	0.81382895	0.78984314	0.8079416	0.77730876	0.64845866	0.85800004	0.8568515	0.68719995	0.6377388	0.49414444	0.8375141	0.8339096	0.9672458	0.8922365	0.6112487	0.72996044	0.7072451	0.8694664	0.8282883	0.5198959	0.8913895	0.92519605	0.70289695	0.9049555	0.7917194	0.719942	0.8180526	0.69721913	0.72127795	0.814549	0.81405187	0.5708776	0.6750601	0.78741044	0.8849982	0.8552377	0.7813295	0.6781372	0.7277428	0.7073313	0.8447608	0.79990315	0.50895035	0.71190166	0.92953175	0.62054896	0.8148565	0.8765835	0.8792407	0.82474744	0.78923714	0.8404105	0.58948916	0.8388214	0.88427913	0.9198606	0.7961432	0.6679145	0.8650528	0.78946424	0.71063423	0.8352283	0.7939823	0.8991264	0.7775002	0.93818897	0.7692033	0.9143259	0.74970084	0.60268736	0.9027883	0.7702219	0.9065592	0.66036654	0.6657724	0.920865	0.7018249	0.61586666	0.93227607	0.89245063	0.3115456	0.89029115	0.72698593	0.8605827	0.7875662	0.898334	0.6744517	0.6230191	0.88993174	0.8275437	0.6512982	0.83711076	0.88153523	0.82392573	0.78950393	0.76937455	0.8111447	0.84575427	0.8296455	0.7875291	0.8937438	0.94150513	0.88275087	0.6392727	0.8238275	0.89069474	0.6589321	0.8410557	0.647872	0.9077377	0.7008907	0.8288323	0.8430887	0.7479676	0.84117115	0.9233891	0.7581867	0.9624016	0.9030553	0.7526567	0.7910501	0.91652226	0.8702944	0.6654253	0.7440677	0.7149109	0.8152164	0.74859095	0.73520935	0.5315589	0.8752177	0.84394914	0.81614804	0.900609	0.8291978	0.9579276	0.8805809	0.6034305	0.9100597	0.87967324	0.6934932	0.68216074	0.72806925	0.9029058	0.7922739	0.7170652	0.8886633	0.70025414	0.69173133	0.792693	0.72588956	0.76886123
haar/det	0.7393709	0.7072737	0.5780787	0.0	0.8169317	0.79700506	0.7993312	0.8558531	0.85450536	0.8197799	0.8933587	0.7779629	0.80857587	0.58788824	0.82915485	0.71231985	0.88287014	0.83555466	0.77310044	0.8582013	0.6925236	0.66541535	0.6070008	0.62182	0.6106585	0.687039	0.82433	0.5616574	0.845478	0.68725145	0.86338407	0.72615117	0.75755197	0.73227054	0.84723943	0.8698398	0.594166	0.7766644	0.4055025	0.81819415	0.8004823	0.81015074	0.856221	0.68275666	0.85787046	0.781106	0.888845	0.8078678	0.9118209	0.70760643	0.82271063	0.81895477	0.669645	0.8179704	0.7915056	0.8896878	0.85545504	0.8266587	0.84543544	0.76848775	0.7954477	0.9205216	0.8076892	0.7797419	0.77958083	0.78048795	0.6088093	0.8281765	0.56140906	0.87535065	0.8388914	0.8772756	0.8904531	0.72467124	0.7908367	0.7640031	0.84265	0.83711267	0.77985334	0.7266664	0.85353047	0.6518197	0.80782074	0.93498886	0.6570965	0.41989845	0.78246695	0.89510447	0.87661487	0.93591696	0.89766985	0.8302437	0.7687931	0.8331036	0.85890615	0.86118233	0.80843323	0.7757027	0.8400378	0.6935469	0.62820137	0.86169577	0.8262652	0.89773613	0.83330435	0.8540151	0.783959	0.87973493	0.88196164	0.85814804	0.6893687	0.863153	0.9390658	0.717759	0.8372227	0.8575217	0.8316015	0.57272124	0.8351472	0.67054594	0.8120016	0.7628685	0.8121507	0.70771194	0.80565095	0.8251154	0.870996	0.8125848	0.89098763	0.81334966	0.9338598	0.63159597	0.8642484	0.766957	0.63109493	0.7371212	0.86120176	0.7408962	0.8985015	0.3272727	0.8583824	0.7872883	0.8949916	0.91533744	0.3755675	0.8245458	0.83582777	0.7306355	0.9143734	0.80990326	0.6148814	0.8836632	0.90406835	0.8969596	0.91776586	0.8311971	0.8686606	0.8389032	0.7786949	0.8805874	0.79693675	0.82961124	0.5784261	0.8503634	0.8907278	0.88760227	0.61697114	0.6652019	0.81083757	0.83148754	0.7121546	0.8008675	0.77750087	0.7745088	0.9455659	0.837574	0.7357205	0.74580276	0.8979858	0.7812252	0.8050773	0.7979511	0.72645694	0.7783744	0.83895624	0.83024436	0.52204096	0.85224587	0.81408185	0.9074792	0.9230139	0.76443034	0.79885525	0.78928816	0.8436936	0.8798507	0.75741833	0.7519067	0.7979282	0.8935397	0.39813924	0.7306794	0.8461441	0.85077214	0.81201667	0.94319654	0.85835433	0.7899517	0.6687159	0.6286737	0.891428	0.81233585	0.67786527	0.8563329	0.9311078	0.7329049	0.852601	0.91739947	0.8838674	0.837193	0.56746125	0.6018137	0.85288274	0.7609014	0.82135385	0.7291264	0.6438885	0.8335654	0.8197632	0.73329556	0.7791262	0.6297127	0.79749745	0.8718496	0.8661289	0.76038283	0.8124928	0.9225279	0.75767285	0.821813	0.91725415	0.61882347	0.8361099	0.7256801	0.7036004	0.7300392	0.9251472	0.8207823	0.85012823	0.59114873	0.5043676	0.8596994	0.7408916	0.883704	0.8910795	0.8056303	0.8677407	0.78786385	0.89171684	0.6292568	0.8536983	0.9317	0.5094402	0.9367457	0.8153209	0.8512885	0.64674926	0.8453237	0.90582	0.8587262	0.795383	0.9202275	0.80709946	0.86048317	0.7473382	0.73780555	0.8677323	0.8746142	0.89367414	0.7674037	0.75467616	0.8282585	0.859414	0.81916165	0.84996915	0.8477654	0.68774986	0.82318884	0.7505131	0.82967657	0.8910974	0.85778636	0.68846136	0.91353446	0.9176408	0.8633004	0.81115794	0.79662246	0.7345684	0.86887443	0.7140033	0.85816866	0.92279774	0.8037712	0.82365394	0.8965323	0.7620518	0.86752886	0.89185625	0.90831286	0.94807684	0.8039952	0.8175257	0.7961894	0.83722043	0.55682206	0.777923	0.8043058	0.8345444	0.81596816	0.70864093	0.72677815	0.39018565	0.8558146	0.7348417	0.7078147	0.7797775	0.79396826	0.90247893	0.8581368	0.8883468	0.6222324	0.85596263	0.7822702	0.806413	0.7906413	0.92105234	0.8240358	0.6839632	0.84257764	0.8275223	0.70224476	0.77989966	0.74225116	0.7923664
mijd/verb	0.768595	0.8252139	0.78032756	0.8169317	0.0	0.8889019	0.79734164	0.8220352	0.8480784	0.7966515	0.71559954	0.73792374	0.7377102	0.5698152	0.7135934	0.8978041	0.78385556	0.74675024	0.8231515	0.80247897	0.9295973	0.7510205	0.9329748	0.6603741	0.8137001	0.77851635	0.8130455	0.75115705	0.6882991	0.8466367	0.54791856	0.78276587	0.6120968	0.65561914	0.76366943	0.83264536	0.69637775	0.74860847	0.7940055	0.7638505	0.776839	0.81356525	0.81585366	0.79357445	0.9639127	0.6842145	0.84370524	0.73294055	0.9190897	0.82934743	0.7657879	0.76949584	0.86215746	0.7806508	0.8112347	0.72266424	0.60438514	0.91512764	0.75587213	0.81090915	0.83115005	0.8092597	0.7527529	0.7080379	0.76351607	0.76966405	0.6630571	0.8282252	0.78906757	0.7555789	0.82560575	0.88976187	0.88873965	0.7439183	0.66471654	0.7648934	0.7050018	0.60891074	0.7662842	0.7284514	0.81472313	0.8862243	0.83389497	0.92008555	0.78423065	0.673228	0.8193056	0.6239115	0.86833423	0.7185044	0.6635635	0.85723567	0.8417173	0.83408564	0.855155	0.7845699	0.68517756	0.69958746	0.66167724	0.7678076	0.85006034	0.90382266	0.8085021	0.7557517	0.68370426	0.82285154	0.7894391	0.87053347	0.7966536	0.8197533	0.6107391	0.90349054	0.9118997	0.78397423	0.8597306	0.9047296	0.7500328	0.6815393	0.8263825	0.673411	0.7506176	0.80016273	0.801237	0.8667878	0.80967826	0.78753734	0.7617718	0.74070954	0.83754724	0.7713196	0.6555705	0.8463314	0.7069114	0.8620708	0.7389848	0.7822888	0.7362635	0.7767735	0.82763755	0.75923795	0.7512079	0.8017476	0.7826562	0.7876186	0.8447191	0.81456465	0.7680471	0.75889224	0.8627875	0.7608652	0.82407033	0.7709758	0.85692906	0.77305174	0.5815419	0.8675016	0.87423515	0.81683403	0.89430654	0.8055351	0.6398503	0.70744205	0.6890217	0.82761705	0.8223573	0.7135937	0.6931193	0.76966107	0.6911198	0.71363866	0.7955202	0.6944305	0.8082343	0.9068603	0.8211039	0.88211393	0.86288995	0.83549446	0.78843844	0.7687558	0.7006699	0.59217465	0.7514032	0.8449884	0.7719006	0.7529705	0.86528957	0.76798105	0.77713484	0.876208	0.82420534	0.85694075	0.71137404	0.7999852	0.74289566	0.70508397	0.69909716	0.82450455	0.80312526	0.7927817	0.825765	0.69466054	0.8025399	0.8095709	0.80577385	0.9273519	0.8496301	0.8509014	0.72287846	0.8080989	0.7457247	0.88844013	0.71354574	0.87364435	0.9425712	0.69858754	0.9057464	0.8363526	0.8251261	0.68237114	0.8506868	0.8210331	0.8309261	0.9010196	0.7702881	0.75964916	0.8450341	0.8582703	0.8375665	0.6892367	0.84582305	0.82283276	0.8036889	0.8042904	0.5469593	0.7482262	0.775243	0.8460133	0.7310577	0.84280694	0.83778596	0.8359575	0.8146781	0.7397312	0.87107366	0.8422293	0.8981118	0.9100519	0.90560967	0.750404	0.8021773	0.7220532	0.7328044	0.8258239	0.8684421	0.75882	0.8838137	0.60616636	0.8271873	0.69914645	0.8687969	0.79300165	0.8075582	0.73077166	0.6853714	0.78868455	0.7981353	0.85514355	0.8782674	0.7891726	0.7463966	0.8196068	0.87024134	0.84706604	0.80387866	0.8087338	0.7852212	0.80926186	0.77458876	0.76021606	0.7616922	0.8194593	0.8285549	0.78874874	0.77036715	0.8452548	0.75498974	0.7623167	0.82405937	0.82017004	0.89718443	0.78112036	0.7712852	0.87069577	0.71857774	0.8094136	0.75962126	0.82025814	0.8850881	0.8102908	0.763039	0.77959406	0.77037305	0.73851204	0.72280335	0.88344735	0.60943025	0.72148347	0.8610116	0.8022546	0.92625165	0.867833	0.81554556	0.82176244	0.75921714	0.8676012	0.66708106	0.7461672	0.7520722	0.8580291	0.7626422	0.6318823	0.755452	0.73411083	0.7096988	0.82565355	0.734448	0.7360691	0.6510031	0.88514185	0.80409974	0.73899364	0.7879812	0.80916756	0.71272516	0.7731731	0.7497556	0.68714595	0.668871	0.8317394	0.7175032	0.7960618	0.83130544	0.79885495	0.7324651
