	armband/noun	hoe/adj	koop/verb	intellectueel/adj	ons/noun	ultra_orthodox/adj	soms/adv	vergadering/noun	lach/verb	gezeik/verb	romantisch/adj	varken/noun	gevoel/noun	pop_ster/noun	ander/noun	Engelsman/noun	verrekt/adj	schoen/noun	word/verb	Waal/noun	waarschijnlijk/adj	computer_spel_DIM/noun	gewoon/adj	allemaal/adv	wantrouw/verb	overigens/adv	klus/noun	feite/adv	kater/noun	geit/noun	geweld/noun	zo/adv	type/noun	vijand/noun	evenzeer/adv	erg/adj	las/verb	natuurlijk/adj	hier/adv	heb_lief/verb	verlies/verb	systeem/noun	Albanees/noun	tegenstander/noun	voordracht/noun	verdwaal/verb	tennis/noun	islam/noun	schop/verb	zeg/verb	vrede/noun	politiek/noun	staat/noun	medium/noun	in/adv	liefde/noun	meute/noun	hartgrondig/adj	destijds/adv	vraag/verb	super_held/noun	bemin/verb	vrouw/noun	moslim/noun	hoe/noun	onderonsje/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	hoezeer/adv	prietpraat/noun	duif_liefhebber/noun	toestand/noun	zwart/adj	regelrecht/adj	joods/adj	alles/noun	oud/adj	Anthuenis/noun	president/noun	eeuwig/adj	Amerikaan/noun	liberaal/adj	vraag_af/verb	stuk_DIM/noun	oorlog/noun	man/noun	realiteit/noun	vecht/verb	eigenlijk/adj	tuig/noun	vervloek/verb	Javaan/noun	grinnik/verb	baan_DIM/noun	niet/adv	middelmaat/noun	religieus/adj	wreed/adj	ander/adj	reden/noun	namaak/noun	fel/adj	verhuis/verb	pas/noun	opgesloten/adj	laconiek/adj	leer/verb	kunst/noun	Arabier/noun	zelfs/adv	etiket/noun	Kosovo_crisis/noun	oprichter/noun	pest/noun	diep/adj	heel/adj	tegenwoordig/adj	13-jarige/adj	zal/verb	Iraans/adj	ga/verb	nuchterheid/noun	ding/noun	woord/noun	moeder/noun	inmiddels/adv	criticus/noun	maandag/noun	begin/noun	volk/noun	tv/noun	journalist/noun	sprookje/noun	persoonlijk/adj	hartstochtelijk/adj	draadloos/adj	dirigent/noun	begin/verb	steun/verb	vader/noun	ras/noun	huis_werk/noun	platteland/noun	Syriër/noun	voetbal/noun	perfectie/noun	toch/adv	stad/noun	trend/noun	talentvol/adj	modern/adj	luister/adj	allebei/adv	film/noun	jodendom/noun	premier/noun	namelijk/adv	aartsvijand/noun	kerst/noun	on_versneden/adj	steeds/adv	prostituee/noun	soort/noun	vrijheid/noun	tevoren/adv	boek/noun	zeur/verb	Nederlander/noun	opzettelijk/adj	meest/adj	land/noun	ongelijkheid/noun	kind/noun	misschien/adv	strafschop/noun	Duitser/noun	Democraat/noun	regel_DIM/noun	dagelijks/adj	mens/noun	Tutsi/noun	nooit/adv	baas/noun	intens/adj	gelijkelijk/adv	winkel/verb	wereld/noun
staat/noun	0.9475595	0.9086336	0.9046404	0.7719391	0.87402713	0.8242543	0.906728	0.8806336	0.9843037	0.96498364	0.89128745	0.8995751	0.8682316	0.8637606	0.9028162	0.86803025	0.96234643	0.9504957	0.7732488	0.8621874	0.8312342	0.93839025	0.9335534	0.9385471	0.80646366	0.81231225	0.9208187	0.72604954	0.91348875	0.9074224	0.7504432	0.9056599	0.87475896	0.7463399	0.79298925	0.93024975	0.9120135	0.9053724	0.91402066	0.90335816	0.8804022	0.76561093	0.70647246	0.82203674	0.8991787	0.91892844	0.9135479	0.69861436	0.9151514	0.9354352	0.69717705	0.69237036	0.0	0.77111065	0.8099276	0.88940406	0.91683996	0.91833204	0.76895976	0.8629101	0.9403212	0.9192681	0.8519071	0.669503	0.8731237	0.8671817	0.8366153	0.8055632	0.9078911	0.8201915	0.94173205	0.92955035	0.77612823	0.8893587	0.83660036	0.6619015	0.9024278	0.8592067	0.9194319	0.6435944	0.8646053	0.75024366	0.75047314	0.9304471	0.89603376	0.70384586	0.8868194	0.8455899	0.76596403	0.92414296	0.8633084	0.9053202	0.8874791	0.94262534	0.8913481	0.88703334	0.92444223	0.69027364	0.7964016	0.8602619	0.87559414	0.8825684	0.8311217	0.88758594	0.91172975	0.882358	0.91095686	0.9359195	0.8345573	0.690614	0.84318894	0.88118833	0.8521391	0.8222239	0.8787303	0.8919479	0.8883848	0.8636813	0.9095363	0.7380622	0.7052783	0.9402487	0.903293	0.94782543	0.92346	0.896249	0.7934051	0.805833	0.88762426	0.88907754	0.6572249	0.9289494	0.80983925	0.89284325	0.813344	0.8545823	0.9116609	0.88841873	0.9166528	0.6910846	0.8741059	0.7552092	0.9246985	0.7544506	0.8613376	0.8808193	0.8783611	0.92632854	0.67719305	0.917913	0.90823257	0.833783	0.9374993	0.873129	0.90915006	0.7490792	0.7389419	0.77291	0.79724604	0.91632897	0.8935366	0.84177315	0.81915873	0.8387688	0.6943387	0.8789035	0.9365294	0.91595304	0.8754404	0.826131	0.819384	0.56678545	0.800532	0.8975113	0.9364834	0.9442196	0.8425491	0.7514099	0.88695997	0.91395146	0.87384844	0.78713167	0.912491	0.87386143	0.88053364	0.8337672	0.9335176	0.7834307
medium/noun	0.91218567	0.79103124	0.9192635	0.7202579	0.81917286	0.84672284	0.7774066	0.8529384	0.91664016	0.91478	0.8309283	0.895858	0.810434	0.7532439	0.8297301	0.82246053	0.9387268	0.93247277	0.76310086	0.8422257	0.8776673	0.7787679	0.8762039	0.8656249	0.73501414	0.73994124	0.91437733	0.79447967	0.8856633	0.916058	0.75351703	0.7707732	0.84066015	0.76901025	0.74686027	0.83280915	0.81174135	0.8205129	0.87228066	0.86990535	0.9214994	0.8086349	0.79219365	0.7686634	0.82596385	0.88994586	0.81021875	0.69944465	0.8766681	0.8750461	0.8615321	0.5697539	0.77111065	0.0	0.87670445	0.82973325	0.8598877	0.87672156	0.691826	0.87331253	0.8874396	0.91567487	0.85580254	0.74104834	0.7834926	0.79754454	0.85385907	0.84440625	0.8221066	0.7362292	0.8656928	0.929835	0.83422947	0.90001863	0.77981234	0.79352117	0.87401354	0.91173685	0.8550004	0.7037972	0.85807484	0.7622875	0.7437802	0.8616676	0.89423007	0.8060057	0.8882523	0.7682916	0.86795753	0.8640896	0.85356015	0.8946977	0.9023515	0.88116103	0.88606614	0.84213585	0.87049556	0.7402755	0.79986	0.83998406	0.88140106	0.88287705	0.7591561	0.95404285	0.8995082	0.911383	0.78336173	0.85046625	0.6814906	0.76670337	0.7823607	0.8070783	0.82605124	0.835597	0.8301818	0.8870039	0.84721375	0.7166837	0.8953164	0.811749	0.7160804	0.92195106	0.849355	0.8316565	0.7769096	0.8944908	0.7991857	0.6396584	0.84756553	0.8864896	0.7249646	0.6680299	0.51875067	0.83041644	0.7764324	0.8065324	0.7963042	0.81544566	0.89835316	0.78653175	0.8780995	0.8170176	0.87901497	0.77795005	0.88974285	0.8172748	0.84535396	0.8618332	0.8246788	0.76935804	0.8678225	0.742999	0.8620372	0.86891985	0.7443105	0.8202082	0.67239743	0.7783706	0.8174721	0.88961977	0.84570694	0.7113615	0.8069129	0.7589755	0.80678236	0.81004316	0.7762384	0.85933304	0.83190334	0.80589205	0.7968867	0.8173753	0.8263353	0.8901272	0.8399989	0.93921566	0.8348219	0.7281332	0.85242033	0.78953457	0.81880593	0.8728834	0.85848606	0.84174424	0.7909715	0.89765906	0.83357763	0.7646804
in/adv	0.8949118	0.8674556	0.8037518	0.8520597	0.8616456	0.92641366	0.8380518	0.8975859	0.943125	0.93588376	0.88228196	0.8216976	0.9138888	0.89487636	0.8980156	0.8423861	0.9345175	0.90330505	0.7610537	0.8628385	0.7900155	0.88390434	0.81634414	0.82255334	0.85488635	0.79794574	0.89663625	0.5545534	0.9009278	0.8678089	0.85209125	0.87740874	0.8360439	0.8634098	0.8044051	0.92281365	0.89987695	0.85902303	0.84018195	0.9084938	0.87459624	0.8279803	0.8156952	0.8876499	0.8930243	0.8901204	0.8984264	0.8575522	0.86912525	0.9295912	0.89023376	0.8601365	0.8099276	0.87670445	0.0	0.8887193	0.8748295	0.9396417	0.8008891	0.8611048	0.91619897	0.9320369	0.86812097	0.8473873	0.84592354	0.9115387	0.91818196	0.8743087	0.8400754	0.8612424	0.92015535	0.9320861	0.8786993	0.8544241	0.8608353	0.8164604	0.8673033	0.8574645	0.9156574	0.9105145	0.87583226	0.83765537	0.8699921	0.8892338	0.8849748	0.87397456	0.8552239	0.8710951	0.8691322	0.7420521	0.82104605	0.91089284	0.92263997	0.9216414	0.8647254	0.8632735	0.94087255	0.8460274	0.8375208	0.8055888	0.9243729	0.8965186	0.89908195	0.8837674	0.89597034	0.86794645	0.89914685	0.90245616	0.8488584	0.8230439	0.8202569	0.8728752	0.90685487	0.9034525	0.88045603	0.9159571	0.8303571	0.79705644	0.8806094	0.762907	0.8429416	0.8709014	0.9201518	0.8661514	0.90187716	0.89816195	0.7497981	0.8677718	0.8785274	0.9089177	0.8663063	0.89604926	0.8506249	0.8764237	0.87233734	0.88115275	0.8885767	0.9303407	0.91246694	0.8607772	0.8937786	0.8343046	0.8984545	0.8445263	0.8865892	0.9030527	0.9067834	0.8688373	0.83314186	0.91477823	0.87177956	0.8422712	0.92164063	0.84008455	0.873269	0.8936073	0.91731304	0.7415339	0.90603614	0.8663054	0.8854555	0.8367119	0.8277822	0.8051654	0.8705561	0.8674645	0.87112796	0.8664479	0.83875275	0.8453486	0.78925914	0.80169797	0.8956203	0.8819991	0.8764615	0.94984806	0.8457695	0.86319864	0.8694273	0.7718029	0.81079197	0.8717456	0.88594556	0.8925377	0.8789936	0.87731045	0.8820716	0.8646136
liefde/noun	0.91814905	0.75784415	0.9157986	0.7199449	0.7909683	0.91133326	0.65388894	0.9444908	0.83959836	0.88946986	0.5787798	0.8575964	0.5810509	0.7800818	0.78075933	0.80341834	0.9376427	0.89290315	0.87159103	0.8567253	0.8592289	0.84076536	0.83785397	0.8073778	0.78329664	0.8367115	0.9216695	0.7697199	0.83617	0.849667	0.7926518	0.786963	0.83165133	0.7536254	0.72296077	0.8422759	0.78931046	0.73392355	0.8112066	0.6427253	0.88254285	0.9034243	0.8804218	0.89347273	0.7778785	0.8185652	0.7864093	0.7290657	0.83907384	0.9207889	0.7526758	0.7538413	0.88940406	0.82973325	0.8887193	0.0	0.87197703	0.8208753	0.82159203	0.9076107	0.852226	0.68756604	0.7431337	0.80964357	0.7696444	0.8964382	0.9231294	0.8953302	0.8235339	0.7322572	0.8885874	0.9220511	0.8650937	0.8330427	0.7752373	0.7802797	0.7820656	0.7718166	0.8626839	0.9143633	0.58932304	0.8443071	0.83090305	0.8713414	0.80395865	0.82046604	0.7940366	0.721326	0.8083611	0.76870245	0.8951161	0.8163609	0.9237185	0.8359589	0.8703733	0.8613235	0.8428659	0.67884403	0.69376194	0.83797973	0.897189	0.85499644	0.8855811	0.9381982	0.9127089	0.8386412	0.8246791	0.7518088	0.65723443	0.79044956	0.7444769	0.86516273	0.9154368	0.8993976	0.84367853	0.69470805	0.84266186	0.7563331	0.8725122	0.8801605	0.8457355	0.8829469	0.7596876	0.7793821	0.7318348	0.72906065	0.8664168	0.80325013	0.9669875	0.908394	0.7440376	0.8655587	0.8696079	0.63850343	0.7358228	0.6452408	0.9208803	0.8344142	0.8749375	0.9032402	0.7272762	0.7641225	0.8850994	0.81119597	0.9156845	0.8134689	0.72748095	0.80107766	0.88911974	0.88150156	0.86702794	0.7225293	0.8436883	0.74131954	0.7355945	0.8006052	0.9260166	0.7883984	0.8600831	0.8380481	0.7419796	0.79434144	0.83264756	0.67352307	0.7063165	0.8679954	0.7525206	0.8423881	0.8783143	0.841505	0.82765245	0.91872525	0.8373426	0.7824808	0.7421099	0.95536083	0.8570583	0.86407	0.88703823	0.8536347	0.7553676	0.87606436	0.76216686	0.8720617	0.5807413	0.89702725	0.8368296	0.7576744
meute/noun	0.89762324	0.85553586	0.9057648	0.8719689	0.7764197	0.8961239	0.7786634	0.9111238	0.8399619	0.9277388	0.85990435	0.84684014	0.90220886	0.8478769	0.8940456	0.7817973	0.905225	0.8379173	0.82894397	0.84150374	0.8726042	0.87066	0.80327845	0.8365139	0.8703039	0.89402485	0.8898311	0.8773266	0.84223086	0.80935216	0.83886284	0.83405	0.83657044	0.83633995	0.85271794	0.84024084	0.8523905	0.8749647	0.7838457	0.8836621	0.9316487	0.9232229	0.8176011	0.8481102	0.91853493	0.82045245	0.8795486	0.88225126	0.7808234	0.9044439	0.9078679	0.87787807	0.91683996	0.8598877	0.8748295	0.87197703	0.0	0.88491815	0.8468367	0.9013678	0.88619804	0.8779061	0.8006708	0.82442254	0.8431796	0.8611471	0.91958076	0.94418854	0.8553259	0.8779601	0.89842254	0.9100959	0.9077023	0.8293174	0.87068003	0.85710406	0.8761274	0.87077296	0.87729955	0.89402264	0.85730284	0.7971772	0.8990831	0.91074187	0.87149525	0.8915282	0.7511102	0.8856143	0.8501501	0.87683445	0.8210726	0.8778687	0.9147006	0.88320094	0.8302641	0.86933804	0.903192	0.880577	0.8281884	0.86022764	0.9100932	0.8972166	0.84909976	0.9022965	0.83632493	0.8621417	0.907912	0.88019836	0.9115952	0.808291	0.8052292	0.8921011	0.89062285	0.9211692	0.8608858	0.8869473	0.81753266	0.81506264	0.8701279	0.8655849	0.8517724	0.88326263	0.8970383	0.8953732	0.8991445	0.8334255	0.8610015	0.8511739	0.8931717	0.9244526	0.8001334	0.86647904	0.7963362	0.8913171	0.90632844	0.79638535	0.91717917	0.87129915	0.8420703	0.90450346	0.83823425	0.8716407	0.8838793	0.8268686	0.8943257	0.9014505	0.88998264	0.83752596	0.8269105	0.8891083	0.83321726	0.8889815	0.86757964	0.8310563	0.90929747	0.91388416	0.9010678	0.8476901	0.87308425	0.8297346	0.9060955	0.7953469	0.84331506	0.8697753	0.90714985	0.8687757	0.91708285	0.8362098	0.8287685	0.83834493	0.85461164	0.8830364	0.91768503	0.826607	0.87931603	0.9349429	0.800965	0.84684944	0.8753055	0.8430916	0.7914512	0.86422193	0.88557076	0.8758964	0.8438982	0.92741376	0.84367406	0.8542846
hartgrondig/adj	0.9385366	0.91487813	0.9627404	0.85833955	0.8559057	0.9253994	0.82483935	0.932395	0.86652124	0.9028308	0.8814605	0.9501404	0.8525772	0.892595	0.921777	0.8470323	0.9154953	0.9230805	0.906746	0.86939764	0.89675874	0.9255527	0.87764895	0.8718577	0.8263811	0.8324589	0.95342785	0.90082306	0.89278734	0.9406755	0.8534698	0.87693596	0.9003732	0.8308371	0.8273705	0.9004988	0.92465544	0.8570249	0.91392344	0.86784196	0.9271194	0.9312567	0.8748957	0.8555086	0.88997215	0.9133104	0.9036549	0.8203441	0.8815517	0.86025894	0.8778832	0.8557382	0.91833204	0.87672156	0.9396417	0.8208753	0.88491815	0.0	0.84152955	0.89360726	0.9321372	0.8747069	0.88858604	0.820387	0.89508533	0.9127309	0.93539315	0.947626	0.8193732	0.841191	0.88781875	0.9329537	0.9525407	0.8984453	0.86760706	0.8671537	0.88849795	0.90722644	0.87545526	0.8725463	0.844236	0.8181408	0.8053244	0.89549047	0.9410355	0.86329246	0.8846004	0.89505714	0.86528087	0.8293972	0.9103686	0.89225066	0.9031388	0.8752584	0.9123446	0.8845557	0.8880522	0.86408246	0.85991615	0.90652895	0.91146165	0.91333985	0.8510496	0.9375109	0.9420224	0.9040146	0.876025	0.9183056	0.927824	0.8273964	0.82305974	0.87275803	0.90786284	0.9344095	0.8645067	0.8296344	0.92487186	0.8831357	0.91953695	0.89256746	0.8911067	0.91955954	0.8891374	0.8969756	0.8610053	0.8868039	0.92841446	0.8016575	0.9551267	0.9627659	0.8770467	0.9101741	0.8753734	0.8792579	0.878217	0.76710516	0.962614	0.9107027	0.9272929	0.86603785	0.8733434	0.88882565	0.9258264	0.9085338	0.90398055	0.92200685	0.89279675	0.8657792	0.9442888	0.9372709	0.9181362	0.8900503	0.8886148	0.86387205	0.9376267	0.89640373	0.86388546	0.86394036	0.8857632	0.9183605	0.8554504	0.85726005	0.89984745	0.89088047	0.87048334	0.9014962	0.94559455	0.8756502	0.8757477	0.92401665	0.88782525	0.91897917	0.8733935	0.9120134	0.87027675	0.9522367	0.85796404	0.8094705	0.9124083	0.93195766	0.86631006	0.8815909	0.84326553	0.89104956	0.8431019	0.9220572	0.8677956	0.9154672
destijds/adv	0.8903641	0.80521685	0.88005847	0.7404939	0.81333417	0.8350793	0.7717454	0.84048384	0.8732201	0.917216	0.7971469	0.87071633	0.83626956	0.74973	0.8235884	0.7377956	0.90787	0.8778479	0.695199	0.80048215	0.751665	0.8586493	0.85960126	0.81370974	0.7632085	0.66029906	0.85791844	0.73261994	0.84559375	0.87791693	0.78509486	0.77339834	0.83485633	0.7638074	0.7361635	0.82716715	0.8103712	0.84090066	0.8095961	0.84406614	0.90082073	0.8018249	0.74930155	0.7886689	0.8148013	0.8790492	0.8495062	0.7959107	0.78009003	0.7777878	0.8565184	0.7619941	0.76895976	0.691826	0.8008891	0.82159203	0.8468367	0.84152955	0.0	0.79490006	0.88418514	0.87946934	0.7921065	0.7516294	0.8135094	0.82824075	0.8122151	0.88859546	0.75728184	0.7503997	0.88560295	0.9047014	0.8323413	0.8277676	0.7681104	0.7271163	0.87654126	0.8240092	0.84849	0.6913172	0.8050402	0.7011814	0.718385	0.8367804	0.87874055	0.76421297	0.79491544	0.8273729	0.81135213	0.82723725	0.837681	0.84685045	0.9060495	0.82800084	0.8297371	0.82311153	0.8949791	0.75786567	0.7468935	0.83265936	0.8497036	0.87773156	0.76889634	0.8841889	0.86893946	0.81801033	0.75125456	0.8857056	0.8218783	0.74057436	0.7285511	0.7987377	0.8254088	0.73378026	0.8398982	0.865752	0.8539163	0.7107729	0.81201494	0.72778773	0.66834474	0.88780576	0.85866135	0.8500117	0.80525357	0.7868451	0.65211535	0.64998806	0.82824	0.82408357	0.7933146	0.8396278	0.6601186	0.82329965	0.7634688	0.7624675	0.87351537	0.76022816	0.87365	0.7432208	0.745708	0.8304566	0.8629632	0.80944705	0.83789647	0.8636103	0.8667174	0.8240887	0.8222021	0.8630277	0.78382206	0.8046813	0.8643624	0.76429224	0.79007167	0.84593457	0.7075463	0.7105673	0.7977904	0.8296789	0.8323246	0.7704981	0.74238944	0.78580546	0.8372823	0.76879257	0.7952809	0.8287682	0.7808699	0.7621046	0.73642874	0.79182875	0.8494699	0.8502282	0.8055965	0.8832135	0.7383849	0.7235483	0.8492546	0.83655393	0.80422723	0.80124474	0.7874215	0.7716825	0.80665123	0.91078454	0.8706569	0.8182795
vraag/verb	0.9326894	0.89353824	0.8867901	0.8726482	0.88739395	0.932749	0.8579511	0.80328566	0.8612188	0.9206929	0.9276091	0.93650687	0.9278344	0.89657605	0.932318	0.9252953	0.9386286	0.9382263	0.8911159	0.9188043	0.8733028	0.91506803	0.8618881	0.90938085	0.8335891	0.81890655	0.93435574	0.8992939	0.91180325	0.93159616	0.89956224	0.91139483	0.9070216	0.9146792	0.8541149	0.91874653	0.8756326	0.90937936	0.8948973	0.9225292	0.9138104	0.884856	0.8972604	0.91201836	0.8553252	0.9023759	0.9475741	0.9085111	0.8637294	0.7076455	0.89330214	0.89529514	0.8629101	0.87331253	0.8611048	0.9076107	0.9013678	0.89360726	0.79490006	0.0	0.9637251	0.9202313	0.8910948	0.90019435	0.8572443	0.8962732	0.8866711	0.88483346	0.83672476	0.8897571	0.9593047	0.93637305	0.9123105	0.92924845	0.92433316	0.85068005	0.9548515	0.9143658	0.89557827	0.84942096	0.91747606	0.87578166	0.8528771	0.7649547	0.94077504	0.9342878	0.8748336	0.93101555	0.8951995	0.91546285	0.91981506	0.8998839	0.9624036	0.86907935	0.8828559	0.90005696	0.9485638	0.889749	0.8965025	0.8634331	0.8589964	0.91313225	0.89452505	0.89915735	0.9237335	0.89572835	0.8518719	0.8785126	0.93098044	0.9028693	0.83633584	0.90748	0.8661715	0.88853896	0.93123597	0.93802387	0.9168329	0.85906136	0.89705694	0.8023222	0.81954443	0.89750785	0.92899835	0.9451811	0.8896776	0.86111665	0.8533163	0.8657353	0.85610074	0.95052654	0.9098709	0.92127234	0.8026849	0.948358	0.7922381	0.8568993	0.9096453	0.9250394	0.90632606	0.7769371	0.86785936	0.9167549	0.8519801	0.91501904	0.92469305	0.95387673	0.93589586	0.8947234	0.91386443	0.92996234	0.91241133	0.9284182	0.8277456	0.88813883	0.9435847	0.9081129	0.836193	0.8482194	0.93754685	0.8963264	0.93340707	0.8750268	0.8747758	0.9020561	0.88684714	0.8167033	0.93433374	0.81841415	0.9113646	0.8687362	0.8718766	0.8931082	0.9190369	0.88704586	0.8913057	0.9552997	0.9404873	0.87757206	0.89967656	0.8687267	0.862998	0.9246174	0.8803351	0.83278763	0.8907108	0.9288281	0.88186485	0.9499219
super_held/noun	0.8922129	0.875065	0.93337417	0.8657344	0.87568235	0.9283286	0.8492016	0.9578662	0.9333429	0.9110971	0.8185879	0.8825705	0.90922874	0.7877447	0.9123316	0.8870711	0.9158272	0.89597523	0.9234706	0.9176473	0.89889777	0.8549247	0.8919779	0.85164666	0.91502076	0.89720917	0.94093484	0.8676881	0.9134084	0.9213414	0.9097707	0.8648662	0.85891175	0.85578704	0.858773	0.88299555	0.88521147	0.8847627	0.9182191	0.90515196	0.9511994	0.90663844	0.9182541	0.9099587	0.91513246	0.8679142	0.8952347	0.8945838	0.9214405	0.95726484	0.9335296	0.8905922	0.9403212	0.8874396	0.91619897	0.852226	0.88619804	0.9321372	0.88418514	0.9637251	0.0	0.8846977	0.8835885	0.90994227	0.89600646	0.8936743	0.92233604	0.96832216	0.9033805	0.8755734	0.89636004	0.914834	0.92349225	0.8785319	0.9139989	0.88641554	0.90597683	0.89558315	0.9276853	0.94130504	0.858332	0.9023365	0.90800285	0.94868964	0.90826994	0.9179058	0.88189983	0.87322366	0.89341426	0.8780591	0.85681695	0.8914146	0.91855264	0.8937884	0.9080805	0.90966547	0.9030105	0.89057803	0.8374092	0.87802815	0.92829734	0.90694803	0.91835827	0.9466031	0.9210342	0.9015691	0.9298007	0.9330512	0.8588338	0.868976	0.88272434	0.8975454	0.8930859	0.87416106	0.91358835	0.9219328	0.88349426	0.8781233	0.90778244	0.90929246	0.89436245	0.92361075	0.90692604	0.8535942	0.879466	0.9045206	0.89457434	0.8979167	0.9646157	0.97188383	0.8714342	0.89561707	0.8942044	0.80985683	0.9091051	0.8935171	0.91870785	0.8797361	0.9315732	0.92658514	0.8910629	0.85365665	0.95119786	0.9093048	0.93364984	0.9013374	0.8818054	0.8812705	0.9300151	0.9314598	0.88597	0.837832	0.8989976	0.88330346	0.80443156	0.8965164	0.94554657	0.88264304	0.8951812	0.8702803	0.89692277	0.8948673	0.9005975	0.83623636	0.9037374	0.91635007	0.8445755	0.91671824	0.9114163	0.92944646	0.8574361	0.93693185	0.92089975	0.89378285	0.88252276	0.96336234	0.89734095	0.9241139	0.8996613	0.9148556	0.8613094	0.92681503	0.91100025	0.9024174	0.8485742	0.95538086	0.893005	0.8584367
bemin/verb	0.89634514	0.8330939	0.9292321	0.84084535	0.83020836	0.95087767	0.81078243	0.9563344	0.84213555	0.90258074	0.83209646	0.8980596	0.844895	0.8520791	0.85182226	0.87408614	0.9383083	0.9029191	0.8987207	0.8774679	0.89929634	0.8946086	0.85021967	0.8606903	0.8527868	0.8850261	0.9216771	0.8711211	0.9109429	0.8853351	0.91085345	0.8358435	0.8943699	0.8241495	0.8396368	0.8816022	0.88571084	0.8194163	0.8514964	0.71603346	0.92473936	0.94267356	0.915446	0.9036557	0.8861871	0.85272115	0.8808919	0.8739707	0.88839066	0.9050358	0.86931676	0.87971747	0.9192681	0.91567487	0.9320369	0.68756604	0.8779061	0.8747069	0.87946934	0.9202313	0.8846977	0.0	0.8363627	0.88152045	0.8548831	0.93875843	0.9541285	0.9149378	0.80682325	0.84350467	0.92886966	0.92522013	0.9295203	0.8887759	0.9064045	0.873484	0.8622384	0.84801674	0.9061235	0.9402522	0.79354656	0.87101406	0.90098804	0.88345855	0.8954462	0.88501465	0.853178	0.88212943	0.84954786	0.8448925	0.90142757	0.8389031	0.9022865	0.8656215	0.9085089	0.8727262	0.88560957	0.8593942	0.853465	0.8932753	0.93643737	0.8793666	0.92770505	0.9467838	0.9281682	0.87247914	0.9215325	0.8110158	0.8297387	0.8509011	0.8275311	0.89404434	0.92048943	0.9158807	0.89055955	0.85318804	0.89081496	0.82362205	0.88255215	0.9006691	0.91167253	0.89540744	0.8531075	0.8520811	0.8560889	0.81714135	0.88089144	0.8483207	0.955031	0.9535539	0.82405245	0.92166066	0.8990466	0.8516122	0.8906053	0.7860038	0.9286211	0.89062095	0.91628027	0.92708755	0.8119623	0.8783751	0.91498744	0.87969023	0.920257	0.9086234	0.868568	0.8734623	0.91900104	0.9209323	0.89297575	0.8706953	0.88450235	0.8309581	0.88387096	0.9006434	0.9437697	0.85897744	0.9090532	0.89956856	0.86910415	0.8420818	0.89125884	0.8654898	0.8404468	0.91149807	0.8811227	0.88880897	0.8885865	0.8977177	0.87707555	0.9237077	0.896512	0.85173273	0.8417079	0.95436686	0.8782609	0.91528785	0.8842188	0.8788796	0.8049665	0.90187097	0.8460684	0.9059508	0.8228157	0.88216877	0.86537457	0.8697907
vrouw/noun	0.8453881	0.8297823	0.8877495	0.83445215	0.7728739	0.86858016	0.76621395	0.951018	0.81763387	0.92964786	0.80986047	0.81299865	0.85287315	0.70053005	0.8392184	0.7622192	0.94263554	0.82201636	0.7557066	0.8434377	0.8277629	0.85623467	0.80908793	0.8489681	0.86852485	0.8845166	0.9187359	0.85341346	0.83667207	0.8016529	0.78590053	0.8389776	0.770262	0.8335905	0.8144942	0.85051346	0.8557784	0.859284	0.8223289	0.76800376	0.89511997	0.9053005	0.7297977	0.8659929	0.9012991	0.8540374	0.85770345	0.8197435	0.74506557	0.9065313	0.9203491	0.8633406	0.8519071	0.85580254	0.86812097	0.7431337	0.8006708	0.88858604	0.7921065	0.8910948	0.8835885	0.8363627	0.0	0.7012518	0.8095749	0.8722918	0.93086946	0.87369365	0.7895911	0.845084	0.92171663	0.94604427	0.8325212	0.73419476	0.8620966	0.75006384	0.90743846	0.74756813	0.91099566	0.83091503	0.81945854	0.74922884	0.8907917	0.9142927	0.8889673	0.8777027	0.28312588	0.86296993	0.78866565	0.87216884	0.8377759	0.8729457	0.8545984	0.8560541	0.8462194	0.86513674	0.9272963	0.8147752	0.7593685	0.8381585	0.89744365	0.8855521	0.88597906	0.8759954	0.90617347	0.74001205	0.882056	0.8497453	0.859239	0.73719776	0.7836803	0.85752416	0.92818713	0.8871009	0.83337295	0.87476265	0.8767514	0.7636101	0.64936984	0.8709237	0.76488817	0.8712205	0.8971808	0.8669853	0.89316833	0.3683594	0.7867853	0.8484563	0.88687956	0.9450763	0.7867337	0.8476227	0.7280391	0.8312255	0.88179165	0.78340423	0.92438114	0.8462833	0.91303587	0.88573706	0.47867203	0.7915496	0.89482343	0.7580567	0.8780546	0.8755325	0.89317584	0.8598625	0.8463171	0.9083565	0.836646	0.85672605	0.84783393	0.65276694	0.8662907	0.8823993	0.8598076	0.7989286	0.8596676	0.84831095	0.9135194	0.7853308	0.5590842	0.84588844	0.86785144	0.8851419	0.9019452	0.8391204	0.70363677	0.7967427	0.8211494	0.8455912	0.8637022	0.46485937	0.8593901	0.9638361	0.77628213	0.87851816	0.91522676	0.8509775	0.5806571	0.8156302	0.81156003	0.7908046	0.822294	0.92082065	0.79909617	0.8312155
