	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Blair/name	Borms/name	Boudewijn/name	Charlie/name	Cools/name	Cézanne/name	Derksen/name	Duitser/noun	EU/name	Engelsman/noun	Frank/name	Friesland/name	Irving/name	Leys/name	Linda/name	Mona/name	Mondriaan/name	Mussolini/name	NAVO/name	Nederlander/noun	Olympische/name	Reagan/name	Schenk/name	Sperwer/name	Syriër/noun	Tutsi/noun	VS/name	Waal/noun	Wout/name	aartsvijand/noun	al/comp	alles/noun	als/comp	ander/noun	anderzijds/adv	armband/noun	baas/noun	daarna/pp	dat/det	destijds/adv	die/det	diep/adj	ding/noun	dirigent/noun	eigenlijk/adj	elkaar/pron	en/vg	erg/adj	erom/pp	etiket/noun	evenzeer/adv	fel/adj	film/noun	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	haar/pron	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hoe/noun	hoewel/comp	huis_werk/noun	iedereen/pron	ik/pron	immigrant/noun	in/adv	inmiddels/adv	intens/adj	islam/noun	je/pron	jezelf/pron	jodendom/noun	jood/noun	journalist/noun	jullie/pron	kerst/noun	kind/noun	klus/noun	kunst/noun	laconiek/adj	liefde/noun	maandag/noun	maar/vg	man/noun	me/pron	men/pron	mens/noun	meute/noun	mezelf/pron	mij/pron	misschien/adv	moeder/noun	moslim/noun	muziek/noun	namelijk/adv	natuurlijk/adj	niet/adv	om/comp	om/prep	omdat/comp	ongelijkheid/noun	ons/noun	ons/pron	oorlog/noun	oprichter/noun	overigens/adv	overzee/pp	pas/noun	perfectie/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	regel_DIM/noun	regelrecht/adj	sinds/comp	soms/adv	sprookje/noun	staat/noun	stad/noun	stilaan/adv	strafschop/noun	super_held/noun	systeem/noun	tegenstander/noun	tennis/noun	terwijl/comp	toch/adv	toerist/noun	tuig/noun	type/noun	u/pron	vader/noun	van/pron	vanwege/prep	vergadering/noun	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vrede/noun	vrijheid/noun	vrouw/noun	waarschijnlijk/adj	wanneer/comp	wat/pron	we/pron	wegens/prep	wereld/noun	wij/pron	winkel/verb	woord/noun	ze/pron	zichzelf/pron	zij/pron	zo/adv	zoals/comp	zozeer/adj	zwart/adj
Syriër/noun	0.7734852	0.7211298	0.730432	0.93277854	0.64674604	0.886073	0.9661459	0.8396108	0.9486549	0.96746534	0.9441776	0.9683857	0.9698183	0.9413809	0.7358144	0.91310847	0.7210348	0.9640583	0.95136976	0.83235806	0.94835335	0.9746576	0.93892485	0.96412516	0.84605306	0.6914704	0.8117724	0.67844886	0.83657545	0.9250214	0.92241997	0.0	0.84826386	0.84832764	0.87606865	0.9286337	0.8119961	0.8230367	0.8199281	0.84156215	0.91692775	0.79792863	0.9104587	0.8606773	0.9038861	0.8316351	0.802849	0.79812807	0.83452153	0.81147707	0.8099855	0.81606615	0.70799446	0.81409025	0.73999256	0.83887327	0.9695961	0.7683547	0.7809044	0.819106	0.947134	0.82805324	0.8039054	0.8503556	0.6001024	0.8510418	0.78503025	0.93032706	0.77499306	0.8358453	0.83157545	0.86842895	0.7398609	0.68259007	0.89441806	0.78141165	0.71065724	0.89439404	0.7286109	0.87741065	0.8077363	0.8338293	0.7847415	0.9249412	0.67009556	0.87281513	0.7834473	0.8147495	0.8435443	0.8602582	0.7293945	0.89263743	0.846791	0.8046567	0.93554413	0.9646777	0.9101411	0.9026544	0.8576571	0.8496835	0.74776447	0.9095503	0.7871829	0.7641218	0.7039254	0.84513	0.82067144	0.7821137	0.8580141	0.9486219	0.6981119	0.90622574	0.90106255	0.86686105	0.6953094	0.7905362	0.88693297	0.724857	0.90051126	0.88268244	0.78794634	0.6366977	0.7358242	0.8214867	0.7604743	0.8591585	0.9399587	0.9766322	0.8614338	0.7909663	0.8213271	0.7604495	0.8640812	0.8723849	0.8071759	0.8721052	0.86229634	0.94432026	0.8138369	0.6908747	0.976462	0.7103066	0.9543332	0.9176731	0.92632043	0.8414386	0.76780057	0.8273123	0.9441775	0.7505685	0.8547182	0.7556735	0.90171075	0.97922456	0.9100795	0.9587711	0.87381816	0.75875723	0.8384648	0.6760464	0.9104393	0.70235336	0.9581832	0.77085197	0.72253263	0.92049396	0.77448696	0.89830095	0.8354082	0.8127619	0.82730484	0.74185	0.7595227	0.88968605	0.8288196	0.7106452	0.6348145	0.714355	0.8331344	0.8211843	0.82790315	0.8307522
Tutsi/noun	0.37284487	0.6967313	0.86063814	0.97607195	0.751942	0.9557912	0.9860703	0.8313539	0.97881293	0.97845745	0.9793428	0.7752314	0.983936	0.995976	0.8713224	0.9442715	0.848397	0.97761285	0.9379723	0.92235917	0.97253823	0.9550014	0.98167837	0.98348355	0.96329397	0.7904627	0.82194865	0.9965205	0.8587474	0.9806552	0.95335907	0.84826386	0.0	0.6980608	0.91633236	0.97766626	0.5570171	0.96795803	0.9656696	0.94269526	0.97907	0.9094174	0.94713867	0.95423394	0.910402	0.9753636	0.9012354	0.92500204	0.90469015	0.97190726	0.97636014	0.9645329	0.6462779	0.6184249	0.9184332	0.9226521	0.94297767	0.8909063	0.84898746	0.9325063	0.927244	0.56971955	0.94817644	0.90669847	0.4704604	0.97328293	0.92661375	0.93744004	0.8399711	0.9333101	0.9225296	0.76309365	0.920666	0.8555126	0.868489	0.8774974	0.8890449	0.9745395	0.7787469	0.914977	0.7972238	0.96267295	0.8545698	0.93479407	0.8738461	0.9384026	0.82894003	0.97974306	0.9656423	0.87742764	0.5980321	0.9417058	0.8723726	0.879844	0.80131626	0.82796276	0.8757889	0.97825897	0.79690695	0.9387827	0.96351403	0.84896433	0.97297126	0.9065707	0.8554016	0.90298176	0.96781325	0.972067	0.9831192	0.79078984	0.68726844	0.9164661	0.8101453	0.86994416	0.9685681	0.91000414	0.9316262	0.8860929	0.8383528	0.94905317	0.98072386	0.64177406	0.9782673	0.99001503	0.8979595	0.9867402	0.9647453	0.79292345	0.7848981	0.9363245	0.8215312	0.6802099	0.9920262	0.9253333	0.4366033	0.9374329	0.97375846	0.8796272	0.5888563	0.94525206	0.9791849	0.6903962	0.8089642	0.90742457	0.9833995	0.91855884	0.9591072	0.7717136	0.8286129	0.79218805	0.97506744	0.9567256	0.9802561	0.9328072	0.98953253	0.7671988	0.927634	0.8207954	0.99300957	0.7033797	0.94119567	0.7137308	0.9935612	0.59031904	0.89485145	0.8059562	0.9253473	0.92340565	0.9802824	0.9522024	0.7145412	0.85712534	0.8428959	0.94778925	0.8674659	0.9008804	0.89202017	0.77744865	0.97667795	0.8768012	0.9225329	0.7229086
VS/name	0.6322515	0.3607599	0.49502736	0.97243667	0.6935178	0.93425405	0.9963708	0.69546044	0.95837176	0.97537065	0.9505027	0.81685555	0.99009377	0.9801257	0.83136034	0.4201849	0.79990506	0.8779155	0.95410204	0.71659195	0.95873326	0.936549	0.9781273	0.97769266	0.9162518	0.40785474	0.7984074	0.959588	0.6906684	0.99026424	0.9397273	0.84832764	0.6980608	0.0	0.9572617	0.9960045	0.76494926	0.9695917	0.9793853	0.8738774	0.9825222	0.83950645	0.9715132	0.86237043	0.98634434	0.9835588	0.812865	0.87009215	0.8474144	0.9796221	0.94241506	0.9562012	0.845297	0.72689277	0.8968525	0.7830852	0.9375089	0.8080549	0.6630168	0.9264054	0.9873604	0.96626216	0.767927	0.9144992	0.6054886	0.94294894	0.9365019	0.91196585	0.9308061	0.9576775	0.8985067	0.90464956	0.881503	0.8578881	0.9914638	0.87591004	0.90469193	0.92760366	0.7071441	0.93156815	0.90858984	0.9797712	0.52907264	0.8466393	0.76575196	0.97936594	0.7038514	0.9749042	0.9543716	0.8641635	0.60415554	0.9070953	0.87559897	0.9572122	0.88247234	0.89127237	0.91185486	0.8463231	0.916392	0.8650555	0.9257593	0.89233935	0.9819173	0.9050454	0.9630353	0.96636975	0.95531523	0.97635233	0.96516854	0.959842	0.7235707	0.91994566	0.8762419	0.8407652	0.9637606	0.88201696	0.9538808	0.8744073	0.8100692	0.8135113	0.9197386	0.5881256	0.91848993	0.84996814	0.7157084	0.94751394	0.9490839	0.9059813	0.6991415	0.9097162	0.61831295	0.59584457	0.97660375	0.83712816	0.7990506	0.8337892	0.98743296	0.77004725	0.4673772	0.95786273	0.954475	0.59003305	0.92001724	0.9899979	0.9561415	0.84288496	0.89092755	0.700481	0.90724254	0.7681637	0.97733676	0.895279	0.97277445	0.9622029	0.99366564	0.78253263	0.99105144	0.7955116	0.9488146	0.5939195	0.93712586	0.7584448	0.99365443	0.608339	0.7608096	0.8964925	0.83240753	0.8810406	0.9815148	0.9846969	0.8106139	0.7073473	0.8871343	0.9719423	0.92035574	0.95413053	0.8011651	0.86324877	0.97097677	0.76740044	0.79073644	0.7798667
Waal/noun	0.9182322	0.93154925	0.76401466	0.95650697	0.8483685	0.95820254	0.9457254	0.9290009	0.34418905	0.7706125	0.91681165	0.9135954	0.9868345	0.9342916	0.4729225	0.9650763	0.49862546	0.6915416	0.9441478	0.95649916	0.5449432	0.9816423	0.97765976	0.96018404	0.9503171	0.9035962	0.6351678	0.99915975	0.9483466	0.92572516	0.9565457	0.87606865	0.91633236	0.9572617	0.0	0.9189442	0.8202902	0.9199724	0.9110207	0.85452116	0.952526	0.6970623	0.94663376	0.79848135	0.847974	0.92368704	0.73013264	0.87840796	0.9396224	0.9080649	0.95548266	0.8380686	0.75159794	0.74496996	0.8585004	0.7976757	0.9440164	0.8218877	0.7515702	0.9909981	0.94449157	0.94290525	0.9479696	0.9063589	0.95023596	0.8269523	0.95554054	0.920536	0.95141643	0.934167	0.8161943	0.8831631	0.9184329	0.89987016	0.86839086	0.83457875	0.89077187	0.90913695	0.8303056	0.94542545	0.85287946	0.9435098	0.8746792	0.8829484	0.8904386	0.94147927	0.8858273	0.91134983	0.8757903	0.9621946	0.82965136	0.94442326	0.80764055	0.8712653	0.9494403	0.95146126	0.9531569	0.8698093	0.91665787	0.9876322	0.8533636	0.9250506	0.9470788	0.88632256	0.862393	0.87958586	0.92175967	0.9105083	0.847194	0.97160655	0.9047955	0.936357	0.90909755	0.9110035	0.90412676	0.8994575	0.96010435	0.8293988	0.9492447	0.9047011	0.7528118	0.7893842	0.96400315	0.9124181	0.81473154	0.97667825	0.93128276	0.85899055	0.92481357	0.9489185	0.9519045	0.9247074	0.9561647	0.94318783	0.8761452	0.9184929	0.9200771	0.8888625	0.88185525	0.90387464	0.93867755	0.8615833	0.89360994	0.91354334	0.3944775	0.91180027	0.9509809	0.73142254	0.93858534	0.73674643	0.85761946	0.7785056	0.9255351	0.9561142	0.94943106	0.9595776	0.8784732	0.9069058	0.9969154	0.7775307	0.91298	0.7027658	0.87250316	0.78097975	0.8761027	0.9527488	0.8399563	0.88254786	0.8976877	0.8359137	0.88493294	0.8739494	0.7148105	0.93413347	0.92810905	0.85057545	0.8208807	0.8836702	0.85162586	0.88916975	0.85348463	0.9656893
Wout/name	0.97820616	0.98430383	0.94636893	0.7964406	0.97527426	0.83393973	0.80895656	0.9025951	0.9705659	0.88128006	0.8865701	0.9846447	0.9931034	0.8347214	0.8748468	0.97231406	0.85795313	0.8844568	0.97480786	0.8840124	0.98767996	0.9560774	0.44370604	0.9698509	0.89269507	0.96791965	0.76705897	0.99546313	0.94894546	0.87781876	0.990013	0.9286337	0.97766626	0.9960045	0.9189442	0.0	0.96413606	0.9208136	0.95436704	0.9346507	0.96503854	0.9680036	0.9512333	0.69070697	0.95370805	0.9662359	0.87097186	0.92432535	0.88251364	0.9483895	0.88214064	0.9286531	0.95373297	0.81479365	0.86588544	0.93034995	0.92323595	0.83826804	0.9388647	0.8987559	0.9824873	0.9184731	0.9747721	0.85764515	0.9857103	0.87275755	0.9214908	0.95356506	0.9059286	0.94723505	0.9152409	0.92470497	0.8820605	0.9639441	0.94421685	0.9336151	0.83503306	0.95366454	0.85884994	0.9235725	0.9327898	0.9216597	0.96061134	0.89514697	0.8336913	0.76812	0.90829164	0.9500109	0.9550537	0.9708359	0.9729999	0.698429	0.9247409	0.9175722	0.89376676	0.99621075	0.976221	0.60392815	0.9271149	0.8142527	0.9016771	0.96326685	0.91779035	0.88009095	0.9777565	0.82541513	0.9188788	0.9525728	0.94350183	0.7824863	0.9666663	0.9225907	0.8520304	0.91322815	0.9652819	0.98072124	0.95670617	0.91143936	0.9771357	0.9296719	0.9478121	0.9554845	0.66029346	0.841141	0.89945436	0.98536086	0.9401111	0.9778083	0.96881026	0.95987827	0.85094297	0.9195998	0.9297709	0.82611597	0.91332984	0.94704556	0.9794477	0.9302507	0.9490895	0.88775134	0.92301196	0.9095622	0.9959108	0.57610416	0.98816794	0.94166505	0.96131253	0.89387804	0.9615867	0.81246376	0.91021	0.9416318	0.98191464	0.8472651	0.98001736	0.87280077	0.9530238	0.9806154	0.8499295	0.94721955	0.9869043	0.85018694	0.8637701	0.94845194	0.9367944	0.89051056	0.9629187	0.8183179	0.9790307	0.93032706	0.9826308	0.970368	0.8768015	0.91596866	0.77345896	0.91400075	0.87402076	0.91686624	0.8369193	0.92403805	0.89302313	0.94410783
aartsvijand/noun	0.6659702	0.7380169	0.7414069	0.9217928	0.7797447	0.9696454	0.988005	0.68781304	0.93429863	0.9037583	0.92133594	0.7382778	0.98802936	0.9486855	0.8124896	0.8229487	0.83056706	0.81196237	0.96801364	0.9010603	0.96853876	0.9394027	0.9802886	0.98375195	0.9351513	0.5712729	0.8965584	0.87162507	0.70672834	0.9897815	0.92451966	0.8119961	0.5570171	0.76494926	0.8202902	0.96413606	0.0	0.90162563	0.89575773	0.8573408	0.9635129	0.88553	0.9686183	0.8891869	0.86968815	0.93775314	0.79061687	0.88911724	0.83991647	0.91765356	0.9516513	0.90492564	0.7116698	0.6903705	0.82540387	0.8646021	0.9718069	0.8691192	0.8220321	0.9202832	0.9820987	0.6967269	0.8632953	0.94118905	0.7012489	0.91485226	0.94644976	0.8983224	0.944846	0.92928886	0.8118952	0.8674474	0.8948819	0.89100987	0.8775876	0.8556053	0.8500277	0.90198755	0.7906285	0.9052467	0.8855382	0.899898	0.73383784	0.94929755	0.84879774	0.92553014	0.77873343	0.93443006	0.8628133	0.93655473	0.7470367	0.90922207	0.846638	0.86166066	0.9657451	0.8876707	0.9624569	0.8871803	0.8264398	0.8718749	0.8865944	0.9789212	0.9262787	0.90209985	0.92351794	0.90657544	0.8930191	0.9253095	0.93612635	0.87036085	0.7201617	0.9608931	0.9683476	0.87188584	0.9379737	0.8162055	0.95246583	0.9139573	0.8876265	0.88196886	0.91697544	0.5392393	0.9767958	0.9494126	0.7101788	0.99318504	0.8809599	0.83535105	0.81508505	0.8802997	0.74481094	0.54874325	0.8935918	0.95325863	0.7233078	0.9390659	0.9170291	0.8082544	0.56038994	0.88908494	0.9585644	0.58633065	0.94630206	0.919626	0.84177864	0.74313235	0.949875	0.7633734	0.80382824	0.8059399	0.8909689	0.9209882	0.9405936	0.9902552	0.97646433	0.93190885	0.93304574	0.8557272	0.98406917	0.6208324	0.77222013	0.71804255	0.98152673	0.61934954	0.79007506	0.9544844	0.89194334	0.94953	0.92863053	0.8885669	0.83361304	0.797122	0.825923	0.9456946	0.8422004	0.886267	0.85639024	0.7993785	0.896939	0.8205404	0.75270736	0.91531074
al/comp	0.92125535	0.91488564	0.89809716	0.6665535	0.9153096	0.9602174	0.9766066	0.9524704	0.96285814	0.9702481	0.97421753	0.99316657	0.9776207	0.9705234	0.89778274	0.9768424	0.916386	0.9742186	0.95079255	0.9342978	0.9886029	0.97654057	0.9096622	0.9761088	0.93242645	0.96786624	0.91967624	0.86700547	0.9531915	0.96286947	0.94765055	0.8230367	0.96795803	0.9695917	0.9199724	0.9208136	0.90162563	0.0	0.5505321	0.4868663	0.69687474	0.65951645	0.9424126	0.8639103	0.7779228	0.45664346	0.8332194	0.59107476	0.7109635	0.41970426	0.8262558	0.5759849	0.6913947	0.850828	0.47890902	0.6368978	0.7915733	0.7347104	0.79009557	0.9042058	0.9300044	0.8841223	0.93635833	0.5249511	0.84780073	0.5074372	0.6020416	0.7828999	0.6754761	0.68947214	0.77180344	0.6825905	0.62430656	0.7277243	0.81280506	0.58000445	0.72047293	0.7839319	0.5062789	0.77201486	0.61942977	0.48416567	0.9348191	0.86064696	0.9352642	0.72526073	0.92914855	0.57876873	0.5936103	0.9334172	0.91811955	0.81344396	0.601439	0.8096792	0.80779094	0.8402482	0.84374917	0.6661343	0.73776424	0.98314595	0.32566977	0.85318506	0.45184374	0.60008913	0.6400854	0.90962857	0.5498605	0.5534395	0.44336897	0.841673	0.8847453	0.79028827	0.6672369	0.56861377	0.4365304	0.68527204	0.7330224	0.49978447	0.8710696	0.73230565	0.569134	0.90746987	0.9698255	0.6654967	0.90586734	0.86291295	0.66729933	0.8584212	0.89543945	0.8846825	0.9648464	0.9637581	0.71927357	0.9365544	0.8656124	0.7042477	0.7801681	0.781412	0.79106224	0.53261364	0.77421343	0.88748485	0.94894874	0.6862621	0.9682374	0.8207476	0.7588991	0.8921768	0.6473057	0.63054764	0.4750718	0.76691246	0.7344414	0.838763	0.7210406	0.872579	0.53401285	0.83351994	0.95994884	0.73851526	0.74200606	0.8703635	0.94932	0.87201655	0.73628587	0.90425164	0.7345786	0.56934595	0.5258372	0.58711576	0.9712773	0.89411783	0.63389766	0.8450972	0.6203991	0.598521	0.6485685	0.7424711	0.49889106	0.7955313	0.7256836	0.8803128
alles/noun	0.94800377	0.865911	0.86419994	0.83615446	0.8933808	0.959808	0.9764964	0.98646694	0.9766405	0.9738055	0.9345895	0.99526095	0.9580035	0.92630535	0.95387405	0.9661827	0.85927725	0.9695274	0.9795021	0.9603739	0.9848763	0.9657477	0.94152737	0.9695788	0.96565574	0.929757	0.9332341	0.8072625	0.94898903	0.8517784	0.93872654	0.8199281	0.9656696	0.9793853	0.9110207	0.95436704	0.89575773	0.5505321	0.0	0.43498164	0.5895818	0.77173275	0.9011257	0.84190905	0.86378664	0.5306047	0.86478686	0.5739101	0.7115305	0.4393093	0.8758252	0.42983347	0.5634885	0.77520406	0.5411432	0.6101903	0.8683924	0.7602441	0.88225853	0.8703818	0.9648861	0.75105256	0.945331	0.5509756	0.9046315	0.59706223	0.7010784	0.5634047	0.53794193	0.7314931	0.6531142	0.50691414	0.54190946	0.48409063	0.82680887	0.44755542	0.6725912	0.6611632	0.7980645	0.7913796	0.4765798	0.47356433	0.9105025	0.73394334	0.9049967	0.6754612	0.9058572	0.3984803	0.5059266	0.9195116	0.9409589	0.9080663	0.47636563	0.7947186	0.7917097	0.8294224	0.7234676	0.9228213	0.62073326	0.95621455	0.6054956	0.82789207	0.45448083	0.4533313	0.51147985	0.8693651	0.5647844	0.37189597	0.5411319	0.82676697	0.92848665	0.7226725	0.7679994	0.5798756	0.3669554	0.65952575	0.62818825	0.68298864	0.9328747	0.56397593	0.43418837	0.91148865	0.93533725	0.8651285	0.8954155	0.93887365	0.6919215	0.8457418	0.8115716	0.9239092	0.95722735	0.97510695	0.7029816	0.93713754	0.9123971	0.73510087	0.6358948	0.91067016	0.84761655	0.5776024	0.81841135	0.93653524	0.96047515	0.6639222	0.96141297	0.80170715	0.6125964	0.8694186	0.6274599	0.67406136	0.46489984	0.86115086	0.85974014	0.90300167	0.4545443	0.8414369	0.42075616	0.8429736	0.92726964	0.72755957	0.6961976	0.7399931	0.91048664	0.7926036	0.6244273	0.8396292	0.8800565	0.58635193	0.3990553	0.48594552	0.96610093	0.85214776	0.48813158	0.7614478	0.63057923	0.5089313	0.66910684	0.6237026	0.48649693	0.719465	0.8554241	0.91792965
als/comp	0.8492281	0.821607	0.795504	0.7871216	0.8156421	0.90514714	0.97960293	0.9281804	0.9488155	0.9592406	0.9127881	0.9786711	0.956971	0.8719697	0.89600366	0.84672624	0.89578456	0.94935083	0.97388047	0.91799617	0.98270476	0.84511316	0.95545757	0.9897975	0.9470497	0.82521415	0.8678662	0.9558651	0.8531852	0.9208822	0.9581975	0.84156215	0.94269526	0.8738774	0.85452116	0.9346507	0.8573408	0.4868663	0.43498164	0.0	0.64368993	0.6690773	0.90019804	0.72270525	0.6672641	0.49158818	0.7827382	0.54626465	0.65876305	0.3808748	0.9458501	0.36864662	0.5642399	0.7820408	0.5489308	0.45889193	0.7462603	0.687397	0.87365896	0.9393101	0.9733354	0.82919854	0.9084662	0.49172002	0.8588675	0.43455607	0.6894457	0.5929784	0.5963712	0.7493496	0.7437553	0.4561649	0.53548396	0.59244907	0.75097084	0.39917284	0.7174019	0.64978194	0.67778337	0.6759683	0.54242	0.4870906	0.83163476	0.7669679	0.85912806	0.73993826	0.86372834	0.43481934	0.42621106	0.9132437	0.8494029	0.7948006	0.4838214	0.7522799	0.7031008	0.8043326	0.81797034	0.8010143	0.6725616	0.91416705	0.5188904	0.78040797	0.48548317	0.5994072	0.5388088	0.867722	0.5552819	0.33219922	0.33356112	0.7358875	0.82624733	0.77376354	0.6446487	0.4862463	0.36517352	0.49440718	0.6809771	0.41549867	0.89146286	0.538899	0.4372484	0.7871386	0.9378178	0.7617173	0.80718756	0.94298285	0.77564037	0.86173487	0.76058024	0.9299122	0.8916757	0.9139679	0.6775116	0.90193754	0.8679655	0.7429142	0.7274902	0.89201236	0.70210665	0.50492954	0.8743253	0.8843447	0.9104914	0.7614564	0.9665442	0.9038067	0.7667319	0.7991822	0.7743362	0.51488423	0.32064933	0.8474604	0.7597852	0.80235386	0.52994287	0.7520883	0.51690996	0.85320497	0.9575217	0.6667871	0.8007529	0.6812767	0.90670997	0.7422768	0.5834184	0.7943729	0.7343565	0.21276015	0.2383182	0.6192679	0.9351553	0.74845266	0.51837146	0.6862998	0.63235235	0.5867965	0.64318645	0.67659926	0.39263582	0.6715023	0.69899046	0.89608455
ander/noun	0.9768909	0.9339193	0.85203	0.89861584	0.8732791	0.97914207	0.999094	0.927449	0.9840379	0.891018	0.94286567	0.9980915	0.7856765	0.99673516	0.9364936	0.9785441	0.93866515	0.913479	0.8572507	0.9461362	0.9927084	0.923487	0.95299554	0.7824224	0.8463746	0.9570164	0.9044129	0.9982735	0.93756664	0.7388386	0.98362994	0.91692775	0.97907	0.9825222	0.952526	0.96503854	0.9635129	0.69687474	0.5895818	0.64368993	0.0	0.83502173	0.9487184	0.83005464	0.87287295	0.7189152	0.8725954	0.7628575	0.7406376	0.59939814	0.9589896	0.6764678	0.6582482	0.68569624	0.73689216	0.7028972	0.7627226	0.80478305	0.87177706	0.877857	0.88469684	0.70116985	0.95733917	0.7101345	0.94306237	0.7344576	0.8210789	0.50787824	0.6178243	0.9023196	0.59098005	0.4247511	0.67198944	0.59884834	0.8673121	0.7698521	0.6554041	0.6972768	0.82324106	0.90543085	0.73370063	0.70691425	0.92845285	0.7399168	0.8738589	0.57042646	0.83738446	0.4935516	0.40060604	0.86898434	0.90329385	0.91790426	0.6637154	0.94539726	0.737609	0.9139631	0.59748614	0.8883315	0.5288093	0.98455787	0.7458197	0.7114971	0.72890115	0.7044816	0.6057476	0.91272414	0.7168187	0.5824095	0.65361464	0.73445046	0.9256496	0.735477	0.8766244	0.7910618	0.6598213	0.60842514	0.8331944	0.80648005	0.88610524	0.71512806	0.7317692	0.88987243	0.941402	0.8725846	0.9072117	0.9527667	0.8253404	0.7639272	0.8085911	0.93180287	0.981463	0.9686058	0.859781	0.9461601	0.9677842	0.8536173	0.7952878	0.8903436	0.95109034	0.7432623	0.8996737	0.9083543	0.9096285	0.91350484	0.97224134	0.9428353	0.8930816	0.8171428	0.8622817	0.82980514	0.7097101	0.87673974	0.7781467	0.85307956	0.58062947	0.7059834	0.80365676	0.89463806	0.864897	0.69745076	0.90317297	0.6529341	0.87174195	0.75329214	0.56447375	0.73957074	0.9276885	0.6372051	0.6798012	0.77376896	0.97757286	0.8207899	0.712106	0.8692351	0.5261395	0.66719556	0.603691	0.60543555	0.67605346	0.67072725	0.9422166	0.92794466
anderzijds/adv	0.7878884	0.7536511	0.89571124	0.9271492	0.6845264	0.75752366	0.98060256	0.94168663	0.7388947	0.9864408	0.94412506	0.970846	0.8904997	0.99410105	0.8361321	0.8325138	0.83751154	0.8594897	0.97077686	0.9219239	0.8684791	0.96305805	0.8165504	0.8748473	0.94839895	0.79760885	0.8575262	0.9998722	0.92756283	0.9917505	0.9838521	0.79792863	0.9094174	0.83950645	0.6970623	0.9680036	0.88553	0.65951645	0.77173275	0.6690773	0.83502173	0.0	0.9638663	0.78577507	0.8218576	0.69055045	0.74913645	0.6924182	0.7020781	0.6874704	0.89897007	0.63582	0.71529317	0.6841028	0.70288706	0.73171663	0.90813386	0.68663687	0.7924913	0.6968123	0.9199277	0.8696888	0.9467539	0.63387007	0.79107416	0.67972946	0.8254835	0.92163	0.79756165	0.72599363	0.879592	0.84251595	0.6948881	0.6892205	0.75687814	0.65495497	0.79179394	0.80255973	0.77202	0.7892046	0.7950644	0.773539	0.8281607	0.55759835	0.77588826	0.85151416	0.68806887	0.7871906	0.7925802	0.7317256	0.73548555	0.7743619	0.812855	0.8637197	0.8699295	0.8437474	0.8099163	0.9065822	0.82441336	0.888066	0.6776681	0.85061675	0.7432063	0.77190554	0.7791499	0.907015	0.7462356	0.74071807	0.6960913	0.8388732	0.69048953	0.86295706	0.6556971	0.74500984	0.65646994	0.7927772	0.87722343	0.67980886	0.8395153	0.72977793	0.6001271	0.6726844	0.9642316	0.77008486	0.79486513	0.97842944	0.74391484	0.8898407	0.8047398	0.9615482	0.9619641	0.9321053	0.83006173	0.92928296	0.8484101	0.6984526	0.8684758	0.71737885	0.8494241	0.6987773	0.8418654	0.65842366	0.9495279	0.74075687	0.75316834	0.95795244	0.87283754	0.8654399	0.9017196	0.73633087	0.63869876	0.86011773	0.9342551	0.92395705	0.86625904	0.93517303	0.6483201	0.8761613	0.9660787	0.6907985	0.8395096	0.780723	0.7663057	0.73583066	0.77559483	0.8255768	0.76982075	0.6384097	0.7164366	0.74454224	0.8899329	0.6574077	0.727322	0.8759507	0.857598	0.7736272	0.72415096	0.77330065	0.69690037	0.73989093	0.87383056	0.8074762
