	13-jarige/adj	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Berlin/name	Billy/name	Blair/name	Blue/name	Borms/name	Boudewijn/name	Charlie/name	Chirac/name	Cools/name	Cézanne/name	Democraat/noun	Derksen/name	Duitser/noun	EU/name	Engelsman/noun	Frank/name	Friesland/name	Holiday/name	Iraans/adj	Irving/name	Italië/name	Javaan/noun	Johnny/name	Kijk/name	Kosovo_crisis/noun	Kremlin/name	Leys/name	Linda/name	McDonald's/name	Michel/name	Mona/name	Mussolini/name	NAVO/name	Nederlander/noun	New/name	Olympische/name	Oranje/name	Pinochet/name	Schenk/name	Spelen/name	Sperwer/name	Stefan/name	Syriër/noun	Tripp/name	Tutsi/noun	VS/name	Waal/noun	Wimbledon/name	Wout/name	York/name	aan/prep	aanleiding/noun	aartsvijand/noun	al/adv	alle/det	allebei/adv	allemaal/adv	alles/noun	alles/pron	als/comp	als/prep	ander/adj	ander/noun	armband/noun	baan_DIM/noun	baas/noun	band/noun	begin/noun	begin/verb	beleid/noun	bemin/verb	ben/verb	bezig/adj	bied/verb	blijf/verb	boek/noun	cijfer/noun	computer/noun	computer_spel_DIM/noun	criticus/noun	daarna/pp	dagelijks/adj	dan/adv	dan/comparative	dat/comp	dat/det	dat/noun	dat/pron	de/det	destijds/adv	deze/det	die/det	die/pron	diep/adj	ding/noun	dirigent/noun	discussie/noun	dit/det	doe/verb	door/part	door/prep	draadloos/adj	duif_liefhebber/noun	dus/adv	een/det	eeuwig/adj	eigenlijk/adj	elkaar/pron	en/comp	en/vg	er/noun	erg/adj	erom/pp	ervan/pp	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	ga/verb	geen/det	geit/noun	geld/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	grinnik/verb	groot/adj	haal/verb	haar/det	haar/pron	hartgrondig/adj	hartstochtelijk/adj	heb/verb	heb_lief/verb	heel/adj	hem/pron	hen/pron	het/det	het/noun	hier/adv	hij/pron	hoe/adj	hoe/noun	hoeveel/det	hoezeer/adv	hoofdstad/noun	huis_werk/noun	hun/det	iedereen/pron	ik/pron	in/adv	in/part	in/prep	inmiddels/adv	intellectueel/adj	intens/adj	internet/noun	islam/noun	je/pron	jezelf/pron	jodendom/noun	joods/adj	journalist/noun	jullie/pron	kan/verb	kan_terecht/verb	kater/noun	keer/noun	kerst/noun	kind/noun	klein/adj	klus/noun	kom_uit/verb	koningin/noun	koop/verb	kunst/noun	laat/verb	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	leider/noun	liberaal/adj	liefde/noun	luister/adj	maandag/noun	maar/adv	maar/comp	maar/vg	makkelijk/adj	man/noun	manager/noun	me/pron	medium/noun	meer/adv	meest/adj	men/pron	mens/noun	met/prep	meute/noun	mezelf/pron	middelmaat/noun	mij/pron	mijn/det	misschien/adv	modern/adj	moeder/noun	moet/verb	mogelijk/adj	moment/noun	moslim/noun	namaak/noun	namelijk/adv	natuurlijk/adj	net/noun	niet/adv	nog/adv	nooit/adv	nu/adv	nuchterheid/noun	of/vg	om/comp	om/prep	omdat/comp	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongelijkheid/noun	ons/det	ons/noun	ons/pron	ook/adv	oorlog/noun	op/prep	opgesloten/adj	oppositie/noun	oprichter/noun	opzettelijk/adj	oud/adj	over/prep	overheid/noun	overigens/adv	overzee/pp	paard/noun	partij/noun	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	reden/noun	regel_DIM/noun	regelrecht/adj	regering/noun	religieus/adj	romantisch/adj	schoen/noun	schop/verb	sector/noun	sommige/det	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	steeds/adv	steun/noun	steun/verb	straf/noun	strafschop/noun	stuk_DIM/noun	super_held/noun	systeem/noun	talentvol/adj	te/adv	te/comp	tegen/prep	tegenstander/noun	tegenwoordig/adj	tennis/noun	terecht/part	tevoren/adv	tijd/noun	tijdens/prep	toch/adv	toch/tag	toestand/noun	trend/noun	tuig/noun	tussen/prep	tv/noun	twee/num	type/noun	typisch/adj	u/pron	ultra_orthodox/adj	vaak/adj	vader/noun	van/name	van/prep	van/pron	vandaag/adv	vanwege/prep	varken/noun	vecht/verb	veel/adj	verander/verb	verdediger/noun	verdien/verb	verdwaal/verb	verdwijn/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervloek/verb	vijand/noun	voetbal/noun	volk/noun	voor/prep	voordat/comp	voordracht/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vrouw/noun	waarom/adv	waarschijnlijk/adj	wanneer/comp	want/comp	want/vg	wantrouw/verb	wat/pron	we/pron	wedstrijd/noun	weer/adv	weet/verb	wegens/prep	wel/adv	wereld/noun	wie/pron	wij/pron	wil/verb	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	ze/pron	zeg/verb	zelfs/adv	zeur/verb	zich/pron	zichzelf/pron	zij/pron	zijn/det	zit/verb	zo/adv	zoals/comp	zonder/prep	zwart/adj
13-jarige/adj	0.0	0.9078211	0.8881688	0.92467636	0.9227943	0.9083766	0.89316857	0.9120144	0.92198616	0.85116607	0.8950455	0.904813	0.8755244	0.8264508	0.9253483	0.9110742	0.62921286	0.9183838	0.9354549	0.9202913	0.88485074	0.9502842	0.9419394	0.8173305	0.86028236	0.95605385	0.89633596	0.89332646	0.91241807	0.86436766	0.78821045	0.9723123	0.95032465	0.8879706	0.9192044	0.73713523	0.83383214	0.83990145	0.8297009	0.93488497	0.94513386	0.8826733	0.9030928	0.96233726	0.9206706	0.87836653	0.93569696	0.96392107	0.9350589	0.7709433	0.8597594	0.7317916	0.9116513	0.96404856	0.9496463	0.8564999	0.9105228	0.88656324	0.879677	0.8496013	0.8614917	0.8967475	0.8983207	0.82917845	0.9319628	0.9559112	0.9858397	0.903612	0.7065649	0.89252746	0.8819003	0.89342153	0.6887331	0.81127304	0.8398555	0.9746502	0.8391515	0.9535528	0.9071725	0.8956927	0.9594429	0.8996312	0.9748571	0.89085996	0.936597	0.91345733	0.8774097	0.88237214	0.8277707	0.8642304	0.9366663	0.9175666	0.8963334	0.9693901	0.9782172	0.8599715	0.880702	0.67477596	0.94151795	0.9355053	0.7409483	0.9331357	0.97108567	0.8362698	0.9080812	0.9707897	0.96280575	0.9490151	0.7770058	0.9211445	0.9532355	0.9657015	0.7531642	0.91060257	0.94751906	0.93533	0.9364866	0.81966037	0.93084526	0.9438897	0.9644542	0.8576785	0.97516596	0.9337271	0.9213979	0.9185437	0.9212339	0.9640855	0.9314052	0.90510607	0.9320667	0.93719494	0.9041009	0.9471559	0.8930534	0.9151024	0.8840957	0.90624756	0.84083754	0.92760134	0.9249668	0.5799303	0.76927996	0.8849513	0.8986175	0.7984096	0.91992253	0.9376035	0.7920928	0.90288377	0.9084	0.97957975	0.92257655	0.774615	0.90260667	0.93347615	0.87846655	0.9279804	0.8581233	0.8654684	0.77929676	0.9344532	0.9150317	0.9121052	0.91045225	0.9021031	0.7360102	0.935326	0.95195234	0.88587725	0.9652806	0.9322094	0.9526166	0.9165836	0.78434646	0.8922324	0.9569012	0.9269712	0.88524014	0.9472168	0.92461556	0.91634804	0.74896526	0.88123316	0.9345633	0.9687853	0.8573574	0.8761104	0.97371763	0.9145629	0.9045752	0.97374725	0.9352787	0.93000704	0.8935355	0.90079516	0.9570605	0.8803252	0.94931996	0.7736448	0.9683213	0.9603102	0.93835294	0.91534495	0.7224225	0.84855944	0.8981536	0.88691086	0.97250724	0.87038887	0.9238001	0.92061126	0.8361643	0.8651248	0.94020575	0.9577021	0.92179155	0.791067	0.9444296	0.9165978	0.5681459	0.9307765	0.9464878	0.95831573	0.9433174	0.91880774	0.9127901	0.97766834	0.9247595	0.9739405	0.9740651	0.9044383	0.9386546	0.89009064	0.8009278	0.90788203	0.90341693	0.80756485	0.9527287	0.95735896	0.97754437	0.9559431	0.9734987	0.945251	0.96895826	0.9293083	0.9088414	0.81214505	0.83119017	0.9461629	0.8541822	0.82295173	0.8068445	0.90824676	0.9080272	0.9621601	0.9041866	0.7992644	0.9282164	0.97474736	0.9220347	0.87719274	0.8882031	0.911108	0.9528791	0.62719786	0.9084448	0.9059332	0.9412915	0.5789162	0.8996334	0.9615688	0.94090694	0.9718618	0.93343735	0.9236455	0.8986696	0.9212309	0.86250615	0.73991966	0.93475735	0.9026218	0.9120805	0.8811722	0.93475455	0.8366724	0.9105089	0.91555583	0.9339507	0.9410424	0.7777025	0.8646255	0.9559166	0.91298825	0.958359	0.88649285	0.9559821	0.86892223	0.88672805	0.88529754	0.868354	0.94285387	0.87969494	0.8509655	0.9254745	0.9037237	0.9591113	0.9441475	0.82264364	0.89227325	0.8891823	0.9559527	0.9184205	0.84588265	0.92383146	0.9080922	0.94358444	0.91095686	0.8674717	0.57639635	0.83642733	0.8726239	0.9825857	0.90607077	0.87110275	0.88434297	0.88723826	0.9648621	0.9587957	0.88248736	0.829929	0.907524	0.8513669	0.9038393	0.7452115	0.8147697	0.9221305	0.8809366	0.94156986	0.9595199	0.91333014	0.88609385	0.86420506	0.9188599	0.9078902	0.94622463	0.9570688	0.96107244	0.70945585	0.9544296	0.92865556	0.88269454	0.9614342	0.9419583	0.9362713	0.9497381	0.93765646	0.9180216	0.910334	0.9154835	0.7921626	0.96343756	0.90267783	0.83362055	0.93794584	0.9028354	0.85815185	0.9584755	0.77527004	0.90184814	0.9391675	0.8366844	0.8476573	0.9127536	0.8760553	0.8922802	0.8605024	0.80123574	0.6782143	0.9177505	0.9547219	0.85037416	0.89296067	0.8588929
Albanees/noun	0.9078211	0.0	0.68482006	0.66789937	0.9546269	0.68706167	0.9116044	0.975411	0.979644	0.95300007	0.8049328	0.96717924	0.96141464	0.92125934	0.9590617	0.7782651	0.9037597	0.96895564	0.628942	0.94270307	0.80919766	0.67219424	0.81905067	0.98365045	0.9417962	0.98161733	0.75911784	0.9612218	0.8703542	0.82831436	0.94369	0.9299875	0.5810101	0.7174169	0.96561265	0.97875464	0.8665408	0.9769867	0.9431447	0.8678311	0.4614985	0.7298676	0.91767216	0.9866247	0.87309206	0.82085896	0.9835299	0.9764895	0.952128	0.9877748	0.68042874	0.9274525	0.39695328	0.657605	0.8091133	0.9522255	0.9735761	0.92269504	0.8896879	0.87607336	0.67364633	0.87146556	0.68222696	0.89733845	0.90766776	0.92380524	0.91139305	0.8351898	0.7768023	0.83256227	0.93952775	0.92865926	0.87268794	0.8508828	0.76445615	0.7896693	0.859299	0.80235463	0.9221664	0.8745139	0.9282939	0.84770983	0.8307117	0.94381124	0.89942014	0.92253846	0.8989663	0.8003381	0.92480093	0.81796294	0.94718206	0.863729	0.78563154	0.9611819	0.9372625	0.87909853	0.64524204	0.8631794	0.8666365	0.8942916	0.6928282	0.8575654	0.90448433	0.86704624	0.8659398	0.9180432	0.9306454	0.8496364	0.5543314	0.95350057	0.94236845	0.9000227	0.875069	0.8187516	0.92985576	0.70382357	0.90640295	0.6804108	0.9253547	0.9314185	0.8504711	0.76808095	0.91838187	0.8232106	0.82634956	0.80880576	0.9141203	0.893183	0.8958014	0.94030935	0.80045426	0.6406647	0.90385747	0.88105285	0.4733947	0.9111932	0.8747015	0.9417556	0.9592405	0.8643363	0.8737818	0.8816749	0.8515443	0.9060886	0.90129626	0.79035646	0.8244428	0.86807054	0.8349782	0.7112967	0.8878832	0.9358455	0.8854944	0.8730831	0.9117081	0.89131606	0.79360956	0.81398064	0.75712407	0.91378653	0.7204462	0.7807087	0.9176782	0.8698309	0.7881445	0.78320104	0.80885756	0.86758816	0.91352713	0.95227855	0.7606879	0.91571295	0.91722214	0.91199833	0.78350437	0.7128545	0.82761246	0.9219182	0.9037274	0.9350674	0.92486227	0.8149884	0.78350407	0.9098155	0.8676411	0.92754084	0.92826915	0.906622	0.8654051	0.8793215	0.9413839	0.9670793	0.59889024	0.9285125	0.86479676	0.7427187	0.84782606	0.82347697	0.9494306	0.9152827	0.95051	0.87575346	0.9084899	0.94921917	0.7835081	0.9590153	0.92372936	0.74215746	0.93071914	0.8202229	0.8871304	0.78917724	0.8453474	0.75147325	0.8989862	0.9153931	0.9074298	0.94950306	0.9276516	0.91276205	0.8841482	0.7689438	0.8816589	0.9135399	0.554868	0.9361752	0.78862095	0.9415702	0.9098446	0.91554356	0.91969836	0.8510253	0.88998204	0.94727653	0.892623	0.84265745	0.86084235	0.8174281	0.885154	0.9012527	0.86631304	0.77778184	0.8786665	0.7473881	0.87057614	0.9176957	0.5425385	0.9088962	0.8109349	0.7033646	0.8697315	0.81919277	0.8629185	0.7658723	0.6998391	0.907469	0.8346248	0.88704294	0.658179	0.9841087	0.958882	0.89004934	0.9149264	0.85510355	0.73825634	0.86550635	0.7984421	0.7550095	0.93524826	0.8279643	0.7470658	0.8982399	0.8821441	0.9031967	0.8416343	0.6723324	0.7287303	0.95005834	0.9584982	0.901531	0.7978327	0.7934433	0.88925457	0.8837261	0.96313626	0.64421463	0.8227608	0.83121526	0.76842433	0.6642587	0.854309	0.9094799	0.9394871	0.85185575	0.92124844	0.93766344	0.93575966	0.82361627	0.6050799	0.7483754	0.8911952	0.9278481	0.94409305	0.80090415	0.85435253	0.7990803	0.93605334	0.9401351	0.8748015	0.88543963	0.8611489	0.57050395	0.8800798	0.7663604	0.8802483	0.9593352	0.93287975	0.77341926	0.85801864	0.8788853	0.9847254	0.76263547	0.90956116	0.8951565	0.7452194	0.9364269	0.6017636	0.906291	0.9158438	0.9289602	0.8719051	0.9416176	0.9056227	0.86318165	0.8888121	0.8867689	0.8906083	0.81817764	0.7425015	0.9477264	0.7345864	0.8219063	0.75328684	0.9421972	0.8500971	0.9179841	0.62199974	0.7728159	0.81712604	0.88214475	0.8660442	0.86887777	0.88989836	0.8947924	0.6388155	0.90578747	0.8814849	0.87833416	0.9235802	0.8882495	0.80203444	0.9361061	0.85657614	0.85310775	0.79505736	0.8338467	0.92595935	0.87694556	0.64644444	0.80771416	0.7711933	0.8526084	0.9111954	0.84152824	0.87769383	0.74835706	0.874899	0.73705256	0.8765637	0.9246329	0.9321887	0.8360959	0.7872756	0.80862117
Amerika/name	0.8881688	0.68482006	0.0	0.48569453	0.91969895	0.5334264	0.91702884	0.9433599	0.89284354	0.80192196	0.7440634	0.89920413	0.93604654	0.8842762	0.85187715	0.6547873	0.7954175	0.91606915	0.65313673	0.86922	0.7680179	0.68634176	0.766703	0.9235611	0.859159	0.8524648	0.5921625	0.859215	0.73938537	0.80302685	0.89385074	0.93174464	0.7211812	0.62515694	0.9813489	0.9816545	0.76915306	0.9500089	0.8819901	0.7962708	0.62696415	0.7143971	0.7298459	0.9614258	0.8155216	0.7354369	0.9465836	0.9596112	0.88147783	0.9647784	0.74998856	0.88145155	0.666107	0.4081534	0.7848341	0.91028583	0.9479107	0.77955747	0.85119015	0.83052135	0.71355987	0.83762026	0.70037174	0.81542444	0.852603	0.8354947	0.93593466	0.77566063	0.5954552	0.7354535	0.8173745	0.8905965	0.869372	0.8587524	0.6838215	0.7879896	0.82985127	0.75891536	0.787738	0.7955656	0.88753814	0.8020995	0.8409616	0.80985403	0.7693586	0.89776385	0.83448035	0.71913177	0.8505903	0.8571179	0.8830931	0.810646	0.822011	0.8655246	0.84814286	0.8350353	0.59419715	0.8062319	0.68230414	0.73144203	0.5623923	0.7415453	0.89163345	0.8409313	0.82237554	0.8839586	0.9021786	0.86562407	0.61845434	0.9413666	0.9198687	0.85757786	0.79159904	0.7516166	0.804142	0.68525815	0.7994976	0.6483698	0.88528246	0.8276552	0.8055273	0.73661536	0.8092624	0.6969731	0.7268407	0.7460585	0.77340263	0.8218005	0.80433905	0.9339818	0.83767295	0.82349133	0.83950263	0.77163255	0.66614807	0.8733766	0.8847242	0.8447184	0.9022187	0.6894237	0.88000315	0.8017973	0.78977644	0.79449946	0.8113116	0.7505555	0.79397964	0.8601252	0.678469	0.71145844	0.896849	0.87248194	0.77900577	0.7557372	0.8372345	0.8551383	0.8138339	0.7317172	0.72043383	0.92080665	0.64466494	0.7685063	0.86695254	0.8231144	0.8153049	0.7023618	0.70898914	0.73151445	0.84926075	0.82692415	0.5747689	0.8350739	0.8517577	0.6953149	0.6072879	0.7550389	0.78686714	0.8674165	0.9127223	0.9163152	0.9276663	0.80219567	0.85641074	0.8572694	0.9015361	0.898967	0.8663223	0.85754997	0.7186004	0.85758626	0.89688313	0.9126368	0.5372641	0.8674458	0.79848397	0.64581704	0.7023699	0.8217931	0.94813854	0.8860624	0.8597599	0.7881006	0.8082043	0.9207284	0.8194151	0.8573154	0.8645338	0.70103365	0.86552125	0.6790968	0.74537086	0.77032316	0.8313663	0.9011444	0.84538925	0.83282536	0.8210356	0.87811136	0.8687687	0.7159664	0.8745587	0.83035487	0.8530684	0.92796034	0.56750655	0.8293165	0.7206534	0.7849196	0.86614114	0.88776803	0.90103036	0.88358957	0.819278	0.8992384	0.72946227	0.8312528	0.8885435	0.7549937	0.7883672	0.8645539	0.7754291	0.73937565	0.7159043	0.7273214	0.79632723	0.77564955	0.49451625	0.94504035	0.8542888	0.7447219	0.91714084	0.81662977	0.7603112	0.78895324	0.7492917	0.7749593	0.65538895	0.8627353	0.73664975	0.95770466	0.8103391	0.75992656	0.7636711	0.7724207	0.64169145	0.75908893	0.7332972	0.6942582	0.83118045	0.8768047	0.7765367	0.7523516	0.8453994	0.8892545	0.68570155	0.6397269	0.63931906	0.84668463	0.8750703	0.85953	0.7942722	0.7272893	0.8631211	0.74735045	0.8687133	0.5379421	0.7333479	0.74835134	0.6190702	0.54750025	0.9160005	0.9379261	0.8284265	0.74098647	0.7943391	0.89609015	0.9068724	0.78217715	0.6256769	0.73634535	0.63917553	0.8529434	0.9271577	0.7966908	0.81923765	0.86355424	0.87996924	0.90042055	0.7786359	0.76264644	0.8588951	0.6669184	0.8219867	0.7933608	0.90349007	0.69427025	0.8551987	0.70805657	0.80900407	0.81344515	0.94961846	0.66031814	0.9276593	0.8446197	0.66835725	0.8370203	0.5452673	0.82011575	0.7283916	0.8904498	0.8764755	0.87664044	0.8470029	0.90979314	0.80817	0.84189534	0.8119448	0.80833346	0.48551017	0.8417616	0.614503	0.87029654	0.786872	0.9249636	0.87278265	0.84718674	0.48973972	0.6462983	0.8054993	0.804271	0.8225724	0.77441835	0.7865895	0.8458595	0.7097043	0.8667779	0.8660699	0.9280975	0.8372183	0.8644395	0.79277813	0.9124698	0.63022554	0.7585932	0.77871436	0.7861853	0.8868071	0.83268625	0.7487596	0.7833792	0.7705769	0.7980236	0.8758314	0.6698983	0.89734685	0.6653615	0.7277148	0.69588226	0.6847547	0.87711596	0.8245793	0.7313491	0.7722361	0.7182839
Amerikaan/noun	0.92467636	0.66789937	0.48569453	0.0	0.9094875	0.5739318	0.8982578	0.95513475	0.76959926	0.73237634	0.7560251	0.82890534	0.84395564	0.8951169	0.7848848	0.7310637	0.9806232	0.9642473	0.65710545	0.87918496	0.4442227	0.74718976	0.521943	0.84202564	0.8979384	0.8038835	0.75264394	0.752062	0.81929016	0.77067554	0.8296563	0.9179383	0.6758734	0.7548243	0.96115863	0.930914	0.83281755	0.82562333	0.924714	0.83525527	0.58995485	0.5211547	0.8295031	0.94358337	0.8189036	0.7393415	0.9231196	0.96674794	0.90143573	0.81896913	0.6953007	0.8902266	0.79387563	0.49927086	0.71086353	0.7750225	0.9452719	0.88451004	0.87181103	0.79727036	0.73723304	0.81334424	0.7870883	0.8309363	0.8747318	0.81477946	0.94922936	0.7802564	0.73217964	0.80401206	0.7763771	0.8569013	0.87805367	0.79683834	0.7802795	0.7879816	0.83046645	0.7886969	0.74490577	0.8188139	0.8853061	0.8582148	0.81113267	0.8098541	0.78215003	0.8647156	0.8243858	0.7272725	0.8273211	0.83827835	0.8864569	0.81749934	0.74738634	0.88239807	0.89040726	0.84988374	0.60100996	0.7204957	0.84467536	0.74411356	0.58601403	0.74603903	0.82699335	0.79194415	0.8500927	0.8887812	0.8843776	0.8862119	0.5640104	0.95815474	0.9043025	0.892656	0.879459	0.7854212	0.84623456	0.6839101	0.8283012	0.7042737	0.86793596	0.84117866	0.76789093	0.75830144	0.8201248	0.77514464	0.8484022	0.69155693	0.82621187	0.8480761	0.86380863	0.95285994	0.8137712	0.6703901	0.7592927	0.81972146	0.7718426	0.8309931	0.89180225	0.838027	0.90749866	0.8139704	0.86628306	0.804531	0.7225685	0.7964041	0.7342849	0.70591563	0.76415956	0.92854935	0.6509739	0.60207844	0.9093985	0.8265974	0.7602761	0.69748294	0.84972286	0.8945011	0.7585015	0.6633891	0.8487189	0.9299653	0.66546726	0.7134353	0.785759	0.86132586	0.8623204	0.8420789	0.7355375	0.808051	0.82942706	0.88406676	0.69704175	0.79527736	0.79982954	0.8615625	0.6663607	0.74564433	0.7300683	0.843824	0.9143809	0.8910079	0.84741175	0.83211625	0.8066715	0.9226972	0.92590714	0.8663378	0.8442631	0.8444344	0.8267926	0.7645921	0.843212	0.76336694	0.6518773	0.8462134	0.7764858	0.7080779	0.80162334	0.8322424	0.9267714	0.91104645	0.8967787	0.78653413	0.8264518	0.9122156	0.7834721	0.79886913	0.786358	0.6811018	0.85849136	0.67122626	0.73560095	0.6865077	0.81664956	0.85590416	0.7415269	0.92106545	0.7860755	0.87811804	0.8487008	0.8433918	0.84236306	0.8348132	0.84914684	0.863562	0.5983516	0.8083687	0.83601284	0.85355073	0.8959377	0.87846565	0.8417613	0.8301798	0.8484066	0.88419676	0.7723636	0.8128968	0.85500073	0.6846292	0.837813	0.8577653	0.93715286	0.8821857	0.7951959	0.6867298	0.74773616	0.78508544	0.56631386	0.8932889	0.8235734	0.6923764	0.89270955	0.81414664	0.81743896	0.84661865	0.7035417	0.7847411	0.7292608	0.8223416	0.76145005	0.9220034	0.88393563	0.8366953	0.77116656	0.8693163	0.66999286	0.8219709	0.7384961	0.7086804	0.8747981	0.827188	0.7995788	0.78176147	0.816955	0.861952	0.8518166	0.64452964	0.73654306	0.80783945	0.8123207	0.7259336	0.82371676	0.69424516	0.8073921	0.84756994	0.9088671	0.65580106	0.79195255	0.7672579	0.6520308	0.5737801	0.8535079	0.9043454	0.8916883	0.8376411	0.8846071	0.8238899	0.9141558	0.76626647	0.6402824	0.6748538	0.76910275	0.85792464	0.9577913	0.7817968	0.8499829	0.7550252	0.8878646	0.829561	0.9257395	0.8051457	0.83888316	0.8062075	0.8299572	0.8191616	0.8716458	0.7224783	0.7853746	0.78501236	0.7616368	0.7471272	0.9504345	0.75334793	0.93651384	0.8389265	0.6371894	0.89276385	0.51926166	0.8256326	0.80996865	0.8668499	0.82017916	0.8974997	0.8458172	0.87614864	0.8874865	0.7183044	0.7684976	0.7756565	0.6246539	0.8883529	0.6050595	0.81637514	0.7463019	0.9226286	0.8477928	0.82334065	0.6902703	0.7102393	0.79233515	0.77164173	0.7590556	0.8043687	0.7374497	0.8197388	0.72771037	0.83825433	0.81613827	0.86660826	0.8182993	0.82101655	0.7457432	0.85671616	0.74392664	0.6927651	0.6929959	0.7851536	0.87397456	0.7923973	0.7044567	0.6945753	0.7523055	0.7040394	0.8321712	0.71323264	0.8598555	0.66350496	0.64005774	0.6021184	0.7630646	0.9079238	0.8361238	0.68653727	0.77009517	0.7558383
