	Nederlander/noun	alle/det	pas/noun	ander/adj	las/verb	diep/adj	plezier/noun	gelijkelijk/adv	hen/pron	intellectueel/adj	ga/verb	Borms/name	pest/noun	eigen/adj	eigenlijk/adj	Serviër/noun	duif_liefhebber/noun	alles/pron	om/prep	dood/noun	stap/noun	gezeik/verb	wel/adv	Goya/name	talentvol/adj	Albanees/noun	doe/verb	melding/noun	geweld/noun	politiek/noun	tennis/noun	woord/noun	liberaal/adj	mijn/det	stel_voor/verb	hem/pron	Waal/noun	wie/pron	opgesloten/adj	Bardot/name	Aziatisch/adj	inmiddels/adv	rol/noun	New/name	schreeuw/verb	begrens/verb	waarschijnlijk/adj	reden/noun	kunstenaar/noun	tevoren/adv	dat/comp	heel/adj	VS/name	vader/noun	Serena/name	Lies/name	van/prep	vaak/adj	NAVO/name	niet/adv	computer_spel_DIM/noun	rechts/adj	hoewel/comp	van/name	dagelijks/adj	houd/verb	kleding/noun	maar/comp	blijf/verb	heb/verb	intens/adj	evenzeer/adv	Khatami/name	religieus/adj	Reagan/name	verrekt/adj	me/pron	stuk_DIM/noun	soms/adv	film/noun	ben/verb	Servisch/adj	en/comp	goed/adj	tot/prep	islam/noun	dus/adv	links/adv	allebei/adv	hoofdstad/noun	stad/noun	zijn/det	stad_DIM/noun	te/adv	consument/noun	want/comp	steun/verb	wanneer/comp	toestand/noun	klus/noun	Piet/name	af/part	liefde/noun	boven/prep	heb_lief/verb	geld/noun	moment/noun	genocide_wet/noun	soort/noun	Oranje/name	lieg/verb	computer/noun	Leys/name	wil/verb	gehandicapt/adj	Self/name	platteland/noun	vijand/noun	daarom/pp	zwart/adj	haar/det	beeld/noun	waar/adv	denk/verb	Blue/name	verhuis/verb	landschap/noun	volk/noun	verwoord/verb	voor/prep	ook/adv	aartsvijand/noun	Cézanne/name	nieuwkomer/noun	maandag/noun	gelijk/part	Mondriaan/name	tegenstander/noun	prostituee/noun	onderonsje/noun	of/vg	Tutsi/noun	kerst/noun	Nederland/name	land/noun	wij/pron	Olympische/name	etiket/noun	netjes/adj	steun/noun	voetbal/noun	leer/verb	sommige/det	Berlin/name	on_versneden/adj	in/prep	van/pron	kan/verb	laat/verb	aangezien/comp	zeg/verb	altijd/adv	nuchterheid/noun	maak_uit/verb	ongelijkheid/noun	rij/verb	Kosovo_crisis/noun	kom_uit/verb	geit/noun	mij/pron	glimlach/adj	romantisch/adj	terecht/part	sector/noun	hoe/noun	trend/noun	type/noun	vanwege/prep	Johnny/name	iedereen/pron	feite/adv	stilaan/adv	gij/pron	Pim/name	vrouw_blad/noun	zij/pron	jezelf/pron	meute/noun	zoals/comp	Congolees/adj	wegens/prep	Iraans/adj	zozeer/adj	Kunst/name	oppositie/noun	Italië/name	u/det	criticus/noun	ze/pron	deze/det	want/vg	zich/pron	gemak/noun	in/adv	&/name	Stefan/name	zonder/prep	onderwijs/noun	keer/noun	regelrecht/adj	dom/adj	we/pron	klein/adj	probleem/noun	realiteit/noun	zaak/noun	David/name	moslim/noun	dan/adv	op/prep	regering/noun	burger/noun	week/noun	omdat/comp	cijfer/noun	nu/adv	elkaar/pron	door/part	Linda/name	rationeel/adj	tussen/prep	dag/noun	zozeer/adv	naar/prep	wantrouw/verb	dirigent/noun	overheid/noun	een/det	succesvol/adj	eng/adj	Kremlin/name	tegen/prep	club/noun	Tripp/name	glimlach/noun	één/num	hoop/noun	door/prep	één/pron	toch/tag	bied/verb	twee/num	je/pron	moeder/noun	Blair/name	verwerpelijk/adj	wereld/noun	bij/prep	decadentie/noun	tijdens/prep	veel/adj	Michel/name	weinig/det	omgeving/noun	hij/pron	interessant/adj	draadloos/adj	dan/comparative	Gerbrandy/name	Wout/name	York/name	namelijk/adv	schoen/noun	schop/verb	aan/prep	ons/noun	Irving/name	voel_thuis/verb	Engelsman/noun	Edouard/name	kan_terecht/verb	extreem/adj	ras/noun	Cools/name	wreed/adj	wat/adv	Sperwer/name	kledij/noun	vroeg/adj	eens/adv	ongebreideld/adj	dat/pron	Frank/name	Mona/name	allemaal/adv	straf/noun	pop_ster/noun	haal/verb	oorlog/noun	manager/noun	simpel/adj	Mussolini/name	boek/noun	weer/adv	stap_binnen/verb	snel/adj	anderzijds/adv	Libanon/name	word/verb	vergadering/noun	McDonald's/name	hartgrondig/adj	hier/adv	Anthuenis/noun	Amerikaan/noun	uit/prep	bliksemafleider/noun	destijds/adv	tv/noun	huis_werk/noun	wat/det	uit/part	sprookje/noun	waarom/adv	er/adv	mijd/verb	natuurlijk/adj	duivels/adj	lach/verb	win/verb	hoeveel/det	gevoel/noun	vervelend/adj	Javaan/noun	Arabier/noun	verdwijn/verb	Mississippi/name	nationalistisch/adj	strafschop/noun	meerderheid/noun	te/comp	detail/noun	die/det	begin/verb	dit/det	vrede/noun	over/prep	vervolg/verb	laat/adj	zit/verb	verander/verb	Democraat/noun	kater/noun	net/noun	Barend/name	nieuwslezer/noun	denkbeeld/noun	premier/noun	grinnik/verb	iets/noun	beur/verb	kind/noun	bemin/verb	Amerika/name	hun/det	L.A./name	baas/noun	mezelf/pron	hoezeer/adv	zeur/verb	om/comp	verklaring/noun	verdediger/noun	zichzelf/pron	erom/pp	armband/noun	zelfmoord/noun	eeuwig/adj	erg/adj	Syriër/noun	president/noun	gewoon/adj	modern/adj	groot/adj	typisch/adj	opzettelijk/adj	die/pron	lerares/noun	Wimbledon/name	lees/verb	wat/pron	mens/noun	Ren/name	nooit/adv	namaak/noun	het/noun	hoeveel/adv	het/det	misschien/adv	zal/verb	geen/det	al/adv	Spelen/name	verlies/verb	overigens/adv	fel/adj	verdien/verb	voordat/comp	volg/verb	zeker/adj	en/vg	meer/adv	weet/verb	lijk/verb	mogelijk/adj	schuif_aan/verb	staat/noun	leider/noun	Boyd/name	er/noun	minachting/noun	politie/noun	tijd/noun	zeker/adv	grond/noun	luister/adj	toch/adv	aanleiding/noun	tuig/noun	Charlie/name	koningin/noun	voordracht/noun	stemlokaal/noun	ons/pron	in/part	jodendom/noun	EU/name	wedstrijd/noun	kunst/noun	teken/verb	13-jarige/adj	slachtoffer/noun	haal_binnen/verb	filmmaker/noun	als/comp	noem/verb	Schenk/name	baan_DIM/noun	bloed_hekel/noun	persoonlijk/adj	hoofd_rol_speler/noun	man/noun	systeem/noun	symbool/noun	Muur/name	dat/noun	ervan/pp	ultra_orthodox/adj	Friesland/name	vandaag/adv	steeds/adv	muziek/noun	Duitser/noun	u/pron	plaat/noun	als/prep	verafschuw/verb	internet/noun	vraag/verb	Red/name	beleid/noun	haar/pron	veel/det	ander/noun	de/det	toen/comp	ik/pron	vraag_af/verb	hartstochtelijk/adj	ding/noun	regel_DIM/noun	tegenwoordig/adj	met/prep	Volkskrant/name	winkel/verb	oprichter/noun	koop/verb	Manet/name	Boudewijn/name	maar/vg	Billy/name	jullie/pron	naar/adj	vraag/noun	Mugabe/name	vervloek/verb	meest/adj	gemengd/adj	begin/noun	Holiday/name	discussie/noun	vecht/verb	medium/noun	band/noun	journalist/noun	partij/noun	zo/adv	Pinochet/name	joods/adj	dien/verb	zij/noun	vrouw/noun	makkelijk/adj	vak/noun	maar/adv	overzee/pp	val/verb	prietpraat/noun	varken/noun	super_held/noun	nog/adv	verdwaal/verb	Kijk/name	ons/det	Derksen/name	moet/verb	daarna/pp	alles/noun	Engels/adj	Chirac/name	paard/noun	perfectie/noun	vrijheid/noun	onder/prep	kunstgeschiedenis/noun	alleen/adv	gewezen/adj	bezig/adj	haat/verb	men/pron	zelfs/adv	hoelang/adv	dat/det	daarna/adv	hoe/adj	middelmaat/noun	laconiek/adj	oud/adj
Nederlander/noun	0.0	0.76060575	0.94721097	0.8417685	0.88277876	0.79806	0.8051366	0.8671683	0.6949538	0.8310821	0.7948029	0.7641543	0.7956014	0.8245485	0.76696634	0.7042633	0.84266317	0.8832116	0.8664127	0.8616186	0.8912721	0.84757555	0.86152804	0.8896112	0.7821529	0.7487414	0.84158564	0.8472442	0.75282675	0.80002964	0.87393445	0.77216274	0.7650415	0.8654417	0.84055716	0.78795797	0.69170815	0.71816415	0.8477041	0.8900358	0.83821124	0.6790956	0.866787	0.9524583	0.8364333	0.911831	0.7552396	0.7940756	0.7925463	0.8230046	0.8052565	0.87172097	0.84358543	0.7460878	0.8585797	0.9649382	0.81825686	0.7708426	0.885351	0.81452215	0.8652616	0.8655367	0.6974784	0.7718512	0.8527288	0.8095163	0.7563679	0.747724	0.793713	0.7799436	0.81083083	0.74231946	0.8941668	0.8122467	0.88453716	0.70641994	0.80968434	0.86885035	0.8408983	0.8820771	0.81237555	0.88938606	0.7656036	0.8378068	0.9117854	0.80608726	0.81849504	0.81724745	0.71627104	0.88158125	0.8391814	0.81291264	0.8456875	0.82172495	0.6657524	0.745192	0.79971784	0.80173594	0.88012266	0.901518	0.79636014	0.87700176	0.8773606	0.8948031	0.8166839	0.7111894	0.89700246	0.90218776	0.7799852	0.7601292	0.84358007	0.8449656	0.8931292	0.7870901	0.9088661	0.89753604	0.79286814	0.7352045	0.72074354	0.78117317	0.8835511	0.8581429	0.80500126	0.80008715	0.94520736	0.83460176	0.9267824	0.72473425	0.84313047	0.8093401	0.8023548	0.877512	0.9068816	0.7406514	0.93531483	0.77914876	0.85789543	0.7529483	0.80541587	0.88187027	0.7477857	0.7987806	0.79045975	0.5980708	0.7491343	0.73586094	0.9239778	0.8566704	0.860466	0.79795384	0.84803087	0.7907746	0.7989462	0.91804105	0.8913225	0.88856506	0.876957	0.8432931	0.85451525	0.78079975	0.7551402	0.77129215	0.72735536	0.7368476	0.9085056	0.8294112	0.79659146	0.91988844	0.8620032	0.8022151	0.8654455	0.8512931	0.9221307	0.88447595	0.8410362	0.85213554	0.794773	0.7657338	0.8571542	0.7420505	0.8127038	0.8819187	0.8855771	0.861031	0.81061083	0.7455957	0.83490825	0.8014982	0.79120773	0.92248166	0.8345028	0.8406606	0.7874981	0.8788394	0.8819599	0.80334675	0.88706654	0.7301078	0.73423016	0.8620932	0.76263165	0.70923805	0.79769856	0.86626625	0.9266499	0.7533484	0.8080697	0.93964636	0.8468926	0.8719823	0.78732944	0.81743366	0.8621087	0.8248255	0.80481446	0.8184567	0.8583011	0.630746	0.8398823	0.8979768	0.8685446	0.67921525	0.91618484	0.6813234	0.8936991	0.8534	0.7697011	0.8599682	0.86523557	0.8720472	0.7888981	0.8723812	0.83522284	0.90270376	0.7217279	0.7749394	0.84988385	0.84498	0.7477204	0.8292881	0.87584376	0.7703952	0.83089334	0.88635445	0.9378164	0.84095764	0.7991158	0.7240999	0.8493757	0.7486912	0.850572	0.8220854	0.7778702	0.7976842	0.87640154	0.8292186	0.78671026	0.8542266	0.8763981	0.8727238	0.8022182	0.9054024	0.7974728	0.839717	0.7654059	0.83735806	0.8921014	0.7571319	0.8381212	0.79335046	0.9291524	0.70088303	0.8795297	0.90153724	0.91854304	0.73269117	0.898969	0.80352795	0.5628762	0.92428744	0.9277082	0.77703613	0.7641547	0.9168246	0.8065507	0.81042504	0.87061214	0.8624629	0.855855	0.82690036	0.90554655	0.8726124	0.81356215	0.88230604	0.8375374	0.87397265	0.80704165	0.77619404	0.7670553	0.8016605	0.84161866	0.8674582	0.83995616	0.82048243	0.88182354	0.8698367	0.8012928	0.87195444	0.7805134	0.8719374	0.8478365	0.7954172	0.6942756	0.86820185	0.50079596	0.90117073	0.93745357	0.7483582	0.8365843	0.8615598	0.86022276	0.876126	0.9037126	0.76607895	0.7996165	0.78792405	0.87053645	0.8750061	0.7919251	0.6940762	0.782365	0.7976681	0.8562127	0.66982865	0.6039423	0.8254887	0.89291596	0.78736305	0.8376977	0.7655718	0.8320159	0.78142726	0.7541458	0.85398525	0.9007136	0.8142009	0.8207971	0.9033728	0.87712854	0.8182843	0.871758	0.8137217	0.858412	0.87513286	0.7970352	0.79212856	0.8272368	0.8942712	0.90267503	0.8452155	0.8916409	0.71462584	0.8540154	0.69473886	0.71848524	0.8979496	0.75285876	0.8213606	0.76583487	0.7684332	0.86495304	0.8990043	0.7833992	0.7868842	0.7594307	0.90282655	0.8487308	0.85413754	0.7904398	0.76077133	0.9325158	0.7854241	0.8025261	0.82211834	0.7250403	0.87124294	0.6539231	0.93052804	0.7824875	0.8092679	0.83944005	0.61507994	0.9082444	0.8379882	0.83970046	0.8388696	0.7874837	0.9185331	0.82322156	0.7891468	0.8489367	0.82158625	0.90661	0.6835887	0.7994593	0.84310365	0.7597754	0.82796645	0.9086447	0.81358886	0.68824315	0.81442356	0.80439377	0.8437516	0.8633504	0.7711247	0.7943349	0.8449134	0.7489449	0.8256067	0.78917634	0.9019006	0.767812	0.7973606	0.878337	0.88429195	0.837885	0.86534643	0.82371163	0.8423599	0.8889022	0.9153969	0.86567754	0.78921545	0.9240226	0.8582676	0.9213549	0.8430496	0.8426017	0.85038054	0.8757818	0.76535934	0.82998407	0.7813908	0.8137741	0.7001276	0.74297154	0.77828276	0.86361694	0.8775262	0.7294798	0.7692501	0.83561	0.851829	0.88766015	0.8748557	0.82363176	0.84074855	0.7695819	0.8990446	0.79230654	0.8263237	0.49355894	0.7923311	0.80444455	0.80843204	0.82250595	0.8682283	0.86865944	0.9368461	0.9116021	0.808642	0.6791664	0.7963202	0.7579716	0.81468666	0.78522176	0.81525517	0.8138261	0.7790685	0.75421876	0.67527276	0.7881439	0.7622562	0.79376245	0.7894269	0.8054551	0.9070075	0.8011289	0.78891563	0.8479837	0.75952023	0.8566035	0.81088626	0.8653476	0.7957524	0.7117517	0.8385582	0.8947764	0.93955743	0.8559036	0.7173706	0.8080696	0.81693554	0.6670221	0.79810745	0.77660525	0.9083178	0.70960337	0.8310497	0.8315004	0.75782436	0.8662945	0.82114667	0.8330435	0.83758295	0.83062077	0.76725507	0.84023535	0.85854936	0.8104936	0.8441694	0.85472673	0.8298243	0.7679478	0.80522114	0.8452817	0.83816457	0.8159094	0.8781766	0.8744028	0.9365586	0.79807794	0.780633	0.92131525	0.81934386	0.88657814	0.8665678	0.6165119	0.7680559	0.77384686	0.88750976	0.8670187	0.8136419	0.81767356	0.8206748	0.7554437	0.8264249
alle/det	0.76060575	0.0	0.9060485	0.51588595	0.86949	0.86847264	0.8564581	0.71410155	0.74434185	0.7362696	0.898375	0.9097426	0.80859745	0.6802966	0.8285442	0.7187604	0.80992097	0.8901143	0.8440745	0.79044867	0.8829004	0.8282329	0.86812085	0.91733927	0.8648256	0.70803165	0.879775	0.69573367	0.67183805	0.68327945	0.90682316	0.8411273	0.78553885	0.7851989	0.84326696	0.77878404	0.8785401	0.7868082	0.8087797	0.8999937	0.72097075	0.8138322	0.8214266	0.88767934	0.85109663	0.7839587	0.81560886	0.87268853	0.8350119	0.7589119	0.7855476	0.7228815	0.7954202	0.8329865	0.9423914	0.9425298	0.729898	0.6887254	0.82327265	0.8786819	0.7924583	0.857925	0.740891	0.9491483	0.72985035	0.72026885	0.7791376	0.83251727	0.8055799	0.81683725	0.8412161	0.69393903	0.85697156	0.72407544	0.8833041	0.85931623	0.8663697	0.85941523	0.80148315	0.80104196	0.7439887	0.79182285	0.82244366	0.77735907	0.75467724	0.75281245	0.77504027	0.8172383	0.84986246	0.82451046	0.78099316	0.7494465	0.8526348	0.87406754	0.6963751	0.7714599	0.7849494	0.81097054	0.79083276	0.8854122	0.93352306	0.879457	0.7610893	0.8379909	0.778801	0.76288325	0.87489855	0.87507856	0.62052494	0.9233737	0.89477295	0.8103582	0.95657295	0.77412385	0.8282807	0.91026276	0.8092064	0.77458835	0.7625371	0.7360749	0.8075391	0.7766175	0.6852479	0.8814206	0.9308653	0.86302304	0.85477734	0.7560991	0.8648131	0.68705434	0.739797	0.8709363	0.94438046	0.85355234	0.9080877	0.89312756	0.9110071	0.80422854	0.7932156	0.9083942	0.71312445	0.68335724	0.85249573	0.770887	0.7191888	0.768435	0.93715775	0.8065059	0.7441739	0.75450027	0.8669641	0.772576	0.53362095	0.93152726	0.8596926	0.74925745	0.8800255	0.8411178	0.87957317	0.7652986	0.9098664	0.73858505	0.8012309	0.7893667	0.7602623	0.877728	0.74501073	0.8665005	0.8632778	0.82978356	0.9309175	0.8168966	0.8197478	0.7919453	0.85867465	0.82381594	0.78630245	0.71989465	0.91763586	0.7232013	0.7975298	0.8093959	0.8841031	0.8894889	0.82080865	0.7685213	0.84279865	0.84767956	0.72302485	0.7900085	0.7804992	0.8158203	0.7944181	0.87132514	0.8377952	0.88060117	0.7996858	0.8578466	0.80762357	0.6262781	0.83420265	0.7140253	0.79647005	0.8318756	0.9859658	0.95405257	0.6471078	0.7240277	0.9181268	0.82077587	0.79092735	0.8643286	0.73785603	0.7875807	0.81324834	0.78846014	0.89668787	0.69673777	0.86618906	0.80232245	0.7902764	0.608487	0.90846795	0.76671743	0.89227456	0.8560928	0.73534787	0.8432877	0.92168057	0.810027	0.6069794	0.88509405	0.7503192	0.86217046	0.6479752	0.89624476	0.6882992	0.7106035	0.7581527	0.7915268	0.84960103	0.77833086	0.83946186	0.8578427	0.92994446	0.674241	0.7188524	0.67969686	0.7722156	0.84005487	0.7037897	0.71668935	0.80316603	0.84619844	0.8584354	0.77707994	0.71005434	0.7890773	0.8420111	0.904291	0.6823811	0.8921914	0.6557	0.8125834	0.8271955	0.7050976	0.8086537	0.7857484	0.9296631	0.92130244	0.9042257	0.69472754	0.86576235	0.87552845	0.8251562	0.79629576	0.9142725	0.8384193	0.85117745	0.976443	0.83593905	0.79812586	0.633482	0.93613696	0.80352634	0.88783115	0.9089985	0.8354275	0.83984435	0.88916993	0.68331224	0.7348305	0.926908	0.88968617	0.7700833	0.8400808	0.8401693	0.7848536	0.7584683	0.87673116	0.8229322	0.85527724	0.8571872	0.75439143	0.85000837	0.7699336	0.7465302	0.77986306	0.7032454	0.76953423	0.86940473	0.8559173	0.76853526	0.8896086	0.8076359	0.70188516	0.8088634	0.7829671	0.8084495	0.8110998	0.7209974	0.8719233	0.82351947	0.8217038	0.7921052	0.69513917	0.8359089	0.83708787	0.90279067	0.83390313	0.71048266	0.7479937	0.80307996	0.7778729	0.7167829	0.7882707	0.8576136	0.68793213	0.9330747	0.7369268	0.7545719	0.8233323	0.6047285	0.88111734	0.76446974	0.69170594	0.67597973	0.8588004	0.8387234	0.8117471	0.8034784	0.7388626	0.8897073	0.79949665	0.96160203	0.8716144	0.81401765	0.90426016	0.85957783	0.88083375	0.9003968	0.80420226	0.8739387	0.7264071	0.5452409	0.8801871	0.90517	0.8483794	0.80439186	0.8236012	0.71410334	0.81584346	0.9040576	0.76966536	0.83830804	0.85550153	0.85555047	0.8374063	0.8249533	0.8135533	0.8990021	0.7327331	0.6775571	0.7221169	0.7264296	0.8095565	0.5470469	0.90562814	0.8914754	0.83342385	0.88792074	0.74610263	0.94057816	0.85150397	0.8372967	0.85601765	0.88988966	0.7712232	0.84870446	0.7931045	0.66449064	0.8412019	0.9365397	0.7992759	0.77420884	0.8079859	0.8726542	0.836653	0.8359871	0.8055967	0.62022954	0.83490455	0.9171804	0.8170158	0.79028964	0.8019974	0.7410266	0.82639575	0.8445483	0.8735806	0.7936691	0.8344845	0.7686024	0.83015084	0.79961663	0.8301944	0.8754871	0.86857355	0.7969403	0.9095932	0.9343731	0.8610019	0.7679182	0.8110814	0.7799774	0.8583337	0.8395581	0.86697817	0.7497636	0.84696317	0.85005605	0.737643	0.82592684	0.83617055	0.8219968	0.7697692	0.78501976	0.8568605	0.84341395	0.7383814	0.8941153	0.83128256	0.75175977	0.7614468	0.91414064	0.7835101	0.8176489	0.7392305	0.85810846	0.8391683	0.69519	0.78541344	0.8362156	0.87051505	0.8873595	0.6615465	0.76443833	0.77628386	0.8471985	0.9298043	0.7810513	0.7985389	0.5322138	0.8851515	0.62983	0.8902432	0.8688276	0.8894676	0.7830293	0.8379822	0.7537254	0.6602788	0.7213489	0.88257873	0.8182682	0.9270479	0.79709405	0.90415233	0.9052471	0.84108174	0.88947475	0.8288281	0.88693017	0.8894006	0.8133029	0.7785664	0.5723456	0.6993954	0.86897856	0.92100483	0.7703805	0.7747588	0.7288661	0.79630166	0.7892372	0.79820913	0.80610704	0.86373246	0.69990945	0.689757	0.7941277	0.79420936	0.8778539	0.84397256	0.81547654	0.7124735	0.8943503	0.875162	0.80638313	0.8366663	0.85850596	0.7582228	0.8915116	0.6720575	0.8968061	0.7672287	0.873002	0.7403984	0.80772084	0.8986877	0.8228425	0.80267173	0.6912855	0.66954553	0.86534005	0.75335586	0.86337256	0.86439264	0.6483265	0.76442754	0.7929243	0.8642411	0.8136295	0.8516009	0.7999103	0.85282373	0.8484565	0.70764375
pas/noun	0.94721097	0.9060485	0.0	0.92621857	0.8796834	0.9153058	0.95174825	0.921469	0.8648433	0.86628795	0.92006207	0.93687487	0.9345289	0.91437495	0.8981014	0.9447586	0.9423988	0.95000035	0.89000785	0.93717754	0.9323216	0.90568954	0.910891	0.96923006	0.93231833	0.97753644	0.9602985	0.9617042	0.9466494	0.9396198	0.9130301	0.89400524	0.9677734	0.8984388	0.9119704	0.8004273	0.95580196	0.92007625	0.95577824	0.9703662	0.87760305	0.90965927	0.9480336	0.9741411	0.87672067	0.9555478	0.79869956	0.9299787	0.94907296	0.922262	0.8877296	0.9051821	0.9317341	0.92269444	0.9050469	0.98188007	0.95082974	0.86418355	0.920568	0.92224383	0.95573807	0.91120505	0.91272366	0.9915753	0.91977495	0.86906135	0.8378717	0.89840317	0.93650275	0.9320289	0.92319125	0.93982935	0.9707624	0.96551305	0.88207203	0.94985104	0.89180297	0.9261395	0.8550293	0.8757269	0.9055898	0.98443115	0.8737705	0.91206086	0.9709013	0.9344768	0.89274347	0.9014308	0.8930021	0.9515525	0.9411279	0.8970823	0.9479314	0.8880683	0.8676258	0.8880866	0.9491085	0.83950967	0.9553025	0.8841541	0.9801573	0.794074	0.95337826	0.8895572	0.931807	0.90898526	0.86177367	0.9491446	0.8920293	0.91384244	0.9649696	0.904292	0.9818293	0.9427689	0.93529654	0.90657794	0.94965696	0.8986021	0.9190881	0.94067353	0.8962388	0.90229845	0.92710567	0.9308365	0.9819397	0.9143606	0.9538348	0.95060766	0.96222365	0.9125474	0.9343761	0.96199715	0.98041195	0.9304191	0.93803895	0.9381209	0.9492077	0.8924343	0.927189	0.9417262	0.8654508	0.96705186	0.8627772	0.89666295	0.93048257	0.90813124	0.88244104	0.9206011	0.78433245	0.9250759	0.96509635	0.9319464	0.8795331	0.97569174	0.9232888	0.95371646	0.953199	0.9312983	0.92814285	0.8770288	0.9632277	0.9327483	0.93571556	0.9486203	0.9470679	0.9142642	0.9636857	0.7273346	0.86845386	0.91323346	0.9098073	0.8919226	0.9709541	0.87059546	0.94627595	0.8453688	0.90211135	0.9204158	0.96024215	0.89780194	0.9439903	0.8912419	0.9353764	0.95538795	0.93356395	0.86762744	0.8900965	0.9230184	0.939996	0.961563	0.8890141	0.966111	0.85380214	0.8907205	0.943721	0.8676626	0.9307578	0.8851286	0.833763	0.89315647	0.852456	0.87390226	0.9290387	0.971532	0.9753529	0.98756915	0.9337445	0.9554264	0.90190995	0.9183731	0.94686043	0.8887186	0.95216316	0.89486545	0.9542924	0.8911927	0.9763832	0.96746	0.9063842	0.8775073	0.937639	0.9432616	0.9043467	0.891187	0.8901034	0.92836124	0.8630707	0.9093431	0.96823806	0.9204961	0.9450479	0.85132825	0.90852493	0.9408877	0.8998957	0.9379006	0.95282334	0.92785406	0.9567293	0.95114636	0.90153325	0.879488	0.9052941	0.96767724	0.9087236	0.9606469	0.9036907	0.9265487	0.9582139	0.95722	0.8746713	0.92118686	0.87605536	0.92497057	0.9644563	0.97481287	0.8830158	0.93129146	0.94338256	0.94671035	0.9145878	0.9797113	0.9166582	0.90364236	0.83951837	0.91684824	0.940347	0.8973593	0.9340202	0.9798048	0.9500798	0.8816557	0.8057686	0.90324754	0.9404119	0.93877506	0.9600759	0.9626347	0.8489772	0.98310924	0.9761135	0.8852908	0.9743058	0.9832747	0.91561824	0.9146008	0.9564115	0.85872364	0.8903861	0.87355196	0.84798557	0.9417214	0.99631	0.9692628	0.8777005	0.88361335	0.9485543	0.88634884	0.93632185	0.96601516	0.9292976	0.9360008	0.8753116	0.81416297	0.8194479	0.8784276	0.91998136	0.92122966	0.8894532	0.9504211	0.91850096	0.8740027	0.898417	0.96269554	0.89311165	0.89635783	0.9603244	0.87648505	0.9548675	0.89594024	0.91368735	0.8389275	0.9108961	0.92906237	0.90546	0.89322156	0.93004555	0.9746981	0.9592588	0.9643778	0.89977765	0.9643459	0.9636471	0.9575825	0.97038245	0.8480233	0.9321776	0.95578265	0.93515885	0.9508947	0.84676874	0.9388991	0.8458127	0.81096673	0.90861905	0.9754089	0.9741949	0.93460095	0.81023455	0.9410627	0.93032634	0.9015591	0.95544696	0.78662527	0.9431732	0.9538056	0.9313646	0.94918543	0.94232	0.9204871	0.95834565	0.9305021	0.94975513	0.90745795	0.9036732	0.96688133	0.89945304	0.8885011	0.95502347	0.9448864	0.8871232	0.8922081	0.95256305	0.8462239	0.9078906	0.91272634	0.9156271	0.92657804	0.9106754	0.8840147	0.92300814	0.9140146	0.9239459	0.9504136	0.95325726	0.9684823	0.9231088	0.94630444	0.9251602	0.92454374	0.9274054	0.90760285	0.97193766	0.9155233	0.6589769	0.91135603	0.9408103	0.93140316	0.9201252	0.8717997	0.91649425	0.91119343	0.9358719	0.9520191	0.9135797	0.8819902	0.9537699	0.85434675	0.89206094	0.96978194	0.89448345	0.92618406	0.95659345	0.88541096	0.9231621	0.8816737	0.9371856	0.9451059	0.96592975	0.9097517	0.95398	0.93428874	0.914063	0.9327737	0.90257955	0.94279146	0.94053584	0.96509534	0.92411184	0.9705154	0.92834973	0.88179815	0.88536656	0.8893275	0.83955854	0.9573329	0.93190014	0.9272275	0.93279654	0.95960486	0.9533738	0.9036922	0.93217325	0.95722747	0.87902313	0.93633807	0.96072155	0.9466702	0.98462045	0.9198171	0.94491607	0.9194507	0.9221754	0.94492763	0.90293103	0.94537926	0.9019679	0.9629181	0.9570014	0.8868752	0.9149997	0.93668514	0.9180722	0.8937864	0.8330921	0.9443556	0.9472857	0.9429862	0.90322685	0.98818237	0.94786817	0.8224116	0.9097518	0.92722476	0.94087327	0.82304585	0.8901172	0.89911634	0.9625672	0.9140076	0.91956204	0.85469055	0.8777641	0.9705862	0.9302101	0.9439441	0.8845136	0.9735316	0.9658587	0.8768531	0.96268606	0.90650004	0.9235616	0.92745197	0.9555537	0.8729507	0.90932596	0.9523686	0.90956426	0.95122725	0.95143074	0.9718824	0.9214593	0.93517584	0.95634747	0.9458659	0.901246	0.8672408	0.92608076	0.91209066	0.94343215	0.92361873	0.93484765	0.90693533	0.94578505	0.95304775	0.8883933	0.94046307	0.8935642	0.9654374	0.937712	0.94300586	0.9117825	0.96636724	0.96529996	0.93317515	0.76033455	0.85784215	0.93842745	0.96407497	0.89029324	0.9604981	0.9564181	0.9083282	0.9422127	0.930931	0.9630545	0.9357799	0.87296003	0.89416784	0.82486564	0.9380397	0.9025596	0.88961387	0.95008737	0.91861784	0.95845246	0.91401285
